,DECK_Open,DECK_High,DECK_Low,DECK_Close,DECK_Adj Close,DECK_Volume,DECK_Dividend Amount,DECK_Split Coefficient
2013-11-05,69.41,72.08,69.1,71.57,11.9283333333333,2000000,0.0,1.0
2013-11-04,68.87,70.12,68.8,69.91,11.6516666666667,1219800,0.0,1.0
2013-11-01,68.79,69.57,68.35,68.56,11.4266666666667,633100,0.0,1.0
2013-10-31,67.0,69.42,67.0,68.79,11.465,1104200,0.0,1.0
2013-10-30,68.31,68.62,66.6855,67.16,11.1933333333333,914200,0.0,1.0
2013-10-29,67.82,68.56,66.9401,68.14,11.3566666666667,1375900,0.0,1.0
2013-10-28,70.32,70.8,67.59,68.09,11.3483333333333,2587700,0.0,1.0
2013-10-25,68.55,70.45,66.3,69.99,11.665,7862200,0.0,1.0
2013-10-24,57.94,58.31,56.9,58.1,9.68333333333333,2630700,0.0,1.0
2013-10-23,59.2,59.35,57.565,57.842,9.64033333333333,1423300,0.0,1.0
2013-10-22,58.37,59.71,57.16,59.54,9.92333333333333,1957900,0.0,1.0
2013-10-21,59.19,59.59,57.13,58.1,9.68333333333333,2562000,0.0,1.0
2013-10-18,59.98,60.48,59.29,59.51,9.91833333333333,2286100,0.0,1.0
2013-10-17,60.33,61.55,59.7,59.968,9.99466666666667,1819900,0.0,1.0
2013-10-16,60.77,61.43,59.6308,60.52,10.0866666666667,1629700,0.0,1.0
2013-10-15,61.52,62.06,60.21,60.4,10.0666666666667,1273700,0.0,1.0
2013-10-14,60.71,62.3,60.31,61.51,10.2516666666667,1211300,0.0,1.0
2013-10-11,61.43,61.72,60.61,61.12,10.1866666666667,1581100,0.0,1.0
2013-10-10,62.58,63.4353,60.15,61.34,10.2233333333333,2262200,0.0,1.0
2013-10-09,61.58,62.52,60.11,62.15,10.3583333333333,1672400,0.0,1.0
2013-10-08,63.25,63.385,60.79,61.28,10.2133333333333,1529700,0.0,1.0
2013-10-07,67.28,67.559,63.08,63.15,10.525,2717800,0.0,1.0
2013-10-04,66.66,68.605,66.435,67.93,11.3216666666667,1405100,0.0,1.0
2013-10-03,67.55,68.84,65.22,66.2,11.0333333333333,1670400,0.0,1.0
2013-10-02,66.57,67.7902,66.02,67.41,11.235,750700,0.0,1.0
2013-10-01,67.43,68.18,66.53,67.23,11.205,1520900,0.0,1.0
2013-09-30,64.61,66.43,63.401,65.92,10.9866666666667,809700,0.0,1.0
2013-09-27,66.23,66.85,64.86,65.2,10.8666666666667,1043600,0.0,1.0
2013-09-26,63.97,66.52,63.8001,66.09,11.015,1917100,0.0,1.0
2013-09-25,61.6,63.99,60.78,63.96,10.66,2283700,0.0,1.0
2013-09-24,62.1,63.01,61.175,61.74,10.29,1344100,0.0,1.0
2013-09-23,60.8,62.44,60.15,62.1,10.35,675000,0.0,1.0
2013-09-20,61.89,61.91,60.42,60.71,10.1183333333333,556300,0.0,1.0
2013-09-19,61.03,62.67,60.56,61.81,10.3016666666667,520900,0.0,1.0
2013-09-18,60.25,61.19,59.441,60.73,10.1216666666667,543500,0.0,1.0
2013-09-17,60.12,60.979,59.68,60.19,10.0316666666667,540900,0.0,1.0
2013-09-16,60.39,61.2,59.92,60.0,10.0,706100,0.0,1.0
2013-09-13,59.46,60.0899,58.31,59.79,9.965,825900,0.0,1.0
2013-09-12,59.56,60.19,58.9,59.2,9.86666666666667,681900,0.0,1.0
2013-09-11,61.36,61.52,58.96,59.78,9.96333333333333,1215500,0.0,1.0
2013-09-10,62.7,62.891,61.161,61.75,10.2916666666667,889000,0.0,1.0
2013-09-09,61.51,62.85,61.33,62.36,10.3933333333333,515000,0.0,1.0
2013-09-06,62.24,62.3975,60.39,61.24,10.2066666666667,661700,0.0,1.0
2013-09-05,61.47,62.5,61.01,61.92,10.32,877100,0.0,1.0
2013-09-04,60.0,61.5,59.5,61.125,10.1875,833100,0.0,1.0
2013-09-03,59.31,60.74,59.2,60.0,10.0,995800,0.0,1.0
2013-08-30,59.01,59.45,58.21,58.73,9.78833333333333,474400,0.0,1.0
2013-08-29,57.6,59.34,57.18,59.06,9.84333333333333,582300,0.0,1.0
2013-08-28,57.0,57.99,56.66,57.57,9.595,496600,0.0,1.0
2013-08-27,58.21,58.75,56.415,56.99,9.49833333333333,640800,0.0,1.0
2013-08-26,59.63,60.015,58.511,58.69,9.78166666666667,452000,0.0,1.0
2013-08-23,59.73,59.86,59.251,59.56,9.92666666666667,499700,0.0,1.0
2013-08-22,59.83,60.22,58.7,59.36,9.89333333333333,652800,0.0,1.0
2013-08-21,57.84,61.53,57.37,59.69,9.94833333333333,1240700,0.0,1.0
2013-08-20,56.95,58.83,56.57,58.02,9.67,485300,0.0,1.0
2013-08-19,56.1,58.86,56.0,56.97,9.495,725300,0.0,1.0
2013-08-16,56.23,57.45,56.14,56.21,9.36833333333333,407400,0.0,1.0
2013-08-15,56.76,57.5199,56.04,56.29,9.38166666666667,550500,0.0,1.0
2013-08-14,57.61,57.89,57.1,57.36,9.56,356300,0.0,1.0
2013-08-13,58.31,58.87,57.08,57.72,9.62,508700,0.0,1.0
2013-08-12,58.28,58.49,57.74,58.34,9.72333333333333,346000,0.0,1.0
2013-08-09,58.14,58.59,57.61,58.25,9.70833333333333,447400,0.0,1.0
2013-08-08,58.16,58.74,57.98,58.34,9.72333333333333,522000,0.0,1.0
2013-08-07,57.91,58.54,57.63,57.96,9.66,466200,0.0,1.0
2013-08-06,59.06,59.34,58.03,58.34,9.72333333333333,776800,0.0,1.0
2013-08-05,57.8,59.58,57.59,59.21,9.86833333333333,798800,0.0,1.0
2013-08-02,57.54,58.0,56.43,57.8,9.63333333333333,740600,0.0,1.0
2013-08-01,55.52,57.74,55.34,57.62,9.60333333333333,1098100,0.0,1.0
2013-07-31,54.95,55.63,54.19,54.888,9.148,715600,0.0,1.0
2013-07-30,53.46,54.67,53.31,54.59,9.09833333333333,852100,0.0,1.0
2013-07-29,53.55,53.9105,52.97,53.27,8.87833333333333,685100,0.0,1.0
2013-07-26,54.77,56.085,52.68,53.55,8.925,2611100,0.0,1.0
2013-07-25,57.46,60.0,57.39,58.87,9.81166666666667,1450700,0.0,1.0
2013-07-24,58.2,58.53,57.29,57.87,9.645,793300,0.0,1.0
2013-07-23,56.5,58.65,56.11,57.98,9.66333333333333,1030400,0.0,1.0
2013-07-22,56.19,58.13,55.91,57.88,9.64666666666667,1029500,0.0,1.0
2013-07-19,57.06,57.99,56.1,56.33,9.38833333333333,1285400,0.0,1.0
2013-07-18,57.07,57.26,55.61,56.73,9.455,2737000,0.0,1.0
2013-07-17,57.75,58.49,57.11,57.75,9.625,595200,0.0,1.0
2013-07-16,57.78,58.2,57.06,57.71,9.61833333333333,1093900,0.0,1.0
2013-07-15,57.94,58.19,56.81,57.4,9.56666666666667,924300,0.0,1.0
2013-07-12,54.1,55.88,53.84,55.65,9.275,1035600,0.0,1.0
2013-07-11,54.38,54.86,53.18,54.14,9.02333333333333,513400,0.0,1.0
2013-07-10,54.12,54.3699,53.215,53.84,8.97333333333333,507000,0.0,1.0
2013-07-09,53.24,54.23,52.47,54.21,9.035,843100,0.0,1.0
2013-07-08,52.18,53.18,52.18,52.92,8.82,534600,0.0,1.0
2013-07-05,51.51,52.43,51.3,52.01,8.66833333333333,247600,0.0,1.0
2013-07-03,50.64,51.78,50.2701,51.07,8.51166666666667,365700,0.0,1.0
2013-07-02,51.46,51.81,50.6,51.24,8.54,535700,0.0,1.0
2013-07-01,50.7,52.049,50.57,51.82,8.63666666666667,558100,0.0,1.0
2013-06-28,49.07,50.9599,48.425,50.51,8.41833333333333,983300,0.0,1.0
2013-06-27,48.28,49.17,48.08,49.14,8.19,568800,0.0,1.0
2013-06-26,48.32,48.44,47.51,47.94,7.99,537400,0.0,1.0
2013-06-25,48.13,48.7,47.63,47.87,7.97833333333333,804000,0.0,1.0
2013-06-24,48.14,48.58,46.59,47.35,7.89166666666667,911000,0.0,1.0
2013-06-21,50.93,51.06,48.18,48.78,8.13,1274100,0.0,1.0
2013-06-20,51.94,52.528,50.2,50.71,8.45166666666667,801100,0.0,1.0
2013-06-19,53.18,53.54,52.31,52.71,8.785,527000,0.0,1.0
2013-06-18,54.62,54.93,53.14,53.53,8.92166666666667,594200,0.0,1.0
2013-06-17,55.5,56.22,54.27,54.52,9.08666666666667,600500,0.0,1.0
2013-06-14,53.79,55.16,53.35,55.04,9.17333333333333,619300,0.0,1.0
2013-06-13,52.08,54.36,51.57,53.83,8.97166666666667,621200,0.0,1.0
2013-06-12,53.27,53.48,51.5893,52.09,8.68166666666667,482200,0.0,1.0
2013-06-11,52.72,53.74,51.77,52.82,8.80333333333333,565200,0.0,1.0
2013-06-10,53.54,54.33,53.0222,53.36,8.89333333333333,577200,0.0,1.0
2013-06-07,54.06,54.2,53.35,53.42,8.90333333333333,395500,0.0,1.0
2013-06-06,52.74,53.98,52.47,53.72,8.95333333333333,496000,0.0,1.0
2013-06-05,54.11,54.41,52.31,53.11,8.85166666666667,539400,0.0,1.0
2013-06-04,54.3,55.71,53.735,54.44,9.07333333333333,497700,0.0,1.0
2013-06-03,53.73,54.53,52.76,54.42,9.07,707000,0.0,1.0
2013-05-31,54.31,55.39,53.39,53.68,8.94666666666667,530400,0.0,1.0
2013-05-30,53.96,55.2,53.59,54.68,9.11333333333333,383300,0.0,1.0
2013-05-29,53.03,54.67,52.685,53.93,8.98833333333333,651300,0.0,1.0
2013-05-28,54.08,54.85,53.37,53.42,8.90333333333333,618500,0.0,1.0
2013-05-24,53.09,53.54,52.22,53.47,8.91166666666667,604000,0.0,1.0
2013-05-23,53.99,54.0,53.02,53.71,8.95166666666667,879100,0.0,1.0
2013-05-22,54.41,56.21,54.24,54.85,9.14166666666667,857500,0.0,1.0
2013-05-21,52.7,54.7199,52.6,54.48,9.08,798600,0.0,1.0
2013-05-20,52.59,52.96,51.85,52.75,8.79166666666667,1166100,0.0,1.0
2013-05-17,52.95,53.29,51.53,52.49,8.74833333333333,904700,0.0,1.0
2013-05-16,54.08,54.272,52.14,52.48,8.74666666666667,1052600,0.0,1.0
2013-05-15,55.78,56.04,54.152,54.26,9.04333333333333,677800,0.0,1.0
2013-05-14,55.46,55.92,55.35,55.84,9.30666666666667,465100,0.0,1.0
2013-05-13,56.28,57.24,55.27,55.3,9.21666666666667,631500,0.0,1.0
2013-05-10,54.64,56.47,54.392,56.42,9.40333333333333,711300,0.0,1.0
2013-05-09,55.51,56.19,54.37,54.49,9.08166666666667,696300,0.0,1.0
2013-05-08,54.25,55.72,54.16,55.55,9.25833333333333,873800,0.0,1.0
2013-05-07,53.98,54.5,53.42,54.25,9.04166666666667,564100,0.0,1.0
2013-05-06,53.95,54.8,53.35,53.69,8.94833333333333,806500,0.0,1.0
2013-05-03,54.98,55.23,53.95,54.0,9.0,757700,0.0,1.0
2013-05-02,54.31,54.4,53.29,54.19,9.03166666666667,687500,0.0,1.0
2013-05-01,55.38,55.7299,53.87,54.07,9.01166666666667,941300,0.0,1.0
2013-04-30,53.38,55.285,52.7,55.12,9.18666666666667,1218600,0.0,1.0
2013-04-29,54.37,55.1599,53.58,54.11,9.01833333333333,1242000,0.0,1.0
2013-04-26,58.17,58.17,53.5,54.31,9.05166666666667,3657500,0.0,1.0
2013-04-25,59.55,60.06,58.44,59.4,9.9,2500000,0.0,1.0
2013-04-24,59.99,60.25,58.95,59.07,9.845,1126300,0.0,1.0
2013-04-23,59.2,60.23,58.67,59.69,9.94833333333333,1192700,0.0,1.0
2013-04-22,58.08,58.84,56.7601,58.62,9.77,1157200,0.0,1.0
2013-04-19,56.98,58.23,55.79,57.98,9.66333333333333,1162100,0.0,1.0
2013-04-18,58.15,58.26,56.58,56.98,9.49666666666667,1068500,0.0,1.0
2013-04-17,58.32,58.8002,57.08,58.21,9.70166666666667,858700,0.0,1.0
2013-04-16,57.4,58.915,56.93,58.66,9.77666666666667,908200,0.0,1.0
2013-04-15,58.65,58.88,56.28,56.73,9.455,1244500,0.0,1.0
2013-04-12,58.41,59.35,57.55,58.89,9.815,1011200,0.0,1.0
2013-04-11,58.41,59.5,57.53,59.08,9.84666666666667,1594100,0.0,1.0
2013-04-10,56.53,58.8999,56.36,58.52,9.75333333333333,1783500,0.0,1.0
2013-04-09,56.29,56.5,55.53,56.08,9.34666666666667,724500,0.0,1.0
2013-04-08,55.88,56.4,55.34,56.24,9.37333333333333,1042800,0.0,1.0
2013-04-05,54.64,55.72,54.25,55.5,9.25,741000,0.0,1.0
2013-04-04,54.44,55.86,54.26,55.78,9.29666666666667,715000,0.0,1.0
2013-04-03,54.95,55.6,54.1,54.71,9.11833333333333,1324900,0.0,1.0
2013-04-02,54.3,55.9,54.011,55.33,9.22166666666667,1250200,0.0,1.0
2013-04-01,55.75,55.78,53.67,53.99,8.99833333333333,1332100,0.0,1.0
2013-03-28,56.0,56.67,54.3,55.69,9.28166666666667,3130800,0.0,1.0
2013-03-27,49.84,52.85,49.52,52.52,8.75333333333333,1977500,0.0,1.0
2013-03-26,49.63,50.6,49.51,50.21,8.36833333333333,1090700,0.0,1.0
2013-03-25,50.52,50.57,49.15,49.61,8.26833333333333,1079300,0.0,1.0
2013-03-22,50.7,50.836,49.17,50.11,8.35166666666667,637100,0.0,1.0
2013-03-21,50.18,50.69,49.1,50.4,8.4,836500,0.0,1.0
2013-03-20,49.11,51.16,48.67,50.32,8.38666666666667,1402600,0.0,1.0
2013-03-19,49.14,49.71,47.9201,48.77,8.12833333333333,914600,0.0,1.0
2013-03-18,49.35,49.83,48.5602,49.11,8.185,1110100,0.0,1.0
2013-03-15,49.75,50.76,49.47,49.99,8.33166666666667,1725700,0.0,1.0
2013-03-14,49.29,50.05,48.66,49.7,8.28333333333333,841600,0.0,1.0
2013-03-13,48.78,49.59,48.5,49.08,8.18,609100,0.0,1.0
2013-03-12,48.49,49.64,48.1201,48.87,8.145,1327500,0.0,1.0
2013-03-11,48.37,49.12,48.08,48.63,8.105,1044800,0.0,1.0
2013-03-08,49.15,49.52,47.99,48.81,8.135,1105200,0.0,1.0
2013-03-07,48.75,50.1,48.55,49.07,8.17833333333333,1508400,0.0,1.0
2013-03-06,48.0,49.38,48.0,48.7,8.11666666666667,1255300,0.0,1.0
2013-03-05,47.61,48.5,47.1532,47.99,7.99833333333333,1693900,0.0,1.0
2013-03-04,46.13,48.03,46.13,47.35,7.89166666666667,2290900,0.0,1.0
2013-03-01,44.23,47.0,43.63,46.62,7.77,9319600,0.0,1.0
2013-02-28,40.5,41.36,39.9,40.41,6.735,3167500,0.0,1.0
2013-02-27,40.34,40.98,40.1375,40.4,6.73333333333333,1324200,0.0,1.0
2013-02-26,40.8,41.65,39.6,40.35,6.725,908600,0.0,1.0
2013-02-25,40.95,42.12,40.6,40.7,6.78333333333333,1818800,0.0,1.0
2013-02-22,41.62,42.1799,40.15,40.56,6.76,1015700,0.0,1.0
2013-02-21,42.6,43.47,40.21,40.84,6.80666666666667,1907500,0.0,1.0
2013-02-20,43.88,44.7,42.61,42.99,7.165,1728200,0.0,1.0
2013-02-19,43.02,44.96,42.55,44.72,7.45333333333333,1966500,0.0,1.0
2013-02-15,43.64,44.29,42.52,42.83,7.13833333333333,1493100,0.0,1.0
2013-02-14,43.44,44.25,43.1,43.7,7.28333333333333,1039900,0.0,1.0
2013-02-13,44.46,44.57,43.28,43.58,7.26333333333333,1273700,0.0,1.0
2013-02-12,44.41,45.2,44.0,44.5,7.41666666666667,1885100,0.0,1.0
2013-02-11,44.52,44.75,43.05,44.4,7.4,1986800,0.0,1.0
2013-02-08,43.6,44.39,42.43,43.56,7.26,2261700,0.0,1.0
2013-02-07,41.38,43.85,41.38,43.56,7.26,2922900,0.0,1.0
2013-02-06,40.52,41.9,40.44,41.38,6.89666666666667,1426000,0.0,1.0
2013-02-05,41.76,42.2,40.13,40.57,6.76166666666667,1752900,0.0,1.0
2013-02-04,40.99,42.79,40.9,41.39,6.89833333333333,2657900,0.0,1.0
2013-02-01,40.18,40.61,39.41,39.92,6.65333333333333,979200,0.0,1.0
2013-01-31,39.33,40.86,39.04,39.95,6.65833333333333,1617500,0.0,1.0
2013-01-30,40.5,40.86,39.34,39.42,6.57,1472700,0.0,1.0
2013-01-29,41.51,41.97,40.06,40.38,6.73,1384500,0.0,1.0
2013-01-28,41.59,41.89,40.52,41.65,6.94166666666667,1468900,0.0,1.0
2013-01-25,39.42,42.53,39.2,41.83,6.97166666666667,3141700,0.0,1.0
2013-01-24,37.8,39.86,37.75,38.91,6.485,2341300,0.0,1.0
2013-01-23,38.08,38.23,37.44,37.77,6.295,1092800,0.0,1.0
2013-01-22,37.4,38.37,36.85,38.17,6.36166666666667,2680300,0.0,1.0
2013-01-18,37.31,37.46,36.46,37.32,6.22,2202600,0.0,1.0
2013-01-17,38.56,39.3514,36.86,37.12,6.18666666666667,3315000,0.0,1.0
2013-01-16,40.6,40.66,38.42,38.56,6.42666666666667,3486700,0.0,1.0
2013-01-15,37.75,41.0,37.75,40.81,6.80166666666667,3802800,0.0,1.0
2013-01-14,36.45,38.21,36.4,38.15,6.35833333333333,2063200,0.0,1.0
2013-01-11,37.48,38.18,36.45,36.64,6.10666666666667,2254700,0.0,1.0
2013-01-10,36.41,37.47,35.7,37.02,6.17,2766200,0.0,1.0
2013-01-09,37.32,37.5999,35.72,36.12,6.02,3172700,0.0,1.0
2013-01-08,37.95,38.392,36.82,37.45,6.24166666666667,2144800,0.0,1.0
2013-01-07,39.55,39.72,38.58,38.98,6.49666666666667,1032200,0.0,1.0
2013-01-04,39.2,40.35,39.05,39.7924,6.63206666666667,1689000,0.0,1.0
2013-01-03,39.25,41.35,39.06,39.24,6.54,2928800,0.0,1.0
2013-01-02,41.74,41.93,37.9,38.44,6.40666666666667,3595100,0.0,1.0
2012-12-31,37.9,40.645,37.77,40.27,6.71166666666667,2701000,0.0,1.0
2012-12-28,37.85,38.65,37.25,37.92,6.32,2234300,0.0,1.0
2012-12-27,35.03,38.68,34.93,38.11,6.35166666666667,4555900,0.0,1.0
2012-12-26,34.98,35.47,34.6,34.88,5.81333333333333,1383800,0.0,1.0
2012-12-24,34.38,34.96,34.0,34.84,5.80666666666667,1070200,0.0,1.0
2012-12-21,34.55,34.92,34.01,34.49,5.74833333333333,2332400,0.0,1.0
2012-12-20,35.67,35.97,34.58,34.91,5.81833333333333,2271900,0.0,1.0
2012-12-19,37.35,37.4,35.51,35.72,5.95333333333333,2985500,0.0,1.0
2012-12-18,37.0,37.57,36.5,37.34,6.22333333333333,1579200,0.0,1.0
2012-12-17,37.29,38.22,36.65,37.0,6.16666666666667,1338600,0.0,1.0
2012-12-14,38.49,38.83,37.12,37.31,6.21833333333333,1861600,0.0,1.0
2012-12-13,38.59,40.18,38.25,38.61,6.435,1976500,0.0,1.0
2012-12-12,40.0,40.0,38.25,38.35,6.39166666666667,1573500,0.0,1.0
2012-12-11,38.65,40.02,37.73,39.0,6.5,3046100,0.0,1.0
2012-12-10,42.37,42.47,39.33,39.42,6.57,3651900,0.0,1.0
2012-12-07,41.94,44.16,41.85,42.76,7.12666666666667,3328000,0.0,1.0
2012-12-06,41.34,41.78,40.875,41.5732,6.92886666666667,1342900,0.0,1.0
2012-12-05,42.0,42.1,40.79,41.32,6.88666666666667,1498600,0.0,1.0
2012-12-04,41.98,42.2499,40.55,40.93,6.82166666666667,2354500,0.0,1.0
2012-12-03,42.1,42.5495,40.72,42.34,7.05666666666667,6455600,0.0,1.0
2012-11-30,38.66,39.04,37.5,38.29,6.38166666666667,2063600,0.0,1.0
2012-11-29,39.9,39.91,37.14,38.76,6.46,2627200,0.0,1.0
2012-11-28,36.0,39.825,35.84,39.31,6.55166666666667,5498400,0.0,1.0
2012-11-27,35.1,36.99,34.92,36.27,6.045,3024400,0.0,1.0
2012-11-26,34.68,35.79,34.33,35.25,5.875,4043800,0.0,1.0
2012-11-23,33.58,34.0,32.8,33.08,5.51333333333333,656300,0.0,1.0
2012-11-21,34.31,34.75,33.38,33.49,5.58166666666667,782100,0.0,1.0
2012-11-20,33.55,35.37,33.02,34.14,5.69,2734700,0.0,1.0
2012-11-19,31.31,33.64,31.25,33.59,5.59833333333333,2687900,0.0,1.0
2012-11-16,30.37,31.09,29.82,30.94,5.15666666666667,2748600,0.0,1.0
2012-11-15,29.89,30.56,29.84,30.39,5.065,1190700,0.0,1.0
2012-11-14,30.35,30.59,29.6,29.74,4.95666666666667,1479300,0.0,1.0
2012-11-13,30.98,31.04,29.81,29.89,4.98166666666667,1675100,0.0,1.0
2012-11-12,32.17,32.24,30.95,31.2,5.2,1446000,0.0,1.0
2012-11-09,30.83,31.5399,30.35,30.66,5.11,1451700,0.0,1.0
2012-11-08,31.84,32.35,30.8,30.89,5.14833333333333,985900,0.0,1.0
2012-11-07,33.69,33.69,31.74,31.84,5.30666666666667,2398700,0.0,1.0
2012-11-06,32.22,33.98,31.57,33.95,5.65833333333333,2149100,0.0,1.0
2012-11-05,30.36,32.31,30.3,32.1,5.35,1700100,0.0,1.0
2012-11-02,30.78,31.38,30.205,30.2854,5.04756666666667,2184900,0.0,1.0
2012-11-01,28.95,29.94,28.6401,29.74,4.95666666666667,2579100,0.0,1.0
2012-10-31,29.51,29.66,28.53,28.63,4.77166666666667,2484600,0.0,1.0
2012-10-26,29.07,30.46,28.82,29.48,4.91333333333333,9278600,0.0,1.0
2012-10-25,37.42,37.96,35.05,35.49,5.915,3884900,0.0,1.0
2012-10-24,37.31,37.75,35.78,37.12,6.18666666666667,2029800,0.0,1.0
2012-10-23,36.61,37.73,36.31,37.19,6.19833333333333,1474100,0.0,1.0
2012-10-22,36.9,37.99,36.16,37.05,6.175,1539200,0.0,1.0
2012-10-19,38.33,38.33,36.62,37.08,6.18,1306400,0.0,1.0
2012-10-18,38.8,39.44,38.09,38.44,6.40666666666667,1287600,0.0,1.0
2012-10-17,36.85,39.09,35.98,38.81,6.46833333333333,2932700,0.0,1.0
2012-10-16,35.75,37.05,35.4,36.43,6.07166666666667,1633600,0.0,1.0
2012-10-15,36.51,37.0,35.11,35.3,5.88333333333333,1319200,0.0,1.0
2012-10-12,36.64,37.38,36.02,36.44,6.07333333333333,830400,0.0,1.0
2012-10-11,35.64,37.37,35.45,36.63,6.105,1691400,0.0,1.0
2012-10-10,35.4,35.74,34.9,35.06,5.84333333333333,1173000,0.0,1.0
2012-10-09,35.86,36.5,35.31,35.48,5.91333333333333,1698500,0.0,1.0
2012-10-08,35.67,36.52,35.31,35.86,5.97666666666667,1621700,0.0,1.0
2012-10-05,37.67,37.95,35.83,35.97,5.995,1839000,0.0,1.0
2012-10-04,37.83,37.9999,37.08,37.5,6.25,1012100,0.0,1.0
2012-10-03,36.9,38.18,36.76,37.71,6.285,1716500,0.0,1.0
2012-10-02,36.5,36.88,36.02,36.69,6.115,1130200,0.0,1.0
2012-10-01,37.19,37.4,35.83,36.2554,6.04256666666667,1763500,0.0,1.0
2012-09-28,36.12,36.85,35.55,36.64,6.10666666666667,1324600,0.0,1.0
2012-09-27,36.27,36.57,35.74,36.31,6.05166666666667,1575400,0.0,1.0
2012-09-26,35.5,36.9,34.59,36.23,6.03833333333333,2883400,0.0,1.0
2012-09-25,36.5,36.88,34.85,34.99,5.83166666666667,5409000,0.0,1.0
2012-09-24,38.5,38.89,37.0,37.51,6.25166666666667,3584200,0.0,1.0
2012-09-21,39.18,39.5,38.42,38.71,6.45166666666667,2346100,0.0,1.0
2012-09-20,40.79,40.8,38.58,39.0283,6.50471666666667,4163200,0.0,1.0
2012-09-19,42.13,42.16,39.41,41.31,6.885,8322700,0.0,1.0
2012-09-18,46.25,46.465,43.21,43.95,7.325,3405400,0.0,1.0
2012-09-17,47.52,48.08,46.52,47.97,7.995,1630800,0.0,1.0
2012-09-14,45.86,49.61,45.86,48.92,8.15333333333333,2738100,0.0,1.0
2012-09-13,45.14,45.61,43.76,45.61,7.60166666666667,1326800,0.0,1.0
2012-09-12,45.47,45.72,44.83,44.95,7.49166666666667,1042100,0.0,1.0
2012-09-11,46.27,46.27,44.85,45.18,7.53,1698200,0.0,1.0
2012-09-10,45.96,46.65,45.83,46.16,7.69333333333333,1449400,0.0,1.0
2012-09-07,47.44,47.49,45.91,46.12,7.68666666666667,1432300,0.0,1.0
2012-09-06,46.26,48.02,45.66,47.24,7.87333333333333,1406000,0.0,1.0
2012-09-05,47.61,47.95,45.545,45.84,7.64,2608700,0.0,1.0
2012-09-04,49.5,49.62,47.6,48.58,8.09666666666667,1342100,0.0,1.0
2012-08-31,49.42,50.0,49.0,49.52,8.25333333333333,597600,0.0,1.0
2012-08-30,49.28,49.77,48.7901,49.02,8.17,617600,0.0,1.0
2012-08-29,49.44,49.8899,48.67,49.46,8.24333333333333,689200,0.0,1.0
2012-08-28,48.73,49.94,48.27,49.32,8.22,847200,0.0,1.0
2012-08-27,49.88,50.11,48.48,48.67,8.11166666666667,1107400,0.0,1.0
2012-08-24,49.0,49.925,48.61,49.54,8.25666666666667,1067900,0.0,1.0
2012-08-23,50.69,50.93,48.55,49.05,8.175,1539600,0.0,1.0
2012-08-22,51.09,51.65,49.99,50.61,8.435,1124500,0.0,1.0
2012-08-21,50.32,51.39,49.99,51.21,8.535,909600,0.0,1.0
2012-08-20,50.75,50.75,49.22,50.34,8.39,1544800,0.0,1.0
2012-08-17,48.5,51.12,48.4201,50.77,8.46166666666667,3770600,0.0,1.0
2012-08-16,46.22,48.51,46.2,48.415,8.06916666666667,3644900,0.0,1.0
2012-08-15,44.76,46.49,44.76,46.2,7.7,1201600,0.0,1.0
2012-08-14,45.0,45.73,44.54,44.75,7.45833333333333,1321000,0.0,1.0
2012-08-13,44.85,45.94,44.7528,45.72,7.62,905100,0.0,1.0
2012-08-10,44.56,45.74,44.3,44.98,7.49666666666667,1212300,0.0,1.0
2012-08-09,43.74,44.95,43.56,44.69,7.44833333333333,1029700,0.0,1.0
2012-08-08,44.76,45.33,43.59,43.86,7.31,1419900,0.0,1.0
2012-08-07,42.64,45.33,42.42,45.01,7.50166666666667,2333600,0.0,1.0
2012-08-06,42.13,42.74,41.74,42.14,7.02333333333333,1497500,0.0,1.0
2012-08-03,41.0,42.2,40.89,41.82,6.97,1279500,0.0,1.0
2012-08-02,41.0,42.11,39.9,40.2215,6.70358333333333,1482100,0.0,1.0
2012-08-01,41.9,42.21,41.0,41.53,6.92166666666667,1179000,0.0,1.0
2012-07-31,42.27,42.71,40.5,41.71,6.95166666666667,2112900,0.0,1.0
2012-07-30,44.81,45.26,42.38,42.72,7.12,1997200,0.0,1.0
2012-07-27,45.48,45.5,40.23,44.62,7.43666666666667,7571000,0.0,1.0
2012-07-26,41.63,42.17,39.9,42.13,7.02166666666667,3600000,0.0,1.0
2012-07-25,42.01,42.33,40.46,40.7,6.78333333333333,2279200,0.0,1.0
2012-07-24,43.41,43.62,42.0,42.48,7.08,1780300,0.0,1.0
2012-07-23,44.0,44.718,42.9,43.43,7.23833333333333,2509900,0.0,1.0
2012-07-20,48.41,48.53,46.48,46.67,7.77833333333333,1294300,0.0,1.0
2012-07-19,48.0,49.49,47.86,48.55,8.09166666666667,979500,0.0,1.0
2012-07-18,46.89,48.41,46.645,47.86,7.97666666666667,2187000,0.0,1.0
2012-07-17,46.5,47.74,45.94,46.87,7.81166666666667,1252000,0.0,1.0
2012-07-16,46.48,47.75,46.07,46.22,7.70333333333333,2027600,0.0,1.0
2012-07-13,46.41,48.41,45.15,46.98,7.83,3591600,0.0,1.0
2012-07-12,46.31,46.88,44.79,46.44,7.74,1084100,0.0,1.0
2012-07-11,44.84,46.89,44.41,46.49,7.74833333333333,1957400,0.0,1.0
2012-07-10,45.1,45.65,44.52,44.86,7.47666666666667,859000,0.0,1.0
2012-07-09,45.02,45.15,43.92,44.71,7.45166666666667,929100,0.0,1.0
