,GTLS_Open,GTLS_High,GTLS_Low,GTLS_Close,GTLS_Adj Close,GTLS_Volume,GTLS_Dividend Amount,GTLS_Split Coefficient
2015-10-16,22.4,22.406,21.16,21.7,21.7,446914,0.0,1.0
2015-10-15,21.96,22.43,21.27,22.42,22.42,420140,0.0,1.0
2015-10-14,21.99,22.36,21.74,22.01,22.01,299782,0.0,1.0
2015-10-13,22.07,22.6,21.87,21.96,21.96,334914,0.0,1.0
2015-10-12,23.31,23.31,21.87,22.4,22.4,444790,0.0,1.0
2015-10-09,24.39,24.48,23.07,23.09,23.09,412383,0.0,1.0
2015-10-08,23.47,24.48,22.95,24.3,24.3,504409,0.0,1.0
2015-10-07,23.36,24.25,22.54,23.66,23.66,958394,0.0,1.0
2015-10-06,22.8,23.9,22.01,22.99,22.99,672727,0.0,1.0
2015-10-05,21.31,23.49,21.16,23.13,23.13,726234,0.0,1.0
2015-10-02,19.24,21.06,18.99,21.03,21.03,581404,0.0,1.0
2015-10-01,19.41,20.07,19.1,19.46,19.46,556766,0.0,1.0
2015-09-30,18.63,19.28,18.62,19.21,19.21,601762,0.0,1.0
2015-09-29,18.91,19.09,18.37,18.59,18.59,374001,0.0,1.0
2015-09-28,19.5,19.5,17.22,18.57,18.57,635637,0.0,1.0
2015-09-25,20.28,20.3,19.66,19.84,19.84,501446,0.0,1.0
2015-09-24,20.26,20.4065,19.55,19.97,19.97,469008,0.0,1.0
2015-09-23,21.27,21.27,19.88,20.32,20.32,411762,0.0,1.0
2015-09-22,20.9,21.19,20.13,21.03,21.03,520085,0.0,1.0
2015-09-21,21.31,21.77,21.0,21.24,21.24,581352,0.0,1.0
2015-09-18,21.57,21.83,20.8975,21.25,21.25,770903,0.0,1.0
2015-09-17,22.93,22.95,21.96,22.13,22.13,566863,0.0,1.0
2015-09-16,22.63,23.03,22.28,22.84,22.84,462994,0.0,1.0
2015-09-15,22.23,23.26,22.23,22.55,22.55,465094,0.0,1.0
2015-09-14,22.88,22.88,21.86,22.13,22.13,354212,0.0,1.0
2015-09-11,22.29,23.1,22.29,23.04,23.04,274413,0.0,1.0
2015-09-10,22.9,23.14,22.19,22.61,22.61,374372,0.0,1.0
2015-09-09,23.36,23.9,22.9,22.93,22.93,303001,0.0,1.0
2015-09-08,23.3,23.68,22.93,23.31,23.31,296718,0.0,1.0
2015-09-04,23.12,23.74,22.78,23.28,23.28,241704,0.0,1.0
2015-09-03,23.19,23.63,21.435,23.5,23.5,310743,0.0,1.0
2015-09-02,24.13,24.13,22.51,23.25,23.25,643240,0.0,1.0
2015-09-01,24.7,25.33,23.45,23.63,23.63,560995,0.0,1.0
2015-08-31,23.94,25.67,23.94,25.56,25.56,491256,0.0,1.0
2015-08-28,23.07,24.92,23.07,24.36,24.36,660303,0.0,1.0
2015-08-27,22.2,23.49,21.86,23.26,23.26,462897,0.0,1.0
2015-08-26,22.01,22.1,21.6,21.96,21.96,291396,0.0,1.0
2015-08-25,22.7,22.964,21.48,21.56,21.56,483338,0.0,1.0
2015-08-24,20.88,23.16,20.11,21.84,21.84,533190,0.0,1.0
2015-08-21,22.1,22.82,22.09,22.4,22.4,504185,0.0,1.0
2015-08-20,23.79,23.79,22.54,22.59,22.59,402076,0.0,1.0
2015-08-19,24.32,24.35,23.6,23.74,23.74,348810,0.0,1.0
2015-08-18,25.07,25.25,24.19,24.54,24.54,303852,0.0,1.0
2015-08-17,24.75,25.2,24.75,25.06,25.06,386362,0.0,1.0
2015-08-14,24.71,25.46,24.66,24.72,24.72,454864,0.0,1.0
2015-08-13,25.42,25.505,24.71,24.81,24.81,372647,0.0,1.0
2015-08-12,25.46,25.9,24.94,25.51,25.51,425126,0.0,1.0
2015-08-11,26.55,26.94,25.52,25.87,25.87,339299,0.0,1.0
2015-08-10,26.59,27.05,26.24,26.94,26.94,637473,0.0,1.0
2015-08-07,26.66,27.46,26.14,26.32,26.32,725612,0.0,1.0
2015-08-06,25.31,26.78,25.0601,26.68,26.68,635149,0.0,1.0
2015-08-05,25.77,26.27,25.23,25.37,25.37,537656,0.0,1.0
2015-08-04,26.14,26.52,25.45,25.66,25.66,569979,0.0,1.0
2015-08-03,27.06,27.49,25.73,25.86,25.86,746801,0.0,1.0
2015-07-31,27.89,28.01,26.8407,27.3,27.3,765899,0.0,1.0
2015-07-30,30.0,30.01,27.1,28.02,28.02,2066383,0.0,1.0
2015-07-29,30.2,31.875,30.2,31.35,31.35,723677,0.0,1.0
2015-07-28,30.16,30.49,29.52,30.26,30.26,462922,0.0,1.0
2015-07-27,29.7,30.28,28.775,29.96,29.96,471483,0.0,1.0
2015-07-24,31.2,31.788,30.06,30.15,30.15,340310,0.0,1.0
2015-07-23,31.35,32.115,30.84,31.25,31.25,355759,0.0,1.0
2015-07-22,31.94,32.46,31.23,31.35,31.35,260298,0.0,1.0
2015-07-21,32.03,32.76,31.75,32.3,32.3,366371,0.0,1.0
2015-07-20,32.98,33.14,31.77,31.96,31.96,508309,0.0,1.0
2015-07-17,33.35,33.68,32.85,33.04,33.04,377784,0.0,1.0
2015-07-16,33.37,34.82,32.94,33.32,33.32,517567,0.0,1.0
2015-07-15,34.24,34.7,33.07,33.21,33.21,453964,0.0,1.0
2015-07-14,34.36,35.25,34.1,34.49,34.49,426734,0.0,1.0
2015-07-13,33.59,34.79,33.04,34.3,34.3,351710,0.0,1.0
2015-07-10,35.45,35.59,33.547,33.57,33.57,517931,0.0,1.0
2015-07-09,35.29,35.81,34.65,34.98,34.98,603584,0.0,1.0
2015-07-08,35.25,35.92,34.27,34.72,34.72,808682,0.0,1.0
2015-07-07,35.1,35.63,33.87,35.61,35.61,780136,0.0,1.0
2015-07-06,36.16,37.08,35.26,35.27,35.27,3446078,0.0,1.0
2015-07-02,35.94,38.0958,35.67,36.79,36.79,1819063,0.0,1.0
2015-07-01,36.0,36.0,33.5647,34.02,34.02,575387,0.0,1.0
2015-06-30,35.59,35.9925,34.97,35.75,35.75,412603,0.0,1.0
2015-06-29,36.41,36.67,34.91,35.01,35.01,732044,0.0,1.0
2015-06-26,36.57,38.02,36.23,37.01,37.01,1727432,0.0,1.0
2015-06-25,35.29,35.83,34.95,35.32,35.32,610367,0.0,1.0
2015-06-24,34.23,35.33,34.04,35.26,35.26,497379,0.0,1.0
2015-06-23,34.44,34.61,33.85,34.27,34.27,359040,0.0,1.0
2015-06-22,34.79,34.87,34.3,34.46,34.46,287026,0.0,1.0
2015-06-19,34.14,34.95,34.14,34.76,34.76,488323,0.0,1.0
2015-06-18,34.81,34.97,34.11,34.24,34.24,344923,0.0,1.0
2015-06-17,34.83,35.5,34.31,34.66,34.66,365868,0.0,1.0
2015-06-16,34.59,35.16,34.39,34.82,34.82,336010,0.0,1.0
2015-06-15,35.42,35.58,34.305,34.82,34.82,503725,0.0,1.0
2015-06-12,34.44,36.05,34.238,35.77,35.77,877983,0.0,1.0
2015-06-11,33.23,34.8148,33.23,34.54,34.54,874084,0.0,1.0
2015-06-10,32.83,33.65,32.83,33.45,33.45,460511,0.0,1.0
2015-06-09,32.45,32.97,32.335,32.4,32.4,219322,0.0,1.0
2015-06-08,32.31,33.1535,32.23,32.32,32.32,268935,0.0,1.0
2015-06-05,32.16,32.58,31.8,32.32,32.32,323717,0.0,1.0
2015-06-04,32.63,33.04,32.02,32.17,32.17,501697,0.0,1.0
2015-06-03,33.35,33.61,32.7,32.9,32.9,496454,0.0,1.0
2015-06-02,32.8,34.14,32.8,33.24,33.24,349568,0.0,1.0
2015-06-01,33.01,33.21,32.11,32.92,32.92,563244,0.0,1.0
2015-05-29,33.18,33.3895,32.42,32.46,32.46,425498,0.0,1.0
2015-05-28,32.76,33.15,31.61,33.13,33.13,509598,0.0,1.0
2015-05-27,33.49,33.97,32.35,32.98,32.98,917469,0.0,1.0
2015-05-26,34.77,35.21,33.27,33.42,33.42,696944,0.0,1.0
2015-05-22,36.17,36.2342,34.73,34.81,34.81,405204,0.0,1.0
2015-05-21,36.69,37.71,36.0,36.39,36.39,370610,0.0,1.0
2015-05-20,36.26,36.84,35.86,36.69,36.69,559456,0.0,1.0
2015-05-19,35.48,36.28,35.0,36.03,36.03,615359,0.0,1.0
2015-05-18,35.21,35.77,34.81,35.6,35.6,473528,0.0,1.0
2015-05-15,35.54,35.72,34.92,35.19,35.19,610675,0.0,1.0
2015-05-14,36.39,36.5,35.47,35.64,35.64,415777,0.0,1.0
2015-05-13,35.82,36.36,35.05,36.0,36.0,690005,0.0,1.0
2015-05-12,36.02,36.205,34.79,35.39,35.39,444238,0.0,1.0
2015-05-11,35.98,36.462,35.47,36.05,36.05,383691,0.0,1.0
2015-05-08,35.47,35.95,34.8,35.8,35.8,387156,0.0,1.0
2015-05-07,35.12,35.59,34.41,35.42,35.42,470562,0.0,1.0
2015-05-06,35.57,36.04,34.94,35.29,35.29,376252,0.0,1.0
2015-05-05,36.34,37.21,35.29,35.57,35.57,765706,0.0,1.0
2015-05-04,36.88,37.44,35.36,36.06,36.06,1268315,0.0,1.0
2015-05-01,40.96,41.7,36.0,36.91,36.91,1236277,0.0,1.0
2015-04-30,41.5,45.62,39.58,40.55,40.55,1435387,0.0,1.0
2015-04-29,42.4,42.95,41.4577,42.08,42.08,497233,0.0,1.0
2015-04-28,41.84,43.38,41.0,42.71,42.71,790949,0.0,1.0
2015-04-27,41.1,42.04,40.32,41.72,41.72,402208,0.0,1.0
2015-04-24,40.96,41.48,39.74,41.02,41.02,296607,0.0,1.0
2015-04-23,40.74,41.265,40.27,40.94,40.94,189388,0.0,1.0
2015-04-22,40.27,40.9419,39.225,40.68,40.68,257139,0.0,1.0
2015-04-21,42.09,42.09,39.71,40.175,40.175,426802,0.0,1.0
2015-04-20,41.46,42.365,40.6,42.205,42.205,301292,0.0,1.0
2015-04-17,41.52,41.94,40.271,41.13,41.13,385967,0.0,1.0
2015-04-16,42.94,43.1383,41.08,42.17,42.17,461839,0.0,1.0
2015-04-15,41.02,44.12,41.0,43.19,43.19,667324,0.0,1.0
2015-04-14,38.97,40.83,38.36,40.6,40.6,358371,0.0,1.0
2015-04-13,39.13,39.63,38.75,38.81,38.81,305127,0.0,1.0
2015-04-10,40.17,40.28,38.93,39.29,39.29,310033,0.0,1.0
2015-04-09,40.52,40.89,39.08,40.06,40.06,377068,0.0,1.0
2015-04-08,39.35,40.67,39.31,40.38,40.38,582003,0.0,1.0
2015-04-07,38.75,39.75,38.45,39.29,39.29,382228,0.0,1.0
2015-04-06,37.79,39.07,37.66,38.99,38.99,427111,0.0,1.0
2015-04-02,36.19,39.18,36.17,37.94,37.94,714016,0.0,1.0
2015-04-01,34.98,36.32,34.68,36.28,36.28,522496,0.0,1.0
2015-03-31,34.8,35.47,34.27,35.075,35.075,248115,0.0,1.0
2015-03-30,34.1,35.38,34.03,35.14,35.14,364078,0.0,1.0
2015-03-27,34.4,34.4,33.5,33.85,33.85,294934,0.0,1.0
2015-03-26,34.75,35.44,33.67,34.5,34.5,332882,0.0,1.0
2015-03-25,34.83,34.89,34.2,34.56,34.56,265029,0.0,1.0
2015-03-24,34.27,34.73,33.37,34.64,34.64,280850,0.0,1.0
2015-03-23,34.23,34.86,34.01,34.19,34.19,331790,0.0,1.0
2015-03-20,34.16,34.91,34.05,34.33,34.33,407889,0.0,1.0
2015-03-19,35.32,35.48,33.785,33.9,33.9,295647,0.0,1.0
2015-03-18,33.16,35.65,32.7126,35.61,35.61,535428,0.0,1.0
2015-03-17,32.76,33.5,32.57,33.41,33.41,263561,0.0,1.0
2015-03-16,33.67,33.67,32.45,33.0,33.0,354387,0.0,1.0
2015-03-13,34.05,34.05,33.08,33.5,33.5,304974,0.0,1.0
2015-03-12,35.09,35.49,33.89,34.23,34.23,332600,0.0,1.0
2015-03-11,33.99,35.09,33.55,35.02,35.02,457520,0.0,1.0
2015-03-10,34.05,34.61,33.36,33.82,33.82,430018,0.0,1.0
2015-03-09,35.59,35.88,34.43,34.49,34.49,261965,0.0,1.0
2015-03-06,36.56,36.74,35.265,35.47,35.47,380636,0.0,1.0
2015-03-05,35.84,36.77,35.31,36.63,36.63,433673,0.0,1.0
2015-03-04,37.09,37.34,35.1775,35.88,35.88,598972,0.0,1.0
2015-03-03,36.74,39.93,36.65,37.23,37.23,1004793,0.0,1.0
2015-03-02,35.06,35.78,34.31,35.62,35.62,481331,0.0,1.0
2015-02-27,34.9,35.77,34.502,34.94,34.94,718427,0.0,1.0
2015-02-26,34.01,35.015,33.7,34.85,34.85,608370,0.0,1.0
2015-02-25,34.09,34.89,33.34,34.01,34.01,768411,0.0,1.0
2015-02-24,31.5,38.28,31.4401,34.79,34.79,3155633,0.0,1.0
2015-02-23,31.05,31.79,30.41,31.37,31.37,565095,0.0,1.0
2015-02-20,32.27,32.73,30.64,31.07,31.07,580383,0.0,1.0
2015-02-19,31.71,32.46,31.139,32.4,32.4,426101,0.0,1.0
2015-02-18,31.65,33.35,31.6,32.17,32.17,348498,0.0,1.0
2015-02-17,31.87,32.16,31.2,31.77,31.77,425242,0.0,1.0
2015-02-13,30.9,32.8399,30.9,32.02,32.02,577715,0.0,1.0
2015-02-12,30.33,31.09,30.33,30.75,30.75,376789,0.0,1.0
2015-02-11,29.26,30.1497,27.9,29.91,29.91,477890,0.0,1.0
2015-02-10,32.74,33.44,29.455,29.62,29.62,618159,0.0,1.0
2015-02-09,30.5,32.92,30.41,32.82,32.82,441130,0.0,1.0
2015-02-06,30.74,31.38,30.215,30.44,30.44,547794,0.0,1.0
2015-02-05,30.17,31.352,30.03,30.79,30.79,952467,0.0,1.0
2015-02-04,31.24,31.84,29.82,30.02,30.02,626503,0.0,1.0
2015-02-03,29.31,32.13,29.31,31.47,31.47,1016650,0.0,1.0
2015-02-02,28.74,29.16,28.51,29.01,29.01,722090,0.0,1.0
2015-01-30,28.8,29.3,28.1,28.5,28.5,294219,0.0,1.0
2015-01-29,28.16,29.19,27.54,29.02,29.02,319296,0.0,1.0
2015-01-28,29.55,30.09,27.89,28.07,28.07,350150,0.0,1.0
2015-01-27,29.42,29.96,29.14,29.57,29.57,279679,0.0,1.0
2015-01-26,29.19,30.01,28.9,29.68,29.68,339185,0.0,1.0
2015-01-23,29.28,29.83,28.63,29.19,29.19,343827,0.0,1.0
2015-01-22,29.72,29.85,28.9,29.325,29.325,314724,0.0,1.0
2015-01-21,28.24,29.6,28.19,29.51,29.51,398926,0.0,1.0
2015-01-20,28.96,29.2737,27.82,28.25,28.25,359707,0.0,1.0
2015-01-16,27.79,29.04,27.5265,28.96,28.96,515675,0.0,1.0
2015-01-15,28.29,28.34,27.36,27.895,27.895,603972,0.0,1.0
2015-01-14,28.08,28.74,27.336,27.98,27.98,846460,0.0,1.0
2015-01-13,29.35,29.79,28.18,28.48,28.48,600526,0.0,1.0
2015-01-12,29.98,29.98,28.24,29.1,29.1,505199,0.0,1.0
2015-01-09,30.92,31.29,30.11,30.11,30.11,369543,0.0,1.0
2015-01-08,31.08,31.61,30.19,30.96,30.96,457071,0.0,1.0
2015-01-07,30.82,31.73,30.35,30.99,30.99,487750,0.0,1.0
2015-01-06,31.88,32.16,29.95,30.53,30.53,638993,0.0,1.0
2015-01-05,33.8,34.07,31.77,31.92,31.92,485747,0.0,1.0
2015-01-02,34.22,34.66,33.19,34.27,34.27,311804,0.0,1.0
2014-12-31,34.8,34.8,33.5401,34.2,34.2,462850,0.0,1.0
2014-12-30,35.06,35.48,34.72,34.8,34.8,273111,0.0,1.0
2014-12-29,34.8,36.0,34.7,35.27,35.27,361186,0.0,1.0
2014-12-26,34.76,35.07,34.26,34.785,34.785,303585,0.0,1.0
2014-12-24,34.34,35.32,32.9,34.61,34.61,301665,0.0,1.0
2014-12-23,34.09,35.61,33.9,34.47,34.47,573840,0.0,1.0
2014-12-22,34.85,35.25,32.93,33.815,33.815,576487,0.0,1.0
2014-12-19,33.05,35.13,32.86,34.92,34.92,710998,0.0,1.0
2014-12-18,34.65,35.32,32.35,33.09,33.09,601403,0.0,1.0
2014-12-17,32.0,34.35,31.85,34.31,34.31,585409,0.0,1.0
2014-12-16,31.41,33.11,30.61,31.92,31.92,987522,0.0,1.0
2014-12-15,32.52,32.85,31.52,31.58,31.58,651474,0.0,1.0
2014-12-12,34.5,34.99,31.83,32.52,32.52,752915,0.0,1.0
2014-12-11,34.77,36.09,34.0,34.97,34.97,691877,0.0,1.0
2014-12-10,35.55,35.77,34.3301,34.65,34.65,570843,0.0,1.0
2014-12-09,35.07,35.84,34.1,35.74,35.74,887414,0.0,1.0
2014-12-08,37.02,37.27,35.0,35.665,35.665,611021,0.0,1.0
2014-12-05,37.3,38.03,37.11,37.22,37.22,314616,0.0,1.0
2014-12-04,38.12,38.19,37.11,37.24,37.24,242162,0.0,1.0
2014-12-03,37.36,39.34,37.01,38.34,38.34,713504,0.0,1.0
2014-12-02,37.87,38.43,37.03,37.22,37.22,738301,0.0,1.0
2014-12-01,39.56,39.56,37.59,38.13,38.13,665097,0.0,1.0
2014-11-28,42.59,42.61,38.85,39.71,39.71,415064,0.0,1.0
2014-11-26,44.25,44.271,42.55,42.89,42.89,339959,0.0,1.0
2014-11-25,45.17,45.94,44.15,44.44,44.44,516713,0.0,1.0
2014-11-24,43.98,45.37,43.9,44.98,44.98,369415,0.0,1.0
2014-11-21,44.0,45.08,43.53,43.82,43.82,309011,0.0,1.0
2014-11-20,41.81,43.35,41.58,43.15,43.15,493443,0.0,1.0
2014-11-19,43.04,43.28,41.37,42.19,42.19,341339,0.0,1.0
2014-11-18,43.43,44.35,43.06,43.11,43.11,422379,0.0,1.0
2014-11-17,42.83,43.71,42.17,43.23,43.23,406713,0.0,1.0
2014-11-14,43.66,43.66,42.47,43.02,43.02,726746,0.0,1.0
2014-11-13,46.16,46.45,43.47,44.0,44.0,487191,0.0,1.0
2014-11-12,45.35,46.5048,45.35,46.25,46.25,310199,0.0,1.0
2014-11-11,45.96,46.41,45.45,45.8,45.8,449844,0.0,1.0
2014-11-10,47.0,48.68,45.46,45.96,45.96,494113,0.0,1.0
2014-11-07,45.66,47.15,45.635,46.95,46.95,584921,0.0,1.0
2014-11-06,44.72,46.3,43.77,45.56,45.56,477180,0.0,1.0
2014-11-05,44.61,45.435,43.924,44.71,44.71,632777,0.0,1.0
2014-11-04,45.29,45.49,43.88,44.16,44.16,499062,0.0,1.0
2014-11-03,46.55,46.65,45.26,45.57,45.57,529045,0.0,1.0
2014-10-31,45.1,46.75,44.3501,46.55,46.55,826164,0.0,1.0
2014-10-30,41.92,45.5,40.55,44.21,44.21,1622308,0.0,1.0
2014-10-29,47.41,47.89,45.95,46.29,46.29,666408,0.0,1.0
2014-10-28,46.42,47.65,46.36,47.17,47.17,741841,0.0,1.0
2014-10-27,47.68,48.0,45.2,46.24,46.24,568401,0.0,1.0
2014-10-24,48.03,48.19,46.83,48.01,48.01,363538,0.0,1.0
2014-10-23,46.31,48.57,46.22,47.91,47.91,698841,0.0,1.0
2014-10-22,48.0,48.37,45.57,45.63,45.63,362504,0.0,1.0
2014-10-21,46.44,48.0,46.36,47.99,47.99,610461,0.0,1.0
2014-10-20,46.31,47.07,45.74,45.97,45.97,484500,0.0,1.0
2014-10-17,48.22,48.36,45.98,46.28,46.28,603753,0.0,1.0
2014-10-16,44.15,47.99,43.5565,47.54,47.54,961851,0.0,1.0
2014-10-15,42.89,45.59,42.0,44.93,44.93,1014542,0.0,1.0
2014-10-14,42.4,45.048,41.69,43.23,43.23,848638,0.0,1.0
2014-10-13,43.03,43.36,41.92,42.06,42.06,658284,0.0,1.0
2014-10-10,44.14,44.56,42.51,43.26,43.26,759015,0.0,1.0
2014-10-09,46.02,46.33,44.12,44.29,44.29,611037,0.0,1.0
2014-10-08,45.77,47.02,44.74,46.27,46.27,1550423,0.0,1.0
2014-10-07,47.53,47.79,45.94,45.95,45.95,831538,0.0,1.0
2014-10-06,47.77,48.82,47.05,47.74,47.74,1194986,0.0,1.0
2014-10-03,47.57,48.9,46.63,47.21,47.21,1090907,0.0,1.0
2014-10-02,52.38,53.26,46.36,47.57,47.57,3281478,0.0,1.0
2014-10-01,59.29,59.29,51.77,52.55,52.55,2553072,0.0,1.0
2014-09-30,62.65,62.84,61.03,61.13,61.13,710863,0.0,1.0
2014-09-29,63.1,63.552,62.0825,62.86,62.86,696434,0.0,1.0
2014-09-26,64.23,64.74,63.46,64.03,64.03,467379,0.0,1.0
2014-09-25,63.68,64.88,62.69,63.97,63.97,782796,0.0,1.0
2014-09-24,63.43,65.11,62.76,64.21,64.21,604188,0.0,1.0
2014-09-23,61.51,63.91,61.19,63.14,63.14,838700,0.0,1.0
2014-09-22,62.14,62.2,61.0,61.87,61.87,416300,0.0,1.0
2014-09-19,64.85,64.85,62.3,62.38,62.38,430500,0.0,1.0
2014-09-18,64.71,65.16,63.85,64.68,64.68,260200,0.0,1.0
2014-09-17,64.42,65.46,64.0101,64.36,64.36,326100,0.0,1.0
2014-09-16,64.41,65.14,63.54,64.22,64.22,420800,0.0,1.0
2014-09-15,64.47,65.48,63.6,64.74,64.74,658900,0.0,1.0
2014-09-12,66.0,66.74,64.71,64.83,64.83,505000,0.0,1.0
2014-09-11,64.12,67.21,64.0201,66.2,66.2,613300,0.0,1.0
2014-09-10,64.52,65.01,63.1,64.5,64.5,552800,0.0,1.0
2014-09-09,64.71,65.77,64.45,64.51,64.51,337500,0.0,1.0
2014-09-08,64.63,65.545,64.3,64.74,64.74,461500,0.0,1.0
2014-09-05,65.12,65.332,64.34,64.8,64.8,535300,0.0,1.0
2014-09-04,65.95,66.75,65.16,65.35,65.35,321800,0.0,1.0
2014-09-03,67.53,68.02,65.73,65.9,65.9,337000,0.0,1.0
2014-09-02,67.18,68.19,66.66,67.44,67.44,394200,0.0,1.0
2014-08-29,66.23,66.98,65.42,66.89,66.89,359300,0.0,1.0
2014-08-28,66.83,67.02,65.7,66.34,66.34,475800,0.0,1.0
2014-08-27,68.21,68.355,66.82,67.19,67.19,383300,0.0,1.0
2014-08-26,67.97,68.64,67.78,67.81,67.81,256400,0.0,1.0
2014-08-25,68.06,68.68,67.2975,68.1,68.1,440100,0.0,1.0
2014-08-22,67.31,68.209,66.9,67.66,67.66,550500,0.0,1.0
2014-08-21,67.9,68.22,67.035,67.4,67.4,544900,0.0,1.0
2014-08-20,67.94,69.284,67.12,67.89,67.89,607600,0.0,1.0
2014-08-19,70.7,71.5,67.83,68.16,68.16,984000,0.0,1.0
2014-08-18,72.23,72.23,70.5,70.7,70.7,540400,0.0,1.0
2014-08-15,72.12,72.16,70.46,71.53,71.53,743900,0.0,1.0
2014-08-14,70.08,71.56,69.6,71.48,71.48,571200,0.0,1.0
2014-08-13,68.94,70.02,68.52,70.02,70.02,501100,0.0,1.0
2014-08-12,69.06,69.821,68.26,68.94,68.94,349700,0.0,1.0
2014-08-11,68.65,69.51,68.415,69.23,69.23,415100,0.0,1.0
2014-08-08,67.24,68.67,66.54,68.25,68.25,496800,0.0,1.0
2014-08-07,68.25,68.74,66.53,67.18,67.18,708800,0.0,1.0
2014-08-06,68.63,69.5,68.065,68.224,68.224,458800,0.0,1.0
2014-08-05,69.15,70.23,68.38,69.18,69.18,650000,0.0,1.0
2014-08-04,70.61,70.94,67.79,69.84,69.84,766600,0.0,1.0
2014-08-01,74.71,75.19,70.155,70.56,70.56,1282300,0.0,1.0
2014-07-31,75.76,78.9754,74.39,76.05,76.05,1080800,0.0,1.0
2014-07-30,79.04,79.51,78.095,78.65,78.65,454000,0.0,1.0
2014-07-29,78.48,79.41,77.87,78.5,78.5,358400,0.0,1.0
2014-07-28,78.95,79.89,77.7,78.49,78.49,380200,0.0,1.0
2014-07-25,79.38,80.37,78.69,79.0,79.0,325500,0.0,1.0
2014-07-24,80.83,81.84,79.59,79.65,79.65,461900,0.0,1.0
2014-07-23,81.85,81.98,79.94,80.84,80.84,295700,0.0,1.0
2014-07-22,80.77,81.83,80.65,81.71,81.71,224500,0.0,1.0
2014-07-21,79.45,80.69,78.87,80.16,80.16,219400,0.0,1.0
2014-07-18,78.86,81.15,78.64,79.96,79.96,299900,0.0,1.0
2014-07-17,79.15,80.06,78.79,79.07,79.07,431000,0.0,1.0
2014-07-16,79.65,80.0,78.282,79.38,79.38,187000,0.0,1.0
2014-07-15,79.49,80.47,78.236,79.33,79.33,315000,0.0,1.0
2014-07-14,80.0,80.78,78.97,79.77,79.77,312400,0.0,1.0
2014-07-11,78.1,79.39,77.75,79.23,79.23,298600,0.0,1.0
2014-07-10,77.18,78.845,76.87,78.25,78.25,308100,0.0,1.0
2014-07-09,79.17,79.6165,78.072,78.8,78.8,291600,0.0,1.0
2014-07-08,79.55,80.0,77.4,79.04,79.04,576400,0.0,1.0
2014-07-07,83.4,83.58,79.29,79.64,79.64,369200,0.0,1.0
2014-07-03,82.32,84.07,82.27,83.66,83.66,197100,0.0,1.0
2014-07-02,83.1,84.25,81.95,82.24,82.24,292300,0.0,1.0
2014-07-01,83.14,84.16,82.69,83.6,83.6,343300,0.0,1.0
2014-06-30,80.97,83.72,80.52,82.73,82.73,382900,0.0,1.0
2014-06-27,79.62,81.59,79.59,81.36,81.36,325700,0.0,1.0
2014-06-26,79.54,80.39,78.39,80.28,80.28,237000,0.0,1.0
2014-06-25,79.42,80.62,79.13,79.63,79.63,292600,0.0,1.0
2014-06-24,81.11,83.08,79.71,80.02,80.02,344200,0.0,1.0
2014-06-23,82.39,82.75,81.05,81.52,81.52,378600,0.0,1.0
2014-06-20,83.69,84.13,81.58,82.11,82.11,459600,0.0,1.0
2014-06-19,84.77,84.94,82.67,83.36,83.36,397400,0.0,1.0
2014-06-18,81.28,84.64,80.14,84.52,84.52,848400,0.0,1.0
2014-06-17,78.17,82.08,78.16,80.99,80.99,716300,0.0,1.0
2014-06-16,78.4,78.665,77.3,78.56,78.56,408900,0.0,1.0
2014-06-13,77.25,78.92,76.26,78.45,78.45,391600,0.0,1.0
2014-06-12,77.16,77.76,76.215,76.7,76.7,345600,0.0,1.0
2014-06-11,77.21,77.9,76.821,77.27,77.27,384300,0.0,1.0
2014-06-10,76.5,78.11,76.4,77.56,77.56,419000,0.0,1.0
2014-06-09,75.24,76.74,75.01,76.36,76.36,486400,0.0,1.0
2014-06-06,73.03,75.81,72.66,75.26,75.26,655200,0.0,1.0
2014-06-05,71.36,72.77,71.01,72.5,72.5,397600,0.0,1.0
2014-06-04,70.8,71.97,70.59,71.24,71.24,209200,0.0,1.0
2014-06-03,71.12,71.8775,70.5,71.26,71.26,438800,0.0,1.0
2014-06-02,72.22,72.705,70.8,71.92,71.92,316900,0.0,1.0
2014-05-30,74.73,74.73,70.35,71.89,71.89,533600,0.0,1.0
2014-05-29,75.92,76.92,74.66,75.13,75.13,478800,0.0,1.0
2014-05-28,74.91,75.52,74.17,75.39,75.39,388600,0.0,1.0
2014-05-27,75.18,75.75,74.7,75.2,75.2,408500,0.0,1.0
2014-05-23,72.16,74.85,72.13,74.72,74.72,332800,0.0,1.0
2014-05-22,72.01,73.755,71.52,72.03,72.03,363800,0.0,1.0
2014-05-21,71.7,72.53,70.665,71.7,71.7,221700,0.0,1.0
2014-05-20,73.39,74.12,70.44,71.24,71.24,271100,0.0,1.0
2014-05-19,72.06,73.83,71.588,73.32,73.32,339700,0.0,1.0
2014-05-16,72.34,73.32,71.29,72.5,72.5,432600,0.0,1.0
2014-05-15,73.2,74.24,71.11,72.46,72.46,345500,0.0,1.0
2014-05-14,72.79,74.56,72.08,73.79,73.79,488900,0.0,1.0
2014-05-13,76.27,76.29,72.76,72.81,72.81,658300,0.0,1.0
2014-05-12,74.53,77.13,74.112,76.02,76.02,631500,0.0,1.0
2014-05-09,72.67,74.55,71.6201,73.92,73.92,417700,0.0,1.0
