,AAOI_Open,AAOI_High,AAOI_Low,AAOI_Close,AAOI_Adj Close,AAOI_Volume,AAOI_Dividend Amount,AAOI_Split Coefficient
2020-06-18,10.09,10.14,9.52,9.9,9.9,792577,0.0,1.0
2020-06-17,9.4,10.28,9.17,10.18,10.18,1299783,0.0,1.0
2020-06-16,9.3,9.46,9.06,9.19,9.19,466421,0.0,1.0
2020-06-15,8.56,9.25,8.56,9.03,9.03,367410,0.0,1.0
2020-06-12,9.02,9.27,8.57,8.81,8.81,481467,0.0,1.0
2020-06-11,9.0,9.32,8.65,8.65,8.65,542700,0.0,1.0
2020-06-10,9.73,9.81,9.38,9.39,9.39,308789,0.0,1.0
2020-06-09,10.07,10.1481,9.52,9.695,9.695,689239,0.0,1.0
2020-06-08,10.06,10.26,9.885,10.24,10.24,647489,0.0,1.0
2020-06-05,10.0,10.145,9.73,9.98,9.98,1014299,0.0,1.0
2020-06-04,9.45,9.975,9.39,9.81,9.81,645776,0.0,1.0
2020-06-03,9.11,9.57,9.11,9.54,9.54,662041,0.0,1.0
2020-06-02,9.19,9.34,9.0,9.05,9.05,813285,0.0,1.0
2020-06-01,8.82,9.25,8.82,9.15,9.15,698616,0.0,1.0
2020-05-29,8.82,8.89,8.62,8.83,8.83,568128,0.0,1.0
2020-05-28,9.0,9.07,8.77,8.9,8.9,791160,0.0,1.0
2020-05-27,9.06,9.11,8.66,9.05,9.05,633116,0.0,1.0
2020-05-26,8.82,9.14,8.755,8.96,8.96,726045,0.0,1.0
2020-05-22,8.68,8.735,8.52,8.61,8.61,452760,0.0,1.0
2020-05-21,8.64,8.83,8.51,8.66,8.66,347958,0.0,1.0
2020-05-20,8.59,8.86,8.5,8.61,8.61,485119,0.0,1.0
2020-05-19,8.37,8.66,8.25,8.44,8.44,675304,0.0,1.0
2020-05-18,8.45,8.64,8.17,8.35,8.35,782871,0.0,1.0
2020-05-15,8.31,8.3999,8.09,8.15,8.15,556113,0.0,1.0
2020-05-14,8.5,8.61,8.27,8.5,8.5,640059,0.0,1.0
2020-05-13,9.21,9.3,8.31,8.7,8.7,1052548,0.0,1.0
2020-05-12,9.77,10.01,9.28,9.28,9.28,667908,0.0,1.0
2020-05-11,10.02,10.09,9.63,9.71,9.71,935579,0.0,1.0
2020-05-08,10.79,11.04,10.11,10.19,10.19,2428787,0.0,1.0
2020-05-07,11.0,12.5629,10.97,12.2,12.2,1642943,0.0,1.0
2020-05-06,10.36,10.9,10.29,10.78,10.78,574584,0.0,1.0
2020-05-05,10.62,10.85,10.2,10.34,10.34,472585,0.0,1.0
2020-05-04,10.01,10.54,9.765,10.42,10.42,499024,0.0,1.0
2020-05-01,10.38,10.66,9.92,10.11,10.11,679062,0.0,1.0
2020-04-30,11.005,11.45,10.47,10.72,10.72,782179,0.0,1.0
2020-04-29,10.0,11.17,9.94,10.98,10.98,868853,0.0,1.0
2020-04-28,9.92,10.1769,9.66,9.76,9.76,393288,0.0,1.0
2020-04-27,9.12,9.89,9.12,9.77,9.77,703494,0.0,1.0
2020-04-24,8.65,9.29,8.37,9.09,9.09,783534,0.0,1.0
2020-04-23,8.49,8.995,8.41,8.76,8.76,495949,0.0,1.0
2020-04-22,8.45,8.5699,8.31,8.42,8.42,566763,0.0,1.0
2020-04-21,8.15,8.5021,8.1,8.28,8.28,754950,0.0,1.0
2020-04-20,8.3,8.652,8.21,8.37,8.37,673295,0.0,1.0
2020-04-17,8.78,8.8547,8.34,8.44,8.44,620840,0.0,1.0
2020-04-16,8.8,9.14,8.4,8.59,8.59,750888,0.0,1.0
2020-04-15,8.0,8.86,7.82,8.72,8.72,726859,0.0,1.0
2020-04-14,8.08,8.5,8.08,8.19,8.19,456491,0.0,1.0
2020-04-13,7.73,8.0,7.56,7.99,7.99,379930,0.0,1.0
2020-04-09,8.13,8.1912,7.585,7.76,7.76,710741,0.0,1.0
2020-04-08,8.05,8.5,7.95,8.01,8.01,537558,0.0,1.0
2020-04-07,8.11,8.35,7.82,7.94,7.94,578522,0.0,1.0
2020-04-06,7.78,7.945,7.5,7.92,7.92,728446,0.0,1.0
2020-04-03,7.69,7.8399,7.06,7.45,7.45,557791,0.0,1.0
2020-04-02,7.34,7.8,7.19,7.69,7.69,653501,0.0,1.0
2020-04-01,7.34,7.488,7.18,7.32,7.32,348856,0.0,1.0
2020-03-31,7.63,7.89,7.31,7.59,7.59,466055,0.0,1.0
2020-03-30,7.5,7.62,7.03,7.6,7.6,707050,0.0,1.0
2020-03-27,6.76,8.04,6.3201,7.48,7.48,1426009,0.0,1.0
2020-03-26,7.52,7.7467,6.94,6.96,6.96,937019,0.0,1.0
2020-03-25,7.78,8.15,7.34,7.45,7.45,495652,0.0,1.0
2020-03-24,7.33,7.7002,7.05,7.7,7.7,842847,0.0,1.0
2020-03-23,7.05,7.5,6.775,6.9,6.9,959551,0.0,1.0
2020-03-20,6.66,7.96,6.54,6.74,6.74,1171748,0.0,1.0
2020-03-19,5.51,6.6,5.448,6.55,6.55,1028712,0.0,1.0
2020-03-18,5.56,5.81,5.0,5.5,5.5,1206479,0.0,1.0
2020-03-17,5.8,6.14,5.51,5.96,5.96,1246528,0.0,1.0
2020-03-16,5.53,6.16,5.36,5.64,5.64,763031,0.0,1.0
2020-03-13,6.2,6.23,5.61,6.11,6.11,990656,0.0,1.0
2020-03-12,6.31,6.5,5.665,5.68,5.68,1065200,0.0,1.0
2020-03-11,7.83,8.04,6.99,7.04,7.04,939136,0.0,1.0
2020-03-10,8.09,8.2162,7.72,8.12,8.12,828849,0.0,1.0
2020-03-09,8.07,8.27,7.5879,7.72,7.72,1214751,0.0,1.0
2020-03-06,8.75,8.94,8.535,8.79,8.79,800669,0.0,1.0
2020-03-05,9.19,9.25,8.86,9.04,9.04,558323,0.0,1.0
2020-03-04,9.61,9.61,9.13,9.38,9.38,540470,0.0,1.0
2020-03-03,9.03,9.47,8.85,9.4,9.4,703642,0.0,1.0
2020-03-02,8.95,9.28,8.65,9.03,9.03,934741,0.0,1.0
2020-02-28,8.95,9.73,8.54,8.93,8.93,1483443,0.0,1.0
2020-02-27,9.9,10.02,9.37,9.56,9.56,1027458,0.0,1.0
2020-02-26,10.27,10.47,10.02,10.18,10.18,713361,0.0,1.0
2020-02-25,10.72,10.825,10.1,10.195,10.195,664459,0.0,1.0
2020-02-24,10.54,10.75,10.42,10.585,10.585,725646,0.0,1.0
2020-02-21,11.7,11.7,10.8737,11.28,11.28,1419709,0.0,1.0
2020-02-20,12.02,12.299,11.5874,11.82,11.82,827500,0.0,1.0
2020-02-19,11.78,12.2,11.45,12.08,12.08,978650,0.0,1.0
2020-02-18,11.77,12.1,11.58,11.75,11.75,653363,0.0,1.0
2020-02-14,12.7,12.73,11.81,11.9,11.9,1006441,0.0,1.0
2020-02-13,12.2,12.89,12.06,12.75,12.75,1002309,0.0,1.0
2020-02-12,11.6,12.48,11.5,12.46,12.46,995485,0.0,1.0
2020-02-11,11.4,11.66,11.11,11.51,11.51,649233,0.0,1.0
2020-02-10,11.21,11.5198,11.01,11.3,11.3,566629,0.0,1.0
2020-02-07,11.6,11.6,11.24,11.27,11.27,594864,0.0,1.0
2020-02-06,12.11,12.14,11.58,11.58,11.58,668235,0.0,1.0
2020-02-05,12.41,12.5008,11.81,12.13,12.13,663795,0.0,1.0
2020-02-04,11.86,12.41,11.64,12.4,12.4,953947,0.0,1.0
2020-02-03,11.43,11.96,11.155,11.62,11.62,785553,0.0,1.0
2020-01-31,11.55,11.69,11.21,11.3,11.3,731549,0.0,1.0
2020-01-30,11.74,11.88,11.2,11.65,11.65,984339,0.0,1.0
2020-01-29,12.89,12.985,11.9,11.93,11.93,1141963,0.0,1.0
2020-01-28,13.35,13.38,12.91,12.94,12.94,602639,0.0,1.0
2020-01-27,13.47,13.56,13.07,13.26,13.26,585743,0.0,1.0
2020-01-24,14.33,14.8,13.8,13.96,13.96,649615,0.0,1.0
2020-01-23,14.22,14.5739,13.9112,14.23,14.23,518434,0.0,1.0
2020-01-22,13.75,14.42,13.4699,14.25,14.25,792226,0.0,1.0
2020-01-21,14.06,14.1,13.5,13.7,13.7,1146032,0.0,1.0
2020-01-17,14.58,14.89,13.61,14.12,14.12,988376,0.0,1.0
2020-01-16,15.91,15.98,14.03,14.345,14.345,2333638,0.0,1.0
2020-01-15,13.92,15.68,13.9,15.6,15.6,2103983,0.0,1.0
2020-01-14,13.81,13.88,13.4,13.86,13.86,779912,0.0,1.0
2020-01-13,13.0,13.58,12.86,13.54,13.54,692309,0.0,1.0
2020-01-10,13.1,13.25,12.59,12.93,12.93,855756,0.0,1.0
2020-01-09,12.89,13.8798,12.86,13.06,13.06,1647081,0.0,1.0
2020-01-08,12.41,12.82,12.37,12.7,12.7,520560,0.0,1.0
2020-01-07,12.2,12.465,12.055,12.43,12.43,333226,0.0,1.0
2020-01-06,12.0,12.2,11.86,12.15,12.15,361748,0.0,1.0
2020-01-03,12.25,12.3251,12.01,12.12,12.12,498364,0.0,1.0
2020-01-02,12.13,12.53,11.8,12.5,12.5,885021,0.0,1.0
2019-12-31,11.56,12.06,11.5,11.88,11.88,560086,0.0,1.0
2019-12-30,11.5,11.83,11.2135,11.61,11.61,484651,0.0,1.0
2019-12-27,11.67,12.0,11.4248,11.52,11.52,931619,0.0,1.0
2019-12-26,11.11,11.75,11.04,11.61,11.61,579780,0.0,1.0
2019-12-24,11.12,11.18,10.9,11.12,11.12,165116,0.0,1.0
2019-12-23,11.17,11.23,10.91,11.15,11.15,467675,0.0,1.0
2019-12-20,11.3,11.31,11.085,11.12,11.12,609747,0.0,1.0
2019-12-19,11.15,11.4,11.03,11.3,11.3,289886,0.0,1.0
2019-12-18,11.27,11.34,10.94,11.18,11.18,471471,0.0,1.0
2019-12-17,11.2,11.45,11.1,11.24,11.24,543934,0.0,1.0
2019-12-16,11.0,11.28,10.99,11.07,11.07,470960,0.0,1.0
2019-12-13,11.3,11.4343,10.8701,10.935,10.935,551141,0.0,1.0
2019-12-12,10.92,11.42,10.8312,11.28,11.28,583789,0.0,1.0
2019-12-11,10.28,10.97,10.28,10.96,10.96,1017258,0.0,1.0
2019-12-10,10.3,10.39,10.16,10.28,10.28,214029,0.0,1.0
2019-12-09,10.36,10.45,10.19,10.32,10.32,396548,0.0,1.0
2019-12-06,10.58,10.78,10.355,10.37,10.37,353892,0.0,1.0
2019-12-05,10.48,10.605,10.37,10.46,10.46,286759,0.0,1.0
2019-12-04,10.42,10.73,10.3204,10.39,10.39,544479,0.0,1.0
2019-12-03,10.47,10.55,10.16,10.35,10.35,568549,0.0,1.0
2019-12-02,10.81,10.81,10.29,10.71,10.71,543477,0.0,1.0
2019-11-29,10.68,10.82,10.51,10.7,10.7,191163,0.0,1.0
2019-11-27,10.65,10.82,10.45,10.68,10.68,339345,0.0,1.0
2019-11-26,10.21,10.85,10.21,10.55,10.55,1009245,0.0,1.0
2019-11-25,10.24,10.42,10.02,10.29,10.29,326969,0.0,1.0
2019-11-22,10.22,10.29,10.02,10.24,10.24,289666,0.0,1.0
2019-11-21,10.27,10.31,9.85,10.2,10.2,510601,0.0,1.0
2019-11-20,10.14,10.52,10.05,10.28,10.28,430513,0.0,1.0
2019-11-19,10.55,10.55,10.02,10.25,10.25,624514,0.0,1.0
2019-11-18,10.82,10.895,10.46,10.54,10.54,546692,0.0,1.0
2019-11-15,10.99,11.11,10.8,10.865,10.865,496504,0.0,1.0
2019-11-14,11.27,11.4,10.85,10.9,10.9,939381,0.0,1.0
2019-11-13,11.53,11.655,11.26,11.34,11.34,753610,0.0,1.0
2019-11-12,12.2,12.58,11.26,11.66,11.66,1408707,0.0,1.0
2019-11-11,10.76,12.58,10.67,12.15,12.15,1924198,0.0,1.0
2019-11-08,10.62,11.2,10.52,10.88,10.88,986810,0.0,1.0
2019-11-07,10.45,11.35,9.72,10.69,10.69,2547674,0.0,1.0
2019-11-06,11.45,12.13,11.37,11.71,11.71,2211615,0.0,1.0
2019-11-05,11.52,11.74,11.2701,11.33,11.33,1958108,0.0,1.0
2019-11-04,9.72,10.76,9.7112,10.6,10.6,1133083,0.0,1.0
2019-11-01,9.07,9.83,9.035,9.57,9.57,789500,0.0,1.0
2019-10-31,9.35,9.44,9.16,9.36,9.36,525086,0.0,1.0
2019-10-30,9.81,9.9125,9.305,9.36,9.36,647767,0.0,1.0
2019-10-29,10.13,10.13,9.74,9.84,9.84,481019,0.0,1.0
2019-10-28,9.98,10.4,9.962,10.16,10.16,363887,0.0,1.0
2019-10-25,9.81,10.1,9.77,9.91,9.91,465758,0.0,1.0
2019-10-24,10.15,10.15,9.84,9.84,9.84,453519,0.0,1.0
2019-10-23,10.29,10.32,9.86,10.14,10.14,530405,0.0,1.0
2019-10-22,10.1,10.49,9.65,10.3,10.3,960657,0.0,1.0
2019-10-21,10.98,11.25,10.73,10.84,10.84,418387,0.0,1.0
2019-10-18,10.62,10.88,10.51,10.85,10.85,330583,0.0,1.0
2019-10-17,11.0,11.2,10.63,10.65,10.65,349515,0.0,1.0
2019-10-16,10.84,11.33,10.78,10.84,10.84,484443,0.0,1.0
2019-10-15,10.56,11.215,10.56,10.96,10.96,531843,0.0,1.0
2019-10-14,10.37,10.75,10.14,10.56,10.56,419358,0.0,1.0
2019-10-11,10.33,10.526,10.285,10.395,10.395,234935,0.0,1.0
2019-10-10,10.43,10.43,9.97,10.16,10.16,325684,0.0,1.0
2019-10-09,10.24,10.52,10.21,10.39,10.39,198592,0.0,1.0
2019-10-08,10.36,10.36,10.01,10.075,10.075,300705,0.0,1.0
2019-10-07,10.45,10.7296,10.38,10.47,10.47,196292,0.0,1.0
2019-10-04,10.14,10.53,10.14,10.485,10.485,223368,0.0,1.0
2019-10-03,10.25,10.445,9.79,10.22,10.22,379209,0.0,1.0
2019-10-02,10.06,10.32,9.8,10.25,10.25,448722,0.0,1.0
2019-10-01,11.28,11.385,10.1652,10.23,10.23,505351,0.0,1.0
2019-09-30,11.13,11.26,10.84,11.22,11.22,514184,0.0,1.0
2019-09-27,11.19,11.2959,10.77,11.125,11.125,419087,0.0,1.0
2019-09-26,11.72,11.85,11.11,11.195,11.195,446653,0.0,1.0
2019-09-25,11.06,11.75,10.93,11.695,11.695,867497,0.0,1.0
2019-09-24,11.34,11.4,10.9,11.125,11.125,353542,0.0,1.0
2019-09-23,11.07,11.3,10.67,11.22,11.22,323830,0.0,1.0
2019-09-20,10.95,11.47,10.94,11.15,11.15,620149,0.0,1.0
2019-09-19,11.01,11.1225,10.88,10.95,10.95,202606,0.0,1.0
2019-09-18,11.19,11.38,10.81,11.03,11.03,358286,0.0,1.0
2019-09-17,11.29,11.35,10.93,11.3,11.3,345723,0.0,1.0
2019-09-16,11.15,11.67,11.15,11.4,11.4,387587,0.0,1.0
2019-09-13,11.09,11.3026,11.05,11.17,11.17,281668,0.0,1.0
2019-09-12,11.5,11.6,10.97,11.06,11.06,552638,0.0,1.0
2019-09-11,11.5,11.68,11.02,11.54,11.54,887207,0.0,1.0
2019-09-10,10.51,11.6,10.51,11.44,11.44,935825,0.0,1.0
2019-09-09,10.38,10.85,10.29,10.58,10.58,771817,0.0,1.0
2019-09-06,9.8,10.3,9.75,10.3,10.3,697392,0.0,1.0
2019-09-05,9.26,9.82,9.26,9.79,9.79,687337,0.0,1.0
2019-09-04,8.86,9.39,8.855,9.1,9.1,550710,0.0,1.0
2019-09-03,8.77,8.99,8.64,8.74,8.74,520464,0.0,1.0
2019-08-30,8.98,9.04,8.76,8.9,8.9,238232,0.0,1.0
2019-08-29,8.71,9.11,8.71,8.92,8.92,394210,0.0,1.0
2019-08-28,8.49,8.735,8.34,8.67,8.67,497315,0.0,1.0
2019-08-27,9.16,9.18,8.4222,8.5,8.5,901631,0.0,1.0
2019-08-26,9.25,9.42,9.05,9.12,9.12,489863,0.0,1.0
2019-08-23,9.31,9.3118,8.79,9.12,9.12,664174,0.0,1.0
2019-08-22,9.65,9.8,9.35,9.39,9.39,256088,0.0,1.0
2019-08-21,9.73,9.7751,9.543,9.66,9.66,231650,0.0,1.0
2019-08-20,9.52,9.72,9.34,9.67,9.67,227978,0.0,1.0
2019-08-19,9.45,9.6,9.25,9.53,9.53,360350,0.0,1.0
2019-08-16,8.99,9.42,8.974,9.24,9.24,480354,0.0,1.0
2019-08-15,9.21,9.28,8.7872,8.88,8.88,658430,0.0,1.0
2019-08-14,9.62,9.72,9.29,9.31,9.31,468706,0.0,1.0
2019-08-13,9.74,10.19,9.7,9.85,9.85,347664,0.0,1.0
2019-08-12,10.55,10.55,9.66,9.75,9.75,678601,0.0,1.0
2019-08-09,10.78,10.86,10.27,10.57,10.57,536803,0.0,1.0
2019-08-08,11.0,11.0,10.05,10.9,10.9,1273548,0.0,1.0
2019-08-07,10.0,10.9,9.9536,10.21,10.21,1642087,0.0,1.0
2019-08-06,9.83,10.14,9.59,10.12,10.12,723249,0.0,1.0
2019-08-05,9.58,9.855,9.47,9.8,9.8,565708,0.0,1.0
2019-08-02,9.94,10.02,9.45,9.96,9.96,623847,0.0,1.0
2019-08-01,10.02,10.29,9.73,9.93,9.93,743222,0.0,1.0
2019-07-31,9.54,10.31,9.54,10.01,10.01,870709,0.0,1.0
2019-07-30,9.21,9.53,8.98,9.48,9.48,611774,0.0,1.0
2019-07-29,9.28,9.38,8.98,9.28,9.28,643904,0.0,1.0
2019-07-26,9.18,9.4,9.14,9.31,9.31,385626,0.0,1.0
2019-07-25,9.51,9.52,9.16,9.18,9.18,445496,0.0,1.0
2019-07-24,9.33,9.73,9.32,9.5,9.5,577028,0.0,1.0
2019-07-23,9.19,9.33,9.01,9.31,9.31,618096,0.0,1.0
2019-07-22,9.63,9.65,9.01,9.09,9.09,795444,0.0,1.0
2019-07-19,9.68,9.74,9.48,9.62,9.62,496958,0.0,1.0
2019-07-18,9.68,9.83,9.54,9.6,9.6,499501,0.0,1.0
2019-07-17,9.83,10.01,9.66,9.68,9.68,425235,0.0,1.0
2019-07-16,9.96,10.3019,9.8,9.82,9.82,455825,0.0,1.0
2019-07-15,10.01,10.14,9.58,9.97,9.97,541719,0.0,1.0
2019-07-12,9.92,10.055,9.815,9.97,9.97,424213,0.0,1.0
2019-07-11,10.45,10.45,9.87,9.9,9.9,610727,0.0,1.0
2019-07-10,10.84,11.095,10.18,10.31,10.31,1013355,0.0,1.0
2019-07-09,10.11,11.18,9.89,10.85,10.85,2767650,0.0,1.0
2019-07-08,9.72,9.78,9.39,9.59,9.59,368171,0.0,1.0
2019-07-05,9.88,9.93,9.62,9.85,9.85,265794,0.0,1.0
2019-07-03,10.06,10.06,9.855,9.88,9.88,175576,0.0,1.0
2019-07-02,10.1,10.16,9.92,10.03,10.03,225370,0.0,1.0
2019-07-01,10.7,10.89,10.01,10.18,10.18,883132,0.0,1.0
2019-06-28,10.64,10.89,10.23,10.28,10.28,1464986,0.0,1.0
2019-06-27,11.25,11.4,10.36,10.56,10.56,2291100,0.0,1.0
2019-06-26,9.23,9.61,9.1741,9.49,9.49,709715,0.0,1.0
2019-06-25,9.11,9.25,8.93,9.1,9.1,424848,0.0,1.0
2019-06-24,9.26,9.42,8.99,9.11,9.11,631200,0.0,1.0
2019-06-21,8.86,9.33,8.86,9.29,9.29,1019507,0.0,1.0
2019-06-20,8.93,9.09,8.77,8.88,8.88,299510,0.0,1.0
2019-06-19,8.98,9.03,8.74,8.79,8.79,446125,0.0,1.0
2019-06-18,8.97,9.25,8.893,8.92,8.92,494413,0.0,1.0
2019-06-17,8.87,9.06,8.78,8.87,8.87,272344,0.0,1.0
2019-06-14,8.87,8.915,8.56,8.89,8.89,393476,0.0,1.0
2019-06-13,9.11,9.18,8.91,8.94,8.94,392108,0.0,1.0
2019-06-12,9.1,9.2,8.918,9.05,9.05,278472,0.0,1.0
2019-06-11,9.72,9.81,9.1,9.12,9.12,427357,0.0,1.0
2019-06-10,9.68,9.89,9.4401,9.6,9.6,533029,0.0,1.0
2019-06-07,9.33,9.55,9.23,9.5,9.5,299007,0.0,1.0
2019-06-06,9.21,9.3801,8.99,9.3,9.3,485439,0.0,1.0
2019-06-05,9.26,9.33,8.9363,9.23,9.23,740994,0.0,1.0
2019-06-04,8.92,9.2,8.92,9.19,9.19,321371,0.0,1.0
2019-06-03,8.65,8.94,8.5606,8.81,8.81,400155,0.0,1.0
2019-05-31,8.87,8.99,8.64,8.66,8.66,390574,0.0,1.0
2019-05-30,8.96,9.33,8.89,8.98,8.98,365242,0.0,1.0
2019-05-29,8.74,9.09,8.63,8.95,8.95,612121,0.0,1.0
2019-05-28,9.05,9.0933,8.72,8.84,8.84,442528,0.0,1.0
2019-05-24,8.92,9.16,8.891,9.03,9.03,297033,0.0,1.0
2019-05-23,8.94,9.03,8.72,8.86,8.86,805473,0.0,1.0
2019-05-22,9.42,9.46,9.0,9.08,9.08,545325,0.0,1.0
2019-05-21,9.46,9.71,9.41,9.52,9.52,584264,0.0,1.0
2019-05-20,9.03,9.43,8.96,9.27,9.27,680875,0.0,1.0
2019-05-17,9.57,9.6239,9.16,9.17,9.17,997801,0.0,1.0
2019-05-16,9.98,10.1,9.7,9.71,9.71,614007,0.0,1.0
2019-05-15,10.25,10.43,9.99,10.01,10.01,601777,0.0,1.0
2019-05-14,10.25,10.531,10.19,10.38,10.38,600230,0.0,1.0
2019-05-13,10.37,10.45,9.9174,10.16,10.16,830895,0.0,1.0
2019-05-10,10.81,11.06,10.305,10.71,10.71,965198,0.0,1.0
2019-05-09,11.12,11.6,10.425,10.93,10.93,2239596,0.0,1.0
2019-05-08,12.07,12.34,11.9,12.06,12.06,1155857,0.0,1.0
2019-05-07,12.5,12.6299,12.01,12.08,12.08,799438,0.0,1.0
2019-05-06,12.25,12.75,12.19,12.69,12.69,493273,0.0,1.0
2019-05-03,12.1,12.63,12.0501,12.6,12.6,574398,0.0,1.0
2019-05-02,12.29,12.55,11.87,12.09,12.09,719905,0.0,1.0
2019-05-01,12.59,12.78,12.25,12.27,12.27,617602,0.0,1.0
2019-04-30,12.42,12.54,12.22,12.52,12.52,337222,0.0,1.0
2019-04-29,12.61,12.7,12.43,12.44,12.44,264683,0.0,1.0
2019-04-26,12.41,12.65,12.305,12.58,12.58,405826,0.0,1.0
2019-04-25,12.75,12.75,12.33,12.41,12.41,370835,0.0,1.0
2019-04-24,12.4,12.81,12.24,12.78,12.78,493512,0.0,1.0
2019-04-23,12.41,12.58,12.3,12.4,12.4,460863,0.0,1.0
2019-04-22,12.46,12.54,12.06,12.37,12.37,630388,0.0,1.0
2019-04-18,12.52,12.83,12.52,12.59,12.59,349691,0.0,1.0
2019-04-17,12.83,12.95,12.35,12.57,12.57,609524,0.0,1.0
2019-04-16,12.36,12.88,12.36,12.64,12.64,613414,0.0,1.0
2019-04-15,12.75,12.76,12.0999,12.36,12.36,1121387,0.0,1.0
2019-04-12,12.5,13.24,12.47,13.09,13.09,947110,0.0,1.0
2019-04-11,12.33,12.41,12.18,12.37,12.37,293689,0.0,1.0
2019-04-10,12.1,12.42,11.98,12.3,12.3,404267,0.0,1.0
2019-04-09,12.39,12.48,11.9,12.06,12.06,849788,0.0,1.0
2019-04-08,12.7,12.8997,12.2631,12.5,12.5,639136,0.0,1.0
2019-04-05,12.77,13.0,12.69,12.72,12.72,404353,0.0,1.0
2019-04-04,12.42,12.93,12.42,12.75,12.75,716193,0.0,1.0
2019-04-03,12.31,12.91,12.3062,12.46,12.46,886543,0.0,1.0
2019-04-02,12.65,12.74,12.13,12.13,12.13,644611,0.0,1.0
2019-04-01,12.31,12.7459,12.266,12.6,12.6,566036,0.0,1.0
2019-03-29,12.31,12.39,12.12,12.2,12.2,660167,0.0,1.0
2019-03-28,12.21,12.46,12.08,12.19,12.19,376970,0.0,1.0
2019-03-27,12.39,12.49,11.77,12.2,12.2,752852,0.0,1.0
2019-03-26,12.43,12.58,12.0101,12.35,12.35,739191,0.0,1.0
2019-03-25,12.65,12.76,12.13,12.32,12.32,816419,0.0,1.0
2019-03-22,13.72,13.74,12.66,12.71,12.71,1105797,0.0,1.0
2019-03-21,13.42,13.82,13.4,13.75,13.75,515029,0.0,1.0
2019-03-20,13.82,13.94,13.2896,13.44,13.44,456806,0.0,1.0
2019-03-19,14.17,14.17,13.77,13.82,13.82,461332,0.0,1.0
2019-03-18,13.99,14.2499,13.92,14.07,14.07,573432,0.0,1.0
2019-03-15,13.94,14.38,13.87,14.0,14.0,1412067,0.0,1.0
2019-03-14,14.13,14.5,13.75,13.84,13.84,707087,0.0,1.0
2019-03-13,13.76,14.77,13.7,14.08,14.08,2287774,0.0,1.0
2019-03-12,13.29,13.75,13.11,13.49,13.49,720998,0.0,1.0
2019-03-11,13.01,13.32,12.9196,13.3,13.3,628689,0.0,1.0
2019-03-08,12.95,13.09,12.85,12.88,12.88,709119,0.0,1.0
2019-03-07,13.26,13.44,13.01,13.01,13.01,633295,0.0,1.0
2019-03-06,13.58,13.71,13.11,13.3,13.3,973122,0.0,1.0
2019-03-05,13.95,13.97,13.4599,13.64,13.64,839435,0.0,1.0
2019-03-04,13.39,14.12,13.11,13.97,13.97,1758220,0.0,1.0
2019-03-01,13.63,13.7892,13.23,13.24,13.24,3147934,0.0,1.0
2019-02-28,14.89,14.95,13.49,13.5,13.5,5093986,0.0,1.0
2019-02-27,16.37,16.81,15.93,16.35,16.35,953410,0.0,1.0
2019-02-26,16.82,17.05,16.0788,16.53,16.53,1008367,0.0,1.0
2019-02-25,15.66,16.85,15.5,16.805,16.805,2073390,0.0,1.0
2019-02-22,13.0,15.49,12.9001,15.42,15.42,3756746,0.0,1.0
2019-02-21,14.78,15.1,14.24,14.6,14.6,2179688,0.0,1.0
2019-02-20,14.95,15.65,14.61,14.61,14.61,1263637,0.0,1.0
2019-02-19,15.04,15.08,14.1,14.93,14.93,1598368,0.0,1.0
2019-02-15,14.81,15.0499,14.63,15.03,15.03,614853,0.0,1.0
2019-02-14,14.83,14.98,14.37,14.72,14.72,820747,0.0,1.0
2019-02-13,14.58,15.22,14.58,14.94,14.94,788196,0.0,1.0
2019-02-12,15.45,15.45,14.42,14.66,14.66,2233142,0.0,1.0
2019-02-11,15.96,16.0,15.34,15.77,15.77,549190,0.0,1.0
2019-02-08,15.66,16.095,15.59,15.88,15.88,563055,0.0,1.0
2019-02-07,17.25,17.31,15.65,15.825,15.825,1334456,0.0,1.0
2019-02-06,17.31,17.71,17.22,17.39,17.39,366496,0.0,1.0
2019-02-05,17.78,18.0,17.12,17.29,17.29,538965,0.0,1.0
2019-02-04,17.28,18.04,17.16,17.79,17.79,742736,0.0,1.0
2019-02-01,17.37,17.66,17.2,17.29,17.29,395147,0.0,1.0
2019-01-31,17.39,17.86,17.15,17.38,17.38,524124,0.0,1.0
2019-01-30,17.04,17.47,16.16,17.32,17.32,670648,0.0,1.0
2019-01-29,16.93,17.19,16.79,16.85,16.85,411767,0.0,1.0
2019-01-28,17.09,17.49,16.71,16.89,16.89,587343,0.0,1.0
2019-01-25,16.76,17.7388,16.71,17.45,17.45,805182,0.0,1.0
2019-01-24,16.34,16.81,16.11,16.72,16.72,520883,0.0,1.0
2019-01-23,16.41,16.625,16.01,16.21,16.21,384438,0.0,1.0
2019-01-22,16.12,16.66,16.05,16.27,16.27,680358,0.0,1.0
2019-01-18,16.22,17.05,15.9301,16.59,16.59,839354,0.0,1.0
2019-01-17,15.89,16.2401,15.45,16.04,16.04,568574,0.0,1.0
2019-01-16,16.18,16.29,15.84,15.95,15.95,377186,0.0,1.0
2019-01-15,16.0,16.36,15.68,16.16,16.16,324479,0.0,1.0
2019-01-14,16.22,16.3,15.5946,15.95,15.95,426509,0.0,1.0
2019-01-11,16.21,16.48,15.9122,16.39,16.39,516807,0.0,1.0
2019-01-10,16.01,16.49,16.01,16.27,16.27,385593,0.0,1.0
