,ABBV_Open,ABBV_High,ABBV_Low,ABBV_Close,ABBV_Adj Close,ABBV_Volume,ABBV_Dividend Amount,ABBV_Split Coefficient
2022-01-27,135.5,138.3,135.36,135.97,123.543004972423,8871192,0.0,1.0
2022-01-26,133.29,135.48,132.83,134.23,121.962032488405,8040271,0.0,1.0
2022-01-25,131.49,134.32,130.79,133.09,120.92622292991,10296517,0.0,1.0
2022-01-24,132.82,133.25,128.26,132.16,120.081220395348,13735586,0.0,1.0
2022-01-21,133.06,134.25,131.67,131.98,119.917671517691,7583037,0.0,1.0
2022-01-20,134.5,134.8,132.75,133.03,120.871706637357,6612799,0.0,1.0
2022-01-19,136.41,137.5,134.84,135.21,122.85246526676,6183052,0.0,1.0
2022-01-18,135.51,137.98,135.28,136.78,124.27897492188,12285120,0.0,1.0
2022-01-14,133.35,136.05,132.2906,135.87,123.452144484836,10484542,0.0,1.0
2022-01-13,135.0,135.12,132.9,133.52,121.316923026535,8386373,1.41,1.0
2022-01-12,136.52,137.3882,136.03,137.29,123.438822814148,6589301,0.0,1.0
2022-01-11,135.85,137.09,134.8,136.97,123.151107588709,6962151,0.0,1.0
2022-01-10,135.08,136.895,134.57,136.39,122.629623742601,9794424,0.0,1.0
2022-01-07,135.25,135.835,134.13,134.88,121.27196752256,8630341,0.0,1.0
2022-01-06,136.4,136.66,135.16,135.23,121.586656050384,4667036,0.0,1.0
2022-01-05,135.0,138.15,135.0,135.87,122.162086501262,7724946,0.0,1.0
2022-01-04,135.33,136.22,134.3805,135.16,121.523718344819,6298281,0.0,1.0
2022-01-03,135.41,135.7,133.51,135.42,121.757486965489,6842342,0.0,1.0
2021-12-31,136.04,136.2093,135.3,135.4,121.739504763899,3961376,0.0,1.0
2021-12-30,135.75,136.83,135.63,135.93,122.216033106032,6354294,0.0,1.0
2021-12-29,134.61,135.87,134.08,135.36,121.703540360719,5594263,0.0,1.0
2021-12-28,134.55,135.26,133.74,134.39,120.831403583607,4237747,0.0,1.0
2021-12-27,133.19,134.48,133.16,134.41,120.849385785197,4437416,0.0,1.0
2021-12-23,132.33,133.77,132.17,133.09,119.66256048026,5702267,0.0,1.0
2021-12-22,129.91,132.58,129.78,132.05,118.727485997584,7070941,0.0,1.0
2021-12-21,131.23,131.35,129.145,129.95,116.83935483064,6085915,0.0,1.0
2021-12-20,128.51,131.39,128.23,130.86,117.657545002982,7119219,0.0,1.0
2021-12-17,130.84,131.02,129.37,129.53,116.461728597251,12631089,0.0,1.0
2021-12-16,130.1,133.28,129.9079,131.78,118.484726276119,9568975,0.0,1.0
2021-12-15,128.25,130.78,127.6,130.23,117.091105652899,9585631,0.0,1.0
2021-12-14,125.7,127.85,125.38,127.29,114.447722019178,6381439,0.0,1.0
2021-12-13,125.2,127.74,125.2,126.51,113.74641615717,7834198,0.0,1.0
2021-12-10,123.715,126.01,123.715,125.47,112.811341674493,7059504,0.0,1.0
2021-12-09,122.21,124.4591,122.1,124.15,111.624516369557,8082307,0.0,1.0
2021-12-08,121.96,122.44,120.75,121.87,109.574545388304,5278113,0.0,1.0
2021-12-07,121.98,122.14,121.0,121.51,109.250865759685,6123509,0.0,1.0
2021-12-06,119.63,122.45,119.21,121.35,109.107008146965,8939945,0.0,1.0
2021-12-03,117.74,119.0,117.0,118.85,106.859232948223,6428107,0.0,1.0
2021-12-02,116.245,117.6,115.6,116.87,105.078994990819,4919820,0.0,1.0
2021-12-01,115.78,118.98,115.61,115.91,104.215849314501,6293338,0.0,1.0
2021-11-30,116.68,116.79,115.1,115.28,103.649409964418,8172099,0.0,1.0
2021-11-29,116.83,117.92,116.58,116.89,105.096977192408,4372526,0.0,1.0
2021-11-26,117.61,118.11,115.83,116.51,104.7553153622,5016660,0.0,1.0
2021-11-24,118.68,119.24,118.08,118.66,106.688402033118,5792843,0.0,1.0
2021-11-23,116.56,119.33,116.15,118.88,106.886206250608,8948673,0.0,1.0
2021-11-22,115.95,117.34,115.01,115.65,103.982080693832,3976104,0.0,1.0
2021-11-19,117.63,117.8,115.86,116.24,104.512555640735,5885750,0.0,1.0
2021-11-18,117.41,118.37,116.64,117.07,105.258817006718,3161016,0.0,1.0
2021-11-17,116.6,117.62,116.25,117.35,105.510567828977,4361522,0.0,1.0
2021-11-16,116.61,117.47,116.34,116.42,104.674395455045,3476401,0.0,1.0
2021-11-15,116.95,117.8,116.22,116.84,105.052021688434,3940964,0.0,1.0
2021-11-12,117.4,117.4,116.43,116.97,105.168905998768,2547998,0.0,1.0
2021-11-11,116.94,117.49,116.29,116.63,104.863208571739,3121049,0.0,1.0
2021-11-10,115.4,117.1,115.39,116.75,104.971101781279,4981119,0.0,1.0
2021-11-09,116.24,116.59,115.41,115.61,103.946116290652,3116505,0.0,1.0
2021-11-08,117.2,117.45,115.78,116.06,104.350715826426,7015002,0.0,1.0
2021-11-05,116.73,117.3199,115.5,117.18,105.357719115463,4635806,0.0,1.0
2021-11-04,117.57,117.72,116.33,117.06,105.249825905923,4912212,0.0,1.0
2021-11-03,116.53,117.61,116.24,117.57,105.708372046466,6186916,0.0,1.0
2021-11-02,115.25,117.69,115.16,116.53,104.77329756379,10344882,0.0,1.0
2021-11-01,115.25,115.72,113.57,114.81,103.226828227055,6996715,0.0,1.0
2021-10-29,112.09,114.92,111.4201,114.67,103.100952815925,16544959,0.0,1.0
2021-10-28,108.39,109.898,108.2,109.67,98.6054024184399,5193298,0.0,1.0
2021-10-27,109.58,109.72,108.17,108.4,97.4635326174787,4875368,0.0,1.0
2021-10-26,108.81,109.575,108.2,109.49,98.4435626041304,5047395,0.0,1.0
2021-10-25,109.08,109.14,107.75,108.5,97.5534436254284,5697405,0.0,1.0
2021-10-22,108.67,109.22,108.31,109.14,98.1288740763065,4614352,0.0,1.0
2021-10-21,108.41,108.945,107.15,108.76,97.7872122460976,4811807,0.0,1.0
2021-10-20,107.5,109.11,107.5,108.41,97.4725237182736,5627072,0.0,1.0
2021-10-19,107.75,108.0675,106.86,107.45,96.6093780419565,4614876,0.0,1.0
2021-10-18,108.99,108.99,107.09,107.43,96.5913958403665,7949357,0.0,1.0
2021-10-15,109.15,109.9616,109.08,109.33,98.2997049914109,4634513,0.0,1.0
2021-10-14,107.96,108.99,107.8,108.91,97.9220787580221,7290453,1.3,1.0
2021-10-13,108.59,109.035,108.0,108.53,96.4293912313596,5474818,0.0,1.0
2021-10-12,110.12,110.26,108.16,108.57,96.4649314105659,6305802,0.0,1.0
2021-10-11,111.14,111.4,110.28,110.34,98.0375843404425,4613800,0.0,1.0
2021-10-08,111.05,111.75,110.64,111.18,98.7839281037737,5019756,0.0,1.0
2021-10-07,109.78,111.79,109.56,110.87,98.5084917149253,7842638,0.0,1.0
2021-10-06,109.3,109.67,108.15,109.32,97.1313097706831,5710312,0.0,1.0
2021-10-05,109.39,110.58,109.1,109.51,97.3001256219128,7146929,0.0,1.0
2021-10-04,108.84,110.2,107.69,108.73,96.6070921273909,9779169,0.0,1.0
2021-10-01,108.25,109.69,106.87,109.09,96.9269537402471,8611459,0.0,1.0
2021-09-30,109.2,110.42,107.78,107.87,95.8429782744565,7888038,0.0,1.0
2021-09-29,107.85,109.58,107.475,108.84,96.7048276202081,6270080,0.0,1.0
2021-09-28,107.62,108.62,107.04,107.34,95.3720708999737,6445607,0.0,1.0
2021-09-27,107.13,108.64,107.02,107.72,95.709702602433,4969647,0.0,1.0
2021-09-24,106.87,108.05,106.44,107.07,95.1321746903315,5836091,0.0,1.0
2021-09-23,106.99,108.27,106.65,107.36,95.3898409895768,5847755,0.0,1.0
2021-09-22,107.01,107.58,105.93,106.41,94.5457617334283,6319140,0.0,1.0
2021-09-21,106.25,107.41,106.2,107.15,95.203255048744,6400369,0.0,1.0
2021-09-20,106.1,107.49,105.56,106.4,94.5368766886268,7103375,0.0,1.0
2021-09-17,107.5,108.25,107.1032,107.73,95.7185876472346,14165421,0.0,1.0
2021-09-16,108.24,108.75,106.53,108.08,96.0295642152893,5821818,0.0,1.0
2021-09-15,106.59,108.8,106.03,107.77,95.7541278264409,7444253,0.0,1.0
2021-09-14,107.99,108.07,106.25,106.48,94.6079570470393,6102705,0.0,1.0
2021-09-13,107.39,108.77,106.806,107.48,95.4964615271955,7398901,0.0,1.0
2021-09-10,107.48,108.32,106.36,106.68,94.7856579430705,7620148,0.0,1.0
2021-09-09,109.44,109.74,107.2,107.27,95.3098755863627,10337081,0.0,1.0
2021-09-08,108.06,110.9,107.72,110.36,98.0553544300456,10823166,0.0,1.0
2021-09-07,110.45,111.57,108.32,109.03,96.8736434714378,12695939,0.0,1.0
2021-09-03,111.18,112.07,111.02,111.62,99.1748700750425,5366517,0.0,1.0
2021-09-02,113.55,113.74,110.82,112.02,99.530271867105,14726266,0.0,1.0
2021-09-01,121.0,121.53,106.1,112.27,99.7523979871441,50943168,0.0,1.0
2021-08-31,120.83,121.17,120.025,120.78,107.313571113274,6021815,0.0,1.0
2021-08-30,119.84,120.9,119.54,120.57,107.126985172441,3260927,0.0,1.0
2021-08-27,120.34,120.64,119.42,119.58,106.247365737086,4279857,0.0,1.0
2021-08-26,120.86,121.25,120.15,120.4,106.975939410815,5035404,0.0,1.0
2021-08-25,119.86,121.4,118.87,120.4,106.975939410815,5241062,0.0,1.0
2021-08-24,119.72,119.72,118.4201,119.68,106.336216185102,3831466,0.0,1.0
2021-08-23,119.8,120.45,119.22,119.36,106.051894751452,4748427,0.0,1.0
2021-08-20,118.1,119.47,117.65,118.82,105.572102332168,4112540,0.0,1.0
2021-08-19,116.21,118.96,116.21,117.93,104.781333344829,6145211,0.0,1.0
2021-08-18,119.17,119.9167,117.18,117.29,104.212690477529,5586858,0.0,1.0
2021-08-17,118.08,119.74,118.0,119.66,106.318446095499,6551727,0.0,1.0
2021-08-16,117.0,118.62,116.71,118.41,105.207815495304,8182154,0.0,1.0
2021-08-13,115.82,116.76,115.7,116.48,103.493001848602,4408928,0.0,1.0
2021-08-12,113.96,115.73,113.91,115.64,102.746658085271,4864650,0.0,1.0
2021-08-11,115.16,115.34,113.545,113.72,101.040729483371,6840435,0.0,1.0
2021-08-10,114.2,115.03,112.92,114.82,102.018084411543,5120793,0.0,1.0
2021-08-09,114.58,115.19,113.74,114.06,101.342821006624,5277890,0.0,1.0
2021-08-06,115.26,115.55,114.43,114.45,101.689337753885,5340425,0.0,1.0
2021-08-05,115.13,115.56,114.45,115.12,102.284635755589,5132446,0.0,1.0
2021-08-04,115.78,116.52,114.91,115.08,102.249095576383,4601960,0.0,1.0
2021-08-03,115.67,116.31,114.8894,116.25,103.288645818166,5902736,0.0,1.0
2021-08-02,116.89,117.24,115.41,115.45,102.577842234041,9245504,0.0,1.0
2021-07-30,119.0,119.15,116.12,116.3,103.333071042174,9017218,0.0,1.0
2021-07-29,119.03,119.13,118.145,118.87,105.616527556175,4623767,0.0,1.0
2021-07-28,117.63,118.93,117.3,118.55,105.332206122525,5650734,0.0,1.0
2021-07-27,117.79,118.3,116.76,117.96,104.807988479233,3773332,0.0,1.0
2021-07-26,118.13,118.47,117.2692,117.79,104.656942717607,3730133,0.0,1.0
2021-07-23,117.98,118.67,117.57,118.19,105.012344509669,4411471,0.0,1.0
2021-07-22,116.64,117.9126,116.3901,117.54,104.434816597568,6257034,0.0,1.0
2021-07-21,116.64,117.07,115.79,116.99,103.946139133482,4133804,0.0,1.0
2021-07-20,115.55,117.734,115.46,116.05,103.110944922135,5581438,0.0,1.0
2021-07-19,116.67,117.0,113.74,115.42,102.551187099636,6762257,0.0,1.0
2021-07-16,117.91,118.33,116.92,117.5,104.399276418361,6826115,0.0,1.0
2021-07-15,116.81,117.49,115.75,117.18,104.114954984711,4544621,0.0,1.0
2021-07-14,116.87,117.55,116.39,117.36,104.274885791139,6543417,1.3,1.0
2021-07-13,117.59,118.09,116.69,117.91,103.615808053542,6540271,0.0,1.0
2021-07-12,116.8,118.35,116.62,117.63,103.369752364838,8148410,0.0,1.0
2021-07-09,116.3,117.325,116.11,116.58,102.447043532202,4823388,0.0,1.0
2021-07-08,115.76,116.8099,115.6801,116.35,102.244926359338,3948773,0.0,1.0
2021-07-07,115.91,116.97,115.31,116.75,102.596434486057,6695072,0.0,1.0
2021-07-06,115.17,115.9,114.77,115.73,101.700088762924,7172101,0.0,1.0
2021-07-02,114.52,115.49,113.89,115.17,101.207977385518,5719688,0.0,1.0
2021-07-01,112.95,114.55,112.89,114.26,100.408296397232,5307231,0.0,1.0
2021-06-30,112.21,112.92,111.63,112.64,98.9846884840211,5042837,0.0,1.0
2021-06-29,112.65,112.75,111.61,112.3,98.6859065763101,5795062,0.0,1.0
2021-06-28,113.26,114.11,112.84,113.0,99.3010457980681,5141769,0.0,1.0
2021-06-25,112.9,113.59,112.14,112.98,99.2834703917322,11709352,0.0,1.0
2021-06-24,114.42,116.19,114.26,114.74,100.830106149295,7712631,0.0,1.0
2021-06-23,114.55,115.025,113.95,114.0,100.179816114865,3837260,0.0,1.0
2021-06-22,114.49,115.2837,113.88,114.7,100.794955336623,4360184,0.0,1.0
2021-06-21,113.69,115.25,112.77,114.73,100.821318446127,4666098,0.0,1.0
2021-06-18,113.64,114.2,113.05,113.12,99.4064982360837,7415414,0.0,1.0
2021-06-17,114.98,115.89,114.03,114.9,100.970709399983,4172600,0.0,1.0
2021-06-16,116.22,116.525,115.17,115.53,101.524334699565,6661049,0.0,1.0
2021-06-15,115.36,115.94,114.52,115.83,101.787965794604,3590566,0.0,1.0
2021-06-14,115.07,115.48,114.1853,115.4,101.410094558381,4427568,0.0,1.0
2021-06-11,116.24,116.36,114.87,115.42,101.427669964717,4471372,0.0,1.0
2021-06-10,114.36,116.99,114.15,116.24,102.148261624491,6263789,0.0,1.0
2021-06-09,112.88,114.42,112.7384,114.0,100.179816114865,4884039,0.0,1.0
2021-06-08,112.68,113.09,111.82,112.34,98.721057388982,4114199,0.0,1.0
2021-06-07,112.71,114.106,112.33,113.01,99.3098335012361,5570097,0.0,1.0
2021-06-04,112.4,113.11,112.16,112.36,98.738632795318,4255407,0.0,1.0
2021-06-03,111.12,112.41,110.65,112.21,98.6068172477984,6286320,0.0,1.0
2021-06-02,112.41,112.66,110.85,111.4,97.8950132911928,8100988,0.0,1.0
2021-06-01,113.7,113.99,112.04,112.21,98.6068172477984,6846216,0.0,1.0
2021-05-28,113.33,114.48,112.86,113.2,99.4767998614275,7104319,0.0,1.0
2021-05-27,115.12,115.2,112.02,112.32,98.7034819826461,26406029,0.0,1.0
2021-05-26,114.53,114.74,113.7624,114.7,100.794955336623,5802748,0.0,1.0
2021-05-25,115.97,116.0,114.1922,114.56,100.671927492272,6574215,0.0,1.0
2021-05-24,116.59,116.81,115.59,115.91,101.858267419948,4813816,0.0,1.0
2021-05-21,117.52,118.28,116.06,116.12,102.042809186475,5577829,0.0,1.0
2021-05-20,115.34,117.34,115.12,117.11,102.912791800104,5526137,0.0,1.0
2021-05-19,116.46,116.5,114.38,115.85,101.80554120094,6433640,0.0,1.0
2021-05-18,116.11,117.9,115.32,117.21,103.000668831784,8174939,0.0,1.0
2021-05-17,116.77,117.705,116.56,116.89,102.719462330409,6183222,0.0,1.0
2021-05-14,117.36,117.59,116.38,116.43,102.315227984682,6268522,0.0,1.0
2021-05-13,115.55,117.2,115.01,116.6,102.464618938537,6558241,0.0,1.0
2021-05-12,114.85,116.0,114.44,114.96,101.02343561899,6208253,0.0,1.0
2021-05-11,115.48,116.57,114.38,114.89,100.961921696815,5784574,0.0,1.0
2021-05-10,116.38,117.2,115.965,116.22,102.130686218155,7093305,0.0,1.0
2021-05-07,116.38,116.93,114.9601,115.75,101.71766416926,6808151,0.0,1.0
2021-05-06,115.0,116.18,114.16,116.08,102.007658373803,5803752,0.0,1.0
2021-05-05,114.31,116.28,113.95,115.78,101.744027278764,7021400,0.0,1.0
2021-05-04,114.62,115.94,113.05,113.9,100.091939083185,8151372,0.0,1.0
2021-05-03,112.4,115.1,111.59,114.68,100.777379930287,9138220,0.0,1.0
2021-04-30,111.47,112.31,110.11,111.5,97.9828903228725,10575425,0.0,1.0
2021-04-29,112.38,112.61,110.33,110.89,97.4468404296263,6766679,0.0,1.0
2021-04-28,111.68,112.57,111.32,111.93,98.3607615590952,5115980,0.0,1.0
2021-04-27,111.25,111.85,110.58,111.44,97.9301641038647,3522943,0.0,1.0
2021-04-26,111.56,112.04,110.85,111.39,97.8862255880248,5202284,0.0,1.0
2021-04-23,109.71,111.7699,109.55,111.38,97.8774378848568,4611077,0.0,1.0
2021-04-22,110.65,111.09,109.61,110.05,96.7086733635168,5045956,0.0,1.0
2021-04-21,109.79,111.44,109.35,110.8,97.3677511011145,6181058,0.0,1.0
2021-04-20,108.12,109.56,108.05,109.03,95.8123276403837,5411835,0.0,1.0
2021-04-19,107.97,108.73,107.12,108.61,95.443244107329,4542929,0.0,1.0
2021-04-16,107.49,108.5499,107.14,107.91,94.828104885571,8207672,0.0,1.0
2021-04-15,105.99,106.95,105.62,106.89,93.931759162438,5730463,0.0,1.0
2021-04-14,106.22,106.67,105.58,105.9,93.061776548809,7766721,1.3,1.0
2021-04-13,108.03,108.355,107.03,108.22,93.9472524077622,6165094,0.0,1.0
2021-04-12,107.82,108.57,107.36,108.25,93.9732958153784,5647491,0.0,1.0
2021-04-09,106.39,107.72,106.05,107.54,93.35693516846,5977497,0.0,1.0
2021-04-08,105.4,106.92,105.35,106.1,92.106851602879,5881841,0.0,1.0
2021-04-07,105.53,106.13,104.17,105.21,91.3342305102629,8037315,0.0,1.0
2021-04-06,105.85,106.28,104.88,105.38,91.4818098200885,8522498,0.0,1.0
2021-04-05,109.08,109.08,105.4,106.14,92.1415761463674,10584396,0.0,1.0
2021-04-01,108.92,108.9822,107.32,108.52,94.2076864839249,5091745,0.0,1.0
2021-03-31,106.88,109.18,106.8,108.22,93.9472524077622,9047971,0.0,1.0
2021-03-30,106.86,107.03,105.8701,106.79,92.7058499780532,5354134,0.0,1.0
2021-03-29,105.76,107.0,105.49,106.73,92.6537631628207,5472684,0.0,1.0
2021-03-26,103.87,106.12,103.84,105.98,92.0026779724139,6596922,0.0,1.0
2021-03-25,102.9,104.15,102.05,103.88,90.1796394392749,6281528,0.0,1.0
2021-03-24,104.82,105.33,103.05,103.06,89.4677862977635,9420087,0.0,1.0
2021-03-23,105.37,105.94,104.51,104.84,91.0130284829956,6111636,0.0,1.0
2021-03-22,103.5,106.4,102.88,105.9,91.9332288854372,7627195,0.0,1.0
2021-03-19,103.93,104.43,102.92,103.42,89.7803071891588,10899055,0.0,1.0
2021-03-18,104.0,104.99,103.42,103.77,90.0841469446819,8679096,0.0,1.0
2021-03-17,103.76,105.09,102.8,105.04,91.1866512004374,19445592,0.0,1.0
2021-03-16,109.95,111.08,109.9,110.84,96.2217100062498,5570225,0.0,1.0
2021-03-15,108.67,110.36,108.36,110.26,95.7182041256686,6644483,0.0,1.0
2021-03-12,107.8,108.58,107.3717,108.22,93.9472524077622,5341219,0.0,1.0
2021-03-11,108.13,108.63,107.34,107.87,93.643412652239,4671403,0.0,1.0
2021-03-10,107.39,108.36,107.05,108.0,93.7562674185762,5762619,0.0,1.0
2021-03-09,106.48,108.69,106.44,106.79,92.7058499780532,6857541,0.0,1.0
2021-03-08,106.85,108.155,105.804,106.11,92.1155327387511,6049384,0.0,1.0
2021-03-05,106.01,106.99,104.07,106.7,92.6277197552044,7277808,0.0,1.0
2021-03-04,106.5,107.75,104.95,105.65,91.7162004886349,7503733,0.0,1.0
2021-03-03,106.86,107.14,105.46,106.71,92.6364008910765,7218708,0.0,1.0
2021-03-02,108.85,109.38,107.81,107.85,93.6260503804948,5487024,0.0,1.0
2021-03-01,108.53,109.21,108.0738,108.41,94.1121939893319,4710324,0.0,1.0
2021-02-26,107.68,108.58,105.36,107.74,93.5305578859018,9155281,0.0,1.0
2021-02-25,108.48,109.3,107.0658,107.33,93.1746313151461,6012680,0.0,1.0
2021-02-24,106.0,109.44,105.6016,108.69,94.3552657937504,7626186,0.0,1.0
2021-02-23,106.97,107.6,105.96,106.27,92.2544309127045,7058613,0.0,1.0
2021-02-22,104.66,107.68,104.23,107.06,92.9402406465997,10048281,0.0,1.0
2021-02-19,106.23,106.7,104.91,105.01,91.1606077928211,6702445,0.0,1.0
2021-02-18,105.32,106.61,105.21,106.06,92.0721270593906,5386643,0.0,1.0
2021-02-17,104.7,106.75,104.15,106.29,92.2717931844487,6913756,0.0,1.0
2021-02-16,105.33,106.19,104.02,104.2,90.4574357871818,5637257,0.0,1.0
2021-02-12,103.76,104.57,103.15,104.44,90.665783048112,3738364,0.0,1.0
2021-02-11,104.57,104.68,103.32,103.75,90.0667846729378,5090055,0.0,1.0
2021-02-10,105.98,106.13,103.72,104.05,90.3272187491005,7410430,0.0,1.0
2021-02-09,106.0,106.5,105.11,105.4,91.4991720918327,5482064,0.0,1.0
2021-02-08,108.885,108.98,105.81,106.84,92.7492556574137,9201107,0.0,1.0
2021-02-05,109.63,110.27,108.44,108.73,94.3899903372388,7250979,0.0,1.0
2021-02-04,106.87,108.875,105.25,108.53,94.216367619797,9077784,0.0,1.0
2021-02-03,106.2,107.57,104.01,106.95,92.8447481520067,12101873,0.0,1.0
2021-02-02,102.88,104.31,102.5,103.47,89.8237128685192,10419960,0.0,1.0
2021-02-01,103.0,103.8927,101.86,102.3,88.8080199714846,7518153,0.0,1.0
2021-01-29,104.0,104.49,101.8117,102.48,88.9642804171823,9380386,0.0,1.0
2021-01-28,104.0,105.1381,103.11,104.21,90.4661169230539,8534301,0.0,1.0
2021-01-27,106.28,106.7,102.59,102.79,89.2333956292171,11887853,0.0,1.0
2021-01-26,111.3,111.3,108.56,108.8,94.4507582883434,5554641,0.0,1.0
2021-01-25,109.73,111.23,109.21,110.5,95.9265513865988,6928189,0.0,1.0
2021-01-22,110.65,111.6,109.48,110.86,96.239072277994,5185463,0.0,1.0
2021-01-21,112.63,112.75,110.76,111.26,96.5863177128776,5416967,0.0,1.0
2021-01-20,112.91,113.1,111.47,112.62,97.7669521914819,6554574,0.0,1.0
2021-01-19,111.25,112.31,110.26,112.18,97.38498221311,7723822,0.0,1.0
2021-01-15,111.2,111.56,109.48,110.52,95.9439136583429,9196450,0.0,1.0
2021-01-14,110.7,112.69,109.5,111.63,96.907519740145,8268761,1.3,1.0
2021-01-13,109.8,113.41,109.7,112.45,96.4956220205375,9821321,0.0,1.0
2021-01-12,109.22,110.78,109.12,109.78,94.2044409552211,6019330,0.0,1.0
2021-01-11,107.065,109.56,107.065,109.02,93.5522695658426,6334195,0.0,1.0
2021-01-08,106.84,107.53,105.762,107.27,92.0505591297738,5345883,0.0,1.0
2021-01-07,106.11,107.0642,105.5663,106.71,91.5700117902317,8196046,0.0,1.0
2021-01-06,104.75,107.19,104.18,105.58,90.6003359086559,11017467,0.0,1.0
2021-01-05,105.41,107.02,104.63,106.5,91.3898065379035,6823826,0.0,1.0
2021-01-04,107.18,107.35,103.86,105.41,90.4544554662949,9523377,0.0,1.0
2020-12-31,105.26,107.28,104.85,107.15,91.9475846998719,6148110,0.0,1.0
2020-12-30,105.11,106.227,105.1,105.27,90.3343186314094,5328415,0.0,1.0
2020-12-29,103.95,105.37,103.95,104.7,89.8451900893755,5096383,0.0,1.0
2020-12-28,103.65,103.875,102.72,103.45,88.7725397778978,3730009,0.0,1.0
2020-12-24,103.11,103.39,102.6,103.26,88.6094969305532,1378649,0.0,1.0
2020-12-23,103.06,103.925,102.91,103.28,88.6266593355368,3659423,0.0,1.0
2020-12-22,103.41,103.5,102.01,102.8,88.2147616159294,4003900,0.0,1.0
2020-12-21,102.76,103.92,101.5478,103.71,88.9956510426852,6664598,0.0,1.0
2020-12-18,105.03,105.06,103.1999,104.45,89.63066002708,13906755,0.0,1.0
2020-12-17,104.86,105.5,104.11,104.89,90.0082329367201,6360647,0.0,1.0
2020-12-16,102.5,105.41,101.9034,104.64,89.7937028744246,9182062,0.0,1.0
2020-12-15,105.44,105.45,102.32,102.82,88.231924020913,12101015,0.0,1.0
2020-12-14,107.43,108.07,104.09,104.2,89.4161299647844,8272746,0.0,1.0
2020-12-11,107.01,107.415,105.58,106.34,91.2525072980343,5205199,0.0,1.0
2020-12-10,109.06,109.07,106.67,107.49,92.2393455845938,6285704,0.0,1.0
2020-12-09,107.9,109.15,107.63,108.67,93.2519274786288,7350722,0.0,1.0
2020-12-08,105.7,108.35,105.6,107.69,92.4109696344303,6688195,0.0,1.0
2020-12-07,107.04,107.21,104.96,105.84,90.8234471734432,6532493,0.0,1.0
2020-12-04,105.02,107.31,105.02,107.28,92.0591403322656,7235820,0.0,1.0
2020-12-03,105.0,105.7,104.3,104.74,89.8795148993428,4693555,0.0,1.0
2020-12-02,104.0,105.38,103.32,104.99,90.0940449616384,5492166,0.0,1.0
2020-12-01,105.05,106.38,104.04,104.04,89.2788307249153,7480584,0.0,1.0
2020-11-30,105.12,105.415,103.6484,104.58,89.7422156594737,20726455,0.0,1.0
2020-11-27,104.98,105.8,104.3,104.89,90.0082329367201,4418751,0.0,1.0
2020-11-25,103.82,104.46,103.39,104.2,89.4161299647844,6368079,0.0,1.0
2020-11-24,102.88,104.82,102.58,103.96,89.2101811049807,9303598,0.0,1.0
2020-11-23,101.94,102.76,101.065,102.18,87.6827270614364,7546710,0.0,1.0
2020-11-20,99.95,101.83,98.62,100.84,86.5328459275323,9684787,0.0,1.0
2020-11-19,98.76,100.15,98.59,99.67,85.5288452359891,7550296,0.0,1.0
2020-11-18,100.0,100.29,98.68,98.72,84.713630999266,8880632,0.0,1.0
2020-11-17,99.37,100.26,98.74,99.21,85.1341099213653,11593474,0.0,1.0
2020-11-16,99.96,100.54,98.33,98.36,84.4047077095604,8611255,0.0,1.0
2020-11-13,97.41,99.55,97.4,99.04,84.9882294790043,6890643,0.0,1.0
2020-11-12,97.5,97.745,96.28,97.6,83.752536320182,7649145,0.0,1.0
2020-11-11,99.15,99.87,97.765,98.15,84.2245024572322,9476508,0.0,1.0
2020-11-10,96.01,99.13,95.625,98.87,84.8423490366434,12267223,0.0,1.0
2020-11-09,95.74,96.95,94.67,95.12,81.6243981022101,11028940,0.0,1.0
2020-11-06,92.975,93.65,91.7101,92.85,79.6764651365665,7006928,0.0,1.0
2020-11-05,95.36,95.52,93.0,93.69,80.3972861458796,8012967,0.0,1.0
2020-11-04,93.135,97.49,92.6703,94.5,81.0923635477172,25848966,0.0,1.0
2020-11-03,89.14,89.385,87.43,87.96,75.4802571180656,8518756,0.0,1.0
2020-11-02,86.03,88.5401,86.0,88.25,75.7291119903285,10781355,0.0,1.0
2020-10-30,83.195,86.14,83.0,85.1,73.0260332054046,18095146,0.0,1.0
2020-10-29,80.5,81.3697,79.1101,80.67,69.2245605015274,8876696,0.0,1.0
2020-10-28,81.35,82.21,80.235,80.49,69.0700988566747,11480182,0.0,1.0
2020-10-27,84.0,84.26,82.68,82.71,70.9751258098591,6705599,0.0,1.0
2020-10-26,84.09,84.32,82.81,83.92,72.0134513113696,7986251,0.0,1.0
2020-10-23,84.64,85.15,83.94,84.34,72.3738618160261,4238703,0.0,1.0
2020-10-22,83.02,84.89,82.92,84.31,72.3481182085506,8081607,0.0,1.0
2020-10-21,83.58,84.14,82.56,82.89,71.1295874547119,9776877,0.0,1.0
2020-10-20,84.19,84.83,83.42,84.25,72.2966309935997,6933177,0.0,1.0
2020-10-19,86.59,86.79,84.13,84.31,72.3481182085506,10287992,0.0,1.0
2020-10-16,85.89,87.15,85.757,86.27,74.0300338969477,5362675,0.0,1.0
2020-10-15,85.41,85.74,84.96,85.23,73.1375888377982,6193769,0.0,1.0
2020-10-14,86.83,87.1122,85.9,86.07,73.8584098471113,5864506,1.18,1.0
2020-10-13,88.01,88.8,87.47,87.83,74.3493883882153,7851718,0.0,1.0
