,ZBH_Open,ZBH_High,ZBH_Low,ZBH_Close,ZBH_Adj Close,ZBH_Volume,ZBH_Dividend Amount,ZBH_Split Coefficient
2008-02-26,77.389999,77.57,76.830002,77.220001,67.384795693734,1327100,0.0,1.0
2008-02-25,76.199997,78.199997,76.019997,77.910004,67.9869157478773,1567900,0.0,1.0
2008-02-22,76.529999,76.529999,74.760002,75.970001,66.294003236775,1394400,0.0,1.0
2008-02-21,76.900002,77.489998,76.089996,76.370003,66.6430585682699,1011100,0.0,1.0
2008-02-20,76.190002,76.940002,75.540001,76.940002,67.1404590560092,1531900,0.0,1.0
2008-02-19,76.010002,77.239998,75.410004,76.510002,66.7652264508153,1135400,0.0,1.0
2008-02-15,76.239998,76.379997,74.93,75.839996,66.1805564580815,1781600,0.0,1.0
2008-02-14,78.5,78.5,76.370003,76.379997,66.6517796721217,1684100,0.0,1.0
2008-02-13,78.82,79.139999,78.089996,78.510002,68.5104943819497,1176800,0.0,1.0
2008-02-12,78.220001,79.129997,77.919998,78.379997,68.3970476032562,1301500,0.0,1.0
2008-02-11,77.919998,77.959999,76.900002,77.82,67.9083752004404,1545300,0.0,1.0
2008-02-08,78.449997,78.669998,77.540001,77.860001,67.9432814316971,1540000,0.0,1.0
2008-02-07,76.580002,78.529999,76.339996,78.529999,68.5279444433592,2508900,0.0,1.0
2008-02-06,77.290001,78.239998,76.760002,76.900002,67.1055536973865,2465500,0.0,1.0
2008-02-05,76.309998,77.489998,76.099998,76.919998,67.123002886162,2311200,0.0,1.0
2008-02-04,77.760002,79.0,76.660004,77.510002,67.6378604163825,1615000,0.0,1.0
2008-02-01,78.129997,79.389999,77.870003,79.18,69.0951573936118,2464100,0.0,1.0
2008-01-31,76.339996,78.760002,75.900002,78.139999,68.187617196788,4470400,0.0,1.0
2008-01-30,76.540001,79.239998,75.889999,77.400002,67.5418706801701,4737100,0.0,1.0
2008-01-29,74.629997,77.419998,74.449997,77.029999,67.2189934950083,9224500,0.0,1.0
2008-01-28,66.639999,68.449997,65.410004,68.080002,59.4089221210837,3021900,0.0,1.0
2008-01-25,67.440002,67.910004,66.150002,66.360001,57.9079908276741,2298500,0.0,1.0
2008-01-24,65.879997,67.830002,65.879997,67.07,58.5275600705929,2965100,0.0,1.0
2008-01-23,66.5,66.760002,63.799999,65.93,57.5327573498463,4010900,0.0,1.0
2008-01-22,65.050003,67.510002,64.5,67.110001,58.5624663018495,3142500,0.0,1.0
2008-01-18,68.029999,68.75,67.0,67.339996,58.7631677507602,2732900,0.0,1.0
2008-01-17,67.540001,68.660004,67.529999,67.699997,59.0773168509983,2460100,0.0,1.0
2008-01-16,67.25,68.419998,67.25,67.620003,59.0075113695567,2309600,0.0,1.0
2008-01-15,68.550003,68.589996,67.589996,67.68,59.0598667895889,2134700,0.0,1.0
2008-01-14,70.639999,70.639999,68.510002,68.790001,60.0284913640025,2026300,0.0,1.0
2008-01-11,68.019997,70.349998,68.019997,69.949997,61.0407432735246,2648800,0.0,1.0
2008-01-10,66.980003,69.5,66.980003,68.510002,59.7841547262776,2798300,0.0,1.0
2008-01-09,67.489998,67.709999,65.889999,67.610001,58.9987832846331,3070400,0.0,1.0
2008-01-08,69.410004,69.900002,67.209999,67.25,58.684634184395,4586100,0.0,1.0
2008-01-07,66.790001,69.110001,66.790001,68.660004,59.9150515663806,2709500,0.0,1.0
2008-01-04,65.93,67.129997,65.919998,66.5,58.0301587102196,2246700,0.0,1.0
2008-01-03,66.379997,67.080002,66.25,66.360001,57.9079908276741,1524700,0.0,1.0
2008-01-02,66.239998,66.720001,65.870003,66.290001,57.8469064500844,1433600,0.0,1.0
2007-12-31,66.099998,66.510002,65.919998,66.150002,57.724738567539,1298700,0.0,1.0
2007-12-28,66.209999,66.75,65.809998,66.449997,57.9865243940393,1177100,0.0,1.0
2007-12-27,66.449997,67.18,66.410004,66.410004,57.9516251438544,1419900,0.0,1.0
2007-12-26,66.949997,67.709999,66.739998,67.129997,58.579915490625,1075900,0.0,1.0
2007-12-24,67.599998,67.790001,67.25,67.419998,58.8329802132735,473300,0.0,1.0
2007-12-21,67.699997,68.129997,67.25,67.760002,59.1296792521022,1923700,0.0,1.0
2007-12-20,67.120003,67.57,66.879997,67.050003,58.5101100091834,1457400,0.0,1.0
2007-12-19,67.209999,67.209999,66.230003,66.769997,58.2657672630208,1669100,0.0,1.0
2007-12-18,68.279999,68.279999,66.580002,66.889999,58.3704850841568,1565100,0.0,1.0
2007-12-17,67.050003,68.419998,67.050003,67.660004,59.0424176008134,1854300,0.0,1.0
2007-12-14,67.629997,68.330002,67.279999,67.480003,58.8853426143773,1459900,0.0,1.0
2007-12-13,67.75,68.199997,66.830002,68.089996,59.4176432249356,2173700,0.0,1.0
2007-12-12,69.110001,69.110001,67.470001,67.980003,59.3216595971609,2759600,0.0,1.0
2007-12-11,69.709999,69.900002,67.510002,67.730003,59.1035011057691,3053500,0.0,1.0
2007-12-10,69.080002,69.620003,68.730003,69.459999,60.6131543756645,1929000,0.0,1.0
2007-12-07,69.559998,69.730003,68.400002,69.029999,60.2379217704707,2254900,0.0,1.0
2007-12-06,67.150002,69.93,67.150002,69.57,60.7091449845109,3387300,0.0,1.0
2007-12-05,66.0,67.489998,65.300003,67.169998,58.6148217218817,2237600,0.0,1.0
2007-12-04,64.300003,65.760002,64.300003,65.360001,57.0353568621069,1818000,0.0,1.0
2007-12-03,65.339996,65.339996,64.32,64.790001,56.5379555017336,1419700,0.0,1.0
2007-11-30,65.300003,65.300003,64.400002,64.730003,56.4855992090675,2433900,0.0,1.0
2007-11-29,65.309998,65.400002,64.269997,64.400002,56.1976291277964,1869200,0.0,1.0
2007-11-28,64.949997,65.690002,64.0,65.389999,57.061534135806,2381700,0.0,1.0
2007-11-27,63.93,64.830002,63.619999,64.589996,56.3634243454503,1885900,0.0,1.0
2007-11-26,64.68,65.400002,63.73,63.73,55.6129626255984,1531800,0.0,1.0
2007-11-23,63.77,64.800003,63.0,64.550003,56.3285250952654,971200,0.0,1.0
2007-11-21,63.580002,64.480003,63.400002,63.48,55.3948041342066,2229900,0.0,1.0
2007-11-20,65.790001,66.809998,63.68,64.239998,56.0580042027697,3695700,0.0,1.0
2007-11-19,64.980003,66.07,64.879997,65.790001,57.4105894673008,2092500,0.0,1.0
2007-11-16,66.720001,66.720001,64.769997,65.379997,57.0528060508824,2872600,0.0,1.0
2007-11-15,67.68,68.110001,65.849998,66.139999,57.7160096099814,4531800,0.0,1.0
2007-11-14,68.220001,68.620003,67.5,68.089996,59.4176432249356,1831400,0.0,1.0
2007-11-13,66.68,67.989998,66.5,67.940002,59.2867533659043,2288200,0.0,1.0
2007-11-12,66.089996,67.730003,66.089996,66.260002,57.8207283037514,1775300,0.0,1.0
2007-11-09,65.800003,67.470001,65.760002,66.82,58.3094015792011,1909000,0.0,1.0
2007-11-08,66.099998,66.959999,65.57,66.760002,58.257045286535,2104000,0.0,1.0
2007-11-07,67.0,67.709999,65.839996,66.040001,57.6287479586926,3157900,0.0,1.0
2007-11-06,67.800003,68.5,67.43,67.730003,59.1035011057691,2110200,0.0,1.0
2007-11-05,68.709999,68.709999,68.0,68.370003,59.6619868437322,2320500,0.0,1.0
2007-11-02,69.449997,69.650002,68.5,68.870003,60.0983038265158,3019000,0.0,1.0
2007-11-01,69.099998,69.75,67.800003,68.900002,60.1244819728488,3422400,0.0,1.0
2007-10-31,69.480003,70.190002,68.339996,69.489998,60.6393325219976,4389700,0.0,1.0
2007-10-30,69.860001,69.860001,68.25,68.519997,59.7928767027635,5644800,0.0,1.0
2007-10-29,69.18,70.400002,68.800003,69.769997,60.8836691597225,5373900,0.0,1.0
2007-10-26,70.440002,70.440002,67.809998,68.300003,59.6009024661425,5616500,0.0,1.0
2007-10-25,69.949997,70.360001,66.650002,67.389999,58.8068020669404,12569900,0.0,1.0
2007-10-24,78.830002,79.760002,78.199997,79.370003,69.2609604649715,1631600,0.0,1.0
2007-10-23,78.089996,79.650002,77.669998,79.459999,69.3394940313367,1484200,0.0,1.0
2007-10-22,79.519997,79.519997,76.650002,77.709999,67.8123845915941,2887900,0.0,1.0
2007-10-19,81.769997,81.900002,79.699997,79.82,69.6536431315748,2688200,0.0,1.0
2007-10-18,81.919998,83.190002,81.760002,82.589996,72.0708357256601,835300,0.0,1.0
2007-10-17,82.5,83.389999,81.32,82.050003,71.5996194926916,1018200,0.0,1.0
2007-10-16,81.389999,82.0,81.019997,81.57,71.1807525713174,924600,0.0,1.0
2007-10-15,82.900002,83.120003,81.199997,81.459999,71.0847619624711,1083100,0.0,1.0
2007-10-12,84.010002,84.669998,82.540001,82.870003,72.3151793444567,1480500,0.0,1.0
2007-10-11,84.739998,85.779999,84.050003,84.599998,73.8248317417182,1468900,0.0,1.0
2007-10-10,82.410004,84.980003,82.040001,83.93,73.2401687300561,1920400,0.0,1.0
2007-10-09,82.059998,82.919998,81.489998,82.410004,71.9137685929298,1032600,0.0,1.0
2007-10-08,82.900002,83.480003,81.980003,82.0,71.5559851765114,694300,0.0,1.0
2007-10-05,81.440002,83.300003,81.290001,82.860001,72.3064512595331,1400500,0.0,1.0
2007-10-04,80.720001,81.080002,80.410004,80.989998,70.6746231260205,894300,0.0,1.0
2007-10-03,81.199997,81.389999,80.489998,80.660004,70.3866591531872,1104500,0.0,1.0
2007-10-02,81.419998,81.75,81.0,81.419998,71.0498557312144,1187600,0.0,1.0
2007-10-01,81.339996,81.599998,81.0,81.489998,71.1109401088041,1365100,0.0,1.0
2007-09-28,81.830002,81.830002,80.900002,80.989998,70.6746231260205,2144200,0.0,1.0
2007-09-27,81.57,82.370003,80.580002,82.209999,71.7392374366465,1522100,0.0,1.0
2007-09-26,82.480003,82.559998,80.559998,81.139999,70.8055190934896,1624500,0.0,1.0
2007-09-25,81.290001,82.480003,81.199997,81.919998,71.4861727139981,1002800,0.0,1.0
2007-09-24,83.410004,83.690002,81.360001,81.489998,71.1109401088041,1901900,0.0,1.0
2007-09-21,84.239998,84.32,83.300003,83.699997,73.0394603000737,1268700,0.0,1.0
2007-09-20,84.019997,84.139999,83.300003,83.300003,72.6904119496506,1193400,0.0,1.0
2007-09-19,83.160004,84.019997,82.360001,84.019997,73.3187031690552,1519600,0.0,1.0
2007-09-18,82.639999,83.0,81.370003,82.349998,71.8614053191919,1476200,0.0,1.0
2007-09-17,82.669998,82.830002,81.599998,81.879997,71.4512664827414,963700,0.0,1.0
2007-09-14,82.019997,83.269997,81.699997,83.230003,72.6293275720609,1290900,0.0,1.0
2007-09-13,81.5,82.68,81.5,82.489998,71.9835740743714,1411700,0.0,1.0
2007-09-12,80.339996,81.470001,80.25,81.019997,70.7008012723536,1037000,0.0,1.0
2007-09-11,80.849998,81.349998,80.25,80.709999,70.4302864882957,1613800,0.0,1.0
2007-09-10,79.400002,80.720001,79.360001,80.290001,70.0637819680254,1196900,0.0,1.0
2007-09-07,78.620003,80.050003,78.589996,79.5,69.3744002625933,2410700,0.0,1.0
2007-09-06,76.970001,79.260002,76.970001,79.25,69.1562417712015,1584500,0.0,1.0
2007-09-05,77.510002,77.510002,76.739998,76.970001,67.1666372023422,1474800,0.0,1.0
2007-09-04,78.900002,79.0,77.989998,78.169998,68.213795343121,952000,0.0,1.0
2007-08-31,78.290001,79.129997,77.440002,78.330002,68.3534202681476,974000,0.0,1.0
2007-08-30,77.160004,78.800003,77.139999,78.059998,68.1178056069086,1348800,0.0,1.0
2007-08-29,76.309998,77.760002,76.309998,77.720001,67.8211126765177,1278500,0.0,1.0
2007-08-28,76.75,77.220001,75.989998,76.080002,66.3899938456214,1673800,0.0,1.0
2007-08-27,77.610001,78.089996,76.839996,76.879997,67.0880966549053,1055300,0.0,1.0
2007-08-24,78.0,78.480003,77.309998,78.059998,68.1178056069086,1011500,0.0,1.0
2007-08-23,76.589996,77.139999,76.010002,77.089996,67.2713489150405,1006700,0.0,1.0
2007-08-22,75.959999,76.660004,75.82,76.139999,66.4423492656535,1205700,0.0,1.0
2007-08-21,75.769997,76.519997,75.139999,75.410004,65.8053308339593,1607600,0.0,1.0
2007-08-20,78.330002,78.529999,76.0,76.639999,66.8786662484371,1167900,0.0,1.0
2007-08-17,79.589996,91.0,76.589996,77.93,68.0043649366528,1475500,0.0,1.0
2007-08-16,76.989998,77.410004,75.489998,76.580002,66.826310828405,1455300,0.0,1.0
2007-08-15,78.160004,78.959999,76.779999,76.989998,67.1840872637517,1051500,0.0,1.0
2007-08-14,79.269997,79.379997,78.010002,78.07,68.1265336918322,997500,0.0,1.0
2007-08-13,79.139999,79.489998,77.57,78.699997,68.6762904722377,1218800,0.0,1.0
2007-08-10,78.839996,79.480003,77.720001,78.300003,68.3272421218146,1532400,0.0,1.0
2007-08-09,79.379997,82.940002,78.5,79.540001,69.40930649385,2241800,0.0,1.0
2007-08-08,79.989998,80.489998,78.230003,79.830002,69.6623712164984,1735300,0.0,1.0
2007-08-07,77.769997,79.5,77.449997,78.889999,68.8420926709634,2199100,0.0,1.0
2007-08-06,77.32,78.150002,76.230003,78.150002,68.1963461543455,1816200,0.0,1.0
2007-08-03,78.5,79.019997,77.099998,77.099998,67.2800769999641,1841700,0.0,1.0
2007-08-02,79.32,80.0,78.269997,78.830002,68.7897372509312,2699700,0.0,1.0
2007-08-01,77.5,79.709999,77.5,79.57,69.435484640183,2255700,0.0,1.0
2007-07-31,79.610001,79.860001,77.699997,77.760002,67.8560189077743,3550700,0.0,1.0
2007-07-30,78.040001,79.410004,77.470001,79.339996,69.2347753375667,3206400,0.0,1.0
2007-07-27,79.0,80.800003,77.889999,77.889999,67.9694587053961,4831500,0.0,1.0
2007-07-26,84.389999,84.730003,77.260002,80.279999,70.0550538831018,7211500,0.0,1.0
2007-07-25,89.540001,89.860001,86.669998,87.5,76.355471987131,2074700,0.0,1.0
2007-07-24,89.0,90.0,88.730003,88.93,77.6033385578921,1867700,0.0,1.0
2007-07-23,88.0,89.870003,87.849998,89.389999,78.0047493094191,1770700,0.0,1.0
2007-07-20,87.75,88.940002,87.75,88.080002,76.8616014324279,1693400,0.0,1.0
2007-07-19,88.349998,88.690002,87.400002,87.550003,76.3991063033113,1178600,0.0,1.0
2007-07-18,88.739998,89.599998,87.599998,88.230003,76.992497399897,1580200,0.0,1.0
2007-07-17,86.07,90.0,85.760002,88.32,77.0710318388961,2949300,0.0,1.0
2007-07-16,85.559998,86.43,85.010002,85.970001,75.0203428924471,1631200,0.0,1.0
2007-07-13,84.839996,85.190002,84.440002,85.029999,74.200065219546,1484500,0.0,1.0
2007-07-12,85.559998,85.690002,84.260002,85.169998,74.3222331020915,1838300,0.0,1.0
2007-07-11,85.260002,85.559998,85.0,85.260002,74.4007736495284,1380900,0.0,1.0
2007-07-10,85.089996,85.5,84.830002,84.919998,74.1040746106997,2214300,0.0,1.0
2007-07-09,85.959999,85.989998,85.230003,85.459999,74.5752978247399,2100300,0.0,1.0
2007-07-06,84.989998,85.709999,84.32,85.510002,74.6189321409202,1135700,0.0,1.0
2007-07-05,85.220001,85.489998,84.349998,84.870003,74.0604472755911,1209100,0.0,1.0
2007-07-03,85.540001,85.629997,84.959999,85.050003,74.2175213893933,385500,0.0,1.0
2007-07-02,85.07,85.650002,84.940002,85.440002,74.5578477633305,1015300,0.0,1.0
2007-06-29,84.93,85.860001,84.68,84.889999,74.0778964643666,1514900,0.0,1.0
2007-06-28,84.410004,85.339996,84.0,84.93,74.1128026956233,1234100,0.0,1.0
2007-06-27,83.75,84.690002,83.75,84.57,73.7986544680191,1113700,0.0,1.0
2007-06-26,84.400002,84.900002,84.160004,84.400002,73.6503084391406,1783000,0.0,1.0
2007-06-25,85.5,85.709999,83.800003,84.040001,73.3361593389024,1586800,0.0,1.0
2007-06-22,85.760002,85.949997,84.93,85.129997,74.2873268708348,2053400,0.0,1.0
2007-06-21,85.660004,86.5,85.5,85.93,74.9854366611905,1521700,0.0,1.0
2007-06-20,87.389999,87.400002,86.07,86.120003,75.1512397325502,1528000,0.0,1.0
2007-06-19,86.5,87.519997,86.260002,87.139999,76.0413228868929,1123800,0.0,1.0
2007-06-18,86.050003,87.349998,85.959999,86.900002,75.8318933530586,2162100,0.0,1.0
2007-06-15,86.529999,86.949997,85.82,86.120003,75.1512397325502,1934000,0.0,1.0
2007-06-14,85.510002,86.309998,85.400002,85.849998,74.9156241986772,1793600,0.0,1.0
2007-06-13,84.389999,85.57,84.0,85.410004,74.5316704896314,1601800,0.0,1.0
2007-06-12,84.599998,85.110001,83.669998,84.370003,73.6241302928075,1457300,0.0,1.0
2007-06-11,85.160004,85.220001,84.720001,85.0,74.173887073213,1416400,0.0,1.0
2007-06-08,84.540001,85.220001,84.190002,85.139999,74.2960549557584,2078600,0.0,1.0
2007-06-07,86.150002,86.57,84.290001,84.529999,73.7637482367624,2314400,0.0,1.0
2007-06-06,86.849998,87.050003,85.800003,86.779999,75.7271746592887,2836300,0.0,1.0
2007-06-05,87.029999,88.309998,86.370003,87.339996,76.2158470621044,1943100,0.0,1.0
2007-06-04,87.279999,88.830002,87.279999,88.360001,77.1059380701528,2129600,0.0,1.0
2007-06-01,88.059998,88.620003,87.599998,88.110001,76.887779578761,1307400,0.0,1.0
2007-05-31,89.209999,89.5,87.800003,88.059998,76.8441452625807,1898000,0.0,1.0
2007-05-30,89.57,89.580002,88.760002,89.0,77.6644229354818,1717400,0.0,1.0
2007-05-29,89.970001,90.25,88.970001,89.610001,78.1967305271118,990400,0.0,1.0
2007-05-25,89.790001,90.059998,89.629997,89.720001,78.2927202633242,556200,0.0,1.0
2007-05-24,90.199997,91.0,89.480003,89.57,78.1618242958551,710000,0.0,1.0
2007-05-23,90.129997,91.089996,89.830002,89.919998,78.4672444385357,739500,0.0,1.0
2007-05-22,90.669998,91.480003,89.760002,90.239998,78.7464873075172,1688400,0.0,1.0
2007-05-21,90.099998,91.029999,89.699997,90.080002,78.6068693635624,1319300,0.0,1.0
2007-05-18,90.010002,90.449997,89.330002,90.050003,78.5806912172293,1257400,0.0,1.0
2007-05-17,90.43,90.519997,89.620003,89.900002,78.4497952497603,1062400,0.0,1.0
2007-05-16,89.489998,90.589996,89.290001,90.589996,79.0519074501978,819700,0.0,1.0
2007-05-15,89.599998,90.349998,89.370003,89.43,78.0396555406757,1086300,0.0,1.0
2007-05-14,89.900002,90.800003,89.080002,89.300003,77.9262157430539,1782100,0.0,1.0
2007-05-11,90.150002,90.220001,89.540001,89.970001,78.510878754716,768400,0.0,1.0
2007-05-10,90.370003,90.760002,89.589996,90.349998,78.8424770437296,1284600,0.0,1.0
2007-05-09,90.599998,91.169998,90.040001,90.989998,79.4009627816927,1009100,0.0,1.0
2007-05-08,90.300003,91.209999,89.889999,90.940002,79.3573345739502,1299300,0.0,1.0
2007-05-07,90.449997,91.099998,90.419998,90.75,79.1915323752245,740700,0.0,1.0
2007-05-04,91.0,91.75,89.940002,90.410004,78.8948403174675,1577500,0.0,1.0
2007-05-03,89.400002,91.0,88.919998,90.870003,79.2962510689944,2192300,0.0,1.0
2007-05-02,88.5,89.25,88.230003,89.0,77.6644229354818,2693900,0.0,1.0
2007-05-01,89.629997,89.68,87.839996,88.660004,77.3677308777249,3571200,0.0,1.0
2007-04-30,91.010002,91.610001,90.309998,90.480003,78.9559238224232,1303700,0.0,1.0
2007-04-27,91.809998,93.25,90.550003,91.0,79.4096908666163,2252900,0.0,1.0
2007-04-26,91.860001,94.379997,91.480003,91.870003,80.1688850345616,3483900,0.0,1.0
2007-04-25,89.400002,89.400002,88.480003,88.769997,77.4637145054995,1011100,0.0,1.0
2007-04-24,88.199997,89.150002,87.550003,88.93,77.6033385578921,1469900,0.0,1.0
2007-04-23,87.25,88.040001,86.709999,87.830002,76.6434429410361,889200,0.0,1.0
2007-04-20,88.0,88.0,86.650002,87.050003,75.9627893205277,1931300,0.0,1.0
2007-04-19,88.379997,88.790001,86.209999,86.989998,75.9104269194238,1611400,0.0,1.0
2007-04-18,88.949997,89.160004,87.910004,88.849998,77.5335260953788,1306200,0.0,1.0
2007-04-17,88.449997,89.940002,88.32,89.489998,78.0920118333418,1074000,0.0,1.0
2007-04-16,88.25,88.970001,87.889999,88.650002,77.3590027928012,941100,0.0,1.0
2007-04-13,89.059998,89.360001,87.769997,87.959999,76.756882738658,965500,0.0,1.0
2007-04-12,88.199997,89.07,87.800003,89.0,77.6644229354818,723600,0.0,1.0
2007-04-11,88.639999,88.639999,87.510002,88.199997,76.9663131451262,989400,0.0,1.0
2007-04-10,88.309998,88.980003,88.160004,88.489998,77.2193778677746,1039000,0.0,1.0
2007-04-09,89.050003,89.050003,87.5,88.309998,77.0623037539725,769700,0.0,1.0
2007-04-05,88.099998,88.209999,87.519997,88.050003,76.8354232860949,768700,0.0,1.0
2007-04-04,86.989998,88.360001,86.709999,88.160004,76.9314138949412,1274800,0.0,1.0
2007-04-03,85.949997,87.370003,85.93,87.199997,76.093679179559,1559800,0.0,1.0
2007-04-02,85.75,86.190002,85.190002,85.699997,74.7847282312081,742100,0.0,1.0
2007-03-30,85.5,86.0,85.129997,85.410004,74.5316704896314,1107700,0.0,1.0
2007-03-29,86.150002,86.389999,85.300003,85.730003,74.8109124859789,810400,0.0,1.0
2007-03-28,85.559998,85.959999,85.0,85.519997,74.6276541174061,881000,0.0,1.0
2007-03-27,86.0,86.32,85.440002,85.769997,74.8458126087978,1032800,0.0,1.0
2007-03-26,86.849998,87.07,85.889999,86.230003,75.2472294687626,1236200,0.0,1.0
2007-03-23,87.050003,87.150002,86.32,86.860001,75.796987121802,911600,0.0,1.0
2007-03-22,87.199997,87.230003,86.580002,86.980003,75.901704942938,1627000,0.0,1.0
2007-03-21,87.440002,87.440002,86.010002,87.019997,75.9366050657569,2244100,0.0,1.0
2007-03-20,86.599998,88.18,86.209999,87.809998,76.6259867711889,1911600,0.0,1.0
2007-03-19,85.849998,86.300003,85.349998,86.150002,75.1774178788832,844100,0.0,1.0
2007-03-16,85.949997,86.279999,85.139999,85.470001,74.5840259096635,1265900,0.0,1.0
2007-03-15,85.279999,85.769997,84.93,85.669998,74.7585500848751,717300,0.0,1.0
2007-03-14,85.029999,85.959999,84.699997,85.480003,74.5927539945871,1428600,0.0,1.0
2007-03-13,84.589996,86.190002,84.589996,84.93,74.1128026956233,1288600,0.0,1.0
2007-03-12,84.650002,85.5,83.910004,85.330002,74.4618580271181,1120200,0.0,1.0
2007-03-09,84.900002,85.0,84.32,84.599998,73.8248317417182,809900,0.0,1.0
2007-03-08,83.900002,84.980003,83.650002,84.830002,74.0255410443345,1428100,0.0,1.0
2007-03-07,83.75,84.510002,83.32,83.550003,72.9085704410424,807300,0.0,1.0
2007-03-06,83.400002,84.0,82.800003,83.769997,73.1005446776634,1300300,0.0,1.0
2007-03-05,82.900002,83.470001,82.720001,83.150002,72.5595159821816,1694100,0.0,1.0
2007-03-02,83.949997,84.660004,83.510002,83.910004,73.2227195412806,1385800,0.0,1.0
2007-03-01,83.290001,84.489998,82.760002,83.919998,73.2314406451325,1340600,0.0,1.0
2007-02-28,83.730003,84.949997,83.309998,84.269997,73.536861660447,1610500,0.0,1.0
2007-02-27,84.800003,87.139999,81.739998,83.739998,73.0743665313304,2325000,0.0,1.0
2007-02-26,85.699997,85.800003,85.099998,85.370003,74.4967642583748,668200,0.0,1.0
2007-02-23,85.650002,85.849998,85.080002,85.510002,74.6189321409202,688100,0.0,1.0
2007-02-22,85.879997,86.209999,85.25,85.970001,75.0203428924471,1045300,0.0,1.0
2007-02-21,86.099998,86.650002,85.519997,86.099998,75.133782690069,1358700,0.0,1.0
2007-02-20,85.449997,87.269997,84.980003,86.790001,75.7359027442123,2462100,0.0,1.0
2007-02-16,84.510002,85.010002,83.900002,84.919998,74.1040746106997,956800,0.0,1.0
2007-02-15,84.43,84.919998,83.660004,84.839996,74.0342621481864,1435700,0.0,1.0
2007-02-14,84.089996,84.959999,83.919998,84.620003,73.8422887841993,1472900,0.0,1.0
2007-02-13,83.07,84.389999,82.779999,84.18,73.4583272214479,1249400,0.0,1.0
2007-02-12,83.75,83.75,82.660004,83.25,72.6467776334704,938400,0.0,1.0
2007-02-09,84.349998,84.949997,83.440002,83.760002,73.0918227011776,1409300,0.0,1.0
2007-02-08,85.650002,85.940002,84.959999,85.089996,74.2524206395782,3163000,0.0,1.0
2007-02-07,83.669998,85.160004,83.519997,85.110001,74.2698776820593,2158500,0.0,1.0
2007-02-06,83.449997,84.129997,83.220001,83.989998,73.2925250227222,1776100,0.0,1.0
2007-02-05,82.800003,83.980003,82.589996,83.769997,73.1005446776634,2581100,0.0,1.0
2007-02-02,83.099998,83.709999,82.440002,82.75,72.2104606506868,1418200,0.0,1.0
2007-02-01,83.400002,84.120003,82.93,83.099998,72.5158807933674,3347800,0.0,1.0
2007-01-31,83.150002,84.900002,83.0,84.220001,73.4932334527045,3631000,0.0,1.0
2007-01-30,82.050003,85.0,81.650002,84.870003,74.0604472755911,5420200,0.0,1.0
2007-01-29,78.699997,80.339996,78.510002,80.129997,69.9241570429988,2455500,0.0,1.0
2007-01-26,78.5,79.040001,78.290001,78.730003,68.7024747270085,1662500,0.0,1.0
2007-01-25,79.360001,79.400002,78.519997,78.540001,68.5366725282828,804800,0.0,1.0
2007-01-24,78.849998,79.120003,78.68,79.110001,69.0340738886561,1182300,0.0,1.0
2007-01-23,78.870003,79.839996,78.519997,78.769997,68.7373748498274,855700,0.0,1.0
2007-01-22,78.669998,79.230003,78.260002,78.769997,68.7373748498274,1107900,0.0,1.0
2007-01-19,79.480003,79.480003,78.0,78.669998,68.6501123259046,1368500,0.0,1.0
2007-01-18,79.5,79.900002,78.699997,79.32,69.2173261487912,1692900,0.0,1.0
2007-01-17,78.879997,79.5,78.440002,79.309998,69.2085980638676,1109000,0.0,1.0
2007-01-16,78.650002,78.900002,78.389999,78.699997,68.6762904722377,1165300,0.0,1.0
2007-01-12,78.400002,79.529999,78.400002,78.68,68.6588404108282,1342600,0.0,1.0
2007-01-11,78.400002,78.849998,78.120003,78.5,68.5017662970261,1373800,0.0,1.0
2007-01-10,78.169998,78.370003,77.610001,78.050003,68.1090836304228,953800,0.0,1.0
2007-01-09,78.419998,79.220001,78.309998,78.309998,68.3359640983004,1170900,0.0,1.0
2007-01-08,78.800003,79.0,78.099998,78.260002,68.2923358905579,1806100,0.0,1.0
2007-01-05,78.349998,78.959999,77.93,78.769997,68.7373748498274,1220400,0.0,1.0
2007-01-04,78.25,78.919998,77.510002,78.82,68.7810091660076,2053000,0.0,1.0
2007-01-03,78.779999,79.190002,76.900002,77.099998,67.2800769999641,1792400,0.0,1.0
2006-12-29,77.800003,78.580002,77.800003,78.379997,68.3970476032562,850000,0.0,1.0
2006-12-28,78.300003,78.5,77.860001,78.029999,68.0916274605756,646300,0.0,1.0
2006-12-27,78.690002,79.110001,77.139999,78.660004,68.6413912220527,1297500,0.0,1.0
2006-12-26,77.709999,78.720001,77.400002,78.550003,68.5454006132064,1040200,0.0,1.0
2006-12-22,77.580002,77.75,77.010002,77.389999,67.5331417226125,1228700,0.0,1.0
2006-12-21,77.349998,78.25,77.330002,77.589996,67.7076658978241,1026700,0.0,1.0
2006-12-20,76.980003,77.720001,76.639999,77.349998,67.4982354913559,1460800,0.0,1.0
2006-12-19,76.199997,77.059998,76.120003,76.879997,67.0880966549053,965500,0.0,1.0
2006-12-18,77.0,77.18,75.970001,76.459999,66.721592134635,1187000,0.0,1.0
2006-12-15,77.379997,77.470001,75.400002,76.959999,67.1579091174186,1483400,0.0,1.0
2006-12-14,76.43,77.379997,75.989998,76.989998,67.1840872637517,2285700,0.0,1.0
2006-12-13,77.489998,77.699997,76.919998,77.5,67.6291323314589,1449400,0.0,1.0
2006-12-12,76.290001,77.839996,76.040001,77.489998,67.6204042465353,2341400,0.0,1.0
