,CXO_Open,CXO_High,CXO_Low,CXO_Close,CXO_Adj Close,CXO_Volume,CXO_Dividend Amount,CXO_Split Coefficient
2014-06-18,137.95,139.42,137.26,139.3,136.444804645364,954800,0.0,1.0
2014-06-17,139.41,140.04,137.23,137.83,135.004934847599,1011500,0.0,1.0
2014-06-16,141.83,142.12,139.86,140.09,137.218612223755,773300,0.0,1.0
2014-06-13,139.94,142.08,136.84,141.83,138.922947902742,882300,0.0,1.0
2014-06-12,138.77,142.15,137.81,138.77,135.925667915558,1316700,0.0,1.0
2014-06-11,133.46,137.96,133.15,137.46,134.642518639998,691500,0.0,1.0
2014-06-10,133.36,134.5,133.33,133.88,131.135896955645,702400,0.0,1.0
2014-06-09,135.11,135.98,133.4,133.81,131.06733172718,688600,0.0,1.0
2014-06-06,134.36,135.96,133.76,134.83,132.066425056242,596800,0.0,1.0
2014-06-05,133.36,134.19,132.42,133.36,130.626555258476,1037200,0.0,1.0
2014-06-04,132.64,134.46,131.24,133.77,131.028151596629,631900,0.0,1.0
2014-06-03,130.76,132.52,130.19,132.39,129.676437092604,586800,0.0,1.0
2014-06-02,131.55,132.53,130.17,131.19,128.501033176061,537100,0.0,1.0
2014-05-30,132.58,132.88,130.65,131.8,129.098530166971,1178000,0.0,1.0
2014-05-29,130.27,133.33,130.19,133.25,130.51880989946,1165700,0.0,1.0
2014-05-28,131.78,131.99,129.23,129.98,127.31583422688,1077300,0.0,1.0
2014-05-27,131.22,132.22,129.77,131.56,128.863449383662,537200,0.0,1.0
2014-05-23,131.85,132.5,130.52,130.75,128.070051739995,1275300,0.0,1.0
2014-05-22,132.57,134.36,131.99,132.25,129.539306635674,574100,0.0,1.0
2014-05-21,131.36,133.18,130.72,132.58,129.862542712723,841100,0.0,1.0
2014-05-20,130.5,131.29,129.31,131.01,128.32472258858,534900,0.0,1.0
2014-05-19,130.51,132.1899,130.0,130.57,127.893741152514,768500,0.0,1.0
2014-05-16,130.43,131.02,128.4902,130.1,127.433374618535,771700,0.0,1.0
2014-05-15,132.14,132.23,128.55,130.74,128.060256707358,1225500,0.0,1.0
2014-05-14,132.16,134.24,131.99,132.49,129.774387418983,1802700,0.0,1.0
2014-05-13,131.65,132.98,130.3,131.99,129.28463578709,5072300,0.0,1.0
2014-05-12,133.05,134.37,129.11,129.94,127.276654096329,2732200,0.0,1.0
2014-05-09,133.47,134.72,132.28,134.48,131.723598913916,1252000,0.0,1.0
2014-05-08,134.5,135.28,133.3,133.61,130.871431074423,1867900,0.0,1.0
2014-05-07,133.86,135.35,131.053,134.6,131.841139305571,1189000,0.0,1.0
2014-05-06,131.22,132.18,129.5,131.22,128.530418273975,925800,0.0,1.0
2014-05-05,130.5,132.47,129.7,131.62,128.922219579489,624900,0.0,1.0
2014-05-02,130.22,132.27,129.63,131.65,128.951604677403,495900,0.0,1.0
2014-05-01,129.42,130.8,128.09,130.03,127.36480939007,1090600,0.0,1.0
2014-04-30,129.84,130.66,128.06,130.45,127.77620076086,1222400,0.0,1.0
2014-04-29,129.49,133.45,129.31,130.67,127.991691478893,858300,0.0,1.0
2014-04-28,128.67,130.03,125.06,127.9,125.278467438206,1652700,0.0,1.0
2014-04-25,132.53,133.082,128.0201,128.7,126.062070049234,1224500,0.0,1.0
2014-04-24,133.89,135.33,132.79,133.6,130.861636041785,1221700,0.0,1.0
2014-04-23,131.45,133.55,131.39,132.72,129.999673169653,1281300,0.0,1.0
2014-04-22,133.24,133.24,129.39,131.04,128.354107686493,1236800,0.0,1.0
2014-04-21,133.43,133.85,131.3,133.39,130.65594035639,982100,0.0,1.0
2014-04-17,131.99,134.0,131.48,133.2,130.469834736271,1098500,0.0,1.0
2014-04-16,131.31,132.66,130.39,131.97,129.265045721814,1120200,0.0,1.0
2014-04-15,127.11,131.11,126.5548,129.71,127.051368345658,1571300,0.0,1.0
2014-04-14,126.46,128.53,124.752,127.23,124.622200251469,737000,0.0,1.0
2014-04-11,123.31,126.0,122.94,125.32,122.751349017638,829600,0.0,1.0
2014-04-10,126.2,127.38,123.06,123.73,121.193938828219,788100,0.0,1.0
2014-04-09,125.79,126.95,123.62,126.88,124.279374109144,659600,0.0,1.0
2014-04-08,121.82,125.27,121.21,124.97,122.408522875313,985000,0.0,1.0
2014-04-07,124.15,124.71,120.568,121.35,118.862721060409,680300,0.0,1.0
2014-04-04,127.35,127.53,124.34,124.92,122.359547712124,1048900,0.0,1.0
2014-04-03,125.44,128.38,124.74,125.85,123.270485747445,1378700,0.0,1.0
2014-04-02,123.76,125.71,123.69,125.61,123.035404964136,907900,0.0,1.0
2014-04-01,123.16,124.35,121.36,124.31,121.762050721215,1170000,0.0,1.0
2014-03-31,124.71,124.71,121.34,122.5,119.989149813762,888800,0.0,1.0
2014-03-28,122.62,125.15,122.41,124.35,121.801230851766,1172800,0.0,1.0
2014-03-27,118.87,124.85,118.29,122.19,119.685503801989,2067500,0.0,1.0
2014-03-26,120.27,120.7,118.26,118.33,115.904621203776,688000,0.0,1.0
2014-03-25,120.39,120.922,119.42,119.64,117.187770479335,689400,0.0,1.0
2014-03-24,120.85,121.87,118.1,119.48,117.031049957129,1315100,0.0,1.0
2014-03-21,117.7,120.32,117.41,120.22,117.755882372331,1514600,0.0,1.0
2014-03-20,116.37,117.35,115.6825,116.66,114.268850753253,1319000,0.0,1.0
2014-03-19,119.3,119.87,116.55,117.05,114.65085702613,906300,0.0,1.0
2014-03-18,118.3,119.905,117.61,119.22,116.776379108545,662900,0.0,1.0
2014-03-17,118.35,119.1,117.1,118.07,115.649950355191,727900,0.0,1.0
2014-03-14,116.09,118.48,115.36,118.37,115.943801334327,1078800,0.0,1.0
2014-03-13,117.12,118.09,115.93,116.13,113.749714023447,803300,0.0,1.0
2014-03-12,115.88,117.84,114.59,116.69,114.298235851167,1287700,0.0,1.0
2014-03-11,120.5,121.42,117.23,117.62,115.209173886488,1027300,0.0,1.0
2014-03-10,120.48,121.598,119.23,120.52,118.049733351466,865200,0.0,1.0
2014-03-07,121.85,123.35,120.55,121.6,119.107596876355,1203900,0.0,1.0
2014-03-06,121.25,122.34,119.78,121.81,119.31329256175,1423700,0.0,1.0
2014-03-05,122.75,123.35,120.1774,120.85,118.372969428516,1436400,0.0,1.0
2014-03-04,122.79,123.38,121.5904,122.8,120.283000792898,1261400,0.0,1.0
2014-03-03,120.81,123.05,119.65,122.45,119.940174650573,1424000,0.0,1.0
2014-02-28,120.04,122.02,119.6,121.13,118.647230342376,1198900,0.0,1.0
2014-02-27,117.18,119.96,117.06,119.9,117.442441327919,943700,0.0,1.0
2014-02-26,119.41,120.0,117.67,117.82,115.405074539245,1285400,0.0,1.0
2014-02-25,118.18,119.06,115.54,119.0,116.560888390512,1632500,0.0,1.0
2014-02-24,118.34,120.73,116.895,118.55,116.120111921808,2026600,0.0,1.0
2014-02-21,116.19,117.08,114.48,114.7,112.349024356233,1644700,0.0,1.0
2014-02-20,113.8,119.0,113.675,116.27,113.886844480377,1905300,0.0,1.0
2014-02-19,114.94,115.68,113.11,114.83,112.476359780525,1824100,0.0,1.0
2014-02-18,112.5,116.58,112.5,115.85,113.475453109587,1476400,0.0,1.0
2014-02-14,110.85,112.2,110.25,111.99,109.694570511373,911300,0.0,1.0
2014-02-13,109.67,111.9557,108.64,110.69,108.421216268452,1407800,0.0,1.0
2014-02-12,109.33,110.67,107.84,110.22,107.960849734473,949200,0.0,1.0
2014-02-11,107.97,109.7,106.86,108.46,106.23692399021,1344800,0.0,1.0
2014-02-10,107.93,108.9,106.01,108.45,106.227128957572,1036900,0.0,1.0
2014-02-07,105.69,110.0,105.69,108.14,105.923482945798,2581500,0.0,1.0
2014-02-06,100.4701,104.96,100.4701,104.63,102.48542648991,1904200,0.0,1.0
2014-02-05,101.2,101.2,98.8,100.34,98.2833574882687,1443500,0.0,1.0
2014-02-04,97.46,100.57,97.06,99.83,97.783810823738,1482800,0.0,1.0
2014-02-03,97.67,98.81,95.53,96.41,94.4339096615905,1168100,0.0,1.0
2014-01-31,95.33,98.61,94.84,97.79,95.7856241656149,1101200,0.0,1.0
2014-01-30,96.44,97.7925,96.1,96.91,94.9236612934834,1279000,0.0,1.0
2014-01-29,96.43,97.39,94.51,95.78,93.8168226054054,984700,0.0,1.0
2014-01-28,96.78,98.45,95.96,97.82,95.8150092635285,801800,0.0,1.0
2014-01-27,96.76,97.2,94.83,96.0,94.0323133234383,952600,0.0,1.0
2014-01-24,99.2,99.2,96.23,96.89,94.9040712282077,703300,0.0,1.0
2014-01-23,101.33,102.24,99.05,99.51,97.4703697793265,894200,0.0,1.0
2014-01-22,100.48,102.12,99.89,101.94,99.850562710326,1333000,0.0,1.0
2014-01-21,98.92,100.83,98.64,99.39,97.3528293876722,1329500,0.0,1.0
2014-01-17,101.4899,101.4899,98.756,99.6,97.5585250730672,1365900,0.0,1.0
2014-01-16,99.2,101.71,99.07,100.8,98.7339289896102,996300,0.0,1.0
2014-01-15,99.69,100.68,99.13,99.64,97.5977052036187,1030000,0.0,1.0
2014-01-14,96.51,99.91,96.51,99.26,97.2254939633801,1178700,0.0,1.0
2014-01-13,99.64,99.64,95.33,95.63,93.6698971158375,1595600,0.0,1.0
2014-01-10,99.07,100.69,98.44,98.9,96.8728727884172,1210500,0.0,1.0
2014-01-09,100.63,101.4,97.5,98.71,96.6867671682978,1490700,0.0,1.0
2014-01-08,101.3,102.75,99.61,100.61,98.5478233694909,1416800,0.0,1.0
2014-01-07,101.16,103.34,100.89,101.1,99.0277799687459,1032600,0.0,1.0
2014-01-06,102.82,102.82,100.1,100.4,98.3421276840959,1158500,0.0,1.0
2014-01-03,103.25,104.24,101.24,102.62,100.5166249297,1167400,0.0,1.0
2014-01-02,106.44,108.84,101.42,103.14,101.025966626869,1815400,0.0,1.0
2013-12-31,106.76,108.26,105.82,108.0,105.786352488868,438500,0.0,1.0
2013-12-30,108.29,108.91,106.08,106.46,104.277917462638,672400,0.0,1.0
2013-12-27,106.93,108.71,105.63,108.26,106.041023337452,434300,0.0,1.0
2013-12-26,106.57,107.63,105.56,106.28,104.101606875156,383000,0.0,1.0
2013-12-24,106.28,107.12,105.86,106.57,104.385662821654,278600,0.0,1.0
2013-12-23,106.88,107.7099,106.09,106.5,104.317097593189,846900,0.0,1.0
2013-12-20,105.0,107.25,104.73,106.47,104.287712495276,973600,0.0,1.0
2013-12-19,102.81,105.56,102.49,104.96,102.808662566959,1159900,0.0,1.0
2013-12-18,101.95,104.75,101.03,103.27,101.153302051161,1096200,0.0,1.0
2013-12-17,100.8,102.45,99.75,101.68,99.5958918617417,855600,0.0,1.0
2013-12-16,100.48,101.59,99.74,100.72,98.6555687285073,899400,0.0,1.0
2013-12-13,98.95,100.39,97.21,100.14,98.0874568355116,1565900,0.0,1.0
2013-12-12,98.21,100.22,98.17,99.78,97.7348356605487,928900,0.0,1.0
2013-12-11,99.79,100.27,97.805,98.12,96.1088602426642,999400,0.0,1.0
2013-12-10,99.76,102.23,98.7,100.02,97.9699164438573,1562600,0.0,1.0
2013-12-09,99.81,100.5,97.62,98.99,96.9610280821579,1658000,0.0,1.0
2013-12-06,104.8,105.37,99.27,99.6,97.5585250730672,1634700,0.0,1.0
2013-12-05,103.76,105.25,103.46,103.9,101.770389107346,747100,0.0,1.0
2013-12-04,103.89,105.89,102.67,105.04,102.887022828062,1085700,0.0,1.0
2013-12-03,102.62,104.66,101.6,103.66,101.535308324038,1598000,0.0,1.0
2013-12-02,104.7,104.7,101.87,102.82,100.712525582458,966600,0.0,1.0
2013-11-29,104.03,104.95,101.56,103.93,101.79977420526,570200,0.0,1.0
2013-11-27,106.35,107.85,103.73,104.17,102.034854988568,841800,0.0,1.0
2013-11-26,105.32,108.03,103.75,107.43,105.22803562851,1053700,0.0,1.0
2013-11-25,105.63,105.68,101.91,104.67,102.524606620461,956200,0.0,1.0
2013-11-22,106.39,107.1899,104.72,106.09,103.915501255037,966100,0.0,1.0
2013-11-21,108.73,108.73,104.34,106.89,104.699103866066,1017500,0.0,1.0
2013-11-20,107.33,107.65,103.42,104.24,102.103420217033,1143300,0.0,1.0
2013-11-19,107.09,108.3,104.87,105.54,103.376774459955,1361600,0.0,1.0
2013-11-18,111.33,111.345,106.02,107.09,104.895004518823,864300,0.0,1.0
2013-11-15,112.15,112.37,109.74,110.9,108.626911953847,733000,0.0,1.0
2013-11-14,111.43,111.52,107.92,111.14,108.861992737156,1008100,0.0,1.0
2013-11-13,107.01,110.6,106.6575,110.38,108.117570256678,1099300,0.0,1.0
2013-11-12,112.13,112.13,106.42,107.23,105.032134975753,1303600,0.0,1.0
2013-11-11,110.89,113.15,109.94,112.54,110.233297306456,1500800,0.0,1.0
2013-11-08,107.85,111.47,107.01,110.2,107.941259669197,2581600,0.0,1.0
2013-11-07,107.25,109.36,99.99,105.8,103.631445308539,4086400,0.0,1.0
2013-11-06,112.35,114.41,106.86,106.88,104.689308833428,2151600,0.0,1.0
2013-11-05,111.93,113.5,109.76,111.26,108.97953312881,1616400,0.0,1.0
2013-11-04,108.64,113.06,108.25,112.17,109.870881098855,1157800,0.0,1.0
2013-11-01,110.55,111.06,106.151,107.77,105.561066738197,1714700,0.0,1.0
2013-10-31,111.79,112.35,108.08,110.61,108.342856007349,1086600,0.0,1.0
2013-10-30,114.72,116.9,109.89,112.0,109.704365544011,1679400,0.0,1.0
2013-10-29,110.5,112.94,110.5,112.92,110.605508546694,850300,0.0,1.0
2013-10-28,112.94,112.97,109.77,110.0,107.74535901644,1137300,0.0,1.0
2013-10-25,112.02,113.4,111.36,112.54,110.233297306456,896500,0.0,1.0
2013-10-24,108.53,112.47,107.27,112.02,109.723955609287,1566700,0.0,1.0
2013-10-23,111.63,111.63,107.01,109.04,106.805035883205,2416500,0.0,1.0
2013-10-22,118.98,119.535,113.06,113.13,110.811204232089,2049000,0.0,1.0
2013-10-21,120.53,121.91,117.91,117.98,115.561795061451,1224500,0.0,1.0
2013-10-18,121.04,122.81,119.53,120.72,118.245634004224,1762900,0.0,1.0
2013-10-17,116.71,119.47,116.41,119.13,116.688223814804,1778600,0.0,1.0
2013-10-16,112.51,117.22,112.51,117.03,114.631266960854,2214800,0.0,1.0
2013-10-15,110.19,113.23,109.77,111.41,109.126458618378,1308800,0.0,1.0
2013-10-14,109.53,110.99,108.5,110.41,108.146955354592,813700,0.0,1.0
2013-10-11,108.05,112.68,108.03,110.29,108.029414962938,1193800,0.0,1.0
2013-10-10,108.88,110.23,108.65,109.66,107.412327906753,975100,0.0,1.0
2013-10-09,109.02,109.46,105.96,107.45,105.247625693786,1877300,0.0,1.0
2013-10-08,112.0,112.555,109.13,109.14,106.902986209584,1179200,0.0,1.0
2013-10-07,111.32,114.41,111.01,111.8,109.508464891254,1290100,0.0,1.0
2013-10-04,114.58,117.91,113.84,115.24,112.877956118677,1777400,0.0,1.0
2013-10-03,114.33,115.84,113.47,113.99,111.653577038945,2038100,0.0,1.0
2013-10-02,112.44,114.38,111.3,114.04,111.702552202134,1466000,0.0,1.0
2013-10-01,109.25,114.32,108.942,113.65,111.320545929258,1878000,0.0,1.0
2013-09-30,108.83,108.92,106.18,108.81,106.579750132535,565500,0.0,1.0
2013-09-27,108.5,108.625,107.59,107.93,105.717787260403,677000,0.0,1.0
2013-09-26,107.94,110.37,107.04,109.29,107.049911699152,1077300,0.0,1.0
2013-09-25,106.8,108.84,106.67,107.5,105.296600856975,1071200,0.0,1.0
2013-09-24,105.33,107.6701,104.47,106.69,104.503203213309,923400,0.0,1.0
2013-09-23,103.14,105.4,102.606,105.14,102.984973154441,826400,0.0,1.0
2013-09-20,105.26,105.75,103.8,103.99,101.858544401087,860200,0.0,1.0
2013-09-19,106.32,107.27,105.3,105.42,103.259234068301,1043100,0.0,1.0
2013-09-18,103.95,106.48,103.45,105.88,103.709805569642,730600,0.0,1.0
2013-09-17,103.47,104.58,103.18,104.01,101.878134466363,711500,0.0,1.0
2013-09-16,104.12,104.56,102.59,103.06,100.947606365766,723600,0.0,1.0
2013-09-13,103.78,104.26,102.8,103.13,101.016171594231,594200,0.0,1.0
2013-09-12,102.89,105.64,102.85,103.78,101.652848715692,1322800,0.0,1.0
2013-09-11,100.34,103.29,99.79,103.14,101.025966626869,672700,0.0,1.0
2013-09-10,100.11,100.83,98.49,100.8,98.7339289896102,1031500,0.0,1.0
2013-09-09,100.16,101.91,100.07,100.98,98.9102395770917,725000,0.0,1.0
2013-09-06,99.67,101.51,99.65,99.84,97.7936058563758,1395300,0.0,1.0
2013-09-05,97.64,100.22,97.25,99.49,97.4507797140508,1272100,0.0,1.0
2013-09-04,96.54,97.69,96.19,97.3,95.3056675663598,665300,0.0,1.0
2013-09-03,97.91,97.96,96.44,96.94,94.953046391397,794700,0.0,1.0
2013-08-30,96.16,97.0398,95.88,96.51,94.5318599879691,785200,0.0,1.0
2013-08-29,97.53,98.02,96.0,96.41,94.4339096615905,541700,0.0,1.0
2013-08-28,96.31,99.27,96.31,98.03,96.0207049489235,1069600,0.0,1.0
2013-08-27,96.28,97.7,95.45,95.88,93.914772931784,888500,0.0,1.0
2013-08-26,96.51,97.88,96.03,96.89,94.9040712282077,1140600,0.0,1.0
2013-08-23,95.24,96.19,94.1402,96.16,94.189033845644,731000,0.0,1.0
2013-08-22,92.71,95.57,92.575,95.0,93.0528100596525,1225600,0.0,1.0
2013-08-21,92.74,93.22,91.78,91.92,90.0359400071922,984000,0.0,1.0
2013-08-20,91.93,94.34,91.7501,92.84,90.9370830098751,808300,0.0,1.0
2013-08-19,94.01,94.59,92.23,92.41,90.5158966064472,495400,0.0,1.0
2013-08-16,93.18,94.94,93.01,94.32,92.3867478402781,847800,0.0,1.0
2013-08-15,93.02,94.07,92.37,93.56,91.6423253598009,741600,0.0,1.0
2013-08-14,94.13,94.75,93.03,93.51,91.5933501966116,917400,0.0,1.0
2013-08-13,96.15,96.15,94.14,94.42,92.4846981666567,1182700,0.0,1.0
2013-08-12,97.82,98.395,95.66,95.85,93.8853878338704,1635200,0.0,1.0
2013-08-09,97.6,98.51,96.71,98.5,96.4810714829028,1610100,0.0,1.0
2013-08-08,95.19,98.61,93.73,97.85,95.844394361442,2708100,0.0,1.0
2013-08-07,94.73,95.58,93.84,94.0,92.0733067958667,1777400,0.0,1.0
2013-08-06,94.3,95.26,93.57,95.01,93.0626050922903,1273000,0.0,1.0
2013-08-05,94.3,95.39,94.03,94.39,92.4553130687431,892700,0.0,1.0
2013-08-02,94.8,96.04,94.25,94.54,92.602238558311,1195000,0.0,1.0
2013-08-01,92.23,96.25,91.35,95.12,93.1703504513068,2295700,0.0,1.0
2013-07-31,89.37,91.224,88.94,89.69,87.8516477289498,1242500,0.0,1.0
2013-07-30,88.49,89.37,87.42,88.9,87.077840150559,835700,0.0,1.0
2013-07-29,86.94,88.47,86.25,88.06,86.2550574089789,568500,0.0,1.0
2013-07-26,87.59,88.18,86.25,87.07,85.285349177831,1028100,0.0,1.0
2013-07-25,88.56,89.64,86.9951,88.01,86.2060822457896,1115600,0.0,1.0
2013-07-24,90.79,91.02,87.55,88.13,86.3236226374439,929200,0.0,1.0
2013-07-23,91.0,92.94,90.61,90.81,88.9486913843899,1035000,0.0,1.0
2013-07-22,89.1,91.005,88.47,90.93,89.0662317760442,1091100,0.0,1.0
2013-07-19,87.62,89.79,86.8,89.48,87.6459520435548,1066500,0.0,1.0
2013-07-18,86.44,87.79,86.44,87.5,85.7065355812589,831800,0.0,1.0
2013-07-17,86.78,86.9675,85.77,86.26,84.4919515341645,757000,0.0,1.0
2013-07-16,87.25,87.29,85.39,86.3,84.5311316647159,650100,0.0,1.0
2013-07-15,87.11,87.44,85.95,87.03,85.2461690472795,666600,0.0,1.0
2013-07-12,87.87,88.15,86.4,87.26,85.4714547979503,909400,0.0,1.0
2013-07-11,89.19,89.7,87.07,88.14,86.3334176700818,724700,0.0,1.0
2013-07-10,88.82,89.43,87.52,88.3,86.4901381922875,948900,0.0,1.0
2013-07-09,86.61,88.99,86.57,88.34,86.5293183228389,1029200,0.0,1.0
2013-07-08,87.07,87.91,85.95,86.46,84.6878521869216,944800,0.0,1.0
2013-07-05,86.42,87.43,85.72,87.07,85.285349177831,610000,0.0,1.0
2013-07-03,85.163,86.29,84.532,85.99,84.2274856529423,488900,0.0,1.0
2013-07-02,84.15,85.22,83.81,84.6,82.86597611628,949300,0.0,1.0
2013-07-01,84.22,84.61,83.44,83.95,82.2292989948192,1373300,0.0,1.0
2013-06-28,84.51,84.85,83.64,83.72,82.0040132441485,1483400,0.0,1.0
2013-06-27,86.69,87.17,84.8,84.8,83.0618767690372,754600,0.0,1.0
2013-06-26,85.99,86.58,85.22,85.97,84.2078955876666,967000,0.0,1.0
2013-06-25,85.94,86.33,84.28,85.59,83.835684347428,1230800,0.0,1.0
2013-06-24,84.2,85.59,83.14,84.42,82.6896655287985,1377700,0.0,1.0
2013-06-21,87.25,87.25,83.571,85.18,83.4340880092758,1594200,0.0,1.0
2013-06-20,85.2,85.9,84.16,84.59,82.8561810836421,1462200,0.0,1.0
2013-06-19,87.64,88.63,86.62,87.42,85.628175320156,1093200,0.0,1.0
2013-06-18,87.51,88.96,87.46,87.81,86.0101815930325,790000,0.0,1.0
2013-06-17,87.36,88.28,86.82,87.35,85.559610091691,751300,0.0,1.0
2013-06-14,87.36,87.5,86.01,86.31,84.5409266973537,1098600,0.0,1.0
2013-06-13,85.46,87.28,85.15,86.95,85.1678087861767,983600,0.0,1.0
2013-06-12,87.19,87.28,85.46,85.54,83.7867091842387,809100,0.0,1.0
2013-06-11,86.83,87.35,85.81,85.95,84.1883055223908,1167100,0.0,1.0
2013-06-10,89.31,89.31,87.58,88.5,86.6860388450447,747800,0.0,1.0
2013-06-07,88.05,89.5,87.76,89.4,87.5675917824519,858800,0.0,1.0
2013-06-06,87.81,88.81,86.79,87.93,86.1277219846868,1505800,0.0,1.0
2013-06-05,86.37,88.46,85.94,88.03,86.2256723110653,3218400,0.0,1.0
2013-06-04,84.13,86.43,84.02,86.27,84.5017465668023,1501300,0.0,1.0
2013-06-03,83.63,85.0,83.47,84.42,82.6896655287985,1893500,0.0,1.0
2013-05-31,83.76,84.85,83.34,83.66,81.9452430483213,1510300,0.0,1.0
2013-05-30,82.9,84.69,82.21,84.18,82.45458474549,1582400,0.0,1.0
2013-05-29,83.58,84.0,82.665,83.39,81.6807771670992,1205600,0.0,1.0
2013-05-28,81.89,83.27,81.47,83.16,81.4554914164284,1171100,0.0,1.0
2013-05-24,80.44,80.82,79.1,80.52,78.8696028000339,584400,0.0,1.0
2013-05-23,80.16,81.53,80.0,81.33,79.6630004437004,805000,0.0,1.0
2013-05-22,82.75,83.92,81.45,81.95,80.2702924672476,1826100,0.0,1.0
2013-05-21,83.58,84.73,82.69,82.7,81.0049199150869,1466100,0.0,1.0
2013-05-20,83.1,84.94,83.0,84.16,82.4349946802142,1765800,0.0,1.0
2013-05-17,81.42,83.33,81.42,83.2,81.4946715469799,1158300,0.0,1.0
2013-05-16,80.77,81.56,80.14,81.0,79.3397643666511,2049200,0.0,1.0
2013-05-15,81.7,82.28,80.51,81.04,79.3789444972025,1143200,0.0,1.0
2013-05-14,82.05,83.76,82.05,82.51,80.8188142949676,1095200,0.0,1.0
2013-05-13,81.86,82.25,80.81,81.45,79.7805408353547,1221500,0.0,1.0
2013-05-10,81.76,82.005,80.29,81.48,79.8099259332682,1646900,0.0,1.0
2013-05-09,84.31,84.54,82.54,82.81,81.1126652741034,1198700,0.0,1.0
2013-05-08,83.63,85.93,83.39,84.33,82.6015102350578,1103100,0.0,1.0
2013-05-07,83.25,84.75,82.65,83.47,81.759137428202,1932500,0.0,1.0
2013-05-06,83.51,84.1575,82.21,82.57,80.8775844907948,1321000,0.0,1.0
2013-05-03,81.34,83.7799,80.54,83.29,81.5828268407206,2139900,0.0,1.0
2013-05-02,82.55,82.55,78.74,80.14,78.4973915597953,3883700,0.0,1.0
2013-05-01,84.88,84.95,80.01,83.74,82.0236033094242,973100,0.0,1.0
2013-04-30,86.49,87.05,85.1,86.13,84.3646161098723,725400,0.0,1.0
2013-04-29,85.55,86.79,84.95,86.16,84.3940012077859,988800,0.0,1.0
2013-04-26,86.3,86.34,84.05,85.08,83.3361376828972,927200,0.0,1.0
2013-04-25,87.28,87.8,86.15,86.44,84.6682621216459,1034600,0.0,1.0
2013-04-24,84.46,87.42,84.46,86.72,84.9425230355059,930900,0.0,1.0
2013-04-23,85.07,85.348,83.58,84.39,82.660280430885,1216400,0.0,1.0
2013-04-22,82.84,85.535,82.02,85.21,83.4634731071893,1320600,0.0,1.0
2013-04-19,82.3,82.74,80.11,82.7,81.0049199150869,1405700,0.0,1.0
2013-04-18,81.24,82.92,79.45,82.39,80.7012739033133,1362700,0.0,1.0
2013-04-17,82.1,82.1,78.58,81.16,79.4964848888568,2215800,0.0,1.0
2013-04-16,81.95,83.9,80.835,83.48,81.7689324608399,1607200,0.0,1.0
2013-04-15,85.34,85.39,80.19,80.5,78.8500127347582,1687500,0.0,1.0
2013-04-12,88.75,88.95,85.735,86.5,84.727032317473,1754700,0.0,1.0
2013-04-11,91.18,91.98,90.01,90.11,88.2630390997398,592200,0.0,1.0
2013-04-10,92.72,93.11,90.97,91.01,89.1445920371471,718700,0.0,1.0
2013-04-09,91.83,92.59,91.25,92.14,90.251430725225,708200,0.0,1.0
2013-04-08,89.04,91.91,89.02,91.85,89.9673747787271,852500,0.0,1.0
2013-04-05,88.42,89.87,87.82,89.23,87.4010762276083,992800,0.0,1.0
2013-04-04,91.01,91.17,88.76,89.68,87.8418526963119,834500,0.0,1.0
2013-04-03,94.01,94.25,90.72,91.07,89.2033622329742,827400,0.0,1.0
2013-04-02,97.51,97.51,93.4101,94.02,92.0928968611424,970600,0.0,1.0
2013-04-01,97.49,97.62,95.76,97.35,95.3546427295491,514000,0.0,1.0
2013-03-28,98.18,98.87,97.29,97.43,95.433002990652,660000,0.0,1.0
2013-03-27,97.74,99.39,97.28,98.36,96.3439410259728,1359000,0.0,1.0
2013-03-26,97.75,98.84,97.02,98.69,96.6671771030221,1407500,0.0,1.0
2013-03-25,95.46,97.47,95.1,97.16,95.1685371094298,1336400,0.0,1.0
2013-03-22,94.11,95.07,93.55,94.93,92.9842448311875,1155100,0.0,1.0
2013-03-21,94.23,94.99,93.33,93.45,91.5345800007845,586000,0.0,1.0
2013-03-20,94.02,95.64,93.86,94.7,92.7589590805167,882500,0.0,1.0
2013-03-19,96.39,96.475,92.53,93.01,91.1035985647187,722100,0.0,1.0
2013-03-18,94.99,97.27,94.535,96.38,94.4045245636769,1061300,0.0,1.0
2013-03-15,96.7,97.95,95.9,96.19,94.2184189435576,1111300,0.0,1.0
2013-03-14,94.18,97.0,94.15,96.82,94.8355059997427,1226200,0.0,1.0
2013-03-13,91.34,95.39,91.01,94.09,92.1614620896074,1519900,0.0,1.0
2013-03-12,91.73,91.99,90.8,91.48,89.6049585711264,791100,0.0,1.0
2013-03-11,91.96,92.29,90.55,91.36,89.4874181794721,667200,0.0,1.0
2013-03-08,91.25,92.82,90.16,92.5,90.6040519001879,792000,0.0,1.0
2013-03-07,88.63,91.385,88.29,90.92,89.0564367434064,1035600,0.0,1.0
2013-03-06,89.22,89.3625,87.71,87.93,86.1277219846868,792600,0.0,1.0
2013-03-05,89.09,89.6,88.26,88.89,87.0680451179211,922900,0.0,1.0
2013-03-04,88.13,89.275,87.17,88.22,86.4117779311846,1235400,0.0,1.0
2013-03-01,89.12,89.24,87.715,88.39,86.5782934860282,1304200,0.0,1.0
2013-02-28,89.74,90.63,89.1,89.96,88.116113610172,1182100,0.0,1.0
2013-02-27,89.23,90.758,88.81,89.5,87.6655421088305,988900,0.0,1.0
