,CXO_Open,CXO_High,CXO_Low,CXO_Close,CXO_Adj Close,CXO_Volume,CXO_Dividend Amount,CXO_Split Coefficient
2020-08-12,53.72,54.19,52.27,52.87,52.6287497148072,1468122,0.0,1.0
2020-08-11,54.97,56.06,52.83,52.94,52.698430298882,2165100,0.0,1.0
2020-08-10,51.33,53.425,51.19,53.23,52.9871070043349,4779561,0.0,1.0
2020-08-07,51.01,51.36,49.9,51.27,51.0360506502396,2318314,0.0,1.0
2020-08-06,52.25,52.8,51.24,51.62,51.3844535706137,1344042,0.2,1.0
2020-08-05,52.65,54.46,52.26,52.59,52.1479817305785,1920057,0.0,1.0
2020-08-04,50.76,52.24,50.3,51.47,51.0373953160843,2555517,0.0,1.0
2020-08-03,52.44,52.44,50.52,50.74,50.3135309566372,2360109,0.0,1.0
2020-07-31,50.15,52.57,50.0,52.54,52.0984019799314,3059039,0.0,1.0
2020-07-30,52.41,52.41,48.22,50.75,50.3234469067666,3171907,0.0,1.0
2020-07-29,51.91,52.98,51.14,52.98,52.5347037856255,1582172,0.0,1.0
2020-07-28,52.86,53.61,51.605,51.75,51.3150419197078,1947324,0.0,1.0
2020-07-27,53.53,53.53,52.265,52.68,52.2372252817432,1214420,0.0,1.0
2020-07-24,53.43,54.12,52.535,53.46,53.0106693918373,855354,0.0,1.0
2020-07-23,53.17,54.135,52.92,53.28,52.8321822895079,1459815,0.0,1.0
2020-07-22,53.73,54.3,52.33,53.88,53.4271392972726,1246472,0.0,1.0
2020-07-21,51.82,54.91,51.71,54.43,53.9725165543903,1957995,0.0,1.0
2020-07-20,50.95,51.72,50.4,50.77,50.3432788070254,2452214,0.0,1.0
2020-07-17,51.53,52.0,50.35,50.44,50.0160524527548,1794408,0.0,1.0
2020-07-16,51.66,52.45,50.88,51.29,50.8589082137549,1087242,0.0,1.0
2020-07-15,51.77,52.67,51.06,52.05,51.6125204235902,2123136,0.0,1.0
2020-07-14,48.63,50.77,48.51,50.72,50.2936990563784,1925845,0.0,1.0
2020-07-13,49.99,50.41,48.77,49.04,48.6278194346371,2632805,0.0,1.0
2020-07-10,47.56,49.27,47.41,49.24,48.8261384372254,2012085,0.0,1.0
2020-07-09,50.05,50.76,47.43,47.56,47.1602588154842,1831721,0.0,1.0
2020-07-08,50.89,51.0,49.87,50.52,50.0953800537902,1440037,0.0,1.0
2020-07-07,51.22,51.87,50.57,50.68,50.2540352558607,2844888,0.0,1.0
2020-07-06,52.27,52.73,51.04,51.8,51.3646216703549,1754696,0.0,1.0
2020-07-02,52.02,52.56,51.2,51.47,51.0373953160843,2084162,0.0,1.0
2020-07-01,51.9,52.93,50.78,50.87,50.4424383083196,1902983,0.0,1.0
2020-06-30,49.66,51.86,49.48,51.5,51.0671431664725,2486511,0.0,1.0
2020-06-29,50.78,51.16,49.83,50.0,49.5797506470607,2160493,0.0,1.0
2020-06-26,51.1,51.5,49.91,50.3,49.8772291509431,3106926,0.0,1.0
2020-06-25,51.05,52.51,50.42,51.76,51.3249578698372,4170542,0.0,1.0
2020-06-24,54.11,54.11,51.57,51.61,51.1762186178961,3669053,0.0,1.0
2020-06-23,56.8,56.96,54.56,54.77,54.3096588587903,6684304,0.0,1.0
2020-06-22,55.68,57.44,54.65,56.15,55.6780599766492,4372940,0.0,1.0
2020-06-19,58.12,58.18,55.39,55.5,55.0335232182374,3930889,0.0,1.0
2020-06-18,56.41,57.72,55.7,56.99,56.5109997875198,2907393,0.0,1.0
2020-06-17,57.96,58.03,56.78,56.93,56.4515040867433,2610627,0.0,1.0
2020-06-16,60.55,60.55,56.01,58.08,57.5918383516257,4055310,0.0,1.0
2020-06-15,55.17,57.26,54.28,57.03,56.5506635880375,5469487,0.0,1.0
2020-06-12,60.41,60.81,56.46,58.0,57.5125107505904,3157928,0.0,1.0
2020-06-11,56.19,60.64,55.68,57.89,57.4034352991669,2745299,0.0,1.0
2020-06-10,63.46,64.25,61.3,61.34,60.8244380938141,4445906,0.0,1.0
2020-06-09,67.64,67.98,64.33,64.98,64.4338439409201,4387204,0.0,1.0
2020-06-08,73.61,73.72,69.12,72.33,71.722067286038,2395994,0.0,1.0
2020-06-05,68.8,71.43,67.53,70.25,69.6595496591203,3843117,0.0,1.0
2020-06-04,63.32,65.1,62.9,64.33,63.7893071825083,2069519,0.0,1.0
2020-06-03,60.95,64.37,60.43,64.25,63.709979581473,3755541,0.0,1.0
2020-06-02,56.71,59.73,56.71,59.53,59.0296511203905,3001602,0.0,1.0
2020-06-01,54.48,56.78,53.41,56.62,56.1441096327315,2378924,0.0,1.0
2020-05-29,54.42,55.13,53.0,54.52,54.061760105555,3236945,0.0,1.0
2020-05-28,55.13,56.73,53.95,54.94,54.4782300109903,2570098,0.0,1.0
2020-05-27,56.98,56.98,53.8,55.0,54.5377257117668,2539513,0.0,1.0
2020-05-26,58.04,58.04,55.78,56.0,55.529320724708,1843617,0.0,1.0
2020-05-22,56.6,56.8,55.04,55.83,55.360749572508,1980390,0.0,1.0
2020-05-21,58.4,58.64,56.53,56.72,56.2432691340257,1559720,0.0,1.0
2020-05-20,57.8,59.68,57.69,58.1,57.6116702518846,1444789,0.0,1.0
2020-05-19,59.3,59.55,57.3,57.33,56.8481420919198,1943535,0.0,1.0
2020-05-18,57.57,59.88,56.68,59.27,58.7718364170258,2009005,0.0,1.0
2020-05-15,54.68,56.31,54.07,54.26,53.8039454021903,2223502,0.0,1.0
2020-05-14,53.08,55.62,51.66,54.85,54.3889864598256,1393766,0.0,1.0
2020-05-13,55.51,55.51,53.2,53.97,53.5163828484373,2069876,0.0,1.0
2020-05-12,56.49,57.13,54.81,55.7,55.2318422208256,2033449,0.0,1.0
2020-05-11,57.93,58.81,56.31,56.42,55.9457906301433,1580811,0.0,1.0
2020-05-08,58.35,59.09,56.98,58.64,58.1471315588728,2067722,0.0,1.0
2020-05-07,59.49,60.71,56.3,57.19,56.709318790108,2036808,0.2,1.0
2020-05-06,58.75,59.7,57.64,57.74,57.055167571717,1520948,0.0,1.0
2020-05-05,61.27,63.19,57.77,58.12,57.4306605346067,2280939,0.0,1.0
2020-05-04,55.59,57.74,54.8,57.72,57.0354047841965,2105398,0.0,1.0
2020-05-01,59.83,60.99,54.73,56.73,56.0571468019312,4104165,0.0,1.0
2020-04-30,59.3,59.77,56.0,56.72,56.0472654081709,2430834,0.0,1.0
2020-04-29,56.44,59.52,55.33,59.29,58.5867836045567,2015686,0.0,1.0
2020-04-28,55.32,55.63,53.36,54.04,53.3990518804224,2257301,0.0,1.0
2020-04-27,52.11,54.53,50.37,53.85,53.2113053989775,2722714,0.0,1.0
2020-04-24,54.67,55.0,52.22,53.09,52.4603194731981,2289540,0.0,1.0
2020-04-23,55.97,56.34,53.81,53.98,53.3397635178608,2804362,0.0,1.0
2020-04-22,52.46,54.3,52.28,53.13,52.4998450482391,2261089,0.0,1.0
2020-04-21,48.28,51.13,47.57,49.61,49.021594444629,2417199,0.0,1.0
2020-04-20,48.64,53.31,48.64,50.57,49.9702082456136,2851660,0.0,1.0
2020-04-17,47.07,52.12,46.63,51.94,51.3239591907686,2352937,0.0,1.0
2020-04-16,48.73,49.07,44.77,46.0,45.4544112971767,2961512,0.0,1.0
2020-04-15,47.99,49.68,46.28,49.17,48.5868131191778,3614110,0.0,1.0
2020-04-14,52.35,52.35,50.28,51.17,50.5630918712289,1866695,0.0,1.0
2020-04-13,54.48,54.74,50.68,52.05,51.4326545221314,1985800,0.0,1.0
2020-04-09,54.57,55.42,49.22,52.74,52.1144706915891,3320807,0.0,1.0
2020-04-08,50.22,53.0,49.2,52.13,51.5117056722135,1916996,0.0,1.0
2020-04-07,50.37,52.58,48.59,48.83,48.2508457313291,3099869,0.0,1.0
2020-04-06,48.86,48.86,45.11,48.04,47.4702156242689,3336349,0.0,1.0
2020-04-03,48.87,49.3,45.66,47.78,47.2132993865022,2621179,0.0,1.0
2020-04-02,43.81,51.03,43.3,46.68,46.1263460728741,3050077,0.0,1.0
2020-04-01,41.44,42.42,40.38,41.64,41.1461236177052,2184339,0.0,1.0
2020-03-31,42.76,45.22,42.07,42.85,42.3417722626961,2843540,0.0,1.0
2020-03-30,40.56,42.25,38.95,41.08,40.5927655671308,3406962,0.0,1.0
2020-03-27,42.84,43.92,41.35,42.11,41.6105491244372,2510488,0.0,1.0
2020-03-26,43.74,46.57,42.81,44.8,44.268644045946,2308612,0.0,1.0
2020-03-25,44.57,46.29,41.48,43.76,43.2409790948794,2480041,0.0,1.0
2020-03-24,41.46,44.75,37.97,44.25,43.7251673891319,4779197,0.0,1.0
2020-03-23,40.5,41.26,36.94,38.03,37.5789404702528,3189333,0.0,1.0
2020-03-20,41.55,44.14,39.55,40.56,40.0789330915975,4179202,0.0,1.0
2020-03-19,36.0,42.24,35.67,40.25,39.7726098850296,3602833,0.0,1.0
2020-03-18,33.97,36.75,33.13,36.0,35.5730175369209,3496834,0.0,1.0
2020-03-17,40.52,40.52,35.71,37.99,37.5394148952118,4384167,0.0,1.0
2020-03-16,37.49,46.0,36.35,40.09,39.6145075848655,5043971,0.0,1.0
2020-03-13,43.77,46.93,38.84,46.87,46.3140925543189,5409188,0.0,1.0
2020-03-12,42.2,42.2,37.52,39.53,39.0611495342912,5778841,0.0,1.0
2020-03-11,47.8,50.1,44.54,46.32,45.7706158975049,5220772,0.0,1.0
2020-03-10,51.19,51.81,45.58,50.3,49.7034106140867,6649860,0.0,1.0
2020-03-09,36.0,50.44,34.2,47.79,47.2231807802625,9685965,0.0,1.0
2020-03-06,61.96,62.79,57.0,58.0,57.3120838094837,4668967,0.0,1.0
2020-03-05,66.7,67.85,63.91,64.98,64.2092966541422,2281155,0.0,1.0
2020-03-04,69.18,69.18,66.47,68.69,67.8752937391971,1548874,0.0,1.0
2020-03-03,69.18,69.8,66.28,67.59,66.788340425569,2180023,0.0,1.0
2020-03-02,69.02,70.46,66.37,69.06,68.2409053083266,3288562,0.0,1.0
2020-02-28,61.43,68.14,61.42,68.02,67.21324035726,3787197,0.0,1.0
2020-02-27,65.43,68.44,63.53,64.49,63.7251083598897,2919795,0.2,1.0
2020-02-26,71.63,72.55,68.25,68.56,67.5373848995832,2263535,0.0,1.0
2020-02-25,75.16,75.54,70.43,71.14,70.0789025927122,2601453,0.0,1.0
2020-02-24,75.58,75.89,73.34,74.59,73.4774436939893,3905344,0.0,1.0
2020-02-21,80.53,80.53,78.08,79.38,78.1959978606901,2133424,0.0,1.0
2020-02-20,81.94,82.5,80.37,81.34,80.1267632399664,2382644,0.0,1.0
2020-02-19,79.38,82.9,78.09,82.45,81.2202068986382,3813493,0.0,1.0
2020-02-18,77.07,77.48,76.14,76.64,75.496866667212,1846801,0.0,1.0
2020-02-14,78.85,79.23,76.8,77.93,76.7676255137765,878938,0.0,1.0
2020-02-13,78.22,79.54,77.55,78.64,77.4670354215756,1577146,0.0,1.0
2020-02-12,80.25,81.02,78.65,79.14,77.9595776101664,1060339,0.0,1.0
2020-02-11,78.82,79.24,77.57,78.17,77.0040457643001,949224,0.0,1.0
2020-02-10,78.17,78.28,76.75,77.29,76.1371715123801,1236663,0.0,1.0
2020-02-07,79.52,79.75,78.29,79.09,77.9103233913074,1088206,0.0,1.0
2020-02-06,82.35,82.35,80.46,80.46,79.2598889880464,1719967,0.0,1.0
2020-02-05,78.39,82.185,78.2,81.77,80.5503495221545,2729958,0.0,1.0
2020-02-04,76.39,77.15,75.89,76.18,75.0437278537084,2088369,0.0,1.0
2020-02-03,75.87,76.35,74.79,75.62,74.4920806024866,1788939,0.0,1.0
2020-01-31,76.94,77.16,75.27,75.78,74.6496941028357,1731820,0.0,1.0
2020-01-30,77.06,78.52,76.74,78.45,77.279869389911,1802037,0.0,1.0
2020-01-29,80.75,81.04,78.03,78.1,76.9350898578974,1380497,0.0,1.0
2020-01-28,79.68,80.73,78.8,80.18,78.9840653624355,2254472,0.0,1.0
2020-01-27,80.12,80.12,78.16,78.8,77.6246489219246,2081593,0.0,1.0
2020-01-24,83.93,83.93,80.59,82.55,81.3187153363563,2330686,0.0,1.0
2020-01-23,85.42,85.58,83.9,84.17,82.9145520273908,2476340,0.0,1.0
2020-01-22,87.96,87.96,85.95,86.17,84.8847207817544,3285934,0.0,1.0
2020-01-21,89.5,89.94,88.07,88.1,86.7859336297152,1668351,0.0,1.0
2020-01-17,89.97,90.52,89.45,90.1,88.7561023840788,1614490,0.0,1.0
2020-01-16,89.11,91.06,89.02,89.78,88.4408753833806,1544825,0.0,1.0
2020-01-15,88.81,89.37,87.95,88.44,87.120862317957,1876869,0.0,1.0
2020-01-14,89.04,90.46,88.59,89.65,88.312814414347,2338326,0.0,1.0
2020-01-13,89.34,89.34,87.62,88.8,87.4754926937425,1719390,0.0,1.0
2020-01-10,89.91,90.46,88.96,89.08,87.7513163193534,1977405,0.0,1.0
2020-01-09,90.72,90.96,88.82,90.35,89.0023734783743,2041895,0.0,1.0
2020-01-08,92.81,93.05,90.53,90.86,89.504766510737,2696233,0.0,1.0
2020-01-07,91.63,93.34,90.98,93.11,91.721206359396,1784631,0.0,1.0
2020-01-06,90.84,92.48,89.61,91.93,90.5588067943215,2258592,0.0,1.0
2020-01-03,88.41,90.4,87.97,90.2,88.854610821797,2580847,0.0,1.0
2020-01-02,88.1,88.63,85.94,86.95,85.6530865959562,1370589,0.0,1.0
2019-12-31,85.0,87.7,84.63,87.57,86.2638389098089,1179258,0.0,1.0
2019-12-30,85.83,86.87,85.25,85.53,84.2542667803581,1132829,0.0,1.0
2019-12-27,86.42,86.8,85.26,85.37,84.096653280009,1335276,0.0,1.0
2019-12-26,86.0,87.12,85.67,86.06,84.7763615002644,1026913,0.0,1.0
2019-12-24,85.72,86.1,84.94,85.52,84.2444159365862,381481,0.0,1.0
2019-12-23,83.55,86.09,83.55,85.64,84.362626061848,1594867,0.0,1.0
2019-12-20,83.55,84.41,82.16,83.51,82.2643963384509,2824206,0.0,1.0
2019-12-19,80.99,82.89,80.72,82.45,81.2202068986382,1352393,0.0,1.0
2019-12-18,80.59,82.33,80.34,81.12,79.9100446769864,1336212,0.0,1.0
2019-12-17,80.83,81.95,80.17,80.73,79.5258617698855,1500955,0.0,1.0
2019-12-16,79.39,81.36,79.39,80.73,79.5258617698855,1480326,0.0,1.0
2019-12-13,80.46,81.02,78.64,78.75,77.5753947030656,1298770,0.0,1.0
2019-12-12,77.79,80.51,77.72,79.92,78.7279434243682,1806524,0.0,1.0
2019-12-11,76.74,78.33,76.1,77.79,76.6297137009711,1221935,0.0,1.0
2019-12-10,76.79,77.27,76.13,76.67,75.5264191985274,1209537,0.0,1.0
2019-12-09,75.56,77.14,75.34,76.58,75.4377616045811,1100446,0.0,1.0
2019-12-06,73.03,76.69,73.03,76.5,75.3589548544065,1635704,0.0,1.0
2019-12-05,74.57,75.4,72.94,73.4,72.305193285143,1661444,0.0,1.0
2019-12-04,72.05,74.82,71.56,73.88,72.7780337861903,2111396,0.0,1.0
2019-12-03,72.85,72.94,71.01,71.07,70.0099466863094,1711240,0.0,1.0
2019-12-02,73.5,73.95,72.35,73.52,72.4234034104048,1122298,0.0,1.0
2019-11-29,72.4,73.22,72.0,72.56,71.4777224083103,674391,0.0,1.0
2019-11-27,72.78,74.0,72.23,73.72,72.6204202858412,1018572,0.0,1.0
2019-11-26,74.86,74.86,72.63,72.8,71.7141426588339,3519412,0.0,1.0
2019-11-25,73.17,74.93,72.65,74.85,73.7335656320566,1533237,0.0,1.0
2019-11-22,73.04,74.39,72.51,73.35,72.2559390662839,1343972,0.0,1.0
2019-11-21,72.16,73.16,71.4,72.76,71.6747392837467,1084154,0.0,1.0
2019-11-20,70.98,73.69,70.39,72.03,70.955627688404,1374213,0.0,1.0
2019-11-19,71.95,71.95,69.8,70.92,69.8621840297322,1462686,0.0,1.0
2019-11-18,72.26,72.57,71.42,71.95,70.8768209382294,1639803,0.0,1.0
2019-11-15,71.93,73.46,71.93,73.16,72.0687730346194,1410319,0.0,1.0
2019-11-14,72.1,73.21,71.0,71.62,70.5517430937594,1201604,0.0,1.0
2019-11-13,71.89,73.22,71.02,71.84,70.7684616567394,1422980,0.0,1.0
2019-11-12,72.92,73.43,71.55,72.26,71.1821970951558,1719047,0.0,1.0
2019-11-11,71.45,73.35,71.2,72.19,71.1132411887531,1398840,0.0,1.0
2019-11-08,71.64,73.05,70.87,72.75,71.6648884399748,1249489,0.0,1.0
2019-11-07,72.56,73.63,71.98,72.68,71.5959325335721,1634212,0.125,1.0
2019-11-06,72.34,73.18,70.17,71.66,70.4699474672863,1900820,0.0,1.0
2019-11-05,71.7,74.3,71.36,72.71,71.5025101918279,1979672,0.0,1.0
2019-11-04,70.63,73.25,70.63,71.47,70.2831027837978,2548381,0.0,1.0
2019-11-01,68.11,70.09,67.16,69.3,68.1491398197452,1943308,0.0,1.0
2019-10-31,66.47,67.57,65.03,67.52,66.3987001533794,2610328,0.0,1.0
2019-10-30,73.58,73.95,66.61,66.83,65.720158934395,4927114,0.0,1.0
2019-10-29,64.53,66.65,63.92,66.42,65.3169677752882,2878255,0.0,1.0
2019-10-28,66.42,67.14,64.66,65.0,63.9205496144796,2070751,0.0,1.0
2019-10-25,65.71,66.76,65.2,65.82,64.726931932693,1457216,0.0,1.0
2019-10-24,65.71,66.16,64.37,65.84,64.7465997941129,1406999,0.0,1.0
2019-10-23,64.75,66.14,63.79,65.44,64.3532425657161,1209266,0.0,1.0
2019-10-22,63.6,65.91,63.3,65.05,63.9697192680292,1679682,0.0,1.0
2019-10-21,62.26,63.98,62.21,63.38,62.3274528394726,1497042,0.0,1.0
2019-10-18,63.46,64.22,62.24,62.45,61.41289728345,1863332,0.0,1.0
2019-10-17,64.98,64.98,62.79,63.14,62.0914385024345,2815578,0.0,1.0
2019-10-16,65.61,66.66,64.67,64.77,63.6943692081515,1424191,0.0,1.0
2019-10-15,65.61,67.21,64.97,66.32,65.218628468189,1262576,0.0,1.0
2019-10-14,64.46,66.05,64.27,65.82,64.726931932693,1837818,0.0,1.0
2019-10-11,65.02,66.66,63.99,65.74,64.6482604870137,1603001,0.0,1.0
2019-10-10,63.34,65.01,62.76,64.19,63.1240012269761,1978708,0.0,1.0
2019-10-09,62.91,63.33,62.04,63.16,62.1111063638543,2018065,0.0,1.0
2019-10-08,62.31,62.86,61.37,61.95,60.921200747954,2496724,0.0,1.0
2019-10-07,64.91,65.25,63.19,63.27,62.2192796016635,2057154,0.0,1.0
2019-10-04,64.88,65.69,63.64,64.6,63.5271923860828,1999000,0.0,1.0
2019-10-03,62.71,65.27,62.56,64.9,63.8222103073804,2453888,0.0,1.0
2019-10-02,64.21,65.86,62.97,63.1,62.0521027795948,2991998,0.0,1.0
2019-10-01,68.6,68.76,64.5,64.5,63.4288530789836,2304256,0.0,1.0
