,VAC_Open,VAC_High,VAC_Low,VAC_Close,VAC_Adj Close,VAC_Volume,VAC_Dividend Amount,VAC_Split Coefficient
2022-01-11,169.01,170.37,167.49,169.47,157.84378503943,258347,0.0,1.0
2022-01-10,172.06,172.06,166.905,168.29,156.744737028888,257619,0.0,1.0
2022-01-07,170.36,174.74,170.32,172.06,160.256102282907,289020,0.0,1.0
2022-01-06,170.01,170.69,166.875,169.67,158.03006436325,233617,0.0,1.0
2022-01-05,173.88,173.88,168.19,168.57,157.005528082237,227357,0.0,1.0
2022-01-04,171.93,174.73,171.33,172.57,160.73111455865,327047,0.0,1.0
2022-01-03,169.7,172.53,169.01,170.3,158.616844233286,253878,0.0,1.0
2021-12-31,167.59,170.4,167.59,168.98,157.387400696069,185713,0.0,1.0
2021-12-30,170.0,172.0,168.63,168.64,157.070725845574,217372,0.0,1.0
2021-12-29,168.3,170.53,167.0,169.78,158.132517991352,249734,0.0,1.0
2021-12-28,167.04,171.2999,166.38,168.47,156.912388420327,200198,0.0,1.0
2021-12-27,165.45,167.83,163.98,167.49,155.999619733605,377756,0.0,1.0
2021-12-23,165.87,166.879,163.14,166.54,155.114792945457,819526,0.0,1.0
2021-12-22,156.44,164.54,156.44,163.59,152.367172919103,570728,0.54,1.0
2021-12-21,151.72,160.31,150.07,159.81,148.356777579978,627799,0.0,1.0
2021-12-20,146.52,150.43,145.455,148.99,138.312222587078,213476,0.0,1.0
2021-12-17,147.65,150.83,145.17,149.8,139.064171713164,919003,0.0,1.0
2021-12-16,150.2,153.139,146.23,146.27,135.787158855036,439904,0.0,1.0
2021-12-15,154.89,154.89,149.36,150.88,140.066770547945,451128,0.0,1.0
2021-12-14,153.22,157.07,153.22,155.26,144.132865822335,406898,0.0,1.0
2021-12-13,159.21,159.62,153.39,155.56,144.411365498663,418274,0.0,1.0
2021-12-10,162.49,164.93,159.64,161.32,149.758559284163,211011,0.0,1.0
2021-12-09,159.23,162.64,159.23,161.21,149.656442736176,185290,0.0,1.0
2021-12-08,159.68,164.1,158.79,162.0,150.389825217173,230884,0.0,1.0
2021-12-07,160.0,161.61,157.21,158.16,146.825029360173,261631,0.0,1.0
2021-12-06,152.52,159.14,151.3,157.37,146.091646879176,360331,0.0,1.0
2021-12-03,155.26,156.37,148.65,150.35,139.574754453099,286633,0.0,1.0
2021-12-02,148.48,155.93,147.49,154.51,143.436616631515,624506,0.0,1.0
2021-12-01,156.25,157.93,146.87,146.99,136.455558078224,456818,0.0,1.0
2021-11-30,153.06,155.0,150.54,152.65,141.709918638281,314454,0.0,1.0
2021-11-29,159.11,159.49,153.87,156.17,144.977648173864,293621,0.0,1.0
2021-11-26,158.7,158.97,152.045,156.14,144.949798206231,426341,0.0,1.0
2021-11-24,164.36,167.09,163.83,166.4,154.474487136652,119757,0.0,1.0
2021-11-23,166.48,167.7,164.75,166.59,154.650870264993,132849,0.0,1.0
2021-11-22,168.63,168.63,162.96,164.95,153.128405367733,255544,0.0,1.0
2021-11-19,168.73,169.675,165.395,167.66,155.64418577723,195260,0.0,1.0
2021-11-18,169.89,171.78,168.72,171.08,158.81908208737,218327,0.0,1.0
2021-11-17,168.77,169.44,166.48,168.76,156.6653512571,271259,0.0,1.0
2021-11-16,170.45,170.61,167.45,170.0,157.816483252589,229799,0.0,1.0
2021-11-15,169.27,169.94,168.29,169.4,157.259483899933,187032,0.0,1.0
2021-11-12,167.32,169.52,167.32,168.19,156.136201872076,139288,0.0,1.0
2021-11-11,168.34,168.91,166.51,167.52,155.51421926161,145789,0.0,1.0
2021-11-10,170.0,172.13,167.39,168.72,156.628217966923,253093,0.0,1.0
2021-11-09,169.24,170.51,165.48,169.63,157.473000318451,371339,0.0,1.0
2021-11-08,172.0,172.0,166.31,168.1,156.052651969178,388270,0.0,1.0
2021-11-05,168.27,174.04,168.27,170.49,158.271366057258,520474,0.0,1.0
2021-11-04,164.7,166.04,162.45,163.28,151.57809050284,356588,0.0,1.0
2021-11-03,160.85,165.25,160.42,163.16,151.466690632308,299357,0.0,1.0
2021-11-02,162.52,163.03,159.56,162.0,150.389825217173,388449,0.0,1.0
2021-11-01,157.83,163.41,157.83,163.27,151.568807180295,317826,0.0,1.0
2021-10-29,157.13,159.115,155.78,157.22,145.952397041012,210799,0.0,1.0
2021-10-28,157.96,159.07,155.63,157.57,146.277313330062,263250,0.0,1.0
2021-10-27,153.93,159.16,152.83,156.4,145.191164592382,388762,0.0,1.0
2021-10-26,155.8,156.83,153.24,153.79,142.768217408327,265525,0.0,1.0
2021-10-25,155.01,156.97,154.24,154.7,143.612999759856,273839,0.0,1.0
2021-10-22,156.49,157.42,154.66,155.58,144.429932143752,158887,0.0,1.0
2021-10-21,154.35,156.65,154.35,156.29,145.089048044395,192836,0.0,1.0
2021-10-20,154.62,156.19,153.35,154.95,143.845082823463,233171,0.0,1.0
2021-10-19,157.4,158.43,154.84,154.95,143.845082823463,166764,0.0,1.0
2021-10-18,158.33,159.82,156.25,156.58,145.358264398179,217606,0.0,1.0
2021-10-15,160.11,161.9599,158.99,159.56,148.124694516371,242383,0.0,1.0
2021-10-14,155.71,158.86,154.72,158.32,146.973562520882,241999,0.0,1.0
2021-10-13,157.97,159.0331,153.365,153.64,142.628967570163,382992,0.0,1.0
2021-10-12,157.5,159.505,157.5,157.99,146.667212876921,489051,0.0,1.0
2021-10-11,158.74,160.56,157.12,157.85,146.537246361301,163641,0.0,1.0
2021-10-08,163.02,163.96,158.7,158.71,147.335612100108,297731,0.0,1.0
2021-10-07,162.58,163.49,161.1782,162.65,150.993241182551,490279,0.0,1.0
2021-10-06,159.75,161.17,157.31,160.86,149.331526447126,262367,0.0,1.0
2021-10-05,163.85,165.19,161.4,161.71,150.120608863389,330940,0.0,1.0
2021-10-04,166.19,166.7,161.44,162.9,151.225324246157,413138,0.0,1.0
2021-10-01,159.0,166.24,159.0,165.54,153.676121397845,249576,0.0,1.0
2021-09-30,163.14,163.14,157.22,157.33,146.054513588999,287609,0.0,1.0
2021-09-29,165.47,165.47,161.94,162.7,151.039657795272,269505,0.0,1.0
2021-09-28,164.84,166.47,162.27,163.62,151.893723469345,534471,0.0,1.0
2021-09-27,163.49,169.4399,163.49,165.62,153.750387978199,382264,0.0,1.0
2021-09-24,158.4,162.56,157.7276,162.11,150.49194176516,486187,0.0,1.0
2021-09-23,155.34,158.68,155.34,158.49,147.131379004134,377671,0.0,1.0
2021-09-22,151.65,155.82,151.65,154.39,143.325216760984,429513,0.54,1.0
2021-09-21,153.89,154.89,151.451,151.64,140.281648935878,201853,0.0,1.0
2021-09-20,151.69,153.55,149.08,152.64,141.206745539254,398279,0.0,1.0
2021-09-17,153.85,156.35,152.89,154.65,143.066189712039,526293,0.0,1.0
2021-09-16,155.62,156.9,153.85,154.23,142.677649138621,332464,0.0,1.0
2021-09-15,155.97,156.72,153.9,155.35,143.713757334401,530604,0.0,1.0
2021-09-14,156.36,157.75,154.811,156.64,144.907131952756,458470,0.0,1.0
2021-09-13,150.0,156.105,149.285,155.9,144.222560466258,336270,0.0,1.0
2021-09-10,151.25,154.24,148.76,148.93,137.77463714073,349643,0.0,1.0
2021-09-09,148.69,151.305,147.82,150.42,139.15303107976,146405,0.0,1.0
2021-09-08,151.97,153.14,148.56,148.97,137.811641004865,119979,0.0,1.0
2021-09-07,148.31,152.4,148.31,151.86,140.485170188621,180839,0.0,1.0
2021-09-03,149.56,151.36,147.06,149.27,138.089169985878,443039,0.0,1.0
2021-09-02,151.22,153.35,149.45,151.0,139.689587109718,261177,0.0,1.0
2021-09-01,150.83,150.83,148.3,150.61,139.328799434401,177603,0.0,1.0
2021-08-31,150.23,150.31,148.06,149.55,138.348197034823,488007,0.0,1.0
2021-08-30,155.4,155.4,149.77,150.14,138.894004030815,395981,0.0,1.0
2021-08-27,149.2,155.12,149.2,154.63,143.047687779971,304212,0.0,1.0
2021-08-26,151.24,152.84,148.76,149.59,138.385200898958,217263,0.0,1.0
2021-08-25,150.34,153.03,148.87,151.56,140.207641207608,352415,0.0,1.0
2021-08-24,146.56,151.38,146.56,150.34,139.07902335149,358854,0.0,1.0
2021-08-23,143.04,145.64,142.69,144.99,134.12975652343,198637,0.0,1.0
2021-08-20,138.74,141.43,137.135,141.18,130.605138464569,220606,0.0,1.0
2021-08-19,141.01,141.6364,137.27,138.86,128.458914344738,309961,0.0,1.0
2021-08-18,141.78,144.13,140.25,143.09,132.372072977016,307412,0.0,1.0
2021-08-17,144.39,145.13,141.02,141.98,131.34521574727,219271,0.0,1.0
2021-08-16,146.1,147.47,144.785,145.88,134.953092500434,228406,0.0,1.0
2021-08-13,146.32,147.585,145.63,146.56,135.58215819073,229958,0.0,1.0
2021-08-12,147.15,147.15,144.06,146.56,135.58215819073,210661,0.0,1.0
2021-08-11,143.8,147.9077,142.59,147.15,136.127965186721,300680,0.0,1.0
2021-08-10,141.98,144.75,141.12,144.26,133.454436002966,187903,0.0,1.0
2021-08-09,144.43,144.43,138.76,141.16,130.586636532502,157907,0.0,1.0
2021-08-06,144.5,145.3051,142.035,144.18,133.380428274696,273230,0.0,1.0
2021-08-05,139.04,144.21,138.9,142.87,132.168551724274,238430,0.0,1.0
2021-08-04,138.17,142.1,138.05,138.29,127.931609280814,409830,0.0,1.0
2021-08-03,142.2,142.38,138.54,139.59,129.134234865202,522222,0.0,1.0
2021-08-02,148.48,151.83,142.11,142.71,132.020536267734,556488,0.0,1.0
2021-07-30,146.64,148.82,146.23,147.37,136.331486439464,505310,0.0,1.0
2021-07-29,151.9,156.17,148.16,148.23,137.127069518367,586197,0.0,1.0
2021-07-28,157.79,158.965,150.17,154.04,142.501880783979,459052,0.0,1.0
2021-07-27,155.65,157.75,154.36,157.43,145.637958269423,247964,0.0,1.0
2021-07-26,153.92,156.994,153.6,155.75,144.083795975752,364005,0.0,1.0
2021-07-23,154.5,155.575,153.65,154.23,142.677649138621,261560,0.0,1.0
2021-07-22,154.87,155.97,153.3,154.26,142.705402036722,373320,0.0,1.0
2021-07-21,151.77,155.5823,151.7,155.43,143.787765062672,342644,0.0,1.0
2021-07-20,146.7,151.31,144.76,149.84,138.616475049802,362324,0.0,1.0
2021-07-19,144.76,149.1,142.365,145.78,134.860582840097,665781,0.0,1.0
2021-07-16,157.02,157.02,148.54,148.87,137.719131344528,370192,0.0,1.0
2021-07-15,155.0,156.34,154.05,155.43,143.787765062672,508019,0.0,1.0
2021-07-14,157.22,158.87,155.66,156.39,144.675857801912,363351,0.0,1.0
2021-07-13,156.73,157.375,155.5,155.8,144.130050805921,329814,0.0,1.0
2021-07-12,159.27,159.72,157.67,159.34,147.40489278187,261638,0.0,1.0
2021-07-09,155.38,159.93,155.13,159.56,147.608414034613,362768,0.0,1.0
2021-07-08,150.56,154.64,148.85,152.47,141.04947911668,373823,0.0,1.0
2021-07-07,155.66,158.26,153.03,154.11,142.566637546216,428644,0.0,1.0
2021-07-06,160.53,160.965,156.51,157.01,145.249417696005,318508,0.0,1.0
2021-07-02,161.58,162.17,160.57,160.99,148.93130217744,464528,0.0,1.0
2021-07-01,160.43,162.68,160.27,161.5,149.403101445161,314416,0.0,1.0
2021-06-30,158.26,161.19,157.75,159.3,147.367888917735,355090,0.0,1.0
2021-06-29,158.08,160.69,156.27,158.77,146.877587717946,305811,0.0,1.0
2021-06-28,161.76,161.86,156.82,158.47,146.600058736933,538754,0.0,1.0
2021-06-25,164.31,165.415,161.7,162.67,150.485464471111,5736758,0.0,1.0
2021-06-24,164.46,164.92,161.75,163.88,151.604831361195,422003,0.0,1.0
2021-06-23,161.86,164.52,161.24,162.54,150.365201912672,522237,0.0,1.0
2021-06-22,160.6,161.21,156.53,160.24,148.237479724908,620882,0.0,1.0
2021-06-21,157.29,161.44,156.01,161.21,149.134823430183,551800,0.0,1.0
2021-06-18,162.15,162.4,155.0,156.14,144.444583651068,863468,0.0,1.0
2021-06-17,167.32,168.97,161.855,164.08,151.789850681871,639526,0.0,1.0
2021-06-16,170.65,171.475,167.28,167.44,154.898175269213,313779,0.0,1.0
2021-06-15,171.43,172.04,170.304,170.65,157.867735366048,315941,0.0,1.0
2021-06-14,173.69,174.17,170.08,171.93,159.051859018369,311751,0.0,1.0
2021-06-11,170.72,173.27,170.59,173.07,160.106469146217,195828,0.0,1.0
2021-06-10,172.29,172.51,169.22,170.36,157.599457351069,245529,0.0,1.0
2021-06-09,174.93,175.03,171.11,171.64,158.78358100339,287813,0.0,1.0
2021-06-08,174.38,175.79,173.0,174.64,161.558870813517,316778,0.0,1.0
2021-06-07,172.51,174.41,170.05,173.47,160.476507787568,326313,0.0,1.0
2021-06-04,170.26,170.96,168.58,170.05,157.312677404023,483931,0.0,1.0
2021-06-03,168.5,168.58,165.24,167.52,154.972182997483,267004,0.0,1.0
2021-06-02,175.24,175.24,168.74,169.64,156.933387796639,337390,0.0,1.0
2021-06-01,174.24,175.63,173.57,174.73,161.642129507821,427285,0.0,1.0
2021-05-28,171.66,173.02,168.0,172.29,159.384893795584,435883,0.0,1.0
2021-05-27,175.51,175.51,170.9,171.16,158.33953463377,417589,0.0,1.0
2021-05-26,170.44,173.93,169.48,173.34,160.356245229129,320631,0.0,1.0
2021-05-25,174.41,175.95,168.675,169.46,156.766870408031,479080,0.0,1.0
2021-05-24,173.63,175.57,171.68,172.86,159.912198859508,366424,0.0,1.0
2021-05-21,174.45,174.52,171.34,171.76,158.894592595795,422420,0.0,1.0
2021-05-20,172.42,172.77,168.93,172.1,159.209125440943,399770,0.0,1.0
2021-05-19,169.0,172.73,166.36,172.53,159.606916980394,627084,0.0,1.0
2021-05-18,174.95,176.85,170.05,170.24,157.488445758664,482316,0.0,1.0
2021-05-17,172.78,174.47,171.0,174.1,161.059318647694,291247,0.0,1.0
2021-05-14,170.94,176.66,169.72,175.25,162.123179741576,346241,0.0,1.0
2021-05-13,163.59,170.98,163.59,169.18,156.507843359086,536918,0.0,1.0
2021-05-12,168.0,169.57,161.82,162.69,150.503966403178,429685,0.0,1.0
2021-05-11,168.0,172.2,167.0001,169.88,157.155410981449,330225,0.0,1.0
2021-05-10,177.03,178.21,171.61,171.63,158.774330037356,261600,0.0,1.0
2021-05-07,172.38,178.98,171.53,177.36,164.075133574699,384949,0.0,1.0
2021-05-06,174.85,176.83,167.16,171.63,158.774330037356,577821,0.0,1.0
2021-05-05,176.94,177.49,173.47,174.21,161.161079274066,332000,0.0,1.0
2021-05-04,177.83,177.83,173.1985,176.14,162.94651571858,275710,0.0,1.0
2021-05-03,179.19,180.0,176.86,178.34,164.981728246007,285049,0.0,1.0
2021-04-30,180.29,180.3234,175.68,177.63,164.32490965761,430120,0.0,1.0
2021-04-29,182.95,183.35,178.04,181.1,167.534994871324,269836,0.0,1.0
2021-04-28,178.8,183.0,178.68,180.88,167.331473618581,351767,0.0,1.0
2021-04-27,177.45,181.05,177.45,178.47,165.101990804446,238670,0.0,1.0
2021-04-26,181.08,182.27,177.89,178.05,164.713450231028,301266,0.0,1.0
2021-04-23,177.11,180.5299,176.575,179.0,165.592292004235,468512,0.0,1.0
2021-04-22,178.16,179.05,175.29,176.0,162.817002194108,517356,0.0,1.0
2021-04-21,172.8,177.7,170.12,177.27,163.991874880395,425179,0.0,1.0
2021-04-20,173.0,173.66,169.0,173.57,160.569017447905,442164,0.0,1.0
2021-04-19,175.0,177.0573,173.76,174.4,161.336847628707,313331,0.0,1.0
2021-04-16,177.52,179.0,175.575,177.35,164.065882608665,232610,0.0,1.0
2021-04-15,175.9,176.52,173.43,174.91,161.808646896428,216118,0.0,1.0
2021-04-14,172.73,176.05,171.91,175.01,161.901156556766,260095,0.0,1.0
2021-04-13,169.16,173.054,167.87,172.61,159.680924708665,263970,0.0,1.0
2021-04-12,170.7,171.84,168.66,170.85,158.052754686723,208480,0.0,1.0
2021-04-09,169.76,170.76,166.78,170.32,157.562453486934,360079,0.0,1.0
2021-04-08,171.03,171.26,166.61,169.99,157.25717160782,620566,0.0,1.0
2021-04-07,173.36,174.28,169.4054,170.92,158.11751144896,273664,0.0,1.0
2021-04-06,173.54,177.67,172.2,172.63,159.699426640732,339287,0.0,1.0
2021-04-05,177.75,179.61,172.47,173.0,160.041712383981,372139,0.0,1.0
2021-04-01,175.78,176.95,172.68,174.23,161.179581206133,256879,0.0,1.0
2021-03-31,175.67,176.66,172.48,174.18,161.133326375964,439937,0.0,1.0
2021-03-30,170.4,178.08,170.3633,175.49,162.345202926386,393933,0.0,1.0
2021-03-29,169.94,173.51,167.35,169.86,157.136909049382,342951,0.0,1.0
2021-03-26,172.28,173.49,166.21,171.47,158.626314580816,457443,0.0,1.0
2021-03-25,164.34,172.02,163.47,170.37,157.608708317103,354027,0.0,1.0
2021-03-24,171.82,176.3,167.05,167.4,154.861171405078,397039,0.0,1.0
2021-03-23,171.92,172.32,167.08,168.72,156.082298921533,521291,0.0,1.0
2021-03-22,177.18,177.87,172.61,173.51,160.513511651703,286017,0.0,1.0
2021-03-19,182.2,182.2,177.57,178.07,164.731952163095,791483,0.0,1.0
2021-03-18,184.03,187.54,181.0,182.11,168.469342440733,315540,0.0,1.0
2021-03-17,182.45,185.64,181.1401,185.46,171.568416062041,256445,0.0,1.0
2021-03-16,186.36,187.0038,181.12,183.03,169.320431315838,299606,0.0,1.0
2021-03-15,189.82,190.73,184.24,187.01,173.002315797273,525816,0.0,1.0
2021-03-12,187.26,190.71,186.0,188.09,174.001420128919,296657,0.0,1.0
2021-03-11,186.66,190.38,182.33,187.58,173.529620861197,322731,0.0,1.0
2021-03-10,187.68,190.97,182.48,185.25,171.374145775332,427108,0.0,1.0
2021-03-09,187.35,189.19,181.27,187.03,173.020817729341,892559,0.0,1.0
2021-03-08,180.0,188.56,178.1601,184.42,170.606315594531,561290,0.0,1.0
2021-03-05,172.09,179.32,164.88,178.7,165.314763023222,640693,0.0,1.0
2021-03-04,167.98,168.4,160.56,167.61,155.055441691786,618308,0.0,1.0
2021-03-03,173.0,175.27,168.0139,168.24,155.638252551913,518446,0.0,1.0
2021-03-02,174.59,174.59,166.71,172.03,159.144368678707,522151,0.0,1.0
2021-03-01,174.03,179.71,168.04,175.09,161.975164285036,1382502,0.0,1.0
2021-02-26,165.46,176.11,164.41,169.71,156.998144558875,1391466,0.0,1.0
2021-02-25,173.51,173.68,164.57,164.74,152.400414440098,846140,0.0,1.0
2021-02-24,165.1,174.39,164.935,172.12,159.227627373011,946278,0.0,1.0
2021-02-23,158.7,165.85,156.5,164.69,152.35415960993,693099,0.0,1.0
2021-02-22,155.34,163.65,155.34,158.91,147.007101242419,809969,0.0,1.0
2021-02-19,149.18,157.07,148.9591,156.05,144.361324956764,694201,0.0,1.0
2021-02-18,147.16,148.9,144.9,147.99,136.905046333557,402183,0.0,1.0
2021-02-17,141.49,148.66,140.08,148.06,136.969803095793,576147,0.0,1.0
2021-02-16,145.79,147.35,143.03,143.69,132.927130939042,500692,0.0,1.0
2021-02-12,144.07,147.16,143.23,144.57,133.741215950012,429113,0.0,1.0
2021-02-11,142.71,145.3,141.5,145.2,134.324026810139,355875,0.0,1.0
2021-02-10,142.87,145.36,141.035,142.84,132.140798826173,496750,0.0,1.0
2021-02-09,143.73,146.135,142.03,142.58,131.900273709295,500296,0.0,1.0
2021-02-08,145.56,146.91,143.8,144.32,133.509941799168,505631,0.0,1.0
2021-02-05,143.72,145.0,142.92,144.36,133.546945663303,201124,0.0,1.0
2021-02-04,138.33,142.14,137.0,141.52,130.919671309717,249759,0.0,1.0
2021-02-03,133.81,139.88,133.81,136.93,126.673477900223,544107,0.0,1.0
2021-02-02,132.0,136.68,130.79,134.5,124.42549315402,633418,0.0,1.0
2021-02-01,125.09,129.69,123.3,129.15,119.47622632596,467429,0.0,1.0
2021-01-29,126.28,126.79,122.55,122.76,113.56485903039,543530,0.0,1.0
2021-01-28,122.86,128.6,122.86,127.0,117.487268628703,1433265,0.0,1.0
2021-01-27,127.325,129.63,121.89,122.15,113.000550102331,1192454,0.0,1.0
2021-01-26,142.81,143.0,136.53,136.9,126.645725002121,287091,0.0,1.0
2021-01-25,138.1,139.27,135.38,137.67,127.358049386721,278130,0.0,1.0
2021-01-22,137.74,139.4,136.22,138.97,128.560674971109,260731,0.0,1.0
2021-01-21,139.68,140.56,136.35,139.99,129.504273506552,306553,0.0,1.0
2021-01-20,138.31,139.66,136.34,138.79,128.394157582501,427266,0.0,1.0
2021-01-19,137.8,138.67,136.57,137.26,126.978759779337,171340,0.0,1.0
2021-01-15,137.7,138.84,135.81,136.16,125.961153515623,163433,0.0,1.0
2021-01-14,139.15,141.63,138.0,140.09,129.59678316689,237799,0.0,1.0
2021-01-13,140.71,141.75,136.77,137.46,127.163779100012,184000,0.0,1.0
2021-01-12,140.74,142.35,139.525,141.62,131.012180970054,166764,0.0,1.0
2021-01-11,138.86,142.5013,138.86,140.37,129.855810215835,116085,0.0,1.0
2021-01-08,143.09,144.49,138.85,141.14,130.568134600434,227830,0.0,1.0
2021-01-07,144.61,146.82,141.95,142.37,131.706003422586,216324,0.0,1.0
2021-01-06,138.46,146.13,138.46,144.84,133.990992032924,352162,0.0,1.0
2021-01-05,131.53,137.54,131.53,136.12,125.924149651488,227729,0.0,1.0
2021-01-04,137.36,137.99,131.47,132.85,122.89908375845,320069,0.0,1.0
2020-12-31,136.74,139.44,135.16,137.22,126.941755915202,202173,0.0,1.0
2020-12-30,134.06,137.86,134.06,137.19,126.9140030171,138000,0.0,1.0
2020-12-29,135.9,136.4797,133.09,133.62,123.611408143049,161561,0.0,1.0
2020-12-28,135.78,137.11,134.748,135.48,125.332087825328,166082,0.0,1.0
2020-12-24,133.32,134.97,131.51,134.05,124.009199682501,55616,0.0,1.0
2020-12-23,132.94,134.79,132.215,133.08,123.111855977227,170439,0.0,1.0
2020-12-22,131.07,132.187,128.47,131.75,121.881477494737,148031,0.0,1.0
2020-12-21,129.3,132.23,126.72,131.35,121.511438853387,252759,0.0,1.0
2020-12-18,132.89,136.28,130.925,132.43,122.510543185032,1033043,0.0,1.0
2020-12-17,133.05,133.27,129.51,131.94,122.057245849378,240131,0.0,1.0
2020-12-16,136.78,137.175,131.56,132.13,122.23301420402,278210,0.0,1.0
2020-12-15,132.29,135.89,129.28,135.86,125.683624534611,231907,0.0,1.0
2020-12-14,135.7,136.39,129.19,130.24,120.48458162364,344583,0.0,1.0
2020-12-11,134.48,136.2,132.09,132.95,122.991593418788,237010,0.0,1.0
2020-12-10,134.77,136.27,133.26,135.7,125.535609078071,254707,0.0,1.0
2020-12-09,140.7,140.7,134.49,136.59,126.358945055075,252917,0.0,1.0
2020-12-08,138.47,142.29,138.39,138.84,128.44041241267,206764,0.0,1.0
2020-12-07,141.17,141.51,137.9601,140.75,130.207346925118,243176,0.0,1.0
2020-12-04,139.37,142.3,136.63,142.29,131.631995694316,243759,0.0,1.0
2020-12-03,133.71,138.54,133.71,137.47,127.173030066046,277158,0.0,1.0
2020-12-02,135.59,136.76,133.14,135.17,125.045307878282,247239,0.0,1.0
2020-12-01,129.24,138.27,129.24,135.86,125.683624534611,722961,0.0,1.0
2020-11-30,130.3,130.3,124.75,127.33,117.792550507817,358128,0.0,1.0
2020-11-27,130.6,133.18,129.745,130.93,121.122898279969,135395,0.0,1.0
2020-11-25,133.26,133.75,130.56,131.17,121.344921464779,221364,0.0,1.0
2020-11-24,130.17,136.52,130.17,134.57,124.490249916256,290927,0.0,1.0
2020-11-23,125.34,129.99,125.34,129.11,119.439222461825,362817,0.0,1.0
2020-11-20,125.35,126.67,124.68,125.34,115.951608267099,198236,0.0,1.0
2020-11-19,125.09,128.155,124.86,126.69,117.200488681656,168755,0.0,1.0
2020-11-18,128.77,129.72,125.48,125.48,116.081121791572,278683,0.0,1.0
2020-11-17,128.01,129.65,123.06,127.83,118.255098809505,228238,0.0,1.0
2020-11-16,134.97,135.0,128.53,130.0,120.26255843883,398800,0.0,1.0
2020-11-13,125.2,129.04,123.62,128.21,118.606635518787,261873,0.0,1.0
2020-11-12,124.06,125.83,121.05,123.24,114.008905400011,269944,0.0,1.0
2020-11-11,129.51,130.33,124.39,126.0,116.562172025327,318666,0.0,1.0
2020-11-10,126.93,130.9,125.0,129.43,119.735253374906,575086,0.0,1.0
2020-11-09,129.99,157.67,125.0,126.02,116.580673957395,812507,0.0,1.0
2020-11-06,112.5,114.51,111.47,113.88,105.350001192415,234641,0.0,1.0
2020-11-05,102.7,112.87,102.6501,111.87,103.49055701963,512575,0.0,1.0
2020-11-04,100.48,104.75,99.85,101.8,94.1748342236374,187401,0.0,1.0
2020-11-03,100.13,103.175,99.12,102.49,94.8131508799666,317587,0.0,1.0
2020-11-02,97.32,98.75,95.52,98.62,91.233027024903,256975,0.0,1.0
2020-10-30,96.01,97.79,93.27,96.6,89.3643318860842,274734,0.0,1.0
2020-10-29,92.44,97.22,91.61,96.53,89.2995751238479,270642,0.0,1.0
2020-10-28,94.29,95.47,92.32,92.9,85.9414744535945,288805,0.0,1.0
2020-10-27,98.44,100.31,96.9,97.25,89.9656446782784,223565,0.0,1.0
2020-10-26,100.1,100.31,96.81,98.7,91.307034753173,232636,0.0,1.0
2020-10-23,102.6,103.79,101.126,102.49,94.8131508799666,178796,0.0,1.0
2020-10-22,97.23,102.965,97.23,102.56,94.8779076422029,314585,0.0,1.0
2020-10-21,96.78,98.3,95.865,96.44,89.2163164295441,246562,0.0,1.0
2020-10-20,94.62,97.99,94.38,96.51,89.2810731917804,281703,0.0,1.0
2020-10-19,94.71,96.42,92.83,93.1,86.1264937742696,188643,0.0,1.0
2020-10-16,94.86,95.8,93.36,94.53,87.4493819170967,232075,0.0,1.0
2020-10-15,92.0,94.83,91.51,94.39,87.3198683926241,340165,0.0,1.0
2020-10-14,95.54,97.36,93.4,93.57,86.5612891778561,388551,0.0,1.0
2020-10-13,95.96,97.02,94.84,95.3,88.1617063016959,206662,0.0,1.0
2020-10-12,97.92,98.64,97.0,97.2,89.9193898481096,280298,0.0,1.0
2020-10-09,100.02,100.12,97.93,98.12,90.7704787232151,174867,0.0,1.0
2020-10-08,100.21,100.33,96.41,98.95,91.5383089040169,318187,0.0,1.0
2020-10-07,99.51,100.28,98.11,98.72,91.3255366852405,337489,0.0,1.0
2020-10-06,97.19,100.33,96.3602,97.21,89.9286408141433,401760,0.0,1.0
2020-10-05,95.24,95.92,94.05,95.48,88.3282236903035,195980,0.0,1.0
2020-10-02,90.74,94.54,90.74,93.85,86.8203162268013,204866,0.0,1.0
2020-10-01,91.29,93.85,89.98,93.73,86.7093046343962,272655,0.0,1.0
2020-09-30,91.68,94.12,90.23,90.81,84.0080225525394,365738,0.0,1.0
2020-09-29,94.53,94.53,89.73,90.95,84.137536077012,300467,0.0,1.0
2020-09-28,93.2,94.71,91.19,94.19,87.134849071949,329216,0.0,1.0
2020-09-25,87.5,91.67,87.0,91.17,84.3410573297546,283860,0.0,1.0
2020-09-24,88.03,89.45,85.825,87.94,81.3529953008514,186528,0.0,1.0
2020-09-23,87.82,90.49,87.66,87.95,81.3622462668852,270064,0.0,1.0
2020-09-22,87.13,88.3,86.08,87.8,81.2234817763788,334950,0.0,1.0
2020-09-21,89.52,89.52,85.47,86.92,80.4093967654083,584556,0.0,1.0
2020-09-18,96.3,96.3,92.22,92.89,85.9322234875607,1234349,0.0,1.0
2020-09-17,97.35,98.5,95.47,95.93,88.7445171618226,396920,0.0,1.0
2020-09-16,99.46,100.46,97.255,99.1,91.6770733945232,404910,0.0,1.0
2020-09-15,100.49,101.76,98.37,98.5,91.1220154324979,258328,0.0,1.0
2020-09-14,96.91,100.52,96.0302,100.07,92.5744170997976,459234,0.0,1.0
2020-09-11,97.41,97.41,93.84,95.54,88.3837294865061,242303,0.0,1.0
2020-09-10,98.95,100.98,96.56,96.64,89.4013357502192,346979,0.0,1.0
