,EXP_Open,EXP_High,EXP_Low,EXP_Close,EXP_Adj Close,EXP_Volume,EXP_Dividend Amount,EXP_Split Coefficient
2011-05-03,29.65,29.685,28.55,28.76,26.5113084957106,218000,0.0,1.0
2011-05-02,29.27,29.84,29.15,29.71,27.3870297429611,254000,0.0,1.0
2011-04-29,28.94,29.3,28.87,29.09,26.8155064026503,345000,0.0,1.0
2011-04-28,28.99,29.2,28.94,28.95,26.6864527451607,153100,0.0,1.0
2011-04-27,29.12,29.24,28.91,29.11,26.8339426394345,140700,0.0,1.0
2011-04-26,29.17,29.45,29.06,29.14,26.8615969946108,125900,0.0,1.0
2011-04-25,29.34,29.34,28.88,29.05,26.7786339290818,161200,0.0,1.0
2011-04-21,29.45,29.5,29.23,29.46,27.1565767831583,117000,0.0,1.0
2011-04-20,28.89,29.45,28.79,29.26,26.9722144153161,267800,0.0,1.0
2011-04-19,28.43,28.65,28.29,28.46,26.2347649439473,201400,0.0,1.0
2011-04-18,28.49,28.61,28.31,28.38,26.1610199968104,207800,0.0,1.0
2011-04-15,28.55,28.85,28.4,28.85,26.5942715612396,190900,0.0,1.0
2011-04-14,28.76,28.88,28.36,28.46,26.2347649439473,275600,0.0,1.0
2011-04-13,29.36,29.37,28.66,29.0,26.7325433371213,132400,0.0,1.0
2011-04-12,29.45,29.55,28.94,29.18,26.8984694681792,171500,0.0,1.0
2011-04-11,30.12,30.25,29.6,29.67,27.3501572693927,134200,0.0,1.0
2011-04-08,30.68,30.84,30.11,30.15,27.792626952214,114400,0.0,1.0
2011-04-07,30.79,31.03,30.47,30.48,28.0968248591536,151700,0.0,1.0
2011-04-06,31.1,31.33,30.49,30.85,28.4378952396617,226200,0.0,1.0
2011-04-05,30.73,31.41,30.69,31.13,28.6960025546408,191100,0.0,1.0
2011-04-04,31.07,31.61,30.9,31.22,28.7789656201698,339200,0.0,1.0
2011-04-01,30.41,31.3602,30.41,30.99,28.5669488971513,250500,0.0,1.0
2011-03-31,30.69,30.88,30.1,30.26,27.8940262545272,379400,0.1,1.0
2011-03-30,30.94,30.95,30.67,30.85,28.3442262830094,203700,0.0,1.0
2011-03-29,30.72,30.84,30.47,30.74,28.243160970493,240200,0.0,1.0
2011-03-28,31.12,31.31,30.73,30.76,28.2615364818596,221100,0.0,1.0
2011-03-25,30.82,31.21,30.68,30.94,28.4269160841592,498000,0.0,1.0
2011-03-24,30.66,30.9,30.37,30.69,28.1972221920764,421500,0.0,1.0
2011-03-23,30.62,30.77,30.05,30.43,27.9583405443104,349500,0.0,1.0
2011-03-22,31.27,31.41,30.6,30.65,28.1604711693432,251500,0.0,1.0
2011-03-21,31.37,31.38,31.05,31.17,28.6382344648753,216500,0.0,1.0
2011-03-18,30.79,30.95,30.4,30.84,28.3350385273261,301200,0.0,1.0
2011-03-17,30.56,30.69,30.23,30.38,27.9124017658938,238600,0.0,1.0
2011-03-16,30.55,30.89,29.91,30.02,27.5816425612947,313100,0.0,1.0
2011-03-15,30.04,30.83,29.89,30.61,28.1237201466099,390800,0.0,1.0
2011-03-14,30.81,31.45,30.47,30.76,28.2615364818596,381800,0.0,1.0
2011-03-11,30.42,31.28,30.32,31.01,28.4912303739423,266900,0.0,1.0
2011-03-10,31.21,31.34,30.59,30.62,28.1329079022933,264600,0.0,1.0
2011-03-09,32.43,32.43,31.46,31.49,28.9322426467412,549900,0.0,1.0
2011-03-08,31.67,33.22,31.57,32.35,29.7223896355058,560400,0.0,1.0
2011-03-07,32.35,32.55,31.56,31.66,29.0884344933574,612600,0.0,1.0
2011-03-04,32.51,32.66,31.85,32.41,29.7775161696056,284500,0.0,1.0
2011-03-03,32.13,32.78,32.13,32.5,29.8602059707554,315500,0.0,1.0
2011-03-02,32.04,32.62,31.611,31.76,29.1803120501905,377000,0.0,1.0
2011-03-01,32.44,32.6,31.93,32.14,29.5294467661563,744900,0.0,1.0
2011-02-28,32.03,32.47,31.77,32.32,29.6948263684558,302800,0.0,1.0
2011-02-25,31.15,32.15,31.11,31.85,29.2630018513403,410100,0.0,1.0
2011-02-24,31.25,31.635,30.53,31.0,28.482042618259,621200,0.0,1.0
2011-02-23,30.61,30.91,30.248,30.44,27.9675282999937,1201500,0.0,1.0
2011-02-22,30.76,30.76,30.2,30.69,28.1972221920764,1006600,0.0,1.0
2011-02-18,30.31,31.08,30.31,31.08,28.5555446637255,306400,0.0,1.0
2011-02-17,29.87,30.45,29.61,30.23,27.7745854306442,278900,0.0,1.0
2011-02-16,29.04,29.94,29.03,29.9,27.471389493095,201600,0.0,1.0
2011-02-15,29.33,29.56,28.91,28.92,26.5709894361307,167700,0.0,1.0
2011-02-14,29.71,29.74,29.48,29.49,27.0946915100793,120600,0.0,1.0
2011-02-11,29.25,29.69,29.13,29.68,27.2692588680622,157100,0.0,1.0
2011-02-10,29.09,29.625,28.97,29.38,26.9936261975629,147100,0.0,1.0
2011-02-09,29.51,29.67,28.95,29.3,26.9201241520964,291500,0.0,1.0
2011-02-08,29.45,29.89,29.42,29.54,27.1406302884958,230100,0.0,1.0
2011-02-07,28.89,29.662,28.89,29.38,26.9936261975629,196100,0.0,1.0
2011-02-04,29.12,29.32,28.84,29.01,26.6536792372804,161300,0.0,1.0
2011-02-03,28.7,29.36,28.19,29.06,26.699618015697,359300,0.0,1.0
2011-02-02,29.0,29.3,28.31,28.85,26.5066751463475,378700,0.0,1.0
2011-02-01,28.2,28.86,26.71,28.82,26.4791118792976,1099200,0.0,1.0
2011-01-31,28.38,29.04,28.18,29.0,26.6444914815971,420100,0.0,1.0
2011-01-28,28.88,28.98,27.95,28.15,25.8635322485158,185000,0.0,1.0
2011-01-27,28.99,29.11,28.61,28.85,26.5066751463475,72200,0.0,1.0
2011-01-26,28.88,29.3,28.57,28.98,26.6261159702305,332600,0.0,1.0
2011-01-25,29.01,29.25,28.5,28.83,26.4882996349809,195600,0.0,1.0
2011-01-24,28.22,29.35,28.21,29.1,26.7363690384302,219800,0.0,1.0
2011-01-21,28.44,28.5,27.94,28.27,25.9737853167156,193300,0.0,1.0
2011-01-20,28.01,28.52,27.905,28.18,25.8910955155658,326100,0.0,1.0
2011-01-19,28.5,28.73,27.99,28.22,25.927846538299,561400,0.0,1.0
2011-01-18,28.69,28.83,28.38,28.55,26.2310424758482,172600,0.0,1.0
2011-01-14,28.1,28.94,28.1,28.83,26.4882996349809,260700,0.0,1.0
2011-01-13,28.07,28.25,27.99,28.08,25.7992179587327,117300,0.0,1.0
2011-01-12,28.09,28.4575,27.89,28.02,25.7440914246328,223500,0.0,1.0
2011-01-11,27.75,28.02,27.58,27.76,25.5052097768668,184000,0.0,1.0
2011-01-10,27.29,27.73,26.9,27.66,25.4133322200337,327700,0.0,1.0
2011-01-07,28.09,28.48,27.3,27.44,25.2112015950009,276700,0.0,1.0
2011-01-06,28.08,28.13,27.84,28.0,25.7257159132662,1437400,0.0,1.0
2011-01-05,28.14,28.32,27.79,28.16,25.8727200041992,223500,0.0,1.0
2011-01-04,29.22,29.22,28.14,28.4,26.0932261405986,581700,0.0,1.0
2011-01-03,28.46,29.27,28.38,29.2,26.8282465952633,495400,0.0,1.0
2010-12-31,28.25,28.37,28.07,28.25,25.9554098053489,190700,0.0,1.0
2010-12-30,28.21,28.3,27.835,28.25,25.9554098053489,114500,0.0,1.0
2010-12-29,28.12,28.28,28.03,28.19,25.9002832712491,80900,0.0,1.0
2010-12-28,28.17,28.25,27.98,28.09,25.808405714416,220800,0.0,1.0
2010-12-27,28.02,28.23,27.81,28.16,25.8727200041992,140500,0.0,1.0
2010-12-23,28.7,28.8299,27.98,28.07,25.7900302030494,140200,0.0,1.0
2010-12-22,28.69,28.93,28.57,28.71,26.3780465667812,183300,0.0,1.0
2010-12-21,28.4,28.97,28.2,28.73,26.3964220781478,225400,0.0,1.0
2010-12-20,27.59,28.55,27.315,28.26,25.9645975610322,451800,0.0,1.0
2010-12-17,26.86,27.65,26.73,27.54,25.303079151834,420700,0.1,1.0
2010-12-16,26.28,26.97,26.05,26.94,24.6622631096385,268100,0.0,1.0
2010-12-15,26.88,27.16,26.26,26.26,24.03975609722,245200,0.0,1.0
2010-12-14,27.09,27.46,26.87,26.97,24.689726654304,264400,0.0,1.0
2010-12-13,26.86,27.25,26.73,26.99,24.708035684081,182500,0.0,1.0
2010-12-10,26.44,26.97,26.32,26.8,24.5340999011994,154400,0.0,1.0
2010-12-09,26.29,26.64,25.9,26.38,24.1496102758821,333800,0.0,1.0
2010-12-08,26.5,26.58,26.18,26.35,24.1221467312165,218000,0.0,1.0
2010-12-07,26.92,27.05,26.3,26.4,24.1679193056591,257400,0.0,1.0
2010-12-06,26.85,27.0,26.5,26.55,24.3052370289867,340900,0.0,1.0
2010-12-03,26.61,26.94,26.18,26.9,24.6256450500844,332000,0.0,1.0
2010-12-02,25.83,27.42,25.83,26.74,24.4791728118683,434300,0.0,1.0
2010-12-01,25.23,25.93,25.07,25.8,23.6186484123486,293800,0.0,1.0
2010-11-30,24.35,24.98,24.22,24.86,22.758124012829,363900,0.0,1.0
2010-11-29,24.67,24.75,24.35,24.6,22.5201066257278,290000,0.0,1.0
2010-11-26,25.06,25.11,24.74,24.82,22.7215059532749,60500,0.0,1.0
2010-11-24,24.94,25.49,24.94,25.22,23.0876865488152,184600,0.0,1.0
2010-11-23,24.95,25.09,24.58,24.79,22.6940424086094,323500,0.0,1.0
2010-11-22,25.44,25.51,24.85,25.22,23.0876865488152,286600,0.0,1.0
2010-11-19,25.25,25.49,25.07,25.49,23.3348584508049,232500,0.0,1.0
2010-11-18,25.62,25.92,25.22,25.32,23.1792316977003,266500,0.0,1.0
2010-11-17,25.45,25.45,25.06,25.28,23.1426136381463,344600,0.0,1.0
2010-11-16,26.24,26.28,25.1,25.44,23.2890858763624,489200,0.0,1.0
2010-11-15,26.66,26.88,26.41,26.46,24.2228463949901,334800,0.0,1.0
2010-11-12,27.34,27.6399,26.63,26.64,24.3876276629832,500700,0.0,1.0
2010-11-11,26.6,27.78,26.5,27.57,25.2389975476144,445700,0.0,1.0
2010-11-10,26.37,26.91,26.18,26.84,24.5707179607534,335900,0.0,1.0
2010-11-09,26.97,27.03,26.22,26.31,24.0855286716625,212400,0.0,1.0
2010-11-08,26.91,27.0,26.57,26.86,24.5890269905304,656100,0.0,1.0
2010-11-05,26.35,27.8,26.33,26.96,24.6805721394155,434600,0.0,1.0
2010-11-04,25.87,26.42,25.51,26.36,24.131301246105,423900,0.0,1.0
2010-11-03,25.01,25.65,24.71,25.46,23.3073949061394,466700,0.0,1.0
2010-11-02,24.37,25.06,24.19,24.92,22.81305110216,542400,0.0,1.0
2010-11-01,23.44,24.18,23.09,24.12,22.0806899110794,480900,0.0,1.0
2010-10-29,23.06,23.77,22.83,23.46,21.4764919284379,427000,0.0,1.0
2010-10-28,24.23,24.47,23.2,23.49,21.5039554731035,483200,0.0,1.0
2010-10-27,24.14,24.42,23.69,23.95,21.9250631579748,453600,0.0,1.0
2010-10-26,23.8,24.32,23.79,24.15,22.1081534557449,204800,0.0,1.0
2010-10-25,24.25,24.66,23.91,23.97,21.9433721877518,263300,0.0,1.0
2010-10-22,24.0,24.24,23.77,24.18,22.1356170004105,145800,0.0,1.0
2010-10-21,23.95,24.46,23.79,23.9,21.8792905835323,320400,0.0,1.0
2010-10-20,23.49,24.08,23.31,23.81,21.7968999495357,329600,0.0,1.0
2010-10-19,22.52,23.57,22.45,23.43,21.4490283837724,527700,0.0,1.0
2010-10-18,24.0,24.13,22.69,22.74,20.8173668564654,627400,0.0,1.0
2010-10-15,23.92,24.32,23.72,24.03,21.9982992770829,439400,0.0,1.0
2010-10-14,23.66,23.87,23.54,23.75,21.7419728602047,384200,0.0,1.0
2010-10-13,23.33,23.85,23.15,23.63,21.6321186815426,406000,0.0,1.0
2010-10-12,22.96,23.29,22.69,23.17,21.2110109966712,258500,0.0,1.0
2010-10-11,23.35,23.51,22.93,22.95,21.0096116691241,242500,0.0,1.0
2010-10-08,23.2,23.45,22.9,23.4,21.4215648391069,262100,0.0,1.0
2010-10-07,23.65,23.69,22.85,23.21,21.2476290562253,206500,0.0,1.0
2010-10-06,23.43,23.55,23.26,23.5,21.513109987992,188100,0.0,1.0
2010-10-05,23.06,23.525,22.715,23.37,21.3941012944414,329200,0.0,1.0
2010-10-04,23.4,23.42,22.61,22.9,20.9638390946815,247600,0.0,1.0
2010-10-01,23.69,23.91,23.31,23.61,21.6138096517656,181500,0.1,1.0
2010-09-30,23.75,23.94,23.27,23.7,21.6046937472309,318300,0.0,1.0
2010-09-29,23.87,23.96,23.53,23.68,21.5864619381615,264300,0.0,1.0
2010-09-28,23.07,23.95,22.71,23.93,21.8143595515289,408400,0.0,1.0
2010-09-27,23.22,23.25,22.7,23.06,21.0212758570103,176600,0.0,1.0
2010-09-24,22.74,23.23,22.58,23.16,21.1124349023572,189700,0.0,1.0
2010-09-23,22.29,22.68,22.112,22.46,20.4743215849285,248800,0.0,1.0
2010-09-22,22.45,22.65,22.23,22.41,20.428742062255,181300,0.0,1.0
2010-09-21,22.88,23.23,22.42,22.52,20.5290170121367,260700,0.0,1.0
2010-09-20,22.66,22.85,22.18,22.84,20.820725957247,202000,0.0,1.0
2010-09-17,22.77,22.78,22.18,22.53,20.5381329166714,313900,0.0,1.0
2010-09-16,23.08,23.25,22.11,22.6,20.6019442484142,475500,0.0,1.0
2010-09-15,23.61,23.66,22.94,23.25,21.1944780431695,322800,0.0,1.0
2010-09-14,24.14,24.26,23.56,23.61,21.5226506064186,299400,0.0,1.0
2010-09-13,23.75,24.27,23.61,24.16,22.0240253558269,215100,0.0,1.0
2010-09-10,23.87,24.18,23.35,23.56,21.4770710837451,275400,0.0,1.0
2010-09-09,24.06,24.15,23.47,23.77,21.6685050789737,158400,0.0,1.0
2010-09-08,24.34,24.34,23.71,23.76,21.659389174439,204500,0.0,1.0
2010-09-07,24.41,24.7,24.18,24.23,22.0878366875698,268300,0.0,1.0
2010-09-03,24.4,24.68,24.02,24.41,22.2519229691943,155500,0.0,1.0
2010-09-02,23.43,24.24,23.36,24.16,22.0240253558269,215000,0.0,1.0
2010-09-01,23.22,23.43,23.02,23.43,21.358564324794,193200,0.0,1.0
2010-08-31,22.05,23.28,22.05,22.95,20.9210009071286,406000,0.0,1.0
2010-08-30,23.13,23.19,22.22,22.26,20.2920034942346,194000,0.0,1.0
2010-08-27,23.09,23.31,22.62,23.17,21.1215508068919,314300,0.0,1.0
2010-08-26,22.05,23.19,22.01,22.99,20.9574645252674,724400,0.0,1.0
2010-08-25,21.61,22.16,21.29,22.07,20.1188013080753,362900,0.0,1.0
2010-08-24,21.58,22.1,21.16,21.79,19.8635559811038,498400,0.0,1.0
2010-08-23,22.52,22.76,21.9,21.96,20.0185263581937,351900,0.0,1.0
2010-08-20,22.61,22.73,22.37,22.48,20.4925533939979,218600,0.0,1.0
2010-08-19,23.46,23.46,22.67,22.81,20.7933782436429,359000,0.0,1.0
2010-08-18,23.49,23.92,23.29,23.6,21.5135347018839,162600,0.0,1.0
2010-08-17,23.09,23.79,23.09,23.57,21.4861869882798,189600,0.0,1.0
2010-08-16,22.74,23.1599,22.63,23.02,20.9848122388715,328500,0.0,1.0
2010-08-13,23.72,23.82,22.89,22.95,20.9210009071286,255900,0.0,1.0
2010-08-12,23.4,23.97,23.25,23.81,21.7049686971125,378000,0.0,1.0
2010-08-11,23.89,23.89,23.34,23.56,21.4770710837451,304000,0.0,1.0
2010-08-10,24.38,24.55,24.14,24.29,22.142532114778,168200,0.0,1.0
2010-08-09,24.63,24.73,24.24,24.63,22.4524728689576,241600,0.0,1.0
2010-08-06,24.56,24.82,24.05,24.46,22.2975024918678,304900,0.0,1.0
2010-08-05,24.71,25.03,24.63,24.79,22.5983273415128,172100,0.0,1.0
2010-08-04,25.1,25.15,24.76,25.0,22.7897613367414,195000,0.0,1.0
2010-08-03,25.27,25.27,24.8,25.01,22.7988772412761,417500,0.0,1.0
2010-08-02,24.79,25.51,24.67,25.4,23.1543975181293,321300,0.0,1.0
2010-07-30,24.22,24.76,23.99,24.46,22.2975024918678,270100,0.0,1.0
2010-07-29,24.5,24.82,23.9,24.49,22.3248502054719,375000,0.0,1.0
2010-07-28,25.11,25.11,24.38,24.58,22.4068933462842,291500,0.0,1.0
2010-07-27,25.72,26.04,24.91,25.21,22.98119533197,512400,0.0,1.0
2010-07-26,25.84,26.25,25.13,25.54,23.282020181615,643700,0.0,1.0
2010-07-23,25.92,26.5,25.5,25.92,23.6284245539335,769100,0.0,1.0
2010-07-22,27.45,27.8,25.13,25.72,23.4461064632396,1143000,0.0,1.0
2010-07-21,26.29,27.21,26.1,26.76,24.394160534848,925600,0.0,1.0
2010-07-20,23.72,26.16,23.62,26.07,23.7651631219539,1091500,0.0,1.0
2010-07-19,25.01,25.01,23.86,24.13,21.9966776422228,706000,0.0,1.0
2010-07-16,25.33,25.4,24.81,24.84,22.6439068641863,648500,0.0,1.0
2010-07-15,26.31,26.31,25.18,25.5,23.2455565634762,327800,0.0,1.0
2010-07-14,26.16,26.3,25.69,26.22,23.9019016899744,232100,0.0,1.0
2010-07-13,25.8,26.31,25.11,26.24,23.9201334990438,594400,0.0,1.0
2010-07-12,26.51,26.51,25.16,25.42,23.1726293271987,446800,0.0,1.0
2010-07-09,26.43,26.67,26.35,26.58,24.2300742532235,154100,0.0,1.0
2010-07-08,25.97,26.55,25.78,26.44,24.1024515897377,354700,0.0,1.0
2010-07-07,24.98,25.84,24.76,25.74,23.464338272309,336200,0.0,1.0
2010-07-06,25.62,25.84,24.69,25.03,22.8171090503455,288900,0.0,1.0
2010-07-02,25.38,25.53,24.66,25.2,22.9720794274353,443700,0.0,1.0
2010-07-01,25.97,25.97,25.21,25.53,23.2729042770803,755600,0.0,1.0
2010-06-30,25.72,26.37,25.68,25.93,23.6375404584682,538600,0.0,1.0
2010-06-29,25.48,26.0,25.24,25.83,23.5463814131212,512200,0.0,1.0
2010-06-28,26.13,26.33,25.82,26.03,23.7286995038152,398400,0.0,1.0
2010-06-25,26.5,26.5,25.44,26.23,23.9110175945091,387900,0.0,1.0
2010-06-24,26.41,26.76,26.11,26.39,24.0568720670642,207300,0.0,1.0
2010-06-23,26.72,26.94,25.97,26.62,24.2665378713623,197100,0.0,1.0
2010-06-22,27.66,27.97,26.65,26.71,24.3485810121745,140600,0.0,1.0
2010-06-21,27.6,27.97,27.4,27.6,25.1598965157625,311700,0.0,1.0
2010-06-18,27.59,27.7,26.97,27.16,24.7587967162359,248900,0.1,1.0
2010-06-17,28.77,29.17,27.4,27.7,25.1584251298508,372500,0.0,1.0
2010-06-16,28.71,28.885,28.38,28.47,25.857774853677,177500,0.0,1.0
2010-06-15,28.82,29.12,28.46,29.01,26.3482279067499,214400,0.0,1.0
2010-06-14,28.18,29.4,28.18,28.76,26.121166308105,482100,0.0,1.0
2010-06-11,27.48,27.97,27.34,27.97,25.4036516563873,158000,0.0,1.0
2010-06-10,27.4,28.03,27.29,27.9,25.3400744087667,154900,0.0,1.0
2010-06-09,27.43,27.9,26.8,26.97,24.4954052618078,280400,0.0,1.0
2010-06-08,27.28,27.65,26.78,27.3,24.795126572019,323400,0.0,1.0
2010-06-07,27.47,27.77,27.0,27.27,24.7678791801817,410900,0.0,1.0
2010-06-04,29.47,29.51,27.38,27.56,25.0312706346097,647300,0.0,1.0
2010-06-03,30.05,30.47,29.86,30.15,27.3836287965705,175500,0.0,1.0
2010-06-02,29.82,30.19,29.54,30.19,27.4199586523537,162900,0.0,1.0
2010-06-01,30.37,30.83,29.59,29.59,26.875010815606,336600,0.0,1.0
2010-05-28,30.87,31.36,30.56,30.68,27.8649993856976,306800,0.0,1.0
2010-05-27,30.4,31.16,30.05,30.99,28.1465557680172,334300,0.0,1.0
2010-05-26,30.03,30.71,29.48,29.6,26.8840932795518,554400,0.0,1.0
2010-05-25,28.79,29.92,28.24,29.79,27.0566600945219,496400,0.0,1.0
2010-05-24,28.96,30.41,28.65,29.71,26.9840003829555,579300,0.0,1.0
2010-05-21,28.19,29.72,27.95,29.21,26.5298771856658,506600,0.0,1.0
2010-05-20,29.49,29.939,28.63,28.63,26.0030942768097,461100,0.0,1.0
2010-05-19,30.26,30.61,29.9,30.27,27.49261836392,326600,0.0,1.0
2010-05-18,30.61,31.33,30.14,30.38,27.5925254673238,360500,0.0,1.0
2010-05-17,30.88,31.11,29.21,30.26,27.4835358999742,897300,0.0,1.0
2010-05-14,31.72,31.72,30.11,30.56,27.7560098183481,404800,0.0,1.0
2010-05-13,32.06,32.36,31.475,32.0,29.0638846265425,319500,0.0,1.0
2010-05-12,31.36,32.42,31.32,32.26,29.3000286891331,417900,0.0,1.0
2010-05-11,31.17,31.97,30.66,31.19,28.3282050469331,232200,0.0,1.0
2010-05-10,31.13,31.57,30.95,31.48,28.5915965013612,276600,0.0,1.0
2010-05-07,30.45,30.73,29.44,29.63,26.9113406713892,451800,0.0,1.0
2010-05-06,31.48,31.97,28.37,30.73,27.9104117054266,170700,0.0,1.0
2010-05-05,31.69,32.68,31.33,31.73,28.818658100006,1066500,0.0,1.0
2010-05-04,32.35,32.35,31.66,32.03,29.0911320183799,377700,0.0,1.0
2010-05-03,32.01,33.08,31.94,32.79,29.7813992782602,327000,0.0,1.0
2010-04-30,31.95,32.6,31.81,31.87,28.9458125952471,360800,0.0,1.0
2010-04-29,31.04,32.2,31.01,32.13,29.1819566578378,386900,0.0,1.0
2010-04-28,31.57,31.58,30.5,30.7,27.8831643135892,858900,0.0,1.0
2010-04-27,31.91,32.26,31.15,31.31,28.4371946142826,696400,0.0,1.0
2010-04-26,32.02,34.99,32.01,32.61,29.6179149272359,1476200,0.0,1.0
2010-04-23,32.08,33.76,32.08,32.45,29.4725955041032,706500,0.0,1.0
2010-04-22,30.16,32.39,29.83,32.18,29.2273689775668,735400,0.0,1.0
2010-04-21,29.58,30.62,29.58,30.48,27.6833501067817,411100,0.0,1.0
2010-04-20,28.99,29.63,28.86,29.58,26.8659283516602,266400,0.0,1.0
2010-04-19,29.29,29.29,28.35,28.84,26.1938260196714,405700,0.0,1.0
2010-04-16,29.4,29.56,28.6,29.22,26.5389596496116,354100,0.0,1.0
2010-04-15,29.05,29.56,28.7,29.36,26.6661141448527,264600,0.0,1.0
2010-04-14,28.85,29.24,28.61,29.19,26.5117122577742,307500,0.0,1.0
2010-04-13,28.65,28.79,28.32,28.65,26.0212592047013,242300,0.0,1.0
2010-04-12,29.02,29.17,28.55,28.65,26.0212592047013,384500,0.0,1.0
2010-04-09,27.96,29.158,27.76,29.07,26.4027226904247,593800,0.0,1.0
2010-04-08,26.99,28.0,26.76,27.79,25.240167305363,454400,0.0,1.0
2010-04-07,26.96,27.52,26.96,27.12,24.6316422209947,430400,0.0,1.0
2010-04-06,27.1,27.18,26.96,27.12,24.6316422209947,85000,0.0,1.0
2010-04-05,26.91,27.39,26.77,27.24,24.7406317883443,94400,0.0,1.0
2010-04-01,26.56,27.42,26.56,26.92,24.4499929420789,140100,0.0,1.0
2010-03-31,26.88,27.11,26.52,26.54,24.1048593121387,332700,0.0,1.0
2010-03-30,26.54,26.95,26.53,26.85,24.3864156944583,273700,0.0,1.0
2010-03-29,26.01,26.66,25.72,26.6,24.1593540958134,213600,0.0,1.0
2010-03-26,25.8,26.22,25.41,25.76,23.3964271243667,308100,0.0,1.0
2010-03-25,26.04,26.62,25.55,25.58,23.2329427733424,248700,0.0,1.0
2010-03-24,25.87,26.03,25.69,25.96,23.5780764032826,155900,0.0,1.0
2010-03-23,26.38,26.52,25.96,26.1,23.7052308985237,155600,0.0,1.0
2010-03-22,25.51,26.42,25.475,26.35,23.9322924971686,297300,0.0,1.0
2010-03-19,25.77,26.01,25.58,25.76,23.3964271243667,281200,0.0,1.0
2010-03-18,26.34,26.55,25.6,25.81,23.4418394440957,266500,0.1,1.0
2010-03-17,25.61,26.6,25.48,26.47,23.9484944069939,384400,0.0,1.0
2010-03-16,25.24,25.55,25.09,25.49,23.061848221922,215400,0.0,1.0
2010-03-15,25.66,25.66,24.96,25.13,22.7361414600588,306500,0.0,1.0
2010-03-12,26.06,26.06,25.56,25.63,23.1885119626465,221400,0.0,1.0
2010-03-11,25.45,25.98,25.22,25.93,23.4599342641992,238200,0.0,1.0
2010-03-10,25.66,25.69,25.45,25.62,23.1794645525948,309100,0.0,1.0
2010-03-09,25.09,25.6,24.87,25.49,23.061848221922,330700,0.0,1.0
2010-03-08,24.4,25.22,24.4,25.1,22.7089992299036,316100,0.0,1.0
2010-03-05,23.97,24.5,23.95,24.44,22.1118701664878,457600,0.0,1.0
2010-03-04,24.25,24.4,23.89,24.0,21.7137841242106,535400,0.0,1.0
2010-03-03,24.09,24.4,23.88,24.11,21.8133056347799,271300,0.0,1.0
2010-03-02,24.39,24.65,24.07,24.19,21.8856849151939,197300,0.0,1.0
2010-03-01,23.53,24.19,23.405,24.18,21.8766375051421,338200,0.0,1.0
2010-02-26,23.86,23.97,23.34,23.59,21.3428403120886,287100,0.0,1.0
2010-02-25,23.89,24.2,23.64,23.9,21.623310023693,446200,0.0,1.0
2010-02-24,24.08,24.15,23.84,24.1,21.8042582247281,539600,0.0,1.0
2010-02-23,23.67,24.21,23.59,24.02,21.7318789443141,749800,0.0,1.0
2010-02-22,24.03,24.03,23.65,23.85,21.5780729734342,146300,0.0,1.0
2010-02-19,23.83,23.94,23.68,23.85,21.5780729734342,192000,0.0,1.0
2010-02-18,23.71,24.06,23.67,23.93,21.6504522538483,240200,0.0,1.0
2010-02-17,23.83,24.02,23.73,23.74,21.4785514628649,177000,0.0,1.0
2010-02-16,22.71,23.96,22.55,23.82,21.550930743279,766300,0.0,1.0
2010-02-12,21.98,22.62,21.9,22.62,20.4652415370685,255300,0.0,1.0
2010-02-11,22.18,22.34,22.0,22.32,20.1938192355158,347900,0.0,1.0
2010-02-10,22.45,22.6,21.9,22.18,20.0671554947913,281100,0.0,1.0
2010-02-09,22.72,22.94,22.07,22.41,20.2752459259816,414000,0.0,1.0
2010-02-08,23.07,23.27,22.52,22.57,20.4200044868097,349300,0.0,1.0
2010-02-05,22.77,23.19,22.51,23.19,20.9809439100185,313500,0.0,1.0
2010-02-04,23.09,23.18,22.6,22.81,20.6371423280518,294100,0.0,1.0
2010-02-03,23.58,23.65,23.07,23.32,21.0985602406913,288300,0.0,1.0
2010-02-02,23.36,23.83,23.26,23.78,21.514741103072,445500,0.0,1.0
2010-02-01,22.92,23.25,22.68,23.25,21.035228370329,806200,0.0,1.0
2010-01-29,23.0,23.21,22.73,22.81,20.6371423280518,476400,0.0,1.0
2010-01-28,23.11,23.28,22.5,22.88,20.7004741984141,434200,0.0,1.0
2010-01-27,23.72,23.72,22.35,23.18,20.9718964999667,1137100,0.0,1.0
2010-01-26,23.9,24.52,23.8,24.14,21.8404478649351,375200,0.0,1.0
2010-01-25,24.33,24.46,23.76,24.02,21.7318789443141,241900,0.0,1.0
2010-01-22,24.46,24.63,24.02,24.17,21.8675900950904,338800,0.0,1.0
2010-01-21,25.2,25.38,24.46,24.52,22.1842494469018,283300,0.0,1.0
2010-01-20,24.94,25.26,24.74,25.14,22.7451888701106,221800,0.0,1.0
2010-01-19,25.06,25.29,24.79,25.18,22.7813785103176,234300,0.0,1.0
2010-01-15,25.25,25.25,24.81,25.04,22.654714769593,347500,0.0,1.0
2010-01-14,25.16,25.38,24.96,25.3,22.8899474309386,333600,0.0,1.0
2010-01-13,24.92,25.38,24.53,25.35,22.9351844811974,427800,0.0,1.0
2010-01-12,24.55,24.84,24.49,24.76,22.4013872881439,310100,0.0,1.0
2010-01-11,24.55,24.77,24.35,24.72,22.3651976479369,719600,0.0,1.0
2010-01-08,24.83,24.89,24.38,24.62,22.2747235474193,448100,0.0,1.0
