,MDXG_Open,MDXG_High,MDXG_Low,MDXG_Close,MDXG_Adj Close,MDXG_Volume,MDXG_Dividend Amount,MDXG_Split Coefficient
2016-10-24,8.55,8.74,8.53,8.63,8.63,343384,0.0,1.0
2016-10-21,8.46,8.55,8.41,8.48,8.48,456425,0.0,1.0
2016-10-20,8.41,8.5753,8.41,8.54,8.54,401467,0.0,1.0
2016-10-19,8.42,8.57,8.3,8.44,8.44,343021,0.0,1.0
2016-10-18,8.45,8.54,8.33,8.42,8.42,328529,0.0,1.0
2016-10-17,8.28,8.34,8.08,8.31,8.31,501541,0.0,1.0
2016-10-14,8.46,8.55,8.289,8.3,8.3,331900,0.0,1.0
2016-10-13,8.25,8.49,8.25,8.38,8.38,412271,0.0,1.0
2016-10-12,8.52,8.6,8.35,8.35,8.35,438058,0.0,1.0
2016-10-11,9.08,9.095,8.49,8.5,8.5,635072,0.0,1.0
2016-10-10,8.94,9.285,8.92,9.14,9.14,1124349,0.0,1.0
2016-10-07,8.86,8.87,8.65,8.83,8.83,447268,0.0,1.0
2016-10-06,8.76,8.995,8.72,8.86,8.86,526187,0.0,1.0
2016-10-05,8.84,9.04,8.77,8.87,8.87,610868,0.0,1.0
2016-10-04,8.8,8.91,8.68,8.77,8.77,872572,0.0,1.0
2016-10-03,8.57,8.8,8.46,8.79,8.79,763005,0.0,1.0
2016-09-30,8.42,8.58,8.205,8.58,8.58,719705,0.0,1.0
2016-09-29,8.62,8.62,8.22,8.35,8.35,709170,0.0,1.0
2016-09-28,8.8,8.8,8.53,8.66,8.66,574550,0.0,1.0
2016-09-27,8.65,8.82,8.49,8.75,8.75,1152256,0.0,1.0
2016-09-26,8.89,8.89,8.62,8.65,8.65,715941,0.0,1.0
2016-09-23,9.26,9.35,8.9,8.93,8.93,936284,0.0,1.0
2016-09-22,9.18,9.39,9.11,9.34,9.34,797650,0.0,1.0
2016-09-21,9.04,9.15,8.91,9.14,9.14,671574,0.0,1.0
2016-09-20,8.91,9.09,8.85,8.99,8.99,546710,0.0,1.0
2016-09-19,9.11,9.24,8.86,8.86,8.86,814023,0.0,1.0
2016-09-16,9.0,9.13,8.86,9.08,9.08,1584572,0.0,1.0
2016-09-15,8.66,8.99,8.42,8.99,8.99,1097548,0.0,1.0
2016-09-14,8.49,8.7,8.45,8.69,8.69,888240,0.0,1.0
2016-09-13,8.59,8.65,8.47,8.48,8.48,926861,0.0,1.0
2016-09-12,8.21,8.73,8.04,8.72,8.72,1459660,0.0,1.0
2016-09-09,8.34,8.5,8.25,8.29,8.29,972178,0.0,1.0
2016-09-08,7.97,8.57,7.97,8.41,8.41,1883539,0.0,1.0
2016-09-07,7.67,8.03,7.61,7.97,7.97,1248287,0.0,1.0
2016-09-06,7.37,7.66,7.33,7.66,7.66,1070835,0.0,1.0
2016-09-02,7.15,7.37,7.09,7.34,7.34,926789,0.0,1.0
2016-09-01,7.25,7.27,7.015,7.14,7.14,726239,0.0,1.0
2016-08-31,7.1,7.3,7.02,7.24,7.24,845469,0.0,1.0
2016-08-30,7.09,7.16,7.0,7.06,7.06,592841,0.0,1.0
2016-08-29,7.28,7.28,6.94,7.1,7.1,821481,0.0,1.0
2016-08-26,7.23,7.29,7.1,7.24,7.24,371013,0.0,1.0
2016-08-25,7.22,7.2999,7.1,7.19,7.19,541786,0.0,1.0
2016-08-24,7.47,7.56,7.23,7.24,7.24,1420091,0.0,1.0
2016-08-23,7.57,7.57,7.38,7.5,7.5,356027,0.0,1.0
2016-08-22,7.32,7.599,7.28,7.52,7.52,840832,0.0,1.0
2016-08-19,7.32,7.335,7.21,7.3,7.3,332592,0.0,1.0
2016-08-18,7.26,7.34,7.21,7.34,7.34,557422,0.0,1.0
2016-08-17,7.41,7.43,7.2,7.24,7.24,555129,0.0,1.0
2016-08-16,7.48,7.53,7.4,7.41,7.41,354375,0.0,1.0
2016-08-15,7.54,7.63,7.46,7.54,7.54,479118,0.0,1.0
2016-08-12,7.4,7.55,7.35,7.52,7.52,516441,0.0,1.0
2016-08-11,7.38,7.515,7.3,7.38,7.38,831542,0.0,1.0
2016-08-10,7.55,7.5633,7.36,7.36,7.36,598920,0.0,1.0
2016-08-09,7.61,7.63,7.511,7.58,7.58,440431,0.0,1.0
2016-08-08,7.7,7.745,7.56,7.57,7.57,515823,0.0,1.0
2016-08-05,7.71,7.86,7.66,7.67,7.67,901566,0.0,1.0
2016-08-04,7.55,7.7,7.53,7.68,7.68,487566,0.0,1.0
2016-08-03,7.52,7.58,7.37,7.55,7.55,467390,0.0,1.0
2016-08-02,7.68,7.72,7.47,7.535,7.535,546343,0.0,1.0
2016-08-01,7.5,7.86,7.49,7.71,7.71,905131,0.0,1.0
2016-07-29,7.47,7.5,7.35,7.49,7.49,786641,0.0,1.0
2016-07-28,7.53,7.54,7.35,7.45,7.45,996827,0.0,1.0
2016-07-27,7.48,7.57,7.39,7.55,7.55,897825,0.0,1.0
2016-07-26,7.48,7.65,7.21,7.53,7.53,2764650,0.0,1.0
2016-07-25,7.76,7.8,7.61,7.62,7.62,622249,0.0,1.0
2016-07-22,7.77,7.85,7.7,7.78,7.78,640913,0.0,1.0
2016-07-21,7.85,7.945,7.71,7.74,7.74,870072,0.0,1.0
2016-07-20,7.68,7.88,7.68,7.85,7.85,775644,0.0,1.0
2016-07-19,7.76,7.843,7.65,7.69,7.69,832596,0.0,1.0
2016-07-18,8.01,8.03,7.77,7.79,7.79,999662,0.0,1.0
2016-07-15,7.98,8.065,7.85,7.99,7.99,940545,0.0,1.0
2016-07-14,8.04,8.11,7.87,7.9,7.9,954969,0.0,1.0
2016-07-13,8.15,8.26,7.89,7.93,7.93,1397183,0.0,1.0
2016-07-12,8.5,8.6,8.06,8.2,8.2,1715565,0.0,1.0
2016-07-11,8.32,8.32,8.15,8.17,8.17,660838,0.0,1.0
2016-07-08,8.17,8.38,8.07,8.25,8.25,682516,0.0,1.0
2016-07-07,8.08,8.17,7.965,8.11,8.11,367671,0.0,1.0
2016-07-06,7.98,8.08,7.85,8.07,8.07,543373,0.0,1.0
2016-07-05,8.25,8.3142,7.995,8.06,8.06,523150,0.0,1.0
2016-07-01,8.0,8.281,7.94,8.22,8.22,912905,0.0,1.0
2016-06-30,7.85,7.995,7.765,7.98,7.98,984234,0.0,1.0
2016-06-29,7.65,7.88,7.56,7.88,7.88,915896,0.0,1.0
2016-06-28,7.25,7.71,7.235,7.69,7.69,1290990,0.0,1.0
2016-06-27,7.47,7.52,7.1,7.11,7.11,880302,0.0,1.0
2016-06-24,7.53,7.88,7.48,7.57,7.57,1374957,0.0,1.0
2016-06-23,7.71,7.93,7.64,7.93,7.93,622373,0.0,1.0
2016-06-22,7.6,7.7999,7.47,7.59,7.59,428554,0.0,1.0
2016-06-21,7.65,7.68,7.48,7.57,7.57,583697,0.0,1.0
2016-06-20,7.56,7.68,7.48,7.625,7.625,515801,0.0,1.0
2016-06-17,7.65,7.88,7.46,7.47,7.47,994048,0.0,1.0
2016-06-16,7.65,7.735,7.46,7.62,7.62,445603,0.0,1.0
2016-06-15,7.76,7.88,7.65,7.68,7.68,597068,0.0,1.0
2016-06-14,7.77,7.8589,7.64,7.71,7.71,505597,0.0,1.0
2016-06-13,7.86,7.96,7.67,7.79,7.79,425616,0.0,1.0
2016-06-10,7.86,8.0,7.79,7.88,7.88,460073,0.0,1.0
2016-06-09,8.1,8.16,7.93,7.98,7.98,469587,0.0,1.0
2016-06-08,8.09,8.145,7.9,8.14,8.14,488412,0.0,1.0
2016-06-07,8.2,8.2,7.99,8.1,8.1,619360,0.0,1.0
2016-06-06,8.2,8.365,7.86,8.23,8.23,845804,0.0,1.0
2016-06-03,8.23,8.35,8.07,8.21,8.21,959887,0.0,1.0
2016-06-02,7.93,8.24,7.89,8.23,8.23,873258,0.0,1.0
2016-06-01,7.86,8.03,7.75,7.94,7.94,1118196,0.0,1.0
2016-05-31,7.95,8.0,7.81,7.87,7.87,1078440,0.0,1.0
2016-05-27,7.8,7.99,7.8,7.95,7.95,851790,0.0,1.0
2016-05-26,7.6,7.89,7.51,7.78,7.78,988651,0.0,1.0
2016-05-25,7.63,7.7,7.42,7.63,7.63,853695,0.0,1.0
2016-05-24,7.3,7.67,7.24,7.59,7.59,1679293,0.0,1.0
2016-05-23,7.06,7.34,7.06,7.22,7.22,1132687,0.0,1.0
2016-05-20,6.94,7.01,6.9,7.01,7.01,813228,0.0,1.0
2016-05-19,6.95,7.109,6.79,6.86,6.86,580741,0.0,1.0
2016-05-18,6.83,7.068,6.83,7.0,7.0,657872,0.0,1.0
2016-05-17,6.93,7.0,6.775,6.81,6.81,1126717,0.0,1.0
2016-05-16,6.83,7.0,6.75,6.98,6.98,1245539,0.0,1.0
2016-05-13,6.82,7.09,6.64,6.74,6.74,1199383,0.0,1.0
2016-05-12,6.71,6.91,6.6478,6.67,6.67,838646,0.0,1.0
2016-05-11,6.96,6.98,6.66,6.66,6.66,1109921,0.0,1.0
2016-05-10,7.18,7.29,6.94,7.0,7.0,916707,0.0,1.0
2016-05-09,7.08,7.277,7.05,7.155,7.155,1248074,0.0,1.0
2016-05-06,7.12,7.3,6.96,7.09,7.09,1033404,0.0,1.0
2016-05-05,7.12,7.205,7.05,7.14,7.14,681313,0.0,1.0
2016-05-04,7.14,7.255,7.0,7.1,7.1,1186822,0.0,1.0
2016-05-03,7.34,7.455,7.065,7.16,7.16,1419491,0.0,1.0
2016-05-02,7.54,7.624,7.31,7.38,7.38,887332,0.0,1.0
2016-04-29,7.79,7.93,7.53,7.53,7.53,967606,0.0,1.0
2016-04-28,7.67,8.0,7.56,7.8,7.8,931957,0.0,1.0
2016-04-27,7.54,7.75,7.28,7.72,7.72,922628,0.0,1.0
2016-04-26,7.44,8.09,7.26,7.73,7.73,2273475,0.0,1.0
2016-04-25,8.11,8.19,7.8,7.83,7.83,1161311,0.0,1.0
2016-04-22,8.24,8.37,7.96,8.1,8.1,830399,0.0,1.0
2016-04-21,8.15,8.31,8.09,8.26,8.26,613967,0.0,1.0
2016-04-20,8.16,8.2061,7.995,8.11,8.11,989829,0.0,1.0
2016-04-19,8.3,8.35,8.06,8.13,8.13,700442,0.0,1.0
2016-04-18,8.4,8.47,8.3,8.41,8.41,504123,0.0,1.0
2016-04-15,8.43,8.54,8.36,8.4,8.4,445840,0.0,1.0
2016-04-14,8.31,8.64,8.25,8.44,8.44,592928,0.0,1.0
2016-04-13,8.28,8.3599,8.15,8.27,8.27,676505,0.0,1.0
2016-04-12,7.99,8.265,7.99,8.26,8.26,1055288,0.0,1.0
2016-04-11,7.66,8.32,7.46,8.2,8.2,3857932,0.0,1.0
2016-04-08,9.29,9.29,8.87,8.99,8.99,782144,0.0,1.0
2016-04-07,9.1,9.3,9.04,9.19,9.19,700367,0.0,1.0
2016-04-06,8.82,9.14,8.81,9.13,9.13,606698,0.0,1.0
2016-04-05,8.86,8.96,8.76,8.83,8.83,451939,0.0,1.0
2016-04-04,9.03,9.18,8.93,8.93,8.93,556972,0.0,1.0
2016-04-01,8.74,9.06,8.56,9.0,9.0,872350,0.0,1.0
2016-03-31,8.56,8.8,8.56,8.74,8.74,931058,0.0,1.0
2016-03-30,8.44,8.74,8.39,8.57,8.57,686654,0.0,1.0
2016-03-29,8.15,8.385,8.06,8.36,8.36,846430,0.0,1.0
2016-03-28,8.27,8.415,8.15,8.15,8.15,352461,0.0,1.0
2016-03-24,8.16,8.33,8.0,8.25,8.25,391496,0.0,1.0
2016-03-23,8.59,8.7,8.22,8.22,8.22,390941,0.0,1.0
2016-03-22,8.43,8.66,8.43,8.6,8.6,392749,0.0,1.0
2016-03-21,8.31,8.6,8.2,8.53,8.53,589661,0.0,1.0
2016-03-18,8.05,8.35,7.89,8.31,8.31,1913653,0.0,1.0
2016-03-17,8.18,8.345,7.97,8.0,8.0,1067065,0.0,1.0
2016-03-16,8.17,8.29,8.015,8.17,8.17,564888,0.0,1.0
2016-03-15,8.47,8.65,8.18,8.18,8.18,583661,0.0,1.0
2016-03-14,8.58,8.74,8.42,8.53,8.53,323940,0.0,1.0
2016-03-11,8.45,8.6525,8.37,8.58,8.58,645822,0.0,1.0
2016-03-10,8.61,8.85,8.25,8.38,8.38,736094,0.0,1.0
2016-03-09,8.68,8.74,8.31,8.57,8.57,918384,0.0,1.0
2016-03-08,9.15,9.2,8.55,8.6,8.6,1369486,0.0,1.0
2016-03-07,8.99,9.35,8.71,9.25,9.25,880485,0.0,1.0
2016-03-04,8.82,9.17,8.6,9.01,9.01,1102839,0.0,1.0
2016-03-03,8.88,8.95,8.7,8.84,8.84,807481,0.0,1.0
2016-03-02,8.44,8.92,8.42,8.91,8.91,1110095,0.0,1.0
2016-03-01,8.36,8.5,8.13,8.46,8.46,625962,0.0,1.0
2016-02-29,8.46,8.54,8.17,8.23,8.23,787105,0.0,1.0
2016-02-26,8.29,8.58,8.24,8.49,8.49,659081,0.0,1.0
2016-02-25,8.1,8.38,8.02,8.25,8.25,747379,0.0,1.0
2016-02-24,8.27,8.47,7.48,8.09,8.09,1433369,0.0,1.0
2016-02-23,8.12,8.51,8.02,8.32,8.32,1361332,0.0,1.0
2016-02-22,7.97,8.23,7.9,8.12,8.12,829875,0.0,1.0
2016-02-19,7.82,8.02,7.68,7.88,7.88,672808,0.0,1.0
2016-02-18,7.98,8.1,7.82,7.83,7.83,657785,0.0,1.0
2016-02-17,7.97,8.05,7.83,8.0,8.0,831258,0.0,1.0
2016-02-16,7.73,7.905,7.62,7.9,7.9,681107,0.0,1.0
2016-02-12,7.47,7.63,7.27,7.59,7.59,935847,0.0,1.0
2016-02-11,7.17,7.49,7.06,7.43,7.43,788170,0.0,1.0
2016-02-10,7.41,7.68,7.33,7.34,7.34,739409,0.0,1.0
2016-02-09,7.62,7.87,7.3,7.31,7.31,1062106,0.0,1.0
2016-02-08,7.77,7.885,7.52,7.74,7.74,1336049,0.0,1.0
2016-02-05,8.11,8.14,7.805,7.85,7.85,1244347,0.0,1.0
2016-02-04,8.03,8.27,7.94,8.16,8.16,982493,0.0,1.0
2016-02-03,7.86,8.11,7.585,8.07,8.07,1136066,0.0,1.0
2016-02-02,8.05,8.1126,7.8,7.82,7.82,980032,0.0,1.0
2016-02-01,8.24,8.3,7.98,8.13,8.13,1226635,0.0,1.0
2016-01-29,7.95,8.34,7.88,8.32,8.32,1431835,0.0,1.0
2016-01-28,8.09,8.205,7.7199,7.92,7.92,932286,0.0,1.0
2016-01-27,8.25,8.31,7.995,8.03,8.03,818244,0.0,1.0
2016-01-26,8.25,8.31,7.86,8.24,8.24,822125,0.0,1.0
2016-01-25,8.31,8.4464,8.18,8.22,8.22,1018350,0.0,1.0
2016-01-22,8.65,8.68,8.2,8.36,8.36,953696,0.0,1.0
2016-01-21,8.36,8.75,8.2,8.51,8.51,934578,0.0,1.0
2016-01-20,8.15,8.545,7.69,8.45,8.45,1423279,0.0,1.0
2016-01-19,8.58,8.61,7.81,8.14,8.14,1296082,0.0,1.0
2016-01-15,8.44,8.7,8.26,8.52,8.52,1211734,0.0,1.0
2016-01-14,8.41,8.94,8.281,8.66,8.66,1017170,0.0,1.0
2016-01-13,8.9,9.1,8.28,8.43,8.43,1101462,0.0,1.0
2016-01-12,8.58,9.0925,8.405,8.89,8.89,1293286,0.0,1.0
2016-01-11,9.32,9.47,8.17,8.45,8.45,1859313,0.0,1.0
2016-01-08,8.92,9.04,8.53,8.55,8.55,877604,0.0,1.0
2016-01-07,8.9,9.05,8.62,8.74,8.74,1128440,0.0,1.0
2016-01-06,8.71,9.63,8.58,8.9,8.9,1202469,0.0,1.0
2016-01-05,8.92,9.08,8.79,8.86,8.86,618848,0.0,1.0
2016-01-04,9.11,9.15,8.42,8.96,8.96,1295408,0.0,1.0
2015-12-31,9.52,9.615,9.27,9.37,9.37,921213,0.0,1.0
2015-12-30,9.74,9.9,9.53,9.53,9.53,579635,0.0,1.0
2015-12-29,9.6,9.87,9.6,9.84,9.84,565844,0.0,1.0
2015-12-28,9.4,9.69,9.3,9.61,9.61,584118,0.0,1.0
2015-12-24,9.58,9.585,9.3,9.4,9.4,310139,0.0,1.0
2015-12-23,9.5,9.63,9.4,9.61,9.61,595753,0.0,1.0
2015-12-22,9.5,9.5,9.18,9.46,9.46,607703,0.0,1.0
2015-12-21,9.56,9.66,9.05,9.35,9.35,1312627,0.0,1.0
2015-12-18,8.93,9.64,8.78,9.54,9.54,5329289,0.0,1.0
2015-12-17,8.98,9.0,8.365,8.92,8.92,1979264,0.0,1.0
2015-12-16,8.38,8.41,7.93,8.1,8.1,1690290,0.0,1.0
2015-12-15,8.39,8.69,8.27,8.29,8.29,824196,0.0,1.0
2015-12-14,8.32,8.54,8.11,8.31,8.31,646288,0.0,1.0
2015-12-11,8.45,8.6,8.205,8.29,8.29,883350,0.0,1.0
2015-12-10,8.46,8.69,8.06,8.64,8.64,1533316,0.0,1.0
2015-12-09,8.68,8.7,8.44,8.49,8.49,580379,0.0,1.0
2015-12-08,8.43,9.0,8.43,8.74,8.74,732941,0.0,1.0
2015-12-07,9.0,9.06,8.435,8.5,8.5,696037,0.0,1.0
2015-12-04,8.66,9.05,8.55,9.0,9.0,530790,0.0,1.0
2015-12-03,9.07,9.13,8.62,8.69,8.69,877676,0.0,1.0
2015-12-02,8.9,9.27,8.7108,9.07,9.07,687505,0.0,1.0
2015-12-01,9.0,9.01,8.68,8.93,8.93,848850,0.0,1.0
2015-11-30,8.77,9.1,8.77,8.96,8.96,877488,0.0,1.0
2015-11-27,8.76,8.85,8.635,8.73,8.73,210078,0.0,1.0
2015-11-25,8.61,8.8,8.59,8.79,8.79,583979,0.0,1.0
2015-11-24,8.47,8.65,8.25,8.63,8.63,634397,0.0,1.0
2015-11-23,8.39,8.63,8.31,8.56,8.56,646338,0.0,1.0
2015-11-20,8.16,8.49,8.06,8.37,8.37,751074,0.0,1.0
2015-11-19,8.31,8.31,7.96,8.11,8.11,454700,0.0,1.0
2015-11-18,8.13,8.39,8.056,8.36,8.36,589903,0.0,1.0
2015-11-17,8.26,8.48,8.0801,8.12,8.12,921008,0.0,1.0
2015-11-16,8.0,8.47,7.98,8.23,8.23,1797756,0.0,1.0
2015-11-13,7.63,7.93,7.56,7.75,7.75,684343,0.0,1.0
2015-11-12,7.7,7.83,7.62,7.65,7.65,572117,0.0,1.0
2015-11-11,7.75,7.92,7.64,7.76,7.76,823441,0.0,1.0
2015-11-10,7.31,7.7,7.22,7.59,7.59,1360453,0.0,1.0
2015-11-09,7.53,7.59,7.06,7.34,7.34,2290205,0.0,1.0
2015-11-06,7.43,7.85,7.36,7.84,7.84,781235,0.0,1.0
2015-11-05,7.5,7.63,7.4,7.5,7.5,924277,0.0,1.0
2015-11-04,7.45,7.74,7.42,7.55,7.55,1240209,0.0,1.0
2015-11-03,7.7,7.78,7.34,7.39,7.39,1607173,0.0,1.0
2015-11-02,7.4,7.91,7.25,7.81,7.81,1646180,0.0,1.0
2015-10-30,7.89,7.99,7.23,7.28,7.28,3910202,0.0,1.0
2015-10-29,9.49,9.53,6.71,7.29,7.29,8566799,0.0,1.0
2015-10-28,9.09,9.49,8.94,9.49,9.49,1308424,0.0,1.0
2015-10-27,8.85,9.1,8.85,9.09,9.09,1174444,0.0,1.0
2015-10-26,8.86,9.18,8.8,8.86,8.86,594600,0.0,1.0
2015-10-23,8.88,8.99,8.81,8.88,8.88,879335,0.0,1.0
2015-10-22,8.99,9.08,8.55,8.78,8.78,1255757,0.0,1.0
2015-10-21,9.1,9.19,8.55,8.91,8.91,1614661,0.0,1.0
2015-10-20,8.7,8.98,8.58,8.89,8.89,2030248,0.0,1.0
2015-10-19,8.36,8.85,8.34,8.68,8.68,1356037,0.0,1.0
2015-10-16,8.41,8.5,8.22,8.32,8.32,1369579,0.0,1.0
2015-10-15,7.95,8.51,7.54,8.38,8.38,2725984,0.0,1.0
2015-10-14,8.61,8.7344,7.76,7.95,7.95,3262354,0.0,1.0
2015-10-13,9.94,9.94,8.43,8.44,8.44,2433723,0.0,1.0
2015-10-12,9.53,10.0,9.19,9.84,9.84,2191602,0.0,1.0
2015-10-09,9.43,9.52,9.21,9.4,9.4,1066931,0.0,1.0
2015-10-08,9.51,9.51,9.125,9.39,9.39,1082773,0.0,1.0
2015-10-07,9.46,9.75,9.17,9.55,9.55,1396311,0.0,1.0
2015-10-06,9.73,9.95,8.99,9.42,9.42,1122747,0.0,1.0
2015-10-05,9.87,10.135,9.56,9.8,9.8,1686179,0.0,1.0
2015-10-02,9.39,9.72,9.22,9.72,9.72,752835,0.0,1.0
2015-10-01,9.64,9.66,9.0,9.47,9.47,1050134,0.0,1.0
2015-09-30,9.61,9.82,9.45,9.65,9.65,1333881,0.0,1.0
2015-09-29,9.44,9.93,9.2686,9.46,9.46,995163,0.0,1.0
2015-09-28,9.98,10.04,9.25,9.48,9.48,1322195,0.0,1.0
2015-09-25,10.55,10.55,9.73,10.0,10.0,1338101,0.0,1.0
2015-09-24,10.27,10.43,10.01,10.36,10.36,696988,0.0,1.0
2015-09-23,10.4,10.55,10.15,10.35,10.35,582673,0.0,1.0
2015-09-22,10.6,10.738,10.135,10.35,10.35,1752140,0.0,1.0
2015-09-21,11.38,11.74,10.69,10.76,10.76,1805172,0.0,1.0
2015-09-18,10.73,11.14,10.63,11.07,11.07,1936523,0.0,1.0
2015-09-17,10.53,11.0,10.39,10.94,10.94,1002321,0.0,1.0
2015-09-16,10.38,10.6,10.28,10.56,10.56,830631,0.0,1.0
2015-09-15,10.13,10.45,10.13,10.34,10.34,622186,0.0,1.0
2015-09-14,10.2,10.34,9.94,10.18,10.18,1048338,0.0,1.0
2015-09-11,10.13,10.316,9.76,10.12,10.12,1798649,0.0,1.0
2015-09-10,10.11,10.4,10.09,10.27,10.27,585219,0.0,1.0
2015-09-09,10.46,10.5,10.09,10.12,10.12,729766,0.0,1.0
2015-09-08,9.93,10.42,9.85,10.41,10.41,863503,0.0,1.0
2015-09-04,9.53,9.83,9.53,9.82,9.82,381478,0.0,1.0
2015-09-03,9.57,9.93,9.55,9.67,9.67,845558,0.0,1.0
2015-09-02,9.4,9.64,9.32,9.58,9.58,876887,0.0,1.0
2015-09-01,9.44,9.71,9.19,9.31,9.31,1471544,0.0,1.0
2015-08-31,9.59,9.97,9.52,9.71,9.71,1227006,0.0,1.0
2015-08-28,9.42,9.6,9.35,9.6,9.6,654368,0.0,1.0
2015-08-27,9.56,9.62,9.224,9.48,9.48,1024564,0.0,1.0
2015-08-26,9.35,9.49,9.0,9.46,9.46,1523667,0.0,1.0
2015-08-25,9.59,9.7199,9.0,9.11,9.11,1927870,0.0,1.0
2015-08-24,8.72,9.73,8.65,9.22,9.22,2792226,0.0,1.0
2015-08-21,8.62,9.485,8.52,9.16,9.16,1447140,0.0,1.0
2015-08-20,9.2,9.28,8.67,8.71,8.71,1432256,0.0,1.0
2015-08-19,9.69,9.8,9.31,9.31,9.31,903934,0.0,1.0
2015-08-18,9.75,9.84,9.6,9.76,9.76,902107,0.0,1.0
2015-08-17,9.33,9.83,9.28,9.81,9.81,1010639,0.0,1.0
2015-08-14,9.08,9.55,9.02,9.34,9.34,836321,0.0,1.0
2015-08-13,9.41,9.6,9.3,9.53,9.53,767734,0.0,1.0
2015-08-12,9.33,9.61,9.26,9.36,9.36,917380,0.0,1.0
2015-08-11,9.15,9.64,9.14,9.33,9.33,1192522,0.0,1.0
2015-08-10,9.62,9.65,9.28,9.37,9.37,1121644,0.0,1.0
2015-08-07,9.68,9.73,9.22,9.5,9.5,1165151,0.0,1.0
2015-08-06,10.25,10.25,9.58,9.74,9.74,1793648,0.0,1.0
2015-08-05,9.87,10.44,9.75,10.36,10.36,1717482,0.0,1.0
2015-08-04,10.26,10.31,9.75,9.87,9.87,1308454,0.0,1.0
2015-08-03,10.73,10.8795,10.0,10.21,10.21,1811980,0.0,1.0
2015-07-31,11.1,11.11,10.52,10.73,10.73,3261384,0.0,1.0
2015-07-30,12.24,12.24,10.85,11.15,11.15,4312051,0.0,1.0
2015-07-29,12.1,12.48,11.91,12.41,12.41,1790610,0.0,1.0
2015-07-28,12.65,12.83,12.3,12.8,12.8,1300930,0.0,1.0
2015-07-27,12.34,12.73,12.01,12.54,12.54,1202097,0.0,1.0
2015-07-24,12.48,12.56,12.25,12.34,12.34,775853,0.0,1.0
2015-07-23,12.75,12.9,12.48,12.5,12.5,821768,0.0,1.0
2015-07-22,12.79,12.93,12.6,12.71,12.71,876318,0.0,1.0
2015-07-21,12.99,13.0,12.5,12.91,12.91,1104308,0.0,1.0
2015-07-20,12.97,13.01,12.55,12.95,12.95,1108364,0.0,1.0
2015-07-17,12.76,13.2,12.65,12.97,12.97,1881057,0.0,1.0
2015-07-16,12.39,12.54,12.26,12.42,12.42,873752,0.0,1.0
2015-07-15,12.74,12.95,12.245,12.29,12.29,1573372,0.0,1.0
2015-07-14,12.1,12.99,12.004,12.75,12.75,4429225,0.0,1.0
2015-07-13,11.68,12.13,11.6,12.11,12.11,2269428,0.0,1.0
2015-07-10,11.31,11.61,11.13,11.61,11.61,1307990,0.0,1.0
2015-07-09,10.79,11.13,10.79,10.99,10.99,1295195,0.0,1.0
2015-07-08,10.91,11.12,10.545,10.62,10.62,1195190,0.0,1.0
2015-07-07,11.15,11.15,10.73,11.02,11.02,1289882,0.0,1.0
2015-07-06,10.75,11.11,10.63,11.1,11.1,1526768,0.0,1.0
2015-07-02,11.02,11.12,10.68,10.87,10.87,1152492,0.0,1.0
2015-07-01,11.68,11.74,10.83,11.035,11.035,2022420,0.0,1.0
2015-06-30,11.63,11.71,11.43,11.59,11.59,11727879,0.0,1.0
2015-06-29,11.6,11.89,11.31,11.57,11.57,2181411,0.0,1.0
2015-06-26,11.74,11.93,11.5,11.68,11.68,3282401,0.0,1.0
2015-06-25,11.24,11.75,11.24,11.74,11.74,1545300,0.0,1.0
2015-06-24,11.58,11.694,11.11,11.15,11.15,1670198,0.0,1.0
2015-06-23,11.51,11.62,11.45,11.56,11.56,2174853,0.0,1.0
2015-06-22,11.52,11.87,11.46,11.55,11.55,2753026,0.0,1.0
2015-06-19,11.43,11.465,10.83,11.02,11.02,1968506,0.0,1.0
2015-06-18,10.53,11.44,10.5,11.32,11.32,3052961,0.0,1.0
2015-06-17,10.5,10.8,10.36,10.44,10.44,1939438,0.0,1.0
2015-06-16,10.06,10.29,9.96,10.16,10.16,559746,0.0,1.0
2015-06-15,10.11,10.195,9.98,10.1,10.1,546762,0.0,1.0
2015-06-12,10.2,10.29,10.1,10.15,10.15,328489,0.0,1.0
2015-06-11,10.22,10.33,10.195,10.25,10.25,624310,0.0,1.0
2015-06-10,10.09,10.25,9.9,10.16,10.16,1430351,0.0,1.0
2015-06-09,10.2,10.25,9.65,10.03,10.03,1008299,0.0,1.0
2015-06-08,10.44,10.53,10.2,10.28,10.28,1176804,0.0,1.0
2015-06-05,9.95,10.2,9.95,10.13,10.13,354825,0.0,1.0
2015-06-04,10.18,10.18,9.84,9.94,9.94,615771,0.0,1.0
2015-06-03,10.3,10.36,10.15,10.22,10.22,442666,0.0,1.0
2015-06-02,10.27,10.3,9.86,10.13,10.13,699310,0.0,1.0
2015-06-01,10.45,10.625,10.25,10.37,10.37,608753,0.0,1.0
2015-05-29,10.13,10.38,10.13,10.35,10.35,635377,0.0,1.0
2015-05-28,10.13,10.25,10.02,10.12,10.12,639294,0.0,1.0
2015-05-27,10.23,10.36,10.04,10.21,10.21,398970,0.0,1.0
2015-05-26,10.12,10.2024,9.94,10.03,10.03,489378,0.0,1.0
2015-05-22,10.23,10.38,10.02,10.21,10.21,381573,0.0,1.0
2015-05-21,10.44,10.53,10.07,10.27,10.27,519496,0.0,1.0
2015-05-20,10.29,10.55,10.17,10.455,10.455,567372,0.0,1.0
