,STRA_Open,STRA_High,STRA_Low,STRA_Close,STRA_Adj Close,STRA_Volume,STRA_Dividend Amount,STRA_Split Coefficient
2020-12-22,96.02,96.77,92.32,93.12,82.8997953198702,231486,0.0,1.0
2020-12-21,95.02,96.44,92.594,96.19,85.632853434475,194501,0.0,1.0
2020-12-18,97.29,100.37,96.63,97.58,86.8702966850615,643978,0.0,1.0
2020-12-17,96.09,97.34,93.45,96.15,85.5972435567603,209970,0.0,1.0
2020-12-16,98.63,98.755,95.45,95.51,85.0274855133247,178398,0.0,1.0
2020-12-15,93.85,99.05,92.81,98.59,87.7694460973583,169978,0.0,1.0
2020-12-14,95.39,99.27,93.7,93.77,83.4784558327344,172211,0.0,1.0
2020-12-11,95.65,97.98,93.925,94.78,84.3776052450311,175237,0.0,1.0
2020-12-10,91.9,96.38,91.9,96.25,85.6862682510471,147598,0.0,1.0
2020-12-09,94.29,94.75,91.19,92.36,82.2232076432905,144818,0.0,1.0
2020-12-08,92.76,93.435,90.9,93.3,83.0600397695864,159939,0.0,1.0
2020-12-07,93.65,93.76,91.83,93.18,82.9532101364423,92082,0.0,1.0
2020-12-04,93.08,95.24,91.53,93.2,82.9710150752996,155958,0.0,1.0
2020-12-03,91.36,94.15,91.25,93.17,82.9443076670136,204580,0.0,1.0
2020-12-02,95.0,95.04,90.39,90.665,80.7142390751292,245205,0.0,1.0
2020-12-01,94.09,95.47,92.45,94.25,83.905774365311,309502,0.0,1.0
2020-11-30,93.75,94.145,91.33,93.89,83.5852854658786,375081,0.0,1.0
2020-11-27,91.0,93.18,91.0,93.18,82.9532101364423,80816,0.6,1.0
2020-11-25,92.89,92.89,89.73,91.39,80.8391328041102,141134,0.0,1.0
2020-11-24,90.7,92.94,89.56,92.66,81.962512809157,282215,0.0,1.0
2020-11-23,90.28,90.475,88.8,90.15,79.7422893346158,217628,0.0,1.0
2020-11-20,87.55,89.44,87.03,89.12,78.8312016139874,156556,0.0,1.0
2020-11-19,88.31,89.24,87.265,88.42,78.2120157844341,99020,0.0,1.0
2020-11-18,90.96,91.0,88.0,88.58,78.3535439740462,119261,0.0,1.0
2020-11-17,88.99,92.99,88.5,90.5,80.0518822493925,266776,0.0,1.0
2020-11-16,88.88,91.28,88.03,89.99,79.6007611450036,400359,0.0,1.0
2020-11-13,86.87,88.75,85.26,87.92,77.769740191896,280585,0.0,1.0
2020-11-12,86.5,87.39,85.18,86.16,76.2129301061619,346226,0.0,1.0
2020-11-11,90.58,93.12,86.325,86.95,76.9117255423721,163594,0.0,1.0
2020-11-10,90.21,93.94,89.845,90.0,79.6096066568544,230689,0.0,1.0
2020-11-09,93.23,95.625,89.99,90.0,79.6096066568544,254177,0.0,1.0
2020-11-06,90.49,92.4825,87.19,87.55,77.4424562534178,321378,0.0,1.0
2020-11-05,99.12,99.12,88.69,89.96,79.5742246094513,514624,0.0,1.0
2020-11-04,89.56,101.29,88.13,100.0,88.455118507616,574399,0.0,1.0
2020-11-03,85.48,87.32,84.705,86.8,76.7790428646107,126811,0.0,1.0
2020-11-02,84.04,86.91,83.095,84.24,74.5145918308157,134127,0.0,1.0
2020-10-30,84.42,84.86,81.83,83.06,73.4708214324258,215283,0.0,1.0
2020-10-29,82.8,85.24,82.01,84.31,74.576510413771,203639,0.0,1.0
2020-10-28,88.08,88.5143,83.13,83.37,73.7450322997994,174397,0.0,1.0
2020-10-27,94.0,94.51,89.99,89.99,79.6007611450036,104090,0.0,1.0
2020-10-26,95.06,95.23,92.21,93.86,83.0239742312484,101840,0.0,1.0
2020-10-23,96.03,96.87,95.04,96.16,85.0584419569235,64960,0.0,1.0
2020-10-22,96.96,97.51,94.07,95.79,84.7311580184454,106601,0.0,1.0
2020-10-21,96.7,98.74,95.94,96.05,84.9611413265652,84171,0.0,1.0
2020-10-20,98.36,100.66,96.48,97.15,85.9341476301489,155885,0.0,1.0
2020-10-19,97.1,98.96,95.7701,97.89,86.5887155071053,139423,0.0,1.0
2020-10-16,96.65,98.01,95.51,96.73,85.5626361324169,99762,0.0,1.0
2020-10-15,95.36,97.385,93.581,96.64,85.4830265257601,87430,0.0,1.0
2020-10-14,95.97,96.9004,95.3,96.15,85.0495964450728,56564,0.0,1.0
2020-10-13,97.43,97.99,95.25,95.9,84.8284586488037,105589,0.0,1.0
2020-10-12,96.71,97.64,96.08,97.53,86.2702770804779,124629,0.0,1.0
2020-10-09,96.26,97.575,95.08,96.43,85.2972707768941,103376,0.0,1.0
2020-10-08,94.64,95.96,93.95,95.51,84.483483686624,88853,0.0,1.0
2020-10-07,94.52,95.93,93.65,93.99,83.1389658853083,138447,0.0,1.0
2020-10-06,92.4,97.98,92.4,93.65,82.8382184823824,226891,0.0,1.0
2020-10-05,91.32,92.01,90.12,91.96,81.3433269796037,160734,0.0,1.0
2020-10-02,90.21,91.45,89.29,91.11,80.5914584722889,131983,0.0,1.0
2020-10-01,92.16,92.64,90.255,91.49,80.9275879226179,242107,0.0,1.0
2020-09-30,94.56,95.2,90.7,91.47,80.9098968989163,177186,0.0,1.0
2020-09-29,94.57,95.23,90.825,94.14,83.2716485630697,235530,0.0,1.0
2020-09-28,95.78,96.44,94.28,94.88,83.926216440026,174948,0.0,1.0
2020-09-25,93.9,95.58,93.615,94.97,84.0058260466829,117607,0.0,1.0
2020-09-24,94.27,94.27,92.75,93.79,82.962055648293,154687,0.0,1.0
2020-09-23,93.55,96.16,92.13,94.41,83.5104773830403,247702,0.0,1.0
2020-09-22,90.86,94.76,89.99,94.18,83.3070306104727,294951,0.0,1.0
2020-09-21,89.73,90.73,87.51,90.43,79.9899636664371,270917,0.0,1.0
2020-09-18,94.51,94.7,90.44,91.31,80.7683687093042,690096,0.0,1.0
2020-09-17,91.17,94.94,90.77,93.8,82.9709011601438,230285,0.0,1.0
2020-09-16,90.36,94.22,89.49,93.0,82.2632602120829,249778,0.0,1.0
2020-09-15,89.67,90.45,89.01,90.01,79.6184521687051,134986,0.0,1.0
2020-09-14,88.57,91.0288,88.57,89.7,79.3442413013315,264926,0.0,1.0
2020-09-11,90.46,93.13,87.8,88.53,78.3093164147924,194952,0.0,1.0
2020-09-10,93.64,95.29,89.86,90.24,79.8218989412727,415269,0.0,1.0
2020-09-09,95.52,96.785,90.875,92.69,81.9890493447093,273828,0.0,1.0
2020-09-08,93.65,104.28,92.21,94.63,83.705078643757,394941,0.0,1.0
2020-09-04,97.08,97.79,92.45,94.89,83.9350619518768,238466,0.0,1.0
2020-09-03,101.95,102.36,95.86,96.13,85.0319054213712,224789,0.6,1.0
2020-09-02,102.91,103.57,101.3,102.01,89.6733657813923,253154,0.0,1.0
2020-09-01,102.02,103.25,101.22,102.6,90.1920138140462,217211,0.0,1.0
2020-08-31,105.16,105.8492,102.375,102.57,90.1656418801824,202584,0.0,1.0
2020-08-28,104.04,104.1,101.2,103.69,91.1501940777627,183235,0.0,1.0
2020-08-27,103.09,104.28,101.44,103.47,90.9567998960951,150365,0.0,1.0
2020-08-26,102.98,103.73,100.89,102.47,90.0777354339699,167829,0.0,1.0
2020-08-25,102.25,104.04,100.78,102.75,90.323873483365,157316,0.0,1.0
2020-08-24,106.7,106.7,99.57,102.1,89.7524815829836,215715,0.0,1.0
2020-08-21,104.87,106.71,102.81,105.27,92.5391159279205,280707,0.0,1.0
2020-08-20,107.34,108.69,104.1,105.35,92.6094410848905,261712,0.0,1.0
2020-08-19,114.28,114.28,108.01,108.34,95.2378438266449,254396,0.0,1.0
2020-08-18,115.75,115.97,113.22,113.56,99.8265603189385,141036,0.0,1.0
2020-08-17,118.37,119.85,115.845,116.07,102.033012118873,83266,0.0,1.0
2020-08-14,116.57,118.44,116.0,117.66,103.430724613652,103157,0.0,1.0
2020-08-13,116.61,118.58,115.49,117.07,102.912076580998,146060,0.0,1.0
2020-08-12,123.1,124.0,116.515,117.14,102.973611093347,102752,0.0,1.0
2020-08-11,123.24,125.725,120.3,121.52,106.823913437455,266857,0.0,1.0
2020-08-10,117.25,122.945,115.0,121.19,106.533822164954,250802,0.0,1.0
2020-08-07,120.16,124.98,116.25,116.36,102.287940812889,892888,0.0,1.0
2020-08-06,111.93,122.23,110.81,120.37,105.812989306011,1087832,0.0,1.0
2020-08-05,118.31,118.91,113.49,114.35,100.521021244017,330700,0.0,1.0
2020-08-04,118.85,122.5,117.38,117.84,103.588956216834,309275,0.0,1.0
2020-08-03,126.42,126.42,117.57,120.49,105.918477041466,385231,0.0,1.0
2020-07-31,133.34,134.43,124.69,126.21,110.946725764822,272270,0.0,1.0
2020-07-30,140.54,141.5004,133.56,134.4,118.146263709628,271562,0.0,1.0
2020-07-29,166.92,169.6,125.01,139.51,122.638283111088,903083,0.0,1.0
2020-07-28,164.49,166.0,162.74,163.66,143.867689871411,49194,0.0,1.0
2020-07-27,163.72,166.93,162.68,165.34,145.344518167782,83854,0.0,1.0
2020-07-24,165.98,173.65,162.33,163.83,144.017130829973,35063,0.0,1.0
2020-07-23,167.11,169.39,165.46,166.92,146.73344001794,56409,0.0,1.0
2020-07-22,167.41,169.07,165.78,167.7,147.419110298397,77594,0.0,1.0
2020-07-21,167.45,170.1,166.24,168.63,148.236640248174,82944,0.0,1.0
2020-07-20,163.89,166.75,163.89,165.58,145.555493638692,90076,0.0,1.0
2020-07-17,162.84,166.91,162.7,164.46,144.570941441112,113136,0.0,1.0
2020-07-16,163.33,164.53,160.82,163.27,143.524854731183,78507,0.0,1.0
2020-07-15,157.06,164.46,154.81,163.16,143.428157640349,160116,0.0,1.0
2020-07-14,152.21,153.75,149.67,153.31,134.769372688415,61727,0.0,1.0
2020-07-13,154.73,158.7,151.92,152.4,133.969424027882,95087,0.0,1.0
2020-07-10,151.96,155.17,150.0,152.95,134.45290948205,70824,0.0,1.0
2020-07-09,157.08,158.43,150.44,151.13,132.853012160983,82718,0.0,1.0
2020-07-08,157.09,158.64,153.3,156.85,137.881260884339,121846,0.0,1.0
2020-07-07,159.48,162.17,157.18,157.93,138.830650503434,123037,0.0,1.0
2020-07-06,162.0,164.99,159.59,161.07,141.590912914507,156602,0.0,1.0
2020-07-02,161.02,162.12,157.67,158.52,139.349298536088,222366,0.0,1.0
2020-07-01,153.81,160.4,153.81,158.59,139.410833048437,208346,0.0,1.0
2020-06-30,152.48,154.95,151.66,153.65,135.068254605538,211888,0.0,1.0
2020-06-29,149.75,153.71,146.38,153.67,135.085835894781,149280,0.0,1.0
2020-06-26,146.76,149.97,145.69,147.78,129.908146212863,411259,0.0,1.0
2020-06-25,146.98,149.32,143.84,148.04,130.136702973016,189609,0.0,1.0
2020-06-24,150.26,150.6,147.14,148.28,130.347678443926,250616,0.0,1.0
2020-06-23,155.01,155.46,150.58,151.95,133.573845019925,193835,0.0,1.0
2020-06-22,145.79,153.98,143.85,153.29,134.751791399173,319960,0.0,1.0
2020-06-19,149.85,152.63,145.63,145.93,128.281876957931,3818772,0.0,1.0
2020-06-18,148.9,151.11,147.36,148.51,130.549863270214,195184,0.0,1.0
2020-06-17,155.26,156.03,147.36,150.24,132.070644789691,291972,0.0,1.0
2020-06-16,153.53,155.53,147.7,155.37,136.580245480393,238657,0.0,1.0
2020-06-15,153.53,155.35,144.53,148.13,130.215818774607,476615,0.0,1.0
2020-06-12,170.06,171.87,160.33,161.61,142.065607724055,148393,0.0,1.0
2020-06-11,169.11,173.67,164.48,164.61,144.70280111043,129315,0.0,1.0
2020-06-10,179.44,182.0,174.64,175.88,154.609857598581,120635,0.0,1.0
2020-06-09,181.85,183.7,177.61,179.93,158.170068670188,122617,0.0,1.0
2020-06-08,185.89,187.98,181.63,184.48,162.169811972858,91507,0.0,1.0
2020-06-05,183.69,187.03,180.66,183.6,161.396235246188,118190,0.0,1.0
2020-06-04,174.18,180.47,173.01,179.07,157.414073232761,84848,0.0,1.0
2020-06-03,173.78,177.57,171.73,175.28,154.082418921306,118802,0.0,1.0
2020-06-02,173.82,173.82,168.99,171.84,151.058437171596,66983,0.0,1.0
2020-06-01,169.32,174.46,167.81,172.54,151.673782295083,106966,0.0,1.0
2020-05-29,168.97,171.94,165.11,169.63,149.115704710299,108620,0.6,1.0
2020-05-28,177.54,177.9,169.22,170.48,149.334696228701,81384,0.0,1.0
2020-05-27,173.29,177.65,165.57,176.22,154.362741491211,75901,0.0,1.0
2020-05-26,174.61,174.61,170.04,170.98,149.772679265505,53351,0.0,1.0
2020-05-22,169.7,171.32,166.57,169.61,148.572605744662,45971,0.0,1.0
2020-05-21,167.77,170.37,164.84,169.2,148.213459654483,89970,0.0,1.0
2020-05-20,169.42,171.86,166.37,168.14,147.284935616458,126832,0.0,1.0
2020-05-19,169.36,172.99,166.36,166.77,146.084862095615,121530,0.0,1.0
2020-05-18,170.74,174.38,168.66,169.46,148.441210833621,198940,0.0,1.0
2020-05-15,161.87,167.57,161.87,164.64,144.21905435883,100256,0.0,1.0
2020-05-14,160.53,165.86,157.09,162.92,142.712392712224,152594,0.0,1.0
2020-05-13,163.18,166.27,156.21,163.88,143.553320142888,128526,0.0,1.0
2020-05-12,168.15,173.2,160.55,164.19,143.824869625706,167078,0.0,1.0
2020-05-11,167.31,170.2,165.5,168.18,147.319974259402,205776,0.0,1.0
2020-05-08,169.84,172.42,167.46,170.57,149.413533175326,100548,0.0,1.0
2020-05-07,165.45,170.65,159.81,166.5,145.848351255741,170263,0.0,1.0
2020-05-06,160.24,163.21,157.46,161.86,141.783868674199,138653,0.0,1.0
2020-05-05,151.94,161.04,151.9,157.3,137.789463378547,139636,0.0,1.0
2020-05-04,147.95,150.72,146.4,149.4,130.869331397043,112618,0.0,1.0
2020-05-01,157.0,159.23,148.86,150.22,131.587623577402,104900,0.0,1.0
2020-04-30,155.23,165.94,153.0,159.3,139.541395525763,202307,0.0,1.0
2020-04-29,157.29,174.97,154.31,168.18,147.319974259402,286005,0.0,1.0
2020-04-28,149.99,152.93,148.46,150.15,131.526305952249,184550,0.0,1.0
2020-04-27,144.85,149.9,140.98,147.0,128.767012820384,198938,0.0,1.0
2020-04-24,143.52,144.96,140.0,143.05,125.306946829632,155465,0.0,1.0
2020-04-23,146.41,148.96,141.42,143.42,125.631054276867,98102,0.0,1.0
2020-04-22,148.12,149.24,144.78,146.06,127.943604711192,119619,0.0,1.0
2020-04-21,142.57,149.0,142.57,146.37,128.215154194011,75230,0.0,1.0
2020-04-20,145.27,151.68,144.62,146.58,128.399107069468,65583,0.0,1.0
2020-04-17,150.22,151.0,147.17,148.86,130.396309717295,93369,0.0,1.0
2020-04-16,149.52,150.29,143.3,146.75,128.548021301982,210072,0.0,1.0
2020-04-15,145.19,149.76,141.97,144.72,126.769810172557,153324,0.0,1.0
2020-04-14,143.98,150.63,142.37,150.55,131.876692381692,165542,0.0,1.0
2020-04-13,132.37,141.23,132.0,138.9,121.671687624159,94556,0.0,1.0
2020-04-09,133.92,137.22,131.07,134.86,118.132784686782,78444,0.0,1.0
2020-04-08,131.63,133.01,128.06,131.11,114.847911910752,143371,0.0,1.0
2020-04-07,130.8,137.55,124.85,127.24,111.457923205889,105682,0.0,1.0
2020-04-06,123.52,127.46,122.51,126.93,111.18637372307,138155,0.0,1.0
2020-04-03,119.43,124.32,110.0,116.66,102.190202147115,117757,0.0,1.0
2020-04-02,120.44,127.0,116.84,119.42,104.607868510274,131729,0.0,1.0
2020-04-01,133.77,136.02,120.81,123.28,107.989097554401,156032,0.0,1.0
2020-03-31,139.6,142.25,134.43,139.76,122.425018447461,181689,0.0,1.0
2020-03-30,128.0,141.31,127.47,140.11,122.731606573224,113432,0.0,1.0
2020-03-27,125.51,130.99,122.33,126.36,110.687073061114,90288,0.0,1.0
2020-03-26,119.5,132.33,119.5,130.35,114.18217769481,140765,0.0,1.0
2020-03-25,129.24,133.2,115.58,117.12,102.593146540975,174212,0.0,1.0
2020-03-24,126.37,137.44,120.43,128.23,112.325129618761,125788,0.0,1.0
2020-03-23,115.91,123.24,109.01,120.02,105.133448154439,146654,0.0,1.0
2020-03-20,132.42,151.85,111.29,115.13,100.849974054495,203554,0.0,1.0
2020-03-19,116.74,134.9,115.3,132.8,116.328294575149,188929,0.0,1.0
2020-03-18,118.89,126.14,108.9,117.28,102.733301112752,242025,0.0,1.0
2020-03-17,129.67,135.08,112.85,124.36,108.935140913897,326688,0.0,1.0
2020-03-16,143.4,151.32,125.0,129.0,112.999623495439,224717,0.0,1.0
2020-03-13,145.37,158.5,139.59,158.09,138.481476576697,183672,0.0,1.0
2020-03-12,138.62,149.03,138.62,141.8,124.211989237622,195692,0.0,1.0
2020-03-11,142.98,148.89,140.59,146.96,128.731974177439,147474,0.0,1.0
2020-03-10,145.28,148.7,138.0,143.5,125.701131562756,88721,0.0,1.0
2020-03-09,141.0,147.23,135.0,142.48,124.807646167675,100110,0.0,1.0
2020-03-06,146.48,153.12,146.02,150.37,131.719018488443,77771,0.6,1.0
2020-03-05,151.39,155.06,148.6,151.41,132.102911766147,90082,0.0,1.0
2020-03-04,146.23,155.46,146.23,155.26,135.461977946053,126590,0.0,1.0
2020-03-03,147.23,152.79,143.34,144.05,125.681424211832,164403,0.0,1.0
2020-03-02,147.0,149.96,144.45,149.18,130.157270835967,136798,0.0,1.0
2020-02-28,141.63,152.84,135.48,147.38,128.58679833627,464236,0.0,1.0
2020-02-27,147.45,152.59,142.76,146.22,127.574716058688,166770,0.0,1.0
2020-02-26,155.07,158.43,149.47,150.46,131.274051280196,64944,0.0,1.0
2020-02-25,158.96,159.57,153.52,154.24,134.572043529558,77023,0.0,1.0
2020-02-24,160.96,162.46,158.0,158.31,138.123056348317,59128,0.0,1.0
2020-02-21,168.63,168.94,163.42,165.72,144.588168138735,67880,0.0,1.0
2020-02-20,174.25,176.39,167.48,167.92,146.507634527253,97281,0.0,1.0
2020-02-19,169.13,174.81,168.23,174.25,152.030462817852,68480,0.0,1.0
2020-02-18,167.96,169.89,167.1,168.33,146.865353263295,34836,0.0,1.0
2020-02-14,168.32,170.62,167.01,167.93,146.516359374473,81659,0.0,1.0
2020-02-13,166.32,171.14,166.32,168.57,147.074749596588,76681,0.0,1.0
2020-02-12,165.46,167.8,165.14,167.13,145.81837159683,58466,0.0,1.0
2020-02-11,163.29,165.86,162.0,164.45,143.480112541726,65840,0.0,1.0
2020-02-10,159.64,163.32,159.51,163.26,142.441855722483,76671,0.0,1.0
2020-02-07,161.81,162.32,159.59,159.85,139.46668282028,44764,0.0,1.0
2020-02-06,160.65,162.97,160.22,162.3,141.604270389311,52975,0.0,1.0
2020-02-05,159.8,160.32,157.32,160.32,139.876750639645,84586,0.0,1.0
2020-02-04,162.15,162.78,158.22,158.38,138.184130278861,86797,0.0,1.0
2020-02-03,162.87,163.64,159.24,160.38,139.929099722968,157364,0.0,1.0
2020-01-31,166.55,166.91,161.81,162.29,141.59554554209,135790,0.0,1.0
2020-01-30,166.08,167.83,165.3,166.9,145.617700110758,106724,0.0,1.0
2020-01-29,165.79,167.97,165.03,167.29,145.957969152359,111072,0.0,1.0
2020-01-28,164.87,166.68,163.72,165.4,144.308973027677,102991,0.0,1.0
2020-01-27,158.47,164.31,157.71,164.04,143.122393805684,110182,0.0,1.0
2020-01-24,165.12,165.12,160.73,161.37,140.792859597801,50188,0.0,1.0
2020-01-23,163.53,165.18,162.14,164.97,143.933804597194,100408,0.0,1.0
2020-01-22,163.71,164.98,163.42,163.89,142.991521097376,77095,0.0,1.0
2020-01-21,162.64,164.3,162.6,163.08,142.284808472513,107617,0.0,1.0
2020-01-17,162.82,164.2,161.68,162.85,142.084136986441,128627,0.0,1.0
2020-01-16,161.66,162.67,159.69,162.0,141.342524972695,127130,0.0,1.0
2020-01-15,160.81,162.88,160.18,160.8,140.295543306231,165821,0.0,1.0
2020-01-14,160.19,161.19,159.29,160.87,140.356617236774,73593,0.0,1.0
2020-01-13,159.46,160.81,157.54,160.1,139.684804000793,151299,0.0,1.0
2020-01-10,159.66,160.84,158.21,158.74,138.4982247788,118061,0.0,1.0
2020-01-09,159.39,159.77,157.78,159.52,139.178762862002,63941,0.0,1.0
2020-01-08,159.7,160.22,157.79,158.31,138.123056348317,103014,0.0,1.0
2020-01-07,159.34,161.65,158.47,159.7,139.335810111971,56099,0.0,1.0
2020-01-06,158.59,160.19,156.06,159.31,138.995541070371,84822,0.0,1.0
2020-01-03,158.51,159.71,156.78,159.58,139.231111945325,110609,0.0,1.0
2020-01-02,160.0,160.59,157.59,160.04,139.63245491747,91597,0.0,1.0
2019-12-31,156.86,159.65,156.38,158.9,138.637822334329,185951,0.0,1.0
2019-12-30,157.02,157.94,154.37,157.62,137.5210418901,145698,0.0,1.0
2019-12-27,156.52,157.46,155.12,156.37,136.430435987533,233509,0.0,1.0
2019-12-26,155.0,156.8,154.47,156.26,136.334462668107,206809,0.0,1.0
2019-12-24,153.83,154.96,153.14,154.5,134.798889557292,41948,0.0,1.0
2019-12-23,153.95,155.15,151.26,153.92,134.292848418501,72855,0.0,1.0
2019-12-20,152.8,155.31,151.66,153.07,133.551236404756,458493,0.0,1.0
2019-12-19,153.45,153.7,151.68,152.89,133.394189154786,103866,0.0,1.0
2019-12-18,151.31,153.97,150.44,153.68,134.083452085208,166925,0.0,1.0
2019-12-17,148.43,151.72,148.22,150.69,131.474722766268,124547,0.0,1.0
2019-12-16,148.84,150.42,148.27,148.44,129.511632141647,125529,0.0,1.0
2019-12-13,148.13,148.85,145.82,147.73,128.892167988989,116220,0.0,1.0
2019-12-12,145.8,148.87,145.8,148.46,129.529081836088,84173,0.0,1.0
2019-12-11,147.88,147.88,144.72,145.75,127.164648239323,137770,0.0,1.0
2019-12-10,146.23,148.4,145.32,148.04,129.162638252826,301216,0.0,1.0
2019-12-09,145.16,146.75,144.31,146.43,127.757937850319,150347,0.0,1.0
2019-12-06,144.21,146.66,142.76,145.73,127.147198544882,191573,0.0,1.0
2019-12-05,145.3,145.98,141.69,143.02,124.782764948116,185981,0.0,1.0
2019-12-04,143.46,145.04,142.27,145.02,126.527734392224,150439,0.0,1.0
2019-12-03,141.2,143.12,140.33,142.78,124.573368614823,172816,0.0,1.0
2019-12-02,142.08,142.68,139.95,142.51,124.337797739869,178963,0.0,1.0
2019-11-29,141.25,143.07,140.44,141.74,123.665984503888,99212,0.0,1.0
2019-11-27,145.64,146.42,141.57,142.47,124.302898350987,214393,0.0,1.0
2019-11-26,142.46,144.7,140.61,144.2,125.81229692014,314190,0.0,1.0
2019-11-25,138.43,142.5,138.4,142.35,124.19820018434,172871,0.0,1.0
2019-11-22,137.4,138.31,135.03,137.84,120.263294087878,128816,0.6,1.0
2019-11-21,138.1,139.53,136.61,137.47,119.420651822166,270121,0.0,1.0
2019-11-20,138.07,139.68,136.68,138.45,120.271981121545,207598,0.0,1.0
2019-11-19,138.38,139.39,137.04,138.62,120.419660693887,331488,0.0,1.0
2019-11-18,137.85,139.44,137.25,137.81,119.716010966848,208915,0.0,1.0
2019-11-15,136.39,138.82,135.26,138.54,120.35016442455,851883,0.0,1.0
2019-11-14,135.37,136.79,133.7,136.38,118.473765152447,142073,0.0,1.0
2019-11-13,137.0,138.16,129.62,135.43,117.648496954069,307040,0.0,1.0
2019-11-12,138.72,138.89,135.79,138.27,120.115614515537,135841,0.0,1.0
2019-11-11,135.06,139.99,134.15,138.54,120.35016442455,205685,0.0,1.0
2019-11-08,131.56,134.73,129.7,133.88,116.302006735663,314925,0.0,1.0
2019-11-07,132.22,138.77,127.96,132.12,114.773088810246,675523,0.0,1.0
2019-11-06,123.46,124.35,122.08,122.09,106.059994042105,145606,0.0,1.0
2019-11-05,123.41,125.81,122.63,123.39,107.189308418833,121747,0.0,1.0
2019-11-04,123.97,125.95,122.74,122.95,106.807078937479,137216,0.0,1.0
2019-11-01,123.37,125.02,122.83,123.52,107.302239856506,112543,0.0,1.0
2019-10-31,127.08,127.92,122.25,123.03,106.876575206816,194896,0.0,1.0
2019-10-30,127.99,128.59,125.34,127.11,110.420884943009,209888,0.0,1.0
2019-10-29,128.69,129.76,127.9,128.63,111.741314060414,133719,0.0,1.0
2019-10-28,131.17,132.22,128.48,128.67,111.776062195083,147957,0.0,1.0
2019-10-25,128.74,132.06,127.7,131.22,113.991255780204,159558,0.0,1.0
2019-10-24,126.33,129.09,123.74,128.82,111.90636770009,164374,0.0,1.0
2019-10-23,127.58,128.62,125.81,126.01,109.465311239624,143568,0.0,1.0
2019-10-22,128.84,130.91,127.21,127.94,111.141908737382,111028,0.0,1.0
2019-10-21,130.09,133.35,128.48,129.29,112.314658282446,133095,0.0,1.0
2019-10-18,131.53,131.53,129.4,129.84,112.792445134138,133494,0.0,1.0
2019-10-17,132.63,133.32,131.87,132.28,114.91208134892,110444,0.0,1.0
2019-10-16,133.46,133.46,130.74,132.31,114.938142449922,204806,0.0,1.0
2019-10-15,136.52,136.66,131.07,134.19,116.571304779344,203269,0.0,1.0
2019-10-14,138.55,138.71,135.8,135.97,118.117596772095,140171,0.0,1.0
2019-10-11,137.7,141.4,136.9,139.17,120.897447545579,154160,0.0,1.0
2019-10-10,135.6,136.76,134.72,136.19,118.308711512772,162893,0.0,1.0
2019-10-09,133.15,135.87,133.15,135.7,117.883046863082,206237,0.0,1.0
2019-10-08,132.99,134.13,128.89,132.54,115.137944224266,197480,0.0,1.0
2019-10-07,133.11,135.16,132.29,133.96,116.371503005,123744,0.0,1.0
2019-10-04,134.32,135.36,132.76,133.71,116.154327163321,110793,0.0,1.0
2019-10-03,135.14,136.91,132.38,133.56,116.024021658314,121892,0.0,1.0
2019-10-02,132.16,139.42,132.07,135.06,117.327076708385,224179,0.0,1.0
2019-10-01,135.58,137.29,133.11,133.19,115.70260141263,187070,0.0,1.0
2019-09-30,134.92,136.75,131.44,135.88,118.039413469091,515730,0.0,1.0
2019-09-27,140.48,140.89,134.74,135.33,117.561626617398,265476,0.0,1.0
2019-09-26,142.07,143.98,135.73,139.66,121.323112195269,567758,0.0,1.0
2019-09-25,150.52,151.51,142.81,143.04,124.259329574762,214361,0.0,1.0
2019-09-24,148.9,151.12,146.46,149.75,130.088329165413,178948,0.0,1.0
2019-09-23,146.29,149.13,144.58,148.17,128.715777846005,288710,0.0,1.0
2019-09-20,158.63,158.63,146.91,147.01,127.708081940617,412648,0.0,1.0
2019-09-19,157.19,160.48,157.19,158.74,137.897972432171,186891,0.0,1.0
2019-09-18,157.59,158.98,154.44,156.92,136.316932304752,126840,0.0,1.0
2019-09-17,155.79,157.95,154.37,157.74,137.029269065457,138535,0.0,1.0
2019-09-16,155.41,157.57,154.5,156.4,135.865206554061,138934,0.0,1.0
2019-09-13,160.71,160.71,156.0,156.0,135.517725207375,149625,0.0,1.0
2019-09-12,159.16,161.0,158.3,160.32,139.270523751579,97066,0.0,1.0
2019-09-11,158.54,160.63,156.89,159.36,138.436568519534,212088,0.0,1.0
2019-09-10,161.16,162.48,154.51,157.8,137.08139126746,163455,0.0,1.0
2019-09-09,163.0,166.39,161.72,161.87,140.617013969986,154685,0.0,1.0
2019-09-06,165.22,165.57,162.73,162.76,141.390159966361,83894,0.0,1.0
2019-09-05,163.55,166.54,162.46,165.17,143.483735080142,119715,0.0,1.0
2019-09-04,168.72,168.97,161.51,162.01,140.738632441326,193285,0.0,1.0
2019-09-03,167.76,168.95,165.02,167.66,145.64680646326,131189,0.0,1.0
2019-08-30,170.86,171.61,167.01,169.23,147.010670749001,170206,0.5,1.0
2019-08-29,171.81,172.6,170.52,170.78,147.92012225602,108694,0.0,1.0
2019-08-28,169.39,171.86,168.21,170.0,147.244529707948,147242,0.0,1.0
2019-08-27,171.86,174.83,168.88,169.82,147.088623735317,135390,0.0,1.0
2019-08-26,169.15,171.93,167.67,171.04,148.145319772044,110836,0.0,1.0
2019-08-23,175.35,175.47,166.76,167.57,145.139799077417,126017,0.0,1.0
