,STRA_Open,STRA_High,STRA_Low,STRA_Close,STRA_Adj Close,STRA_Volume,STRA_Dividend Amount,STRA_Split Coefficient
2024-08-20,96.73,96.73,95.55,96.17,95.5485460420033,83432,0.0,1.0
2024-08-19,96.08,97.07,95.13,96.48,95.8565428109855,142849,0.0,1.0
2024-08-16,95.32,96.845,95.32,95.76,95.1411954765751,68722,0.0,1.0
2024-08-15,96.32,97.12,95.14,95.39,94.7735864297254,86807,0.0,1.0
2024-08-14,94.51,94.98,93.545,94.36,93.7502423263328,67340,0.0,1.0
2024-08-13,93.44,94.575,92.6,94.34,93.7303715670436,124227,0.0,1.0
2024-08-12,94.53,94.53,92.34,92.5,91.9022617124394,99304,0.0,1.0
2024-08-09,94.31,95.115,93.82,94.64,94.0284329563813,113694,0.0,1.0
2024-08-08,92.43,95.04,92.43,94.38,93.770113085622,155864,0.0,1.0
2024-08-07,94.33,94.8,90.92,91.35,90.7596930533118,113870,0.0,1.0
2024-08-06,93.9,94.82,93.0646,93.35,92.7467689822294,105904,0.0,1.0
2024-08-05,92.12,94.45,91.1101,94.26,93.6508885298869,176157,0.0,1.0
2024-08-02,93.89,96.3,93.0004,94.84,94.227140549273,140192,0.0,1.0
2024-08-01,104.61,104.71,96.33,96.86,96.2340872374798,273643,0.0,1.0
2024-07-31,112.81,113.04,101.53,105.4,104.718901453958,370629,0.0,1.0
2024-07-30,119.65,121.4899,119.2125,120.83,120.049192245557,129649,0.0,1.0
2024-07-29,121.04,121.6,117.99,118.85,118.081987075929,119219,0.0,1.0
2024-07-26,119.32,121.11,119.32,120.43,119.651777059774,98590,0.0,1.0
2024-07-25,118.16,120.48,117.71,118.06,117.297092084006,141161,0.0,1.0
2024-07-24,118.14,119.36,117.73,118.35,117.5852180937,65008,0.0,1.0
2024-07-23,117.36,120.08,116.705,118.99,118.221082390953,85788,0.0,1.0
2024-07-22,117.91,118.9,115.68,118.14,117.376575121163,102287,0.0,1.0
2024-07-19,117.86,119.29,117.66,117.87,117.108319870759,115202,0.0,1.0
2024-07-18,118.12,119.9,116.87,117.59,116.830129240711,108039,0.0,1.0
2024-07-17,117.7,119.89,117.7,119.06,118.290630048465,165567,0.0,1.0
2024-07-16,115.67,118.47,115.05,118.28,117.515670436187,224884,0.0,1.0
2024-07-15,112.2,115.52,110.77,114.68,113.938933764136,218091,0.0,1.0
2024-07-12,112.21,112.61,110.79,111.25,110.531098546042,112544,0.0,1.0
2024-07-11,110.02,111.86,109.79,110.77,110.054200323102,113335,0.0,1.0
2024-07-10,108.25,108.3,107.2509,108.3,107.600161550889,96997,0.0,1.0
2024-07-09,109.09,109.54,107.4,107.59,106.894749596123,165990,0.0,1.0
2024-07-08,110.11,110.88,109.07,109.07,108.365185783522,102152,0.0,1.0
2024-07-05,109.25,110.21,109.13,109.3,108.593699515347,110236,0.0,1.0
2024-07-03,109.3,109.92,108.75,109.49,108.782471728595,57855,0.0,1.0
2024-07-02,109.28,109.86,108.42,108.78,108.077059773829,87051,0.0,1.0
2024-07-01,110.38,110.64,107.42,108.8,108.096930533118,149542,0.0,1.0
2024-06-28,109.5,111.74,109.5,110.66,109.944911147011,408980,0.0,1.0
2024-06-27,110.03,110.5,108.53,108.8,108.096930533118,92654,0.0,1.0
2024-06-26,108.56,110.28,108.0047,109.84,109.130210016155,146162,0.0,1.0
2024-06-25,108.67,109.575,108.39,108.9,108.196284329564,89152,0.0,1.0
2024-06-24,108.29,110.1,107.63,108.83,108.126736672052,128154,0.0,1.0
2024-06-21,108.24,108.255,107.13,108.08,107.381583198708,268512,0.0,1.0
2024-06-20,108.65,110.127,107.75,108.21,107.510743134087,60432,0.0,1.0
2024-06-18,109.23,109.59,108.7396,109.34,108.633441033926,65822,0.0,1.0
2024-06-17,108.46,109.62,107.84,109.52,108.812277867528,83802,0.0,1.0
2024-06-14,108.16,108.67,105.0,108.15,107.45113085622,350055,0.0,1.0
2024-06-13,110.84,111.2,108.755,109.19,108.484410339257,144135,0.0,1.0
2024-06-12,111.51,111.51,110.23,110.84,110.123747980614,119638,0.0,1.0
2024-06-11,109.68,110.65,109.57,109.86,109.150080775444,191490,0.0,1.0
2024-06-10,110.0,111.225,108.18,110.48,109.766074313409,212122,0.0,1.0
2024-06-07,112.0,112.47,110.081,110.71,109.994588045234,108761,0.0,1.0
2024-06-06,114.94,115.4675,112.46,112.66,111.931987075929,143200,0.0,1.0
2024-06-05,115.65,116.13,114.35,115.71,114.962277867528,120475,0.0,1.0
2024-06-04,113.91,116.07,113.91,114.83,114.087964458805,146957,0.0,1.0
2024-06-03,113.36,115.385,112.415,114.55,113.809773828756,228255,0.0,1.0
2024-05-31,114.17,114.28,111.7,113.42,112.687075928918,184300,0.0,1.0
2024-05-30,112.55,114.65,112.46,113.71,112.975201938611,127491,0.0,1.0
2024-05-29,112.4,113.22,111.57,111.98,111.256381260097,142960,0.0,1.0
2024-05-28,115.11,115.85,112.65,113.12,112.38901453958,177150,0.0,1.0
2024-05-24,116.15,116.25,114.425,114.8,114.058158319871,162237,0.0,1.0
2024-05-23,115.43,117.34,114.84,115.75,115.002019386107,143915,0.6,1.0
2024-05-22,116.25,116.8,113.91,115.4,114.063025673887,155100,0.0,1.0
2024-05-21,117.37,117.5975,116.47,116.7,115.347964437977,90879,0.0,1.0
2024-05-20,119.47,120.245,117.645,117.96,116.593366624711,129898,0.0,1.0
2024-05-17,120.22,120.22,118.11,119.09,117.710274935036,142904,0.0,1.0
2024-05-16,119.38,120.2175,118.53,119.84,118.451585760473,142177,0.0,1.0
2024-05-15,120.99,120.99,118.67,118.98,117.601549347305,128597,0.0,1.0
2024-05-14,121.68,121.68,120.34,120.66,119.262085596284,146495,0.0,1.0
2024-05-13,121.07,121.495,120.4,120.66,119.262085596284,107938,0.0,1.0
2024-05-10,121.3,123.41,119.26,120.75,119.351042895336,109497,0.0,1.0
2024-05-09,122.11,122.11,120.59,121.3,119.89467083399,157118,0.0,1.0
2024-05-08,120.79,122.96,120.79,122.37,120.95227427828,107462,0.0,1.0
2024-05-07,123.0,123.54,121.08,121.16,119.756292813242,113694,0.0,1.0
2024-05-06,121.17,123.62,120.77,123.0,121.574975371647,103222,0.0,1.0
2024-05-03,120.84,120.87,118.34,120.65,119.252201451945,193203,0.0,1.0
2024-05-02,115.09,119.6399,115.09,117.97,116.60325076905,239286,0.0,1.0
2024-05-01,115.65,118.13,114.01,114.75,113.420556291841,231215,0.0,1.0
2024-04-30,117.2,117.2,114.37,114.84,113.509513590894,265557,0.0,1.0
2024-04-29,120.99,121.08,116.86,117.82,116.454988603963,198233,0.0,1.0
2024-04-26,117.04,121.29,115.53,121.06,119.65745136985,333336,0.0,1.0
2024-04-25,110.0,118.85,109.52,117.04,115.684025345509,486264,0.0,1.0
2024-04-24,98.73,101.21,98.73,100.65,99.4839127736281,103871,0.0,1.0
2024-04-23,99.09,99.76,98.355,99.35,98.1989740095375,107598,0.0,1.0
2024-04-22,98.96,100.11,98.03,98.85,97.7047667925796,124713,0.0,1.0
2024-04-19,97.61,99.81,97.61,98.11,96.9733401114819,99007,0.0,1.0
2024-04-18,98.13,99.76,97.51,98.11,96.9733401114819,97708,0.0,1.0
2024-04-17,103.98,103.98,97.855,98.07,96.9338035341253,117250,0.0,1.0
2024-04-16,96.66,97.69,96.23,96.71,95.5895599039998,83591,0.0,1.0
2024-04-15,98.44,99.54,96.23,97.26,96.1331878426535,112738,0.0,1.0
2024-04-12,100.4,100.53,98.07,98.45,97.3094010190133,112522,0.0,1.0
2024-04-11,101.68,101.8,100.235,100.51,99.3455347528799,81481,0.0,1.0
2024-04-10,101.9,103.0,100.7,101.07,99.8990468358728,81965,0.0,1.0
2024-04-09,104.73,104.74,103.32,103.82,102.617186529141,66795,0.0,1.0
2024-04-08,103.31,104.52,102.87,104.41,103.200351045152,78599,0.0,1.0
2024-04-05,102.66,103.854,102.29,103.48,102.28112562161,74007,0.0,1.0
2024-04-04,102.32,103.78,101.94,102.2,101.015955146198,89634,0.0,1.0
2024-04-03,101.64,102.752,101.54,101.9,100.719430816023,143921,0.0,1.0
2024-04-02,103.69,104.0199,101.29,102.37,101.183985599963,123267,0.0,1.0
2024-04-01,103.94,104.25,102.66,103.89,102.686375539515,89045,0.0,1.0
2024-03-28,103.96,104.93,103.41,104.12,102.913710859316,117176,0.0,1.0
2024-03-27,103.79,104.4225,103.39,103.96,102.75556454989,84529,0.0,1.0
2024-03-26,103.53,104.59,103.06,103.17,101.974717147096,98102,0.0,1.0
2024-03-25,104.14,104.4042,103.11,103.11,101.915412281061,69069,0.0,1.0
2024-03-22,104.08,104.08,102.23,103.67,102.468924364054,98417,0.0,1.0
2024-03-21,103.49,103.49,102.48,103.23,102.034022013131,120768,0.0,1.0
2024-03-20,101.03,103.2,100.92,102.94,101.747381827295,88827,0.0,1.0
2024-03-19,100.48,101.98,100.48,101.41,100.235107743404,84951,0.0,1.0
2024-03-18,101.25,102.48,100.055,100.15,98.9897055566702,153099,0.0,1.0
2024-03-15,100.16,101.62,99.9,101.19,100.017656567943,352565,0.0,1.0
2024-03-14,102.24,102.35,99.99,100.7,99.5333334953239,105369,0.0,1.0
2024-03-13,102.54,103.58,101.98,102.75,101.559583084851,90748,0.0,1.0
2024-03-12,102.62,104.1,101.66,103.31,102.113095167844,77379,0.0,1.0
2024-03-11,103.1,103.86,102.57,103.25,102.053790301809,68681,0.0,1.0
2024-03-08,105.64,105.64,103.045,103.77,102.567765807445,76901,0.6,1.0
2024-03-07,106.91,107.13,104.53,105.53,103.70773522717,74578,0.0,1.0
2024-03-06,106.33,107.1214,105.2101,106.44,104.602021582299,98569,0.0,1.0
2024-03-05,105.74,106.72,105.435,105.66,103.83549042076,100106,0.0,1.0
2024-03-04,108.16,109.81,105.14,105.16,103.344124291568,115206,0.0,1.0
2024-03-01,110.02,110.02,104.37,108.65,106.773859873325,186590,0.0,1.0
2024-02-29,101.0,111.95,101.0,110.79,108.876906906265,170390,0.0,1.0
2024-02-28,95.73,96.4674,94.9,95.06,93.4185284818987,46028,0.0,1.0
2024-02-27,95.86,96.37,95.56,96.16,94.4995339661202,99139,0.0,1.0
2024-02-26,94.77,96.41,94.77,95.85,94.1948869660214,43724,0.0,1.0
2024-02-23,94.28,95.775,94.16,95.32,93.6740388690783,38081,0.0,1.0
2024-02-22,93.58,94.5,92.775,94.38,92.7502705461982,58199,0.0,1.0
2024-02-21,94.11,94.7325,93.05,93.9,92.2785590621743,50032,0.0,1.0
2024-02-20,94.44,95.9165,93.645,93.87,92.2490770944228,58843,0.0,1.0
2024-02-16,96.37,97.49,95.35,95.35,93.7035208368298,65468,0.0,1.0
2024-02-15,97.16,97.59,95.21,96.52,94.8533175791381,85381,0.0,1.0
2024-02-14,96.2,97.33,95.09,97.04,95.3643383534973,67991,0.0,1.0
2024-02-13,97.0,97.945,94.54,95.2,93.5561109980724,131547,0.0,1.0
2024-02-12,98.45,99.7455,97.6644,98.91,97.2020476766737,79329,0.0,1.0
2024-02-09,96.34,98.92,96.34,98.45,96.7499908378175,92703,0.0,1.0
2024-02-08,95.49,97.3273,95.49,96.72,95.0498640308147,52616,0.0,1.0
2024-02-07,95.27,95.91,94.45,95.53,93.8804126433388,68425,0.0,1.0
2024-02-06,94.88,95.77,94.58,95.56,93.9098946110903,53695,0.0,1.0
2024-02-05,95.13,95.4585,94.15,95.02,93.3792191915634,44956,0.0,1.0
2024-02-02,95.22,96.325,95.22,96.08,94.4209153854495,52689,0.0,1.0
2024-02-01,94.23,96.96,94.23,96.17,94.509361288704,52095,0.0,1.0
2024-01-31,95.48,96.47,93.99,94.06,92.4357962235156,67276,0.0,1.0
2024-01-30,95.73,95.73,92.675,95.35,93.7035208368298,59717,0.0,1.0
2024-01-29,95.93,96.62,94.9,96.59,94.9221088372249,65333,0.0,1.0
2024-01-26,96.97,97.01,95.52,95.91,94.2538509015244,64432,0.0,1.0
2024-01-25,96.83,97.17,94.5822,96.68,95.0105547404794,82560,0.0,1.0
2024-01-24,96.76,96.76,94.7701,96.09,94.4307427080333,54197,0.0,1.0
2024-01-23,97.12,97.24,95.66,95.74,94.0867864175992,78279,0.0,1.0
2024-01-22,95.07,96.87,95.07,96.36,94.6960804177968,94653,0.0,1.0
2024-01-19,93.57,94.76,92.27,94.6,92.9664716430425,60810,0.0,1.0
2024-01-18,91.91,93.09,91.02,92.9,91.2958268037912,62844,0.0,1.0
2024-01-17,90.2,91.83,90.2,91.28,89.7038005452106,73445,0.0,1.0
2024-01-16,91.46,92.15,90.785,90.89,89.3205349644412,57505,0.0,1.0
2024-01-12,91.59,92.3,90.96,92.05,90.4605043841656,68986,0.0,1.0
2024-01-11,89.58,90.88,88.78,90.66,89.094506545013,105548,0.0,1.0
2024-01-10,88.53,89.76,88.53,89.73,88.1805655447167,72081,0.0,1.0
2024-01-09,90.65,90.83,88.55,88.98,87.4435163509294,82530,0.0,1.0
2024-01-08,90.44,91.42,90.2,91.42,89.8413830613842,105046,0.0,1.0
2024-01-05,91.32,92.1,90.14,90.14,88.5834857706538,91838,0.0,1.0
2024-01-04,92.97,93.7,91.865,92.0,90.4113677712464,72648,0.0,1.0
2024-01-03,92.18,93.475,90.903,92.5,90.902733900438,105384,0.0,1.0
2024-01-02,92.0,93.175,91.39,92.21,90.6177415455068,76307,0.0,1.0
2023-12-29,93.02,93.72,91.755,92.37,90.7749787068482,74704,0.0,1.0
2023-12-28,94.38,94.83,93.21,93.39,91.7773656103989,58324,0.0,1.0
2023-12-27,94.5,95.08,93.819,94.59,92.9566443204587,63930,0.0,1.0
2023-12-26,94.37,94.62,93.2,94.17,92.5438967719378,52602,0.0,1.0
2023-12-22,92.43,94.215,91.8,93.78,92.1606311911683,70951,0.0,1.0
2023-12-21,92.06,92.8,91.7,92.13,90.5391229648362,68603,0.0,1.0
2023-12-20,92.74,93.6,91.45,91.68,90.0968934485638,104790,0.0,1.0
2023-12-19,92.11,93.08,91.755,92.6,91.0010071262763,73831,0.0,1.0
2023-12-18,91.71,92.66,90.76,91.56,89.9789655775578,60158,0.0,1.0
2023-12-15,92.87,93.19,91.18,91.27,89.6939732226267,323241,0.0,1.0
2023-12-14,93.06,93.91,90.65,92.37,90.7749787068482,146636,0.0,1.0
2023-12-13,91.62,93.0,90.2901,92.4,90.8044606745997,159994,0.0,1.0
2023-12-12,91.95,92.17,91.36,91.68,90.0968934485638,72076,0.0,1.0
2023-12-11,90.74,91.84,90.74,91.71,90.1263754163153,103541,0.0,1.0
2023-12-08,89.68,91.2,89.68,91.06,89.4875994483663,64779,0.0,1.0
2023-12-07,90.02,90.1999,89.23,90.03,88.4753852222317,70712,0.0,1.0
2023-12-06,89.58,90.34,89.53,89.65,88.1019469640461,76631,0.0,1.0
2023-12-05,90.38,91.14,89.54,89.6,88.0528103511269,77719,0.0,1.0
2023-12-04,89.78,91.02,88.96,90.86,89.2910529966897,80034,0.0,1.0
2023-12-01,88.44,90.084,88.44,89.85,88.2984934157227,105070,0.0,1.0
2023-11-30,88.9,89.8,88.45,88.97,87.4336890283456,86123,0.0,1.0
2023-11-29,90.76,91.68,88.52,88.62,87.0897327379115,72573,0.0,1.0
2023-11-28,90.4,90.72,89.76,90.17,88.6129677384053,80564,0.0,1.0
2023-11-27,90.13,91.22,89.84,90.35,88.7898595449143,59519,0.0,1.0
2023-11-24,89.26,90.44,89.26,90.26,88.7014136416598,29321,0.6,1.0
2023-11-22,89.5,90.48,88.865,89.96,87.8227951926449,70853,0.0,1.0
2023-11-21,88.53,89.585,88.44,88.82,86.7098784905593,48065,0.0,1.0
2023-11-20,89.45,89.86,88.91,89.24,87.119900433433,69842,0.0,1.0
2023-11-17,89.96,90.766,89.32,89.44,87.3151489776585,98425,0.0,1.0
2023-11-16,90.22,90.22,88.98,89.63,87.5006350946728,79344,0.0,1.0
2023-11-15,90.3,90.56,89.73,90.08,87.9399443191802,98471,0.0,1.0
2023-11-14,89.7,90.723,88.4,90.53,88.3792535436877,123185,0.0,1.0
2023-11-13,87.73,88.4275,87.15,88.0,85.9093594592347,63780,0.0,1.0
2023-11-10,88.04,88.32,87.38,87.63,85.5481496524174,96751,0.0,1.0
2023-11-09,88.21,88.71,87.64,88.0,85.9093594592347,85356,0.0,1.0
2023-11-08,88.46,88.89,87.3,87.7,85.6164866428964,95903,0.0,1.0
2023-11-07,87.32,88.86,87.32,88.23,86.133895285094,161029,0.0,1.0
2023-11-06,86.58,88.1,86.555,87.69,85.6067242156851,125924,0.0,1.0
2023-11-03,88.44,89.9,85.29,87.06,84.9916913013747,222645,0.0,1.0
2023-11-02,84.94,86.89,83.0,86.12,84.0740231435147,198492,0.0,1.0
2023-11-01,82.22,83.48,81.76,82.85,80.8817094454272,146503,0.0,1.0
2023-10-31,81.73,82.43,80.975,82.31,80.3545383760182,73195,0.0,1.0
2023-10-30,80.92,81.48,80.34,81.48,79.5442569174823,74696,0.0,1.0
2023-10-27,79.92,80.32,79.65,80.23,78.3239535160727,76957,0.0,1.0
2023-10-26,79.7,80.06,78.405,79.58,77.6893957473397,69920,0.0,1.0
2023-10-25,78.53,79.975,78.53,79.44,77.5527217663818,100232,0.0,1.0
2023-10-24,78.43,79.37,78.265,79.23,77.347710794945,66209,0.0,1.0
2023-10-23,80.07,80.48,78.03,78.15,76.2933686561272,84350,0.0,1.0
2023-10-20,78.83,81.1699,78.83,80.6,78.6851633228899,171921,0.0,1.0
2023-10-19,81.5,81.5,76.94,78.34,76.4788547731414,314970,0.0,1.0
2023-10-18,82.46,83.25,81.8,82.01,80.06166555968,97742,0.0,1.0
2023-10-17,82.41,84.02,81.77,82.95,80.97933371754,136274,0.0,1.0
2023-10-16,80.73,82.53,80.51,82.3,80.344775948807,60772,0.0,1.0
2023-10-13,81.19,81.37,80.23,80.49,78.5777766235659,67487,0.0,1.0
2023-10-12,82.18,82.18,80.04,80.74,78.8218373038478,78027,0.0,1.0
2023-10-11,81.85,82.615,81.285,81.9,79.9542788603559,77477,0.0,1.0
2023-10-10,80.02,82.2,78.01,81.88,79.9347540059333,263301,0.0,1.0
2023-10-09,78.54,80.07,77.245,79.96,78.0603679813682,79978,0.0,1.0
2023-10-06,77.72,78.75,77.37,78.45,76.5862414724655,84202,0.0,1.0
2023-10-05,77.01,78.66,77.01,78.08,76.2250316656482,125438,0.0,1.0
2023-10-04,75.55,77.26,75.55,76.88,75.053540400295,119644,0.0,1.0
2023-10-03,74.92,76.28,74.7235,75.77,73.9699109798433,98932,0.0,1.0
2023-10-02,75.19,75.81,74.425,75.48,73.6868005907163,143146,0.0,1.0
2023-09-29,75.66,76.12,74.83,75.25,73.4622647648569,104352,0.0,1.0
2023-09-28,75.82,77.57,74.85,75.61,73.8137121444629,157108,0.0,1.0
2023-09-27,76.44,76.6334,74.66,75.65,73.852761853308,125292,0.0,1.0
2023-09-26,75.73,76.28,75.36,75.81,74.0089606886884,80316,0.0,1.0
2023-09-25,75.09,76.11,75.09,75.85,74.0480103975335,53316,0.0,1.0
2023-09-22,75.56,76.39,75.3,75.67,73.8722867077305,68731,0.0,1.0
2023-09-21,75.75,76.1,74.92,75.57,73.7746624356178,80565,0.0,1.0
2023-09-20,75.92,76.68,75.64,75.8,73.9991982614771,58987,0.0,1.0
2023-09-19,75.49,76.48,75.1301,75.75,73.9503861254207,84135,0.0,1.0
2023-09-18,76.67,76.77,75.01,75.54,73.7453751539839,85081,0.0,1.0
2023-09-15,75.25,76.95,75.05,76.37,74.5556566125199,553145,0.0,1.0
2023-09-14,77.29,77.36,74.98,75.02,73.2377289389975,144693,0.0,1.0
2023-09-13,77.03,77.39,76.34,76.85,75.0242531186612,151318,0.0,1.0
2023-09-12,76.99,77.48,76.795,77.25,75.4147502071122,173758,0.0,1.0
2023-09-11,76.75,77.6,76.75,77.0,75.1706895268303,127719,0.0,1.0
2023-09-08,74.93,76.89,74.85,76.56,74.7411427295342,95152,0.0,1.0
2023-09-07,75.1,76.11,74.85,75.17,73.3841653471667,109327,0.0,1.0
2023-09-06,74.93,75.97,74.82,75.05,73.2670162206314,79066,0.0,1.0
2023-09-05,78.37,78.41,73.87,74.67,72.8960439866029,143444,0.0,1.0
2023-09-01,77.81,79.24,77.72,78.87,76.9962634153391,109971,0.0,1.0
2023-08-31,77.49,78.71,77.33,77.5,75.6588108873942,106821,0.6,1.0
2023-08-30,77.16,78.53,77.0601,78.32,75.8719342983446,114057,0.0,1.0
2023-08-29,78.89,79.27,76.89,77.2,74.7869423880516,119123,0.0,1.0
2023-08-28,78.36,79.1615,78.23,78.8,76.3369308313273,127896,0.0,1.0
2023-08-25,77.73,79.1515,77.65,78.24,75.7944348761808,152711,0.0,1.0
2023-08-24,77.32,79.082,77.14,77.68,75.2519389210343,117692,0.0,1.0
2023-08-23,76.65,77.86,75.99,77.66,75.2325640654934,88735,0.0,1.0
2023-08-22,77.77,78.04,75.98,76.64,74.2444464329051,124411,0.0,1.0
2023-08-21,74.83,78.388,74.83,78.06,75.6200611763123,157545,0.0,1.0
2023-08-18,72.76,76.45,72.44,74.86,72.5200842897609,223858,0.0,1.0
2023-08-17,72.94,73.31,72.5,72.65,70.3791627524864,109187,0.0,1.0
2023-08-16,73.29,73.73,72.49,72.51,70.2435387636998,90576,0.0,1.0
2023-08-15,73.83,74.015,73.1825,73.37,71.0766575519605,92954,0.0,1.0
2023-08-14,73.67,74.415,72.78,73.96,71.6482157904183,97349,0.0,1.0
2023-08-11,74.96,75.59,73.99,74.08,71.764464923664,125326,0.0,1.0
2023-08-10,75.25,76.23,74.985,75.34,72.9850808227436,98930,0.0,1.0
2023-08-09,74.8,75.125,73.625,74.8,72.4619597231381,132124,0.0,1.0
2023-08-08,75.5,75.5,74.43,75.0,72.6557082785476,100613,0.0,1.0
2023-08-07,75.09,76.465,75.05,76.1,73.7213253332996,105952,0.0,1.0
2023-08-04,75.31,76.96,74.8,75.22,72.868831689498,176459,0.0,1.0
2023-08-03,74.46,75.8,74.04,75.38,73.0238305338255,131528,0.0,1.0
2023-08-02,74.69,74.822,73.83,74.75,72.4135225842857,103137,0.0,1.0
2023-08-01,74.76,75.33,74.28,75.0,72.6557082785476,156954,0.0,1.0
2023-07-31,75.19,76.2894,74.3095,75.1,72.7525825562523,181740,0.0,1.0
2023-07-28,73.95,75.28,73.48,75.05,72.7041454173999,182614,0.0,1.0
2023-07-27,72.15,76.4799,72.02,73.48,71.1832192574357,389760,0.0,1.0
2023-07-26,69.11,69.965,69.025,69.7,67.5213715601969,162476,0.0,1.0
2023-07-25,69.28,69.465,68.765,69.12,66.9595007495094,145088,0.0,1.0
2023-07-24,68.81,69.51,68.39,69.35,67.1823115882303,145854,0.0,1.0
2023-07-21,68.6,69.41,68.31,68.81,66.6591904886248,195079,0.0,1.0
2023-07-20,68.81,68.81,67.75,68.42,66.2813808055763,93005,0.0,1.0
2023-07-19,68.7,69.12,68.19,68.65,66.5041916442972,149998,0.0,1.0
2023-07-18,68.09,69.0,67.925,68.64,66.4945042165267,72051,0.0,1.0
2023-07-17,67.48,68.51,67.33,67.97,65.845446555905,123331,0.0,1.0
2023-07-14,67.3,67.8,65.79,67.8,65.680760283807,100421,0.0,1.0
2023-07-13,67.3,67.73,66.57,67.49,65.3804500229223,162044,0.0,1.0
2023-07-12,67.32,67.375,66.2,67.2,65.0995146175786,138598,0.0,1.0
2023-07-11,65.56,66.72,65.56,66.53,64.4504569569569,159381,0.0,1.0
2023-07-10,64.97,66.18,64.75,65.33,63.2879656245002,247487,0.0,1.0
2023-07-07,64.9,66.6625,64.72,65.26,63.2201536301069,205316,0.0,1.0
2023-07-06,65.9,66.41,64.53,64.57,62.5517211139442,92752,0.0,1.0
2023-07-05,67.68,67.68,65.55,66.28,64.2082712626951,157517,0.0,1.0
2023-07-03,67.43,68.05,67.22,67.7,65.5838860061023,70886,0.0,1.0
2023-06-30,68.13,68.58,67.72,67.84,65.7195099948889,176677,0.0,1.0
2023-06-29,67.71,68.09,66.72,67.67,65.5548237227908,167043,0.0,1.0
2023-06-28,69.97,69.97,67.34,67.6,65.4870117283975,154975,0.0,1.0
2023-06-27,70.48,71.62,69.715,69.83,67.647308121213,190933,0.0,1.0
2023-06-26,69.85,70.98,69.85,70.25,68.0541800875729,193331,0.0,1.0
2023-06-23,71.24,72.0,69.59,70.0,67.8119943933111,301996,0.0,1.0
2023-06-22,72.73,72.73,70.47,71.5,69.265108558882,202385,0.0,1.0
2023-06-21,73.68,73.75,72.76,72.94,70.6600981578301,138818,0.0,1.0
2023-06-20,75.27,75.27,73.62,73.68,71.3769678128451,153390,0.0,1.0
2023-06-16,75.8,75.87,74.57,74.97,72.6266459952361,331206,0.0,1.0
2023-06-15,75.77,76.28,73.71,74.88,72.5394591453019,177133,0.0,1.0
2023-06-14,75.75,76.43,75.225,75.9,73.5275767778901,161507,0.0,1.0
2023-06-13,75.74,76.35,74.96,75.8,73.4307025001854,131224,0.0,1.0
2023-06-12,76.21,76.61,74.56,75.6,73.2369539447759,112440,0.0,1.0
2023-06-09,77.42,77.42,74.935,76.11,73.7310127610701,111125,0.0,1.0
