,CME_Open,CME_High,CME_Low,CME_Close,CME_Adj Close,CME_Volume,CME_Dividend Amount,CME_Split Coefficient
2012-05-17,255.2,259.621,253.16,253.59,29.9638670719786,566800,0.0,1.0
2012-05-16,259.43,262.93,256.63,256.74,30.3360670060325,407900,0.0,1.0
2012-05-15,260.48,261.17,257.29,258.54,30.5487526826348,486700,0.0,1.0
2012-05-14,260.42,262.41,258.22,260.11,30.7342618561156,278500,0.0,1.0
2012-05-11,261.57,266.29,258.21,262.94,31.068651003218,532700,0.0,1.0
2012-05-10,262.68,264.15,260.64,261.71,30.9233157908731,467000,0.0,1.0
2012-05-09,254.66,261.5,253.32,260.0,30.721264398101,616100,0.0,1.0
2012-05-08,255.23,257.34,253.5,256.91,30.3561539866005,627300,0.0,1.0
2012-05-07,258.0,259.98,254.32,255.34,30.1706448131197,623000,0.0,1.0
2012-05-04,263.38,263.77,258.0,258.17,30.5050339602221,480100,0.0,1.0
2012-05-03,263.75,267.22,260.34,264.13,31.2092598671939,638200,0.0,1.0
2012-05-02,267.69,267.69,262.46,263.13,31.0911011579705,471000,0.0,1.0
2012-05-01,265.81,270.6,264.4,268.38,31.7114343813937,486700,0.0,1.0
2012-04-30,267.86,268.11,264.9,265.82,31.4089480857816,405600,0.0,1.0
2012-04-27,274.29,275.97,267.22,268.38,31.7114343813937,502000,0.0,1.0
2012-04-26,267.55,274.92,267.0,274.0,32.3754863272295,884100,0.0,1.0
2012-04-25,274.09,275.21,271.52,273.14,32.2738698372974,425600,0.0,1.0
2012-04-24,272.72,274.9725,271.415,272.57,32.20651937304,290100,0.0,1.0
2012-04-23,271.0,272.72,268.62,271.9,32.1273530378603,355900,0.0,1.0
2012-04-20,278.55,278.55,271.88,273.05,32.2632355534672,552900,0.0,1.0
2012-04-19,278.86,279.93,275.66,277.46,32.7843154611427,365800,0.0,1.0
2012-04-18,278.69,280.13,276.475,278.36,32.8906582994438,413500,0.0,1.0
2012-04-17,282.98,282.98,277.32,280.19,33.1068887373228,614100,0.0,1.0
2012-04-16,285.18,285.63,279.6,280.69,33.1659680919345,399100,0.0,1.0
2012-04-13,287.27,287.27,281.87,282.16,33.339661394493,757500,0.0,1.0
2012-04-12,283.88,287.55,281.23,287.49,33.9694473146541,367000,0.0,1.0
2012-04-11,285.78,286.6175,283.03,284.13,33.5724340516632,397900,0.0,1.0
2012-04-10,283.4,285.74,281.026,282.09,33.3313902848474,425000,0.0,1.0
2012-04-09,283.33,285.79,280.5,284.66,33.6350581675517,394500,0.0,1.0
2012-04-05,285.0,289.28,285.0,287.93,34.0214371467124,374600,0.0,1.0
2012-04-04,287.52,289.66,285.03,286.22,33.8193857539403,448200,0.0,1.0
2012-04-03,290.89,291.745,284.17,288.4,34.0769717400474,624100,0.0,1.0
2012-04-02,289.32,294.376,287.26,291.22,34.4101793000576,363400,0.0,1.0
2012-03-30,290.17,291.73,287.3401,289.33,34.1868593396253,581600,0.0,1.0
2012-03-29,290.44,292.42,286.6,289.6,34.2187621911156,409700,0.0,1.0
2012-03-28,293.94,294.3714,288.43,290.72,34.3510999454459,614200,0.0,1.0
2012-03-27,297.47,298.29,293.31,294.1,34.7504763826212,465700,0.0,1.0
2012-03-26,298.1,299.35,292.63,297.7,35.1758477358257,573100,0.0,1.0
2012-03-23,295.76,297.27,291.3,296.01,34.976159517238,559900,0.0,1.0
2012-03-22,296.03,297.94,293.31,295.75,34.9454382528399,532300,0.0,1.0
2012-03-21,294.13,304.61,290.02,298.67,35.2904616837724,1176200,0.0,1.0
2012-03-20,289.21,297.55,287.56,294.39,34.784742408296,935300,0.0,1.0
2012-03-19,287.81,291.94,285.98,290.04,34.2707520231739,534100,0.0,1.0
2012-03-16,288.39,294.03,285.03,289.45,34.2010383847321,1125400,0.0,1.0
2012-03-15,275.88,290.35,275.88,286.25,33.822930515217,1123500,0.0,1.0
2012-03-14,272.19,277.29,272.01,276.55,32.6767910357494,815000,0.0,1.0
2012-03-13,272.2,273.79,267.48,272.99,32.2561460309138,967700,0.0,1.0
2012-03-12,276.33,277.658,268.75,270.2,31.9264832321804,558600,0.0,1.0
2012-03-09,276.56,277.411,275.03,276.56,32.6779726228416,374400,0.0,1.0
2012-03-08,276.41,276.9878,273.6622,276.23,32.6389802487979,380000,0.0,1.0
2012-03-07,272.09,276.85,271.39,275.21,32.5184583653899,650800,5.23,1.0
2012-03-06,280.0,281.25,273.97,274.93,31.8795455655279,1327500,0.0,1.0
2012-03-05,289.68,289.937,280.56,281.02,32.5857123443228,942000,0.0,1.0
2012-03-02,289.59,292.09,288.39,289.6,33.5806074119845,450000,0.0,1.0
2012-03-01,287.07,290.94,287.0,289.54,33.573650103819,615400,0.0,1.0
2012-02-29,291.37,294.75,289.3,289.49,33.5678523470144,804000,0.0,1.0
2012-02-28,290.46,294.76,287.63,290.8,33.7197535752938,504300,0.0,1.0
2012-02-27,290.95,292.46,287.55,289.78,33.6014793364809,1853700,0.0,1.0
2012-02-24,292.87,292.87,288.89,292.39,33.9041222416786,1368500,0.0,1.0
2012-02-23,287.72,292.44,287.16,291.79,33.834549160024,1556800,0.0,1.0
2012-02-22,288.43,290.38,285.0,288.15,33.4124724646524,706500,0.0,1.0
2012-02-21,293.67,294.47,286.62,290.08,33.6362658773082,1011000,0.0,1.0
2012-02-17,296.99,296.99,290.69,293.98,34.0884909080635,929300,0.0,1.0
2012-02-16,290.0,296.97,286.55,295.65,34.2821359853357,813000,0.0,1.0
2012-02-15,289.68,291.41,287.15,290.64,33.7012007535192,695900,0.0,1.0
2012-02-14,289.34,290.98,285.8,290.0,33.6269894664209,927400,0.0,1.0
2012-02-13,292.37,292.635,287.0,291.0,33.742944602512,701400,0.0,1.0
2012-02-10,280.56,292.3,280.56,291.59,33.8113581328058,1114300,0.0,1.0
2012-02-09,285.81,287.34,282.73,283.37,32.8582069141369,711200,0.0,1.0
2012-02-08,277.99,285.3,277.576,284.82,33.026341861469,1246000,0.0,1.0
2012-02-07,273.46,277.13,270.79,276.045,32.0088355422695,664800,0.0,1.0
2012-02-06,273.32,275.5,271.28,275.32,31.9247680686035,913600,0.0,1.0
2012-02-03,267.52,274.67,266.24,273.43,31.7056128613913,1246500,0.0,1.0
2012-02-02,249.61,266.13,248.44,266.01,30.8452257515953,2016500,0.0,1.0
2012-02-01,241.89,247.1,240.805,245.48,28.4646668076448,752300,0.0,1.0
2012-01-31,240.06,241.35,236.55,239.51,27.7724146451809,695900,0.0,1.0
2012-01-30,238.94,241.23,238.245,240.0,27.8292326618656,377700,0.0,1.0
2012-01-27,239.39,242.0,238.11,240.88,27.9312731816258,244900,0.0,1.0
2012-01-26,241.92,244.2278,240.02,240.45,27.8814124731066,351500,0.0,1.0
2012-01-25,240.08,245.33,240.08,242.11,28.0738979990178,470200,0.0,1.0
2012-01-24,236.46,241.0,235.06,240.52,27.889529332633,372300,0.0,1.0
2012-01-23,239.72,241.28,238.2186,238.44,27.6483426495635,417800,0.0,1.0
2012-01-20,237.48,240.5,235.29,239.88,27.8153180455346,511800,0.0,1.0
2012-01-19,233.17,243.73,232.93,237.55,27.5451425784424,1491000,0.0,1.0
2012-01-18,229.22,232.96,226.0,232.65,26.9769624115959,495700,0.0,1.0
2012-01-17,236.49,239.89,227.144,229.15,26.5711194352771,980000,0.0,1.0
2012-01-13,231.8,236.0,230.25,234.5,27.1914794133645,662100,0.0,1.0
2012-01-12,225.94,233.39,225.52,233.23,27.0442163905288,671600,0.0,1.0
2012-01-11,227.59,228.54,224.69,226.0,26.2058607565901,779000,0.0,1.0
2012-01-10,229.25,230.36,226.46,227.53,26.3832721148095,976500,0.0,1.0
2012-01-09,232.37,235.43,226.06,228.24,26.4656002614342,1407100,0.0,1.0
2012-01-06,235.39,236.0,229.53,234.0,27.1335018453189,1297300,0.0,1.0
2012-01-05,239.94,241.0,236.6,238.62,27.6692145740599,779100,0.0,1.0
2012-01-04,244.19,245.8516,240.11,241.01,27.9463473493176,539700,0.0,1.0
2012-01-03,247.42,249.52,245.15,245.63,28.4820600780585,415300,0.0,1.0
2011-12-30,245.04,245.2,242.25,243.67,28.2547880113199,231300,0.0,1.0
2011-12-29,243.99,247.75,242.59,245.32,28.4461139858703,226700,0.0,1.0
2011-12-28,244.79,245.87,242.0,242.56,28.1260778102588,232000,0.0,1.0
2011-12-27,246.16,247.52,245.0,245.21,28.4333589209002,235600,0.0,1.0
2011-12-23,246.99,246.99,242.85,246.39,28.5701859814878,422100,0.0,1.0
2011-12-22,244.83,246.95,243.12,245.75,28.4959746943894,428700,0.0,1.0
2011-12-21,248.0,248.88,237.1,241.34,27.9846125442277,722900,0.0,1.0
2011-12-20,244.99,249.41,243.823,248.13,28.7719479182863,426500,0.0,1.0
2011-12-19,242.0,242.85,240.72,242.0,28.0611429340478,527300,0.0,1.0
2011-12-16,241.06,243.0,239.83,242.0,28.0611429340478,766100,0.0,1.0
2011-12-15,240.98,242.11,238.0,239.09,27.7237134880227,487600,1.4,1.0
2011-12-14,239.44,241.67,238.341,238.89,27.5392653131263,412800,0.0,1.0
2011-12-13,244.45,245.74,238.24,241.0,27.7825063437709,421100,0.0,1.0
2011-12-12,246.4,247.36,240.0,243.51,28.0718594181396,615200,0.0,1.0
2011-12-09,245.9,252.15,244.1,248.06,28.5963839155013,494100,0.0,1.0
2011-12-08,250.57,252.18,243.06,244.58,28.1952091351016,567700,0.0,1.0
2011-12-07,248.04,255.47,245.1,253.15,29.1831596718905,532600,0.0,1.0
2011-12-06,249.05,250.78,246.8,248.84,28.6863024007633,442600,0.0,1.0
2011-12-05,256.76,258.46,247.15,249.11,28.7174280302771,599000,0.0,1.0
2011-12-02,254.38,259.75,249.97,253.31,29.2016044893801,709700,0.0,1.0
2011-12-01,247.28,252.22,245.38,250.0,28.8200273275632,546600,0.0,1.0
2011-11-30,246.42,249.72,245.16,249.28,28.7370256488598,615100,0.0,1.0
2011-11-29,246.22,246.22,239.46,239.61,27.6222669918297,620300,0.0,1.0
2011-11-28,241.79,245.43,240.96,245.13,28.2586131952222,727000,0.0,1.0
2011-11-25,238.23,241.3975,235.77,237.89,27.423985203816,216200,0.0,1.0
2011-11-23,236.52,242.23,235.5,239.03,27.5554045284297,859400,0.0,1.0
2011-11-22,240.8,243.7,239.04,240.57,27.7329358967675,656000,0.0,1.0
2011-11-21,243.67,246.48,239.02,241.53,27.8436048017053,990600,0.0,1.0
2011-11-18,241.05,251.17,236.98,248.89,28.6920664062288,1539400,0.0,1.0
2011-11-17,241.11,242.66,235.23,238.05,27.4424300213057,1511400,0.0,1.0
2011-11-16,254.0,254.56,238.93,241.18,27.8032567634467,1899500,0.0,1.0
2011-11-15,256.65,260.12,253.75,257.51,29.6857809484832,606600,0.0,1.0
2011-11-14,261.26,262.97,256.35,257.88,29.728434588928,743700,0.0,1.0
2011-11-11,264.7699,266.64,259.26,263.57,30.3843784109033,676600,0.0,1.0
2011-11-10,269.54,270.09,259.1,260.1,29.9843564315967,799700,0.0,1.0
2011-11-09,271.54,273.58,264.89,265.79,30.6403002535721,675600,0.0,1.0
2011-11-08,276.02,279.915,273.05,278.94,32.1562336910019,677300,0.0,1.0
2011-11-07,274.11,275.49,269.17,275.1,31.7135580712505,656500,0.0,1.0
2011-11-04,265.29,273.64,264.796,271.33,31.2789520591509,911900,0.0,1.0
2011-11-03,261.02,270.17,257.41,268.55,30.9584733552684,780800,0.0,1.0
2011-11-02,256.83,261.5,254.0,259.39,29.9025075539864,842000,0.0,1.0
2011-11-01,260.28,267.99,250.0,251.88,29.0367539330664,1527000,0.0,1.0
2011-10-31,274.84,280.4,274.82,275.56,31.7665869215332,953800,0.0,1.0
2011-10-28,275.32,280.76,273.55,280.0,32.2784306068708,650300,0.0,1.0
2011-10-27,270.39,278.0,267.87,276.77,31.9060758537986,1163600,0.0,1.0
2011-10-26,261.8,266.4,260.49,263.43,30.3682391955999,651100,0.0,1.0
2011-10-25,266.05,267.91,257.57,258.43,29.7918386490486,659600,0.0,1.0
2011-10-24,264.28,269.65,264.28,268.69,30.9746125705718,693700,0.0,1.0
2011-10-21,264.07,267.09,262.12,264.49,30.4904361114687,673300,0.0,1.0
2011-10-20,257.23,264.32,256.5,261.45,30.1399845791656,618600,0.0,1.0
2011-10-19,259.23,262.85,256.58,257.36,29.6684889320866,543900,0.0,1.0
2011-10-18,253.55,260.93,249.3,260.06,29.9797452272243,560700,0.0,1.0
2011-10-17,258.34,261.62,252.33,253.2,29.188923677356,524700,0.0,1.0
2011-10-14,258.97,261.19,257.32,259.71,29.9393971889657,599900,0.0,1.0
2011-10-13,257.57,259.71,254.04,256.3,29.5462920162178,461000,0.0,1.0
2011-10-12,260.5,261.5,255.921,259.6,29.9267163769416,690000,0.0,1.0
2011-10-11,262.56,264.19,254.5,257.0,29.6269880927349,779200,0.0,1.0
2011-10-10,259.5,267.62,258.3,266.06,30.6714258830858,664500,0.0,1.0
2011-10-07,267.01,268.03,253.16,253.95,29.2753837593387,799800,0.0,1.0
2011-10-06,256.85,267.12,254.4,266.45,30.7163851257168,632300,0.0,1.0
2011-10-05,252.74,257.35,250.3,255.98,29.5094023812385,470700,0.0,1.0
2011-10-04,245.37,252.5,238.29,252.36,29.0920883855354,759400,0.0,1.0
2011-10-03,244.37,253.09,244.37,248.5,28.6471071635978,723300,0.0,1.0
2011-09-30,253.53,256.396,246.27,246.4,28.4050189340463,580500,0.0,1.0
2011-09-29,258.94,261.61,249.7,257.18,29.6477385124108,522100,0.0,1.0
2011-09-28,262.07,262.71,253.98,254.32,29.3180373997835,572000,0.0,1.0
2011-09-27,269.29,270.0,260.3,262.29,30.2368198709862,625100,0.0,1.0
2011-09-26,260.6,264.41,255.66,264.07,30.4420184655584,454300,0.0,1.0
2011-09-23,258.19,261.78,255.91,257.98,29.739962599859,565100,0.0,1.0
2011-09-22,251.5,263.5,251.0,258.85,29.8402562949589,601900,0.0,1.0
2011-09-21,263.34,266.766,257.62,257.985,29.7405390004055,571700,0.0,1.0
2011-09-20,266.18,269.59,261.94,263.66,30.3947536207412,437600,0.0,1.0
2011-09-19,267.45,269.46,261.5,265.8,30.6414530546652,416600,0.0,1.0
2011-09-16,272.96,273.23,267.0,272.07,31.3642593400405,536700,0.0,1.0
2011-09-15,272.97,272.97,265.76,271.86,31.3400505170853,423500,0.0,1.0
2011-09-14,264.15,273.51,260.01,269.62,31.0818230722303,666900,0.0,1.0
2011-09-13,261.92,264.8,258.63,264.5,30.4915889125618,691800,0.0,1.0
2011-09-12,254.22,260.41,251.57,260.24,30.0004956469002,375100,0.0,1.0
2011-09-09,255.19,260.47,254.23,255.93,29.503638375773,591500,0.0,1.0
2011-09-08,263.46,265.28,256.3,258.49,29.7987554556072,526000,0.0,1.0
2011-09-07,259.01,267.42,257.15,265.95,30.6587450710617,603200,1.4,1.0
2011-09-06,252.19,256.5,248.15,254.79,29.2184090392961,623200,0.0,1.0
2011-09-02,260.75,263.67,255.11,258.7,29.6667939026881,582700,0.0,1.0
2011-09-01,267.56,269.99,264.41,265.61,30.4592080730305,481100,0.0,1.0
2011-08-31,267.65,269.0,263.53,267.12,30.6323694908622,414800,0.0,1.0
2011-08-30,263.28,267.47,259.745,265.33,30.4270986710484,452500,0.0,1.0
2011-08-29,254.96,264.48,253.58,263.92,30.2654048967818,671300,0.0,1.0
2011-08-26,245.0,252.5,241.5,250.92,28.7746112333301,576400,0.0,1.0
2011-08-25,254.89,256.96,244.17,246.32,28.2470996293395,539600,0.0,1.0
2011-08-24,248.37,254.24,246.6502,253.91,29.117493775924,403400,0.0,1.0
2011-08-23,239.57,250.89,238.85,250.37,28.7115391937225,498100,0.0,1.0
2011-08-22,241.54,241.99,237.45,239.22,27.4328969362236,435500,0.0,1.0
2011-08-19,237.65,244.55,236.5,237.17,27.1978102431408,742900,0.0,1.0
2011-08-18,248.65,248.65,238.3,240.7,27.6026180609858,1154200,0.0,1.0
2011-08-17,258.22,260.0,250.51,254.12,29.1415758274105,510500,0.0,1.0
2011-08-16,257.86,260.0,249.134,256.68,29.4351475026748,774800,0.0,1.0
2011-08-15,257.65,260.58,255.12,260.58,29.8823856017103,369600,0.0,1.0
2011-08-12,259.67,261.85,253.5,254.95,29.2367572690001,388300,0.0,1.0
2011-08-11,242.01,259.88,242.01,256.91,29.4615230828744,992100,0.0,1.0
2011-08-10,260.27,263.16,239.0,239.21,27.4317501718671,1808900,0.0,1.0
2011-08-09,253.19,266.57,247.32,266.05,30.5096657047165,1200200,0.0,1.0
2011-08-08,262.0,267.41,246.57,247.41,28.3720969441982,1014800,0.0,1.0
2011-08-05,268.62,274.94,262.0,269.42,30.8961252928575,1000300,0.0,1.0
2011-08-04,277.38,279.32,265.39,265.61,30.4592080730305,617800,0.0,1.0
2011-08-03,280.84,282.46,275.01,279.83,32.0899069879753,455400,0.0,1.0
2011-08-02,284.42,287.22,279.93,280.24,32.1369243265919,420300,0.0,1.0
2011-08-01,294.42,294.56,284.4,287.82,33.0061717088198,454600,0.0,1.0
2011-07-29,279.83,294.37,279.83,289.19,33.1632784256605,843100,0.0,1.0
2011-07-28,281.79,287.46,281.15,283.83,32.5486127305758,570100,0.0,1.0
2011-07-27,284.03,285.0,276.76,278.51,31.9385340929171,433400,0.0,1.0
2011-07-26,285.59,287.0,282.89,285.1,32.6942518038515,324400,0.0,1.0
2011-07-25,284.31,286.79,281.69,284.79,32.6587021087999,424900,0.0,1.0
2011-07-22,286.3,287.221,285.09,285.7,32.7630576652416,269300,0.0,1.0
2011-07-21,287.2,288.05,285.02,286.69,32.8765873365352,447600,0.0,1.0
2011-07-20,290.04,290.4,285.38,285.5,32.7401223781115,320600,0.0,1.0
2011-07-19,286.9,289.97,286.1,289.4,33.187360477147,306300,0.0,1.0
2011-07-18,291.04,292.0,285.2,285.93,32.7894332454411,368900,0.0,1.0
2011-07-15,290.44,293.13,287.48,292.45,33.5371236058799,442700,0.0,1.0
2011-07-14,290.76,290.76,287.5,289.29,33.1747460692255,306500,0.0,1.0
2011-07-13,290.13,293.37,288.8401,289.49,33.1976813563555,209900,0.0,1.0
2011-07-12,288.2,292.67,286.31,289.09,33.1518107820955,366400,0.0,1.0
2011-07-11,291.13,292.85,286.01,287.19,32.9339255543602,405600,0.0,1.0
2011-07-08,295.55,296.14,292.34,294.5,33.7722102989627,399400,0.0,1.0
2011-07-07,298.14,300.0,296.92,298.99,34.2871074950318,291700,0.0,1.0
2011-07-06,296.15,297.298,295.01,296.35,33.9843617049154,197500,0.0,1.0
2011-07-05,295.15,297.98,292.18,296.7,34.024498457393,326400,0.0,1.0
2011-07-01,290.05,297.28,290.02,296.72,34.026791986106,327600,0.0,1.0
2011-06-30,288.01,293.13,286.88,291.59,33.4385018712208,440900,0.0,1.0
2011-06-29,284.33,288.24,282.8,288.02,33.0291069959499,324000,0.0,1.0
2011-06-28,281.47,285.15,279.72,283.98,32.5658141959233,252100,0.0,1.0
2011-06-27,280.25,283.636,277.82,281.01,32.2252251820425,300900,0.0,1.0
2011-06-24,279.08,280.65,275.85,280.21,32.1334840335224,355000,0.0,1.0
2011-06-23,278.76,280.9,274.55,279.37,32.0371558275762,479900,0.0,1.0
2011-06-22,282.26,285.0,280.16,281.33,32.2619216414505,398600,0.0,1.0
2011-06-21,279.8,283.73,278.0,282.81,32.4316427662127,392700,0.0,1.0
2011-06-20,276.5,279.5,271.55,278.92,31.9855514315337,335900,0.0,1.0
2011-06-17,277.5,278.76,275.17,277.88,31.8662879384576,617700,0.0,1.0
2011-06-16,270.64,276.39,270.0,275.02,31.5383133324982,532700,1.4,1.0
2011-06-15,271.3,274.5,269.88,271.16,30.9381703322488,473900,0.0,1.0
2011-06-14,274.7,276.88,272.93,274.78,31.3511965035231,444300,0.0,1.0
2011-06-13,270.1,273.35,268.4,272.02,31.0362925718333,535700,0.0,1.0
2011-06-10,271.11,271.7,267.0,268.27,30.6084339689939,512500,0.0,1.0
2011-06-09,263.7,267.59,262.078,266.25,30.3779608015977,447400,0.0,1.0
2011-06-08,265.5,268.29,261.1001,262.24,29.9204373356281,570800,0.0,1.0
2011-06-07,268.34,270.49,265.77,265.98,30.3471549821933,416300,0.0,1.0
2011-06-06,269.99,272.21,265.7204,266.14,30.3654102825811,691500,0.0,1.0
2011-06-03,274.88,276.29,271.97,272.07,31.0419973532045,471300,0.0,1.0
2011-06-02,278.98,281.39,277.27,278.53,31.7790551063625,536800,0.0,1.0
2011-06-01,284.34,285.2,277.58,277.87,31.7037519922628,521300,0.0,1.0
2011-05-31,286.37,287.66,283.2,285.76,32.6039664926369,642700,0.0,1.0
2011-05-27,285.65,285.95,282.8,283.15,32.3061769050606,545600,0.0,1.0
2011-05-26,285.96,288.0,282.94,284.11,32.4157087073875,570400,0.0,1.0
2011-05-25,289.25,292.43,285.76,286.29,32.6644371751715,636600,0.0,1.0
2011-05-24,295.85,296.05,289.53,290.09,33.0980005593821,688100,0.0,1.0
2011-05-23,294.88,296.17,293.24,295.34,33.6970026033573,362400,0.0,1.0
2011-05-20,298.72,299.97,297.11,298.35,34.040430441903,346900,0.0,1.0
2011-05-19,297.83,299.5,296.0,299.42,34.1625127632465,336500,0.0,1.0
2011-05-18,295.63,297.82,294.49,297.24,33.9137842954626,301500,0.0,1.0
2011-05-17,296.88,299.55,293.08,295.24,33.6855930406149,324800,0.0,1.0
2011-05-16,293.84,301.11,293.03,298.43,34.0495580920969,561700,0.0,1.0
2011-05-13,297.64,298.49,290.94,294.36,33.5851888884819,507400,0.0,1.0
2011-05-12,296.0,298.17,292.84,297.64,33.9594225464321,381000,0.0,1.0
2011-05-11,299.37,300.92,295.55,297.04,33.8909651699778,549200,0.0,1.0
2011-05-10,296.49,298.81,294.02,298.79,34.0906325179695,330800,0.0,1.0
2011-05-09,292.73,297.29,289.64,295.01,33.6593510463074,379100,0.0,1.0
2011-05-06,288.81,294.59,288.81,291.59,33.2691440005179,790500,0.0,1.0
2011-05-05,286.19,287.582,284.32,286.03,32.6347723120413,424300,0.0,1.0
2011-05-04,291.09,291.71,285.72,287.23,32.7716870649499,500700,0.0,1.0
2011-05-03,296.34,298.0,289.38,291.72,33.283976432083,475700,0.0,1.0
2011-05-02,297.9,298.95,295.5,297.14,33.9023747327202,410800,0.0,1.0
2011-04-29,303.47,303.47,294.91,295.77,33.7460637231495,680000,0.0,1.0
2011-04-28,309.01,309.01,302.55,304.05,34.6907755182189,521600,0.0,1.0
2011-04-27,310.93,311.17,304.13,309.89,35.3570939823742,453200,0.0,1.0
2011-04-26,309.32,310.8,306.92,310.73,35.4529343094102,293100,0.0,1.0
2011-04-25,309.11,311.91,306.58,307.25,35.0558815259752,269900,0.0,1.0
2011-04-21,310.45,313.0,308.788,309.74,35.3399796382606,208500,0.0,1.0
2011-04-20,305.73,310.0,303.5,309.96,35.3650806762938,360700,0.0,1.0
2011-04-19,305.34,305.95,301.63,302.0,34.4568794820001,363800,0.0,1.0
2011-04-18,303.44,306.05,302.84,303.9,34.6736611741053,339200,0.0,1.0
2011-04-15,306.99,309.47,304.32,306.8,35.0045384936345,300200,0.0,1.0
2011-04-14,303.87,306.79,301.65,305.53,34.8596370468062,315400,0.0,1.0
2011-04-13,302.78,305.91,301.12,304.63,34.7569509821248,275700,0.0,1.0
2011-04-12,302.99,304.54,300.5,301.67,34.4192279249502,273100,0.0,1.0
2011-04-11,305.16,306.94,302.95,304.0,34.6850707368477,328000,0.0,1.0
2011-04-08,307.32,308.0,304.18,305.36,34.8402407901442,284300,0.0,1.0
2011-04-07,307.73,309.99,304.5,305.93,34.9052752977758,300200,0.0,1.0
2011-04-06,306.0,310.5,305.1,308.6,35.2099106229974,534300,0.0,1.0
2011-04-05,304.81,306.91,304.5,304.87,34.7843339327065,296100,0.0,1.0
2011-04-04,305.78,307.18,304.65,305.11,34.8117168832882,294500,0.0,1.0
2011-04-01,303.44,307.678,301.133,304.27,34.7158765562522,605200,0.0,1.0
2011-03-31,302.23,303.0,298.834,301.55,34.4055364496593,451400,0.0,1.0
2011-03-30,299.5,303.87,298.22,303.25,34.5994990162799,471400,0.0,1.0
2011-03-29,296.6,298.02,294.1,298.02,34.0027788848532,309400,0.0,1.0
2011-03-28,295.41,298.18,294.57,295.5,33.7152579037451,428300,0.0,1.0
2011-03-25,298.31,298.76,294.18,295.86,33.7563323296177,344100,0.0,1.0
2011-03-24,300.5,300.88,295.32,298.31,34.0358666168061,361900,0.0,1.0
2011-03-23,288.87,300.92,288.87,298.83,34.0951963430665,679800,0.0,1.0
2011-03-22,289.01,292.0,288.76,290.92,33.1926999301439,432300,0.0,1.0
2011-03-21,287.65,290.0,284.59,289.95,33.0820271715428,610900,0.0,1.0
2011-03-18,289.415,291.18,284.18,285.79,32.6073893614596,725300,0.0,1.0
2011-03-17,284.44,288.8,283.62,287.19,32.767123239853,728500,0.0,1.0
2011-03-16,285.1,287.41,279.5801,280.29,31.9798634106285,702200,0.0,1.0
2011-03-15,286.35,289.93,283.6,285.9,32.6199398804762,810600,0.0,1.0
2011-03-14,294.06,296.74,289.05,291.34,33.2406200936619,713500,0.0,1.0
2011-03-11,295.6,297.56,292.53,295.57,33.7232445976648,559900,0.0,1.0
2011-03-10,297.04,300.15,295.74,295.94,33.7654599798116,781700,0.0,1.0
2011-03-09,303.49,304.22,297.66,299.86,34.212714839313,662300,0.0,1.0
2011-03-08,304.85,305.453,301.6601,303.51,34.6291638794101,404600,1.4,1.0
2011-03-07,306.54,310.43,303.04,303.87,34.5110492539974,651200,0.0,1.0
2011-03-04,308.37,310.38,302.0,304.8,34.6166709863376,377100,0.0,1.0
2011-03-03,306.89,311.55,306.01,308.14,34.9960006487207,470000,0.0,1.0
2011-03-02,305.14,308.9,303.88,304.04,34.5303564523821,440400,0.0,1.0
2011-03-01,311.46,312.09,303.67,306.5,34.8097429701852,609700,0.0,1.0
2011-02-28,314.74,316.68,311.18,311.28,35.3526159600628,638200,0.0,1.0
2011-02-25,305.37,314.41,304.61,313.55,35.6104238443771,673200,0.0,1.0
2011-02-24,301.22,306.2,299.91,304.56,34.5894137650885,468700,0.0,1.0
2011-02-23,300.0,304.39,297.0119,301.4,34.2305270186422,622100,0.0,1.0
2011-02-22,300.72,305.45,297.61,300.08,34.0806123017722,697200,0.0,1.0
2011-02-18,303.09,306.85,300.54,302.84,34.3940703461367,685300,0.0,1.0
2011-02-17,292.82,303.96,292.82,302.6,34.3668131248876,1135100,0.0,1.0
2011-02-16,293.38,297.34,292.18,293.68,33.3537530684633,1050100,0.0,1.0
2011-02-15,302.34,303.92,290.5,291.33,33.0868594437327,2615700,0.0,1.0
2011-02-14,308.28,311.5,301.97,302.57,34.3634059722315,885400,0.0,1.0
2011-02-11,306.64,311.47,306.13,308.76,35.0664151369475,589700,0.0,1.0
2011-02-10,302.18,308.3076,301.99,307.72,34.9483005115348,548600,0.0,1.0
2011-02-09,302.5,309.67,299.72,302.51,34.3565916669192,837700,0.0,1.0
2011-02-08,303.81,304.6,299.66,301.04,34.1896411867686,583800,0.0,1.0
2011-02-07,306.06,306.16,301.5,303.68,34.4894706205085,489700,0.0,1.0
2011-02-04,300.86,307.83,300.5,304.18,34.5462564981108,933200,0.0,1.0
2011-02-03,303.75,306.84,297.36,300.86,34.1691982708317,1552500,0.0,1.0
2011-02-02,315.01,317.27,313.4,315.14,35.7910029351523,540800,0.0,1.0
2011-02-01,309.75,317.37,309.34,315.93,35.8807246217639,543700,0.0,1.0
2011-01-31,304.89,311.47,304.77,308.56,35.0437007859066,385600,0.0,1.0
2011-01-28,309.7,312.5,303.5,304.89,34.626892444306,420800,0.0,1.0
2011-01-27,305.91,311.0,305.72,309.88,35.1936155027765,438600,0.0,1.0
2011-01-26,307.2,308.73,304.5017,305.58,34.7052569553971,453200,0.0,1.0
