,LYB_Open,LYB_High,LYB_Low,LYB_Close,LYB_Adj Close,LYB_Volume,LYB_Dividend Amount,LYB_Split Coefficient
2018-01-08,114.4,114.4,113.04,114.11,66.6711253216066,1260459,0.0,1.0
2018-01-05,113.25,114.46,112.33,114.37,66.8230356939107,1059198,0.0,1.0
2018-01-04,112.8,113.44,111.81,112.8,65.9057307534592,1563557,0.0,1.0
2018-01-03,111.82,112.42,110.7,112.26,65.5902245955969,1433982,0.0,1.0
2018-01-02,111.05,112.26,110.69,112.23,65.5726964757156,1113175,0.0,1.0
2017-12-29,111.62,111.62,110.2,110.32,64.4567395099434,1015914,0.0,1.0
2017-12-28,110.38,111.26,110.15,111.16,64.9475268666181,1058083,0.0,1.0
2017-12-27,109.93,110.12,109.59,110.03,64.2873010177581,630102,0.0,1.0
2017-12-26,110.24,110.24,109.51,109.93,64.2288739514873,462139,0.0,1.0
2017-12-22,109.54,110.24,109.43,109.98,64.2580874846227,1201128,0.0,1.0
2017-12-21,109.85,110.94,109.24,110.28,64.4333686834351,1659759,0.0,1.0
2017-12-20,109.55,111.47,109.27,109.92,64.2230312448602,1790308,0.0,1.0
2017-12-19,109.47,110.0,108.86,108.95,63.6562887020335,2022620,0.0,1.0
2017-12-18,107.52,110.07,107.01,109.56,64.0126938062854,2463143,0.0,1.0
2017-12-15,106.0,106.47,105.13,106.03,61.9502183669262,3071062,0.0,1.0
2017-12-14,107.71,107.97,105.13,105.43,61.5996559693014,2367913,0.0,1.0
2017-12-13,107.26,107.6,106.44,107.5,62.8090962411069,2454347,0.0,1.0
2017-12-12,107.66,108.13,106.79,106.99,62.5111182031259,2484428,0.0,1.0
2017-12-11,107.33,108.05,107.11,107.51,62.814938947734,1462929,0.0,1.0
2017-12-08,106.8,107.63,106.62,107.14,62.5987588025321,1713208,0.0,1.0
2017-12-07,104.96,106.58,104.77,106.51,62.230668285026,1602742,0.0,1.0
2017-12-06,104.41,105.22,104.41,104.69,61.1672956788975,2102072,0.0,1.0
2017-12-05,103.86,105.94,103.68,104.58,61.1030259059997,2168837,0.0,1.0
2017-12-04,103.46,105.1,103.01,103.81,60.6531374957145,2140347,0.9,1.0
2017-12-01,105.16,105.49,102.96,104.1,60.2997957530692,2322788,0.0,1.0
2017-11-30,105.51,105.86,104.16,104.7,60.6473450081302,2758033,0.0,1.0
2017-11-29,105.2,105.89,104.79,105.01,60.826912123245,1704022,0.0,1.0
2017-11-28,104.17,105.29,103.47,104.94,60.7863647101545,2006257,0.0,1.0
2017-11-27,104.63,104.79,103.56,104.38,60.461985405431,1618353,0.0,1.0
2017-11-24,104.0,104.67,103.87,104.34,60.4388154550936,929672,0.0,1.0
2017-11-22,104.09,104.3475,103.27,103.42,59.9059065973335,1435044,0.0,1.0
2017-11-21,104.64,104.92,103.62,103.82,60.1376061007075,1916030,0.0,1.0
2017-11-20,103.86,104.41,103.405,104.27,60.3982680420032,1940429,0.0,1.0
2017-11-17,103.05,104.65,102.52,103.9,60.1839460013823,1401905,0.0,1.0
2017-11-16,103.04,103.6,102.24,103.2,59.7784718704779,2329649,0.0,1.0
2017-11-15,103.19,103.45,101.78,102.5,59.3729977395735,1437083,0.0,1.0
2017-11-14,103.17,104.75,103.14,103.74,60.0912662000327,1796600,0.0,1.0
2017-11-13,103.62,104.72,103.01,104.19,60.3519281413284,1521894,0.0,1.0
2017-11-10,104.18,104.79,103.45,104.26,60.3924755544188,1533182,0.0,1.0
2017-11-09,105.3,105.98,103.9,104.19,60.3519281413284,2269460,0.0,1.0
2017-11-08,105.63,106.02,104.921,105.86,61.3192735679146,1615120,0.0,1.0
2017-11-07,106.57,107.2,105.21,105.92,61.3540284934207,1778295,0.0,1.0
2017-11-06,105.82,106.99,105.49,106.49,61.6842002857286,1763366,0.0,1.0
2017-11-03,103.04,105.92,102.36,105.58,61.1570839155528,2074040,0.0,1.0
2017-11-02,103.56,104.25,102.95,103.54,59.9754164483457,2511906,0.0,1.0
2017-11-01,104.21,105.22,103.155,103.43,59.9116990849179,3026233,0.0,1.0
2017-10-31,104.77,105.34,102.99,103.53,59.9696239607614,4082776,0.0,1.0
2017-10-30,99.12,107.83,98.8196,106.0,61.4003683940955,8309331,0.0,1.0
2017-10-27,99.0,100.7,97.73,99.01,57.3514195726358,3430797,0.0,1.0
2017-10-26,100.42,101.71,99.67,101.23,58.6373518163612,3162405,0.0,1.0
2017-10-25,100.57,100.62,99.07,99.78,57.7974411166306,2136790,0.0,1.0
2017-10-24,99.05,101.47,98.99,100.94,58.4693696764151,2966740,0.0,1.0
2017-10-23,98.9,99.41,98.5,98.56,57.0907576313401,1536481,0.0,1.0
2017-10-20,99.96,100.0,98.61,98.94,57.3108721595454,2140038,0.0,1.0
2017-10-19,97.91,99.78,97.61,99.39,57.571534100841,1779687,0.0,1.0
2017-10-18,98.04,98.6,97.81,98.26,56.9169830038097,1540281,0.0,1.0
2017-10-17,97.89,98.4004,97.45,98.21,56.8880205658879,1523487,0.0,1.0
2017-10-16,98.28,98.38,97.33,97.7,56.5926036990861,1185914,0.0,1.0
2017-10-13,98.6,98.86,97.495,97.68,56.5810187239174,1474944,0.0,1.0
2017-10-12,96.88,97.62,96.2,97.53,56.4941314101522,1999317,0.0,1.0
2017-10-11,97.83,97.91,97.02,97.26,56.3377342453748,2382783,0.0,1.0
2017-10-10,98.38,98.63,97.68,98.06,56.8011332521227,2181798,0.0,1.0
2017-10-09,99.21,99.21,98.67,99.04,57.3687970353888,1476317,0.0,1.0
2017-10-06,98.82,99.23,98.17,98.9,57.287702209208,2506923,0.0,1.0
2017-10-05,99.43,99.61,99.05,99.48,57.6236664891002,2179462,0.0,1.0
2017-10-04,99.95,100.36,98.79,98.88,57.2761172340393,1927800,0.0,1.0
2017-10-03,100.65,100.74,98.92,99.76,57.7858561414619,2534390,0.0,1.0
2017-10-02,98.57,100.72,98.57,100.55,58.2434626606255,2260905,0.0,1.0
2017-09-29,99.81,99.965,98.78,99.05,57.3745895229732,2180755,0.0,1.0
2017-09-28,100.01,100.28,99.57,99.78,57.7974411166306,2652325,0.0,1.0
2017-09-27,100.01,100.69,99.25,99.78,57.7974411166306,2949528,0.0,1.0
2017-09-26,98.11,100.1,97.99,99.76,57.7858561414619,3016367,0.0,1.0
2017-09-25,96.88,98.09,96.79,97.92,56.7200384259418,2466781,0.0,1.0
2017-09-22,95.75,96.995,95.61,96.87,56.1118272295852,1429502,0.0,1.0
2017-09-21,95.94,96.25,95.54,95.79,55.4862385704755,1604641,0.0,1.0
2017-09-20,96.68,97.06,95.51,96.05,55.6368432476686,2352602,0.0,1.0
2017-09-19,95.89,96.69,95.435,96.56,55.9322601144704,1893167,0.0,1.0
2017-09-18,95.49,95.89,95.06,95.58,55.3645963312042,3634541,0.0,1.0
2017-09-15,94.29,95.7205,94.0,95.17,55.1271043402459,6994842,0.0,1.0
2017-09-14,94.0,94.83,93.94,94.43,54.6984602590041,1554082,0.0,1.0
2017-09-13,94.5,94.74,94.08,94.17,54.5478555818111,1588534,0.0,1.0
2017-09-12,93.5,94.7,93.39,94.58,54.7853475727694,2182663,0.0,1.0
2017-09-11,92.29,93.97,92.12,93.66,54.2524387150093,2407533,0.0,1.0
2017-09-08,91.57,92.08,91.33,91.6,53.0591862726335,1744535,0.0,1.0
2017-09-07,91.76,92.27,90.97,91.72,53.1286961236456,2348818,0.0,1.0
2017-09-06,89.8,92.28,89.03,91.72,53.1286961236456,2660117,0.0,1.0
2017-09-05,90.58,90.836,88.81,89.39,51.7790465164924,2452987,0.0,1.0
2017-09-01,90.1,90.99,89.825,90.25,52.2772004487464,1525784,0.9,1.0
2017-08-31,90.86,91.07,89.41,90.59,51.9560240115407,2606071,0.0,1.0
2017-08-30,89.42,90.95,89.37,90.33,51.8069063799809,2194164,0.0,1.0
2017-08-29,89.67,89.83,88.9,89.6,51.3882299529092,1801663,0.0,1.0
2017-08-28,90.57,90.93,89.68,90.32,51.8011710864594,1386891,0.0,1.0
2017-08-25,90.3,91.41,89.99,90.26,51.7667593253302,2309408,0.0,1.0
2017-08-24,89.4,89.77,88.98,89.51,51.3366123112155,1289294,0.0,1.0
2017-08-23,88.39,90.0,88.3361,89.36,51.2505829083925,1405880,0.0,1.0
2017-08-22,88.65,89.31,88.39,88.77,50.9122005906222,1478776,0.0,1.0
2017-08-21,87.33,88.4,87.17,88.1,50.5279359246797,1742516,0.0,1.0
2017-08-18,86.1,87.63,85.35,87.34,50.0920536170434,2679259,0.0,1.0
2017-08-17,87.51,87.89,86.19,86.23,49.4554360361536,1309878,0.0,1.0
2017-08-16,87.95,88.355,87.3,87.66,50.2755830097324,2045893,0.0,1.0
2017-08-15,88.06,88.51,87.83,87.95,50.4419065218568,1504267,0.0,1.0
2017-08-14,87.38,88.25,87.25,88.03,50.487788870029,1606087,0.0,1.0
2017-08-11,86.96,87.98,86.96,87.19,50.0060242142205,1893185,0.0,1.0
2017-08-10,88.58,89.02,87.58,87.6,50.2411712486032,2152926,0.0,1.0
2017-08-09,88.61,89.48,88.39,89.2,51.158818212048,2570504,0.0,1.0
2017-08-08,88.99,89.46,88.37,88.73,50.8892594165361,2364491,0.0,1.0
2017-08-07,89.13,89.4,88.86,89.12,51.1129358638758,1817516,0.0,1.0
2017-08-04,89.16,89.39,88.67,88.78,50.9179358841438,1514203,0.0,1.0
2017-08-03,88.48,89.27,88.27,88.75,50.9007300035792,3052681,0.0,1.0
2017-08-02,88.75,89.3,87.85,88.37,50.682788849761,2620570,0.0,1.0
2017-08-01,90.28,90.28,88.38,89.26,51.1932299731772,2635016,0.0,1.0
2017-07-31,90.37,91.27,89.62,90.09,51.6692593354642,2670282,0.0,1.0
2017-07-28,88.51,90.68,88.04,89.89,51.5545534650336,3974438,0.0,1.0
2017-07-27,87.55,87.72,86.1,86.53,49.6274948417995,2945867,0.0,1.0
2017-07-26,88.41,88.81,87.0,87.34,50.0920536170434,1805768,0.0,1.0
2017-07-25,88.02,88.57,87.56,87.95,50.4419065218568,1953739,0.0,1.0
2017-07-24,86.84,87.43,86.69,87.25,50.0404359753497,1691454,0.0,1.0
2017-07-21,87.16,87.16,86.21,86.87,49.8224948215315,2143795,0.0,1.0
2017-07-20,87.18,87.95,86.87,87.02,49.9085242243545,3049409,0.0,1.0
2017-07-19,85.26,87.34,85.26,87.16,49.9888183336559,2084341,0.0,1.0
2017-07-18,85.58,86.08,84.95,85.25,48.8933772710437,1402305,0.0,1.0
2017-07-17,85.95,86.29,85.54,85.65,49.1227890119049,1433136,0.0,1.0
2017-07-14,85.78,86.63,85.615,85.87,49.2489654693785,1730379,0.0,1.0
2017-07-13,85.75,85.9923,85.0,85.48,49.0252890220388,1882439,0.0,1.0
2017-07-12,84.94,85.98,84.86,85.72,49.1629360665556,2998435,0.0,1.0
2017-07-11,84.2,84.75,83.73,84.46,48.4402890828428,2083561,0.0,1.0
2017-07-10,83.5,84.6,83.23,84.2,48.291171451283,1916287,0.0,1.0
2017-07-07,83.29,84.45,82.54,83.93,48.1363185262017,2215817,0.0,1.0
2017-07-06,82.91,84.25,82.89,83.05,47.631612696307,2485631,0.0,1.0
2017-07-05,85.65,85.75,82.9,83.36,47.8094067954745,2363036,0.0,1.0
2017-07-03,85.05,85.92,84.87,85.36,48.9564654997805,1428134,0.0,1.0
2017-06-30,84.47,85.08,83.895,84.39,48.4001420281921,2484087,0.0,1.0
2017-06-29,84.38,84.82,83.3,83.77,48.0445538298572,3251856,0.0,1.0
2017-06-28,82.68,84.0,82.5759,83.8,48.0617597104218,2845983,0.0,1.0
2017-06-27,81.35,82.8342,81.11,82.07,47.0695539311971,2845384,0.0,1.0
2017-06-26,80.57,81.37,80.19,80.89,46.3927892956566,2879293,0.0,1.0
2017-06-23,80.1,80.61,79.6,80.17,45.9798481621064,2330502,0.0,1.0
2017-06-22,79.89,80.55,79.58,80.01,45.8880834657619,1994721,0.0,1.0
2017-06-21,80.42,80.6,79.253,79.57,45.6357305508146,2434308,0.0,1.0
2017-06-20,80.39,80.64,78.88,80.1,45.9397011074557,2050916,0.0,1.0
2017-06-19,81.47,81.86,81.13,81.3,46.6279363300393,1471141,0.0,1.0
2017-06-16,80.12,80.9,79.75,80.88,46.387054002135,3131291,0.0,1.0
2017-06-15,80.18,80.75,79.53,80.14,45.9626422815418,2320752,0.0,1.0
2017-06-14,83.17,83.17,80.68,80.93,46.4157304697427,4055947,0.0,1.0
2017-06-13,81.31,83.22,81.0693,82.95,47.5742597610917,2714637,0.0,1.0
2017-06-12,81.86,82.97,81.46,81.78,46.9032304190727,2419191,0.0,1.0
2017-06-09,79.6,82.23,79.56,81.88,46.960583354288,3394497,0.0,1.0
2017-06-08,79.25,80.17,79.06,79.48,45.5841129091208,2379838,0.0,1.0
2017-06-07,79.25,80.35,78.92,79.24,45.4464658646041,2934558,0.0,1.0
2017-06-06,78.44,79.28,78.01,79.14,45.3891129293888,3708600,0.0,1.0
2017-06-05,79.78,79.98,78.85,78.91,45.2572011783936,2901909,0.0,1.0
2017-06-02,80.46,80.96,79.75,80.04,45.9052893463265,4656673,0.0,1.0
2017-06-01,79.74,80.81,79.57,80.55,46.1977893159245,3598777,0.9,1.0
2017-05-31,80.33,80.6,79.47,80.52,45.6703007454665,2920226,0.0,1.0
2017-05-30,80.54,80.87,80.26,80.56,45.6929884259163,2052075,0.0,1.0
2017-05-26,80.62,80.97,80.02,80.73,45.789411067828,1827908,0.0,1.0
2017-05-25,81.75,82.27,80.0,80.67,45.7553795471532,2900485,0.0,1.0
2017-05-24,81.56,82.58,81.01,81.63,46.2998838779487,2542621,0.0,1.0
2017-05-23,80.65,80.99,80.16,80.57,45.6986603460287,1557622,0.0,1.0
2017-05-22,81.75,82.04,79.76,80.3,45.5455185029925,2569027,0.0,1.0
2017-05-19,80.84,81.84,80.54,81.1,45.9992721119887,3602295,0.0,1.0
2017-05-18,79.55,80.79,79.03,80.41,45.6079096242295,3127919,0.0,1.0
2017-05-17,82.29,82.5,79.88,79.98,45.364017059394,3409048,0.0,1.0
2017-05-16,82.7,83.36,82.35,83.06,47.1109684540294,2689874,0.0,1.0
2017-05-15,81.81,83.68,81.64,82.53,46.8103566880694,2885530,0.0,1.0
2017-05-12,81.43,82.0481,80.89,81.04,45.965240591314,1964797,0.0,1.0
2017-05-11,82.48,83.1,81.47,81.97,46.4927291617721,2184464,0.0,1.0
2017-05-10,82.18,83.04,81.92,82.46,46.7706532472822,3111759,0.0,1.0
2017-05-09,80.94,82.12,80.845,81.91,46.4586976410973,3277613,0.0,1.0
2017-05-08,81.61,82.62,80.5,80.78,45.8177706683902,5066836,0.0,1.0
2017-05-05,81.67,84.17,81.51,84.16,47.7348796663991,3805609,0.0,1.0
2017-05-04,81.88,81.98,80.54,81.42,46.1807735555872,3870438,0.0,1.0
2017-05-03,83.0,83.65,81.75,81.88,46.44168188076,3729320,0.0,1.0
2017-05-02,83.24,83.72,82.47,83.54,47.3832206194271,5071492,0.0,1.0
2017-05-01,85.0,85.19,83.4,83.46,47.3378452585275,3368927,0.0,1.0
2017-04-28,86.4,86.4,84.1,84.76,48.0751948731463,4563707,0.0,1.0
2017-04-27,86.92,87.48,86.09,87.42,49.5839256230586,3111281,0.0,1.0
2017-04-26,86.77,87.57,86.43,87.06,49.3797364990103,1818504,0.0,1.0
2017-04-25,86.98,87.73,86.57,87.01,49.3513768984481,1909968,0.0,1.0
2017-04-24,86.61,86.8768,86.16,86.52,49.0734528129379,2194689,0.0,1.0
2017-04-21,85.52,86.28,85.34,85.42,48.4495416005681,2529160,0.0,1.0
2017-04-20,86.01,86.82,85.47,85.51,48.5005888815802,2569810,0.0,1.0
2017-04-19,86.3,86.99,85.23,85.53,48.5119327218051,2426770,0.0,1.0
2017-04-18,84.92,86.245,84.73,85.84,48.6877622452911,2726804,0.0,1.0
2017-04-17,85.28,85.52,84.91,85.28,48.3701347189938,2377471,0.0,1.0
2017-04-13,86.25,87.14,84.68,84.91,48.160273674833,3579042,0.0,1.0
2017-04-12,88.08,88.23,86.05,86.34,48.9713582509137,2838411,0.0,1.0
2017-04-11,88.46,88.69,87.37,88.02,49.9242408298057,2212738,0.0,1.0
2017-04-10,89.55,89.9,88.36,88.53,50.2135087555408,1822627,0.0,1.0
2017-04-07,88.92,89.36,87.75,88.79,50.3609786784646,2198355,0.0,1.0
2017-04-06,88.56,89.44,88.0,89.19,50.5878554829627,2492902,0.0,1.0
2017-04-05,91.39,92.03,88.3339,88.4,50.1397737940789,4072934,0.0,1.0
2017-04-04,90.37,90.88,89.72,90.69,51.4386434998305,2083816,0.0,1.0
2017-04-03,91.49,91.75,89.2372,90.26,51.1947509349951,1643890,0.0,1.0
2017-03-31,90.98,91.52,90.61,91.19,51.7222395054531,1851012,0.0,1.0
2017-03-30,90.86,91.92,90.61,91.27,51.7676148663528,1487851,0.0,1.0
2017-03-29,90.65,91.53,90.27,90.73,51.4613311802803,1996909,0.0,1.0
2017-03-28,88.65,91.66,88.65,90.9,51.557753822192,3151562,0.0,1.0
2017-03-27,86.74,88.88,85.655,88.62,50.2645560365529,2467141,0.0,1.0
2017-03-24,88.35,88.81,87.04,87.56,49.6633325046329,1698141,0.0,1.0
2017-03-23,88.05,89.06,87.32,88.3,50.0830545929544,2165474,0.0,1.0
2017-03-22,88.17,88.68,87.59,88.15,49.9979757912676,2252192,0.0,1.0
2017-03-21,90.24,90.88,87.95,88.15,49.9979757912676,2728573,0.0,1.0
2017-03-20,90.13,90.47,89.33,90.3,51.2174386154449,1694091,0.0,1.0
2017-03-17,90.65,90.98,90.01,90.08,51.0926563729709,2405897,0.0,1.0
2017-03-16,91.12,91.18,90.09,90.35,51.2457982160071,1900847,0.0,1.0
2017-03-15,89.67,91.4,89.24,90.89,51.5520819020796,3070148,0.0,1.0
2017-03-14,89.2,89.41,87.9,88.58,50.2418683561031,3030476,0.0,1.0
2017-03-13,89.84,90.32,89.535,90.18,51.1493755740955,1673621,0.0,1.0
2017-03-10,90.07,90.09,88.81,89.79,50.9281706897098,2666896,0.0,1.0
2017-03-09,89.9,89.91,88.61,89.5,50.7636850064487,3085590,0.0,1.0
2017-03-08,91.19,91.5,89.52,89.79,50.9281706897098,2968683,0.0,1.0
2017-03-07,91.33,91.5,90.26,91.23,51.744927185903,2455261,0.0,1.0
2017-03-06,91.95,92.32,91.4,91.55,51.9264286295014,2362680,0.0,1.0
2017-03-03,92.3,92.67,91.74,92.24,52.3177911172606,1672648,0.0,1.0
2017-03-02,92.94,93.51,92.22,92.29,52.3461507178229,2671880,0.85,1.0
2017-03-01,92.61,94.8299,92.55,93.89,52.7676625606226,3413358,0.0,1.0
2017-02-28,91.02,91.68,89.86,91.24,51.2783207160636,4352821,0.0,1.0
2017-02-27,91.32,92.64,90.58,91.33,51.3289021371995,2679987,0.0,1.0
2017-02-24,92.23,92.4961,91.36,92.43,51.9471195066392,2639153,0.0,1.0
2017-02-23,94.22,94.65,92.6,93.13,52.3405305599189,2015375,0.0,1.0
2017-02-22,94.02,94.79,93.67,94.01,52.8351044554706,2244402,0.0,1.0
2017-02-21,93.24,94.71,92.86,94.52,53.1217325085744,2704489,0.0,1.0
2017-02-17,92.47,93.5,92.25,92.91,52.216887086031,2401810,0.0,1.0
2017-02-16,93.0,93.54,92.42,92.69,52.0932436121431,1698637,0.0,1.0
2017-02-15,93.02,93.28,92.35,93.09,52.3180499283029,1764970,0.0,1.0
2017-02-14,92.3,93.25,92.06,93.15,52.3517708757269,1990962,0.0,1.0
2017-02-13,92.67,92.78,91.76,92.22,51.8290961906552,2646709,0.0,1.0
2017-02-10,92.0,92.79,91.37,91.86,51.6267705061114,3765237,0.0,1.0
2017-02-09,92.0,92.81,91.96,92.24,51.8403365064632,3110458,0.0,1.0
2017-02-08,92.4,92.5,91.33,91.66,51.5143673480314,4523051,0.0,1.0
2017-02-07,93.17,94.21,91.4,92.35,51.9021582434072,4434997,0.0,1.0
2017-02-06,94.21,95.42,94.12,94.94,53.3577791405423,2788422,0.0,1.0
2017-02-03,93.75,95.92,93.0,94.69,53.2172751929423,5093829,0.0,1.0
2017-02-02,94.86,95.19,93.4,93.75,52.6889803499667,4174766,0.0,1.0
2017-02-01,93.75,95.38,93.675,95.07,53.4308411932942,2506287,0.0,1.0
2017-01-31,93.77,93.875,92.81,93.27,52.4192127705749,3850142,0.0,1.0
2017-01-30,94.97,94.97,93.64,94.3,52.9980890346865,2846636,0.0,1.0
2017-01-27,95.32,95.68,94.48,95.3,53.5601048250861,2579307,0.0,1.0
2017-01-26,95.82,97.64,94.88,95.39,53.6106862462221,4836021,0.0,1.0
2017-01-25,95.1,96.83,94.19,96.38,54.1670818787177,4606468,0.0,1.0
2017-01-24,91.88,95.89,91.75,95.13,53.4645621407182,4948449,0.0,1.0
2017-01-23,90.59,91.2,90.23,91.16,51.2333594528316,2396656,0.0,1.0
2017-01-20,90.92,91.95,90.16,90.89,51.0816151894237,3258739,0.0,1.0
2017-01-19,90.24,90.47,89.06,89.76,50.4465373462721,2095154,0.0,1.0
2017-01-18,89.99,90.71,89.61,90.05,50.609521925488,2030502,0.0,1.0
2017-01-17,89.64,90.215,89.37,89.97,50.564560662256,2778148,0.0,1.0
2017-01-13,89.73,90.7,89.25,89.73,50.4296768725601,1919963,0.0,1.0
2017-01-12,88.45,90.0,88.2,89.62,50.3678551356162,3429448,0.0,1.0
2017-01-11,87.18,88.46,86.56,88.44,49.7046765029446,2841033,0.0,1.0
2017-01-10,87.02,87.54,86.3,86.88,48.8279318699211,2708550,0.0,1.0
2017-01-09,87.81,88.5,86.79,86.89,48.8335520278251,3227377,0.0,1.0
2017-01-06,88.82,88.88,87.3801,88.17,49.5529322395367,1937586,0.0,1.0
2017-01-05,88.4,89.59,87.91,88.68,49.8395602926405,2330788,0.0,1.0
2017-01-04,87.25,89.28,87.23,88.79,49.9013820295844,3022886,0.0,1.0
2017-01-03,87.02,87.8,85.87,86.88,48.8279318699211,2560315,0.0,1.0
2016-12-30,86.29,86.29,85.14,85.78,48.2097145004815,1831360,0.0,1.0
2016-12-29,86.44,87.02,85.74,86.01,48.3389781322734,1583782,0.0,1.0
2016-12-28,87.37,87.7,85.93,86.38,48.5469239747213,1283337,0.0,1.0
2016-12-27,87.81,88.25,86.89,87.1,48.951575343809,1139007,0.0,1.0
2016-12-23,87.45,87.73,86.96,87.7,49.2887848180488,842543,0.0,1.0
2016-12-22,88.01,88.16,86.92,87.53,49.1932421336809,1458484,0.0,1.0
2016-12-21,88.22,88.22,87.46,87.77,49.3281259233768,2155518,0.0,1.0
2016-12-20,88.45,88.96,87.8,88.13,49.5304516079207,1708210,0.0,1.0
2016-12-19,88.94,89.15,87.31,88.14,49.5360717658247,1931700,0.0,1.0
2016-12-16,89.11,89.12,88.3,88.68,49.8395602926405,6173473,0.0,1.0
2016-12-15,87.5,89.04,86.32,88.83,49.9238626612004,3684440,0.0,1.0
2016-12-14,89.14,89.8,87.7,88.09,49.5079709763047,3030886,0.0,1.0
2016-12-13,89.41,89.9,88.49,89.62,50.3678551356162,2414597,0.0,1.0
2016-12-12,89.09,89.92,88.92,89.59,50.3509946619042,3411713,0.0,1.0
2016-12-09,90.48,90.7,88.06,88.42,49.6934361871366,3021449,0.0,1.0
2016-12-08,89.45,90.81,88.9,90.54,50.8849096627838,2741604,0.0,1.0
2016-12-07,87.99,89.6,87.52,89.41,50.2498318196322,2239005,0.0,1.0
2016-12-06,88.22,88.22,87.045,87.78,49.3337460812808,3601115,0.0,1.0
2016-12-05,90.01,90.58,87.98,88.6,49.7945990294085,4147493,0.0,1.0
2016-12-02,90.85,91.0,88.66,89.14,50.0980875562243,3804906,0.0,1.0
2016-12-01,90.97,92.68,90.64,91.18,51.2445997686396,6803324,0.0,1.0
2016-11-30,85.79,90.99,85.79,90.32,50.7612661888959,8648412,0.0,1.0
2016-11-29,84.76,85.12,83.06,83.72,47.0519619722582,4271166,0.0,1.0
2016-11-28,86.71,86.98,85.39,85.58,48.0973113424016,3687228,0.0,1.0
2016-11-25,85.79,86.73,85.71,86.67,48.7099085539372,1853849,0.85,1.0
2016-11-23,85.37,86.67,85.0,86.64,48.2201379926088,2893936,0.0,1.0
2016-11-22,85.62,85.87,84.89,85.77,47.7359330058409,2860458,0.0,1.0
2016-11-21,83.7,85.2,83.54,85.16,47.3964329576473,3355348,0.0,1.0
2016-11-18,82.72,83.34,82.6,83.12,46.261055747295,1900992,0.0,1.0
2016-11-17,83.77,83.81,82.71,83.01,46.199834427129,2380312,0.0,1.0
2016-11-16,83.24,83.94,82.64,83.2,46.3055803437794,2971501,0.0,1.0
2016-11-15,82.1,83.49,82.1,83.42,46.4280229841115,3564425,0.0,1.0
2016-11-14,82.23,82.65,80.68,82.4,45.8603343789354,3539921,0.0,1.0
2016-11-11,83.21,83.72,80.9,82.2,45.7490228877244,3754239,0.0,1.0
2016-11-10,81.34,84.37,81.12,83.35,46.3890639621877,4628144,0.0,1.0
2016-11-09,78.28,81.73,77.85,80.94,45.047760493095,2918896,0.0,1.0
2016-11-08,78.89,79.4,77.87,78.95,43.9402111555455,2009000,0.0,1.0
2016-11-07,79.64,80.13,78.95,79.16,44.0570882213171,1938157,0.0,1.0
2016-11-04,78.49,79.2,77.64,78.45,43.661932427518,2701287,0.0,1.0
2016-11-03,77.7,78.58,77.57,78.31,43.5840143836703,2753482,0.0,1.0
2016-11-02,77.94,78.14,76.71,77.39,43.0719815240996,3749415,0.0,1.0
2016-11-01,80.01,80.55,77.23,78.21,43.5283586380648,4303208,0.0,1.0
2016-10-31,80.08,80.2399,79.4,79.55,44.2741456291785,4374301,0.0,1.0
2016-10-28,80.52,81.42,79.54,80.28,44.6804325720987,2118710,0.0,1.0
2016-10-27,81.14,81.16,79.93,80.25,44.6637358484171,1567798,0.0,1.0
2016-10-26,79.37,80.51,79.16,80.35,44.7193915940226,2230843,0.0,1.0
2016-10-25,81.65,81.79,79.81,79.96,44.5023341861611,3571418,0.0,1.0
2016-10-24,81.95,82.96,81.335,81.62,45.4262195632125,1797995,0.0,1.0
2016-10-21,80.97,81.98,80.7,81.87,45.5653589272262,2769533,0.0,1.0
2016-10-20,81.12,82.35,81.0425,81.56,45.3928261158492,2089231,0.0,1.0
2016-10-19,80.41,81.84,79.65,81.65,45.4429162868941,2887744,0.0,1.0
2016-10-18,80.83,81.5,80.08,80.18,44.6247768264932,4162352,0.0,1.0
2016-10-17,79.5,80.12,78.98,79.53,44.2630144800574,3454094,0.0,1.0
2016-10-14,80.87,81.399,79.55,79.55,44.2741456291785,2735282,0.0,1.0
2016-10-13,78.94,80.2,78.12,79.9,44.4689407387978,2854002,0.0,1.0
2016-10-12,80.25,80.46,79.16,80.0,44.5245964844033,2106867,0.0,1.0
2016-10-11,81.5,81.77,79.85,80.3,44.6915637212198,3283018,0.0,1.0
2016-10-10,82.21,83.32,81.99,82.26,45.7824163350877,2351157,0.0,1.0
2016-10-07,83.84,83.94,80.96,81.44,45.3260392211225,3353254,0.0,1.0
2016-10-06,81.32,84.59,81.2,84.09,46.8009164796684,5045094,0.0,1.0
2016-10-05,80.48,82.45,80.38,81.33,45.2648179009565,3249662,0.0,1.0
2016-10-04,81.11,81.95,79.44,79.84,44.4355472914345,3076622,0.0,1.0
2016-10-03,80.85,81.01,79.97,80.84,44.9921047474895,3204395,0.0,1.0
2016-09-30,80.84,81.44,80.29,80.66,44.8919244053996,3776700,0.0,1.0
2016-09-29,79.98,81.75,79.85,80.47,44.7861784887492,4313733,0.0,1.0
2016-09-28,78.23,80.07,77.19,80.0,44.5245964844033,4113939,0.0,1.0
2016-09-27,76.15,77.8625,75.76,77.78,43.2890389319611,3777659,0.0,1.0
2016-09-26,77.34,77.34,76.33,76.49,42.5710798136501,2373307,0.0,1.0
