,LYB_Open,LYB_High,LYB_Low,LYB_Close,LYB_Adj Close,LYB_Volume,LYB_Dividend Amount,LYB_Split Coefficient
2020-12-03,85.74,86.435,85.3,85.63,67.9074691017761,2622710,0.0,1.0
2020-12-02,84.95,86.17,84.64,85.92,68.1374488523251,1563452,0.0,1.0
2020-12-01,87.0,87.0,84.9477,85.76,68.0105634727119,2234015,0.0,1.0
2020-11-30,86.91,87.45,84.76,85.1,67.4871612818071,3826992,0.0,1.0
2020-11-27,87.9,89.06,86.92,87.86,69.675934080136,884405,1.05,1.0
2020-11-25,90.06,90.06,87.81,89.33,70.0050746977679,1920985,0.0,1.0
2020-11-24,87.35,91.2,87.055,90.85,71.1962502663407,3835586,0.0,1.0
2020-11-23,82.88,85.66,82.27,85.17,66.7450152469372,1897163,0.0,1.0
2020-11-20,81.59,82.0,80.82,81.65,63.9865034039265,2574987,0.0,1.0
2020-11-19,81.36,82.26,80.12,82.23,64.4410309235135,2243045,0.0,1.0
2020-11-18,81.33,83.6486,81.04,82.2,64.4175208793969,3018160,0.0,1.0
2020-11-17,78.72,81.05,77.65,81.03,63.5006291588507,2151281,0.0,1.0
2020-11-16,78.85,79.9,77.14,79.67,62.434840492233,1729408,0.0,1.0
2020-11-13,73.34,77.03,72.95,76.64,60.0603260364596,2499510,0.0,1.0
2020-11-12,76.44,76.98,73.51,74.34,58.257889320856,2697919,0.0,1.0
2020-11-11,82.35,82.35,77.11,77.16,60.4678334678134,3071554,0.0,1.0
2020-11-10,80.38,82.53,79.51,81.37,63.7670763255052,3638377,0.0,1.0
2020-11-09,79.825,84.23,77.09,79.39,62.2154134138117,3437440,0.0,1.0
2020-11-06,74.67,75.57,72.04,72.67,56.9491635317004,2074055,0.0,1.0
2020-11-05,70.72,75.162,70.5956,74.21,58.1560124630176,1730738,0.0,1.0
2020-11-04,72.81,72.81,69.47,69.56,54.5119556249495,1524134,0.0,1.0
2020-11-03,73.03,73.37,71.4,72.86,57.098060477772,1617064,0.0,1.0
2020-11-02,69.33,72.41,68.11,71.91,56.353575747414,2989717,0.0,1.0
2020-10-30,70.44,71.29,66.72,68.45,53.6420839926365,3708201,0.0,1.0
2020-10-29,69.06,72.53,68.74,72.21,56.5886761885797,2290190,0.0,1.0
2020-10-28,71.14,72.34,69.23,69.33,54.3317119533891,2630011,0.0,1.0
2020-10-27,74.72,75.08,73.25,73.37,57.4977312277537,1768281,0.0,1.0
2020-10-26,75.7,76.02,74.55,75.43,59.1120875904247,1751771,0.0,1.0
2020-10-23,77.91,78.57,76.76,76.9,60.2640797521365,993835,0.0,1.0
2020-10-22,76.96,77.415,74.79,77.08,60.4051400168359,1412621,0.0,1.0
2020-10-21,77.17,77.99,76.2,76.59,60.0211426295986,1285577,0.0,1.0
2020-10-20,77.82,78.89,77.58,77.83,60.9928911197501,902527,0.0,1.0
2020-10-19,77.36,79.48,76.78,77.05,60.3816299727194,1256036,0.0,1.0
2020-10-16,77.66,78.39,76.34,77.01,60.3502832472306,1693149,0.0,1.0
2020-10-15,76.42,77.79,75.52,76.99,60.3346098844862,2032589,0.0,1.0
2020-10-14,76.48,78.95,76.48,78.0,61.1261147030773,1793610,0.0,1.0
2020-10-13,77.15,77.47,75.43,76.69,60.0995094433205,2238576,0.0,1.0
2020-10-12,79.65,79.68,76.84,77.45,60.6950972276069,1851999,0.0,1.0
2020-10-09,80.29,81.21,79.02,79.84,62.5680640755602,1719617,0.0,1.0
2020-10-08,79.9,80.34,77.73,79.26,62.1135365559732,1827017,0.0,1.0
2020-10-07,77.2,79.59,77.2,79.41,62.2310867765561,2761615,0.0,1.0
2020-10-06,76.55,77.98,75.17,75.99,59.5509417472673,2889101,0.0,1.0
2020-10-05,73.25,76.13,72.77,75.4,59.0885775463081,2775829,0.0,1.0
2020-10-02,67.02,73.04,66.75,72.24,56.6121862326962,2973456,0.0,1.0
2020-10-01,70.34,71.15,67.82,68.14,53.3991468700986,2164834,0.0,1.0
2020-09-30,71.03,72.34,70.32,70.49,55.2407669925631,2488650,0.0,1.0
2020-09-29,71.01,71.55,70.03,70.28,55.0761966837471,1247578,0.0,1.0
2020-09-28,71.19,72.76,70.97,71.21,55.8050080513607,2032755,0.0,1.0
2020-09-25,69.26,70.59,68.67,69.62,54.5589757131826,2099501,0.0,1.0
2020-09-24,70.14,70.705,68.175,70.22,55.029176595514,3088891,0.0,1.0
2020-09-23,73.0,73.6,69.95,69.99,54.8489329239536,2667704,0.0,1.0
2020-09-22,74.09,74.6,72.97,73.51,57.6074447669643,2481467,0.0,1.0
2020-09-21,76.35,76.8699,72.03,73.5,57.5996080855921,3710699,0.0,1.0
2020-09-18,79.61,80.05,78.535,79.0,61.9097828402963,3830777,0.0,1.0
2020-09-17,76.11,80.77,75.63,79.9,62.6150841637933,3887886,0.0,1.0
2020-09-16,75.04,78.34,74.18,76.94,60.2954264776253,2807245,0.0,1.0
2020-09-15,76.85,77.39,75.43,76.55,59.9897959041099,1773734,0.0,1.0
2020-09-14,74.65,76.98,74.29,76.49,59.9427758158767,1883721,0.0,1.0
2020-09-11,73.3,74.98,71.985,74.31,58.2343792767395,1754858,0.0,1.0
2020-09-10,72.8,72.985,70.89,70.94,55.5934176543116,1940479,0.0,1.0
2020-09-09,70.66,73.04,70.66,72.69,56.9648368944448,2221617,0.0,1.0
2020-09-08,70.92,71.95,69.48,70.08,54.9194630563033,3380740,0.0,1.0
2020-09-04,71.41,72.79,70.55,72.06,56.4711259679968,2089878,0.0,1.0
2020-09-03,71.33,72.56,69.0,70.44,55.2015835857022,3169576,0.0,1.0
2020-09-02,69.47,71.59,68.31,71.49,56.024435129782,2887638,0.0,1.0
2020-09-01,64.58,68.64,64.21,68.46,53.6499206740087,3468198,0.0,1.0
2020-08-31,68.24,68.33,65.44,65.48,51.3145896250962,1914808,0.0,1.0
2020-08-28,67.98,68.41,66.71,68.15,53.4069835514708,1790862,1.05,1.0
2020-08-27,69.34,69.72,67.11,68.92,53.1908859301643,1814481,0.0,1.0
2020-08-26,68.71,69.6872,68.01,69.31,53.4918790455555,1363219,0.0,1.0
2020-08-25,70.17,70.96,68.205,68.75,53.0596838029424,1507282,0.0,1.0
2020-08-24,66.73,69.63,66.25,69.59,53.707976666862,1650834,0.0,1.0
2020-08-21,65.61,66.35,65.22,65.67,50.6826099685706,1111717,0.0,1.0
2020-08-20,66.66,67.04,65.86,65.95,50.8987075898771,1133665,0.0,1.0
2020-08-19,68.07,68.86,67.26,67.63,52.1952933177163,1569679,0.0,1.0
2020-08-18,68.33,69.3807,68.26,68.44,52.8204328650673,1126223,0.0,1.0
2020-08-17,69.69,70.48,67.79,68.53,52.889892814773,1693812,0.0,1.0
2020-08-14,68.39,69.68,68.165,69.01,53.2603458798699,864855,0.0,1.0
2020-08-13,69.2,69.97,68.89,68.99,53.2449103354909,1044903,0.0,1.0
2020-08-12,72.03,72.305,69.3,69.89,53.9395098325476,1344815,0.0,1.0
2020-08-11,71.77,73.5,70.77,71.05,54.8347714065318,2610209,0.0,1.0
2020-08-10,67.05,70.35,67.01,70.19,54.1710429982332,2283828,0.0,1.0
2020-08-07,64.68,66.72,64.64,66.69,51.4698227319015,1337680,0.0,1.0
2020-08-06,65.54,66.0625,64.6135,65.44,50.5051012082117,1843057,0.0,1.0
2020-08-05,65.91,67.31,65.48,65.83,50.8060943236029,1981318,0.0,1.0
2020-08-04,62.52,65.145,61.61,64.81,50.018881560272,2478800,0.0,1.0
2020-08-03,63.05,63.81,62.11,62.13,47.9505186134809,2406189,0.0,1.0
2020-07-31,64.17,64.665,61.52,62.52,48.2515117288722,2946635,0.0,1.0
2020-07-30,66.51,66.72,64.81,65.29,50.3893346253689,2384521,0.0,1.0
2020-07-29,67.86,68.35,67.35,67.98,52.4654153443495,1743352,0.0,1.0
2020-07-28,69.18,69.84,67.47,67.58,52.1567044567687,1749627,0.0,1.0
2020-07-27,68.75,69.99,67.84,69.77,53.8468965662734,1008859,0.0,1.0
2020-07-24,69.05,69.53,67.94,68.5,52.8667394982045,1328881,0.0,1.0
2020-07-23,68.18,69.31,66.93,68.89,53.1677326135957,1660052,0.0,1.0
2020-07-22,67.96,69.0,67.34,68.37,52.7664084597407,2830502,0.0,1.0
2020-07-21,67.51,69.28,67.51,68.07,52.5348752940551,1380199,0.0,1.0
2020-07-20,68.07,68.94,66.63,66.8,51.5547182259862,1176822,0.0,1.0
2020-07-17,69.06,69.7,68.08,68.5,52.8667394982045,1172815,0.0,1.0
2020-07-16,68.56,69.93,67.72,68.86,53.1445792970271,1032443,0.0,1.0
2020-07-15,69.05,69.38,67.14,68.88,53.1600148414062,1546181,0.0,1.0
2020-07-14,65.34,67.02,65.0,66.96,51.6782025810185,1563778,0.0,1.0
2020-07-13,65.77,66.45,64.75,65.34,50.4279234863165,2546517,0.0,1.0
2020-07-10,63.38,65.6,63.24,65.04,50.1963903206309,1715220,0.0,1.0
2020-07-09,66.11,66.42,62.95,63.11,48.7068602880538,1991749,0.0,1.0
2020-07-08,67.58,67.58,64.71,65.85,50.821529867982,1869984,0.0,1.0
2020-07-07,67.1,68.06,66.95,67.49,52.0872445070631,1732017,0.0,1.0
2020-07-06,68.96,69.49,67.0,68.25,52.6737951934665,1944351,0.0,1.0
2020-07-02,67.12,68.77,66.11,66.96,51.6782025810185,2278984,0.0,1.0
2020-07-01,66.17,66.52,64.61,65.61,50.6363033354335,1999089,0.0,1.0
2020-06-30,64.38,66.03,63.4,65.72,50.7211988295182,1739357,0.0,1.0
2020-06-29,63.4,65.69,63.121,64.95,50.1269303709253,2938927,0.0,1.0
2020-06-26,63.25,63.8,61.94,63.37,48.9075223649813,4788101,0.0,1.0
2020-06-25,60.32,64.08,60.04,64.0,49.393742012921,2442326,0.0,1.0
2020-06-24,65.05,65.05,60.11,60.64,46.8005705572426,3821936,0.0,1.0
2020-06-23,67.39,67.65,65.96,65.99,50.9295786786352,1996196,0.0,1.0
2020-06-22,66.02,67.4,65.11,66.71,51.4852582762806,1182151,0.0,1.0
2020-06-19,68.5,69.02,65.93,66.54,51.3540561490588,3684331,0.0,1.0
2020-06-18,66.15,67.78,65.91,66.94,51.6627670366395,1229851,0.0,1.0
2020-06-17,69.9,70.03,66.79,66.83,51.5778715425548,1805292,0.0,1.0
2020-06-16,70.78,71.71,67.48,69.06,53.2989347408175,1652990,0.0,1.0
2020-06-15,63.42,68.51,63.3,67.28,51.9251712910832,2144829,0.0,1.0
2020-06-12,68.72,69.17,65.51,66.61,51.4080805543854,2750195,0.0,1.0
2020-06-11,68.27,69.39,63.52,63.9,49.3165642910258,3352800,0.0,1.0
2020-06-10,75.6,75.87,73.56,73.57,56.7796499982905,3501212,0.0,1.0
2020-06-09,73.83,76.36,73.06,76.0,58.6550686403436,3505523,0.0,1.0
2020-06-08,75.63,77.18,74.78,76.39,58.9560617557349,3446860,0.0,1.0
2020-06-05,76.17,79.97,74.17,74.87,57.782960382928,3319149,1.05,1.0
2020-06-04,70.32,74.17,69.18,73.95,56.2835869377967,2851600,0.0,1.0
2020-06-03,69.76,71.83,69.25,70.5,53.6577806506378,1715932,0.0,1.0
2020-06-02,66.2,69.1,66.2,68.39,52.0518527474769,2676480,0.0,1.0
2020-06-01,63.84,65.88,63.34,65.34,49.7304877689741,2061051,0.0,1.0
2020-05-29,63.87,64.25,62.41,63.76,48.5279445997825,3110609,0.0,1.0
2020-05-28,67.96,67.98,64.36,64.4,49.0150506936323,4464019,0.0,1.0
2020-05-27,69.48,70.85,67.3,67.31,51.2298612141054,3372955,0.0,1.0
2020-05-26,65.0,67.87,64.75,67.72,51.5419135554779,3274434,0.0,1.0
2020-05-22,59.89,60.6,59.12,60.42,45.9858596725041,1245285,0.0,1.0
2020-05-21,60.25,61.31,59.51,60.26,45.8640831490416,1698140,0.0,1.0
2020-05-20,59.47,60.74,59.3,60.39,45.9630265743549,1618406,0.0,1.0
2020-05-19,59.14,59.61,57.73,58.07,44.1972669841495,1882866,0.0,1.0
2020-05-18,56.96,60.05,56.73,59.37,45.1867012372818,2117471,0.0,1.0
2020-05-15,52.86,53.67,52.13,53.6,40.7951353599176,2263335,0.0,1.0
2020-05-14,51.05,54.0,50.06,53.29,40.5591933457091,2813442,0.0,1.0
2020-05-13,55.31,55.68,51.91,52.59,40.0264210555609,2203955,0.0,1.0
2020-05-12,56.68,57.59,55.72,55.86,42.5152287538245,2212035,0.0,1.0
2020-05-11,54.42,56.61,53.54,56.06,42.6674494081526,2760143,0.0,1.0
2020-05-08,54.83,56.52,54.62,56.45,42.9642796840923,1918284,0.0,1.0
2020-05-07,53.42,55.1,53.34,53.73,40.8940787852308,2246995,0.0,1.0
2020-05-06,54.8,55.35,51.99,52.11,39.6610914851736,2294946,0.0,1.0
2020-05-05,56.0,57.27,54.72,54.85,41.7465144494679,2037777,0.0,1.0
2020-05-04,51.41,54.48,50.87,54.35,41.3659628136477,3164681,0.0,1.0
2020-05-01,56.94,57.0,53.81,55.16,41.9824564636763,4095538,0.0,1.0
2020-04-30,57.7,58.46,56.55,57.95,44.1059345915527,4304684,0.0,1.0
2020-04-29,57.73,60.05,57.35,59.93,45.6129190694004,3078127,0.0,1.0
2020-04-28,53.87,55.81,53.25,55.67,42.3706191322129,4149722,0.0,1.0
2020-04-27,50.13,52.82,50.0,52.41,39.8894224666656,2276020,0.0,1.0
2020-04-24,50.4,50.88,49.04,50.05,38.0932187455947,2329878,0.0,1.0
2020-04-23,49.08,51.55,49.0,49.37,37.5756685208793,1664419,0.0,1.0
2020-04-22,48.31,48.79,47.12,48.11,36.6166783986126,1911311,0.0,1.0
2020-04-21,46.15,47.22,44.33,46.63,35.490245556585,4221352,0.0,1.0
2020-04-20,50.36,51.04,48.2,48.41,36.8450093801046,2965138,0.0,1.0
2020-04-17,50.26,53.36,50.26,52.19,39.7219797469048,4175960,0.0,1.0
2020-04-16,52.46,53.24,48.88,49.45,37.6365567826105,2721251,0.0,1.0
2020-04-15,55.9,56.45,51.65,52.7,40.1101424154413,3259861,0.0,1.0
2020-04-14,59.29,59.54,57.29,58.64,44.6310958489844,2877540,0.0,1.0
2020-04-13,58.61,59.17,56.82,58.04,44.1744338860003,2722190,0.0,1.0
2020-04-09,56.56,59.97,55.66,58.93,44.8518157977601,3735059,0.0,1.0
2020-04-08,52.75,55.8,51.86,55.47,42.2183984778848,2038906,0.0,1.0
2020-04-07,53.75,54.93,51.28,51.65,39.3109839802191,2555067,0.0,1.0
2020-04-06,48.33,50.52,48.33,49.88,37.9638311894158,2583216,0.0,1.0
2020-04-03,46.25,47.31,45.49,46.1,35.0868608226157,2761689,0.0,1.0
2020-04-02,45.34,49.14,45.06,45.92,34.9498622337204,3917467,0.0,1.0
2020-04-01,46.24,47.32,44.51,45.03,34.2724803219606,3270573,0.0,1.0
2020-03-31,48.94,50.4,48.77,49.63,37.7735553715058,3280513,0.0,1.0
2020-03-30,48.72,50.75,48.09,49.58,37.7355002079237,2517442,0.0,1.0
2020-03-27,51.18,51.59,48.56,49.4,37.5985016190285,3589156,0.0,1.0
2020-03-26,51.25,54.49,51.25,53.93,41.0462994395588,5230214,0.0,1.0
2020-03-25,47.0,52.92,46.4,52.1,39.6534804524572,4872500,0.0,1.0
2020-03-24,44.02,46.02,42.03,45.29,34.4703671725871,4216912,0.0,1.0
2020-03-23,41.93,42.66,40.0,40.49,30.8170714687138,3984495,0.0,1.0
2020-03-20,42.96,44.32,40.39,42.0,31.9663374088906,7473998,0.0,1.0
2020-03-19,39.97,47.21,39.22,43.23,32.9024944330081,6383597,0.0,1.0
2020-03-18,38.4,42.72,37.11,40.57,30.8779597304451,6784514,0.0,1.0
2020-03-17,36.14,42.27,35.6,41.72,31.7532284928314,9218806,0.0,1.0
2020-03-16,39.52,44.25,33.71,34.9,26.5625041802448,7742045,0.0,1.0
2020-03-13,50.0,50.22,42.03,46.84,35.6500772436294,8540480,0.0,1.0
2020-03-12,48.96,48.96,45.06,46.07,35.0640277244664,8212767,0.0,1.0
2020-03-11,57.76,58.18,53.93,54.0,41.0995766685737,6578609,0.0,1.0
2020-03-10,62.77,63.06,57.83,59.74,45.4683094477887,3663230,0.0,1.0
2020-03-09,65.0,68.0,59.6,59.61,45.3693660224755,4379111,0.0,1.0
2020-03-06,71.41,74.16,70.84,71.99,54.7918245253818,3578552,0.0,1.0
2020-03-05,72.79,74.21,72.61,73.91,56.2531428069311,2746172,0.0,1.0
2020-03-04,73.45,75.31,71.04,75.23,57.2577991254962,2242359,0.0,1.0
2020-03-03,74.5,76.27,70.56,72.24,54.9821003432919,2949128,0.0,1.0
2020-03-02,72.34,74.58,70.88,74.52,56.7174158026316,3631285,0.0,1.0
2020-02-28,69.17,71.9,68.5,71.46,54.3884397914125,4156288,1.05,1.0
2020-02-27,72.55,74.54,70.85,70.9,53.1808079052702,3367127,0.0,1.0
2020-02-26,76.39,76.94,74.04,74.39,55.7985937951065,2996794,0.0,1.0
2020-02-25,80.06,80.41,74.81,75.41,56.5636773503022,2406309,0.0,1.0
2020-02-24,79.67,80.3,78.9,79.65,59.7440246777824,2689784,0.0,1.0
2020-02-21,82.72,83.42,82.32,82.91,62.1892917267412,1580286,0.0,1.0
2020-02-20,81.78,83.83,81.56,83.35,62.519327770159,1635134,0.0,1.0
2020-02-19,81.58,82.23,81.48,81.95,61.4692130865571,1290264,0.0,1.0
2020-02-18,82.04,82.7,80.39,81.32,60.9966614789362,1158458,0.0,1.0
2020-02-14,83.65,83.79,81.88,82.6,61.9567663325151,1895729,0.0,1.0
2020-02-13,84.8,85.36,83.38,83.49,62.6243392385192,1517684,0.0,1.0
2020-02-12,85.17,86.67,84.55,85.61,64.2145129022593,2084523,0.0,1.0
2020-02-11,82.77,84.8,82.63,83.97,62.9843785586113,1577178,0.0,1.0
2020-02-10,81.69,82.79,81.16,81.93,61.4542114482199,2455474,0.0,1.0
2020-02-07,82.55,82.61,81.23,82.1,61.5817253740858,1324133,0.0,1.0
2020-02-06,84.38,84.43,82.1,83.38,62.5418302276648,1740230,0.0,1.0
2020-02-05,83.0,84.18,82.6,84.08,63.0668875694657,2792981,0.0,1.0
2020-02-04,80.64,83.31,80.01,81.72,61.2966942456796,2968380,0.0,1.0
2020-02-03,78.36,79.74,77.5,78.82,59.1214566867898,2464203,0.0,1.0
2020-01-31,80.22,80.6,77.29,77.86,58.4013780466056,7267782,0.0,1.0
2020-01-30,82.8,83.63,81.56,83.45,62.5943359618449,2807405,0.0,1.0
2020-01-29,83.8,85.09,83.76,83.85,62.8943687285883,2126863,0.0,1.0
2020-01-28,82.62,83.83,82.52,82.93,62.2042933650784,2884912,0.0,1.0
2020-01-27,82.89,82.89,81.52,82.11,61.5892261932544,3487939,0.0,1.0
2020-01-24,85.96,86.13,84.39,84.95,63.7194588371327,2668835,0.0,1.0
2020-01-23,85.9,86.51,83.97,86.24,64.6870645098802,3276565,0.0,1.0
2020-01-22,89.16,89.16,86.28,86.64,64.9870972766236,3321427,0.0,1.0
2020-01-21,91.4,91.4,88.41,89.39,67.0498225479846,2005445,0.0,1.0
2020-01-17,91.5,92.04,90.71,92.0,69.0075363509853,2534687,0.0,1.0
2020-01-16,91.69,91.98,91.2,91.51,68.6399962117247,1451515,0.0,1.0
2020-01-15,91.37,92.15,90.75,91.19,68.3999699983299,1639403,0.0,1.0
2020-01-14,90.86,92.78,90.86,91.93,68.9550306168052,2297309,0.0,1.0
2020-01-13,89.4,91.2,89.1,91.2,68.4074708174985,1680926,0.0,1.0
2020-01-10,90.57,90.96,89.2,89.43,67.0798258246589,1755352,0.0,1.0
2020-01-09,90.66,91.24,89.81,90.57,67.9349192098776,1724180,0.0,1.0
2020-01-08,90.48,91.15,89.29,90.54,67.9124167523719,1829915,0.0,1.0
2020-01-07,90.65,92.23,90.09,90.92,68.1974478807781,3063770,0.0,1.0
2020-01-06,91.34,92.58,91.09,91.31,68.489979828353,2707495,0.0,1.0
2020-01-03,92.88,93.35,91.54,91.55,68.669999488399,2713235,0.0,1.0
2020-01-02,95.28,95.47,93.45,93.86,70.4026887163422,2321350,0.0,1.0
2019-12-31,93.54,94.59,93.54,94.48,70.8677395047945,1204157,0.0,1.0
2019-12-30,94.03,94.46,93.87,94.09,70.5752075572197,899752,0.0,1.0
2019-12-27,94.93,95.14,93.67,93.84,70.3876870780051,1234666,0.0,1.0
2019-12-26,94.13,94.57,93.96,94.57,70.9352468773118,597161,0.0,1.0
2019-12-24,94.75,95.0,94.22,94.59,70.950248515649,492831,0.0,1.0
2019-12-23,93.64,94.66,93.52,94.51,70.8902419623003,1338178,0.0,1.0
2019-12-20,95.82,95.82,93.54,93.94,70.4626952696909,3439155,0.0,1.0
2019-12-19,95.51,95.73,94.7,95.33,71.5053091341243,1517880,0.0,1.0
2019-12-18,94.52,95.3,93.58,95.17,71.3852960274269,2697479,0.0,1.0
2019-12-17,93.71,94.99,93.66,94.87,71.1602714523693,2256258,0.0,1.0
2019-12-16,93.75,94.53,93.52,93.65,70.2451715138019,2008816,0.0,1.0
2019-12-13,94.24,94.81,92.6,92.62,69.4725871394376,1395830,0.0,1.0
2019-12-12,90.74,94.15,90.57,93.97,70.4851977271967,2239300,0.0,1.0
2019-12-11,90.89,91.64,90.62,91.18,68.3924691791614,1249942,0.0,1.0
2019-12-10,91.47,91.85,90.19,90.58,67.9424200290462,2434058,0.0,1.0
2019-12-09,93.13,93.22,91.88,92.02,69.0225379893225,1209462,0.0,1.0
2019-12-06,92.65,93.54,92.48,92.9,69.682610076158,2266413,0.0,1.0
2019-12-05,92.07,92.19,90.98,91.78,68.8425183292765,1793694,0.0,1.0
2019-12-04,92.65,93.74,91.46,91.48,68.6174937542189,1699253,0.0,1.0
2019-12-03,90.31,92.1,89.59,91.76,68.8275166909393,2705460,0.0,1.0
2019-12-02,92.93,94.18,92.42,92.65,69.4950895969434,1496688,0.0,1.0
2019-11-29,93.2,93.46,92.4,92.54,69.4125805860889,698647,1.05,1.0
2019-11-27,93.64,94.61,92.88,94.55,70.1245805579091,1360803,0.0,1.0
2019-11-26,94.8,94.95,93.59,93.66,69.4644972507008,2223534,0.0,1.0
2019-11-25,94.04,94.78,93.11,94.75,70.2729138853716,1634298,0.0,1.0
2019-11-22,93.54,94.85,93.24,93.34,69.2271639267608,1270224,0.0,1.0
2019-11-21,92.36,93.39,91.46,93.34,69.2271639267608,1694195,0.0,1.0
2019-11-20,92.79,93.24,91.5,92.23,68.4039139593438,1382640,0.0,1.0
2019-11-19,95.05,95.16,92.75,93.06,69.0194972683133,1830411,0.0,1.0
2019-11-18,95.48,95.89,94.07,94.92,70.3989972137148,1466632,0.0,1.0
2019-11-15,96.68,96.78,95.57,96.0,71.1999971820124,1019724,0.0,1.0
2019-11-14,94.88,96.76,94.71,95.88,71.1109971855349,1292267,0.0,1.0
2019-11-13,95.43,96.04,94.8,95.26,70.651163870401,1341073,0.0,1.0
2019-11-12,97.18,97.72,96.12,96.58,71.6301638316537,1315056,0.0,1.0
2019-11-11,95.93,97.55,95.23,97.19,72.0825804804144,995990,0.0,1.0
2019-11-08,97.45,97.59,96.51,97.39,72.2309138078769,1250963,0.0,1.0
2019-11-07,97.64,98.0,96.5,97.49,72.3050804716082,2218835,0.0,1.0
2019-11-06,97.34,97.51,96.38,97.06,71.9861638175638,1536409,0.0,1.0
2019-11-05,97.3,98.91,96.82,97.37,72.2160804751307,2974025,0.0,1.0
2019-11-04,94.32,97.04,94.28,96.72,71.7339971608775,3041949,0.0,1.0
2019-11-01,92.28,94.57,89.56,93.6,69.4199972524621,2752838,0.0,1.0
2019-10-31,91.05,91.68,89.56,89.7,66.5274973669428,2744544,0.0,1.0
2019-10-30,91.19,91.95,90.08,91.68,67.9959973088218,1745011,0.0,1.0
2019-10-29,90.63,92.19,90.0,91.64,67.9663306433293,1812225,0.0,1.0
2019-10-28,91.56,92.03,90.07,91.34,67.7438306521355,1840733,0.0,1.0
2019-10-25,87.92,90.97,87.15,90.83,67.3655806671061,2160769,0.0,1.0
2019-10-24,89.01,90.07,87.36,88.36,65.5336640729439,1105538,0.0,1.0
2019-10-23,87.84,88.93,87.37,88.21,65.422414077347,1786318,0.0,1.0
2019-10-22,87.95,88.24,85.86,87.97,65.244414084392,2886962,0.0,1.0
2019-10-21,87.29,88.3,87.2,87.99,65.2592474171382,1736083,0.0,1.0
2019-10-18,86.06,87.01,85.83,86.11,63.8649141389905,2289921,0.0,1.0
2019-10-17,87.11,88.0,86.08,86.41,64.0874141301843,1876559,0.0,1.0
2019-10-16,87.45,88.44,86.37,86.45,64.1170807956768,2281342,0.0,1.0
2019-10-15,87.66,88.46,87.07,87.2,64.6733307736613,1819691,0.0,1.0
2019-10-14,86.77,88.33,86.03,87.37,64.7994141020044,1193630,0.0,1.0
2019-10-11,85.72,88.93,85.61,88.07,65.3185807481232,2350841,0.0,1.0
2019-10-10,82.94,84.44,82.84,83.92,62.2406642032758,1604479,0.0,1.0
2019-10-09,82.45,82.75,81.8,82.25,61.0020809189637,1746539,0.0,1.0
2019-10-08,83.07,83.17,81.45,81.63,60.5422476038299,2472544,0.0,1.0
2019-10-07,85.03,85.69,84.02,84.16,62.4186641962309,1409482,0.0,1.0
2019-10-04,85.47,86.15,84.54,85.18,63.1751641662897,1413656,0.0,1.0
2019-10-03,83.76,85.29,83.02,85.25,63.2270808309016,1438540,0.0,1.0
2019-10-02,84.89,85.29,83.34,84.41,62.604080855559,2667610,0.0,1.0
2019-10-01,89.95,90.38,86.34,86.38,64.0651641310649,2437345,0.0,1.0
2019-09-30,88.67,89.98,88.25,89.47,66.3569140403609,2769100,0.0,1.0
2019-09-27,87.69,89.25,87.5,88.7,65.7858307296302,2824116,0.0,1.0
2019-09-26,86.76,87.77,86.13,87.5,64.895830764855,1949406,0.0,1.0
2019-09-25,85.98,87.4,85.42,86.85,64.4137474506018,2499120,0.0,1.0
2019-09-24,88.08,88.24,85.33,86.29,63.9984141337068,2829583,0.0,1.0
2019-09-23,87.13,88.58,86.57,88.22,65.4298307437201,2487445,0.0,1.0
2019-09-20,89.0,89.27,88.11,88.29,65.481747408332,6320804,0.0,1.0
2019-09-19,88.5,89.48,88.12,88.59,65.7042473995258,2168708,0.0,1.0
2019-09-18,88.4,88.42,87.08,88.37,65.541080739317,2825269,0.0,1.0
2019-09-17,89.0,89.6,87.31,89.0,66.008330720824,4710549,0.0,1.0
2019-09-16,89.41,90.53,87.12,89.67,66.5052473678234,4918550,0.0,1.0
2019-09-13,85.12,86.78,83.8,86.27,63.9835808009605,3686687,0.0,1.0
2019-09-12,83.55,84.74,82.55,83.78,62.1368308740521,2653687,0.0,1.0
2019-09-11,85.12,86.0,82.81,85.71,63.5682474840654,2685758,0.0,1.0
2019-09-10,81.59,85.1,81.15,85.08,63.1009975025585,4548463,0.0,1.0
2019-09-09,78.83,81.52,78.46,81.46,60.4161642754868,3320010,0.0,1.0
2019-09-06,77.75,78.72,76.29,78.05,57.8870810422507,2441458,0.0,1.0
2019-09-05,76.71,78.39,76.56,77.6,57.55333105546,2863905,0.0,1.0
2019-09-04,76.02,76.34,75.03,75.82,56.2331644410435,1498766,0.0,1.0
2019-09-03,75.0,75.25,73.88,74.82,55.4914978037309,3975704,1.05,1.0
2019-08-30,76.12,77.99,76.06,77.38,56.5959153822683,5716233,0.0,1.0
2019-08-29,73.25,75.38,73.11,75.33,55.0965405239891,4303052,0.0,1.0
2019-08-28,69.69,72.31,69.35,72.02,52.6755986796454,2833445,0.0,1.0
2019-08-27,70.55,70.55,69.39,69.75,51.0153152999899,2059047,0.0,1.0
2019-08-26,70.32,70.32,69.06,69.55,50.8690348260114,2076148,0.0,1.0
2019-08-23,71.59,71.68,68.61,69.03,50.4887055936674,3608629,0.0,1.0
