,BCPC_Open,BCPC_High,BCPC_Low,BCPC_Close,BCPC_Adj Close,BCPC_Volume,BCPC_Dividend Amount,BCPC_Split Coefficient
2012-09-17,37.58,37.75,36.94,37.42,35.0749029390534,81900,0.0,1.0
2012-09-14,38.03,38.1,37.37,37.9,35.5248215229856,119300,0.0,1.0
2012-09-13,36.98,38.01,36.76,37.8,35.4310884846664,71900,0.0,1.0
2012-09-12,37.69,38.03,36.72,37.0,34.6812241781126,107300,0.0,1.0
2012-09-11,37.91,38.0,36.94,37.69,35.3279821425153,63000,0.0,1.0
2012-09-10,37.86,38.18,37.59,37.8,35.4310884846664,80600,0.0,1.0
2012-09-07,37.56,38.3,37.54,37.98,35.599807953641,70100,0.0,1.0
2012-09-06,36.83,38.0,35.03,37.5,35.1498893697087,138400,0.0,1.0
2012-09-05,36.24,36.99,36.24,36.65,34.3531585439953,134400,0.0,1.0
2012-09-04,36.38,36.64,35.43,36.49,34.2031856826846,87600,0.0,1.0
2012-08-31,36.13,36.63,35.93,36.48,34.1938123788527,91400,0.0,1.0
2012-08-30,36.37,36.47,35.65,35.77,33.5283078067862,47600,0.0,1.0
2012-08-29,36.29,36.98,36.14,36.42,34.1375725558611,56100,0.0,1.0
2012-08-28,36.15,36.53,36.0,36.28,34.0063463022142,45200,0.0,1.0
2012-08-27,36.27,36.69,35.86,36.25,33.9782263907184,48500,0.0,1.0
2012-08-24,35.46,36.69,35.42,36.21,33.9407331753908,84400,0.0,1.0
2012-08-23,35.87,35.87,35.3211,35.56,33.3314684263158,52700,0.0,1.0
2012-08-22,35.37,36.21,35.09,35.85,33.6032942374416,55900,0.0,1.0
2012-08-21,35.47,36.42,34.85,35.52,33.2939752109881,71000,0.0,1.0
2012-08-20,34.85,35.34,34.65,35.28,33.069015919022,53500,0.0,1.0
2012-08-17,34.05,34.99,33.915,34.81,32.6284706389216,60800,0.0,1.0
2012-08-16,34.02,34.4,33.73,34.15,32.0098325860148,87500,0.0,1.0
2012-08-15,33.54,34.59,33.1401,34.18,32.0379524975105,63800,0.0,1.0
2012-08-14,34.45,34.66,33.6101,33.81,31.6911402557294,76300,0.0,1.0
2012-08-13,34.5,35.14,33.79,34.27,32.1223122319978,43000,0.0,1.0
2012-08-10,34.11,35.02,33.5,34.67,32.4972443852747,78600,0.0,1.0
2012-08-09,35.04,35.28,34.0,34.3,32.1504321434936,94600,0.0,1.0
2012-08-08,34.86,35.495,34.58,35.21,33.0034027921985,85100,0.0,1.0
2012-08-07,35.22,35.65,34.96,35.21,33.0034027921985,139100,0.0,1.0
2012-08-06,34.43,35.49,34.32,35.02,32.825310019392,111300,0.0,1.0
2012-08-03,33.54,34.39,33.22,34.23,32.0848190166701,181000,0.0,1.0
2012-08-02,32.57,33.51,32.57,33.08,31.0068890759991,87300,0.0,1.0
2012-08-01,33.4,33.99,32.46,32.73,30.6788234418818,135000,0.0,1.0
2012-07-31,33.01,33.85,33.01,33.33,31.2412216717971,151900,0.0,1.0
2012-07-30,33.76,33.965,33.01,33.11,31.0350089874948,53300,0.0,1.0
2012-07-27,32.7,33.865,32.65,33.75,31.6349004327379,81800,0.0,1.0
2012-07-26,34.32,34.34,32.5,32.59,30.5475971882349,80600,0.0,1.0
2012-07-25,32.89,34.27,32.72,33.96,31.8317398132082,63000,0.0,1.0
2012-07-24,33.44,33.44,32.5,32.72,30.6694501380499,83000,0.0,1.0
2012-07-23,33.15,33.4298,33.02,33.16,31.0818755066544,76500,0.0,1.0
2012-07-20,34.22,34.35,33.7,33.77,31.6536470404017,94700,0.0,1.0
2012-07-19,34.56,34.85,34.27,34.58,32.4128846507874,40300,0.0,1.0
2012-07-18,34.24,34.79,33.758,34.43,32.2722850933086,71700,0.0,1.0
2012-07-17,34.72,35.06,34.16,34.41,32.2535384856447,57800,0.0,1.0
2012-07-16,34.79,35.106,34.54,34.61,32.4410045622832,55200,0.0,1.0
2012-07-13,34.21,35.12,34.12,34.84,32.6565905504174,84400,0.0,1.0
2012-07-12,33.49,34.33,33.31,34.16,32.0192058898467,64300,0.0,1.0
2012-07-11,33.46,34.0,33.21,33.85,31.7286334710571,83800,0.0,1.0
2012-07-10,34.69,34.86,33.3789,33.5,31.4005678369398,88200,0.0,1.0
2012-07-09,33.9,34.5,33.4,34.4,32.2441651818128,140000,0.0,1.0
2012-07-06,34.02,34.15,33.5596,33.92,31.7942465978805,101800,0.0,1.0
2012-07-05,33.38,34.44,33.29,34.3,32.1504321434936,100200,0.0,1.0
2012-07-03,33.11,33.935,32.965,33.47,31.372447925444,71500,0.0,1.0
2012-07-02,32.67,33.11,32.16,33.11,31.0350089874948,117200,0.0,1.0
2012-06-29,32.94,32.97,32.13,32.61,30.5663437958987,177500,0.0,1.0
2012-06-28,32.01,32.32,31.34,32.16,30.1445451234622,127700,0.0,1.0
2012-06-27,32.15,32.84,32.11,32.447,30.4135589434384,133100,0.0,1.0
2012-06-26,32.66,32.97,31.9,32.03,30.0226921736472,148700,0.0,1.0
2012-06-25,31.17,32.68,31.17,32.59,30.5475971882349,161600,0.0,1.0
2012-06-22,31.3,31.83,31.2162,31.74,29.7508663625215,188400,0.0,1.0
2012-06-21,32.32,32.46,30.77,31.13,29.1790948287742,104100,0.0,1.0
2012-06-20,32.38,32.84,32.03,32.32,30.294517984773,73600,0.0,1.0
2012-06-19,31.41,32.63,31.16,32.38,30.3507578077645,94100,0.0,1.0
2012-06-18,31.09,31.39,30.81,31.26,29.3009477785892,79700,0.0,1.0
2012-06-15,31.02,31.72,30.84,31.25,29.2915744747573,159300,0.0,1.0
2012-06-14,30.8399,31.13,30.76,31.02,29.0759884866231,97800,0.0,1.0
2012-06-13,30.48,31.0,30.46,30.87,28.9353889291442,126400,0.0,1.0
2012-06-12,30.2,30.71,30.2,30.62,28.7010563333462,102400,0.0,1.0
2012-06-11,30.71,30.71,29.98,29.99,28.1105381919351,104700,0.0,1.0
2012-06-08,30.39,30.51,30.164,30.35,28.4479771298843,147800,0.0,1.0
2012-06-07,30.73,31.03,30.3,30.53,28.6166965988589,124700,0.0,1.0
2012-06-06,29.45,30.34,29.45,30.22,28.3261241800693,83000,0.0,1.0
2012-06-05,29.0,29.41,28.95,29.38,27.5387666581878,71600,0.0,1.0
2012-06-04,28.75,29.28,28.68,29.11,27.2856874547259,125600,0.0,1.0
2012-06-01,28.29,29.01,28.252,28.68,26.8826353899532,122200,0.0,1.0
2012-05-31,28.75,29.14,28.46,29.04,27.2200743279024,192500,0.0,1.0
2012-05-30,30.0,30.18,28.61,28.82,27.0138616436002,202300,0.0,1.0
2012-05-29,30.49,31.18,30.23,30.75,28.8229092831612,162900,0.0,1.0
2012-05-25,30.44,30.6,30.0701,30.31,28.4104839145566,72300,0.0,1.0
2012-05-24,30.17,30.58,29.79,30.56,28.6448165103546,62100,0.0,1.0
2012-05-23,29.61,30.2099,29.51,30.07,28.1855246225904,125000,0.0,1.0
2012-05-22,30.54,30.54,29.8,30.04,28.1574047110947,137000,0.0,1.0
2012-05-21,29.81,31.0,29.62,30.58,28.6635631180185,206600,0.0,1.0
2012-05-18,28.84,29.71,28.73,29.67,27.8105924693136,225300,0.0,1.0
2012-05-17,29.52,29.56,28.86,28.88,27.0701014665917,178400,0.0,1.0
2012-05-16,29.32,29.78,29.26,29.57,27.7168594309943,107300,0.0,1.0
2012-05-15,28.91,29.695,28.88,29.27,27.4356603160367,129000,0.0,1.0
2012-05-14,29.01,29.27,28.79,28.93,27.1169679857513,129700,0.0,1.0
2012-05-11,29.09,29.39,29.005,29.31,27.4731535313643,106600,0.0,1.0
2012-05-10,28.84,29.24,28.53,29.24,27.4075404045409,130000,0.0,1.0
2012-05-09,28.97,29.34,28.67,28.7,26.9013819976171,81000,0.0,1.0
2012-05-08,29.32,29.47,29.08,29.4,27.5575132658516,107600,0.0,1.0
2012-05-07,29.17,29.78,29.0,29.4,27.5575132658516,110000,0.0,1.0
2012-05-04,29.33,29.72,29.05,29.25,27.4169137083728,191700,0.0,1.0
2012-05-03,30.58,30.625,29.52,29.57,27.7168594309943,222600,0.0,1.0
2012-05-02,28.1,31.226,28.1,30.71,28.7854160678335,323000,0.0,1.0
2012-05-01,28.9,29.0,28.0,28.03,26.2733706408783,325000,0.0,1.0
2012-04-30,28.88,29.09,28.58,28.9,27.0888480742555,202000,0.0,1.0
2012-04-27,27.79,29.01,27.51,28.9,27.0888480742555,263000,0.0,1.0
2012-04-26,27.95,28.14,27.76,27.78,26.0390380450802,116500,0.0,1.0
2012-04-25,27.83,28.2,27.65,27.98,26.2265041217187,95400,0.0,1.0
2012-04-24,27.32,27.65,27.23,27.44,25.7203457147949,143100,0.0,1.0
2012-04-23,27.89,27.89,27.22,27.35,25.6359859803076,94500,0.0,1.0
2012-04-20,28.57,28.57,28.1,28.19,26.423343502189,142000,0.0,1.0
2012-04-19,28.81,28.93,28.0,28.21,26.4420901098529,95400,0.0,1.0
2012-04-18,29.0,29.13,28.65,28.89,27.0794747704236,82200,0.0,1.0
2012-04-17,29.02,29.78,29.01,29.14,27.3138073662217,94500,0.0,1.0
2012-04-16,28.81,28.96,28.442,28.86,27.0513548589278,205900,0.0,1.0
2012-04-13,29.21,29.31,28.69,28.75,26.9482485167767,144700,0.0,1.0
2012-04-12,29.0,29.49,28.7982,29.4,27.5575132658516,118100,0.0,1.0
2012-04-11,29.09,29.24,28.8,28.99,27.1732078087428,147100,0.0,1.0
2012-04-10,29.22,29.31,28.68,28.86,27.0513548589278,229300,0.0,1.0
2012-04-09,29.03,29.51,29.02,29.22,27.388793796877,102800,0.0,1.0
2012-04-05,29.59,29.96,29.3,29.55,27.6981128233305,116800,0.0,1.0
2012-04-04,30.42,30.42,29.61,29.83,27.9605653306243,117500,0.0,1.0
2012-04-03,30.93,31.34,30.51,30.6,28.6823097256823,162200,0.0,1.0
2012-04-02,30.32,31.22,30.25,30.98,29.0384952712954,307800,0.0,1.0
2012-03-30,30.49,30.49,29.66,30.25,28.354244091565,175600,0.0,1.0
2012-03-29,29.87,30.3,29.67,30.16,28.2698843570777,179300,0.0,1.0
2012-03-28,29.78,30.13,29.57,29.99,28.1105381919351,177900,0.0,1.0
2012-03-27,29.4,29.88,29.25,29.66,27.8012191654816,175800,0.0,1.0
2012-03-26,29.15,29.388,28.94,29.32,27.4825268351963,139400,0.0,1.0
2012-03-23,28.67,29.06,28.19,28.74,26.9388752129448,133300,0.0,1.0
2012-03-22,29.1,29.2,28.22,28.54,26.7514091363063,164600,0.0,1.0
2012-03-21,29.51,29.7656,29.11,29.23,27.398167100709,159700,0.0,1.0
2012-03-20,29.52,29.68,29.052,29.37,27.5293933543559,277100,0.0,1.0
2012-03-19,29.7,29.88,29.5,29.65,27.7918458616497,301700,0.0,1.0
2012-03-16,29.05,29.99,28.99,29.66,27.8012191654816,372800,0.0,1.0
2012-03-15,29.23,29.23,28.6,28.94,27.1263412895832,158100,0.0,1.0
2012-03-14,29.06,29.15,28.8,29.11,27.2856874547259,260200,0.0,1.0
2012-03-13,28.94,29.11,28.5,29.09,27.2669408470621,327800,0.0,1.0
2012-03-12,28.79,28.8,28.32,28.6,26.8076489592979,323200,0.0,1.0
2012-03-09,27.28,28.62,27.02,28.49,26.7045426171467,348700,0.0,1.0
2012-03-08,27.07,27.35,26.56,27.31,25.5984927649799,274800,0.0,1.0
2012-03-07,26.65,26.99,26.6,26.92,25.2329339155349,144800,0.0,1.0
2012-03-06,27.1,27.39,26.58,26.6,24.9329881929134,344400,0.0,1.0
2012-03-05,27.22,27.7081,26.59,27.52,25.7953321454502,355700,0.0,1.0
2012-03-02,27.96,28.0,27.3,27.34,25.6266126764756,270700,0.0,1.0
2012-03-01,27.22,28.2,27.1,27.88,26.1327710833995,348900,0.0,1.0
2012-02-29,29.11,29.4499,27.02,27.25,25.5422529419883,840300,0.0,1.0
2012-02-28,29.48,30.64,28.6,29.06,27.2388209355663,763400,0.0,1.0
2012-02-27,35.57,35.57,28.88,29.0,27.1825811125748,1921700,0.0,1.0
2012-02-24,35.45,35.81,35.45,35.64,33.4064548569712,143700,0.0,1.0
2012-02-23,34.92,35.65,34.92,35.46,33.2377353879966,170300,0.0,1.0
2012-02-22,35.69,35.69,34.89,35.2,32.9940294883666,157600,0.0,1.0
2012-02-21,36.15,36.419,35.5,35.58,33.3502150339796,121000,0.0,1.0
2012-02-17,36.2,36.47,36.04,36.15,33.8844933523992,89700,0.0,1.0
2012-02-16,35.78,36.26,35.6,36.14,33.8751200485673,231700,0.0,1.0
2012-02-15,35.72,35.96,35.28,35.86,33.6126675412735,164200,0.0,1.0
2012-02-14,34.57,35.6,34.57,35.57,33.3408417301477,196900,0.0,1.0
2012-02-13,35.51,35.9671,34.63,34.7,32.5253642967705,272100,0.0,1.0
2012-02-10,35.6,35.65,35.06,35.3,33.0877625266858,197700,0.0,1.0
2012-02-09,36.72,36.92,35.95,36.01,33.7532670987523,103500,0.0,1.0
2012-02-08,36.89,37.04,36.18,36.46,34.1750657711888,87100,0.0,1.0
2012-02-07,37.31,37.45,36.68,36.88,34.5687445321295,105800,0.0,1.0
2012-02-06,37.99,37.99,37.08,37.31,34.9717965969022,103300,0.0,1.0
2012-02-03,38.32,38.8399,37.77,37.95,35.5716880421452,303300,0.0,1.0
2012-02-02,37.94,38.03,37.38,37.57,35.2155024965322,112200,0.0,1.0
2012-02-01,38.36,38.38,37.62,37.91,35.5341948268175,151800,0.0,1.0
2012-01-31,38.06,38.27,37.5,37.84,35.4685816999941,151800,0.0,1.0
2012-01-30,37.05,37.82,36.91,37.69,35.3279821425153,126000,0.0,1.0
2012-01-27,37.77,37.95,37.46,37.47,35.121769458213,122200,0.0,1.0
2012-01-26,38.84,38.84,37.35,37.78,35.4123418770026,206300,0.0,1.0
2012-01-25,39.0,39.13,38.76,38.99,36.5465116406652,82800,0.0,1.0
2012-01-24,38.64,39.23,38.51,38.94,36.4996451215055,139400,0.0,1.0
2012-01-23,39.21,39.21,38.25,38.71,36.2840591333713,123300,0.0,1.0
2012-01-20,39.47,39.8374,38.85,38.98,36.5371383368332,123400,0.0,1.0
2012-01-19,40.37,40.38,39.48,39.6,37.1182831744124,85500,0.0,1.0
2012-01-18,39.9,40.6,39.66,40.31,37.7837877464789,149800,0.0,1.0
2012-01-17,40.46,40.81,40.1101,40.13,37.6150682775043,150400,0.0,1.0
2012-01-13,41.17,41.32,40.06,40.25,37.7275479234874,160400,0.0,1.0
2012-01-12,41.54,41.93,41.16,41.81,39.1897833212673,209300,0.0,1.0
2012-01-11,41.55,41.71,41.21,41.53,38.9273308139734,88400,0.0,1.0
2012-01-10,41.38,41.8,41.265,41.63,39.0210638522927,173000,0.0,1.0
2012-01-09,41.08,41.4,40.46,40.74,38.1868398112516,80200,0.0,1.0
2012-01-06,40.72,41.15,40.35,40.87,38.3086927610666,96200,0.0,1.0
2012-01-05,40.56,40.85,40.01,40.82,38.2618262419069,60200,0.0,1.0
2012-01-04,40.35,40.91,40.35,40.69,38.139973292092,64700,0.0,1.0
2012-01-03,41.2,41.44,40.14,40.62,38.0743601652685,134700,0.0,1.0
2011-12-30,41.53,41.83,40.52,40.54,37.9993737346131,87100,0.0,1.0
2011-12-29,42.84,42.84,41.33,41.68,39.0679303714523,97000,0.0,1.0
2011-12-28,41.85,42.17,41.26,41.4,38.8054778641584,107500,0.0,1.0
2011-12-27,41.32,41.8,41.27,41.69,39.0773036752842,52600,0.0,1.0
2011-12-23,41.35,41.49,40.98,41.35,38.7586113449988,54600,0.0,1.0
2011-12-22,41.27,41.53,40.68,41.11,38.5336520530327,69200,0.0,1.0
2011-12-21,40.36,41.31,40.01,41.16,38.5805185721923,90400,0.0,1.0
2011-12-20,40.06,40.74,40.0,40.26,37.7369212273193,135900,0.0,1.0
2011-12-19,40.5,40.78,38.91,39.11,36.6589912866482,82500,0.0,1.0
2011-12-16,39.87,40.5,39.51,39.95,37.4463488085297,213100,0.0,1.0
2011-12-15,38.77,39.67,38.5501,39.46,36.9870569207655,98800,0.0,1.0
2011-12-14,39.5,39.9699,38.46,38.53,36.1153396643967,140400,0.0,1.0
2011-12-13,40.93,41.49,39.32,39.77,37.2776293395551,66100,0.0,1.0
2011-12-12,41.43,41.43,40.02,40.66,38.1118533805962,85700,0.18,1.0
2011-12-09,41.24,42.21,40.756,41.91,39.1103764735746,146600,0.0,1.0
2011-12-08,42.05,42.05,41.04,41.13,38.3824811347679,131800,0.0,1.0
2011-12-07,41.39,42.46,41.39,42.32,39.4929881260243,219000,0.0,1.0
2011-12-06,41.85,42.15,41.39,41.74,38.9517326176808,131900,0.0,1.0
2011-12-05,42.0,42.1199,41.2,41.52,38.7464288041713,184400,0.0,1.0
2011-12-02,41.71,41.83,41.17,41.46,38.6904368550323,86100,0.0,1.0
2011-12-01,41.7,41.83,41.02,41.37,38.6064489313238,161100,0.0,1.0
2011-11-30,39.98,41.514,39.824,41.5,38.7277648211249,328700,0.0,1.0
2011-11-29,39.32,39.56,38.65,39.21,36.5907387623207,142600,0.0,1.0
2011-11-28,38.93,39.64,38.55,39.39,36.7587146097376,131800,0.0,1.0
2011-11-25,37.79,38.03,37.54,37.55,35.0416281694757,49000,0.0,1.0
2011-11-23,38.32,38.9893,37.67,38.06,35.517559737157,112400,0.0,1.0
2011-11-22,38.66,39.36,38.28,38.83,36.2361230844405,67100,0.0,1.0
2011-11-21,39.26,39.61,38.21,38.76,36.1707991437784,96000,0.0,1.0
2011-11-18,39.62,40.1,39.5,39.9,37.2346461774189,66900,0.0,1.0
2011-11-17,40.1,40.66,39.38,39.68,37.0293423639093,94600,0.0,1.0
2011-11-16,40.64,41.3,39.99,40.04,37.3652940587432,79900,0.0,1.0
2011-11-15,40.9,41.48,40.48,41.29,38.5317929991385,73300,0.0,1.0
2011-11-14,41.18,41.18,40.43,41.03,38.2891612195363,94000,0.0,1.0
2011-11-11,40.5,41.28,40.3808,41.2,38.44780507543,90900,0.0,1.0
2011-11-10,39.97,40.29,38.97,39.97,37.299970118081,78300,0.0,1.0
2011-11-09,40.08,40.31,39.361,39.41,36.7773785927839,133000,0.0,1.0
2011-11-08,40.94,41.34,39.53,41.14,38.3918131262911,101500,0.0,1.0
2011-11-07,40.69,41.0,39.661,40.72,37.9998694823182,77700,0.0,1.0
2011-11-04,40.69,40.99,39.36,40.5,37.7945656688087,124000,0.0,1.0
2011-11-03,39.43,41.51,38.72,41.08,38.3358211771521,241500,0.0,1.0
2011-11-02,35.86,39.3735,35.39,38.94,36.3387749911953,251500,0.0,1.0
2011-11-01,35.45,36.34,34.93,35.28,32.9232660937178,282100,0.0,1.0
2011-10-31,36.51,37.1,35.831,36.87,34.4070527459006,256800,0.0,1.0
2011-10-28,36.98,37.69,36.8,37.11,34.6310205424565,159600,0.0,1.0
2011-10-27,37.31,37.31,36.56,37.01,34.5377006272249,354600,0.0,1.0
2011-10-26,35.66,36.73,35.445,36.33,33.9031252036498,375700,0.0,1.0
2011-10-25,36.0,36.09,34.83,34.89,32.5593184243144,164900,0.0,1.0
2011-10-24,35.64,36.53,35.46,36.17,33.7538133392792,155400,0.0,1.0
2011-10-21,35.49,35.75,35.0,35.64,33.2592177885516,156500,0.0,1.0
2011-10-20,34.63,35.03,33.8,34.75,32.4286705429901,148500,0.0,1.0
2011-10-19,35.85,36.21,34.51,34.78,32.4566665175596,114400,0.0,1.0
2011-10-18,36.38,36.45,35.4701,36.1,33.6884893986171,242200,0.0,1.0
2011-10-17,37.16,37.43,36.08,36.26,33.8378012629877,182400,0.0,1.0
2011-10-14,37.32,37.51,36.88,37.49,34.9856362203367,165700,0.0,1.0
2011-10-13,37.32,37.8478,36.87,37.0,34.5283686357017,154700,0.0,1.0
2011-10-12,38.34,38.59,37.17,37.64,35.1256160931841,282900,0.0,1.0
2011-10-11,37.2,38.05,37.066,37.99,35.4522357964948,174000,0.0,1.0
2011-10-10,36.28,37.59,36.26,37.45,34.9483082542441,215900,0.0,1.0
2011-10-07,36.44,36.54,35.01,35.63,33.2498857970285,290300,0.0,1.0
2011-10-06,36.09,36.44,35.81,36.26,33.8378012629877,344400,0.0,1.0
2011-10-05,37.0,37.31,35.58,36.06,33.6511614325245,281600,0.0,1.0
2011-10-04,34.98,36.97,34.43,36.77,34.313732830669,415400,0.0,1.0
2011-10-03,37.0,37.914,35.09,35.2,32.8486101615325,228700,0.0,1.0
2011-09-30,38.63,39.35,37.23,37.31,34.8176603729198,194200,0.0,1.0
2011-09-29,39.88,40.15,38.1144,39.27,36.6467307114597,131200,0.0,1.0
2011-09-28,40.46,40.62,38.77,38.92,36.320111008149,148400,0.0,1.0
2011-09-27,40.07,41.25,39.28,40.36,37.6639177874844,148300,0.0,1.0
2011-09-26,38.41,39.02,37.26,38.93,36.3294429996721,99600,0.0,1.0
2011-09-23,38.29,38.8,37.83,38.11,35.5642196947728,173200,0.0,1.0
2011-09-22,37.93,38.55,37.51,38.35,35.7881874913287,283000,0.0,1.0
2011-09-21,40.62,40.85,39.22,39.27,36.6467307114597,140500,0.0,1.0
2011-09-20,40.8,41.5,40.243,40.56,37.8505576179476,113400,0.0,1.0
2011-09-19,39.9,41.0,39.51,40.64,37.9252135501329,163900,0.0,1.0
2011-09-16,40.74,41.249,40.31,40.65,37.9345455416561,140000,0.0,1.0
2011-09-15,39.7,40.93,39.7,40.39,37.6919137620539,119600,0.0,1.0
2011-09-14,39.87,40.53,39.0,39.94,37.2719741435115,102800,0.0,1.0
2011-09-13,38.88,39.8,37.61,39.47,36.8333705419229,119000,0.0,1.0
2011-09-12,38.41,39.05,37.93,38.75,36.1614671522552,126400,0.0,1.0
2011-09-09,39.17,39.4,38.16,38.51,35.9374993556993,159900,0.0,1.0
2011-09-08,39.86,40.95,39.55,39.6,36.954686431724,141800,0.0,1.0
2011-09-07,40.05,40.31,39.52,40.13,37.4492819824516,129700,0.0,1.0
2011-09-06,38.0,39.47,37.41,39.39,36.7587146097376,178300,0.0,1.0
2011-09-02,40.16,40.87,39.42,39.5,36.8613665164924,158200,0.0,1.0
2011-09-01,41.6,42.329,40.81,41.1,38.3544851601984,208500,0.0,1.0
2011-08-31,41.76,41.9999,40.6,41.3,38.5411249906617,148700,0.0,1.0
2011-08-30,41.58,42.15,41.16,41.7,38.9144046515882,102600,0.0,1.0
2011-08-29,40.35,41.93,40.01,41.82,39.0263885498661,141100,0.0,1.0
2011-08-26,38.06,40.17,37.5131,39.95,37.2813061350347,137500,0.0,1.0
2011-08-25,39.99,40.0,38.26,38.36,35.7975194828519,99600,0.0,1.0
2011-08-24,39.58,40.07,38.6,39.49,36.8520345249692,84400,0.0,1.0
2011-08-23,36.79,39.37,36.68,39.33,36.7027226605986,116500,0.0,1.0
2011-08-22,37.66,37.83,36.44,36.61,34.1644209662984,93900,0.0,1.0
2011-08-19,35.4,37.3,35.4,36.44,34.0057771104046,132400,0.0,1.0
2011-08-18,36.84,37.341,35.9,36.36,33.9311211782193,185100,0.0,1.0
2011-08-17,38.35,38.76,37.51,38.18,35.6295436354349,61600,0.0,1.0
2011-08-16,38.59,39.06,37.48,37.91,35.3775798643095,97900,0.0,1.0
2011-08-15,39.26,39.9899,38.571,39.3,36.6747266860291,79000,0.0,1.0
2011-08-12,38.84,38.96,37.48,38.75,36.1614671522552,111100,0.0,1.0
2011-08-11,35.74,38.64,35.74,38.07,35.5268917286801,178000,0.0,1.0
2011-08-10,38.06,38.38,35.3,35.4,33.0352499919957,202700,0.0,1.0
2011-08-09,35.59,38.67,34.31,38.42,35.8535114319908,319400,0.0,1.0
2011-08-08,37.39,38.99,35.05,35.05,32.708630288685,286900,0.0,1.0
2011-08-05,40.05,40.24,38.23,39.12,36.5067508386122,269400,0.0,1.0
2011-08-04,43.02,43.2,40.21,40.24,37.5519338892064,195400,0.0,1.0
2011-08-03,42.5,43.8404,40.49,43.36,40.4635152444332,193100,0.0,1.0
2011-08-02,43.65,44.76,42.58,42.66,39.8102758378118,125200,0.0,1.0
2011-08-01,44.95,45.46,43.6,43.74,40.8181309223134,210500,0.0,1.0
2011-07-29,42.53,43.78,42.11,43.77,40.8461268968828,85800,0.0,1.0
2011-07-28,42.85,43.9,42.71,42.9,40.0342436343677,67600,0.0,1.0
2011-07-27,44.15,44.15,42.55,42.59,39.7449518971497,160100,0.0,1.0
2011-07-26,44.5,44.9334,43.78,44.19,41.2380705408557,69800,0.0,1.0
2011-07-25,45.12,45.1471,44.51,44.52,41.54602626112,125900,0.0,1.0
2011-07-22,45.93,46.08,45.29,45.31,42.2832535914499,83800,0.0,1.0
2011-07-21,45.4,46.34,45.1,45.69,42.6378692693301,117400,0.0,1.0
2011-07-20,47.2,47.2292,44.865,45.0,41.9939618542318,158400,0.0,1.0
2011-07-19,45.83,46.99,45.7794,46.65,43.5337404555537,191500,0.0,1.0
2011-07-18,45.89,45.89,44.7713,45.09,42.0779497779403,116400,0.0,1.0
2011-07-15,43.28,45.385,42.9164,45.0,41.9939618542318,274500,0.0,1.0
2011-07-14,44.18,44.19,42.73,43.13,40.2488794394004,56000,0.0,1.0
2011-07-13,44.23,44.94,43.83,44.11,41.1634146086704,53900,0.0,1.0
2011-07-12,43.55,44.5,43.55,43.87,40.9394468121145,61600,0.0,1.0
2011-07-11,43.82,44.13,43.28,43.8,40.8741228714523,71800,0.0,1.0
2011-07-08,43.45,44.42,43.39,44.3,41.3407224476105,76200,0.0,1.0
2011-07-07,44.56,44.56,43.69,43.99,41.0514307103924,93800,0.0,1.0
2011-07-06,43.14,44.27,42.73,44.15,41.200742574763,122000,0.0,1.0
2011-07-05,44.72,44.72,42.79,43.07,40.1928874902615,158600,0.0,1.0
2011-07-01,44.01,44.73,43.126,44.49,41.5180302865506,114300,0.0,1.0
2011-06-30,43.21,43.86,42.92,43.78,40.855458888406,83000,0.0,1.0
2011-06-29,42.92,43.3,42.34,42.92,40.052907617414,62200,0.0,1.0
2011-06-28,42.26,43.25,42.13,42.83,39.9689196937056,59300,0.0,1.0
2011-06-27,41.39,42.21,40.99,42.13,39.3156802870842,75500,0.0,1.0
2011-06-24,41.45,41.53,40.95,41.28,38.5224610076153,99000,0.0,1.0
2011-06-23,40.46,41.3289,39.61,41.28,38.5224610076153,72000,0.0,1.0
2011-06-22,41.92,42.26,40.86,40.86,38.1305173636425,53900,0.0,1.0
2011-06-21,41.29,41.97,41.24,41.92,39.1197084650978,68700,0.0,1.0
2011-06-20,39.78,40.93,39.74,40.92,38.1865093127815,49700,0.0,1.0
2011-06-17,40.22,40.25,39.69,39.88,37.2159821943726,179700,0.0,1.0
2011-06-16,40.23,40.45,38.86,39.98,37.3093021096042,78300,0.0,1.0
2011-06-15,40.64,40.84,39.87,40.18,37.4959419400675,87600,0.0,1.0
2011-06-14,40.5,41.66,40.44,41.09,38.3451531686753,112900,0.0,1.0
2011-06-13,39.85,40.55,39.77,40.0,37.3279660926505,85600,0.0,1.0
2011-06-10,40.08,40.4,39.44,39.51,36.8706985080156,84500,0.0,1.0
2011-06-09,39.5,40.65,39.31,40.4,37.701245753577,84100,0.0,1.0
2011-06-08,39.87,40.08,39.14,39.26,36.6373987199365,109300,0.0,1.0
2011-06-07,40.0,40.33,39.61,39.96,37.2906381265579,74600,0.0,1.0
2011-06-06,40.22,40.35,39.43,39.7,37.0480063469557,151800,0.0,1.0
2011-06-03,40.01,40.28,39.35,39.82,37.1599902452336,153000,0.0,1.0
2011-06-02,41.07,41.79,40.08,40.77,38.0465294399341,91900,0.0,1.0
2011-06-01,42.78,42.95,40.82,40.95,38.214505287351,172000,0.0,1.0
2011-05-31,42.4,43.2,41.75,43.15,40.2675434224468,208300,0.0,1.0
2011-05-27,42.04,42.44,41.71,42.01,39.2036963888062,63100,0.0,1.0
2011-05-26,41.42,41.96,41.11,41.91,39.1103764735746,76500,0.0,1.0
