,KALU_Open,KALU_High,KALU_Low,KALU_Close,KALU_Adj Close,KALU_Volume,KALU_Dividend Amount,KALU_Split Coefficient
2016-07-11,91.67,93.34,91.59,92.94,72.1978878962215,114892,0.0,1.0
2016-07-08,90.25,92.7,90.25,91.52,71.0947998737055,212796,0.0,1.0
2016-07-07,90.06,90.92,89.25,89.81,69.7664333113799,102519,0.0,1.0
2016-07-06,87.82,90.08,87.82,89.82,69.7742015368906,157428,0.0,1.0
2016-07-05,90.53,91.29,89.15,89.65,69.6421417032091,114792,0.0,1.0
2016-07-01,90.49,92.57,90.48,90.89,70.6054016665329,164688,0.0,1.0
2016-06-30,88.39,90.53,84.84,90.41,70.2325268420205,137348,0.0,1.0
2016-06-29,87.68,88.33,86.99,87.85,68.2438611112874,94269,0.0,1.0
2016-06-28,86.05,88.58,85.99,86.61,67.2806011479636,131081,0.0,1.0
2016-06-27,86.75,87.8,84.74,85.31,66.2707318315758,143267,0.0,1.0
2016-06-24,89.48,90.93,86.83,86.83,67.4515021091985,269252,0.0,1.0
2016-06-23,91.63,92.64,90.91,92.21,71.6308074339421,113100,0.0,1.0
2016-06-22,90.0,91.95,89.71,90.73,70.4811100583621,404961,0.0,1.0
2016-06-21,89.22,89.87,88.24,89.46,69.4945454185062,136322,0.0,1.0
2016-06-20,88.08,89.66,88.08,89.15,69.2537304276753,127920,0.0,1.0
2016-06-17,86.82,87.76,86.82,87.5,67.9719732184138,192892,0.0,1.0
2016-06-16,87.14,87.18,85.59,87.08,67.6457077469654,127272,0.0,1.0
2016-06-15,85.99,87.9,85.75,87.31,67.824376933711,258200,0.0,1.0
2016-06-14,85.85,86.21,85.01,85.47,66.3950234397466,87264,0.0,1.0
2016-06-13,87.64,87.71,85.69,85.99,66.7989711663017,135353,0.0,1.0
2016-06-10,87.55,88.3,86.16,87.64,68.0807283755633,161044,0.0,1.0
2016-06-09,89.56,89.63,87.81,88.47,68.7254910929494,89121,0.0,1.0
2016-06-08,89.32,91.08,89.0,90.13,70.0150165277215,179255,0.0,1.0
2016-06-07,88.31,89.31,87.91,88.71,68.9119285052056,123143,0.0,1.0
2016-06-06,87.9,89.41,87.74,88.6,68.8264780245881,126103,0.0,1.0
2016-06-03,86.5,87.94,86.22,87.66,68.0962648265846,148691,0.0,1.0
2016-06-02,85.9,87.43,85.3,86.37,67.0941637357074,115277,0.0,1.0
2016-06-01,85.54,86.28,84.66,86.1,66.8844216469192,161894,0.0,1.0
2016-05-31,85.95,86.64,85.48,85.71,66.5814608520028,125540,0.0,1.0
2016-05-27,85.97,88.29,85.39,85.44,66.3717187632146,101043,0.0,1.0
2016-05-26,86.83,88.68,85.81,86.11,66.8921898724298,113111,0.0,1.0
2016-05-25,84.64,87.43,84.32,86.28,67.0242497061113,212890,0.0,1.0
2016-05-24,84.35,85.29,84.16,84.54,65.6725784672537,129486,0.0,1.0
2016-05-23,84.26,84.97,83.58,84.19,65.4006905743801,104006,0.0,1.0
2016-05-20,84.81,84.93,83.9,84.23,65.4317634764228,133887,0.0,1.0
2016-05-19,82.6,84.14,81.74,84.09,65.3230083192733,247290,0.0,1.0
2016-05-18,86.02,86.9324,83.88,84.37,65.5405186335722,193223,0.0,1.0
2016-05-17,86.24,87.65,85.2,86.36,67.0863955101967,200736,0.0,1.0
2016-05-16,86.86,88.5,85.43,86.44,67.1485413142821,145254,0.0,1.0
2016-05-13,86.59,88.06,85.91,86.36,67.0863955101967,115144,0.0,1.0
2016-05-12,88.12,89.0399,86.11,86.53,67.2184553438782,183519,0.0,1.0
2016-05-11,87.58,88.16,86.65,87.56,68.0185825714779,203398,0.0,1.0
2016-05-10,87.0,87.63,86.19,87.47,67.9486685418818,145416,0.0,1.0
2016-05-09,90.39,90.39,86.5,86.59,67.2650646969423,186000,0.0,1.0
2016-05-06,89.74,91.03,89.11,90.86,70.5820969900009,195242,0.0,1.0
2016-05-05,90.87,91.67,89.61,89.74,69.7120557328052,205668,0.0,1.0
2016-05-04,91.19,92.18,90.26,90.56,70.3490502246806,242677,0.0,1.0
2016-05-03,93.58,93.71,91.37,92.15,71.5841980808781,195357,0.0,1.0
2016-05-02,95.24,96.06,93.4,94.24,73.2077572126093,265986,0.0,1.0
2016-04-29,94.15,95.65,93.96,94.83,73.6660825177392,289013,0.0,1.0
2016-04-28,93.5,95.63,92.65,93.98,73.0057833493318,293940,0.0,1.0
2016-04-27,89.82,94.17,89.64,93.59,72.7028225544154,286905,0.0,1.0
2016-04-26,89.65,90.33,88.24,90.02,69.9295660471041,203973,0.0,1.0
2016-04-25,88.34,89.64,87.22,89.63,69.6266052521877,224014,0.0,1.0
2016-04-22,88.23,91.06,87.37,87.96,68.3293115919049,314019,0.0,1.0
2016-04-21,87.54,88.64,86.55,88.0,68.3603844939476,273050,0.45,1.0
2016-04-20,87.29,89.32,85.985,86.58,66.9151168963932,165788,0.0,1.0
2016-04-19,86.41,87.76,85.945,87.27,67.4483974537796,236201,0.0,1.0
2016-04-18,86.62,87.67,85.95,86.22,66.6368835621047,171909,0.0,1.0
2016-04-15,85.38,86.86,84.91,86.48,66.8378298590909,111664,0.0,1.0
2016-04-14,85.83,86.615,84.79,85.74,66.2659057830533,143250,0.0,1.0
2016-04-13,85.86,86.87,85.2,85.54,66.1113317084486,168382,0.0,1.0
2016-04-12,84.46,85.93,83.8301,85.35,65.9644863375741,185144,0.0,1.0
2016-04-11,83.62,85.985,83.62,84.62,65.4002909652668,122617,0.0,1.0
2016-04-08,82.4,84.26,81.3,83.87,64.820638185499,131248,0.0,1.0
2016-04-07,82.4,82.8,81.15,81.57,63.0430363275444,121221,0.0,1.0
2016-04-06,82.76,83.75,81.735,82.97,64.1250548497776,144141,0.0,1.0
2016-04-05,83.07,83.51,80.75,82.86,64.040039108745,127982,0.0,1.0
2016-04-04,84.91,85.05,83.38,83.48,64.5192187400197,93883,0.0,1.0
2016-04-01,83.47,85.16,83.47,85.01,65.701710410746,135933,0.0,1.0
2016-03-31,85.2,85.49,84.38,84.54,65.3384613354249,124383,0.0,1.0
2016-03-30,85.29,85.96,84.75,85.19,65.8408270778903,133025,0.0,1.0
2016-03-29,83.25,85.36,81.975,85.21,65.8562844853507,164176,0.0,1.0
2016-03-28,83.23,84.157,82.445,83.45,64.496032628829,121059,0.0,1.0
2016-03-24,81.43,83.02,81.13,82.98,64.1327835535079,104239,0.0,1.0
2016-03-23,83.85,84.845,81.61,81.61,63.0739511424654,190868,0.0,1.0
2016-03-22,82.59,84.81,81.94,84.09,64.9906696675642,170945,0.0,1.0
2016-03-21,83.11,84.32,82.14,82.69,63.908651145331,128388,0.0,1.0
2016-03-18,84.07,84.49,82.63,83.66,64.658335407164,241362,0.0,1.0
2016-03-17,81.76,83.99,81.1701,83.48,64.5192187400197,225913,0.0,1.0
2016-03-16,80.23,81.7,78.76,81.62,63.0816798461956,261281,0.0,1.0
2016-03-15,80.25,80.65,79.24,80.13,61.9301029903903,169586,0.0,1.0
2016-03-14,80.22,81.34,80.13,80.79,62.4401974365859,104694,0.0,1.0
2016-03-11,81.55,81.68,79.93,80.97,62.5793141037302,151604,0.0,1.0
2016-03-10,80.69,81.8303,79.85,80.99,62.5947715111907,154499,0.0,1.0
2016-03-09,79.8,81.31,79.0,80.63,62.3165381769021,175031,0.0,1.0
2016-03-08,80.9,81.38,78.4,79.24,61.2422483583992,205715,0.0,1.0
2016-03-07,80.61,81.96,80.19,81.55,63.0275789200839,150834,0.0,1.0
2016-03-04,81.26,81.91,79.93,80.46,62.1851502134881,211504,0.0,1.0
2016-03-03,80.47,83.0181,80.32,80.74,62.4015539179347,137649,0.0,1.0
2016-03-02,78.82,80.54,78.675,80.33,62.084677064995,201030,0.0,1.0
2016-03-01,79.08,79.67,77.43,78.68,60.8094409495059,271353,0.0,1.0
2016-02-29,77.65,78.3075,76.48,76.61,59.2095992773468,225718,0.0,1.0
2016-02-26,77.18,78.14,76.94,77.65,60.0133844652915,141044,0.0,1.0
2016-02-25,76.2,76.84,75.325,76.81,59.3641733519515,159454,0.0,1.0
2016-02-24,74.55,76.37,74.16,76.09,58.8077066833745,179908,0.0,1.0
2016-02-23,75.82,76.26,74.75,75.06,58.01165019916,198875,0.0,1.0
2016-02-22,76.78,78.58,75.91,76.06,58.7845205721838,186567,0.0,1.0
2016-02-19,76.96,77.84,75.2794,76.25,58.9313659430583,166983,0.0,1.0
2016-02-18,75.64,77.85,74.56,77.25,59.704236316082,224843,0.0,1.0
2016-02-17,71.0,76.84,70.14,75.87,58.6376752013093,418051,0.0,1.0
2016-02-16,76.1,77.97,75.22,77.56,59.9438261317193,143291,0.0,1.0
2016-02-12,74.32,76.17,72.3875,75.82,58.5990316826581,137685,0.0,1.0
2016-02-11,73.2,74.395,70.15,73.71,56.968275195578,106766,0.0,1.0
2016-02-10,74.47,74.87,73.66,73.89,57.1073918627223,88486,0.0,1.0
2016-02-09,75.35,75.84,73.93,74.24,57.3778964932806,149315,0.0,1.0
2016-02-08,74.22,76.375,74.22,76.07,58.792249275914,148693,0.0,1.0
2016-02-05,76.76,77.505,74.46,74.48,57.5633853828063,143772,0.0,1.0
2016-02-04,77.07,78.9,76.36,77.08,59.5728483526679,214965,0.0,1.0
2016-02-03,75.62,76.98,74.545,76.83,59.379630759412,129226,0.0,1.0
2016-02-02,74.45,75.29,73.63,75.15,58.0812085327322,162181,0.0,1.0
2016-02-01,77.42,77.5,75.15,75.21,58.1275807551136,216387,0.0,1.0
2016-01-29,74.98,77.82,74.98,77.74,60.0829427988636,226884,0.0,1.0
2016-01-28,75.01,75.55,74.03,74.95,57.9266344581274,145395,0.0,1.0
2016-01-27,76.08,76.64,74.42,74.54,57.6097576051877,194445,0.0,1.0
2016-01-26,74.91,76.85,74.73,76.28,58.954552054249,147267,0.0,1.0
2016-01-25,74.51,75.48,74.43,74.56,57.6252150126482,130597,0.0,1.0
2016-01-22,75.11,75.79,74.27,75.06,58.01165019916,155443,0.0,1.0
2016-01-21,74.81,75.38,74.1,74.21,57.3547103820899,142218,0.45,1.0
2016-01-20,75.58,75.8,73.87,75.06,57.6619951952808,167030,0.0,1.0
2016-01-19,77.14,77.51,75.56,76.53,58.7912668837575,106513,0.0,1.0
2016-01-15,76.96,77.9,76.1001,76.69,58.9141808090339,163892,0.0,1.0
2016-01-14,77.33,79.0,76.49,78.68,60.4429227546589,146144,0.0,1.0
2016-01-13,78.12,78.905,76.73,77.07,59.2061013815653,150653,0.0,1.0
2016-01-12,78.55,78.6,76.44,77.89,59.8360352486068,131127,0.0,1.0
2016-01-11,78.85,79.38,77.22,78.17,60.0511346178404,110668,0.0,1.0
2016-01-08,79.98,81.53,78.5101,78.75,60.4966975969673,192571,0.0,1.0
2016-01-07,79.84,80.39,79.19,80.34,61.7181547294013,186322,0.0,1.0
2016-01-06,80.71,84.01,80.35,80.72,62.0100753019327,148919,0.0,1.0
2016-01-05,82.32,82.88,81.25,82.0,62.9933867041437,119500,0.0,1.0
2016-01-04,82.84,83.56,81.17,82.03,63.016433065133,146971,0.0,1.0
2015-12-31,85.32,85.45,83.66,83.66,64.2686186788861,97465,0.0,1.0
2015-12-30,84.75,85.56,83.4101,85.44,65.6360360975858,97616,0.0,1.0
2015-12-29,84.73,85.4125,84.32,85.17,65.4286188486819,80877,0.0,1.0
2015-12-28,84.7,84.99,82.93,84.41,64.8447777036192,93967,0.0,1.0
2015-12-24,84.63,85.19,84.35,84.69,65.0598770728528,44147,0.0,1.0
2015-12-23,83.35,84.81,82.39,84.61,64.9984201102146,133620,0.0,1.0
2015-12-22,81.31,83.195,80.56,82.97,63.7385523761318,150633,0.0,1.0
2015-12-21,83.33,83.6,79.6775,81.1,62.3019958744641,197177,0.0,1.0
2015-12-18,82.86,84.285,75.61,82.69,63.5234530068981,757825,0.0,1.0
2015-12-17,84.81,85.435,83.34,83.38,64.0535193096525,148996,0.0,1.0
2015-12-16,83.7,84.89,83.16,84.77,65.121334035491,152245,0.0,1.0
2015-12-15,84.42,85.535,83.01,83.46,64.1149762722907,159396,0.0,1.0
2015-12-14,82.79,85.26,82.21,83.83,64.3992147244923,205397,0.0,1.0
2015-12-11,82.97,85.49,82.401,82.73,63.5541814882172,165069,0.0,1.0
2015-12-10,83.8,84.775,83.6,84.13,64.6296783343855,159481,0.0,1.0
2015-12-09,84.68,85.615,83.24,83.8,64.376168363503,166049,0.0,1.0
2015-12-08,85.7,86.755,82.8,84.75,65.1059697948315,195038,0.0,1.0
2015-12-07,87.96,88.4,86.02,86.69,66.5963011388075,129926,0.0,1.0
2015-12-04,86.62,88.37,86.29,88.18,67.7409370679438,146703,0.0,1.0
2015-12-03,86.98,87.925,86.16,86.64,66.5578905371587,121333,0.0,1.0
2015-12-02,87.25,87.995,86.585,86.81,66.6884865827648,134385,0.0,1.0
2015-12-01,85.88,88.025,85.69,87.49,67.2108707651894,136999,0.0,1.0
2015-11-30,85.87,88.275,85.39,85.72,65.8511354668195,133161,0.0,1.0
2015-11-27,84.53,86.26,84.42,85.7,65.83577122616,91221,0.0,1.0
2015-11-25,84.2,85.865,84.11,84.87,65.1981552387887,142147,0.0,1.0
2015-11-24,82.97,84.31,82.97,84.24,64.714181658013,131385,0.0,1.0
2015-11-23,83.64,83.96,82.06,83.0,63.7615987371211,174203,0.0,1.0
2015-11-20,83.0,84.08,82.85,83.32,64.0074265876738,171736,0.0,1.0
2015-11-19,82.67,84.23,82.02,82.48,63.3621284799729,180013,0.0,1.0
2015-11-18,81.42,83.13,81.15,82.97,63.7385523761318,139506,0.0,1.0
2015-11-17,81.23,82.49,80.78,81.13,62.3250422354534,190118,0.0,1.0
2015-11-16,81.42,82.14,80.62,81.62,62.7014661316123,160476,0.0,1.0
2015-11-13,80.79,82.39,80.49,81.22,62.3941813184214,162122,0.0,1.0
2015-11-12,81.66,83.9,80.435,81.45,62.5708700860062,162120,0.0,1.0
2015-11-11,83.09,83.55,82.06,82.39,63.2929893970049,158109,0.0,1.0
2015-11-10,81.99,83.92,81.92,82.61,63.4619960442599,183939,0.0,1.0
2015-11-09,83.47,83.965,81.57,81.96,62.9626582228246,168764,0.0,1.0
2015-11-06,81.92,83.8,81.63,83.59,64.2148438365777,172807,0.0,1.0
2015-11-05,82.37,82.85,81.67,82.51,63.3851748409622,123168,0.0,1.0
2015-11-04,82.22,82.41,81.44,82.31,63.2315324343667,179670,0.0,1.0
2015-11-03,81.13,82.66,81.13,82.22,63.1623933513987,311022,0.0,1.0
2015-11-02,80.86,82.22,80.38,81.56,62.6553734096337,254062,0.0,1.0
2015-10-30,80.9,82.24,80.15,81.29,62.4479561607298,243269,0.0,1.0
2015-10-29,80.75,81.36,78.1,80.63,61.9409362189647,232603,0.0,1.0
2015-10-28,80.52,81.48,79.93,80.61,61.9255719783052,295686,0.0,1.0
2015-10-27,80.38,81.56,79.67,80.44,61.794975932699,156248,0.0,1.0
2015-10-26,81.61,83.43,80.5,80.91,62.1560355881984,138036,0.0,1.0
2015-10-23,83.0,83.59,81.65,82.01,63.0010688244735,200791,0.0,1.0
2015-10-22,81.57,84.915,81.095,81.87,62.8935191398567,219369,0.0,1.0
2015-10-21,81.64,82.68,81.16,81.47,62.5862343266657,188806,0.4,1.0
2015-10-20,81.9,87.08,81.56,81.95,62.6473910232107,196684,0.0,1.0
2015-10-19,82.5,83.27,81.47,82.18,62.8232165257773,191385,0.0,1.0
2015-10-16,83.85,84.37,82.61,83.01,63.4577172524309,263577,0.0,1.0
2015-10-15,83.52,84.33,83.02,83.5,63.8323020187686,327669,0.0,1.0
2015-10-14,84.37,85.48,83.16,83.4,63.7558561480875,192078,0.0,1.0
2015-10-13,84.45,85.67,83.405,84.36,64.4897365066266,214296,0.0,1.0
2015-10-12,86.21,87.3,84.34,84.52,64.6120498997165,257166,0.0,1.0
2015-10-09,85.79,88.695,85.79,86.75,66.3167928159063,183003,0.0,1.0
2015-10-08,84.95,87.0,84.67,86.31,65.9804309849092,164888,0.0,1.0
2015-10-07,84.39,85.62,82.87,85.03,65.0019238401904,207576,0.0,1.0
2015-10-06,82.32,84.37,82.32,84.02,64.2298205463107,177995,0.0,1.0
2015-10-05,81.91,82.85,81.34,82.45,63.0296203766164,320491,0.0,1.0
2015-10-02,79.34,81.4,79.34,81.39,62.2192941473962,194844,0.0,1.0
2015-10-01,80.55,81.74,78.59,79.87,61.0573169130425,235405,0.0,1.0
2015-09-30,81.09,81.09,79.38,80.25,61.3478112216309,216669,0.0,1.0
2015-09-29,81.14,81.45,79.57,80.13,61.2560761768135,174098,0.0,1.0
2015-09-28,81.91,82.565,80.13,81.02,61.9364444258759,186658,0.0,1.0
2015-09-25,82.34,88.915,81.66,82.01,62.6932585456194,167247,0.0,1.0
2015-09-24,82.05,86.205,80.89,81.92,62.6244572620063,196318,0.0,1.0
2015-09-23,83.23,84.0,81.93,82.52,63.0831324860933,159391,0.0,1.0
2015-09-22,83.72,84.31,82.59,83.1,63.526518536044,183167,0.0,1.0
2015-09-21,84.73,85.45,83.9,84.36,64.4897365066266,163596,0.0,1.0
2015-09-18,83.84,85.625,83.84,84.29,64.4362243971498,400643,0.0,1.0
2015-09-17,83.96,85.24,83.11,84.84,64.8566766858962,251774,0.0,1.0
2015-09-16,82.44,84.32,82.43,84.25,64.4056460488773,146347,0.0,1.0
2015-09-15,81.48,82.52,81.38,82.27,62.8920178093904,173663,0.0,1.0
2015-09-14,82.99,83.28,80.97,81.44,62.2575170827367,137498,0.0,1.0
2015-09-11,82.31,83.54,81.67,82.97,63.4271389041585,125199,0.0,1.0
2015-09-10,82.3,83.4,82.093,82.74,63.2513134015918,180719,0.0,1.0
2015-09-09,83.43,84.435,81.965,82.42,63.0066866154121,152032,0.0,1.0
2015-09-08,83.16,84.54,82.48,82.84,63.327759272273,189310,0.0,1.0
2015-09-04,81.87,82.985,81.45,82.38,62.9761082671396,168330,0.0,1.0
2015-09-03,81.92,83.26,80.74,82.4,62.9913974412759,169370,0.0,1.0
2015-09-02,82.66,83.48,80.485,82.21,62.8461502869817,222826,0.0,1.0
2015-09-01,82.59,83.7,81.1,81.87,62.5862343266657,199655,0.0,1.0
2015-08-31,82.7,83.63,81.81,83.58,63.8934587153136,148309,0.0,1.0
2015-08-28,81.72,83.3,81.55,83.24,63.6335427549976,179976,0.0,1.0
2015-08-27,79.81,82.345,79.6914,82.15,62.800282764573,229183,0.0,1.0
2015-08-26,79.81,81.32,77.92,79.49,60.7668226044541,202875,0.0,1.0
2015-08-25,82.38,84.12,78.34,79.01,60.3998824251846,254619,0.0,1.0
2015-08-24,80.25,81.9225,77.96,80.51,61.546570485402,259213,0.0,1.0
2015-08-21,81.88,83.98,81.88,82.28,62.8996623964585,188269,0.0,1.0
2015-08-20,84.1,86.645,82.87,83.1,63.526518536044,183497,0.0,1.0
2015-08-19,84.59,86.81,83.44,84.2,64.3674231135368,136778,0.0,1.0
2015-08-18,86.81,87.6899,85.02,85.42,65.3000627358469,127986,0.0,1.0
2015-08-17,84.77,86.53,84.16,86.48,66.1103889650672,150443,0.0,1.0
2015-08-14,83.97,85.88,83.97,85.24,65.1624601686208,136410,0.0,1.0
2015-08-13,84.1,84.89,83.54,84.41,64.5279594419672,165252,0.0,1.0
2015-08-12,84.33,84.695,83.69,84.19,64.3597785264686,221712,0.0,1.0
2015-08-11,84.72,85.645,83.61,84.13,64.3139110040599,223374,0.0,1.0
2015-08-10,84.35,86.09,84.0,85.38,65.2694843875744,247565,0.0,1.0
2015-08-07,84.45,85.47,83.64,83.95,64.1763084368338,182995,0.0,1.0
2015-08-06,84.45,86.26,84.45,85.13,65.0783697108715,165700,0.0,1.0
2015-08-05,85.05,86.46,84.73,84.86,64.8719658600324,138389,0.0,1.0
2015-08-04,83.66,84.91,83.43,84.84,64.8566766858962,161326,0.0,1.0
2015-08-03,84.92,84.92,82.67,83.66,63.9546154118585,157170,0.0,1.0
2015-07-31,84.51,85.75,84.14,84.45,64.5585377902397,157549,0.0,1.0
2015-07-30,86.88,87.58,84.48,84.73,64.7725862281469,223542,0.0,1.0
2015-07-29,86.6,88.17,85.29,87.57,66.9436489554918,207952,0.0,1.0
2015-07-28,84.77,86.875,84.55,86.19,65.8886959400918,196424,0.0,1.0
2015-07-27,86.86,87.78,85.69,85.7,65.5141111737542,197929,0.0,1.0
2015-07-24,85.08,87.03,84.65,86.81,66.362660338315,158135,0.0,1.0
2015-07-23,86.37,87.19,84.745,85.44,65.3153519099831,289819,0.0,1.0
2015-07-22,80.13,88.47,80.13,85.55,65.3994423677324,400108,0.4,1.0
2015-07-21,81.87,82.5,79.84,80.53,61.2753588583303,276567,0.0,1.0
2015-07-20,82.7,83.04,81.36,81.66,62.1351770069695,149701,0.0,1.0
2015-07-17,82.65,84.07,82.15,82.55,62.8123789116499,134589,0.0,1.0
2015-07-16,81.64,82.72,81.35,82.64,62.8808600031344,172522,0.0,1.0
2015-07-15,82.25,82.29,80.87,81.08,61.6938544174025,210729,0.0,1.0
2015-07-14,83.46,83.61,82.39,82.58,62.8352059421447,182686,0.0,1.0
2015-07-13,82.86,84.08,82.43,83.17,63.2841375418767,225782,0.0,1.0
2015-07-10,83.33,85.12,82.136,82.62,62.8656419828045,210703,0.0,1.0
2015-07-09,83.45,83.91,83.09,83.55,63.5732799281447,196799,0.0,1.0
2015-07-08,82.9,84.0,80.81,82.68,62.9112960437942,245141,0.0,1.0
2015-07-07,83.25,83.35,81.08,83.03,63.1776113995674,170754,0.0,1.0
2015-07-06,82.81,83.66,81.68,82.84,63.0330402064334,197927,0.0,1.0
2015-07-02,83.95,85.21,82.84,83.01,63.1623933792375,268766,0.0,1.0
2015-07-01,83.37,84.14,82.93,83.64,63.6417610196293,130235,0.0,1.0
2015-06-30,84.29,84.9,82.315,83.08,63.2156564503922,174921,0.0,1.0
2015-06-29,84.4,85.65,83.7,83.76,63.7330691416087,113303,0.0,1.0
2015-06-26,85.94,85.94,84.7,84.92,64.6157143207427,467307,0.0,1.0
2015-06-25,85.45,85.76,84.304,85.53,65.0798639408046,146780,0.0,1.0
2015-06-24,85.69,86.16,85.35,85.52,65.0722549306396,139954,0.0,1.0
2015-06-23,84.32,85.84,84.22,85.54,65.0874729509695,107037,0.0,1.0
2015-06-22,84.4,84.94,84.0,84.64,64.4026620361241,113036,0.0,1.0
2015-06-19,83.85,84.58,83.3825,84.0,63.9156853855674,217653,0.0,1.0
2015-06-18,84.05,84.28,83.3,83.82,63.7787232025984,176222,0.0,1.0
2015-06-17,84.37,84.62,83.58,84.2,64.0678655888664,118284,0.0,1.0
2015-06-16,84.0,84.71,83.49,84.19,64.0602565787015,130813,0.0,1.0
2015-06-15,83.17,84.56,83.17,83.93,63.8624223144128,143725,0.0,1.0
2015-06-12,83.44,84.5,83.08,84.0,63.9156853855674,148009,0.0,1.0
2015-06-11,82.66,84.08,82.27,83.94,63.8700313245777,176735,0.0,1.0
2015-06-10,82.47,83.41,82.264,82.84,63.0330402064334,131390,0.0,1.0
2015-06-09,82.37,82.92,82.18,82.42,62.7134617795056,119574,0.0,1.0
2015-06-08,81.8,82.61,81.76,82.14,62.500409494887,162327,0.0,1.0
2015-06-05,82.31,82.67,81.92,82.18,62.5308455355468,141117,0.0,1.0
2015-06-04,82.68,83.0,82.15,82.45,62.7362888100004,128308,0.0,1.0
2015-06-03,83.53,84.17,82.785,83.11,63.238483480887,119899,0.0,1.0
2015-06-02,80.65,83.52,80.65,83.22,63.3221825927015,184008,0.0,1.0
2015-06-01,81.67,81.67,80.8655,81.09,61.7014634275674,179333,0.0,1.0
2015-05-29,81.22,81.75,80.73,81.13,61.7318994682272,126380,0.0,1.0
2015-05-28,81.16,81.95,80.75,81.54,62.0438688849901,166472,0.0,1.0
2015-05-27,80.63,81.35,80.36,81.0,61.6329823360829,146192,0.0,1.0
2015-05-26,81.07,81.56,80.38,80.8,61.4808021327839,168955,0.0,1.0
2015-05-22,81.88,81.98,81.47,81.53,62.0362598748252,113987,0.0,1.0
2015-05-21,82.3,82.3,81.56,81.88,62.3025752305984,180206,0.0,1.0
2015-05-20,82.23,82.36,81.87,82.21,62.5536725660416,115264,0.0,1.0
2015-05-19,82.99,82.99,81.83,82.37,62.6754167286808,167975,0.0,1.0
2015-05-18,83.18,83.54,82.57,82.85,63.0406492165984,152603,0.0,1.0
2015-05-15,83.38,83.5099,83.05,83.23,63.3297916028664,113576,0.0,1.0
2015-05-14,83.35,84.36,83.18,83.72,63.7026331009489,154220,0.0,1.0
2015-05-13,82.88,83.65,82.88,83.1,63.2308744707221,118310,0.0,1.0
2015-05-12,82.71,83.36,81.665,82.66,62.8960780234643,164259,0.0,1.0
2015-05-11,81.7,82.68,80.73,82.08,62.4547554338973,169545,0.0,1.0
2015-05-08,81.86,81.9203,81.195,81.54,62.0438688849901,107741,0.0,1.0
2015-05-07,81.1,81.69,80.76,81.25,61.8232075902066,130937,0.0,1.0
2015-05-06,82.43,82.71,80.99,81.41,61.9449517528458,146114,0.0,1.0
2015-05-05,82.0,82.87,81.72,82.48,62.7591158404953,240040,0.0,1.0
2015-05-04,81.46,81.95,81.13,81.79,62.2340941391138,188805,0.0,1.0
2015-05-01,80.58,82.6943,80.58,81.68,62.1503950272994,271661,0.0,1.0
2015-04-30,78.41,81.1,78.41,80.37,61.1536146956911,338052,0.0,1.0
2015-04-29,80.56,81.99,77.42,78.83,59.9818271302891,241742,0.0,1.0
2015-04-28,79.48,80.39,79.11,79.7,60.6438110146396,243449,0.0,1.0
2015-04-27,79.14,80.53,79.015,79.16,60.2329244657324,162922,0.0,1.0
2015-04-24,79.27,79.95,78.93,79.14,60.2177064454025,126492,0.0,1.0
2015-04-23,77.89,79.22,77.61,78.91,60.0426992116086,147352,0.4,1.0
2015-04-22,78.02,78.9,77.89,78.54,59.4597603843115,144159,0.0,1.0
2015-04-21,79.18,79.55,78.03,78.25,59.2402119948099,127931,0.0,1.0
2015-04-20,78.8,79.66,78.18,78.85,59.6944500420545,172916,0.0,1.0
2015-04-17,77.45,79.49,77.22,78.59,59.4976135549152,228128,0.0,1.0
2015-04-16,77.06,78.0,76.874,77.14,58.3998716074075,195102,0.0,1.0
2015-04-15,76.34,77.58,76.21,76.88,58.2030351202682,160879,0.0,1.0
2015-04-14,76.64,77.09,76.3,76.41,57.8472153165933,136810,0.0,1.0
2015-04-13,76.37,76.6499,75.666,76.34,57.7942208777481,138749,0.0,1.0
2015-04-10,76.37,76.73,76.09,76.49,57.9077803895593,117392,0.0,1.0
2015-04-09,77.16,77.54,75.6,76.67,58.0440518037326,229336,0.0,1.0
2015-04-08,77.67,78.05,76.95,77.57,58.7254088745994,173143,0.0,1.0
2015-04-07,77.68,78.06,77.27,77.3,58.5210017533394,133947,0.0,1.0
2015-04-06,77.24,78.32,77.24,77.64,58.7784033134446,176881,0.0,1.0
2015-04-02,76.93,77.9,76.86,77.34,58.5512842898224,218504,0.0,1.0
2015-04-01,76.57,77.05,76.01,77.04,58.3241652662001,253859,0.0,1.0
2015-03-31,76.26,77.24,75.95,76.89,58.210605754389,262639,0.0,1.0
2015-03-30,76.16,77.39,76.16,76.85,58.180323217906,230856,0.0,1.0
2015-03-27,75.9,76.13,74.886,76.06,57.5822431223673,298421,0.0,1.0
2015-03-26,75.72,76.6486,75.53,76.07,57.5898137564881,257659,0.0,1.0
2015-03-25,77.31,78.17,76.04,76.13,57.6352375612125,376415,0.0,1.0
2015-03-24,76.82,77.38,76.27,77.02,58.3090239979586,334125,0.0,1.0
2015-03-23,76.65,76.98,76.1001,76.75,58.1046168766986,316138,0.0,1.0
2015-03-20,77.11,77.35,76.42,76.66,58.0364811696119,430294,0.0,1.0
2015-03-19,76.43,76.86,75.83,76.61,57.9986279990082,299519,0.0,1.0
