,DE_Open,DE_High,DE_Low,DE_Close,DE_Adj Close,DE_Volume,DE_Dividend Amount,DE_Split Coefficient
2024-03-14,380.5,382.45,376.95,380.23,376.059363366507,1434373,0.0,1.0
2024-03-13,373.34,380.52,372.77,378.85,374.694500200934,1243309,0.0,1.0
2024-03-12,376.15,377.84,372.6,372.65,368.56250626865,1133078,0.0,1.0
2024-03-11,373.4,375.42,370.62,375.05,370.936181339211,853745,0.0,1.0
2024-03-08,376.14,376.67,372.2,374.1,369.996601623781,1064814,0.0,1.0
2024-03-07,367.42,376.19,367.255,375.32,371.203219784649,1844639,0.0,1.0
2024-03-06,366.04,367.83,364.36,366.63,362.608537966658,1068836,0.0,1.0
2024-03-05,363.94,369.6899,363.57,366.73,362.707441094598,1710194,0.0,1.0
2024-03-04,368.6,369.98,362.93,364.42,360.422778839183,1334967,0.0,1.0
2024-03-01,365.01,368.82,361.33,367.85,363.815156127527,1967262,0.0,1.0
2024-02-29,366.37,367.85,362.85,365.05,361.045868545205,2491371,0.0,1.0
2024-02-28,361.41,365.33,361.13,364.81,360.808501038149,1673139,0.0,1.0
2024-02-27,363.13,364.105,358.24,360.66,356.704021228636,1559821,0.0,1.0
2024-02-26,364.02,366.35,361.62,363.21,359.226050991108,1592507,0.0,1.0
2024-02-23,357.98,365.46,357.4,364.66,360.660146346239,1704312,0.0,1.0
2024-02-22,354.13,358.14,353.15,356.78,352.866579864562,2198080,0.0,1.0
2024-02-21,356.59,358.6,354.46,357.29,353.370985817056,1364519,0.0,1.0
2024-02-20,359.5,360.69,355.075,357.38,353.459998632202,1973770,0.0,1.0
2024-02-16,360.99,364.0,358.26,360.68,356.723801854224,2274348,0.0,1.0
2024-02-15,367.1,372.0,360.7701,364.66,360.660146346239,4933780,0.0,1.0
2024-02-14,383.0,385.56,377.13,384.78,380.55945568778,2409036,0.0,1.0
2024-02-13,384.63,385.4,375.51,379.27,375.109893338282,1765241,0.0,1.0
2024-02-12,384.33,391.51,384.33,389.39,385.118889885817,1698168,0.0,1.0
2024-02-09,384.17,385.67,380.45,381.29,377.107736522671,1426496,0.0,1.0
2024-02-08,385.88,387.5667,384.27,385.83,381.59793853115,1141987,0.0,1.0
2024-02-07,390.43,391.83,385.62,385.95,381.716622284678,1671472,0.0,1.0
2024-02-06,389.21,394.165,388.14,388.9,384.63426455891,1740712,0.0,1.0
2024-02-05,392.0,393.64,383.155,386.03,381.79574478703,2164068,0.0,1.0
2024-02-02,390.24,395.08,386.625,392.6,388.293680292693,1666920,0.0,1.0
2024-02-01,395.08,397.2,389.52,393.68,389.361834074445,1485631,0.0,1.0
2024-01-31,397.32,398.0,392.7456,393.58,389.262930946505,1342451,0.0,1.0
2024-01-30,395.14,398.77,394.41,396.93,392.576185732497,1098288,0.0,1.0
2024-01-29,393.95,398.19,392.73,397.68,393.317959192048,969505,0.0,1.0
2024-01-26,393.78,396.72,393.0722,393.62,389.302492197681,884867,0.0,1.0
2024-01-25,393.14,395.0,388.6001,393.01,388.699183117247,1103528,0.0,1.0
2024-01-24,389.94,393.17,386.4,388.41,384.149639232004,1440788,0.0,1.0
2024-01-23,387.18,389.88,384.6229,387.46,383.210059516573,954977,0.0,1.0
2024-01-22,381.96,387.13,381.59,384.59,380.371539744693,1113633,0.0,1.0
2024-01-19,382.61,384.38,377.33,382.72,378.522051252214,1223122,0.0,1.0
2024-01-18,379.1,381.76,376.22,381.39,377.206639650611,1125947,0.0,1.0
2024-01-17,381.2,382.015,377.49,378.61,374.457132693878,1466344,0.0,1.0
2024-01-16,385.75,389.35,384.0,385.35,381.123203517038,1292917,0.0,1.0
2024-01-12,392.03,395.25,385.745,386.51,382.270479801143,1221788,0.0,1.0
2024-01-11,394.84,395.885,389.94,390.22,385.939785847719,1190633,0.0,1.0
2024-01-10,393.14,394.17,390.65,393.71,389.391505012827,1003895,0.0,1.0
2024-01-09,395.71,396.85,390.01,393.22,388.906879685921,1012452,0.0,1.0
2024-01-08,393.53,398.34,390.53,397.98,393.614668575868,1233377,0.0,1.0
2024-01-05,390.43,397.23,388.06,395.96,391.616825391479,1100139,0.0,1.0
2024-01-04,394.51,398.55,392.1,392.39,388.085983724018,1332129,0.0,1.0
2024-01-03,396.62,397.595,393.26,393.35,389.035453752243,1397639,0.0,1.0
2024-01-02,399.12,406.58,398.0,400.91,396.512530224512,1414830,0.0,1.0
2023-12-29,399.48,400.75,397.76,399.87,395.483937693935,1104338,0.0,1.0
2023-12-28,400.85,401.06,398.36,399.26,394.880628613501,1125212,1.47,1.0
2023-12-27,400.12,402.55,399.3001,401.64,395.777345535214,823130,0.0,1.0
2023-12-26,396.85,403.335,396.71,401.27,395.412746347265,966177,0.0,1.0
2023-12-22,393.3,397.76,393.1,396.82,391.027702059765,1077338,0.0,1.0
2023-12-21,390.94,393.45,389.1,393.34,387.598498886618,923319,0.0,1.0
2023-12-20,394.16,395.44,386.915,387.26,381.607247365718,1592340,0.0,1.0
2023-12-19,384.91,394.18,383.3,393.94,388.189740813023,2005290,0.0,1.0
2023-12-18,386.83,389.635,382.69,382.76,377.172932917684,1404594,0.0,1.0
2023-12-15,385.93,387.82,382.45,386.07,380.434617545016,3891407,0.0,1.0
2023-12-14,381.24,395.33,380.14,388.42,382.750315090101,3575951,0.0,1.0
2023-12-13,359.35,377.81,358.52,377.01,371.506864456307,3406894,0.0,1.0
2023-12-12,360.95,361.37,355.6,359.39,354.144059884227,1832114,0.0,1.0
2023-12-11,364.49,365.93,360.94,361.03,355.760121149732,2057864,0.0,1.0
2023-12-08,361.8,364.17,360.87,363.67,358.361585625912,2060489,0.0,1.0
2023-12-07,365.01,365.35,360.18,361.22,355.94734775976,2753831,0.0,1.0
2023-12-06,363.02,369.88,362.5,365.54,360.204289629873,3217205,0.0,1.0
2023-12-05,367.78,367.94,360.77,361.14,355.868515502906,1572659,0.0,1.0
2023-12-04,365.48,370.3722,364.03,368.93,363.544806514059,1406019,0.0,1.0
2023-12-01,364.91,370.91,363.57,368.81,363.426558128778,1764888,0.0,1.0
2023-11-30,364.63,367.14,361.39,364.41,359.090784001811,1950212,0.0,1.0
2023-11-29,362.74,368.36,359.65,363.94,358.627644492794,2263455,0.0,1.0
2023-11-28,362.0,363.85,358.76,360.02,354.764863906951,1904781,0.0,1.0
2023-11-27,368.36,369.01,361.79,362.21,356.922896938328,2322197,0.0,1.0
2023-11-24,370.52,371.39,366.84,370.19,364.786414559509,1275270,0.0,1.0
2023-11-22,360.98,373.34,355.6606,370.76,365.348094389593,6305481,0.0,1.0
2023-11-21,380.0,383.5,379.088,382.65,377.06453856451,2163097,0.0,1.0
2023-11-20,382.51,384.83,379.44,380.33,374.778403115746,2198785,0.0,1.0
2023-11-17,382.4,385.31,379.42,384.15,378.542643380521,1342869,0.0,1.0
2023-11-16,381.38,382.9,375.4,378.56,373.034239432852,1736210,0.0,1.0
2023-11-15,376.96,382.01,373.445,380.87,375.31052084951,1515546,0.0,1.0
2023-11-14,373.69,378.43,370.6039,374.96,369.486787874425,2115848,0.0,1.0
2023-11-13,372.86,373.63,367.13,369.76,364.362691178919,1418119,0.0,1.0
2023-11-10,372.35,374.53,369.02,373.99,368.530946760071,1311894,0.0,1.0
2023-11-09,373.63,374.17,367.77,369.62,364.224734729424,1094908,0.0,1.0
2023-11-08,370.8,373.06,369.15,369.37,363.978383926756,1178232,0.0,1.0
2023-11-07,366.9,372.51,363.01,369.24,363.850281509368,1711526,0.0,1.0
2023-11-06,383.28,384.55,375.17,378.25,372.728764437543,925877,0.0,1.0
2023-11-03,379.5,384.625,377.48,382.2,376.621107119707,1173200,0.0,1.0
2023-11-02,375.5,378.41,371.9,373.56,368.107223379481,1259251,0.0,1.0
2023-11-01,364.88,372.37,361.36,370.47,365.062327458497,1073059,0.0,1.0
2023-10-31,362.0,365.9,359.39,365.36,360.026917051952,1233423,0.0,1.0
2023-10-30,365.23,369.34,361.665,367.8,362.431300885997,1277508,0.0,1.0
2023-10-27,369.0,369.89,358.8,361.15,355.878369535013,1436436,0.0,1.0
2023-10-26,371.0,374.8003,369.47,369.54,364.14590247257,1124933,0.0,1.0
2023-10-25,372.24,375.99,371.05,371.91,366.481308081868,773913,0.0,1.0
2023-10-24,375.68,377.8421,371.585,373.57,368.117077411588,899080,0.0,1.0
2023-10-23,373.21,380.22,371.48,373.27,367.821456448385,1308132,0.0,1.0
2023-10-20,380.39,382.41,374.82,375.15,369.674014484453,1468239,0.0,1.0
2023-10-19,381.64,386.37,380.25,381.37,375.803222454847,1348063,0.0,1.0
2023-10-18,388.36,390.39,378.025,382.23,376.650669216027,1495038,0.0,1.0
2023-10-17,388.9,395.31,388.02,391.12,385.410903758921,899864,0.0,1.0
2023-10-16,384.95,392.58,384.055,390.54,384.83936989673,1202806,0.0,1.0
2023-10-13,383.0,385.82,378.76,380.66,375.103586175268,1074244,0.0,1.0
2023-10-12,389.8,391.0,377.86,382.28,376.699939376561,1375426,0.0,1.0
2023-10-11,391.38,392.49,387.38,389.36,383.676594108134,942613,0.0,1.0
2023-10-10,386.3,391.95,386.13,390.84,385.134990859932,1317365,0.0,1.0
2023-10-09,378.43,383.9,377.53,382.94,377.350305495606,831227,0.0,1.0
2023-10-06,373.44,381.88,372.32,378.54,373.014531368639,1203467,0.0,1.0
2023-10-05,375.71,378.85,373.2,375.69,370.206132218217,997211,0.0,1.0
2023-10-04,372.38,378.58,370.16,377.0,371.4970104242,1219051,0.0,1.0
2023-10-03,372.41,373.85,370.5,372.78,367.338608875155,1212337,0.0,1.0
2023-10-02,379.19,380.63,370.55,373.84,368.38313627847,1989775,0.0,1.0
2023-09-29,383.73,386.98,375.72,377.38,371.871463644257,2124313,0.0,1.0
2023-09-28,384.0,389.12,383.0,384.73,379.114177242713,1309308,1.35,1.0
2023-09-27,381.77,386.36,380.265,384.36,377.425210228473,1403883,0.0,1.0
2023-09-26,378.0,381.865,377.24,379.63,372.780550939316,1270471,0.0,1.0
2023-09-25,379.04,385.21,378.36,384.39,377.454668955466,1383569,0.0,1.0
2023-09-22,381.73,383.555,377.57,380.87,373.998178321674,2412180,0.0,1.0
2023-09-21,399.03,399.71,386.04,387.64,380.646031046325,2209999,0.0,1.0
2023-09-20,401.73,409.15,399.55,402.33,395.070987697007,1289769,0.0,1.0
2023-09-19,402.59,403.95,398.41,398.69,391.496662155245,1957836,0.0,1.0
2023-09-18,410.94,413.6,407.51,410.84,403.427446587226,969344,0.0,1.0
2023-09-15,411.79,414.87,408.98,412.11,404.674532696577,1986245,0.0,1.0
2023-09-14,406.29,412.15,405.13,411.68,404.252290943017,1272434,0.0,1.0
2023-09-13,401.84,406.9018,399.68,402.23,394.972791940365,1104362,0.0,1.0
2023-09-12,399.41,405.71,399.3,402.26,395.002250667358,1127762,0.0,1.0
2023-09-11,403.3,404.0,397.7,400.37,393.146350866828,1428265,0.0,1.0
2023-09-08,411.5,413.18,399.055,399.66,392.449160994671,1838748,0.0,1.0
2023-09-07,411.16,415.43,405.395,411.73,404.301388821338,1028834,0.0,1.0
2023-09-06,412.12,416.43,410.64,414.29,406.815200191368,1002557,0.0,1.0
2023-09-05,420.9,423.3499,413.86,414.43,406.952674250667,1474085,0.0,1.0
2023-09-01,414.67,419.4,414.58,418.9,411.342024572556,1249731,0.0,1.0
2023-08-31,414.05,417.285,410.68,410.94,403.525642343867,1515564,0.0,1.0
2023-08-30,403.87,415.59,403.455,413.27,405.813603473622,1815610,0.0,1.0
2023-08-29,394.2,405.62,393.27,404.1,396.809052589567,1875662,0.0,1.0
2023-08-28,392.91,395.9999,391.4801,394.69,387.568831889573,1247178,0.0,1.0
2023-08-25,388.2,392.035,386.22,390.21,383.169661992019,1099939,0.0,1.0
2023-08-24,390.39,392.1,385.84,386.64,379.664073479907,1380013,0.0,1.0
2023-08-23,385.17,395.66,385.17,394.28,387.166229287341,1582187,0.0,1.0
2023-08-22,392.74,393.09,384.245,385.21,378.259874159929,1664375,0.0,1.0
2023-08-21,396.02,398.0,385.49,390.79,383.739197380542,2549068,0.0,1.0
2023-08-18,407.71,412.95,395.38,397.02,389.856793019327,4233748,0.0,1.0
2023-08-17,421.78,425.4172,415.77,419.16,411.597333539824,2149243,0.0,1.0
2023-08-16,428.0,435.735,423.2,423.94,416.291090707303,1870346,0.0,1.0
2023-08-15,433.53,435.195,429.59,431.68,423.891442271379,1576804,0.0,1.0
2023-08-14,435.51,438.387,434.1869,437.64,429.743909367231,1058651,0.0,1.0
2023-08-11,435.28,437.4,432.57,435.07,427.220278421537,1217230,0.0,1.0
2023-08-10,436.68,441.465,434.16,434.57,426.729299638328,1284022,0.0,1.0
2023-08-09,433.0,439.38,432.4782,436.09,428.221875139283,1361284,0.0,1.0
2023-08-08,427.0,431.075,424.4,430.46,422.693454040349,1354516,0.0,1.0
2023-08-07,424.77,432.82,424.14,431.31,423.528117971805,1009610,0.0,1.0
2023-08-04,428.47,430.0,423.34,424.04,416.389286463945,961226,0.0,1.0
2023-08-03,427.22,429.31,421.24,423.94,416.291090707303,1083904,0.0,1.0
2023-08-02,430.64,434.96,427.0437,430.53,422.762191069999,1078063,0.0,1.0
2023-08-01,431.35,438.8,430.01,433.44,425.619687588275,1116353,0.0,1.0
2023-07-31,429.5,432.8899,426.93,429.6,421.84897053323,1169864,0.0,1.0
2023-07-28,428.76,430.125,425.028,427.11,419.403896192849,1194822,0.0,1.0
2023-07-27,433.49,434.0,424.46,428.62,420.88665211814,1977058,0.0,1.0
2023-07-26,443.53,446.7099,431.51,432.95,425.13852838073,1759451,0.0,1.0
2023-07-25,441.04,450.0,440.48,446.33,438.277120619405,1160650,0.0,1.0
2023-07-24,436.95,447.0,436.25,442.59,434.604599321001,1301819,0.0,1.0
2023-07-21,439.01,440.235,435.31,436.93,429.046719495075,1195560,0.0,1.0
2023-07-20,438.78,440.005,435.05,439.63,431.698004924404,1285142,0.0,1.0
2023-07-19,432.25,437.81,431.63,436.17,428.300431744597,1664826,0.0,1.0
2023-07-18,421.32,431.96,420.74,431.56,423.773607363409,1575876,0.0,1.0
2023-07-17,414.97,423.42,414.905,420.6,413.011352435467,1509540,0.0,1.0
2023-07-14,413.18,414.95,409.08,414.61,407.129426612622,984373,0.0,1.0
2023-07-13,408.21,411.2086,405.0997,409.55,402.160721326546,999604,0.0,1.0
2023-07-12,417.0,418.02,407.5,407.67,400.31464110168,1375960,0.0,1.0
2023-07-11,410.41,414.5,410.41,413.8,406.334040983823,1131255,0.0,1.0
2023-07-10,403.14,408.735,401.93,407.09,399.745105713157,1005476,0.0,1.0
2023-07-07,399.43,408.4299,399.43,405.28,397.967762517941,1013910,0.0,1.0
2023-07-06,402.95,404.73,399.75,401.17,393.931916919962,1391430,0.0,1.0
2023-07-05,406.0,408.84,403.77,404.66,397.358948826761,1399248,0.0,1.0
2023-07-03,402.23,407.31,399.72,406.48,399.146111597643,652570,0.0,1.0
2023-06-30,405.47,408.6,403.315,405.19,397.879386336963,1848796,0.0,1.0
2023-06-29,401.69,405.8091,395.0,401.63,394.383617400515,1871721,1.25,1.0
2023-06-28,410.11,412.8,404.84,405.2,396.654690654012,1676148,0.0,1.0
2023-06-27,410.74,411.5,400.63,409.51,400.873796568916,1405068,0.0,1.0
2023-06-26,404.945,415.85,404.945,410.19,401.539455970803,1360477,0.0,1.0
2023-06-23,411.08,411.33,404.07,404.45,395.920507490166,2033407,0.0,1.0
2023-06-22,414.83,418.38,411.98,415.69,406.923465839009,1518031,0.0,1.0
2023-06-21,406.92,418.0,405.025,416.59,407.804485635624,1868179,0.0,1.0
2023-06-20,401.84,408.96,400.0,407.98,399.376062914669,1701027,0.0,1.0
2023-06-16,407.77,409.945,405.49,407.63,399.033444104874,2120086,0.0,1.0
2023-06-15,400.21,408.0,399.51,406.52,397.946853022382,1471197,0.0,1.0
2023-06-14,400.0,405.12,398.31,399.05,390.634388710473,1900315,0.0,1.0
