,EQIX_Open,EQIX_High,EQIX_Low,EQIX_Close,EQIX_Adj Close,EQIX_Volume,EQIX_Dividend Amount,EQIX_Split Coefficient
2012-10-09,200.3,200.3,196.51,198.07,151.381573303407,406100,0.0,1.0
2012-10-08,200.0,203.89,198.27,200.94,153.57506608566,377400,0.0,1.0
2012-10-05,203.15,204.61,199.0,199.77,152.680854742372,781000,0.0,1.0
2012-10-04,201.84,204.33,200.65,202.3,154.614491236832,498300,0.0,1.0
2012-10-03,202.67,203.09,200.0,201.68,154.140635653209,467100,0.0,1.0
2012-10-02,203.7,204.89,200.2,201.54,154.033636005295,512700,0.0,1.0
2012-10-01,206.43,207.77,203.05,203.23,155.325274612266,658300,0.0,1.0
2012-09-28,203.48,207.66,203.18,206.05,157.480553234549,897200,0.0,1.0
2012-09-27,199.76,204.48,199.57,204.4,156.219485955553,740600,0.0,1.0
2012-09-26,198.15,200.5,197.78,199.54,152.505069606512,699300,0.0,1.0
2012-09-25,200.17,202.0,197.27,197.8,151.175216839572,858100,0.0,1.0
2012-09-24,201.85,201.85,199.5,200.05,152.894854038202,915500,0.0,1.0
2012-09-21,197.33,201.28,196.35,199.48,152.459212614549,1705200,0.0,1.0
2012-09-20,196.46,197.22,194.58,195.22,149.203366185143,513900,0.0,1.0
2012-09-19,197.52,199.71,197.13,197.89,151.244002327517,634700,0.0,1.0
2012-09-18,192.55,198.76,190.81,197.95,151.28985931948,1159000,0.0,1.0
2012-09-17,194.76,195.28,193.22,194.49,148.645439449587,707200,0.0,1.0
2012-09-14,201.5,205.0,195.02,195.28,149.249223177106,1369800,0.0,1.0
2012-09-13,210.01,212.0,199.0,200.5,153.238781477928,6341800,0.0,1.0
2012-09-12,190.21,190.95,185.07,186.55,142.577030846421,1719400,0.0,1.0
2012-09-11,194.6,196.41,185.27,189.08,144.510667340881,1612800,0.0,1.0
2012-09-10,197.29,198.54,193.44,194.42,148.59193962563,659300,0.0,1.0
2012-09-07,201.0,201.89,197.27,197.47,150.923003383773,710700,0.0,1.0
2012-09-06,198.0,202.73,197.03,201.77,154.209421141155,567600,0.0,1.0
2012-09-05,197.73,198.72,195.37,197.69,151.091145687639,748200,0.0,1.0
2012-09-04,197.76,198.94,196.58,198.37,151.610858263225,769400,0.0,1.0
2012-08-31,198.2,198.48,194.71,197.65,151.060574359663,455800,0.0,1.0
2012-08-30,198.74,198.82,194.6,196.46,150.151077352388,692400,0.0,1.0
2012-08-29,198.19,203.16,197.27,199.77,152.680854742372,997800,0.0,1.0
2012-08-28,195.05,198.34,194.23,198.06,151.373930471413,752300,0.0,1.0
2012-08-27,194.0,197.83,193.46,196.14,149.906506728582,1239900,0.0,1.0
2012-08-24,192.91,194.1,190.14,193.51,147.896441914184,420500,0.0,1.0
2012-08-23,192.65,194.39,190.85,192.9,147.430229162555,870200,0.0,1.0
2012-08-22,186.47,193.56,186.15,192.69,147.269729690683,1038700,0.0,1.0
2012-08-21,191.19,194.48,190.05,191.07,146.031590907669,1398600,0.0,1.0
2012-08-20,190.0,193.46,189.4,191.0,145.978091083712,1355900,0.0,1.0
2012-08-17,185.54,188.84,184.5,188.63,144.166739901155,851700,0.0,1.0
2012-08-16,183.74,185.68,182.77,185.21,141.552891359237,624200,0.0,1.0
2012-08-15,178.95,184.53,178.88,184.28,140.842107983803,381000,0.0,1.0
2012-08-14,182.0,182.46,179.84,180.46,137.922546162129,398800,0.0,1.0
2012-08-13,182.0,182.0,179.16,181.55,138.755614849465,265500,0.0,1.0
2012-08-10,181.64,182.79,179.87,182.49,139.474041056893,269400,0.0,1.0
2012-08-09,179.89,183.19,179.54,182.13,139.198899105112,477000,0.0,1.0
2012-08-08,179.25,182.0,178.04,180.51,137.960760322099,571000,0.0,1.0
2012-08-07,177.94,180.55,175.46,179.32,137.051263314823,568100,0.0,1.0
2012-08-06,180.23,181.68,178.0,178.45,136.386336931353,317300,0.0,1.0
2012-08-03,179.34,181.17,177.35,179.22,136.974834994884,446900,0.0,1.0
2012-08-02,175.0,177.81,173.36,176.4,134.819556372601,593200,0.0,1.0
2012-08-01,179.32,180.89,174.95,175.12,133.84127387738,732200,0.0,1.0
2012-07-31,181.06,181.51,177.58,178.18,136.179980467517,735100,0.0,1.0
2012-07-30,183.12,184.76,177.86,181.58,138.778543345447,1202200,0.0,1.0
2012-07-27,182.09,189.28,180.0,186.76,142.737530318293,1247000,0.0,1.0
2012-07-26,172.33,183.67,172.01,181.9,139.023113969252,3314100,0.0,1.0
2012-07-25,161.87,163.7,160.59,161.37,123.332379885752,1342300,0.0,1.0
2012-07-24,163.08,163.72,160.51,161.73,123.607521837533,891700,0.0,1.0
2012-07-23,163.67,164.57,158.98,162.48,124.180734237076,1076700,0.0,1.0
2012-07-20,166.02,169.86,165.6,167.92,128.338434841764,740000,0.0,1.0
2012-07-19,162.57,167.72,161.41,166.03,126.893939594915,1660700,0.0,1.0
2012-07-18,170.54,171.14,164.0,166.14,126.978010746848,1378900,0.0,1.0
2012-07-17,170.87,171.72,166.13,171.12,130.784141079816,521200,0.0,1.0
2012-07-16,169.55,171.39,168.89,170.22,130.096286200364,406600,0.0,1.0
2012-07-13,168.09,170.91,167.46,169.61,129.630073448735,429700,0.0,1.0
2012-07-12,166.02,168.73,164.49,167.94,128.353720505752,869600,0.0,1.0
2012-07-11,168.19,169.01,164.25,167.25,127.826365098172,874500,0.0,1.0
2012-07-10,171.92,173.8,166.56,167.65,128.132078377928,890400,0.0,1.0
2012-07-09,175.11,175.45,169.25,170.3,130.157428856315,929600,0.0,1.0
2012-07-06,175.17,176.57,171.5,174.31,133.222204485873,526700,0.0,1.0
2012-07-05,176.32,178.45,174.7,177.02,135.293411956223,485400,0.0,1.0
2012-07-03,176.53,179.2,174.68,177.38,135.568553908004,280400,0.0,1.0
2012-07-02,176.03,178.3,173.48,176.53,134.918913188522,618600,0.0,1.0
2012-06-29,171.93,177.28,171.09,175.65,134.246343973058,1090800,0.0,1.0
2012-06-28,168.88,170.11,165.32,168.26,128.598291129557,690600,0.0,1.0
2012-06-27,172.08,173.66,168.59,170.89,130.608355943956,507500,0.0,1.0
2012-06-26,166.08,171.47,164.76,170.75,130.501356296041,982500,0.0,1.0
2012-06-25,164.11,166.69,162.0,166.05,126.909225258902,623600,0.0,1.0
2012-06-22,168.38,168.94,166.19,166.65,127.367795178537,775200,0.0,1.0
2012-06-21,172.08,173.15,166.02,167.75,128.208506697867,1170800,0.0,1.0
2012-06-20,170.11,176.73,164.8,171.92,131.395567639328,1981600,0.0,1.0
2012-06-19,176.89,177.54,166.5,169.88,129.836429912571,2512500,0.0,1.0
2012-06-18,175.26,178.42,173.15,175.11,133.833631045386,1597600,0.0,1.0
2012-06-15,170.96,176.16,169.43,175.51,134.139344325143,2062300,0.0,1.0
2012-06-14,166.95,170.15,166.49,169.73,129.721787432662,1299600,0.0,1.0
2012-06-13,169.08,169.85,164.94,166.47,127.230224202647,920300,0.0,1.0
2012-06-12,166.86,169.53,165.03,169.07,129.217360521064,669500,0.0,1.0
2012-06-11,168.29,171.15,165.29,165.71,126.649368971109,944700,0.0,1.0
2012-06-08,160.88,167.41,159.72,167.03,127.658222794306,1039900,0.0,1.0
2012-06-07,165.8,166.63,161.17,161.69,123.576950509557,666800,0.0,1.0
2012-06-06,160.25,164.48,158.94,164.17,125.472372844047,952500,0.0,1.0
2012-06-05,157.72,159.5,156.79,158.38,121.047173119572,615400,0.0,1.0
2012-06-04,155.12,158.17,154.69,157.83,120.626817359907,677100,0.0,1.0
2012-06-01,159.54,161.02,154.16,155.26,118.662609537472,1501900,0.0,1.0
2012-05-31,163.72,164.87,159.64,163.11,124.662232652692,2792400,0.0,1.0
2012-05-30,165.37,165.97,160.5,162.53,124.218948397045,1101800,0.0,1.0
2012-05-29,159.63,167.32,159.22,167.32,127.879864922129,1800000,0.0,1.0
2012-05-25,158.43,161.02,157.27,157.92,120.695602847852,473300,0.0,1.0
2012-05-24,161.82,162.0,156.35,157.97,120.733817007822,997900,0.0,1.0
2012-05-23,154.44,160.66,153.73,160.46,122.636882174306,1365900,0.0,1.0
2012-05-22,157.29,159.57,154.58,155.47,118.823109009344,860100,0.0,1.0
2012-05-21,148.18,157.75,146.48,157.09,120.061247792358,1733200,0.0,1.0
2012-05-18,153.54,157.19,146.76,147.81,112.968699702008,1921900,0.0,1.0
2012-05-17,161.08,162.5,152.17,153.04,116.965900834823,1889200,0.0,1.0
2012-05-16,163.34,165.82,160.32,160.39,122.583382350348,1795900,0.0,1.0
2012-05-15,159.09,165.08,158.46,163.06,124.624018492723,1202200,0.0,1.0
2012-05-14,160.44,162.0,157.25,158.79,121.360529231323,1034000,0.0,1.0
2012-05-11,158.67,164.06,158.31,162.06,123.859735293332,790500,0.0,1.0
2012-05-10,159.18,160.98,157.5,159.63,122.002527118811,777000,0.0,1.0
2012-05-09,156.1,159.33,153.8,158.99,121.513385871201,611700,0.0,1.0
2012-05-08,154.99,158.19,151.66,157.46,120.344032576132,1194000,0.0,1.0
2012-05-07,157.35,159.47,156.22,157.34,120.252318592205,691000,0.0,1.0
2012-05-04,159.22,161.5,156.5,158.94,121.475171711231,601200,0.0,1.0
2012-05-03,163.71,164.25,158.21,159.94,122.239454910622,1148200,0.0,1.0
2012-05-02,162.87,163.8,160.43,163.15,124.692803980668,932100,0.0,1.0
2012-05-01,164.37,166.59,162.85,163.11,124.662232652692,1572700,0.0,1.0
2012-04-30,168.47,168.47,163.82,164.2,125.495301340029,902000,0.0,1.0
2012-04-27,169.0,171.51,167.75,169.18,129.301431672997,895900,0.0,1.0
2012-04-26,165.99,172.44,161.02,169.28,129.377859992936,5355700,0.0,1.0
2012-04-25,149.92,154.24,149.47,149.47,114.237409812997,1894500,0.0,1.0
2012-04-24,151.0,151.87,147.35,147.7,112.884628550075,720600,0.0,1.0
2012-04-23,151.14,151.66,147.53,151.34,115.666619395858,860800,0.0,1.0
2012-04-20,157.0,157.99,152.49,152.49,116.545545075158,860600,0.0,1.0
2012-04-19,158.14,160.22,154.72,156.75,119.801391504565,791900,0.0,1.0
2012-04-18,156.99,158.34,156.99,157.71,120.53510337598,507900,0.0,1.0
2012-04-17,156.43,158.52,154.82,157.81,120.611531695919,1019100,0.0,1.0
2012-04-16,156.59,157.0,153.48,153.99,117.691969874245,623100,0.0,1.0
2012-04-13,155.62,156.33,153.53,155.61,118.930108657259,648200,0.0,1.0
2012-04-12,153.49,156.5,152.7,156.04,119.258750432997,922600,0.0,1.0
2012-04-11,151.6,155.02,150.91,152.51,116.560830739146,1134500,0.0,1.0
2012-04-10,155.95,156.54,149.72,149.99,114.63483707668,1543700,0.0,1.0
2012-04-09,155.19,157.22,152.98,155.9,119.151750785082,702800,0.0,1.0
2012-04-05,155.5,157.92,155.34,157.15,120.107104784321,1037800,0.0,1.0
2012-04-04,157.12,157.91,154.52,156.5,119.610320704717,1751900,0.0,1.0
2012-04-03,158.99,161.56,157.99,159.9,122.208883582647,1637200,0.0,1.0
2012-04-02,156.04,158.97,155.01,158.65,121.253529583408,1618700,0.0,1.0
2012-03-30,156.1,159.5,153.2,157.45,120.336389744138,1839000,0.0,1.0
2012-03-29,154.86,155.51,152.78,154.79,118.303396433758,998000,0.0,1.0
2012-03-28,152.09,156.37,151.0,156.05,119.266393264991,1575800,0.0,1.0
2012-03-27,151.82,152.5,150.59,151.86,116.064046659542,962800,0.0,1.0
2012-03-26,147.69,152.31,147.69,151.57,115.842404531718,1369200,0.0,1.0
2012-03-23,145.66,147.35,144.1,147.28,112.56362960633,729500,0.0,1.0
2012-03-22,142.85,146.2,142.35,146.08,111.646489767061,1268200,0.0,1.0
2012-03-21,141.78,146.79,141.78,146.05,111.623561271079,1412200,0.0,1.0
2012-03-20,139.75,141.1,138.07,140.79,107.603431642282,754200,0.0,1.0
2012-03-19,142.13,143.15,140.6,140.62,107.473503498385,718300,0.0,1.0
2012-03-16,141.25,141.99,140.6,141.76,108.344786345691,1126000,0.0,1.0
2012-03-15,141.55,142.53,140.34,141.49,108.138429881855,562000,0.0,1.0
2012-03-14,140.57,141.96,139.52,141.73,108.321857849709,1112600,0.0,1.0
2012-03-13,139.67,141.15,138.15,140.63,107.481146330379,1263100,0.0,1.0
2012-03-12,139.04,140.47,137.63,139.0,106.235364715371,731700,0.0,1.0
2012-03-09,139.39,140.21,138.02,138.38,105.761509131749,751100,0.0,1.0
2012-03-08,137.78,140.6,137.38,139.38,106.52579233114,877300,0.0,1.0
2012-03-07,134.62,137.53,134.62,137.0,104.706798316589,1012300,0.0,1.0
2012-03-06,135.87,136.24,134.15,134.71,102.956589789983,1093900,0.0,1.0
2012-03-05,137.7,139.66,136.82,137.47,105.066011420303,1468200,0.0,1.0
2012-03-02,141.82,142.51,137.85,138.84,106.113079403469,1537700,0.0,1.0
2012-03-01,141.18,142.82,140.02,142.27,108.734570777381,1391500,0.0,1.0
2012-02-29,138.92,143.0,137.69,140.18,107.137218890653,1412900,0.0,1.0
2012-02-28,139.14,140.69,137.56,139.05,106.273578875341,984400,0.0,1.0
2012-02-27,137.41,139.5,135.89,139.29,106.457006843195,782600,0.0,1.0
2012-02-24,136.23,139.04,135.76,138.79,106.074865243499,1116900,0.0,1.0
2012-02-23,134.03,136.73,132.72,136.55,104.362870876863,998600,0.0,1.0
2012-02-22,134.41,135.88,133.53,134.82,103.040660941916,853300,0.0,1.0
2012-02-21,131.07,134.78,131.04,134.76,102.994803949953,1533100,0.0,1.0
2012-02-17,133.97,134.6,132.09,134.6,102.87251863805,1462300,0.0,1.0
2012-02-16,130.06,139.0,129.36,133.87,102.314591902495,2999900,0.0,1.0
2012-02-15,128.48,130.31,126.74,127.42,97.3849652664218,1449800,0.0,1.0
2012-02-14,129.65,131.14,128.27,128.94,98.5466757294964,1344100,0.0,1.0
2012-02-13,129.87,130.49,126.83,129.46,98.9441029931798,996400,0.0,1.0
2012-02-10,129.73,129.95,128.35,128.48,98.1951054577764,977600,0.0,1.0
2012-02-09,130.0,131.03,129.45,130.95,100.082884960273,1330700,0.0,1.0
2012-02-08,128.0,129.94,125.8,129.94,99.3109589288875,1675000,0.0,1.0
2012-02-07,124.6,129.17,123.88,129.0,98.5925327214598,1935800,0.0,1.0
2012-02-06,123.96,125.14,122.7,123.9,94.6946884045649,758900,0.0,1.0
2012-02-03,123.38,125.56,122.74,124.19,94.9163305323883,1164100,0.0,1.0
2012-02-02,121.67,123.04,120.95,122.4,93.5482636054782,846300,0.0,1.0
2012-02-01,121.16,122.24,119.02,121.58,92.9215513819774,1280100,0.0,1.0
2012-01-31,120.63,121.0,119.02,119.96,91.6834125989637,711100,0.0,1.0
2012-01-30,120.12,120.12,117.52,119.4,91.2554140073047,916400,0.0,1.0
2012-01-27,119.1,121.63,118.7,121.03,92.5011956223123,1407300,0.0,1.0
2012-01-26,118.11,121.75,118.0,119.8,91.5611272870612,2187600,0.0,1.0
2012-01-25,116.2,118.0,114.53,117.88,90.0937035442301,751700,0.0,1.0
2012-01-24,114.98,117.25,113.53,115.98,88.6415654653869,922900,0.0,1.0
2012-01-23,116.0,116.59,113.57,115.01,87.9002107619775,1462300,0.0,1.0
2012-01-20,113.59,116.12,112.92,116.12,88.7485651133017,1260400,0.0,1.0
2012-01-19,113.75,115.0,113.43,113.6,86.822571450836,858600,0.0,1.0
2012-01-18,113.74,114.29,112.01,112.95,86.3257873712317,1071700,0.0,1.0
2012-01-17,112.83,114.87,112.57,113.48,86.730857466909,1254100,0.0,1.0
2012-01-13,112.07,112.64,111.16,112.56,86.0277169234691,868900,0.0,1.0
2012-01-12,111.39,112.7,110.9,112.58,86.043002587457,703300,0.0,1.0
2012-01-11,110.33,112.17,110.0,111.48,85.2022910681267,814800,0.0,1.0
2012-01-10,108.45,111.59,107.71,110.42,84.3921508767721,1411400,0.0,1.0
2012-01-09,105.0,109.32,103.91,107.75,82.3515147343977,1191200,0.0,1.0
2012-01-06,104.45,105.2,103.25,104.92,80.1885932801207,465200,0.0,1.0
2012-01-05,100.47,105.3,100.47,104.75,80.0586651362242,1240000,0.0,1.0
2012-01-04,100.44,100.98,99.0,100.9,77.1161748185682,664100,0.0,1.0
2012-01-03,103.09,104.35,100.04,101.24,77.3760311063612,706300,0.0,1.0
2011-12-30,101.47,102.52,101.16,101.4,77.4983164182638,257600,0.0,1.0
2011-12-29,101.22,102.2,100.9,101.47,77.5518162422212,242700,0.0,1.0
2011-12-28,102.46,102.5,100.47,100.93,77.1391033145499,286400,0.0,1.0
2011-12-27,102.04,103.27,101.22,102.66,78.4613132494966,203400,0.0,1.0
2011-12-23,101.91,103.03,101.91,102.55,78.3772420975636,177900,0.0,1.0
2011-12-22,99.66,102.22,99.63,101.81,77.8116725300142,443700,0.0,1.0
2011-12-21,101.83,101.83,98.29,99.32,75.9086073635302,715800,0.0,1.0
2011-12-20,101.28,102.96,100.58,102.43,78.2855281136367,487100,0.0,1.0
2011-12-19,99.38,100.36,98.39,99.49,76.0385355074267,626000,0.0,1.0
2011-12-16,98.48,99.93,97.89,98.91,75.5952512517798,1238200,0.0,1.0
2011-12-15,99.28,99.36,97.62,98.07,74.9532533642912,506300,0.0,1.0
2011-12-14,101.05,101.11,97.33,98.39,75.1978239880964,671200,0.0,1.0
2011-12-13,102.12,103.21,100.91,101.53,77.5976732341846,616100,0.0,1.0
2011-12-12,102.69,103.17,101.92,102.28,78.170885633728,654200,0.0,1.0
2011-12-09,101.11,104.58,100.53,104.21,79.6459522085529,571700,0.0,1.0
2011-12-08,101.01,102.62,100.6,100.91,77.1238176505621,533800,0.0,1.0
2011-12-07,101.62,102.93,100.87,101.89,77.8728151859655,351900,0.0,1.0
2011-12-06,103.38,103.86,100.93,102.48,78.3237422736062,452100,0.0,1.0
2011-12-05,102.93,104.55,101.84,103.58,79.1644537929365,633300,0.0,1.0
2011-12-02,102.47,102.5,100.17,101.83,77.826958194002,446400,0.0,1.0
2011-12-01,99.37,102.44,99.36,101.99,77.9492435059046,969700,0.0,1.0
2011-11-30,99.75,100.67,98.89,100.02,76.443605603104,793000,0.0,1.0
2011-11-29,98.03,98.47,96.5,97.0,74.1354703409427,698200,0.0,1.0
2011-11-28,98.29,99.82,97.3,97.99,74.8921107083399,509900,0.0,1.0
2011-11-25,96.0,97.25,95.81,95.99,73.3635443095576,152400,0.0,1.0
2011-11-23,98.14,98.14,95.91,96.26,73.5699007733932,365500,0.0,1.0
2011-11-22,98.06,99.89,97.03,99.08,75.7251793956763,361900,0.0,1.0
2011-11-21,98.02,98.97,96.61,98.09,74.968539028279,542900,0.0,1.0
2011-11-18,100.58,100.75,99.0,99.66,76.1684636513232,927300,0.0,1.0
2011-11-17,99.74,103.2,99.32,99.77,76.2525348032562,1332700,0.0,1.0
2011-11-16,98.68,100.64,97.67,98.49,75.2742523080355,515700,0.0,1.0
2011-11-15,96.95,99.87,96.95,99.42,75.9850356834693,407300,0.0,1.0
2011-11-14,98.27,100.81,97.12,97.63,74.6169687565591,691800,0.0,1.0
2011-11-11,93.46,99.36,93.07,99.06,75.7098937316885,1346800,0.0,1.0
2011-11-10,94.35,94.58,91.35,91.71,70.0924122161634,697100,0.0,1.0
2011-11-09,95.78,96.47,92.81,92.91,71.0095520554328,587900,0.0,1.0
2011-11-08,96.92,99.19,95.75,98.23,75.0755386761938,725100,0.0,1.0
2011-11-07,95.05,96.29,94.51,95.68,73.1266165177463,384800,0.0,1.0
2011-11-04,94.04,95.75,93.0,95.09,72.6756894301055,514400,0.0,1.0
2011-11-03,94.52,95.37,92.79,95.0,72.6069039421603,588300,0.0,1.0
2011-11-02,94.36,95.07,92.49,93.36,71.3534794951588,403300,0.0,1.0
2011-11-01,93.25,94.23,90.27,93.01,71.0859803753719,1120900,0.0,1.0
2011-10-31,97.61,97.88,95.79,96.01,73.3788299735454,907500,0.0,1.0
2011-10-28,100.59,101.38,98.58,99.03,75.6869652357067,997400,0.0,1.0
2011-10-27,98.37,102.31,94.65,101.53,77.5976732341846,2464800,0.0,1.0
2011-10-26,97.18,97.64,93.26,97.44,74.4717549486748,1061700,0.0,1.0
2011-10-25,97.45,98.11,96.0,96.75,73.9443995410949,545400,0.0,1.0
2011-10-24,95.62,99.5,95.62,98.34,75.1596098281268,570400,0.0,1.0
2011-10-21,95.25,96.59,94.2,95.22,72.7750462460264,369400,0.0,1.0
2011-10-20,94.59,94.85,91.19,94.14,71.9496203906839,510900,0.0,1.0
2011-10-19,95.63,97.2,94.31,94.62,72.3164763263917,415000,0.0,1.0
2011-10-18,95.03,96.03,93.23,95.59,73.0578310298011,751900,0.0,1.0
2011-10-17,96.58,97.32,94.73,95.0,72.6069039421603,488400,0.0,1.0
2011-10-14,96.79,98.03,95.28,97.03,74.1583988369244,546000,0.0,1.0
2011-10-13,94.64,95.86,93.48,95.55,73.0272597018255,289600,0.0,1.0
2011-10-12,94.86,95.8,94.45,94.87,72.5075471262395,584600,0.0,1.0
2011-10-11,93.68,95.85,93.57,94.17,71.9725488866657,459100,0.0,1.0
2011-10-10,92.83,94.81,92.15,94.11,71.9266918947022,358000,0.0,1.0
2011-10-07,92.19,92.49,90.11,91.08,69.610913800547,444700,0.0,1.0
2011-10-06,91.34,91.67,89.16,91.53,69.954841240273,662200,0.0,1.0
2011-10-05,88.54,92.0,86.27,91.48,69.9166270803035,971400,0.0,1.0
2011-10-04,83.25,88.99,82.43,88.8,67.8683481059351,1188600,0.0,1.0
2011-10-03,88.1,89.68,83.02,84.27,64.4061452126932,1147000,0.0,1.0
2011-09-30,86.7,90.21,86.07,88.83,67.8912766019169,1176000,0.0,1.0
2011-09-29,89.6,90.85,86.08,87.75,67.0658507465744,673700,0.0,1.0
2011-09-28,92.66,93.52,88.13,88.37,67.5397063301969,750800,0.0,1.0
2011-09-27,92.08,94.71,91.71,92.22,70.4821966478529,775200,0.0,1.0
2011-09-26,90.28,90.71,86.55,90.46,69.1370582169245,1067100,0.0,1.0
2011-09-23,91.71,92.21,87.7,89.97,68.7625594492228,1046900,0.0,1.0
2011-09-22,91.47,92.62,89.95,92.31,70.5509821357981,1125500,0.0,1.0
2011-09-21,94.54,95.83,93.8,94.38,72.1330483585378,916100,0.0,1.0
2011-09-20,95.71,96.24,94.39,94.73,72.4005474783247,711200,0.0,1.0
2011-09-19,94.44,95.67,94.18,95.19,72.7521177500447,649000,0.0,1.0
2011-09-16,95.36,96.85,95.18,96.1,73.4476154614906,1106500,0.0,1.0
2011-09-15,93.92,96.21,93.39,95.44,72.9431885498925,896500,0.0,1.0
2011-09-14,93.31,94.5,91.56,92.84,70.9560522314754,825500,0.0,1.0
2011-09-13,90.85,93.77,89.76,92.5,70.6961959436824,776100,0.0,1.0
2011-09-12,86.83,90.81,86.69,90.64,69.2746291928149,856300,0.0,1.0
2011-09-09,89.79,90.03,86.35,87.66,66.9970652586292,826900,0.0,1.0
2011-09-08,91.91,93.22,90.21,90.88,69.4580571606688,613100,0.0,1.0
2011-09-07,91.56,92.71,90.7,92.49,70.6885531116885,364800,0.0,1.0
2011-09-06,88.13,90.29,86.64,90.06,68.831344937168,726700,0.0,1.0
2011-09-02,90.8,91.71,89.95,90.89,69.4656999926627,599500,0.0,1.0
2011-09-01,94.27,94.96,92.49,92.59,70.7649814316276,414600,0.0,1.0
2011-08-31,95.99,96.78,92.82,94.04,71.8731920707448,768000,0.0,1.0
2011-08-30,91.6,95.9,91.52,94.85,72.4922614622517,914600,0.0,1.0
2011-08-29,90.15,92.5,89.75,92.29,70.5356964718103,722200,0.0,1.0
2011-08-26,84.78,89.35,84.58,88.79,67.8607052739412,1063300,0.0,1.0
2011-08-25,88.47,89.12,84.86,85.06,65.0099289402122,697400,0.0,1.0
2011-08-24,87.73,89.88,86.87,87.87,67.1575647305014,648200,0.0,1.0
2011-08-23,82.41,88.45,82.31,88.06,67.3027785383857,1096800,0.0,1.0
2011-08-22,84.37,85.4,80.85,82.03,62.694150846057,907900,0.0,1.0
2011-08-19,84.1,86.71,81.89,82.52,63.0686496137586,1106000,0.0,1.0
2011-08-18,89.23,89.79,83.42,84.47,64.5590018525714,1839000,0.0,1.0
2011-08-17,92.42,94.36,91.55,92.0,70.3140543439869,798500,0.0,1.0
2011-08-16,91.98,92.23,90.46,91.09,69.6185566325409,518100,0.0,1.0
2011-08-15,91.38,93.17,90.88,93.1,71.1547658633171,548500,0.0,1.0
2011-08-12,91.52,91.76,89.67,90.69,69.3128433527844,659500,0.0,1.0
2011-08-11,87.13,91.99,87.13,91.01,69.5574139765896,1155600,0.0,1.0
2011-08-10,87.86,89.86,86.91,87.09,66.5614238349763,867900,0.0,1.0
2011-08-09,85.19,90.39,84.4,90.14,68.8924875931193,1465500,0.0,1.0
2011-08-08,83.54,89.25,83.19,83.75,64.0087179490098,2297000,0.0,1.0
2011-08-05,95.39,97.2,91.24,92.15,70.4286968238955,1445300,0.0,1.0
2011-08-04,98.42,98.54,94.13,94.16,71.9649060546718,1349900,0.0,1.0
2011-08-03,99.8,100.31,96.42,100.11,76.5123910910492,688000,0.0,1.0
2011-08-02,104.21,104.21,99.11,99.29,75.8856788675484,1170700,0.0,1.0
2011-08-01,105.65,106.0,102.54,104.3,79.7147376964981,742800,0.0,1.0
2011-07-29,104.66,105.64,103.71,104.47,79.8446658403946,1015500,0.0,1.0
2011-07-28,104.75,107.0,102.29,105.87,80.9146623195423,2470200,0.0,1.0
2011-07-27,99.59,99.8,96.61,97.28,74.3494696367722,1085800,0.0,1.0
2011-07-26,99.97,100.86,99.5,100.04,76.4588912670918,410200,0.0,1.0
2011-07-25,100.78,101.16,99.54,99.63,76.1455351553414,306000,0.0,1.0
2011-07-22,100.79,101.83,99.54,101.57,77.6282445621603,465200,0.0,1.0
2011-07-21,101.28,102.27,100.38,100.85,77.0779606585986,349800,0.0,1.0
2011-07-20,101.02,103.94,100.2,100.99,77.1849603065134,651300,0.0,1.0
2011-07-19,98.99,101.4,98.99,100.7,76.96331817869,307900,0.0,1.0
2011-07-18,98.74,99.11,96.26,98.27,75.1061100041694,542200,0.0,1.0
2011-07-15,98.78,99.25,97.9,99.07,75.7175365636824,380000,0.0,1.0
2011-07-14,101.36,101.95,97.31,98.26,75.0984671721755,649200,0.0,1.0
2011-07-13,101.65,103.07,100.97,101.25,77.3836739383551,319800,0.0,1.0
2011-07-12,101.26,101.98,101.01,101.32,77.4371737623125,446000,0.0,1.0
2011-07-11,103.11,103.98,101.16,101.67,77.7046728820994,556600,0.0,1.0
2011-07-08,101.98,105.25,101.71,104.61,79.9516654883094,619600,0.0,1.0
2011-07-07,103.89,104.2,102.96,103.16,78.8434548491922,357000,0.0,1.0
2011-07-06,102.01,103.31,101.54,103.29,78.9428116651131,829200,0.0,1.0
2011-07-05,101.57,102.5,101.48,102.3,78.1861712977158,606300,0.0,1.0
2011-07-01,100.82,102.17,96.58,101.9,77.8804580179594,720200,0.0,1.0
2011-06-30,100.68,101.59,100.01,101.02,77.2078888024951,492900,0.0,1.0
2011-06-29,100.24,101.09,100.0,100.66,76.9327468507143,400400,0.0,1.0
2011-06-28,99.04,100.39,98.8,99.74,76.2296063072745,524500,0.0,1.0
2011-06-27,98.71,99.9,97.63,98.85,75.5493942598163,450700,0.0,1.0
2011-06-24,99.56,100.65,98.59,98.92,75.6028940837737,471300,0.0,1.0
2011-06-23,98.71,100.0,97.96,99.74,76.2296063072745,540200,0.0,1.0
2011-06-22,99.6,101.04,98.86,99.72,76.2143206432866,549200,0.0,1.0
2011-06-21,96.81,99.92,96.59,99.64,76.1531779873353,797500,0.0,1.0
2011-06-20,95.69,97.12,95.35,96.49,73.7456859092532,417800,0.0,1.0
2011-06-17,96.48,97.83,95.43,95.83,73.241258997655,903400,0.0,1.0
2011-06-16,95.99,97.31,95.13,95.45,72.9508313818864,517600,0.0,1.0
