,JNJ_Open,JNJ_High,JNJ_Low,JNJ_Close,JNJ_Adj Close,JNJ_Volume,JNJ_Dividend Amount,JNJ_Split Coefficient
2018-07-10,126.37,127.52,126.11,127.38,107.298196706534,5075638,0.0,1.0
2018-07-09,126.22,126.75,125.6,126.05,106.177874822253,6706121,0.0,1.0
2018-07-06,125.16,125.92,124.61,125.75,105.925170637829,7312163,0.0,1.0
2018-07-05,123.6,125.12,123.23,125.0,105.293410176769,7319147,0.0,1.0
2018-07-03,121.65,123.46,121.26,122.71,103.36443490233,4248060,0.0,1.0
2018-07-02,121.34,121.73,120.11,121.58,102.412582474332,5481356,0.0,1.0
2018-06-29,122.24,123.18,121.19,121.34,102.210419126793,7728480,0.0,1.0
2018-06-28,121.78,122.41,121.07,122.0,102.766368332526,5296978,0.0,1.0
2018-06-27,122.13,122.97,121.45,121.61,102.437852892775,5666040,0.0,1.0
2018-06-26,122.49,122.89,121.6,122.35,103.061189881021,5496350,0.0,1.0
2018-06-25,122.82,123.43,121.51,122.59,103.26335322856,8170503,0.0,1.0
2018-06-22,121.68,123.38,121.65,122.84,103.473940048914,10305307,0.0,1.0
2018-06-21,121.83,122.24,121.11,121.45,102.303077327748,4417154,0.0,1.0
2018-06-20,122.42,122.66,121.66,122.04,102.800062223783,6277185,0.0,1.0
2018-06-19,120.66,123.17,120.57,122.57,103.246506282932,8572409,0.0,1.0
2018-06-18,121.61,121.81,120.25,121.32,102.193572181164,6787408,0.0,1.0
2018-06-15,122.1,122.73,121.24,122.61,103.280200174189,13173510,0.0,1.0
2018-06-14,122.71,123.15,122.09,122.41,103.111730717906,5239195,0.0,1.0
2018-06-13,123.15,124.09,122.46,122.63,103.297047119817,5836904,0.0,1.0
2018-06-12,123.16,123.18,121.95,122.54,103.22123586449,5227303,0.0,1.0
2018-06-11,124.27,124.34,122.55,122.66,103.322317538259,5571389,0.0,1.0
2018-06-08,123.36,124.85,123.33,124.06,104.501603732239,6208077,0.0,1.0
2018-06-07,123.0,123.49,122.27,123.33,103.886690216807,7414082,0.0,1.0
2018-06-06,121.97,122.79,121.46,122.79,103.431822684843,6799291,0.0,1.0
2018-06-05,122.05,122.56,120.9,121.48,102.328347746191,5125356,0.0,1.0
2018-06-04,121.85,122.37,121.02,121.95,102.724250968455,4853030,0.0,1.0
2018-06-01,120.38,121.32,119.97,121.26,102.14303134428,5741030,0.0,1.0
2018-05-31,120.92,121.25,119.54,119.62,100.76158180276,10337475,0.0,1.0
2018-05-30,120.12,121.58,119.54,120.97,101.89875063267,6423721,0.0,1.0
2018-05-29,120.5,120.8,118.62,119.4,100.576265400849,9821920,0.0,1.0
2018-05-25,121.56,122.8,121.13,121.47,102.319924273377,4594795,0.9,1.0
2018-05-24,123.22,123.39,121.55,122.25,102.219586029421,6923611,0.0,1.0
2018-05-23,122.87,123.97,122.74,123.45,103.222968468974,4940832,0.0,1.0
2018-05-22,123.8,124.24,122.76,122.91,102.771446371175,7172652,0.0,1.0
2018-05-21,124.62,124.99,123.32,123.72,103.448729517873,5558662,0.0,1.0
2018-05-18,123.78,124.44,123.28,124.24,103.883528575013,5433919,0.0,1.0
2018-05-17,125.49,125.59,123.55,123.85,103.557429282158,6473359,0.0,1.0
2018-05-16,125.44,125.9,125.0,125.35,104.811657331599,3818114,0.0,1.0
2018-05-15,125.54,125.83,124.4,125.13,104.627703884348,5875704,0.0,1.0
2018-05-14,127.35,127.61,125.6,126.06,105.405325275001,6101637,0.0,1.0
2018-05-11,125.77,127.6,125.76,127.24,106.391984673894,5716654,0.0,1.0
2018-05-10,124.22,126.05,124.0,125.35,104.811657331599,4948013,0.0,1.0
2018-05-09,122.99,124.05,122.53,123.51,103.273137590952,6808562,0.0,1.0
2018-05-08,122.86,123.49,121.69,122.61,102.520600761287,5951815,0.0,1.0
2018-05-07,124.14,125.24,123.32,123.59,103.340029753588,6707913,0.0,1.0
2018-05-04,122.6,124.51,121.8,124.19,103.841720973365,6127629,0.0,1.0
2018-05-03,123.3,123.69,121.28,123.03,102.871784615131,7282886,0.0,1.0
2018-05-02,125.52,126.18,123.2,123.5,103.264776070622,7390805,0.0,1.0
2018-05-01,126.32,126.64,124.97,126.01,105.363517673353,5122550,0.0,1.0
2018-04-30,128.86,128.98,126.49,126.49,105.764870649174,8219410,0.0,1.0
2018-04-27,127.73,128.79,127.5,128.27,107.253221267844,4266797,0.0,1.0
2018-04-26,126.62,129.22,126.62,128.01,107.035821739274,8211074,0.0,1.0
2018-04-25,125.91,126.85,125.28,126.76,105.990631698073,5842088,0.0,1.0
2018-04-24,126.94,127.46,125.31,126.19,105.514025039286,6577490,0.0,1.0
2018-04-23,126.88,127.3,125.78,126.83,106.04916234038,7501870,0.0,1.0
2018-04-20,128.0,128.3,126.17,126.66,105.907016494777,7743916,0.0,1.0
2018-04-19,127.63,128.27,126.89,127.55,106.651191804112,5959525,0.0,1.0
2018-04-18,129.69,129.9,126.94,127.72,106.793337649715,9383604,0.0,1.0
2018-04-17,132.11,132.2,128.81,130.54,109.151286382664,11008695,0.0,1.0
2018-04-16,131.41,132.88,131.28,131.76,110.171391862876,6379562,0.0,1.0
2018-04-13,131.09,131.42,129.63,130.62,109.218178545301,4742250,0.0,1.0
2018-04-12,130.09,131.31,129.86,130.43,109.059309659038,4559776,0.0,1.0
2018-04-11,129.14,130.35,129.03,129.63,108.39038803267,4575422,0.0,1.0
2018-04-10,130.25,130.91,129.29,130.25,108.908802293105,6069549,0.0,1.0
2018-04-09,128.65,131.14,127.68,129.48,108.264965227726,6395848,0.0,1.0
2018-04-06,130.22,130.64,126.41,128.1,107.11107542224,6399310,0.0,1.0
2018-04-05,130.41,131.2,129.5,130.71,109.293432228267,5621686,0.0,1.0
2018-04-04,126.9,131.12,126.39,130.41,109.042586618379,7717054,0.0,1.0
2018-04-03,125.18,128.49,124.68,128.35,107.32011343048,8034954,0.0,1.0
2018-04-02,127.82,127.88,123.54,124.56,104.15109722556,8916907,0.0,1.0
2018-03-29,127.97,128.76,126.82,128.15,107.152883023888,6119424,0.0,1.0
2018-03-28,127.63,129.02,127.21,127.45,106.567576600816,6868531,0.0,1.0
2018-03-27,127.11,129.1,126.39,127.21,106.366900112905,7663114,0.0,1.0
2018-03-26,126.41,127.54,125.21,127.39,106.517407478838,8282774,0.0,1.0
2018-03-23,127.63,127.8,124.9,125.1,104.602619323359,8286607,0.0,1.0
2018-03-22,130.47,130.68,127.1,127.38,106.509045958509,7532800,0.0,1.0
2018-03-21,131.4,132.78,130.66,131.19,109.694785204088,5128176,0.0,1.0
2018-03-20,130.78,131.78,129.38,131.21,109.711508244747,5858987,0.0,1.0
2018-03-19,133.35,133.47,129.36,130.24,108.900440772776,5826044,0.0,1.0
2018-03-16,133.16,134.4,132.1,133.68,111.77680376616,13809970,0.0,1.0
2018-03-15,132.55,134.24,132.47,133.06,111.258389505724,4940860,0.0,1.0
2018-03-14,135.24,135.7,131.9,132.32,110.639637001334,6309618,0.0,1.0
2018-03-13,133.8,135.39,133.45,134.35,112.337025628243,9093637,0.0,1.0
2018-03-12,133.8,134.23,132.32,132.63,110.898844131551,4885880,0.0,1.0
2018-03-09,132.51,133.82,131.56,133.8,111.877142010115,6899702,0.0,1.0
2018-03-08,129.33,132.3,129.33,132.06,110.422237472764,6293127,0.0,1.0
2018-03-07,127.48,129.33,127.27,129.04,107.897058333223,6391661,0.0,1.0
2018-03-06,130.0,130.2,127.92,128.22,107.211413666196,5546530,0.0,1.0
2018-03-05,128.63,130.3,128.18,129.79,108.524172357944,5799799,0.0,1.0
2018-03-02,126.91,129.11,126.91,128.82,107.713104885972,6910426,0.0,1.0
2018-03-01,129.11,130.12,126.52,127.28,106.425430755213,9424007,0.0,1.0
2018-02-28,131.95,132.33,129.87,129.88,108.59942604091,7898371,0.0,1.0
2018-02-27,132.21,133.09,131.6,131.67,110.096138179909,7072577,0.0,1.0
2018-02-26,131.71,133.41,131.0,132.07,110.430598993093,6648513,0.84,1.0
2018-02-23,130.09,132.08,130.02,132.02,109.691126920986,4995038,0.0,1.0
2018-02-22,130.1,131.02,129.48,129.91,107.937996502842,5719462,0.0,1.0
2018-02-21,130.8,132.43,129.86,129.91,107.937996502842,6254076,0.0,1.0
2018-02-20,132.87,133.45,130.66,130.87,108.735629299723,6508157,0.0,1.0
2018-02-16,130.96,134.45,130.84,133.15,110.630007192314,7917284,0.0,1.0
2018-02-15,130.1,131.28,129.4,131.23,109.034741598553,5591782,0.0,1.0
2018-02-14,129.44,130.01,128.39,129.67,107.738588303622,6237364,0.0,1.0
2018-02-13,129.21,130.6,128.7,129.96,107.97953987768,6329022,0.0,1.0
2018-02-12,130.0,131.32,127.68,130.27,108.237108801672,9874716,0.0,1.0
2018-02-09,127.52,130.92,125.44,129.53,107.622266854077,14917886,0.0,1.0
2018-02-08,130.91,131.25,126.11,126.36,104.988416889378,11617736,0.0,1.0
2018-02-07,131.89,133.43,131.35,131.42,109.192606422935,10436291,0.0,1.0
2018-02-06,130.01,132.99,128.0,131.83,109.533262096603,19102631,0.0,1.0
2018-02-05,136.58,137.0,122.15,130.39,108.336812901282,19475494,0.0,1.0
2018-02-02,139.02,140.36,137.38,137.68,114.393836952593,9197500,0.0,1.0
2018-02-01,137.53,140.67,137.0,140.02,116.338066894989,9372485,0.0,1.0
2018-01-31,142.57,142.57,138.1,138.19,114.817579375935,13022358,0.0,1.0
2018-01-30,143.4,143.82,142.43,142.43,118.340457562157,8178194,0.0,1.0
2018-01-29,144.85,144.94,143.53,143.68,119.379041933095,7766129,0.0,1.0
2018-01-26,144.5,145.6,144.13,145.33,120.749973302733,6979094,0.0,1.0
2018-01-25,142.31,144.66,142.21,144.4,119.977266530755,7542612,0.0,1.0
2018-01-24,143.5,143.56,141.8,142.07,118.041345263327,12373680,0.0,1.0
2018-01-23,146.96,147.44,141.62,141.83,117.841937064107,16897226,0.0,1.0
2018-01-22,147.01,148.14,146.72,148.14,123.084710968602,6505696,0.0,1.0
2018-01-19,147.46,147.65,146.42,147.36,122.436634321137,8704553,0.0,1.0
2018-01-18,146.93,147.44,145.97,146.92,122.071052622566,5219314,0.0,1.0
2018-01-17,147.84,148.32,145.48,146.98,122.120904672371,10612314,0.0,1.0
2018-01-16,146.42,148.06,146.03,146.86,122.021200572761,7864158,0.0,1.0
2018-01-12,144.99,146.42,144.9,145.76,121.107246326336,5430284,0.0,1.0
2018-01-11,144.13,144.9,143.69,144.79,120.301304854488,4909267,0.0,1.0
2018-01-10,143.55,144.16,143.32,143.97,119.619993507153,6556440,0.0,1.0
2018-01-09,142.37,145.68,142.26,144.14,119.7612409816,8888967,0.0,1.0
2018-01-08,141.7,142.0,140.92,141.89,117.891789113912,4980217,0.0,1.0
2018-01-05,140.69,141.82,140.28,141.71,117.742232964497,5900718,0.0,1.0
2018-01-04,140.45,141.14,140.22,140.55,116.778426668266,4777518,0.0,1.0
2018-01-03,139.36,140.68,138.9,140.56,116.786735343234,5241755,0.0,1.0
2018-01-02,139.66,139.95,138.72,139.23,115.681681572556,6835739,0.0,1.0
2017-12-29,140.98,141.21,139.58,139.72,116.088806645964,4419945,0.0,1.0
2017-12-28,140.7,141.0,140.33,140.56,116.786735343234,2237834,0.0,1.0
2017-12-27,140.42,141.15,140.2,140.57,116.795044018201,3645694,0.0,1.0
2017-12-26,140.46,140.54,139.68,140.09,116.396227619761,3268365,0.0,1.0
2017-12-22,141.0,141.35,140.04,140.12,116.421153644664,4655340,0.0,1.0
2017-12-21,141.76,142.17,141.02,141.06,117.202169091609,5501307,0.0,1.0
2017-12-20,142.29,142.58,141.08,141.16,117.285255841284,5933448,0.0,1.0
2017-12-19,141.72,142.38,141.36,141.78,117.800393689269,6453244,0.0,1.0
2017-12-18,142.43,143.8,141.401,141.8,117.817011039204,5821869,0.0,1.0
2017-12-15,142.73,143.14,141.78,142.46,118.36538358706,12012749,0.0,1.0
2017-12-14,143.6,143.62,141.61,141.65,117.692380914692,5332273,0.0,1.0
2017-12-13,142.5,143.43,142.21,142.89,118.722656610662,5754026,0.0,1.0
2017-12-12,142.06,143.57,142.04,142.6,118.481705036605,8013643,0.0,1.0
2017-12-11,140.1,141.17,139.83,141.14,117.268638491349,4325895,0.0,1.0
2017-12-08,140.0,140.76,139.8,140.59,116.811661368136,4343488,0.0,1.0
2017-12-07,141.0,141.499,139.26,140.01,116.329758220021,4705180,0.0,1.0
2017-12-06,140.25,141.96,140.19,141.06,117.202169091609,5304506,0.0,1.0
2017-12-05,139.88,140.81,139.2,139.67,116.047263271126,6738613,0.0,1.0
2017-12-04,140.62,141.5,138.93,139.01,115.498890723271,5547138,0.0,1.0
2017-12-01,139.57,140.53,138.6,139.98,116.304832195119,5990487,0.0,1.0
2017-11-30,140.06,140.28,138.48,139.33,115.764768322231,8941892,0.0,1.0
2017-11-29,140.22,140.63,138.95,139.81,116.163584720671,5851449,0.0,1.0
2017-11-28,138.3,140.53,138.2517,140.02,116.338066894989,4990975,0.0,1.0
2017-11-27,137.51,138.31,137.48,138.1,114.742801301228,3929055,0.84,1.0
2017-11-24,137.5,138.38,137.31,138.01,113.974766140654,2606832,0.0,1.0
2017-11-22,138.3,138.38,136.6,137.29,113.380158274403,3917002,0.0,1.0
2017-11-21,138.45,139.26,138.19,138.34,114.247294746019,5654616,0.0,1.0
2017-11-20,138.15,138.56,137.74,137.93,113.90869859996,4262306,0.0,1.0
2017-11-17,138.3,138.86,137.89,138.0,113.966507698067,4112134,0.0,1.0
2017-11-16,139.42,139.68,138.64,138.87,114.68499220312,4173520,0.0,1.0
2017-11-15,139.23,139.83,138.75,139.1,114.874936382617,3736311,0.0,1.0
2017-11-14,139.57,140.2843,138.92,139.49,115.197015643503,4070870,0.0,1.0
2017-11-13,139.01,140.02,138.42,139.76,115.419993593347,4309741,0.0,1.0
2017-11-10,140.13,140.13,138.61,139.56,115.254824741611,4231808,0.0,1.0
2017-11-09,140.86,141.41,139.8,140.35,115.907241705969,3490210,0.0,1.0
2017-11-08,139.7,141.87,139.4601,141.32,116.70831063689,4371556,0.0,1.0
2017-11-07,140.08,140.15,138.91,139.77,115.428252035934,4169887,0.0,1.0
2017-11-06,140.01,140.49,139.72,139.76,115.419993593347,4209904,0.0,1.0
2017-11-03,139.73,140.4,139.3,140.08,115.684263756125,2735973,0.0,1.0
2017-11-02,140.11,140.29,139.11,139.93,115.560387117323,3470804,0.0,1.0
2017-11-01,139.83,140.59,139.34,139.98,115.601679330257,4985457,0.0,1.0
2017-10-31,140.02,140.26,138.98,139.41,115.130948102808,4779360,0.0,1.0
2017-10-30,141.08,141.21,139.32,140.0,115.618196215431,6012739,0.0,1.0
2017-10-27,141.0,142.7,140.2,141.78,117.088198995884,5140109,0.0,1.0
2017-10-26,142.51,143.75,141.38,141.81,117.112974323644,5834460,0.0,1.0
2017-10-25,141.16,143.23,140.9594,142.42,117.61673932144,4850811,0.0,1.0
2017-10-24,143.38,143.38,140.93,141.64,116.972580799668,5742798,0.0,1.0
2017-10-23,142.13,144.3523,142.081,143.62,118.607752431858,6669743,0.0,1.0
2017-10-20,142.38,143.62,141.83,142.4,117.600222436266,5620340,0.0,1.0
2017-10-19,140.71,142.98,140.535,142.04,117.302918503141,8623640,0.0,1.0
2017-10-18,140.79,141.58,140.07,140.68,116.179770311334,6800409,0.0,1.0
2017-10-17,137.67,141.12,137.06,140.79,116.270613179789,11555970,0.0,1.0
2017-10-16,136.45,137.26,135.54,136.12,112.413920491746,5114825,0.0,1.0
2017-10-13,136.6,137.42,136.34,136.43,112.669932211937,4104533,0.0,1.0
2017-10-12,136.34,137.52,136.02,136.83,113.00026991541,5018977,0.0,1.0
2017-10-11,134.88,137.08,134.37,136.65,112.851617948847,8103275,0.0,1.0
2017-10-10,133.56,134.13,132.92,133.9,110.580546237472,4121137,0.0,1.0
2017-10-09,133.66,133.815,133.17,133.45,110.208916321066,3750502,0.0,1.0
2017-10-06,133.0,133.25,132.48,133.22,110.018972141569,2464664,0.0,1.0
2017-10-05,132.89,133.31,132.36,133.19,109.994196813808,3185559,0.0,1.0
2017-10-04,132.4,133.18,132.1,132.89,109.746443536204,3578974,0.0,1.0
2017-10-03,131.65,132.4,131.36,132.1,109.094026571845,3884422,0.0,1.0
2017-10-02,130.16,131.33,130.02,131.22,108.367283624206,4437552,0.0,1.0
2017-09-29,129.58,130.47,129.05,130.01,107.368012071201,5699479,0.0,1.0
2017-09-28,129.91,130.27,129.29,129.47,106.922056171513,3950648,0.0,1.0
2017-09-27,131.0,131.09,129.43,129.75,107.153292563944,5669761,0.0,1.0
2017-09-26,131.5,131.94,130.82,130.94,108.136047231775,3691817,0.0,1.0
2017-09-25,131.47,131.76,130.83,131.17,108.325991411272,5949238,0.0,1.0
2017-09-22,131.99,132.39,131.2701,131.39,108.507677148182,4257909,0.0,1.0
2017-09-21,133.31,133.82,131.3775,131.75,108.804981081307,5692496,0.0,1.0
2017-09-20,133.25,134.29,132.34,133.22,110.018972141569,7281193,0.0,1.0
2017-09-19,135.02,135.79,134.35,135.22,111.670660658932,4880997,0.0,1.0
2017-09-18,134.44,135.77,134.11,135.38,111.802795740321,5260780,0.0,1.0
2017-09-15,134.79,135.45,134.18,134.45,111.034760579747,15316869,0.0,1.0
2017-09-14,132.14,134.47,131.99,134.18,110.811782629903,6271330,0.0,1.0
2017-09-13,132.67,133.7467,131.85,132.45,109.383072062384,4618804,0.0,1.0
2017-09-12,133.83,133.88,131.93,132.63,109.531724028947,5462797,0.0,1.0
2017-09-11,131.37,133.34,131.02,133.21,110.010713698982,5552669,0.0,1.0
2017-09-08,132.0,132.34,130.87,130.98,108.169081002122,4834116,0.0,1.0
2017-09-07,130.86,132.52,130.25,132.19,109.168352555127,3732519,0.0,1.0
2017-09-06,130.54,131.0,130.21,130.67,107.913069281931,5462168,0.0,1.0
2017-09-05,130.72,131.18,129.72,129.9,107.277169202746,5146616,0.0,1.0
2017-09-01,132.6,132.65,130.935,131.03,108.210373215056,3819156,0.0,1.0
2017-08-31,131.39,132.5,131.25,132.37,109.31700452169,7383291,0.0,1.0
2017-08-30,132.0,132.0,130.9,131.07,108.243406985403,5407832,0.0,1.0
2017-08-29,131.57,132.45,131.3,132.21,109.1848694403,3251428,0.0,1.0
2017-08-28,131.68,132.12,131.49,131.74,108.79672263872,5263566,0.0,1.0
2017-08-25,131.91,132.56,131.62,131.68,108.747171983199,4127094,0.84,1.0
2017-08-24,132.82,133.08,132.27,132.89,109.050797501112,5345231,0.0,1.0
2017-08-23,134.43,134.49,132.65,132.8,108.976942645403,5080465,0.0,1.0
2017-08-22,133.27,134.79,132.9,134.7,110.53610071036,4085185,0.0,1.0
2017-08-21,132.28,133.65,132.1875,133.45,109.51033882552,3438561,0.0,1.0
2017-08-18,132.67,133.78,132.381,132.63,108.837439029065,4625161,0.0,1.0
2017-08-17,134.18,134.74,133.0314,133.04,109.173888927293,5528205,0.0,1.0
2017-08-16,134.08,134.97,133.86,134.17,110.101177671188,4356817,0.0,1.0
2017-08-15,133.85,133.94,133.195,133.38,109.452896159969,3821624,0.0,1.0
2017-08-14,134.2,134.37,132.87,133.48,109.534957110756,3016430,0.0,1.0
2017-08-11,133.64,134.49,132.75,133.1,109.223125497765,4270553,0.0,1.0
2017-08-10,133.04,133.8501,132.37,133.09,109.214919402686,5566956,0.0,1.0
2017-08-09,132.81,133.41,132.365,133.23,109.329804733788,5746322,0.0,1.0
2017-08-08,132.5,132.8,131.4,132.27,108.542019606231,5131329,0.0,1.0
2017-08-07,133.09,133.48,132.51,132.86,109.026179215876,2953688,0.0,1.0
2017-08-04,133.74,134.01,132.8,133.18,109.288774258395,3166800,0.0,1.0
2017-08-03,131.91,133.4,131.51,133.35,109.428277874733,4319246,0.0,1.0
2017-08-02,132.08,132.5,131.5,132.16,108.451752560365,4014274,0.0,1.0
2017-08-01,133.17,133.35,132.28,132.51,108.73896588812,3807496,0.0,1.0
2017-07-31,132.14,133.58,132.1,132.72,108.911293884774,5393727,0.0,1.0
2017-07-28,131.14,131.99,130.52,131.85,108.197363612925,4592865,0.0,1.0
2017-07-27,130.85,131.15,129.5711,130.83,107.360341914896,5811478,0.0,1.0
2017-07-26,131.66,132.24,130.75,130.95,107.45881505584,5278711,0.0,1.0
2017-07-25,133.74,133.8499,131.45,131.88,108.221981898161,6166291,0.0,1.0
2017-07-24,134.99,135.16,132.85,133.01,109.149270642056,8140074,0.0,1.0
2017-07-21,135.33,136.27,135.1,135.31,111.036672510162,6706472,0.0,1.0
2017-07-20,135.73,137.08,135.62,136.57,112.070640490081,5795369,0.0,1.0
2017-07-19,134.84,135.41,134.52,135.21,110.954611559375,5209316,0.0,1.0
2017-07-18,131.62,134.95,131.0801,134.46,110.339154428471,10066799,0.0,1.0
2017-07-17,132.71,132.93,131.75,132.15,108.443546465287,4922557,0.0,1.0
2017-07-14,132.0,133.0,131.74,132.6,108.812820743829,4231492,0.0,1.0
2017-07-13,132.1,132.22,130.99,131.86,108.205569708004,4420501,0.0,1.0
2017-07-12,132.04,132.89,131.77,132.23,108.509195225916,5029287,0.0,1.0
2017-07-11,131.43,131.79,130.48,131.23,107.688585718044,3724756,0.0,1.0
2017-07-10,132.74,132.87,131.23,131.55,107.951180760563,4012158,0.0,1.0
2017-07-07,132.91,133.0,131.69,132.54,108.763584173357,4550360,0.0,1.0
2017-07-06,133.61,133.97,132.405,132.52,108.747171983199,4241474,0.0,1.0
2017-07-05,132.98,134.06,132.42,133.64,109.666254632016,4273446,0.0,1.0
2017-07-03,132.79,133.32,132.65,132.9,109.059003596191,2930998,0.0,1.0
2017-06-30,132.7,133.2,132.28,132.29,108.558431796389,5117952,0.0,1.0
2017-06-29,133.4,133.7276,132.31,132.64,108.845645124144,5695328,0.0,1.0
2017-06-28,135.95,136.2,133.57,133.82,109.813964343433,6522879,0.0,1.0
2017-06-27,136.5,136.73,134.99,135.01,110.790489657801,6109905,0.0,1.0
2017-06-26,136.48,136.899,136.2,136.34,111.88190030327,5499879,0.0,1.0
2017-06-23,135.45,136.51,135.32,136.43,111.955755158979,8463457,0.0,1.0
2017-06-22,135.45,137.0,135.27,136.05,111.643923545987,7038855,0.0,1.0
2017-06-21,134.29,135.11,134.02,134.91,110.708428707013,5620840,0.0,1.0
2017-06-20,133.9,134.755,133.9,134.22,110.142208146582,5074433,0.0,1.0
2017-06-19,134.15,134.68,133.49,134.07,110.019116720401,7308011,0.0,1.0
2017-06-16,133.72,134.605,133.04,134.35,110.248887382605,12199202,0.0,1.0
2017-06-15,132.0,133.35,131.805,133.04,109.173888927293,5248853,0.0,1.0
2017-06-14,132.51,133.56,132.51,132.77,108.952324360167,7322968,0.0,1.0
2017-06-13,131.75,132.73,131.4,132.02,108.336867229263,5725747,0.0,1.0
2017-06-12,131.64,132.04,131.09,131.82,108.172745327689,8020715,0.0,1.0
2017-06-09,130.37,131.7,130.31,131.53,107.934768570406,5992511,0.0,1.0
2017-06-08,131.0,131.4,129.96,130.55,107.130571252691,8056662,0.0,1.0
2017-06-07,131.0,131.48,130.58,130.75,107.294693154266,5765209,0.0,1.0
2017-06-06,130.18,131.33,130.03,130.83,107.360341914896,5603201,0.0,1.0
2017-06-05,129.97,130.7,129.8,130.36,106.974655446196,4630612,0.0,1.0
2017-06-02,129.05,130.14,128.83,130.08,106.744884783992,6554988,0.0,1.0
2017-06-01,128.32,128.78,128.12,128.78,105.678092423758,5763318,0.0,1.0
2017-05-31,127.35,128.8,127.35,128.25,105.243169384586,8737353,0.0,1.0
2017-05-30,126.7,127.3901,126.19,127.11,104.307674545612,3618323,0.0,1.0
2017-05-26,127.23,127.67,126.83,126.92,104.151758739116,4001562,0.0,1.0
2017-05-25,126.74,127.62,126.33,127.53,104.652330538918,5286427,0.84,1.0
2017-05-24,127.79,128.0,127.29,127.51,103.95122432825,3965187,0.0,1.0
2017-05-23,127.31,128.15,127.31,127.52,103.959376726048,3972463,0.0,1.0
2017-05-22,126.63,127.65,126.63,127.26,103.747414383288,4680335,0.0,1.0
2017-05-19,127.03,127.39,126.44,127.0,103.535452040528,6949614,0.0,1.0
2017-05-18,126.46,127.87,125.96,126.97,103.510994847132,6564296,0.0,1.0
2017-05-17,126.6,127.89,126.45,126.67,103.266422913179,6457668,0.0,1.0
2017-05-16,127.34,128.37,127.06,127.77,104.16318667101,7225069,0.0,1.0
2017-05-15,124.41,127.36,124.33,126.99,103.527299642729,9773084,0.0,1.0
2017-05-12,123.11,124.1,123.01,123.64,100.796246380243,3993407,0.0,1.0
2017-05-11,122.5,123.21,122.34,123.2,100.437540877111,4019556,0.0,1.0
2017-05-10,122.91,123.055,122.38,122.81,100.11959736297,4216699,0.0,1.0
2017-05-09,123.23,123.47,122.88,123.21,100.445693274909,3751967,0.0,1.0
2017-05-08,123.53,123.8,123.02,123.25,100.478302866103,3608623,0.0,1.0
2017-05-05,123.8,123.8,122.86,123.51,100.690265208863,3764837,0.0,1.0
2017-05-04,123.69,123.95,123.23,123.95,101.048970711996,3748259,0.0,1.0
2017-05-03,123.59,123.7,123.04,123.33,100.543522048491,3735172,0.0,1.0
2017-05-02,123.52,123.74,122.89,123.7,100.845160767034,4816204,0.0,1.0
2017-05-01,123.4,123.775,123.0,123.34,100.551674446289,4549320,0.0,1.0
2017-04-28,123.85,123.9,123.13,123.47,100.657655617669,4357336,0.0,1.0
2017-04-27,123.58,124.3057,123.4,123.74,100.877770358228,4221439,0.0,1.0
2017-04-26,123.79,124.26,123.48,123.51,100.690265208863,4988535,0.0,1.0
2017-04-25,123.34,123.745,123.01,123.43,100.625046026475,5031349,0.0,1.0
2017-04-24,122.52,123.21,122.15,122.89,100.184816545358,5679021,0.0,1.0
2017-04-21,121.78,122.04,121.54,121.76,99.2635955941313,6021721,0.0,1.0
2017-04-20,121.86,122.15,121.35,121.87,99.3532719699145,6330136,0.0,1.0
2017-04-19,122.1,122.28,121.11,121.37,98.9456520799911,6993098,0.0,1.0
2017-04-18,123.18,123.37,120.95,121.82,99.3125099809221,134857,0.0,1.0
2017-04-17,125.02,125.81,124.93,125.72,102.491945122324,5367465,0.0,1.0
2017-04-13,125.13,125.65,124.96,124.99,101.896820083036,5396539,0.0,1.0
2017-04-12,124.54,125.46,124.36,125.4,102.231068392773,5556604,0.0,1.0
2017-04-11,124.26,124.79,123.95,124.22,101.269085452554,4161540,0.0,1.0
2017-04-10,124.87,124.95,124.23,124.34,101.366914226136,4594234,0.0,1.0
2017-04-07,125.12,125.47,124.83,124.92,101.839753298447,3615126,0.0,1.0
2017-04-06,124.85,125.46,124.5,125.05,101.945734469827,4324385,0.0,1.0
2017-04-05,124.72,125.6016,124.41,124.8,101.741924524865,5646251,0.0,1.0
2017-04-04,124.51,124.765,124.22,124.68,101.644095751284,5358385,0.0,1.0
2017-04-03,124.73,125.31,124.2829,124.69,101.652248149082,4956501,0.0,1.0
2017-03-31,124.11,124.825,124.03,124.55,101.538114579904,5657560,0.0,1.0
2017-03-30,124.74,125.43,124.28,124.66,101.627790955687,4711693,0.0,1.0
2017-03-29,125.05,125.33,124.36,124.92,101.839753298447,3971828,0.0,1.0
2017-03-28,125.62,125.78,124.78,125.66,102.443030735533,5287496,0.0,1.0
2017-03-27,125.16,126.14,125.15,125.8,102.557164304712,5004285,0.0,1.0
2017-03-24,125.86,126.36,125.13,125.48,102.296287575161,6490304,0.0,1.0
2017-03-23,126.1,127.002,125.66,125.9,102.638688282697,8508073,0.0,1.0
2017-03-22,127.05,127.65,126.21,126.26,102.932174603441,10272668,0.0,1.0
2017-03-21,128.38,128.45,127.14,127.25,103.73926198549,7578634,0.0,1.0
2017-03-20,128.04,128.42,127.97,128.07,104.407758604964,5827497,0.0,1.0
