,SPSC_Open,SPSC_High,SPSC_Low,SPSC_Close,SPSC_Adj Close,SPSC_Volume,SPSC_Dividend Amount,SPSC_Split Coefficient
2017-07-17,60.12,60.82,59.76,60.0,30.0,102902,0.0,1.0
2017-07-14,60.3,61.07,60.05,60.13,30.065,135788,0.0,1.0
2017-07-13,61.02,61.02,60.12,60.33,30.165,143317,0.0,1.0
2017-07-12,60.67,61.58,60.67,61.06,30.53,61628,0.0,1.0
2017-07-11,60.48,61.87,59.345,60.56,30.28,222362,0.0,1.0
2017-07-10,61.88,61.88,60.39,60.49,30.245,83124,0.0,1.0
2017-07-07,61.83,62.81,61.15,61.89,30.945,193954,0.0,1.0
2017-07-06,63.55,64.05,61.26,61.5,30.75,236058,0.0,1.0
2017-07-05,63.24,64.4,63.24,63.76,31.88,293838,0.0,1.0
2017-07-03,63.76,64.29,61.99,63.49,31.745,103378,0.0,1.0
2017-06-30,64.24,64.39,63.3809,63.76,31.88,115804,0.0,1.0
2017-06-29,64.02,64.295,63.31,64.07,32.035,113437,0.0,1.0
2017-06-28,63.02,64.34,62.55,64.01,32.005,73007,0.0,1.0
2017-06-27,63.26,63.35,62.29,62.81,31.405,303154,0.0,1.0
2017-06-26,64.0,64.85,62.73,63.25,31.625,53831,0.0,1.0
2017-06-23,63.54,64.23,63.2,63.96,31.98,104815,0.0,1.0
2017-06-22,62.45,63.84,62.45,63.5,31.75,131628,0.0,1.0
2017-06-21,61.5,62.83,61.23,62.5,31.25,97898,0.0,1.0
2017-06-20,61.17,61.47,60.7,61.41,30.705,50357,0.0,1.0
2017-06-19,60.76,61.75,60.37,61.41,30.705,30122,0.0,1.0
2017-06-16,60.22,60.98,59.82,60.55,30.275,83377,0.0,1.0
2017-06-15,60.09,60.74,59.61,60.58,30.29,48132,0.0,1.0
2017-06-14,61.05,61.41,60.72,60.89,30.445,48667,0.0,1.0
2017-06-13,60.18,61.07,59.86,61.01,30.505,54162,0.0,1.0
2017-06-12,60.1,60.59,58.84,60.06,30.03,66428,0.0,1.0
2017-06-09,60.74,61.77,59.35,60.31,30.155,72782,0.0,1.0
2017-06-08,59.7,60.72,58.75,60.39,30.195,43737,0.0,1.0
2017-06-07,59.62,59.99,59.01,59.84,29.92,112150,0.0,1.0
2017-06-06,59.23,60.03,58.6,59.53,29.765,133187,0.0,1.0
2017-06-05,59.8,60.23,59.29,59.69,29.845,311087,0.0,1.0
2017-06-02,59.53,59.96,59.2001,59.74,29.87,134064,0.0,1.0
2017-06-01,58.28,59.53,57.76,59.53,29.765,85507,0.0,1.0
2017-05-31,58.001,58.45,57.38,58.16,29.08,55355,0.0,1.0
2017-05-30,58.26,59.085,57.97,58.43,29.215,56326,0.0,1.0
2017-05-26,58.63,58.63,57.2477,58.49,29.245,52992,0.0,1.0
2017-05-25,58.5,59.75,58.2,58.69,29.345,89920,0.0,1.0
2017-05-24,58.26,58.81,57.95,58.26,29.13,52575,0.0,1.0
2017-05-23,58.68,58.8099,57.9275,58.29,29.145,74775,0.0,1.0
2017-05-22,58.9,58.9,57.88,58.46,29.23,29334,0.0,1.0
2017-05-19,58.31,58.71,57.02,58.23,29.115,57315,0.0,1.0
2017-05-18,57.4,58.48,56.76,58.245,29.1225,96967,0.0,1.0
2017-05-17,58.6,59.23,57.12,57.63,28.815,97844,0.0,1.0
2017-05-16,59.65,59.82,58.83,59.28,29.64,108771,0.0,1.0
2017-05-15,59.1,59.85,59.0,59.43,29.715,62730,0.0,1.0
2017-05-12,59.32,59.56,58.36,59.005,29.5025,77530,0.0,1.0
2017-05-11,59.13,60.01,58.04,59.53,29.765,103846,0.0,1.0
2017-05-10,58.5,59.34,57.67,59.12,29.56,84954,0.0,1.0
2017-05-09,58.18,58.45,57.78,58.39,29.195,65447,0.0,1.0
2017-05-08,57.77,58.28,57.4,57.93,28.965,64007,0.0,1.0
2017-05-05,57.26,57.92,56.92,57.92,28.96,70318,0.0,1.0
2017-05-04,56.61,57.84,56.58,57.26,28.63,97874,0.0,1.0
2017-05-03,55.6,56.58,55.13,56.58,28.29,99758,0.0,1.0
2017-05-02,56.75,56.75,55.69,55.95,27.975,107715,0.0,1.0
2017-05-01,55.63,59.4,54.96,56.71,28.355,238070,0.0,1.0
2017-04-28,58.95,62.13,53.985,55.26,27.63,241226,0.0,1.0
2017-04-27,55.62,57.04,55.6,56.15,28.075,176363,0.0,1.0
2017-04-26,55.9,56.45,54.79,55.4,27.7,269488,0.0,1.0
2017-04-25,57.33,57.5312,55.92,56.04,28.02,266757,0.0,1.0
2017-04-24,57.92,58.07,56.75,57.16,28.58,241937,0.0,1.0
2017-04-21,59.4,59.4,55.86,57.1,28.55,390888,0.0,1.0
2017-04-20,58.7301,60.485,58.7301,60.1,30.05,82829,0.0,1.0
2017-04-19,60.3,61.1,60.03,60.09,30.045,59484,0.0,1.0
2017-04-18,59.12,60.24,58.65,60.0,30.0,74882,0.0,1.0
2017-04-17,58.63,59.895,58.63,59.31,29.655,42460,0.0,1.0
2017-04-13,58.59,59.29,58.5,58.65,29.325,49013,0.0,1.0
2017-04-12,59.4,60.24,58.64,58.84,29.42,96929,0.0,1.0
2017-04-11,58.63,60.08,58.44,59.65,29.825,92664,0.0,1.0
2017-04-10,58.66,59.59,58.445,58.73,29.365,87375,0.0,1.0
2017-04-07,58.9,59.165,58.35,58.78,29.39,83076,0.0,1.0
2017-04-06,58.7,59.21,57.674,59.18,29.59,105465,0.0,1.0
2017-04-05,58.46,58.58,57.89,58.33,29.165,143138,0.0,1.0
2017-04-04,58.36,59.55,57.46,58.26,29.13,121563,0.0,1.0
2017-04-03,58.43,59.0,58.04,58.41,29.205,192822,0.0,1.0
2017-03-31,58.02,58.68,57.27,58.49,29.245,137676,0.0,1.0
2017-03-30,57.46,57.91,56.95,57.88,28.94,177591,0.0,1.0
2017-03-29,57.23,57.49,56.62,57.27,28.635,184499,0.0,1.0
2017-03-28,56.35,58.59,55.89,57.52,28.76,147838,0.0,1.0
2017-03-27,56.02,57.01,55.7,56.64,28.32,63214,0.0,1.0
2017-03-24,56.5,57.03,56.185,56.48,28.24,99114,0.0,1.0
2017-03-23,55.53,56.43,55.515,56.27,28.135,64334,0.0,1.0
2017-03-22,53.83,55.76,53.53,55.76,27.88,275074,0.0,1.0
2017-03-21,56.68,56.68,53.89,53.92,26.96,141832,0.0,1.0
2017-03-20,56.57,56.79,56.15,56.37,28.185,164044,0.0,1.0
2017-03-17,56.63,57.68,56.49,56.87,28.435,479983,0.0,1.0
2017-03-16,57.72,58.38,57.05,57.06,28.53,122850,0.0,1.0
2017-03-15,56.15,58.41,56.15,57.4,28.7,231303,0.0,1.0
2017-03-14,55.26,56.06,55.23,55.94,27.97,91800,0.0,1.0
2017-03-13,54.4,56.32,54.3625,55.71,27.855,105612,0.0,1.0
2017-03-10,54.47,55.19,53.7082,54.59,27.295,114887,0.0,1.0
2017-03-09,53.37,54.33,53.01,53.94,26.97,88841,0.0,1.0
2017-03-08,54.36,54.55,53.1,53.25,26.625,58697,0.0,1.0
2017-03-07,53.63,54.64,53.63,54.21,27.105,51374,0.0,1.0
2017-03-06,53.61,54.23,53.48,53.96,26.98,159277,0.0,1.0
2017-03-03,53.88,53.905,52.98,53.52,26.76,207291,0.0,1.0
2017-03-02,54.7,54.7,53.81,54.01,27.005,108673,0.0,1.0
2017-03-01,55.58,56.3,54.25,54.53,27.265,284992,0.0,1.0
2017-02-28,56.9,57.18,55.2,55.33,27.665,229725,0.0,1.0
2017-02-27,57.79,58.04,57.0,57.15,28.575,268268,0.0,1.0
2017-02-24,56.48,57.67,56.17,57.42,28.71,131873,0.0,1.0
2017-02-23,56.75,57.07,55.87,56.71,28.355,139144,0.0,1.0
2017-02-22,55.13,56.66,54.98,56.6,28.3,159574,0.0,1.0
2017-02-21,54.71,55.6,54.393,55.25,27.625,140045,0.0,1.0
2017-02-17,55.29,55.76,54.06,54.58,27.29,230263,0.0,1.0
2017-02-16,55.23,55.77,54.8,55.24,27.62,147656,0.0,1.0
2017-02-15,55.54,55.54,54.46,55.12,27.56,183397,0.0,1.0
2017-02-14,56.17,56.565,55.03,55.7,27.85,189563,0.0,1.0
2017-02-13,57.86,57.96,55.64,56.32,28.16,186224,0.0,1.0
2017-02-10,56.79,59.389,56.79,57.41,28.705,190338,0.0,1.0
2017-02-09,53.61,56.695,53.25,56.41,28.205,498737,0.0,1.0
2017-02-08,53.5,54.9275,48.11,53.81,26.905,1836603,0.0,1.0
2017-02-07,67.2,67.2,65.79,66.32,33.16,123440,0.0,1.0
2017-02-06,68.72,68.72,66.24,66.72,33.36,98034,0.0,1.0
2017-02-03,68.9,69.11,68.0,68.58,34.29,88591,0.0,1.0
2017-02-02,68.03,68.55,67.35,68.47,34.235,55198,0.0,1.0
2017-02-01,69.42,69.4356,67.29,67.77,33.885,125316,0.0,1.0
2017-01-31,68.79,69.38,68.0,69.0,34.5,83368,0.0,1.0
2017-01-30,69.66,69.66,67.32,68.72,34.36,76079,0.0,1.0
2017-01-27,69.93,70.4,68.75,69.91,34.955,42145,0.0,1.0
2017-01-26,70.91,71.63,69.8601,69.97,34.985,54001,0.0,1.0
2017-01-25,72.11,72.35,71.0,71.09,35.545,46630,0.0,1.0
2017-01-24,71.0,71.54,69.55,71.35,35.675,42708,0.0,1.0
2017-01-23,70.95,70.95,69.69,70.29,35.145,42697,0.0,1.0
2017-01-20,72.05,72.05,70.19,70.7,35.35,56082,0.0,1.0
2017-01-19,70.15,72.18,70.15,72.0,36.0,80418,0.0,1.0
2017-01-18,70.25,70.66,68.375,70.5,35.25,78810,0.0,1.0
2017-01-17,70.02,70.8,68.8733,69.75,34.875,56393,0.0,1.0
2017-01-13,68.78,70.66,68.78,70.6,35.3,57670,0.0,1.0
2017-01-12,69.75,69.875,68.0,68.7,34.35,75149,0.0,1.0
2017-01-11,70.94,70.98,69.51,70.0,35.0,75240,0.0,1.0
2017-01-10,70.75,72.595,70.05,70.465,35.2325,168256,0.0,1.0
2017-01-09,70.95,71.72,70.38,71.06,35.53,126025,0.0,1.0
2017-01-06,71.88,72.1,69.8909,71.2,35.6,42786,0.0,1.0
2017-01-05,71.84,72.17,70.68,71.78,35.89,62219,0.0,1.0
2017-01-04,69.74,72.2199,69.2,72.17,36.085,161455,0.0,1.0
2017-01-03,69.9,70.6,68.6,69.485,34.7425,104150,0.0,1.0
2016-12-30,70.39,70.62,69.21,69.89,34.945,50062,0.0,1.0
