,SPSC_Open,SPSC_High,SPSC_Low,SPSC_Close,SPSC_Adj Close,SPSC_Volume,SPSC_Dividend Amount,SPSC_Split Coefficient
2021-10-05,156.55,161.72,156.5,160.48,160.48,157138,0.0,1.0
2021-10-04,162.65,162.65,155.67,156.58,156.58,276617,0.0,1.0
2021-10-01,161.86,164.35,159.19,163.54,163.54,242742,0.0,1.0
2021-09-30,164.23,165.95,161.17,161.31,161.31,226914,0.0,1.0
2021-09-29,163.56,166.02,160.86,163.72,163.72,394213,0.0,1.0
2021-09-28,160.98,162.98,159.6214,161.94,161.94,469125,0.0,1.0
2021-09-27,167.21,167.265,161.82,162.75,162.75,425219,0.0,1.0
2021-09-24,164.1,169.15,163.1997,167.8,167.8,404190,0.0,1.0
2021-09-23,162.38,164.96,159.97,164.73,164.73,365855,0.0,1.0
2021-09-22,156.17,162.19,156.0,161.71,161.71,343041,0.0,1.0
2021-09-21,154.23,156.39,152.26,156.17,156.17,282640,0.0,1.0
2021-09-20,147.79,150.69,146.79,150.55,150.55,218109,0.0,1.0
2021-09-17,150.04,150.34,147.76,149.84,149.84,653489,0.0,1.0
2021-09-16,146.74,149.84,146.21,149.25,149.25,273943,0.0,1.0
2021-09-15,143.2,147.16,142.635,146.73,146.73,241491,0.0,1.0
2021-09-14,141.37,142.72,139.44,142.53,142.53,205502,0.0,1.0
2021-09-13,138.96,141.09,135.65,140.94,140.94,195441,0.0,1.0
2021-09-10,138.15,140.32,137.055,138.44,138.44,169610,0.0,1.0
2021-09-09,137.13,140.14,137.105,137.38,137.38,355512,0.0,1.0
2021-09-08,133.58,137.35,132.915,137.13,137.13,155261,0.0,1.0
2021-09-07,135.78,135.78,132.9,134.39,134.39,161142,0.0,1.0
2021-09-03,135.77,137.14,134.55,135.28,135.28,128268,0.0,1.0
2021-09-02,134.76,136.11,131.92,136.08,136.08,202061,0.0,1.0
2021-09-01,136.52,136.52,134.3,134.61,134.61,138279,0.0,1.0
2021-08-31,136.72,136.8,134.66,135.53,135.53,160403,0.0,1.0
2021-08-30,134.63,137.08,134.255,137.05,137.05,166845,0.0,1.0
2021-08-27,131.05,134.816,131.05,134.39,134.39,229199,0.0,1.0
2021-08-26,127.71,130.715,127.71,130.31,130.31,106933,0.0,1.0
2021-08-25,128.5,129.7,127.37,127.93,127.93,156821,0.0,1.0
2021-08-24,128.19,128.67,126.4538,128.25,128.25,161906,0.0,1.0
2021-08-23,125.1,128.77,124.4,128.43,128.43,355019,0.0,1.0
2021-08-20,120.68,124.37,120.49,124.27,124.27,151673,0.0,1.0
2021-08-19,119.56,122.17,118.0001,120.93,120.93,139229,0.0,1.0
2021-08-18,119.11,121.6,118.38,120.22,120.22,208104,0.0,1.0
2021-08-17,119.68,119.68,117.25,118.87,118.87,296382,0.0,1.0
2021-08-16,116.71,120.595,115.5,120.41,120.41,301589,0.0,1.0
2021-08-13,114.66,116.73,112.72,116.57,116.57,218558,0.0,1.0
2021-08-12,112.92,114.39,111.6301,114.29,114.29,100211,0.0,1.0
2021-08-11,111.05,112.84,109.25,112.67,112.67,161164,0.0,1.0
2021-08-10,112.64,112.77,109.99,111.18,111.18,85535,0.0,1.0
2021-08-09,114.41,114.41,112.59,112.61,112.61,74331,0.0,1.0
2021-08-06,113.61,114.22,112.581,114.08,114.08,132505,0.0,1.0
2021-08-05,112.47,113.95,109.055,113.78,113.78,123050,0.0,1.0
2021-08-04,110.57,112.51,110.425,112.29,112.29,155695,0.0,1.0
2021-08-03,110.09,112.065,109.2,111.84,111.84,248731,0.0,1.0
2021-08-02,109.67,111.2695,107.0,110.26,110.26,303679,0.0,1.0
2021-07-30,104.89,109.39,104.0,108.95,108.95,212336,0.0,1.0
2021-07-29,99.35,101.215,98.74,100.37,100.37,83672,0.0,1.0
2021-07-28,98.29,99.91,98.13,99.32,99.32,90620,0.0,1.0
2021-07-27,99.86,100.04,96.39,98.1,98.1,72163,0.0,1.0
2021-07-26,101.03,101.53,99.73,100.29,100.29,72288,0.0,1.0
2021-07-23,99.42,100.73,98.7135,100.7,100.7,116135,0.0,1.0
2021-07-22,101.515,101.515,98.805,99.1,99.1,89027,0.0,1.0
2021-07-21,99.22,100.87,99.2,100.36,100.36,122580,0.0,1.0
2021-07-20,96.67,100.23,96.67,99.04,99.04,174999,0.0,1.0
2021-07-19,95.09,97.51,94.84,96.14,96.14,104346,0.0,1.0
2021-07-16,97.49,97.61,96.41,96.41,96.41,81353,0.0,1.0
2021-07-15,97.13,97.81,95.34,96.31,96.31,82769,0.0,1.0
2021-07-14,98.27,99.0,96.98,97.14,97.14,76310,0.0,1.0
2021-07-13,98.4,99.48,97.57,97.99,97.99,74493,0.0,1.0
2021-07-12,100.89,100.89,98.11,98.7,98.7,121700,0.0,1.0
2021-07-09,99.76,101.075,99.02,100.77,100.77,72077,0.0,1.0
2021-07-08,99.47,100.51,97.76,99.79,99.79,99864,0.0,1.0
2021-07-07,103.23,103.99,100.79,101.06,101.06,135956,0.0,1.0
2021-07-06,101.85,103.07,100.585,102.82,102.82,89241,0.0,1.0
2021-07-02,102.0,102.8,101.69,101.69,101.69,81846,0.0,1.0
2021-07-01,99.85,101.795,98.99,101.53,101.53,109082,0.0,1.0
2021-06-30,100.92,100.92,99.79,99.85,99.85,137518,0.0,1.0
2021-06-29,101.99,101.99,100.9,101.31,101.31,82035,0.0,1.0
2021-06-28,103.1,103.5,100.84,102.16,102.16,144407,0.0,1.0
2021-06-25,102.47,103.03,101.5,102.64,102.64,327165,0.0,1.0
2021-06-24,103.51,103.58,101.8,102.52,102.52,119859,0.0,1.0
2021-06-23,101.95,103.708,101.65,102.59,102.59,143924,0.0,1.0
2021-06-22,100.26,102.11,99.68,102.11,102.11,106788,0.0,1.0
2021-06-21,98.43,100.5,97.91,100.39,100.39,175096,0.0,1.0
2021-06-18,98.87,100.42,98.02,98.24,98.24,273924,0.0,1.0
2021-06-17,98.2,101.05,98.2,98.63,98.63,144741,0.0,1.0
2021-06-16,97.65,99.23,97.27,98.76,98.76,180198,0.0,1.0
2021-06-15,98.22,98.5,97.17,97.75,97.75,134080,0.0,1.0
2021-06-14,98.01,98.94,97.455,98.42,98.42,142073,0.0,1.0
2021-06-11,96.24,97.995,95.8662,97.8,97.8,114068,0.0,1.0
2021-06-10,95.84,97.27,95.03,95.81,95.81,115457,0.0,1.0
2021-06-09,96.77,98.235,95.07,95.8,95.8,209065,0.0,1.0
2021-06-08,94.54,96.7687,94.18,96.1,96.1,123924,0.0,1.0
2021-06-07,94.19,95.52,93.75,94.18,94.18,113871,0.0,1.0
2021-06-04,93.3,95.17,91.6055,94.53,94.53,92189,0.0,1.0
2021-06-03,93.18,94.65,92.14,92.43,92.43,118920,0.0,1.0
2021-06-02,94.55,95.425,93.17,94.14,94.14,109759,0.0,1.0
2021-06-01,94.18,95.22,93.19,94.3,94.3,140216,0.0,1.0
2021-05-28,93.61,94.825,92.72,93.86,93.86,114956,0.0,1.0
2021-05-27,94.28,94.64,92.51,92.67,92.67,197475,0.0,1.0
2021-05-26,95.42,95.97,94.38,94.46,94.46,122472,0.0,1.0
2021-05-25,95.72,96.28,94.59,94.61,94.61,99979,0.0,1.0
2021-05-24,95.66,96.86,95.365,95.57,95.57,120680,0.0,1.0
2021-05-21,96.7,96.7,94.49,95.2,95.2,126848,0.0,1.0
2021-05-20,93.88,96.21,93.8,95.36,95.36,97172,0.0,1.0
2021-05-19,92.44,93.76,91.61,93.4,93.4,83707,0.0,1.0
2021-05-18,94.21,96.595,93.79,94.09,94.09,131442,0.0,1.0
2021-05-17,95.02,95.5,92.95,94.14,94.14,72741,0.0,1.0
2021-05-14,94.27,96.595,93.5,96.11,96.11,104942,0.0,1.0
2021-05-13,93.76,95.39,91.05,92.88,92.88,129190,0.0,1.0
2021-05-12,93.78,97.27,92.14,92.83,92.83,96019,0.0,1.0
2021-05-11,93.02,96.42,93.02,95.4,95.4,85668,0.0,1.0
2021-05-10,97.76,97.76,95.605,95.62,95.62,123345,0.0,1.0
2021-05-07,99.25,100.5,97.33,98.36,98.36,89257,0.0,1.0
2021-05-06,97.37,98.92,95.47,98.75,98.75,198639,0.0,1.0
2021-05-05,98.4,101.22,97.07,97.59,97.59,111986,0.0,1.0
2021-05-04,99.66,99.66,97.59,98.2,98.2,125009,0.0,1.0
2021-05-03,103.75,103.79,99.9,100.89,100.89,277278,0.0,1.0
2021-04-30,106.05,109.33,100.99,102.44,102.44,275552,0.0,1.0
2021-04-29,103.33,103.33,99.56,101.05,101.05,98727,0.0,1.0
2021-04-28,101.31,102.98,101.03,102.26,102.26,95252,0.0,1.0
2021-04-27,103.88,103.99,101.09,102.09,102.09,94507,0.0,1.0
2021-04-26,105.48,105.5,103.77,104.18,104.18,79319,0.0,1.0
2021-04-23,104.48,105.94,104.0,104.72,104.72,121064,0.0,1.0
2021-04-22,104.12,106.16,103.42,103.97,103.97,90926,0.0,1.0
2021-04-21,101.14,105.75,101.14,103.86,103.86,187511,0.0,1.0
2021-04-20,103.2,103.835,101.26,101.79,101.79,108622,0.0,1.0
2021-04-19,105.59,105.59,102.27,103.05,103.05,172832,0.0,1.0
2021-04-16,106.67,106.67,104.55,105.64,105.64,160369,0.0,1.0
2021-04-15,103.89,106.5,102.99,105.86,105.86,131732,0.0,1.0
2021-04-14,102.9,104.36,102.16,102.49,102.49,105862,0.0,1.0
2021-04-13,103.0,103.84,101.87,103.14,103.14,103930,0.0,1.0
2021-04-12,100.76,103.0,100.465,102.43,102.43,80210,0.0,1.0
2021-04-09,101.07,101.88,98.11,101.27,101.27,108449,0.0,1.0
2021-04-08,99.81,102.77,97.21,100.86,100.86,198161,0.0,1.0
2021-04-07,102.16,102.16,99.18,99.23,99.23,137396,0.0,1.0
2021-04-06,101.15,103.06,99.94,101.93,101.93,152358,0.0,1.0
2021-04-05,103.08,103.08,100.76,101.91,101.91,158658,0.0,1.0
2021-04-01,100.62,103.95,100.62,102.75,102.75,111321,0.0,1.0
2021-03-31,97.02,100.35,97.02,99.31,99.31,261239,0.0,1.0
2021-03-30,94.67,96.58,93.395,96.22,96.22,154953,0.0,1.0
2021-03-29,100.12,100.16,94.55,95.37,95.37,181766,0.0,1.0
2021-03-26,95.65,99.67,95.65,99.54,99.54,188685,0.0,1.0
2021-03-25,94.98,96.69,93.52,95.33,95.33,223599,0.0,1.0
2021-03-24,100.7,100.705,95.88,96.06,96.06,184484,0.0,1.0
2021-03-23,103.4,104.33,99.21,100.28,100.28,184016,0.0,1.0
2021-03-22,103.04,105.78,103.04,103.45,103.45,128329,0.0,1.0
2021-03-19,100.84,103.82,100.6149,102.15,102.15,372512,0.0,1.0
2021-03-18,105.69,105.7,100.635,101.39,101.39,139002,0.0,1.0
2021-03-17,106.44,107.48,104.08,107.02,107.02,131387,0.0,1.0
2021-03-16,107.35,108.995,105.92,106.96,106.96,96141,0.0,1.0
2021-03-15,106.24,107.74,105.56,107.55,107.55,111618,0.0,1.0
2021-03-12,105.91,107.06,103.775,106.85,106.85,133011,0.0,1.0
2021-03-11,105.73,108.46,105.73,106.88,106.88,168784,0.0,1.0
2021-03-10,103.8,107.19,103.6,104.03,104.03,176813,0.0,1.0
2021-03-09,100.67,103.48,100.67,102.95,102.95,169866,0.0,1.0
2021-03-08,103.58,103.58,98.77,99.17,99.17,190268,0.0,1.0
2021-03-05,98.42,103.76,97.49,103.29,103.29,398432,0.0,1.0
2021-03-04,97.93,98.85,95.24,96.68,96.68,297957,0.0,1.0
2021-03-03,100.93,101.4,97.83,98.78,98.78,260294,0.0,1.0
2021-03-02,103.97,104.83,99.6,100.57,100.57,612719,0.0,1.0
2021-03-01,102.09,103.5,99.71,103.39,103.39,282850,0.0,1.0
2021-02-26,103.68,104.29,99.49,100.73,100.73,358057,0.0,1.0
2021-02-25,104.65,107.24,103.48,104.3,104.3,175161,0.0,1.0
2021-02-24,105.78,106.46,102.81,106.45,106.45,155178,0.0,1.0
2021-02-23,107.19,107.33,102.58,106.31,106.31,263184,0.0,1.0
2021-02-22,109.01,110.12,105.02,109.06,109.06,274602,0.0,1.0
2021-02-19,109.2,110.98,108.71,110.42,110.42,162897,0.0,1.0
2021-02-18,108.29,110.16,107.106,109.02,109.02,197195,0.0,1.0
2021-02-17,109.11,109.61,106.65,108.87,108.87,187081,0.0,1.0
2021-02-16,111.05,111.95,109.32,110.48,110.48,208351,0.0,1.0
2021-02-12,106.5,110.2,103.64,110.1,110.1,285472,0.0,1.0
2021-02-11,109.43,110.32,107.83,110.32,110.32,159806,0.0,1.0
2021-02-10,109.98,110.66,107.81,108.62,108.62,150468,0.0,1.0
2021-02-09,109.43,110.0,108.34,109.07,109.07,255817,0.0,1.0
2021-02-08,108.99,109.84,107.67,108.94,108.94,107721,0.0,1.0
2021-02-05,107.88,107.88,106.07,107.74,107.74,95066,0.0,1.0
2021-02-04,103.89,106.7,102.9,106.7,106.7,117302,0.0,1.0
2021-02-03,105.61,105.61,102.92,103.48,103.48,135044,0.0,1.0
2021-02-02,103.16,106.15,102.98,105.44,105.44,130974,0.0,1.0
2021-02-01,98.94,102.42,98.94,101.94,101.94,180240,0.0,1.0
2021-01-29,102.21,103.05,98.64,98.89,98.89,199869,0.0,1.0
2021-01-28,104.02,104.02,101.25,102.87,102.87,214654,0.0,1.0
2021-01-27,102.52,106.66,99.341,102.94,102.94,270951,0.0,1.0
2021-01-26,108.22,108.22,104.623,104.87,104.87,91032,0.0,1.0
2021-01-25,109.24,110.52,105.47,107.35,107.35,113303,0.0,1.0
2021-01-22,109.35,110.34,106.535,108.55,108.55,194416,0.0,1.0
2021-01-21,115.06,115.99,109.35,109.38,109.38,161841,0.0,1.0
2021-01-20,111.31,114.44,111.31,114.02,114.02,254682,0.0,1.0
2021-01-19,107.83,110.43,107.39,110.31,110.31,334053,0.0,1.0
2021-01-15,106.14,108.21,105.8441,106.99,106.99,225280,0.0,1.0
2021-01-14,108.22,109.21,105.6,106.58,106.58,313143,0.0,1.0
2021-01-13,110.73,111.22,107.39,107.63,107.63,225131,0.0,1.0
2021-01-12,112.96,113.54,109.64,110.52,110.52,234217,0.0,1.0
2021-01-11,113.02,114.99,111.31,112.24,112.24,200966,0.0,1.0
2021-01-08,117.22,118.055,113.89,114.45,114.45,208384,0.0,1.0
2021-01-07,114.55,117.45,113.43,115.95,115.95,173365,0.0,1.0
2021-01-06,111.94,115.68,111.485,113.99,113.99,292926,0.0,1.0
2021-01-05,112.9,115.18,111.08,111.7,111.7,288707,0.0,1.0
2021-01-04,109.53,112.33,106.38,112.19,112.19,456363,0.0,1.0
2020-12-31,106.0,109.118,104.06,108.59,108.59,130101,0.0,1.0
2020-12-30,109.125,109.6999,107.525,109.0,109.0,103503,0.0,1.0
2020-12-29,108.68,110.275,106.01,108.27,108.27,161195,0.0,1.0
2020-12-28,111.23,111.5999,108.105,108.32,108.32,242900,0.0,1.0
2020-12-24,110.68,111.63,109.765,110.32,110.32,76353,0.0,1.0
2020-12-23,110.1,111.26,109.9075,110.67,110.67,185049,0.0,1.0
2020-12-22,106.79,110.42,106.79,110.1,110.1,160737,0.0,1.0
2020-12-21,103.37,106.27,102.88,106.27,106.27,191451,0.0,1.0
2020-12-18,104.65,105.24,102.67,104.63,104.63,451195,0.0,1.0
2020-12-17,98.25,102.335,92.2689,101.96,101.96,141268,0.0,1.0
2020-12-16,97.8,98.54,95.64,96.99,96.99,171958,0.0,1.0
2020-12-15,98.92,99.39,96.9,97.56,97.56,212427,0.0,1.0
2020-12-14,97.8,99.17,95.631,98.47,98.47,156918,0.0,1.0
2020-12-11,97.77,98.73,95.695,96.81,96.81,150922,0.0,1.0
2020-12-10,96.29,98.86,94.53,98.39,98.39,141762,0.0,1.0
2020-12-09,100.76,100.79,96.73,97.23,97.23,160302,0.0,1.0
2020-12-08,98.64,100.25,98.14,100.18,100.18,83623,0.0,1.0
2020-12-07,99.71,100.21,98.36,98.76,98.76,110964,0.0,1.0
2020-12-04,97.66,99.66,97.0927,99.11,99.11,96779,0.0,1.0
2020-12-03,97.63,99.22,97.45,97.76,97.76,102235,0.0,1.0
2020-12-02,99.46,99.46,96.48,97.58,97.58,113581,0.0,1.0
2020-12-01,104.46,104.923,99.225,99.64,99.64,338125,0.0,1.0
2020-11-30,104.0,104.99,102.08,103.07,103.07,180692,0.0,1.0
2020-11-27,100.65,103.99,100.02,103.88,103.88,98376,0.0,1.0
2020-11-25,98.935,100.235,97.66,99.8,99.8,174145,0.0,1.0
2020-11-24,99.1,99.7,97.23,98.27,98.27,151325,0.0,1.0
2020-11-23,96.81,99.04,96.1352,98.47,98.47,160675,0.0,1.0
2020-11-20,94.28,97.18,93.29,96.32,96.32,227022,0.0,1.0
2020-11-19,93.18,95.49,92.26,95.13,95.13,107289,0.0,1.0
2020-11-18,93.78,94.23,92.595,93.43,93.43,148341,0.0,1.0
2020-11-17,91.06,94.2,90.17,93.66,93.66,185222,0.0,1.0
2020-11-16,93.04,93.46,89.83,91.62,91.62,162834,0.0,1.0
2020-11-13,90.83,92.97,90.39,92.7,92.7,169357,0.0,1.0
2020-11-12,92.67,94.23,89.325,90.08,90.08,122579,0.0,1.0
2020-11-11,92.17,92.68,91.37,92.36,92.36,119223,0.0,1.0
2020-11-10,91.4,91.77,87.2,91.33,91.33,238037,0.0,1.0
2020-11-09,92.92,94.64,91.03,91.21,91.21,213125,0.0,1.0
2020-11-06,91.8,91.8,90.38,91.0,91.0,157428,0.0,1.0
2020-11-05,92.44,93.25,90.33,91.66,91.66,161365,0.0,1.0
2020-11-04,90.7,92.85,89.33,91.1,91.1,293266,0.0,1.0
2020-11-03,87.17,89.68,87.17,89.19,89.19,204321,0.0,1.0
2020-11-02,86.12,87.65,84.15,86.38,86.38,167820,0.0,1.0
2020-10-30,84.41,86.21,83.44,85.59,85.59,260560,0.0,1.0
2020-10-29,84.31,87.86,83.05,85.21,85.21,157902,0.0,1.0
2020-10-28,84.28,84.28,82.115,82.72,82.72,146109,0.0,1.0
2020-10-27,85.67,86.5125,85.12,85.69,85.69,109940,0.0,1.0
2020-10-26,86.3,87.975,84.0,85.27,85.27,89654,0.0,1.0
2020-10-23,85.71,86.94,84.75,86.67,86.67,88456,0.0,1.0
2020-10-22,85.5,85.78,83.74,85.43,85.43,112056,0.0,1.0
2020-10-21,86.25,86.69,84.52,85.05,85.05,89479,0.0,1.0
2020-10-20,86.83,87.31,85.06,85.9,85.9,145460,0.0,1.0
2020-10-19,87.94,88.43,86.14,86.46,86.46,113876,0.0,1.0
2020-10-16,86.71,87.62,86.21,87.29,87.29,95272,0.0,1.0
2020-10-15,84.94,86.94,84.4001,86.59,86.59,115343,0.0,1.0
2020-10-14,87.45,87.45,85.38,86.04,86.04,103003,0.0,1.0
2020-10-13,87.73,88.25,86.8,87.22,87.22,177202,0.0,1.0
2020-10-12,86.77,88.05,86.14,87.79,87.79,131588,0.0,1.0
2020-10-09,84.23,85.89,84.23,85.88,85.88,90302,0.0,1.0
2020-10-08,85.11,85.57,83.39,83.98,83.98,122169,0.0,1.0
2020-10-07,83.18,84.74,82.02,84.64,84.64,256423,0.0,1.0
2020-10-06,81.88,83.815,81.21,82.19,82.19,187297,0.0,1.0
2020-10-05,80.27,81.36,79.485,81.34,81.34,160162,0.0,1.0
2020-10-02,79.1,80.5,79.1,79.72,79.72,209449,0.0,1.0
2020-10-01,78.54,80.495,78.1,80.46,80.46,184323,0.0,1.0
2020-09-30,77.77,78.91,77.31,77.87,77.87,240572,0.0,1.0
2020-09-29,78.63,79.48,77.545,77.89,77.89,160207,0.0,1.0
2020-09-28,76.73,78.47,76.69,78.29,78.29,215021,0.0,1.0
2020-09-25,73.98,76.45,73.56,76.13,76.13,209070,0.0,1.0
2020-09-24,72.36,74.66,70.96,74.25,74.25,306637,0.0,1.0
2020-09-23,73.98,74.96,72.4,72.71,72.71,259785,0.0,1.0
2020-09-22,72.62,74.2,71.23,74.03,74.03,350901,0.0,1.0
2020-09-21,70.43,72.31,70.17,72.28,72.28,304407,0.0,1.0
2020-09-18,73.71,74.0407,70.15,71.41,71.41,567166,0.0,1.0
2020-09-17,74.1,75.05,72.375,72.82,72.82,344839,0.0,1.0
2020-09-16,77.13,77.91,75.31,75.45,75.45,277063,0.0,1.0
2020-09-15,76.33,77.32,75.87,76.36,76.36,124999,0.0,1.0
2020-09-14,75.19,76.5665,75.16,75.71,75.71,181356,0.0,1.0
2020-09-11,75.54,76.48,73.16,74.27,74.27,164777,0.0,1.0
2020-09-10,76.38,77.39,74.73,74.8,74.8,137637,0.0,1.0
2020-09-09,74.56,76.44,74.56,75.9,75.9,181162,0.0,1.0
2020-09-08,74.78,75.41,73.08,73.6,73.6,249286,0.0,1.0
2020-09-04,80.56,80.84,73.88,76.21,76.21,290744,0.0,1.0
2020-09-03,82.9,83.07,78.05,80.22,80.22,395672,0.0,1.0
2020-09-02,82.83,83.85,80.84,83.65,83.65,210989,0.0,1.0
2020-09-01,80.03,83.01,79.88,82.28,82.28,252056,0.0,1.0
2020-08-31,80.72,81.41,79.76,79.88,79.88,287202,0.0,1.0
2020-08-28,80.97,81.43,80.59,80.87,80.87,119069,0.0,1.0
2020-08-27,82.35,82.35,79.6495,80.52,80.52,194775,0.0,1.0
2020-08-26,79.97,82.2,79.97,81.98,81.98,167879,0.0,1.0
2020-08-25,78.85,79.9,78.53,79.69,79.69,200981,0.0,1.0
2020-08-24,78.94,79.5,78.31,78.99,78.99,185953,0.0,1.0
2020-08-21,78.78,78.93,77.36,78.36,78.36,224743,0.0,1.0
2020-08-20,77.54,79.35,77.54,78.89,78.89,253965,0.0,1.0
2020-08-19,79.23,79.42,77.64,77.89,77.89,156375,0.0,1.0
2020-08-18,79.33,80.17,78.44,79.19,79.19,147815,0.0,1.0
2020-08-17,77.88,79.59,77.29,79.33,79.33,160821,0.0,1.0
2020-08-14,78.34,78.52,76.95,77.33,77.33,129199,0.0,1.0
2020-08-13,77.76,79.36,76.52,78.29,78.29,173085,0.0,1.0
2020-08-12,78.38,78.945,74.6774,77.68,77.68,201355,0.0,1.0
2020-08-11,78.28,79.57,76.82,77.8,77.8,225422,0.0,1.0
2020-08-10,77.16,82.82,74.74,78.17,78.17,511652,0.0,1.0
2020-08-07,76.6,77.22,75.79,76.81,76.81,211046,0.0,1.0
2020-08-06,76.99,77.2,75.41,76.89,76.89,171911,0.0,1.0
2020-08-05,75.54,77.8,74.77,77.04,77.04,293536,0.0,1.0
2020-08-04,74.0,75.55,73.57,75.34,75.34,252715,0.0,1.0
2020-08-03,75.49,76.44,73.36,74.31,74.31,405041,0.0,1.0
2020-07-31,74.79,75.34,71.45,75.17,75.17,340551,0.0,1.0
2020-07-30,73.13,73.815,72.56,73.32,73.32,189775,0.0,1.0
2020-07-29,72.43,75.0,72.25,74.095,74.095,169464,0.0,1.0
2020-07-28,73.04,73.55,71.93,71.93,71.93,159916,0.0,1.0
2020-07-27,72.49,73.44,71.775,73.12,73.12,235270,0.0,1.0
2020-07-24,72.84,73.38,71.25,72.07,72.07,118731,0.0,1.0
2020-07-23,73.53,75.15,72.52,73.22,73.22,272445,0.0,1.0
2020-07-22,75.0,75.39,73.63,73.92,73.92,240649,0.0,1.0
2020-07-21,75.37,75.38,74.18,75.0,75.0,228553,0.0,1.0
2020-07-20,73.07,75.05,72.92,74.95,74.95,127055,0.0,1.0
2020-07-17,71.75,73.32,71.37,72.78,72.78,140600,0.0,1.0
2020-07-16,72.3,72.3,70.73,71.72,71.72,158500,0.0,1.0
2020-07-15,73.08,73.92,71.58,72.75,72.75,210000,0.0,1.0
2020-07-14,71.21,72.33,69.39,72.03,72.03,217700,0.0,1.0
2020-07-13,75.3,75.34,71.09,71.1,71.1,294700,0.0,1.0
2020-07-10,75.54,75.54,73.56,74.5,74.5,149500,0.0,1.0
2020-07-09,76.05,76.35,74.39,75.37,75.37,162600,0.0,1.0
2020-07-08,74.57,75.58,73.85,75.55,75.55,207500,0.0,1.0
2020-07-07,74.7,76.34,74.17,74.36,74.36,224700,0.0,1.0
2020-07-06,77.08,77.08,75.05,75.28,75.28,155300,0.0,1.0
2020-07-02,77.24,77.59,75.83,76.14,76.14,154800,0.0,1.0
2020-07-01,75.34,76.73,75.17,76.07,76.07,247000,0.0,1.0
2020-06-30,74.55,75.8,73.63,75.12,75.12,430200,0.0,1.0
2020-06-29,75.0,75.37,73.67,74.75,74.75,250400,0.0,1.0
2020-06-26,76.5,76.74,74.58,74.77,74.77,563209,0.0,1.0
2020-06-25,73.69,76.59,73.46,76.59,76.59,239912,0.0,1.0
2020-06-24,75.85,75.93,73.35,73.76,73.76,272284,0.0,1.0
2020-06-23,75.65,76.85,74.92,75.68,75.68,582389,0.0,1.0
2020-06-22,72.67,74.98,72.37,74.8,74.8,456598,0.0,1.0
2020-06-19,73.68,73.9,72.32,72.68,72.68,684189,0.0,1.0
2020-06-18,72.69,73.91,72.22,72.85,72.85,382694,0.0,1.0
2020-06-17,72.85,73.88,72.42,73.0,73.0,383641,0.0,1.0
2020-06-16,72.63,73.75,71.725,72.51,72.51,345089,0.0,1.0
2020-06-15,66.36,70.7,66.36,70.36,70.36,315105,0.0,1.0
2020-06-12,68.5,69.19,66.2,67.69,67.69,186211,0.0,1.0
2020-06-11,68.38,69.12,66.71,66.72,66.72,305169,0.0,1.0
2020-06-10,70.56,70.988,68.78,69.55,69.55,388686,0.0,1.0
2020-06-09,72.75,72.82,70.14,70.21,70.21,320742,0.0,1.0
2020-06-08,73.14,73.415,71.785,72.89,72.89,329291,0.0,1.0
2020-06-05,74.02,74.28,71.64,72.8,72.8,290476,0.0,1.0
2020-06-04,71.88,72.25,70.59,71.64,71.64,219028,0.0,1.0
2020-06-03,70.77,72.77,70.44,72.57,72.57,273459,0.0,1.0
2020-06-02,69.4,70.98,68.945,70.61,70.61,426767,0.0,1.0
2020-06-01,68.18,70.05,67.3657,69.08,69.08,317440,0.0,1.0
2020-05-29,66.91,68.38,66.72,68.16,68.16,354063,0.0,1.0
2020-05-28,68.14,69.865,66.51,66.85,66.85,401700,0.0,1.0
2020-05-27,67.28,68.58,65.27,68.34,68.34,373296,0.0,1.0
2020-05-26,65.0,66.83,64.6,66.76,66.76,380027,0.0,1.0
2020-05-22,62.81,64.835,62.81,64.34,64.34,222790,0.0,1.0
2020-05-21,62.23,63.27,61.735,62.69,62.69,388451,0.0,1.0
2020-05-20,60.76,62.72,60.36,62.16,62.16,312732,0.0,1.0
2020-05-19,59.12,60.45,58.935,59.97,59.97,505772,0.0,1.0
2020-05-18,59.63,60.46,58.73,59.0,59.0,253456,0.0,1.0
2020-05-15,56.23,58.44,55.7974,58.0,58.0,533406,0.0,1.0
2020-05-14,55.35,56.64,54.23,56.55,56.55,312771,0.0,1.0
2020-05-13,57.31,57.64,55.145,56.14,56.14,236353,0.0,1.0
2020-05-12,59.04,59.6933,57.36,57.42,57.42,354647,0.0,1.0
2020-05-11,58.67,59.7476,58.23,59.12,59.12,247724,0.0,1.0
2020-05-08,60.42,60.42,58.66,59.59,59.59,353499,0.0,1.0
2020-05-07,57.41,60.22,57.31,59.69,59.69,399172,0.0,1.0
2020-05-06,56.22,57.56,56.08,56.54,56.54,159365,0.0,1.0
2020-05-05,55.25,56.88,54.84,55.89,55.89,277431,0.0,1.0
2020-05-04,53.91,54.9,53.3,54.265,54.265,402833,0.0,1.0
2020-05-01,54.87,56.76,50.53,54.33,54.33,476827,0.0,1.0
2020-04-30,53.68,55.63,53.31,55.51,55.51,503633,0.0,1.0
2020-04-29,53.81,55.24,52.8,54.43,54.43,262154,0.0,1.0
2020-04-28,52.9,53.29,51.66,52.11,52.11,412707,0.0,1.0
2020-04-27,51.75,52.31,50.7,51.7,51.7,400141,0.0,1.0
