,CPLA_Open,CPLA_High,CPLA_Low,CPLA_Close,CPLA_Adj Close,CPLA_Volume,CPLA_Dividend Amount,CPLA_Split Coefficient
2015-08-31,49.17,50.0,48.52,48.75,45.6488891952112,179577,0.0,1.0
2015-08-28,47.92,49.67,47.88,49.2,46.0702635570132,158786,0.0,1.0
2015-08-27,47.99,49.08,47.22,48.03,44.9746902163281,203519,0.0,1.0
2015-08-26,48.01,48.01,46.63,47.79,44.7499572233671,111044,0.0,1.0
2015-08-25,48.53,48.94,46.55,47.15,44.1506692421376,187749,0.0,1.0
2015-08-24,46.25,48.47,46.25,47.35,44.3379467362718,115862,0.37,1.0
2015-08-21,48.14,49.47,47.41,48.57,45.1277047984225,106254,0.0,1.0
2015-08-20,48.35,49.46,47.91,48.88,45.4157342093246,115105,0.0,1.0
2015-08-19,48.9,49.44,48.39,48.75,45.2949476821721,137567,0.0,1.0
2015-08-18,49.66,49.88,49.05,49.27,45.7780937907819,81788,0.0,1.0
2015-08-17,49.75,50.208,49.47,49.67,46.1497446435587,75298,0.0,1.0
2015-08-14,49.9,50.18,49.22,49.93,46.3913176978637,96185,0.0,1.0
2015-08-13,52.17,52.53,49.94,50.07,46.5213954963355,187755,0.0,1.0
2015-08-12,51.0,52.18,50.85,52.15,48.4539799307749,175369,0.0,1.0
2015-08-11,51.6,51.8,50.88,51.31,47.6735131399436,138426,0.0,1.0
2015-08-10,51.13,52.15,50.76,51.97,48.2867370470253,189270,0.0,1.0
2015-08-07,50.38,51.06,50.28,50.95,47.3390273724445,125256,0.0,1.0
2015-08-06,51.04,51.04,50.487,50.61,47.0231241475842,95268,0.0,1.0
2015-08-05,51.06,51.3,50.37,50.8,47.1996583026532,112809,0.0,1.0
2015-08-04,50.75,51.23,50.5,50.67,47.0788717755007,71348,0.0,1.0
2015-08-03,51.39,51.485,50.1725,50.64,47.0509979615425,110723,0.0,1.0
2015-07-31,51.39,52.17,51.19,51.51,47.859338566332,97750,0.0,1.0
2015-07-30,50.5,51.955,50.48,51.11,47.4876877135552,196047,0.0,1.0
2015-07-29,49.91,51.31,49.91,50.5,46.9209201630706,150749,0.0,1.0
2015-07-28,52.57,52.57,49.57,50.25,46.6886383800851,389192,0.0,1.0
2015-07-27,52.97,54.21,52.06,52.88,49.1322427370925,153284,0.0,1.0
2015-07-24,54.02,54.07,52.93,52.97,49.2158641789673,97938,0.0,1.0
2015-07-23,55.09,55.45,53.4,54.1,50.2657778380618,126756,0.0,1.0
2015-07-22,53.87,55.39,53.7,55.25,51.3342740397951,113600,0.0,1.0
2015-07-21,54.43,55.35,53.62,53.91,50.0892436829928,80609,0.0,1.0
2015-07-20,54.26,54.62,53.27,54.57,50.7024675900745,101939,0.0,1.0
2015-07-17,54.89,55.27,54.05,54.15,50.3122341946589,77973,0.0,1.0
2015-07-16,54.9,55.39,54.69,54.81,50.9254581017406,66711,0.0,1.0
2015-07-15,54.01,54.86,53.62,54.49,50.6281374195191,96722,0.0,1.0
2015-07-14,53.71,54.34,53.01,53.87,50.0520785977151,144042,0.0,1.0
2015-07-13,54.61,54.98,53.4,53.57,49.7733404581325,107753,0.0,1.0
2015-07-10,53.71,54.69,53.71,54.35,50.4980596210473,65652,0.0,1.0
2015-07-09,53.22,53.91,52.8,53.68,49.8755444426461,88728,0.0,1.0
2015-07-08,52.16,53.1,51.8,52.74,49.0021649386207,159390,0.0,1.0
2015-07-07,53.46,53.46,52.07,52.69,48.9557085820236,103308,0.0,1.0
2015-07-06,53.0,54.19,53.0,53.4,49.6153888457024,77234,0.0,1.0
2015-07-02,54.14,54.53,52.82,53.49,49.6990102875771,123544,0.0,1.0
2015-07-01,54.01,54.675,53.49,54.02,50.1914476675064,126278,0.0,1.0
2015-06-30,53.42,53.94,52.93,53.67,49.8662531713267,123866,0.0,1.0
2015-06-29,55.31,55.82,53.35,53.44,49.65255393098,98085,0.0,1.0
2015-06-26,55.89,56.03,55.07,55.6,51.6594685359748,175339,0.0,1.0
2015-06-25,56.1,56.26,55.34,55.88,51.9196241329185,67058,0.0,1.0
2015-06-24,56.6,56.87,56.07,56.1,52.1240321019457,70368,0.0,1.0
2015-06-23,56.94,57.05,56.21,56.6,52.5885956679167,173420,0.0,1.0
2015-06-22,57.34,57.51,56.66,56.8,52.7744210943051,98008,0.0,1.0
2015-06-19,56.51,57.4,56.385,56.98,52.9416639780547,174681,0.0,1.0
2015-06-18,56.79,56.79,54.88,56.34,52.3470226136118,579391,0.0,1.0
2015-06-17,57.89,58.04,56.38,56.58,52.5700131252779,146762,0.0,1.0
2015-06-16,57.17,57.72,56.724,57.71,53.6199267843724,90685,0.0,1.0
2015-06-15,56.82,57.41,55.9,57.32,53.257567202915,177513,0.0,1.0
2015-06-12,57.09,57.94,56.46,57.15,53.0996155904848,134693,0.0,1.0
2015-06-11,56.12,57.04,55.55,57.03,52.9881203346518,156563,0.0,1.0
2015-06-10,55.04,56.03,54.88,55.9,51.9382066755573,178720,0.0,1.0
2015-06-09,54.54,55.02,53.9,54.75,50.8697104738241,174755,0.0,1.0
2015-06-08,55.24,55.25,53.8,54.41,50.5538072489638,184393,0.0,1.0
2015-06-05,54.37,55.595,53.94,55.52,51.5851383654194,229485,0.0,1.0
2015-06-04,53.23,54.98,53.05,54.01,50.182156396187,528672,0.0,1.0
2015-06-03,53.62,54.18,53.1,53.4,49.6153888457024,76962,0.0,1.0
2015-06-02,53.21,54.21,52.93,53.31,49.5317674038276,77219,0.0,1.0
2015-06-01,53.42,54.01,52.81,53.34,49.5596412177859,86951,0.37,1.0
2015-05-29,53.78,54.05,52.9,53.27,49.1536415503901,131278,0.0,1.0
2015-05-28,53.12,54.05,53.03,53.53,49.3935504447603,78874,0.0,1.0
2015-05-27,52.94,53.76,52.61,53.43,49.3012777930795,96397,0.0,1.0
2015-05-26,53.3,53.33,52.26,52.92,48.8306872695071,99747,0.0,1.0
2015-05-22,52.96,53.7799,52.4,53.63,49.4858230964412,86631,0.0,1.0
2015-05-21,52.77,53.12,52.45,52.83,48.7476418829943,89416,0.0,1.0
2015-05-20,52.76,53.24,52.23,52.67,48.600005640305,91828,0.0,1.0
2015-05-19,52.54,53.19,51.84,52.65,48.5815511099688,188741,0.0,1.0
2015-05-18,53.73,53.905,51.2,52.27,48.2309150335816,250409,0.0,1.0
2015-05-15,53.33,53.77,53.01,53.73,49.578095748122,140239,0.0,1.0
2015-05-14,52.96,53.85,52.13,53.51,49.3750959144241,119564,0.0,1.0
2015-05-13,51.52,53.0,51.25,52.52,48.4615966627837,122931,0.0,1.0
2015-05-12,52.75,52.75,51.16,51.22,47.2620521909326,87914,0.0,1.0
2015-05-11,51.4,53.56,51.36,52.83,48.7476418829943,166448,0.0,1.0
2015-05-08,52.16,52.25,50.479,51.55,47.5665519414794,238203,0.0,1.0
2015-05-07,52.0,52.57,51.15,52.13,48.1017333212284,135763,0.0,1.0
2015-05-06,52.71,53.1,51.5,51.87,47.8618244268582,141381,0.0,1.0
2015-05-05,53.21,53.5,51.85,52.81,48.7291873526582,171451,0.0,1.0
2015-05-04,53.66,54.84,52.5,53.26,49.144414285222,143723,0.0,1.0
2015-05-01,54.0,54.515,53.23,53.47,49.3381868537518,139979,0.0,1.0
2015-04-30,54.56,55.0,53.41,54.03,49.8549137031646,228315,0.0,1.0
2015-04-29,58.17,59.46,54.32,54.78,50.546958590771,219518,0.0,1.0
2015-04-28,59.14,59.74,57.0201,57.03,52.6230932535901,226894,0.0,1.0
2015-04-27,67.03,67.56,63.338,63.79,58.8607245072158,186535,0.0,1.0
2015-04-24,67.88,67.9,66.38,66.65,61.4997223452882,110845,0.0,1.0
2015-04-23,67.67,68.93,66.66,67.88,62.6346759609626,127048,0.0,1.0
2015-04-22,66.67,68.55,66.14,67.67,62.4409033924329,96211,0.0,1.0
2015-04-21,67.37,68.07,66.2,66.88,61.7119494441541,116708,0.0,1.0
2015-04-20,65.78,67.57,65.02,66.96,61.7857675654988,104348,0.0,1.0
2015-04-17,66.09,66.09,64.65,65.42,60.3647687296137,68667,0.0,1.0
2015-04-16,67.35,67.88,65.83,66.67,61.5181768756243,91112,0.0,1.0
2015-04-15,66.68,68.14,66.62,67.32,62.1179491115499,116023,0.0,1.0
2015-04-14,66.36,66.9,65.86,66.65,61.4997223452882,126974,0.0,1.0
2015-04-13,65.9,66.66,65.585,66.32,61.1952225947413,93789,0.0,1.0
2015-04-10,65.49,66.33,65.49,65.71,60.6323594194881,24535,0.0,1.0
2015-04-09,66.01,66.26,64.56,66.04,60.936859170035,50835,0.0,1.0
2015-04-08,65.43,66.36,65.13,66.12,61.0106772913796,48697,0.0,1.0
2015-04-07,65.19,66.48,64.63,65.22,60.180223426252,65711,0.0,1.0
2015-04-06,66.68,66.68,64.83,65.04,60.0141326532264,75351,0.0,1.0
2015-04-02,65.82,67.2,65.82,66.92,61.7488585048265,53489,0.0,1.0
2015-04-01,64.88,66.18,64.29,65.66,60.5862230936477,79823,0.0,1.0
2015-03-31,65.87,66.23,64.44,64.88,59.8664964105371,258948,0.0,1.0
2015-03-30,66.95,67.57,66.15,66.44,61.3059497767584,56278,0.0,1.0
2015-03-27,65.53,67.09,64.84,66.81,61.6473585879775,56400,0.0,1.0
2015-03-26,65.62,66.3,65.12,65.76,60.6784957453286,60759,0.0,1.0
2015-03-25,68.32,68.32,65.82,66.07,60.9645409655392,107621,0.0,1.0
2015-03-24,65.97,68.47,65.58,68.32,63.0406756283584,61587,0.0,1.0
2015-03-23,66.09,66.5,65.75,65.92,60.8261319880179,103573,0.0,1.0
2015-03-20,66.0,66.74,65.75,66.35,61.2229043902456,167461,0.0,1.0
2015-03-19,65.94,66.36,65.65,66.0,60.8999501093626,140383,0.0,1.0
2015-03-18,66.25,66.82,65.65,66.2,61.0844954127243,86377,0.0,1.0
2015-03-17,66.29,66.6,65.94,66.32,61.1952225947413,75958,0.0,1.0
2015-03-16,66.08,67.25,65.6411,66.63,61.481267814952,108010,0.0,1.0
2015-03-13,66.23,66.63,64.67,65.6,60.5308595026392,102934,0.0,1.0
2015-03-12,65.8,66.59,65.2,66.14,61.0291318217158,85784,0.0,1.0
2015-03-11,65.5,65.67,64.85,65.3,60.2540415475966,77657,0.0,1.0
2015-03-10,65.38,65.9399,64.55,65.71,60.6323594194881,67031,0.37,1.0
2015-03-09,64.67,66.61,64.67,66.12,60.6690618162312,64609,0.0,1.0
2015-03-06,65.11,66.002,64.05,64.75,59.4120047277823,85833,0.0,1.0
2015-03-05,65.64,65.89,64.76,65.6,60.1919306585717,58407,0.0,1.0
2015-03-04,64.86,65.89,64.17,65.4,60.0084186748566,50617,0.0,1.0
2015-03-03,65.33,66.115,64.34,65.31,59.9258382821848,89667,0.0,1.0
2015-03-02,64.92,66.745,64.69,65.67,60.2561598528721,68327,0.0,1.0
2015-02-27,65.55,65.915,64.53,64.82,59.4762339220826,49190,0.0,1.0
2015-02-26,65.31,66.19,64.39,65.69,60.2745110512436,51691,0.0,1.0
2015-02-25,65.36,66.446,64.96,65.47,60.0726478691569,41060,0.0,1.0
2015-02-24,65.2,66.62,65.17,65.31,59.9258382821848,41508,0.0,1.0
2015-02-23,65.37,65.43,63.99,65.15,59.7790286952127,49148,0.0,1.0
2015-02-20,65.59,65.9499,64.45,65.37,59.9808918772993,40200,0.0,1.0
2015-02-19,65.76,66.47,65.36,65.4,60.0084186748566,59636,0.0,1.0
2015-02-18,64.81,66.06,64.81,65.5,60.1001746667142,45723,0.0,1.0
2015-02-17,65.27,66.11,63.85,64.92,59.5679899139402,79519,0.0,1.0
2015-02-13,67.02,67.11,63.99,65.23,59.8524334886987,180066,0.0,1.0
2015-02-12,69.7,72.47,66.16,66.6,61.1094905771475,194168,0.0,1.0
2015-02-11,64.01,68.41,63.71,66.53,61.0452613828472,183092,0.0,1.0
2015-02-10,65.72,65.72,63.613,64.19,58.8981711733799,173242,0.0,1.0
2015-02-09,68.45,68.45,64.99,65.66,60.2469842536863,146459,0.0,1.0
2015-02-06,72.55,72.55,66.64,68.71,63.0455420053425,218803,0.0,1.0
2015-02-05,72.82,73.91,71.34,72.86,66.853415667432,104946,0.0,1.0
2015-02-04,70.68,73.92,70.607,73.84,67.7526243876363,106890,0.0,1.0
2015-02-03,70.0,71.43,69.49,71.1,65.2385102107386,105095,0.0,1.0
2015-02-02,67.91,69.945,67.16,69.88,64.1190871100761,68244,0.0,1.0
2015-01-30,68.58,69.56,67.13,67.99,62.3848988639679,82572,0.0,1.0
2015-01-29,68.99,69.63,68.59,68.95,63.2657563858006,62605,0.0,1.0
2015-01-28,68.98,69.275,67.11,68.62,62.9629616126706,60246,0.0,1.0
2015-01-27,69.25,70.15,68.76,68.97,63.2841075841722,51492,0.0,1.0
2015-01-26,69.73,70.11,69.23,69.92,64.1557895068192,86461,0.0,1.0
2015-01-23,69.83,70.19,69.584,69.84,64.0823847133331,36935,0.0,1.0
2015-01-22,69.54,70.1875,68.37,69.72,63.972277523104,84731,0.0,1.0
2015-01-21,69.14,70.02,68.68,69.28,63.5685511589307,49876,0.0,1.0
2015-01-20,69.97,70.42,68.09,69.25,63.5410243613734,56499,0.0,1.0
2015-01-16,67.97,70.63,67.97,69.76,64.008979919847,93718,0.0,1.0
2015-01-15,70.26,70.3,68.035,68.28,62.6509912403549,75752,0.0,1.0
2015-01-14,69.11,70.63,68.7,70.25,64.4585842799492,88852,0.0,1.0
2015-01-13,69.38,71.23,68.27,69.64,63.8988727296179,126719,0.0,1.0
2015-01-12,68.21,69.09,67.44,68.79,63.1189467988285,105211,0.0,1.0
2015-01-09,71.56,71.56,67.57,67.83,62.2380892769958,129791,0.0,1.0
2015-01-08,71.39,72.96,69.56,71.45,65.5596561822401,107013,0.0,1.0
2015-01-07,71.3,71.56,69.74,71.51,65.6147097773547,57003,0.0,1.0
2015-01-06,72.47,72.47,69.28,70.56,64.7430278547077,91253,0.0,1.0
2015-01-05,74.0,74.7,71.32,72.5,66.5230940967447,63569,0.0,1.0
2015-01-02,77.23,77.23,73.08,74.52,68.3765651322678,62509,0.0,1.0
2014-12-31,76.26,77.36,75.85,76.96,70.6154113335927,110645,0.0,1.0
2014-12-30,76.23,77.05,75.64,76.21,69.9272413946609,38971,0.0,1.0
2014-12-29,74.99,77.855,74.99,76.57,70.2575629653482,42333,0.0,1.0
2014-12-26,75.07,75.875,74.71,75.25,69.0463838728281,60912,0.0,1.0
2014-12-24,75.0,75.0,74.2,74.6,68.4499699257538,21220,0.0,1.0
2014-12-23,75.16,75.7995,74.18,74.98,68.7986426948127,36258,0.0,1.0
2014-12-22,74.33,75.23,72.43,74.95,68.7711158972554,51220,0.37,1.0
2014-12-19,75.33,75.68,73.85,74.35,67.8854549516853,230490,0.0,1.0
2014-12-18,73.755,76.26,73.56,75.54,68.9719874519208,189293,0.0,1.0
2014-12-17,70.18,73.26,70.18,73.08,66.7258782497534,64850,0.0,1.0
2014-12-16,69.34,71.01,68.44,70.17,64.0688954130432,49779,0.0,1.0
2014-12-15,69.55,70.05,69.04,69.76,63.6945438793486,53940,0.0,1.0
2014-12-12,67.61,71.262,67.61,69.55,63.5028028498953,51273,0.0,1.0
2014-12-11,68.58,71.29,67.62,68.32,62.3797482488116,66248,0.0,1.0
2014-12-10,70.96,71.78,67.63,68.42,62.4710535009322,84151,0.0,1.0
2014-12-09,68.76,71.3,67.91,71.06,64.8815121569167,148022,0.0,1.0
2014-12-08,70.48,71.47,68.76,69.21,63.1923649926851,88893,0.0,1.0
2014-12-05,70.26,72.32,70.25,70.81,64.6532490266152,57707,0.0,1.0
2014-12-04,71.2,72.0,70.0,70.26,64.1510701399517,67347,0.0,1.0
2014-12-03,71.64,72.49,71.0,71.43,65.219341589763,67239,0.0,1.0
2014-12-02,68.62,71.82,68.62,71.48,65.2649942158234,105944,0.0,1.0
2014-12-01,68.49,70.4699,68.21,68.6,62.6354029547493,58491,0.0,1.0
2014-11-28,69.29,71.05,68.03,68.18,62.2519208958427,33148,0.0,1.0
2014-11-26,70.11,70.845,69.35,69.51,63.466280749047,90075,0.0,1.0
2014-11-25,70.79,70.79,69.4,69.89,63.8132407071054,39123,0.0,1.0
2014-11-24,70.08,71.45,69.85,70.93,64.7628153291599,54610,0.0,1.0
2014-11-21,70.48,71.9,69.98,70.12,64.0232427869828,95548,0.0,1.0
2014-11-20,68.25,69.96,68.25,69.6,63.5484554759556,37577,0.0,1.0
2014-11-19,68.74,69.4,67.08,68.45,62.4984450765684,37723,0.0,1.0
2014-11-18,68.68,69.51,68.28,68.79,62.8088829337785,43333,0.0,1.0
2014-11-17,70.2,70.37,67.97,68.43,62.4801840261443,79613,0.0,1.0
2014-11-14,69.16,70.48,68.41,70.2,64.0962869886793,66223,0.0,1.0
2014-11-13,70.31,70.44,68.34,68.93,62.9367102867474,45712,0.0,1.0
2014-11-12,68.68,70.56,67.94,70.11,64.0141122617708,67090,0.0,1.0
2014-11-11,68.99,69.055,68.17,68.58,62.6171419043252,89214,0.0,1.0
2014-11-10,69.87,69.87,68.2,69.17,63.1558428918369,57724,0.0,1.0
2014-11-07,69.21,70.19,68.12,69.65,63.5941081020159,74876,0.0,1.0
2014-11-06,69.72,69.83,68.1,69.46,63.4206281229867,82831,0.0,1.0
2014-11-05,69.86,70.355,67.92,69.49,63.4480196986229,67931,0.0,1.0
2014-11-04,69.89,70.34,68.79,69.62,63.5667165263797,84633,0.0,1.0
2014-11-03,70.74,71.53,69.55,69.84,63.7675880810451,112765,0.0,1.0
2014-10-31,71.51,72.1,70.67,70.74,64.5893353501307,178356,0.0,1.0
2014-10-30,72.43,72.43,70.44,71.13,64.9454258334011,70698,0.0,1.0
2014-10-29,70.0,73.04,70.0,72.25,65.9680446571522,81713,0.0,1.0
2014-10-28,66.93,70.24,66.78,69.93,63.8497628079536,80561,0.0,1.0
2014-10-27,66.29,66.79,65.46,66.78,60.9736473661539,48847,0.0,1.0
2014-10-24,65.86,67.45,65.25,66.42,60.6449484585197,44094,0.0,1.0
2014-10-23,66.0,67.25,65.465,66.24,60.4805990047025,35023,0.0,1.0
2014-10-22,66.23,66.25,64.84,65.32,59.6405906851928,28227,0.0,1.0
2014-10-21,67.34,67.34,65.03,66.28,60.5171211055508,36172,0.0,1.0
2014-10-20,66.44,67.3,65.51,66.73,60.9279947400936,42316,0.0,1.0
2014-10-17,68.01,68.01,64.4,66.53,60.7453842358524,97810,0.0,1.0
2014-10-16,63.91,67.96,63.91,67.06,61.2293020720917,90087,0.0,1.0
2014-10-15,60.45,65.075,60.45,64.61,58.9923233951363,74673,0.0,1.0
2014-10-14,61.45,61.91,60.87,61.02,55.7144648440059,83692,0.0,1.0
2014-10-13,61.0,62.19,60.64,60.9,55.6048985414611,60118,0.0,1.0
2014-10-10,60.75,62.03,60.75,61.14,55.8240311465506,40383,0.0,1.0
2014-10-09,61.61,62.31,60.5,61.09,55.7783785204903,40038,0.0,1.0
2014-10-08,59.95,62.82,59.95,61.86,56.4814289618191,44821,0.0,1.0
2014-10-07,59.95,60.585,59.21,59.91,54.7009765454669,50646,0.0,1.0
2014-10-06,61.85,61.88,60.18,60.25,55.0114144026771,26982,0.0,1.0
2014-10-03,62.43,62.99,61.71,61.91,56.5270815878795,26342,0.0,1.0
2014-10-02,61.11,62.67,60.41,61.83,56.4540373861829,45180,0.0,1.0
2014-10-01,62.44,63.55,61.52,61.68,56.317079508002,91722,0.0,1.0
2014-09-30,60.93,62.95,60.93,62.6,57.1570878275118,100835,0.0,1.0
2014-09-29,60.42,61.42,60.135,61.13,55.8149006213386,29171,0.0,1.0
2014-09-26,60.91,61.52,60.38,61.25,55.9244669238833,32168,0.0,1.0
2014-09-25,61.13,62.25,60.1,60.91,55.6140290666732,55231,0.0,1.0
2014-09-24,60.78,61.65,60.61,61.25,55.9244669238833,25471,0.0,1.0
2014-09-23,60.31,61.02,60.31,60.71,55.4314185624319,55700,0.0,1.0
2014-09-22,60.43,60.99,60.31,60.57,55.3035912094631,31700,0.0,1.0
2014-09-19,62.85,62.86,60.58,60.73,55.4496796128561,95600,0.0,1.0
2014-09-18,63.65,63.77,62.22,62.89,57.4218730586616,37300,0.0,1.0
2014-09-17,65.13,65.57,62.89,63.59,58.061009823506,54300,0.0,1.0
2014-09-16,64.23,65.38,63.95,64.92,59.2753696767103,45100,0.0,1.0
2014-09-15,65.04,65.36,64.56,64.59,58.9740623447122,31100,0.0,1.0
2014-09-12,65.48,66.09,64.63,65.21,59.5401549078601,43400,0.0,1.0
2014-09-11,64.62,65.64,64.4949,65.22,59.5492854330722,30500,0.0,1.0
2014-09-10,62.84,65.26,62.84,64.87,59.22971705065,68000,0.0,1.0
2014-09-09,63.01,63.31,61.95,62.64,57.19360992836,39900,0.0,1.0
2014-09-08,63.1,63.36,62.48,63.03,57.5497004116305,34700,0.35,1.0
2014-09-05,63.5,64.08,63.1901,63.31,57.4861396822393,27300,0.0,1.0
2014-09-04,64.477,65.04,63.41,63.75,57.8856642669839,32200,0.0,1.0
2014-09-03,65.55,65.8,63.7,64.13,58.2307082265361,35400,0.0,1.0
2014-09-02,65.44,65.74,64.76,65.11,59.1205584380129,37000,0.0,1.0
2014-08-29,64.62,65.31,64.49,65.11,59.1205584380129,20700,0.0,1.0
2014-08-28,64.88,64.92,64.41,64.55,58.6120726028833,24300,0.0,1.0
2014-08-27,66.07,66.68,64.73,65.16,59.1659589590066,82400,0.0,1.0
2014-08-26,65.67,66.36,65.67,66.03,59.9559280242972,37400,0.0,1.0
2014-08-25,66.67,66.69,65.33,65.7,59.6562845857387,42700,0.0,1.0
2014-08-22,66.43,66.91,65.96,66.34,60.2374112544583,32300,0.0,1.0
2014-08-21,67.32,67.32,65.92,66.71,60.5733751098117,38900,0.0,1.0
2014-08-20,67.57,68.12,66.605,67.23,61.0455405281464,46200,0.0,1.0
2014-08-19,68.33,68.67,67.89,68.15,61.8809101144307,31700,0.0,1.0
2014-08-18,67.7,68.81,67.7,68.22,61.9444708438219,42200,0.0,1.0
2014-08-15,67.39,67.86,66.36,67.25,61.0637007365438,94800,0.0,1.0
2014-08-14,67.03,67.79,66.6,66.69,60.5552149014143,47600,0.0,1.0
2014-08-13,66.84,67.33,66.83,67.15,60.9728996945564,39500,0.0,1.0
2014-08-12,66.52,67.286,66.4,66.82,60.6732562559979,54600,0.0,1.0
2014-08-11,66.92,68.44,66.38,67.0,60.8366981315753,45000,0.0,1.0
2014-08-08,65.78,67.06,65.78,66.61,60.4825740678243,78400,0.0,1.0
2014-08-07,65.32,66.0,65.32,65.82,59.7652458361236,81600,0.0,1.0
2014-08-06,64.81,65.94,64.64,65.34,59.329400834584,64000,0.0,1.0
2014-08-05,64.37,66.3,63.31,65.53,59.5019228143601,73300,0.0,1.0
2014-08-04,64.83,64.94,63.04,64.7,58.7482741658645,96100,0.0,1.0
2014-08-01,63.99,64.91,63.561,64.7,58.7482741658645,100500,0.0,1.0
2014-07-31,63.95,65.04,63.8,63.96,58.0763464551575,65200,0.0,1.0
2014-07-30,65.26,65.26,64.13,64.86,58.8935558330444,97100,0.0,1.0
2014-07-29,58.06,65.02,58.06,64.89,58.9207961456406,173200,0.0,1.0
2014-07-28,57.13,57.42,56.3105,57.16,51.9018756000126,46600,0.0,1.0
2014-07-25,58.53,59.07,57.17,57.34,52.0653174755899,61000,0.0,1.0
2014-07-24,59.16,59.87,58.37,59.2,53.7542168565561,108400,0.0,1.0
2014-07-23,58.21,59.48,57.84,59.36,53.8994985237359,99400,0.0,1.0
2014-07-22,57.36,58.26,56.81,58.26,52.9006870618743,57300,0.0,1.0
2014-07-21,57.25,57.6278,57.0,57.25,51.9835965378013,67400,0.0,1.0
2014-07-18,56.49,57.5925,56.49,57.31,52.0380771629937,60200,0.0,1.0
2014-07-17,55.69,57.5,55.5,56.68,51.4660305984729,85300,0.0,1.0
2014-07-16,56.85,56.85,55.71,56.04,50.8849039297534,93800,0.0,1.0
2014-07-15,55.65,57.1,55.65,56.52,51.3207489312931,76000,0.0,1.0
2014-07-14,56.6,56.78,55.7,55.96,50.8122630961635,100200,0.0,1.0
2014-07-11,54.52,56.2899,54.298,55.93,50.7850227835672,97700,0.0,1.0
2014-07-10,54.9,55.71,54.1,54.72,49.6863301755194,55600,0.0,1.0
2014-07-09,55.03,56.445,54.6101,55.87,50.7305421583748,59700,0.0,1.0
2014-07-08,54.64,55.05,53.88,54.73,49.6954102797181,71900,0.0,1.0
2014-07-07,56.0,56.0,54.55,54.7,49.6681699671219,47700,0.0,1.0
2014-07-03,55.95,57.27,55.92,56.38,51.1936274725107,28400,0.0,1.0
2014-07-02,56.28,56.56,55.135,55.56,50.4490589282138,31500,0.0,1.0
2014-07-01,54.51,56.78,54.51,56.22,51.0483458053308,48000,0.0,1.0
2014-06-30,54.86,55.03,54.23,54.39,49.3866867369609,64900,0.0,1.0
2014-06-27,54.61,55.36,54.302,55.06,49.9950537182766,143400,0.0,1.0
2014-06-26,55.2,55.38,55.0,55.09,50.0222940308729,85500,0.0,1.0
2014-06-25,53.67,55.18,52.89,55.0,49.9405730930842,67400,0.0,1.0
2014-06-24,54.55,55.43,53.6301,53.82,48.8691207976326,53200,0.0,1.0
2014-06-23,56.02,56.46,54.46,54.8,49.7589710091093,72100,0.0,1.0
2014-06-20,55.32,56.0,55.0,55.53,50.4218186156175,101500,0.0,1.0
2014-06-19,56.27,56.27,54.0,55.0,49.9405730930842,57600,0.0,1.0
2014-06-18,56.38,56.77,55.01,56.19,51.0211054927345,46900,0.0,1.0
2014-06-17,56.38,56.7,55.4,56.18,51.0120253885358,61600,0.0,1.0
2014-06-16,56.37,57.5,55.55,56.6,51.393389764883,44200,0.0,1.0
2014-06-13,56.34,57.21,55.65,56.28,51.1028264305232,26900,0.0,1.0
2014-06-12,55.73,56.49,55.46,56.07,50.9121442423496,34200,0.0,1.0
2014-06-11,56.43,56.85,55.5,55.94,50.794102887766,42200,0.0,1.0
2014-06-10,56.35,57.0,55.5,56.94,51.7021133076402,19600,0.0,1.0
2014-06-09,55.92,57.235,55.91,56.75,51.5295913278641,25700,0.35,1.0
2014-06-06,56.65,56.73,54.86,56.12,50.6451955397502,50800,0.0,1.0
2014-06-05,55.03,56.79,54.5601,56.34,50.8437333697349,46200,0.0,1.0
2014-06-04,54.77,55.155,54.01,54.72,49.3817729853017,51600,0.0,1.0
2014-06-03,56.46,56.55,54.7,55.33,49.9322642411685,63000,0.0,1.0
2014-06-02,57.24,58.1,55.68,56.57,51.0512956465372,76900,0.0,1.0
2014-05-30,57.06,57.72,55.91,57.24,51.655933583309,142600,0.0,1.0
2014-05-29,56.57,57.18,55.9,56.8,51.2588579233394,58200,0.0,1.0
2014-05-28,58.29,58.29,55.626,56.63,51.1054423274421,90200,0.0,1.0
2014-05-27,58.99,58.99,57.77,58.51,52.8020383291301,37600,0.0,1.0
2014-05-23,58.4,58.68,57.21,58.25,52.5674027118754,34100,0.0,1.0
2014-05-22,59.35,60.08,57.45,58.26,52.5764271586929,67900,0.0,1.0
2014-05-21,60.05,60.42,58.28,59.54,53.7315563513315,37500,0.0,1.0
2014-05-20,59.94,60.69,58.66,59.84,54.0022897558562,68200,0.0,1.0
2014-05-19,60.55,61.53,59.635,60.27,54.3903409690083,84500,0.0,1.0
2014-05-16,58.57,60.96,58.57,60.94,54.99497890578,97700,0.0,1.0
2014-05-15,55.26,56.51,55.06,56.21,50.7264155611076,65600,0.0,1.0
2014-05-14,57.76,57.76,55.26,55.82,50.3744621352255,79900,0.0,1.0
2014-05-13,60.31,61.42,57.81,57.81,52.1703270519059,57100,0.0,1.0
2014-05-12,56.92,60.59,56.79,60.33,54.4444876499132,67500,0.0,1.0
2014-05-09,56.27,58.11,55.1,56.81,51.2678823701569,67800,0.0,1.0
