,AMWD_Open,AMWD_High,AMWD_Low,AMWD_Close,AMWD_Adj Close,AMWD_Volume,AMWD_Dividend Amount,AMWD_Split Coefficient
2004-04-01,66.66,67.82,66.38,67.09,30.4997136717616,6800,0.0,1.0
2004-03-31,65.5,66.46,65.5,66.46,30.2133100406211,7500,0.0,1.0
2004-03-30,66.0,66.02,65.5,65.73,29.8814455156489,5400,0.0,1.0
2004-03-29,64.81,66.28,64.79,66.03,30.0178281971444,8000,0.0,1.0
2004-03-26,64.65,65.29,64.52,64.6,29.3677374153495,15400,0.0,1.0
2004-03-25,62.96,65.09,62.7,64.76,29.4404748454804,20600,0.0,1.0
2004-03-24,62.9,62.95,62.65,62.92,28.6039943989751,13500,0.0,1.0
2004-03-23,62.5,63.071,62.5,62.91,28.5994483095919,6600,0.0,1.0
2004-03-22,62.63,62.63,61.49,62.62,28.4676117174796,12200,0.0,1.0
2004-03-19,62.84,62.89,62.25,62.75,28.526710879461,6500,0.0,1.0
2004-03-18,62.93,63.21,62.75,62.85,28.5721717732928,6300,0.0,1.0
2004-03-17,62.37,63.65,62.37,63.62,28.9222206557977,14200,0.0,1.0
2004-03-16,62.85,63.05,62.31,62.64,28.476703896246,6200,0.0,1.0
2004-03-15,63.42,63.51,62.93,62.93,28.6085404883582,5900,0.0,1.0
2004-03-12,62.81,63.89,62.5,63.89,29.0449650691436,10700,0.0,1.0
2004-03-11,64.88,64.89,62.0,62.69,28.4994343431619,23000,0.0,1.0
2004-03-10,65.001,65.1,64.63,64.75,29.4359287560972,18400,0.0,1.0
2004-03-09,65.02,65.63,64.7,65.14,29.6132262420413,17400,0.0,1.0
2004-03-08,66.63,66.68,65.0,65.01,29.5541270800599,5000,0.0,1.0
2004-03-05,65.59,67.35,65.1,66.051,30.027374984849,14300,0.0,1.0
2004-03-04,64.83,65.99,64.8,65.14,29.6132262420413,5800,0.05,1.0
2004-03-03,65.941,65.95,64.43,64.95,29.5042037800365,21000,0.0,1.0
2004-03-02,63.41,66.709,63.399,66.709,30.3032475744797,55000,0.0,1.0
2004-03-01,63.96,63.96,62.7,63.25,28.7319613408362,46200,0.0,1.0
2004-02-27,62.14,63.95,62.14,63.75,28.9590914700127,17700,0.0,1.0
2004-02-26,63.57,63.83,62.0,62.4,28.345840121236,17400,0.0,1.0
2004-02-25,64.1,64.27,63.55,64.27,29.1953068043564,7200,0.0,1.0
2004-02-24,67.24,67.24,64.05,64.34,29.2271050224411,39600,0.0,1.0
2004-02-23,66.0,67.169,66.0,67.169,30.5122072933221,23600,0.0,1.0
2004-02-20,64.365,66.88,63.65,66.88,30.3809260786581,42700,0.0,1.0
2004-02-19,64.05,65.85,63.56,64.35,29.2316476250246,15100,0.0,1.0
2004-02-18,66.0,66.6,64.15,64.15,29.140795573354,12600,0.0,1.0
2004-02-17,64.86,66.5,63.75,66.021,29.9907165167327,42200,0.0,1.0
2004-02-13,61.43,67.09,61.43,65.49,29.7495043195472,46100,0.0,1.0
2004-02-12,66.52,66.52,59.6,59.95,27.2329024882708,55400,0.0,1.0
2004-02-11,66.6,67.51,66.5,66.54,30.226477590818,19500,0.0,1.0
2004-02-10,65.1,67.46,65.1,67.46,30.6443970285029,14800,0.0,1.0
2004-02-09,64.69,65.96,64.211,65.75,29.867611986719,9500,0.0,1.0
2004-02-06,64.15,65.01,63.97,64.75,29.4133517283659,16100,0.0,1.0
2004-02-05,64.53,64.53,62.8,64.45,29.2770736508599,23100,0.0,1.0
2004-02-04,64.0,64.51,63.83,64.0,29.072656534601,21500,0.0,1.0
2004-02-03,64.37,64.77,63.41,64.77,29.4224369335329,16300,0.0,1.0
2004-02-02,62.36,64.09,62.36,63.501,28.8459806656828,22100,0.0,1.0
2004-01-30,61.51,62.78,61.22,62.35,28.3231271083183,37600,0.0,1.0
2004-01-29,64.38,64.38,61.78,61.78,28.064198761057,27500,0.0,1.0
2004-01-28,63.23,64.0,62.6,63.73,28.9500062648457,18700,0.0,1.0
2004-01-27,62.97,63.32,62.59,63.22,28.7183335330856,25000,0.0,1.0
2004-01-26,60.26,63.22,60.26,63.22,28.7183335330856,36600,0.0,1.0
2004-01-23,59.39,62.26,58.681,62.02,28.1732212230618,43900,0.0,1.0
2004-01-22,57.0,59.22,57.0,58.931,26.7700112850089,28000,0.0,1.0
2004-01-21,56.49,57.33,56.35,57.33,26.0427406113856,8200,0.0,1.0
2004-01-20,56.26,56.94,56.26,56.72,25.7656418537902,31100,0.0,1.0
2004-01-16,56.01,57.09,56.01,56.78,25.7928974692913,5800,0.0,1.0
2004-01-15,56.93,56.99,55.87,56.17,25.5157987116959,7100,0.0,1.0
2004-01-14,54.33,56.6,54.225,56.331,25.5889346132908,22200,0.0,1.0
2004-01-13,54.1,54.49,53.901,54.21,24.6254486053238,8900,0.0,1.0
2004-01-12,53.58,54.2,53.58,54.01,24.5345965536531,3600,0.0,1.0
2004-01-09,54.715,54.715,53.61,53.61,24.3528924503119,15000,0.0,1.0
2004-01-08,53.255,54.81,52.9,54.51,24.7617266828297,12200,0.0,1.0
2004-01-07,53.77,54.09,53.0,53.19,24.1621031418036,16900,0.0,1.0
2004-01-06,53.9,54.209,53.801,53.95,24.507340938152,16500,0.0,1.0
2004-01-05,55.83,55.83,53.96,54.44,24.729928464745,36900,0.0,1.0
2004-01-02,55.641,57.01,55.25,55.25,25.097879274011,27600,0.0,1.0
2003-12-31,57.23,57.23,55.05,55.05,25.0070272223404,10100,0.0,1.0
2003-12-30,55.25,57.38,55.25,56.83,25.815610482209,16600,0.0,1.0
2003-12-29,54.49,56.94,54.49,56.79,25.7974400718749,16800,0.0,1.0
2003-12-26,54.86,55.17,54.85,55.13,25.0433680430087,4500,0.0,1.0
2003-12-24,54.14,54.9,53.59,54.86,24.9207177732533,2100,0.0,1.0
2003-12-23,53.64,53.64,52.97,53.5,24.302923821893,16700,0.0,1.0
2003-12-22,52.77,53.35,52.77,53.35,24.2347847831401,14600,0.0,1.0
2003-12-19,54.46,54.49,52.86,53.85,24.4619149123166,6300,0.0,1.0
2003-12-18,54.549,54.549,53.76,53.85,24.4619149123166,9900,0.0,1.0
2003-12-17,54.53,54.54,53.49,54.25,24.6436190156579,28000,0.0,1.0
2003-12-16,53.455,54.83,52.08,54.55,24.7798970931638,51600,0.0,1.0
2003-12-15,52.76,54.4,52.76,53.66,24.3756054632295,38400,0.0,1.0
2003-12-12,51.52,53.8,51.52,53.76,24.4210314890649,10100,0.0,1.0
2003-12-11,51.28,51.68,51.27,51.63,23.4534571387727,21900,0.0,1.0
2003-12-10,51.61,51.75,51.24,51.45,23.3716902922691,31600,0.0,1.0
2003-12-09,51.52,52.43,51.2,51.33,23.3171790612667,22600,0.0,1.0
2003-12-08,51.11,52.4,50.32,52.4,23.8032375377046,8500,0.0,1.0
2003-12-05,51.06,51.53,50.66,51.031,23.1813552440191,6300,0.0,1.0
2003-12-04,49.71,51.8,49.57,51.78,23.5215961775256,21800,0.05,1.0
2003-12-03,49.72,51.47,49.72,50.22,22.7909426979614,15900,0.0,1.0
2003-12-02,51.94,52.129,50.5,50.75,23.0314683775695,37300,0.0,1.0
2003-12-01,49.67,52.5,49.67,52.0,23.598745923815,54700,0.0,1.0
2003-11-28,49.8,52.0,49.8,51.9,23.5533637201154,3200,0.0,1.0
2003-11-26,51.32,51.65,50.0,50.759,23.0355527759024,12400,0.0,1.0
2003-11-25,49.68,50.691,49.68,50.1,22.7364840535218,22600,0.0,1.0
2003-11-24,51.36,51.87,49.62,50.64,22.9815479534999,28500,0.0,1.0
2003-11-21,50.13,51.07,50.13,50.8,23.0541594794193,6500,0.0,1.0
2003-11-20,50.27,50.96,50.02,50.03,22.704716510932,10900,0.0,1.0
2003-11-19,50.0,51.24,49.82,50.51,22.9225510886903,26000,0.0,1.0
2003-11-18,50.98,51.11,49.3,49.8,22.6003374424229,42600,0.0,1.0
2003-11-17,51.7,52.08,51.17,51.55,23.3945260071666,40700,0.0,1.0
2003-11-14,51.78,52.17,51.7,51.81,23.5125197367857,13300,0.0,1.0
2003-11-13,51.77,52.0,51.0,51.51,23.3763731256868,27400,0.0,1.0
2003-11-12,51.22,51.61,50.91,51.61,23.4217553293864,22100,0.0,1.0
2003-11-11,50.79,51.119,50.45,51.0,23.1449238868186,33900,0.0,1.0
2003-11-10,51.79,51.79,50.73,50.9,23.0995416831189,22600,0.0,1.0
2003-11-07,51.5,51.64,50.91,51.11,23.1948443108882,14800,0.0,1.0
2003-11-06,49.9,51.29,49.67,50.87,23.085927022009,23200,0.0,1.0
2003-11-05,49.65,49.8,49.6,49.7,22.5549552387232,31800,0.0,1.0
2003-11-04,49.0,49.57,49.0,49.55,22.4868819331737,39200,0.0,1.0
2003-11-03,49.5,49.62,49.11,49.62,22.5186494757635,11500,0.0,1.0
2003-10-31,48.445,49.5,48.18,49.12,22.2917384572653,29700,0.0,1.0
2003-10-30,49.0,49.02,48.45,48.799,22.1460615833894,48900,0.0,1.0
2003-10-29,48.3,48.7,48.0,48.7,22.1011332017268,38400,0.0,1.0
2003-10-28,49.49,49.49,47.94,48.01,21.7879959961992,29800,0.0,1.0
2003-10-27,47.39,49.17,46.85,48.92,22.200974049866,18800,0.0,1.0
2003-10-24,49.51,49.58,46.28,47.24,21.438553027712,51200,0.0,1.0
2003-10-23,49.35,49.49,48.97,49.28,22.3643499831847,16300,0.0,1.0
2003-10-22,49.45,49.45,49.0,49.01,22.2418180331957,30500,0.0,1.0
2003-10-21,48.69,49.27,47.58,49.0,22.2372798128257,17000,0.0,1.0
2003-10-20,48.51,48.83,47.5,48.54,22.0285216758073,42600,0.0,1.0
2003-10-17,47.09,50.1,47.06,47.58,21.5928525202908,61100,0.0,1.0
2003-10-16,45.0,46.85,45.0,46.85,21.2615624332834,372900,0.0,1.0
2003-10-15,44.74,45.32,44.51,44.91,20.3811476815102,11200,0.0,1.0
2003-10-14,43.11,44.909,43.1,44.59,20.2359246296714,16000,0.0,1.0
2003-10-13,43.0,43.44,42.61,42.93,19.4825800482573,14100,0.0,1.0
2003-10-10,42.87,44.1,42.51,42.73,19.391815640858,21300,0.0,1.0
2003-10-09,44.19,44.5,42.9,43.25,19.6278031000962,45300,0.0,1.0
2003-10-08,45.77,46.63,43.78,43.78,19.8683287797043,23000,0.0,1.0
2003-10-07,45.8,45.98,44.22,45.98,20.8667372610964,19800,0.0,1.0
2003-10-06,43.31,45.68,43.31,45.6,20.6942848870378,7000,0.0,1.0
2003-10-03,44.56,44.57,43.62,44.419,20.158321061345,43300,0.0,1.0
2003-10-02,45.28,45.28,43.89,43.9,19.9227874241438,68500,0.0,1.0
2003-10-01,45.24,45.289,44.8,45.289,20.5531462335319,54400,0.0,1.0
2003-09-30,44.59,45.089,44.4,44.76,20.3130743759608,77900,0.0,1.0
2003-09-29,45.05,45.05,44.06,44.59,20.2359246296714,10900,0.0,1.0
2003-09-26,45.96,45.96,43.03,43.251,19.6282569221332,16800,0.0,1.0
2003-09-25,46.47,46.47,44.51,44.56,20.2223099685615,18700,0.0,1.0
2003-09-24,46.97,46.97,46.25,46.46,21.0845718388547,11600,0.0,1.0
2003-09-23,47.07,47.26,46.48,46.92,21.2933299758731,32700,0.0,1.0
2003-09-22,47.95,48.25,46.57,47.13,21.3886326036424,26500,0.0,1.0
2003-09-19,46.68,48.49,45.85,48.101,21.8292938015659,36900,0.0,1.0
2003-09-18,47.0,47.19,45.07,46.889,21.2792614927262,25400,0.0,1.0
2003-09-17,48.18,48.18,47.0,47.49,21.5520085369611,11800,0.0,1.0
2003-09-16,47.52,47.75,47.17,47.22,21.429476586972,33700,0.0,1.0
2003-09-15,47.71,48.18,47.23,47.45,21.5338556554812,70500,0.0,1.0
2003-09-12,47.61,47.929,46.96,47.251,21.4435450701189,38500,0.0,1.0
2003-09-11,47.48,48.38,47.21,47.95,21.7607666739794,62800,0.05,1.0
2003-09-10,48.35,49.36,47.5,47.839,21.6877774357605,29700,0.0,1.0
2003-09-09,48.97,50.21,48.0,48.72,22.0871781740891,28400,0.0,1.0
2003-09-08,49.61,51.08,48.2,48.2,21.851436535121,40700,0.0,1.0
2003-09-05,51.0,51.0,50.22,50.54,22.9122739104775,22300,0.0,1.0
2003-09-04,50.015,51.26,50.015,51.26,23.2386854105872,26700,0.0,1.0
2003-09-03,51.0,51.82,49.5,50.0,22.6674652853952,42800,0.0,1.0
2003-09-02,51.0,51.1,50.55,50.8,23.0301447299616,19100,0.0,1.0
2003-08-29,51.09,51.26,50.69,50.79,23.0256112369045,12600,0.0,1.0
2003-08-28,49.85,51.309,49.58,51.08,23.1570825355598,12400,0.0,1.0
2003-08-27,51.64,51.7,50.43,50.46,22.8760059660209,32500,0.0,1.0
2003-08-26,51.85,52.25,50.51,51.74,23.456293077327,34500,0.0,1.0
2003-08-25,50.84,52.62,49.3,52.31,23.7147021815805,37300,0.0,1.0
2003-08-22,55.38,56.14,54.0,54.0,24.4808625082269,36600,0.0,1.0
2003-08-21,56.6,56.6,55.38,55.58,25.1971544112454,31000,0.0,1.0
2003-08-20,56.73,59.37,56.13,56.93,25.809175973951,38700,0.0,1.0
2003-08-19,51.9,58.02,51.9,58.02,26.3033267171726,64100,0.0,1.0
2003-08-18,49.22,51.66,49.22,51.64,23.4109581467562,29900,0.0,1.0
2003-08-15,48.0,48.75,48.0,48.71,22.0826446810321,8000,0.0,1.0
2003-08-14,48.0,48.23,48.0,48.2,21.851436535121,17700,0.0,1.0
2003-08-13,48.1,48.1,47.67,47.8,21.6700968128379,12400,0.0,1.0
2003-08-12,48.25,48.45,47.921,48.0,21.7607666739794,78300,0.0,1.0
2003-08-11,48.47,48.59,47.8,48.06,21.7879676323219,38800,0.0,1.0
2003-08-08,47.34,48.43,47.2,48.01,21.7653001670365,26900,0.0,1.0
2003-08-07,46.98,47.19,46.4,47.19,21.393553736356,21800,0.0,1.0
2003-08-06,45.4,46.589,44.4,46.589,21.1210908036256,47900,0.0,1.0
2003-08-05,47.84,47.84,45.4,45.4,20.5820584791389,83100,0.0,1.0
2003-08-04,49.5,50.0,47.72,47.799,21.6696434635322,25500,0.0,1.0
2003-08-01,50.669,50.85,49.52,49.78,22.5677284381395,25500,0.0,1.0
2003-07-31,51.35,51.799,50.35,50.35,22.826137542393,13100,0.0,1.0
2003-07-30,51.7,52.18,51.011,51.58,23.3837571884137,17400,0.0,1.0
2003-07-29,50.51,51.57,50.17,51.48,23.3384222578429,15500,0.0,1.0
2003-07-28,49.66,50.51,49.45,49.92,22.6311973409386,18700,0.0,1.0
2003-07-25,49.17,49.67,48.96,49.55,22.4634580978267,11300,0.0,1.0
2003-07-24,49.5,50.63,48.87,48.871,22.155633919251,13600,0.0,1.0
2003-07-23,49.0,49.35,48.18,49.35,22.3727882366851,12500,0.0,1.0
2003-07-22,51.25,51.59,48.13,48.33,21.910371944863,19000,0.0,1.0
2003-07-21,50.08,51.08,49.51,49.68,22.5223935075687,13100,0.0,1.0
2003-07-18,50.75,50.75,49.52,49.53,22.4543911117125,7300,0.0,1.0
2003-07-17,51.38,51.38,50.0,50.11,22.7173337090231,7600,0.0,1.0
2003-07-16,50.99,51.29,50.62,51.29,23.2522858897584,6100,0.0,1.0
2003-07-15,50.83,51.989,50.83,51.199,23.211031102939,21500,0.0,1.0
2003-07-14,48.98,52.0,48.98,51.251,23.2346052668358,16600,0.0,1.0
2003-07-11,48.63,50.69,48.63,50.27,22.7898695979364,7200,0.0,1.0
2003-07-10,50.69,50.69,48.641,49.33,22.363721250571,19800,0.0,1.0
2003-07-09,49.1,51.5,48.64,50.5,22.8941399382492,29200,0.0,1.0
2003-07-08,49.25,49.25,48.6,49.15,22.2821183755435,7800,0.0,1.0
2003-07-07,48.8,50.3,48.36,49.24,22.3229198130572,18800,0.0,1.0
2003-07-03,48.3,48.75,47.8,48.34,21.9149054379201,6700,0.0,1.0
2003-07-02,48.04,48.2,47.13,48.05,21.7834341392648,14500,0.0,1.0
2003-07-01,46.03,47.709,46.03,47.5,21.5340920211255,21400,0.0,1.0
2003-06-30,46.81,47.561,46.545,46.97,21.2938168891003,59600,0.0,1.0
2003-06-27,47.53,47.98,46.61,47.98,21.7516996878653,4100,0.0,1.0
2003-06-26,46.88,47.89,46.27,46.79,21.2122140140729,63300,0.0,1.0
2003-06-25,47.98,47.98,47.175,47.44,21.506891062783,8500,0.0,1.0
2003-06-24,46.89,48.0,46.89,47.99,21.7562331809224,11000,0.0,1.0
2003-06-23,48.2,48.2,46.75,46.9,21.2620824377007,24400,0.0,1.0
2003-06-20,46.79,48.26,46.75,47.28,21.4343551738697,82400,0.0,1.0
2003-06-19,47.74,48.11,47.73,47.97,21.7471661948082,8500,0.0,1.0
2003-06-18,47.21,48.0,47.2,48.0,21.7607666739794,8900,0.0,1.0
2003-06-17,47.16,48.0,47.16,47.61,21.5839604447534,7900,0.0,1.0
2003-06-16,47.15,48.3,46.77,47.75,21.6474293475525,16700,0.0,1.0
2003-06-13,47.79,49.3,46.97,47.85,21.6927642781233,8900,0.0,1.0
2003-06-12,48.66,49.5,47.319,48.42,21.9511733823768,15200,0.0,1.0
2003-06-11,47.66,49.25,47.66,49.14,22.2775848824865,13000,0.0,1.0
2003-06-10,43.5,48.25,43.5,48.25,21.8741040004064,21000,0.05,1.0
2003-06-09,51.18,51.18,49.199,49.42,22.3813296004158,30400,0.0,1.0
2003-06-06,49.2,51.3,49.07,50.301,22.7803168804232,7300,0.0,1.0
2003-06-05,50.21,50.93,49.78,50.01,22.6485288004208,8700,0.0,1.0
2003-06-04,48.05,50.75,46.69,50.24,22.7526912004227,19400,0.0,1.0
2003-06-03,46.63,48.01,46.5,48.01,21.742768800404,13100,0.0,1.0
2003-06-02,47.08,47.35,46.94,47.35,21.4438680003984,16300,0.0,1.0
2003-05-30,46.98,47.9,46.75,46.89,21.2355432003945,20300,0.0,1.0
2003-05-29,47.0,47.0,46.5,46.5,21.0589200003913,11200,0.0,1.0
2003-05-28,46.89,46.89,46.5,46.75,21.1721400003934,11400,0.0,1.0
2003-05-27,46.89,46.89,46.3,46.8,21.1947840003938,12600,0.0,1.0
2003-05-23,46.74,46.89,46.4,46.81,21.1993128003939,12200,0.0,1.0
2003-05-22,46.8,46.8,46.0,46.4,21.0136320003904,7500,0.0,1.0
2003-05-21,47.29,47.7,45.95,46.8,21.1947840003938,19400,0.0,1.0
2003-05-20,48.5,48.56,47.51,47.84,21.6657792004025,19100,0.0,1.0
2003-05-19,49.0,49.26,48.53,48.76,22.0824288004103,10300,0.0,1.0
2003-05-16,48.87,49.8,48.85,48.85,22.123188000411,5100,0.0,1.0
2003-05-15,50.0,50.22,48.95,49.57,22.4492616004171,19000,0.0,1.0
2003-05-14,49.7,50.1,49.5,49.8,22.553424000419,54400,0.0,1.0
2003-05-13,49.7,49.7,48.79,49.7,22.5081360004182,19100,0.0,1.0
2003-05-12,48.84,49.5,48.84,49.41,22.3768008004158,9300,0.0,1.0
2003-05-09,49.0,50.0,48.5,48.97,22.1775336004121,31000,0.0,1.0
2003-05-08,49.25,49.85,48.92,49.02,22.2001776004125,21400,0.0,1.0
2003-05-07,47.97,50.0,47.12,49.99,22.6394712004206,22900,0.0,1.0
2003-05-06,47.11,48.3,47.11,47.9,21.692952000403,24900,0.0,1.0
2003-05-05,47.56,47.9,47.2,47.8,21.6476640004022,25700,0.0,1.0
2003-05-02,48.0,48.0,47.59,47.83,21.6612504004025,25000,0.0,1.0
2003-05-01,47.52,48.47,47.37,47.94,21.7110672004034,11200,0.0,1.0
2003-04-30,49.16,49.16,47.69,47.95,21.7155960004035,17600,0.0,1.0
2003-04-29,50.2,50.2,48.99,49.34,22.3450992004152,28400,0.0,1.0
2003-04-28,47.58,50.75,47.58,49.74,22.5262512004185,24000,0.0,1.0
2003-04-25,47.53,48.73,47.53,48.73,22.06884240041,17600,0.0,1.0
2003-04-24,48.16,48.839,47.95,48.39,21.9148632004072,8500,0.0,1.0
2003-04-23,47.959,48.25,47.47,48.16,21.8107008004052,6000,0.0,1.0
2003-04-22,48.0,48.0,47.06,47.48,21.5027424003995,23700,0.0,1.0
2003-04-21,47.83,47.97,47.4,47.4,21.4665120003988,15400,0.0,1.0
2003-04-17,47.25,48.1,46.97,47.98,21.7291824004037,10100,0.0,1.0
2003-04-16,45.3,47.39,45.3,47.25,21.3985800003976,24800,0.0,1.0
2003-04-15,45.8,46.6,45.27,46.51,21.0634488003913,17200,0.0,1.0
2003-04-14,44.75,45.87,44.75,45.74,20.7147312003849,12600,0.0,1.0
2003-04-11,44.92,45.25,44.5,44.75,20.2663800003765,8700,0.0,1.0
2003-04-10,44.77,44.91,44.5,44.91,20.3388408003779,4000,0.0,1.0
2003-04-09,44.62,45.22,44.41,44.41,20.1124008003737,17200,0.0,1.0
2003-04-08,44.45,45.25,44.14,44.61,20.2029768003754,53100,0.0,1.0
2003-04-07,43.36,45.15,43.36,45.0,20.3796000003786,48000,0.0,1.0
2003-04-04,42.74,43.25,42.74,43.15,19.5417720003631,21100,0.0,1.0
2003-04-03,42.96,43.01,42.41,42.7,19.3379760003593,25500,0.0,1.0
2003-04-02,43.22,44.15,42.73,42.74,19.3560912003596,29600,0.0,1.0
2003-04-01,43.85,44.22,43.45,43.65,19.7682120003673,43300,0.0,1.0
2003-03-31,44.51,46.05,44.1,44.11,19.9765368003712,39600,0.0,1.0
2003-03-28,44.36,46.05,44.29,45.75,20.719260000385,20700,0.0,1.0
2003-03-27,44.77,44.86,43.73,44.39,20.1033432003735,19500,0.0,1.0
2003-03-26,43.16,43.92,42.73,43.75,19.8135000003681,24800,0.0,1.0
2003-03-25,43.04,44.09,43.04,43.77,19.8225576003683,15600,0.0,1.0
2003-03-24,41.25,43.9,41.08,43.81,19.8406728003686,24000,0.0,1.0
2003-03-21,43.23,45.45,42.01,44.11,19.9765368003712,47200,0.0,1.0
2003-03-20,40.83,42.45,40.78,42.43,19.215698400357,9800,0.0,1.0
2003-03-19,41.39,42.33,40.81,41.53,18.8081064003494,14200,0.0,1.0
2003-03-18,41.3,42.88,40.83,40.89,18.5182632003441,25200,0.0,1.0
2003-03-17,39.53,41.99,39.53,41.71,18.889624800351,22600,0.0,1.0
2003-03-14,39.8,40.77,39.6,39.81,18.029152800335,16800,0.0,1.0
2003-03-13,38.59,40.31,38.59,39.6,17.9340480003332,17200,0.0,1.0
2003-03-12,38.05,39.47,38.05,38.97,17.6487336003279,15200,0.0,1.0
2003-03-11,38.66,39.38,38.35,38.43,17.4041784003234,17700,0.0,1.0
2003-03-10,39.14,39.24,38.44,38.5,17.435880000324,11100,0.0,1.0
2003-03-07,38.44,39.2,38.05,38.85,17.5943880003269,36900,0.0,1.0
2003-03-06,38.16,38.79,38.16,38.27,17.331717600322,6400,0.0,1.0
2003-03-05,38.01,38.78,38.01,38.26,17.3271888003219,25900,0.0,1.0
2003-03-04,39.0,39.4,38.0,38.54,17.4539952003243,43300,0.05,1.0
2003-03-03,39.85,40.47,38.0,38.3,17.3228301677227,39200,0.0,1.0
2003-02-28,38.25,39.85,37.75,39.5,17.8655820267637,52900,0.0,1.0
2003-02-27,38.0,39.43,35.9,38.77,17.5354079791804,115200,0.0,1.0
2003-02-26,37.18,38.58,34.95,35.49,16.0518862311352,90800,0.0,1.0
2003-02-25,34.88,35.42,34.88,35.0,15.8302625553602,33900,0.0,1.0
2003-02-24,35.0,35.24,35.0,35.17,15.9071524020577,19500,0.0,1.0
2003-02-21,34.81,35.22,34.75,35.0,15.8302625553602,13500,0.0,1.0
2003-02-20,34.54,35.21,34.11,35.2,15.9207211985337,38800,0.0,1.0
2003-02-19,35.4,35.4,34.62,34.65,15.6719599298066,51000,0.0,1.0
2003-02-18,35.08,35.59,34.89,35.38,16.0021339773898,21400,0.0,1.0
2003-02-14,34.01,35.14,34.01,35.09,15.8709689447883,12600,0.0,1.0
2003-02-13,34.36,34.75,34.17,34.39,15.5543636936811,37100,0.0,1.0
2003-02-12,34.99,35.08,34.68,34.76,15.721712183552,55100,0.0,1.0
2003-02-11,34.8,35.3,34.8,35.0,15.8302625553602,22000,0.0,1.0
2003-02-10,34.59,35.0,34.59,34.85,15.7624185729801,25200,0.0,1.0
2003-02-07,34.59,35.04,34.59,34.7,15.6945745906,94300,0.0,1.0
2003-02-06,34.64,35.31,34.64,34.8,15.7398039121867,61000,0.0,1.0
2003-02-05,35.5,35.8,34.75,35.7,16.1468678064674,44200,0.0,1.0
2003-02-04,35.49,35.49,34.06,35.09,15.8709689447883,139000,0.0,1.0
2003-02-03,34.5,35.5,34.5,35.18,15.9116753342163,137900,0.0,1.0
2003-01-31,33.5,34.91,33.5,34.75,15.7171892513933,87100,0.0,1.0
2003-01-30,36.6,37.0,33.0,34.79,15.735280980028,404300,0.0,1.0
2003-01-29,42.06,43.13,41.12,41.94,18.9691774734802,33700,0.0,1.0
2003-01-28,42.06,43.13,41.12,41.94,18.9691774734802,43500,0.0,1.0
2003-01-27,43.78,44.19,41.75,41.87,18.9375169483695,40200,0.0,1.0
2003-01-24,44.5,45.41,43.62,43.78,19.8013969906763,88700,0.0,1.0
2003-01-23,44.9,45.52,44.41,45.02,20.3622405783519,78500,0.0,1.0
2003-01-22,43.94,44.22,43.93,44.22,20.0004060056579,32300,0.0,1.0
2003-01-21,44.03,45.66,44.03,44.28,20.02754359861,60900,0.0,1.0
2003-01-17,44.0,44.82,44.0,44.36,20.0637270558794,59800,0.0,1.0
2003-01-16,46.34,46.34,44.2,44.72,20.2265526135917,38200,0.0,1.0
2003-01-15,47.26,47.8,46.0,46.34,20.9592676232969,32500,0.0,1.0
2003-01-14,46.04,47.75,46.04,47.7,21.5743863968766,30200,0.0,1.0
2003-01-13,46.67,47.85,46.03,46.27,20.9276070981862,53500,0.0,1.0
2003-01-10,47.55,48.79,47.52,47.87,21.6512762435741,34100,0.0,1.0
2003-01-09,46.11,48.5,46.06,48.25,21.8231476656037,50000,0.0,1.0
2003-01-08,46.12,46.74,46.0,46.11,20.8552401836474,38400,0.0,1.0
2003-01-07,46.38,47.0,46.38,46.77,21.1537537061199,32300,0.0,1.0
2003-01-06,47.07,48.09,46.37,46.47,21.0180657413597,97100,0.0,1.0
2003-01-03,47.26,48.75,47.01,48.49,21.9316980374119,21900,0.0,1.0
2003-01-02,47.5,47.75,46.53,46.9,21.2125518241827,86800,0.0,1.0
2002-12-31,46.7,47.8,46.1,47.5,21.4839277537031,43600,0.0,1.0
2002-12-30,49.69,50.38,46.79,47.0,21.2577811457694,105500,0.0,1.0
2002-12-27,52.24,52.24,49.92,50.7,22.9312660444789,20800,0.0,1.0
2002-12-26,50.8,52.4,50.8,52.2,23.6097058682801,17100,0.0,1.0
2002-12-24,50.76,51.19,50.66,50.77,22.9629265695896,7800,0.0,1.0
2002-12-23,49.85,50.89,49.85,50.75,22.9538807052723,64300,0.0,1.0
2002-12-20,50.13,50.13,48.38,50.0,22.6146607933717,47900,0.0,1.0
2002-12-19,49.08,50.0,49.08,50.0,22.6146607933717,32500,0.0,1.0
2002-12-18,51.26,51.45,48.46,49.37,22.3297160673752,37800,0.0,1.0
2002-12-17,52.89,52.89,51.3,51.72,23.3926051246637,78300,0.0,1.0
2002-12-16,52.4,52.92,52.0,52.73,23.8494212726898,20100,0.0,1.0
2002-12-13,52.3,52.8,52.23,52.37,23.6865957149775,14000,0.0,1.0
2002-12-12,52.46,52.6,52.46,52.46,23.7273021044056,19200,0.0,1.0
2002-12-11,53.75,53.75,52.22,52.45,23.7227791722469,36900,0.0,1.0
2002-12-10,52.22,53.72,52.22,53.57,24.2293475740185,30300,0.0,1.0
2002-12-09,53.01,53.99,52.05,52.96,23.9534487123393,23400,0.0,1.0
2002-12-06,54.64,54.67,53.0,53.1,24.0167697625608,35000,0.0,1.0
