,SRCL_Open,SRCL_High,SRCL_Low,SRCL_Close,SRCL_Adj Close,SRCL_Volume,SRCL_Dividend Amount,SRCL_Split Coefficient
2011-03-02,84.04,85.8,83.79,85.54,85.54,531100,0.0,1.0
2011-03-01,86.74,87.46,83.65,83.88,83.88,568100,0.0,1.0
2011-02-28,86.3,87.23,85.92,86.42,86.42,507200,0.0,1.0
2011-02-25,84.76,85.95,84.46,85.86,85.86,396500,0.0,1.0
2011-02-24,84.61,84.66,84.11,84.46,84.46,471800,0.0,1.0
2011-02-23,86.25,86.56,84.66,84.66,84.66,520500,0.0,1.0
2011-02-22,86.75,87.52,86.08,86.31,86.31,562600,0.0,1.0
2011-02-18,86.2,87.38,86.07,87.38,87.38,541700,0.0,1.0
2011-02-17,85.14,86.7,85.13,86.28,86.28,505500,0.0,1.0
2011-02-16,84.17,85.69,84.17,85.51,85.51,635700,0.0,1.0
2011-02-15,84.35,85.35,83.89,84.9,84.9,294600,0.0,1.0
2011-02-14,84.28,84.83,83.6201,84.83,84.83,441200,0.0,1.0
2011-02-11,84.16,84.75,83.58,84.28,84.28,370500,0.0,1.0
2011-02-10,83.58,84.85,83.51,84.46,84.46,418300,0.0,1.0
2011-02-09,84.83,84.83,83.94,84.31,84.31,436200,0.0,1.0
2011-02-08,84.71,85.14,84.01,85.0,85.0,642800,0.0,1.0
2011-02-07,84.1,85.78,84.01,84.91,84.91,833900,0.0,1.0
2011-02-04,84.15,87.91,82.46,83.63,83.63,1740000,0.0,1.0
2011-02-03,78.0,79.16,77.34,79.075,79.075,469100,0.0,1.0
2011-02-02,79.34,79.51,77.61,78.4,78.4,520700,0.0,1.0
2011-02-01,79.06,80.0,78.84,79.7,79.7,648300,0.0,1.0
2011-01-31,78.26,79.0,77.83,78.49,78.49,824300,0.0,1.0
2011-01-28,79.46,79.85,78.04,78.44,78.44,550700,0.0,1.0
2011-01-27,79.45,79.6792,78.9455,79.25,79.25,645700,0.0,1.0
2011-01-26,79.74,80.05,79.11,79.34,79.34,544700,0.0,1.0
2011-01-25,80.03,80.45,79.2,79.9,79.9,342900,0.0,1.0
2011-01-24,79.27,80.61,79.27,80.27,80.27,456100,0.0,1.0
2011-01-21,78.55,79.27,78.1,79.2,79.2,636800,0.0,1.0
2011-01-20,78.71,79.78,78.3,78.64,78.64,372800,0.0,1.0
2011-01-19,78.92,79.64,78.63,79.02,79.02,431700,0.0,1.0
2011-01-18,78.09,79.01,77.76,78.78,78.78,443300,0.0,1.0
2011-01-14,77.03,78.16,76.9,78.13,78.13,365100,0.0,1.0
2011-01-13,78.0,78.1,77.01,77.32,77.32,387700,0.0,1.0
2011-01-12,77.72,78.64,77.3,78.04,78.04,355900,0.0,1.0
2011-01-11,77.19,77.8,76.73,77.3,77.3,412600,0.0,1.0
2011-01-10,77.41,77.61,76.57,77.0,77.0,445700,0.0,1.0
2011-01-07,78.85,79.16,77.39,77.74,77.74,426900,0.0,1.0
2011-01-06,79.0,79.37,78.21,78.57,78.57,376300,0.0,1.0
2011-01-05,79.45,79.75,78.97,79.25,79.25,671200,0.0,1.0
2011-01-04,79.85,80.0,77.29,79.26,79.26,1237100,0.0,1.0
2011-01-03,81.69,82.21,81.41,81.65,81.65,367900,0.0,1.0
2010-12-31,81.22,81.48,80.77,80.92,80.92,265900,0.0,1.0
2010-12-30,81.62,81.84,81.34,81.42,81.42,151600,0.0,1.0
2010-12-29,80.68,82.16,80.67,81.78,81.78,495300,0.0,1.0
2010-12-28,80.03,80.63,79.8,80.46,80.46,304700,0.0,1.0
2010-12-27,79.13,80.42,78.39,80.09,80.09,260500,0.0,1.0
2010-12-23,79.74,80.26,79.27,79.45,79.45,287500,0.0,1.0
2010-12-22,79.48,80.32,79.48,79.94,79.94,203200,0.0,1.0
2010-12-21,79.97,80.64,79.35,79.61,79.61,260100,0.0,1.0
2010-12-20,79.86,80.34,78.45,79.5,79.5,434500,0.0,1.0
2010-12-17,78.72,79.201,77.98,78.91,78.91,1777600,0.0,1.0
2010-12-16,79.56,79.6,78.06,78.69,78.69,780200,0.0,1.0
2010-12-15,80.08,80.5925,79.25,79.64,79.64,897600,0.0,1.0
2010-12-14,79.89,80.41,79.44,80.4,80.4,576200,0.0,1.0
2010-12-13,79.02,79.72,78.82,79.5,79.5,524000,0.0,1.0
2010-12-10,78.0,79.02,77.65,78.59,78.59,471300,0.0,1.0
2010-12-09,77.25,77.9896,76.73,77.78,77.78,408400,0.0,1.0
2010-12-08,77.31,78.0583,76.94,77.22,77.22,528400,0.0,1.0
2010-12-07,78.02,78.335,77.12,77.36,77.36,487200,0.0,1.0
2010-12-06,77.21,77.4699,76.59,77.38,77.38,365800,0.0,1.0
2010-12-03,76.91,77.33,76.335,77.12,77.12,425800,0.0,1.0
2010-12-02,75.5,77.5,75.07,77.25,77.25,781800,0.0,1.0
2010-12-01,74.49,75.65,74.38,75.54,75.54,712100,0.0,1.0
2010-11-30,72.4,74.12,72.4,73.9,73.9,963300,0.0,1.0
2010-11-29,72.62,73.62,71.82,73.4,73.4,441600,0.0,1.0
2010-11-26,73.34,73.67,72.67,72.69,72.69,211500,0.0,1.0
2010-11-24,72.5,74.29,72.5,73.8,73.8,448600,0.0,1.0
2010-11-23,71.87,72.44,71.5,72.12,72.12,339400,0.0,1.0
2010-11-22,71.73,73.38,71.7,72.78,72.78,327800,0.0,1.0
2010-11-19,71.64,72.76,71.17,72.5,72.5,372300,0.0,1.0
2010-11-18,70.94,72.63,70.94,71.51,71.51,510900,0.0,1.0
2010-11-17,70.47,70.84,69.8,70.26,70.26,597100,0.0,1.0
2010-11-16,70.9,71.16,70.27,70.55,70.55,528000,0.0,1.0
2010-11-15,71.62,72.59,71.1606,71.34,71.34,338000,0.0,1.0
2010-11-12,71.49,72.01,70.82,71.24,71.24,353400,0.0,1.0
2010-11-11,71.15,72.16,71.02,72.08,72.08,295200,0.0,1.0
2010-11-10,71.74,72.14,71.0,71.83,71.83,299500,0.0,1.0
2010-11-09,71.48,71.85,70.95,71.61,71.61,475600,0.0,1.0
2010-11-08,71.85,72.13,71.0,71.49,71.49,641500,0.0,1.0
2010-11-05,72.98,73.1695,72.07,72.39,72.39,411300,0.0,1.0
2010-11-04,72.99,73.0,71.986,72.68,72.68,660900,0.0,1.0
2010-11-03,72.3,72.38,71.6,72.2,72.2,378500,0.0,1.0
2010-11-02,72.05,72.95,71.9,72.43,72.43,427000,0.0,1.0
2010-11-01,71.64,72.85,71.05,71.48,71.48,376200,0.0,1.0
2010-10-29,70.8,72.18,70.4,71.74,71.74,418300,0.0,1.0
2010-10-28,71.9,72.97,70.17,71.07,71.07,749800,0.0,1.0
2010-10-27,71.82,71.97,70.92,71.94,71.94,518700,0.0,1.0
2010-10-26,72.24,73.35,72.03,72.78,72.78,369400,0.0,1.0
2010-10-25,72.71,73.45,72.5001,72.6,72.6,302200,0.0,1.0
2010-10-22,72.39,72.39,71.66,72.21,72.21,231300,0.0,1.0
2010-10-21,72.34,72.88,71.77,72.21,72.21,350200,0.0,1.0
2010-10-20,71.4,72.67,71.4,72.27,72.27,302900,0.0,1.0
2010-10-19,72.3,72.69,70.86,71.18,71.18,303800,0.0,1.0
2010-10-18,71.75,72.77,71.631,72.62,72.62,458600,0.0,1.0
2010-10-15,72.45,72.67,71.36,71.9,71.9,376300,0.0,1.0
2010-10-14,72.23,72.55,71.63,71.9,71.9,229800,0.0,1.0
2010-10-13,71.06,72.57,71.06,72.19,72.19,390500,0.0,1.0
2010-10-12,71.16,71.16,69.7505,70.82,70.82,640900,0.0,1.0
2010-10-11,71.58,71.94,71.0,71.16,71.16,267100,0.0,1.0
2010-10-08,71.13,72.1899,71.0304,71.65,71.65,477700,0.0,1.0
2010-10-07,72.23,72.23,71.2815,71.46,71.46,326400,0.0,1.0
2010-10-06,71.51,72.3,70.79,71.91,71.91,503100,0.0,1.0
2010-10-05,70.46,72.05,70.35,71.77,71.77,761000,0.0,1.0
2010-10-04,70.87,71.0,69.17,69.75,69.75,458200,0.0,1.0
2010-10-01,70.09,71.1686,70.07,70.73,70.73,827300,0.0,1.0
2010-09-30,70.49,70.7,69.185,69.48,69.48,538000,0.0,1.0
2010-09-29,68.65,70.3,68.52,69.75,69.75,427100,0.0,1.0
2010-09-28,68.74,69.59,68.07,68.95,68.95,661800,0.0,1.0
2010-09-27,69.75,69.98,68.53,68.57,68.57,380000,0.0,1.0
2010-09-24,69.35,69.86,68.83,69.86,69.86,538600,0.0,1.0
2010-09-23,69.84,70.0,68.5,68.61,68.61,429600,0.0,1.0
2010-09-22,70.4,70.98,70.04,70.19,70.19,324100,0.0,1.0
2010-09-21,70.21,70.53,69.65,70.36,70.36,536100,0.0,1.0
2010-09-20,70.3,70.3,69.58,69.78,69.78,505100,0.0,1.0
2010-09-17,69.94,70.13,69.34,69.97,69.97,698200,0.0,1.0
2010-09-16,69.9,70.015,69.2,69.66,69.66,670700,0.0,1.0
2010-09-15,69.56,70.18,69.27,70.09,70.09,502500,0.0,1.0
2010-09-14,69.3,70.0,69.15,69.86,69.86,614000,0.0,1.0
2010-09-13,69.3,69.46,68.69,69.33,69.33,443500,0.0,1.0
2010-09-10,68.3,69.15,68.0319,69.0,69.0,410700,0.0,1.0
2010-09-09,67.75,68.89,67.75,68.13,68.13,655600,0.0,1.0
2010-09-08,66.53,67.55,66.4,67.49,67.49,443400,0.0,1.0
2010-09-07,66.42,66.81,66.03,66.31,66.31,347100,0.0,1.0
2010-09-03,67.15,67.32,66.39,66.53,66.53,688000,0.0,1.0
2010-09-02,66.5,66.61,66.06,66.5,66.5,438500,0.0,1.0
2010-09-01,65.86,66.92,65.86,66.56,66.56,627800,0.0,1.0
2010-08-31,66.12,66.23,65.27,65.5,65.5,524500,0.0,1.0
2010-08-30,66.02,66.64,65.31,66.25,66.25,526700,0.0,1.0
2010-08-27,64.77,66.21,64.32,66.04,66.04,478800,0.0,1.0
2010-08-26,65.09,65.8,64.35,64.58,64.58,370800,0.0,1.0
2010-08-25,64.64,65.06,63.57,64.88,64.88,800700,0.0,1.0
2010-08-24,65.6,65.82,65.07,65.2,65.2,441700,0.0,1.0
2010-08-23,66.41,67.01,65.62,65.82,65.82,565700,0.0,1.0
2010-08-20,64.98,66.0,64.65,65.92,65.92,771500,0.0,1.0
2010-08-19,66.81,66.86,65.28,66.12,66.12,628300,0.0,1.0
2010-08-18,67.05,67.47,66.42,67.06,67.06,519700,0.0,1.0
2010-08-17,66.3,67.21,65.7,67.0,67.0,674300,0.0,1.0
2010-08-16,64.76,66.01,64.18,65.76,65.76,968200,0.0,1.0
2010-08-13,64.24,64.93,64.13,64.76,64.76,651300,0.0,1.0
2010-08-12,63.18,64.84,62.7,64.52,64.52,724200,0.0,1.0
2010-08-11,63.93,64.13,63.2,63.62,63.62,841600,0.0,1.0
2010-08-10,64.54,65.1499,63.9,64.57,64.57,476400,0.0,1.0
2010-08-09,64.49,65.065,64.21,64.93,64.93,428300,0.0,1.0
2010-08-06,63.5,64.26,62.85,64.26,64.26,516100,0.0,1.0
2010-08-05,63.94,64.55,63.78,64.16,64.16,419700,0.0,1.0
2010-08-04,63.86,64.52,63.78,64.38,64.38,598100,0.0,1.0
2010-08-03,63.32,64.37,63.03,63.67,63.67,679400,0.0,1.0
2010-08-02,63.72,64.1,63.02,63.57,63.57,657200,0.0,1.0
2010-07-30,62.27,63.03,61.66,63.0,63.0,772400,0.0,1.0
2010-07-29,62.78,63.23,61.02,62.57,62.57,1673900,0.0,1.0
2010-07-28,64.5,64.53,63.33,63.89,63.89,774700,0.0,1.0
2010-07-27,65.5,65.82,63.71,64.51,64.51,838700,0.0,1.0
2010-07-26,64.73,65.44,64.54,65.41,65.41,672200,0.0,1.0
2010-07-23,63.51,64.8,63.17,64.77,64.77,768600,0.0,1.0
2010-07-22,64.26,64.84,63.25,63.45,63.45,1171900,0.0,1.0
2010-07-21,64.31,65.31,63.1,63.91,63.91,1386100,0.0,1.0
2010-07-20,64.46,65.82,64.37,65.82,65.82,778300,0.0,1.0
2010-07-19,64.87,65.54,64.29,64.96,64.96,465400,0.0,1.0
2010-07-16,65.86,65.9,64.21,64.57,64.57,926500,0.0,1.0
2010-07-15,66.15,66.77,65.35,65.87,65.87,711500,0.0,1.0
2010-07-14,66.15,66.26,65.64,66.21,66.21,568500,0.0,1.0
2010-07-13,66.32,66.8799,65.8075,66.23,66.23,785800,0.0,1.0
2010-07-12,65.64,66.11,65.25,65.95,65.95,454000,0.0,1.0
2010-07-09,65.5,67.0,65.2,65.54,65.54,569000,0.0,1.0
2010-07-08,65.6,65.735,64.62,65.31,65.31,670300,0.0,1.0
2010-07-07,64.04,65.25,63.74,65.25,65.25,1084900,0.0,1.0
2010-07-06,64.93,65.09,63.5,63.97,63.97,959600,0.0,1.0
2010-07-02,65.28,65.83,64.27,64.52,64.52,834200,0.0,1.0
2010-07-01,65.78,65.83,64.7107,65.24,65.24,1074700,0.0,1.0
2010-06-30,65.68,66.33,65.27,65.58,65.58,1160200,0.0,1.0
2010-06-29,65.02,66.75,65.02,65.94,65.94,1294700,0.0,1.0
2010-06-28,66.12,67.03,65.38,66.57,66.57,849500,0.0,1.0
2010-06-25,64.87,66.19,64.67,66.0,66.0,1101800,0.0,1.0
2010-06-24,64.5,65.05,64.2201,64.59,64.59,766600,0.0,1.0
2010-06-23,64.93,65.18,63.98,64.46,64.46,875100,0.0,1.0
2010-06-22,65.52,66.3,64.68,64.8,64.8,1081900,0.0,1.0
2010-06-21,65.76,65.93,64.88,65.27,65.27,814600,0.0,1.0
2010-06-18,65.09,66.12,65.02,65.44,65.44,1408900,0.0,1.0
2010-06-17,64.88,65.16,64.4,65.08,65.08,736400,0.0,1.0
2010-06-16,64.17,64.85,63.99,64.68,64.68,837500,0.0,1.0
2010-06-15,63.98,64.55,63.785,64.51,64.51,918400,0.0,1.0
2010-06-14,64.0,64.08,63.56,63.72,63.72,986700,0.0,1.0
2010-06-11,62.8,63.6,62.48,63.57,63.57,983000,0.0,1.0
2010-06-10,62.2,64.07,61.93,63.19,63.19,2318000,0.0,1.0
2010-06-09,59.32,61.57,59.2,61.46,61.46,1933300,0.0,1.0
2010-06-08,57.26,58.985,57.0,58.79,58.79,748000,0.0,1.0
2010-06-07,58.18,58.31,57.2,57.3,57.3,577400,0.0,1.0
2010-06-04,59.05,59.74,58.135,58.25,58.25,885900,0.0,1.0
2010-06-03,59.62,60.02,59.525,59.94,59.94,762100,0.0,1.0
2010-06-02,58.85,59.52,58.13,59.52,59.52,804100,0.0,1.0
2010-06-01,58.28,59.22,57.72,58.43,58.43,1188600,0.0,1.0
2010-05-28,57.6,58.9,57.29,58.62,58.62,1040400,0.0,1.0
2010-05-27,57.18,57.94,56.91,57.94,57.94,910900,0.0,1.0
2010-05-26,57.23,58.25,56.18,56.44,56.44,1108900,0.0,1.0
2010-05-25,56.01,56.82,55.66,56.7,56.7,826400,0.0,1.0
2010-05-24,57.29,57.72,56.72,56.76,56.76,532100,0.0,1.0
2010-05-21,56.1,57.57,56.033,57.54,57.54,990000,0.0,1.0
2010-05-20,57.42,58.07,56.74,56.91,56.91,931400,0.0,1.0
2010-05-19,58.05,59.02,57.73,58.36,58.36,1134500,0.0,1.0
2010-05-18,57.8,58.84,57.75,58.06,58.06,1033900,0.0,1.0
2010-05-17,56.94,57.6,56.62,57.44,57.44,611200,0.0,1.0
2010-05-14,57.05,57.17,56.34,56.7,56.7,504000,0.0,1.0
2010-05-13,57.71,57.77,57.09,57.19,57.19,402700,0.0,1.0
2010-05-12,57.58,57.93,57.25,57.77,57.77,595400,0.0,1.0
2010-05-11,57.0,58.16,56.78,57.57,57.57,396000,0.0,1.0
2010-05-10,56.86,57.8,56.78,57.64,57.64,613600,0.0,1.0
2010-05-07,55.62,56.42,55.26,55.53,55.53,825500,0.0,1.0
2010-05-06,57.43,57.57,54.58,56.03,56.03,915000,0.0,1.0
2010-05-05,57.28,57.84,57.05,57.44,57.44,515000,0.0,1.0
2010-05-04,58.23,58.26,56.87,57.44,57.44,594200,0.0,1.0
2010-05-03,58.91,59.15,58.37,58.61,58.61,1095900,0.0,1.0
2010-04-30,58.33,59.525,58.14,58.9,58.9,901700,0.0,1.0
2010-04-29,57.5,58.2,57.14,58.1,58.1,763600,0.0,1.0
2010-04-28,56.09,57.22,55.82,57.07,57.07,569700,0.0,1.0
2010-04-27,56.95,57.18,55.91,56.0,56.0,474300,0.0,1.0
2010-04-26,56.87,57.45,56.82,57.16,57.16,519200,0.0,1.0
2010-04-23,56.99,57.34,56.59,57.0,57.0,666600,0.0,1.0
2010-04-22,55.63,56.64,55.28,56.56,56.56,424600,0.0,1.0
2010-04-21,55.91,55.99,55.36,55.75,55.75,613000,0.0,1.0
2010-04-20,55.95,56.12,55.48,56.12,56.12,392500,0.0,1.0
2010-04-19,55.66,55.86,55.3,55.86,55.86,765100,0.0,1.0
2010-04-16,55.61,55.9375,55.46,55.66,55.66,674800,0.0,1.0
2010-04-15,55.16,56.0,55.14,55.75,55.75,569200,0.0,1.0
2010-04-14,55.8,55.93,54.94,55.9,55.9,1100400,0.0,1.0
2010-04-13,55.38,56.0,55.18,55.81,55.81,498500,0.0,1.0
2010-04-12,54.7,55.68,54.49,55.57,55.57,539300,0.0,1.0
2010-04-09,54.29,54.58,53.83,54.58,54.58,329800,0.0,1.0
2010-04-08,54.5,54.5,54.06,54.35,54.35,431800,0.0,1.0
2010-04-07,54.88,54.91,54.46,54.57,54.57,420200,0.0,1.0
2010-04-06,54.75,55.2485,54.75,55.14,55.14,379100,0.0,1.0
2010-04-05,54.77,55.17,54.68,55.08,55.08,385400,0.0,1.0
2010-04-01,54.67,55.03,54.27,54.77,54.77,378900,0.0,1.0
2010-03-31,54.26,54.85,54.26,54.5,54.5,350900,0.0,1.0
2010-03-30,55.2,55.2,54.57,54.9,54.9,302000,0.0,1.0
2010-03-29,54.72,55.37,54.52,55.04,55.04,358500,0.0,1.0
2010-03-26,54.7,54.7,54.29,54.5,54.5,415900,0.0,1.0
2010-03-25,54.75,54.93,54.41,54.5,54.5,514700,0.0,1.0
2010-03-24,55.49,55.86,54.34,54.71,54.71,756500,0.0,1.0
2010-03-23,56.07,56.44,56.02,56.38,56.38,264200,0.0,1.0
2010-03-22,55.53,56.25,55.14,56.1,56.1,457000,0.0,1.0
2010-03-19,55.94,56.55,55.16,55.61,55.61,978700,0.0,1.0
2010-03-18,55.29,55.57,55.156,55.49,55.49,312000,0.0,1.0
2010-03-17,55.25,55.62,55.08,55.49,55.49,326200,0.0,1.0
2010-03-16,54.82,55.36,54.82,55.27,55.27,271300,0.0,1.0
2010-03-15,54.59,55.04,54.16,54.93,54.93,373700,0.0,1.0
2010-03-12,54.6,54.86,54.2,54.49,54.49,299600,0.0,1.0
2010-03-11,54.38,54.56,54.03,54.56,54.56,514200,0.0,1.0
2010-03-10,54.57,54.7,54.27,54.38,54.38,622600,0.0,1.0
2010-03-09,54.57,54.91,54.36,54.65,54.65,382700,0.0,1.0
2010-03-08,55.15,55.16,54.57,54.68,54.68,392500,0.0,1.0
2010-03-05,55.3,55.71,55.26,55.35,55.35,364300,0.0,1.0
2010-03-04,55.75,55.83,55.2,55.3,55.3,542500,0.0,1.0
2010-03-03,56.31,56.41,55.58,55.78,55.78,361800,0.0,1.0
2010-03-02,56.5,56.5,55.4301,56.14,56.14,997600,0.0,1.0
2010-03-01,55.32,55.57,55.2,55.57,55.57,410700,0.0,1.0
2010-02-26,56.09,56.09,54.96,55.18,55.18,774000,0.0,1.0
2010-02-25,54.26,56.0,54.13,55.93,55.93,973800,0.0,1.0
2010-02-24,54.34,54.93,53.96,54.83,54.83,845400,0.0,1.0
2010-02-23,54.46,54.68,53.96,53.98,53.98,866100,0.0,1.0
2010-02-22,54.27,54.64,53.99,54.6,54.6,932100,0.0,1.0
2010-02-19,53.29,54.55,53.29,54.3,54.3,806100,0.0,1.0
2010-02-18,53.14,53.6,53.03,53.5,53.5,557700,0.0,1.0
2010-02-17,52.43,53.2,52.08,53.02,53.02,620100,0.0,1.0
2010-02-16,51.77,52.45,51.61,52.45,52.45,627700,0.0,1.0
2010-02-12,51.545,51.545,50.91,51.36,51.36,545400,0.0,1.0
2010-02-11,50.95,51.88,50.62,51.65,51.65,603600,0.0,1.0
2010-02-10,50.98,51.75,50.88,51.2,51.2,370600,0.0,1.0
2010-02-09,51.63,52.02,51.22,51.55,51.55,652500,0.0,1.0
2010-02-08,52.21,52.39,50.97,51.16,51.16,929700,0.0,1.0
2010-02-05,53.76,53.82,51.5,52.0,52.0,1974800,0.0,1.0
2010-02-04,54.11,54.93,52.82,52.99,52.99,1325700,0.0,1.0
2010-02-03,53.25,54.65,53.0,54.48,54.48,861500,0.0,1.0
2010-02-02,53.66,53.66,52.995,53.59,53.59,486400,0.0,1.0
2010-02-01,53.26,53.58,52.7,53.48,53.48,451200,0.0,1.0
2010-01-29,53.69,54.025,52.9,52.91,52.91,691600,0.0,1.0
2010-01-28,54.06,54.06,52.97,53.42,53.42,543500,0.0,1.0
2010-01-27,53.92,54.14,53.13,53.77,53.77,484400,0.0,1.0
2010-01-26,54.26,54.65,53.69,53.81,53.81,353000,0.0,1.0
2010-01-25,54.93,54.93,54.13,54.27,54.27,537700,0.0,1.0
2010-01-22,54.99,55.3992,54.7,54.8,54.8,608400,0.0,1.0
2010-01-21,55.84,56.03,54.75,55.01,55.01,612700,0.0,1.0
2010-01-20,55.85,55.85,54.65,55.19,55.19,407900,0.0,1.0
2010-01-19,54.88,56.185,54.88,56.12,56.12,565300,0.0,1.0
2010-01-15,54.98,55.89,54.59,54.81,54.81,652100,0.0,1.0
2010-01-14,55.41,55.87,55.41,55.52,55.52,243700,0.0,1.0
2010-01-13,55.07,55.83,54.55,55.78,55.78,361500,0.0,1.0
2010-01-12,55.26,55.26,54.73,54.87,54.87,370500,0.0,1.0
2010-01-11,55.25,55.59,54.7,55.35,55.35,445600,0.0,1.0
2010-01-08,54.84,55.5,54.3,55.34,55.34,542500,0.0,1.0
2010-01-07,54.35,54.75,54.3,54.72,54.72,357100,0.0,1.0
2010-01-06,54.42,54.92,54.38,54.63,54.63,649600,0.0,1.0
2010-01-05,54.98,55.05,54.2,54.67,54.67,647600,0.0,1.0
2010-01-04,55.55,55.9,55.08,55.16,55.16,465900,0.0,1.0
2009-12-31,55.53,55.55,55.17,55.17,55.17,302300,0.0,1.0
2009-12-30,55.07,55.51,54.96,55.33,55.33,319700,0.0,1.0
2009-12-29,55.5,55.6,55.1,55.37,55.37,392400,0.0,1.0
2009-12-28,55.87,55.9,55.335,55.6,55.6,321500,0.0,1.0
2009-12-24,55.95,55.95,55.53,55.72,55.72,164500,0.0,1.0
2009-12-23,55.6,55.93,55.41,55.72,55.72,485900,0.0,1.0
2009-12-22,56.29,56.29,55.3,55.56,55.56,626700,0.0,1.0
2009-12-21,55.44,55.98,55.29,55.51,55.51,572000,0.0,1.0
2009-12-18,55.47,55.755,54.87,55.16,55.16,1095300,0.0,1.0
2009-12-17,55.78,55.82,55.24,55.25,55.25,463200,0.0,1.0
2009-12-16,55.15,57.14,55.15,56.06,56.06,663400,0.0,1.0
2009-12-15,57.35,57.61,56.71,56.84,56.84,691200,0.0,1.0
2009-12-14,57.93,57.93,57.15,57.69,57.69,563400,0.0,1.0
2009-12-11,57.78,57.86,57.14,57.24,57.24,709000,0.0,1.0
2009-12-10,57.42,57.92,57.3,57.64,57.64,865100,0.0,1.0
2009-12-09,57.39,57.94,57.15,57.85,57.85,594600,0.0,1.0
2009-12-08,57.63,58.19,57.27,57.62,57.62,859200,0.0,1.0
2009-12-07,57.74,58.34,57.48,58.1,58.1,1166000,0.0,1.0
2009-12-04,56.24,57.24,56.185,56.91,56.91,732400,0.0,1.0
2009-12-03,56.13,56.4497,55.83,55.91,55.91,481600,0.0,1.0
2009-12-02,55.78,56.42,55.66,56.02,56.02,435700,0.0,1.0
2009-12-01,55.03,56.25,54.77,55.86,55.86,817800,0.0,1.0
2009-11-30,53.99,54.84,53.56,54.73,54.73,583000,0.0,1.0
2009-11-27,53.54,54.82,53.54,54.13,54.13,329000,0.0,1.0
2009-11-25,54.65,55.49,54.64,55.15,55.15,672800,0.0,1.0
2009-11-24,55.22,55.22,54.33,54.79,54.79,453200,0.0,1.0
2009-11-23,54.63,55.87,54.58,55.0,55.0,544500,0.0,1.0
2009-11-20,53.87,54.44,53.87,54.1,54.1,466200,0.0,1.0
2009-11-19,54.61,54.88,53.8,54.15,54.15,727300,0.0,1.0
2009-11-18,55.29,55.3,54.58,54.94,54.94,536100,0.0,1.0
2009-11-17,55.07,55.43,54.68,55.29,55.29,377000,0.0,1.0
2009-11-16,54.69,55.43,54.69,55.2,55.2,592800,0.0,1.0
2009-11-13,53.88,54.83,53.33,54.39,54.39,524000,0.0,1.0
2009-11-12,54.4,54.86,53.9,54.05,54.05,416600,0.0,1.0
2009-11-11,54.91,55.25,53.0,54.49,54.49,510000,0.0,1.0
2009-11-10,54.98,55.2,54.01,54.56,54.56,1025000,0.0,1.0
2009-11-09,54.45,55.42,54.35,55.34,55.34,771400,0.0,1.0
2009-11-06,53.79,54.36,53.26,54.3,54.3,748800,0.0,1.0
2009-11-05,53.42,53.94,53.29,53.87,53.87,762100,0.0,1.0
2009-11-04,53.1,53.37,52.32,53.04,53.04,1190800,0.0,1.0
2009-11-03,52.73,53.08,52.03,52.97,52.97,927500,0.0,1.0
2009-11-02,51.8,53.0,51.8,52.64,52.64,1029900,0.0,1.0
2009-10-30,52.96,53.5,52.367,52.37,52.37,1057400,0.0,1.0
2009-10-29,52.97,52.98,52.34,52.96,52.96,956600,0.0,1.0
2009-10-28,52.05,53.44,51.655,53.16,53.16,1389800,0.0,1.0
2009-10-27,52.02,53.4,52.0,53.35,53.35,1389800,0.0,1.0
2009-10-26,51.25,52.75,51.0,52.27,52.27,1924100,0.0,1.0
2009-10-23,53.35,54.32,52.78,53.17,53.17,881300,0.0,1.0
2009-10-22,53.0,53.27,52.43,53.21,53.21,927400,0.0,1.0
2009-10-21,52.18,53.47,51.8,52.89,52.89,1198700,0.0,1.0
2009-10-20,51.99,52.85,51.99,52.48,52.48,748300,0.0,1.0
2009-10-19,52.5,53.01,52.36,52.67,52.67,770700,0.0,1.0
2009-10-16,52.04,52.43,51.16,52.24,52.24,837700,0.0,1.0
2009-10-15,50.0,52.19,49.99,52.12,52.12,1331300,0.0,1.0
2009-10-14,48.78,49.64,48.6,49.63,49.63,675100,0.0,1.0
2009-10-13,48.3,48.63,48.3,48.6,48.6,501000,0.0,1.0
2009-10-12,48.72,48.72,48.22,48.55,48.55,448900,0.0,1.0
2009-10-09,48.35,48.55,48.17,48.35,48.35,627700,0.0,1.0
2009-10-08,48.39,48.7299,48.19,48.28,48.28,560000,0.0,1.0
2009-10-07,48.49,48.49,47.72,48.03,48.03,597600,0.0,1.0
2009-10-06,47.89,48.49,47.53,48.39,48.39,626900,0.0,1.0
2009-10-05,47.62,47.88,47.08,47.84,47.84,621200,0.0,1.0
2009-10-02,47.55,47.94,47.24,47.73,47.73,605900,0.0,1.0
2009-10-01,48.66,48.84,47.58,47.58,47.58,563700,0.0,1.0
2009-09-30,48.43,48.71,47.86,48.44,48.44,754900,0.0,1.0
2009-09-29,48.59,48.98,48.36,48.51,48.51,692300,0.0,1.0
2009-09-28,47.62,49.19,47.62,48.56,48.56,806100,0.0,1.0
2009-09-25,47.53,47.7,46.97,47.46,47.46,1037500,0.0,1.0
2009-09-24,47.28,47.66,46.86,47.48,47.48,921000,0.0,1.0
2009-09-23,47.91,48.1632,47.33,47.61,47.61,1151400,0.0,1.0
2009-09-22,48.41,48.49,47.71,47.91,47.91,594900,0.0,1.0
