,ANIP_Open,ANIP_High,ANIP_Low,ANIP_Close,ANIP_Adj Close,ANIP_Volume,ANIP_Dividend Amount,ANIP_Split Coefficient
2012-09-06,1.4,1.44,1.34,1.36,8.15999999999998,837600,0.0,1.0
2012-09-05,1.6,1.6,1.39,1.4,8.39999999999998,1783800,0.0,1.0
2012-09-04,1.52,1.68,1.52,1.62,9.71999999999998,2711400,0.0,1.0
2012-08-31,1.5,1.54,1.46,1.48,8.87999999999998,370200,0.0,1.0
2012-08-30,1.5,1.53,1.47,1.47,8.81999999999998,280200,0.0,1.0
2012-08-29,1.54,1.54,1.48,1.48,8.87999999999998,171600,0.0,1.0
2012-08-28,1.57,1.59,1.5,1.51,9.05999999999998,537600,0.0,1.0
2012-08-27,1.55,1.6,1.41,1.55,9.29999999999998,1759800,0.0,1.0
2012-08-24,1.52,1.52,1.45,1.48,8.87999999999998,212400,0.0,1.0
2012-08-23,1.43,1.5,1.42,1.5,8.99999999999998,438000,0.0,1.0
2012-08-22,1.46,1.46,1.43,1.45,8.69999999999998,207000,0.0,1.0
2012-08-21,1.47,1.47,1.44,1.47,8.81999999999998,355200,0.0,1.0
2012-08-20,1.45,1.5,1.4,1.45,8.69999999999998,611400,0.0,1.0
2012-08-17,1.57,1.58,1.4,1.45,8.69999999999998,1219800,0.0,1.0
2012-08-16,1.49,1.58,1.38,1.55,9.29999999999998,1212600,0.0,1.0
2012-08-15,1.37,1.42,1.35,1.41,8.45999999999998,210000,0.0,1.0
2012-08-14,1.44,1.5,1.35,1.39,8.33999999999998,304800,0.0,1.0
2012-08-13,1.37,1.45,1.36,1.44,8.63999999999998,636600,0.0,1.0
2012-08-10,1.3799,1.38,1.26,1.38,8.27999999999998,434400,0.0,1.0
2012-08-09,1.26,1.28,1.24,1.28,7.67999999999999,618600,0.0,1.0
2012-08-08,1.48,1.49,1.24,1.26,7.55999999999999,1213800,0.0,1.0
2012-08-07,1.52,1.58,1.48,1.5,8.99999999999998,1362600,0.0,1.0
2012-08-06,1.26,1.62,1.23,1.53,9.17999999999998,1231200,0.0,1.0
2012-08-03,1.28,1.29,1.25,1.25,7.49999999999999,363000,0.0,1.0
2012-08-02,1.31,1.34,1.21,1.25,7.49999999999999,894600,0.0,1.0
2012-08-01,1.51,1.51,1.36,1.36,8.15999999999998,395400,0.0,1.0
2012-07-31,1.5,1.5217,1.48,1.48,8.87999999999998,183600,0.0,1.0
2012-07-30,1.57,1.57,1.48,1.5,8.99999999999998,253800,0.0,1.0
2012-07-27,1.53,1.55,1.48,1.54,9.23999999999998,385200,0.0,1.0
2012-07-26,1.57,1.6599,1.46,1.51,9.05999999999998,735000,0.0,1.0
2012-07-25,1.53,1.56,1.51,1.55,9.29999999999998,488400,0.0,1.0
2012-07-24,1.54,1.6,1.52,1.54,9.23999999999998,522600,0.0,1.0
2012-07-23,1.6,1.6,1.52,1.53,9.17999999999998,346200,0.0,1.0
2012-07-20,1.61,1.63,1.51,1.62,9.71999999999998,968400,0.0,1.0
2012-07-19,1.65,1.69,1.6,1.6,9.59999999999998,634200,0.0,1.0
2012-07-18,1.76,1.76,1.65,1.65,9.89999999999998,652200,0.0,1.0
2012-07-17,2.0,2.0,1.65,1.76,10.56,1809000,0.0,1.0
2012-07-16,2.06,2.071,1.98,2.02,12.12,291000,0.0,1.0
2012-07-13,2.03,2.11,1.96,2.05,12.3,775200,0.0,1.0
2012-07-12,2.08,2.09,1.96,2.01,12.06,699600,0.0,1.0
2012-07-11,2.08,2.12,2.01,2.06,12.36,552000,0.0,1.0
2012-07-10,2.11,2.24,2.0301,2.1,12.6,1362000,0.0,1.0
2012-07-09,2.18,2.18,2.02,2.06,12.36,1175400,0.0,1.0
2012-07-06,2.18,2.3,2.14,2.14,12.84,628800,0.0,1.0
2012-07-05,2.35,2.35,2.12,2.18,13.08,1575000,0.0,1.0
2012-07-03,2.33,2.38,2.27,2.33,13.98,279600,0.0,1.0
2012-07-02,2.54,2.62,2.28,2.34,14.04,815400,0.0,1.0
2012-06-29,2.64,2.64,2.53,2.55,15.3,237000,0.0,1.0
2012-06-28,2.65,2.69,2.52,2.58,15.48,232800,0.0,1.0
2012-06-27,2.6,2.672,2.48,2.66,15.96,357000,0.0,1.0
2012-06-26,2.63,2.63,2.53,2.55,15.3,202200,0.0,1.0
2012-06-25,2.59,2.64,2.53,2.6,15.6,272400,0.0,1.0
2012-06-22,2.71,2.74,2.5,2.64,15.84,2929800,0.0,1.0
2012-06-21,2.57,2.75,2.52,2.69,16.14,637800,0.0,1.0
2012-06-20,2.8,2.94,2.55,2.58,15.48,879000,0.0,1.0
2012-06-19,2.47,2.8,2.4,2.78,16.68,966000,0.0,1.0
2012-06-18,2.66,2.68,2.35,2.48,14.88,876600,0.0,1.0
2012-06-15,2.35,2.8,2.35,2.7,16.2,2173800,0.0,1.0
2012-06-14,2.1,2.33,2.0,2.33,13.98,1035000,0.0,1.0
2012-06-13,2.23,2.29,2.11,2.12,12.72,354600,0.0,1.0
2012-06-12,2.36,2.36,2.1,2.25,13.5,666000,0.0,1.0
2012-06-11,2.6,2.7,2.29,2.36,14.16,867600,0.0,1.0
2012-06-08,2.56,2.74,2.49,2.56,15.36,452400,0.0,1.0
2012-06-07,2.82,2.93,2.55,2.6,15.6,792600,0.0,1.0
2012-06-06,2.81,3.1,2.6701,2.8,16.8,1391400,0.0,1.0
2012-06-05,2.74,3.45,2.74,2.8,16.8,2419200,0.0,1.0
2012-06-04,2.2,2.75,2.01,2.73,16.38,5130000,0.0,0.166666666666667
2012-06-01,0.4,0.4243,0.3603,0.385,13.8599999999999,788400,0.0,1.0
2012-05-31,0.45,0.4659,0.4035,0.4551,16.3835999999999,2386800,0.0,1.0
2012-05-30,0.48,0.5199,0.45,0.4501,16.2035999999999,2664000,0.0,1.0
2012-05-29,0.52,0.5382,0.48,0.5013,18.0467999999999,2322000,0.0,1.0
2012-05-25,0.5196,0.54,0.5025,0.5183,18.6587999999999,1656000,0.0,1.0
2012-05-24,0.5277,0.5676,0.5,0.5196,18.7055999999999,2894400,0.0,1.0
2012-05-23,0.45,0.56,0.4259,0.527,18.9719999999999,5515200,0.0,1.0
2012-05-22,0.519,0.6089,0.4534,0.4611,16.5995999999999,9493200,0.0,1.0
2012-05-21,0.345,0.537,0.345,0.5301,19.0835999999999,10479600,0.0,1.0
2012-05-18,0.37,0.3721,0.3394,0.3398,12.2328,4730400,0.0,1.0
2012-05-17,0.4009,0.4046,0.3631,0.3762,13.5431999999999,3315600,0.0,1.0
2012-05-16,0.4,0.4197,0.4,0.4009,14.4323999999999,1861200,0.0,1.0
2012-05-15,0.41,0.42,0.4,0.4,14.3999999999999,2678400,0.0,1.0
2012-05-14,0.447,0.45,0.415,0.42,15.1199999999999,2098800,0.0,1.0
2012-05-11,0.4185,0.4545,0.4165,0.45,16.1999999999999,2617200,0.0,1.0
2012-05-10,0.44,0.4578,0.412,0.4201,15.1235999999999,1382400,0.0,1.0
2012-05-09,0.4895,0.4895,0.43,0.4351,15.6635999999999,3614400,0.0,1.0
2012-05-08,0.52,0.525,0.4921,0.5085,18.3059999999999,1490400,0.0,1.0
2012-05-07,0.5135,0.53,0.5008,0.5209,18.7523999999999,1483200,0.0,1.0
2012-05-04,0.5014,0.5285,0.5,0.5171,18.6155999999999,1688400,0.0,1.0
2012-05-03,0.5347,0.5496,0.5,0.51,18.3599999999999,1490400,0.0,1.0
2012-05-02,0.543,0.55,0.53,0.5326,19.1735999999999,889200,0.0,1.0
2012-05-01,0.56,0.58,0.5405,0.5405,19.4579999999999,1947600,0.0,1.0
2012-04-30,0.58,0.58,0.5435,0.55,19.7999999999999,1321200,0.0,1.0
2012-04-27,0.525,0.5601,0.52,0.5601,20.1635999999999,1706400,0.0,1.0
2012-04-26,0.53,0.5432,0.5264,0.5303,19.0907999999999,896400,0.0,1.0
2012-04-25,0.5436,0.56,0.524,0.5311,19.1195999999999,1620000,0.0,1.0
2012-04-24,0.57,0.58,0.5135,0.54,19.4399999999999,3204000,0.0,1.0
2012-04-23,0.568,0.5773,0.56,0.5686,20.4695999999999,1249200,0.0,1.0
2012-04-20,0.63,0.63,0.58,0.589,21.2039999999999,2271600,0.0,1.0
2012-04-19,0.5711,0.61,0.5711,0.61,21.9599999999999,1602000,0.0,1.0
2012-04-18,0.5927,0.6035,0.5706,0.5713,20.5667999999999,1371600,0.0,1.0
2012-04-17,0.57,0.6095,0.56,0.6,21.5999999999999,2084400,0.0,1.0
2012-04-16,0.59,0.5999,0.54,0.5601,20.1635999999999,1558800,0.0,1.0
2012-04-13,0.6111,0.62,0.5816,0.5904,21.2543999999999,1245600,0.0,1.0
2012-04-12,0.57,0.615,0.57,0.6121,22.0355999999999,2059200,0.0,1.0
2012-04-11,0.61,0.63,0.57,0.5846,21.0455999999999,1965600,0.0,1.0
2012-04-10,0.6658,0.68,0.5946,0.6031,21.7115999999999,4078800,0.0,1.0
2012-04-09,0.6622,0.68,0.66,0.6658,23.9687999999999,1443600,0.0,1.0
2012-04-05,0.69,0.7,0.6626,0.6798,24.4727999999999,2052000,0.0,1.0
2012-04-04,0.7157,0.72,0.69,0.6975,25.1099999999999,1875600,0.0,1.0
2012-04-03,0.75,0.76,0.7012,0.73,26.2799999999999,2581200,0.0,1.0
2012-04-02,0.6836,0.75,0.6718,0.75,26.9999999999999,4957200,0.0,1.0
2012-03-30,0.7,0.703,0.68,0.68,24.4799999999999,2084400,0.0,1.0
2012-03-29,0.71,0.71,0.6812,0.6993,25.1747999999999,2916000,0.0,1.0
2012-03-28,0.7115,0.719,0.7026,0.71,25.5599999999999,1602000,0.0,1.0
2012-03-27,0.7115,0.729,0.7061,0.7115,25.6139999999999,1533600,0.0,1.0
2012-03-26,0.71,0.7399,0.7015,0.7102,25.5671999999999,2412000,0.0,1.0
2012-03-23,0.72,0.73,0.706,0.72,25.9199999999999,1537200,0.0,1.0
2012-03-22,0.7141,0.735,0.703,0.7151,25.7435999999999,1339200,0.0,1.0
2012-03-21,0.7447,0.7499,0.7231,0.725,26.0999999999999,1828800,0.0,1.0
2012-03-20,0.76,0.77,0.722,0.7387,26.5931999999999,4809600,0.0,1.0
2012-03-19,0.7192,0.72,0.7,0.7039,25.3403999999999,2718000,0.0,1.0
2012-03-16,0.72,0.727,0.71,0.718,25.8479999999999,2962800,0.0,1.0
2012-03-15,0.74,0.748,0.72,0.7234,26.0423999999999,2728800,0.0,1.0
2012-03-14,0.754,0.755,0.7313,0.7384,26.5823999999999,3254400,0.0,1.0
2012-03-13,0.7465,0.76,0.7355,0.7492,26.9711999999999,2005200,0.0,1.0
2012-03-12,0.73,0.7599,0.73,0.7401,26.6435999999999,1699200,0.0,1.0
2012-03-09,0.75,0.769,0.7357,0.7419,26.7083999999999,2793600,0.0,1.0
2012-03-08,0.76,0.76,0.725,0.7501,27.0035999999999,3153600,0.0,1.0
2012-03-07,0.7699,0.7699,0.7254,0.7549,27.1763999999999,3996000,0.0,1.0
2012-03-06,0.77,0.77,0.721,0.7352,26.4671999999999,5842800,0.0,1.0
2012-03-05,0.84,0.845,0.756,0.7754,27.9143999999999,7322400,0.0,1.0
2012-03-02,0.7327,0.788,0.72,0.76,27.3599999999999,5025600,0.0,1.0
2012-03-01,0.785,0.7962,0.725,0.7302,26.2871999999999,6980400,0.0,1.0
2012-02-29,0.78,0.827,0.76,0.7726,27.8135999999999,7387200,0.0,1.0
2012-02-28,0.83,0.8399,0.7601,0.77,27.7199999999999,9990000,0.0,1.0
2012-02-27,0.82,0.95,0.77,0.8091,29.1275999999999,32522400,0.0,1.0
2012-02-24,0.73,0.7585,0.7009,0.7077,25.4771999999999,4413600,0.0,1.0
2012-02-23,0.7683,0.79,0.7256,0.7368,26.5247999999999,4820400,0.0,1.0
2012-02-22,0.68,0.778,0.653,0.76,27.3599999999999,10479600,0.0,1.0
2012-02-21,0.81,0.81,0.71,0.7126,25.6535999999999,9597600,0.0,1.0
2012-02-17,0.8276,0.8384,0.7656,0.7863,28.3067999999999,6735600,0.0,1.0
2012-02-16,0.875,0.89,0.8015,0.8171,29.4155999999999,18248400,0.0,1.0
2012-02-15,1.2,1.23,0.9335,0.969,34.8839999999999,51994800,0.0,1.0
2012-02-14,0.83,0.8411,0.6805,0.7613,27.4067999999999,14871600,0.0,1.0
2012-02-13,0.9,0.9,0.84,0.849,30.5639999999999,5605200,0.0,1.0
2012-02-10,0.89,0.91,0.85,0.851,30.6359999999999,6998400,0.0,1.0
2012-02-09,0.92,0.9675,0.8725,0.8951,32.2235999999999,12618000,0.0,1.0
2012-02-08,0.8397,0.95,0.7609,0.8402,30.2471999999999,20545200,0.0,1.0
2012-02-07,1.02,1.03,0.83,0.86,30.9599999999999,30247200,0.0,1.0
2012-02-06,0.76,1.06,0.6347,1.05,37.7999999999999,28800000,0.0,1.0
2012-02-03,0.69,0.7401,0.672,0.74,26.6399999999999,7851600,0.0,1.0
2012-02-02,0.69,0.6995,0.666,0.685,24.6599999999999,3258000,0.0,1.0
2012-02-01,0.66,0.6849,0.6395,0.67,24.1199999999999,3816000,0.0,1.0
2012-01-31,0.673,0.695,0.63,0.6519,23.4683999999999,3366000,0.0,1.0
2012-01-30,0.65,0.669,0.615,0.65,23.3999999999999,3283200,0.0,1.0
2012-01-27,0.66,0.68,0.64,0.6453,23.2307999999999,2462400,0.0,1.0
2012-01-26,0.6876,0.698,0.612,0.6501,23.4035999999999,3506400,0.0,1.0
2012-01-25,0.675,0.7078,0.64,0.6844,24.6383999999999,2980800,0.0,1.0
2012-01-24,0.66,0.67,0.6226,0.6588,23.7167999999999,2948400,0.0,1.0
2012-01-23,0.71,0.713,0.611,0.6303,22.6907999999999,5065200,0.0,1.0
2012-01-20,0.6213,0.69,0.62,0.6799,24.4763999999999,4881600,0.0,1.0
2012-01-19,0.63,0.6592,0.605,0.6426,23.1335999999999,5695200,0.0,1.0
2012-01-18,0.7085,0.75,0.67,0.6719,24.1883999999999,16009200,0.0,1.0
2012-01-17,0.58,0.6749,0.5705,0.66,23.7599999999999,12693600,0.0,1.0
2012-01-13,0.51,0.55,0.51,0.5397,19.4291999999999,3844800,0.0,1.0
2012-01-12,0.5118,0.52,0.4908,0.515,18.5399999999999,3146400,0.0,1.0
2012-01-11,0.5359,0.549,0.4831,0.5251,18.9035999999999,6141600,0.0,1.0
2012-01-10,0.5698,0.596,0.55,0.5715,20.5739999999999,7513200,0.0,1.0
2012-01-09,0.5,0.5449,0.481,0.54,19.4399999999999,7444800,0.0,1.0
2012-01-06,0.48,0.49,0.46,0.4893,17.6147999999999,3027600,0.0,1.0
2012-01-05,0.48,0.49,0.44,0.48,17.2799999999999,3888000,0.0,1.0
2012-01-04,0.492,0.492,0.4754,0.4819,17.3483999999999,2826000,0.0,1.0
2012-01-03,0.502,0.516,0.47,0.4834,17.4023999999999,4366800,0.0,1.0
2011-12-30,0.51,0.51,0.4961,0.5021,18.0755999999999,3232800,0.0,1.0
2011-12-29,0.5,0.51,0.49,0.51,18.3599999999999,2469600,0.0,1.0
2011-12-28,0.53,0.537,0.485,0.5001,18.0035999999999,5713200,0.0,1.0
2011-12-27,0.48,0.548,0.4657,0.5172,18.6191999999999,8312400,0.0,1.0
2011-12-23,0.455,0.4944,0.45,0.4825,17.3699999999999,4582800,0.0,1.0
2011-12-22,0.47,0.4762,0.425,0.45,16.1999999999999,6087600,0.0,1.0
2011-12-21,0.42,0.51,0.4,0.45,16.1999999999999,14677200,0.0,1.0
2011-12-20,0.4,0.4257,0.39,0.4153,14.9507999999999,9082800,0.0,1.0
2011-12-19,0.45,0.4676,0.38,0.38,13.6799999999999,12034800,0.0,1.0
2011-12-16,0.4998,0.5,0.431,0.4462,16.0631999999999,11779200,0.0,1.0
2011-12-15,0.4747,0.5431,0.456,0.4802,17.2871999999999,49860000,0.0,1.0
2011-12-14,2.5,2.65,2.015,2.12,76.3199999999997,15242400,0.0,1.0
2011-12-13,2.56,2.66,2.51,2.52,90.7199999999996,2106000,0.0,1.0
2011-12-12,2.42,2.55,2.4,2.54,91.4399999999996,1951200,0.0,1.0
2011-12-09,2.4,2.46,2.32,2.45,88.1999999999997,2034000,0.0,1.0
2011-12-08,2.47,2.51,2.35,2.35,84.5999999999997,1710000,0.0,1.0
2011-12-07,2.52,2.52,2.43,2.45,88.1999999999997,1310400,0.0,1.0
2011-12-06,2.57,2.6,2.5,2.56,92.1599999999996,1519200,0.0,1.0
2011-12-05,2.56,2.62,2.51,2.56,92.1599999999996,1414800,0.0,1.0
2011-12-02,2.54,2.58,2.49,2.52,90.7199999999996,1904400,0.0,1.0
2011-12-01,2.42,2.52,2.4,2.48,89.2799999999996,2145600,0.0,1.0
2011-11-30,2.4,2.43,2.33,2.4,86.3999999999997,2001600,0.0,1.0
2011-11-29,2.35,2.45,2.32,2.32,83.5199999999997,1447200,0.0,1.0
2011-11-28,2.36,2.4,2.22,2.32,83.5199999999997,2055600,0.0,1.0
2011-11-25,2.26,2.3165,2.22,2.22,79.9199999999997,572400,0.0,1.0
2011-11-23,2.33,2.34,2.25,2.25,80.9999999999997,1288800,0.0,1.0
2011-11-22,2.4,2.45,2.31,2.34,84.2399999999997,1188000,0.0,1.0
2011-11-21,2.33,2.41,2.24,2.37,85.3199999999997,1980000,0.0,1.0
2011-11-18,2.49,2.5,2.35,2.35,84.5999999999997,2894400,0.0,1.0
2011-11-17,2.54,2.55,2.41,2.5,89.9999999999996,1634400,0.0,1.0
2011-11-16,2.45,2.65,2.4,2.52,90.7199999999996,4788000,0.0,1.0
2011-11-15,2.48,2.48,2.3,2.34,84.2399999999997,3481200,0.0,1.0
2011-11-14,2.37,2.44,2.32,2.41,86.7599999999997,2062800,0.0,1.0
2011-11-11,2.39,2.42,2.35,2.37,85.3199999999997,1188000,0.0,1.0
2011-11-10,2.52,2.52,2.35,2.37,85.3199999999997,1926000,0.0,1.0
2011-11-09,2.48,2.6,2.44,2.48,89.2799999999996,1396800,0.0,1.0
2011-11-08,2.53,2.63,2.5,2.52,90.7199999999996,1447200,0.0,1.0
2011-11-07,2.58,2.6099,2.45,2.5,89.9999999999996,1533600,0.0,1.0
2011-11-04,2.59,2.65,2.55,2.56,92.1599999999996,1234800,0.0,1.0
2011-11-03,2.65,2.7,2.55,2.62,94.3199999999996,1166400,0.0,1.0
2011-11-02,2.57,2.68,2.52,2.63,94.6799999999996,1317600,0.0,1.0
2011-11-01,2.55,2.5895,2.45,2.51,90.3599999999996,1713600,0.0,1.0
2011-10-31,2.7,2.73,2.58,2.65,95.3999999999996,1353600,0.0,1.0
2011-10-28,2.68,2.76,2.58,2.75,98.9999999999996,1465200,0.0,1.0
2011-10-27,2.6,2.7,2.58,2.69,96.8399999999996,1900800,0.0,1.0
2011-10-26,2.5,2.59,2.47,2.54,91.4399999999996,2102400,0.0,1.0
2011-10-25,2.58,2.6,2.44,2.44,87.8399999999996,1774800,0.0,1.0
2011-10-24,2.35,2.56,2.35,2.56,92.1599999999996,2829600,0.0,1.0
2011-10-21,2.42,2.42,2.32,2.35,84.5999999999997,1321200,0.0,1.0
2011-10-20,2.41,2.43,2.32,2.36,84.9599999999997,979200,0.0,1.0
2011-10-19,2.49,2.49,2.37,2.38,85.6799999999997,1472400,0.0,1.0
2011-10-18,2.38,2.48,2.3,2.42,87.1199999999996,1479600,0.0,1.0
2011-10-17,2.5,2.53,2.35,2.37,85.3199999999997,1008000,0.0,1.0
2011-10-14,2.49,2.53,2.42,2.51,90.3599999999996,1026000,0.0,1.0
2011-10-13,2.34,2.48,2.33,2.47,88.9199999999997,1116000,0.0,1.0
2011-10-12,2.37,2.4,2.32,2.34,84.2399999999997,1062000,0.0,1.0
2011-10-11,2.42,2.488,2.33,2.35,84.5999999999997,1908000,0.0,1.0
2011-10-10,2.31,2.36,2.27,2.34,84.2399999999997,716400,0.0,1.0
2011-10-07,2.39,2.4,2.26,2.27,81.7199999999997,1188000,0.0,1.0
2011-10-06,2.29,2.4,2.2,2.38,85.6799999999997,1062000,0.0,1.0
2011-10-05,2.3,2.3501,2.21,2.29,82.4399999999997,1447200,0.0,1.0
2011-10-04,2.07,2.32,2.02,2.31,83.1599999999997,2570400,0.0,1.0
2011-10-03,2.25,2.28,2.01,2.02,72.7199999999997,2880000,0.0,1.0
2011-09-30,2.29,2.36,2.25,2.28,82.0799999999997,1195200,0.0,1.0
2011-09-29,2.44,2.48,2.26,2.33,83.8799999999997,1983600,0.0,1.0
2011-09-28,2.53,2.55,2.37,2.37,85.3199999999997,2062800,0.0,1.0
2011-09-27,2.47,2.55,2.44,2.53,91.0799999999996,2084400,0.0,1.0
2011-09-26,2.49,2.5,2.41,2.42,87.1199999999996,1335600,0.0,1.0
2011-09-23,2.38,2.55,2.37,2.45,88.1999999999997,1836000,0.0,1.0
2011-09-22,2.5,2.54,2.38,2.42,87.1199999999996,3265200,0.0,1.0
2011-09-21,2.74,2.77,2.6,2.6,93.5999999999996,1461600,0.0,1.0
2011-09-20,2.82,2.85,2.72,2.73,98.2799999999996,1897200,0.0,1.0
2011-09-19,2.68,2.835,2.67,2.8,100.8,1753200,0.0,1.0
2011-09-16,2.75,2.77,2.67,2.74,98.6399999999996,2149200,0.0,1.0
2011-09-15,2.84,2.84,2.715,2.74,98.6399999999996,1965600,0.0,1.0
2011-09-14,2.83,2.85,2.75,2.8,100.8,2307600,0.0,1.0
2011-09-13,2.8,2.83,2.7,2.77,99.7199999999996,2095200,0.0,1.0
2011-09-12,2.78,2.9,2.7,2.77,99.7199999999996,2476800,0.0,1.0
2011-09-09,2.88,2.93,2.7,2.75,98.9999999999996,3186000,0.0,1.0
2011-09-08,2.61,2.92,2.5797,2.89,104.04,4870800,0.0,1.0
2011-09-07,2.61,2.69,2.56,2.63,94.6799999999996,2527200,0.0,1.0
2011-09-06,2.41,2.55,2.4,2.55,91.7999999999996,1375200,0.0,1.0
2011-09-02,2.46,2.58,2.42,2.52,90.7199999999996,1868400,0.0,1.0
2011-09-01,2.65,2.71,2.55,2.57,92.5199999999996,2556000,0.0,1.0
2011-08-31,2.76,2.8,2.6,2.62,94.3199999999996,3758400,0.0,1.0
2011-08-30,2.59,2.68,2.52,2.68,96.4799999999996,2196000,0.0,1.0
2011-08-29,2.4,2.63,2.4,2.61,93.9599999999996,2858400,0.0,1.0
2011-08-26,2.31,2.37,2.25,2.36,84.9599999999997,1216800,0.0,1.0
2011-08-25,2.43,2.48,2.3,2.34,84.2399999999997,1137600,0.0,1.0
2011-08-24,2.4,2.48,2.35,2.42,87.1199999999996,1767600,0.0,1.0
2011-08-23,2.4,2.41,2.26,2.41,86.7599999999997,1749600,0.0,1.0
2011-08-22,2.37,2.42,2.24,2.3,82.7999999999997,2070000,0.0,1.0
2011-08-19,2.28,2.43,2.2,2.22,79.9199999999997,3268800,0.0,1.0
2011-08-18,2.5,2.5,2.31,2.345,84.4199999999997,3128400,0.0,1.0
2011-08-17,2.73,2.82,2.59,2.64,95.0399999999996,2156400,0.0,1.0
2011-08-16,2.6,2.7,2.53,2.67,96.1199999999996,2556000,0.0,1.0
2011-08-15,2.57,2.75,2.54,2.65,95.3999999999996,3808800,0.0,1.0
2011-08-12,2.33,2.52,2.31,2.48,89.2799999999996,2836800,0.0,1.0
2011-08-11,2.3,2.4,2.21,2.27,81.7199999999997,3434400,0.0,1.0
2011-08-10,2.29,2.31,2.15,2.17,78.1199999999997,3384000,0.0,1.0
2011-08-09,2.29,2.42,2.15,2.31,83.1599999999997,4856400,0.0,1.0
2011-08-08,2.13,2.34,2.02,2.06,74.1599999999997,4842000,0.0,1.0
2011-08-05,2.35,2.62,2.15,2.37,85.3199999999997,5241600,0.0,1.0
2011-08-04,2.68,2.68,2.19,2.22,79.9199999999997,7354800,0.0,1.0
2011-08-03,2.86,2.91,2.55,2.7,97.1999999999996,4309200,0.0,1.0
2011-08-02,3.0,3.02,2.82,2.83,101.88,2210400,0.0,1.0
2011-08-01,3.04,3.1093,2.95,3.0,108.0,2253600,0.0,1.0
2011-07-29,3.02,3.02,2.95,2.95,106.2,2462400,0.0,1.0
2011-07-28,3.0,3.04,2.88,3.0,108.0,11257200,0.0,1.0
2011-07-27,3.21,3.24,3.07,3.1,111.6,3456000,0.0,1.0
2011-07-26,3.46,3.49,3.22,3.26,117.36,2970000,0.0,1.0
2011-07-25,3.5,3.58,3.41,3.42,123.12,2977200,0.0,1.0
2011-07-22,3.7,3.71,3.55,3.58,128.879999999999,1299600,0.0,1.0
2011-07-21,3.68,3.73,3.61,3.64,131.039999999999,1731600,0.0,1.0
2011-07-20,3.73,3.77,3.56,3.57,128.519999999999,1432800,0.0,1.0
2011-07-19,3.63,3.73,3.53,3.709,133.523999999999,1962000,0.0,1.0
2011-07-18,3.65,3.69,3.44,3.59,129.239999999999,2066400,0.0,1.0
2011-07-15,3.7,3.75,3.58,3.64,131.039999999999,1796400,0.0,1.0
2011-07-14,3.69,3.85,3.56,3.71,133.559999999999,3272400,0.0,1.0
2011-07-13,3.93,4.02,3.65,3.69,132.839999999999,5871600,0.0,1.0
2011-07-12,3.59,3.85,3.51,3.81,137.159999999999,4046400,0.0,1.0
2011-07-11,3.58,3.9,3.3,3.62,130.319999999999,9259200,0.0,1.0
2011-07-08,3.16,3.62,3.1,3.6,129.599999999999,5806800,0.0,1.0
2011-07-07,3.0,3.2,3.0,3.18,114.48,3510000,0.0,1.0
2011-07-06,2.97,2.98,2.9,2.92,105.12,931199,0.0,1.0
2011-07-05,2.95,3.0,2.88,2.94,105.84,1451177,0.0,1.0
2011-07-01,2.73,2.95,2.72,2.91,104.76,1594800,0.0,1.0
2011-06-30,2.83,2.84,2.6705,2.75,98.9999999999996,723600,0.0,1.0
2011-06-29,2.73,2.84,2.73,2.78,100.08,1047600,0.0,1.0
2011-06-28,2.75,2.79,2.7,2.74,98.6399999999996,1252800,0.0,1.0
2011-06-27,2.8,2.85,2.69,2.75,98.9999999999996,1648800,0.0,1.0
2011-06-24,2.63,2.8012,2.61,2.8,100.8,3697200,0.0,1.0
2011-06-23,2.54,2.63,2.53,2.62,94.3199999999996,946800,0.0,1.0
2011-06-22,2.55,2.62,2.52,2.59,93.2399999999996,1177200,0.0,1.0
2011-06-21,2.57,2.6,2.53,2.56,92.1599999999996,1368000,0.0,1.0
2011-06-20,2.48,2.6301,2.45,2.5,89.9999999999996,1962000,0.0,1.0
2011-06-17,2.63,2.64,2.5,2.52,90.7199999999996,1461600,0.0,1.0
2011-06-16,2.59,2.64,2.56,2.61,93.9599999999996,1022400,0.0,1.0
2011-06-15,2.64,2.71,2.59,2.6,93.5999999999996,1137600,0.0,1.0
2011-06-14,2.72,2.77,2.63,2.66,95.7599999999996,1220400,0.0,1.0
2011-06-13,2.61,2.77,2.61,2.66,95.7599999999996,1584000,0.0,1.0
2011-06-10,2.69,2.7,2.57,2.59,93.2399999999996,2124000,0.0,1.0
2011-06-09,2.84,2.86,2.61,2.67,96.1199999999996,4752000,0.0,1.0
2011-06-08,3.03,3.04,2.8,2.87,103.32,2563200,0.0,1.0
2011-06-07,3.08,3.08,3.0,3.03,109.08,1076400,0.0,1.0
2011-06-06,3.01,3.14,2.95,3.0,108.0,2480400,0.0,1.0
2011-06-03,3.05,3.1,2.99,3.01,108.36,2311200,0.0,1.0
2011-06-02,3.07,3.13,2.92,3.12,112.32,3128400,0.0,1.0
2011-06-01,3.2,3.2,3.02,3.05,109.8,3812400,0.0,1.0
2011-05-31,3.09,3.18,3.02,3.13,112.68,5457600,0.0,1.0
2011-05-27,2.97,2.97,2.86,2.91,104.76,2401200,0.0,1.0
2011-05-26,2.95,2.98,2.87,2.94,105.84,2073600,0.0,1.0
2011-05-25,2.88,2.99,2.87,2.92,105.12,2649600,0.0,1.0
