,AMG_Open,AMG_High,AMG_Low,AMG_Close,AMG_Adj Close,AMG_Volume,AMG_Dividend Amount,AMG_Split Coefficient
2018-01-17,204.41,208.5,202.92,207.68,202.054096397127,331078,0.0,1.0
2018-01-16,204.84,206.07,201.51,203.01,197.510603378182,380860,0.0,1.0
2018-01-12,201.75,203.12,200.44,202.8,197.306292128936,245522,0.0,1.0
2018-01-11,198.64,200.72,198.0,200.72,195.28263785069,264406,0.0,1.0
2018-01-10,200.39,201.99,196.99,198.38,193.006026787664,333027,0.0,1.0
2018-01-09,200.61,202.86,199.68,200.27,194.844828030878,304791,0.0,1.0
2018-01-08,199.4,200.97,198.61,200.53,195.097784815658,230884,0.0,1.0
2018-01-05,198.94,199.71,197.77,199.47,194.066499462322,247653,0.0,1.0
2018-01-04,202.58,203.73,198.24,198.54,193.161692501375,362941,0.0,1.0
2018-01-03,204.22,204.97,200.19,202.12,196.644712845663,278894,0.0,1.0
2018-01-02,206.52,206.52,202.5,203.04,197.539790699503,273073,0.0,1.0
2017-12-29,207.32,207.67,205.17,205.25,199.689923370138,292887,0.0,1.0
2017-12-28,204.52,206.75,204.32,206.51,200.915790865614,177100,0.0,1.0
2017-12-27,204.59,205.62,203.72,204.67,199.125635157935,205458,0.0,1.0
2017-12-26,203.98,204.61,203.01,204.06,198.532159624411,127442,0.0,1.0
2017-12-22,203.2,204.89,202.14,204.2,198.668367123909,164931,0.0,1.0
2017-12-21,203.28,203.92,201.7,201.88,196.411214275096,173486,0.0,1.0
2017-12-20,203.98,204.96,201.87,202.59,197.10198087969,223093,0.0,1.0
2017-12-19,202.7,203.35,201.54,202.2,196.722545702519,241753,0.0,1.0
2017-12-18,200.91,202.05,199.07,201.37,195.915029812642,377718,0.0,1.0
2017-12-15,194.94,199.76,194.94,198.64,193.258983572445,538696,0.0,1.0
2017-12-14,195.99,196.82,194.06,194.19,188.929530909852,225112,0.0,1.0
2017-12-13,197.5,198.39,195.64,195.72,190.418084297216,298792,0.0,1.0
2017-12-12,198.22,198.8,196.35,196.75,191.420182329231,424386,0.0,1.0
2017-12-11,200.44,200.52,197.39,198.0,192.6363207176,263667,0.0,1.0
2017-12-08,198.84,200.55,198.11,200.43,195.000493744589,244831,0.0,1.0
2017-12-07,197.9,200.07,196.875,198.21,192.840631966846,187832,0.0,1.0
2017-12-06,197.13,199.69,196.52,197.99,192.626591610493,194397,0.0,1.0
2017-12-05,198.14,198.8,195.5,197.01,191.673139114012,253998,0.0,1.0
2017-12-04,199.71,200.795,196.89,197.36,192.013657862755,250543,0.0,1.0
2017-12-01,199.3,199.3,190.91,197.85,192.490384110996,437611,0.0,1.0
2017-11-30,200.43,202.09,197.8,198.67,193.288170893766,328547,0.0,1.0
2017-11-29,197.73,200.51,196.94,198.63,193.249254465338,340468,0.0,1.0
2017-11-28,193.48,196.83,191.74,196.63,191.303433043948,358519,0.0,1.0
2017-11-27,190.35,193.05,190.35,192.68,187.460435736703,296867,0.0,1.0
2017-11-24,190.78,190.82,189.09,190.37,185.213011994998,85793,0.0,1.0
2017-11-22,190.54,190.945,189.87,189.99,184.843305924933,148790,0.0,1.0
2017-11-21,187.88,190.35,187.005,190.33,185.17409556657,269050,0.0,1.0
2017-11-20,186.87,188.35,186.15,186.68,181.622971472533,203482,0.0,1.0
2017-11-17,184.54,187.57,184.1,186.09,181.048954153223,319717,0.0,1.0
2017-11-16,186.0,187.15,185.05,185.49,180.465207726806,243759,0.0,1.0
2017-11-15,180.92,185.2299,178.87,184.77,179.764712015106,352717,0.0,1.0
2017-11-14,181.82,183.36,180.42,183.15,178.18859666378,467228,0.0,1.0
2017-11-13,182.86,183.35,181.3337,182.86,177.906452557678,282560,0.0,1.0
2017-11-10,185.55,186.58,183.6,184.36,179.365818623721,239280,0.0,1.0
2017-11-09,184.42,186.63,184.01,185.11,180.095501656742,369246,0.0,1.0
2017-11-08,185.07,186.5,184.18,185.95,180.912746653726,238038,0.2,1.0
2017-11-07,186.06,187.79,184.49,185.54,180.319908751718,236178,0.0,1.0
2017-11-06,185.33,186.97,184.67,186.06,180.825278766544,225899,0.0,1.0
2017-11-03,184.57,185.56,183.455,185.35,180.135254323224,383591,0.0,1.0
2017-11-02,185.67,186.98,183.89,185.34,180.125535669092,236369,0.0,1.0
2017-11-01,187.85,188.57,185.68,186.11,180.873872037201,302108,0.0,1.0
2017-10-31,184.67,187.59,184.25,186.5,181.252899548321,516017,0.0,1.0
2017-10-30,188.5,188.5,183.86,185.5,180.281034135193,388132,0.0,1.0
2017-10-27,190.35,191.9,189.46,190.68,185.315296975194,296194,0.0,1.0
2017-10-26,189.74,191.23,188.91,190.99,185.616575253264,300702,0.0,1.0
2017-10-25,195.72,196.81,187.68,189.13,183.808905584847,384215,0.0,1.0
2017-10-24,196.7,197.13,194.87,195.59,190.087156153652,219349,0.0,1.0
2017-10-23,197.6,198.395,195.41,195.85,190.339841161065,287530,0.0,1.0
2017-10-20,195.99,198.305,195.99,197.54,191.982293709251,223196,0.0,1.0
2017-10-19,194.13,196.32,193.42,195.72,190.213498657358,116009,0.0,1.0
2017-10-18,193.85,196.18,193.735,195.46,189.960813649945,171995,0.0,1.0
2017-10-17,195.57,195.76,193.39,193.79,188.337798410022,242470,0.0,1.0
2017-10-16,194.16,195.96,194.16,195.3,189.805315183845,291698,0.0,1.0
2017-10-13,193.79,195.8699,192.49,193.55,188.104550710871,364365,0.0,1.0
2017-10-12,194.25,195.75,192.78,193.76,188.308642447628,389275,0.0,1.0
2017-10-11,195.27,195.66,194.0,194.56,189.08613477813,313440,0.0,1.0
2017-10-10,194.91,195.49,193.0,195.22,189.727565950794,352313,0.0,1.0
2017-10-09,195.25,196.0,193.54,194.12,188.658513996354,289156,0.0,1.0
2017-10-06,195.28,195.8,193.12,194.62,189.144446702918,180869,0.0,1.0
2017-10-05,195.34,196.77,194.6,195.22,189.727565950794,232020,0.0,1.0
2017-10-04,193.79,195.81,193.185,195.08,189.591504792956,365543,0.0,1.0
2017-10-03,192.0,193.725,190.01,192.87,187.443682229944,422355,0.0,1.0
2017-10-02,190.02,193.085,188.94,192.6,187.1812785684,268743,0.0,1.0
2017-09-29,188.71,191.9799,188.26,189.83,184.489211374036,175783,0.0,1.0
2017-09-28,188.28,189.835,187.5,189.39,184.06159059226,146849,0.0,1.0
2017-09-27,186.92,189.86,186.78,188.45,183.14803710392,351806,0.0,1.0
2017-09-26,187.01,187.5,185.67,185.79,180.562875105,232444,0.0,1.0
2017-09-25,184.69,187.03,184.62,186.79,181.534740518128,184873,0.0,1.0
2017-09-22,184.15,185.07,182.36,184.97,179.765945466235,270323,0.0,1.0
2017-09-21,183.38,185.195,183.0,184.18,178.998171789864,271363,0.0,1.0
2017-09-20,182.79,183.31,181.89,183.16,178.006869068474,291290,0.0,1.0
2017-09-19,182.9,182.9,181.01,182.4,177.268251354497,286927,0.0,1.0
2017-09-18,180.01,182.78,180.01,182.61,177.472343091254,401447,0.0,1.0
2017-09-15,178.43,180.455,178.43,179.87,174.809431859284,385031,0.0,1.0
2017-09-14,177.21,178.63,175.78,178.57,173.546006822218,327083,0.0,1.0
2017-09-13,178.27,178.53,176.745,177.25,172.263144476889,231472,0.0,1.0
2017-09-12,178.27,179.6,177.71,178.83,173.798691829631,150888,0.0,1.0
2017-09-11,175.62,177.89,174.86,177.25,172.263144476889,200859,0.0,1.0
2017-09-08,172.69,173.665,171.56,173.31,168.433994749166,187964,0.0,1.0
2017-09-07,173.32,173.67,169.76,172.69,167.831438193027,243814,0.0,1.0
2017-09-06,175.72,176.045,172.81,172.99,168.122997816965,240378,0.0,1.0
2017-09-05,176.03,178.07,173.265,174.41,169.503046703606,622295,0.0,1.0
2017-09-01,177.31,178.5,176.56,177.11,172.127083319051,179787,0.0,1.0
2017-08-31,174.93,177.06,174.305,176.69,171.718899845538,292253,0.0,1.0
2017-08-30,173.87,174.81,173.36,174.04,169.143456500749,171964,0.0,1.0
2017-08-29,171.76,174.26,171.26,173.88,168.987958034649,202723,0.0,1.0
2017-08-28,175.9,175.9,173.14,173.99,169.094863230093,155049,0.0,1.0
2017-08-25,175.6,176.91,174.01,174.88,169.959823447776,244198,0.0,1.0
2017-08-24,174.9,175.26,172.66,174.73,169.814043635807,259108,0.0,1.0
2017-08-23,174.29,175.55,173.67,174.19,169.289236312718,257441,0.0,1.0
2017-08-22,172.83,175.61,172.75,175.4,170.465193462603,222803,0.0,1.0
2017-08-21,172.82,172.82,171.07,172.05,167.209444328625,192691,0.0,1.0
2017-08-18,172.61,174.23,171.59,172.84,167.977218004996,266963,0.0,1.0
2017-08-17,177.43,177.5984,172.82,173.0,168.132716471096,463283,0.0,1.0
2017-08-16,180.1,181.32,178.075,178.39,173.371071047855,180485,0.0,1.0
2017-08-15,179.11,179.48,177.81,178.9,173.86672240855,172642,0.0,1.0
2017-08-14,177.23,179.79,177.23,178.39,173.371071047855,231233,0.0,1.0
2017-08-11,176.02,177.805,174.14,175.23,170.299976342371,414171,0.0,1.0
2017-08-10,178.82,180.0,175.15,175.42,170.484630770865,311770,0.0,1.0
2017-08-09,180.52,180.81,179.09,180.53,175.450863031948,324827,0.0,1.0
2017-08-08,180.52,183.05,180.25,181.56,176.45188440747,319183,0.2,1.0
2017-08-07,180.63,182.1,179.365,180.63,175.354884906037,342831,0.0,1.0
2017-08-04,181.19,181.87,179.08,180.64,175.364592866226,276680,0.0,1.0
2017-08-03,180.65,181.0,179.0012,180.18,174.918026697502,414056,0.0,1.0
2017-08-02,185.08,185.795,180.12,180.67,175.393716746795,379342,0.0,1.0
2017-08-01,187.08,187.08,184.82,185.98,180.548643607511,383969,0.0,1.0
2017-07-31,178.95,186.455,177.03,185.83,180.403024204666,581038,0.0,1.0
2017-07-28,178.37,180.61,177.01,178.65,173.432708788482,402762,0.0,1.0
2017-07-27,184.22,184.71,177.63,178.84,173.617160032086,472389,0.0,1.0
2017-07-26,181.57,182.66,180.34,181.59,176.286849084245,267873,0.0,1.0
2017-07-25,180.97,182.67,179.84,181.46,176.16064560178,244842,0.0,1.0
2017-07-24,178.0,180.17,178.0,179.05,173.821027196069,242162,0.0,1.0
2017-07-21,177.75,179.08,176.79,178.35,173.141469982792,209941,0.0,1.0
2017-07-20,177.7,179.81,177.28,177.91,172.714319734446,424567,0.0,1.0
2017-07-19,177.41,177.855,176.71,176.99,171.821187396996,356232,0.0,1.0
2017-07-18,175.88,177.54,175.08,176.99,171.821187396996,263065,0.0,1.0
2017-07-17,175.99,176.74,175.54,176.3,171.151338143909,241349,0.0,1.0
2017-07-14,174.55,176.11,174.345,175.53,170.403825209304,331515,0.0,1.0
2017-07-13,174.47,175.6,172.78,175.15,170.034922722097,403717,0.0,1.0
2017-07-12,172.29,174.78,171.71,174.03,168.947631180854,468602,0.0,1.0
2017-07-11,172.91,173.44,170.32,171.65,166.637136655712,323269,0.0,1.0
2017-07-10,169.69,174.03,169.0,172.71,167.666180435817,473202,0.0,1.0
2017-07-07,167.16,170.81,167.16,169.87,164.90911974195,366145,0.0,1.0
2017-07-06,169.92,170.48,166.03,166.18,161.326882431961,539357,0.0,1.0
2017-07-05,169.23,171.5899,168.09,170.29,165.316854069916,508293,0.0,1.0
2017-07-03,167.47,169.98,167.38,168.32,163.404385912551,226839,0.0,1.0
2017-06-30,166.1,167.6,165.785,165.86,161.016227705892,314752,0.0,1.0
2017-06-29,168.39,169.16,164.11,165.01,160.19105108977,464039,0.0,1.0
2017-06-28,164.12,166.95,163.29,165.94,161.093891387409,428115,0.0,1.0
2017-06-27,163.33,163.9,161.71,162.71,157.958220246145,260594,0.0,1.0
2017-06-26,162.34,165.0,161.52,162.36,157.618441639507,287548,0.0,1.0
2017-06-23,162.36,162.99,160.343,161.27,156.560273978833,796245,0.0,1.0
2017-06-22,161.22,163.26,159.2888,162.05,157.317494873627,328103,0.0,1.0
2017-06-21,165.77,165.77,161.07,161.86,157.133043630023,391290,0.0,1.0
2017-06-20,166.13,166.48,165.11,165.62,160.78323666134,339067,0.0,1.0
2017-06-19,165.29,166.54,163.68,166.37,161.511333675565,754293,0.0,1.0
2017-06-16,163.35,164.93,162.18,164.25,159.453246115355,492766,0.0,1.0
2017-06-15,161.77,163.63,161.09,163.0,158.239751091646,304556,0.0,1.0
2017-06-14,161.18,163.44,160.13,163.25,158.482450096388,312088,0.0,1.0
2017-06-13,162.7,162.89,159.92,161.85,157.123335669834,313916,0.0,1.0
2017-06-12,162.29,163.5,159.78,162.15,157.414574475524,399206,0.0,1.0
2017-06-09,160.98,163.01,159.85,162.49,157.744645121973,337491,0.0,1.0
2017-06-08,160.44,162.1,159.5,159.77,155.104079950382,480648,0.0,1.0
2017-06-07,160.27,161.01,159.065,160.51,155.822469004418,557265,0.0,1.0
2017-06-06,160.67,161.7,158.57,159.85,155.181743631899,616340,0.0,1.0
2017-06-05,159.37,165.97,159.37,161.99,157.259247112489,990203,0.0,1.0
2017-06-02,160.01,161.63,159.16,161.0,156.298159053712,759349,0.0,1.0
2017-06-01,154.24,161.71,153.715,160.34,155.657433681193,804745,0.0,1.0
2017-05-31,153.33,154.14,152.16,153.85,149.356967518096,540579,0.0,1.0
2017-05-30,153.52,154.25,152.8,153.02,148.551206822354,508913,0.0,1.0
2017-05-26,153.6,154.57,153.16,153.92,149.424923239424,442856,0.0,1.0
2017-05-25,153.41,154.26,152.63,154.0,149.502586920941,499659,0.0,1.0
2017-05-24,152.68,153.1,151.39,152.5,148.046392892491,447698,0.0,1.0
2017-05-23,153.91,153.91,151.97,152.66,148.201720255526,419230,0.0,1.0
2017-05-22,153.27,154.745,152.345,153.98,149.483171000562,312744,0.0,1.0
2017-05-19,149.61,153.11,149.08,152.69,148.230844136095,681284,0.0,1.0
2017-05-18,150.9,151.73,148.81,149.51,145.143712795779,865170,0.0,1.0
2017-05-17,152.22,153.18,150.448,151.08,146.667862545557,718622,0.0,1.0
2017-05-16,154.9,154.9,152.97,154.55,150.036524731373,380424,0.0,1.0
2017-05-15,154.04,155.38,154.015,154.75,150.230683935167,294961,0.0,1.0
2017-05-12,152.05,154.03,151.88,153.58,149.094852592975,474782,0.0,1.0
2017-05-11,153.05,153.8,150.52,152.42,147.968729210973,583543,0.0,1.0
2017-05-10,154.0,154.21,152.98,154.04,149.5414187617,483953,0.0,1.0
2017-05-09,153.37,154.63,152.3405,154.0,149.502586920941,555453,0.2,1.0
2017-05-08,154.83,155.34,152.81,154.04,149.347461020116,522457,0.0,1.0
2017-05-05,156.04,156.307,154.33,154.71,149.997050729824,624883,0.0,1.0
2017-05-04,155.37,157.2,154.33,155.43,150.69511728354,486934,0.0,1.0
2017-05-03,154.05,155.85,152.94,155.31,150.578772857921,472684,0.0,1.0
2017-05-02,155.23,157.12,152.67,154.79,150.074613680237,1066770,0.0,1.0
2017-05-01,162.0,162.5,155.21,155.84,151.092627404407,1179403,0.0,1.0
2017-04-28,165.53,166.39,163.99,165.59,160.545611985984,361853,0.0,1.0
2017-04-27,166.63,166.63,163.97,165.67,160.623174936397,239324,0.0,1.0
2017-04-26,166.18,167.615,165.79,165.93,160.875254525239,184226,0.0,1.0
2017-04-25,166.87,168.59,164.68,166.12,161.05946653247,285345,0.0,1.0
2017-04-24,167.11,167.26,164.76,166.45,161.379413702923,299561,0.0,1.0
2017-04-21,164.18,164.99,162.95,163.31,158.335067899215,219330,0.0,1.0
2017-04-20,163.92,165.0,162.39,164.58,159.56637973702,249659,0.0,1.0
2017-04-19,163.12,164.31,162.27,162.77,157.811517983928,289413,0.0,1.0
2017-04-18,162.4,163.4,160.3175,161.79,156.861371841369,324810,0.0,1.0
2017-04-17,161.47,164.14,161.47,163.94,158.945876133717,230328,0.0,1.0
2017-04-13,161.44,163.77,160.66,161.28,156.366908032487,294090,0.0,1.0
2017-04-12,163.17,163.42,161.19,162.25,157.307358806244,289044,0.0,1.0
2017-04-11,160.62,162.67,159.18,162.62,157.666087451903,296534,0.0,1.0
2017-04-10,160.46,161.99,159.77,161.19,156.279649713272,260628,0.0,1.0
2017-04-07,159.47,161.91,159.47,160.81,155.911225698811,321965,0.0,1.0
2017-04-06,159.35,161.76,158.73,160.63,155.736709060382,258815,0.0,1.0
2017-04-05,161.31,162.68,158.84,159.2,154.35027132175,280302,0.0,1.0
2017-04-04,161.86,163.2,159.38,160.09,155.213159145094,358217,0.0,1.0
2017-04-03,164.24,164.98,161.12,162.97,158.00542535996,392969,0.0,1.0
2017-03-31,163.29,164.93,162.84,163.94,158.945876133717,380891,0.0,1.0
2017-03-30,162.48,164.39,162.04,163.94,158.945876133717,287618,0.0,1.0
2017-03-29,162.86,163.66,160.62,162.87,157.908471671944,372124,0.0,1.0
2017-03-28,158.83,164.85,158.1691,163.7,158.713187282478,460481,0.0,1.0
2017-03-27,156.15,159.24,155.27,159.0,154.156363945718,312713,0.0,1.0
2017-03-24,159.4,160.91,157.98,158.86,154.020628782495,303761,0.0,1.0
2017-03-23,159.29,161.14,158.1,158.89,154.0497148889,273278,0.0,1.0
2017-03-22,158.59,160.24,157.4801,159.22,154.369662059353,394257,0.0,1.0
2017-03-21,163.52,163.52,158.445,159.29,154.437529640965,455828,0.0,1.0
2017-03-20,162.94,163.64,160.8,162.03,157.094060692608,404615,0.0,1.0
2017-03-17,166.47,166.47,162.47,162.81,157.850299459134,819640,0.0,1.0
2017-03-16,166.82,168.49,165.8,166.0,160.94312210685,306319,0.0,1.0
2017-03-15,165.54,166.81,163.55,165.86,160.807386943628,492690,0.0,1.0
2017-03-14,163.06,164.63,161.39,164.29,159.285214041774,309836,0.0,1.0
2017-03-13,164.0,164.38,162.28,163.8,158.810140970494,622651,0.0,1.0
2017-03-10,166.66,166.92,163.66,163.9,158.90709465851,554311,0.0,1.0
2017-03-09,167.24,167.9,164.24,165.3,160.264446290737,399148,0.0,1.0
2017-03-08,167.93,169.61,166.15,166.35,161.282460014907,275213,0.0,1.0
2017-03-07,166.56,167.855,165.73,166.56,161.486062759741,364052,0.0,1.0
2017-03-06,166.8,168.57,166.33,167.19,162.096870994243,447707,0.0,1.0
2017-03-03,168.52,170.29,168.07,168.75,163.609348527295,443275,0.0,1.0
2017-03-02,169.65,169.95,167.145,168.2,163.076103243206,463635,0.0,1.0
2017-03-01,171.11,171.65,168.74,169.31,164.152289180186,397584,0.0,1.0
2017-02-28,168.27,169.22,166.41,167.93,162.814328285562,445546,0.0,1.0
2017-02-27,167.93,169.59,167.03,168.96,163.812951272129,344915,0.0,1.0
2017-02-24,167.98,168.49,166.05,168.03,162.911281973578,473458,0.0,1.0
2017-02-23,169.87,170.35,167.89,169.26,164.103812336177,346862,0.0,1.0
2017-02-22,169.67,170.84,168.76,169.42,164.258938237003,436943,0.0,1.0
2017-02-21,168.75,171.18,168.75,170.91,165.703548188444,378419,0.0,1.0
2017-02-17,166.32,169.33,165.63,168.42,163.289401356842,347799,0.0,1.0
2017-02-16,170.47,170.7,167.34,167.9,162.785242179157,433883,0.0,1.0
2017-02-15,168.0,170.7,167.8,170.33,165.141216797951,566864,0.0,1.0
2017-02-14,166.54,167.94,166.26,167.68,162.571944065522,582996,0.0,1.0
2017-02-13,168.5,168.91,166.68,167.32,162.222910788664,418841,0.0,1.0
2017-02-10,165.0,168.17,164.07,167.62,162.513771852712,713477,0.0,1.0
2017-02-09,162.72,164.3,161.19,163.86,158.868313183304,785343,0.0,1.0
2017-02-08,160.06,161.7,159.12,161.49,156.570510777321,732801,0.0,1.0
2017-02-07,158.97,161.11,158.71,160.54,155.649450741167,724409,0.2,1.0
2017-02-06,157.0,159.24,157.0,157.65,152.657309377535,651890,0.0,1.0
2017-02-03,157.9,158.895,156.6,158.13,153.122108035963,1156313,0.0,1.0
2017-02-02,155.13,157.03,154.225,154.96,150.05250022926,826971,0.0,1.0
2017-02-01,153.58,157.119,152.21,156.58,151.621195701455,1081702,0.0,1.0
2017-01-31,152.23,153.59,150.2,152.36,147.53484082944,1065828,0.0,1.0
2017-01-30,144.18,151.82,143.07,151.32,146.527777069512,1380975,0.0,1.0
2017-01-27,144.06,144.75,142.2,144.45,139.875346270758,549747,0.0,1.0
2017-01-26,146.49,146.49,143.42,144.47,139.894712881525,755230,0.0,1.0
2017-01-25,145.96,146.36,144.115,145.7,141.085759443748,589116,0.0,1.0
2017-01-24,143.85,146.1599,143.4,144.86,140.272361791498,556832,0.0,1.0
2017-01-23,142.79,143.78,141.576,142.86,138.335700714714,570658,0.0,1.0
2017-01-20,142.1,143.675,142.1,143.49,138.945748953901,383088,0.0,1.0
2017-01-19,142.2,143.22,140.75,141.34,136.863838296358,344025,0.0,1.0
2017-01-18,141.72,142.08,139.52,142.03,137.531986367848,981555,0.0,1.0
2017-01-17,142.72,143.52,141.21,141.39,136.912254823277,937658,0.0,1.0
2017-01-13,144.33,146.43,143.26,143.53,138.984482175437,495649,0.0,1.0
2017-01-12,144.28,144.605,140.85,143.58,139.032898702356,565561,0.0,1.0
2017-01-11,143.2,145.25,142.75,145.22,140.62096078532,500206,0.0,1.0
2017-01-10,143.43,144.16,142.53,143.27,138.732716235455,541900,0.0,1.0
2017-01-09,145.78,147.0,143.03,143.43,138.887649121598,463150,0.0,1.0
2017-01-06,148.1,148.804,146.19,147.25,142.586671778256,455952,0.0,1.0
2017-01-05,149.05,149.9725,145.54,147.58,142.906220855925,418747,0.0,1.0
2017-01-04,145.93,149.94,145.49,149.41,144.678265741183,649597,0.0,1.0
2017-01-03,147.72,148.945,144.4,145.79,141.172909192203,625463,0.0,1.0
2016-12-30,144.94,146.209,144.37,145.3,140.698427228391,670342,0.0,1.0
2016-12-29,143.5,145.4,143.04,143.93,139.371814390794,496083,0.0,1.0
2016-12-28,145.0,145.12,142.96,143.67,139.120048450812,429031,0.0,1.0
2016-12-27,144.66,145.41,144.105,145.05,140.456344593793,392088,0.0,1.0
2016-12-23,145.75,145.89,143.12,143.98,139.420230917713,334227,0.0,1.0
2016-12-22,147.37,147.9,145.2,145.88,141.260058940658,361285,0.0,1.0
2016-12-21,146.71,148.09,144.69,147.3,142.635088305175,683079,0.0,1.0
2016-12-20,147.72,148.2699,146.0401,146.98,142.32522253289,539550,0.0,1.0
2016-12-19,147.64,149.1,145.02,146.25,141.618341239864,562955,0.0,1.0
2016-12-16,151.07,153.02,148.3,148.49,143.787401645862,936646,0.0,1.0
2016-12-15,155.46,157.22,151.0,151.39,146.5955602072,1008935,0.0,1.0
2016-12-14,159.29,160.6,154.55,154.82,149.916933953885,701490,0.0,1.0
2016-12-13,158.95,161.25,158.545,160.73,155.639767435783,692959,0.0,1.0
2016-12-12,160.61,162.85,158.31,158.38,153.364190670561,673201,0.0,1.0
2016-12-09,161.46,162.55,160.41,161.11,156.007733040372,477505,0.0,1.0
2016-12-08,159.11,162.42,157.03,161.38,156.269182285738,662072,0.0,1.0
2016-12-07,153.21,158.5,153.12,157.81,152.812242263678,588729,0.0,1.0
2016-12-06,150.76,153.74,150.1,153.6,148.735570697046,447245,0.0,1.0
2016-12-05,149.21,151.1,149.03,149.99,145.239897453451,443818,0.0,1.0
2016-12-02,148.3,148.81,146.4184,147.08,142.422055586729,485431,0.0,1.0
2016-12-01,149.01,151.09,148.22,148.44,143.738985118943,599904,0.0,1.0
2016-11-30,147.1,148.66,146.8,148.1,143.409752735889,592908,0.0,1.0
2016-11-29,146.5,147.39,144.49,145.0,140.407928066873,689430,0.0,1.0
2016-11-28,147.42,147.85,145.54,146.43,141.792640736774,800919,0.0,1.0
2016-11-25,147.22,149.99,147.22,148.59,143.884234699701,246032,0.0,1.0
2016-11-23,145.38,147.6,144.13,147.2,142.538255251336,562153,0.0,1.0
2016-11-22,143.94,145.53,143.41,145.38,140.775893671462,595535,0.0,1.0
2016-11-21,141.56,143.74,141.19,143.55,139.003848786205,502276,0.0,1.0
2016-11-18,142.5,142.7,140.43,140.63,136.176323614099,443860,0.0,1.0
2016-11-17,142.95,144.2,141.44,142.6,138.083934774732,358370,0.0,1.0
2016-11-16,141.61,143.52,139.87,142.93,138.403483852401,363041,0.0,1.0
2016-11-15,142.69,143.3799,139.15,142.78,138.258234271643,769050,0.0,1.0
2016-11-14,146.24,149.125,142.645,143.44,138.897332426981,783943,0.0,1.0
2016-11-11,146.54,147.9,142.37,144.33,139.759146606151,671364,0.0,1.0
2016-11-10,140.94,152.52,140.94,147.73,143.051470436684,1639899,0.0,1.0
2016-11-09,131.86,140.05,131.77,139.32,134.907810608805,672049,0.0,1.0
2016-11-08,132.47,132.68,130.48,131.75,127.577548433176,461960,0.0,1.0
2016-11-07,135.8,137.57,132.34,133.03,128.817011522318,995524,0.0,1.0
2016-11-04,132.15,133.86,131.59,132.29,128.100446923908,720806,0.0,1.0
2016-11-03,131.82,133.71,131.4555,132.86,128.652395330792,624879,0.0,1.0
2016-11-02,133.4,133.915,130.63,131.57,127.403248936266,538645,0.0,1.0
2016-11-01,133.13,135.18,131.94,134.34,130.085524527612,699214,0.0,1.0
2016-10-31,139.8,139.9,132.52,132.66,128.458729223113,1026261,0.0,1.0
2016-10-28,139.07,139.68,135.22,137.84,133.474681411985,728047,0.0,1.0
2016-10-27,142.22,142.22,137.97,138.92,134.520478393449,728084,0.0,1.0
2016-10-26,140.65,142.3075,140.14,140.98,136.515239302537,341211,0.0,1.0
2016-10-25,142.46,143.41,140.83,141.77,137.280220427866,259701,0.0,1.0
2016-10-24,143.07,144.16,142.45,142.71,138.190451133955,457736,0.0,1.0
2016-10-21,139.26,141.49,138.92,141.37,136.89288821251,667074,0.0,1.0
2016-10-20,141.37,142.84,140.45,140.98,136.515239302537,342547,0.0,1.0
2016-10-19,141.87,142.61,141.1,141.78,137.28990373325,274825,0.0,1.0
2016-10-18,142.11,142.41,140.11,141.39,136.912254823277,393859,0.0,1.0
2016-10-17,142.76,142.86,139.66,139.82,135.391975878002,398084,0.0,1.0
2016-10-14,144.74,145.6,141.62,142.34,137.83216883475,369762,0.0,1.0
2016-10-13,143.35,143.475,140.36,142.63,138.112984690884,539386,0.0,1.0
2016-10-12,146.76,147.7,145.61,145.81,141.192275802971,469098,0.0,1.0
2016-10-11,150.87,150.87,145.95,146.64,141.995990149837,735340,0.0,1.0
2016-10-10,154.41,154.86,151.265,151.27,146.479360542593,364194,0.0,1.0
2016-10-07,154.0,154.26,151.86,153.06,148.212672206315,423086,0.0,1.0
2016-10-06,153.15,154.68,152.15,154.44,149.548968349296,811014,0.0,1.0
2016-10-05,147.5,153.16,147.5,152.79,147.951222960949,840359,0.0,1.0
2016-10-04,146.66,148.5,146.28,147.07,142.412372281345,671601,0.0,1.0
2016-10-03,144.19,147.15,143.94,146.4,141.763590820622,527409,0.0,1.0
2016-09-30,142.71,145.27,141.29,144.7,140.117428905356,581856,0.0,1.0
2016-09-29,142.96,145.102,140.42,140.61,136.156957003331,483129,0.0,1.0
2016-09-28,142.6,143.84,141.87,143.66,139.110365145428,303292,0.0,1.0
2016-09-27,140.0,142.1,139.43,141.72,137.231803900947,330330,0.0,1.0
2016-09-26,142.67,143.94,140.75,141.16,136.689538799447,359380,0.0,1.0
2016-09-23,146.18,147.29,144.37,144.43,139.85597965999,239303,0.0,1.0
2016-09-22,146.41,147.71,145.28,147.29,142.625404999791,342480,0.0,1.0
2016-09-21,143.59,145.05,142.51,144.63,140.049645767668,313881,0.0,1.0
2016-09-20,146.76,146.76,142.76,142.85,138.32601740933,450286,0.0,1.0
2016-09-19,145.22,148.64,144.15,145.19,140.591910869168,535453,0.0,1.0
2016-09-16,145.53,146.5,143.92,144.55,139.972179324597,751807,0.0,1.0
2016-09-15,143.81,147.31,143.81,146.74,142.092823203676,381561,0.0,1.0
2016-09-14,144.38,145.06,142.68,143.91,139.352447780026,337482,0.0,1.0
2016-09-13,145.2,146.32,143.98,144.76,140.175528737659,483999,0.0,1.0
