,PATK_Open,PATK_High,PATK_Low,PATK_Close,PATK_Adj Close,PATK_Volume,PATK_Dividend Amount,PATK_Split Coefficient
2012-02-06,6.03,6.22,5.85,5.96,2.39795377022889,46300,0.0,1.0
2012-02-03,6.53,6.73,6.05,6.2,2.49451566701663,47200,0.0,1.0
2012-02-02,6.1,6.12,5.7,5.98,2.4060005949612,33700,0.0,1.0
2012-02-01,5.81,6.1493,5.7208,6.05,2.4341644815243,43600,0.0,1.0
2012-01-31,5.26,5.99,5.17,5.72,2.30139187344115,59500,0.0,1.0
2012-01-30,5.4,5.4,4.82,5.3,2.13240855406261,74100,0.0,1.0
2012-01-27,5.81,5.85,4.9999,5.39,2.16861926535801,142600,0.0,1.0
2012-01-26,6.34,6.34,5.86,5.951,2.39433269909935,69400,0.0,1.0
2012-01-25,6.7,6.84,6.31,6.31,2.53877320304435,41400,0.0,1.0
2012-01-24,6.84,6.84,6.6,6.75,2.71580334715521,70700,0.0,1.0
2012-01-23,6.71,6.85,6.06,6.85,2.75603747081676,113800,0.0,1.0
2012-01-20,6.33,6.33,5.6,6.0,2.41404741969352,73900,0.0,1.0
2012-01-19,6.28,6.75,6.28,6.45,2.59510097617053,131800,0.0,1.0
2012-01-18,5.65,6.17,5.55,6.14,2.4703751928197,86200,0.0,1.0
2012-01-17,5.72,6.0,5.3,5.6,2.25311092504728,126000,0.0,1.0
2012-01-13,4.9,5.4,4.9,5.4,2.17264267772416,40700,0.0,1.0
2012-01-12,4.9,4.9,4.6,4.9,1.97147205941637,48400,0.0,1.0
2012-01-11,4.56,4.905,4.53,4.9,1.97147205941637,25500,0.0,1.0
2012-01-10,4.5,4.66,4.5,4.6001,1.85080992255536,29300,0.0,1.0
2012-01-09,4.42,4.7,4.35,4.7,1.89100381209325,14600,0.0,1.0
2012-01-06,4.46,4.485,4.31,4.46,1.79444191530551,5100,0.0,1.0
2012-01-05,4.44,4.5,4.3,4.45,1.79041850293936,21200,0.0,1.0
2012-01-04,4.3,4.45,4.3,4.35,1.7501843792778,11600,0.0,1.0
2012-01-03,4.13,4.4499,4.1,4.3,1.73006731744702,16200,0.0,1.0
2011-12-30,4.62,4.74,4.01,4.1,1.6495990701239,54900,0.0,1.0
2011-12-29,4.41,4.7,4.3999,4.55,1.83065262660092,40200,0.0,1.0
2011-12-28,4.0,4.46,3.97,4.3916,1.76692177472101,32300,0.0,1.0
2011-12-27,3.65,4.0,3.6499,4.0,1.60936494646234,15000,0.0,1.0
2011-12-23,3.5999,3.65,3.59,3.65,1.46854551364689,15600,0.0,1.0
2011-12-22,3.64,3.65,3.36,3.6,1.44842845181611,12100,0.0,1.0
2011-12-21,3.7,3.7,3.37,3.37,1.35588996739452,6900,0.0,1.0
2011-12-20,3.55,3.7499,3.35,3.65,1.46854551364689,6500,0.0,1.0
2011-12-19,3.45,3.6099,3.37,3.54,1.42428797761917,9000,0.0,1.0
2011-12-16,3.59,3.59,3.35,3.35,1.34784314266221,4000,0.0,1.0
2011-12-15,3.59,3.65,3.45,3.6489,1.46810293828661,2600,0.0,1.0
2011-12-14,3.578,3.65,3.45,3.55,1.42831138998533,1600,0.0,1.0
2011-12-13,3.81,3.81,3.45,3.46,1.39210067868993,20900,0.0,1.0
2011-12-12,3.97,3.97,3.6,3.88,1.56108399806847,25600,0.0,1.0
2011-12-09,3.47,3.97,3.47,3.97,1.59729470936388,11300,0.0,1.0
2011-12-08,3.57,3.58,3.1708,3.35,1.34784314266221,5600,0.0,1.0
2011-12-07,3.51,3.8099,3.08,3.4,1.36796020449299,19400,0.0,1.0
2011-12-06,3.36,3.712,3.36,3.5,1.40819432815455,33500,0.0,1.0
2011-12-05,3.35,3.4,2.98,3.385,1.36192508594376,62400,0.0,1.0
2011-12-02,2.742,3.5,2.742,3.3,1.32772608083143,35600,0.0,1.0
2011-12-01,2.7,2.72,2.6999,2.72,1.09436816359439,6100,0.0,1.0
2011-11-30,2.56,2.76,2.56,2.76,1.11046181305902,7900,0.0,1.0
2011-11-29,2.53,2.53,2.48,2.5,1.00585309153896,5500,0.0,1.0
2011-11-28,2.6,2.6,2.52,2.6,1.04608721520052,9300,0.0,1.0
2011-11-25,2.6,2.6,2.6,2.6,1.04608721520052,1200,0.0,1.0
2011-11-23,2.57,2.57,2.49,2.49,1.00182967917281,500,0.0,1.0
2011-11-22,2.65,2.67,2.65,2.67,1.07425110176361,1200,0.0,1.0
2011-11-21,2.57,2.57,2.4,2.4,0.965618967877406,4600,0.0,1.0
2011-11-18,2.762,2.762,2.36,2.65,1.0662042770313,8400,0.0,1.0
2011-11-17,2.37,2.62,2.37,2.62,1.05413403993284,2300,0.0,1.0
2011-11-16,2.28,2.4,2.28,2.39,0.961595555511251,2500,0.0,1.0
2011-11-15,2.32,2.36,2.2,2.31,0.929408256582004,14900,0.0,1.0
2011-11-14,2.69,2.69,2.31,2.33,0.937455081314315,24500,0.0,1.0
2011-11-11,2.59,2.6201,2.55,2.55,1.02597015336974,12700,0.0,1.0
2011-11-10,2.69,2.69,2.55,2.57,1.03401697810206,10600,0.0,1.0
2011-11-09,2.5,2.7,2.5,2.59,1.04206380283437,10100,0.0,1.0
2011-11-08,2.4272,2.65,2.4236,2.6,1.04608721520052,8000,0.0,1.0
2011-11-07,2.45,2.45,2.27,2.35,0.945501906046627,9400,0.0,1.0
2011-11-04,2.18,2.51,2.18,2.43,0.977689204975874,20000,0.0,1.0
2011-11-03,1.9601,2.18,1.9601,2.18,0.877103895821978,6500,0.0,1.0
2011-11-02,2.02,2.02,2.02,2.02,0.812729297963484,0,0.0,1.0
2011-11-01,2.0,2.02,1.98,2.02,0.812729297963484,3900,0.0,1.0
2011-10-31,1.99,2.01,1.95,2.01,0.808705885597328,14500,0.0,1.0
2011-10-28,2.34,2.35,2.033,2.05,0.824799535061951,32300,0.0,1.0
2011-10-27,1.92,2.34,1.92,2.27,0.91331460711738,72100,0.0,1.0
2011-10-26,1.83,1.85,1.83,1.83,0.736284463006522,400,0.0,1.0
2011-10-25,1.78,1.8018,1.78,1.8,0.724214225908055,7200,0.0,1.0
2011-10-24,1.7,1.7,1.7,1.7,0.683980102246496,100,0.0,1.0
2011-10-21,1.66,1.78,1.6299,1.7301,0.696090573468625,38144,0.0,1.0
2011-10-20,1.63,1.6638,1.63,1.63,0.655816215683405,1400,0.0,1.0
2011-10-19,1.71,1.8,1.54,1.65,0.663863040415717,21300,0.0,1.0
2011-10-18,1.74,1.78,1.7,1.7,0.683980102246496,10800,0.0,1.0
2011-10-17,1.73,1.9297,1.72,1.7499,0.704056929953614,6300,0.0,1.0
2011-10-14,1.89,1.89,1.74,1.74,0.70007375171112,6700,0.0,1.0
2011-10-13,1.8,1.91,1.75,1.761,0.708522917680047,1700,0.0,1.0
2011-10-12,1.94,1.94,1.75,1.82,0.732261050640367,10800,0.0,1.0
2011-10-11,1.94,1.94,1.78,1.849,0.743928946502219,3800,0.0,1.0
2011-10-10,1.78,1.8,1.78,1.8,0.724214225908055,2100,0.0,1.0
2011-10-07,1.8002,1.8002,1.78,1.78,0.716167401175743,2500,0.0,1.0
2011-10-06,1.84,1.94,1.79,1.82,0.732261050640367,3000,0.0,1.0
2011-10-05,1.82,1.82,1.82,1.82,0.732261050640367,0,0.0,1.0
2011-10-04,1.84,1.8401,1.82,1.82,0.732261050640367,5600,0.0,1.0
2011-10-03,1.85,1.86,1.82,1.82,0.732261050640367,6300,0.0,1.0
2011-09-30,1.86,1.86,1.86,1.86,0.74835470010499,100,0.0,1.0
2011-09-29,1.85,1.8734,1.85,1.8734,0.753746072675639,1300,0.0,1.0
2011-09-28,1.85,1.85,1.85,1.85,0.744331287738834,400,0.0,1.0
2011-09-27,1.89,1.89,1.8899,1.8899,0.760384703079796,200,0.0,1.0
2011-09-26,1.8501,1.88,1.85,1.87,0.752378112471146,4600,0.0,1.0
2011-09-23,1.85,1.9392,1.85,1.9,0.764448349569613,3500,0.0,1.0
2011-09-22,1.83,1.94,1.83,1.94,0.780541999034237,7300,0.0,1.0
2011-09-21,1.88,1.9,1.88,1.8993,0.764166710703982,5000,0.0,1.0
2011-09-20,1.9,1.95,1.9,1.95,0.784565411400393,900,0.0,1.0
2011-09-19,2.06,2.06,1.86,1.88,0.756401524837302,6500,0.0,1.0
2011-09-16,1.91,2.1,1.91,2.04,0.820776122695795,2700,0.0,1.0
2011-09-15,2.01,2.03,2.01,2.0201,0.812769532087145,15800,0.0,1.0
2011-09-14,2.02,2.02,2.02,2.02,0.812729297963484,200,0.0,1.0
2011-09-13,2.0,2.0,2.0,2.0,0.804682473231172,200,0.0,1.0
2011-09-12,1.9,2.0,1.9,1.9999,0.80464223910751,2900,0.0,1.0
2011-09-09,1.99,1.99,1.9,1.9001,0.764488583693275,12500,0.0,1.0
2011-09-08,2.0,2.0,2.0,2.0,0.804682473231172,600,0.0,1.0
2011-09-07,2.01,2.08,2.0,2.01,0.808705885597328,4800,0.0,1.0
2011-09-06,2.01,2.01,2.0093,2.0093,0.808424246731697,2000,0.0,1.0
2011-09-02,1.91,2.09,1.91,2.08,0.836869772160419,5000,0.0,1.0
2011-09-01,1.9972,2.0,1.92,1.92,0.772495174301925,2000,0.0,1.0
2011-08-31,2.01,2.01,2.01,2.01,0.808705885597328,200,0.0,1.0
2011-08-30,1.99,1.99,1.99,1.99,0.800659060865016,0,0.0,1.0
2011-08-29,2.01,2.01,1.97,1.9913,0.801182104472616,1000,0.0,1.0
2011-08-26,2.01,2.01,2.01,2.01,0.808705885597328,0,0.0,1.0
2011-08-25,2.0099,2.01,2.0099,2.0099,0.808665651473666,1100,0.0,1.0
2011-08-24,1.95,1.95,1.91,1.9399,0.780501764910575,6800,0.0,1.0
2011-08-23,2.04,2.04,1.94,1.95,0.784565411400393,6400,0.0,1.0
2011-08-22,2.04,2.04,2.04,2.04,0.820776122695795,300,0.0,1.0
2011-08-19,1.96,2.0699,1.95,2.0699,0.832806125670602,2200,0.0,1.0
2011-08-18,2.07,2.07,1.94,2.04,0.820776122695795,1700,0.0,1.0
2011-08-17,2.07,2.1528,2.02,2.02,0.812729297963484,21500,0.0,1.0
2011-08-16,2.08,2.08,1.94,1.94,0.780541999034237,2500,0.0,1.0
2011-08-15,2.1,2.1,2.05,2.0501,0.824839769185613,600,0.0,1.0
2011-08-12,2.02,2.02,1.99,2.0,0.804682473231172,4300,0.0,1.0
2011-08-11,2.05,2.09,2.0,2.0,0.804682473231172,1400,0.0,1.0
2011-08-10,2.22,2.22,1.94,1.95,0.784565411400393,15400,0.0,1.0
2011-08-09,2.01,2.35,1.96,2.35,0.945501906046627,11400,0.0,1.0
2011-08-08,2.05,2.12,1.96,1.96,0.788588823766548,11400,0.0,1.0
2011-08-05,2.2,2.2101,2.06,2.06,0.828822947428107,5900,0.0,1.0
2011-08-04,2.34,2.34,2.21,2.21,0.889174132920445,8200,0.0,1.0
2011-08-03,2.25,2.3,2.25,2.25,0.905267782385068,2600,0.0,1.0
2011-08-02,2.19,2.3,2.19,2.25,0.905267782385068,18700,0.0,1.0
2011-08-01,2.15,2.25,2.15,2.25,0.905267782385068,19500,0.0,1.0
2011-07-29,2.3,2.3,1.996,2.0,0.804682473231172,33300,0.0,1.0
2011-07-28,2.01,2.01,2.0,2.0,0.804682473231172,8700,0.0,1.0
2011-07-27,2.062,2.14,2.03,2.03,0.816752710329639,1900,0.0,1.0
2011-07-26,2.02,2.1,2.02,2.0916,0.84153693050516,2900,0.0,1.0
2011-07-25,2.13,2.13,1.997,2.01,0.808705885597328,1100,0.0,1.0
2011-07-22,1.98,2.13,1.98,2.0803,0.836990474531404,1400,0.0,1.0
2011-07-21,1.99,1.99,1.99,1.99,0.800659060865016,0,0.0,1.0
2011-07-20,2.01,2.1101,1.97,1.994,0.802268425811479,7200,0.0,1.0
2011-07-19,2.08,2.13,2.02,2.02,0.812729297963484,4700,0.0,1.0
2011-07-18,2.17,2.17,2.02,2.02,0.812729297963484,4000,0.0,1.0
2011-07-15,2.14,2.2327,2.14,2.14,0.861010246357354,1700,0.0,1.0
2011-07-14,2.25,2.25,2.09,2.1428,0.862136801819878,4800,0.0,1.0
2011-07-13,2.23,2.27,2.1912,2.1912,0.881610117672072,5700,0.0,1.0
2011-07-12,2.18,2.18,2.18,2.18,0.877103895821978,0,0.0,1.0
2011-07-11,2.23,2.23,2.16,2.18,0.877103895821978,900,0.0,1.0
2011-07-08,2.27,2.27,2.27,2.27,0.91331460711738,0,0.0,1.0
2011-07-07,2.12,2.27,2.12,2.27,0.91331460711738,14100,0.0,1.0
2011-07-06,2.1,2.13,2.01,2.13,0.856986833991198,3900,0.0,1.0
2011-07-05,2.09,2.09,2.09,2.09,0.840893184526575,0,0.0,1.0
2011-07-01,2.09,2.09,2.09,2.09,0.840893184526575,100,0.0,1.0
2011-06-30,2.06,2.09,2.06,2.09,0.840893184526575,1300,0.0,1.0
2011-06-29,2.05,2.08,1.99,2.08,0.836869772160419,7400,0.0,1.0
2011-06-28,2.05,2.08,2.0,2.08,0.836869772160419,1600,0.0,1.0
2011-06-27,2.05,2.05,2.05,2.05,0.824799535061951,200,0.0,1.0
2011-06-24,2.14,2.14,2.03,2.03,0.816752710329639,8900,0.0,1.0
2011-06-23,2.01,2.16,2.0,2.14,0.861010246357354,2200,0.0,1.0
2011-06-22,2.06,2.1591,1.99,2.01,0.808705885597328,3300,0.0,1.0
2011-06-21,2.1,2.19,2.01,2.01,0.808705885597328,10700,0.0,1.0
2011-06-20,1.96,2.05,1.96,2.03,0.816752710329639,4800,0.0,1.0
2011-06-17,1.99,2.19,1.96,1.96,0.788588823766548,9400,0.0,1.0
2011-06-16,2.105,2.105,1.93,1.93,0.776518586668081,3100,0.0,1.0
2011-06-15,2.04,2.15,1.91,2.11,0.848940009258886,20500,0.0,1.0
2011-06-14,1.9,2.09,1.9,2.08,0.836869772160419,11800,0.0,1.0
2011-06-13,2.16,2.16,1.8,1.82,0.732261050640367,60700,0.0,1.0
2011-06-10,2.07,2.15,2.07,2.15,0.86503365872351,700,0.0,1.0
2011-06-09,2.0001,2.19,2.0001,2.095,0.842904890709653,2500,0.0,1.0
2011-06-08,2.17,2.1722,2.13,2.13,0.856986833991198,300,0.0,1.0
2011-06-07,2.19,2.19,2.1482,2.1482,0.864309444497602,600,0.0,1.0
2011-06-06,2.23,2.25,2.04,2.19,0.881127308188133,6200,0.0,1.0
2011-06-03,2.15,2.23,2.13,2.23,0.897220957652757,6900,0.0,1.0
2011-06-02,2.25,2.58,1.97,2.13,0.856986833991198,32300,0.0,1.0
2011-06-01,2.23,2.23,2.23,2.23,0.897220957652757,0,0.0,1.0
2011-05-31,2.24,2.25,2.2109,2.23,0.897220957652757,2600,0.0,1.0
2011-05-27,2.24,2.24,2.23,2.23,0.897220957652757,1200,0.0,1.0
2011-05-26,2.18,2.37,2.18,2.25,0.905267782385068,1400,0.0,1.0
2011-05-25,2.17,2.27,2.1499,2.23,0.897220957652757,4300,0.0,1.0
2011-05-24,2.2,2.48,2.18,2.18,0.877103895821978,5500,0.0,1.0
2011-05-23,2.41,2.41,2.15,2.21,0.889174132920445,4900,0.0,1.0
2011-05-20,2.37,2.38,2.36,2.371,0.953951072015554,5900,0.0,1.0
2011-05-19,2.13,2.22,2.13,2.22,0.893197545286601,300,0.0,1.0
2011-05-18,2.12,2.15,2.12,2.15,0.86503365872351,800,0.0,1.0
2011-05-17,2.11,2.13,2.11,2.12,0.852963421625042,2800,0.0,1.0
2011-05-16,2.24,2.24,2.24,2.24,0.901244370018913,0,0.0,1.0
2011-05-13,2.15,2.35,2.12,2.24,0.901244370018913,3400,0.0,1.0
2011-05-12,2.3,2.3251,2.25,2.27,0.91331460711738,1600,0.0,1.0
2011-05-11,2.3,2.37,2.24,2.3,0.925384844215848,2500,0.0,1.0
2011-05-10,2.25,2.2501,2.25,2.25,0.905267782385068,3800,0.0,1.0
2011-05-09,2.24,2.26,2.23,2.2599,0.909250960627563,4000,0.0,1.0
2011-05-06,2.21,2.42,2.2,2.24,0.901244370018913,14000,0.0,1.0
2011-05-05,2.4199,2.4199,2.4199,2.4199,0.973625558486057,100,0.0,1.0
2011-05-04,2.42,2.42,2.42,2.42,0.973665792609718,100,0.0,1.0
2011-05-03,2.77,2.77,2.23,2.42,0.973665792609718,5800,0.0,1.0
2011-05-02,2.35,2.75,2.35,2.66,1.07022768939746,14000,0.0,1.0
2011-04-29,2.4,2.4001,2.35,2.38,0.957572143145095,5900,0.0,1.0
2011-04-28,2.4,2.4,2.4,2.4,0.965618967877406,600,0.0,1.0
2011-04-27,2.4001,2.41,2.4,2.4,0.965618967877406,5700,0.0,1.0
2011-04-26,2.63,2.63,2.43,2.43,0.977689204975874,1300,0.0,1.0
2011-04-25,2.63,2.63,2.63,2.63,1.05815745229899,400,0.0,1.0
2011-04-21,2.54,2.59,2.404,2.59,1.04206380283437,300,0.0,1.0
2011-04-20,2.49,2.64,2.49,2.49,1.00182967917281,1000,0.0,1.0
2011-04-19,2.42,2.45,2.42,2.45,0.985736029708186,700,0.0,1.0
2011-04-18,2.57,2.57,2.41,2.41,0.969642380243562,9100,0.0,1.0
2011-04-15,2.704,2.75,2.704,2.75,1.10643840069286,700,0.0,1.0
2011-04-14,2.8,2.8,2.8,2.8,1.12655546252364,0,0.0,1.0
2011-04-13,2.8,2.8,2.8,2.8,1.12655546252364,100,0.0,1.0
2011-04-12,2.7899,2.8,2.77,2.8,1.12655546252364,4100,0.0,1.0
2011-04-11,2.61,2.78,2.61,2.73,1.09839157596055,1100,0.0,1.0
2011-04-08,2.74,2.7601,2.6,2.6499,1.06616404290764,6000,0.0,1.0
2011-04-07,2.7,2.7852,2.7,2.7501,1.10647863481652,1400,0.0,1.0
2011-04-06,2.76,2.76,2.71,2.75,1.10643840069286,1400,0.0,1.0
2011-04-05,2.64,2.87,2.64,2.8,1.12655546252364,3500,0.0,1.0
2011-04-04,2.62,2.8,2.62,2.6499,1.06616404290764,9200,0.0,1.0
2011-04-01,2.78,2.78,2.6,2.6016,1.04673096117911,15400,0.0,1.0
2011-03-31,2.5,2.89,2.5,2.728,1.09758689348732,30800,0.0,1.0
2011-03-30,2.44,2.51,2.4,2.51,1.00987650390512,6000,0.0,1.0
2011-03-29,2.41,2.41,2.31,2.4,0.965618967877406,3100,0.0,1.0
2011-03-28,2.5,2.5,2.4,2.4,0.965618967877406,3000,0.0,1.0
2011-03-25,2.54,2.55,2.5,2.5,1.00585309153896,3400,0.0,1.0
2011-03-24,2.39,2.5329,2.39,2.4883,1.00114569907056,27900,0.0,1.0
2011-03-23,2.3,2.39,2.3,2.3899,0.961555321387589,17100,0.0,1.0
2011-03-22,2.29,2.34,2.28,2.3099,0.929368022458342,3100,0.0,1.0
2011-03-21,2.28,2.28,2.28,2.28,0.917338019483536,0,0.0,1.0
2011-03-18,2.2,2.28,2.2,2.2799,0.917297785359874,4200,0.0,1.0
2011-03-17,2.12,2.19,2.11,2.19,0.881127308188133,15000,0.0,1.0
2011-03-16,2.2,2.2,2.11,2.11,0.848940009258886,7000,0.0,1.0
2011-03-15,1.97,2.2,1.97,2.2,0.885150720554289,16500,0.0,1.0
2011-03-14,2.29,2.38,2.02,2.05,0.824799535061951,33500,0.0,1.0
2011-03-11,2.25,2.35,2.25,2.35,0.945501906046627,6773,0.0,1.0
2011-03-10,2.27,2.33,2.2,2.25,0.905267782385068,800,0.0,1.0
2011-03-09,2.22,2.3,2.22,2.24,0.901244370018913,4300,0.0,1.0
2011-03-08,2.25,2.25,2.08,2.2,0.885150720554289,4500,0.0,1.0
2011-03-07,2.21,2.31,2.08,2.225,0.895209251469679,15800,0.0,1.0
2011-03-04,2.18,2.5,2.16,2.1901,0.881167542311795,17500,0.0,1.0
2011-03-03,2.06,2.115,2.01,2.115,0.850951715441964,1700,0.0,1.0
2011-03-02,2.04,2.05,1.98,2.05,0.824799535061951,3200,0.0,1.0
2011-03-01,2.05,2.05,1.95,2.03,0.816752710329639,6900,0.0,1.0
2011-02-28,2.06,2.1,2.06,2.08,0.836869772160419,2300,0.0,1.0
2011-02-25,2.08,2.1173,2.04,2.08,0.836869772160419,1100,0.0,1.0
2011-02-24,2.05,2.06,2.05,2.05,0.824799535061951,12500,0.0,1.0
2011-02-23,2.05,2.0501,2.05,2.05,0.824799535061951,2100,0.0,1.0
2011-02-22,2.07,2.07,1.95,2.06,0.828822947428107,30000,0.0,1.0
2011-02-18,2.09,2.09,2.09,2.09,0.840893184526575,600,0.0,1.0
2011-02-17,2.07,2.09,2.06,2.09,0.840893184526575,1800,0.0,1.0
2011-02-16,2.23,2.24,2.06,2.06,0.828822947428107,2000,0.0,1.0
2011-02-15,2.12,2.29,2.06,2.07,0.832846359794263,11000,0.0,1.0
2011-02-14,2.08,2.14,2.08,2.1,0.844916596892731,6400,0.0,1.0
2011-02-11,2.08,2.1166,2.07,2.08,0.836869772160419,2200,0.0,1.0
2011-02-10,2.12,2.12,2.07,2.08,0.836869772160419,3200,0.0,1.0
2011-02-09,2.06,2.25,2.06,2.189,0.880724966951518,3700,0.0,1.0
2011-02-08,2.152,2.152,2.06,2.06,0.828822947428107,4600,0.0,1.0
2011-02-07,2.28,2.3399,2.12,2.22,0.893197545286601,8100,0.0,1.0
2011-02-04,2.27,2.28,2.27,2.2799,0.917297785359874,1400,0.0,1.0
2011-02-03,2.28,2.29,2.28,2.28,0.917338019483536,1600,0.0,1.0
2011-02-02,2.18,2.29,2.121,2.28,0.917338019483536,3600,0.0,1.0
2011-02-01,2.22,2.22,2.05,2.15,0.86503365872351,12000,0.0,1.0
2011-01-31,2.05,2.2,2.05,2.15,0.86503365872351,12800,0.0,1.0
2011-01-28,2.05,2.1,2.04,2.05,0.824799535061951,38900,0.0,1.0
2011-01-27,1.93,2.04,1.92,2.04,0.820776122695795,8000,0.0,1.0
2011-01-26,1.88,2.0,1.88,2.0,0.804682473231172,2900,0.0,1.0
2011-01-25,1.96,1.99,1.87,1.99,0.800659060865016,4700,0.0,1.0
2011-01-24,1.9499,2.0496,1.87,2.03,0.816752710329639,10400,0.0,1.0
2011-01-21,1.87,1.96,1.87,1.95,0.784565411400393,2500,0.0,1.0
2011-01-20,1.98,1.98,1.86,1.87,0.752378112471146,5600,0.0,1.0
2011-01-19,1.99,2.03,1.95,2.03,0.816752710329639,13900,0.0,1.0
2011-01-18,2.03,2.04,1.99,2.0392,0.820454249706503,6400,0.0,1.0
2011-01-14,1.98,2.04,1.98,2.02,0.812729297963484,2300,0.0,1.0
2011-01-13,2.05,2.08,1.9708,1.9708,0.792934109121997,4100,0.0,1.0
2011-01-12,1.99,2.05,1.95,2.04,0.820776122695795,25000,0.0,1.0
2011-01-11,1.89,1.98,1.89,1.98,0.79663564849886,3400,0.0,1.0
2011-01-10,2.01,2.01,1.9001,1.97,0.792612236132704,4900,0.0,1.0
2011-01-07,1.99,2.0399,1.96,1.98,0.79663564849886,1500,0.0,1.0
2011-01-06,2.0,2.05,1.88,1.88,0.756401524837302,1400,0.0,1.0
2011-01-05,1.99,1.99,1.94,1.94,0.780541999034237,300,0.0,1.0
2011-01-04,2.06,2.06,2.0,2.0,0.804682473231172,1500,0.0,1.0
2011-01-03,2.01,2.09,1.95,2.05,0.824799535061951,18200,0.0,1.0
2010-12-31,1.85,1.95,1.82,1.895,0.762436643386535,17500,0.0,1.0
2010-12-30,1.8,1.84,1.78,1.84,0.740307875372678,10300,0.0,1.0
2010-12-29,1.8,1.85,1.8,1.83,0.736284463006522,5100,0.0,1.0
2010-12-28,1.85,1.86,1.8,1.8,0.724214225908055,3100,0.0,1.0
2010-12-27,1.81,1.85,1.8,1.8,0.724214225908055,8100,0.0,1.0
2010-12-23,1.76,1.8267,1.76,1.8169,0.731013792806858,2500,0.0,1.0
2010-12-22,1.83,1.847,1.72,1.847,0.743124264028987,8300,0.0,1.0
2010-12-21,1.82,1.8499,1.75,1.8499,0.744291053615173,30100,0.0,1.0
2010-12-20,1.76,1.88,1.76,1.77,0.712143988809587,7000,0.0,1.0
2010-12-17,1.69,1.78,1.69,1.714,0.689612879559114,10000,0.0,1.0
2010-12-16,1.67,1.7784,1.67,1.7,0.683980102246496,32000,0.0,1.0
2010-12-15,1.9,1.9,1.755,1.755,0.706108870260353,10200,0.0,1.0
2010-12-14,1.91,1.91,1.91,1.91,0.768471761935769,100,0.0,1.0
2010-12-13,1.9,1.95,1.9,1.9,0.764448349569613,11700,0.0,1.0
2010-12-10,1.96,2.0,1.96,1.9899,0.800618826741355,2800,0.0,1.0
2010-12-09,1.92,1.9612,1.92,1.96,0.788588823766548,600,0.0,1.0
2010-12-08,2.09,2.09,1.91,2.04,0.820776122695795,6400,0.0,1.0
2010-12-07,2.01,2.01,1.89,1.9,0.764448349569613,3700,0.0,1.0
2010-12-06,1.93,2.03,1.86,2.0,0.804682473231172,21600,0.0,1.0
2010-12-03,1.77,1.93,1.77,1.9,0.764448349569613,7700,0.0,1.0
2010-12-02,1.77,1.86,1.77,1.7701,0.712184222933249,15000,0.0,1.0
2010-12-01,1.75,1.79,1.75,1.78,0.716167401175743,2900,0.0,1.0
2010-11-30,1.78,1.78,1.71,1.77,0.712143988809587,4400,0.0,1.0
2010-11-29,1.75,1.8592,1.73,1.8353,0.738416871560585,4800,0.0,1.0
2010-11-26,1.71,1.78,1.71,1.78,0.716167401175743,2766,0.0,1.0
2010-11-24,1.78,1.78,1.71,1.71,0.688003514612652,31872,0.0,1.0
2010-11-23,1.8,1.81,1.79,1.79,0.720190813541899,4400,0.0,1.0
2010-11-22,1.88,1.88,1.8,1.81,0.728237638274211,10900,0.0,1.0
2010-11-19,1.89,1.9,1.88,1.88,0.756401524837302,2700,0.0,1.0
2010-11-18,1.83,1.93,1.83,1.88,0.756401524837302,2600,0.0,1.0
2010-11-17,1.8301,1.84,1.83,1.84,0.740307875372678,1000,0.0,1.0
2010-11-16,1.83,1.89,1.83,1.89,0.760424937203457,4700,0.0,1.0
2010-11-15,1.8899,1.89,1.8799,1.8799,0.75636129071364,2300,0.0,1.0
2010-11-12,1.83,1.83,1.81,1.83,0.736284463006522,3300,0.0,1.0
2010-11-11,1.94,1.94,1.81,1.84,0.740307875372678,5600,0.0,1.0
2010-11-10,1.8,1.94,1.8,1.94,0.780541999034237,17200,0.0,1.0
2010-11-09,1.82,1.88,1.8,1.81,0.728237638274211,3900,0.0,1.0
2010-11-08,1.83,1.85,1.79,1.85,0.744331287738834,22700,0.0,1.0
2010-11-05,1.83,1.95,1.8,1.87,0.752378112471146,42000,0.0,1.0
2010-11-04,1.92,1.95,1.82,1.83,0.736284463006522,31600,0.0,1.0
2010-11-03,1.82,1.9199,1.82,1.87,0.752378112471146,10900,0.0,1.0
2010-11-02,1.89,1.89,1.82,1.82,0.732261050640367,13500,0.0,1.0
2010-11-01,1.97,1.97,1.9,1.9,0.764448349569613,3800,0.0,1.0
2010-10-29,2.0099,2.0099,1.81,1.98,0.79663564849886,52600,0.0,1.0
2010-10-28,2.06,2.275,1.85,2.01,0.808705885597328,45400,0.0,1.0
2010-10-27,2.16,2.16,2.07,2.07,0.832846359794263,29900,0.0,1.0
2010-10-26,2.11,2.2,2.1,2.2,0.885150720554289,3200,0.0,1.0
2010-10-25,2.32,2.32,2.19,2.19,0.881127308188133,400,0.0,1.0
2010-10-22,2.18,2.28,2.1482,2.28,0.917338019483536,4700,0.0,1.0
2010-10-21,2.16,2.16,2.0701,2.0701,0.832886593917925,3000,0.0,1.0
2010-10-20,2.1899,2.1899,2.15,2.15,0.86503365872351,2500,0.0,1.0
2010-10-19,2.05,2.15,2.05,2.15,0.86503365872351,2600,0.0,1.0
2010-10-18,2.18,2.1999,2.1,2.17,0.873080483455822,10500,0.0,1.0
