,IIVI_Open,IIVI_High,IIVI_Low,IIVI_Close,IIVI_Adj Close,IIVI_Volume,IIVI_Dividend Amount,IIVI_Split Coefficient
2022-02-22,289.41,289.41,289.41,289.41,264.674852546713,834,0.0,1.0
2022-02-18,296.0,296.0,296.0,296.0,270.701621760917,168,0.0,1.0
2022-02-17,302.0,302.0,300.21,300.86,275.146249739829,11318,0.0,1.0
2022-02-16,301.76,302.7,301.05,301.9,276.097363546016,2658,0.0,1.0
2022-02-15,288.22,295.17,288.22,295.17,269.942559780979,3558,0.0,1.0
2022-02-14,276.64,276.64,276.64,276.64,252.996272445743,922,0.0,1.0
2022-02-11,286.35,286.35,276.64,276.64,252.996272445743,2073,0.0,1.0
2022-02-10,281.0,292.0,281.0,285.062,260.698465210846,8030,0.0,1.0
2022-02-09,285.0,285.0,280.55,282.5394,258.391465511339,17599,0.0,1.0
2022-02-08,265.165,270.36,265.165,270.36,247.253008308383,3220,0.0,1.0
2022-02-07,260.05,260.05,260.05,260.05,237.824178172049,3683,0.0,1.0
2022-02-04,259.88,259.88,254.54,254.54,232.78510406427,2368,0.0,1.0
2022-02-03,256.33,258.19,256.33,258.18,236.114002385924,22595,0.0,1.0
2022-02-02,265.0,265.0,264.5,264.5,241.893847823522,1346,0.0,1.0
2022-02-01,263.51,263.51,260.58,260.58,238.308880400202,7581,0.0,1.0
2022-01-31,259.14,264.69,259.01,263.6,241.070768568168,48697,0.0,1.0
2022-01-28,245.7499,251.69,245.7499,251.69,230.178686422315,12025,0.0,1.0
2022-01-27,256.0,256.46,251.4,252.93,231.312706729692,7522,0.0,1.0
2022-01-26,260.9,263.91,255.17,255.17,233.361259543017,22859,0.0,1.0
2022-01-25,261.89,262.07,258.03,261.76,239.388028757222,35468,0.0,1.0
2022-01-24,258.17,265.63,253.0,265.63,242.927269555244,1728,0.0,1.0
2022-01-21,267.47,267.47,267.47,267.47,244.610009366191,10717,0.0,1.0
2022-01-20,273.93,276.0,267.47,267.47,244.610009366191,1184,0.0,1.0
2022-01-19,283.0,283.0,272.39,273.95,250.53618000474,1278,0.0,1.0
2022-01-18,287.0,287.0,284.7,284.7,260.367404443693,37483,0.0,1.0
2022-01-14,286.0,288.0,285.58,285.6,261.190483699047,1267,0.0,1.0
2022-01-13,295.05,295.05,290.05,290.05,265.26015335052,2752,0.0,1.0
2022-01-12,299.47,299.47,294.44,294.51,269.338968327053,2642,0.0,1.0
2022-01-11,285.81,285.81,285.81,285.81,261.382535525296,509,0.0,1.0
2022-01-10,285.81,285.81,285.81,285.81,261.382535525296,15601,0.0,1.0
2022-01-07,293.53,293.53,293.53,293.53,268.442726471223,548,0.0,1.0
2022-01-06,297.16,297.49,294.89,294.89,269.686490679313,1515,0.0,1.0
2022-01-05,301.14,304.19,297.93,297.93,272.466669497399,7331,0.0,1.0
2022-01-04,294.38,305.3014,294.38,303.92,277.944719208033,6723,0.0,1.0
2022-01-03,287.52,296.88,287.52,292.12,267.153235637835,1003,0.0,1.0
2021-12-31,282.59,283.91,282.59,283.02,258.830989833698,32166,0.0,1.0
2021-12-30,284.0,284.0,282.88,283.14,258.940733734412,14375,0.0,1.0
2021-12-29,284.48,284.76,282.49,283.68,259.434581287625,1765,0.0,1.0
2021-12-28,283.26,283.33,283.04,283.11,258.913297759234,708,0.0,1.0
2021-12-27,286.67,286.67,286.67,286.67,262.169033480412,629,0.0,1.0
2021-12-23,279.0,281.2,279.0,281.2,257.166540672871,839,0.0,1.0
2021-12-22,281.01,281.01,281.01,281.01,256.992779496741,832,0.0,1.0
2021-12-21,283.7,283.7,283.7,283.7,259.452871937744,325,0.0,1.0
2021-12-20,283.7,283.7,283.7,283.7,259.452871937744,280689,0.0,1.0
2021-12-17,283.7,283.7,283.7,283.7,259.452871937744,798,0.0,1.0
2021-12-16,289.36,289.36,287.48,287.48,262.909804810231,3287,0.0,1.0
2021-12-15,273.81,288.25,273.81,288.25,263.613994839812,5951,0.0,1.0
2021-12-14,272.94,274.43,266.3579,268.4,245.460524596723,48894,3.0,1.0
2021-12-13,276.98,279.55,276.98,279.33,252.632602563017,7424,0.0,1.0
2021-12-10,281.05,282.7,279.53,279.53,252.813487253213,861,0.0,1.0
2021-12-09,281.31,281.49,279.22,279.22,252.533115983409,908,0.0,1.0
2021-12-08,281.67,281.67,281.67,281.67,254.748953438316,807,0.0,1.0
2021-12-07,276.67,281.14,276.67,281.14,254.269609009295,3914,0.0,1.0
2021-12-06,256.0601,256.0601,256.0601,256.0601,231.586759300993,278,0.0,1.0
2021-12-03,256.0601,256.0601,256.0601,256.0601,231.586759300993,304,0.0,1.0
2021-12-02,254.95,256.0601,253.76,256.0601,231.586759300993,7499,0.0,1.0
2021-12-01,268.1,268.1,245.78,245.78,222.289195782545,32978,0.0,1.0
2021-11-30,261.96,264.89,261.96,263.78,238.568817900235,7475,0.0,1.0
2021-11-29,260.14,261.81,260.12,261.81,236.787103701799,861,0.0,1.0
2021-11-26,266.56,266.56,266.56,266.56,241.083115093967,403,0.0,1.0
2021-11-24,272.32,272.32,272.32,272.32,246.292594171627,426,0.0,1.0
2021-11-23,272.32,272.32,272.32,272.32,246.292594171627,420,0.0,1.0
2021-11-22,272.32,272.32,272.32,272.32,246.292594171627,545,0.0,1.0
2021-11-19,270.5,272.31,269.15,270.0,244.194331765347,4803,0.0,1.0
2021-11-18,274.0,274.0,267.82,269.0,243.289908314365,3638,0.0,1.0
2021-11-17,272.36,272.8,271.99,272.8,246.726717428099,805,0.0,1.0
2021-11-16,273.45,273.45,273.4,273.4,247.269371498689,608,0.0,1.0
2021-11-15,273.65,275.54,273.65,275.54,249.204837683792,641,0.0,1.0
2021-11-12,273.4,273.4,272.58,272.58,246.527744268883,561,0.0,1.0
2021-11-11,272.0,277.51,272.0,277.51,250.986551882228,1247,0.0,1.0
2021-11-10,270.89,275.82,268.42,268.951,243.245591565266,32804,0.0,1.0
2021-11-09,268.77,277.4,267.54,270.24,244.411393393583,8364,0.0,1.0
2021-11-08,268.3,268.3,268.2,268.2,242.566369553578,914,0.0,1.0
2021-11-05,271.43,271.59,270.76,271.24,245.315816844566,1758,0.0,1.0
2021-11-04,270.5,271.0,268.98,268.98,243.271819845345,8841,0.0,1.0
2021-11-03,269.76,273.68,268.98,268.98,243.271819845345,5983,0.0,1.0
2021-11-02,268.47,268.47,266.74,267.6,242.023715482989,1485,0.0,1.0
2021-11-01,266.1,267.44,266.1,266.37,240.91127463828,52291,0.0,1.0
2021-10-29,259.39,260.75,257.0,257.5,232.889038628063,1641,0.0,1.0
2021-10-28,255.8573,260.41,255.8573,260.2,235.330981945716,22715,0.0,1.0
2021-10-27,247.77,247.87,246.5678,247.26,223.627742489999,1249,0.0,1.0
2021-10-26,251.5,251.8,251.5,251.75,227.688603784912,2542,0.0,1.0
2021-10-25,251.5,253.0,251.15,251.15,227.145949714322,11172,0.0,1.0
2021-10-22,250.4,252.05,249.5,249.87,225.988287697064,5666,0.0,1.0
2021-10-21,249.48,251.55,249.44,251.55,227.507719094715,3188,0.0,1.0
2021-10-20,249.77,250.18,249.77,250.18,226.268658966869,14982,0.0,1.0
2021-10-19,250.55,251.21,250.55,251.21,227.200215121381,1558,0.0,1.0
2021-10-18,247.21,247.21,247.16,247.2,223.57347708294,798,0.0,1.0
2021-10-15,246.55,249.16,245.66,249.09,225.282837405298,12169,0.0,1.0
2021-10-14,244.37,246.87,244.32,245.93,222.424859300192,11978,0.0,1.0
2021-10-13,236.74,239.86,235.94,238.92,216.084850908803,19256,0.0,1.0
2021-10-12,234.005,237.45,234.005,236.66,214.040853909582,26919,0.0,1.0
2021-10-11,247.07,247.07,247.07,247.07,223.455902034313,62,0.0,1.0
2021-10-08,247.07,247.07,247.07,247.07,223.455902034313,521,0.0,1.0
2021-10-07,241.0,247.15,241.0,247.07,223.455902034313,16684,0.0,1.0
2021-10-06,238.12,238.12,234.27,234.58,212.159653131538,3941,0.0,1.0
2021-10-05,240.13,240.13,239.92,239.92,216.989274359786,23226,0.0,1.0
2021-10-04,249.9,249.9,239.11,239.79,216.871699311158,10892,0.0,1.0
2021-10-01,252.0,254.9233,252.0,254.9233,230.558610721915,1288,0.0,1.0
2021-09-30,256.68,256.68,252.03,252.06,227.968975054717,14594,0.0,1.0
2021-09-29,253.74,254.0,252.48,252.48,228.348832904129,9150,0.0,1.0
2021-09-28,252.11,255.5,251.3,254.51,230.184812509624,46748,0.0,1.0
2021-09-27,257.22,258.82,255.68,255.68,231.242987947274,9611,0.0,1.0
2021-09-24,256.88,259.68,256.75,259.23,234.453691198263,18361,0.0,1.0
2021-09-23,258.82,259.7,258.29,258.31,233.621621623359,4634,0.0,1.0
2021-09-22,250.72,258.38,250.72,257.2463,232.659586398548,11520,0.0,1.0
2021-09-21,249.2,253.26,249.2,251.26,227.24543629393,29397,0.0,1.0
2021-09-20,249.0,249.0,245.42,247.25,223.618698255489,15244,0.0,1.0
2021-09-17,264.78,264.78,255.0,255.25,230.854085863352,16336,0.0,1.0
2021-09-16,256.81,260.79,256.81,260.0,235.15009725552,7133,0.0,1.0
2021-09-15,254.62,254.99,253.94,254.84,230.483272248449,8144,0.0,1.0
2021-09-14,257.28,257.28,257.28,257.28,232.690065468847,574,3.0,1.0
2021-09-13,261.5304,262.33,260.77,262.33,234.522763464125,34860,0.0,1.0
2021-09-10,263.42,263.42,263.42,263.42,235.4972223982,7162,0.0,1.0
2021-09-09,263.5,263.5,263.5,263.5,235.568742319967,508,0.0,1.0
2021-09-08,261.3,261.3,261.3,261.3,233.601944471375,18673,0.0,1.0
2021-09-07,261.3,261.3,261.3,261.3,233.601944471375,7075,0.0,1.0
2021-09-03,261.75,261.75,261.57,261.65,233.914844129106,2374,0.0,1.0
2021-09-02,262.45,265.93,262.45,265.93,237.741159943639,1817,0.0,1.0
2021-09-01,266.81,267.7825,266.81,267.7825,239.397293132056,5449,0.0,1.0
2021-08-31,264.86,268.21,264.67,266.81,238.527879083076,19884,0.0,1.0
2021-08-30,264.857,264.857,264.857,264.857,236.78189899294,43972,0.0,1.0
2021-08-27,263.16,263.16,263.16,263.16,235.264782652458,800,0.0,1.0
2021-08-26,263.23,263.23,263.23,263.23,235.327362584004,879,0.0,1.0
2021-08-25,264.83,264.83,264.83,264.83,236.757761019343,2118,0.0,1.0
2021-08-24,261.47,264.83,261.31,264.83,236.757761019343,1753,0.0,1.0
2021-08-23,254.96,254.96,254.96,254.96,227.933990671343,52856,0.0,1.0
2021-08-20,253.8,254.96,253.8,254.96,227.933990671343,12176,0.0,1.0
2021-08-19,258.53,258.65,254.67,254.69,227.692610935379,59884,0.0,1.0
2021-08-18,260.7,262.75,258.8,262.75,234.898243053402,2077,0.0,1.0
2021-08-17,262.28,262.28,258.39,258.39,231.000407317102,1994,0.0,1.0
2021-08-16,268.25,268.25,265.19,265.19,237.079600667295,1998,0.0,1.0
2021-08-13,267.74,269.96,267.74,269.96,241.34397600265,1287,0.0,1.0
2021-08-12,268.98,268.98,268.98,268.98,240.467856961005,671,0.0,1.0
2021-08-11,270.43,271.03,265.8,269.11,240.584076833876,26610,0.0,1.0
2021-08-10,279.91,279.91,270.22,275.0,245.84973107397,7314,0.0,1.0
2021-08-09,285.56,286.34,285.46,285.64,255.361880668977,2193,0.0,1.0
2021-08-06,286.26,286.26,286.2,286.2,255.862520121346,2234,0.0,1.0
2021-08-05,287.46,292.27,287.46,292.27,261.289094185415,2112,0.0,1.0
2021-08-04,282.15,291.2,282.15,289.68,258.973636718209,3102,0.0,1.0
2021-08-03,280.25,281.74,276.3,276.77,247.432109343064,78233,0.0,1.0
2021-08-02,293.87,293.87,291.47,291.59,260.681174850396,1796,0.0,1.0
2021-07-30,290.58,291.82,290.53,291.82,260.886794625476,5160,0.0,1.0
2021-07-29,285.86,285.86,285.86,285.86,255.558560453836,622,0.0,1.0
2021-07-28,277.75,277.75,277.75,277.75,248.308228384709,397,0.0,1.0
2021-07-27,288.48,288.48,271.66,277.75,248.308228384709,107964,0.0,1.0
2021-07-26,296.13,296.13,296.13,296.13,264.739930410671,856,0.0,1.0
2021-07-23,296.13,296.13,296.13,296.13,264.739930410671,145,0.0,1.0
2021-07-22,296.13,296.13,296.13,296.13,264.739930410671,434,0.0,1.0
2021-07-21,294.13,302.59,293.93,302.59,270.515164093354,1328,0.0,1.0
2021-07-20,287.0,296.02,287.0,296.02,264.641590518242,955,0.0,1.0
2021-07-19,284.3,288.64,281.81,286.47,256.103899857309,2639,0.0,1.0
2021-07-16,295.53,295.53,295.53,295.53,264.203530997419,45718,0.0,1.0
2021-07-15,298.39,298.39,295.53,295.53,264.203530997419,50790,0.0,1.0
2021-07-14,300.57,303.3,300.57,302.19,270.15756448452,1945,0.0,1.0
2021-07-13,298.83,298.83,296.95,297.16,265.660749403421,3846,0.0,1.0
2021-07-12,298.21,298.21,298.21,298.21,266.599448376613,10501,0.0,1.0
2021-07-09,297.13,297.13,297.13,297.13,265.633929432758,303,0.0,1.0
2021-07-08,297.13,297.13,297.13,297.13,265.633929432758,1044,0.0,1.0
2021-07-07,308.5,308.5,299.85,299.85,268.065606772836,1580,0.0,1.0
2021-07-06,305.0,306.47,305.0,306.47,273.983880299053,1345,0.0,1.0
2021-07-02,303.38,303.38,303.38,303.38,271.221423320803,805,0.0,1.0
2021-07-01,300.82,301.81,300.82,301.81,269.817844856126,842,0.0,1.0
2021-06-30,301.78,301.99,301.15,301.15,269.227805501549,9653,0.0,1.0
2021-06-29,302.73,304.09,302.73,303.735,271.538792973644,1229,0.0,1.0
2021-06-28,296.14,301.03,296.14,299.11,267.404047496491,1107,0.0,1.0
2021-06-25,297.09,297.09,296.83,296.83,265.365729726132,584,0.0,1.0
2021-06-24,289.8,297.95,289.8,297.95,266.36700863087,788,0.0,1.0
2021-06-23,282.99,282.99,282.99,282.99,252.992783260446,1152,0.0,1.0
2021-06-22,286.3,286.3,282.99,282.99,252.992783260446,1384,0.0,1.0
2021-06-21,282.32,282.32,282.32,282.32,252.393803915648,10841,0.0,1.0
2021-06-18,288.48,288.48,288.48,288.48,257.900837891705,720,0.0,1.0
2021-06-17,288.08,288.48,284.66,288.48,257.900837891705,1900,0.0,1.0
2021-06-16,291.06,291.11,289.74,290.06,259.313356346602,6796,0.0,1.0
2021-06-15,301.26,302.0,297.12,297.12,265.624989442538,1236,0.0,1.0
2021-06-14,294.55,301.85,294.55,301.85,269.85360481701,5058,3.0,1.0
2021-06-11,295.0,295.0,293.47,294.86,261.010444206474,21122,0.0,1.0
2021-06-10,290.21,294.4,290.21,294.4,260.603251625808,1625,0.0,1.0
2021-06-09,298.65,300.7,297.47,297.47,263.320819501118,1710,0.0,1.0
2021-06-08,297.05,297.71,296.36,297.6,263.435895665219,1031,0.0,1.0
2021-06-07,291.99,295.0,290.16,290.16,256.849998273589,5509,0.0,1.0
2021-06-04,292.0,292.37,292.0,292.37,258.806293063307,774,0.0,1.0
2021-06-03,284.17,284.94,280.41,280.42,248.228137978632,111270,0.0,1.0
2021-06-02,283.565,285.63,283.565,285.63,252.840036555298,4798,0.0,1.0
2021-06-01,286.155,286.155,283.01,285.255,252.508086081929,4194,0.0,1.0
2021-05-28,286.02,286.02,280.74,280.74,248.511402382573,9236,0.0,1.0
2021-05-27,289.6,290.84,288.39,288.39,255.28319203929,56088,0.0,1.0
2021-05-26,286.04,286.04,282.82,285.34,252.583328189226,3288,0.0,1.0
2021-05-25,281.74,281.74,279.02,279.02,246.98885621139,2803,0.0,1.0
2021-05-24,279.58,280.75,279.58,280.75,248.520254395196,2161,0.0,1.0
2021-05-21,281.69,282.72,280.24,280.24,248.068801751415,1320,0.0,1.0
2021-05-20,277.85,278.83,277.02,278.0,246.085950923827,1671,0.0,1.0
2021-05-19,272.78,274.8,270.01,274.8,243.253306884416,2009,0.0,1.0
2021-05-18,269.3,270.05,268.71,270.05,239.048600888416,1966,0.0,1.0
2021-05-17,271.55,271.55,269.95,269.95,238.960080762184,768,0.0,1.0
2021-05-14,261.99,261.99,261.99,261.99,231.913878714149,493,0.0,1.0
2021-05-13,259.78,261.99,255.3661,261.99,231.913878714149,3343,0.0,1.0
2021-05-12,262.42,262.42,257.71,258.08,228.452741778494,4041,0.0,1.0
2021-05-11,260.03,272.15,260.03,271.43,240.270178630412,15324,0.0,1.0
2021-05-10,269.7,269.7,269.7,269.7,238.738780446605,13367,0.0,1.0
2021-05-07,262.16,270.55,262.16,269.7,238.738780446605,2625,0.0,1.0
2021-05-06,261.52,261.91,251.83,251.83,222.92023388902,18091,0.0,1.0
2021-05-05,276.54,276.89,275.95,275.95,244.27128833608,4507,0.0,1.0
2021-05-04,271.61,272.3,269.94,271.36,240.20821454205,4203,0.0,1.0
2021-05-03,281.13,281.925,281.13,281.925,249.560365878417,14488,0.0,1.0
2021-04-30,293.48,293.48,279.0,279.0,246.971152186143,15084,0.0,1.0
2021-04-29,307.33,307.33,295.62,299.93,265.498414606416,3699,0.0,1.0
2021-04-28,310.05,310.05,310.05,310.05,274.456651381053,1298,0.0,1.0
2021-04-27,316.91,316.91,315.12,315.12,278.944621780994,834,0.0,1.0
2021-04-26,322.81,322.85,322.81,322.85,285.787227538697,952,0.0,1.0
2021-04-23,323.0,325.25,321.43,321.43,284.530241746208,1180,0.0,1.0
2021-04-22,317.5,322.17,315.22,315.22,279.033141907226,1493,0.0,1.0
2021-04-21,316.384,316.384,315.6,315.6,279.369518386906,2486,0.0,1.0
2021-04-20,323.0,323.0,315.0,315.0,278.838397629517,1703,0.0,1.0
2021-04-19,333.57,333.57,317.39,317.39,280.954028646452,2196,0.0,1.0
2021-04-16,333.02,337.6199,331.42,331.42,293.373402356744,23771,0.0,1.0
2021-04-15,335.53,335.73,334.62,334.62,296.206046396155,22646,0.0,1.0
2021-04-14,334.44,334.44,334.44,334.44,296.046710168938,627,0.0,1.0
2021-04-13,329.25,329.25,324.07,325.61,288.230383022689,12005,0.0,1.0
2021-04-12,330.0,337.26,330.0,337.26,298.542977728669,11715,0.0,1.0
2021-04-09,314.86,314.86,312.63,312.63,276.740470637828,1198,0.0,1.0
2021-04-08,313.62,315.02,313.62,315.02,278.856101654763,137501,0.0,1.0
2021-04-07,314.68,314.68,307.65,307.65,272.332168351494,1256,0.0,1.0
2021-04-06,312.06,316.04,312.06,313.8,277.776156114737,4753,0.0,1.0
2021-04-05,302.36,313.29,301.81,313.29,277.324703470956,6671,0.0,1.0
2021-04-01,294.74,298.81,294.74,298.81,264.506989192622,2160,0.0,1.0
2021-03-31,285.99,288.44,285.99,288.44,255.327452102406,2096,0.0,1.0
2021-03-30,277.8128,277.8128,277.8128,277.8128,245.920241247522,1012,0.0,1.0
2021-03-29,287.21,287.21,287.21,287.21,254.238654549757,784,0.0,1.0
2021-03-26,289.315,290.05,286.525,286.525,253.632291685071,1157,0.0,1.0
2021-03-25,271.16,281.1,271.16,281.1,248.830074837007,3819,0.0,1.0
2021-03-24,282.86,298.11,282.1,288.955,255.783330752498,7460,0.0,1.0
2021-03-23,276.38,276.89,271.58,271.58,240.402958819759,1625,0.0,1.0
2021-03-22,283.0,283.0,283.0,283.0,250.511957235407,1015,0.0,1.0
2021-03-19,286.44,289.37,280.43,289.37,256.150689276359,1937,0.0,1.0
2021-03-18,298.01,298.01,286.2,286.43,253.548197565151,48358,0.0,1.0
2021-03-17,301.85,304.92,301.85,304.49,269.534932362576,4301,0.0,1.0
2021-03-16,296.03,296.03,296.03,296.03,262.046129683383,1911,0.0,1.0
2021-03-15,292.2,296.03,292.2,296.03,262.046129683383,62834,0.0,1.0
2021-03-12,320.485,320.485,320.485,320.485,283.693726553319,567,3.0,1.0
2021-03-11,314.55,320.51,314.55,320.485,281.062750836795,22668,0.0,1.0
2021-03-10,312.77,316.41,308.0,310.0964,271.952032727232,6842,0.0,1.0
2021-03-09,309.46,309.46,309.07,309.07,271.051888235419,1280,0.0,1.0
2021-03-08,316.52,316.52,301.02,302.04,264.886635139696,2485,0.0,1.0
2021-03-05,323.32,323.32,296.01,313.18,274.656324967057,28811,0.0,1.0
2021-03-04,332.41,332.41,330.34,330.34,289.705506065578,1390,0.0,1.0
2021-03-03,349.19,349.19,342.76,342.76,300.59774553199,6143,0.0,1.0
2021-03-02,357.05,357.05,357.05,357.05,313.129959861702,553,0.0,1.0
2021-03-01,357.12,357.12,357.12,357.12,313.191349295088,6968,0.0,1.0
2021-02-26,342.69,352.16,341.31,349.64,306.631449841886,4976,0.0,1.0
2021-02-25,357.63,357.65,343.49,343.49,301.237949623011,6344,0.0,1.0
2021-02-24,351.72,351.72,351.72,351.72,308.455593005343,978,0.0,1.0
2021-02-23,339.96,351.72,339.04,351.72,308.455593005343,20895,0.0,1.0
2021-02-22,361.12,361.12,361.12,361.12,316.69931691712,1208,0.0,1.0
2021-02-19,372.8,373.41,372.8,373.41,327.477547435816,2030,0.0,1.0
2021-02-18,358.67,363.05,358.24,359.71,315.462758330354,16391,0.0,1.0
2021-02-17,370.68,372.42,370.19,372.42,326.609325449363,3780,0.0,1.0
2021-02-16,377.67,378.09,376.74,376.74,330.397930481158,2553,0.0,1.0
2021-02-12,387.0,397.03,371.5,371.5,325.802492896296,3634,0.0,1.0
2021-02-11,395.65,407.35,395.65,404.51,354.751995697121,17951,0.0,1.0
2021-02-10,398.45,401.0,384.62,389.5,341.588347195443,4417,0.0,1.0
2021-02-09,375.28,394.18,366.11,387.07,339.457256865058,23906,0.0,1.0
2021-02-08,371.54,371.54,363.26,363.26,318.576079594908,1171,0.0,1.0
2021-02-05,366.52,366.52,366.52,366.52,321.435073206865,629,0.0,1.0
2021-02-04,358.91,367.04,358.91,366.52,321.435073206865,1254,0.0,1.0
2021-02-03,364.68,364.68,353.7,357.1,313.173809456977,2279,0.0,1.0
2021-02-02,364.12,364.12,359.34,364.0,319.225053604984,6003,0.0,1.0
2021-02-01,349.64,358.94,349.64,358.94,314.787474563113,7050,0.0,1.0
2021-01-29,360.69,360.69,348.27,348.92,306.00001566992,8146,0.0,1.0
2021-01-28,364.11,364.11,354.8,361.19,316.760706350506,2584,0.0,1.0
2021-01-27,369.49,369.51,357.14,359.38,315.173351001536,15353,0.0,1.0
2021-01-26,375.16,375.16,375.16,375.16,329.012283270456,1158,0.0,1.0
2021-01-25,389.14,389.37,373.0,375.16,329.012283270456,5170,0.0,1.0
2021-01-22,382.67,384.97,382.281,382.41,335.37047458539,6110,0.0,1.0
2021-01-21,381.68,381.99,380.22,381.99,335.002137985077,9172,0.0,1.0
2021-01-20,377.87,377.87,377.42,377.42,330.994284976904,5988,0.0,1.0
2021-01-19,374.12,382.17,374.12,379.93,333.19553465973,5208,0.0,1.0
2021-01-15,355.06,364.17,353.14,363.08,318.418221051916,2873,0.0,1.0
2021-01-14,361.77,368.5,361.77,365.45,320.496691867971,128811,0.0,1.0
2021-01-13,364.0,364.0,361.15,361.15,316.725626674286,1408,0.0,1.0
2021-01-12,353.99,372.65,353.99,360.04,315.752165659172,14901,0.0,1.0
2021-01-11,335.71,352.08,335.71,352.03,308.727460496051,6782,0.0,1.0
2021-01-08,345.49,347.08,340.19,340.19,298.343876334834,22594,0.0,1.0
2021-01-07,340.91,346.0,340.91,344.81,302.395578938282,1208,0.0,1.0
2021-01-06,332.78,333.0,328.18,328.205,287.833128347318,13751,0.0,1.0
2021-01-05,318.0,330.01,318.0,330.01,289.41609873676,1433,0.0,1.0
2021-01-04,322.46,322.46,316.67,319.03,279.78672761428,5674,0.0,1.0
2020-12-31,319.22,320.61,317.58,320.61,281.172374824983,23475,0.0,1.0
2020-12-30,312.16,312.16,312.16,312.16,273.761793223439,278,0.0,1.0
2020-12-29,312.2,312.2,312.16,312.16,273.761793223439,6640,0.0,1.0
2020-12-28,326.14,326.14,326.03,326.03,285.925670952838,1631,0.0,1.0
2020-12-24,328.32,329.86,328.32,329.01,288.539106831252,1194,0.0,1.0
2020-12-23,322.9,324.7,322.9,324.7,284.759271718512,1277,0.0,1.0
2020-12-22,320.58,325.91,318.545,325.91,285.820431924177,2617,0.0,1.0
2020-12-21,308.91,312.0,308.91,312.0,273.621474518558,11115,0.0,1.0
2020-12-18,315.05,321.74,314.89,314.89,276.155981125476,33575,0.0,1.0
2020-12-17,306.63,312.05,306.63,306.96,269.201435314796,8576,0.0,1.0
2020-12-16,301.65,303.29,299.99,300.95,263.930713962692,2929,0.0,1.0
2020-12-15,301.19,304.83,301.19,304.83,267.333442556064,1136,0.0,1.0
2020-12-14,316.64,316.64,299.22,301.59,264.491988782217,1721,3.0,1.0
2020-12-11,291.56,299.44,291.56,299.44,260.019964939582,67448,0.0,1.0
2020-12-10,297.89,297.89,297.89,297.89,258.67401601607,343,0.0,1.0
2020-12-09,312.23,312.23,298.02,301.19,261.539584691934,7014,0.0,1.0
2020-12-08,312.27,313.34,307.71,307.71,267.201253712125,6791,0.0,1.0
2020-12-07,300.89,306.52,300.89,306.52,266.167912280526,96761,0.0,1.0
2020-12-04,298.18,298.18,298.18,298.18,258.925838717888,191,0.0,1.0
2020-12-03,298.18,298.18,298.18,298.18,258.925838717888,67078,0.0,1.0
2020-12-02,299.48,300.32,295.58,297.82,258.613231225976,7637,0.0,1.0
2020-12-01,292.96,292.96,291.43,291.43,253.064448244531,20379,0.0,1.0
2020-11-30,289.93,289.98,286.81,288.71,250.702524972304,4307,0.0,1.0
2020-11-27,286.65,286.65,286.65,286.65,248.913715435249,1662,0.0,1.0
2020-11-25,287.55,287.55,287.55,287.55,249.69523416503,845,0.0,1.0
2020-11-24,287.55,287.55,287.55,287.55,249.69523416503,854,0.0,1.0
2020-11-23,281.15,285.28,281.15,285.28,247.724070257694,18133,0.0,1.0
2020-11-20,278.17,278.17,277.7,277.7,241.141945844649,7980,0.0,1.0
2020-11-19,267.72,271.89,267.72,271.89,236.096808266841,6173,0.0,1.0
2020-11-18,266.11,266.11,265.85,265.85,230.851949235866,21465,0.0,1.0
2020-11-17,264.03,264.03,261.585,261.585,227.148418810848,950,0.0,1.0
2020-11-16,260.13,261.34,260.13,261.34,226.935672045519,8093,0.0,1.0
2020-11-13,260.0,260.0,260.0,260.0,225.77207749229,5725,0.0,1.0
2020-11-12,256.23,256.23,253.67,253.67,220.275395759497,916,0.0,1.0
2020-11-11,256.12,259.99,255.0,255.0,221.430306771284,11062,0.0,1.0
2020-11-10,249.31,255.905,239.226,249.71,216.83671334846,7139,0.0,1.0
2020-11-09,257.56,262.458,250.33,250.33,217.375092917865,4089,0.0,1.0
2020-11-06,252.495,255.27,250.14,250.32,217.366409376423,3692,0.0,1.0
2020-11-05,229.05,245.36,229.05,245.36,213.059372821185,63484,0.0,1.0
2020-11-04,217.19,217.19,216.66,216.66,188.137608882613,5910,0.0,1.0
2020-11-03,212.45,212.45,211.3533,211.3533,183.529513945581,3344,0.0,1.0
2020-11-02,206.538,206.538,206.538,206.538,179.34812823501,2435,0.0,1.0
2020-10-30,206.74,208.08,202.59,208.08,180.687130325368,5715,0.0,1.0
2020-10-29,206.25,206.25,206.25,206.25,179.09804224148,1923,0.0,1.0
2020-10-28,207.18,207.29,205.71,205.71,178.629131003611,63143,0.0,1.0
2020-10-27,211.97,212.06,211.19,211.53,183.682952122862,1517,0.0,1.0
2020-10-26,208.164,210.22,208.164,210.22,182.545408193958,15434,0.0,1.0
2020-10-23,214.9,214.9,214.9,214.9,186.609305588819,5422,0.0,1.0
2020-10-22,211.49,213.93,211.3696,213.93,185.767002068944,716,0.0,1.0
2020-10-21,210.0,211.5899,210.0,211.5899,183.734966536099,19060,0.0,1.0
2020-10-20,211.97,211.97,211.97,211.97,184.06502794631,518,0.0,1.0
2020-10-19,208.68,213.45,208.68,213.45,185.350192079728,954,0.0,1.0
2020-10-16,213.81,213.81,208.01,209.8,182.180699453394,18556,0.0,1.0
