,CRM_Open,CRM_High,CRM_Low,CRM_Close,CRM_Adj Close,CRM_Volume,CRM_Dividend Amount,CRM_Split Coefficient
2019-10-17,147.58,148.04,145.51,146.17,145.516815297614,5070342,0.0,1.0
2019-10-16,147.26,150.85,145.82,146.97,146.313240365946,8998105,0.0,1.0
2019-10-15,149.66,152.97,149.62,152.74,152.057456171291,3946937,0.0,1.0
2019-10-14,149.4,150.28,148.8,149.37,148.702515570942,1580833,0.0,1.0
2019-10-11,148.14,150.71,148.09,149.37,148.702515570942,4690243,0.0,1.0
2019-10-10,146.84,147.56,145.51,146.41,145.755742818114,2737925,0.0,1.0
2019-10-09,147.27,147.85,146.61,147.05,146.392882872779,2307915,0.0,1.0
2019-10-08,147.54,148.34,145.81,145.91,145.257977150406,2662163,0.0,1.0
2019-10-07,147.28,149.33,147.0,148.8,148.135062709756,2737918,0.0,1.0
2019-10-04,148.28,148.92,146.21,148.03,147.368503581486,3273862,0.0,1.0
2019-10-03,144.0,147.06,142.08,147.0,146.343106306009,3746686,0.0,1.0
2019-10-02,146.06,146.5,143.2,144.22,143.575529193555,4484102,0.0,1.0
2019-10-01,149.49,150.16,147.25,147.69,147.030022927445,3213521,0.0,1.0
2019-09-30,147.95,148.97,147.41,148.44,147.776671429006,3733016,0.0,1.0
2019-09-27,153.12,153.15,146.75,148.26,147.597475788632,5909169,0.0,1.0
2019-09-26,152.42,153.4,151.84,152.34,151.659243637125,3839292,0.0,1.0
2019-09-25,152.05,153.21,148.9,152.99,152.306339005145,3459140,0.0,1.0
2019-09-24,154.28,156.27,151.09,152.05,151.370539549855,4157688,0.0,1.0
2019-09-23,154.15,155.2,152.96,154.65,153.958921021934,3824345,0.0,1.0
2019-09-20,154.69,156.88,153.62,155.2,154.506463256412,11762427,0.0,1.0
2019-09-19,153.52,154.25,152.77,153.6,152.913613119748,2984591,0.0,1.0
2019-09-18,152.35,152.91,150.57,152.77,152.087322111353,2972139,0.0,1.0
2019-09-17,153.0,153.45,151.73,152.82,152.137098678124,3059174,0.0,1.0
2019-09-16,151.65,154.1,151.36,153.01,152.326249631853,2590101,0.0,1.0
2019-09-13,154.32,154.91,152.74,152.98,152.296383691791,3763212,0.0,1.0
2019-09-12,155.04,156.8,154.41,154.75,154.058474155475,4990916,0.0,1.0
2019-09-11,150.09,154.65,149.04,154.09,153.401423474101,6234096,0.0,1.0
2019-09-10,148.77,151.66,147.74,149.65,148.981264344859,6248818,0.0,1.0
2019-09-09,151.66,152.15,148.09,149.54,148.871755897963,6199826,0.0,1.0
2019-09-06,153.97,154.05,150.77,151.07,150.394918841148,4721322,0.0,1.0
2019-09-05,154.64,154.74,151.95,153.77,153.082853446768,5065309,0.0,1.0
2019-09-04,154.09,154.92,152.32,152.46,151.778707397375,3604089,0.0,1.0
2019-09-03,154.21,155.32,151.76,152.73,152.047500857937,4953774,0.0,1.0
2019-08-30,156.42,158.22,153.7,156.07,155.372575518223,7590975,0.0,1.0
2019-08-29,153.4,156.0,152.66,155.93,155.233201131265,5981501,0.0,1.0
2019-08-28,152.5,152.78,150.87,151.83,151.151522656063,5325734,0.0,1.0
2019-08-27,154.26,155.9,152.53,153.57,152.883747179685,6520653,0.0,1.0
2019-08-26,153.51,155.21,151.52,155.14,154.446731376287,8978657,0.0,1.0
2019-08-23,157.7,158.42,150.65,151.57,150.892684508855,26540017,0.0,1.0
2019-08-22,149.49,149.9,145.47,148.24,147.577565161923,11885312,0.0,1.0
2019-08-21,146.9,148.39,146.16,147.38,146.721408213466,6153669,0.0,1.0
2019-08-20,144.16,146.5,143.06,145.54,144.889630556303,6262572,0.0,1.0
2019-08-19,145.6,146.14,142.88,143.67,143.027986959077,4635177,0.0,1.0
2019-08-16,143.06,145.34,142.52,143.89,143.247003852868,5341106,0.0,1.0
2019-08-15,141.1,143.3,139.75,142.13,141.494868702538,6647733,0.0,1.0
2019-08-14,141.29,142.36,137.87,139.72,139.095638184187,8607780,0.0,1.0
2019-08-13,140.93,145.0,140.43,143.88,143.237048539514,5242772,0.0,1.0
2019-08-12,141.55,141.97,140.05,140.72,140.091169519602,4955368,0.0,1.0
2019-08-09,143.61,144.47,141.69,143.37,142.729327558452,5286734,0.0,1.0
2019-08-08,143.52,144.96,142.32,143.82,143.177316659389,8670253,0.0,1.0
2019-08-07,140.93,143.1,139.06,141.64,141.007058348184,7635513,0.0,1.0
2019-08-06,143.79,144.96,141.96,142.8,142.161874697266,6693998,0.0,1.0
2019-08-05,141.34,143.75,139.8,142.82,142.181785323974,13070094,0.0,1.0
2019-08-02,149.8,149.9,145.31,145.7,145.048915569969,13138900,0.0,1.0
2019-08-01,154.73,157.78,150.41,150.81,150.13608069394,26124657,0.0,1.0
2019-07-31,157.39,157.89,152.3,154.5,153.809591321621,7454174,0.0,1.0
2019-07-30,155.34,158.22,154.62,156.96,156.258598406742,4241587,0.0,1.0
2019-07-29,160.4,161.2,155.52,156.21,155.511949905181,8880457,0.0,1.0
2019-07-26,159.56,160.82,158.73,159.97,159.255147726342,4979078,0.0,1.0
2019-07-25,160.12,161.13,158.67,159.35,158.637918298384,6934549,0.0,1.0
2019-07-24,155.98,160.25,155.7,159.75,159.03613083255,4110516,0.0,1.0
2019-07-23,157.98,158.45,155.28,156.25,155.551771158598,4865763,0.0,1.0
2019-07-22,157.65,159.05,157.15,157.7,156.995291594949,2910733,0.0,1.0
2019-07-19,159.73,160.74,156.29,156.75,156.049536826305,5218844,0.0,1.0
2019-07-18,157.0,158.58,156.21,157.98,157.274040368866,3726542,0.0,1.0
2019-07-17,157.68,159.92,157.66,158.24,157.532878516074,4160523,0.0,1.0
2019-07-16,159.96,161.61,156.8,157.13,156.427838733763,6913066,0.0,1.0
2019-07-15,158.76,159.84,157.48,159.65,158.936577699009,3603693,0.0,1.0
2019-07-12,159.4,159.62,157.4,158.08,157.373593502407,4348123,0.0,1.0
2019-07-11,156.82,159.3,156.62,158.9,158.189929197447,7083235,0.0,1.0
2019-07-10,154.57,156.4,154.57,156.27,155.571681785306,4966261,0.0,1.0
2019-07-09,152.08,154.19,151.68,153.95,153.262049087143,4979273,0.0,1.0
2019-07-08,153.52,153.69,152.04,152.81,152.12714336477,4717368,0.0,1.0
2019-07-05,153.95,154.81,152.57,154.58,153.889233828455,3940940,0.0,1.0
2019-07-03,154.54,155.75,154.16,155.59,154.894720477224,3885430,0.0,1.0
2019-07-02,154.29,154.36,152.58,154.12,153.431289414164,4738611,0.0,1.0
2019-07-01,154.57,154.74,151.85,154.06,153.371557534039,6483352,0.0,1.0
2019-06-28,150.42,151.77,149.6,151.73,151.051969522522,6936576,0.0,1.0
2019-06-27,149.89,150.76,148.47,150.69,150.01661693369,6832817,0.0,1.0
2019-06-26,151.28,151.38,148.92,149.04,148.373990230255,5844938,0.0,1.0
2019-06-25,152.83,152.97,148.59,149.34,148.67264963088,7362484,0.0,1.0
2019-06-24,157.39,157.73,152.51,152.56,151.878260530916,6378206,0.0,1.0
2019-06-21,156.67,157.79,155.94,156.84,156.139134646493,9706930,0.0,1.0
2019-06-20,156.29,158.29,155.42,157.2,156.497525927242,10153607,0.0,1.0
2019-06-19,151.69,154.47,150.515,154.14,153.451200040872,8095299,0.0,1.0
2019-06-18,151.88,152.95,150.5,150.59,149.917063800149,7317839,0.0,1.0
2019-06-17,150.2,151.28,149.87,150.29,149.618404399524,4491845,0.0,1.0
2019-06-14,151.04,151.98,149.48,150.01,149.339655625608,6248150,0.0,1.0
2019-06-13,152.16,152.24,150.25,151.34,150.66371230171,5173787,0.0,1.0
2019-06-12,151.11,152.32,150.15,151.28,150.603980421585,7161291,0.0,1.0
2019-06-11,155.31,155.71,148.79,150.15,149.479030012566,15214322,0.0,1.0
2019-06-10,153.48,157.45,150.83,152.79,152.107232738062,29856328,0.0,1.0
2019-06-07,159.84,162.99,159.5,161.27,160.549338462381,7175301,0.0,1.0
2019-06-06,158.5,160.0,157.33,159.31,158.598097044968,5601246,0.0,1.0
2019-06-05,157.15,158.5,154.55,158.44,157.731984783157,12072390,0.0,1.0
2019-06-04,146.05,150.92,142.51,150.81,150.13608069394,12375090,0.0,1.0
2019-06-03,150.7,150.7,143.39,145.1,144.45159676872,8835249,0.0,1.0
2019-05-31,152.66,154.48,151.26,151.41,150.733399495189,5326907,0.0,1.0
2019-05-30,154.32,155.87,153.9,155.66,154.964407670703,4418092,0.0,1.0
2019-05-29,153.76,154.06,151.2,152.89,152.206785871603,4359454,0.0,1.0
2019-05-28,155.35,157.81,154.39,155.19,154.496507943058,4934063,0.0,1.0
2019-05-24,154.89,156.93,154.16,154.51,153.819546634976,3151662,0.0,1.0
2019-05-23,156.03,156.34,152.15,153.71,153.023121566644,4508215,0.0,1.0
2019-05-22,155.87,158.19,155.84,157.64,156.935559714825,3170058,0.0,1.0
2019-05-21,157.36,157.84,155.18,155.78,155.083871430953,3803459,0.0,1.0
2019-05-20,152.47,156.09,151.7,155.98,155.282977698036,5437590,0.0,1.0
2019-05-17,156.18,157.16,153.17,154.57,153.8792785151,5314319,0.0,1.0
2019-05-16,156.76,159.45,155.9,158.48,157.771806036573,5048088,0.0,1.0
2019-05-15,153.82,156.38,151.7,155.06,154.367088869454,7783774,0.0,1.0
2019-05-14,155.05,158.59,152.92,158.07,157.363638189053,4954034,0.0,1.0
2019-05-13,154.92,156.9,152.78,153.15,152.465624018811,5694582,0.0,1.0
2019-05-10,156.28,160.61,154.38,159.94,159.225281786279,4462213,0.0,1.0
2019-05-09,154.65,157.1,152.39,156.31,155.611503038723,5809346,0.0,1.0
2019-05-08,157.11,157.93,155.04,156.86,156.159045273201,4061339,0.0,1.0
2019-05-07,161.33,161.67,154.75,156.9,156.198866526617,6541888,0.0,1.0
2019-05-06,158.62,162.84,157.86,162.5,161.773842004942,2520943,0.0,1.0
2019-05-03,162.58,163.5,160.86,163.34,162.61008832669,3131437,0.0,1.0
2019-05-02,161.69,162.7,159.63,161.83,161.106836010214,3181073,0.0,1.0
2019-05-01,166.01,166.22,162.14,162.15,161.425406037546,2707730,0.0,1.0
2019-04-30,165.19,166.44,163.62,165.35,164.611106310874,3581801,0.0,1.0
2019-04-29,166.71,167.56,165.33,165.36,164.621061624229,4509669,0.0,1.0
2019-04-26,162.42,166.06,161.28,165.96,165.218380425478,3343064,0.0,1.0
2019-04-25,162.0,163.89,161.0,163.09,162.361205492836,5498432,0.0,1.0
2019-04-24,161.88,162.49,159.4,159.56,158.846979878821,3384945,0.0,1.0
2019-04-23,159.76,161.4,158.41,161.23,160.509517208964,3418371,0.0,1.0
2019-04-22,155.45,159.14,155.28,158.76,158.050554810489,2943629,0.0,1.0
2019-04-18,154.9,156.21,153.17,155.99,155.29293301139,4391704,0.0,1.0
2019-04-17,159.05,159.05,155.07,155.34,154.64583764337,4765519,0.0,1.0
2019-04-16,160.04,160.26,157.75,158.69,157.98086761701,3004836,0.0,1.0
2019-04-15,161.0,162.03,159.49,160.09,159.374611486591,2608365,0.0,1.0
2019-04-12,162.0,162.5,159.5,160.71,159.991840914549,2844167,0.0,1.0
2019-04-11,160.16,160.83,159.02,160.73,160.011751541257,2578390,0.0,1.0
2019-04-10,158.2,160.38,157.65,160.24,159.523941186904,3414745,0.0,1.0
2019-04-09,157.04,158.35,156.65,156.97,156.268553720097,5642884,0.0,1.0
2019-04-08,158.4,158.79,156.45,158.47,157.761850723219,2848571,0.0,1.0
2019-04-05,159.63,160.24,158.02,158.56,157.851448543406,4315403,0.0,1.0
2019-04-04,162.71,162.8,155.83,158.52,157.81162728999,6295218,0.0,1.0
2019-04-03,161.78,163.14,160.65,162.62,161.893305765191,3819829,0.0,1.0
2019-04-02,160.86,160.99,158.91,160.51,159.792734647466,3158591,0.0,1.0
2019-04-01,160.1,161.68,158.51,161.18,160.459740642194,4601126,0.0,1.0
2019-03-29,156.87,158.5,155.43,158.37,157.662297589678,4913087,0.0,1.0
2019-03-28,155.69,156.48,153.51,155.18,154.486552629704,4424829,0.0,1.0
2019-03-27,159.0,159.3,152.37,155.12,154.426820749579,8218682,0.0,1.0
2019-03-26,161.43,162.07,157.39,159.4,158.687694865155,6910264,0.0,1.0
2019-03-25,160.23,161.6,159.22,160.88,160.161081241569,3795625,0.0,1.0
2019-03-22,165.96,166.49,161.35,161.5,160.778310669527,5614288,0.0,1.0
2019-03-21,163.17,166.99,162.75,166.95,166.203956447538,4277816,0.0,1.0
2019-03-20,163.84,164.95,161.51,163.51,162.779328653711,4391046,0.0,1.0
2019-03-19,162.52,164.62,161.6,163.93,163.197451814585,4378959,0.0,1.0
2019-03-18,161.4,163.33,160.88,161.95,161.226299770463,3575800,0.0,1.0
2019-03-15,160.64,162.18,159.19,161.51,160.788265982881,6743790,0.0,1.0
2019-03-14,160.95,161.59,159.74,160.67,159.952019661132,3247216,0.0,1.0
2019-03-13,158.85,162.0,158.61,159.81,159.095862712675,5230611,0.0,1.0
2019-03-12,158.0,159.37,157.16,158.28,157.57269976949,4082085,0.0,1.0
2019-03-11,155.9,157.77,153.43,157.65,156.945515028179,5699541,0.0,1.0
2019-03-08,152.02,155.41,150.25,155.06,154.367088869454,4800711,0.0,1.0
2019-03-07,156.09,157.59,154.81,155.6,154.904675790578,6916457,0.0,1.0
2019-03-06,157.13,160.25,156.28,156.79,156.089358079722,7436333,0.0,1.0
2019-03-05,159.92,160.88,154.8,156.97,156.268553720097,16042915,0.0,1.0
2019-03-04,165.56,165.79,155.42,158.5,157.791716663282,17886304,0.0,1.0
2019-03-01,165.15,166.15,161.75,164.53,163.794770615834,6919941,0.0,1.0
2019-02-28,163.0,164.6,162.17,163.65,162.918703040669,6908054,0.0,1.0
2019-02-27,162.29,163.53,160.5,163.12,162.391071432899,4278257,0.0,1.0
2019-02-26,160.81,163.38,159.87,163.0,162.271607672649,4496279,0.0,1.0
2019-02-25,162.51,163.06,160.93,161.36,160.638936282568,5076691,0.0,1.0
2019-02-22,160.47,161.71,160.2,161.31,160.589159715798,4175005,0.0,1.0
2019-02-21,157.7,160.48,157.3,159.63,158.9166670723,4463028,0.0,1.0
2019-02-20,160.33,161.49,157.21,158.54,157.831537916698,7047244,0.0,1.0
2019-02-19,159.66,161.48,159.14,160.61,159.892287781007,3883224,0.0,1.0
2019-02-15,160.99,161.22,158.09,159.05,158.33925889776,5281967,0.0,1.0
2019-02-14,159.47,160.44,156.71,159.47,158.757382058634,5061105,0.0,1.0
2019-02-13,163.44,163.57,160.27,160.4,159.68322620057,5295969,0.0,1.0
2019-02-12,161.25,163.39,160.03,162.79,162.062546092212,5631693,0.0,1.0
2019-02-11,158.2,161.5,157.57,159.91,159.195415846217,7125450,0.0,1.0
2019-02-08,152.91,156.7,152.71,156.67,155.969894319472,3018703,0.0,1.0
2019-02-07,155.96,157.06,153.36,154.93,154.23766979585,4545469,0.0,1.0
2019-02-06,159.0,159.1,155.08,158.13,157.423370069178,4205093,0.0,1.0
2019-02-05,158.34,159.88,157.82,158.99,158.279527017635,4575588,0.0,1.0
2019-02-04,156.02,158.9,155.41,157.72,157.015202221658,5264678,0.0,1.0
2019-02-01,152.4,155.95,151.07,155.87,155.17346925114,5959186,0.0,1.0
2019-01-31,149.02,153.38,148.71,151.97,151.290897043021,8615902,0.0,1.0
2019-01-30,147.19,149.69,146.08,149.16,148.493453990505,4653365,0.0,1.0
2019-01-29,147.07,148.0,144.64,145.18,144.531239275553,3915058,0.0,1.0
2019-01-28,148.17,148.2,146.1,147.33,146.671631646696,4054718,0.0,1.0
2019-01-25,148.53,149.89,147.55,149.74,149.070862165046,4601702,0.0,1.0
2019-01-24,149.95,150.5,146.52,146.87,146.213687232405,6734711,0.0,1.0
2019-01-23,149.73,150.8,147.65,149.75,149.0808174784,3335360,0.0,1.0
2019-01-22,150.34,151.38,147.4,148.95,148.284392410068,5203299,0.0,1.0
2019-01-18,151.83,153.27,150.24,152.51,151.828483964145,6151237,0.0,1.0
2019-01-17,148.54,150.72,147.69,149.82,149.150504671879,3743179,0.0,1.0
2019-01-16,149.15,149.79,147.8,148.54,147.876224562548,3936819,0.0,1.0
2019-01-15,146.35,149.86,145.8,149.19,148.523319930568,5350387,0.0,1.0
2019-01-14,145.75,146.73,144.7,146.05,145.397351537364,5815495,0.0,1.0
2019-01-11,146.56,148.03,145.61,147.55,146.890648540487,5185239,0.0,1.0
2019-01-10,143.77,147.21,143.76,147.04,146.382927559425,5116851,0.0,1.0
2019-01-09,146.89,147.5,144.53,145.99,145.33761965724,5445930,0.0,1.0
2019-01-08,144.73,146.46,142.89,145.72,145.068826196677,9057281,0.0,1.0
2019-01-07,141.02,143.39,138.79,142.22,141.584466522725,9064840,0.0,1.0
2019-01-04,133.5,139.32,132.22,137.96,137.343503033857,6650568,0.0,1.0
2019-01-03,133.48,134.78,130.1,130.4,129.817286138119,6365650,0.0,1.0
2019-01-02,133.4,136.83,133.05,135.55,134.944272515507,4783943,0.0,1.0
2018-12-31,136.0,137.97,134.49,136.97,136.357927011796,5467663,0.0,1.0
2018-12-28,136.0,136.8799,132.61,134.68,134.078160253696,7276431,0.0,1.0
2018-12-27,128.8,135.2,127.84,135.2,134.595836548111,7967689,0.0,1.0
2018-12-26,122.52,130.9,122.12,130.84,130.255319925702,8110892,0.0,1.0
2018-12-24,121.14,124.84,120.16,121.33,120.787816925905,4721514,0.0,1.0
2018-12-21,128.57,129.39,122.46,122.91,122.360756435861,12568644,0.0,1.0
2018-12-20,129.25,132.33,122.64,127.73,127.159217472561,12265056,0.0,1.0
2018-12-19,131.98,136.5,129.5,131.16,130.573889953035,7350676,0.0,1.0
2018-12-18,132.14,133.68,130.13,132.32,131.728706302116,6668441,0.0,1.0
2018-12-17,134.31,135.5,129.97,130.83,130.245364612348,8392404,0.0,1.0
2018-12-14,138.88,140.71,136.38,137.04,136.427614205275,5354366,0.0,1.0
2018-12-13,141.5,143.63,139.58,141.14,140.509292680477,5122765,0.0,1.0
2018-12-12,141.79,144.03,139.55,140.09,139.463984778291,6794296,0.0,1.0
2018-12-11,140.59,140.7,135.59,136.79,136.178731371421,4548737,0.0,1.0
2018-12-10,135.16,139.49,133.18,137.27,136.656586412421,5896950,0.0,1.0
2018-12-07,141.9,142.37,134.74,135.95,135.342485049673,6225324,0.0,1.0
2018-12-06,134.8,142.06,132.75,142.06,141.425181509058,9186581,0.0,1.0
2018-12-04,142.73,145.2,138.8,139.24,138.617783143188,6978357,0.0,1.0
2018-12-03,146.3,147.07,142.56,144.15,143.505842000076,7358308,0.0,1.0
2018-11-30,138.89,143.22,138.28,142.76,142.122053443849,9401355,0.0,1.0
2018-11-29,139.85,142.88,139.27,139.72,139.095638184187,7762951,0.0,1.0
2018-11-28,138.48,140.89,131.97,140.64,140.011527012769,25705402,0.0,1.0
2018-11-27,125.15,127.61,123.72,127.54,126.970066518832,10558761,0.0,1.0
2018-11-26,124.48,126.95,123.66,126.41,125.845116109813,9321154,0.0,1.0
2018-11-23,121.33,123.71,120.71,122.03,121.484688860696,3009553,0.0,1.0
2018-11-21,124.2,125.75,121.61,123.59,123.037717743943,7311254,0.0,1.0
2018-11-20,114.33,124.94,113.6,120.67,120.130766244531,13829467,0.0,1.0
2018-11-19,131.6,132.26,120.42,121.01,120.469246898572,14284689,0.0,1.0
2018-11-16,131.85,133.47,130.08,132.55,131.957678509262,5126893,0.0,1.0
2018-11-15,129.2,132.95,126.3,132.49,131.897946629137,6468655,0.0,1.0
2018-11-14,134.21,134.94,128.58,129.35,128.771978235934,5729582,0.0,1.0
2018-11-13,131.48,133.77,128.95,132.16,131.56942128845,6176340,0.0,1.0
2018-11-12,135.74,136.66,130.08,130.5,129.916839271661,7571238,0.0,1.0
2018-11-09,141.06,141.06,135.05,136.92,136.308150445025,5252479,0.0,1.0
2018-11-08,143.22,143.63,140.68,141.87,141.23603055533,3986674,0.0,1.0
2018-11-07,136.85,142.31,136.43,141.79,141.156388048496,5803989,0.0,1.0
2018-11-06,135.4,138.0,132.98,133.95,133.351422378843,4667107,0.0,1.0
2018-11-05,137.34,137.34,133.46,135.44,134.834764068611,4629865,0.0,1.0
2018-11-02,140.14,140.55,136.1,136.79,136.178731371421,4481562,0.0,1.0
2018-11-01,138.4,139.8,136.41,139.59,138.966219110583,4668793,0.0,1.0
2018-10-31,134.92,138.71,134.77,137.24,136.626720472358,6666385,0.0,1.0
2018-10-30,130.44,132.99,128.03,132.17,131.579376601804,10037948,0.0,1.0
2018-10-29,138.1,139.55,128.53,130.99,130.404649626014,9212497,0.0,1.0
2018-10-26,135.75,139.21,132.61,135.52,134.914406575444,7457049,0.0,1.0
2018-10-25,133.69,141.69,133.67,140.8,140.170812026436,7792908,0.0,1.0
2018-10-24,141.23,141.5,133.0,133.26,132.664505757406,7251491,0.0,1.0
2018-10-23,139.32,141.97,137.78,140.66,140.031437639477,6461980,0.0,1.0
2018-10-22,141.7,143.8,139.2,142.95,142.311204397578,4234925,0.0,1.0
2018-10-19,143.61,145.37,140.38,140.49,139.862197312457,5141616,0.0,1.0
2018-10-18,146.09,147.59,141.43,142.84,142.201695950682,5338244,0.0,1.0
2018-10-17,148.35,148.35,145.42,147.01,146.353061619363,3377854,0.0,1.0
2018-10-16,145.47,147.91,144.01,147.44,146.781140093591,5383148,0.0,1.0
2018-10-15,146.7,146.7,141.32,141.95,141.315673062163,6040808,0.0,1.0
2018-10-12,145.77,148.75,143.22,146.74,146.084268158801,9371711,0.0,1.0
2018-10-11,137.44,142.16,136.45,139.24,138.617783143188,10499303,0.0,1.0
2018-10-10,147.52,147.59,137.54,137.81,137.194173333545,13660587,0.0,1.0
2018-10-09,148.32,150.87,147.21,148.5,147.836403309131,5593337,0.0,1.0
2018-10-08,154.24,154.62,145.6,148.65,147.985733009443,10238725,0.0,1.0
2018-10-05,154.86,156.6,152.47,155.07,154.377044182808,4963564,0.0,1.0
2018-10-04,158.2,158.84,153.78,154.9,154.207803855787,6206372,0.0,1.0
2018-10-03,158.56,159.76,157.02,159.1,158.389035464531,3561623,0.0,1.0
2018-10-02,159.27,159.58,156.7,157.26,156.557257807367,4137003,0.0,1.0
2018-10-01,160.11,161.19,159.02,159.86,159.145639279446,4297554,0.0,1.0
2018-09-28,160.0,160.86,158.94,159.03,158.319348271051,4607671,0.0,1.0
2018-09-27,159.05,161.08,158.93,160.43,159.713092140633,3930274,0.0,1.0
2018-09-26,159.06,159.93,157.35,158.33,157.622476336261,4079727,0.0,1.0
2018-09-25,159.0,159.14,157.17,158.87,158.160063257385,5699599,0.0,1.0
2018-09-24,155.38,158.91,153.33,158.78,158.070465437198,5082094,0.0,1.0
2018-09-21,157.07,157.96,154.96,155.52,154.825033283745,17991594,0.0,1.0
2018-09-20,153.29,156.07,151.65,155.5,154.805122657036,4655730,0.0,1.0
2018-09-19,156.37,157.33,152.39,152.9,152.216741184957,5546201,0.0,1.0
2018-09-18,154.76,158.03,154.75,156.0,155.302888324744,3749879,0.0,1.0
2018-09-17,157.0,158.43,154.62,154.92,154.227714482496,3899581,0.0,1.0
2018-09-14,157.95,158.79,156.32,157.49,156.786230014512,4615261,0.0,1.0
2018-09-13,155.87,158.78,155.82,158.18,157.473146635949,6213541,0.0,1.0
2018-09-12,152.84,155.77,151.81,155.37,154.675703583432,5180848,0.0,1.0
2018-09-11,151.08,153.75,150.62,152.84,152.157009304832,4151022,0.0,1.0
2018-09-10,150.0,151.58,148.0,151.32,150.643801675002,3871965,0.0,1.0
2018-09-07,147.84,151.41,147.5,150.43,149.757778786482,3866773,0.0,1.0
2018-09-06,148.75,149.16,147.08,148.83,148.164928649818,4190347,0.0,1.0
2018-09-05,152.39,152.78,147.08,148.65,147.985733009443,7287417,0.0,1.0
2018-09-04,152.11,153.34,151.51,153.21,152.525355898936,5310894,0.0,1.0
2018-08-31,152.14,153.87,151.9,152.68,151.997724291166,6210529,0.0,1.0
2018-08-30,151.12,153.74,149.5,152.14,151.460137370042,14440957,0.0,1.0
2018-08-29,153.33,154.97,153.05,154.8,154.108250722246,9018599,0.0,1.0
2018-08-28,152.03,153.4,151.56,152.99,152.306339005145,5266932,0.0,1.0
2018-08-27,154.71,154.88,150.2,151.68,151.002192955751,5814765,0.0,1.0
2018-08-24,148.5,152.38,148.5,152.3,151.619422383708,4881956,0.0,1.0
2018-08-23,146.83,148.34,146.07,147.83,147.169397314403,6196336,0.0,1.0
2018-08-22,145.59,147.2,145.05,146.46,145.805519384885,4245303,0.0,1.0
2018-08-21,146.41,148.79,145.36,145.53,144.879675242949,4063688,0.0,1.0
2018-08-20,145.21,146.06,144.32,145.71,145.058870883323,2882181,0.0,1.0
2018-08-17,145.5,146.01,143.95,145.02,144.371954261887,2865587,0.0,1.0
2018-08-16,146.51,146.91,145.22,145.73,145.078781510032,3703974,0.0,1.0
2018-08-15,146.08,147.88,143.6,145.04,144.391864888595,4476924,0.0,1.0
2018-08-14,146.18,146.77,144.57,146.57,145.91502783178,3474743,0.0,1.0
2018-08-13,145.63,147.18,144.22,144.45,143.8045014007,2880424,0.0,1.0
2018-08-10,144.93,147.0,144.35,145.51,144.85976461624,2748786,0.0,1.0
2018-08-09,145.3,146.85,145.09,145.82,145.168379330219,3572588,0.0,1.0
2018-08-08,144.46,145.64,143.16,145.17,144.521283962199,3027248,0.0,1.0
2018-08-07,143.53,144.61,142.73,144.44,143.794546087346,3928255,0.0,1.0
2018-08-06,140.89,142.85,140.65,142.71,142.072276877078,3247342,0.0,1.0
2018-08-03,141.53,141.74,138.42,141.04,140.409739546935,3463527,0.0,1.0
2018-08-02,137.05,141.3,136.75,141.14,140.509292680477,3779192,0.0,1.0
2018-08-01,138.0,140.9,137.51,137.68,137.064754259941,5098091,0.0,1.0
2018-07-31,138.68,139.79,135.39,137.15,136.537122652171,7442857,0.0,1.0
2018-07-30,143.54,143.73,135.52,138.03,137.413190227336,9521968,0.0,1.0
2018-07-27,148.25,148.28,142.38,143.91,143.266914479576,5925461,0.0,1.0
2018-07-26,147.98,148.75,145.68,147.57,146.910559167195,3414306,0.0,1.0
2018-07-25,146.13,149.35,146.0,148.87,148.204749903235,4267918,0.0,1.0
2018-07-24,148.55,148.85,145.18,146.0,145.347574970594,4052312,0.0,1.0
2018-07-23,146.87,147.64,144.8,147.56,146.900603853841,2538119,0.0,1.0
2018-07-20,147.44,147.92,146.69,146.87,146.213687232405,2533781,0.0,1.0
2018-07-19,147.0,148.0,146.61,147.16,146.502391319675,3590614,0.0,1.0
2018-07-18,147.02,148.19,145.76,147.84,147.179352627757,2908141,0.0,1.0
2018-07-17,145.41,147.44,143.08,147.02,146.363016932717,5133919,0.0,1.0
2018-07-16,147.84,148.69,146.82,146.96,146.303285052592,3592057,0.0,1.0
2018-07-13,147.75,148.0,145.41,147.61,146.950380420612,3944776,0.0,1.0
2018-07-12,145.8,148.7,145.8,148.16,147.49792265509,4680977,0.0,1.0
2018-07-11,141.21,145.64,141.02,145.25,144.600926469032,6168002,0.0,1.0
2018-07-10,142.3,143.51,141.51,142.45,141.81343872987,3643685,0.0,1.0
2018-07-09,142.65,142.87,139.88,141.76,141.126522108434,5183128,0.0,1.0
2018-07-06,140.19,141.73,139.01,141.4,140.768130827685,5045794,0.0,1.0
2018-07-05,139.26,139.89,138.22,139.77,139.145414750958,5576669,0.0,1.0
2018-07-03,140.6,140.75,137.71,137.84,137.224039273607,3164659,0.0,1.0
2018-07-02,136.15,140.47,135.3,140.43,139.802465432332,6399247,0.0,1.0
2018-06-29,136.28,137.71,135.9,136.4,135.790474150609,5229453,0.0,1.0
2018-06-28,133.99,135.89,133.19,135.12,134.516194041278,6333655,0.0,1.0
2018-06-27,136.68,137.42,133.1,133.22,132.62468450399,6850891,0.0,1.0
2018-06-26,134.76,137.17,133.82,135.48,134.874585322028,7043097,0.0,1.0
