,WRK_Open,WRK_High,WRK_Low,WRK_Close,WRK_Adj Close,WRK_Volume,WRK_Dividend Amount,WRK_Split Coefficient
2024-07-05,50.78,52.16,50.49,51.51,51.51,11862000,0.0,1.0
