,ACET_Open,ACET_High,ACET_Low,ACET_Close,ACET_Adj Close,ACET_Volume,ACET_Dividend Amount,ACET_Split Coefficient
2020-06-05,2.15,2.21,2.05,2.18,15.26,790366,0.0,1.0
2020-06-04,2.27,2.35,2.08,2.135,14.945,1371088,0.0,1.0
2020-06-03,2.06,2.3,2.04,2.23,15.61,1953360,0.0,1.0
2020-06-02,2.0,2.08,1.921,2.0,14.0,1094933,0.0,1.0
2020-06-01,2.18,2.18,1.99,2.02,14.14,784310,0.0,1.0
2020-05-29,2.21,2.272,1.96,2.17,15.19,2818016,0.0,1.0
2020-05-28,2.26,2.49,2.1,2.21,15.47,6489734,0.0,1.0
2020-05-27,2.32,2.34,2.04,2.1,14.7,1249148,0.0,1.0
2020-05-26,2.17,2.37,2.13,2.28,15.96,2285717,0.0,1.0
2020-05-22,2.03,2.13,1.91,2.1,14.7,1146234,0.0,1.0
2020-05-21,1.96,2.12,1.9,2.03,14.21,1167743,0.0,1.0
2020-05-20,1.95,1.985,1.92,1.96,13.72,815172,0.0,1.0
2020-05-19,1.91,1.97,1.89,1.96,13.72,644838,0.0,1.0
2020-05-18,1.96,2.015,1.9,1.93,13.51,675671,0.0,1.0
2020-05-15,1.91,1.94,1.85,1.94,13.58,629525,0.0,1.0
2020-05-14,1.84,1.95,1.78,1.92,13.44,858937,0.0,1.0
2020-05-13,1.94,2.025,1.7,1.83,12.81,2295970,0.0,1.0
2020-05-12,1.94,2.23,1.88,1.93,13.51,4587491,0.0,1.0
2020-05-11,1.91,1.943,1.84,1.92,13.44,1524664,0.0,1.0
2020-05-08,1.69,1.98,1.66,1.91,13.37,4533127,0.0,1.0
2020-05-07,1.75,1.75,1.64,1.73,12.11,1190856,0.0,1.0
2020-05-06,1.73,1.78,1.63,1.75,12.25,1221474,0.0,1.0
2020-05-05,1.58,1.82,1.56,1.71,11.97,5402912,0.0,1.0
2020-05-04,1.45,1.55,1.41,1.52,10.64,746691,0.0,1.0
2020-05-01,1.5,1.55,1.417,1.5,10.5,1126478,0.0,1.0
2020-04-30,1.5,1.58,1.37,1.53,10.71,2856808,0.0,1.0
2020-04-29,1.57,1.58,1.36,1.54,10.78,14262547,0.0,1.0
2020-04-28,1.24,1.25,1.18,1.22,8.53999999999999,227036,0.0,1.0
2020-04-27,1.15,1.24,1.14,1.24,8.67999999999999,318097,0.0,1.0
2020-04-24,1.19,1.21,1.13,1.15,8.04999999999999,377791,0.0,1.0
2020-04-23,1.17,1.195,1.15,1.17,8.18999999999999,177027,0.0,1.0
2020-04-22,1.15,1.19,1.11,1.15,8.04999999999999,214468,0.0,1.0
2020-04-21,1.22,1.23,1.12,1.15,8.04999999999999,403601,0.0,1.0
2020-04-20,1.19,1.33,1.16,1.2,8.39999999999999,643233,0.0,1.0
2020-04-17,1.18,1.22,1.12,1.18,8.25999999999999,372537,0.0,1.0
2020-04-16,1.17,1.18,1.12,1.15,8.04999999999999,208799,0.0,1.0
2020-04-15,1.15,1.2,1.1,1.16,8.11999999999999,218392,0.0,1.0
2020-04-14,1.15,1.22,1.15,1.2,8.39999999999999,704436,0.0,1.0
2020-04-13,1.1,1.15,1.07,1.135,7.94499999999999,401921,0.0,1.0
2020-04-09,1.09,1.12,1.06,1.1,7.69999999999999,229299,0.0,1.0
2020-04-08,1.03,1.11,1.01,1.1,7.69999999999999,421965,0.0,1.0
2020-04-07,1.06,1.07,1.015,1.02,7.13999999999999,270735,0.0,1.0
2020-04-06,1.03,1.08,1.03,1.06,7.41999999999999,379043,0.0,1.0
2020-04-03,1.03,1.07,0.97,1.03,7.20999999999999,426390,0.0,1.0
2020-04-02,1.03,1.06,0.989,1.06,7.41999999999999,345162,0.0,1.0
2020-04-01,1.03,1.08,1.01,1.01,7.06999999999999,292940,0.0,1.0
2020-03-31,1.07,1.12,1.01,1.03,7.20999999999999,596935,0.0,1.0
2020-03-30,1.06,1.09,1.03,1.09,7.62999999999999,185173,0.0,1.0
2020-03-27,1.0,1.12,0.99,1.04,7.27999999999999,300953,0.0,1.0
2020-03-26,1.09,1.13,1.01,1.05,7.34999999999999,309006,0.0,1.0
2020-03-25,1.04,1.14,1.03,1.09,7.62999999999999,402159,0.0,1.0
2020-03-24,1.02,1.06,1.0,1.05,7.34999999999999,1119728,0.0,1.0
2020-03-23,0.978,1.04,0.951,0.97,6.78999999999999,192970,0.0,1.0
2020-03-20,0.966,1.05,0.96,0.97,6.78999999999999,460039,0.0,1.0
2020-03-19,0.873,1.0,0.86,0.956,6.69199999999999,432841,0.0,1.0
2020-03-18,0.97,0.97,0.87,0.874,6.11799999999999,736780,0.0,1.0
2020-03-17,0.97,1.05,0.951,0.97,6.78999999999999,484038,0.0,1.0
2020-03-16,0.991,1.07,0.953,0.96,6.71999999999999,617967,0.0,1.0
2020-03-13,1.06,1.12,0.995,1.07,7.48999999999999,830696,0.0,1.0
2020-03-12,1.01,1.15,1.01,1.06,7.41999999999999,1023250,0.0,1.0
2020-03-11,1.23,1.24,1.13,1.17,8.18999999999999,932292,0.0,1.0
2020-03-10,1.29,1.31,1.2,1.24,8.67999999999999,1063813,0.0,1.0
2020-03-09,1.31,1.31,1.18,1.26,8.81999999999999,1937796,0.0,1.0
2020-03-06,1.37,1.4,1.32,1.35,9.44999999999999,1294454,0.0,1.0
2020-03-05,1.41,1.47,1.37,1.38,9.65999999999999,738833,0.0,1.0
2020-03-04,1.44,1.47,1.415,1.44,10.08,521383,0.0,1.0
2020-03-03,1.44,1.47,1.41,1.43,10.01,420207,0.0,1.0
2020-03-02,1.39,1.48,1.35,1.42,9.93999999999999,567201,0.0,1.0
2020-02-28,1.35,1.41,1.33,1.39,9.72999999999999,1025018,0.0,1.0
2020-02-27,1.43,1.44,1.31,1.36,9.51999999999999,1821007,0.0,1.0
2020-02-26,1.46,1.508,1.42,1.45,10.15,826303,0.0,1.0
2020-02-25,1.52,1.585,1.43,1.47,10.29,1016938,0.0,1.0
2020-02-24,1.46,1.62,1.43,1.51,10.57,1348244,0.0,1.0
2020-02-21,1.45,1.55,1.44,1.52,10.64,1634925,0.0,1.0
2020-02-20,1.47,1.49,1.41,1.46,10.22,1011430,0.0,1.0
2020-02-19,1.39,1.53,1.36,1.47,10.29,3958879,0.0,1.0
2020-02-18,1.35,1.35,1.32,1.33,9.30999999999999,509027,0.0,1.0
2020-02-14,1.37,1.38,1.33,1.35,9.44999999999999,750955,0.0,1.0
2020-02-13,1.4,1.42,1.37,1.38,9.65999999999999,538579,0.0,1.0
2020-02-12,1.4,1.45,1.39,1.4,9.79999999999999,505167,0.0,1.0
2020-02-11,1.38,1.41,1.37,1.39,9.72999999999999,407712,0.0,1.0
2020-02-10,1.4,1.416,1.37,1.38,9.65999999999999,491910,0.0,1.0
2020-02-07,1.41,1.43,1.37,1.4,9.79999999999999,899318,0.0,1.0
2020-02-06,1.39,1.49,1.39,1.395,9.76499999999999,2354029,0.0,1.0
2020-02-05,1.34,1.4,1.34,1.37,9.58999999999999,509448,0.0,1.0
2020-02-04,1.4,1.42,1.32,1.35,9.44999999999999,909745,0.0,1.0
2020-02-03,1.36,1.43,1.35,1.4,9.79999999999999,861322,0.0,1.0
2020-01-31,1.3,1.4,1.29,1.38,9.65999999999999,1339874,0.0,1.0
2020-01-30,1.33,1.34,1.26,1.28,8.95999999999999,1500382,0.0,1.0
2020-01-29,1.39,1.41,1.32,1.32,9.23999999999999,1368601,0.0,1.0
2020-01-28,1.41,1.43,1.36,1.41,9.86999999999999,1269607,0.0,1.0
2020-01-27,1.4,1.46,1.33,1.37,9.58999999999999,2798903,0.0,1.0
2020-01-24,1.49,1.49,1.39,1.41,9.86999999999999,2800846,0.0,1.0
2020-01-23,1.5,1.507,1.45,1.46,10.22,1750210,0.0,1.0
2020-01-22,1.52,1.561,1.45,1.48,10.36,2553001,0.0,1.0
2020-01-21,1.49,1.58,1.47,1.49,10.43,2350428,0.0,1.0
2020-01-17,1.53,1.54,1.46,1.46,10.22,3113182,0.0,1.0
2020-01-16,1.53,1.55,1.49,1.5,10.5,1032764,0.0,1.0
2020-01-15,1.48,1.6,1.48,1.52,10.64,1017842,0.0,1.0
2020-01-14,1.57,1.58,1.4,1.49,10.43,1811623,0.0,1.0
2020-01-13,1.68,1.69,1.52,1.57,10.99,2914854,0.0,1.0
2020-01-10,1.48,1.76,1.44,1.7,11.9,5431811,0.0,1.0
2020-01-09,1.41,1.49,1.37,1.48,10.36,1309420,0.0,1.0
2020-01-08,1.44,1.45,1.37,1.41,9.86999999999999,954737,0.0,1.0
2020-01-07,1.46,1.46,1.42,1.45,10.15,1058433,0.0,1.0
2020-01-06,1.46,1.47,1.42,1.46,10.22,1140454,0.0,1.0
2020-01-03,1.43,1.47,1.41,1.46,10.22,1550945,0.0,1.0
2020-01-02,1.49,1.5,1.41,1.41,9.86999999999999,2047511,0.0,1.0
2019-12-31,1.52,1.525,1.37,1.49,10.43,4909291,0.0,1.0
2019-12-30,1.31,1.35,1.27,1.34,9.37999999999999,1476769,0.0,1.0
2019-12-27,1.33,1.36,1.31,1.32,9.23999999999999,724763,0.0,1.0
2019-12-26,1.44,1.44,1.3,1.33,9.30999999999999,1414763,0.0,1.0
2019-12-24,1.42,1.42,1.34,1.4,9.79999999999999,1398633,0.0,1.0
2019-12-23,1.31,1.48,1.27,1.38,9.65999999999999,3495836,0.0,1.0
2019-12-20,1.24,1.3,1.18,1.3,9.09999999999999,1926954,0.0,1.0
2019-12-19,1.18,1.24,1.15,1.24,8.67999999999999,1232427,0.0,1.0
2019-12-18,1.13,1.2,1.13,1.18,8.25999999999999,13504492,0.0,1.0
2019-12-17,1.17,1.17,1.11,1.14,7.97999999999999,1480855,0.0,1.0
2019-12-16,1.23,1.264,1.16,1.165,8.15499999999999,1227946,0.0,1.0
2019-12-13,1.24,1.26,1.21,1.23,8.60999999999999,780148,0.0,1.0
2019-12-12,1.25,1.27,1.22,1.24,8.67999999999999,978872,0.0,1.0
2019-12-11,1.24,1.26,1.22,1.25,8.74999999999999,519249,0.0,1.0
2019-12-10,1.28,1.31,1.24,1.24,8.67999999999999,1210034,0.0,1.0
2019-12-09,1.28,1.3,1.24,1.29,9.02999999999999,843638,0.0,1.0
2019-12-06,1.22,1.308,1.2,1.27,8.88999999999999,1489399,0.0,1.0
2019-12-05,1.17,1.22,1.14,1.21,8.46999999999999,1495187,0.0,1.0
2019-12-04,1.19,1.23,1.14,1.18,8.25999999999999,1073607,0.0,1.0
2019-12-03,1.2,1.25,1.18,1.19,8.32999999999999,923115,0.0,1.0
2019-12-02,1.19,1.27,1.16,1.25,8.74999999999999,1069933,0.0,1.0
2019-11-29,1.19,1.23,1.17,1.2,8.39999999999999,607229,0.0,1.0
2019-11-27,1.24,1.26,1.11,1.21,8.46999999999999,1352546,0.0,1.0
2019-11-26,1.29,1.3,1.18,1.23,8.60999999999999,1641288,0.0,1.0
2019-11-25,1.22,1.37,1.2,1.28,8.95999999999999,3702932,0.0,1.0
2019-11-22,1.09,1.23,1.06,1.21,8.46999999999999,4307717,0.0,1.0
2019-11-21,1.08,1.12,1.04,1.08,7.55999999999999,1517471,0.0,1.0
2019-11-20,1.08,1.11,1.02,1.07,7.48999999999999,1778210,0.0,1.0
2019-11-19,1.1,1.12,1.03,1.11,7.76999999999999,2993292,0.0,1.0
2019-11-18,1.15,1.25,1.09,1.14,7.97999999999999,6256354,0.0,1.0
2019-11-15,1.62,1.92,0.94,1.09,7.62999999999999,26330381,0.0,1.0
2019-11-14,8.3,8.338,7.791,7.95,55.6499999999999,234746,0.0,1.0
2019-11-13,9.36,9.88,8.13,8.41,58.8699999999999,521897,0.0,1.0
2019-11-12,8.99,9.73,8.88,9.27,64.8899999999999,647691,0.0,1.0
2019-11-11,8.92,8.95,8.4,8.88,62.1599999999999,277510,0.0,1.0
2019-11-08,8.3,8.88,8.2,8.7,60.8999999999999,238218,0.0,1.0
2019-11-07,7.87,8.39,7.84,8.2,57.3999999999999,186984,0.0,1.0
2019-11-06,7.56,7.84,7.5,7.72,54.0399999999999,166546,0.0,1.0
2019-11-05,8.18,8.302,7.361,7.57,52.99,233614,0.0,1.0
2019-11-04,8.05,8.42,7.785,8.15,57.0499999999999,296824,0.0,1.0
2019-11-01,7.31,7.94,7.31,7.85,54.9499999999999,136440,0.0,1.0
2019-10-31,7.17,7.39,7.08,7.25,50.75,241749,0.0,1.0
2019-10-30,7.03,7.461,7.0,7.14,49.98,295778,0.0,1.0
2019-10-29,7.0,7.28,6.88,7.03,49.21,355757,0.0,1.0
2019-10-28,6.95,7.1,6.67,6.97,48.79,224521,0.0,1.0
2019-10-25,6.76,7.12,6.63,6.83,47.81,299154,0.0,1.0
2019-10-24,7.21,7.25,6.59,6.82,47.74,295175,0.0,1.0
2019-10-23,6.73,7.14,6.61,7.04,49.28,225195,0.0,1.0
2019-10-22,7.07,7.21,6.41,6.72,47.04,228618,0.0,1.0
2019-10-21,7.13,7.343,6.93,7.07,49.49,170961,0.0,1.0
2019-10-18,6.82,7.28,6.72,6.99,48.93,98799,0.0,1.0
2019-10-17,6.95,7.19,6.8,6.85,47.95,214706,0.0,1.0
2019-10-16,6.93,7.04,6.75,6.92,48.44,109849,0.0,1.0
2019-10-15,7.04,7.45,6.74,6.91,48.37,214487,0.0,1.0
2019-10-14,7.3,7.68,6.98,7.0,49.0,134942,0.0,1.0
2019-10-11,7.42,7.92,7.23,7.28,50.96,105961,0.0,1.0
2019-10-10,7.11,7.37,7.11,7.32,51.24,63359,0.0,1.0
2019-10-09,7.8,7.92,6.95,7.11,49.77,124106,0.0,1.0
2019-10-08,8.08,8.16,7.62,7.74,54.1799999999999,147267,0.0,1.0
2019-10-07,8.22,8.44,8.1,8.19,57.3299999999999,114361,0.0,1.0
2019-10-04,8.48,8.88,8.05,8.21,57.47,99291,0.0,1.0
2019-10-03,8.22,8.44,8.01,8.39,58.7299999999999,45878,0.0,1.0
2019-10-02,8.36,8.45,7.82,8.18,57.2599999999999,140456,0.0,1.0
2019-10-01,9.04,9.18,8.36,8.38,58.66,84367,0.0,1.0
2019-09-30,8.7,8.99,8.61,8.84,61.8799999999999,102813,0.0,1.0
2019-09-27,9.1,9.35,8.55,8.7,60.8999999999999,94799,0.0,1.0
2019-09-26,9.21,9.43,9.0,9.04,63.2799999999999,74160,0.0,1.0
2019-09-25,9.06,9.29,9.0,9.2,64.3999999999999,63582,0.0,1.0
2019-09-24,9.4,9.46,9.0,9.05,63.3499999999999,143761,0.0,1.0
2019-09-23,9.62,9.687,9.25,9.4,65.7999999999999,116656,0.0,1.0
2019-09-20,9.73,9.92,9.55,9.68,67.7599999999999,103582,0.0,1.0
2019-09-19,9.72,9.92,9.57,9.77,68.3899999999999,60694,0.0,1.0
2019-09-18,10.04,10.046,9.61,9.68,67.7599999999999,70655,0.0,1.0
2019-09-17,10.43,10.49,9.99,10.08,70.5599999999999,66913,0.0,1.0
2019-09-16,10.14,10.5,10.05,10.44,73.0799999999999,234104,0.0,1.0
2019-09-13,10.2,10.475,10.11,10.26,71.8199999999999,128268,0.0,1.0
2019-09-12,9.96,10.3,9.82,10.14,70.9799999999999,109265,0.0,1.0
2019-09-11,9.98,10.1,9.76,9.97,69.7899999999999,207043,0.0,1.0
2019-09-10,9.85,10.01,9.81,9.93,69.5099999999999,123459,0.0,1.0
2019-09-09,10.0,10.05,9.753,9.89,69.2299999999999,132821,0.0,1.0
2019-09-06,10.0,10.04,9.72,9.81,68.6699999999999,69425,0.0,1.0
2019-09-05,9.8,10.035,9.7,9.97,69.7899999999999,136737,0.0,1.0
2019-09-04,9.46,9.72,9.25,9.68,67.7599999999999,268293,0.0,1.0
2019-09-03,9.42,9.6,9.25,9.36,65.5199999999999,77027,0.0,1.0
2019-08-30,9.73,9.73,9.325,9.62,67.3399999999999,100464,0.0,1.0
2019-08-29,9.89,10.162,9.6,9.7,67.8999999999999,77491,0.0,1.0
2019-08-28,9.54,10.01,9.469,9.67,67.6899999999999,82122,0.0,1.0
2019-08-27,9.9,10.045,9.5,9.6,67.1999999999999,61022,0.0,1.0
2019-08-26,10.08,10.08,9.7,9.91,69.3699999999999,71305,0.0,1.0
2019-08-23,10.62,10.65,9.85,10.0,69.9999999999999,84768,0.0,1.0
2019-08-22,10.91,11.0,10.2,10.62,74.3399999999999,129715,0.0,1.0
2019-08-21,10.2,10.99,10.18,10.8,75.5999999999999,143105,0.0,1.0
2019-08-20,10.05,10.26,9.896,10.1,70.6999999999999,83042,0.0,1.0
2019-08-19,10.15,10.28,10.0,10.1,70.6999999999999,122433,0.0,1.0
2019-08-16,9.93,10.29,9.66,10.01,70.0699999999999,165191,0.0,1.0
2019-08-15,9.49,10.25,9.38,9.85,68.9499999999999,112426,0.0,1.0
2019-08-14,9.55,10.259,9.32,9.34,65.3799999999999,183739,0.0,1.0
2019-08-13,9.26,9.91,9.23,9.75,68.2499999999999,85326,0.0,1.0
2019-08-12,9.55,9.683,9.24,9.27,64.8899999999999,114358,0.0,1.0
2019-08-09,9.91,9.95,9.5,9.58,67.0599999999999,133142,0.0,1.0
2019-08-08,9.97,10.19,9.66,9.89,69.2299999999999,70954,0.0,1.0
2019-08-07,9.65,10.24,9.52,9.91,69.3699999999999,91991,0.0,1.0
2019-08-06,9.86,9.86,9.23,9.78,68.4599999999999,109506,0.0,1.0
2019-08-05,10.36,10.48,9.444,9.79,68.5299999999999,248071,0.0,1.0
2019-08-02,10.65,10.96,10.08,10.32,72.2399999999999,175663,0.0,1.0
2019-08-01,11.0,11.128,10.24,10.66,74.6199999999999,154409,0.0,1.0
2019-07-31,11.09,11.36,10.8,10.88,76.1599999999999,237618,0.0,1.0
2019-07-30,10.55,11.055,10.55,10.99,76.9299999999999,279548,0.0,1.0
2019-07-29,9.56,10.633,9.56,10.53,73.7099999999999,259613,0.0,1.0
2019-07-26,9.93,10.36,9.25,9.5,66.4999999999999,210276,0.0,1.0
2019-07-25,10.87,10.87,9.87,9.89,69.2299999999999,346805,0.0,1.0
2019-07-24,11.46,11.48,10.52,10.77,75.3899999999999,335696,0.0,1.0
2019-07-23,11.61,11.96,10.5,11.45,80.1499999999999,405067,0.0,1.0
2019-07-22,10.19,11.31,10.19,11.22,78.5399999999999,257970,0.0,1.0
2019-07-19,10.38,10.779,9.74,10.01,70.0699999999999,182742,0.0,1.0
2019-07-18,10.47,10.9,10.28,10.37,72.5899999999999,193273,0.0,1.0
2019-07-17,10.18,10.804,10.11,10.39,72.7299999999999,303365,0.0,1.0
2019-07-16,10.48,10.55,10.02,10.26,71.8199999999999,149982,0.0,1.0
2019-07-15,10.01,10.55,9.89,10.39,72.7299999999999,208845,0.0,1.0
2019-07-12,9.68,10.18,9.52,9.85,68.9499999999999,131367,0.0,1.0
2019-07-11,9.82,10.03,9.37,9.6,67.1999999999999,156269,0.0,1.0
2019-07-10,9.86,9.99,9.552,9.75,68.2499999999999,136901,0.0,1.0
2019-07-09,10.09,10.19,9.56,9.74,68.1799999999999,118898,0.0,1.0
2019-07-08,10.36,10.44,9.99,10.15,71.0499999999999,124409,0.0,1.0
2019-07-05,10.29,10.43,10.15,10.27,71.8899999999999,94389,0.0,1.0
2019-07-03,10.31,10.419,10.17,10.28,71.9599999999999,38227,0.0,1.0
2019-07-02,10.47,10.47,10.03,10.28,71.9599999999999,64219,0.0,1.0
2019-07-01,10.45,10.72,10.16,10.29,72.0299999999999,106791,0.0,1.0
2019-06-28,10.4,10.545,10.09,10.2,71.3999999999999,908772,0.0,1.0
2019-06-27,10.0,10.54,9.88,10.25,71.7499999999999,145598,0.0,1.0
2019-06-26,10.02,10.448,9.75,9.91,69.3699999999999,106244,0.0,1.0
2019-06-25,10.11,10.43,9.91,9.98,69.8599999999999,122607,0.0,1.0
2019-06-24,10.3,10.683,9.98,10.1,70.6999999999999,115372,0.0,1.0
2019-06-21,10.51,10.59,9.9,10.35,72.4499999999999,306105,0.0,1.0
2019-06-20,10.49,11.0,10.17,10.52,73.6399999999999,157234,0.0,1.0
2019-06-19,9.43,10.35,9.43,10.21,71.4699999999999,223320,0.0,1.0
2019-06-18,9.54,9.9,8.9,9.3,65.1,154642,0.0,1.0
2019-06-17,9.01,9.676,9.01,9.45,66.1499999999999,149250,0.0,1.0
2019-06-14,8.71,9.18,8.71,8.95,62.6499999999999,66904,0.0,1.0
2019-06-13,9.07,9.2,8.67,9.05,63.3499999999999,86054,0.0,1.0
2019-06-12,8.37,8.96,8.3,8.9,62.2999999999999,70216,0.0,1.0
2019-06-11,8.97,9.275,8.19,8.34,58.3799999999999,104444,0.0,1.0
2019-06-10,8.8,9.31,8.44,8.82,61.7399999999999,307368,0.0,1.0
2019-06-07,8.13,8.99,8.07,8.79,61.5299999999999,280957,0.0,1.0
2019-06-06,7.46,8.28,7.45,8.0,56.0,74774,0.0,1.0
2019-06-05,7.44,7.5,7.035,7.43,52.0099999999999,87680,0.0,1.0
2019-06-04,7.13,7.25,6.88,7.07,49.49,65297,0.0,1.0
2019-06-03,7.14,7.21,6.85,6.97,48.79,88032,0.0,1.0
2019-05-31,7.42,7.44,6.93,7.21,50.47,93379,0.0,1.0
2019-05-30,7.9,7.99,7.3,7.57,52.99,114619,0.0,1.0
2019-05-29,7.43,7.98,7.43,7.85,54.9499999999999,58146,0.0,1.0
2019-05-28,7.67,8.11,7.34,7.5,52.5,61419,0.0,1.0
2019-05-24,7.47,7.91,7.45,7.64,53.4799999999999,33675,0.0,1.0
2019-05-23,7.49,7.49,7.23,7.44,52.08,40347,0.0,1.0
2019-05-22,8.03,8.26,7.22,7.6,53.1999999999999,111588,0.0,1.0
2019-05-21,8.11,8.3,7.84,8.08,56.5599999999999,68561,0.0,1.0
2019-05-20,7.88,8.46,7.7,8.12,56.8399999999999,166341,0.0,1.0
2019-05-17,7.98,8.15,7.7,7.88,55.1599999999999,43528,0.0,1.0
2019-05-16,7.9,8.22,7.7,8.08,56.5599999999999,71556,0.0,1.0
2019-05-15,8.04,8.33,7.68,7.93,55.5099999999999,132580,0.0,1.0
2019-05-14,7.94,8.33,7.94,8.13,56.91,71380,0.0,1.0
2019-05-13,8.6,8.65,7.896,8.08,56.5599999999999,95844,0.0,1.0
2019-05-10,8.73,8.88,8.1,8.79,61.5299999999999,149358,0.0,1.0
2019-05-09,7.9,8.9,7.771,8.71,60.9699999999999,125600,0.0,1.0
2019-05-08,7.99,8.48,7.97,7.99,55.9299999999999,87118,0.0,1.0
2019-05-07,8.02,8.17,7.75,8.0,56.0,86403,0.0,1.0
2019-05-06,7.85,8.29,7.85,8.14,56.98,124353,0.0,1.0
2019-05-03,8.12,8.35,8.03,8.16,57.1199999999999,76399,0.0,1.0
2019-05-02,8.0,8.08,7.719,8.08,56.5599999999999,54495,0.0,1.0
2019-05-01,8.06,8.24,7.75,8.04,56.2799999999999,65529,0.0,1.0
2019-04-30,8.36,8.388,7.72,8.05,56.35,132229,0.0,1.0
2019-04-29,7.75,8.515,7.6,8.31,58.17,218525,0.0,1.0
2019-04-26,7.56,7.78,7.31,7.77,54.3899999999999,150893,0.0,1.0
2019-04-25,7.56,7.609,7.43,7.54,52.78,143125,0.0,1.0
2019-04-24,7.04,7.72,7.04,7.68,53.7599999999999,236920,0.0,1.0
2019-04-23,6.5,7.15,6.5,7.04,49.28,130085,0.0,1.0
2019-04-22,6.76,6.78,6.33,6.5,45.5,177588,0.0,1.0
2019-04-18,7.04,7.06,6.6,6.72,47.04,139160,0.0,1.0
2019-04-17,7.33,7.36,6.964,7.02,49.14,194522,0.0,1.0
2019-04-16,7.31,7.4,7.0,7.26,50.82,122676,0.0,1.0
2019-04-15,7.87,7.87,7.08,7.17,50.19,136858,0.0,1.0
2019-04-12,7.35,7.9,7.15,7.81,54.6699999999999,102919,0.0,1.0
2019-04-11,7.55,7.615,6.98,7.3,51.1,173407,0.0,1.0
2019-04-10,6.98,7.52,6.8,7.47,52.2899999999999,240405,0.0,1.0
2019-04-09,6.96,6.98,6.79,6.97,48.79,416175,0.0,1.0
2019-04-08,6.98,6.99,6.9,6.96,48.72,168669,0.0,1.0
2019-04-05,6.94,6.97,6.87,6.96,48.72,127759,0.0,1.0
2019-04-04,6.91,6.946,6.75,6.92,48.44,143113,0.0,1.0
2019-04-03,6.99,6.99,6.72,6.94,48.58,120859,0.0,1.0
2019-04-02,6.95,6.98,6.75,6.95,48.65,164754,0.0,1.0
2019-04-01,6.56,6.99,6.505,6.95,48.65,320141,0.0,1.0
2019-03-29,7.03,7.155,6.67,6.82,47.74,520095,0.0,1.0
2019-03-28,7.05,7.1,6.72,7.02,49.14,228709,0.0,1.0
2019-03-27,7.19,7.19,6.78,7.02,49.14,505502,0.0,1.0
2019-03-26,6.77,6.94,6.5,6.85,47.95,222091,0.0,1.0
2019-03-25,6.4,6.753,6.363,6.49,45.43,301392,0.0,1.0
2019-03-22,6.55,6.85,6.39,6.47,45.29,305339,0.0,1.0
2019-03-21,6.34,6.6,6.33,6.44,45.08,406039,0.0,1.0
2019-03-20,7.35,7.52,6.21,6.33,44.31,1855079,0.0,1.0
2019-03-19,8.3,8.3,6.7,6.98,48.86,602076,0.0,1.0
2019-03-18,9.26,10.0,8.25,9.05,63.3499999999999,123363,0.0,1.0
2019-03-15,8.73,9.09,8.407,8.76,61.3199999999999,58388,0.0,1.0
2019-03-14,8.49,8.81,8.49,8.67,60.6899999999999,15742,0.0,1.0
2019-03-13,8.36,8.66,8.3,8.61,60.2699999999999,16551,0.0,1.0
2019-03-12,8.9,8.92,8.15,8.25,57.75,46063,0.0,1.0
2019-03-11,8.31,8.97,8.0,8.85,61.9499999999999,38787,0.0,1.0
2019-03-08,8.25,8.56,7.96,8.22,57.5399999999999,76963,0.0,1.0
2019-03-07,8.19,8.28,7.9,7.99,55.9299999999999,14806,0.0,1.0
2019-03-06,8.34,8.5,7.9,8.15,57.0499999999999,53602,0.0,1.0
2019-03-05,8.84,8.895,8.58,8.58,60.0599999999999,25321,0.0,1.0
2019-03-04,8.86,8.946,8.54,8.77,61.3899999999999,35519,0.0,1.0
2019-03-01,8.64,8.82,8.52,8.77,61.3899999999999,48093,0.0,1.0
2019-02-28,8.51,8.74,8.33,8.56,59.92,31574,0.0,1.0
2019-02-27,8.3,8.64,8.16,8.53,59.7099999999999,21870,0.0,1.0
2019-02-26,7.98,8.35,7.98,8.27,57.8899999999999,18876,0.0,1.0
2019-02-25,8.18,8.6,7.97,8.01,56.07,56859,0.0,1.0
2019-02-22,8.0,8.22,7.8,8.06,56.42,85441,0.0,1.0
2019-02-21,8.06,8.4,7.73,8.03,56.2099999999999,97482,0.0,1.0
2019-02-20,8.43,8.43,7.92,8.03,56.2099999999999,50487,0.0,1.0
2019-02-19,8.05,8.4,8.05,8.32,58.2399999999999,17623,0.0,1.0
2019-02-15,8.03,8.38,7.88,8.02,56.1399999999999,25961,0.0,1.0
2019-02-14,8.34,8.41,7.75,7.98,55.8599999999999,49143,0.0,1.0
2019-02-13,8.1,8.39,8.07,8.39,58.7299999999999,21004,0.0,1.0
2019-02-12,8.19,8.849,7.91,8.06,56.42,56842,0.0,1.0
2019-02-11,8.56,8.74,7.94,8.08,56.5599999999999,53591,0.0,1.0
2019-02-08,8.42,8.861,8.37,8.47,59.2899999999999,35591,0.0,1.0
2019-02-07,7.75,8.475,7.75,8.36,58.5199999999999,43591,0.0,1.0
2019-02-06,7.85,7.9,7.65,7.76,54.32,51501,0.0,1.0
2019-02-05,8.11,8.41,7.31,7.79,54.53,106144,0.0,1.0
2019-02-04,8.55,8.64,8.0,8.01,56.07,95711,0.0,1.0
2019-02-01,9.03,9.206,8.53,8.62,60.3399999999999,53616,0.0,1.0
2019-01-31,8.99,9.36,8.66,8.88,62.1599999999999,159494,0.0,1.0
