,WYNN_Open,WYNN_High,WYNN_Low,WYNN_Close,WYNN_Adj Close,WYNN_Volume,WYNN_Dividend Amount,WYNN_Split Coefficient
2024-10-04,104.25,106.59,103.445,105.45,105.45,4240042,0.0,1.0
2024-10-03,99.97,103.19,98.87,103.08,103.08,3880658,0.0,1.0
2024-10-02,99.53,102.26,99.31,102.04,102.04,4512291,0.0,1.0
2024-10-01,96.03,99.765,96.03,99.45,99.45,4771192,0.0,1.0
2024-09-30,97.45,98.17,95.59,95.88,95.88,6226504,0.0,1.0
2024-09-27,92.66,97.82,92.66,97.62,97.62,11253062,0.0,1.0
2024-09-26,89.86,91.6,88.69,91.03,91.03,8289506,0.0,1.0
2024-09-25,83.76,84.87,82.88,84.13,84.13,2244054,0.0,1.0
2024-09-24,83.555,86.2,82.985,84.16,84.16,4888065,0.0,1.0
2024-09-23,79.89,80.79,79.515,80.205,80.205,1646686,0.0,1.0
2024-09-20,79.93,79.993,78.49,79.71,79.71,2394989,0.0,1.0
2024-09-19,80.31,81.1,79.79,80.18,80.18,2273629,0.0,1.0
2024-09-18,79.99,80.035,78.35,78.78,78.78,2107575,0.0,1.0
2024-09-17,79.68,81.02,79.585,80.0,80.0,2464968,0.0,1.0
2024-09-16,78.65,79.5627,78.3,78.95,78.95,1657601,0.0,1.0
2024-09-13,76.79,79.34,76.55,78.46,78.46,2235275,0.0,1.0
2024-09-12,76.21,76.52,74.895,76.26,76.26,1392148,0.0,1.0
2024-09-11,75.35,75.92,74.455,75.77,75.77,1324385,0.0,1.0
2024-09-10,77.03,77.0908,74.81,75.35,75.35,1967431,0.0,1.0
2024-09-09,76.7,77.64,76.38,76.91,76.91,1606881,0.0,1.0
2024-09-06,77.33,78.25,76.68,76.72,76.72,1924768,0.0,1.0
2024-09-05,77.1,77.865,76.3,77.12,77.12,1600610,0.0,1.0
2024-09-04,75.88,78.05,75.8,77.04,77.04,2180797,0.0,1.0
2024-09-03,76.92,77.2,75.711,75.81,75.81,2036024,0.0,1.0
2024-08-30,75.94,77.05,75.22,76.88,76.88,3939503,0.0,1.0
2024-08-29,75.3,76.46,75.09,75.54,75.54,1672484,0.0,1.0
2024-08-28,76.5,76.55,74.21,75.3,75.3,3012714,0.0,1.0
2024-08-27,77.05,77.21,76.6,77.04,77.04,1135534,0.0,1.0
2024-08-26,77.65,77.91,76.7901,77.24,77.24,1315463,0.0,1.0
2024-08-23,76.77,77.41,76.07,77.37,77.37,1479914,0.0,1.0
2024-08-22,77.36,77.635,76.76,77.09,77.09,1133718,0.0,1.0
2024-08-21,76.55,77.84,76.425,77.36,77.36,2302366,0.0,1.0
2024-08-20,76.18,76.69,75.91,76.02,76.02,1839308,0.0,1.0
2024-08-19,76.15,77.22,76.05,76.6,76.6,3310540,0.25,1.0
2024-08-16,75.8,77.28,75.8,76.29,76.0418217306441,1822838,0.0,1.0
2024-08-15,75.03,76.9,75.03,76.14,75.8923096942095,2778718,0.0,1.0
2024-08-14,74.26,74.8065,73.26,74.04,73.7991411841249,2381363,0.0,1.0
2024-08-13,73.94,74.84,73.25,74.2,73.9586206896552,2371157,0.0,1.0
2024-08-12,74.0,75.07,73.42,73.93,73.6894990240729,2583964,0.0,1.0
2024-08-09,77.15,77.2299,74.45,74.63,74.3872218607677,2417886,0.0,1.0
2024-08-08,75.62,77.22,75.5,76.65,76.4006506180872,2654779,0.0,1.0
2024-08-07,78.5,79.05,74.07,74.85,74.6065061808718,5081701,0.0,1.0
2024-08-06,73.94,76.95,73.92,76.29,76.0418217306441,5052088,0.0,1.0
2024-08-05,71.91,74.6299,71.63,73.55,73.3107351984385,4677760,0.0,1.0
2024-08-02,77.48,77.89,75.5,76.8,76.5501626545218,4142525,0.0,1.0
2024-08-01,82.33,82.62,78.205,78.71,78.4539492517892,4292507,0.0,1.0
2024-07-31,82.8,83.97,82.61,82.82,82.5505790500976,1997521,0.0,1.0
2024-07-30,82.24,82.8871,81.8303,82.51,82.2415875081327,1442282,0.0,1.0
2024-07-29,81.7,82.77,80.76,82.5,82.2316200390371,1466196,0.0,1.0
2024-07-26,81.42,81.67,80.02,81.61,81.344515289525,1925544,0.0,1.0
2024-07-25,80.69,81.64,80.11,80.52,80.2580611581002,2425959,0.0,1.0
2024-07-24,83.46,83.75,80.66,80.97,80.706597267404,2320088,0.0,1.0
2024-07-23,83.23,83.31,82.55,83.27,82.9991151594014,1570046,0.0,1.0
2024-07-22,83.96,84.44,82.59,83.54,83.2682368249837,1641564,0.0,1.0
2024-07-19,83.48,83.75,82.19,83.43,83.1585946649317,2150767,0.0,1.0
2024-07-18,84.45,85.06,83.19,83.48,83.2084320104099,2317823,0.0,1.0
2024-07-17,85.49,85.87,84.24,84.92,84.6437475601822,2042219,0.0,1.0
2024-07-16,84.65,86.2,83.2301,85.95,85.6703968770332,2010524,0.0,1.0
2024-07-15,85.81,86.97,84.29,84.6,84.3247885491216,1868770,0.0,1.0
2024-07-12,85.53,86.5,84.86,85.83,85.5507872478855,1776279,0.0,1.0
2024-07-11,84.25,85.83,83.88,84.61,84.3347560182173,1701831,0.0,1.0
2024-07-10,85.0,85.0,83.68,83.91,83.6370331815224,1886371,0.0,1.0
2024-07-09,85.31,86.02,84.71,84.76,84.4842680546519,1831013,0.0,1.0
2024-07-08,87.05,87.37,85.17,85.25,84.9726740403383,2239633,0.0,1.0
2024-07-05,86.82,87.895,86.22,86.83,86.5475341574496,1925229,0.0,1.0
2024-07-03,87.09,89.06,86.79,87.28,86.9960702667534,1556916,0.0,1.0
2024-07-02,87.56,88.1146,86.09,86.33,86.0491607026675,2233297,0.0,1.0
2024-07-01,89.76,89.76,87.08,87.67,87.3848015614834,1896094,0.0,1.0
2024-06-28,89.4,90.04,89.2,89.5,89.2088484059857,2199448,0.0,1.0
2024-06-27,88.1,89.24,87.72,89.14,88.8500195185426,1266589,0.0,1.0
2024-06-26,88.0,88.46,87.67,88.13,87.8433051398829,1089736,0.0,1.0
2024-06-25,88.72,89.55,88.18,88.3,88.0127521145088,1489226,0.0,1.0
2024-06-24,89.77,90.29,88.7201,89.1,88.81014964216,1828399,0.0,1.0
2024-06-21,90.0,90.185,89.18,89.88,89.58761223162,5340267,0.0,1.0
2024-06-20,89.08,90.67,89.05,89.7,89.4081977878985,2039489,0.0,1.0
2024-06-18,88.49,89.36,88.29,89.2,88.9098243331165,1604428,0.0,1.0
2024-06-17,88.24,88.91,87.43,88.78,88.4911906310995,1832880,0.0,1.0
2024-06-14,89.61,89.99,87.79,88.8,88.5111255692908,2688620,0.0,1.0
2024-06-13,90.35,91.15,90.15,90.49,90.1956278464541,1627071,0.0,1.0
2024-06-12,92.33,92.7599,90.1,90.83,90.5345217957059,2048650,0.0,1.0
2024-06-11,92.79,92.79,91.01,91.74,91.4415614834092,2077515,0.0,1.0
2024-06-10,92.39,93.025,91.6,92.87,92.5678854912167,1395474,0.0,1.0
2024-06-07,92.48,93.88,92.01,93.14,92.837007156799,1416231,0.0,1.0
2024-06-06,92.93,93.38,92.38,92.48,92.1791541964867,1194612,0.0,1.0
2024-06-05,93.0,93.4995,92.6,93.36,93.0562914769031,1334961,0.0,1.0
2024-06-04,94.01,94.465,92.64,92.92,92.6177228366949,1522900,0.0,1.0
2024-06-03,95.5,95.5,93.53,94.91,94.6012491867274,1197371,0.0,1.0
2024-05-31,93.23,94.95,92.985,94.88,94.5713467794405,2004892,0.0,1.0
2024-05-30,92.52,93.11,91.85,92.54,92.2389590110605,1219149,0.0,1.0
2024-05-29,92.34,92.69,91.61,92.53,92.2289915419649,2367672,0.0,1.0
2024-05-28,94.39,95.04,93.21,93.51,93.2058035133377,1812404,0.0,1.0
2024-05-24,94.09,94.89,94.07,94.62,94.3121925829538,1035481,0.0,1.0
2024-05-23,96.76,96.76,93.69,94.09,93.7839167208848,1465089,0.0,1.0
2024-05-22,96.43,96.45,94.93,95.48,95.1693949251789,1319018,0.0,1.0
2024-05-21,97.1,97.99,96.45,96.59,96.275783994795,1403763,0.0,1.0
2024-05-20,97.1,98.13,97.0,97.66,97.3423031880286,1182188,0.0,1.0
2024-05-17,96.84,97.47,96.5,96.79,96.4751333767079,1072614,0.25,1.0
2024-05-16,97.35,98.3,97.07,97.11,96.5447259090282,1171270,0.0,1.0
2024-05-15,98.69,98.72,97.26,97.62,97.0517572159339,1131532,0.0,1.0
2024-05-14,97.8,98.42,97.27,98.04,97.4693124098561,973575,0.0,1.0
2024-05-13,98.16,98.67,97.0,97.99,97.4196034581987,1750011,0.0,1.0
2024-05-10,97.7,98.0,95.75,96.39,95.8289170051615,1566527,0.0,1.0
2024-05-09,96.16,97.84,95.67,97.19,96.6242602316801,2041402,0.0,1.0
2024-05-08,97.85,97.96,94.23,95.75,95.1926424239466,4251360,0.0,1.0
2024-05-07,97.82,98.315,96.3,97.23,96.664027393006,2967558,0.0,1.0
2024-05-06,97.73,98.68,97.03,97.87,97.3003019742209,1906665,0.0,1.0
2024-05-03,96.92,97.11,95.91,96.71,96.1470542957689,1323195,0.0,1.0
2024-05-02,94.73,95.74,93.175,95.27,94.7154364880354,1873226,0.0,1.0
2024-05-01,91.65,94.54,91.35,92.73,92.1902217438388,1846925,0.0,1.0
2024-04-30,96.0,96.52,91.59,91.65,91.1165083880387,2752918,0.0,1.0
2024-04-29,97.21,98.65,96.445,96.98,96.415482634719,1588281,0.0,1.0
2024-04-26,96.17,96.895,95.25,95.88,95.3218856982559,1419971,0.0,1.0
2024-04-25,96.07,97.02,96.0,96.6,96.0376946021226,948951,0.0,1.0
2024-04-24,98.48,98.81,96.19,97.06,96.4950169573708,1256653,0.0,1.0
2024-04-23,97.92,99.48,97.48,98.82,98.2447720557118,1231756,0.0,1.0
2024-04-22,95.89,98.01,95.798,97.48,96.9125721512931,1695778,0.0,1.0
2024-04-19,96.09,97.085,94.8,94.99,94.4370663587539,1165445,0.0,1.0
2024-04-18,97.99,97.99,95.675,96.1,95.5406050855485,1786153,0.0,1.0
2024-04-17,99.59,99.98,96.98,97.48,96.9125721512931,1904130,0.0,1.0
2024-04-16,98.76,99.65,98.1,99.35,98.7716869432803,1341317,0.0,1.0
2024-04-15,101.25,102.565,98.78,99.44,98.8611630562637,1772224,0.0,1.0
2024-04-12,103.75,103.75,100.91,101.18,100.591034573942,1705766,0.0,1.0
2024-04-11,104.43,105.52,104.15,104.86,104.249613415927,847624,0.0,1.0
2024-04-10,104.71,105.38,103.53,104.24,103.633222415375,1450016,0.0,1.0
2024-04-09,105.98,107.175,105.62,106.49,105.870125239959,927126,0.0,1.0
2024-04-08,108.17,108.5,105.9101,105.99,105.373035723385,1167952,0.0,1.0
2024-04-05,105.81,108.0,105.65,107.46,106.834478902113,1436681,0.0,1.0
2024-04-04,108.35,110.38,105.71,106.12,105.502278997694,2407734,0.0,1.0
2024-04-03,105.0,106.83,104.35,106.42,105.800532707639,1296552,0.0,1.0
2024-04-02,105.49,105.59,103.0649,105.26,104.647285029187,1689204,0.0,1.0
2024-04-01,102.98,107.74,102.82,106.56,105.939717772279,2931232,0.0,1.0
2024-03-28,102.46,102.88,101.54,102.23,101.634922558747,1018310,0.0,1.0
2024-03-27,101.05,101.86,100.58,101.79,101.197483784162,1090166,0.0,1.0
2024-03-26,100.0,100.99,99.8,100.58,99.9945271540527,959150,0.0,1.0
2024-03-25,99.83,100.9,99.09,99.41,98.8313376852692,1238119,0.0,1.0
2024-03-22,100.62,100.62,99.5826,99.89,99.3085436211804,899638,0.0,1.0
2024-03-21,100.75,101.85,99.92,99.96,99.3781361535008,1157244,0.0,1.0
2024-03-20,99.68,100.34,98.87,100.08,99.4974376374786,1139005,0.0,1.0
2024-03-19,99.0,99.82,98.27,99.75,99.1693585565397,1444305,0.0,1.0
2024-03-18,99.17,100.02,98.805,98.84,98.2646556363747,1528896,0.0,1.0
2024-03-15,99.9,101.31,98.68,99.09,98.5132003946618,4405817,0.0,1.0
2024-03-14,102.89,102.89,100.16,101.0,100.412082347975,1873927,0.0,1.0
2024-03-13,102.39,103.77,102.27,102.33,101.734340462062,1137375,0.0,1.0
2024-03-12,104.21,104.63,102.89,103.04,102.440207575597,1436558,0.0,1.0
2024-03-11,100.68,103.96,100.68,103.23,102.629101591896,1942711,0.0,1.0
2024-03-08,100.59,102.05,100.015,100.43,99.8454002990805,1138395,0.0,1.0
2024-03-07,99.16,101.56,99.16,101.11,100.521442041621,1773476,0.0,1.0
2024-03-06,100.38,100.84,99.06,99.14,98.5629093463192,1125772,0.0,1.0
2024-03-05,99.24,100.59,98.1,99.77,99.1892421372026,1380002,0.0,1.0
2024-03-04,100.93,101.15,99.67,99.73,99.1494749758767,1875111,0.0,1.0
2024-03-01,103.0,103.1095,99.2,101.21,100.620859944936,3761167,0.0,1.0
2024-02-29,103.93,105.35,103.06,105.2,104.587634287198,2241090,0.0,1.0
2024-02-28,101.85,103.14,101.62,102.86,102.261255349631,1327616,0.0,1.0
2024-02-27,104.49,104.69,102.01,102.69,102.092244913996,1536927,0.0,1.0
2024-02-26,104.5,104.99,102.94,103.24,102.639043382227,1176824,0.0,1.0
2024-02-23,102.65,104.59,102.43,104.16,103.553688092724,1515698,0.0,1.0
2024-02-22,102.55,103.02,101.92,102.42,101.823816575046,1020420,0.0,1.0
2024-02-21,103.03,103.765,101.38,102.38,101.78404941372,1217118,0.0,1.0
2024-02-20,104.42,104.4611,100.35,103.23,102.629101591896,2487257,0.0,1.0
2024-02-16,105.0,106.3,104.495,105.13,104.518041754877,1255193,0.25,1.0
2024-02-15,105.28,105.84,104.73,105.73,104.865178921457,1377437,0.0,1.0
2024-02-14,105.2,105.86,104.19,105.21,104.349432273967,1535752,0.0,1.0
2024-02-13,103.67,104.96,102.68,104.2,103.347693593265,1724436,0.0,1.0
2024-02-12,105.6,106.14,104.5144,105.72,104.855260716698,1866286,0.0,1.0
2024-02-09,106.5,106.8899,104.26,105.6,104.736242259585,2492044,0.0,1.0
2024-02-08,104.26,108.76,103.92,106.11,105.242070702316,6472402,0.0,1.0
2024-02-07,100.6,101.07,99.16,99.83,99.0134381133935,3627547,0.0,1.0
2024-02-06,98.6,100.36,98.01,100.06,99.2415568228604,2488045,0.0,1.0
2024-02-05,96.69,98.2,95.7701,97.49,96.6925781996868,1547863,0.0,1.0
2024-02-02,96.59,97.532,95.81,96.97,96.1768315521964,1225330,0.0,1.0
2024-02-01,96.25,98.5,96.035,97.29,96.4942141044982,1942214,0.0,1.0
2024-01-31,94.55,96.115,93.36,94.43,93.6576075433011,1582971,0.0,1.0
2024-01-30,96.06,96.17,94.5,94.99,94.2130270098292,1388380,0.0,1.0
2024-01-29,96.66,97.33,95.36,97.06,96.2660953950313,1262016,0.0,1.0
2024-01-26,96.13,96.91,95.28,96.73,95.9387946379701,1465401,0.0,1.0
2024-01-25,96.14,96.97,94.77,96.41,95.6214120856683,2568601,0.0,1.0
2024-01-24,94.57,95.98,94.12,94.29,93.5187526766691,2271888,0.0,1.0
2024-01-23,93.01,94.03,92.3,93.11,92.3484045150563,1340356,0.0,1.0
2024-01-22,94.0,94.0,92.0,92.07,91.3169112200755,2248384,0.0,1.0
2024-01-19,94.27,94.27,91.86,94.23,93.4592434481125,2050710,0.0,1.0
2024-01-18,91.7,94.13,91.64,94.1,93.3303067862399,2193441,0.0,1.0
2024-01-17,92.45,92.74,90.42,91.16,90.4143545869673,2587960,0.0,1.0
2024-01-16,93.42,94.88,93.1,94.56,93.7865442051737,1452466,0.0,1.0
2024-01-12,93.87,96.36,93.87,94.11,93.3402249909993,1915217,0.0,1.0
