,CMI_Open,CMI_High,CMI_Low,CMI_Close,CMI_Adj Close,CMI_Volume,CMI_Dividend Amount,CMI_Split Coefficient
2005-08-31,85.03,86.47,84.59,86.47,14.2720798785331,625100,0.0,1.0
2005-08-30,85.9,85.9,84.26,84.91,14.0145981552706,474700,0.0,1.0
2005-08-29,84.5,86.06,83.85,85.91,14.1796505419773,317200,0.0,1.0
2005-08-26,86.16,86.33,84.42,84.71,13.9815876779292,297700,0.0,1.0
2005-08-25,85.0,87.23,84.69,85.95,14.1862526374456,898200,0.0,1.0
2005-08-24,84.17,85.49,83.63,83.9,13.8478952446968,440300,0.0,1.0
2005-08-23,84.58,84.74,83.04,84.16,13.8908088652405,536000,0.0,1.0
2005-08-22,85.44,86.2,84.11,84.58,13.9601308676574,354800,0.0,1.0
2005-08-19,85.0,85.34,84.56,85.19,14.0608128235485,418000,0.0,1.0
2005-08-18,83.9,84.64,83.51,84.42,13.9337224857843,423700,0.0,1.0
2005-08-17,83.8,84.43,82.8,84.05,13.8726531027028,529500,0.0,1.0
2005-08-16,85.82,85.82,83.7,84.08,13.877604674304,513200,0.3,1.0
2005-08-15,85.64,86.59,85.13,86.22,14.1802213204372,375700,0.0,1.0
2005-08-12,86.65,86.65,85.17,85.64,14.0848312906778,424400,0.0,1.0
2005-08-11,87.5,87.7,86.27,86.78,14.2723220388255,516800,0.0,1.0
2005-08-10,86.0,87.76,86.0,87.32,14.3611334458429,1156400,0.0,1.0
2005-08-09,84.92,85.74,84.67,85.49,14.0601614553952,710800,0.0,1.0
2005-08-08,84.7,85.45,84.4,84.67,13.9252996891837,415400,0.0,1.0
2005-08-05,85.57,85.67,84.14,84.21,13.8496455276504,410200,0.0,1.0
2005-08-04,85.39,85.86,84.78,85.35,14.0371362757981,658600,0.0,1.0
2005-08-03,85.75,85.86,84.98,85.39,14.0437148985401,470400,0.0,1.0
2005-08-02,85.81,86.4,85.15,85.9,14.127592338501,605100,0.0,1.0
2005-08-01,85.69,86.05,85.25,85.81,14.1127904373314,387800,0.0,1.0
2005-07-29,85.88,86.39,85.2,85.44,14.0519381769677,420400,0.0,1.0
2005-07-28,84.1,86.14,84.1,85.67,14.0897652577343,690300,0.0,1.0
2005-07-27,85.0,85.75,83.78,83.96,13.8085291355127,1017100,0.0,1.0
2005-07-26,85.08,86.15,84.86,85.26,14.0223343746286,594400,0.0,1.0
2005-07-25,86.36,86.6,84.93,84.98,13.9762840154344,1176900,0.0,1.0
2005-07-22,86.95,88.7,84.29,86.11,14.1621301078966,2965800,0.0,1.0
2005-07-21,81.2,83.75,80.19,83.54,13.7394535967214,1524200,0.0,1.0
2005-07-20,79.0,81.1,78.4,80.95,13.3134877741752,594700,0.0,1.0
2005-07-19,78.35,79.5,77.84,79.25,13.0338963076391,466100,0.0,1.0
2005-07-18,78.01,78.44,77.75,78.1,12.8447609038059,429000,0.0,1.0
2005-07-15,78.98,79.0,77.69,78.25,12.8694307390885,513700,0.0,1.0
2005-07-14,76.65,79.11,76.65,78.98,12.9894906041305,994000,0.0,1.0
2005-07-13,76.25,76.94,76.08,76.65,12.6062858294074,261300,0.0,1.0
2005-07-12,76.95,76.96,75.78,76.24,12.5388549463017,655200,0.0,1.0
2005-07-11,75.2,77.25,75.18,77.03,12.6687827454567,546100,0.0,1.0
2005-07-08,74.4,75.25,74.17,75.02,12.3382069526699,470600,0.0,1.0
2005-07-07,74.16,74.57,73.56,74.5,12.2526848570235,504800,0.0,1.0
2005-07-06,74.69,75.39,74.01,74.76,12.2954459048467,747600,0.0,1.0
2005-07-05,74.35,75.49,73.64,74.85,12.3102478060163,854200,0.0,1.0
2005-07-01,75.0,75.1,74.19,74.76,12.2954459048467,549400,0.0,1.0
2005-06-30,75.44,75.63,74.31,74.61,12.2707760695641,772100,0.0,1.0
2005-06-29,75.78,76.0,74.91,75.19,12.3661660993235,296900,0.0,1.0
2005-06-28,73.46,76.0,73.46,75.53,12.4220843926307,944200,0.0,1.0
2005-06-27,72.29,73.56,72.27,73.21,12.0405242735932,702900,0.0,1.0
2005-06-24,73.0,73.37,72.06,72.3,11.8908606062121,1108800,0.0,1.0
2005-06-23,74.9,75.04,72.91,72.98,12.0026971928266,1101300,0.0,1.0
2005-06-22,75.2,75.5,74.57,74.88,12.3151817730728,430600,0.0,1.0
2005-06-21,74.35,75.65,74.35,75.01,12.3365622969844,971300,0.0,1.0
2005-06-20,73.78,74.32,73.36,74.23,12.2082791535149,734500,0.0,1.0
2005-06-17,73.0,74.03,72.51,74.03,12.1753860398047,850700,0.0,1.0
2005-06-16,71.7,72.57,71.6,72.39,11.9056625073817,972500,0.0,1.0
2005-06-15,72.12,72.35,70.48,71.25,11.7181717592339,532800,0.0,1.0
2005-06-14,72.01,72.32,71.38,71.87,11.8201404117353,621900,0.0,1.0
2005-06-13,71.45,72.85,71.2,72.03,11.8464549027034,364600,0.0,1.0
2005-06-10,70.91,72.01,70.8,71.45,11.7510648729441,539000,0.0,1.0
2005-06-09,71.15,71.22,69.97,70.93,11.6655427772977,1103200,0.0,1.0
2005-06-08,71.8,72.29,70.66,70.98,11.6737660557252,593700,0.0,1.0
2005-06-07,71.48,72.5,71.36,71.49,11.7576434956861,911000,0.0,1.0
2005-06-06,71.62,71.64,70.35,70.95,11.6688320886687,655900,0.0,1.0
2005-06-03,71.58,71.64,70.98,71.37,11.73790762746,776700,0.0,1.0
2005-06-02,69.14,72.6,68.23,71.58,11.7724453968556,2235200,0.0,1.0
2005-06-01,67.7,69.51,67.24,69.13,11.3695047539065,949500,0.0,1.0
2005-05-31,68.75,68.82,67.26,67.95,11.1754353830168,822300,0.0,1.0
2005-05-27,68.7,69.18,68.65,68.91,11.3333223288254,200400,0.0,1.0
2005-05-26,68.23,68.94,68.18,68.87,11.3267437060834,624300,0.0,1.0
2005-05-25,68.65,68.75,67.76,68.01,11.1853033171298,441800,0.0,1.0
2005-05-24,69.0,69.17,68.15,68.66,11.2922059366877,538600,0.0,1.0
2005-05-23,68.65,69.69,68.51,69.19,11.3793726880196,726600,0.0,1.0
2005-05-20,68.9,68.9,68.0,68.4,11.2494448888646,630000,0.0,1.0
2005-05-19,68.05,69.18,67.64,68.77,11.3102971492283,1250600,0.0,1.0
2005-05-18,66.5,68.8,66.47,67.8,11.1507655477342,713900,0.0,1.0
2005-05-17,65.51,66.36,65.51,66.3,10.9040671949082,834400,0.0,1.0
2005-05-16,64.3,65.73,64.0,65.5,10.7724947400677,806800,0.0,1.0
2005-05-13,64.6,65.33,63.9,64.06,10.5356643213547,908800,0.3,1.0
2005-05-12,67.01,67.4,64.57,64.75,10.5995069112449,1184700,0.0,1.0
2005-05-11,67.02,67.26,65.57,67.08,10.9809254611012,1051800,0.0,1.0
2005-05-10,67.0,68.17,66.55,67.02,10.9711035241951,1171200,0.0,1.0
2005-05-09,68.53,68.53,67.18,67.76,11.0922407460379,643000,0.0,1.0
2005-05-06,68.3,68.63,68.02,68.28,11.1773641992247,727800,0.0,1.0
2005-05-05,67.9,68.78,67.21,67.8,11.0987887039753,579400,0.0,1.0
2005-05-04,66.41,69.0,66.38,68.32,11.1839121571621,1238500,0.0,1.0
2005-05-03,67.5,69.2,65.99,66.16,10.8303224285399,2826200,0.0,1.0
2005-05-02,68.2,69.75,68.06,69.35,11.3525220740514,1000700,0.0,1.0
2005-04-29,68.55,68.9,67.34,68.0,11.1315284936626,667500,0.0,1.0
2005-04-28,68.89,69.12,68.12,68.13,11.1528093569593,658400,0.0,1.0
2005-04-27,70.06,70.06,67.77,68.89,11.2772205577708,1515900,0.0,1.0
2005-04-26,70.9,71.72,69.91,70.05,11.4671113379568,1491500,0.0,1.0
2005-04-25,71.5,71.6,70.49,70.89,11.6046184546432,1481200,0.0,1.0
2005-04-22,71.97,72.91,70.86,71.29,11.6700980340177,1175000,0.0,1.0
2005-04-21,71.0,72.7,70.0515,71.91,11.7715913820482,4022700,0.0,1.0
2005-04-20,67.5,68.01,65.97,65.98,10.8008566178214,1636200,0.0,1.0
2005-04-19,65.39,66.82,65.39,66.3,10.853240281321,554700,0.0,1.0
2005-04-18,65.8,65.8,63.59,65.14,10.663349501135,768600,0.0,1.0
2005-04-15,66.0,66.58,63.84,63.85,10.4521778576523,1157500,0.0,1.0
2005-04-14,67.65,68.2,65.74,66.17,10.8319594180243,1501000,0.0,1.0
2005-04-13,68.43,68.8,67.04,67.34,11.0234871876947,995200,0.0,1.0
2005-04-12,66.8,69.0,66.69,68.63,11.2346588311774,1085800,0.0,1.0
2005-04-11,67.2,67.38,65.9,66.79,10.9334527660547,1269400,0.0,1.0
2005-04-08,68.5,68.95,66.83,66.9,10.9514596503827,1082500,0.0,1.0
2005-04-07,69.6,69.85,67.79,68.41,11.1986450625214,1817700,0.0,1.0
2005-04-06,70.73,70.74,69.57,69.6,11.3934468111605,983400,0.0,1.0
2005-04-05,70.1,71.22,69.84,70.71,11.5751526439247,535400,0.0,1.0
2005-04-04,70.72,70.78,69.06,70.05,11.4671113379568,1011000,0.0,1.0
2005-04-01,70.5,71.44,70.2,70.79,11.5882485597996,699800,0.0,1.0
2005-03-31,69.76,71.01,69.59,70.35,11.5162210224877,539300,0.0,1.0
2005-03-30,68.91,70.15,68.83,69.76,11.4196386429103,783600,0.0,1.0
2005-03-29,71.53,71.81,68.59,68.91,11.2804945367395,1230700,0.0,1.0
2005-03-28,72.87,72.87,71.41,71.62,11.7241186870017,638400,0.0,1.0
2005-03-24,72.22,73.39,72.22,72.86,11.9271053830626,321100,0.0,1.0
2005-03-23,72.25,72.43,71.93,72.02,11.7895982663761,886800,0.0,1.0
2005-03-22,73.67,74.46,72.45,72.58,11.8812696775004,671300,0.0,1.0
2005-03-21,73.2,74.04,72.65,73.68,12.0613385207803,484700,0.0,1.0
2005-03-18,74.23,74.28,72.9,73.27,11.9942219519214,498600,0.0,1.0
2005-03-17,74.0,74.75,73.85,74.13,12.1350030475766,744500,0.0,1.0
2005-03-16,75.44,75.45,73.69,73.99,12.1120851947955,839100,0.0,1.0
2005-03-15,76.1,76.73,75.7,75.82,12.4116542704338,817000,0.0,1.0
2005-03-14,75.19,75.7,74.99,75.64,12.3821884597152,357700,0.0,1.0
2005-03-11,75.25,75.95,74.79,75.11,12.295428017044,374300,0.0,1.0
2005-03-10,74.97,75.44,74.2,75.08,12.290517048591,449300,0.0,1.0
2005-03-09,76.05,76.37,74.88,74.88,12.2577772589037,717900,0.0,1.0
2005-03-08,76.45,77.14,75.91,76.18,12.4705858918708,507800,0.0,1.0
2005-03-07,75.78,77.1,75.65,76.65,12.5475243976358,665700,0.0,1.0
2005-03-04,74.65,76.2,74.43,76.03,12.4460310496054,631800,0.0,1.0
2005-03-03,75.18,75.29,73.96,74.3,12.1628318688107,756600,0.0,1.0
2005-03-02,74.64,75.32,74.15,75.12,12.2970650065284,629000,0.0,1.0
2005-03-01,73.66,75.05,73.61,74.89,12.2594142483881,813000,0.0,1.0
2005-02-28,73.95,75.28,73.4,73.41,12.0171398047025,959200,0.0,1.0
2005-02-25,73.25,74.71,72.65,74.2,12.1464619739671,758800,0.0,1.0
2005-02-24,72.21,73.25,71.3,73.0,11.9500232358436,659000,0.0,1.0
2005-02-23,70.74,72.94,70.69,72.2,11.8190640770947,1295300,0.0,1.0
2005-02-22,72.0,72.38,70.16,70.52,11.5440498437218,967100,0.0,1.0
2005-02-18,71.74,72.27,70.593,72.05,11.7945092348292,1576200,0.0,1.0
2005-02-17,74.06,74.6,72.78,72.81,11.9189204356408,985000,0.3,1.0
2005-02-16,73.75,74.57,73.56,74.35,12.1210741949103,697300,0.0,1.0
2005-02-15,74.6,74.6,73.3,73.75,12.0232578597799,896300,0.0,1.0
2005-02-14,74.71,75.15,74.58,74.64,12.1683520902233,524000,0.0,1.0
2005-02-11,74.0,74.9,73.4,74.51,12.147158550945,472300,0.0,1.0
2005-02-10,73.89,74.11,72.74,73.97,12.0591238493277,668300,0.0,1.0
2005-02-09,75.61,75.61,73.7,73.71,12.0167367707712,874100,0.0,1.0
2005-02-08,75.08,75.74,74.61,75.6,12.324858226432,1020100,0.0,1.0
2005-02-07,74.05,75.63,73.9,74.9,12.2107391687798,724700,0.0,1.0
2005-02-04,72.3,74.0,72.03,73.99,12.062384393832,967000,0.0,1.0
2005-02-03,72.76,72.99,71.4,72.25,11.7787170219538,1370800,0.0,1.0
2005-02-02,74.0,74.01,70.54,72.75,11.8602306345625,5161200,0.0,1.0
2005-02-01,78.1,79.35,77.5,79.04,12.8856718811797,747300,0.0,1.0
2005-01-31,75.85,77.67,75.54,77.67,12.6623245826319,653700,0.0,1.0
2005-01-28,74.51,74.8,73.97,74.76,12.1879153572494,477800,0.0,1.0
2005-01-27,73.89,75.09,73.32,74.33,12.1178136504059,524900,0.0,1.0
2005-01-26,73.6,73.99,73.19,73.88,12.0444513990581,760100,0.0,1.0
2005-01-25,74.7,75.5,73.34,73.51,11.9841313257277,700400,0.0,1.0
2005-01-24,74.81,75.19,73.694,73.9,12.0477119435625,511100,0.0,1.0
2005-01-21,76.4,76.4,74.5,74.77,12.1895456295016,541200,0.0,1.0
2005-01-20,76.78,76.78,75.36,75.67,12.3362701321972,550600,0.0,1.0
2005-01-19,77.01,77.78,76.83,76.95,12.5449449804754,369500,0.0,1.0
2005-01-18,76.4,77.4,75.26,77.21,12.5873320590319,559900,0.0,1.0
2005-01-14,75.83,76.63,75.75,76.4,12.4552800066058,534400,0.0,1.0
2005-01-13,75.79,76.33,75.07,75.58,12.3215976819276,716400,0.0,1.0
2005-01-12,75.95,76.1,75.15,75.54,12.3150765929189,1125400,0.0,1.0
2005-01-11,74.31,75.71,74.25,75.28,12.2726895143624,1128100,0.0,1.0
2005-01-10,74.95,74.98,73.85,74.3,12.1129228336494,1342600,0.0,1.0
2005-01-07,76.51,76.51,74.37,75.05,12.2351932525624,1793500,0.0,1.0
2005-01-06,76.98,77.24,76.35,76.52,12.4748432736319,990800,0.0,1.0
2005-01-05,79.25,79.4,76.4,76.87,12.531902802458,1893800,0.0,1.0
2005-01-04,82.55,83.29,79.69,80.37,13.1024980907187,761100,0.0,1.0
2005-01-03,84.1,84.6,82.0,82.3,13.4171406353882,511400,0.0,1.0
2004-12-31,83.57,84.67,83.5,83.79,13.6600512009621,160700,0.0,1.0
2004-12-30,84.36,84.67,83.27,83.82,13.6649420177186,259200,0.0,1.0
2004-12-29,84.0,84.52,83.63,84.35,13.7513464470838,194800,0.0,1.0
2004-12-28,82.57,84.5,82.57,84.42,13.762758352849,237900,0.0,1.0
2004-12-27,83.08,83.42,82.02,82.57,13.4611579861969,415100,0.0,1.0
2004-12-23,83.74,83.92,83.07,83.15,13.555713776823,166400,0.0,1.0
2004-12-22,82.7,83.94,82.7,83.74,13.6518998397012,348700,0.0,1.0
2004-12-21,82.55,83.24,81.55,83.12,13.5508229600665,418500,0.0,1.0
2004-12-20,81.8,82.67,81.31,82.35,13.4252919966491,522000,0.0,1.0
2004-12-17,81.1,82.38,81.05,81.8,13.3356270227796,754000,0.0,1.0
2004-12-16,81.83,82.5,81.32,81.66,13.3128032112491,1354600,0.0,1.0
2004-12-15,79.44,82.53,79.26,82.08,13.3812746458404,951500,0.0,1.0
2004-12-14,78.0,79.39,77.86,79.05,12.8873021534318,787500,0.0,1.0
2004-12-13,77.5,77.98,77.03,77.9,12.6998208444319,618000,0.0,1.0
2004-12-10,77.01,77.86,76.91,77.5,12.6346099543449,418800,0.0,1.0
2004-12-09,76.75,77.42,76.06,77.2,12.5857017867797,628300,0.0,1.0
2004-12-08,77.0,77.45,76.75,77.1,12.569399064258,424000,0.0,1.0
2004-12-07,78.25,78.6,76.51,76.75,12.5123395354319,853900,0.0,1.0
2004-12-06,79.5,79.5,77.42,77.7,12.6672153993884,1205000,0.0,1.0
2004-12-03,79.06,79.89,78.59,79.88,13.0226147503622,503100,0.0,1.0
2004-12-02,79.61,81.71,79.0,79.08,12.8921929701884,1208400,0.0,1.0
2004-12-01,79.62,80.0,78.93,79.6,12.9769671273014,585400,0.0,1.0
2004-11-30,79.95,80.0,79.4,79.62,12.9802276718057,536800,0.0,1.0
2004-11-29,79.9,79.98,78.02,79.75,13.001421211084,449100,0.0,1.0
2004-11-26,79.9,79.9,79.26,79.65,12.9851184885622,187100,0.0,1.0
2004-11-24,78.75,80.0,78.4,80.0,13.0421780173883,365100,0.0,1.0
2004-11-23,79.76,79.76,77.62,78.75,12.8383939858666,483000,0.0,1.0
2004-11-22,77.05,79.46,77.05,79.27,12.9231681429797,621300,0.0,1.0
2004-11-19,78.21,78.23,76.9,76.95,12.5449449804754,334000,0.0,1.0
2004-11-18,78.07,78.64,77.66,78.21,12.7503592842493,361700,0.0,1.0
2004-11-17,77.1,78.85,76.95,78.18,12.7454684674927,668600,0.0,1.0
2004-11-16,76.35,76.7,75.85,76.56,12.4813643626406,603900,0.0,1.0
2004-11-15,76.0,77.36,76.0,76.57,12.4829946348928,553200,0.0,1.0
2004-11-12,75.8,76.56,75.68,76.56,12.4813643626406,417900,0.3,1.0
2004-11-11,75.3,76.24,75.1,75.99,12.3400842820331,402100,0.0,1.0
2004-11-10,75.0,75.72,74.5,75.19,12.210171564233,600400,0.0,1.0
2004-11-09,73.56,74.9,72.93,74.75,12.138719569443,598600,0.0,1.0
2004-11-08,74.47,74.48,73.4215,73.55,11.9438504927429,566600,0.0,1.0
2004-11-05,74.69,75.13,73.76,74.27,12.0607719387629,846700,0.0,1.0
2004-11-04,71.0,74.45,70.95,74.13,12.0380372131479,1359500,0.0,1.0
2004-11-03,70.7,71.29,70.35,70.84,11.5037711611952,821900,0.0,1.0
2004-11-02,70.35,71.02,68.5,69.65,11.3105259934676,1707800,0.0,1.0
2004-11-01,70.08,70.41,69.4,69.98,11.3641149895601,671500,0.0,1.0
2004-10-29,69.16,70.65,68.43,70.08,11.3803540792851,771800,0.0,1.0
2004-10-28,69.65,69.79,68.87,69.15,11.2293305448426,842200,0.0,1.0
2004-10-27,69.0,70.18,67.9,69.8,11.3348846280551,1100700,0.0,1.0
2004-10-26,67.55,69.33,67.0,69.0,11.2049719102551,1209200,0.0,1.0
2004-10-25,66.34,67.89,65.7415,67.59,10.9760007451324,1050300,0.0,1.0
2004-10-22,68.0,68.85,66.11,66.25,10.7583969428173,1381500,0.0,1.0
2004-10-21,71.5,71.7,67.29,67.76,11.003607197665,3002900,0.0,1.0
2004-10-20,76.1,76.95,71.8,72.74,11.8123138659703,2392900,0.0,1.0
2004-10-19,73.15,74.95,73.0,73.64,11.9584656734954,816200,0.0,1.0
2004-10-18,72.35,73.01,71.4,72.9,11.8382964095303,417800,0.0,1.0
2004-10-15,71.62,72.97,71.6,72.29,11.7392379622078,455500,0.0,1.0
2004-10-14,72.6,72.61,71.03,71.62,11.6304360610502,709000,0.0,1.0
2004-10-13,74.25,74.31,72.3,72.76,11.8155616839153,495100,0.0,1.0
2004-10-12,73.71,74.43,73.2,74.1,12.0331654862304,489000,0.0,1.0
2004-10-11,73.75,74.34,73.67,74.0,12.0169263965054,221500,0.0,1.0
2004-10-08,73.82,73.83,72.94,73.3,11.9032527684304,295900,0.0,1.0
2004-10-07,75.1,75.26,73.6315,73.87,11.9958155798629,348000,0.0,1.0
2004-10-06,75.05,75.48,74.9,75.07,12.190684656563,315100,0.0,1.0
2004-10-05,75.11,75.14,74.77,74.99,12.177693384783,424800,0.0,1.0
2004-10-04,75.33,76.6,74.89,75.09,12.193932474508,756000,0.0,1.0
2004-10-01,73.68,75.57,73.5,75.3,12.2280345629305,663000,0.0,1.0
2004-09-30,73.24,74.19,73.02,73.89,11.9990633978079,401900,0.0,1.0
2004-09-29,72.45,73.68,72.3,73.07,11.8659028620628,722200,0.0,1.0
2004-09-28,70.75,72.49,70.44,72.17,11.7197510545378,397800,0.0,1.0
2004-09-27,71.46,71.52,70.11,70.67,11.4761647086627,349600,0.0,1.0
2004-09-24,72.14,72.2,70.82,71.71,11.6450512418027,446000,0.0,1.0
2004-09-23,72.88,72.89,71.96,72.19,11.7229988724828,338300,0.0,1.0
2004-09-22,72.25,73.25,71.5,72.87,11.8334246826128,815700,0.0,1.0
2004-09-21,71.76,72.69,71.76,72.33,11.7457335980978,417600,0.0,1.0
2004-09-20,71.0,72.36,71.0,71.58,11.6239404251602,535500,0.0,1.0
2004-09-17,70.5,71.4,70.39,70.99,11.5281297957827,557700,0.0,1.0
2004-09-16,69.65,70.49,69.65,70.26,11.4095844407901,473800,0.0,1.0
2004-09-15,70.27,70.3,69.43,69.65,11.3105259934676,522300,0.0,1.0
2004-09-14,70.37,70.79,69.91,70.26,11.4095844407901,467400,0.0,1.0
2004-09-13,70.5,70.81,69.5,70.37,11.4274474394877,1139700,0.0,1.0
2004-09-10,71.6,71.6,70.75,71.29,11.5768470649577,356400,0.0,1.0
2004-09-09,71.51,72.17,71.43,71.59,11.6255643341327,574500,0.0,1.0
2004-09-08,72.2,72.2,71.2,71.26,11.5719753380402,377500,0.0,1.0
2004-09-07,71.25,72.5,71.25,72.45,11.7652205057678,771200,0.0,1.0
2004-09-03,70.75,71.45,70.4,71.0,11.5297537047552,713800,0.0,1.0
2004-09-02,68.9,71.2,68.57,70.86,11.5070189791402,815300,0.0,1.0
2004-09-01,67.29,68.87,67.29,68.76,11.165998094915,414400,0.0,1.0
2004-08-31,67.9,68.27,66.6,67.29,10.9272834759574,567800,0.0,1.0
2004-08-30,68.5,68.59,67.37,67.38,10.9418986567099,332200,0.0,1.0
2004-08-27,68.62,68.98,68.2815,68.7,11.15625464108,228900,0.0,1.0
2004-08-26,68.25,69.0,68.2,68.66,11.14975900519,267800,0.0,1.0
2004-08-25,68.17,69.0,67.59,68.9,11.18873282053,348800,0.0,1.0
2004-08-24,68.32,68.68,67.77,68.18,11.07181137451,380300,0.0,1.0
2004-08-23,68.0,68.42,67.5,68.05,11.0507005578675,620100,0.0,1.0
2004-08-20,66.62,68.2,66.62,67.87,11.0214701963625,674900,0.0,1.0
2004-08-19,67.2,67.3,65.8,66.6,10.8152337568549,615300,0.0,1.0
2004-08-18,66.54,67.26,66.06,67.1,10.8964292054799,542500,0.0,1.0
2004-08-17,67.3,67.84,66.39,66.62,10.8184815747999,496900,0.0,1.0
2004-08-16,65.33,67.13,65.3,66.95,10.8720705708924,563000,0.3,1.0
2004-08-13,67.0,67.48,65.03,65.38,10.569754259107,970600,0.0,1.0
2004-08-12,67.75,67.75,66.7,66.9,10.8154873039807,604300,0.0,1.0
2004-08-11,67.95,68.12,67.1,67.82,10.96422046272,880300,0.0,1.0
2004-08-10,66.3,68.51,66.15,68.2,11.0256537239385,979600,0.0,1.0
2004-08-09,65.69,66.65,65.45,65.53,10.5940042306406,527500,0.0,1.0
2004-08-06,66.66,67.23,65.16,65.69,10.6198708669431,1066400,0.0,1.0
2004-08-05,69.13,69.37,66.65,66.66,10.776687349527,917000,0.0,1.0
2004-08-04,69.17,69.5,68.5,68.96,11.1485202463753,774800,0.0,1.0
2004-08-03,70.0,70.62,69.17,69.17,11.1824702065223,1774600,0.0,1.0
2004-08-02,69.25,70.0,68.51,69.86,11.2940200755768,569500,0.0,1.0
2004-07-30,69.9,70.1,68.91,69.43,11.2245034905139,743900,0.0,1.0
2004-07-29,69.08,70.29,69.03,70.19,11.3473700129507,896100,0.0,1.0
2004-07-28,67.5,69.31,67.5,68.83,11.1275036043795,1324000,0.0,1.0
2004-07-27,67.43,70.0,67.32,69.37,11.2148035019005,1624300,0.0,1.0
2004-07-26,65.15,68.44,65.15,67.42,10.8995538719638,1953100,0.0,1.0
2004-07-23,65.9,68.4,63.8,64.9,10.4921543501995,4179800,0.0,1.0
2004-07-22,61.1,62.02,59.7615,62.01,10.0249382319857,855200,0.0,1.0
2004-07-21,63.2,64.1,61.6815,61.95,10.0152382433723,597300,0.0,1.0
2004-07-20,62.8,63.28,62.62,63.0,10.1849880441074,558800,0.0,1.0
2004-07-19,63.83,63.84,62.71,62.85,10.1607380725738,653200,0.0,1.0
2004-07-16,64.29,64.95,63.5,63.75,10.3062379017753,583800,0.0,1.0
2004-07-15,62.6,65.0,62.6,64.28,10.3919211345273,1187600,0.0,1.0
2004-07-14,61.75,63.18,61.55,62.1,10.0394882149058,753700,0.0,1.0
2004-07-13,61.13,61.7,61.13,61.36,9.91985502200681,403300,0.0,1.0
2004-07-12,60.21,61.24,60.06,60.94,9.85195510171276,508900,0.0,1.0
2004-07-09,59.6,60.5,59.6,60.13,9.72100525543138,490800,0.0,1.0
2004-07-08,59.69,60.17,59.08,59.23,9.57550542622984,487300,0.0,1.0
2004-07-07,59.5,60.15,59.5,59.68,9.64825534083061,419100,0.0,1.0
2004-07-06,60.55,60.55,59.47,59.6,9.63532202267936,705500,0.0,1.0
2004-07-02,61.55,61.67,60.26,60.55,9.78890517572543,786000,0.0,1.0
2004-07-01,62.5,62.81,61.59,61.7,9.97482162414961,1226600,0.0,1.0
2004-06-30,62.89,63.05,61.88,62.5,10.1041548056621,879200,0.0,1.0
2004-06-29,63.21,63.24,62.71,62.93,10.173671390725,381300,0.0,1.0
2004-06-28,63.68,64.0,62.87,63.21,10.2189380042544,508900,0.0,1.0
2004-06-25,62.99,63.7,62.99,63.49,10.2642046177838,366500,0.0,1.0
2004-06-24,62.81,63.16,62.7,62.99,10.1833713793385,333200,0.0,1.0
2004-06-23,62.0,62.87,62.0,62.81,10.1542714134982,345500,0.0,1.0
2004-06-22,61.25,62.11,60.96,62.01,10.0249382319857,455800,0.0,1.0
2004-06-21,61.5,62.1,61.24,61.35,9.9182383572379,243900,0.0,1.0
2004-06-18,61.5,61.87,61.25,61.56,9.95218831738493,383300,0.0,1.0
2004-06-17,61.1,61.55,60.61,61.2,9.89398838570431,489600,0.0,1.0
2004-06-16,61.53,61.53,60.55,60.95,9.85357176648166,369600,0.0,1.0
2004-06-15,61.0,62.19,61.0,61.52,9.9457216583093,355600,0.0,1.0
2004-06-14,61.55,61.55,60.28,60.59,9.79537183480105,341700,0.0,1.0
2004-06-10,61.46,61.87,61.46,61.68,9.9715882946118,483200,0.0,1.0
2004-06-09,61.56,61.9,61.37,61.45,9.93440500492696,926200,0.0,1.0
2004-06-08,61.11,61.61,60.82,61.56,9.95218831738493,577000,0.0,1.0
2004-06-07,59.72,61.69,59.72,61.31,9.91177169816228,868100,0.0,1.0
2004-06-04,59.25,59.73,59.07,59.47,9.61430538068358,619400,0.0,1.0
2004-06-03,59.65,59.7,58.95,59.01,9.53993880131391,528500,0.0,1.0
2004-06-02,59.25,59.9,58.81,59.64,9.64178868175499,596400,0.0,1.0
2004-06-01,58.15,59.29,58.14,59.0,9.53832213654501,634900,0.0,1.0
2004-05-28,58.29,58.3,57.89,58.24,9.41545561410816,436000,0.0,1.0
2004-05-27,57.59,58.94,57.59,58.39,9.43970558564174,800100,0.0,1.0
2004-05-26,57.05,57.64,56.98,57.34,9.26995578490662,451200,0.0,1.0
2004-05-25,55.61,57.1,55.22,57.0,9.21498918276382,647200,0.0,1.0
2004-05-24,54.83,56.41,54.83,55.6,8.98865611511699,1244800,0.0,1.0
2004-05-21,56.48,56.48,53.781,54.68,8.83992295637764,1752500,0.0,1.0
2004-05-20,55.86,56.73,55.39,56.48,9.13092261478071,1360800,0.0,1.0
2004-05-19,58.25,59.9,57.24,57.34,9.26995578490662,1365200,0.0,1.0
2004-05-18,56.4,57.88,56.38,57.42,9.28288910305787,893800,0.0,1.0
2004-05-17,57.0,57.0,56.0,56.4,9.11798929662946,900700,0.0,1.0
2004-05-14,55.5,58.0,54.75,57.68,9.32492238704942,2115800,0.0,1.0
2004-05-13,54.4,56.09,54.1,55.64,8.99512277419261,796700,0.0,1.0
2004-05-12,55.15,55.21,53.33,54.4,8.79465634284828,1148900,0.3,1.0
