,ENVA_Open,ENVA_High,ENVA_Low,ENVA_Close,ENVA_Adj Close,ENVA_Volume,ENVA_Dividend Amount,ENVA_Split Coefficient
2020-06-03,14.46,14.7941,14.25,14.39,14.39,234467,0.0,1.0
2020-06-02,14.05,14.67,13.78,13.92,13.92,250336,0.0,1.0
2020-06-01,14.22,14.725,13.72,13.74,13.74,277257,0.0,1.0
2020-05-29,13.84,14.29,13.22,14.15,14.15,699911,0.0,1.0
2020-05-28,14.69,15.08,14.09,14.24,14.24,333967,0.0,1.0
2020-05-27,13.75,14.43,13.24,14.39,14.39,333148,0.0,1.0
2020-05-26,13.55,13.65,13.07,13.22,13.22,245786,0.0,1.0
2020-05-22,12.94,12.94,12.3,12.58,12.58,263150,0.0,1.0
2020-05-21,12.86,13.17,12.66,12.92,12.92,234376,0.0,1.0
2020-05-20,12.27,13.51,12.12,12.93,12.93,507680,0.0,1.0
2020-05-19,12.25,12.335,11.76,11.85,11.85,426085,0.0,1.0
2020-05-18,11.5,12.6729,11.5,12.47,12.47,589502,0.0,1.0
2020-05-15,10.59,10.92,10.42,10.76,10.76,520973,0.0,1.0
2020-05-14,10.0,10.74,9.425,10.66,10.66,363020,0.0,1.0
2020-05-13,11.36,11.5762,10.25,10.3,10.3,507099,0.0,1.0
2020-05-12,12.55,12.83,11.5701,11.68,11.68,310380,0.0,1.0
2020-05-11,13.39,13.39,12.15,12.5,12.5,393575,0.0,1.0
2020-05-08,12.25,13.79,12.08,13.51,13.51,349210,0.0,1.0
2020-05-07,11.99,12.45,11.73,11.86,11.86,462646,0.0,1.0
2020-05-06,12.73,13.05,11.72,11.77,11.77,435944,0.0,1.0
2020-05-05,14.06,14.5,13.0,13.04,13.04,397831,0.0,1.0
2020-05-04,13.29,13.885,12.59,13.71,13.71,496601,0.0,1.0
2020-05-01,15.26,15.26,13.56,13.63,13.63,435598,0.0,1.0
2020-04-30,17.01,17.02,15.2,16.04,16.04,598483,0.0,1.0
2020-04-29,16.35,18.38,16.35,17.83,17.83,1253516,0.0,1.0
2020-04-28,15.25,15.99,14.2,15.25,15.25,1205281,0.0,1.0
2020-04-27,13.62,14.8,13.61,14.64,14.64,400985,0.0,1.0
2020-04-24,13.16,13.48,12.62,13.34,13.34,375630,0.0,1.0
2020-04-23,11.85,13.29,11.85,13.1,13.1,372907,0.0,1.0
2020-04-22,12.49,12.71,11.88,11.9,11.9,413224,0.0,1.0
2020-04-21,13.39,13.8,12.45,12.47,12.47,441815,0.0,1.0
2020-04-20,13.74,14.369,13.52,14.04,14.04,445698,0.0,1.0
2020-04-17,13.37,14.55,13.37,14.31,14.31,378785,0.0,1.0
2020-04-16,13.05,13.42,12.45,12.92,12.92,526132,0.0,1.0
2020-04-15,13.29,13.75,13.12,13.14,13.14,517196,0.0,1.0
2020-04-14,14.36,14.87,13.65,14.11,14.11,475959,0.0,1.0
2020-04-13,16.99,17.15,14.285,14.46,14.46,326171,0.0,1.0
2020-04-09,15.68,17.25,15.66,15.85,15.85,475685,0.0,1.0
2020-04-08,14.04,15.77,13.92,14.97,14.97,729422,0.0,1.0
2020-04-07,13.24,14.3,13.16,13.89,13.89,666740,0.0,1.0
2020-04-06,11.86,12.94,11.58,12.71,12.71,581960,0.0,1.0
2020-04-03,11.92,12.0102,11.01,11.35,11.35,582794,0.0,1.0
2020-04-02,12.29,12.84,11.645,12.06,12.06,395581,0.0,1.0
2020-04-01,13.52,14.02,12.09,12.29,12.29,457753,0.0,1.0
2020-03-31,15.28,15.68,14.36,14.49,14.49,566679,0.0,1.0
2020-03-30,14.74,15.46,13.83,15.36,15.36,306114,0.0,1.0
2020-03-27,13.82,15.02,13.1613,14.55,14.55,337934,0.0,1.0
2020-03-26,14.02,15.42,13.96,14.33,14.33,378718,0.0,1.0
2020-03-25,12.9,15.58,12.53,13.88,13.88,482805,0.0,1.0
2020-03-24,10.95,12.91,10.59,12.73,12.73,545444,0.0,1.0
2020-03-23,10.26,10.765,9.33,10.45,10.45,469064,0.0,1.0
2020-03-20,10.22,11.4431,9.43,9.99,9.99,836729,0.0,1.0
2020-03-19,8.56,11.09,7.98,10.25,10.25,664421,0.0,1.0
2020-03-18,12.65,12.98,7.84,8.59,8.59,1465208,0.0,1.0
2020-03-17,13.93,14.11,12.44,13.84,13.84,727354,0.0,1.0
2020-03-16,14.2,15.97,13.59,13.84,13.84,603156,0.0,1.0
2020-03-13,16.09,17.12,15.5,16.3,16.3,572850,0.0,1.0
2020-03-12,15.02,16.33,14.4,15.24,15.24,450530,0.0,1.0
2020-03-11,17.05,17.16,15.93,16.24,16.24,513235,0.0,1.0
2020-03-10,17.45,17.85,17.04,17.55,17.55,312983,0.0,1.0
2020-03-09,17.23,17.65,15.93,16.95,16.95,405934,0.0,1.0
2020-03-06,18.0,19.495,18.0,18.74,18.74,354231,0.0,1.0
2020-03-05,19.1,19.16,18.44,18.77,18.77,354962,0.0,1.0
2020-03-04,19.49,20.64,19.41,19.59,19.59,381189,0.0,1.0
2020-03-03,19.35,19.83,18.85,19.1,19.1,306614,0.0,1.0
2020-03-02,19.14,19.74,18.73,19.56,19.56,436394,0.0,1.0
2020-02-28,18.9,19.83,18.73,19.22,19.22,444026,0.0,1.0
2020-02-27,19.54,20.35,19.06,19.54,19.54,354728,0.0,1.0
2020-02-26,20.53,20.99,19.91,19.93,19.93,223984,0.0,1.0
2020-02-25,21.86,21.86,20.42,20.54,20.54,236539,0.0,1.0
2020-02-24,21.2,22.02,21.08,21.89,21.89,242378,0.0,1.0
2020-02-21,21.99,22.69,21.94,21.97,21.97,270572,0.0,1.0
2020-02-20,21.4,22.04,21.278,21.8,21.8,263799,0.0,1.0
2020-02-19,20.8,21.49,20.75,21.46,21.46,238947,0.0,1.0
2020-02-18,21.11,21.37,20.55,21.05,21.05,289646,0.0,1.0
2020-02-14,22.05,22.24,21.29,21.81,21.81,225430,0.0,1.0
2020-02-13,21.47,22.29,21.405,22.19,22.19,186852,0.0,1.0
2020-02-12,22.05,22.12,21.51,21.55,21.55,209698,0.0,1.0
2020-02-11,20.84,22.02,20.79,21.91,21.91,223879,0.0,1.0
2020-02-10,20.61,21.1,20.5,20.73,20.73,252509,0.0,1.0
2020-02-07,20.81,21.2,20.51,20.61,20.61,309876,0.0,1.0
2020-02-06,21.09,21.31,20.4,21.01,21.01,531088,0.0,1.0
2020-02-05,20.72,21.31,20.28,20.93,20.93,417181,0.0,1.0
2020-02-04,21.16,21.4,20.15,20.5,20.5,533143,0.0,1.0
2020-02-03,25.06,25.27,20.6,20.92,20.92,1038387,0.0,1.0
2020-01-31,26.67,26.67,24.9,25.06,25.06,384923,0.0,1.0
2020-01-30,26.75,29.33,25.5572,26.79,26.79,787106,0.0,1.0
2020-01-29,24.25,25.34,24.0,25.33,25.33,581979,0.0,1.0
2020-01-28,23.92,24.38,23.82,24.17,24.17,222643,0.0,1.0
2020-01-27,23.14,23.9,23.14,23.8,23.8,200690,0.0,1.0
2020-01-24,23.46,23.78,22.86,23.71,23.71,294429,0.0,1.0
2020-01-23,23.51,23.57,23.04,23.4,23.4,323344,0.0,1.0
2020-01-22,24.11,24.35,23.58,23.59,23.59,330062,0.0,1.0
2020-01-21,24.11,24.31,23.76,23.94,23.94,263691,0.0,1.0
2020-01-17,24.32,24.45,23.95,24.35,24.35,162941,0.0,1.0
2020-01-16,23.34,24.36,23.23,24.14,24.14,247714,0.0,1.0
2020-01-15,22.23,23.07,22.12,23.04,23.04,409497,0.0,1.0
2020-01-14,22.3,22.56,22.174,22.33,22.33,216608,0.0,1.0
2020-01-13,22.27,22.5,21.93,22.32,22.32,235071,0.0,1.0
2020-01-10,23.03,23.065,22.23,22.25,22.25,295354,0.0,1.0
2020-01-09,23.27,23.382,22.92,22.97,22.97,211212,0.0,1.0
2020-01-08,23.05,23.275,22.9327,23.12,23.12,159131,0.0,1.0
2020-01-07,23.5,23.53,23.0,23.05,23.05,171212,0.0,1.0
2020-01-06,23.43,23.805,23.0,23.62,23.62,252547,0.0,1.0
2020-01-03,23.82,23.93,23.38,23.69,23.69,248621,0.0,1.0
2020-01-02,24.37,24.57,23.755,24.14,24.14,238173,0.0,1.0
2019-12-31,23.31,24.13,23.06,24.06,24.06,317654,0.0,1.0
2019-12-30,23.33,23.69,23.1384,23.34,23.34,146068,0.0,1.0
2019-12-27,23.79,23.915,23.35,23.39,23.39,166442,0.0,1.0
2019-12-26,23.84,24.03,23.64,23.71,23.71,147356,0.0,1.0
2019-12-24,23.24,23.99,23.07,23.8,23.8,144700,0.0,1.0
2019-12-23,23.65,23.68,21.15,23.12,23.12,436039,0.0,1.0
2019-12-20,23.49,23.98,23.3233,23.65,23.65,1109452,0.0,1.0
2019-12-19,23.72,23.72,23.03,23.4,23.4,239365,0.0,1.0
2019-12-18,23.62,23.78,23.34,23.76,23.76,161480,0.0,1.0
2019-12-17,23.18,23.65,22.94,23.53,23.53,189847,0.0,1.0
2019-12-16,22.94,23.82,22.94,23.24,23.24,251482,0.0,1.0
2019-12-13,23.4,23.6,22.55,22.72,22.72,175479,0.0,1.0
2019-12-12,23.0,23.63,23.0,23.4,23.4,357153,0.0,1.0
2019-12-11,23.16,23.314,22.69,22.88,22.88,140778,0.0,1.0
2019-12-10,23.3,23.61,22.95,23.13,23.13,126178,0.0,1.0
2019-12-09,23.3,23.775,23.12,23.3,23.3,190337,0.0,1.0
2019-12-06,23.15,23.93,23.015,23.35,23.35,230122,0.0,1.0
2019-12-05,23.18,23.415,22.61,22.73,22.73,321612,0.0,1.0
2019-12-04,22.81,23.25,22.6,23.06,23.06,289770,0.0,1.0
2019-12-03,22.36,22.67,22.02,22.54,22.54,213197,0.0,1.0
2019-12-02,23.19,23.425,22.55,22.64,22.64,207476,0.0,1.0
2019-11-29,22.75,23.25,22.73,23.03,23.03,83530,0.0,1.0
2019-11-27,22.93,23.37,22.72,22.82,22.82,136907,0.0,1.0
2019-11-26,22.89,23.24,22.7,22.87,22.87,191576,0.0,1.0
2019-11-25,22.45,23.31,22.45,22.84,22.84,204334,0.0,1.0
2019-11-22,22.0,22.39,21.92,22.34,22.34,235707,0.0,1.0
2019-11-21,22.15,22.56,21.82,21.89,21.89,243084,0.0,1.0
2019-11-20,21.4,22.29,21.05,21.93,21.93,452912,0.0,1.0
2019-11-19,21.97,22.0,20.98,21.32,21.32,447285,0.0,1.0
2019-11-18,22.46,22.895,21.8201,21.9,21.9,262538,0.0,1.0
2019-11-15,24.29,24.29,21.43,22.46,22.46,730201,0.0,1.0
2019-11-14,23.75,24.23,23.73,24.07,24.07,266946,0.0,1.0
2019-11-13,24.45,24.49,23.75,23.93,23.93,187216,0.0,1.0
2019-11-12,24.63,24.8,24.33,24.65,24.65,182709,0.0,1.0
2019-11-11,24.08,24.77,24.07,24.68,24.68,178580,0.0,1.0
2019-11-08,23.68,24.345,23.6,24.33,24.33,180817,0.0,1.0
2019-11-07,24.26,24.93,23.89,23.89,23.89,296038,0.0,1.0
2019-11-06,24.63,24.85,24.06,24.06,24.06,272858,0.0,1.0
2019-11-05,25.0,25.46,24.71,24.72,24.72,163761,0.0,1.0
2019-11-04,24.25,25.08,24.205,24.97,24.97,328033,0.0,1.0
2019-11-01,23.73,24.22,23.65,24.18,24.18,285575,0.0,1.0
2019-10-31,23.9,23.9325,22.79,23.49,23.49,349047,0.0,1.0
2019-10-30,23.62,24.385,23.57,24.03,24.03,355409,0.0,1.0
2019-10-29,23.72,23.9,23.19,23.62,23.62,328224,0.0,1.0
2019-10-28,22.82,23.95,22.82,23.88,23.88,285378,0.0,1.0
2019-10-25,20.0,23.15,19.65,22.57,22.57,622220,0.0,1.0
2019-10-24,20.82,21.0143,20.052,20.34,20.34,179152,0.0,1.0
2019-10-23,20.99,21.05,20.6129,20.8,20.8,108635,0.0,1.0
2019-10-22,21.16,21.35,20.96,21.01,21.01,77021,0.0,1.0
2019-10-21,20.91,21.47,20.91,21.08,21.08,193017,0.0,1.0
2019-10-18,20.72,21.02,20.53,20.65,20.65,163425,0.0,1.0
2019-10-17,20.44,20.96,20.44,20.85,20.85,183635,0.0,1.0
2019-10-16,20.49,20.9239,20.31,20.34,20.34,115711,0.0,1.0
2019-10-15,19.95,20.74,19.79,20.53,20.53,207571,0.0,1.0
2019-10-14,19.78,20.23,19.4,19.8,19.8,143062,0.0,1.0
2019-10-11,20.04,20.66,19.87,19.88,19.88,180531,0.0,1.0
2019-10-10,19.8,20.27,19.61,19.67,19.67,154142,0.0,1.0
2019-10-09,20.16,20.175,19.425,19.71,19.71,200275,0.0,1.0
2019-10-08,20.29,20.341,19.95,19.97,19.97,193566,0.0,1.0
2019-10-07,20.45,20.81,20.29,20.43,20.43,450284,0.0,1.0
2019-10-04,20.22,20.825,20.1,20.63,20.63,178887,0.0,1.0
2019-10-03,20.52,20.67,20.08,20.13,20.13,267492,0.0,1.0
2019-10-02,20.37,20.83,20.24,20.77,20.77,243703,0.0,1.0
2019-10-01,20.82,21.22,20.1,20.47,20.47,263191,0.0,1.0
2019-09-30,21.18,21.28,20.52,20.75,20.75,318625,0.0,1.0
2019-09-27,21.8,21.9,20.86,21.18,21.18,366675,0.0,1.0
2019-09-26,22.56,22.91,21.5,21.54,21.54,176741,0.0,1.0
2019-09-25,22.07,22.9,22.07,22.66,22.66,203596,0.0,1.0
2019-09-24,22.0,22.36,21.92,21.99,21.99,335206,0.0,1.0
2019-09-23,21.78,22.29,21.66,22.0,22.0,179757,0.0,1.0
2019-09-20,22.35,22.48,21.955,22.05,22.05,375946,0.0,1.0
2019-09-19,22.99,23.38,22.34,22.4,22.4,162247,0.0,1.0
2019-09-18,23.72,23.72,22.56,22.97,22.97,276883,0.0,1.0
2019-09-17,24.23,24.35,23.73,23.75,23.75,165293,0.0,1.0
2019-09-16,24.35,24.5,23.67,24.28,24.28,160086,0.0,1.0
2019-09-13,24.44,25.43,24.44,24.49,24.49,289321,0.0,1.0
2019-09-12,24.03,24.74,23.76,24.26,24.26,269020,0.0,1.0
2019-09-11,24.02,24.07,23.56,24.07,24.07,188593,0.0,1.0
2019-09-10,24.5,24.64,23.94,24.01,24.01,191983,0.0,1.0
2019-09-09,23.39,24.36,23.39,24.35,24.35,185644,0.0,1.0
2019-09-06,23.46,23.69,23.06,23.27,23.27,107828,0.0,1.0
2019-09-05,23.21,24.025,23.0,23.4,23.4,166831,0.0,1.0
2019-09-04,23.39,23.49,22.74,22.83,22.83,218350,0.0,1.0
2019-09-03,23.79,23.79,22.885,23.21,23.21,300264,0.0,1.0
2019-08-30,24.27,24.28,23.61,23.9,23.9,290204,0.0,1.0
2019-08-29,24.33,24.34,23.8,23.99,23.99,153859,0.0,1.0
2019-08-28,23.68,24.14,23.4,24.03,24.03,213187,0.0,1.0
2019-08-27,24.65,24.7,23.58,23.61,23.61,193442,0.0,1.0
2019-08-26,24.49,24.63,23.825,24.5,24.5,145053,0.0,1.0
2019-08-23,24.81,24.94,24.1,24.18,24.18,313511,0.0,1.0
2019-08-22,24.89,25.29,24.41,24.85,24.85,247986,0.0,1.0
2019-08-21,24.37,24.81,24.17,24.73,24.73,251511,0.0,1.0
2019-08-20,24.89,24.9809,24.05,24.16,24.16,283320,0.0,1.0
2019-08-19,25.03,25.36,24.78,24.93,24.93,305645,0.0,1.0
2019-08-16,24.48,24.945,24.29,24.66,24.66,223595,0.0,1.0
2019-08-15,25.11,25.21,24.39,24.41,24.41,202454,0.0,1.0
2019-08-14,25.59,25.9,24.83,25.09,25.09,229480,0.0,1.0
2019-08-13,26.09,27.1,26.08,26.23,26.23,181544,0.0,1.0
2019-08-12,26.16,26.39,25.72,25.94,25.94,221680,0.0,1.0
2019-08-09,26.4,26.56,26.03,26.3,26.3,214697,0.0,1.0
2019-08-08,26.16,26.73,26.16,26.43,26.43,245910,0.0,1.0
2019-08-07,25.61,26.05,25.38,26.04,26.04,209726,0.0,1.0
2019-08-06,26.23,26.34,25.49,26.05,26.05,234413,0.0,1.0
2019-08-05,25.92,26.37,25.63,26.03,26.03,391467,0.0,1.0
2019-08-02,26.92,26.95,26.12,26.48,26.48,226521,0.0,1.0
2019-08-01,27.27,27.88,26.72,27.17,27.17,294883,0.0,1.0
2019-07-31,27.27,27.63,26.88,26.95,26.95,490724,0.0,1.0
2019-07-30,26.14,27.48,26.0,27.22,27.22,464024,0.0,1.0
2019-07-29,25.17,26.795,25.17,26.55,26.55,778072,0.0,1.0
2019-07-26,22.79,26.67,22.79,25.23,25.23,1310954,0.0,1.0
2019-07-25,22.52,22.76,22.06,22.5,22.5,544050,0.0,1.0
2019-07-24,21.49,22.62,21.49,22.61,22.61,279647,0.0,1.0
2019-07-23,21.32,21.855,21.2294,21.68,21.68,178258,0.0,1.0
2019-07-22,21.27,21.6,21.08,21.2,21.2,181233,0.0,1.0
2019-07-19,21.25,21.37,21.11,21.29,21.29,199831,0.0,1.0
2019-07-18,21.18,21.53,21.18,21.34,21.34,129334,0.0,1.0
2019-07-17,21.31,21.4171,20.9471,21.23,21.23,128224,0.0,1.0
2019-07-16,21.15,22.02,21.15,21.28,21.28,184056,0.0,1.0
2019-07-15,21.0,21.29,20.62,21.12,21.12,249958,0.0,1.0
2019-07-12,21.23,21.25,20.78,20.92,20.92,344726,0.0,1.0
2019-07-11,21.2,21.32,20.8,21.12,21.12,166306,0.0,1.0
2019-07-10,22.06,22.1,20.9,21.06,21.06,274655,0.0,1.0
2019-07-09,22.15,22.23,21.71,22.05,22.05,228321,0.0,1.0
2019-07-08,22.39,22.62,22.16,22.32,22.32,134566,0.0,1.0
2019-07-05,22.74,22.84,22.37,22.52,22.52,126423,0.0,1.0
2019-07-03,23.45,23.45,22.72,22.73,22.73,95113,0.0,1.0
2019-07-02,23.13,23.49,23.0,23.3,23.3,160572,0.0,1.0
2019-07-01,23.43,23.685,22.72,23.15,23.15,226009,0.0,1.0
2019-06-28,22.66,23.23,22.45,23.05,23.05,750500,0.0,1.0
2019-06-27,21.55,22.53,21.01,22.53,22.53,323844,0.0,1.0
2019-06-26,22.25,22.36,22.01,22.16,22.16,151159,0.0,1.0
2019-06-25,22.36,22.46,21.91,22.16,22.16,269337,0.0,1.0
2019-06-24,23.23,23.35,22.31,22.36,22.36,297663,0.0,1.0
2019-06-21,22.95,23.09,22.33,23.08,23.08,372249,0.0,1.0
2019-06-20,23.8,23.81,22.71,22.99,22.99,218647,0.0,1.0
2019-06-19,23.23,23.65,23.07,23.48,23.48,207890,0.0,1.0
2019-06-18,23.32,23.76,23.14,23.27,23.27,173816,0.0,1.0
2019-06-17,23.48,23.6,23.21,23.32,23.32,270592,0.0,1.0
2019-06-14,24.07,24.1,23.36,23.58,23.58,145681,0.0,1.0
2019-06-13,24.25,24.4,23.97,24.08,24.08,206796,0.0,1.0
2019-06-12,23.82,24.22,23.77,24.11,24.11,295302,0.0,1.0
2019-06-11,23.72,23.98,23.38,23.78,23.78,250509,0.0,1.0
2019-06-10,23.35,23.86,23.2967,23.51,23.51,123395,0.0,1.0
2019-06-07,23.02,23.41,23.0,23.17,23.17,229442,0.0,1.0
2019-06-06,23.01,23.21,22.56,22.99,22.99,127601,0.0,1.0
2019-06-05,23.17,23.235,22.9,23.0,23.0,275445,0.0,1.0
2019-06-04,22.46,23.21,22.46,23.18,23.18,160705,0.0,1.0
2019-06-03,21.51,22.31,21.485,22.2,22.2,318139,0.0,1.0
2019-05-31,21.41,21.64,20.95,21.35,21.35,230067,0.0,1.0
2019-05-30,22.2,22.49,21.53,21.88,21.88,140069,0.0,1.0
2019-05-29,22.15,22.28,21.855,22.14,22.14,260634,0.0,1.0
2019-05-28,22.71,23.0189,22.36,22.51,22.51,181349,0.0,1.0
2019-05-24,21.7,23.03,21.7,22.8,22.8,492430,0.0,1.0
2019-05-23,22.16,22.16,21.06,21.5,21.5,374752,0.0,1.0
2019-05-22,22.35,22.8399,22.34,22.48,22.48,213794,0.0,1.0
2019-05-21,22.32,22.56,22.2,22.56,22.56,230659,0.0,1.0
2019-05-20,22.52,22.74,22.01,22.19,22.19,149172,0.0,1.0
2019-05-17,22.79,23.11,22.55,22.73,22.73,275433,0.0,1.0
2019-05-16,23.1,23.1,22.865,23.03,23.03,266135,0.0,1.0
2019-05-15,22.69,23.14,22.42,22.94,22.94,353433,0.0,1.0
2019-05-14,23.08,23.41,22.865,23.0,23.0,182503,0.0,1.0
2019-05-13,24.37,24.6875,22.78,23.06,23.06,328754,0.0,1.0
2019-05-10,25.2,25.4,24.625,24.84,24.84,186441,0.0,1.0
2019-05-09,25.28,25.28,24.67,25.2,25.2,190309,0.0,1.0
2019-05-08,26.28,26.54,25.29,25.47,25.47,193686,0.0,1.0
2019-05-07,26.45,26.87,26.21,26.42,26.42,195649,0.0,1.0
2019-05-06,26.09,26.89,25.9083,26.74,26.74,167378,0.0,1.0
2019-05-03,26.61,27.04,26.41,26.58,26.58,150788,0.0,1.0
2019-05-02,26.04,27.115,26.04,26.61,26.61,319469,0.0,1.0
2019-05-01,27.4,27.4,25.69,26.04,26.04,696622,0.0,1.0
2019-04-30,29.79,29.79,27.32,27.43,27.43,511275,0.0,1.0
2019-04-29,30.2,30.2,29.215,29.72,29.72,591591,0.0,1.0
2019-04-26,28.64,31.95,28.04,30.32,30.32,1140011,0.0,1.0
2019-04-25,25.59,26.94,25.34,26.54,26.54,409906,0.0,1.0
2019-04-24,25.7,25.96,25.38,25.73,25.73,118040,0.0,1.0
2019-04-23,25.56,26.18,25.37,25.83,25.83,202496,0.0,1.0
2019-04-22,25.44,25.5,25.13,25.46,25.46,157976,0.0,1.0
2019-04-18,25.21,25.67,25.1,25.57,25.57,165586,0.0,1.0
2019-04-17,25.04,25.4,24.56,25.29,25.29,349277,0.0,1.0
2019-04-16,24.16,25.18,24.07,24.91,24.91,275872,0.0,1.0
2019-04-15,24.38,24.49,23.77,24.08,24.08,131329,0.0,1.0
2019-04-12,24.22,24.43,24.02,24.4,24.4,137374,0.0,1.0
2019-04-11,23.78,23.9,23.55,23.88,23.88,73342,0.0,1.0
2019-04-10,23.06,23.75,22.96,23.66,23.66,172668,0.0,1.0
2019-04-09,23.41,23.67,22.975,22.99,22.99,182954,0.0,1.0
2019-04-08,23.07,23.72,22.88,23.63,23.63,196981,0.0,1.0
2019-04-05,23.21,23.39,23.08,23.26,23.26,346591,0.0,1.0
2019-04-04,22.87,23.335,22.86,23.23,23.23,152265,0.0,1.0
2019-04-03,22.98,23.165,22.85,22.94,22.94,382625,0.0,1.0
2019-04-02,23.52,23.52,22.72,22.82,22.82,150229,0.0,1.0
2019-04-01,23.12,23.72,23.12,23.58,23.58,208698,0.0,1.0
2019-03-29,23.03,23.14,22.58,22.82,22.82,373576,0.0,1.0
2019-03-28,22.51,22.9,22.38,22.85,22.85,165216,0.0,1.0
2019-03-27,22.02,22.6,21.74,22.4,22.4,216690,0.0,1.0
2019-03-26,22.35,22.59,21.73,22.05,22.05,308934,0.0,1.0
2019-03-25,22.67,22.94,22.17,22.35,22.35,351724,0.0,1.0
2019-03-22,24.15,24.15,22.42,22.6,22.6,289900,0.0,1.0
2019-03-21,24.15,24.62,24.1457,24.31,24.31,294595,0.0,1.0
2019-03-20,25.03,25.03,24.285,24.35,24.35,196304,0.0,1.0
2019-03-19,25.61,25.72,25.01,25.06,25.06,186685,0.0,1.0
2019-03-18,24.88,25.53,24.88,25.47,25.47,239268,0.0,1.0
2019-03-15,24.85,25.19,24.6,24.74,24.74,630801,0.0,1.0
2019-03-14,24.47,24.83,24.41,24.71,24.71,201871,0.0,1.0
2019-03-13,23.88,24.63,23.73,24.45,24.45,291915,0.0,1.0
2019-03-12,24.2,24.3,23.61,23.68,23.68,240211,0.0,1.0
2019-03-11,24.23,24.38,23.98,24.23,24.23,189944,0.0,1.0
2019-03-08,24.06,24.6,23.92,24.21,24.21,113083,0.0,1.0
2019-03-07,24.87,24.915,23.97,24.18,24.18,364557,0.0,1.0
2019-03-06,25.43,25.43,24.915,24.99,24.99,383192,0.0,1.0
2019-03-05,25.5,25.5,25.2,25.38,25.38,288478,0.0,1.0
2019-03-04,25.38,25.5,25.17,25.5,25.5,237134,0.0,1.0
2019-03-01,25.64,25.85,25.185,25.38,25.38,143404,0.0,1.0
2019-02-28,25.24,25.675,25.15,25.52,25.52,187320,0.0,1.0
2019-02-27,25.3,25.46,25.08,25.31,25.31,132037,0.0,1.0
2019-02-26,25.34,25.43,25.1,25.28,25.28,258896,0.0,1.0
2019-02-25,25.43,25.92,25.355,25.43,25.43,211198,0.0,1.0
2019-02-22,25.2,25.47,25.15,25.35,25.35,111670,0.0,1.0
2019-02-21,25.39,25.48,24.86,25.13,25.13,125150,0.0,1.0
2019-02-20,25.06,25.55,24.885,25.48,25.48,239996,0.0,1.0
2019-02-19,24.57,25.2,24.53,25.1,25.1,262073,0.0,1.0
2019-02-15,24.4,25.1,24.34,24.71,24.71,293325,0.0,1.0
2019-02-14,24.33,24.46,24.03,24.18,24.18,858516,0.0,1.0
2019-02-13,24.23,24.59,24.23,24.5,24.5,375190,0.0,1.0
2019-02-12,24.12,24.47,24.05,24.16,24.16,405085,0.0,1.0
2019-02-11,23.56,24.02,23.32,23.96,23.96,163309,0.0,1.0
2019-02-08,23.44,23.7761,22.85,23.39,23.39,344764,0.0,1.0
2019-02-07,23.52,24.06,23.3,23.57,23.57,141477,0.0,1.0
2019-02-06,24.3,24.3,23.26,23.66,23.66,275521,0.0,1.0
2019-02-05,24.02,24.27,23.69,24.24,24.24,206897,0.0,1.0
2019-02-04,24.24,24.38,23.45,23.92,23.92,262703,0.0,1.0
2019-02-01,23.05,26.345,23.05,24.24,24.24,668374,0.0,1.0
2019-01-31,23.56,23.89,22.6,23.05,23.05,706254,0.0,1.0
2019-01-30,22.8,23.61,22.59,23.59,23.59,243754,0.0,1.0
2019-01-29,22.72,23.02,22.48,22.82,22.82,217076,0.0,1.0
2019-01-28,22.68,22.7212,22.245,22.67,22.67,193842,0.0,1.0
2019-01-25,22.69,23.12,22.5101,22.96,22.96,153180,0.0,1.0
2019-01-24,22.55,22.85,22.48,22.52,22.52,119461,0.0,1.0
2019-01-23,22.66,23.0,22.41,22.59,22.59,156240,0.0,1.0
2019-01-22,23.2,23.42,22.42,22.57,22.57,325015,0.0,1.0
2019-01-18,23.07,23.41,22.73,23.37,23.37,256406,0.0,1.0
2019-01-17,22.74,23.19,22.74,23.01,23.01,222008,0.0,1.0
2019-01-16,22.57,23.03,22.515,22.84,22.84,207402,0.0,1.0
2019-01-15,22.47,22.62,22.05,22.4,22.4,157691,0.0,1.0
2019-01-14,22.16,22.765,21.89,22.37,22.37,337061,0.0,1.0
2019-01-11,21.51,22.28,21.45,22.27,22.27,291041,0.0,1.0
2019-01-10,21.65,21.91,21.28,21.63,21.63,190647,0.0,1.0
2019-01-09,20.7,21.81,20.7,21.68,21.68,382753,0.0,1.0
2019-01-08,20.59,20.72,20.36,20.55,20.55,224793,0.0,1.0
2019-01-07,20.49,20.82,20.28,20.55,20.55,328280,0.0,1.0
2019-01-04,19.83,20.76,19.72,20.49,20.49,293006,0.0,1.0
2019-01-03,19.82,20.11,19.5,19.57,19.57,281887,0.0,1.0
2019-01-02,19.19,20.247,19.19,20.01,20.01,428037,0.0,1.0
2018-12-31,19.57,19.73,19.0,19.46,19.46,275902,0.0,1.0
2018-12-28,19.1,19.57,19.03,19.4,19.4,333996,0.0,1.0
2018-12-27,18.86,19.22,18.5052,19.05,19.05,319975,0.0,1.0
2018-12-26,18.45,19.31,18.42,19.2,19.2,357529,0.0,1.0
2018-12-24,17.92,19.03,17.9,18.41,18.41,260316,0.0,1.0
2018-12-21,18.29,18.55,17.9,18.13,18.13,1001623,0.0,1.0
2018-12-20,18.46,18.83,17.85,18.28,18.28,505287,0.0,1.0
