,CAT_Open,CAT_High,CAT_Low,CAT_Close,CAT_Adj Close,CAT_Volume,CAT_Dividend Amount,CAT_Split Coefficient
2024-08-23,344.97,349.5439,343.07,348.41,347.156438796601,2183912,0.0,1.0
2024-08-22,343.0,345.14,341.77,342.36,341.128206384445,2021578,0.0,1.0
2024-08-21,344.58,345.6,341.85,342.97,341.736011635918,1433163,0.0,1.0
2024-08-20,345.0,346.17,341.82,343.3,342.064824312945,1479542,0.0,1.0
2024-08-19,343.68,346.1,343.3,344.65,343.4099670826,2252755,0.0,1.0
2024-08-16,345.25,345.84,340.7601,343.48,342.244176682232,2483755,0.0,1.0
2024-08-15,344.5,347.64,340.79,345.64,344.39640511368,3232783,0.0,1.0
2024-08-14,339.6,341.79,334.6,337.59,336.375368598331,1610888,0.0,1.0
2024-08-13,337.18,339.52,333.73,338.8,337.581015080762,1503929,0.0,1.0
2024-08-12,338.26,339.845,333.595,336.03,334.820981397841,2127606,0.0,1.0
2024-08-09,336.0,338.5,332.48,338.26,337.042957972901,1668078,0.0,1.0
2024-08-08,330.0,336.4299,327.61,336.16,334.950513664549,2268337,0.0,1.0
2024-08-07,333.51,335.18,324.45,325.8,324.627788410013,3011727,0.0,1.0
2024-08-06,314.05,332.17,310.5,326.44,325.265485723034,5071715,0.0,1.0
2024-08-05,309.0,320.58,307.05,316.8,315.660169945648,4681329,0.0,1.0
2024-08-02,322.75,323.4,317.66,320.87,319.715526295644,4246740,0.0,1.0
2024-08-01,346.3,349.83,328.0794,331.52,330.327208145143,3747881,0.0,1.0
2024-07-31,345.35,350.99,340.85,346.2,344.954390262574,2568331,0.0,1.0
2024-07-30,343.66,345.715,338.62,341.72,340.490509071423,1970785,0.0,1.0
2024-07-29,350.18,351.38,343.13,344.53,343.290398836408,2190368,0.0,1.0
2024-07-26,348.64,352.94,346.88,350.48,349.218991043405,1894930,0.0,1.0
2024-07-25,335.51,348.2,333.95,344.3,343.061226364541,3291486,0.0,1.0
2024-07-24,342.95,344.82,335.45,336.04,334.830945418357,2835754,0.0,1.0
2024-07-23,345.73,348.66,341.38,344.17,342.931694097834,2027837,0.0,1.0
2024-07-22,348.0,348.73,341.375,347.87,346.618381688739,2659572,1.41,1.0
2024-07-19,355.35,356.4854,346.69,347.63,344.980955183396,3462657,0.0,1.0
2024-07-18,356.5,369.23,355.75,356.03,353.316944665145,3876297,0.0,1.0
2024-07-17,358.97,362.685,356.2,357.8,355.073456734513,3060996,0.0,1.0
2024-07-16,346.83,362.28,345.26,360.58,357.832272301092,4636980,0.0,1.0
2024-07-15,339.1,347.9,337.84,345.77,343.135128941008,3394255,0.0,1.0
2024-07-12,334.95,338.23,333.43,335.59,333.032703592888,2451399,0.0,1.0
2024-07-11,330.0,334.43,329.3,331.13,328.606690129959,3016860,0.0,1.0
2024-07-10,326.1,328.48,321.64,328.48,325.976883924407,2904464,0.0,1.0
2024-07-09,328.54,330.12,325.83,326.06,323.575325049903,1896255,0.0,1.0
2024-07-08,330.36,333.26,327.14,329.06,326.552464150528,1913367,0.0,1.0
2024-07-05,331.57,333.44,326.63,328.35,325.84787456338,2280941,0.0,1.0
2024-07-03,328.26,331.41,328.26,330.61,328.090652685851,1352181,0.0,1.0
2024-07-02,328.0,330.09,325.58,327.76,325.262370540258,2119862,0.0,1.0
2024-07-01,335.11,335.29,325.37,329.08,326.572311744532,2950343,0.0,1.0
2024-06-28,328.51,334.19,328.32,333.1,330.56167813937,8891479,0.0,1.0
2024-06-27,326.03,329.23,324.67,327.46,324.964656630195,1995103,0.0,1.0
2024-06-26,326.25,327.71,323.78,326.73,324.240219449043,2198622,0.0,1.0
2024-06-25,328.01,329.47,324.37,327.4,324.905113848183,2995905,0.0,1.0
2024-06-24,329.36,333.67,326.07,330.0,327.485301068724,2447399,0.0,1.0
2024-06-21,330.53,330.55,326.18,327.84,325.341760916274,8265206,0.0,1.0
2024-06-20,325.06,331.1,324.58,329.13,326.621930729543,4463440,0.0,1.0
2024-06-18,323.05,325.6,321.0,325.14,322.662335725712,3275381,0.0,1.0
2024-06-17,321.47,323.84,318.88,322.4,319.943215347141,3198913,0.0,1.0
2024-06-14,321.39,322.675,315.85,321.47,319.020302225948,4195333,0.0,1.0
2024-06-13,327.5,327.89,321.45,326.36,323.873038959966,3183935,0.0,1.0
2024-06-12,333.15,335.17,326.0,328.73,326.22497884946,4817488,0.0,1.0
2024-06-11,327.76,328.64,323.725,327.31,324.815799675164,3247002,0.0,1.0
2024-06-10,328.71,331.91,328.44,329.61,327.098272985643,2640555,0.0,1.0
2024-06-07,326.2,332.8799,323.7176,328.94,326.433378586503,2499318,0.0,1.0
2024-06-06,330.22,331.03,327.09,328.29,325.788331781368,2452154,0.0,1.0
2024-06-05,329.48,331.27,326.7,329.45,326.939492233609,2616330,0.0,1.0
2024-06-04,328.71,330.33,324.5001,327.57,325.073818397218,3706638,0.0,1.0
2024-06-03,340.87,341.4,325.75,331.36,328.834937461007,3878646,0.0,1.0
2024-05-31,339.34,340.885,335.06,338.52,335.940376114498,8319505,0.0,1.0
2024-05-30,338.47,344.55,338.47,339.25,336.66481329565,2746084,0.0,1.0
2024-05-29,345.0,345.31,337.72,338.11,335.533500437413,3040026,0.0,1.0
2024-05-28,348.0,349.2317,344.4,346.47,343.829794731154,2264877,0.0,1.0
2024-05-24,352.64,353.91,346.68,348.9,346.24127740266,2635223,0.0,1.0
2024-05-23,360.4,361.34,348.79,350.7,348.027560863035,2749157,0.0,1.0
2024-05-22,358.5,359.2,352.56,355.94,353.227630492126,2104298,0.0,1.0
2024-05-21,362.26,363.24,357.5,359.07,356.333778953778,1841136,0.0,1.0
2024-05-20,356.4,364.4299,354.77,362.75,359.985736250544,2247917,0.0,1.0
2024-05-17,352.97,356.41,351.56,356.27,353.555115793195,2104332,0.0,1.0
2024-05-16,356.75,358.77,349.61,350.72,348.047408457039,2821686,0.0,1.0
2024-05-15,361.47,363.31,358.12,360.04,357.29638726298,1913878,0.0,1.0
2024-05-14,357.72,360.61,357.03,358.18,355.450561020593,1563528,0.0,1.0
2024-05-13,354.8,358.55,354.37,356.68,353.96199147028,2051224,0.0,1.0
2024-05-10,355.0,357.51,353.5226,354.79,352.086393836887,2210787,0.0,1.0
2024-05-09,345.92,352.88,345.43,351.78,349.09933093926,3208947,0.0,1.0
2024-05-08,340.0,346.27,338.74,344.5,341.874806721744,2260496,0.0,1.0
2024-05-07,344.47,348.54,343.395,345.0,342.370996571848,1965752,0.0,1.0
2024-05-06,340.87,342.5499,339.7,342.1,339.493095441244,1653860,0.0,1.0
2024-05-03,338.09,341.61,334.98,336.75,334.18386404513,1977087,0.0,1.0
2024-05-02,333.52,336.16,329.25,335.44,332.883846637857,2492004,0.0,1.0
2024-05-01,333.38,338.495,330.74,331.07,328.547147347947,3520821,0.0,1.0
2024-04-30,347.02,347.77,333.12,334.57,332.020476298676,4201677,0.0,1.0
2024-04-29,343.98,350.9499,343.98,349.8,347.134419132847,2213594,0.0,1.0
2024-04-26,338.44,345.5,338.33,343.38,340.76334145751,3324630,0.0,1.0
2024-04-25,330.44,341.94,330.32,338.0,335.42433867039,6459595,0.0,1.0
2024-04-24,363.95,368.17,358.895,363.52,360.749868619705,3032711,0.0,1.0
2024-04-23,360.0,365.52,359.04,363.25,360.481926100648,1810693,0.0,1.0
2024-04-22,356.1,362.0,353.24,357.61,354.884904591474,2085356,0.0,1.0
2024-04-19,358.29,360.95,352.14,354.66,351.95738447586,2929591,1.3,1.0
2024-04-18,361.15,363.48,356.1677,357.93,353.905232681887,2380716,0.0,1.0
2024-04-17,362.65,362.91,352.88,358.32,354.290847301354,2313776,0.0,1.0
2024-04-16,363.02,363.455,357.18,359.88,355.833305779223,2514069,0.0,1.0
2024-04-15,372.97,374.46,362.1101,363.91,359.817990180386,2170956,0.0,1.0
2024-04-12,368.64,372.8425,362.68,365.63,361.51864952778,2072870,0.0,1.0
2024-04-11,372.63,373.37,366.9,371.98,367.797246537055,2535736,0.0,1.0
2024-04-10,366.2,372.62,364.39,372.07,367.886234526163,2148522,0.0,1.0
2024-04-09,375.03,377.16,365.51,371.9,367.718146102293,2023462,0.0,1.0
2024-04-08,379.11,382.01,372.89,373.47,369.270492134507,2689034,0.0,1.0
2024-04-05,372.5,381.0,371.79,379.3,375.034936317827,2066322,0.0,1.0
2024-04-04,377.37,381.03,368.88,369.79,365.631872135431,2488163,0.0,1.0
2024-04-03,365.49,376.07,364.6,375.79,371.564404742621,2618575,0.0,1.0
2024-04-02,362.31,364.99,361.48,364.83,360.727645180155,1967217,0.0,1.0
2024-04-01,367.48,367.93,362.64,363.74,359.649901756515,1922595,0.0,1.0
2024-03-28,364.62,367.22,363.53,366.43,362.309653875405,2028629,0.0,1.0
2024-03-27,358.72,364.81,357.8783,364.65,360.549669201939,2262845,0.0,1.0
2024-03-26,356.46,359.587,356.0,356.39,352.382549312708,1637312,0.0,1.0
2024-03-25,356.96,358.87,355.03,355.95,351.947496921514,1774760,0.0,1.0
2024-03-22,364.6,365.52,357.86,358.11,354.083208660102,2051989,0.0,1.0
2024-03-21,357.67,365.2,356.72,364.56,360.460681212831,2616273,0.0,1.0
2024-03-20,351.12,358.18,348.14,356.45,352.44187463878,2563949,0.0,1.0
2024-03-19,351.6,354.0,349.62,353.9,349.920548280724,2207751,0.0,1.0
2024-03-18,348.08,353.34,347.86,351.9,347.943037411661,2528184,0.0,1.0
2024-03-15,342.97,347.29,341.15,346.97,343.068473119421,4406009,0.0,1.0
2024-03-14,344.55,346.84,338.94,341.92,338.075258175036,2108046,0.0,1.0
2024-03-13,338.14,343.1,337.39,341.52,337.679756001224,1817749,0.0,1.0
2024-03-12,335.28,338.39,332.74,337.24,333.447882741428,1610439,0.0,1.0
2024-03-11,337.0,338.21,331.53,334.97,331.203407905042,1862722,0.0,1.0
2024-03-08,342.07,344.5,338.1,339.19,335.375955838765,2307423,0.0,1.0
2024-03-07,338.51,342.34,338.43,340.22,336.394373936333,1732485,0.0,1.0
2024-03-06,336.25,337.73,334.16,335.63,331.855986491833,1542427,0.0,1.0
2024-03-05,335.42,338.99,331.7401,333.53,329.779600079316,2029966,0.0,1.0
2024-03-04,335.6,340.26,334.79,338.65,334.842027904118,1551197,0.0,1.0
2024-03-01,334.0,337.77,333.6,336.7,332.913954806781,1815536,0.0,1.0
2024-02-29,331.0,334.89,330.1,333.96,330.204764916165,2699773,0.0,1.0
2024-02-28,327.39,331.68,326.99,329.56,325.854241004226,1471162,0.0,1.0
2024-02-27,326.98,327.945,323.77,327.63,323.94594301558,1640875,0.0,1.0
2024-02-26,323.65,327.24,322.25,325.38,321.721243287884,1650017,0.0,1.0
2024-02-23,323.0,325.08,322.05,323.88,320.238110136087,1575227,0.0,1.0
2024-02-22,321.0,323.37,320.34,322.09,318.468237908275,1875783,0.0,1.0
2024-02-21,312.9,317.82,312.9,317.14,313.573898507344,1780222,0.0,1.0
2024-02-20,317.26,319.0,312.74,313.74,310.212130029936,2701572,0.0,1.0
2024-02-16,323.72,328.3,321.44,321.91,318.290261930059,2513347,0.0,1.0
2024-02-15,315.95,323.21,315.46,323.07,319.437218234116,2362937,0.0,1.0
2024-02-14,316.01,317.85,313.97,316.71,313.148733670495,1887095,0.0,1.0
2024-02-13,315.79,316.0,310.79,312.84,309.322250138858,2923359,0.0,1.0
2024-02-12,317.21,323.09,316.51,321.63,318.013410408391,2483602,0.0,1.0
2024-02-09,322.0,322.33,315.57,317.16,313.593673616034,2823170,0.0,1.0
2024-02-08,324.67,326.43,321.4201,322.0,318.379249919167,1986100,0.0,1.0
2024-02-07,322.94,327.82,321.1,323.59,319.951371060072,3202982,0.0,1.0
2024-02-06,323.19,327.43,319.07,322.72,319.09115383203,2826394,0.0,1.0
2024-02-05,334.87,334.87,315.91,321.4,317.785996658448,6557542,0.0,1.0
2024-02-02,307.0,317.37,305.995,315.09,311.546949866554,4661484,0.0,1.0
2024-02-01,303.24,308.07,301.94,307.69,304.23015965102,3196264,0.0,1.0
2024-01-31,305.57,305.75,299.93,300.31,296.933144544177,2812955,0.0,1.0
2024-01-30,300.51,305.73,300.51,304.76,301.333106227843,2150444,0.0,1.0
2024-01-29,299.02,303.7,297.45,303.25,299.8400855217,2101353,0.0,1.0
2024-01-26,301.0,302.98,298.66,299.43,296.06303976179,2920474,0.0,1.0
2024-01-25,294.0,303.31,293.13,300.77,297.387972044062,4647055,0.0,1.0
2024-01-24,290.84,292.61,288.34,290.68,287.411429709638,2762769,0.0,1.0
2024-01-23,290.5,292.88,287.52,288.83,285.582232155755,1866294,0.0,1.0
2024-01-22,286.1,290.59,286.1,288.67,285.42403128623,2072329,0.0,1.0
2024-01-19,282.32,286.08,278.95,285.28,282.072150363168,3115987,1.3,1.0
2024-01-18,280.02,282.53,277.6601,281.9,277.465765885187,2479261,0.0,1.0
2024-01-17,278.83,282.02,276.94,278.63,274.247202371727,3789153,0.0,1.0
2024-01-16,288.88,290.205,285.6,287.23,282.71192598511,3140086,0.0,1.0
2024-01-12,295.27,295.83,288.93,290.41,285.841905181686,1955694,0.0,1.0
2024-01-11,294.6,295.595,289.41,292.06,287.46595099123,1941352,0.0,1.0
2024-01-10,292.15,294.55,291.4612,293.35,288.735659533238,2048021,0.0,1.0
2024-01-09,289.23,292.36,288.0,292.29,287.692333134379,1974507,0.0,1.0
2024-01-08,287.56,292.68,285.24,292.25,287.652962326875,2369129,0.0,1.0
2024-01-05,286.25,291.0,285.47,288.93,284.385185304034,2393342,0.0,1.0
2024-01-04,284.41,288.22,283.79,286.1,281.599700673118,2995437,0.0,1.0
2024-01-03,288.39,288.925,283.315,284.3,279.828014335434,3043399,0.0,1.0
2024-01-02,293.43,296.64,291.35,292.71,288.105726613172,2433125,0.0,1.0
2023-12-29,296.85,298.235,293.2,295.67,291.019166368476,2300643,0.0,1.0
2023-12-28,297.1,299.2,296.04,296.88,292.210133295475,2267452,0.0,1.0
2023-12-27,295.63,299.15,294.73,298.12,293.430628328102,1841830,0.0,1.0
2023-12-26,291.59,297.0899,291.0001,295.63,290.979795560972,2019046,0.0,1.0
2023-12-22,290.31,292.83,288.91,290.36,285.792691672306,2833962,0.0,1.0
2023-12-21,289.9,290.73,286.6,290.07,285.507253317901,3209389,0.0,1.0
2023-12-20,291.93,298.27,289.52,289.71,285.152916050364,3818414,0.0,1.0
2023-12-19,286.8,293.03,286.16,292.96,288.351794160073,3206313,0.0,1.0
2023-12-18,286.74,288.8763,284.57,285.71,281.215835299953,2691728,0.0,1.0
2023-12-15,280.1,286.85,279.9799,285.74,281.245363405582,7321193,0.0,1.0
2023-12-14,272.45,285.46,270.55,285.17,280.684329398648,6464060,0.0,1.0
2023-12-13,261.4,268.23,259.28,267.97,263.754882171882,3708327,0.0,1.0
2023-12-12,259.99,262.49,259.12,261.43,257.317755144961,2375743,0.0,1.0
2023-12-11,259.84,262.24,259.5,260.92,256.815777349284,2898544,0.0,1.0
2023-12-08,257.38,261.64,257.0,259.5,255.418113682888,3258348,0.0,1.0
2023-12-07,257.21,259.38,255.8097,257.41,253.360988990798,2162534,0.0,1.0
2023-12-06,256.8,261.01,255.5717,255.97,251.943639920651,3511343,0.0,1.0
2023-12-05,253.78,257.2,253.78,255.19,251.175909174321,2682372,0.0,1.0
2023-12-04,253.57,255.53,252.42,254.75,250.742830291775,3028712,0.0,1.0
2023-12-01,251.91,257.44,251.01,256.76,252.721213368857,3731480,0.0,1.0
2023-11-30,251.04,251.5,247.84,250.72,246.776221435737,3210495,0.0,1.0
2023-11-29,249.68,251.58,248.31,249.45,245.526198297481,2224796,0.0,1.0
2023-11-28,247.74,248.87,246.01,247.5,243.606871431656,2150011,0.0,1.0
2023-11-27,246.96,248.215,246.32,247.39,243.49860171102,1743468,0.0,1.0
2023-11-24,246.75,248.9,246.7,247.36,243.469073605392,982235,0.0,1.0
2023-11-22,241.84,247.63,241.81,246.01,242.140308852128,3594076,0.0,1.0
2023-11-21,249.44,249.8538,248.32,249.41,245.486827489977,1765468,0.0,1.0
2023-11-20,252.61,252.9,248.66,250.45,246.510468485084,2661794,0.0,1.0
2023-11-17,250.09,254.26,250.0,253.07,249.089256376603,3438183,0.0,1.0
2023-11-16,250.5,252.92,246.6,248.21,244.305703264854,2625013,0.0,1.0
2023-11-15,249.52,252.925,248.6,251.09,247.14040140515,3740063,0.0,1.0
2023-11-14,246.75,249.5499,244.69,247.86,243.961208699193,3441793,0.0,1.0
2023-11-13,238.88,243.31,238.88,241.67,237.868576237933,3035714,0.0,1.0
2023-11-10,235.34,240.15,234.62,239.68,235.909878564603,2525979,0.0,1.0
2023-11-09,237.44,239.28,233.82,234.15,230.466864427161,2708931,0.0,1.0
2023-11-08,236.0,237.79,234.445,234.82,231.126325452855,2532451,0.0,1.0
2023-11-07,234.58,237.14,233.57,234.92,231.224752471615,4073958,0.0,1.0
2023-11-06,241.51,242.92,236.3607,238.28,234.53190030196,2891529,0.0,1.0
2023-11-03,241.51,244.2393,238.18,240.75,236.963047665338,3929453,0.0,1.0
2023-11-02,235.8,239.59,232.88,239.12,235.358687259546,7749892,0.0,1.0
2023-11-01,225.11,232.65,223.9244,231.83,228.183357591923,4932814,0.0,1.0
2023-10-31,227.65,230.54,223.76,226.05,222.494275907579,12093251,0.0,1.0
2023-10-30,240.94,243.6,239.18,242.16,238.350868629858,4478283,0.0,1.0
2023-10-27,243.05,243.915,237.86,238.56,234.807495954488,3229943,0.0,1.0
2023-10-26,245.53,246.73,240.41,242.43,238.616621580511,3859150,0.0,1.0
2023-10-25,249.87,250.77,244.5,244.94,241.087139751393,2542399,0.0,1.0
2023-10-24,250.25,251.72,247.25,249.55,245.624625316242,2304815,0.0,1.0
2023-10-23,247.63,251.61,246.56,247.32,243.429702797888,3193201,0.0,1.0
2023-10-20,251.31,253.49,248.158,249.2,245.280130750581,3103477,1.3,1.0
2023-10-19,257.91,260.0,251.76,252.89,247.620328405247,3849996,0.0,1.0
2023-10-18,268.5,269.0,258.75,259.22,253.818425122417,4257056,0.0,1.0
2023-10-17,268.58,275.56,268.58,272.65,266.968573449684,2110205,0.0,1.0
2023-10-16,272.12,273.972,269.58,270.79,265.147331760278,1678588,0.0,1.0
2023-10-13,270.49,273.9399,266.1,267.94,262.356719494254,1918648,0.0,1.0
2023-10-12,273.8,273.8,266.19,269.61,263.991920365924,1910506,0.0,1.0
2023-10-11,273.53,274.4079,269.9,272.83,267.144822645433,1538219,0.0,1.0
2023-10-10,272.65,275.0957,271.83,273.21,267.516904280903,2009107,0.0,1.0
2023-10-09,266.04,271.61,264.6508,271.3,265.646704481567,1640764,0.0,1.0
2023-10-06,261.57,268.4185,258.27,266.04,260.496311316904,2293464,0.0,1.0
2023-10-05,263.9,265.94,260.43,260.8,255.365501396213,2639337,0.0,1.0
2023-10-04,267.5,267.82,262.78,265.03,259.507357496313,2970215,0.0,1.0
2023-10-03,271.21,273.58,267.54,268.97,263.365256558817,2188005,0.0,1.0
2023-10-02,272.64,276.81,270.24,271.72,266.057952604981,1778235,0.0,1.0
2023-09-29,279.08,279.55,271.36,273.0,267.311280219196,2257825,0.0,1.0
2023-09-28,273.49,278.25,272.22,276.24,270.483765742676,1994725,0.0,1.0
2023-09-27,271.0,274.23,269.2,272.71,267.0273231816,1991541,0.0,1.0
2023-09-26,271.15,273.42,269.15,269.52,263.90379576805,1756427,0.0,1.0
2023-09-25,270.75,274.83,270.07,274.27,268.554816211424,1257517,0.0,1.0
2023-09-22,272.01,275.1,271.61,273.06,267.370029951112,1708570,0.0,1.0
2023-09-21,276.21,276.21,271.6,272.03,266.361492886549,2278483,0.0,1.0
2023-09-20,281.5,286.5985,278.08,278.61,272.80438015337,2382011,0.0,1.0
2023-09-19,280.08,283.5,277.65,279.67,273.842292083892,2313534,0.0,1.0
2023-09-18,279.06,282.75,278.85,280.94,275.08582807612,1363218,0.0,1.0
2023-09-15,281.87,281.87,277.33,279.15,273.333127740617,4940871,0.0,1.0
2023-09-14,279.0,283.175,277.83,282.56,276.672070837861,2660520,0.0,1.0
2023-09-13,280.21,282.74,273.0301,275.92,270.170433839123,2119256,0.0,1.0
2023-09-12,280.26,284.715,279.82,281.81,275.937699188907,1587363,0.0,1.0
2023-09-11,284.56,285.0,279.95,282.05,276.172698116572,1515311,0.0,1.0
2023-09-08,281.57,283.39,279.12,282.28,276.397905422251,1241276,0.0,1.0
2023-09-07,280.93,283.48,277.6509,281.43,275.565617553437,1593373,0.0,1.0
2023-09-06,280.42,284.47,279.04,282.9,277.004985985386,1688876,0.0,1.0
2023-09-05,286.34,289.41,281.38,281.63,275.761449993158,2515636,0.0,1.0
2023-09-01,284.8,287.07,283.65,286.25,280.285179350713,2336591,0.0,1.0
2023-08-31,283.64,284.805,280.84,281.13,275.271868893855,2579127,0.0,1.0
2023-08-30,280.03,283.81,279.81,282.33,276.446863532181,1431019,0.0,1.0
2023-08-29,275.0,280.13,273.43,280.03,274.19479047539,2065754,0.0,1.0
2023-08-28,273.5,276.999,273.035,274.79,269.063980554699,1550820,0.0,1.0
2023-08-25,271.52,273.62,268.83,272.56,266.880448851809,1291666,0.0,1.0
2023-08-24,271.6,274.69,269.2,269.3,263.688380084357,1433718,0.0,1.0
2023-08-23,270.3,273.76,269.1101,273.03,267.340655085154,1677971,0.0,1.0
2023-08-22,273.94,274.1299,269.67,270.2,264.569626063101,1669867,0.0,1.0
2023-08-21,274.75,276.235,268.8,272.75,267.066489669544,2207586,0.0,1.0
2023-08-18,273.01,275.69,271.11,273.8,268.09460997808,2532964,0.0,1.0
2023-08-17,277.02,279.55,274.66,275.17,269.436062190169,2534718,0.0,1.0
2023-08-16,277.0,281.71,274.085,274.51,268.789815139089,2831256,0.0,1.0
2023-08-15,282.52,282.64,277.05,277.37,271.5902190271,2593607,0.0,1.0
2023-08-14,284.06,285.6,281.27,284.54,278.610811991099,2194187,0.0,1.0
2023-08-11,283.94,286.04,282.61,285.22,279.27664228615,1874273,0.0,1.0
2023-08-10,284.49,287.66,281.19,283.82,277.905815208103,2647229,0.0,1.0
2023-08-09,284.66,287.12,283.88,284.53,278.601020369113,3088597,0.0,1.0
2023-08-08,278.0,283.95,274.78,282.89,276.9951943634,2519489,0.0,1.0
2023-08-07,277.12,281.96,275.89,281.65,275.78103323713,2438200,0.0,1.0
2023-08-04,283.2,283.5,275.36,276.44,270.679598182397,3888182,0.0,1.0
2023-08-03,285.54,287.94,281.05,281.45,275.585200797409,4745711,0.0,1.0
2023-08-02,287.75,293.88,286.09,287.57,281.577673452872,6290294,0.0,1.0
2023-08-01,272.75,288.78,270.5,288.65,282.635168627366,11830412,0.0,1.0
2023-07-31,262.75,265.21,261.66,265.17,259.644440204118,3576780,0.0,1.0
2023-07-28,259.93,262.98,258.99,260.43,255.003211382729,2104855,0.0,1.0
2023-07-27,258.97,261.1,256.8226,258.3,252.917595899701,2284531,0.0,1.0
2023-07-26,260.53,262.54,257.25,258.32,252.937179143673,2622804,0.0,1.0
2023-07-25,260.1,263.88,259.44,262.06,256.599245766456,2016647,0.0,1.0
2023-07-24,258.3,262.44,258.1,259.37,253.965299452208,2195493,0.0,1.0
2023-07-21,261.75,261.76,257.51,257.65,252.281140470607,2249852,0.0,1.0
2023-07-20,264.17,265.4,260.44,261.09,255.649458433809,2102305,0.0,1.0
2023-07-19,260.14,262.92,259.7,262.75,257.274867683493,2771896,1.3,1.0
2023-07-18,257.63,264.16,256.93,263.81,257.041025728394,3833380,0.0,1.0
2023-07-17,254.27,258.85,252.01,257.46,250.853957333051,2674932,0.0,1.0
