,CAT_Open,CAT_High,CAT_Low,CAT_Close,CAT_Adj Close,CAT_Volume,CAT_Dividend Amount,CAT_Split Coefficient
2019-04-10,137.16,138.21,136.28,137.53,120.667541279842,3310886,0.0,1.0
2019-04-09,138.65,138.91,136.07,136.35,119.632220268352,3316822,0.0,1.0
2019-04-08,140.0,140.12,138.61,139.82,122.676765954682,2497583,0.0,1.0
2019-04-05,141.1,141.15,139.92,140.36,123.150556926042,2812451,0.0,1.0
2019-04-04,139.14,140.87,139.0,140.13,122.94875706787,2988945,0.0,1.0
2019-04-03,139.85,140.55,138.41,139.26,122.185427169568,4821813,0.0,1.0
2019-04-02,140.15,140.69,139.23,140.19,123.001400509133,2529038,0.0,1.0
2019-04-01,137.69,140.37,136.32,140.25,123.054043950395,5081522,0.0,1.0
2019-03-29,134.0,136.28,133.62,135.49,118.877664276927,4681573,0.0,1.0
2019-03-28,131.9,132.8,131.16,132.37,116.140205331292,2487176,0.0,1.0
2019-03-27,132.27,132.47,130.25,131.2,115.113658226679,2378318,0.0,1.0
2019-03-26,132.69,133.56,131.13,131.84,115.67518826681,2638304,0.0,1.0
2019-03-25,129.59,132.0,129.23,131.38,115.271588550466,3199920,0.0,1.0
2019-03-22,132.99,133.3,129.49,129.77,113.858989543264,5745823,0.0,1.0
2019-03-21,132.16,134.6,132.01,134.06,117.622995593511,2635695,0.0,1.0
2019-03-20,133.83,134.15,132.06,133.01,116.701735371423,3522060,0.0,1.0
2019-03-19,135.35,135.71,133.51,134.15,117.701960755404,3315928,0.0,1.0
2019-03-18,132.7,134.2,132.53,134.1,117.658091221019,4095418,0.0,1.0
2019-03-15,133.87,134.53,131.98,132.67,116.403422537603,7049923,0.0,1.0
2019-03-14,132.84,134.07,132.02,133.69,117.298361039061,3742487,0.0,1.0
2019-03-13,133.98,134.31,132.69,133.5,117.131656808397,4285187,0.0,1.0
2019-03-12,133.24,133.38,131.92,132.48,116.23671830694,4208776,0.0,1.0
2019-03-11,131.91,133.4,131.6,133.11,116.789474440193,3914781,0.0,1.0
2019-03-08,130.5,132.13,130.23,131.35,115.245266829835,4237956,0.0,1.0
2019-03-07,134.38,134.81,131.62,132.8,116.517483327005,4290794,0.0,1.0
2019-03-06,137.54,137.66,134.73,134.83,118.298586423043,3886033,0.0,1.0
2019-03-05,138.06,138.46,137.0,137.14,120.325358911637,3122878,0.0,1.0
2019-03-04,138.8,139.77,137.1,138.35,121.387001643758,3859825,0.0,1.0
2019-03-01,138.86,139.5,136.94,137.47,120.614897838579,3810952,0.0,1.0
2019-02-28,138.55,139.0,137.14,137.34,120.500837049178,4023970,0.0,1.0
2019-02-27,137.86,139.64,137.14,139.58,122.466192189634,3441015,0.0,1.0
2019-02-26,136.53,139.03,135.27,137.98,121.062367089308,7275601,0.0,1.0
2019-02-25,140.99,142.55,140.18,141.41,124.071817148131,4444059,0.0,1.0
2019-02-22,138.78,139.69,137.93,138.68,121.6765405707,3485007,0.0,1.0
2019-02-21,139.75,140.98,138.41,138.88,121.852018708241,4051065,0.0,1.0
2019-02-20,136.39,140.69,136.34,140.31,123.106687391657,6199038,0.0,1.0
2019-02-19,135.35,136.98,135.0,135.8,119.149655390115,3881321,0.0,1.0
2019-02-15,134.1,136.25,133.68,136.2,119.500611665196,5217523,0.0,1.0
2019-02-14,131.78,133.25,131.27,132.62,116.359553003218,2877504,0.0,1.0
2019-02-13,134.2,134.31,132.45,133.1,116.780700533316,3189564,0.0,1.0
2019-02-12,130.26,133.56,130.0,132.67,116.403422537603,4505567,0.0,1.0
2019-02-11,128.95,130.07,128.69,128.93,113.121981365593,2648527,0.0,1.0
2019-02-08,127.48,128.6,126.55,128.6,112.832442438651,3135042,0.0,1.0
2019-02-07,129.29,130.44,127.36,128.78,112.990372762437,3682114,0.0,1.0
2019-02-06,131.27,132.1,130.36,130.54,114.534580372795,3098186,0.0,1.0
2019-02-05,130.63,132.1,130.6,132.0,115.815570776842,3614480,0.0,1.0
2019-02-04,130.88,131.31,130.1,130.88,114.832893206614,4541720,0.0,1.0
2019-02-01,133.03,133.86,130.11,130.91,114.859214927245,5646683,0.0,1.0
2019-01-31,130.32,133.34,129.04,133.16,116.833343974578,6643296,0.0,1.0
2019-01-30,127.93,131.35,126.31,130.11,114.157302377083,7181643,0.0,1.0
2019-01-29,125.61,128.39,125.61,126.53,111.016243715105,8550767,0.0,1.0
2019-01-28,126.99,127.8,123.15,124.37,109.121079829666,17421413,0.0,1.0
2019-01-25,134.77,136.89,133.89,136.86,120.07968951908,6429391,0.0,1.0
2019-01-24,131.41,132.99,131.2,132.73,116.456065978866,3943630,0.0,1.0
2019-01-23,133.04,133.49,130.15,131.82,115.657640453056,3123553,0.0,1.0
2019-01-22,134.93,134.94,131.17,132.24,116.026144541891,5188724,0.0,1.0
2019-01-18,135.1,137.72,133.66,136.6,119.851567940278,6122435,0.86,1.0
2019-01-17,130.47,135.9,129.16,134.54,117.305615820493,6878543,0.0,1.0
2019-01-16,130.76,132.52,130.24,131.66,114.794539757143,3636946,0.0,1.0
2019-01-15,132.11,133.11,129.56,130.69,113.948795388585,3224080,0.0,1.0
2019-01-14,130.31,132.39,129.13,131.8,114.916605954667,4482291,0.0,1.0
2019-01-11,131.08,132.32,130.05,132.1,115.178176377933,2908649,0.0,1.0
2019-01-10,128.61,133.12,127.25,132.96,115.928011591294,3418501,0.0,1.0
2019-01-09,131.09,132.22,129.91,130.27,113.582596796013,4865583,0.0,1.0
2019-01-08,129.9,131.5,128.23,129.77,113.14664609057,4202624,0.0,1.0
2019-01-07,128.59,129.6,126.7,128.23,111.803917917807,4653643,0.0,1.0
2019-01-04,124.17,128.59,123.7,128.15,111.734165804936,5456893,0.0,1.0
2019-01-03,125.31,125.5,120.44,121.51,105.944740436659,6166080,0.0,1.0
2019-01-02,124.03,127.88,123.0,126.38,110.19090030767,4783227,0.0,1.0
2018-12-31,126.6,128.11,124.5,127.07,110.79251228118,3455212,0.0,1.0
2018-12-28,127.13,128.25,125.05,125.61,109.519536221288,3813468,0.0,1.0
2018-12-27,121.8,126.69,120.93,126.67,110.443751716826,4599003,0.0,1.0
2018-12-26,118.0,124.77,116.09,124.76,108.778420022036,5093650,0.0,1.0
2018-12-24,118.17,119.59,116.67,116.95,101.968870003022,2986593,0.0,1.0
2018-12-21,121.73,123.73,119.57,120.07,104.689202404984,10034138,0.0,1.0
2018-12-20,121.74,124.54,120.76,121.55,105.979616493094,7563505,0.0,1.0
2018-12-19,125.07,128.95,120.8,122.33,106.659699593585,6416488,0.0,1.0
2018-12-18,125.87,128.75,123.6,124.27,108.351188330702,5377858,0.0,1.0
2018-12-17,126.8,127.65,123.68,124.47,108.525568612879,5662303,0.0,1.0
2018-12-14,123.42,127.74,123.15,126.77,110.530941857915,4483281,0.0,1.0
2018-12-13,126.45,129.11,125.04,125.9,109.772387630445,4544124,0.0,1.0
2018-12-12,125.74,127.97,125.1,125.37,109.310279882676,5544111,0.0,1.0
2018-12-11,127.18,127.98,122.25,123.24,107.45312987749,4449915,0.0,1.0
2018-12-10,122.41,124.37,121.16,123.39,107.583915089123,5970888,0.0,1.0
2018-12-07,129.1,129.98,122.75,123.55,107.723419314865,6413735,0.0,1.0
2018-12-06,125.22,128.69,124.05,128.37,111.925984115331,6595164,0.0,1.0
2018-12-04,138.08,138.08,129.04,129.32,112.754290455672,8113409,0.0,1.0
2018-12-03,141.88,142.41,138.53,138.95,121.150701042496,9360785,0.0,1.0
2018-11-30,130.05,135.97,129.84,135.67,118.290864414793,8458179,0.0,1.0
2018-11-29,130.8,130.91,127.59,130.23,113.547720739578,4999622,0.0,1.0
2018-11-28,125.3,130.78,123.84,130.77,114.018547501456,5745197,0.0,1.0
2018-11-27,124.0,124.6,122.39,124.6,108.638915796294,4049366,0.0,1.0
2018-11-26,123.65,125.79,123.16,124.8,108.813296078471,4696631,0.0,1.0
2018-11-23,121.96,124.05,121.57,122.32,106.650980579476,3130084,0.0,1.0
2018-11-21,122.82,126.22,122.51,123.87,108.002427766348,4759707,0.0,1.0
2018-11-20,123.85,123.97,121.23,122.27,106.607385508932,7746223,0.0,1.0
2018-11-19,129.15,129.49,125.6,125.98,109.842139743316,5385634,0.0,1.0
2018-11-16,128.79,131.92,128.05,129.96,113.312307358639,5957745,0.0,1.0
2018-11-15,124.32,130.28,123.13,129.42,112.841480596761,5815233,0.0,1.0
2018-11-14,127.27,129.0,123.73,125.1,109.074866501737,5516285,0.0,1.0
2018-11-13,125.5,129.79,125.28,125.96,109.824701715098,5820210,0.0,1.0
2018-11-12,127.18,128.41,124.59,125.0,108.987676360648,5870147,0.0,1.0
2018-11-09,129.59,129.6,125.73,126.91,110.653008055439,7248374,0.0,1.0
2018-11-08,133.83,134.7,130.9,131.39,114.559126376204,6269387,0.0,1.0
2018-11-07,133.52,135.22,130.88,135.1,117.793880610588,7551915,0.0,1.0
2018-11-06,126.4,129.5,126.31,129.33,112.763009469781,4728241,0.0,1.0
2018-11-05,126.09,126.95,124.55,126.41,110.217057349996,4844204,0.0,1.0
2018-11-02,127.05,128.3,124.26,125.79,109.676478475247,7683944,0.0,1.0
2018-11-01,122.59,125.23,120.94,124.7,108.726105937383,10138880,0.0,1.0
2018-10-31,119.41,122.89,119.26,121.32,105.779079168591,10341317,0.0,1.0
2018-10-30,114.0,117.74,113.1,117.46,102.413539722574,8057620,0.0,1.0
2018-10-29,116.88,118.35,112.06,113.98,99.3793228126934,8069615,0.0,1.0
2018-10-26,114.1,116.43,112.36,115.05,100.312257322341,10820432,0.0,1.0
2018-10-25,114.83,117.09,112.5,115.63,100.817960140654,13568902,0.0,1.0
2018-10-24,120.0,121.64,112.25,112.34,97.9494044988417,15304186,0.0,1.0
2018-10-23,119.68,122.5,115.62,118.98,103.738829867119,24113349,0.0,1.0
2018-10-22,132.68,133.13,128.66,128.71,112.222430595032,7858871,0.0,1.0
2018-10-19,136.19,136.93,131.27,131.32,114.498093277442,7055078,0.86,1.0
2018-10-18,140.16,140.8,134.47,135.8,117.633840725349,10250176,0.0,1.0
2018-10-17,143.08,143.52,141.11,141.34,122.432747040655,4807454,0.0,1.0
2018-10-16,143.35,143.89,141.27,143.71,124.485708767599,3573370,0.0,1.0
2018-10-15,142.0,143.18,141.12,141.8,122.831212185969,3741818,0.0,1.0
2018-10-12,144.02,144.4,139.75,142.07,123.065093901697,5596170,0.0,1.0
2018-10-11,142.95,145.89,139.84,140.97,122.11224246725,7608339,0.0,1.0
2018-10-10,148.7,149.17,143.72,143.72,124.494371053367,9419313,0.0,1.0
2018-10-09,152.61,152.61,149.08,149.46,129.466523084026,4996917,0.0,1.0
2018-10-08,151.95,153.66,150.88,153.35,132.836152247661,3463192,0.0,1.0
2018-10-05,156.51,156.81,151.61,153.31,132.80150310459,4955295,0.0,1.0
2018-10-04,158.03,158.55,155.2,156.75,135.781329408678,4131227,0.0,1.0
2018-10-03,156.0,159.37,155.79,158.22,137.05468541653,6043291,0.0,1.0
2018-10-02,152.29,155.38,151.5,154.82,134.109508255513,4344097,0.0,1.0
2018-10-01,153.61,154.5,151.68,152.28,131.909287670517,3736284,0.0,1.0
2018-09-28,152.0,152.91,150.56,152.49,132.091195671639,3600030,0.0,1.0
2018-09-27,153.02,154.05,151.2,152.47,132.073871100103,2674204,0.0,1.0
2018-09-26,153.95,155.15,152.89,153.17,132.680231103842,3096128,0.0,1.0
2018-09-25,154.12,154.5,152.81,154.09,133.477161394471,3454605,0.0,1.0
2018-09-24,156.0,156.1,153.77,154.0,133.399200822561,3844630,0.0,1.0
2018-09-21,156.63,157.29,154.8,156.38,135.460824835274,5932137,0.0,1.0
2018-09-20,155.41,157.72,154.46,156.0,135.131657976101,6774107,0.0,1.0
2018-09-19,149.76,153.11,149.37,152.76,132.325077387367,6000058,0.0,1.0
2018-09-18,147.0,149.28,146.27,149.07,129.128693939086,4496390,0.0,1.0
2018-09-17,144.85,148.06,144.55,146.22,126.659942495292,3827122,0.0,1.0
2018-09-14,145.63,147.2,143.23,144.9,125.516520773955,4699600,0.0,1.0
2018-09-13,145.05,146.46,144.52,145.54,126.070907063088,3670674,0.0,1.0
2018-09-12,141.58,144.75,140.62,144.28,124.979459056358,5630580,0.0,1.0
2018-09-11,140.61,142.45,140.37,142.03,123.030444758626,2583360,0.0,1.0
2018-09-10,141.77,142.51,141.69,142.05,123.047769330161,3069067,0.0,1.0
2018-09-07,140.73,142.14,140.05,141.32,122.415422469119,4173420,0.0,1.0
2018-09-06,140.34,141.87,140.06,141.57,122.631979613312,4588090,0.0,1.0
2018-09-05,138.33,141.1,137.68,140.59,121.783075608077,4579367,0.0,1.0
2018-09-04,137.86,139.0,136.93,138.24,119.747438452668,3955613,0.0,1.0
2018-08-31,138.52,140.22,138.38,138.85,120.275837884498,4552200,0.0,1.0
2018-08-30,141.03,141.47,138.45,139.06,120.457745885619,4773289,0.0,1.0
2018-08-29,142.43,142.59,141.29,141.86,122.883185900575,3369978,0.0,1.0
2018-08-28,143.42,143.77,141.49,142.0,123.004457901323,3234013,0.0,1.0
2018-08-27,139.4,142.38,139.3,142.04,123.039107044393,4770874,0.0,1.0
2018-08-24,137.82,138.55,136.89,138.21,119.721451595365,2565431,0.0,1.0
2018-08-23,139.05,139.17,136.42,136.79,118.491407016352,3905262,0.0,1.0
2018-08-22,140.32,140.7,139.36,139.63,120.951496174378,2209470,0.0,1.0
2018-08-21,139.07,140.96,139.07,139.99,121.263338462015,3021442,0.0,1.0
2018-08-20,139.82,140.55,138.56,138.67,120.119916740679,3311144,0.0,1.0
2018-08-17,135.65,140.21,135.44,139.34,120.700289887115,6611685,0.0,1.0
2018-08-16,133.72,136.55,133.65,136.26,118.032305870664,5539408,0.0,1.0
2018-08-15,133.25,133.25,129.43,132.02,114.359496705159,5682161,0.0,1.0
2018-08-14,135.6,136.4488,134.67,134.92,116.871559577792,3538227,0.0,1.0
2018-08-13,135.92,136.73,134.72,135.02,116.958182435469,3879449,0.0,1.0
2018-08-10,137.52,137.52,134.73,135.92,117.737788154562,6268568,0.0,1.0
2018-08-09,140.1,140.9,138.25,138.52,119.989982454164,3338498,0.0,1.0
2018-08-08,142.32,142.4,139.26,139.71,121.02079446052,3435616,0.0,1.0
2018-08-07,140.61,143.32,140.3,142.38,123.333624760495,4813104,0.0,1.0
2018-08-06,138.52,140.67,137.97,139.48,120.821561887863,3125218,0.0,1.0
2018-08-03,138.2,138.6,137.07,138.51,119.981320168396,3594063,0.0,1.0
2018-08-02,137.07,138.71,135.69,138.01,119.548205880011,4195046,0.0,1.0
2018-08-01,142.97,143.07,138.11,138.54,120.007307025699,6364481,0.0,1.0
2018-07-31,141.97,144.78,140.17,143.8,124.563669339508,7608738,0.0,1.0
2018-07-30,145.71,146.7,139.06,139.75,121.05544360359,13837702,0.0,1.0
2018-07-27,143.95,143.95,140.78,142.56,123.489545904314,4652378,0.0,1.0
2018-07-26,140.75,143.55,140.07,142.58,123.506870475849,5385645,0.0,1.0
2018-07-25,138.0,141.05,136.67,140.48,121.687790464632,5021462,0.0,1.0
2018-07-24,138.9,140.6,137.36,137.97,119.51355673694,5064981,0.0,1.0
2018-07-23,136.62,136.8,135.6,136.28,118.049630442199,3542256,0.0,1.0
2018-07-20,138.36,138.58,136.64,136.82,118.517393873655,5250381,0.0,1.0
2018-07-19,139.57,140.54,139.05,139.42,120.769588173256,3576747,0.86,1.0
2018-07-18,139.0,141.5,138.33,141.12,121.492759359923,4394797,0.0,1.0
2018-07-17,136.98,139.33,136.53,138.95,119.624567127702,3306022,0.0,1.0
2018-07-16,140.88,140.88,137.9,138.08,118.875568398654,3723098,0.0,1.0
2018-07-13,139.54,141.25,139.07,140.75,121.174219670558,2840718,0.0,1.0
2018-07-12,138.5,139.73,136.83,139.42,120.029198625003,4250787,0.0,1.0
2018-07-11,138.13,139.39,135.84,136.76,117.739156533893,5231660,0.0,1.0
2018-07-10,141.61,141.86,140.14,141.25,121.60467871024,3761653,0.0,1.0
2018-07-09,136.22,141.05,136.1,140.97,121.363621648018,5562297,0.0,1.0
2018-07-06,135.11,135.86,133.32,135.41,116.576917126751,3190010,0.0,1.0
2018-07-05,135.01,136.09,134.09,135.81,116.921284358497,3366285,0.0,1.0
2018-07-03,137.0,137.35,133.33,133.83,115.216666561355,1837356,0.0,1.0
2018-07-02,133.8,136.43,133.2,136.29,117.334525036592,3172703,0.0,1.0
2018-06-29,136.61,137.85,135.58,135.67,116.800755827386,4120281,0.0,1.0
2018-06-28,134.18,136.72,132.68,136.03,117.110686335957,4215863,0.0,1.0
2018-06-27,136.77,139.46,134.58,134.61,115.888182663259,5663463,0.0,1.0
2018-06-26,136.75,137.33,135.28,135.54,116.688836477068,4285314,0.0,1.0
2018-06-25,138.86,138.98,135.18,136.58,117.584191279608,6078178,0.0,1.0
2018-06-22,140.9,142.5,139.77,139.94,120.476876026272,5223430,0.0,1.0
2018-06-21,142.25,142.39,139.12,139.53,120.123899613733,5914894,0.0,1.0
2018-06-20,144.22,144.69,141.82,143.13,123.223204699445,4128281,0.0,1.0
2018-06-19,146.0,146.3,142.32,143.3,123.369560772937,6792028,0.0,1.0
2018-06-18,148.42,149.46,147.72,148.68,128.001300039918,3651587,0.0,1.0
2018-06-15,150.85,151.0,148.43,150.02,129.154930266267,8852451,0.0,1.0
2018-06-14,155.7,157.36,152.76,153.14,131.840994673884,3967606,0.0,1.0
2018-06-13,157.18,157.35,154.51,154.71,133.192636058487,4189325,0.0,1.0
2018-06-12,156.45,159.19,156.39,157.49,135.58598831912,2595641,0.0,1.0
2018-06-11,155.19,157.08,154.72,156.3,134.561495804676,2758304,0.0,1.0
2018-06-08,156.19,156.65,155.04,155.32,133.717796086899,3254129,0.0,1.0
2018-06-07,157.11,157.93,155.53,156.29,134.552886623883,3149146,0.0,1.0
2018-06-06,153.65,156.54,153.01,156.51,134.742288601343,3689293,0.0,1.0
2018-06-05,152.4,153.1,152.02,153.01,131.729075323567,2916553,0.0,1.0
2018-06-04,154.79,154.93,152.08,152.5,131.290007103091,2470867,0.0,1.0
2018-06-01,153.3,154.19,152.26,153.52,132.168143544043,2755539,0.0,1.0
2018-05-31,155.3,155.31,151.5,151.91,130.782065436266,4546036,0.0,1.0
2018-05-30,154.6,155.98,153.84,155.46,133.83832461801,2688183,0.0,1.0
2018-05-29,154.26,155.72,152.64,153.62,132.254235351979,3795760,0.0,1.0
2018-05-25,156.92,157.57,155.23,155.85,134.174082668962,2359721,0.0,1.0
2018-05-24,157.21,158.4,156.03,157.7,135.766781115786,2890978,0.0,1.0
2018-05-23,154.65,158.0,153.72,157.74,135.801217838961,4009966,0.0,1.0
2018-05-22,159.03,159.35,156.14,156.2,134.47540399674,3512425,0.0,1.0
2018-05-21,159.26,161.6,158.7,158.92,136.817101172611,5849693,0.0,1.0
2018-05-18,154.15,156.84,154.01,155.71,134.053554137851,3889339,0.0,1.0
2018-05-17,153.7,155.25,152.76,153.69,132.314499617535,2885836,0.0,1.0
2018-05-16,152.55,153.87,152.35,153.8,132.409200606265,2693400,0.0,1.0
2018-05-15,153.82,154.4,151.71,152.59,131.367489730234,4127177,0.0,1.0
2018-05-14,155.61,156.4,154.39,155.28,133.683359363724,3563923,0.0,1.0
2018-05-11,154.25,156.74,153.77,154.86,133.321773770391,3507901,0.0,1.0
2018-05-10,153.2,155.44,152.81,153.97,132.555556679757,3910954,0.0,1.0
2018-05-09,150.75,153.35,150.5,152.61,131.384708091821,4668230,0.0,1.0
2018-05-08,150.65,151.07,148.57,149.93,129.077447639124,3853585,0.0,1.0
2018-05-07,148.18,151.46,148.0,149.82,128.982746650394,6844614,0.0,1.0
2018-05-04,142.24,147.19,141.05,146.37,126.012579276586,4678414,0.0,1.0
2018-05-03,141.69,145.15,138.15,143.78,123.782801451032,7703228,0.0,1.0
2018-05-02,143.99,146.65,143.48,143.86,123.851674897381,4637644,0.0,1.0
2018-05-01,143.08,144.43,140.3,144.42,124.333789021826,5004386,0.0,1.0
2018-04-30,145.21,146.2,143.6,144.36,124.282133937064,4764799,0.0,1.0
2018-04-27,145.67,146.6,144.16,144.72,124.592064445635,3860561,0.0,1.0
2018-04-26,145.32,147.4,144.01,146.31,125.960924191824,6558944,0.0,1.0
2018-04-25,143.83,147.6,142.16,145.19,124.996695942936,9962250,0.0,1.0
2018-04-24,159.75,161.1,143.36,144.44,124.351007383413,24122297,0.0,1.0
2018-04-23,154.65,155.74,152.18,153.99,132.572775041344,5350328,0.0,1.0
2018-04-20,155.25,156.14,152.37,153.25,131.935695662614,4057801,0.78,1.0
2018-04-19,155.39,156.32,153.96,155.7,133.366148248192,4013234,0.0,1.0
2018-04-18,155.19,157.12,154.57,155.95,133.580287856812,3087056,0.0,1.0
2018-04-17,153.34,155.54,153.01,153.31,131.31897358979,3817178,0.0,1.0
2018-04-16,151.74,153.42,150.28,152.14,130.316800221451,3055572,0.0,1.0
2018-04-13,151.75,152.91,148.99,150.23,128.680773611599,3603249,0.0,1.0
2018-04-12,147.64,151.16,147.64,150.14,128.603683352496,3957996,0.0,1.0
2018-04-11,146.68,148.35,146.32,146.79,125.734212596995,3218872,0.0,1.0
2018-04-10,146.75,149.01,145.62,148.09,126.847738561816,4031278,0.0,1.0
2018-04-09,144.8,146.79,142.8,143.08,122.556380805083,4050818,0.0,1.0
2018-04-06,145.77,147.0,140.82,142.99,122.47929054598,5707394,0.0,1.0
2018-04-05,146.51,148.88,146.47,148.13,126.882000899195,4584764,0.0,1.0
2018-04-04,139.88,145.46,138.05,145.18,124.355153517486,6188246,0.0,1.0
2018-04-03,144.8,145.65,142.38,145.06,124.252366505349,4845692,0.0,1.0
2018-04-02,146.44,147.35,141.76,143.89,123.25019313701,5397549,0.0,1.0
2018-03-29,146.21,148.77,145.57,147.38,126.239582073337,4209422,0.0,1.0
2018-03-28,146.99,148.24,143.63,145.16,124.338022348796,4933922,0.0,1.0
2018-03-27,149.9,151.12,145.79,146.99,125.905524283891,4860757,0.0,1.0
2018-03-26,147.82,149.56,145.26,149.19,127.789952839742,5394479,0.0,1.0
2018-03-23,147.7,148.57,143.79,144.29,123.592816510801,6452195,0.0,1.0
2018-03-22,152.87,153.5,146.25,146.9,125.828434024788,7975803,0.0,1.0
2018-03-21,154.16,157.28,153.21,155.8,133.45180409164,3856508,0.0,1.0
2018-03-20,153.0,155.2,152.54,154.06,131.961392415649,3536659,0.0,1.0
2018-03-19,154.24,154.83,150.82,152.15,130.325365805796,5462021,0.0,1.0
2018-03-16,154.32,157.45,153.31,156.46,134.017132658395,10640670,0.0,1.0
2018-03-15,153.18,155.59,151.65,154.57,132.398237217232,4898883,0.0,1.0
2018-03-14,154.8,155.25,151.31,152.54,130.659423595242,4855128,0.0,1.0
2018-03-13,156.3,157.87,153.2,153.69,131.644465794892,4784377,0.0,1.0
2018-03-12,158.24,159.34,153.85,154.5,132.338278126819,4747838,0.0,1.0
2018-03-09,155.12,158.42,154.33,158.25,135.550372256111,4533663,0.0,1.0
2018-03-08,151.73,153.97,150.29,153.59,131.558809951444,3898171,0.0,1.0
2018-03-07,150.0,152.27,148.81,151.51,129.77716840773,5491026,0.0,1.0
2018-03-06,152.64,154.98,151.67,153.75,131.695859300961,5795581,0.0,1.0
2018-03-05,145.15,151.86,144.01,151.12,129.443110618284,8453004,0.0,1.0
2018-03-02,149.13,149.88,145.86,146.38,125.383023638859,9509411,0.0,1.0
2018-03-01,153.67,156.19,148.51,150.23,128.680773611599,9434816,0.0,1.0
2018-02-28,161.5,162.34,154.17,154.63,132.449630723301,7241202,0.0,1.0
2018-02-27,163.26,164.6,161.24,161.26,138.128613143889,4104920,0.0,1.0
2018-02-26,163.05,164.05,161.55,163.69,140.21005013967,6234118,0.0,1.0
2018-02-23,159.4,162.48,159.22,162.41,139.113655343538,4397133,0.0,1.0
2018-02-22,156.41,159.78,156.2,158.86,136.072872901142,4721523,0.0,1.0
2018-02-21,155.7,158.4,155.04,155.23,132.963565783988,4159885,0.0,1.0
2018-02-20,155.17,158.25,154.27,155.56,133.246230067365,5071082,0.0,1.0
2018-02-16,160.13,161.0,156.09,156.29,133.871517724534,5967012,0.0,1.0
2018-02-15,159.8,160.34,157.48,159.98,137.032218347757,4910548,0.0,1.0
2018-02-14,152.39,158.59,152.34,158.06,135.38762615356,5536759,0.0,1.0
2018-02-13,151.25,155.2,151.0,153.97,131.884302156546,5349813,0.0,1.0
2018-02-12,151.87,153.45,150.25,152.29,130.445283986623,5732527,0.0,1.0
2018-02-09,148.71,150.89,142.88,149.21,127.807084008431,9452458,0.0,1.0
2018-02-08,153.85,154.19,145.92,145.99,125.048965849413,8867108,0.0,1.0
2018-02-07,155.36,158.09,154.28,154.34,132.201228777302,7095767,0.0,1.0
2018-02-06,148.07,156.56,146.81,156.41,133.974304736671,13852311,0.0,1.0
2018-02-05,154.93,158.93,142.85,151.08,129.408848280905,11221553,0.0,1.0
2018-02-02,160.77,160.8,156.53,157.49,134.899387845908,7515111,0.0,1.0
2018-02-01,161.24,163.74,160.18,162.24,138.968040409677,4295262,0.0,1.0
2018-01-31,164.7,165.79,161.89,162.78,139.430581964295,6245100,0.0,1.0
2018-01-30,160.33,164.71,159.81,163.76,140.270009230083,8652563,0.0,1.0
2018-01-29,165.58,165.88,159.42,162.58,139.259270277399,9405682,0.0,1.0
2018-01-26,168.81,169.0,164.55,167.06,143.09665206386,8966183,0.0,1.0
2018-01-25,173.1,173.1,162.46,169.37,145.075302047504,16927247,0.0,1.0
2018-01-24,171.4,172.45,167.67,168.34,144.193046859992,7812764,0.0,1.0
2018-01-23,172.0,172.05,169.2,169.43,145.126695553572,4986657,0.0,1.0
2018-01-22,170.32,170.91,168.48,170.89,146.37727086791,3526936,0.0,1.0
2018-01-19,169.63,170.45,168.61,170.41,145.966122819361,5779718,0.78,1.0
2018-01-18,169.33,170.76,168.09,168.83,143.953855456467,4578041,0.0,1.0
2018-01-17,169.32,170.11,168.5,168.5,143.672479087927,5559890,0.0,1.0
2018-01-16,172.9,173.24,167.57,169.31,144.363130174344,7814742,0.0,1.0
2018-01-12,169.99,170.67,169.23,170.3,145.207259279964,4107937,0.0,1.0
2018-01-11,166.9,169.53,165.64,169.2,144.269338051497,4166602,0.0,1.0
2018-01-10,165.9,167.53,164.5,165.87,141.429994696228,5456165,0.0,1.0
2018-01-09,166.33,167.41,165.09,166.43,141.907481867084,4498969,0.0,1.0
2018-01-08,164.11,166.43,162.55,166.03,141.566419602187,5918913,0.0,1.0
2018-01-05,160.26,162.05,159.64,161.96,138.096111056859,3920646,0.0,1.0
2018-01-04,157.89,159.58,157.02,159.44,135.947418788007,4845405,0.0,1.0
2018-01-03,157.04,157.49,155.4,157.28,134.105682557562,4130659,0.0,1.0
2018-01-02,158.3,159.39,156.03,157.04,133.901045198624,5089544,0.0,1.0
2017-12-29,158.05,158.5,157.51,157.58,134.361479256235,2606579,0.0,1.0
2017-12-28,157.94,158.65,157.23,158.42,135.077710012519,4057251,0.0,1.0
2017-12-27,156.94,157.69,156.31,157.52,134.3103199165,2179200,0.0,1.0
2017-12-26,156.04,156.98,155.66,156.44,133.389451801278,1860550,0.0,1.0
2017-12-22,154.77,155.8,153.95,155.75,132.80111939433,2438805,0.0,1.0
2017-12-21,152.705,155.1,151.81,154.64,131.854671609241,4000342,0.0,1.0
2017-12-20,151.705,152.6,150.7,152.52,130.047041605286,3073603,0.0,1.0
2017-12-19,149.83,151.09,148.5301,150.91,128.674265989075,3547164,0.0,1.0
2017-12-18,147.33,149.81,146.8,149.77,127.702238534118,3526981,0.0,1.0
2017-12-15,147.45,147.84,145.49,146.69,125.07605909441,7796332,0.0,1.0
2017-12-14,148.96,149.0,145.88,146.28,124.72647027289,4614440,0.0,1.0
