,MSTR_Open,MSTR_High,MSTR_Low,MSTR_Close,MSTR_Adj Close,MSTR_Volume,MSTR_Dividend Amount,MSTR_Split Coefficient
2011-06-15,141.62,144.51,140.66,141.4,14.14,83600,0.0,1.0
2011-06-14,140.83,144.56,140.83,142.73,14.273,60600,0.0,1.0
2011-06-13,140.27,144.93,139.63,139.81,13.981,81100,0.0,1.0
2011-06-10,141.53,142.58,138.69,139.83,13.983,122100,0.0,1.0
2011-06-09,142.05,143.63,140.16,142.45,14.245,127100,0.0,1.0
2011-06-08,140.04,142.25,139.05,141.39,14.139,136300,0.0,1.0
2011-06-07,143.07,143.79,139.57,140.73,14.073,94300,0.0,1.0
2011-06-06,141.94,145.204,140.49,142.0,14.2,174000,0.0,1.0
2011-06-03,140.49,144.24,140.15,143.37,14.337,142000,0.0,1.0
2011-06-02,149.66,149.66,142.33,143.19,14.319,160300,0.0,1.0
2011-06-01,145.68,151.97,145.68,149.69,14.969,223000,0.0,1.0
2011-05-31,147.71,149.4,143.24,146.19,14.619,194700,0.0,1.0
2011-05-27,136.3,145.84,135.5842,145.71,14.571,222100,0.0,1.0
2011-05-26,136.5,136.86,134.8,136.0,13.6,76700,0.0,1.0
2011-05-25,133.46,137.403,133.46,136.44,13.644,94700,0.0,1.0
2011-05-24,135.97,137.215,133.57,134.1,13.41,50600,0.0,1.0
2011-05-23,136.09,137.1591,135.1357,135.42,13.542,107900,0.0,1.0
2011-05-20,137.5,140.9082,136.78,138.83,13.883,155200,0.0,1.0
2011-05-19,132.29,141.26,132.29,138.27,13.827,166200,0.0,1.0
2011-05-18,131.58,134.18,131.05,131.5,13.15,50000,0.0,1.0
2011-05-17,131.28,132.71,130.0,131.0,13.1,68800,0.0,1.0
2011-05-16,134.7,136.19,131.26,131.78,13.178,105800,0.0,1.0
2011-05-13,138.16,138.63,135.22,135.3,13.53,56000,0.0,1.0
2011-05-12,135.27,139.66,134.12,137.96,13.796,85200,0.0,1.0
2011-05-11,136.49,137.96,135.4916,136.37,13.637,65400,0.0,1.0
2011-05-10,135.19,137.1,135.15,136.65,13.665,78200,0.0,1.0
2011-05-09,135.96,136.4,133.69,134.93,13.493,101000,0.0,1.0
2011-05-06,136.19,138.36,134.52,135.29,13.529,156000,0.0,1.0
2011-05-05,130.0,139.97,128.22,134.77,13.477,444900,0.0,1.0
2011-05-04,137.46,140.71,133.639,140.27,14.027,165500,0.0,1.0
2011-05-03,140.53,140.78,135.8714,136.7,13.67,53000,0.0,1.0
2011-05-02,141.98,144.0,140.38,140.69,14.069,143000,0.0,1.0
2011-04-29,139.41,141.35,137.54,141.3,14.13,139000,0.0,1.0
2011-04-28,139.57,140.93,136.8,139.0,13.9,113000,0.0,1.0
2011-04-27,133.9,140.84,132.1,140.04,14.004,254000,0.0,1.0
2011-04-26,130.47,131.6,127.5,131.39,13.139,89600,0.0,1.0
2011-04-25,131.27,132.42,129.31,130.04,13.004,67100,0.0,1.0
2011-04-21,132.24,132.983,131.0,131.68,13.168,34400,0.0,1.0
2011-04-20,127.58,133.38,127.58,131.79,13.179,163500,0.0,1.0
2011-04-19,127.3,128.12,124.51,125.88,12.588,73300,0.0,1.0
2011-04-18,126.88,129.32,125.87,126.86,12.686,62800,0.0,1.0
2011-04-15,130.03,130.5,127.55,129.0,12.9,84200,0.0,1.0
2011-04-14,128.66,130.36,126.5,130.0,13.0,88600,0.0,1.0
2011-04-13,130.0,131.58,126.88,129.98,12.998,55800,0.0,1.0
2011-04-12,130.52,131.5,128.97,129.13,12.913,77000,0.0,1.0
2011-04-11,131.88,133.0,130.0,131.38,13.138,61900,0.0,1.0
2011-04-08,133.6,133.757,130.829,132.14,13.214,50800,0.0,1.0
2011-04-07,134.14,135.65,132.36,133.46,13.346,77900,0.0,1.0
2011-04-06,138.41,140.0,133.84,134.48,13.448,49700,0.0,1.0
2011-04-05,137.4,138.355,135.35,137.35,13.735,81000,0.0,1.0
2011-04-04,138.1,141.19,136.895,137.92,13.792,82600,0.0,1.0
2011-04-01,135.48,138.6399,133.01,137.65,13.765,165400,0.0,1.0
2011-03-31,135.0,136.25,132.0,134.48,13.448,139000,0.0,1.0
2011-03-30,124.0,134.62,124.0,133.69,13.369,208900,0.0,1.0
2011-03-29,122.6,123.94,122.3101,123.0,12.3,31100,0.0,1.0
2011-03-28,121.97,123.75,121.81,122.83,12.283,80300,0.0,1.0
2011-03-25,121.78,123.92,120.9,121.05,12.105,43800,0.0,1.0
2011-03-24,120.17,121.51,118.92,120.98,12.098,55000,0.0,1.0
2011-03-23,119.76,120.45,117.89,119.53,11.953,46900,0.0,1.0
2011-03-22,119.37,121.49,119.37,119.77,11.977,62300,0.0,1.0
2011-03-21,114.19,119.44,114.19,119.13,11.913,106900,0.0,1.0
2011-03-18,113.36,114.28,113.0007,113.24,11.324,62600,0.0,1.0
2011-03-17,114.74,114.74,112.22,112.43,11.243,41600,0.0,1.0
2011-03-16,114.05,115.2,112.11,112.78,11.278,58800,0.0,1.0
2011-03-15,112.17,115.27,111.89,114.47,11.447,75500,0.0,1.0
2011-03-14,116.0,117.09,114.67,116.07,11.607,59200,0.0,1.0
2011-03-11,117.81,118.23,116.63,117.41,11.741,115500,0.0,1.0
2011-03-10,119.92,120.01,117.64,119.1,11.91,80800,0.0,1.0
2011-03-09,121.73,122.38,120.1919,121.58,12.158,46200,0.0,1.0
2011-03-08,121.46,122.85,120.55,121.77,12.177,127400,0.0,1.0
2011-03-07,123.47,124.71,120.0,121.77,12.177,222500,0.0,1.0
2011-03-04,119.78,123.62,119.09,123.47,12.347,216100,0.0,1.0
2011-03-03,116.92,121.68,116.92,120.03,12.003,205300,0.0,1.0
2011-03-02,114.84,116.97,114.32,115.81,11.581,137300,0.0,1.0
2011-03-01,119.66,119.66,114.6775,114.99,11.499,82000,0.0,1.0
2011-02-28,118.13,119.86,117.76,118.85,11.885,122000,0.0,1.0
2011-02-25,115.62,116.95,114.8,116.95,11.695,55500,0.0,1.0
2011-02-24,114.78,115.92,114.38,114.8,11.48,59500,0.0,1.0
2011-02-23,116.0,117.06,114.51,114.72,11.472,100200,0.0,1.0
2011-02-22,116.22,117.12,115.09,116.28,11.628,111000,0.0,1.0
2011-02-18,117.47,117.7375,115.81,116.68,11.668,111100,0.0,1.0
2011-02-17,118.0,118.32,116.6275,116.9,11.69,116000,0.0,1.0
2011-02-16,117.18,118.18,115.76,117.88,11.788,105900,0.0,1.0
2011-02-15,116.92,117.52,115.76,116.33,11.633,116700,0.0,1.0
2011-02-14,117.94,119.8,115.99,117.0,11.7,57700,0.0,1.0
2011-02-11,114.54,117.91,112.971,117.38,11.738,93200,0.0,1.0
2011-02-10,112.25,115.26,112.1,115.08,11.508,91700,0.0,1.0
2011-02-09,113.24,114.96,111.86,112.84,11.284,115900,0.0,1.0
2011-02-08,113.46,113.46,111.511,113.33,11.333,91200,0.0,1.0
2011-02-07,112.39,114.57,111.485,113.38,11.338,83000,0.0,1.0
2011-02-04,111.46,112.92,110.52,111.76,11.176,111700,0.0,1.0
2011-02-03,110.1,112.0,109.0,111.39,11.139,55900,0.0,1.0
2011-02-02,110.25,110.66,109.53,110.17,11.017,94100,0.0,1.0
2011-02-01,106.2,110.5,106.04,110.41,11.041,154300,0.0,1.0
2011-01-31,105.79,107.0999,105.4,106.36,10.636,103500,0.0,1.0
2011-01-28,105.73,108.45,104.5101,105.45,10.545,215600,0.0,1.0
2011-01-27,104.88,106.96,104.42,105.93,10.593,254600,0.0,1.0
2011-01-26,103.07,115.27,103.04,105.02,10.502,963100,0.0,1.0
2011-01-25,90.38,93.17,89.98,93.01,9.301,116300,0.0,1.0
2011-01-24,90.85,91.42,90.34,91.0,9.1,153500,0.0,1.0
2011-01-21,91.49,92.0,90.18,91.0,9.1,141900,0.0,1.0
2011-01-20,91.07,91.71,90.62,91.0,9.1,70700,0.0,1.0
2011-01-19,91.76,92.34,91.21,91.46,9.146,57900,0.0,1.0
2011-01-18,90.77,91.8799,90.68,91.75,9.175,56300,0.0,1.0
2011-01-14,91.0,92.04,90.745,91.39,9.139,87000,0.0,1.0
2011-01-13,91.2,92.35,91.0,91.52,9.152,136000,0.0,1.0
2011-01-12,91.3,92.96,90.995,91.06,9.106,70400,0.0,1.0
2011-01-11,89.56,91.18,89.26,91.0,9.1,92000,0.0,1.0
2011-01-10,88.89,89.59,88.08,89.04,8.904,44100,0.0,1.0
2011-01-07,89.41,90.4,89.19,89.21,8.921,67800,0.0,1.0
2011-01-06,89.7,89.84,88.75,89.41,8.941,68900,0.0,1.0
2011-01-05,88.71,89.43,88.53,89.42,8.942,43300,0.0,1.0
2011-01-04,88.9,89.92,88.3,89.0,8.9,105500,0.0,1.0
2011-01-03,86.33,89.61,85.5,88.37,8.837,139700,0.0,1.0
2010-12-31,85.92,86.7,85.36,85.47,8.547,58700,0.0,1.0
2010-12-30,85.17,86.71,85.17,86.14,8.614,78500,0.0,1.0
2010-12-29,84.53,85.8,84.29,85.34,8.534,44800,0.0,1.0
2010-12-28,85.37,85.37,84.01,84.93,8.493,54300,0.0,1.0
2010-12-27,85.21,86.0,84.361,85.32,8.532,55400,0.0,1.0
2010-12-23,85.51,85.51,84.6,85.23,8.523,55700,0.0,1.0
2010-12-22,86.5,86.75,85.6,85.63,8.563,36400,0.0,1.0
2010-12-21,87.0,87.0466,85.88,86.36,8.636,66900,0.0,1.0
2010-12-20,87.7,88.2,86.5,87.49,8.749,43900,0.0,1.0
2010-12-17,88.01,88.66,87.61,88.0,8.8,167000,0.0,1.0
2010-12-16,88.12,88.68,87.56,88.23,8.823,42000,0.0,1.0
2010-12-15,88.09,88.96,87.64,88.05,8.805,33000,0.0,1.0
2010-12-14,88.12,88.59,87.66,88.39,8.839,53400,0.0,1.0
2010-12-13,89.65,89.65,88.2001,88.32,8.832,42300,0.0,1.0
2010-12-10,88.37,89.63,87.5,89.44,8.944,75900,0.0,1.0
2010-12-09,88.86,88.86,87.42,88.31,8.831,79900,0.0,1.0
2010-12-08,88.47,88.47,87.94,88.09,8.809,142500,0.0,1.0
2010-12-07,88.5,88.54,88.01,88.22,8.822,131100,0.0,1.0
2010-12-06,88.06,89.03,87.49,87.97,8.797,144600,0.0,1.0
2010-12-03,88.41,89.22,88.04,88.37,8.837,112300,0.0,1.0
2010-12-02,87.92,88.99,87.5919,88.86,8.886,44600,0.0,1.0
2010-12-01,87.6,88.4188,87.1,87.69,8.769,88600,0.0,1.0
2010-11-30,86.93,87.42,85.84,86.55,8.655,154800,0.0,1.0
2010-11-29,88.66,89.32,86.69,88.02,8.802,84400,0.0,1.0
2010-11-26,88.77,89.757,88.08,89.37,8.937,49000,0.0,1.0
2010-11-24,88.88,90.545,88.19,89.68,8.968,94400,0.0,1.0
2010-11-23,89.1,89.745,87.34,88.31,8.831,147000,0.0,1.0
2010-11-22,89.62,91.27,89.12,90.84,9.084,73600,0.0,1.0
2010-11-19,89.1,90.6,88.94,90.35,9.035,80000,0.0,1.0
2010-11-18,88.24,90.48,88.24,89.66,8.966,67400,0.0,1.0
2010-11-17,87.77,88.35,87.43,87.52,8.752,64800,0.0,1.0
2010-11-16,88.85,89.36,87.6,87.81,8.781,84200,0.0,1.0
2010-11-15,88.92,90.53,88.865,89.53,8.953,77900,0.0,1.0
2010-11-12,89.28,89.71,87.72,88.48,8.848,61300,0.0,1.0
2010-11-11,89.91,90.5583,89.0525,90.03,9.003,27800,0.0,1.0
2010-11-10,90.47,90.75,89.38,90.75,9.075,34100,0.0,1.0
2010-11-09,90.22,91.313,89.11,90.34,9.034,79100,0.0,1.0
2010-11-08,89.0,90.59,87.0,90.2,9.02,85600,0.0,1.0
2010-11-05,88.8,90.24,88.8,89.5,8.95,136200,0.0,1.0
2010-11-04,86.63,89.2899,86.63,88.35,8.835,152000,0.0,1.0
2010-11-03,84.9,85.41,82.73,85.41,8.541,119500,0.0,1.0
2010-11-02,77.27,86.18,77.0,84.64,8.464,752600,0.0,1.0
2010-11-01,90.57,91.74,89.69,90.53,9.053,59300,0.0,1.0
2010-10-29,90.99,91.7,88.0,90.63,9.063,92000,0.0,1.0
2010-10-28,90.14,90.14,88.43,89.62,8.962,58400,0.0,1.0
2010-10-27,89.24,89.61,88.28,89.51,8.951,56900,0.0,1.0
2010-10-26,89.22,90.68,88.91,89.93,8.993,70300,0.0,1.0
2010-10-25,90.9,90.97,89.27,89.53,8.953,38800,0.0,1.0
2010-10-22,85.5,90.74,85.5,90.56,9.056,130400,0.0,1.0
2010-10-21,87.98,88.28,85.75,87.15,8.715,91700,0.0,1.0
2010-10-20,88.11,88.95,87.42,87.53,8.753,47300,0.0,1.0
2010-10-19,88.31,89.9599,86.65,87.63,8.763,43300,0.0,1.0
2010-10-18,90.1,90.19,88.6,89.51,8.951,45300,0.0,1.0
2010-10-15,89.95,90.88,88.73,89.95,8.995,115000,0.0,1.0
2010-10-14,88.28,89.53,87.91,89.38,8.938,68200,0.0,1.0
2010-10-13,88.32,89.41,87.91,88.53,8.853,105600,0.0,1.0
2010-10-12,87.6,88.21,86.8,87.97,8.797,62200,0.0,1.0
2010-10-11,87.99,89.1,87.99,88.03,8.803,31500,0.0,1.0
2010-10-08,88.64,88.78,87.44,88.3,8.83,108500,0.0,1.0
2010-10-07,88.55,89.5,87.12,88.66,8.866,127000,0.0,1.0
2010-10-06,87.59,88.1,87.02,87.92,8.792,140700,0.0,1.0
2010-10-05,86.46,87.95,85.741,87.59,8.759,109400,0.0,1.0
2010-10-04,87.06,87.57,85.4,85.61,8.561,113000,0.0,1.0
2010-10-01,87.22,87.85,86.4,87.8,8.78,67100,0.0,1.0
2010-09-30,87.78,87.78,84.98,86.61,8.661,91500,0.0,1.0
2010-09-29,86.05,87.67,85.36,87.25,8.725,80300,0.0,1.0
2010-09-28,87.71,87.9099,86.33,86.48,8.648,134100,0.0,1.0
2010-09-27,87.79,88.8095,87.25,87.73,8.773,109000,0.0,1.0
2010-09-24,85.15,87.39,84.67,87.24,8.724,144200,0.0,1.0
2010-09-23,84.82,85.93,84.17,84.29,8.429,103000,0.0,1.0
2010-09-22,85.57,86.16,84.82,85.32,8.532,92000,0.0,1.0
2010-09-21,87.0,87.28,85.63,85.7,8.57,57300,0.0,1.0
2010-09-20,84.79,87.05,84.3,86.87,8.687,74600,0.0,1.0
2010-09-17,84.84,85.0,83.78,84.43,8.443,99600,0.0,1.0
2010-09-16,84.2,84.31,83.36,84.04,8.404,29500,0.0,1.0
2010-09-15,83.52,84.65,83.45,84.3,8.43,54000,0.0,1.0
2010-09-14,84.01,84.57,83.63,83.91,8.391,49600,0.0,1.0
2010-09-13,83.05,84.3199,82.81,84.03,8.403,57900,0.0,1.0
2010-09-10,82.6,83.0,81.57,82.3,8.23,126000,0.0,1.0
2010-09-09,82.97,83.08,82.19,82.61,8.261,85600,0.0,1.0
2010-09-08,81.71,82.73,81.48,82.54,8.254,60700,0.0,1.0
2010-09-07,81.84,82.7305,80.96,81.72,8.172,58700,0.0,1.0
2010-09-03,81.27,82.38,79.59,81.99,8.199,84500,0.0,1.0
2010-09-02,79.83,81.64,79.48,81.17,8.117,89800,0.0,1.0
2010-09-01,78.53,80.74,78.13,79.99,7.999,121400,0.0,1.0
2010-08-31,77.42,78.46,76.48,77.93,7.793,126400,0.0,1.0
2010-08-30,77.21,78.71,77.13,77.57,7.757,85000,0.0,1.0
2010-08-27,76.89,78.1,75.39,77.54,7.754,117800,0.0,1.0
2010-08-26,77.26,77.68,76.23,76.43,7.643,68600,0.0,1.0
2010-08-25,75.86,77.5,75.17,77.27,7.727,52100,0.0,1.0
2010-08-24,75.99,77.17,75.2103,76.23,7.623,127900,0.0,1.0
2010-08-23,77.23,77.74,76.38,76.9,7.69,86400,0.0,1.0
2010-08-20,75.52,77.56,75.45,76.93,7.693,110000,0.0,1.0
2010-08-19,75.56,76.31,74.26,75.92,7.592,91200,0.0,1.0
2010-08-18,75.64,77.18,74.84,75.91,7.591,112100,0.0,1.0
2010-08-17,74.28,76.44,73.87,75.92,7.592,118200,0.0,1.0
2010-08-16,74.01,74.74,72.42,73.59,7.359,77800,0.0,1.0
2010-08-13,74.27,75.04,74.1,74.3,7.43,73800,0.0,1.0
2010-08-12,74.17,74.99,73.58,74.65,7.465,77700,0.0,1.0
2010-08-11,75.01,75.91,74.26,75.12,7.512,140500,0.0,1.0
2010-08-10,76.61,77.13,75.0715,76.19,7.619,73400,0.0,1.0
2010-08-09,77.84,78.0,76.53,77.4,7.74,106700,0.0,1.0
2010-08-06,76.84,77.55,75.8,77.42,7.742,125200,0.0,1.0
2010-08-05,78.35,78.5,77.281,77.38,7.738,125300,0.0,1.0
2010-08-04,79.31,80.07,78.06,79.13,7.913,266100,0.0,1.0
2010-08-03,85.22,85.23,78.71,79.26,7.926,555100,0.0,1.0
2010-08-02,84.01,84.83,83.67,84.38,8.438,141000,0.0,1.0
2010-07-30,80.75,83.03,80.04,82.99,8.299,114400,0.0,1.0
2010-07-29,82.22,82.22,80.04,80.05,8.005,137900,0.0,1.0
2010-07-28,82.62,83.47,81.28,81.58,8.158,92900,0.0,1.0
2010-07-27,81.89,83.22,81.65,82.92,8.292,175800,0.0,1.0
2010-07-26,81.86,82.44,81.16,81.4,8.14,107700,0.0,1.0
2010-07-23,79.54,81.75,79.5,81.5,8.15,110000,0.0,1.0
2010-07-22,80.24,80.91,79.21,80.0,8.0,147700,0.0,1.0
2010-07-21,81.27,81.55,79.25,79.25,7.925,121300,0.0,1.0
2010-07-20,76.46,80.71,76.46,80.55,8.055,204900,0.0,1.0
2010-07-19,75.88,77.4,74.65,77.24,7.724,256900,0.0,1.0
2010-07-16,77.52,78.36,75.57,75.69,7.569,331100,0.0,1.0
2010-07-15,78.97,79.16,77.2,77.63,7.763,123500,0.0,1.0
2010-07-14,78.49,79.85,78.49,78.68,7.868,93900,0.0,1.0
2010-07-13,77.97,79.54,77.26,79.24,7.924,171000,0.0,1.0
2010-07-12,75.33,77.36,75.33,77.22,7.722,149100,0.0,1.0
2010-07-09,75.05,76.96,75.02,75.43,7.543,163000,0.0,1.0
2010-07-08,75.46,75.93,74.75,74.97,7.497,282500,0.0,1.0
2010-07-07,74.81,75.64,74.39,74.95,7.495,170200,0.0,1.0
2010-07-06,75.6,77.959,74.18,74.58,7.458,107100,0.0,1.0
2010-07-02,74.93,75.5,74.19,74.48,7.448,53900,0.0,1.0
2010-07-01,74.8,75.67,73.68,74.32,7.432,102000,0.0,1.0
2010-06-30,75.29,77.14,75.09,75.09,7.509,91500,0.0,1.0
2010-06-29,75.35,77.63,74.65,75.51,7.551,266900,0.0,1.0
2010-06-28,75.98,76.91,75.098,76.37,7.637,57400,0.0,1.0
2010-06-25,76.02,76.5,74.49,75.99,7.599,107800,0.0,1.0
2010-06-24,77.22,77.86,75.55,75.71,7.571,48400,0.0,1.0
2010-06-23,77.9,78.2,76.34,77.66,7.766,79800,0.0,1.0
2010-06-22,79.23,79.99,77.52,77.68,7.768,77200,0.0,1.0
2010-06-21,79.55,81.02,78.7,79.16,7.916,130100,0.0,1.0
2010-06-18,79.07,79.72,78.2,78.51,7.851,108400,0.0,1.0
2010-06-17,78.15,79.53,77.64,78.61,7.861,61500,0.0,1.0
2010-06-16,76.76,78.39,76.19,78.13,7.813,85300,0.0,1.0
2010-06-15,76.3,77.6,76.01,77.37,7.737,98900,0.0,1.0
2010-06-14,76.45,78.07,75.21,75.81,7.581,62200,0.0,1.0
2010-06-11,73.79,76.29,71.62,75.7,7.57,126300,0.0,1.0
2010-06-10,73.8,74.99,73.8,74.99,7.499,88100,0.0,1.0
2010-06-09,72.87,74.23,71.72,72.73,7.273,159900,0.0,1.0
2010-06-08,73.3,74.1,71.29,72.26,7.226,168900,0.0,1.0
2010-06-07,74.99,75.63,72.93,73.15,7.315,140800,0.0,1.0
2010-06-04,75.45,77.08,74.6,74.6,7.46,109500,0.0,1.0
2010-06-03,77.0,78.28,76.34,77.51,7.751,123100,0.0,1.0
2010-06-02,75.1,76.46,74.045,76.1,7.61,159000,0.0,1.0
2010-06-01,76.44,77.63,73.27,75.09,7.509,167400,0.0,1.0
2010-05-28,78.32,78.63,76.87,77.06,7.706,75900,0.0,1.0
2010-05-27,75.66,78.29,75.51,78.27,7.827,102200,0.0,1.0
2010-05-26,76.24,77.2,74.72,74.96,7.496,144800,0.0,1.0
2010-05-25,74.75,76.5295,73.46,76.14,7.614,153000,0.0,1.0
2010-05-24,76.05,77.412,75.72,76.0,7.6,121200,0.0,1.0
2010-05-21,73.62,77.89,73.32,76.4,7.64,209900,0.0,1.0
2010-05-20,76.5,76.78,74.61,74.68,7.468,249800,0.0,1.0
2010-05-19,76.79,77.71,76.025,77.14,7.714,160600,0.0,1.0
2010-05-18,78.19,78.44,76.51,77.08,7.708,137600,0.0,1.0
2010-05-17,77.43,77.76,75.85,77.38,7.738,264600,0.0,1.0
2010-05-14,77.1,78.19,75.79,77.09,7.709,146300,0.0,1.0
2010-05-13,76.23,78.91,76.0015,77.61,7.761,228300,0.0,1.0
2010-05-12,73.21,76.29,73.04,76.2,7.62,206900,0.0,1.0
2010-05-11,70.75,73.28,70.75,72.85,7.285,207900,0.0,1.0
2010-05-10,71.01,71.7,70.5,71.31,7.131,130300,0.0,1.0
2010-05-07,69.29,70.56,67.22,68.83,6.883,276600,0.0,1.0
2010-05-06,72.08,72.2,66.0,69.89,6.989,407500,0.0,1.0
2010-05-05,73.04,75.41,71.73,72.45,7.245,342400,0.0,1.0
2010-05-04,74.82,75.09,74.02,74.59,7.459,163100,0.0,1.0
2010-05-03,76.39,77.54,74.43,76.09,7.609,390600,0.0,1.0
2010-04-30,80.0,80.45,76.19,76.6,7.66,1009000,0.0,1.0
2010-04-29,89.27,90.72,89.09,90.01,9.001,1310600,0.0,1.0
2010-04-28,88.44,89.91,88.44,88.68,8.868,130800,0.0,1.0
2010-04-27,87.99,89.55,87.65,87.93,8.793,87200,0.0,1.0
2010-04-26,87.31,88.73,87.31,88.37,8.837,52700,0.0,1.0
2010-04-23,87.25,88.28,87.25,87.78,8.778,91100,0.0,1.0
2010-04-22,86.52,87.54,85.5,87.49,8.749,49700,0.0,1.0
2010-04-21,87.04,87.58,86.28,87.17,8.717,54600,0.0,1.0
2010-04-20,84.38,86.72,83.9,86.71,8.671,148000,0.0,1.0
2010-04-19,84.14,84.82,82.49,83.95,8.395,104400,0.0,1.0
2010-04-16,84.85,84.95,84.01,84.29,8.429,141900,0.0,1.0
2010-04-15,85.02,85.6,84.67,84.74,8.474,87100,0.0,1.0
2010-04-14,85.03,85.62,84.94,85.2,8.52,114100,0.0,1.0
2010-04-13,84.44,85.34,84.01,84.86,8.486,134300,0.0,1.0
2010-04-12,85.4,85.4,84.26,84.42,8.442,82800,0.0,1.0
2010-04-09,86.0,86.02,85.35,85.46,8.546,62500,0.0,1.0
2010-04-08,86.0,86.2,85.66,85.99,8.599,70000,0.0,1.0
2010-04-07,85.61,86.45,85.61,86.27,8.627,84400,0.0,1.0
2010-04-06,85.67,86.17,85.56,85.93,8.593,67900,0.0,1.0
2010-04-05,85.68,85.95,85.4223,85.81,8.581,47500,0.0,1.0
2010-04-01,85.95,86.5,84.83,85.47,8.547,32300,0.0,1.0
2010-03-31,85.1,85.58,84.8,85.07,8.507,117000,0.0,1.0
2010-03-30,85.34,86.39,84.9,85.56,8.556,89500,0.0,1.0
2010-03-29,85.09,85.74,84.305,85.51,8.551,46800,0.0,1.0
2010-03-26,86.76,86.77,84.66,85.0,8.5,87700,0.0,1.0
2010-03-25,87.91,88.335,86.19,86.3,8.63,83600,0.0,1.0
2010-03-24,89.42,89.42,87.28,87.51,8.751,116800,0.0,1.0
2010-03-23,89.09,89.65,88.74,89.4,8.94,107300,0.0,1.0
2010-03-22,88.72,89.95,88.61,89.12,8.912,105600,0.0,1.0
2010-03-19,89.49,90.41,87.89,89.27,8.927,268300,0.0,1.0
2010-03-18,86.6,86.61,84.8,85.02,8.502,103900,0.0,1.0
2010-03-17,86.84,87.25,84.75,85.83,8.583,72000,0.0,1.0
2010-03-16,87.53,87.89,85.74,86.47,8.647,70200,0.0,1.0
2010-03-15,87.12,87.66,85.91,87.07,8.707,103700,0.0,1.0
2010-03-12,87.17,87.79,86.75,87.48,8.748,59000,0.0,1.0
2010-03-11,85.9,86.72,85.45,86.69,8.669,51800,0.0,1.0
2010-03-10,85.15,86.74,84.66,86.5,8.65,109800,0.0,1.0
2010-03-09,86.06,86.6799,85.06,85.39,8.539,196600,0.0,1.0
2010-03-08,89.17,89.17,86.1,86.54,8.654,293600,0.0,1.0
2010-03-05,89.77,91.54,89.4,91.33,9.133,128900,0.0,1.0
2010-03-04,88.96,89.46,88.55,89.28,8.928,47900,0.0,1.0
2010-03-03,88.55,89.18,88.15,88.97,8.897,85500,0.0,1.0
2010-03-02,91.03,91.13,87.92,88.31,8.831,167000,0.0,1.0
2010-03-01,89.1,91.26,89.1,90.67,9.067,106600,0.0,1.0
2010-02-26,87.35,88.93,86.79,88.62,8.862,88000,0.0,1.0
2010-02-25,86.26,87.35,85.26,87.24,8.724,105400,0.0,1.0
2010-02-24,85.93,87.41,85.87,87.19,8.719,45500,0.0,1.0
2010-02-23,85.9,86.71,85.51,86.12,8.612,60700,0.0,1.0
2010-02-22,85.61,87.24,85.0,86.36,8.636,65500,0.0,1.0
2010-02-19,85.13,86.1791,84.02,85.66,8.566,170100,0.0,1.0
2010-02-18,85.69,86.0,84.5,85.04,8.504,84500,0.0,1.0
2010-02-17,86.5,87.12,85.84,86.0,8.6,69700,0.0,1.0
2010-02-16,85.15,86.4899,84.9487,86.14,8.614,145700,0.0,1.0
2010-02-12,83.88,84.94,83.75,84.8,8.48,135800,0.0,1.0
2010-02-11,83.62,84.99,82.535,84.54,8.454,151700,0.0,1.0
2010-02-10,82.1,84.81,81.15,84.03,8.403,222900,0.0,1.0
2010-02-09,81.95,83.16,81.04,82.42,8.242,136000,0.0,1.0
2010-02-08,79.33,81.94,78.1,81.26,8.126,192600,0.0,1.0
2010-02-05,79.03,80.78,77.25,79.13,7.913,300900,0.0,1.0
2010-02-04,84.01,86.21,77.79,79.03,7.903,1147300,0.0,1.0
2010-02-03,94.58,97.66,94.56,96.64,9.664,132500,0.0,1.0
2010-02-02,94.37,95.62,94.03,94.66,9.466,60700,0.0,1.0
2010-02-01,94.09,95.0,92.7615,94.37,9.437,59500,0.0,1.0
2010-01-29,96.01,97.3299,93.72,93.72,9.372,111800,0.0,1.0
2010-01-28,96.72,97.84,95.15,95.5,9.55,67500,0.0,1.0
2010-01-27,96.63,97.94,95.7,96.83,9.683,132400,0.0,1.0
2010-01-26,95.07,98.43,94.02,97.35,9.735,103400,0.0,1.0
2010-01-25,97.26,98.54,95.01,95.49,9.549,98900,0.0,1.0
2010-01-22,99.1,99.8,96.83,97.01,9.701,87600,0.0,1.0
2010-01-21,102.85,104.156,98.5,99.45,9.945,102700,0.0,1.0
2010-01-20,104.68,104.98,100.8,102.44,10.244,101800,0.0,1.0
2010-01-19,104.69,106.86,103.86,105.1,10.51,150800,0.0,1.0
2010-01-15,102.25,106.06,102.11,103.59,10.359,332500,0.0,1.0
2010-01-14,98.36,99.29,97.72,99.07,9.907,69800,0.0,1.0
2010-01-13,100.0,103.23,97.0,98.09,9.809,577100,0.0,1.0
2010-01-12,93.75,99.7,92.17,99.57,9.957,334200,0.0,1.0
2010-01-11,95.78,96.77,90.5,90.77,9.077,133400,0.0,1.0
2010-01-08,92.57,95.41,92.57,95.0,9.5,65200,0.0,1.0
2010-01-07,96.09,97.33,92.21,92.49,9.249,170700,0.0,1.0
2010-01-06,98.26,98.64,96.1,96.34,9.634,64700,0.0,1.0
2010-01-05,96.94,98.6,96.67,97.84,9.784,139400,0.0,1.0
