,OLLI_Open,OLLI_High,OLLI_Low,OLLI_Close,OLLI_Adj Close,OLLI_Volume,OLLI_Dividend Amount,OLLI_Split Coefficient
2020-06-23,104.36,104.73,101.09,101.98,101.98,1138976,0.0,1.0
2020-06-22,102.52,104.489,101.66,103.84,103.84,1001583,0.0,1.0
2020-06-19,104.89,105.2,101.56,102.09,102.09,1496872,0.0,1.0
2020-06-18,98.23,103.85,97.96,102.58,102.58,1632271,0.0,1.0
2020-06-17,96.04,98.7,95.1,98.61,98.61,1704405,0.0,1.0
2020-06-16,95.84,97.54,94.9,97.52,97.52,2183989,0.0,1.0
2020-06-15,89.55,94.0,88.855,92.81,92.81,1242030,0.0,1.0
2020-06-12,92.99,93.4,89.72,91.23,91.23,1118568,0.0,1.0
2020-06-11,89.63,92.19,88.09,90.74,90.74,1343027,0.0,1.0
2020-06-10,94.3,95.26,92.07,93.19,93.19,988338,0.0,1.0
2020-06-09,97.1,97.47,92.7,93.48,93.48,1125511,0.0,1.0
2020-06-08,95.47,98.95,95.47,98.68,98.68,1218603,0.0,1.0
2020-06-05,94.5,97.61,94.2022,95.93,95.93,1646890,0.0,1.0
2020-06-04,92.38,94.89,92.38,93.52,93.52,2214823,0.0,1.0
2020-06-03,92.82,93.25,91.0,92.12,92.12,1357114,0.0,1.0
2020-06-02,92.46,95.1,91.3,91.6,91.6,1636905,0.0,1.0
2020-06-01,91.84,92.95,90.75,91.66,91.66,2767397,0.0,1.0
2020-05-29,91.36,95.51,89.75,91.45,91.45,5356020,0.0,1.0
2020-05-28,90.24,91.358,87.4,87.8,87.8,2311387,0.0,1.0
2020-05-27,90.27,91.86,87.88,89.87,89.87,2622314,0.0,1.0
2020-05-26,87.66,89.77,86.42,88.86,88.86,2056153,0.0,1.0
2020-05-22,83.8,85.76,82.72,85.61,85.61,1525496,0.0,1.0
2020-05-21,80.5,83.52,80.26,83.41,83.41,1088111,0.0,1.0
2020-05-20,80.46,82.07,79.41,80.01,80.01,1039515,0.0,1.0
2020-05-19,77.22,80.5899,76.57,78.85,78.85,1171349,0.0,1.0
2020-05-18,76.34,78.25,75.0,77.36,77.36,1228842,0.0,1.0
2020-05-15,72.64,74.48,72.19,73.45,73.45,862031,0.0,1.0
2020-05-14,69.25,73.94,68.2,73.49,73.49,1536460,0.0,1.0
2020-05-13,70.79,72.49,69.06,69.96,69.96,1004990,0.0,1.0
2020-05-12,73.66,73.66,70.6869,70.79,70.79,1274587,0.0,1.0
2020-05-11,69.3,73.93,69.3,73.23,73.23,1840153,0.0,1.0
2020-05-08,68.19,69.97,67.3,69.62,69.62,1798900,0.0,1.0
2020-05-07,67.95,68.29,65.277,67.02,67.02,1384521,0.0,1.0
2020-05-06,65.9,67.3,65.53,66.43,66.43,1173157,0.0,1.0
2020-05-05,68.98,68.99,65.47,66.16,66.16,1499255,0.0,1.0
2020-05-04,65.5,67.95,64.545,67.15,67.15,1722733,0.0,1.0
2020-05-01,66.42,67.5,64.7101,66.04,66.04,1655080,0.0,1.0
2020-04-30,68.77,69.35,66.74,67.91,67.91,1655731,0.0,1.0
2020-04-29,72.25,72.77,69.01,69.14,69.14,2331195,0.0,1.0
2020-04-28,69.65,72.42,68.66,70.16,70.16,2778606,0.0,1.0
2020-04-27,62.73,70.395,62.43,67.94,67.94,2966838,0.0,1.0
2020-04-24,60.58,62.4935,59.62,62.09,62.09,1436710,0.0,1.0
2020-04-23,60.54,61.205,59.52,59.99,59.99,1552187,0.0,1.0
2020-04-22,59.36,61.6,58.61,60.49,60.49,1354959,0.0,1.0
2020-04-21,58.1,58.83,56.93,57.94,57.94,1467822,0.0,1.0
2020-04-20,57.58,60.31,56.976,59.01,59.01,1611900,0.0,1.0
2020-04-17,56.14,58.04,53.92,58.02,58.02,1328844,0.0,1.0
2020-04-16,53.3,56.065,53.21,55.03,55.03,1000905,0.0,1.0
2020-04-15,51.28,53.41,50.84,53.19,53.19,965487,0.0,1.0
2020-04-14,55.12,55.77,53.04,53.55,53.55,1709455,0.0,1.0
2020-04-13,54.27,54.59,51.74,54.235,54.235,1236428,0.0,1.0
2020-04-09,54.63,56.83,54.01,54.64,54.64,1250962,0.0,1.0
2020-04-08,51.98,54.95,51.24,53.25,53.25,1044525,0.0,1.0
2020-04-07,50.0,53.03,50.0,51.59,51.59,1789210,0.0,1.0
2020-04-06,46.39,48.74,45.56,48.39,48.39,1312675,0.0,1.0
2020-04-03,46.89,47.68,43.58,44.59,44.59,2204924,0.0,1.0
2020-04-02,44.37,47.03,44.03,46.65,46.65,1455746,0.0,1.0
2020-04-01,44.45,45.71,43.8,44.95,44.95,2075017,0.0,1.0
2020-03-31,45.33,48.16,45.0319,46.34,46.34,1652923,0.0,1.0
2020-03-30,43.51,46.42,42.15,45.79,45.79,2111282,0.0,1.0
2020-03-27,40.73,44.36,40.3,43.64,43.64,1566941,0.0,1.0
2020-03-26,42.28,42.82,41.09,42.4,42.4,1506451,0.0,1.0
2020-03-25,42.09,44.29,39.64,41.67,41.67,1653393,0.0,1.0
2020-03-24,43.38,44.22,40.53,41.49,41.49,2525580,0.0,1.0
2020-03-23,38.13,42.24,34.63,40.09,40.09,1894961,0.0,1.0
2020-03-20,36.08,40.5,35.2684,38.78,38.78,4482704,0.0,1.0
2020-03-19,33.83,40.1083,32.26,38.06,38.06,3328824,0.0,1.0
2020-03-18,38.95,39.71,28.83,34.25,34.25,3487724,0.0,1.0
2020-03-17,39.45,41.96,38.43,41.0,41.0,2913976,0.0,1.0
2020-03-16,40.57,44.73,38.55,38.63,38.63,1879617,0.0,1.0
2020-03-13,41.82,45.03,40.67,45.03,45.03,2448455,0.0,1.0
2020-03-12,43.34,43.725,38.625,39.38,39.38,1955169,0.0,1.0
2020-03-11,48.44,49.57,46.19,46.33,46.33,2254221,0.0,1.0
2020-03-10,48.71,49.62,45.63,49.62,49.62,1155045,0.0,1.0
2020-03-09,45.92,48.43,45.41,47.0,47.0,1551122,0.0,1.0
2020-03-06,44.95,49.4,44.44,49.15,49.15,1846587,0.0,1.0
2020-03-05,48.77,49.13,45.17,46.06,46.06,2108814,0.0,1.0
2020-03-04,51.46,51.7,48.56,50.0,50.0,1301167,0.0,1.0
2020-03-03,52.2,53.71,49.935,51.27,51.27,1322680,0.0,1.0
2020-03-02,51.1,52.34,48.66,52.27,52.27,1773268,0.0,1.0
2020-02-28,49.29,50.98,48.78,50.87,50.87,3740602,0.0,1.0
2020-02-27,51.3,53.19,49.18,51.21,51.21,2781679,0.0,1.0
2020-02-26,55.17,56.2,52.78,52.8,52.8,1882673,0.0,1.0
2020-02-25,56.01,56.42,54.13,55.04,55.04,1343492,0.0,1.0
2020-02-24,53.6,55.8964,53.6,55.58,55.58,1179766,0.0,1.0
2020-02-21,56.43,58.05,55.85,57.1,57.1,1110444,0.0,1.0
2020-02-20,55.48,57.47,55.2509,56.93,56.93,1521318,0.0,1.0
2020-02-19,54.61,55.72,54.3301,55.46,55.46,882532,0.0,1.0
2020-02-18,56.05,56.72,53.67,54.435,54.435,1657655,0.0,1.0
2020-02-14,56.34,57.16,55.13,56.18,56.18,2430750,0.0,1.0
2020-02-13,53.13,55.335,53.13,54.35,54.35,2669144,0.0,1.0
2020-02-12,51.24,53.04,50.85,52.93,52.93,1518175,0.0,1.0
2020-02-11,48.95,51.47,48.25,51.015,51.015,1915418,0.0,1.0
2020-02-10,49.39,49.72,46.9721,48.94,48.94,2331020,0.0,1.0
2020-02-07,51.4,51.69,49.25,49.39,49.39,2697432,0.0,1.0
2020-02-06,54.44,54.44,52.01,52.16,52.16,1512137,0.0,1.0
2020-02-05,55.2,55.2,53.93,53.99,53.99,847296,0.0,1.0
2020-02-04,54.29,55.55,53.76,54.37,54.37,1277012,0.0,1.0
2020-02-03,53.43,54.37,53.04,53.545,53.545,907959,0.0,1.0
2020-01-31,55.2,55.41,52.92,53.04,53.04,1218563,0.0,1.0
2020-01-30,55.76,56.47,54.46,55.37,55.37,1282457,0.0,1.0
2020-01-29,55.09,56.535,54.91,55.96,55.96,878956,0.0,1.0
2020-01-28,55.98,56.55,54.88,55.075,55.075,959864,0.0,1.0
2020-01-27,57.1,57.99,55.52,55.91,55.91,1460348,0.0,1.0
2020-01-24,56.93,58.36,56.62,58.26,58.26,2472653,0.0,1.0
2020-01-23,54.83,56.66,54.3,56.52,56.52,1438727,0.0,1.0
2020-01-22,54.03,55.555,53.99,55.2,55.2,1795958,0.0,1.0
2020-01-21,53.14,54.18,52.88,53.69,53.69,1414792,0.0,1.0
2020-01-17,54.68,55.53,53.29,53.34,53.34,1673816,0.0,1.0
2020-01-16,54.51,55.0,53.43,54.64,54.64,1440983,0.0,1.0
2020-01-15,53.89,54.31,53.1,53.97,53.97,2216677,0.0,1.0
2020-01-14,55.56,55.91,54.22,54.24,54.24,1824667,0.0,1.0
2020-01-13,56.47,56.865,54.93,55.5,55.5,2563615,0.0,1.0
2020-01-10,58.82,59.27,57.7,57.77,57.77,1077485,0.0,1.0
2020-01-09,60.31,60.55,58.57,58.82,58.82,1315459,0.0,1.0
2020-01-08,61.07,61.81,60.42,60.79,60.79,682797,0.0,1.0
2020-01-07,61.5,62.36,60.57,61.15,61.15,858714,0.0,1.0
2020-01-06,60.61,62.155,60.61,61.51,61.51,1257012,0.0,1.0
2020-01-03,61.61,62.34,61.123,61.52,61.52,1076758,0.0,1.0
2020-01-02,65.58,65.825,62.1718,62.51,62.51,1370180,0.0,1.0
2019-12-31,65.51,66.12,65.0,65.31,65.31,790648,0.0,1.0
2019-12-30,65.68,66.71,64.36,65.58,65.58,848499,0.0,1.0
2019-12-27,66.58,66.81,65.3,65.68,65.68,944063,0.0,1.0
2019-12-26,67.57,67.8,65.13,66.37,66.37,1105685,0.0,1.0
2019-12-24,67.15,68.52,66.85,67.66,67.66,348814,0.0,1.0
2019-12-23,69.19,69.46,66.91,67.2,67.2,1238029,0.0,1.0
2019-12-20,69.04,69.865,68.52,68.74,68.74,1857718,0.0,1.0
2019-12-19,67.41,69.3,67.36,68.66,68.66,1199668,0.0,1.0
2019-12-18,67.09,68.5,66.25,67.68,67.68,1274821,0.0,1.0
2019-12-17,67.25,67.53,65.81,67.02,67.02,1239183,0.0,1.0
2019-12-16,69.91,69.95,66.82,67.51,67.51,1389167,0.0,1.0
2019-12-13,69.98,69.98,68.15,68.96,68.96,1290890,0.0,1.0
2019-12-12,69.36,70.92,67.88,69.98,69.98,2485183,0.0,1.0
2019-12-11,67.35,70.99,66.5,69.33,69.33,8663738,0.0,1.0
2019-12-10,60.3,60.75,58.82,60.3,60.3,3147033,0.0,1.0
2019-12-09,60.29,61.29,60.17,60.23,60.23,1131119,0.0,1.0
2019-12-06,60.18,61.5,59.88,60.04,60.04,1138338,0.0,1.0
2019-12-05,60.31,61.525,58.52,59.485,59.485,1321105,0.0,1.0
2019-12-04,57.56,60.88,57.435,60.56,60.56,1832626,0.0,1.0
2019-12-03,58.57,58.8,55.765,56.83,56.83,2444178,0.0,1.0
2019-12-02,61.8,62.37,58.835,58.995,58.995,4167504,0.0,1.0
2019-11-29,65.48,66.46,65.115,65.4,65.4,482201,0.0,1.0
2019-11-27,64.16,65.94,63.67,65.89,65.89,779841,0.0,1.0
2019-11-26,64.49,65.35,63.605,64.03,64.03,1292539,0.0,1.0
2019-11-25,62.65,65.75,62.42,64.95,64.95,1173033,0.0,1.0
2019-11-22,63.73,63.7316,61.77,62.31,62.31,820213,0.0,1.0
2019-11-21,64.4,64.88,62.705,63.19,63.19,925367,0.0,1.0
2019-11-20,63.73,64.95,63.425,64.32,64.32,742634,0.0,1.0
2019-11-19,64.52,64.84,63.91,64.05,64.05,649078,0.0,1.0
2019-11-18,64.75,65.11,63.96,64.75,64.75,727896,0.0,1.0
2019-11-15,65.08,65.48,63.72,64.79,64.79,624163,0.0,1.0
2019-11-14,64.06,64.58,63.42,64.49,64.49,478607,0.0,1.0
2019-11-13,63.75,64.36,63.02,63.87,63.87,491218,0.0,1.0
2019-11-12,64.0,64.94,63.36,64.385,64.385,638309,0.0,1.0
2019-11-11,66.48,66.85,63.81,64.01,64.01,906268,0.0,1.0
2019-11-08,66.28,67.09,65.78,67.07,67.07,411403,0.0,1.0
2019-11-07,66.04,67.6299,66.02,66.29,66.29,736182,0.0,1.0
2019-11-06,67.13,67.13,65.06,65.41,65.41,533326,0.0,1.0
2019-11-05,65.41,67.8367,65.25,67.09,67.09,786731,0.0,1.0
2019-11-04,64.51,65.87,64.2,65.57,65.57,536134,0.0,1.0
2019-11-01,63.91,64.88,63.62,64.17,64.17,580428,0.0,1.0
2019-10-31,64.57,64.825,63.41,63.88,63.88,860730,0.0,1.0
2019-10-30,65.93,66.03,64.23,64.63,64.63,662314,0.0,1.0
2019-10-29,65.87,66.605,65.14,66.11,66.11,599089,0.0,1.0
2019-10-28,65.56,65.96,64.37,65.57,65.57,732482,0.0,1.0
2019-10-25,62.95,65.995,62.475,65.37,65.37,779281,0.0,1.0
2019-10-24,62.99,63.81,62.78,63.33,63.33,437650,0.0,1.0
2019-10-23,62.92,62.96,61.38,62.9,62.9,861281,0.0,1.0
2019-10-22,62.49,63.51,62.265,63.0,63.0,736064,0.0,1.0
2019-10-21,63.53,64.19,61.875,62.31,62.31,1604977,0.0,1.0
2019-10-18,62.98,64.0,62.8025,63.54,63.54,1276495,0.0,1.0
2019-10-17,61.26,63.31,61.07,63.16,63.16,1215548,0.0,1.0
2019-10-16,59.4,61.02,58.9,60.77,60.77,978415,0.0,1.0
2019-10-15,60.47,60.95,59.7,59.83,59.83,1036509,0.0,1.0
2019-10-14,59.79,60.0,58.49,58.65,58.65,754633,0.0,1.0
2019-10-11,59.63,61.04,59.29,60.23,60.23,990682,0.0,1.0
2019-10-10,57.29,59.13,57.29,58.81,58.81,1013998,0.0,1.0
2019-10-09,55.6,57.45,55.15,57.2,57.2,694428,0.0,1.0
2019-10-08,54.47,55.68,53.6,55.12,55.12,1062898,0.0,1.0
2019-10-07,55.79,56.0,54.91,55.19,55.19,909937,0.0,1.0
2019-10-04,56.77,56.895,54.535,55.77,55.77,1153471,0.0,1.0
2019-10-03,55.06,56.46,54.65,56.43,56.43,1034922,0.0,1.0
2019-10-02,57.8,57.8,54.11,55.02,55.02,1811861,0.0,1.0
2019-10-01,58.88,58.89,57.29,58.4,58.4,1419914,0.0,1.0
2019-09-30,59.67,59.86,58.0,58.64,58.64,1649661,0.0,1.0
2019-09-27,60.99,61.26,59.21,59.86,59.86,988863,0.0,1.0
2019-09-26,61.15,61.15,59.67,60.93,60.93,1120075,0.0,1.0
2019-09-25,61.13,61.4,59.4,60.87,60.87,1071741,0.0,1.0
2019-09-24,63.25,64.1,61.11,61.4,61.4,1278075,0.0,1.0
2019-09-23,63.11,64.29,62.84,63.43,63.43,1083354,0.0,1.0
2019-09-20,62.01,63.085,61.03,62.54,62.54,1528050,0.0,1.0
2019-09-19,61.37,62.1,60.77,61.7,61.7,846281,0.0,1.0
2019-09-18,62.2,62.65,60.38,61.43,61.43,1027259,0.0,1.0
2019-09-17,61.79,62.68,61.16,62.58,62.58,1026461,0.0,1.0
2019-09-16,64.47,64.47,61.46,62.14,62.14,1271914,0.0,1.0
2019-09-13,63.02,64.25,62.36,63.73,63.73,921197,0.0,1.0
2019-09-12,63.95,64.04,61.8244,63.14,63.14,1577536,0.0,1.0
2019-09-11,65.26,65.7,63.93,64.12,64.12,1236877,0.0,1.0
2019-09-10,62.52,64.68,62.03,64.19,64.19,1600044,0.0,1.0
2019-09-09,61.66,62.74,61.305,62.66,62.66,2146700,0.0,1.0
2019-09-06,59.07,61.65,59.07,61.42,61.42,2430134,0.0,1.0
2019-09-05,57.65,59.5,57.04,59.2,59.2,2349691,0.0,1.0
2019-09-04,54.72,57.46,54.6,56.81,56.81,2013422,0.0,1.0
2019-09-03,54.75,55.4,54.3108,54.6,54.6,2202226,0.0,1.0
2019-08-30,56.7,58.9,54.81,55.45,55.45,4148544,0.0,1.0
2019-08-29,57.9,59.9,54.27,56.36,56.36,16083947,0.0,1.0
2019-08-28,76.68,77.87,76.42,77.77,77.77,2330704,0.0,1.0
2019-08-27,79.14,79.52,76.6,77.25,77.25,1068555,0.0,1.0
2019-08-26,78.99,80.0,77.77,78.61,78.61,1096416,0.0,1.0
2019-08-23,80.43,81.01,78.33,78.52,78.52,669437,0.0,1.0
2019-08-22,80.92,82.59,79.82,81.1,81.1,945790,0.0,1.0
2019-08-21,79.5,81.56,79.5,80.8,80.8,1073734,0.0,1.0
2019-08-20,78.18,78.71,77.18,78.15,78.15,783976,0.0,1.0
2019-08-19,78.09,80.04,77.9,78.71,78.71,1005735,0.0,1.0
2019-08-16,75.9,77.11,75.75,76.8,76.8,635577,0.0,1.0
2019-08-15,76.14,76.7,74.76,75.7,75.7,790476,0.0,1.0
2019-08-14,76.39,79.09,75.48,75.58,75.58,1093004,0.0,1.0
2019-08-13,76.7,80.17,76.055,78.48,78.48,964543,0.0,1.0
2019-08-12,79.85,79.85,75.77,76.57,76.57,828273,0.0,1.0
2019-08-09,80.15,80.81,79.635,80.52,80.52,1301890,0.0,1.0
2019-08-08,80.01,83.0909,79.52,80.62,80.62,1153930,0.0,1.0
2019-08-07,78.58,79.94,77.92,79.75,79.75,1156179,0.0,1.0
2019-08-06,78.95,79.24,77.0701,79.06,79.06,1038139,0.0,1.0
2019-08-05,79.5,79.95,77.6355,78.46,78.46,933445,0.0,1.0
2019-08-02,81.8,83.07,80.53,80.69,80.69,582333,0.0,1.0
2019-08-01,84.88,85.47,82.18,82.33,82.33,688908,0.0,1.0
2019-07-31,84.9,85.55,83.6,84.69,84.69,1173371,0.0,1.0
2019-07-30,84.69,85.042,81.07,82.49,82.49,1499029,0.0,1.0
2019-07-29,88.98,89.06,84.89,85.29,85.29,799588,0.0,1.0
2019-07-26,87.9,89.23,87.4,88.91,88.91,430593,0.0,1.0
2019-07-25,87.5,88.2,87.01,87.9,87.9,531317,0.0,1.0
2019-07-24,86.42,88.07,86.0,87.36,87.36,916976,0.0,1.0
2019-07-23,87.9,88.12,85.63,86.48,86.48,686196,0.0,1.0
2019-07-22,87.15,87.73,86.26,87.67,87.67,857432,0.0,1.0
2019-07-19,86.95,88.51,86.75,86.78,86.78,1229355,0.0,1.0
2019-07-18,85.64,86.9554,85.36,86.59,86.59,735479,0.0,1.0
2019-07-17,88.0,88.035,86.26,86.53,86.53,704387,0.0,1.0
2019-07-16,86.73,88.57,86.55,87.91,87.91,615827,0.0,1.0
2019-07-15,88.45,88.85,85.25,86.47,86.47,914532,0.0,1.0
2019-07-12,85.07,88.45,85.01,88.15,88.15,1165782,0.0,1.0
2019-07-11,82.72,84.19,82.51,83.99,83.99,1084741,0.0,1.0
2019-07-10,83.61,84.005,82.51,82.78,82.78,837913,0.0,1.0
2019-07-09,83.75,84.1,83.35,83.45,83.45,967832,0.0,1.0
2019-07-08,84.57,84.82,83.58,84.16,84.16,791706,0.0,1.0
2019-07-05,83.41,84.88,83.33,84.74,84.74,703800,0.0,1.0
2019-07-03,84.25,84.96,83.75,84.06,84.06,585198,0.0,1.0
2019-07-02,85.8,86.13,84.11,84.25,84.25,1017670,0.0,1.0
2019-07-01,88.0,89.08,85.15,85.97,85.97,1496511,0.0,1.0
2019-06-28,87.85,89.34,86.9948,87.11,87.11,6369463,0.0,1.0
2019-06-27,87.53,88.71,87.27,87.93,87.93,1195833,0.0,1.0
2019-06-26,86.89,87.9,85.0425,87.27,87.27,1292718,0.0,1.0
2019-06-25,88.35,88.66,84.83,86.55,86.55,1236588,0.0,1.0
2019-06-24,92.8,92.8,88.36,88.5,88.5,1258438,0.0,1.0
2019-06-21,92.17,93.96,92.17,93.08,93.08,1118160,0.0,1.0
2019-06-20,92.47,93.055,91.76,92.49,92.49,770763,0.0,1.0
2019-06-19,92.02,92.23,90.67,91.45,91.45,758546,0.0,1.0
2019-06-18,92.22,94.09,91.95,92.02,92.02,730811,0.0,1.0
2019-06-17,90.53,93.34,90.12,92.27,92.27,1038210,0.0,1.0
2019-06-14,93.0,94.18,91.82,91.83,91.83,842334,0.0,1.0
2019-06-13,94.59,95.48,93.71,93.89,93.89,931606,0.0,1.0
2019-06-12,96.35,96.35,93.59,93.9,93.9,1007109,0.0,1.0
2019-06-11,96.99,98.93,95.44,96.0,96.0,922834,0.0,1.0
2019-06-10,95.28,97.99,94.75,96.58,96.58,1020627,0.0,1.0
2019-06-07,95.52,96.7,91.51,95.06,95.06,1911193,0.0,1.0
2019-06-06,96.95,98.47,95.85,97.58,97.58,1170375,0.0,1.0
2019-06-05,97.13,97.3827,94.75,96.45,96.45,1054318,0.0,1.0
2019-06-04,96.67,96.94,94.185,96.72,96.72,1355123,0.0,1.0
2019-06-03,98.71,99.805,95.31,95.98,95.98,990834,0.0,1.0
2019-05-31,98.38,99.61,97.12,98.72,98.72,727763,0.0,1.0
2019-05-30,97.53,99.8,97.22,99.01,99.01,587929,0.0,1.0
2019-05-29,99.65,99.65,96.86,97.03,97.03,634307,0.0,1.0
2019-05-28,101.51,103.03,99.93,100.13,100.13,839631,0.0,1.0
2019-05-24,100.28,102.19,99.79,101.43,101.43,503758,0.0,1.0
2019-05-23,99.57,101.0,98.78,99.6,99.6,639938,0.0,1.0
2019-05-22,100.17,101.09,99.4,99.85,99.85,478753,0.0,1.0
2019-05-21,99.86,100.76,98.62,100.36,100.36,534638,0.0,1.0
2019-05-20,98.01,100.21,97.82,99.81,99.81,452934,0.0,1.0
2019-05-17,98.0,99.9689,97.5,98.87,98.87,737472,0.0,1.0
2019-05-16,97.78,99.3788,97.61,98.47,98.47,766058,0.0,1.0
2019-05-15,98.13,98.51,95.76,97.53,97.53,780944,0.0,1.0
2019-05-14,98.25,99.66,96.87,99.26,99.26,596417,0.0,1.0
2019-05-13,98.99,99.15,96.59,97.25,97.25,777361,0.0,1.0
2019-05-10,98.89,101.18,97.71,100.71,100.71,868359,0.0,1.0
2019-05-09,97.76,99.42,97.5023,98.75,98.75,1011332,0.0,1.0
2019-05-08,96.75,99.11,96.21,98.44,98.44,695457,0.0,1.0
2019-05-07,96.38,97.96,95.87,96.8,96.8,955506,0.0,1.0
2019-05-06,94.61,97.29,94.5,96.91,96.91,765140,0.0,1.0
2019-05-03,95.83,96.485,94.89,96.25,96.25,696442,0.0,1.0
2019-05-02,94.47,95.97,94.13,95.43,95.43,780078,0.0,1.0
2019-05-01,96.08,96.35,94.31,94.89,94.89,757425,0.0,1.0
2019-04-30,96.44,96.5,94.43,95.64,95.64,775547,0.0,1.0
2019-04-29,96.12,96.64,95.5,96.26,96.26,534973,0.0,1.0
2019-04-26,94.77,96.13,92.81,96.05,96.05,477216,0.0,1.0
2019-04-25,96.79,97.35,95.05,95.17,95.17,1040431,0.0,1.0
2019-04-24,94.71,97.975,94.71,97.21,97.21,1480762,0.0,1.0
2019-04-23,92.47,94.71,92.01,94.57,94.57,619399,0.0,1.0
2019-04-22,92.71,93.48,91.48,92.17,92.17,752200,0.0,1.0
2019-04-18,92.87,94.1521,92.38,92.77,92.77,734561,0.0,1.0
2019-04-17,94.07,94.69,91.95,92.72,92.72,712905,0.0,1.0
2019-04-16,93.85,94.55,93.04,93.5,93.5,810287,0.0,1.0
2019-04-15,91.16,93.26,91.06,93.2,93.2,1114036,0.0,1.0
2019-04-12,91.0,91.54,90.5619,90.64,90.64,988285,0.0,1.0
2019-04-11,90.65,90.72,89.92,90.6,90.6,1341166,0.0,1.0
2019-04-10,90.0,90.59,89.31,90.42,90.42,791104,0.0,1.0
2019-04-09,89.29,89.91,88.33,89.54,89.54,724069,0.0,1.0
2019-04-08,90.0,90.0,88.7,89.39,89.39,796264,0.0,1.0
2019-04-05,88.09,89.85,87.59,89.69,89.69,1189511,0.0,1.0
2019-04-04,85.48,89.81,84.6,87.68,87.68,1647894,0.0,1.0
2019-04-03,85.34,86.27,84.68,85.44,85.44,718460,0.0,1.0
2019-04-02,85.87,87.0,84.04,84.78,84.78,784183,0.0,1.0
2019-04-01,85.95,86.76,84.87,86.2,86.2,935207,0.0,1.0
2019-03-29,85.89,86.35,83.95,85.33,85.33,1084777,0.0,1.0
2019-03-28,84.26,87.11,83.615,85.26,85.26,1458688,0.0,1.0
2019-03-27,79.11,84.429,78.76,83.42,83.42,2174126,0.0,1.0
2019-03-26,81.69,82.56,80.46,81.56,81.56,1588643,0.0,1.0
2019-03-25,79.23,81.61,79.0,80.79,80.79,1224534,0.0,1.0
2019-03-22,80.12,81.1,79.42,79.43,79.43,625389,0.0,1.0
2019-03-21,79.63,81.6,79.62,80.7,80.7,758435,0.0,1.0
2019-03-20,79.63,80.71,78.72,79.89,79.89,988798,0.0,1.0
2019-03-19,81.81,81.94,79.75,79.75,79.75,1301251,0.0,1.0
2019-03-18,79.61,81.5,79.5,81.19,81.19,579009,0.0,1.0
2019-03-15,80.49,80.61,78.1,79.46,79.46,1146772,0.0,1.0
2019-03-14,80.21,80.87,78.81,80.63,80.63,618079,0.0,1.0
2019-03-13,79.57,80.84,79.27,80.31,80.31,728389,0.0,1.0
2019-03-12,80.5,80.5,78.39,79.58,79.58,672874,0.0,1.0
2019-03-11,80.03,82.13,79.88,80.57,80.57,800561,0.0,1.0
2019-03-08,80.32,81.09,79.11,79.94,79.94,824360,0.0,1.0
2019-03-07,83.89,83.89,80.93,81.0,81.0,1150788,0.0,1.0
2019-03-06,85.57,86.0551,83.71,84.24,84.24,753871,0.0,1.0
2019-03-05,85.47,86.46,84.98,85.48,85.48,453618,0.0,1.0
2019-03-04,87.79,87.79,84.27,85.0,85.0,815731,0.0,1.0
2019-03-01,89.15,89.33,86.97,87.74,87.74,690250,0.0,1.0
2019-02-28,88.3,88.975,87.37,88.22,88.22,566559,0.0,1.0
2019-02-27,87.55,89.215,87.03,88.56,88.56,678460,0.0,1.0
2019-02-26,88.22,89.01,86.83,87.7,87.7,519447,0.0,1.0
2019-02-25,89.18,89.97,88.29,88.48,88.48,619080,0.0,1.0
2019-02-22,88.19,88.6,87.4,88.5,88.5,558584,0.0,1.0
2019-02-21,88.3,88.63,87.07,87.58,87.58,494218,0.0,1.0
2019-02-20,87.76,88.31,86.76,88.31,88.31,434693,0.0,1.0
2019-02-19,87.15,88.12,86.39,87.57,87.57,565625,0.0,1.0
2019-02-15,87.75,88.13,87.091,87.36,87.36,460999,0.0,1.0
2019-02-14,87.49,88.6,86.5,87.14,87.14,534567,0.0,1.0
2019-02-13,87.0,88.12,85.42,88.03,88.03,491534,0.0,1.0
2019-02-12,85.22,87.42,84.94,86.62,86.62,762173,0.0,1.0
2019-02-11,83.54,84.92,82.91,84.78,84.78,473891,0.0,1.0
2019-02-08,81.65,83.55,81.62,83.04,83.04,638750,0.0,1.0
2019-02-07,80.81,82.67,80.6,82.24,82.24,849917,0.0,1.0
2019-02-06,81.89,81.9208,80.09,81.14,81.14,402279,0.0,1.0
2019-02-05,80.81,82.12,80.43,81.9,81.9,765497,0.0,1.0
2019-02-04,79.23,80.88,78.49,80.53,80.53,547739,0.0,1.0
2019-02-01,77.9,79.77,77.37,79.35,79.35,837816,0.0,1.0
2019-01-31,77.14,78.54,76.5,78.17,78.17,465081,0.0,1.0
2019-01-30,77.2,78.0,76.05,76.9,76.9,513617,0.0,1.0
2019-01-29,76.6,77.21,76.06,76.83,76.83,462176,0.0,1.0
2019-01-28,77.17,77.75,76.29,76.68,76.68,652486,0.0,1.0
2019-01-25,75.91,78.33,75.8,78.12,78.12,982029,0.0,1.0
2019-01-24,75.01,75.78,74.2,75.15,75.15,508494,0.0,1.0
2019-01-23,74.38,76.08,73.67,74.9,74.9,802667,0.0,1.0
2019-01-22,75.3,75.82,72.6,73.9,73.9,1184241,0.0,1.0
2019-01-18,76.55,77.16,74.64,75.68,75.68,971491,0.0,1.0
