,POST_Open,POST_High,POST_Low,POST_Close,POST_Adj Close,POST_Volume,POST_Dividend Amount,POST_Split Coefficient
2018-06-15,85.11,85.47,84.07,84.48,55.2879581151833,1160600,0.0,1.0
2018-06-14,85.03,85.37,84.39,84.95,55.5955497382199,484066,0.0,1.0
2018-06-13,85.04,85.34,84.37,84.53,55.3206806282722,780101,0.0,1.0
2018-06-12,84.58,85.27,84.15,85.05,55.6609947643979,824594,0.0,1.0
2018-06-11,82.35,84.46,81.87,84.29,55.163612565445,866594,0.0,1.0
2018-06-08,80.25,82.68,80.05,82.0,53.6649214659686,682603,0.0,1.0
2018-06-07,77.73,80.69,77.36,80.04,52.3821989528796,1004843,0.0,1.0
2018-06-06,79.59,79.59,78.32,78.76,51.5445026178011,522433,0.0,1.0
2018-06-05,79.6,80.0,78.85,79.7,52.1596858638743,819749,0.0,1.0
2018-06-04,78.08,79.53,77.87,79.47,52.0091623036649,568073,0.0,1.0
2018-06-01,77.31,78.1,76.36,77.69,50.8442408376963,377936,0.0,1.0
2018-05-31,78.45,78.45,76.05,76.87,50.3075916230367,688266,0.0,1.0
2018-05-30,77.83,79.32,77.33,78.54,51.4005235602094,671387,0.0,1.0
2018-05-29,77.21,78.09,76.94,77.53,50.7395287958115,376352,0.0,1.0
2018-05-25,76.61,78.85,76.49,77.97,51.0274869109948,434893,0.0,1.0
2018-05-24,77.02,77.21,76.22,76.52,50.0785340314136,423677,0.0,1.0
2018-05-23,75.91,77.13,75.91,76.88,50.3141361256544,566993,0.0,1.0
2018-05-22,75.93,77.53,75.51,75.91,49.6793193717277,526027,0.0,1.0
2018-05-21,76.02,76.07,75.18,75.55,49.4437172774869,451042,0.0,1.0
2018-05-18,76.33,76.33,75.01,75.5,49.4109947643979,502724,0.0,1.0
2018-05-17,77.14,77.15,76.04,76.73,50.2159685863874,434832,0.0,1.0
2018-05-16,76.29,77.13,76.24,76.95,50.3599476439791,435754,0.0,1.0
2018-05-15,75.22,77.0,75.04,76.01,49.7447643979058,615787,0.0,1.0
2018-05-14,77.06,77.21,75.54,75.67,49.5222513089005,851910,0.0,1.0
2018-05-11,77.16,77.64,76.89,76.9,50.3272251308901,503412,0.0,1.0
2018-05-10,76.73,77.66,76.27,76.81,50.2683246073298,367155,0.0,1.0
2018-05-09,77.36,77.39,76.14,76.39,49.9934554973822,615889,0.0,1.0
2018-05-08,77.53,77.92,76.39,76.94,50.3534031413613,959529,0.0,1.0
2018-05-07,78.64,79.26,77.51,77.96,51.020942408377,1546133,0.0,1.0
2018-05-04,76.0,80.0,73.58,78.73,51.5248691099476,1833188,0.0,1.0
2018-05-03,76.71,77.69,76.0,77.33,50.6086387434555,1643403,0.0,1.0
2018-05-02,78.71,78.71,75.94,76.12,49.8167539267016,822779,0.0,1.0
2018-05-01,79.44,79.74,78.62,78.68,51.4921465968586,775589,0.0,1.0
2018-04-30,80.7,81.19,79.19,79.57,52.0746073298429,940748,0.0,1.0
2018-04-27,80.01,81.12,79.9,80.39,52.6112565445026,338512,0.0,1.0
2018-04-26,79.48,79.84,78.25,79.74,52.1858638743455,323359,0.0,1.0
2018-04-25,77.79,79.82,77.57,79.39,51.9568062827225,643666,0.0,1.0
2018-04-24,77.76,77.91,77.06,77.69,50.8442408376963,380357,0.0,1.0
2018-04-23,77.03,77.75,76.62,77.19,50.5170157068063,753556,0.0,1.0
2018-04-20,78.11,78.7,76.4,76.81,50.2683246073298,692778,0.0,1.0
2018-04-19,80.28,80.28,77.31,77.95,51.0143979057592,672404,0.0,1.0
2018-04-18,80.46,80.97,80.17,80.45,52.6505235602094,458119,0.0,1.0
2018-04-17,80.0,81.22,79.53,80.3,52.5523560209424,377503,0.0,1.0
2018-04-16,79.38,80.5,79.28,80.01,52.3625654450262,724860,0.0,1.0
2018-04-13,79.24,79.28,78.44,79.22,51.8455497382199,447624,0.0,1.0
2018-04-12,79.95,80.32,78.86,78.96,51.6753926701571,441950,0.0,1.0
2018-04-11,78.98,79.95,78.11,79.81,52.2316753926702,387706,0.0,1.0
2018-04-10,79.0,79.9,78.47,79.13,51.7866492146597,762713,0.0,1.0
2018-04-09,78.35,79.94,77.99,78.55,51.4070680628272,644910,0.0,1.0
2018-04-06,78.14,78.74,77.45,77.94,51.0078534031414,497092,0.0,1.0
2018-04-05,78.62,79.11,78.0,78.38,51.2958115183246,507656,0.0,1.0
2018-04-04,76.0,78.58,75.67,78.44,51.3350785340314,483273,0.0,1.0
2018-04-03,75.87,76.98,75.36,76.78,50.2486910994764,875543,0.0,1.0
2018-04-02,76.25,76.25,74.83,75.42,49.3586387434555,821364,0.0,1.0
2018-03-29,76.0,76.67,75.03,75.76,49.5811518324607,649826,0.0,1.0
2018-03-28,73.2,74.64,73.01,74.35,48.6583769633508,614436,0.0,1.0
2018-03-27,75.16,75.5,73.17,73.45,48.0693717277487,1015565,0.0,1.0
2018-03-26,73.24,75.0,72.6,74.83,48.9725130890052,745159,0.0,1.0
2018-03-23,72.09,73.26,71.85,72.63,47.532722513089,928436,0.0,1.0
2018-03-22,71.18,72.7,70.66,71.81,46.9960732984293,926714,0.0,1.0
2018-03-21,73.81,73.81,71.62,71.63,46.8782722513089,1234415,0.0,1.0
2018-03-20,75.34,75.34,73.83,74.79,48.946335078534,760295,0.0,1.0
2018-03-19,76.58,76.59,74.73,75.21,49.2212041884817,516125,0.0,1.0
2018-03-16,75.94,77.62,75.92,76.81,50.2683246073298,1080136,0.0,1.0
2018-03-15,79.87,79.99,76.0,76.05,49.770942408377,1063284,0.0,1.0
2018-03-14,80.76,80.95,79.67,79.81,52.2316753926702,382176,0.0,1.0
2018-03-13,81.36,81.67,79.81,80.57,52.729057591623,724864,0.0,1.0
2018-03-12,81.0,81.3,80.59,81.1,53.0759162303665,1394590,0.0,1.0
2018-03-09,81.06,81.06,80.05,80.84,52.9057591623037,428179,0.0,1.0
2018-03-08,80.81,80.94,80.03,80.77,52.8599476439791,495435,0.0,1.0
2018-03-07,80.06,81.11,80.03,80.52,52.696335078534,602903,0.0,1.0
2018-03-06,79.24,80.89,78.94,80.8,52.8795811518325,891980,0.0,1.0
2018-03-05,77.33,78.95,77.07,78.94,51.6623036649215,721470,0.0,1.0
2018-03-02,76.01,77.73,75.5,77.64,50.8115183246073,455340,0.0,1.0
2018-03-01,75.75,77.0,75.42,76.2,49.869109947644,741443,0.0,1.0
2018-02-28,77.44,77.56,75.73,75.78,49.5942408376963,682935,0.0,1.0
2018-02-27,78.77,79.1,77.33,77.42,50.6675392670157,720320,0.0,1.0
2018-02-26,78.31,78.97,77.75,78.95,51.6688481675393,1053371,0.0,1.0
2018-02-23,76.95,78.3,76.22,78.11,51.119109947644,605131,0.0,1.0
2018-02-22,77.92,78.62,76.69,76.76,50.2356020942408,1018841,0.0,1.0
2018-02-21,79.05,79.45,77.91,77.93,51.0013089005236,1159013,0.0,1.0
2018-02-20,78.05,79.5,78.05,79.02,51.7146596858639,1432272,0.0,1.0
2018-02-16,76.37,78.67,76.17,78.5,51.3743455497382,1058510,0.0,1.0
2018-02-15,75.39,76.62,74.46,76.51,50.0719895287958,973707,0.0,1.0
2018-02-14,72.0,74.81,71.57,74.75,48.9201570680628,851260,0.0,1.0
2018-02-13,72.45,72.92,71.14,72.36,47.3560209424084,1042928,0.0,1.0
2018-02-12,71.99,73.3,71.24,72.82,47.6570680628272,1463581,0.0,1.0
2018-02-09,73.23,74.22,71.06,71.64,46.8848167539267,1549432,0.0,1.0
2018-02-08,74.2,74.71,72.93,72.94,47.7356020942408,1931720,0.0,1.0
2018-02-07,73.88,74.44,73.14,73.67,48.2133507853403,1689097,0.0,1.0
2018-02-06,72.5,75.36,72.19,73.9,48.3638743455497,1788756,0.0,1.0
2018-02-05,75.88,77.89,73.45,73.47,48.0824607329843,2734556,0.0,1.0
2018-02-02,79.8,79.8,72.42,74.35,48.6583769633508,3992873,0.0,1.0
2018-02-01,75.5,77.79,75.03,77.67,50.8311518324607,1866604,0.0,1.0
2018-01-31,75.77,75.93,74.84,75.67,49.5222513089005,1135280,0.0,1.0
2018-01-30,77.1,77.59,75.05,75.58,49.4633507853403,1470265,0.0,1.0
2018-01-29,78.02,78.38,77.34,77.44,50.6806282722513,723043,0.0,1.0
2018-01-26,79.33,79.74,77.41,78.14,51.1387434554974,479056,0.0,1.0
2018-01-25,79.72,80.0,78.28,78.94,51.6623036649215,446853,0.0,1.0
2018-01-24,79.56,80.28,79.28,79.74,52.1858638743455,755787,0.0,1.0
2018-01-23,79.69,80.25,79.17,79.42,51.9764397905759,348240,0.0,1.0
2018-01-22,79.22,80.13,78.63,79.62,52.1073298429319,1209379,0.0,1.0
2018-01-19,79.54,80.02,79.01,79.38,51.9502617801047,546905,0.0,1.0
2018-01-18,79.68,79.98,78.53,79.4,51.9633507853403,572818,0.0,1.0
2018-01-17,80.24,80.63,79.72,80.04,52.3821989528796,1413896,0.0,1.0
2018-01-16,80.54,81.0,79.86,80.09,52.4149214659686,726778,0.0,1.0
2018-01-12,82.09,82.75,80.59,80.6,52.7486910994764,662410,0.0,1.0
2018-01-11,81.44,82.73,80.03,82.04,53.6910994764398,1210669,0.0,1.0
2018-01-10,79.74,79.74,78.52,79.0,51.7015706806283,1251935,0.0,1.0
2018-01-09,79.82,80.55,79.62,79.99,52.3494764397906,636104,0.0,1.0
2018-01-08,79.81,80.03,78.94,79.78,52.2120418848168,774156,0.0,1.0
2018-01-05,80.12,80.21,79.45,80.02,52.369109947644,387954,0.0,1.0
2018-01-04,79.26,80.51,78.93,79.98,52.3429319371728,708255,0.0,1.0
2018-01-03,79.69,79.69,78.4,79.0,51.7015706806283,752958,0.0,1.0
2018-01-02,79.46,79.69,78.27,79.44,51.9895287958115,704929,0.0,1.0
2017-12-29,78.71,79.44,78.4,79.23,51.8520942408377,690012,0.0,1.0
2017-12-28,77.53,78.57,76.86,78.48,51.3612565445026,474265,0.0,1.0
2017-12-27,78.81,78.88,77.45,77.56,50.7591623036649,666156,0.0,1.0
2017-12-26,78.55,79.07,78.55,78.68,51.4921465968586,449425,0.0,1.0
2017-12-22,78.0,78.87,77.94,78.71,51.511780104712,379197,0.0,1.0
2017-12-21,77.5,77.99,77.11,77.68,50.8376963350785,1000998,0.0,1.0
2017-12-20,78.4,78.4,77.27,77.4,50.6544502617801,691764,0.0,1.0
2017-12-19,79.3,79.55,77.8,77.85,50.9489528795811,771715,0.0,1.0
2017-12-18,78.26,79.79,78.2,79.28,51.8848167539267,591282,0.0,1.0
2017-12-15,77.29,78.64,77.12,78.07,51.0929319371728,1179214,0.0,1.0
2017-12-14,78.06,78.44,77.49,77.6,50.7853403141361,525669,0.0,1.0
2017-12-13,78.39,78.75,78.1,78.21,51.184554973822,693354,0.0,1.0
2017-12-12,78.88,78.95,78.05,78.38,51.2958115183246,510309,0.0,1.0
2017-12-11,76.98,78.86,76.98,78.71,51.511780104712,1680083,0.0,1.0
2017-12-08,77.69,77.72,76.77,77.26,50.5628272251309,1127474,0.0,1.0
2017-12-07,77.9,78.16,77.34,77.55,50.7526178010471,979571,0.0,1.0
2017-12-06,78.6,79.28,78.04,78.08,51.0994764397906,537038,0.0,1.0
2017-12-05,79.76,79.76,78.53,78.54,51.4005235602094,896978,0.0,1.0
2017-12-04,79.93,80.715,78.82,79.02,51.7146596858639,597233,0.0,1.0
2017-12-01,79.44,79.83,78.73,79.52,52.0418848167539,615921,0.0,1.0
2017-11-30,79.61,80.52,78.65,79.45,51.9960732984293,570659,0.0,1.0
2017-11-29,79.1,80.29,78.78,79.54,52.0549738219895,825351,0.0,1.0
2017-11-28,79.43,80.03,78.88,79.02,51.7146596858639,715380,0.0,1.0
2017-11-27,79.32,79.85,79.0,79.49,52.0222513089005,779494,0.0,1.0
2017-11-24,79.83,80.16,79.31,79.41,51.9698952879581,225240,0.0,1.0
2017-11-22,79.76,79.9,78.78,79.66,52.1335078534031,1100952,0.0,1.0
2017-11-21,81.26,81.52,79.4,79.78,52.2120418848168,1090838,0.0,1.0
2017-11-20,80.71,82.53,80.53,81.38,53.2591623036649,1023421,0.0,1.0
2017-11-17,81.5,82.74,78.76,80.95,52.9777486910995,2045434,0.0,1.0
2017-11-16,79.8,82.49,79.47,82.26,53.8350785340314,1385113,0.0,1.0
2017-11-15,79.94,80.08,79.055,79.31,51.9044502617801,630220,0.0,1.0
2017-11-14,79.81,80.1,79.27,79.94,52.3167539267016,750340,0.0,1.0
2017-11-13,79.47,80.35,79.17,80.15,52.4541884816754,503183,0.0,1.0
2017-11-10,79.34,79.72,78.82,79.41,51.9698952879581,767958,0.0,1.0
2017-11-09,79.59,79.815,79.21,79.44,51.9895287958115,370686,0.0,1.0
2017-11-08,78.87,80.65,78.87,79.88,52.2774869109948,751621,0.0,1.0
2017-11-07,78.35,78.98,77.81,78.91,51.6426701570681,655464,0.0,1.0
2017-11-06,78.77,79.01,77.68,78.26,51.217277486911,668403,0.0,1.0
2017-11-03,79.46,81.21,78.57,78.88,51.6230366492147,916982,0.0,1.0
2017-11-02,82.52,82.92,78.76,79.62,52.1073298429319,1361018,0.0,1.0
2017-11-01,83.37,83.3899,81.61,83.09,54.3782722513089,449206,0.0,1.0
2017-10-31,83.0,83.97,81.9,82.93,54.2735602094241,868580,0.0,1.0
2017-10-30,82.72,83.03,81.55,81.57,53.3835078534031,737951,0.0,1.0
2017-10-27,82.52,83.03,81.72,82.66,54.0968586387435,515832,0.0,1.0
2017-10-26,83.37,83.53,82.26,82.52,54.0052356020942,725941,0.0,1.0
2017-10-25,84.05,84.62,82.22,83.47,54.6269633507853,938528,0.0,1.0
2017-10-24,83.73,84.08,83.05,83.74,54.803664921466,640489,0.0,1.0
2017-10-23,84.06,84.7,83.235,83.72,54.7905759162304,619276,0.0,1.0
2017-10-20,84.82,84.95,83.75,83.84,54.869109947644,810584,0.0,1.0
2017-10-19,84.92,85.32,84.07,84.61,55.3730366492147,548632,0.0,1.0
2017-10-18,86.25,86.45,85.33,85.45,55.92277486911,450525,0.0,1.0
2017-10-17,86.97,87.32,86.1,86.3,56.479057591623,362099,0.0,1.0
2017-10-16,86.92,87.665,86.5,87.03,56.9568062827225,747811,0.0,1.0
2017-10-13,87.3,87.63,86.8,86.89,56.8651832460733,327176,0.0,1.0
2017-10-12,86.91,87.58,86.83,87.12,57.0157068062827,537191,0.0,1.0
2017-10-11,86.57,86.97,86.17,86.89,56.8651832460733,355503,0.0,1.0
2017-10-10,86.82,87.23,85.97,86.5,56.6099476439791,420475,0.0,1.0
2017-10-09,86.9,87.13,86.37,86.45,56.5772251308901,361330,0.0,1.0
2017-10-06,86.94,87.06,86.28,86.88,56.8586387434555,352714,0.0,1.0
2017-10-05,87.34,88.0,86.82,87.05,56.9698952879581,546840,0.0,1.0
2017-10-04,86.88,87.73,86.025,87.18,57.0549738219895,734729,0.0,1.0
2017-10-03,88.52,88.93,86.7,86.91,56.8782722513089,723586,0.0,1.0
2017-10-02,88.5,88.89,87.965,88.35,57.8206806282722,911205,0.0,1.0
2017-09-29,87.5,88.58,86.9,88.27,57.7683246073298,884347,0.0,1.0
2017-09-28,86.96,87.23,86.55,87.04,56.9633507853403,915447,0.0,1.0
2017-09-27,86.54,87.16,85.77,86.74,56.7670157068063,553381,0.0,1.0
2017-09-26,85.85,86.55,85.11,86.39,56.5379581151832,830631,0.0,1.0
2017-09-25,86.15,86.479,85.12,85.65,56.053664921466,731024,0.0,1.0
2017-09-22,87.01,87.245,86.05,86.15,56.380890052356,1249097,0.0,1.0
2017-09-21,87.21,87.61,86.3,86.97,56.9175392670157,503145,0.0,1.0
2017-09-20,87.83,88.0,85.64,87.36,57.1727748691099,1552828,0.0,1.0
2017-09-19,86.27,86.95,85.28,86.36,56.5183246073298,2051799,0.0,1.0
2017-09-18,85.02,85.85,84.63,85.84,56.1780104712042,462171,0.0,1.0
2017-09-15,84.47,84.98,84.35,84.8,55.4973821989529,534813,0.0,1.0
2017-09-14,84.64,84.8,84.12,84.55,55.3337696335078,777728,0.0,1.0
2017-09-13,85.55,85.67,84.52,84.65,55.3992146596859,528897,0.0,1.0
2017-09-12,85.08,85.93,84.73,85.55,55.988219895288,567920,0.0,1.0
2017-09-11,84.24,85.26,84.24,84.93,55.5824607329843,1259451,0.0,1.0
2017-09-08,83.78,84.03,82.98,83.78,54.8298429319372,479447,0.0,1.0
2017-09-07,85.41,85.5799,83.66,83.89,54.901832460733,902466,0.0,1.0
2017-09-06,86.1,86.1,84.84,85.25,55.7918848167539,661802,0.0,1.0
2017-09-05,86.2,86.42,85.25,85.77,56.1321989528796,370415,0.0,1.0
2017-09-01,85.64,86.5,85.26,86.15,56.380890052356,579933,0.0,1.0
2017-08-31,83.22,85.16,82.82,85.13,55.7133507853403,768227,0.0,1.0
2017-08-30,82.36,83.41,82.07,83.4,54.5811518324607,571641,0.0,1.0
2017-08-29,82.1,82.53,81.7,82.4,53.9267015706806,486585,0.0,1.0
2017-08-28,83.03,83.21,81.28,82.1,53.7303664921466,1045411,0.0,1.0
2017-08-25,83.64,84.02,82.85,82.85,54.2212041884817,855154,0.0,1.0
2017-08-24,84.95,85.139,83.16,83.16,54.4240837696335,635819,0.0,1.0
2017-08-23,85.31,85.61,84.85,85.01,55.6348167539267,495179,0.0,1.0
2017-08-22,85.45,85.73,84.585,85.24,55.7853403141361,1352063,0.0,1.0
2017-08-21,85.37,86.16,85.24,85.47,55.9358638743456,429684,0.0,1.0
2017-08-18,85.21,85.77,84.75,85.37,55.8704188481675,407609,0.0,1.0
2017-08-17,85.84,87.02,85.25,85.29,55.8180628272251,760170,0.0,1.0
2017-08-16,86.23,87.38,86.14,86.2,56.413612565445,711065,0.0,1.0
2017-08-15,85.99,86.79,85.57,86.02,56.2958115183246,537489,0.0,1.0
2017-08-14,84.58,86.04,84.5,85.98,56.2696335078534,882274,0.0,1.0
2017-08-11,84.08,85.25,83.5,84.46,55.2748691099476,708596,0.0,1.0
2017-08-10,84.82,85.61,84.41,84.58,55.3534031413613,689147,0.0,1.0
2017-08-09,84.9,85.32,84.35,85.24,55.7853403141361,721775,0.0,1.0
2017-08-08,85.99,86.73,85.1,85.25,55.7918848167539,871852,0.0,1.0
2017-08-07,86.42,87.97,85.7147,86.37,56.5248691099476,1312554,0.0,1.0
2017-08-04,85.85,87.12,84.0901,86.13,56.3678010471204,1294709,0.0,1.0
2017-08-03,83.77,84.48,83.21,83.72,54.7905759162304,1623148,0.0,1.0
2017-08-02,83.02,84.25,82.12,83.75,54.8102094240838,738516,0.0,1.0
2017-08-01,83.81,84.46,82.75,83.06,54.3586387434555,688646,0.0,1.0
2017-07-31,83.81,83.81,82.71,83.2,54.4502617801047,695145,0.0,1.0
2017-07-28,83.38,83.76,83.1107,83.67,54.7578534031414,482398,0.0,1.0
2017-07-27,83.39,83.74,82.83,83.47,54.6269633507853,439970,0.0,1.0
2017-07-26,83.38,83.92,83.25,83.4,54.5811518324607,722507,0.0,1.0
2017-07-25,82.4,83.45,81.89,83.4,54.5811518324607,680433,0.0,1.0
2017-07-24,82.09,82.45,81.72,82.12,53.7434554973822,716804,0.0,1.0
2017-07-21,81.99,82.16,81.53,82.08,53.717277486911,433188,0.0,1.0
2017-07-20,81.98,82.18,81.54,81.94,53.6256544502618,356097,0.0,1.0
2017-07-19,81.55,81.99,80.81,81.8,53.5340314136126,529044,0.0,1.0
2017-07-18,81.57,81.99,81.17,81.48,53.3246073298429,452422,0.0,1.0
2017-07-17,80.63,82.429,80.33,81.61,53.4096858638743,1148853,0.0,1.0
2017-07-14,80.1,80.78,79.74,80.26,52.5261780104712,639948,0.0,1.0
2017-07-13,78.85,80.34,77.99,79.98,52.3429319371728,709379,0.0,1.0
2017-07-12,77.82,79.03,77.8,78.76,51.5445026178011,667437,0.0,1.0
2017-07-11,76.83,77.93,76.26,77.42,50.6675392670157,877795,0.0,1.0
2017-07-10,77.86,78.57,76.54,76.73,50.2159685863874,1000221,0.0,1.0
2017-07-07,77.38,77.84,76.52,77.39,50.6479057591623,926430,0.0,1.0
2017-07-06,77.08,77.67,76.75,77.09,50.4515706806283,992562,0.0,1.0
2017-07-05,77.18,77.42,76.12,76.66,50.1701570680628,872613,0.0,1.0
2017-07-03,77.64,78.19,77.36,77.37,50.6348167539267,269797,0.0,1.0
2017-06-30,77.03,78.67,77.03,77.65,50.8180628272251,834945,0.0,1.0
2017-06-29,77.01,77.3,76.16,76.71,50.2028795811518,643480,0.0,1.0
2017-06-28,76.74,77.51,75.76,77.01,50.3992146596859,754609,0.0,1.0
2017-06-27,77.71,78.12,76.33,76.35,49.967277486911,801700,0.0,1.0
2017-06-26,77.77,78.63,77.64,77.95,51.0143979057592,684607,0.0,1.0
2017-06-23,76.44,77.76,75.91,77.6,50.7853403141361,2846916,0.0,1.0
2017-06-22,76.43,76.73,76.12,76.24,49.8952879581152,945804,0.0,1.0
2017-06-21,76.79,77.03,76.05,76.49,50.0589005235602,869168,0.0,1.0
2017-06-20,77.93,77.95,76.115,76.71,50.2028795811518,2463534,0.0,1.0
2017-06-19,79.55,79.55,77.05,77.77,50.8965968586387,1900082,0.0,1.0
2017-06-16,82.38,83.02,78.78,79.21,51.8390052356021,2404084,0.0,1.0
2017-06-15,83.97,84.47,82.82,82.88,54.2408376963351,566191,0.0,1.0
2017-06-14,84.79,85.45,83.89,84.17,55.0850785340314,520543,0.0,1.0
2017-06-13,83.9,84.99,83.5,84.65,55.3992146596859,597580,0.0,1.0
2017-06-12,83.66,85.1,83.26,83.97,54.9541884816754,926784,0.0,1.0
2017-06-09,83.7,84.86,83.365,83.67,54.7578534031414,759193,0.0,1.0
2017-06-08,83.23,85.34,83.055,83.92,54.9214659685864,891219,0.0,1.0
2017-06-07,82.18,83.0,82.1,82.78,54.1753926701571,597890,0.0,1.0
2017-06-06,80.32,82.1,80.29,82.01,53.6714659685864,706571,0.0,1.0
2017-06-05,80.93,81.23,80.52,80.79,52.8730366492147,627696,0.0,1.0
2017-06-02,81.72,82.1,80.54,80.79,52.8730366492147,670256,0.0,1.0
2017-06-01,80.92,82.57,80.47,81.71,53.4751308900523,1206415,0.0,1.0
2017-05-31,79.92,80.61,78.91,80.34,52.5785340314136,1028737,0.0,1.0
2017-05-30,81.46,81.46,79.775,79.96,52.3298429319372,718651,0.0,1.0
2017-05-26,82.2,82.26,81.08,81.42,53.2853403141361,535612,0.0,1.0
2017-05-25,82.08,82.285,81.39,81.79,53.5274869109948,507771,0.0,1.0
2017-05-24,82.21,82.28,81.48,81.88,53.586387434555,541703,0.0,1.0
2017-05-23,82.82,83.05,82.04,82.12,53.7434554973822,459172,0.0,1.0
2017-05-22,81.94,82.89,81.71,82.65,54.0903141361257,539436,0.0,1.0
2017-05-19,81.33,82.13,80.94,81.71,53.4751308900523,618702,0.0,1.0
2017-05-18,81.33,82.43,80.76,81.05,53.0431937172775,1189440,0.0,1.0
2017-05-17,80.98,81.87,80.14,81.61,53.4096858638743,771784,0.0,1.0
2017-05-16,81.58,82.93,81.0,81.13,53.0955497382199,1239346,0.0,1.0
2017-05-15,81.19,82.78,80.8,81.45,53.3049738219895,995491,0.0,1.0
2017-05-12,80.61,81.22,80.31,80.77,52.8599476439791,889194,0.0,1.0
2017-05-11,80.37,81.36,79.5,80.75,52.8468586387435,1642206,0.0,1.0
2017-05-10,78.01,81.01,77.63,80.48,52.6701570680628,1842602,0.0,1.0
2017-05-09,79.03,83.07,77.94,78.12,51.1256544502618,3016081,0.0,1.0
2017-05-08,81.24,82.73,80.775,82.64,54.0837696335079,1063580,0.0,1.0
2017-05-05,81.78,81.8675,80.6,81.22,53.1544502617801,655910,0.0,1.0
2017-05-04,82.31,82.6,81.18,81.57,53.3835078534031,746638,0.0,1.0
2017-05-03,82.4,83.24,81.77,82.18,53.782722513089,539823,0.0,1.0
2017-05-02,82.96,83.22,81.9,82.66,54.0968586387435,896043,0.0,1.0
2017-05-01,84.45,84.54,83.13,83.16,54.4240837696335,488083,0.0,1.0
2017-04-28,84.55,84.63,83.4,84.19,55.098167539267,502799,0.0,1.0
2017-04-27,85.03,85.35,84.11,84.15,55.0719895287958,455712,0.0,1.0
2017-04-26,84.71,85.11,83.84,84.84,55.5235602094241,564088,0.0,1.0
2017-04-25,84.55,84.79,84.06,84.48,55.2879581151833,465996,0.0,1.0
2017-04-24,86.07,86.07,84.04,84.06,55.0130890052356,1086868,0.0,1.0
2017-04-21,85.08,85.43,84.2,84.93,55.5824607329843,1173874,0.0,1.0
2017-04-20,86.01,86.01,85.13,85.4,55.8900523560209,514904,0.0,1.0
2017-04-19,85.17,86.21,84.71,85.76,56.1256544502618,1377932,0.0,1.0
2017-04-18,88.4,88.54,82.72,84.51,55.3075916230367,2724272,0.0,1.0
2017-04-17,87.29,89.04,86.6,87.86,57.5,908147,0.0,1.0
2017-04-13,88.13,88.56,87.08,87.1,57.0026178010471,526629,0.0,1.0
2017-04-12,88.63,88.63,87.34,88.26,57.761780104712,335714,0.0,1.0
2017-04-11,88.26,88.7,87.59,88.31,57.7945026178011,806216,0.0,1.0
2017-04-10,87.5,88.93,87.44,88.41,57.8599476439791,519089,0.0,1.0
2017-04-07,86.77,87.76,86.7,87.54,57.2905759162304,399556,0.0,1.0
2017-04-06,86.97,87.37,86.37,87.06,56.9764397905759,224868,0.0,1.0
2017-04-05,86.91,87.53,86.47,87.02,56.9502617801047,471832,0.0,1.0
2017-04-04,87.33,87.41,86.19,86.9,56.8717277486911,510569,0.0,1.0
2017-04-03,87.47,88.47,87.07,87.41,57.2054973821989,667674,0.0,1.0
2017-03-31,87.42,88.43,87.42,87.52,57.2774869109948,523164,0.0,1.0
2017-03-30,87.62,87.9474,86.91,87.27,57.1138743455497,438685,0.0,1.0
2017-03-29,87.42,88.22,87.18,87.76,57.434554973822,828083,0.0,1.0
2017-03-28,83.26,87.625,83.24,87.54,57.2905759162304,1507031,0.0,1.0
2017-03-27,83.95,84.09,82.91,83.23,54.4698952879581,541051,0.0,1.0
2017-03-24,84.91,84.94,83.96,84.46,55.2748691099476,1053380,0.0,1.0
2017-03-23,85.04,85.4625,84.4,84.45,55.2683246073298,581576,0.0,1.0
2017-03-22,85.48,85.87,84.795,85.1,55.6937172774869,469322,0.0,1.0
2017-03-21,85.59,85.92,85.13,85.45,55.92277486911,574407,0.0,1.0
2017-03-20,85.16,85.89,84.805,85.72,56.0994764397906,528469,0.0,1.0
2017-03-17,84.52,86.04,84.52,85.45,55.92277486911,857802,0.0,1.0
2017-03-16,84.67,84.73,84.02,84.58,55.3534031413613,873392,0.0,1.0
2017-03-15,83.2,84.95,83.2,84.66,55.4057591623037,1084462,0.0,1.0
2017-03-14,83.61,83.61,82.56,83.08,54.3717277486911,246600,0.0,1.0
2017-03-13,84.02,84.29,83.56,83.6,54.7120418848167,995638,0.0,1.0
2017-03-10,83.65,84.4506,83.57,84.08,55.0261780104712,628324,0.0,1.0
2017-03-09,83.37,86.15,83.16,84.03,54.9934554973822,957782,0.0,1.0
2017-03-08,82.9,84.37,82.69,83.54,54.67277486911,650350,0.0,1.0
2017-03-07,83.61,83.64,82.57,82.91,54.2604712041885,518679,0.0,1.0
2017-03-06,84.17,84.17,83.2,83.66,54.7513089005236,561249,0.0,1.0
2017-03-03,83.81,85.11,83.06,84.86,55.5366492146597,989083,0.0,1.0
2017-03-02,84.06,84.33,83.575,83.93,54.9280104712042,469468,0.0,1.0
2017-03-01,82.83,85.38,82.57,84.4,55.2356020942408,1025191,0.0,1.0
2017-02-28,82.44,82.52,81.86,81.87,53.5798429319372,810731,0.0,1.0
2017-02-27,82.54,82.54,81.76,82.21,53.8023560209424,564056,0.0,1.0
2017-02-24,82.48,83.34,82.29,82.59,54.0510471204189,456019,0.0,1.0
