,UTX_Open,UTX_High,UTX_Low,UTX_Close,UTX_Adj Close,UTX_Volume,UTX_Dividend Amount,UTX_Split Coefficient
2012-01-12,77.16,77.51,76.51,77.24,28.2680830330371,3713700,0.0,1.0
2012-01-11,75.58,76.97,75.5,76.7,28.070455316338,4598100,0.0,1.0
2012-01-10,75.24,76.35,74.84,76.03,27.8252505567298,4722200,0.0,1.0
2012-01-09,74.5,74.5,73.76,74.1,27.118914458157,4325600,0.0,1.0
2012-01-06,74.22,74.519,73.62,73.9,27.0457190075277,3489100,0.0,1.0
2012-01-05,74.46,74.72,73.665,74.33,27.2030892263807,4607100,0.0,1.0
2012-01-04,74.28,75.2495,74.09,75.05,27.4665928486462,6170700,0.0,1.0
2012-01-03,74.91,75.64,74.43,74.66,27.3238617199191,4875200,0.0,1.0
2011-12-30,73.86,73.97,73.08,73.09,26.749277432479,2427800,0.0,1.0
2011-12-29,72.37,73.87,72.28,73.82,27.016440827276,2500100,0.0,1.0
2011-12-28,73.98,74.07,72.95,73.13,26.7639165226049,2546900,0.0,1.0
2011-12-27,73.97,74.59,73.78,74.03,27.0932960504368,2536500,0.0,1.0
2011-12-23,73.74,74.24,73.25,74.18,27.1481926384087,2275200,0.0,1.0
2011-12-22,73.72,73.8387,72.94,73.51,26.9029878788006,5789200,0.0,1.0
2011-12-21,74.67,74.91,72.86,73.62,26.9432453766467,6170800,0.0,1.0
2011-12-20,73.22,74.66,72.88,74.4,27.228707634101,4778000,0.0,1.0
2011-12-19,72.61,73.28,71.6,71.75,26.2588679132627,4295900,0.0,1.0
2011-12-16,73.67,74.31,71.86,72.39,26.4930933552765,11672900,0.0,1.0
2011-12-15,73.6,74.03,72.915,73.53,26.9103074238635,3805100,0.0,1.0
2011-12-14,73.76,74.2,72.75,73.17,26.7785556127308,5176000,0.0,1.0
2011-12-13,75.01,75.96,73.75,74.2,27.1555121834717,5396200,0.0,1.0
2011-12-12,75.63,75.76,74.15,74.48,27.2579858143527,4844700,0.0,1.0
2011-12-09,74.69,76.58,74.59,76.31,27.9277241876108,3949300,0.0,1.0
2011-12-08,75.67,76.129,74.09,74.37,27.2177283165066,4294100,0.0,1.0
2011-12-07,75.9,76.6301,74.69,76.25,27.905765552422,5181800,0.0,1.0
2011-12-06,76.97,77.0,76.13,76.31,27.9277241876108,3550100,0.0,1.0
2011-12-05,77.84,78.11,76.04,76.64,28.0484966811492,4516800,0.0,1.0
2011-12-02,77.61,78.32,76.45,76.54,28.0118989558345,4727700,0.0,1.0
2011-12-01,76.2,77.15,76.2,76.58,28.0265380459604,2736300,0.0,1.0
2011-11-30,75.35,76.93,75.34,76.6,28.0338575910233,5320300,0.0,1.0
2011-11-29,73.72,73.89,72.95,72.98,26.7090199346329,3739900,0.0,1.0
2011-11-28,72.61,73.58,72.49,73.14,26.7675762951364,4026100,0.0,1.0
2011-11-25,70.41,72.01,70.41,71.04,25.9990240635287,1892600,0.0,1.0
2011-11-23,71.77,72.43,70.97,70.97,25.9734056558084,4713600,0.0,1.0
2011-11-22,73.84,73.95,72.53,73.05,26.7346383423532,3818100,0.0,1.0
2011-11-21,74.64,74.84,72.84,74.07,27.1079351405626,4692300,0.0,1.0
2011-11-18,76.25,76.42,75.27,76.11,27.8545287369815,3442300,0.0,1.0
2011-11-17,77.26,77.42,74.93,75.69,27.70081829066,4923200,0.0,1.0
2011-11-16,77.91,78.9,77.34,77.45,28.3449382561979,5749500,0.48,1.0
2011-11-15,78.81,79.8,78.14,79.33,28.8541505436183,3775500,0.0,1.0
2011-11-14,79.18,79.73,78.68,79.05,28.7523080861342,3149500,0.0,1.0
2011-11-11,78.66,80.36,78.66,79.83,29.0360120748399,4573700,0.0,1.0
2011-11-10,77.29,78.12,76.86,77.47,28.177625647474,3664300,0.0,1.0
2011-11-09,77.43,77.65,75.96,76.44,27.8029908931575,4682600,0.0,1.0
2011-11-08,78.63,79.0,77.91,78.87,28.6868379348945,3757000,0.0,1.0
2011-11-07,78.08,78.349,76.87,78.34,28.4940647117996,3446300,0.0,1.0
2011-11-04,78.16,78.16,76.5244,77.8,28.2976542580802,4131800,0.0,1.0
2011-11-03,77.81,78.65,77.15,78.44,28.5304370180439,4407600,0.0,1.0
2011-11-02,76.54,77.39,76.165,76.91,27.9739407325058,4736700,0.0,1.0
2011-11-01,76.13,76.26,74.3626,75.19,27.3483370651035,5858300,0.0,1.0
2011-10-31,79.16,79.17,77.94,77.98,28.36312440932,3710800,0.0,1.0
2011-10-28,79.01,79.92,78.96,79.51,28.9196206948581,4123500,0.0,1.0
2011-10-27,77.87,79.97,77.81,79.3,28.843238851745,6134200,0.0,1.0
2011-10-26,76.39,76.85,75.03,76.06,27.6647761294291,4966900,0.0,1.0
2011-10-25,75.16,76.35,74.96,75.28,27.3810721407234,4191900,0.0,1.0
2011-10-24,76.05,76.91,75.79,76.65,27.8793727362706,4199000,0.0,1.0
2011-10-21,75.0,75.84,74.53,75.56,27.4829145982075,6050900,0.0,1.0
2011-10-20,73.58,74.65,72.57,74.25,27.0064373864069,5022400,0.0,1.0
2011-10-19,73.5,74.78,72.5,73.26,26.6463515545882,6425700,0.0,1.0
2011-10-18,72.46,74.92,71.7,74.12,26.9591533882893,5005100,0.0,1.0
2011-10-17,74.48,74.57,71.95,72.12,26.2317072634029,4009900,0.0,1.0
2011-10-14,74.45,74.85,73.99,74.64,27.1482893807598,3160800,0.0,1.0
2011-10-13,74.83,74.92,72.39,73.54,26.7481940120723,4754600,0.0,1.0
2011-10-12,74.29,75.0,73.83,74.24,27.0028001557825,5096200,0.0,1.0
2011-10-11,73.62,74.01,72.95,73.74,26.8209386245609,3633600,0.0,1.0
2011-10-10,72.7,73.75,72.45,73.75,26.8245758551853,3411900,0.0,1.0
2011-10-07,71.59,72.38,70.89,71.46,25.9916500421904,5210300,0.0,1.0
2011-10-06,69.76,71.03,69.17,70.98,25.8170629722177,5793700,0.0,1.0
2011-10-05,69.55,69.94,68.8,69.61,25.3187623766705,9774800,0.0,1.0
2011-10-04,68.43,69.68,66.87,69.54,25.2933017622995,8600000,0.0,1.0
2011-10-03,69.88,70.92,69.058,69.36,25.2278316110597,6068800,0.0,1.0
2011-09-30,70.71,71.99,70.04,70.36,25.5915546735029,6898800,0.0,1.0
2011-09-29,73.11,73.3,70.92,72.42,26.3408241821359,4717800,0.0,1.0
2011-09-28,73.38,74.27,71.65,71.85,26.1335020365433,6377400,0.0,1.0
2011-09-27,73.49,74.86,72.36,73.15,26.6063420177194,6842100,0.0,1.0
2011-09-26,69.87,71.71,69.13,71.55,26.0243851178103,7967900,0.0,1.0
2011-09-23,69.0,69.74,68.345,68.92,25.0677934635847,8762300,0.0,1.0
2011-09-22,70.05,70.49,67.32,68.31,24.8459223954944,13122600,0.0,1.0
2011-09-21,75.95,77.58,74.81,74.87,27.2319456851217,6967900,0.0,1.0
2011-09-20,76.21,76.95,74.96,76.01,27.6465899763069,5783300,0.0,1.0
2011-09-19,74.22,75.88,73.86,75.55,27.4792773675831,5316200,0.0,1.0
2011-09-16,76.14,76.24,74.716,75.5,27.4610912144609,8953700,0.0,1.0
2011-09-15,74.44,75.71,74.31,75.61,27.5011007513297,5391800,0.0,1.0
2011-09-14,72.81,74.75,71.29,73.68,26.7991152408143,4894800,0.0,1.0
2011-09-13,71.59,72.73,70.69,72.45,26.3517358740092,4234300,0.0,1.0
2011-09-12,69.61,71.22,69.24,71.13,25.8716214315842,5015700,0.0,1.0
2011-09-09,71.58,71.93,70.12,70.53,25.6533875941182,5301200,0.0,1.0
2011-09-08,72.43,73.44,72.29,72.63,26.4172060252489,5346500,0.0,1.0
2011-09-07,72.08,72.97,71.48,72.96,26.5372346358552,4614000,0.0,1.0
2011-09-06,68.57,70.66,68.49,70.5,25.6424759022449,4743300,0.0,1.0
2011-09-02,71.64,71.88,70.66,71.04,25.8388863559643,4838700,0.0,1.0
2011-09-01,74.32,75.28,72.97,73.05,26.5699697114751,5046700,0.0,1.0
2011-08-31,74.49,75.37,73.81,74.25,27.0064373864069,5094000,0.0,1.0
2011-08-30,73.79,74.33,73.32,73.76,26.8282130858098,5516500,0.0,1.0
2011-08-29,72.68,74.02,72.64,73.87,26.8682226226785,4063900,0.0,1.0
2011-08-26,70.26,72.04,68.87,71.56,26.0280223484347,5284700,0.0,1.0
2011-08-25,71.54,72.63,70.41,70.75,25.7334066678557,7483900,0.0,1.0
2011-08-24,69.68,71.59,69.5,71.41,25.9734638890683,5115600,0.0,1.0
2011-08-23,68.22,69.93,67.82,69.93,25.4351537566523,6589000,0.0,1.0
2011-08-22,69.02,69.16,67.17,67.68,24.6167768661552,5951200,0.0,1.0
2011-08-19,67.17,69.05,67.16,67.45,24.5331205617932,8686300,0.0,1.0
2011-08-18,69.86,70.02,67.44,68.12,24.7768150136302,9625500,0.0,1.0
2011-08-17,72.75,72.94,71.49,72.05,26.2062466490319,4725800,0.48,1.0
2011-08-16,72.67,73.88,71.99,72.55,26.2134729682513,6011300,0.0,1.0
2011-08-15,73.21,73.7,72.2,73.54,26.5711757696099,7183200,0.0,1.0
2011-08-12,69.89,72.56,69.82,72.45,26.1773413721544,9452000,0.0,1.0
2011-08-11,67.55,70.65,67.21,69.74,25.1981751179303,8844800,0.0,1.0
2011-08-10,69.81,70.22,67.21,67.44,24.3671484077032,10406500,0.0,1.0
2011-08-09,67.96,71.67,67.12,71.57,25.8593833265023,11738600,0.0,1.0
2011-08-08,71.93,73.34,69.71,69.74,25.1981751179303,12141300,0.0,1.0
2011-08-05,75.29,76.05,72.66,74.14,26.7879653461909,10411000,0.0,1.0
2011-08-04,78.12,78.43,74.23,74.37,26.8710680172136,9822100,0.0,1.0
2011-08-03,78.94,79.5,77.65,79.31,28.6559688643971,7421400,0.0,1.0
2011-08-02,81.67,82.144,78.93,78.93,28.5186687992291,6724500,0.0,1.0
2011-08-01,83.31,83.82,81.24,82.34,29.7507562261311,4448700,0.0,1.0
2011-07-29,82.19,83.73,81.5,82.84,29.9314142066152,4868900,0.0,1.0
2011-07-28,84.1,84.37,82.82,82.92,29.9603194834927,4663500,0.0,1.0
2011-07-27,85.51,85.6,83.51,83.74,30.2565985714867,6100200,0.0,1.0
2011-07-26,87.03,87.24,85.6,86.18,31.1382095162494,4617800,0.0,1.0
2011-07-25,86.65,87.87,86.3,87.32,31.5501097117533,3319000,0.0,1.0
2011-07-22,88.81,88.91,87.67,87.7,31.6874097769212,3645200,0.0,1.0
2011-07-21,88.48,89.0,87.81,88.21,31.8716809170151,4948700,0.0,1.0
2011-07-20,87.65,87.65,85.67,87.22,31.5139781156564,6249100,0.0,1.0
2011-07-19,87.98,89.56,87.94,88.82,32.0920836532057,5006600,0.0,1.0
2011-07-18,88.01,88.13,86.81,87.62,31.6585045000438,3687700,0.0,1.0
2011-07-15,88.12,88.6,87.62,88.32,31.9114256727216,4151100,0.0,1.0
2011-07-14,87.91,89.1599,87.61,87.82,31.7307676922374,3146700,0.0,1.0
2011-07-13,88.7,89.34,87.99,88.17,31.8572282785763,3733500,0.0,1.0
2011-07-12,89.44,89.46,88.33,88.46,31.9620099072572,5023800,0.0,1.0
2011-07-11,89.35,89.92,88.82,89.13,32.2040916011059,4907700,0.0,1.0
2011-07-08,90.5,90.97,89.95,90.35,32.6448970734873,4522000,0.0,1.0
2011-07-07,91.01,91.83,90.76,91.39,33.0206656728943,6313700,0.0,1.0
2011-07-06,89.63,90.61,89.35,90.42,32.6701891907551,4331500,0.0,1.0
2011-07-05,89.86,90.57,89.22,89.51,32.3413916662739,4046900,0.0,1.0
2011-07-01,88.72,90.53,88.36,90.13,32.5654075620742,4483700,0.0,1.0
2011-06-30,86.71,89.65,86.63,88.51,31.9800757053056,4599500,0.0,1.0
2011-06-29,87.25,87.25,85.99,86.47,31.2429911449302,4216700,0.0,1.0
2011-06-28,85.87,86.59,85.47,86.55,31.2718964218077,4324200,0.0,1.0
2011-06-27,84.01,85.78,83.74,85.33,30.8310909494263,3187500,0.0,1.0
2011-06-24,85.1,85.27,83.835,84.33,30.469774988458,4409500,0.0,1.0
2011-06-23,84.32,85.19,83.69,85.12,30.755214597623,5001300,0.0,1.0
2011-06-22,85.27,86.21,85.17,85.44,30.8708357051328,3393200,0.0,1.0
2011-06-21,85.79,86.1,85.14,85.56,30.914193620449,4387500,0.0,1.0
2011-06-20,84.36,85.88,84.19,85.54,30.9069673012297,3581100,0.0,1.0
2011-06-17,84.99,85.26,84.49,84.57,30.5564908190904,6200400,0.0,1.0
2011-06-16,83.34,84.645,83.09,84.35,30.4770013076774,4921900,0.0,1.0
2011-06-15,83.2,83.95,82.83,83.27,30.0867800698316,3542700,0.0,1.0
2011-06-14,83.36,84.42,83.34,84.02,30.3577670405578,4021500,0.0,1.0
2011-06-13,82.92,83.23,82.52,82.77,29.9061220893474,3385500,0.0,1.0
2011-06-10,83.61,83.8599,82.6,82.7,29.8808299720797,4282200,0.0,1.0
2011-06-09,83.33,84.52,82.97,84.09,30.3830591578256,3887200,0.0,1.0
2011-06-08,83.63,83.63,82.69,83.04,30.0036773988089,3134500,0.0,1.0
2011-06-07,83.95,84.15,83.24,83.25,30.0795537506122,3334200,0.0,1.0
2011-06-06,82.93,84.05,82.76,83.71,30.2457590926577,5468100,0.0,1.0
2011-06-03,83.11,83.62,82.43,83.24,30.0759405910025,5073600,0.0,1.0
2011-06-02,84.32,84.55,83.7,84.29,30.4553223500193,4391200,0.0,1.0
2011-06-01,87.27,87.53,84.25,84.3,30.458935509629,6964800,0.0,1.0
2011-05-31,87.0,87.79,86.58,87.77,31.712701894189,4745400,0.0,1.0
2011-05-27,86.57,86.75,86.07,86.33,31.1924069103946,2907400,0.0,1.0
2011-05-26,86.06,86.59,85.42,86.39,31.2140858680527,3523200,0.0,1.0
2011-05-25,85.37,86.72,85.21,86.26,31.1671147931269,4042700,0.0,1.0
2011-05-24,86.1,86.31,85.55,85.62,30.9358725781071,3406100,0.0,1.0
2011-05-23,86.41,86.52,85.78,86.09,31.1056910797623,4119800,0.0,1.0
2011-05-20,88.1,88.12,87.0,87.5,31.6151465847276,3933000,0.0,1.0
2011-05-19,87.64,88.66,87.56,88.1,31.8319361613086,3770900,0.0,1.0
2011-05-18,87.05,87.47,86.65,87.15,31.4886859983887,5737000,0.48,1.0
2011-05-17,88.61,88.9,87.1,87.82,31.5569599951899,5112200,0.0,1.0
2011-05-16,88.46,89.25,88.09,88.88,31.9378570299759,3363400,0.0,1.0
2011-05-13,89.91,90.02,88.35,88.98,31.9737907125028,3410200,0.0,1.0
2011-05-12,89.14,89.7,88.75,89.57,32.185799439412,3800000,0.0,1.0
2011-05-11,89.89,90.18,89.31,89.52,32.1678325981485,4178300,0.0,1.0
2011-05-10,89.81,90.12,89.68,89.81,32.2720402774767,3431300,0.0,1.0
2011-05-09,88.88,90.18,88.88,89.52,32.1678325981485,2584400,0.0,1.0
2011-05-06,89.64,90.56,88.95,89.21,32.0564381823149,5015700,0.0,1.0
2011-05-05,89.09,89.54,87.9,88.53,31.8120891411314,4939200,0.0,1.0
2011-05-04,89.95,90.34,88.692,89.38,32.1175254426107,4469500,0.0,1.0
2011-05-03,89.71,90.48,89.48,89.85,32.2864137504875,3577700,0.0,1.0
2011-05-02,90.03,90.67,89.49,90.0,32.340314274278,3782000,0.0,1.0
2011-04-29,89.16,89.8,88.99,89.58,32.1893928076647,3642600,0.0,1.0
2011-04-28,87.91,89.44,87.65,89.01,31.9845708172609,4132600,0.0,1.0
2011-04-27,87.97,88.12,87.34,87.86,31.5713334682007,3477400,0.0,1.0
2011-04-26,86.78,88.455,86.63,87.86,31.5713334682007,6000000,0.0,1.0
2011-04-25,87.0,87.09,86.29,86.54,31.0970088588446,3502800,0.0,1.0
2011-04-21,86.14,87.27,85.66,87.1,31.2982374809957,5850300,0.0,1.0
2011-04-20,84.82,86.85,84.0,85.9,30.867033290672,7949100,0.0,1.0
2011-04-19,81.72,82.47,81.72,82.36,29.594980929217,3409800,0.0,1.0
2011-04-18,82.62,82.63,81.19,81.7,29.357818624539,5489800,0.0,1.0
2011-04-15,84.08,84.2,83.16,83.45,29.9866580687611,4462500,0.0,1.0
2011-04-14,83.73,84.02,82.7,83.98,30.1771065861541,3046600,0.0,1.0
2011-04-13,84.48,84.77,83.35,84.21,30.2597540559661,3747200,0.0,1.0
2011-04-12,84.51,84.77,83.5,83.98,30.1771065861541,3266300,0.0,1.0
2011-04-11,85.0,85.56,84.79,84.98,30.5364434114238,2418700,0.0,1.0
2011-04-08,85.63,85.97,84.18,84.81,30.475356151128,2584800,0.0,1.0
2011-04-07,85.45,86.0,84.66,85.36,30.6729914050263,2584500,0.0,1.0
2011-04-06,85.81,85.99,85.19,85.66,30.7807924526072,2011900,0.0,1.0
2011-04-05,85.0,85.6,84.58,85.4,30.6873648780371,2409800,0.0,1.0
2011-04-04,85.6699,85.71,84.92,85.23,30.6262776177412,2075900,0.0,1.0
2011-04-01,85.09,85.95,84.9,85.32,30.6586179320155,3300200,0.0,1.0
2011-03-31,83.98,85.11,83.96,84.65,30.4178622590848,3566900,0.0,1.0
2011-03-30,84.42,84.57,83.9699,84.23,30.2669407924715,2441500,0.0,1.0
2011-03-29,83.57,84.25,83.26,84.12,30.2274137416918,3435300,0.0,1.0
2011-03-28,83.75,84.1001,83.35,83.47,29.9938448052665,3554800,0.0,1.0
2011-03-25,83.01,83.59,82.79,83.52,30.01181164653,4017500,0.0,1.0
2011-03-24,81.99,82.9,81.77,82.76,29.738715659325,3257700,0.0,1.0
2011-03-23,80.86,82.2575,80.81,81.86,29.4153125165822,3930200,0.0,1.0
2011-03-22,81.52,81.53,80.57,80.88,29.0631624278178,4513700,0.0,1.0
2011-03-21,81.3,82.02,80.92,81.46,29.2715777864743,3260700,0.0,1.0
2011-03-18,80.5,80.91,79.82,80.16,28.8044399136236,6056600,0.0,1.0
2011-03-17,79.38,79.9,79.0,79.49,28.5636842406928,4543600,0.0,1.0
2011-03-16,79.32,79.6,78.19,78.33,28.1468535233799,6153700,0.0,1.0
2011-03-15,78.48,80.01,77.05,79.51,28.5708709771982,5728200,0.0,1.0
2011-03-14,80.74,81.23,80.31,80.74,29.01285527228,3727400,0.0,1.0
2011-03-11,80.64,81.62,80.26,81.28,29.2068971579257,4183800,0.0,1.0
2011-03-10,82.17,82.26,80.57,80.92,29.0775359008286,6601000,0.0,1.0
2011-03-09,83.13,83.2,82.03,82.89,29.78542944661,3805400,0.0,1.0
2011-03-08,82.58,84.05,82.15,83.26,29.9183840719598,3456600,0.0,1.0
2011-03-07,83.03,83.71,81.9,82.28,29.5662339831955,3852100,0.0,1.0
2011-03-04,83.68,83.81,82.2,82.86,29.7746493418519,3985900,0.0,1.0
2011-03-03,82.44,84.2494,82.35,83.85,30.130392798869,3983700,0.0,1.0
2011-03-02,82.28,82.54,81.42,82.05,29.4835865133834,3866000,0.0,1.0
2011-03-01,83.73,84.03,81.92,82.08,29.4943666181415,4013100,0.0,1.0
2011-02-28,83.58,84.2011,83.31,83.54,30.0189983830354,3208300,0.0,1.0
2011-02-25,83.33,83.55,82.9,83.37,29.9579111227395,2607200,0.0,1.0
2011-02-24,82.62,83.38,81.81,82.72,29.7243421863142,3531800,0.0,1.0
2011-02-23,83.76,84.25,82.25,82.79,29.749495764083,5237100,0.0,1.0
2011-02-22,84.54,84.69,83.18,83.56,30.0261851195408,4174100,0.0,1.0
2011-02-18,84.74,85.03,84.58,85.01,30.5472235161819,3808800,0.0,1.0
2011-02-17,84.67,85.0,84.25,84.54,30.3783352083051,3317700,0.0,1.0
2011-02-16,84.86,85.125,84.41,85.06,30.5651903574454,2995800,0.425,1.0
2011-02-15,85.11,85.11,84.4852,84.93,30.3667499217154,2818100,0.0,1.0
2011-02-14,85.07,85.44,84.9,85.21,30.466864015417,2783800,0.0,1.0
2011-02-11,84.64,85.46,84.46,85.2,30.4632885120705,2974500,0.0,1.0
2011-02-10,84.37,85.15,84.34,84.75,30.3023908614786,4426500,0.0,1.0
2011-02-09,83.72,84.0,83.22,83.98,30.0270771037991,3089400,0.0,1.0
2011-02-08,83.11,83.94,83.1,83.88,29.9913220703342,2576500,0.0,1.0
2011-02-07,82.85,83.82,82.73,83.66,29.9126609967115,3573500,0.0,1.0
2011-02-04,82.33,82.6,82.01,82.52,29.5050536152119,2834400,0.0,1.0
2011-02-03,82.16,82.31,81.58,82.22,29.3977885148173,2277200,0.0,1.0
2011-02-02,81.84,82.54,81.68,82.16,29.3763354947384,2748700,0.0,1.0
2011-02-01,81.63,82.06,81.43,81.83,29.2583438843043,3524700,0.0,1.0
2011-01-31,81.8,81.99,80.66,81.3,29.0688422069405,4292700,0.0,1.0
2011-01-28,82.87,83.08,80.71,81.43,29.1153237504449,4563600,0.0,1.0
2011-01-27,81.94,82.99,81.8,82.59,29.5300821386374,4450000,0.0,1.0
2011-01-26,81.68,81.95,80.76,81.41,29.1081727437519,5314200,0.0,1.0
2011-01-25,81.46,81.73,80.88,81.73,29.2225888508395,4495700,0.0,1.0
2011-01-24,80.26,81.54,80.26,81.52,29.1475032805632,4741200,0.0,1.0
2011-01-21,79.9,80.5,79.76,80.2,28.6755368388269,4613200,0.0,1.0
2011-01-20,79.62,79.91,78.98,79.55,28.4431291213053,3941000,0.0,1.0
2011-01-19,79.67,80.0,79.17,79.91,28.5718472417788,4108900,0.0,1.0
2011-01-18,79.28,79.75,79.19,79.57,28.4502801279982,3794700,0.0,1.0
2011-01-14,79.2,79.31,78.69,79.08,28.2750804640204,4624000,0.0,1.0
2011-01-13,79.49,79.76,79.15,79.5,28.4252516045728,2694500,0.0,1.0
2011-01-12,79.57,79.9,79.24,79.43,28.4002230811474,3242200,0.0,1.0
2011-01-11,78.6,79.18,78.47,78.92,28.2178724104766,3474600,0.0,1.0
2011-01-10,78.27,78.69,77.81,78.46,28.0533992565382,3301600,0.0,1.0
2011-01-07,79.14,79.69,78.63,79.08,28.2750804640204,2771900,0.0,1.0
2011-01-06,79.41,79.75,79.04,79.15,28.3001089874458,3486400,0.0,1.0
2011-01-05,78.59,79.557,78.59,79.23,28.3287130142177,2820600,0.0,1.0
2011-01-04,78.59,79.48,78.4,79.12,28.2893824774063,3659000,0.0,1.0
2011-01-03,79.19,79.42,78.96,78.99,28.242900933902,3059800,0.0,1.0
2010-12-31,78.8,78.82,78.25,78.72,28.1463623435468,1782200,0.0,1.0
2010-12-30,78.92,79.12,78.61,78.85,28.1928438870512,1504400,0.0,1.0
2010-12-29,79.46,79.665,79.09,79.1,28.2822314707133,1559100,0.0,1.0
2010-12-28,79.57,79.57,79.04,79.29,28.3501660342966,2066300,0.0,1.0
2010-12-27,79.37,79.4,78.98,79.27,28.3430150276036,1388800,0.0,1.0
2010-12-23,79.49,79.6,79.2,79.5,28.4252516045728,1862200,0.0,1.0
2010-12-22,79.38,79.7,79.07,79.52,28.4324026112658,2123600,0.0,1.0
2010-12-21,79.03,79.47,78.56,79.35,28.3716190543755,2834700,0.0,1.0
2010-12-20,79.38,79.5,78.79,78.9,28.2107214037836,2802500,0.0,1.0
2010-12-17,78.8301,79.08,78.38,78.8,28.1749663703187,5386500,0.0,1.0
2010-12-16,78.83,79.25,78.59,79.02,28.2536274439414,3049600,0.0,1.0
2010-12-15,78.71,79.41,78.58,78.95,28.228598920516,3970500,0.0,1.0
2010-12-14,77.82,79.01,77.82,78.85,28.1928438870512,3549200,0.0,1.0
2010-12-13,78.84,78.84,78.11,78.15,27.9425586527971,3752500,0.0,1.0
2010-12-10,78.49,78.83,78.07,78.4,28.0319462364592,3822900,0.0,1.0
2010-12-09,78.14,78.21,77.42,77.63,27.7566324787797,3863200,0.0,1.0
2010-12-08,78.66,79.02,77.35,77.69,27.7780854988587,5382300,0.0,1.0
2010-12-07,79.41,79.41,78.37,78.54,28.0820032833101,4477600,0.0,1.0
2010-12-06,78.58,78.8,78.23,78.41,28.0355217398057,2699100,0.0,1.0
2010-12-03,78.42,78.81,78.29,78.74,28.1535133502398,3225500,0.0,1.0
2010-12-02,78.39,79.3625,78.1,78.7,28.1392113368539,4843700,0.0,1.0
2010-12-01,76.54,78.49,76.54,78.26,27.9818891896084,7949400,0.0,1.0
2010-11-30,74.11,75.69,74.041,75.27,26.9128136890088,5543800,0.0,1.0
2010-11-29,74.72,75.08,73.88,74.8,26.7447650317239,4358800,0.0,1.0
2010-11-26,75.61,75.68,75.2,75.28,26.9163891923553,1963900,0.0,1.0
2010-11-24,74.76,76.21,74.56,76.09,27.2060049634207,3917400,0.0,1.0
2010-11-23,74.37,74.48,73.7,74.18,26.5230838242417,4109700,0.0,1.0
2010-11-22,74.9,75.49,74.26,75.11,26.855605635465,3442700,0.0,1.0
2010-11-19,75.09,75.41,74.645,75.31,26.9271157023947,4022000,0.0,1.0
2010-11-18,74.35,75.5,74.23,75.03,26.8270016086931,3652600,0.0,1.0
2010-11-17,73.73,74.07,73.43,73.64,26.3300066435314,3897300,0.425,1.0
2010-11-16,74.8,74.94,73.77,74.16,26.3637790141671,5989800,0.0,1.0
2010-11-15,75.02,75.73,74.87,75.31,26.7726024481786,4718100,0.0,1.0
2010-11-12,74.94,75.22,74.42,74.88,26.6197380337221,4771100,0.0,1.0
2010-11-11,75.87,75.95,75.04,75.39,26.8010423392403,3506400,0.0,1.0
2010-11-10,76.53,76.62,75.8,76.15,27.0712213043261,4023200,0.0,1.0
2010-11-09,76.69,76.78,76.34,76.69,27.2631905689924,3810200,0.0,1.0
2010-11-08,76.52,76.91,76.33,76.63,27.2418606506961,3149300,0.0,1.0
2010-11-05,76.49,76.89,76.14,76.75,27.2845204872886,4705400,0.0,1.0
2010-11-04,76.01,76.9,75.4601,76.24,27.1032161817705,5502600,0.0,1.0
2010-11-03,75.24,75.53,74.31,75.05,26.6801728022282,3586800,0.0,1.0
2010-11-02,75.21,75.62,75.08,75.25,26.7512725298823,2806300,0.0,1.0
2010-11-01,75.27,75.7731,74.11,74.64,26.5344183605371,3401600,0.0,1.0
2010-10-29,74.32,74.88,74.1,74.77,26.5806331835123,2650000,0.0,1.0
2010-10-28,75.01,75.38,73.98,74.7,26.5557482788334,3141000,0.0,1.0
2010-10-27,74.22,74.54,73.3,74.46,26.4704286056484,3318400,0.0,1.0
2010-10-26,74.47,74.8199,74.03,74.67,26.5450833196852,3524100,0.0,1.0
2010-10-25,75.46,75.57,74.8,75.01,26.6659528566973,4068900,0.0,1.0
2010-10-22,75.25,75.25,74.49,74.94,26.6410679520184,3165100,0.0,1.0
2010-10-21,74.32,75.58,74.25,74.97,26.6517329111665,8837600,0.0,1.0
2010-10-20,72.01,74.28,71.92,73.92,26.2784593409821,8761800,0.0,1.0
2010-10-19,73.8,74.18,72.85,73.61,26.1682547631181,5807800,0.0,1.0
2010-10-18,74.27,74.9,73.98,74.56,26.5059784694754,3832000,0.0,1.0
2010-10-15,74.34,74.87,73.4,74.1,26.3424490958708,4671800,0.0,1.0
2010-10-14,74.19,74.2,73.4,74.15,26.3602240277844,4852100,0.0,1.0
2010-10-13,73.51,74.6,73.36,74.18,26.3708889869325,4990900,0.0,1.0
2010-10-12,72.6,73.27,71.8,72.98,25.9442906210075,3937600,0.0,1.0
2010-10-11,73.11,73.11,72.61,72.93,25.9265156890939,2454600,0.0,1.0
2010-10-08,72.99,73.2,72.3,72.91,25.9194057163285,3505200,0.0,1.0
2010-10-07,72.82,73.05,72.41,72.78,25.8731908933533,3015900,0.0,1.0
2010-10-06,72.38,72.95,72.38,72.87,25.9051857707977,3951800,0.0,1.0
2010-10-05,71.31,72.824,71.24,72.51,25.7772062610202,5541200,0.0,1.0
2010-10-04,71.94,72.03,70.23,70.53,25.0733189572439,4427400,0.0,1.0
2010-10-01,71.68,72.03,70.98,71.13,25.2866181402064,4997200,0.0,1.0
