,MA_Open,MA_High,MA_Low,MA_Close,MA_Adj Close,MA_Volume,MA_Dividend Amount,MA_Split Coefficient
2016-10-17,100.96,101.2597,100.62,100.85,96.4314410081127,1975512,0.0,1.0
2016-10-14,101.1,102.2,100.81,100.88,96.4601266127755,3280440,0.0,1.0
2016-10-13,100.75,101.49,99.78,100.65,96.240203643694,3657359,0.0,1.0
2016-10-12,101.56,101.91,101.05,101.36,96.9190962873803,3467809,0.0,1.0
2016-10-11,102.54,102.63,100.82,101.35,96.9095344191593,3412844,0.0,1.0
2016-10-10,102.7,103.37,102.55,102.65,98.1525772878807,2376543,0.0,1.0
2016-10-07,103.05,103.49,101.98,102.25,97.7701025590433,4225571,0.0,1.0
2016-10-06,102.4,103.17,102.015,102.94,98.4298714662877,3875630,0.0,1.0
2016-10-05,101.32,102.67,101.32,102.4,97.9135305823574,3768727,0.19,1.0
2016-10-04,102.03,102.21,101.04,101.22,96.6059807539352,2881907,0.0,1.0
2016-10-03,101.39,102.38,101.24,101.88,97.2358952698174,3696666,0.0,1.0
2016-09-30,100.78,102.23,100.68,101.77,97.1309095171704,4180748,0.0,1.0
2016-09-29,101.58,102.31,100.59,100.61,96.0237870347107,3009957,0.0,1.0
2016-09-28,101.43,101.58,100.8295,101.51,96.8827613745501,3629520,0.0,1.0
2016-09-27,101.0,101.65,100.56,101.45,96.8254964185608,3547736,0.0,1.0
2016-09-26,100.82,101.83,100.75,101.16,96.5487157979459,3468932,0.0,1.0
2016-09-23,101.92,102.1,101.25,101.66,97.0259237645233,2757030,0.0,1.0
2016-09-22,101.57,102.23,101.51,102.12,97.4649550937746,3390559,0.0,1.0
2016-09-21,100.81,101.31,99.97,101.26,96.6441573912614,3251949,0.0,1.0
2016-09-20,100.25,100.92,100.009,100.49,95.9092571227321,3848683,0.0,1.0
2016-09-19,99.95,100.39,99.42,99.68,95.1361802168767,3056878,0.0,1.0
2016-09-16,99.05,99.689,98.59,99.36,94.8307671182671,4498823,0.0,1.0
2016-09-15,98.57,99.815,98.45,99.47,94.9357528709142,3490591,0.0,1.0
2016-09-14,99.34,99.63,98.38,98.71,94.2103967617165,4400019,0.0,1.0
2016-09-13,99.35,100.06,98.98,99.39,94.8593995962618,4732245,0.0,1.0
2016-09-12,97.54,100.315,97.49,100.11,95.5465790681333,4264317,0.0,1.0
2016-09-09,99.08,99.685,98.15,98.15,93.6759238391498,5458462,0.0,1.0
2016-09-08,99.45,100.67,99.39,99.98,95.4225049968232,4605409,0.0,1.0
2016-09-07,98.49,99.6,98.26,99.57,95.0311944642297,4198160,0.0,1.0
2016-09-06,97.81,98.91,97.69,98.79,94.2867500363689,3879255,0.0,1.0
2016-09-02,97.4,98.1,97.37,97.89,93.4277756965295,2572430,0.0,1.0
2016-09-01,96.67,97.7,96.51,97.62,93.1700833945777,4198110,0.0,1.0
2016-08-31,96.81,97.09,96.13,96.63,92.2252116207544,3499347,0.0,1.0
2016-08-30,96.79,97.19,96.34,97.09,92.6642429500056,2634854,0.0,1.0
2016-08-29,96.45,96.85,96.23,96.78,92.3683740107276,2590212,0.0,1.0
2016-08-26,95.84,97.0,95.77,96.47,92.0725050714496,3123059,0.0,1.0
2016-08-25,95.47,95.81,95.33,95.59,91.2326190502733,1982846,0.0,1.0
2016-08-24,96.29,96.469,95.39,95.53,91.175354094284,2008053,0.0,1.0
2016-08-23,96.0,96.76,95.9901,96.29,91.9007102034817,3099923,0.0,1.0
2016-08-22,95.19,95.945,94.95,95.79,91.4235022369043,2391290,0.0,1.0
2016-08-19,95.18,95.2935,94.41,95.22,90.879485155006,3091095,0.0,1.0
2016-08-18,95.3,95.87,95.07,95.27,90.9272059516638,3134607,0.0,1.0
2016-08-17,95.79,96.0698,95.03,95.59,91.2326190502733,4054658,0.0,1.0
2016-08-16,96.2,96.26,95.46,95.62,91.261251528268,2866228,0.0,1.0
2016-08-15,96.31,96.56,96.07,96.44,92.0438725934549,2081286,0.0,1.0
2016-08-12,95.96,96.405,95.51,96.12,91.7384594948454,1988580,0.0,1.0
2016-08-11,96.5,96.92,96.17,96.53,92.1297700274389,2971127,0.0,1.0
2016-08-10,96.72,96.82,96.23,96.29,91.9007102034817,2004691,0.0,1.0
2016-08-09,96.63,97.14,96.55,96.7,92.2920207360752,1937111,0.0,1.0
2016-08-08,97.0,97.1,96.63,96.78,92.3683740107276,2873018,0.0,1.0
2016-08-05,96.29,96.94,96.09,96.88,92.4638156040431,2632181,0.0,1.0
2016-08-04,95.09,96.05,94.8,95.91,91.5380321488829,2875582,0.0,1.0
2016-08-03,95.07,95.45,94.78,95.08,90.7458669243643,3006115,0.0,1.0
2016-08-02,95.03,95.385,94.5,95.25,90.9081176330007,3948550,0.0,1.0
2016-08-01,95.23,95.47,94.45,95.07,90.7363227650328,3512060,0.0,1.0
2016-07-29,96.07,96.1,95.12,95.24,90.8985734736691,4364095,0.0,1.0
2016-07-28,95.0,96.5,94.56,96.01,91.6334737421984,5209419,0.0,1.0
2016-07-27,93.53,94.3,92.75,93.75,89.4764937332684,5695920,0.0,1.0
2016-07-26,92.78,93.67,92.75,93.43,89.1710806346588,4469563,0.0,1.0
2016-07-25,93.6,93.6,92.54,93.0,88.7606817834022,3773470,0.0,1.0
2016-07-22,92.66,93.66,92.11,93.66,89.3905962992844,4348184,0.0,1.0
2016-07-21,93.0,93.67,92.025,92.46,88.2452971794986,4343805,0.0,1.0
2016-07-20,92.56,93.44,92.15,93.3,89.0470065633487,3794089,0.0,1.0
2016-07-19,91.21,92.41,91.21,92.38,88.1689439048462,3423614,0.0,1.0
2016-07-18,91.18,91.64,90.84,91.6,87.4244994769854,3406383,0.0,1.0
2016-07-15,92.03,92.03,90.72,90.93,86.7850408017717,3262449,0.0,1.0
2016-07-14,91.32,91.65,90.505,91.45,87.2813370870122,4240664,0.0,1.0
2016-07-13,90.46,90.56,89.64,90.34,86.2219354012103,3997259,0.0,1.0
2016-07-12,89.08,90.08,88.87,90.0,85.8974339839376,6121869,0.0,1.0
2016-07-11,89.05,89.31,88.63,88.75,84.7044140674941,5274781,0.0,1.0
2016-07-08,88.43,88.6901,87.94,88.56,84.5230750401946,5621775,0.0,1.0
2016-07-07,86.95,88.32,86.95,87.81,83.8072630903285,4707218,0.0,1.0
2016-07-06,87.16,87.58,86.65,86.83,82.8719354758367,9412711,0.19,1.0
2016-07-05,88.12,89.34,87.92,88.24,84.033780583634,7077045,0.0,1.0
2016-07-01,89.16,89.48,88.27,88.85,84.6147031375326,8342108,0.0,1.0
2016-06-30,92.61,92.74,87.59,88.06,83.8623608136311,12706790,0.0,1.0
2016-06-29,91.04,92.21,90.85,92.13,87.7383522798074,3987949,0.0,1.0
2016-06-28,90.28,90.5,89.715,90.42,86.10986446478,4820318,0.0,1.0
2016-06-27,90.27,90.8,88.82,89.07,84.8242161897584,7601502,0.0,1.0
2016-06-24,91.48,93.13,91.14,91.47,87.1098131231301,8356589,0.0,1.0
2016-06-23,95.15,95.71,94.61,95.71,91.1477010387535,2992894,0.0,1.0
2016-06-22,95.23,95.38,94.06,94.06,89.5763531470605,2876474,0.0,1.0
2016-06-21,94.68,95.3,94.47,95.11,90.5763018054106,4202989,0.0,1.0
2016-06-20,94.5,95.18,94.2501,94.35,89.8525294431762,4949547,0.0,1.0
2016-06-17,93.98,94.21,92.69,93.29,88.8430574642704,6941675,0.0,1.0
2016-06-16,92.93,94.09,92.05,94.08,89.5953997881719,4976282,0.0,1.0
2016-06-15,94.36,94.5,93.34,93.34,88.8906740670489,4025570,0.0,1.0
2016-06-14,93.87,94.33,93.35,94.11,89.623969749839,5338234,0.0,1.0
2016-06-13,94.73,95.63,94.16,94.19,89.7001563142848,3082139,0.0,1.0
2016-06-10,96.0,96.09,94.9,95.21,90.6715350109677,4080655,0.0,1.0
2016-06-09,97.51,97.63,96.98,97.02,92.3952560315523,2044759,0.0,1.0
2016-06-08,96.65,97.99,96.57,97.99,93.3190181254567,4365205,0.0,1.0
2016-06-07,96.59,97.17,96.44,96.68,92.0714631326579,2394882,0.0,1.0
2016-06-06,96.4,96.9744,95.98,96.64,92.0333698504351,2160834,0.0,1.0
2016-06-03,96.21,96.61,95.33,96.03,91.4524472965364,2814823,0.0,1.0
2016-06-02,96.27,96.88,96.005,96.88,92.2619295437722,2662326,0.0,1.0
2016-06-01,95.59,96.5425,95.25,96.41,91.8143334776536,2677483,0.0,1.0
2016-05-31,97.18,97.2,95.6,95.9,91.3286441293121,4028766,0.0,1.0
2016-05-27,96.53,97.18,96.38,97.18,92.5476291604437,2724299,0.0,1.0
2016-05-26,96.54,96.73,96.07,96.38,91.7857635159865,1738274,0.0,1.0
2016-05-25,96.78,96.9,96.14,96.45,91.8524267598765,2689804,0.0,1.0
2016-05-24,95.53,96.74,95.33,96.48,91.8809967215436,2447023,0.0,1.0
2016-05-23,95.505,95.73,94.99,95.08,90.5477318437434,2231824,0.0,1.0
2016-05-20,95.17,95.89,95.03,95.47,90.9191413454163,2446008,0.0,1.0
2016-05-19,95.14,95.5,94.0801,94.7,90.1858456626262,2268928,0.0,1.0
2016-05-18,95.33,96.17,94.87,95.63,91.0715144743078,2470223,0.0,1.0
2016-05-17,95.98,96.29,95.26,95.6,91.0429445126406,3463263,0.0,1.0
2016-05-16,95.6,96.52,95.45,96.15,91.566727143205,2273588,0.0,1.0
2016-05-13,95.59,96.28,95.14,95.36,90.8143848193035,3371644,0.0,1.0
2016-05-12,96.74,96.82,95.24,95.85,91.2810275265335,4216787,0.0,1.0
2016-05-11,97.64,97.84,96.36,96.41,91.8143334776536,2540618,0.0,1.0
2016-05-10,96.78,97.7,96.69,97.64,92.9857019060066,1903494,0.0,1.0
2016-05-09,96.81,97.25,96.5,96.72,92.1095564148808,1971927,0.0,1.0
2016-05-06,95.8,96.76,95.65,96.68,92.0714631326579,2043380,0.0,1.0
2016-05-05,96.34,96.83,95.96,96.19,91.6048204254279,2848625,0.0,1.0
2016-05-04,95.72,96.39,95.23,96.25,91.6619603487622,3187474,0.0,1.0
2016-05-03,97.01,97.54,95.92,96.45,91.8524267598765,3362122,0.0,1.0
2016-05-02,97.15,97.94,96.49,97.77,93.1095050732309,3813123,0.0,1.0
2016-04-29,96.83,97.66,96.0763,96.99,92.3666860698851,5338514,0.0,1.0
2016-04-28,97.94,100.0,96.73,97.18,92.5476291604437,6260291,0.0,1.0
2016-04-27,97.24,98.61,96.55,98.38,93.6904276271296,5210821,0.0,1.0
2016-04-26,97.16,97.61,96.73,97.27,92.6333390454451,2929156,0.0,1.0
2016-04-25,96.79,97.32,96.54,96.98,92.3571627493294,3276122,0.0,1.0
2016-04-22,96.39,98.49,96.39,97.45,92.804758815448,7176343,0.0,1.0
2016-04-21,97.95,98.09,97.35,97.54,92.8904687004495,2912922,0.0,1.0
2016-04-20,97.66,98.4,97.05,97.9,93.2333082404552,3627785,0.0,1.0
2016-04-19,98.0,98.16,96.35,97.24,92.604769083778,3635905,0.0,1.0
2016-04-18,96.64,97.79,96.6,97.67,93.0142718676738,3079689,0.0,1.0
2016-04-15,96.25,97.31,96.14,96.68,92.0714631326579,4127619,0.0,1.0
2016-04-14,95.72,96.77,95.41,96.17,91.5857737843164,3292175,0.0,1.0
2016-04-13,94.5,95.75,94.39,95.75,91.1857943209764,3697819,0.0,1.0
2016-04-12,93.76,93.99,93.14,93.86,89.3858867359461,2672969,0.0,1.0
2016-04-11,93.92,94.68,93.39,93.47,89.0144772342732,3858182,0.0,1.0
2016-04-08,94.09,94.66,93.42,93.79,89.3192234920561,2563811,0.0,1.0
2016-04-07,94.17,94.26,93.04,93.51,89.0525705164961,3046524,0.0,1.0
2016-04-06,94.2,94.84,93.84,94.75,90.2334622654048,3334328,0.19,1.0
2016-04-05,94.1,95.41,93.89,94.35,89.6727108146297,5378093,0.0,1.0
2016-04-04,96.01,96.1,94.46,95.05,90.3380091460578,4449858,0.0,1.0
2016-04-01,93.65,96.11,93.5,95.87,91.1173586200164,5276900,0.0,1.0
2016-03-31,93.68,94.94,93.515,94.5,89.8152747427929,5647102,0.0,1.0
2016-03-30,93.55,94.17,93.3,93.81,89.1594806732423,3477666,0.0,1.0
2016-03-29,91.22,93.04,91.1,92.78,88.1805416998553,3326336,0.0,1.0
2016-03-28,92.18,92.3,91.18,91.24,86.7168853707135,2304267,0.0,1.0
2016-03-24,91.3,91.97,91.3,91.91,87.3536709165089,2618724,0.0,1.0
2016-03-23,91.88,92.65,91.64,92.13,87.5627646778149,2816138,0.0,1.0
2016-03-22,91.68,92.21,91.54,91.76,87.2111069883458,3541313,0.0,1.0
2016-03-21,91.86,92.63,91.56,92.35,87.7718584391209,3176788,0.0,1.0
2016-03-18,92.01,92.44,91.45,92.31,87.7338413916107,5972868,0.0,1.0
2016-03-17,89.92,91.66,89.66,91.41,86.8784578226317,4568930,0.0,1.0
2016-03-16,89.22,90.32,89.02,90.01,85.5478611597755,3005047,0.0,1.0
2016-03-15,88.36,89.7025,88.2,89.36,84.9300841377352,4468819,0.0,1.0
2016-03-14,88.53,89.13,88.02,88.87,84.4643753057355,4407414,0.0,1.0
2016-03-11,87.905,89.1617,87.78,88.58,84.1887517112867,4003247,0.0,1.0
2016-03-10,87.66,88.2,85.93,86.89,82.5825314539817,3239885,0.0,1.0
2016-03-09,87.21,87.6,86.7001,87.18,82.8581550484305,3478625,0.0,1.0
2016-03-08,87.46,87.76,86.81,86.85,82.5445144064715,4234410,0.0,1.0
2016-03-07,89.69,89.75,87.44,88.3,83.9226323787155,4939312,0.0,1.0
2016-03-04,90.0,90.56,89.5001,90.05,85.5858782072857,3180858,0.0,1.0
2016-03-03,89.73,90.14,88.92,89.74,85.2912460890818,4202542,0.0,1.0
2016-03-02,89.76,90.0853,88.9934,89.89,85.433810017245,3898322,0.0,1.0
2016-03-01,87.77,90.13,87.72,90.1,85.6333995166734,4967170,0.0,1.0
2016-02-29,87.3,88.83,86.9,86.92,82.6110442396144,4302207,0.0,1.0
2016-02-26,88.11,88.59,87.49,87.57,83.2288212616547,3294876,0.0,1.0
2016-02-25,86.55,87.43,85.52,87.42,83.0862573334916,3281204,0.0,1.0
2016-02-24,85.14,86.76,84.59,86.42,82.1358311457371,3361257,0.0,1.0
2016-02-23,87.26,87.85,85.93,86.21,81.9362416463087,4236682,0.0,1.0
2016-02-22,87.93,88.23,87.52,87.82,83.4664278085933,3011255,0.0,1.0
2016-02-19,85.65,86.86,85.2201,86.79,82.4874888352063,3490339,0.0,1.0
2016-02-18,86.58,87.45,85.83,86.04,81.7746691943905,3551664,0.0,1.0
2016-02-17,86.93,87.6,86.59,87.21,82.8866678340631,4143408,0.0,1.0
2016-02-16,86.12,86.59,85.36,86.18,81.9077288606761,4335339,0.0,1.0
2016-02-12,83.62,85.265,83.31,84.89,80.6816790784729,5213342,0.0,1.0
2016-02-11,80.15,82.79,79.98,82.11,78.0394942765156,6283439,0.0,1.0
2016-02-10,83.06,84.84,82.93,83.31,79.1800057018209,4859242,0.0,1.0
2016-02-09,78.87,83.23,78.52,81.97,77.90643461023,7802523,0.0,1.0
2016-02-08,81.44,81.74,79.87,80.65,76.6518720423941,9213751,0.0,1.0
2016-02-05,86.04,86.32,82.18,82.76,78.657271298556,8471725,0.0,1.0
2016-02-04,86.24,86.87,85.74,86.33,82.0502927888392,4490315,0.0,1.0
2016-02-03,86.56,86.76,84.46,86.47,82.1833524551249,5253412,0.0,1.0
2016-02-02,87.68,87.74,85.37,85.93,81.6701223137375,7096901,0.0,1.0
2016-02-01,88.52,89.2,87.23,88.63,84.2362730206744,5956387,0.0,1.0
2016-01-29,81.45,89.25,81.0,89.03,84.6164434957762,16407595,0.0,1.0
2016-01-28,85.34,85.65,83.35,83.43,79.2940568443514,9168669,0.0,1.0
2016-01-27,86.89,87.05,84.34,84.81,80.6056449834525,6749257,0.0,1.0
2016-01-26,87.0,87.5,86.4,87.0,82.6870783346347,4872670,0.0,1.0
2016-01-25,88.03,88.19,86.65,86.77,82.4684803114512,5110337,0.0,1.0
2016-01-22,87.73,88.83,87.4,88.0,83.6375045223891,4911826,0.0,1.0
2016-01-21,85.23,87.5299,84.56,86.12,81.8507032894108,5989652,0.0,1.0
2016-01-20,84.71,85.96,83.52,85.13,80.9097813635339,11672134,0.0,1.0
2016-01-19,89.56,89.74,85.49,86.22,81.9457459081863,10174734,0.0,1.0
2016-01-15,88.09,89.28,87.82,88.71,84.3123071156948,6459530,0.0,1.0
2016-01-14,89.4,91.69,89.16,90.71,86.2131594912036,6236253,0.0,1.0
2016-01-13,92.07,92.15,88.75,89.19,84.7685116858169,4894988,0.0,1.0
2016-01-12,91.61,91.87,90.12,91.44,86.9069706082643,4440732,0.0,1.0
2016-01-11,90.25,91.1,89.29,90.58,86.0896040867955,5845545,0.0,1.0
2016-01-08,91.97,92.24,89.72,89.89,85.433810017245,5911680,0.0,1.0
2016-01-07,91.56,92.37,90.6835,91.64,87.0970558458152,6599769,0.0,1.0
2016-01-06,93.49,94.39,92.98,93.35,88.7222846268753,4370013,0.19,1.0
2016-01-05,95.38,95.83,94.41,94.99,90.0976033430285,4352541,0.0,1.0
2016-01-04,95.37,95.59,93.72,94.81,89.9268741230922,6378566,0.0,1.0
2015-12-31,98.25,98.86,97.36,97.36,92.3455380721892,3218984,0.0,1.0
2015-12-30,99.67,99.965,98.73,98.87,93.7777665283212,1856733,0.0,1.0
2015-12-29,99.23,99.99,99.23,99.72,94.5839878446868,2362253,0.0,1.0
2015-12-28,98.15,98.62,97.86,98.53,93.4552780017749,1673416,0.0,1.0
2015-12-24,98.78,99.11,98.31,98.59,93.5121877417536,932729,0.0,1.0
2015-12-23,97.94,98.88,97.71,98.73,93.6449771350374,2054162,0.0,1.0
2015-12-22,97.51,97.79,96.78,97.54,92.5162672921255,3341822,0.0,1.0
2015-12-21,96.91,97.7399,96.23,97.04,92.0420194589692,2748392,0.0,1.0
2015-12-18,98.64,98.93,96.205,96.29,91.3306477092348,6028670,0.0,1.0
2015-12-17,100.54,100.8,99.26,99.33,94.2140745348249,4581159,0.0,1.0
2015-12-16,99.65,100.29,98.89,100.04,94.8875064579068,4493626,0.0,1.0
2015-12-15,97.4,98.86,97.28,98.43,93.3604284351436,4579879,0.0,1.0
2015-12-14,95.08,96.31,94.7,96.3,91.3401326658979,3927527,0.0,1.0
2015-12-11,96.12,96.68,94.5,94.83,89.9458440364185,4558288,0.0,1.0
2015-12-10,98.12,98.66,97.45,97.61,92.5826619887673,2907936,0.0,1.0
2015-12-09,98.61,99.93,97.49,97.82,92.781846078693,5111255,0.0,1.0
2015-12-08,97.18,98.57,96.76,98.18,93.1233045185655,3663943,0.0,1.0
2015-12-07,98.3,98.69,97.43,97.82,92.781846078693,2855616,0.0,1.0
2015-12-04,96.43,98.7,96.24,98.7,93.616522265048,3867843,0.0,1.0
2015-12-03,97.33,97.95,95.7,95.96,91.0176441393516,3478681,0.0,1.0
2015-12-02,97.74,97.999,96.91,97.1,92.0989291989479,3584225,0.0,1.0
2015-12-01,98.21,98.67,97.17,97.93,92.8861806019874,4891120,0.0,1.0
2015-11-30,98.8,98.89,97.92,97.92,92.8766956453242,3845847,0.0,1.0
2015-11-27,98.28,98.95,98.265,98.67,93.5880673950586,1502598,0.0,1.0
2015-11-25,98.54,98.84,98.06,98.16,93.1043346052392,2196176,0.0,1.0
2015-11-24,98.73,98.92,97.56,98.5,93.4268231317855,2588417,0.0,1.0
2015-11-23,99.96,99.96,99.06,99.37,94.2520143614774,2115854,0.0,1.0
2015-11-20,99.42,100.15,99.27,99.5,94.375318798098,3320800,0.0,1.0
2015-11-19,99.01,99.256,98.35,98.93,93.8346762682999,3620484,0.0,1.0
2015-11-18,98.43,99.22,98.13,99.16,94.0528302715518,4502203,0.0,1.0
2015-11-17,98.56,99.02,97.81,98.07,93.0189699952711,3767296,0.0,1.0
2015-11-16,96.57,98.36,96.5,98.3,93.237123998523,3979513,0.0,1.0
2015-11-13,98.09,98.5,96.6895,96.86,91.8712902390329,4361016,0.0,1.0
2015-11-12,100.81,100.81,98.26,98.28,93.2181540851967,5274467,0.0,1.0
2015-11-11,101.29,101.76,100.76,100.88,95.6842428176093,4667205,0.0,1.0
2015-11-10,99.97,100.77,99.82,100.65,95.4660888143575,2991715,0.0,1.0
2015-11-09,101.04,101.17,99.8,100.47,95.2953595944212,3722708,0.0,1.0
2015-11-06,100.8,101.51,100.2675,101.5,96.2723101307231,4333163,0.0,1.0
2015-11-05,100.0,101.2,99.81,100.69,95.50402864101,3032346,0.0,1.0
2015-11-04,100.1,100.69,99.51,100.52,95.3427843777368,3292176,0.0,1.0
2015-11-03,99.45,100.55,99.0099,100.12,94.9633861112118,4497470,0.0,1.0
2015-11-02,98.9,99.67,98.69,99.38,94.2614993181405,5480711,0.0,1.0
2015-10-30,100.77,101.0,98.72,98.99,93.8915860082786,5538972,0.0,1.0
2015-10-29,99.88,101.65,99.0,100.59,95.4091790743787,4940197,0.0,1.0
2015-10-28,98.73,100.13,98.36,100.09,94.9349312412224,4582460,0.0,1.0
2015-10-27,99.35,99.47,97.84,98.43,93.3604284351436,3789254,0.0,1.0
2015-10-26,98.5,99.934,98.5,99.63,94.4986232347187,3651978,0.0,1.0
2015-10-23,99.25,99.86,98.18,99.79,94.6503825413287,5240447,0.0,1.0
2015-10-22,97.44,98.74,97.16,98.02,92.9715452119555,4033210,0.0,1.0
2015-10-21,98.11,98.36,96.48,96.6,91.6246813657917,2900397,0.0,1.0
2015-10-20,97.48,97.83,97.07,97.67,92.6395717287461,2451610,0.0,1.0
2015-10-19,97.21,97.99,97.01,97.74,92.705966425388,4024291,0.0,1.0
2015-10-16,97.37,97.69,96.66,97.64,92.6111168587567,3388279,0.0,1.0
2015-10-15,95.96,97.16,95.52,97.16,92.1558389389267,2897744,0.0,1.0
2015-10-14,95.71,96.19,94.79,95.03,90.135543169681,2832465,0.0,1.0
2015-10-13,96.32,96.6741,95.88,95.93,90.9891892693623,2415080,0.0,1.0
2015-10-12,95.83,96.82,95.82,96.64,91.6626211924442,2577857,0.0,1.0
2015-10-09,95.63,96.19,95.11,95.82,90.8848547460679,4733170,0.0,1.0
2015-10-08,94.7,96.0,94.65,95.87,90.9322795293835,2970506,0.0,1.0
2015-10-07,94.51,95.27,94.2,95.18,90.2778175196279,3756790,0.16,1.0
2015-10-06,94.0,94.85,93.77,93.92,88.933213986191,3641713,0.0,1.0
2015-10-05,92.79,94.37,92.55,94.33,89.3214445838735,3837658,0.0,1.0
2015-10-02,89.27,92.12,88.92,92.07,87.1814417771359,3543117,0.0,1.0
2015-10-01,90.57,90.88,89.4,90.73,85.912590555442,4496019,0.0,1.0
2015-09-30,90.2,90.29,88.95,90.12,85.3349791784022,4530319,0.0,1.0
2015-09-29,88.67,89.55,88.015,88.76,84.0471898787725,4501215,0.0,1.0
2015-09-28,90.97,91.095,88.15,88.35,83.65895928109,4811935,0.0,1.0
2015-09-25,92.09,92.1,90.7,91.3,86.4523257766103,3880798,0.0,1.0
2015-09-24,91.41,91.57,90.11,91.12,86.2818830751887,3513814,0.0,1.0
2015-09-23,91.91,92.74,91.8073,92.14,87.247725049911,2557025,0.0,1.0
2015-09-22,91.73,92.31,91.41,92.07,87.1814417771359,3457138,0.0,1.0
2015-09-21,92.87,94.07,92.585,93.05,88.1094075959867,3996841,0.0,1.0
2015-09-18,92.05,93.32,91.84,92.15,87.2571940888788,8342890,0.0,1.0
2015-09-17,92.65,94.84,92.63,93.21,88.2609122194726,4627013,0.0,1.0
2015-09-16,92.32,92.77,91.87,92.73,87.806398349015,4128608,0.0,1.0
2015-09-15,91.28,92.6,90.18,92.11,87.2193179330074,4670215,0.0,1.0
2015-09-14,91.28,91.45,90.55,90.94,86.1114403737671,3740391,0.0,1.0
2015-09-11,89.51,91.42,89.46,91.35,86.4996709714496,4572274,0.0,1.0
2015-09-10,89.8,90.69,89.55,89.68,84.9183414638161,7369710,0.0,1.0
2015-09-09,91.2,93.55,89.7711,89.97,85.1929435938842,8118214,0.0,1.0
2015-09-08,92.21,93.128,91.58,92.9,87.9673720114687,4176303,0.0,1.0
2015-09-04,90.75,90.93,89.89,90.53,85.7232097760847,3596455,0.0,1.0
2015-09-03,90.99,92.35,90.94,91.65,86.7837421404856,3617897,0.0,1.0
2015-09-02,90.18,90.57,88.99,90.43,85.628519386406,5174852,0.0,1.0
2015-09-01,90.2,91.04,88.54,89.05,84.3217920088406,6340954,0.0,1.0
2015-08-31,93.34,93.64,92.0,92.37,87.4655129461719,4962434,0.0,1.0
2015-08-28,93.78,94.17,93.06,94.08,89.0847186096768,3136588,0.0,1.0
2015-08-27,93.15,94.21,92.05,94.05,89.0563114927732,5435333,0.0,1.0
2015-08-26,88.91,91.87,87.95,91.71,86.8405563742928,6588892,0.0,1.0
2015-08-25,90.83,90.89,86.66,86.82,82.2101963190066,6600306,0.0,1.0
2015-08-24,85.5,90.55,74.61,87.83,83.166569254761,11368908,0.0,1.0
2015-08-21,93.53,93.93,90.64,90.68,85.8652453606026,7990678,0.0,1.0
2015-08-20,95.97,96.12,94.52,94.56,89.5392324801344,4884014,0.0,1.0
2015-08-19,97.15,97.48,96.169,96.6,91.4709164295789,3737032,0.0,1.0
2015-08-18,97.68,98.11,97.5,97.6,92.4178203263654,2214971,0.0,1.0
2015-08-17,97.56,97.95,96.8,97.86,92.6640153395299,2423866,0.0,1.0
2015-08-14,97.23,98.07,96.86,97.89,92.6924224564335,1849768,0.0,1.0
2015-08-13,97.29,97.9,96.58,97.23,92.0674658845544,2441036,0.0,1.0
2015-08-12,96.56,97.34,95.27,97.04,91.887554144165,3928434,0.0,1.0
2015-08-11,97.2,97.7647,96.7,97.2,92.0390587676508,4178710,0.0,1.0
2015-08-10,98.37,99.18,97.8,98.08,92.872334196823,3445457,0.0,1.0
2015-08-07,97.09,97.79,96.555,97.77,92.5787939888191,3114852,0.0,1.0
2015-08-06,98.56,98.61,96.92,97.16,92.0011826117794,4110869,0.0,1.0
2015-08-05,98.08,98.73,97.79,98.27,93.0522459372124,3306127,0.0,1.0
2015-08-04,97.45,98.3,97.14,97.3,92.1337491573295,2976197,0.0,1.0
2015-08-03,97.74,97.88,96.31,97.44,92.2663157028796,2989708,0.0,1.0
2015-07-31,98.65,98.78,97.269,97.4,92.2284395470081,3956686,0.0,1.0
2015-07-30,96.64,98.82,96.11,98.41,93.1848124827625,4407228,0.0,1.0
2015-07-29,94.4,97.95,93.0,96.73,91.5940139361611,11421718,0.0,1.0
2015-07-28,95.07,95.47,94.71,95.16,90.1073748182063,6526331,0.0,1.0
2015-07-27,95.47,95.83,94.3,94.39,89.3782588176807,4538910,0.0,1.0
2015-07-24,97.3,97.49,95.52,95.83,90.7418004290533,6799726,0.0,1.0
2015-07-23,96.9,96.97,94.865,95.16,90.1073748182063,4896923,0.0,1.0
2015-07-22,96.3,97.36,96.15,96.88,91.7360495206791,3809698,0.0,1.0
2015-07-21,97.2,97.4,96.32,96.71,91.5750758582254,3836185,0.0,1.0
2015-07-20,96.56,97.76,96.41,97.26,92.095873001458,4621817,0.0,1.0
2015-07-17,95.56,96.26,94.455,96.08,90.9785264032499,2726266,0.0,1.0
2015-07-16,95.75,95.97,95.46,95.82,90.7323313900854,3100388,0.0,1.0
2015-07-15,95.51,95.6,94.65,95.25,90.1925961689171,3970091,0.0,1.0
2015-07-14,95.7,95.9,95.15,95.27,90.2115342468528,3148271,0.0,1.0
2015-07-13,95.37,95.7,95.1101,95.5,90.4293221431137,3454380,0.0,1.0
2015-07-10,94.45,95.0,94.08,94.62,89.5960467139416,2721690,0.0,1.0
2015-07-09,93.73,94.14,92.99,93.04,88.0999385570189,2985972,0.0,1.0
2015-07-08,92.97,93.27,92.13,92.49,87.5791414137862,4367217,0.0,1.0
