,ROK_Open,ROK_High,ROK_Low,ROK_Close,ROK_Adj Close,ROK_Volume,ROK_Dividend Amount,ROK_Split Coefficient
2018-11-06,172.13,177.62,171.95,177.07,158.24676302032,1120785,0.0,1.0
2018-11-05,173.36,174.31,171.19,173.03,154.636230899678,622521,0.0,1.0
2018-11-02,174.72,174.96,170.75,172.47,154.135761100777,1152235,0.0,1.0
2018-11-01,166.09,173.6,165.88,173.36,154.931150602602,1331411,0.0,1.0
2018-10-31,165.65,167.94,164.63,164.73,147.218553523111,879707,0.0,1.0
2018-10-30,158.43,164.15,158.43,163.76,146.351668335729,1368100,0.0,1.0
2018-10-29,163.7,163.88,156.36,158.72,141.847440145621,1157907,0.0,1.0
2018-10-26,155.74,163.4,155.07,161.32,144.171049926233,1713425,0.0,1.0
2018-10-25,156.15,159.21,155.81,157.49,140.748193980178,2181950,0.0,1.0
2018-10-24,160.31,161.41,153.67,154.09,137.709627343995,1702831,0.0,1.0
2018-10-23,158.75,162.18,156.96,160.57,143.500777874133,1259404,0.0,1.0
2018-10-22,164.43,165.15,163.06,163.22,145.869072458218,1034366,0.0,1.0
2018-10-19,165.77,166.9,162.96,163.7,146.298046571561,1856585,0.0,1.0
2018-10-18,170.99,170.99,165.87,166.25,148.576971548699,1223294,0.0,1.0
2018-10-17,172.54,172.66,169.64,171.52,153.286749834785,1072156,0.0,1.0
2018-10-16,171.16,172.57,168.86,172.47,154.135761100777,1100475,0.0,1.0
2018-10-15,170.11,171.55,168.88,169.02,151.05250966112,827203,0.0,1.0
2018-10-12,173.42,175.99,170.06,172.79,154.421743843006,1257199,0.0,1.0
2018-10-11,176.2,177.02,170.5,170.6,152.464549450876,1757449,0.0,1.0
2018-10-10,183.0,183.29,175.15,176.03,157.317319108076,1497371,0.0,1.0
2018-10-09,184.54,184.76,181.95,183.38,163.88598521865,985426,0.0,1.0
2018-10-08,184.85,185.4,182.53,185.09,165.414205497436,943924,0.0,1.0
2018-10-05,189.66,190.31,184.61,185.69,165.950423139116,882544,0.0,1.0
2018-10-04,189.55,191.67,188.42,189.57,169.417963888643,581375,0.0,1.0
2018-10-03,190.0,191.96,189.53,189.89,169.703946630872,702793,0.0,1.0
2018-10-02,188.19,189.97,187.94,189.55,169.400089967254,1208797,0.0,1.0
2018-10-01,188.71,189.89,187.01,188.01,168.023798020277,750907,0.0,1.0
2018-09-28,189.46,190.17,186.89,187.52,167.585886946238,827715,0.0,1.0
2018-09-27,189.5,189.89,187.96,189.47,169.328594281697,1012672,0.0,1.0
2018-09-26,191.24,192.02,189.73,190.34,170.106109862132,853803,0.0,1.0
2018-09-25,193.38,193.6,191.08,191.61,171.241103870354,792105,0.0,1.0
2018-09-24,195.83,195.83,192.2,193.18,172.644206699415,1005788,0.0,1.0
2018-09-21,196.6,198.23,195.78,196.47,175.584466767958,1174832,0.0,1.0
2018-09-20,195.69,197.16,194.45,196.95,176.013440881301,711120,0.0,1.0
2018-09-19,194.25,195.46,193.85,194.63,173.940066000141,659143,0.0,1.0
2018-09-18,191.75,194.51,190.51,194.07,173.43959620124,940636,0.0,1.0
2018-09-17,191.7,191.94,190.93,191.45,171.098112499239,1100411,0.0,1.0
2018-09-14,188.79,191.91,188.79,191.6,171.232166909659,1314934,0.0,1.0
2018-09-13,186.48,188.48,186.44,188.37,168.345528605284,1066401,0.0,1.0
2018-09-12,184.55,186.47,184.19,185.35,165.646566475497,1194092,0.0,1.0
2018-09-11,184.08,185.3,183.51,184.49,164.877987855757,1062406,0.0,1.0
2018-09-10,184.04,185.54,184.04,184.69,165.05672706965,1291096,0.0,1.0
2018-09-07,181.86,184.19,181.7,183.5,163.993228746986,1150977,0.0,1.0
2018-09-06,182.27,183.0,181.21,182.09,162.733117289039,1114438,0.0,1.0
2018-09-05,181.0,182.78,180.5,181.96,162.616936800008,2063027,0.0,1.0
2018-09-04,180.33,182.05,179.99,181.75,162.42926062542,1224263,0.0,1.0
2018-08-31,177.66,181.36,177.66,180.96,161.723240730542,1227934,0.0,1.0
2018-08-30,178.13,179.37,177.73,178.18,159.238765657427,625389,0.0,1.0
2018-08-29,177.3,178.93,177.14,178.55,159.56943320313,614598,0.0,1.0
2018-08-28,177.71,179.77,176.99,177.49,158.622115369496,646800,0.0,1.0
2018-08-27,175.84,177.79,175.35,176.91,158.103771649205,579657,0.0,1.0
2018-08-24,173.2,175.43,172.47,175.04,156.432559999304,896635,0.0,1.0
2018-08-23,171.15,173.34,170.32,172.8,154.430680803701,1115350,0.0,1.0
2018-08-22,172.58,173.59,170.95,171.34,153.125884542281,887872,0.0,1.0
2018-08-21,173.93,174.68,172.73,173.79,155.315439912472,809384,0.0,1.0
2018-08-20,173.9,175.18,173.58,173.78,155.306502951777,628689,0.0,1.0
2018-08-17,173.44,174.39,172.53,173.63,155.172448541357,887143,0.0,1.0
2018-08-16,172.39,174.4,172.1,173.32,154.895402759823,885529,0.0,1.0
2018-08-15,171.64,172.32,170.27,171.69,153.438678166594,793457,0.0,1.0
2018-08-14,172.0,173.6,171.19,172.38,154.055328454525,807354,0.0,1.0
2018-08-13,173.1,173.39,171.16,171.91,153.635291301876,917108,0.0,1.0
2018-08-10,174.47,174.93,172.53,173.26,154.841780995655,959578,0.92,1.0
2018-08-09,177.29,178.41,175.18,175.91,156.379708892787,806572,0.0,1.0
2018-08-08,181.26,181.6,177.05,177.2,157.526487498163,696617,0.0,1.0
2018-08-07,180.05,182.03,179.58,181.39,161.251295526478,1386085,0.0,1.0
2018-08-06,179.07,180.5,178.46,178.9,159.037746125403,1118695,0.0,1.0
2018-08-03,181.4,181.52,178.0,179.48,159.553352009991,1692072,0.0,1.0
2018-08-02,182.63,183.16,178.31,180.33,160.308981323611,2549435,0.0,1.0
2018-08-01,187.08,187.09,183.34,184.39,163.918222515724,1093285,0.0,1.0
2018-07-31,183.85,188.36,183.23,187.56,166.736275367695,1383125,0.0,1.0
2018-07-30,184.9,186.36,182.37,182.75,162.460302428269,800937,0.0,1.0
2018-07-27,184.3,185.73,182.36,184.06,163.624860546907,1013878,0.0,1.0
2018-07-26,183.98,186.29,183.73,184.07,163.633750303538,1526970,0.0,1.0
2018-07-25,175.5,183.7,174.68,183.46,163.091475149058,3146357,0.0,1.0
2018-07-24,169.26,171.4,168.21,170.47,151.54368128562,1890756,0.0,1.0
2018-07-23,170.7,171.2,167.4,167.93,149.285683101391,1427135,0.0,1.0
2018-07-20,170.69,172.11,169.83,171.3,152.281531085978,1034421,0.0,1.0
2018-07-19,169.54,172.64,169.54,172.07,152.966042346552,868428,0.0,1.0
2018-07-18,169.52,171.17,169.3,170.41,151.490342745835,657224,0.0,1.0
2018-07-17,166.92,169.46,166.92,169.3,150.503579759814,1031725,0.0,1.0
2018-07-16,168.76,169.54,166.69,167.63,149.018990402467,1192190,0.0,1.0
2018-07-13,169.11,171.54,169.11,171.07,152.07706668347,680344,0.0,1.0
2018-07-12,168.79,169.23,166.9,168.83,150.085761198165,990376,0.0,1.0
2018-07-11,169.44,170.18,167.22,167.25,148.681179650496,868623,0.0,1.0
2018-07-10,171.56,171.93,170.72,171.4,152.370428652287,1428586,0.0,1.0
2018-07-09,169.97,171.52,169.78,170.9,151.925940820746,1646922,0.0,1.0
2018-07-06,169.22,170.17,168.6,169.24,150.450241220029,1254368,0.0,1.0
2018-07-05,169.05,169.73,167.21,169.62,150.788051972,1558632,0.0,1.0
2018-07-03,169.47,170.61,166.52,167.12,148.565612814295,2444405,0.0,1.0
2018-07-02,164.24,167.88,164.0,167.69,149.072328942252,1145054,0.0,1.0
2018-06-29,165.74,168.09,165.36,166.23,147.774424474152,1276324,0.0,1.0
2018-06-28,164.39,165.67,162.11,164.64,146.360953169851,1333742,0.0,1.0
2018-06-27,165.87,169.06,165.2,165.22,146.876559054439,1258764,0.0,1.0
2018-06-26,165.79,167.47,164.57,164.74,146.449850736159,1208885,0.0,1.0
2018-06-25,167.57,167.9,164.48,165.52,147.143251753363,1415050,0.0,1.0
2018-06-22,169.43,169.66,167.19,167.98,149.330131884546,908986,0.0,1.0
2018-06-21,170.83,170.83,167.53,168.14,149.472367990639,1034292,0.0,1.0
2018-06-20,171.17,171.73,170.18,170.82,151.854822767699,932371,0.0,1.0
2018-06-19,173.06,174.13,169.68,170.26,151.356996396373,1425341,0.0,1.0
2018-06-18,175.91,176.43,174.87,175.47,155.988559601031,944083,0.0,1.0
2018-06-15,178.45,178.48,175.5,177.66,157.935416303181,1538928,0.0,1.0
2018-06-14,179.93,181.47,178.75,178.94,159.073305151926,744611,0.0,1.0
2018-06-13,180.37,180.64,178.37,178.83,158.975517828987,723270,0.0,1.0
2018-06-12,178.95,180.27,178.39,180.21,160.202304244041,869006,0.0,1.0
2018-06-11,178.13,180.47,177.86,178.45,158.637707077016,1002770,0.0,1.0
2018-06-08,178.62,178.8,176.26,178.01,158.24655778526,845177,0.0,1.0
2018-06-07,178.32,179.21,177.38,178.65,158.815502209633,2217874,0.0,1.0
2018-06-06,178.71,178.74,176.8,178.0,158.237668028629,1432746,0.0,1.0
2018-06-05,178.3,179.32,177.88,178.35,158.548809510708,1297281,0.0,1.0
2018-06-04,178.71,180.43,177.02,178.08,158.308786081676,1383563,0.0,1.0
2018-06-01,177.08,179.02,176.16,178.6,158.771053426478,732961,0.0,1.0
2018-05-31,178.09,178.65,174.66,175.41,155.935221061246,962692,0.0,1.0
2018-05-30,177.27,178.9,176.66,177.98,158.219888515367,625577,0.0,1.0
2018-05-29,176.57,178.83,174.85,176.42,156.833086480959,953933,0.0,1.0
2018-05-25,177.99,178.92,177.03,178.0,158.237668028629,779506,0.0,1.0
2018-05-24,180.2,181.24,176.98,178.9,159.037746125403,936992,0.0,1.0
2018-05-23,179.45,181.02,178.83,180.8,160.726799885259,866277,0.0,1.0
2018-05-22,183.97,184.99,180.83,181.12,161.011272097445,922920,0.0,1.0
2018-05-21,183.94,185.29,183.28,183.67,163.278160038305,758099,0.0,1.0
2018-05-18,180.42,182.64,180.12,182.34,162.095822406406,821776,0.0,1.0
2018-05-17,180.0,181.88,178.94,179.75,159.793375439023,1136451,0.0,1.0
2018-05-16,178.54,180.69,178.14,180.04,160.051178381317,891304,0.0,1.0
2018-05-15,177.47,178.37,176.38,178.18,158.397683647984,718758,0.0,1.0
2018-05-14,178.58,179.56,177.52,178.86,159.00218709888,644791,0.0,1.0
2018-05-11,177.51,178.62,176.32,177.91,158.157660218952,1045977,0.92,1.0
2018-05-10,177.21,178.26,176.6,178.02,157.441294369948,711750,0.0,1.0
2018-05-09,176.25,178.05,175.31,177.2,156.716084498117,729996,0.0,1.0
2018-05-08,173.34,175.59,173.32,175.09,154.849995681576,950321,0.0,1.0
2018-05-07,174.7,174.99,172.65,174.05,153.930217307547,962149,0.0,1.0
2018-05-04,168.99,174.42,168.24,173.49,153.434952029223,1220464,0.0,1.0
2018-05-03,167.12,171.24,165.84,169.95,150.304167948391,1910592,0.0,1.0
2018-05-02,168.04,169.92,166.89,167.39,148.040098104626,1824186,0.0,1.0
2018-05-01,164.14,167.41,163.14,167.24,147.907437762218,1218707,0.0,1.0
2018-04-30,166.94,167.94,164.47,164.53,145.510707576045,1211096,0.0,1.0
2018-04-27,165.65,166.75,164.15,166.29,147.067255593633,1139015,0.0,1.0
2018-04-26,167.12,167.9,160.88,165.29,146.182853310913,1756380,0.0,1.0
2018-04-25,158.58,169.64,155.81,167.3,147.960501899181,2506117,0.0,1.0
2018-04-24,169.83,172.56,159.43,162.01,143.282013823589,2517954,0.0,1.0
2018-04-23,172.98,173.27,168.9,169.21,149.649710259178,1137399,0.0,1.0
2018-04-20,175.06,175.67,171.33,172.83,152.851246522627,1044343,0.0,1.0
2018-04-19,177.49,178.88,173.17,174.5,154.328198334771,870375,0.0,1.0
2018-04-18,175.88,178.73,174.94,177.12,156.645332315499,741099,0.0,1.0
2018-04-17,174.75,175.76,173.97,174.54,154.36357442608,1033507,0.0,1.0
2018-04-16,174.17,175.47,173.42,173.58,153.514548234668,667158,0.0,1.0
2018-04-13,175.37,175.98,171.95,172.88,152.895466636763,684050,0.0,1.0
2018-04-12,173.46,175.38,173.02,173.97,153.859465124929,803442,0.0,1.0
2018-04-11,170.09,172.88,169.9,171.86,151.993376308388,715323,0.0,1.0
2018-04-10,173.7,174.54,171.67,172.04,152.152568719278,1133364,0.0,1.0
2018-04-09,170.3,172.99,168.96,169.29,149.720462441796,921772,0.0,1.0
2018-04-06,173.25,174.26,166.85,168.96,149.428609688498,1205312,0.0,1.0
2018-04-05,174.57,175.73,173.32,174.93,154.708491316341,848671,0.0,1.0
2018-04-04,169.2,173.85,168.78,173.34,153.302291686815,1501892,0.0,1.0
2018-04-03,168.99,172.86,168.98,172.77,152.798182385664,1215461,0.0,1.0
2018-04-02,174.38,174.38,167.04,168.97,149.437453711325,1310187,0.0,1.0
2018-03-29,175.14,177.64,174.2,174.2,154.062877649955,1205244,0.0,1.0
2018-03-28,176.22,176.4,173.8,174.7,154.505078791315,1078077,0.0,1.0
2018-03-27,177.25,177.31,172.44,173.21,153.187319390061,1048017,0.0,1.0
2018-03-26,173.76,178.14,172.74,177.05,156.583424155709,1123782,0.0,1.0
2018-03-23,176.4,176.92,170.63,171.01,151.241634368075,1078816,0.0,1.0
2018-03-22,179.06,181.26,175.79,175.96,155.619425667543,813406,0.0,1.0
2018-03-21,182.38,183.85,181.16,181.38,160.41288603989,518759,0.0,1.0
2018-03-20,182.96,184.59,182.09,182.26,161.191160048684,467554,0.0,1.0
2018-03-19,183.46,183.82,180.6,182.01,160.970059478004,520559,0.0,1.0
2018-03-16,181.74,184.58,181.03,183.98,162.712331974964,1430618,0.0,1.0
2018-03-15,183.78,184.11,181.0,181.76,160.748958907323,808357,0.0,1.0
2018-03-14,186.77,187.05,183.06,183.41,162.208222673813,646830,0.0,1.0
2018-03-13,188.59,189.05,184.84,185.42,163.985871262081,751756,0.0,1.0
2018-03-12,189.0,189.3,186.58,187.9,166.179188923229,700875,0.0,1.0
2018-03-09,185.21,189.19,184.69,189.13,167.267003730975,691632,0.0,1.0
2018-03-08,182.76,184.25,181.11,183.85,162.59735967821,755904,0.0,1.0
2018-03-07,179.34,183.12,178.37,182.1,161.049655683449,775514,0.0,1.0
2018-03-06,182.46,183.45,180.11,181.5,160.519014313816,753350,0.0,1.0
2018-03-05,177.29,181.44,176.79,181.11,160.174097423555,842184,0.0,1.0
2018-03-02,175.26,179.21,172.72,178.62,157.97193573958,1218020,0.0,1.0
2018-03-01,180.55,181.46,175.33,176.17,155.805150146914,1275076,0.0,1.0
2018-02-28,185.82,185.82,180.74,180.8,159.899932715912,986603,0.0,1.0
2018-02-27,188.32,188.77,184.52,184.6,163.26066139025,724367,0.0,1.0
2018-02-26,186.39,188.7,185.28,188.37,166.594857996108,928586,0.0,1.0
2018-02-23,186.7,186.7,183.29,185.47,164.030091376217,596517,0.0,1.0
2018-02-22,184.71,187.57,183.66,185.29,163.870898965328,635937,0.0,1.0
2018-02-21,184.58,187.67,183.81,183.95,162.685799906482,603511,0.0,1.0
2018-02-20,184.29,186.11,183.05,184.67,163.322569550041,672291,0.0,1.0
2018-02-16,186.25,188.6,185.45,185.56,164.109687581662,828910,0.835,1.0
2018-02-15,188.69,188.89,185.37,187.58,165.153009450727,985315,0.0,1.0
2018-02-14,183.44,187.97,183.44,187.09,164.721593656768,822489,0.0,1.0
2018-02-13,183.98,185.42,182.03,184.44,162.388426607805,1129568,0.0,1.0
2018-02-12,186.1,188.08,183.65,186.3,164.026045744058,798980,0.0,1.0
2018-02-09,181.18,184.87,177.85,183.04,161.155810053636,1415217,0.0,1.0
2018-02-08,188.4,188.82,178.56,178.73,157.361111947587,1257652,0.0,1.0
2018-02-07,187.99,191.63,187.24,188.78,166.209537925729,984051,0.0,1.0
2018-02-06,178.28,189.99,176.7,188.57,166.024645442603,1762717,0.0,1.0
2018-02-05,192.61,194.48,184.56,184.56,162.494079455305,1324117,0.0,1.0
2018-02-02,197.57,197.57,193.01,194.02,170.823045599904,1153774,0.0,1.0
2018-02-01,197.11,201.81,196.47,199.19,175.374922446371,1032091,0.0,1.0
2018-01-31,200.92,201.01,196.38,197.29,173.702085694285,870143,0.0,1.0
2018-01-30,198.66,200.93,197.61,199.78,175.894382279914,617067,0.0,1.0
2018-01-29,202.06,203.96,199.26,199.78,175.894382279914,653188,0.0,1.0
2018-01-26,199.74,203.24,199.62,203.01,178.738204758461,860832,0.0,1.0
2018-01-25,201.1,202.32,198.01,199.71,175.832751452205,1064846,0.0,1.0
2018-01-24,206.86,206.86,198.77,200.47,176.50188615304,1452795,0.0,1.0
2018-01-23,204.0,207.51,203.18,204.69,180.217344623463,1034791,0.0,1.0
2018-01-22,204.0,204.4,202.25,203.93,179.548209922629,897140,0.0,1.0
2018-01-19,205.19,207.13,203.36,203.51,179.178424956378,1010150,0.0,1.0
2018-01-18,207.11,207.74,204.26,205.05,180.534303165964,697366,0.0,1.0
2018-01-17,206.39,207.87,205.32,206.56,181.863768163675,742395,0.0,1.0
2018-01-16,208.1,209.38,203.12,205.02,180.507889954089,752934,0.0,1.0
2018-01-12,206.18,208.28,205.71,207.92,183.06116710201,603160,0.0,1.0
2018-01-11,202.81,206.14,202.77,206.14,181.493983197424,503544,0.0,1.0
2018-01-10,202.74,203.49,201.0,202.13,177.963417210126,543358,0.0,1.0
2018-01-09,202.69,203.82,201.54,202.75,178.509290255544,489428,0.0,1.0
2018-01-08,199.97,202.39,199.04,202.01,177.857764362626,765654,0.0,1.0
2018-01-05,200.51,200.51,198.76,199.97,176.061665955122,622723,0.0,1.0
2018-01-04,201.63,203.09,199.23,199.66,175.788729432413,734318,0.0,1.0
2018-01-03,197.04,200.72,197.04,200.55,176.572321384707,841407,0.0,1.0
2018-01-02,197.81,198.5,195.22,197.66,174.027848640743,609566,0.0,1.0
2017-12-29,198.1,198.56,196.32,196.35,172.8744717222,485579,0.0,1.0
2017-12-28,196.74,197.71,195.69,197.53,173.913391389285,531738,0.0,1.0
2017-12-27,195.0,196.63,194.64,195.99,172.557513179699,385614,0.0,1.0
2017-12-26,194.57,195.6,194.26,194.53,171.27207020178,287903,0.0,1.0
2017-12-22,193.67,194.68,192.98,194.57,171.307287817613,422526,0.0,1.0
2017-12-21,194.12,194.89,192.53,194.14,170.928698447404,444892,0.0,1.0
2017-12-20,195.39,195.59,192.79,193.07,169.986627223861,547478,0.0,1.0
2017-12-19,193.09,194.41,191.83,193.84,170.664566328654,768463,0.0,1.0
2017-12-18,193.32,194.48,192.46,192.83,169.77532152886,631395,0.0,1.0
2017-12-15,191.06,192.14,190.55,190.93,168.102484776774,999495,0.0,1.0
2017-12-14,192.19,193.81,189.35,189.45,166.799432990938,629480,0.0,1.0
2017-12-13,191.26,193.16,190.98,191.46,168.569118186567,632549,0.0,1.0
2017-12-12,191.6,192.8,190.71,190.75,167.944005505524,470772,0.0,1.0
2017-12-11,192.5,194.39,190.36,191.47,168.577922590525,483575,0.0,1.0
2017-12-08,193.69,194.35,191.95,192.86,169.801734740736,593656,0.0,1.0
2017-12-07,190.96,193.74,189.82,192.26,169.273470503235,720730,0.0,1.0
2017-12-06,187.84,191.71,187.2,190.59,167.80313504219,1156709,0.0,1.0
2017-12-05,190.85,192.56,187.53,187.68,165.24105349031,1155904,0.0,1.0
2017-12-04,192.79,195.8,190.26,190.78,167.970418717399,1326714,0.0,1.0
2017-12-01,192.94,195.37,188.6,190.46,167.688677790732,862894,0.0,1.0
2017-11-30,191.15,194.32,190.72,193.08,169.995431627819,1250620,0.0,1.0
2017-11-29,197.0,197.16,188.83,190.13,167.398132460106,1201930,0.0,1.0
2017-11-28,189.0,198.02,188.665,197.13,173.561215230951,1894452,0.0,1.0
2017-11-27,192.01,192.62,190.64,191.04,168.199333220316,680161,0.0,1.0
2017-11-24,191.8,191.91,190.09,191.48,168.586726994483,280013,0.0,1.0
2017-11-22,190.43,192.44,188.88,191.02,168.181724412399,1102002,0.0,1.0
2017-11-21,194.75,194.999,191.915,193.02,169.942605204069,1001436,0.0,1.0
2017-11-20,194.0,195.8,193.06,194.23,171.007938083029,762351,0.0,1.0
2017-11-17,193.03,196.99,193.03,194.36,171.122395334488,1265031,0.0,1.0
2017-11-16,200.11,201.98,193.09,193.61,170.462065037612,2365679,0.0,1.0
2017-11-15,190.46,190.46,187.65,188.73,166.165515905937,734380,0.0,1.0
2017-11-14,191.82,192.43,190.72,191.58,168.674771034067,575210,0.0,1.0
2017-11-13,191.72,193.13,190.125,192.54,169.519993814068,632219,0.0,1.0
2017-11-10,189.75,193.0,188.31,192.61,169.581624641777,541930,0.835,1.0
2017-11-09,192.68,193.13,189.35,189.81,166.39503824475,952083,0.0,1.0
2017-11-08,192.7,199.39,192.0,193.78,169.875299041503,1396933,0.0,1.0
2017-11-07,197.05,201.065,196.49,200.83,176.055611035736,1029920,0.0,1.0
2017-11-06,197.66,198.38,196.44,196.83,172.549051039008,1229799,0.0,1.0
2017-11-03,199.51,199.61,197.65,198.38,173.90784303774,730143,0.0,1.0
2017-11-02,195.87,200.06,195.54,199.22,174.644220637053,758043,0.0,1.0
2017-11-01,202.29,202.835,194.98,195.16,171.085062240374,1632078,0.0,1.0
2017-10-31,210.66,210.72,195.325,200.82,176.046844635745,3462715,0.0,1.0
2017-10-30,188.34,188.65,186.07,187.0,163.931679847048,502263,0.0,1.0
2017-10-27,187.91,188.92,186.89,188.78,165.492099045592,411762,0.0,1.0
2017-10-26,188.12,188.58,187.15,188.03,164.834619046206,511214,0.0,1.0
2017-10-25,188.25,188.99,186.27,187.04,163.966745447016,562993,0.0,1.0
2017-10-24,188.9,189.91,187.95,188.68,165.404435045674,551876,0.0,1.0
2017-10-23,188.7,188.95,187.16,187.67,164.5190286465,392535,0.0,1.0
2017-10-20,186.9,188.6,186.81,188.5,165.246639845821,677856,0.0,1.0
2017-10-19,184.6,186.69,184.18,186.44,163.440761447506,519776,0.0,1.0
2017-10-18,185.9,186.56,184.5552,184.97,162.152100648709,730502,0.0,1.0
2017-10-17,186.4,187.28,185.97,186.27,163.291732647645,431002,0.0,1.0
2017-10-16,187.12,187.29,185.91,186.41,163.414462247531,388991,0.0,1.0
2017-10-13,184.66,186.49,184.31,185.88,162.949843047964,524195,0.0,1.0
2017-10-12,183.26,185.29,183.18,184.5,161.740079849093,444726,0.0,1.0
2017-10-11,182.94,183.77,182.53,183.75,161.082599849707,366904,0.0,1.0
2017-10-10,184.14,184.14,182.49,182.74,160.197193450533,371294,0.0,1.0
2017-10-09,182.47,183.88,182.47,183.27,160.661812650099,335392,0.0,1.0
2017-10-06,182.36,183.47,182.06,182.31,159.820238250884,481521,0.0,1.0
2017-10-05,182.13,182.97,180.56,182.51,159.995566250721,454887,0.0,1.0
2017-10-04,180.92,182.69,180.71,182.35,159.855303850852,556287,0.0,1.0
2017-10-03,180.67,180.98,179.83,180.8,158.496511852119,585641,0.0,1.0
2017-10-02,178.8,180.75,178.0,180.7,158.408847852201,722171,0.0,1.0
2017-09-29,177.2,179.5,176.86,178.21,156.226014254238,619773,0.0,1.0
2017-09-28,177.06,177.59,175.5,177.27,155.401972655007,467153,0.0,1.0
2017-09-27,177.87,178.48,176.44,177.33,155.454571054958,529248,0.0,1.0
2017-09-26,177.75,178.82,176.77,176.98,155.147747055244,611375,0.0,1.0
2017-09-25,177.49,177.92,176.5091,177.67,155.752628654679,364883,0.0,1.0
2017-09-22,177.33,177.72,176.65,177.55,155.647431854778,472142,0.0,1.0
2017-09-21,177.71,177.97,177.0,177.33,155.454571054958,400957,0.0,1.0
2017-09-20,177.52,178.11,176.32,177.58,155.673731054753,662309,0.0,1.0
2017-09-19,175.39,177.3399,175.18,177.13,155.279243055121,617089,0.0,1.0
2017-09-18,173.95,175.32,173.13,175.16,153.552262256732,558190,0.0,1.0
2017-09-15,171.62,174.18,171.62,173.73,152.298667057902,1013902,0.0,1.0
2017-09-14,169.26,172.245,168.44,172.15,150.913575859194,746404,0.0,1.0
2017-09-13,168.99,170.45,168.21,169.89,148.932369461043,438962,0.0,1.0
2017-09-12,169.75,170.41,168.62,169.12,148.257356661673,621235,0.0,1.0
2017-09-11,165.0,169.35,164.47,168.84,148.011897461902,1086803,0.0,1.0
2017-09-08,162.18,164.68,161.7,164.01,143.777726265852,512100,0.0,1.0
2017-09-07,162.81,162.81,161.21,162.56,142.506598267038,928077,0.0,1.0
2017-09-06,164.27,164.815,162.15,162.32,142.296204667235,644911,0.0,1.0
2017-09-05,164.35,165.25,163.05,163.41,143.251742266343,774233,0.0,1.0
2017-09-01,164.69,165.85,164.3,164.36,144.084550265566,452527,0.0,1.0
2017-08-31,163.41,164.3,162.95,164.06,143.821558265811,567590,0.0,1.0
2017-08-30,160.39,162.74,160.39,162.62,142.559196666989,383022,0.0,1.0
2017-08-29,158.72,160.62,158.6072,160.38,140.595523068821,482461,0.0,1.0
2017-08-28,160.45,160.55,158.89,159.57,139.885444669484,339041,0.0,1.0
2017-08-25,160.95,161.52,159.51,159.61,139.920510269451,597001,0.0,1.0
2017-08-24,160.24,160.5725,159.32,160.13,140.376363069026,598493,0.0,1.0
2017-08-23,161.86,162.07,159.98,160.01,140.271166269124,550174,0.0,1.0
2017-08-22,161.25,163.33,160.84,163.17,143.041348666539,399846,0.0,1.0
2017-08-21,161.36,161.45,159.58,160.46,140.665654268756,600483,0.0,1.0
2017-08-18,160.88,163.26,160.285,161.38,141.472163068003,548881,0.0,1.0
2017-08-17,163.21,164.53,161.22,161.26,141.366966268102,526324,0.0,1.0
2017-08-16,164.58,165.32,163.86,164.03,143.795259065836,548324,0.0,1.0
2017-08-15,164.02,165.1,164.02,164.12,143.874156665762,405622,0.0,1.0
2017-08-14,162.79,164.51,162.48,163.96,143.733894265893,388267,0.0,1.0
2017-08-11,162.75,162.75,161.51,161.66,141.717622267774,679987,0.0,1.0
2017-08-10,164.3,164.51,162.1,162.21,142.199774267325,657098,0.76,1.0
2017-08-09,165.5,166.08,164.9,165.64,144.529487694911,435525,0.0,1.0
2017-08-08,165.64,166.21,164.99,165.6,144.494585621089,434208,0.0,1.0
2017-08-07,164.96,166.53,164.83,165.82,144.686547027108,708205,0.0,1.0
2017-08-04,165.63,166.05,164.75,164.9,143.883799329213,536329,0.0,1.0
2017-08-03,165.13,166.1,164.82,165.53,144.433506991902,494491,0.0,1.0
2017-08-02,163.15,166.16,163.15,165.22,144.163015919785,786046,0.0,1.0
2017-08-01,165.19,165.535,162.55,163.57,142.723305374647,824148,0.0,1.0
2017-07-31,165.0,166.63,164.76,165.03,143.997231069133,636740,0.0,1.0
2017-07-28,164.98,165.0,163.27,164.47,143.508602035632,651090,0.0,1.0
2017-07-27,163.47,166.71,163.2805,164.97,143.944877958401,1018761,0.0,1.0
2017-07-26,158.49,164.9,158.0,162.78,142.033989416672,1919058,0.0,1.0
2017-07-25,165.27,166.28,161.77,163.1,142.313206007245,1449447,0.0,1.0
2017-07-24,165.47,165.47,163.6,163.96,143.063600594407,937127,0.0,1.0
2017-07-21,165.96,166.63,163.93,165.08,144.04085866141,618720,0.0,1.0
2017-07-20,167.18,167.97,165.63,166.83,145.567824391101,659946,0.0,1.0
2017-07-19,165.5,167.37,165.34,167.34,146.012825832326,684064,0.0,1.0
2017-07-18,166.0,166.173,165.0,165.49,144.39860491808,563645,0.0,1.0
2017-07-17,167.2,167.34,166.09,166.3,145.105371912966,485032,0.0,1.0
2017-07-14,166.06,167.8,165.79,167.34,146.012825832326,744700,0.0,1.0
2017-07-13,165.73,166.45,165.04,165.68,144.564389768733,620442,0.0,1.0
2017-07-12,164.87,166.03,164.63,165.73,144.608017361009,535366,0.0,1.0
2017-07-11,164.59,164.83,163.18,164.16,143.238110963515,642635,0.0,1.0
