,PSX_Open,PSX_High,PSX_Low,PSX_Close,PSX_Adj Close,PSX_Volume,PSX_Dividend Amount,PSX_Split Coefficient
2021-08-03,73.5,76.1,73.1201,76.07,66.8621914948897,3148671,0.0,1.0
2021-08-02,73.75,76.15,73.25,73.48,64.5856951629354,4061231,0.0,1.0
2021-07-30,74.34,74.8999,72.97,73.43,64.5417473572992,3300998,0.0,1.0
2021-07-29,76.17,76.4,74.66,74.78,65.7283381094762,1936355,0.0,1.0
2021-07-28,74.91,75.91,73.78,75.22,66.1150787990746,1957971,0.0,1.0
2021-07-27,73.53,74.675,72.8,74.54,65.5173886424225,1932835,0.0,1.0
2021-07-26,72.38,74.39,72.27,74.32,65.3240182976233,2168139,0.0,1.0
2021-07-23,72.29,72.605,71.41,72.17,63.4342626552674,2126090,0.0,1.0
2021-07-22,73.28,73.4462,71.38,72.31,63.5573165110487,2807086,0.0,1.0
2021-07-21,72.5,74.3,72.38,73.76,64.831802874498,4450187,0.0,1.0
2021-07-20,70.5,72.51,69.73,71.13,62.5201482980347,4956907,0.0,1.0
2021-07-19,72.0,72.81,70.07,70.55,62.010353752655,5171620,0.0,1.0
2021-07-16,77.79,77.97,74.215,74.48,65.4646512756591,3305414,0.0,1.0
2021-07-15,77.6,78.63,76.81,77.17,67.8290432188857,3481013,0.0,1.0
2021-07-14,81.49,82.37,78.3,78.54,69.0332130933172,4263746,0.0,1.0
2021-07-13,81.81,82.33,81.08,81.65,71.7667666038878,3340560,0.0,1.0
2021-07-12,81.4,83.1799,81.0,82.4,72.4259836884305,3251865,0.0,1.0
2021-07-09,81.6,82.8277,80.72,82.7,72.6896705222476,2376882,0.0,1.0
2021-07-08,80.38,82.17,79.73,80.79,71.0108643469454,2484306,0.0,1.0
2021-07-07,83.41,84.42,81.12,82.54,72.5490375442118,5109264,0.0,1.0
2021-07-06,88.0,88.0,84.03,84.45,74.2278437195141,6464418,0.0,1.0
2021-07-02,86.78,88.66,86.3508,87.9,77.2602423084107,2080322,0.0,1.0
2021-07-01,87.59,87.85,86.05,87.09,76.5482878571046,2358413,0.0,1.0
2021-06-30,85.53,85.95,85.08,85.82,75.4320135939455,3103484,0.0,1.0
2021-06-29,86.16,86.51,84.69,85.11,74.8079547539117,3392691,0.0,1.0
2021-06-28,89.67,89.67,84.98,85.42,75.080431148856,4141785,0.0,1.0
2021-06-25,89.8,90.45,88.55,90.04,79.1412083896394,8032599,0.0,1.0
2021-06-24,88.82,89.99,88.031,89.69,78.8335737501861,3097473,0.0,1.0
2021-06-23,88.61,90.043,88.18,88.26,77.5766665089912,3452518,0.0,1.0
2021-06-22,86.92,88.49,85.89,87.97,77.3217692363014,2689679,0.0,1.0
2021-06-21,85.21,87.52,84.945,87.35,76.7768164464127,2828442,0.0,1.0
2021-06-18,85.39,86.37,84.1,84.17,73.9817360079514,3990645,0.0,1.0
2021-06-17,90.51,91.14,86.01,86.66,76.1703367286334,3044120,0.0,1.0
2021-06-16,91.57,91.96,89.77,90.74,79.7564776685459,2150405,0.0,1.0
2021-06-15,92.07,93.39,91.17,92.1,80.9518579818501,2450089,0.0,1.0
2021-06-14,91.41,92.06,90.445,91.44,80.3717469474525,2030935,0.0,1.0
2021-06-11,92.32,92.6437,90.91,90.97,79.9586375744724,2518630,0.0,1.0
2021-06-10,93.96,94.34,90.68,91.64,80.5475381699973,2248760,0.0,1.0
2021-06-09,93.52,93.98,92.44,92.45,81.2594926213034,3671006,0.0,1.0
2021-06-08,91.72,93.77,90.26,92.56,81.356177793703,2778097,0.0,1.0
2021-06-07,91.82,93.79,91.62,92.41,81.2243343767945,3160045,0.0,1.0
2021-06-04,90.0,91.865,89.52,91.48,80.4069051919615,3267578,0.0,1.0
2021-06-03,89.24,90.47,88.3931,89.21,78.4116748160787,2996085,0.0,1.0
2021-06-02,87.2,89.745,86.1,89.62,78.7720468222954,3142109,0.0,1.0
2021-06-01,85.96,87.31,85.9,86.85,76.3373383900509,3599887,0.0,1.0
2021-05-28,85.0,85.1,83.64,84.22,74.0256838135876,1723076,0.0,1.0
2021-05-27,83.65,84.5,83.51,84.41,74.1926854750051,2903691,0.0,1.0
2021-05-26,83.61,83.93,83.05,83.37,73.2785711177725,2529140,0.0,1.0
2021-05-25,85.03,85.32,83.135,83.23,73.1555172619912,2433243,0.0,1.0
2021-05-24,85.0,85.675,84.215,85.51,75.1595371990012,1683270,0.0,1.0
2021-05-21,85.2,86.05,84.23,84.29,74.0872107414783,2675083,0.9,1.0
2021-05-20,85.74,86.13,83.96,85.1,74.0089404167132,3492282,0.0,1.0
2021-05-19,85.2,86.7401,83.83,85.73,74.5568326900684,2669671,0.0,1.0
2021-05-18,88.7,89.1,86.59,86.76,75.4525930734905,2147671,0.0,1.0
2021-05-17,87.49,88.99,86.75,88.7,77.1397534073145,3022152,0.0,1.0
2021-05-14,85.23,87.8,85.23,87.7,76.2700831321475,2818396,0.0,1.0
2021-05-13,84.15,86.1999,83.236,84.35,73.356687710338,2265275,0.0,1.0
2021-05-12,83.59,87.58,83.53,85.34,74.2176612827533,3060622,0.0,1.0
2021-05-11,84.15,85.01,82.65,83.63,72.7305251122177,2450652,0.0,1.0
2021-05-10,87.13,87.95,85.55,85.59,74.4350788515451,2567358,0.0,1.0
2021-05-07,84.5,86.29,84.26,86.04,74.8264304753702,1894905,0.0,1.0
2021-05-06,85.26,85.73,84.11,85.61,74.4524722570484,1661248,0.0,1.0
2021-05-05,83.66,85.08,82.78,84.99,73.9132766864448,2899900,0.0,1.0
2021-05-04,84.46,85.12,82.2326,83.03,72.2087229471175,2867576,0.0,1.0
2021-05-03,82.22,84.21,81.99,83.94,73.0001228975195,3078223,0.0,1.0
2021-04-30,80.05,82.49,79.9,80.91,70.3650219637634,3061354,0.0,1.0
2021-04-29,81.0,82.2833,80.375,81.12,70.5476527215485,2814464,0.0,1.0
2021-04-28,78.51,80.55,78.4,80.1,69.6605890408781,2670651,0.0,1.0
2021-04-27,76.69,78.345,76.4,78.1,67.9212484905441,1955083,0.0,1.0
2021-04-26,76.49,77.405,76.25,76.5,66.5297760502769,1582120,0.0,1.0
2021-04-23,75.31,76.8,74.98,76.49,66.5210793475252,1993125,0.0,1.0
2021-04-22,77.17,77.17,74.92,74.95,65.181787123768,2625807,0.0,1.0
2021-04-21,74.62,77.35,74.33,77.02,66.9820045933637,2553179,0.0,1.0
2021-04-20,77.27,77.49,74.6,75.42,65.5905321530965,2283883,0.0,1.0
2021-04-19,78.85,79.6518,77.46,77.94,67.7821012465174,2352661,0.0,1.0
2021-04-16,79.56,80.4489,78.15,78.69,68.4343539528926,2422272,0.0,1.0
2021-04-15,79.03,79.27,78.25,79.02,68.7213451436977,2143816,0.0,1.0
2021-04-14,78.35,80.53,78.21,79.39,69.0431231455095,2237334,0.0,1.0
2021-04-13,77.26,77.84,76.66,77.62,67.5038067584639,2000604,0.0,1.0
2021-04-12,79.66,80.37,77.46,77.62,67.5038067584639,1846620,0.0,1.0
2021-04-09,78.52,80.63,78.1,79.03,68.7300418464494,3592067,0.0,1.0
2021-04-08,78.96,79.17,77.6604,78.42,68.1995429785975,2908528,0.0,1.0
2021-04-07,80.87,80.94,79.115,80.0,69.5736220133614,2707163,0.0,1.0
2021-04-06,82.19,82.915,80.52,80.85,70.3128417472534,2905408,0.0,1.0
2021-04-05,83.04,83.37,81.18,82.06,71.3651427802055,3060213,0.0,1.0
2021-04-01,81.59,83.3,80.52,83.16,72.3217800828892,2732912,0.0,1.0
2021-03-31,81.99,82.62,81.27,81.54,70.9129142371186,2665242,0.0,1.0
2021-03-30,81.76,83.31,81.6,82.31,71.5825603489972,1960584,0.0,1.0
2021-03-29,83.16,83.38,81.32,82.53,71.773887809534,1880583,0.0,1.0
2021-03-26,83.95,84.44,82.57,84.31,73.3219008993313,2369981,0.0,1.0
2021-03-25,80.78,82.73,79.13,82.44,71.6956174847689,2613343,0.0,1.0
2021-03-24,80.47,82.26,80.33,82.03,71.3390526719505,3417604,0.0,1.0
2021-03-23,79.12,80.86,77.72,78.98,68.6865583326911,3348646,0.0,1.0
2021-03-22,81.41,81.939,80.36,80.58,70.0780307729583,2946131,0.0,1.0
2021-03-19,81.64,83.54,80.61,82.26,71.5390768352389,5098201,0.0,1.0
2021-03-18,84.67,85.19,81.3,81.37,70.7650702903402,3517519,0.0,1.0
2021-03-17,84.95,85.72,83.65,85.46,74.3220217157733,2490304,0.0,1.0
2021-03-16,86.65,86.78,84.58,84.93,73.8610964699348,3063951,0.0,1.0
2021-03-15,88.46,89.12,86.86,87.84,76.3918369706709,2201089,0.0,1.0
2021-03-12,88.98,89.13,87.49,88.66,77.1049665963078,1864139,0.0,1.0
2021-03-11,88.6,89.5,87.55,87.73,76.2961732404025,2667686,0.0,1.0
2021-03-10,85.55,89.07,84.9,88.44,76.913639135771,2554660,0.0,1.0
2021-03-09,87.69,90.59,85.33,85.4,74.2698414992633,3497455,0.0,1.0
2021-03-08,88.88,90.1,87.2539,88.47,76.9397292440261,2892272,0.0,1.0
2021-03-05,86.61,87.43,84.11,87.35,75.965698535839,3367091,0.0,1.0
2021-03-04,84.45,86.16,82.79,84.41,73.408867926848,2829315,0.0,1.0
2021-03-03,83.12,85.62,82.81,83.84,72.9131558700028,2352430,0.0,1.0
2021-03-02,84.26,85.34,82.19,82.27,71.5477735379906,2354128,0.0,1.0
2021-03-01,85.05,85.75,84.1,84.7,73.6610723066464,2231004,0.0,1.0
2021-02-26,83.92,84.44,80.16,83.05,72.2261163526208,4782301,0.0,1.0
2021-02-25,88.0,88.05,84.21,84.64,73.6088920901364,2764399,0.0,1.0
2021-02-24,85.85,87.94,85.53,87.25,75.8787315083223,3540784,0.0,1.0
2021-02-23,85.25,85.99,82.3875,85.53,74.382898635035,2557175,0.0,1.0
2021-02-22,81.47,85.37,81.16,83.96,73.0175163030228,3209299,0.0,1.0
2021-02-19,79.77,82.98,79.51,82.31,71.5825603489972,3401823,0.9,1.0
2021-02-18,80.17,80.59,78.91,80.05,68.8641263782866,2074993,0.0,1.0
2021-02-17,80.0,80.9141,78.23,80.64,69.3716820880079,2125652,0.0,1.0
2021-02-16,78.89,80.6,78.1,79.39,68.2963521945306,2763706,0.0,1.0
2021-02-12,77.06,77.79,76.24,77.23,66.4381821386018,1954789,0.0,1.0
2021-02-11,76.4,77.26,74.85,77.24,66.4467847777496,2307966,0.0,1.0
2021-02-10,74.8,76.78,74.45,76.72,65.9994475420631,2212330,0.0,1.0
2021-02-09,75.45,75.56,73.84,74.53,64.1154695686908,2634367,0.0,1.0
2021-02-08,72.8,76.14,72.55,75.79,65.199402101316,2678792,0.0,1.0
2021-02-05,73.15,73.51,71.35,72.04,61.973412420884,2466668,0.0,1.0
2021-02-04,71.56,72.6,70.7358,71.93,61.878783390258,1997224,0.0,1.0
2021-02-03,68.66,71.39,68.66,71.29,61.3282144847977,2599046,0.0,1.0
2021-02-02,69.16,70.15,67.6129,68.66,59.0657203889214,2319039,0.0,1.0
2021-02-01,68.34,68.45,65.38,67.38,57.9645825780006,2968958,0.0,1.0
2021-01-29,69.3,71.4,67.39,67.8,58.325893422209,5732821,0.0,1.0
2021-01-28,71.7,72.62,70.56,71.45,61.4658567111628,2654497,0.0,1.0
2021-01-27,70.22,73.18,69.7,71.2,61.2507907324673,3080395,0.0,1.0
2021-01-26,72.85,74.08,71.26,71.31,61.3454197630933,2056790,0.0,1.0
2021-01-25,72.0,73.2,71.03,72.08,62.0078229774753,3003634,0.0,1.0
2021-01-22,71.7,73.09,71.1471,72.55,62.4121470174228,2563594,0.0,1.0
2021-01-21,74.56,75.41,72.63,73.16,62.9369080054397,2698745,0.0,1.0
2021-01-20,75.4,75.96,73.94,75.39,64.8552965354032,2566771,0.0,1.0
2021-01-19,72.72,75.17,72.08,74.78,64.3305355473863,2976262,0.0,1.0
2021-01-15,73.15,73.455,70.93,71.74,61.7153332464495,3413699,0.0,1.0
2021-01-14,72.03,74.95,72.0,74.14,63.7799666419259,3028678,0.0,1.0
2021-01-13,73.5,73.7,71.53,71.77,61.7411411638929,2520582,0.0,1.0
2021-01-12,72.72,74.07,71.64,73.74,63.4358610760132,2645508,0.0,1.0
2021-01-11,69.0,72.8,68.6801,72.27,62.1712731212839,4944577,0.0,1.0
2021-01-08,72.51,72.6,70.34,70.71,60.8292614142242,2683622,0.0,1.0
2021-01-07,71.5,73.311,70.784,71.86,61.8185649162233,2568254,0.0,1.0
2021-01-06,73.01,73.42,70.34,71.22,61.2679960107629,5097922,0.0,1.0
2021-01-05,70.0,73.78,70.0,71.75,61.7239358855973,3907023,0.0,1.0
2021-01-04,70.61,71.29,68.56,69.88,60.1152423649553,2714167,0.0,1.0
2020-12-31,70.5,70.74,69.76,69.94,60.1668581998422,2003500,0.0,1.0
2020-12-30,68.59,70.91,68.49,70.6,60.7346323835982,2906007,0.0,1.0
2020-12-29,69.45,69.87,67.78,68.38,58.8248464927825,3847467,0.0,1.0
2020-12-28,69.44,70.93,69.04,69.33,59.6420972118252,2341115,0.0,1.0
2020-12-24,69.19,69.28,68.04,68.73,59.1259388629561,1295243,0.0,1.0
2020-12-23,68.38,69.973,68.01,69.36,59.6679051292687,2988063,0.0,1.0
2020-12-22,66.52,68.18,66.15,67.51,58.0764168869223,3574303,0.0,1.0
2020-12-21,64.76,67.26,63.8,66.49,57.1989476938448,3479152,0.0,1.0
2020-12-18,67.09,67.52,66.06,66.85,57.5086427031663,8457011,0.0,1.0
2020-12-17,67.86,67.87,66.4,67.17,57.7839271558965,3162471,0.0,1.0
2020-12-16,68.45,68.5,66.92,67.29,57.8871588256703,3395174,0.0,1.0
2020-12-15,67.16,68.69,66.25,68.25,58.7130121838608,3028539,0.0,1.0
2020-12-14,69.71,70.55,66.865,67.19,57.8011324341921,2816386,0.0,1.0
2020-12-11,70.2,70.4221,68.45,69.51,59.796944716486,2557008,0.0,1.0
2020-12-10,68.15,71.7,68.15,70.86,60.9583010014415,3352563,0.0,1.0
2020-12-09,68.46,70.095,66.9832,68.77,59.1603494195474,3602172,0.0,1.0
2020-12-08,66.06,69.08,66.06,67.39,57.9731852171485,3050808,0.0,1.0
2020-12-07,68.32,68.81,66.32,67.05,57.6806954861226,3059542,0.0,1.0
2020-12-04,66.74,69.92,66.52,69.32,59.6334945726774,4437462,0.0,1.0
2020-12-03,64.75,66.9,63.84,65.02,55.9343597391155,2732736,0.0,1.0
2020-12-02,61.2,65.28,61.0437,64.43,55.4268040293942,4410677,0.0,1.0
2020-12-01,62.78,64.18,61.5316,61.88,53.2331310467005,4011966,0.0,1.0
2020-11-30,64.26,64.5,60.3,60.58,52.1147879574841,6423021,0.0,1.0
2020-11-27,65.62,66.25,64.695,65.23,56.1150151612197,1936013,0.0,1.0
2020-11-25,66.88,67.23,65.77,66.26,57.001086993445,3755886,0.0,1.0
2020-11-24,68.15,68.7108,66.6,67.72,58.2570723090265,4193509,0.0,1.0
2020-11-23,62.72,65.92,62.6009,65.84,56.6397761492366,4506466,0.0,1.0
2020-11-20,61.3,62.49,61.01,61.59,52.9836545114138,2651716,0.0,1.0
2020-11-19,60.0,61.815,59.53,61.45,52.8632175633443,2673663,0.0,1.0
2020-11-18,64.76,64.85,60.72,60.75,52.261032822997,4151026,0.0,1.0
2020-11-17,61.25,64.43,60.25,64.34,55.3493802770638,5370214,0.0,1.0
2020-11-16,61.19,63.135,59.1,62.62,53.8697263436391,6020348,0.9,1.0
2020-11-13,55.57,59.5,55.5,58.76,49.8328891680137,5658371,0.0,1.0
2020-11-12,57.68,58.53,54.6,54.85,46.5169157737501,5079940,0.0,1.0
2020-11-11,58.9,58.99,57.685,58.98,50.0194656761309,4588526,0.0,1.0
2020-11-10,58.69,58.78,55.7,58.14,49.3070826451382,5192434,0.0,1.0
2020-11-09,52.42,58.2269,52.3,57.03,48.3657193541835,8912774,0.0,1.0
2020-11-06,48.11,48.89,46.185,46.68,39.5881427223091,3617112,0.0,1.0
2020-11-05,47.71,48.905,47.43,48.19,40.8687360280221,3211571,0.0,1.0
2020-11-04,47.66,49.25,46.61,47.92,40.6397557680602,3709042,0.0,1.0
2020-11-03,48.62,49.04,46.85,47.52,40.3005257533018,3287310,0.0,1.0
2020-11-02,47.38,48.48,46.51,47.96,40.6736787695361,3732559,0.0,1.0
2020-10-30,45.38,46.74,44.91,46.66,39.5711812215711,4579288,0.0,1.0
2020-10-29,43.62,46.18,43.27,45.98,38.9944901964818,4436266,0.0,1.0
2020-10-28,45.73,46.5,44.14,44.22,37.5018781315447,4911672,0.0,1.0
2020-10-27,48.0,48.3744,47.02,47.07,39.9188919866985,3525708,0.0,1.0
2020-10-26,49.64,49.6504,47.9,48.14,40.8263322761773,3215005,0.0,1.0
2020-10-23,50.55,51.44,49.41,50.48,42.8108278625142,3291382,0.0,1.0
2020-10-22,48.68,50.19,47.55,50.01,42.412232595173,3408707,0.0,1.0
2020-10-21,48.88,49.821,48.66,48.72,41.3182157975771,3798361,0.0,1.0
2020-10-20,49.37,50.091,49.08,49.59,42.0560410796767,3471831,0.0,1.0
2020-10-19,50.91,50.93,48.88,48.95,41.5132730560632,3683154,0.0,1.0
2020-10-16,52.46,52.5,50.47,50.58,42.8956353662038,2939724,0.0,1.0
2020-10-15,51.05,52.74,50.42,52.51,44.5324201874132,3502154,0.0,1.0
2020-10-14,51.72,53.36,51.5301,52.08,44.1677479215479,2112867,0.0,1.0
2020-10-13,52.87,53.46,51.115,51.27,43.4808071416621,2885576,0.0,1.0
2020-10-12,52.66,54.36,51.925,53.46,45.3380914724645,2768995,0.0,1.0
2020-10-09,54.04,54.5,52.55,53.04,44.9818999569681,3185968,0.0,1.0
2020-10-08,52.12,53.66,52.06,53.64,45.4907449791058,2397977,0.0,1.0
2020-10-07,51.45,52.18,50.65,51.93,44.0405366660135,2621494,0.0,1.0
2020-10-06,53.49,53.49,50.935,51.06,43.3027113839139,2926513,0.0,1.0
2020-10-05,51.83,53.125,51.72,52.55,44.5663431888891,2711639,0.0,1.0
2020-10-02,48.96,51.7643,48.8205,51.06,43.3027113839139,3453476,0.0,1.0
2020-10-01,51.19,51.6,49.7457,50.28,42.641212855135,4047133,0.0,1.0
2020-09-30,52.47,53.05,51.59,51.84,43.9642099126929,2670325,0.0,1.0
2020-09-29,53.76,53.82,51.76,52.19,44.2610361756065,2464654,0.0,1.0
2020-09-28,53.94,54.64,53.43,53.98,45.7790904916505,2126626,0.0,1.0
2020-09-25,52.07,53.28,51.7,52.88,44.8462079510648,2824527,0.0,1.0
2020-09-24,52.3,53.85,51.05,52.85,44.8207656999579,2980966,0.0,1.0
2020-09-23,55.47,55.82,52.5622,52.63,44.6341891918408,3725292,0.0,1.0
2020-09-22,55.71,56.8151,54.87,55.36,46.9494340425671,4135916,0.0,1.0
2020-09-21,57.92,58.23,55.58,55.92,47.4243560632289,6187532,0.0,1.0
2020-09-18,59.25,60.7201,58.93,59.82,50.7318487071236,7292385,0.0,1.0
2020-09-17,58.82,60.42,58.76,60.35,51.1813284766785,4186969,0.0,1.0
2020-09-16,58.75,61.73,58.11,60.51,51.3170204825819,5347858,0.0,1.0
2020-09-15,58.25,59.54,57.71,58.05,49.2307558918175,3397667,0.0,1.0
2020-09-14,57.52,58.92,57.43,58.37,49.5021399036243,2889682,0.0,1.0
2020-09-11,55.69,57.42,54.88,57.07,48.3996423556594,3002097,0.0,1.0
2020-09-10,58.16,58.26,55.35,55.36,46.9494340425671,3100885,0.0,1.0
2020-09-09,58.04,58.63,57.16,57.87,49.0781023851762,3057108,0.0,1.0
2020-09-08,58.32,59.63,57.87,57.96,49.1544291384969,4120005,0.0,1.0
2020-09-04,60.0,60.6372,58.56,58.98,50.0194656761309,3420393,0.0,1.0
2020-09-03,60.13,61.73,59.2,59.69,50.6215989523271,3365737,0.0,1.0
2020-09-02,58.59,60.38,57.83,60.05,50.9269059656097,4491722,0.0,1.0
2020-09-01,58.38,59.41,57.71,58.79,49.8583314191206,3195032,0.0,1.0
2020-08-31,61.85,61.92,58.46,58.47,49.5869474073139,3656992,0.0,1.0
2020-08-28,60.35,62.07,60.35,61.79,52.4025565298089,2470843,0.0,1.0
2020-08-27,60.18,60.43,59.07,60.26,51.1050017233579,3160242,0.0,1.0
2020-08-26,61.42,61.84,60.01,60.03,50.9099444648718,3003408,0.0,1.0
2020-08-25,63.7,63.95,61.4167,61.63,52.2668645239055,2303863,0.0,1.0
2020-08-24,61.25,63.68,60.675,63.65,53.9799760984356,3011164,0.0,1.0
2020-08-21,61.0,61.78,60.57,60.97,51.7071349995541,3125231,0.0,1.0
2020-08-20,60.76,61.59,60.62,60.97,51.7071349995541,2598679,0.0,1.0
2020-08-19,61.5,62.0861,60.37,61.42,52.0887687661573,3100845,0.0,1.0
2020-08-18,62.26,62.5,61.09,61.31,51.9954805120987,2658848,0.0,1.0
2020-08-17,62.7,63.14,62.13,62.36,52.8859593008396,2810265,0.9,1.0
2020-08-14,62.1,63.76,61.86,63.66,53.2203630902853,2638121,0.0,1.0
2020-08-13,63.85,64.29,62.62,62.63,52.3592733324626,2875543,0.0,1.0
2020-08-12,65.34,65.51,63.805,64.41,53.847370195496,3442555,0.0,1.0
2020-08-11,66.39,67.47,63.75,64.11,53.5965673534118,3544158,0.0,1.0
2020-08-10,63.37,64.92,62.9,64.87,54.2319345533586,3387086,0.0,1.0
2020-08-07,60.6,62.99,60.14,62.87,52.55991560613,2913999,0.0,1.0
2020-08-06,61.1,62.9499,60.6799,60.97,50.9714976062629,3187788,0.0,1.0
2020-08-05,63.12,63.12,60.53,61.96,51.799146985141,4595467,0.0,1.0
2020-08-04,60.75,62.33,60.12,61.85,51.7071859430435,3412611,0.0,1.0
2020-08-03,61.31,62.0,60.035,61.12,51.096899027305,4331873,0.0,1.0
2020-07-31,61.37,63.1,60.59,62.02,51.8493075535579,5835880,0.0,1.0
2020-07-30,64.01,64.21,61.3,63.09,52.7438376903252,3118401,0.0,1.0
2020-07-29,64.16,65.59,63.71,65.58,54.8255012796248,2449149,0.0,1.0
2020-07-28,64.14,64.96,63.4,63.58,53.1534823323962,2428573,0.0,1.0
2020-07-27,64.75,65.03,63.6,64.59,53.9978519007466,1826579,0.0,1.0
2020-07-24,65.45,66.48,64.75,65.06,54.3907763533453,2040648,0.0,1.0
2020-07-23,64.82,65.7,63.97,65.18,54.491097490179,2104706,0.0,1.0
2020-07-22,65.16,65.529,63.91,65.25,54.549618153332,2585748,0.0,1.0
2020-07-21,63.73,66.9,63.5,66.42,55.5277492374608,3241245,0.0,1.0
2020-07-20,63.85,64.56,62.27,62.33,52.1084704903783,2077921,0.0,1.0
2020-07-17,65.31,66.16,63.59,63.84,53.3708447955359,2121658,0.0,1.0
2020-07-16,65.07,66.12,63.87,64.87,54.2319345533586,1855310,0.0,1.0
2020-07-15,63.97,65.72,62.7,65.46,54.725180142791,3632868,0.0,1.0
2020-07-14,59.63,62.21,59.4,61.96,51.799146985141,3417515,0.0,1.0
2020-07-13,61.34,61.77,59.5,60.27,50.3862909747329,3480349,0.0,1.0
2020-07-10,58.73,61.12,58.72,61.06,51.0467384588882,4246241,0.0,1.0
2020-07-09,64.0,64.33,58.92,58.98,49.3078387537705,6094509,0.0,1.0
2020-07-08,64.68,65.56,63.64,63.98,53.4878861218419,3795009,0.0,1.0
2020-07-07,67.19,67.25,64.48,64.61,54.0145720902189,3120358,0.0,1.0
2020-07-06,69.61,69.95,66.28,68.09,56.9238850583966,3590778,0.0,1.0
2020-07-02,70.27,70.98,68.28,68.42,57.1997681846893,2618048,0.0,1.0
2020-07-01,71.77,73.35,68.83,69.11,57.7766147214832,2251841,0.0,1.0
2020-06-30,68.02,72.35,67.26,71.9,60.109081152867,3502492,0.0,1.0
2020-06-29,68.84,69.76,67.82,68.66,57.4004104583567,2365292,0.0,1.0
2020-06-26,69.73,69.75,67.96,68.07,56.9071648689243,3796778,0.0,1.0
2020-06-25,69.42,71.46,68.89,70.07,58.5791838161529,2653714,0.0,1.0
2020-06-24,73.5,73.72,69.32,69.99,58.5123030582637,3559232,0.0,1.0
2020-06-23,74.75,75.46,74.17,74.7,62.449907678987,2749654,0.0,1.0
2020-06-22,74.1,74.84,72.9,74.4,62.1991048369027,2455337,0.0,1.0
2020-06-19,78.0,78.41,74.61,74.7,62.449907678987,7483806,0.0,1.0
2020-06-18,72.51,76.67,72.1,76.24,63.737362268353,3746830,0.0,1.0
2020-06-17,77.04,77.27,72.84,72.88,60.928370437009,3661744,0.0,1.0
2020-06-16,78.9,78.95,75.18,77.04,64.4061698472445,3419014,0.0,1.0
2020-06-15,73.43,76.59,72.6,75.6,63.2023162052399,4308917,0.0,1.0
2020-06-12,77.73,79.66,75.32,77.26,64.5900919314396,3025661,0.0,1.0
2020-06-11,78.01,79.85,74.96,75.0,62.7007105210713,4386216,0.0,1.0
2020-06-10,85.05,87.02,83.41,84.33,70.5006789098926,3199393,0.0,1.0
2020-06-09,86.56,86.91,85.13,85.67,71.6209316045357,3808874,0.0,1.0
2020-06-08,88.56,89.79,87.39,89.73,75.0151300674097,3355666,0.0,1.0
2020-06-05,86.77,88.46,86.15,87.4,73.0672279938884,3765049,0.0,1.0
2020-06-04,82.56,83.64,81.68,83.13,69.4974675415554,2586339,0.0,1.0
2020-06-03,82.85,84.36,82.64,83.73,69.999073225724,2561946,0.0,1.0
2020-06-02,79.64,81.73,79.08,81.57,68.1932927627171,3149177,0.0,1.0
2020-06-01,78.03,78.97,76.31,78.83,65.902626805014,2470063,0.0,1.0
2020-05-29,78.33,79.3,77.08,78.26,65.4261014050539,4305178,0.0,1.0
2020-05-28,81.92,82.03,78.2,78.56,65.6769042471382,4128898,0.0,1.0
2020-05-27,80.0,81.92,79.11,81.73,68.3270542784955,3328117,0.0,1.0
2020-05-26,79.16,79.92,78.46,78.97,66.01966813132,2747379,0.0,1.0
2020-05-22,76.34,76.84,75.15,76.46,63.9212843525482,2036084,0.0,1.0
2020-05-21,78.65,79.1,76.82,77.09,64.4479703209252,2299457,0.0,1.0
2020-05-20,76.81,79.11,76.65,78.25,65.4177413103177,3500915,0.0,1.0
2020-05-19,76.0,76.81,74.11,75.22,62.8846326052665,3736727,0.0,1.0
2020-05-18,75.0,77.74,74.74,76.28,63.7708026472976,4530887,0.0,1.0
2020-05-15,70.47,71.9,69.13,70.93,59.2981519634612,2830040,0.9,1.0
2020-05-14,69.6,72.79,67.87,71.75,59.2321091936285,3158967,0.0,1.0
2020-05-13,73.0,73.36,70.52,71.03,58.637724265135,3687405,0.0,1.0
2020-05-12,77.12,77.37,73.49,73.53,60.7015608224043,3116272,0.0,1.0
2020-05-11,76.16,77.74,75.85,76.67,63.2937395383345,3441831,0.0,1.0
2020-05-08,74.63,77.44,73.78,77.06,63.6156980412685,3273192,0.0,1.0
2020-05-07,73.79,75.63,72.53,73.31,60.5199432053646,3586944,0.0,1.0
2020-05-06,75.82,76.29,71.82,71.91,59.3641947332938,5967201,0.0,1.0
2020-05-05,75.5,76.77,73.91,75.2,62.0802036426602,6931628,0.0,1.0
2020-05-04,66.01,74.41,65.7,73.48,60.6602840912589,7573493,0.0,1.0
2020-05-01,70.55,71.37,65.26,66.36,54.782477576156,6625551,0.0,1.0
2020-04-30,73.51,75.63,72.01,73.17,60.4043683581575,5987204,0.0,1.0
2020-04-29,70.0,73.8,69.5,73.5,60.676794783717,5168639,0.0,1.0
2020-04-28,65.15,67.67,64.23,67.34,55.5915015066055,3850015,0.0,1.0
2020-04-27,60.65,64.13,60.17,63.49,52.4131932084108,3234185,0.0,1.0
2020-04-24,61.0,61.62,59.53,60.53,49.969610724604,3399885,0.0,1.0
2020-04-23,60.07,60.64,58.36,59.97,49.5073113357757,3418690,0.0,1.0
