,SAIC_Open,SAIC_High,SAIC_Low,SAIC_Close,SAIC_Adj Close,SAIC_Volume,SAIC_Dividend Amount,SAIC_Split Coefficient
2022-02-09,83.04,84.2,82.97,83.74,80.8909893948318,209030,0.0,1.0
2022-02-08,83.65,84.3,82.69,82.74,79.9250114942486,288601,0.0,1.0
2022-02-07,83.18,83.84,82.66,83.25,80.417660223546,231474,0.0,1.0
2022-02-04,83.15,83.77,81.6228,82.98,80.1568461903886,272606,0.0,1.0
2022-02-03,83.58,84.2,82.52,83.67,80.823370941791,265649,0.0,1.0
2022-02-02,81.98,84.0,81.91,83.65,80.8040513837793,249940,0.0,1.0
2022-02-01,82.21,82.68,81.32,82.34,79.5386203340154,231125,0.0,1.0
2022-01-31,80.89,82.04,80.67,82.03,79.2391671848346,426753,0.0,1.0
2022-01-28,81.21,81.32,79.38,81.32,78.5533228754206,721035,0.0,1.0
2022-01-27,84.1,84.22,80.87,81.42,78.6499206654789,548474,0.0,1.0
2022-01-26,83.12,85.12,82.21,84.04,81.1807827650067,475448,0.0,1.0
2022-01-25,84.54,84.95,82.82,84.29,81.4222772401525,368187,0.0,1.0
2022-01-24,83.0,85.61,82.53,85.26,82.3592758037181,412612,0.0,1.0
2022-01-21,86.24,86.6869,85.0,85.2,82.3013171296832,283352,0.0,1.0
2022-01-20,87.77,87.94,86.16,86.24,83.3059341462896,360101,0.0,1.0
2022-01-19,88.0,88.605,87.15,87.61,84.6293238700885,372980,0.0,1.0
2022-01-18,88.32,88.95,86.74,88.06,85.0640139253509,506876,0.0,1.0
2022-01-14,86.16,89.09,85.8,89.05,86.0203320469282,365754,0.0,1.0
2022-01-13,85.1,87.14,85.1,86.86,83.9048404446512,383675,0.37,1.0
2022-01-12,85.59,85.75,84.87,85.11,81.8656536769948,238182,0.0,1.0
2022-01-11,85.25,85.83,84.56,85.53,82.269643508323,246203,0.0,1.0
2022-01-10,86.22,86.368,84.48,84.91,81.6732775668386,214934,0.0,1.0
2022-01-07,86.25,87.24,85.9259,86.15,82.8660094498074,219561,0.0,1.0
2022-01-06,87.27,87.4299,86.15,86.6,83.298855697659,291749,0.0,1.0
2022-01-05,87.0,88.31,86.03,86.73,83.4239001692605,338444,0.0,1.0
2022-01-04,85.71,87.235,85.71,87.06,83.7413207510183,402995,0.0,1.0
2022-01-03,83.75,85.89,83.6,85.48,82.2215494807839,457474,0.0,1.0
2021-12-31,84.15,84.94,83.54,83.59,80.4035952398073,221490,0.0,1.0
2021-12-30,84.38,85.1199,84.3,84.43,81.2115749024636,328052,0.0,1.0
2021-12-29,83.79,84.5699,83.55,84.39,81.1730996804323,403648,0.0,1.0
2021-12-28,83.25,84.45,83.08,83.71,80.519020905901,320817,0.0,1.0
2021-12-27,82.52,83.45,82.12,83.3,80.1246498800807,256764,0.0,1.0
2021-12-23,81.92,82.86,81.8,82.44,79.2974326064088,276366,0.0,1.0
2021-12-22,81.98,82.81,81.745,81.86,78.7395418869557,246456,0.0,1.0
2021-12-21,81.72,83.29,81.485,82.15,79.0184872466823,328167,0.0,1.0
2021-12-20,82.22,82.62,80.28,81.39,78.2874580280885,496227,0.0,1.0
2021-12-17,84.21,85.69,82.73,82.9,79.7398976597682,1565577,0.0,1.0
2021-12-16,82.81,84.47,82.81,84.16,80.9518671537526,467235,0.0,1.0
2021-12-15,83.89,84.44,82.82,83.1,79.9322737699245,480259,0.0,1.0
2021-12-14,83.17,84.34,82.49,82.76,79.6052343826588,356701,0.0,1.0
2021-12-13,82.43,84.06,81.67,83.38,80.2016003241432,339929,0.0,1.0
2021-12-10,83.36,83.618,82.108,82.73,79.5763779661354,340763,0.0,1.0
2021-12-09,84.57,84.89,82.76,83.34,80.163125102112,321199,0.0,1.0
2021-12-08,84.33,85.54,84.08,84.84,81.6059459282839,276840,0.0,1.0
2021-12-07,85.72,86.5219,83.92,84.72,81.4905202621901,537072,0.0,1.0
2021-12-06,88.26,89.59,85.32,85.84,82.5678264790652,654785,0.0,1.0
2021-12-03,85.64,86.32,84.69,85.56,82.2984999248464,402735,0.0,1.0
2021-12-02,82.57,86.0,82.57,85.34,82.0868862036745,283647,0.0,1.0
2021-12-01,84.88,85.58,82.64,82.69,79.5379027441041,297702,0.0,1.0
2021-11-30,86.32,86.405,83.89,83.89,80.6921594050417,264994,0.0,1.0
2021-11-29,87.71,88.03,86.46,86.93,83.6162762794168,227978,0.0,1.0
2021-11-26,86.18,87.27,85.9,87.09,83.7701771675418,257000,0.0,1.0
2021-11-24,88.99,89.73,88.11,88.14,84.7801517458621,130277,0.0,1.0
2021-11-23,88.52,89.25,88.175,88.99,85.5977502140262,144629,0.0,1.0
2021-11-22,87.16,89.91,86.735,88.6,85.2226167992215,243927,0.0,1.0
2021-11-19,86.15,88.015,85.95,86.85,83.5393258353543,286218,0.0,1.0
2021-11-18,87.45,87.45,85.78,86.42,83.1257171985183,343235,0.0,1.0
2021-11-17,87.35,87.635,86.53,87.32,83.9914096942215,209914,0.0,1.0
2021-11-16,89.61,90.17,87.65,87.69,84.3473054980105,183577,0.0,1.0
2021-11-15,89.48,90.0,88.97,88.98,85.5881314085184,140673,0.0,1.0
2021-11-12,88.63,89.859,88.262,89.32,85.915170795784,129690,0.0,1.0
2021-11-11,89.55,89.71,88.72,88.74,85.3572800763309,121038,0.0,1.0
2021-11-10,89.32,90.12,89.27,89.79,86.3672546546512,173652,0.0,1.0
2021-11-09,90.53,90.705,89.09,89.49,86.0786904894168,343742,0.0,1.0
2021-11-08,90.85,90.94,89.5,90.44,86.9924770126591,188738,0.0,1.0
2021-11-05,91.02,91.94,90.435,90.6,87.1463779007841,172413,0.0,1.0
2021-11-04,90.76,91.22,89.925,90.46,87.0117146236747,143296,0.0,1.0
2021-11-03,90.62,91.14,89.33,89.98,86.5500119592997,257603,0.0,1.0
2021-11-02,91.25,91.28,90.29,90.7,87.2425659558622,246992,0.0,1.0
2021-11-01,90.0,91.64,89.8,91.51,88.021689201995,253627,0.0,1.0
2021-10-29,86.83,90.0,86.665,89.78,86.3576358491434,345898,0.0,1.0
2021-10-28,85.03,86.74,84.82,86.53,83.2315240591043,256338,0.0,1.0
2021-10-27,88.0,88.295,85.11,85.15,81.9041288990261,363899,0.0,1.0
2021-10-26,91.27,91.97,89.98,90.04,86.6077247923466,248870,0.0,1.0
2021-10-25,91.8,92.13,91.32,91.52,88.0313080075028,236654,0.0,1.0
2021-10-22,91.2,92.41,91.17,91.86,88.3583473947685,162541,0.0,1.0
2021-10-21,90.03,91.22,89.85,91.1,87.6273181761747,167302,0.0,1.0
2021-10-20,89.63,91.1,89.63,90.34,86.8962889575809,116506,0.0,1.0
2021-10-19,89.46,89.89,88.44,89.66,86.2422101830497,160207,0.0,1.0
2021-10-18,89.53,89.71,88.34,88.91,85.5207997699637,248906,0.0,1.0
2021-10-15,90.09,91.14,89.57,90.16,86.7231504584403,213453,0.0,1.0
2021-10-14,89.05,89.86,88.99,89.53,86.1171657114481,178143,0.37,1.0
2021-10-13,88.03,89.56,87.35,89.0,85.2550361325793,282599,0.0,1.0
2021-10-12,87.58,89.025,87.58,88.17,84.4599610765115,166557,0.0,1.0
2021-10-11,87.95,88.99,87.75,87.84,84.1438468975929,137189,0.0,1.0
2021-10-08,87.32,88.4,86.92,87.95,84.2492182905658,123662,0.0,1.0
2021-10-07,86.44,87.72,86.41,87.5,83.8181535011314,227116,0.0,1.0
2021-10-06,85.4,86.41,84.45,86.33,82.697385048602,161409,0.0,1.0
2021-10-05,87.12,87.12,84.2401,85.75,82.1417904311087,391671,0.0,1.0
2021-10-04,85.89,87.88,85.52,86.51,82.8698109643757,219974,0.0,1.0
2021-10-01,85.84,86.42,85.06,85.94,82.3237955644255,298733,0.0,1.0
2021-09-30,86.67,87.34,85.51,85.56,81.959785297792,213922,0.0,1.0
2021-09-29,86.13,87.32,85.7,86.65,83.0039200099775,244401,0.0,1.0
2021-09-28,86.35,87.33,85.98,86.2,82.5728552205431,164304,0.0,1.0
2021-09-27,85.87,87.26,85.87,86.79,83.1380290555793,182017,0.0,1.0
2021-09-24,85.17,86.0,84.81,85.74,82.1322112135658,158482,0.0,1.0
2021-09-23,84.18,85.17,84.18,84.82,81.250923199611,190784,0.0,1.0
2021-09-22,83.56,84.58,82.76,84.0,80.4654273610861,203047,0.0,1.0
2021-09-21,84.27,84.59,82.65,82.99,79.4979263892445,305627,0.0,1.0
2021-09-20,83.48,84.47,82.84,83.88,80.3504767505703,303839,0.0,1.0
2021-09-17,84.24,85.17,84.135,84.41,80.8581752803486,1080306,0.0,1.0
2021-09-16,85.9,86.07,84.45,84.47,80.9156505856065,345688,0.0,1.0
2021-09-15,84.75,85.9,84.03,85.84,82.2280033889956,296199,0.0,1.0
2021-09-14,87.33,88.49,84.2,84.63,81.0689180662943,275314,0.0,1.0
2021-09-13,85.25,87.65,84.64,86.68,83.0326576626065,542568,0.0,1.0
2021-09-10,86.05,86.18,84.09,84.26,80.7144870172038,272738,0.0,1.0
2021-09-09,86.17,86.36,85.33,85.51,81.9118892100771,307964,0.0,1.0
2021-09-08,84.92,86.3,84.8975,86.27,82.639909743344,267678,0.0,1.0
2021-09-07,86.74,86.85,84.62,85.06,81.4808244206427,401562,0.0,1.0
2021-09-03,86.84,89.53,86.61,87.13,83.4637224520409,600188,0.0,1.0
2021-09-02,84.26,85.74,83.89,85.38,81.7873593820182,306125,0.0,1.0
2021-09-01,84.62,84.62,83.33,84.12,80.580377971602,184690,0.0,1.0
2021-08-31,84.54,84.68,83.85,84.23,80.6857493645748,166630,0.0,1.0
2021-08-30,84.62,84.68,84.12,84.33,80.7815415400047,152431,0.0,1.0
2021-08-27,85.0,85.08,84.19,84.74,81.1742894592671,206943,0.0,1.0
2021-08-26,83.89,84.65,83.3,84.62,81.0593388487513,209836,0.0,1.0
2021-08-25,84.06,84.51,83.73,83.86,80.3313183154843,213517,0.0,1.0
2021-08-24,83.68,84.43,83.53,84.02,80.4845857961721,190165,0.0,1.0
2021-08-23,84.26,84.26,83.62,83.86,80.3313183154843,200451,0.0,1.0
2021-08-20,83.39,84.395,83.24,83.68,80.1588923997106,444774,0.0,1.0
2021-08-19,82.86,84.1,82.71,83.17,79.6703523050182,243395,0.0,1.0
2021-08-18,85.54,85.54,83.29,83.29,79.7853029155341,176184,0.0,1.0
2021-08-17,83.8,85.57,83.8,85.49,81.8927307749911,240069,0.0,1.0
2021-08-16,82.88,84.48,82.71,84.43,80.8773337154345,309203,0.0,1.0
2021-08-13,82.7,83.6,82.62,83.53,80.0152041365658,243360,0.0,1.0
2021-08-12,83.28,84.48,82.53,82.84,79.3542381260997,245097,0.0,1.0
2021-08-11,82.48,83.7099,82.265,83.16,79.6607730874752,220678,0.0,1.0
2021-08-10,82.71,82.71,81.31,82.39,78.9231733366653,369255,0.0,1.0
2021-08-09,82.82,83.14,81.54,82.24,78.7794850735205,270982,0.0,1.0
2021-08-06,82.44,83.34,82.28,82.52,79.0477031647241,337063,0.0,1.0
2021-08-05,82.64,83.73,82.13,82.4,78.9327525542083,321932,0.0,1.0
2021-08-04,83.17,83.95,81.99,82.36,78.8944356840363,649007,0.0,1.0
2021-08-03,87.14,87.355,83.45,83.69,80.1684716172535,524582,0.0,1.0
2021-08-02,87.43,89.04,87.09,87.1,83.4349847994119,283758,0.0,1.0
2021-07-30,87.72,88.22,87.12,87.3,83.6265691502716,243489,0.0,1.0
2021-07-29,88.44,89.45,88.15,88.16,84.4503818589685,229414,0.0,1.0
2021-07-28,87.36,88.45,87.1,87.77,84.076792374792,149830,0.0,1.0
2021-07-27,87.66,88.21,87.36,87.47,83.7894158485024,184131,0.0,1.0
2021-07-26,87.83,88.66,87.69,87.76,84.067213157249,197017,0.0,1.0
2021-07-23,87.4,88.14,87.34,88.11,84.4024857712535,226281,0.0,1.0
2021-07-22,88.16,88.24,86.86,87.08,83.4158263643259,183230,0.0,1.0
2021-07-21,88.04,88.8,87.45,88.11,84.4024857712535,306165,0.0,1.0
2021-07-20,86.31,88.8,86.19,88.02,84.3162728133667,287725,0.0,1.0
2021-07-19,88.04,88.3,85.46,86.09,82.4674838275703,437802,0.0,1.0
2021-07-16,88.92,89.52,88.4,89.23,85.475358136068,321460,0.0,1.0
2021-07-15,87.63,88.575,87.63,88.38,84.6611246449142,184139,0.37,1.0
2021-07-14,88.43,88.63,87.65,88.23,84.1650819991074,274441,0.0,1.0
2021-07-13,88.74,89.27,88.09,88.36,84.2890926605591,232208,0.0,1.0
2021-07-12,88.76,89.58,88.14,88.98,84.8805281228672,304631,0.0,1.0
2021-07-09,88.84,89.65,88.585,88.9,84.8042138696661,219002,0.0,1.0
2021-07-08,87.63,88.68,86.925,88.13,84.069689182606,231212,0.0,1.0
2021-07-07,86.98,88.52,86.79,88.52,84.4417211669612,269938,0.0,1.0
2021-07-06,87.02,87.12,85.415,87.0,82.9917503561412,406334,0.0,1.0
2021-07-02,88.45,89.01,87.18,87.29,83.268389523995,257851,0.0,1.0
2021-07-01,87.95,88.87,87.935,88.26,84.1936998440577,431705,0.0,1.0
2021-06-30,87.99,88.24,87.5,87.73,83.6881179166008,476671,0.0,1.0
2021-06-29,89.19,89.765,87.32,87.76,83.7167357615512,421406,0.0,1.0
2021-06-28,91.81,91.81,88.64,89.03,84.9282245311178,410274,0.0,1.0
2021-06-25,90.29,91.97,90.13,91.85,87.6183019564548,608701,0.0,1.0
2021-06-24,91.63,91.8328,89.99,90.5,86.3304989336871,330270,0.0,1.0
2021-06-23,92.54,92.86,91.21,91.25,87.045945057447,312300,0.0,1.0
2021-06-22,92.47,92.8,91.65,92.51,88.2478945453635,183481,0.0,1.0
2021-06-21,91.92,93.13,91.6,92.61,88.3432873618648,221830,0.0,1.0
2021-06-18,92.76,93.54,91.28,91.58,87.3607413519013,1137620,0.0,1.0
2021-06-17,93.87,94.32,92.63,93.42,89.1159691755254,270696,0.0,1.0
2021-06-16,94.66,94.855,93.73,93.8,89.4784618782304,191619,0.0,1.0
2021-06-15,94.03,94.73,93.44,94.45,90.0985151854889,152542,0.0,1.0
2021-06-14,94.0,94.66,93.4,93.83,89.5070797231808,289044,0.0,1.0
2021-06-11,93.99,94.57,93.21,93.94,89.6120118213322,261372,0.0,1.0
2021-06-10,93.38,93.89,92.02,93.75,89.4307654699798,311905,0.0,1.0
2021-06-09,93.11,93.11,91.85,92.17,87.923558969259,300729,0.0,1.0
2021-06-08,91.18,92.47,90.36,92.31,88.0571089123609,433112,0.0,1.0
2021-06-07,94.1,94.71,92.31,92.65,88.3814444884653,332059,0.0,1.0
2021-06-04,93.25,96.5,91.065,93.84,89.5166190048309,559508,0.0,1.0
2021-06-03,91.0,91.98,90.51,91.81,87.5801448298543,381065,0.0,1.0
2021-06-02,91.0,91.8375,90.34,91.59,87.3702806335514,393418,0.0,1.0
2021-06-01,90.47,90.79,89.77,90.67,86.4926667217394,328643,0.0,1.0
2021-05-28,89.21,89.96,88.76,89.86,85.7199849080787,420701,0.0,1.0
2021-05-27,89.76,90.5,88.92,88.95,84.8519102779168,798213,0.0,1.0
2021-05-26,89.19,89.54,88.745,89.16,85.0522351925696,340876,0.0,1.0
2021-05-25,90.5,90.5,88.89,88.96,84.8614495595669,332639,0.0,1.0
2021-05-24,88.98,90.24,88.88,89.78,85.6436706548777,425760,0.0,1.0
2021-05-21,88.27,89.05,88.2,88.68,84.5943496733633,775412,0.0,1.0
2021-05-20,86.91,88.29,86.795,87.81,83.7644321698019,285820,0.0,1.0
2021-05-19,87.99,87.99,85.91,86.83,82.829582568089,523103,0.0,1.0
2021-05-18,88.8,90.285,88.26,88.68,84.5943496733633,330501,0.0,1.0
2021-05-17,87.78,89.18,87.64,88.64,84.5561925467627,471241,0.0,1.0
2021-05-14,88.37,89.05,87.73,88.21,84.1460034358071,322225,0.0,1.0
2021-05-13,86.98,88.4,86.84,87.73,83.6881179166008,591398,0.0,1.0
2021-05-12,88.31,88.72,87.39,87.41,83.3828609037966,375193,0.0,1.0
2021-05-11,89.84,90.1,88.49,88.91,84.8137531513163,256399,0.0,1.0
2021-05-10,90.52,91.62,90.13,90.31,86.1492525823346,273847,0.0,1.0
2021-05-07,88.48,90.46,87.58,90.3,86.1397133006845,269404,0.0,1.0
2021-05-06,89.53,89.53,87.98,88.62,84.5371139834625,377361,0.0,1.0
2021-05-05,90.28,90.6,87.2,89.24,85.1285494457706,407600,0.0,1.0
2021-05-04,90.2,90.79,89.865,90.68,86.5022060033895,320433,0.0,1.0
2021-05-03,89.7,91.45,89.02,90.08,85.9298491043816,317027,0.0,1.0
2021-04-30,89.22,89.71,88.74,89.42,85.300256515473,387326,0.0,1.0
2021-04-29,88.55,89.93,88.01,89.42,85.300256515473,316408,0.0,1.0
2021-04-28,88.3,88.5,87.5912,88.21,84.1460034358071,361197,0.0,1.0
2021-04-27,87.39,88.225,87.2,88.01,83.9552178028045,477561,0.0,1.0
2021-04-26,87.67,88.01,87.195,87.27,83.2493109606948,331008,0.0,1.0
2021-04-23,87.32,87.695,86.25,87.37,83.3447037771961,328007,0.0,1.0
2021-04-22,87.7,88.22,86.9,87.22,83.2016145524441,339825,0.0,1.0
2021-04-21,87.98,88.81,87.68,87.74,83.6976571982509,255009,0.0,1.0
2021-04-20,89.07,89.735,87.64,88.09,84.0315320560055,381740,0.0,1.0
2021-04-19,88.22,89.0,87.87,88.56,84.4798782935617,335229,0.0,1.0
2021-04-16,88.16,89.41,87.77,88.29,84.2223176890082,429049,0.0,1.0
2021-04-15,86.52,87.81,86.46,87.77,83.7262750432013,268333,0.37,1.0
2021-04-14,86.0,87.2,85.81,86.73,82.3868826241984,430242,0.0,1.0
2021-04-13,86.0,86.6417,85.53,86.07,81.7599329812609,356836,0.0,1.0
2021-04-12,84.72,86.45,84.66,86.0,81.6934383221615,474786,0.0,1.0
2021-04-09,85.92,86.51,84.52,85.19,80.9240001240109,305285,0.0,1.0
2021-04-08,86.24,86.56,84.63,86.21,81.8929222994598,581213,0.0,1.0
2021-04-07,83.83,85.67,83.83,84.41,80.1830596369029,635793,0.0,1.0
2021-04-06,84.6,85.0,83.02,83.44,79.261633646525,408387,0.0,1.0
2021-04-05,80.95,85.05,80.95,85.0,80.743514620741,696564,0.0,1.0
2021-04-01,84.5,84.5,82.34,82.6,78.4636977373318,441357,0.0,1.0
2021-03-31,83.5,84.31,82.81,83.59,79.4041222017381,593308,0.0,1.0
2021-03-30,82.12,83.5,80.72,83.49,79.3091298315961,701251,0.0,1.0
2021-03-29,79.71,82.629,79.71,82.3,78.1787206269057,984442,0.0,1.0
2021-03-26,83.13,84.0,77.6501,80.0,75.9938961136386,3511806,0.0,1.0
2021-03-25,94.64,96.39,92.895,95.89,91.08818372921,429909,0.0,1.0
2021-03-24,96.55,97.04,94.74,94.83,90.0812646057043,527682,0.0,1.0
2021-03-23,95.63,97.035,95.26,95.73,90.9361959369828,333216,0.0,1.0
2021-03-22,96.16,96.49,94.83,96.3,91.4776524467924,409239,0.0,1.0
2021-03-19,97.41,98.95,95.82,96.17,91.3541623656078,1065346,0.0,1.0
2021-03-18,96.13,97.69,95.57,97.04,92.1805959858436,324142,0.0,1.0
2021-03-17,94.89,96.36,94.21,95.99,91.1831760993521,337385,0.0,1.0
2021-03-16,95.97,95.97,93.225,94.73,89.9862722355623,335196,0.0,1.0
2021-03-15,93.88,96.9,93.88,96.05,91.2401715214373,287864,0.0,1.0
2021-03-12,92.26,94.14,92.26,94.04,89.3308248815822,371705,0.0,1.0
2021-03-11,91.67,94.18,91.17,92.84,88.1909164398776,478534,0.0,1.0
2021-03-10,90.32,92.035,89.84,91.05,86.4905530143349,357733,0.0,1.0
2021-03-09,89.0,91.03,88.59,89.75,85.2556522024883,340722,0.0,1.0
2021-03-08,88.49,89.96,87.89,88.46,84.0302506276559,326941,0.0,1.0
2021-03-05,86.61,88.34,85.94,88.26,83.8402658873718,380143,0.0,1.0
2021-03-04,85.96,87.625,85.775,86.08,81.7694322182751,480038,0.0,1.0
2021-03-03,86.25,87.81,85.95,86.04,81.7314352702183,430964,0.0,1.0
2021-03-02,89.8,89.8,86.32,86.4,82.0734078027297,477238,0.0,1.0
2021-03-01,86.95,89.82,86.59,89.76,85.2651514395025,367501,0.0,1.0
2021-02-26,87.63,88.1,85.84,86.13,81.8169284033461,1018680,0.0,1.0
2021-02-25,91.19,91.19,87.57,87.63,83.2418139554769,499623,0.0,1.0
2021-02-24,92.0,92.34,90.43,91.2,86.633041569548,427902,0.0,1.0
2021-02-23,93.03,93.03,89.31,91.98,87.373982056656,443299,0.0,1.0
2021-02-22,92.34,93.79,91.7,93.59,88.9033592159429,300339,0.0,1.0
2021-02-19,93.73,94.14,92.63,92.87,88.2194141509202,312554,0.0,1.0
2021-02-18,94.51,94.9,93.08,93.36,88.6848767646162,210010,0.0,1.0
2021-02-17,93.41,95.24,92.63,94.78,90.0337684206333,244126,0.0,1.0
2021-02-16,96.06,96.84,93.92,94.01,89.3023271705395,193216,0.0,1.0
2021-02-12,97.36,97.62,95.7462,96.23,91.411157787693,169634,0.0,1.0
2021-02-11,96.8,97.98,96.68,97.84,92.94053494698,433147,0.0,1.0
2021-02-10,98.45,98.99,96.54,96.86,92.0096097195879,264493,0.0,1.0
2021-02-09,97.73,98.64,96.2,98.11,93.1970143463635,373501,0.0,1.0
2021-02-08,95.78,96.04,95.0503,95.92,91.1166814402527,238509,0.0,1.0
2021-02-05,96.32,96.32,94.89,95.25,90.4802325603009,354009,0.0,1.0
2021-02-04,94.07,95.72,94.07,95.24,90.4707333232867,285705,0.0,1.0
2021-02-03,94.25,94.25,92.83,93.77,89.0743454821986,348441,0.0,1.0
2021-02-02,95.53,95.53,93.69,94.27,89.5493073329089,372886,0.0,1.0
2021-02-01,96.95,96.95,93.77,94.95,90.1952554498748,392020,0.0,1.0
2021-01-29,99.66,99.85,96.03,96.03,91.2211730474089,374833,0.0,1.0
2021-01-28,102.99,103.71,100.03,100.17,95.1538571712897,499284,0.0,1.0
2021-01-27,99.45,103.95,98.9,103.1,97.9371336164517,575719,0.0,1.0
2021-01-26,102.58,103.27,100.65,100.91,95.8568007103409,405475,0.0,1.0
2021-01-25,101.07,103.28,100.8656,101.48,96.3982572201505,267237,0.0,1.0
2021-01-22,99.69,101.19,99.0,100.9,95.8473014733267,196202,0.0,1.0
2021-01-21,101.01,101.46,99.35,100.06,95.0493655641335,283474,0.0,1.0
2021-01-20,100.71,101.89,100.08,101.01,95.9517930804829,348103,0.0,1.0
2021-01-19,98.88,100.705,98.35,100.12,95.1063609862187,321301,0.0,1.0
2021-01-15,96.41,98.45,96.03,98.31,93.3869990866476,297618,0.0,1.0
2021-01-14,95.6,98.2,94.8,96.86,92.0096097195879,359648,0.37,1.0
2021-01-13,95.79,96.02,94.56,95.0,89.899340978719,340732,0.0,1.0
2021-01-12,93.5,95.86,92.71,95.5,90.3724954049228,358718,0.0,1.0
2021-01-11,94.01,94.98,93.42,93.76,88.7259180017336,233880,0.0,1.0
2021-01-08,96.04,97.3,94.56,95.22,90.1075289262487,445917,0.0,1.0
2021-01-07,95.23,96.3799,94.1,95.56,90.4292739360673,531203,0.0,1.0
2021-01-06,94.27,97.215,93.755,95.02,89.9182671557672,798024,0.0,1.0
2021-01-05,92.65,93.8,91.01,93.18,88.1770588673373,500828,0.0,1.0
2021-01-04,94.76,94.76,92.44,92.64,87.6660520870372,507902,0.0,1.0
2020-12-31,94.46,95.21,93.14,94.64,89.5586697918523,515734,0.0,1.0
2020-12-30,95.37,96.12,93.795,94.44,89.3694080213708,758851,0.0,1.0
2020-12-29,97.86,97.86,95.09,95.31,90.1926967229654,520460,0.0,1.0
2020-12-28,97.35,98.33,96.89,97.49,92.2556500212139,203066,0.0,1.0
2020-12-24,96.95,97.19,95.88,96.81,91.6121600015767,76823,0.0,1.0
2020-12-23,96.31,97.02,95.865,96.64,91.4512874966674,200483,0.0,1.0
2020-12-22,97.12,97.13,95.38,96.06,90.9024283622711,243640,0.0,1.0
2020-12-21,97.12,97.555,96.1,97.23,92.0096097195879,319720,0.0,1.0
2020-12-18,98.3,99.03,97.32,98.21,92.9369923949473,907261,0.0,1.0
2020-12-17,99.42,99.42,96.9,97.77,92.520616499888,390115,0.0,1.0
2020-12-16,99.91,99.99,98.11,98.89,93.5804824145845,253945,0.0,1.0
2020-12-15,97.66,99.54,97.66,99.31,93.9779321325957,292988,0.0,1.0
2020-12-14,99.57,100.0,96.84,97.14,91.9244419228712,392838,0.0,1.0
2020-12-11,98.93,100.51,98.7182,98.77,93.4669253522956,330384,0.0,1.0
2020-12-10,98.5,99.94,97.99,99.65,94.2996771424142,261865,0.0,1.0
2020-12-09,97.75,99.655,97.59,99.35,94.0157844866919,366974,0.0,1.0
2020-12-08,96.12,97.62,95.9,97.46,92.2272607556416,451708,0.0,1.0
2020-12-07,96.89,97.22,95.945,96.55,91.3661196999508,285469,0.0,1.0
2020-12-04,93.07,97.91,93.07,97.79,92.5395426769362,524469,0.0,1.0
2020-12-03,94.2,95.825,93.93,94.68,89.5965221459486,585739,0.0,1.0
2020-12-02,93.19,94.845,93.19,94.16,89.1044415426967,178694,0.0,1.0
2020-12-01,92.95,94.19,92.73,93.42,88.4041729919151,365947,0.0,1.0
2020-11-30,93.79,93.79,92.29,92.54,87.5714212017964,371561,0.0,1.0
2020-11-27,94.3,94.53,93.94,94.06,89.0098106574559,137582,0.0,1.0
2020-11-25,94.01,94.79,93.2,94.42,89.3504818443226,250795,0.0,1.0
2020-11-24,93.9,94.7,92.9901,94.53,89.4545758180875,391271,0.0,1.0
2020-11-23,90.59,93.2,90.49,92.87,87.8837031230909,192037,0.0,1.0
2020-11-20,89.37,90.29,88.66,90.15,85.3097430445423,259064,0.0,1.0
2020-11-19,89.75,89.75,87.92,89.19,84.401286546231,327154,0.0,1.0
2020-11-18,91.25,91.25,89.61,89.67,84.8555147953867,249178,0.0,1.0
2020-11-17,90.0,91.52,88.49,91.25,86.3506827821906,301037,0.0,1.0
2020-11-16,89.82,90.98,89.37,90.74,85.8680652674628,278163,0.0,1.0
2020-11-13,86.47,88.91,86.46,88.8,84.0322260937921,176206,0.0,1.0
2020-11-12,86.64,87.28,85.61,85.93,81.3163196873824,208451,0.0,1.0
2020-11-11,87.79,87.79,85.765,87.14,82.4613533987955,217395,0.0,1.0
2020-11-10,86.19,87.44,85.2,87.02,82.3477963365066,311947,0.0,1.0
2020-11-09,85.75,88.49,85.62,85.76,81.1554471824731,321229,0.0,1.0
2020-11-06,84.44,84.44,82.4,82.75,78.3070575367263,228141,0.0,1.0
2020-11-05,84.78,85.84,83.98,84.87,80.3132323038304,320792,0.0,1.0
2020-11-04,82.1,84.6541,81.72,83.78,79.2817556547061,264327,0.0,1.0
2020-11-03,80.03,81.67,79.665,81.28,76.9159835236872,329949,0.0,1.0
2020-11-02,77.07,78.91,77.045,78.88,74.644842277909,403273,0.0,1.0
2020-10-30,74.18,76.425,74.18,76.37,72.269607058366,441686,0.0,1.0
2020-10-29,73.32,75.2,73.0,74.76,70.7460498059898,338615,0.0,1.0
2020-10-28,73.2,73.99,72.44,73.32,69.3833650585229,402261,0.0,1.0
2020-10-27,75.98,76.23,74.68,74.68,70.6703450977972,270016,0.0,1.0
2020-10-26,76.76,76.76,75.32,75.83,71.7586002780659,269418,0.0,1.0
2020-10-23,77.9,78.04,76.595,77.77,73.5944394517366,253474,0.0,1.0
2020-10-22,77.3,77.689,76.48,77.23,73.0834326714365,204285,0.0,1.0
2020-10-21,78.31,79.37,77.27,77.43,73.272694441918,280511,0.0,1.0
2020-10-20,79.7,80.225,78.47,78.74,74.512359038572,195339,0.0,1.0
2020-10-19,81.54,81.6933,79.03,79.59,75.3167215631184,241338,0.0,1.0
