,MUSA_Open,MUSA_High,MUSA_Low,MUSA_Close,MUSA_Adj Close,MUSA_Volume,MUSA_Dividend Amount,MUSA_Split Coefficient
2022-01-20,193.7,194.71,187.33,187.57,185.16838297586,201149,0.0,1.0
2022-01-19,189.96,196.04,189.96,192.87,190.400522602517,158778,0.0,1.0
2022-01-18,191.79,191.915,188.295,190.37,187.932532212585,159990,0.0,1.0
2022-01-14,196.75,197.72,189.8369,192.32,189.857564716732,341965,0.0,1.0
2022-01-13,197.2,201.43,196.234,197.9,195.366119267062,286657,0.0,1.0
2022-01-12,193.33,197.5399,192.61,194.79,192.295939221986,199129,0.0,1.0
2022-01-11,194.11,195.975,191.78,193.34,190.864504795825,172569,0.0,1.0
2022-01-10,193.24,195.24,191.62,194.13,191.644389759043,209272,0.0,1.0
2022-01-07,197.52,199.0,194.89,194.91,192.414402760702,108979,0.0,1.0
2022-01-06,196.37,202.2,196.37,198.29,195.751125767891,179997,0.0,1.0
2022-01-05,197.27,201.85,196.94,197.01,194.487514688246,168836,0.0,1.0
2022-01-04,200.06,201.73,197.62,197.77,195.237783766785,162060,0.0,1.0
2022-01-03,199.44,202.0077,197.29,197.66,195.129192189628,99994,0.0,1.0
2021-12-31,198.74,201.14,197.86,199.24,196.688962116066,94065,0.0,1.0
2021-12-30,199.0,200.26,197.39,198.39,195.849845383489,115948,0.0,1.0
2021-12-29,197.79,199.8,197.0,198.49,195.948564999086,185542,0.0,1.0
2021-12-28,195.85,198.2,195.85,196.14,193.628654032549,130577,0.0,1.0
2021-12-27,193.36,195.64,191.75,195.49,192.986976531167,113410,0.0,1.0
2021-12-23,194.83,195.35,191.58,191.63,189.176399369111,95574,0.0,1.0
2021-12-22,196.05,197.28,192.07,193.56,191.081687950139,303942,0.0,1.0
2021-12-21,192.77,195.79,192.735,195.68,193.174543800802,146916,0.0,1.0
2021-12-20,191.07,192.85,188.49,191.62,189.166527407551,217102,0.0,1.0
2021-12-17,189.87,194.0,187.93,191.75,189.294862907828,373679,0.0,1.0
2021-12-16,193.08,194.8,189.0,189.64,187.211879018725,173205,0.0,1.0
2021-12-15,188.8,193.63,186.03,191.97,189.512046062142,183512,0.0,1.0
2021-12-14,188.8,191.505,185.53,188.12,185.711340861646,187769,0.0,1.0
2021-12-13,187.13,190.335,185.51,188.71,186.29378659367,122481,0.0,1.0
2021-12-10,186.53,188.95,184.44,188.48,186.066731477796,222541,0.0,1.0
2021-12-09,186.1,187.78,184.23,184.42,182.058715084545,174785,0.0,1.0
2021-12-08,189.65,190.37,185.97,187.08,184.684656859434,203110,0.0,1.0
2021-12-07,189.97,192.32,188.71,190.2,187.764708866069,209762,0.0,1.0
2021-12-06,186.48,191.565,185.935,188.42,186.007499708437,191030,0.0,1.0
2021-12-03,185.49,187.74,183.39,184.2,181.841531930231,239034,0.0,1.0
2021-12-02,178.24,185.155,178.24,183.84,181.486141314081,443633,0.0,1.0
2021-12-01,175.9,181.6538,175.27,175.45,173.203565565467,204695,0.0,1.0
2021-11-30,174.11,175.93,171.86,173.33,171.110709714805,393991,0.0,1.0
2021-11-29,181.25,181.9,175.71,176.12,173.864986989969,120640,0.0,1.0
2021-11-26,180.41,181.55,177.37,178.85,176.560032495776,93311,0.0,1.0
2021-11-24,183.3,185.51,182.655,185.39,183.016295355839,167127,0.0,1.0
2021-11-23,183.35,187.55,182.3,184.91,182.542441200972,174493,0.0,1.0
2021-11-22,179.18,184.71,177.23,183.49,181.14062265949,287624,0.0,1.0
2021-11-19,182.37,183.44,177.2,177.5,175.227317685212,413641,0.0,1.0
2021-11-18,174.68,183.42,174.39,182.89,180.548304965907,509685,0.0,1.0
2021-11-17,180.23,181.67,175.12,175.37,173.12458987299,239599,0.0,1.0
2021-11-16,179.7,182.88,178.45,181.3,178.97866307791,196969,0.0,1.0
2021-11-15,184.24,184.24,179.16,180.28,177.971722998817,142877,0.0,1.0
2021-11-12,182.52,184.54,181.15,183.63,181.278830121327,100002,0.0,1.0
2021-11-11,181.49,182.6199,180.16,181.23,178.909559346991,108618,0.0,1.0
2021-11-10,179.61,181.6,179.43,180.26,177.951979075698,190040,0.0,1.0
2021-11-09,177.64,180.84,176.58,179.09,176.796959573209,243047,0.0,1.0
2021-11-08,173.55,177.97,172.89,177.22,174.95090276154,191970,0.0,1.0
2021-11-05,172.47,175.66,170.03,173.2,170.982374214528,211800,0.29,1.0
2021-11-04,170.56,174.36,169.915,170.49,168.025736237448,272581,0.0,1.0
2021-11-03,164.43,170.92,163.47,169.72,167.266865823331,232084,0.0,1.0
2021-11-02,166.12,167.78,164.3,164.33,161.954772924511,208048,0.0,1.0
2021-11-01,162.99,166.85,161.98,164.9,162.516534140156,137109,0.0,1.0
2021-10-29,163.27,165.92,162.27,162.95,160.594719455054,256445,0.0,1.0
2021-10-28,169.18,170.61,160.74,162.99,160.634141294749,363037,0.0,1.0
2021-10-27,167.91,168.19,165.53,165.68,163.285260014197,277863,0.0,1.0
2021-10-26,175.72,176.11,167.07,168.55,166.11377701227,321582,0.0,1.0
2021-10-25,177.26,179.44,174.64,176.38,173.830602132448,311784,0.0,1.0
2021-10-22,177.48,178.6,176.13,176.91,174.352941508399,116041,0.0,1.0
2021-10-21,173.28,177.0,173.28,176.63,174.076988630538,158494,0.0,1.0
2021-10-20,170.35,174.635,170.35,173.09,170.588155817584,128720,0.0,1.0
2021-10-19,169.06,170.2174,167.12,169.78,167.325998582873,141791,0.0,1.0
2021-10-18,165.91,169.61,165.2993,168.6,166.163054311888,140109,0.0,1.0
2021-10-15,169.13,171.23,165.78,165.89,163.492224672592,161738,0.0,1.0
2021-10-14,163.75,169.09,163.16,167.44,165.01982096075,143335,0.0,1.0
2021-10-13,161.64,163.41,159.97,163.27,160.910094172609,98838,0.0,1.0
2021-10-12,164.1,165.12,160.845,161.85,159.510618863458,327013,0.0,1.0
2021-10-11,169.75,170.8,163.78,163.86,161.491566308102,232112,0.0,1.0
2021-10-08,167.6,169.08,167.23,169.05,166.60655000845,108147,0.0,1.0
2021-10-07,164.04,167.93,164.04,166.92,164.507337044723,163434,0.0,1.0
2021-10-06,163.84,165.15,161.955,163.46,161.097347911158,218339,0.0,1.0
2021-10-05,170.38,170.38,163.65,164.15,161.777374645886,237863,0.0,1.0
2021-10-04,167.75,170.37,166.32,169.21,166.764237367228,139539,0.0,1.0
2021-10-01,167.8,172.39,166.33,168.45,166.015222413034,173984,0.0,1.0
2021-09-30,169.81,170.78,166.29,167.26,164.842422682126,210288,0.0,1.0
2021-09-29,167.53,171.67,166.08,170.54,168.075013537066,149414,0.0,1.0
2021-09-28,167.7,169.01,166.12,166.54,164.132829567626,154566,0.0,1.0
2021-09-27,165.61,170.01,165.61,169.21,166.764237367228,215552,0.0,1.0
2021-09-24,161.8,166.49,161.33,165.03,162.644655119163,146188,0.0,1.0
2021-09-23,162.71,164.22,161.52,163.11,160.752406813832,158894,0.0,1.0
2021-09-22,161.39,164.06,159.12,162.03,159.688017142083,114960,0.0,1.0
2021-09-21,164.11,164.11,158.03,160.17,157.854901596294,238213,0.0,1.0
2021-09-20,165.64,165.95,159.96,161.82,159.481052483687,350523,0.0,1.0
2021-09-17,160.51,167.12,160.235,166.72,164.310227846251,1048363,0.0,1.0
2021-09-16,149.6,159.02,149.6,159.02,156.72152370508,423234,0.0,1.0
2021-09-15,145.87,149.14,145.24,148.69,146.540833604001,233525,0.0,1.0
2021-09-14,150.32,150.5,145.54,145.7,143.594051086845,154316,0.0,1.0
2021-09-13,149.0,150.55,147.92,149.22,147.063172979952,148502,0.0,1.0
2021-09-10,153.09,153.09,147.71,147.96,145.821385029579,238078,0.0,1.0
2021-09-09,155.45,156.09,151.83,151.91,149.7142916994,208158,0.0,1.0
2021-09-08,152.98,156.46,152.15,155.92,153.666331128764,237810,0.0,1.0
2021-09-07,156.54,157.84,153.72,153.83,151.606540004731,174490,0.0,1.0
2021-09-03,155.24,157.4,155.0,157.38,155.105228277609,131142,0.0,1.0
2021-09-02,155.09,156.19,153.92,156.15,153.893006707007,160012,0.0,1.0
2021-09-01,156.27,156.53,153.7,154.34,152.109168460835,147943,0.0,1.0
2021-08-31,155.19,156.76,155.19,155.28,153.035581693653,236049,0.0,1.0
2021-08-30,156.0,159.795,155.53,155.9,153.646620208917,191849,0.0,1.0
2021-08-27,151.97,156.62,151.35,156.49,154.228092344409,230500,0.25,1.0
2021-08-26,153.77,154.2,151.5601,152.45,150.006843676822,131691,0.0,1.0
2021-08-25,153.81,154.825,152.62,153.85,151.384407344566,136220,0.0,1.0
2021-08-24,154.57,156.66,153.66,153.91,151.44344578747,143447,0.0,1.0
2021-08-23,157.47,157.47,153.66,154.41,151.935432811664,178896,0.0,1.0
2021-08-20,155.98,157.34,155.705,156.8,154.287130787312,162485,0.0,1.0
2021-08-19,153.44,155.935,153.29,155.23,152.742291531342,142909,0.0,1.0
2021-08-18,153.54,155.48,152.355,153.75,151.286009939727,194819,0.0,1.0
2021-08-17,153.32,154.11,151.96,153.83,151.364727863598,137672,0.0,1.0
2021-08-16,152.23,154.57,151.77,154.04,151.57136241376,138180,0.0,1.0
2021-08-13,151.72,153.52,151.43,152.86,150.410273036662,141742,0.0,1.0
2021-08-12,151.24,152.16,150.115,151.61,149.180305476176,97706,0.0,1.0
2021-08-11,149.86,150.79,148.47,150.76,148.343927535046,153939,0.0,1.0
2021-08-10,148.18,150.45,148.12,149.02,146.63181269085,172416,0.0,1.0
2021-08-09,149.49,149.86,148.06,148.51,146.129985926172,110885,0.0,1.0
2021-08-06,152.12,152.58,149.98,150.03,147.625626479722,153477,0.0,1.0
2021-08-05,150.99,151.42,149.67,151.06,148.639119749562,172236,0.0,1.0
2021-08-04,150.85,151.58,148.91,150.4,147.989696877626,248198,0.0,1.0
2021-08-03,147.89,151.12,147.355,150.85,148.432485199401,180959,0.0,1.0
2021-08-02,147.22,149.955,147.03,147.7,145.332966946977,156421,0.0,1.0
2021-07-30,147.27,148.94,145.9,147.51,145.146011877783,203038,0.0,1.0
2021-07-29,149.5,152.48,147.11,147.38,145.018095251493,271282,0.0,1.0
2021-07-28,147.39,149.07,145.96,147.93,145.559280978107,287737,0.0,1.0
2021-07-27,146.48,147.11,145.78,147.01,144.654024853589,130183,0.0,1.0
2021-07-26,145.9,147.84,145.095,147.02,144.663864594073,199027,0.0,1.0
2021-07-23,141.56,144.06,139.97,143.74,141.436429715359,155964,0.0,1.0
2021-07-22,142.21,142.21,140.16,140.69,138.435308867774,167391,0.0,1.0
2021-07-21,143.34,143.98,141.58,142.34,140.058866047615,261778,0.0,1.0
2021-07-20,141.02,144.4,140.5,142.89,140.600051774229,276562,0.0,1.0
2021-07-19,141.15,141.37,139.88,140.73,138.474667829709,198298,0.0,1.0
2021-07-16,141.22,142.02,140.935,142.01,139.734154611647,199175,0.0,1.0
2021-07-15,140.03,141.1,139.35,140.51,138.258193539064,210148,0.0,1.0
2021-07-14,140.31,140.98,139.511,140.32,138.07123846987,136986,0.0,1.0
2021-07-13,139.99,140.97,139.2,139.74,137.500533521805,158852,0.0,1.0
2021-07-12,138.3,141.55,138.04,140.49,138.238514058096,232570,0.0,1.0
2021-07-09,137.63,139.56,137.4,139.34,137.10694390245,206651,0.0,1.0
2021-07-08,131.92,136.49,131.555,136.34,134.155021757284,316402,0.0,1.0
2021-07-07,131.49,133.58,131.12,133.02,130.888227916634,127281,0.0,1.0
2021-07-06,134.56,134.56,131.95,132.2,130.081369196956,171062,0.0,1.0
2021-07-02,133.61,134.87,132.94,134.85,132.688900425185,135403,0.0,1.0
2021-07-01,134.13,134.94,133.46,133.74,131.596689231474,153911,0.0,1.0
2021-06-30,131.76,133.75,131.35,133.37,131.23261883357,208851,0.0,1.0
2021-06-29,133.07,133.7,132.07,132.21,130.09120893744,234552,0.0,1.0
2021-06-28,132.35,132.91,130.91,132.81,130.681593366473,196244,0.0,1.0
2021-06-25,132.03,133.72,131.44,132.04,129.923933349214,565928,0.0,1.0
2021-06-24,131.26,132.16,130.5,131.95,129.835375684859,204878,0.0,1.0
2021-06-23,128.51,131.05,127.99,131.04,128.939959300825,315119,0.0,1.0
2021-06-22,129.38,129.85,126.56,129.18,127.109767570823,388298,0.0,1.0
2021-06-21,130.0,130.37,127.15,129.73,127.650953297436,381158,0.0,1.0
2021-06-18,130.38,131.22,128.53,129.19,127.119607311307,618296,0.0,1.0
2021-06-17,132.91,133.71,131.525,132.06,129.943612830181,299293,0.0,1.0
2021-06-16,136.63,136.63,133.81,133.87,131.724605857765,281538,0.0,1.0
2021-06-15,137.43,138.3,136.58,137.02,134.824124110188,198277,0.0,1.0
2021-06-14,137.9,137.9,135.86,137.0,134.804444629221,172863,0.0,1.0
2021-06-11,135.04,138.03,135.04,137.99,135.778578937125,194363,0.0,1.0
2021-06-10,136.75,136.75,135.08,135.2,133.033291342121,125624,0.0,1.0
2021-06-09,138.01,138.64,135.61,136.59,134.401015269381,181551,0.0,1.0
2021-06-08,135.81,137.65,135.23,137.4,135.198034248576,207242,0.0,1.0
2021-06-07,137.43,138.23,134.91,135.38,133.210406670831,210717,0.0,1.0
2021-06-04,135.92,137.68,135.085,137.35,135.148835546156,283338,0.0,1.0
2021-06-03,133.36,135.645,132.69,135.26,133.092329785025,263253,0.0,1.0
2021-06-02,134.87,135.15,133.46,134.29,132.137874958088,312478,0.0,1.0
2021-06-01,135.28,135.67,134.235,134.6,132.442906913088,180913,0.0,1.0
2021-05-28,134.6,135.74,133.73,134.81,132.64954146325,171164,0.0,1.0
2021-05-27,135.89,135.89,133.73,133.83,131.685246895829,267854,0.0,1.0
2021-05-26,133.63,135.52,132.79,134.87,132.708579906153,274212,0.0,1.0
2021-05-25,134.98,135.35,133.67,133.89,131.744285338732,288733,0.0,1.0
2021-05-24,138.32,138.32,135.41,135.46,133.289124594702,184760,0.0,1.0
2021-05-21,140.03,140.03,137.09,137.8,135.591623867931,314055,0.0,1.0
2021-05-20,139.88,140.6,139.43,139.8,137.559571964708,191732,0.0,1.0
2021-05-19,140.06,141.33,138.09,140.22,137.972841065031,262717,0.0,1.0
2021-05-18,145.25,145.25,141.52,141.6,139.330725251807,212654,0.0,1.0
2021-05-17,140.31,144.7,140.31,144.53,142.213769213586,417763,0.0,1.0
2021-05-14,140.23,141.97,139.72,141.32,139.055212518259,224451,0.25,1.0
2021-05-13,136.63,141.01,136.63,140.06,137.572035496979,346481,0.0,1.0
2021-05-12,142.32,142.49,136.11,136.19,133.770780482176,391680,0.0,1.0
2021-05-11,142.38,145.12,140.83,143.4,140.852705199677,672079,0.0,1.0
2021-05-10,140.97,145.0,140.75,143.12,140.577678997056,337819,0.0,1.0
2021-05-07,136.67,141.225,136.05,140.93,138.426581197981,339798,0.0,1.0
2021-05-06,138.21,140.0617,136.04,137.23,134.792306377627,177592,0.0,1.0
2021-05-05,139.4,139.4,136.33,137.95,135.499516612939,232000,0.0,1.0
2021-05-04,141.42,142.33,139.43,139.85,137.365765845013,232528,0.0,1.0
2021-05-03,140.22,143.925,139.78,141.74,139.222192712707,226712,0.0,1.0
2021-04-30,138.67,139.51,135.7,139.4,136.923759447943,297967,0.0,1.0
2021-04-29,142.97,143.56,135.87,138.87,136.403174135838,355740,0.0,1.0
2021-04-28,142.295,143.84,141.25,142.47,139.939225312399,328432,0.0,1.0
2021-04-27,140.0,142.88,139.56,142.72,140.184784421882,333962,0.0,1.0
2021-04-26,141.52,142.9999,138.96,139.95,137.463989488806,339044,0.0,1.0
2021-04-23,140.78,142.11,138.93,141.57,139.055212518259,231875,0.0,1.0
2021-04-22,139.29,139.95,136.9,139.4,136.923759447943,276123,0.0,1.0
2021-04-21,140.59,141.61,138.58,139.8,137.316654023116,225238,0.0,1.0
2021-04-20,141.98,142.6,139.225,140.41,137.915818250256,311420,0.0,1.0
2021-04-19,143.26,143.59,141.19,141.89,139.369528178397,222791,0.0,1.0
2021-04-16,142.31,143.68,140.53,142.82,140.283008065676,200056,0.0,1.0
2021-04-15,140.24,141.71,139.19,141.41,138.898054688189,245413,0.0,1.0
2021-04-14,140.85,143.375,139.39,139.62,137.139851464288,257871,0.0,1.0
2021-04-13,143.96,144.91,140.85,141.35,138.839120501913,236269,0.0,1.0
2021-04-12,144.68,145.88,143.1,143.79,141.235777410471,200131,0.0,1.0
2021-04-09,143.02,145.37,142.44,143.77,141.216132681713,151194,0.0,1.0
2021-04-08,144.97,145.54,141.69,143.52,140.970573572229,261957,0.0,1.0
2021-04-07,143.41,144.235,141.27,144.09,141.530448341851,170805,0.0,1.0
2021-04-06,144.29,145.41,142.715,144.0,141.442047062437,211143,0.0,1.0
2021-04-05,146.61,146.61,141.63,143.94,141.383112876161,339812,0.0,1.0
2021-04-01,145.01,147.44,141.6924,145.45,142.866289897441,279138,0.0,1.0
2021-03-31,150.72,151.36,144.56,144.56,141.99209946768,398203,0.0,1.0
2021-03-30,155.61,159.0,150.25,150.87,148.190011391041,540217,0.0,1.0
2021-03-29,152.51,155.69,151.8678,155.12,152.364516252259,437885,0.0,1.0
2021-03-26,144.82,152.64,143.59,152.51,149.800879149252,425023,0.0,1.0
2021-03-25,138.85,145.47,137.94,144.77,142.198369119646,414782,0.0,1.0
2021-03-24,140.07,141.585,138.015,138.19,135.735253358043,308691,0.0,1.0
2021-03-23,137.55,143.08,136.79,140.29,137.797949877704,431588,0.0,1.0
2021-03-22,136.72,138.66,135.69,138.02,135.568273163594,309464,0.0,1.0
2021-03-19,132.22,138.57,131.45,137.29,134.851240563903,1000369,0.0,1.0
2021-03-18,131.89,133.71,131.11,131.93,129.586453256579,309300,0.0,1.0
2021-03-17,132.45,132.54,129.5,132.09,129.743611086648,327639,0.0,1.0
2021-03-16,130.74,132.395,129.81,132.24,129.890946552338,289773,0.0,1.0
2021-03-15,128.56,130.86,128.227,130.68,128.358657709162,225452,0.0,1.0
2021-03-12,127.94,129.21,126.82,129.21,126.9147701454,237460,0.0,1.0
2021-03-11,128.26,128.885,126.08,126.63,124.380600135531,244612,0.0,1.0
2021-03-10,125.16,129.13,124.56,127.87,125.598573318568,327945,0.0,1.0
2021-03-09,126.6,126.6,123.83,125.27,123.044758579941,309584,0.0,1.0
2021-03-08,126.12,127.78,125.115,125.69,123.457297883873,326512,0.0,1.0
2021-03-05,123.88,126.27,123.865,125.49,123.260850596287,361787,0.0,1.0
2021-03-04,122.74,124.7,121.0,123.14,120.952594967143,259978,0.0,1.0
2021-03-03,124.56,124.77,123.06,123.13,120.942772602763,269500,0.0,1.0
2021-03-02,125.81,126.41,123.05,124.49,122.278614158353,272145,0.0,1.0
2021-03-01,126.29,127.32,125.16,125.85,123.614455713943,214740,0.0,1.0
2021-02-26,125.57,127.705,124.0,124.65,122.435771988422,246751,0.0,1.0
2021-02-25,127.78,128.59,124.55,124.89,122.671508733526,214413,0.0,1.0
2021-02-24,126.72,128.24,124.85,127.8,125.529816767913,305651,0.0,1.0
2021-02-23,125.28,126.68,123.75,125.8,123.565343892046,334847,0.0,1.0
2021-02-22,124.1,125.56,123.39,125.55,123.319784782563,332384,0.0,1.0
2021-02-19,124.74,125.84,123.85,124.5,122.288436522732,296729,0.25,1.0
2021-02-18,125.0,126.005,123.62,125.09,122.621727652333,298146,0.0,1.0
2021-02-17,124.5,126.13,123.15,124.69,122.229620441038,323084,0.0,1.0
2021-02-16,124.54,127.86,124.12,125.27,122.798175897416,301729,0.0,1.0
2021-02-12,125.11,125.85,123.28,124.0,121.553235501554,183362,0.0,1.0
2021-02-11,125.64,127.05,124.85,125.91,123.425547435489,145177,0.0,1.0
2021-02-10,127.63,128.33,125.475,126.0,123.51377155803,250863,0.0,1.0
2021-02-09,128.66,130.145,126.9,127.03,124.523447627116,219243,0.0,1.0
2021-02-08,129.69,130.8,128.025,128.88,126.336943479357,237083,0.0,1.0
2021-02-05,133.14,133.14,127.245,128.39,125.85661214552,248906,0.0,1.0
2021-02-04,129.37,134.25,126.6695,132.36,129.748276217626,345438,0.0,1.0
2021-02-03,128.52,130.0,127.2,128.75,126.209508635686,312725,0.0,1.0
2021-02-02,125.55,130.05,125.19,128.41,125.876217506085,346679,0.0,1.0
2021-02-01,124.65,125.7,123.22,124.32,121.86692127059,259088,0.0,1.0
2021-01-29,125.56,126.27,123.4,124.57,122.111988277649,398146,0.0,1.0
2021-01-28,127.9,128.19,123.88,125.85,123.366731353794,366801,0.0,1.0
2021-01-27,123.37,127.63,119.47,127.5,124.984173600388,539033,0.0,1.0
2021-01-26,126.51,127.05,124.11,125.37,122.89620270024,224756,0.0,1.0
2021-01-25,124.49,127.06,123.835,126.07,123.582390320007,281244,0.0,1.0
2021-01-22,122.84,124.32,121.7901,123.87,121.425800657883,270210,0.0,1.0
2021-01-21,125.26,126.28,122.57,123.1,120.670994276139,302372,0.0,1.0
2021-01-20,124.64,126.77,123.91,125.14,122.670741053745,479186,0.0,1.0
2021-01-19,125.97,125.97,123.56,124.85,122.386463325556,379107,0.0,1.0
2021-01-15,123.12,125.95,122.37,124.59,122.131593638214,209700,0.0,1.0
2021-01-14,122.78,125.18,121.83,124.03,121.582643542401,389527,0.0,1.0
2021-01-13,129.15,129.395,122.07,122.45,120.033820057784,398833,0.0,1.0
2021-01-12,128.45,129.99,126.945,128.8,126.258522037098,320248,0.0,1.0
2021-01-11,127.09,129.89,127.09,128.25,125.719374621566,139182,0.0,1.0
2021-01-08,129.86,130.17,126.3,127.38,124.866541436999,237102,0.0,1.0
2021-01-07,131.01,132.16,128.57,129.5,126.944709656864,274874,0.0,1.0
2021-01-06,126.88,131.18,126.88,130.68,128.101425930186,368196,0.0,1.0
2021-01-05,128.08,130.025,127.14,127.14,124.631277110222,209971,0.0,1.0
2021-01-04,131.62,132.62,127.5,128.2,125.670361220155,220552,0.0,1.0
2020-12-31,129.92,131.21,128.7,130.87,128.287676855551,233191,0.0,1.0
2020-12-30,130.49,131.85,130.49,130.56,127.983793766797,107510,0.0,1.0
2020-12-29,131.92,132.03,130.59,131.2,128.61116530487,215835,0.0,1.0
2020-12-28,131.43,131.43,130.02,130.61,128.032807168209,103602,0.0,1.0
2020-12-24,129.68,130.88,128.92,130.16,127.591686555502,63777,0.0,1.0
2020-12-23,129.21,130.91,128.08,129.84,127.278000786465,122939,0.0,1.0
2020-12-22,128.94,129.73,127.37,128.42,125.886020186367,212955,0.0,1.0
2020-12-21,131.76,131.965,128.4,129.33,126.778064092064,285112,0.0,1.0
2020-12-18,133.69,135.49,133.005,133.47,130.836373728971,820956,0.0,1.0
2020-12-17,131.91,133.63,131.66,133.55,130.91479517123,196765,0.0,1.0
2020-12-16,132.97,134.09,131.81,132.0,129.39537972746,241020,0.0,1.0
2020-12-15,128.04,132.44,127.86,132.37,129.758078897908,227082,0.0,1.0
2020-12-14,126.43,128.98,122.13,127.77,125.248845968012,535792,0.0,1.0
2020-12-11,126.48,127.51,124.9,125.32,122.847189298828,134690,0.0,1.0
2020-12-10,125.62,127.66,124.6,126.8,124.297985980621,139692,0.0,1.0
2020-12-09,125.84,126.94,124.6,126.02,123.533376918595,161378,0.0,1.0
2020-12-08,124.18,125.44,123.33,125.4,122.925610741087,207205,0.0,1.0
2020-12-07,125.62,126.505,124.51,125.18,122.709951774875,220765,0.0,1.0
2020-12-04,124.8,126.35,124.8,125.7,123.219691149559,162072,0.0,1.0
2020-12-03,124.26,125.82,123.21,124.84,122.376660645274,248310,0.0,1.0
2020-12-02,128.81,129.16,123.7,124.03,121.582643542401,333308,0.0,1.0
2020-12-01,126.74,130.27,126.515,129.39,126.836880173758,326294,0.0,1.0
2020-11-30,128.57,129.59,127.43,128.2,125.670361220155,325273,0.0,1.0
2020-11-27,128.36,129.425,127.35,128.79,126.248719356815,94491,0.0,1.0
2020-11-25,128.96,129.55,126.61,128.5,125.964441628626,249169,0.0,1.0
2020-11-24,132.78,132.78,128.92,129.07,126.523194404722,319241,0.0,1.0
2020-11-23,131.53,132.14,129.92,131.33,128.738600148541,205810,0.0,1.0
2020-11-20,131.21,132.65,130.875,131.36,128.768008189388,567471,0.0,1.0
2020-11-19,128.74,130.94,128.74,130.82,128.238663454139,215420,0.0,1.0
2020-11-18,133.89,135.38,129.38,129.57,127.013328418841,269487,0.0,1.0
2020-11-17,134.39,135.21,131.9,133.71,131.071638055748,197537,0.0,1.0
2020-11-16,136.15,136.68,134.29,135.37,132.698882982623,228397,0.0,1.0
2020-11-13,132.42,135.3,132.42,134.64,131.983287322009,174668,0.0,1.0
2020-11-12,135.94,136.475,131.19,131.77,129.169918080965,203300,0.25,1.0
2020-11-11,137.08,138.21,135.94,136.7,133.748885030056,250983,0.0,1.0
2020-11-10,131.01,137.35,129.9433,136.8,133.846726204182,370091,0.0,1.0
2020-11-09,131.91,134.33,129.48,130.43,127.614243412364,405110,0.0,1.0
2020-11-06,127.99,130.31,127.53,128.94,126.156409917889,217886,0.0,1.0
2020-11-05,125.05,129.01,123.9,128.05,125.285623468169,283528,0.0,1.0
2020-11-04,121.44,125.84,120.77,123.55,120.882770632505,255356,0.0,1.0
2020-11-03,121.7,123.485,120.26,121.42,118.798753623624,369520,0.0,1.0
2020-11-02,123.88,125.74,119.36,120.03,117.438761303274,462564,0.0,1.0
2020-10-30,125.55,126.5,121.42,122.29,119.649971838519,400271,0.0,1.0
2020-10-29,120.59,126.59,117.08,125.66,122.94721940656,460506,0.0,1.0
2020-10-28,122.44,124.87,120.59,123.5,120.833850045442,351316,0.0,1.0
2020-10-27,125.6,126.11,124.025,124.42,121.7339888474,247342,0.0,1.0
2020-10-26,123.51,126.63,123.51,125.64,122.927651171735,208172,0.0,1.0
2020-10-23,125.69,126.65,124.53,124.66,121.968807665302,164166,0.0,1.0
2020-10-22,124.44,126.3,123.7704,125.75,123.035276463274,152972,0.0,1.0
2020-10-21,125.53,125.915,123.63,124.69,121.99816001754,228769,0.0,1.0
2020-10-20,124.6,126.95,124.5,125.23,122.526502357819,233809,0.0,1.0
2020-10-19,126.09,126.84,124.28,124.54,121.851398256351,179048,0.0,1.0
2020-10-16,127.22,127.79,124.915,125.55,122.839594115022,181223,0.0,1.0
2020-10-15,125.91,128.1,125.2,126.87,124.131097613483,230857,0.0,1.0
2020-10-14,130.31,131.45,127.72,127.78,125.021452298029,196893,0.0,1.0
2020-10-13,130.95,133.32,129.555,129.97,127.164174011385,164878,0.0,1.0
2020-10-12,130.23,132.26,130.05,131.4,128.563302801385,128863,0.0,1.0
2020-10-09,131.68,131.68,129.48,129.75,126.948923428308,91002,0.0,1.0
2020-10-08,128.76,130.59,127.88,130.49,127.67294811684,161342,0.0,1.0
2020-10-07,127.8,128.9,127.07,127.87,125.109509354742,188566,0.0,1.0
2020-10-06,128.67,130.61,127.42,127.6,124.845338184602,223836,0.0,1.0
2020-10-05,128.76,129.77,125.44,127.61,124.855122302015,220421,0.0,1.0
2020-10-02,125.76,128.68,124.99,127.65,124.894258771665,256604,0.0,1.0
2020-10-01,128.17,130.055,127.12,127.92,125.158429941805,202990,0.0,1.0
2020-09-30,128.64,130.36,127.93,128.27,125.500874051245,256550,0.0,1.0
2020-09-29,132.02,132.23,128.46,128.64,125.862886395511,245300,0.0,1.0
2020-09-28,131.99,133.63,130.44,132.15,129.297111607329,225620,0.0,1.0
2020-09-25,132.27,132.815,129.7,130.89,128.064312813343,190343,0.0,1.0
2020-09-24,134.13,135.18,131.4075,133.23,130.353796287888,226319,0.0,1.0
2020-09-23,135.31,136.17,133.98,134.25,131.351776263972,292469,0.0,1.0
2020-09-22,136.02,136.72,134.98,135.5,132.574790940545,209147,0.0,1.0
2020-09-21,134.67,135.56,132.21,135.17,132.25191506593,328562,0.0,1.0
2020-09-18,137.42,137.42,134.36,136.04,133.103133280825,567176,0.0,1.0
2020-09-17,136.68,138.91,136.645,136.86,133.905430908657,218273,0.0,1.0
