,AAN_Open,AAN_High,AAN_Low,AAN_Close,AAN_Adj Close,AAN_Volume,AAN_Dividend Amount,AAN_Split Coefficient
2023-06-12,13.99,14.33,13.59,14.24,13.1548285812944,270596,0.0,1.0
2023-06-09,14.37,14.39,13.8725,13.98,12.9146421043888,240048,0.0,1.0
2023-06-08,14.5,14.7094,13.99,14.41,13.3118735854251,257878,0.0,1.0
2023-06-07,14.01,14.875,13.9044,14.63,13.5151082966529,400658,0.0,1.0
2023-06-06,12.98,14.03,12.98,13.96,12.8961662215499,260130,0.0,1.0
2023-06-05,12.71,13.07,12.52,13.04,12.0462756109606,204068,0.0,1.0
2023-06-02,12.47,12.93,12.44,12.89,11.9077064896689,298814,0.0,1.0
2023-06-01,12.26,12.415,12.0725,12.25,11.3164782388242,202579,0.0,1.0
2023-05-31,12.39,12.395,12.05,12.24,11.3072402974048,256879,0.0,1.0
2023-05-30,12.61,12.61,12.3111,12.55,11.5936164814077,142680,0.0,1.0
2023-05-26,12.37,12.63,12.25,12.59,11.6305682470855,114973,0.0,1.0
2023-05-25,12.7,12.74,12.25,12.37,11.4273335358576,103068,0.0,1.0
2023-05-24,12.77,12.8,12.37,12.64,11.6767579541827,176189,0.0,1.0
2023-05-23,12.66,13.135,12.66,12.78,11.806089134055,167840,0.0,1.0
2023-05-22,12.66,12.85,12.45,12.75,11.7783753097966,144189,0.0,1.0
2023-05-19,13.03,13.03,12.56,12.58,11.621330305666,234236,0.0,1.0
2023-05-18,12.67,13.07,12.5801,12.99,12.0000859038634,212324,0.0,1.0
2023-05-17,12.27,12.76,12.22,12.71,11.7414235441188,189463,0.0,1.0
2023-05-16,12.41,12.47,12.19,12.21,11.2795264731464,147137,0.0,1.0
2023-05-15,12.47,12.65,12.395,12.62,11.6582820713438,162114,0.0,1.0
2023-05-12,12.65,12.77,12.35,12.45,11.5012370672132,241686,0.0,1.0
2023-05-11,12.53,12.615,12.24,12.56,11.6028544228271,263907,0.0,1.0
2023-05-10,12.75,12.93,12.54,12.62,11.6582820713438,295737,0.0,1.0
2023-05-09,12.28,12.72,12.2,12.58,11.621330305666,290501,0.0,1.0
2023-05-08,12.36,12.39,12.19,12.35,11.4088576530187,176186,0.0,1.0
2023-05-05,12.16,12.44,12.14,12.34,11.3996197115993,268252,0.0,1.0
2023-05-04,12.03,12.24,11.84,11.89,10.9839123477241,305437,0.0,1.0
2023-05-03,12.35,12.5,12.11,12.12,11.1963850003714,259224,0.0,1.0
2023-05-02,13.17,13.17,12.07,12.24,11.3072402974048,417857,0.0,1.0
2023-05-01,13.36,13.49,13.07,13.21,12.2033206150913,348556,0.0,1.0
2023-04-28,13.35,13.86,13.3,13.35,12.3326517949635,350750,0.0,1.0
2023-04-27,13.2,13.48,13.04,13.23,12.2217964979302,531113,0.0,1.0
2023-04-26,12.78,13.72,12.6,13.13,12.1294170837357,994042,0.0,1.0
2023-04-25,12.25,13.28,11.75,12.62,11.6582820713438,1198574,0.0,1.0
2023-04-24,10.13,10.36,10.12,10.22,9.44117613067621,299703,0.0,1.0
2023-04-21,10.28,10.36,10.02,10.15,9.37651054074007,340227,0.0,1.0
2023-04-20,10.25,10.44,10.2,10.32,9.53355554487069,316395,0.0,1.0
2023-04-19,10.38,10.42,10.23,10.35,9.56126936912904,238947,0.0,1.0
2023-04-18,10.65,10.695,10.3,10.43,9.63517290048462,270611,0.0,1.0
2023-04-17,10.6,10.715,10.48,10.65,9.83840761171249,194849,0.0,1.0
2023-04-14,10.82,10.98,10.5,10.59,9.7829799631958,195986,0.0,1.0
2023-04-13,10.58,10.86,10.44,10.72,9.90307320164863,254906,0.0,1.0
2023-04-12,10.86,10.935,10.45,10.47,9.67212466616242,317417,0.0,1.0
2023-04-11,10.21,10.78,10.21,10.6,9.79221790461524,363645,0.0,1.0
2023-04-10,9.9,10.485,9.9,10.21,9.43193818925676,854043,0.0,1.0
2023-04-06,9.53,10.005,9.31,9.89,9.13632406383441,439078,0.0,1.0
2023-04-05,9.51,9.68,9.42,9.54,8.81299611415372,232894,0.0,1.0
2023-04-04,9.74,9.75,9.35,9.62,8.88689964550931,333493,0.0,1.0
2023-04-03,9.63,9.79,9.42,9.68,8.942327294026,378000,0.0,1.0
2023-03-31,9.21,9.705,9.195,9.66,8.9238514111871,496892,0.0,1.0
2023-03-30,9.18,9.38,9.0,9.12,8.42500257453689,623921,0.0,1.0
2023-03-29,9.0,9.19,8.96,9.03,8.34186110176185,723880,0.0,1.0
2023-03-28,9.22,9.43,9.175,9.22,8.51738198873137,278901,0.0,1.0
2023-03-27,9.36,9.4,9.195,9.26,8.55433375440917,263230,0.0,1.0
2023-03-24,9.02,9.25,8.92,9.21,8.50814404731193,439993,0.0,1.0
2023-03-23,9.1,9.31,8.97,9.14,8.44347845737579,439172,0.0,1.0
2023-03-22,9.33,9.59,8.99,9.0,8.31414727750351,523087,0.0,1.0
2023-03-21,9.65,9.76,9.22,9.29,8.58204757866751,661464,0.0,1.0
2023-03-20,9.52,9.7,9.26,9.38,8.66518905144255,436919,0.0,1.0
2023-03-17,9.88,9.94,9.39,9.46,8.73909258279813,657696,0.0,1.0
2023-03-16,10.0,10.3399,9.78,10.05,9.28413112654559,327425,0.0,1.0
2023-03-15,10.25,10.34,9.96,10.2,9.42270024783731,323710,0.125,1.0
2023-03-14,10.83,10.865,10.4,10.5,9.58240703169896,296791,0.0,1.0
2023-03-13,10.85,10.88,10.3,10.46,9.54590262395916,331755,0.0,1.0
2023-03-10,11.47,11.47,10.94,11.16,10.1847297594058,260052,0.0,1.0
2023-03-09,12.06,12.15,11.49,11.51,10.5041433271291,285237,0.0,1.0
2023-03-08,12.28,12.28,11.87,12.16,11.0973399529009,259518,0.0,1.0
2023-03-07,11.99,12.31,11.77,12.26,11.1886009722504,274162,0.0,1.0
2023-03-06,12.79,12.85,11.96,12.0,10.9513223219417,575452,0.0,1.0
2023-03-03,12.36,12.93,12.36,12.78,11.6631582728679,854792,0.0,1.0
2023-03-02,12.24,13.2,11.51,12.37,11.2889880935349,1099345,0.0,1.0
2023-03-01,14.23,14.535,14.15,14.4,13.14158678633,250668,0.0,1.0
2023-02-28,14.26,14.685,14.26,14.35,13.0959562766552,219884,0.0,1.0
2023-02-27,14.33,14.5,14.13,14.28,13.0320735631106,224409,0.0,1.0
2023-02-24,13.8,14.225,13.65,14.13,12.8951820340863,281781,0.0,1.0
2023-02-23,13.97,14.34,13.96,14.15,12.9134342379562,186836,0.0,1.0
2023-02-22,13.81,14.46,13.73,14.14,12.9043081360213,237462,0.0,1.0
2023-02-21,14.55,14.66,13.84,13.85,12.6396511799077,245734,0.0,1.0
2023-02-17,14.9,15.06,14.56,14.75,13.4610003540533,215535,0.0,1.0
2023-02-16,14.87,15.15,14.75,14.87,13.5705135772727,165574,0.0,1.0
2023-02-15,14.72,15.12,14.72,15.07,13.7530356159717,132494,0.0,1.0
2023-02-14,14.69,14.9999,14.65,14.84,13.5431352714679,171852,0.0,1.0
2023-02-13,14.61,14.84,14.4,14.81,13.515756965663,158885,0.0,1.0
2023-02-10,14.77,14.85,14.42,14.64,13.3606132327688,152869,0.0,1.0
2023-02-09,15.19,15.35,14.86,14.88,13.5796396792077,196597,0.0,1.0
2023-02-08,15.03,15.18,14.93,15.05,13.7347834121018,176819,0.0,1.0
2023-02-07,14.86,15.26,14.645,15.13,13.8077922275815,317487,0.0,1.0
2023-02-06,15.34,15.625,14.96,14.99,13.6800268004921,200494,0.0,1.0
2023-02-03,15.5,15.74,15.37,15.47,14.1180796933698,257560,0.0,1.0
2023-02-02,15.15,15.91,15.05,15.71,14.3371061398086,198527,0.0,1.0
2023-02-01,14.55,15.11,14.39,14.89,13.5887657811426,239292,0.0,1.0
2023-01-31,14.26,14.71,14.26,14.65,13.3697393347038,187215,0.0,1.0
2023-01-30,14.19,14.4,14.095,14.22,12.9773169515009,133406,0.0,1.0
2023-01-27,13.92,14.44,13.92,14.33,13.0777040727853,163331,0.0,1.0
2023-01-26,14.12,14.145,13.81,13.95,12.7309121992572,107366,0.0,1.0
2023-01-25,13.71,13.99,13.66,13.94,12.7217860973222,179759,0.0,1.0
2023-01-24,14.31,14.4,13.92,13.94,12.7217860973222,171461,0.0,1.0
2023-01-23,14.22,14.45,14.18,14.43,13.1689650921349,182969,0.0,1.0
2023-01-20,13.69,14.22,13.52,14.18,12.9408125437611,203634,0.0,1.0
2023-01-19,13.67,13.84,13.291,13.65,12.4571291412087,272791,0.0,1.0
2023-01-18,14.01,14.38,13.85,13.88,12.6670294857125,155189,0.0,1.0
2023-01-17,14.43,14.43,13.86,13.86,12.6487772818426,217554,0.0,1.0
2023-01-13,14.07,14.44,14.07,14.35,13.0959562766552,199670,0.0,1.0
2023-01-12,14.31,14.59,14.2,14.31,13.0594518689154,318133,0.0,1.0
2023-01-11,13.52,14.17,13.52,14.16,12.9225603398912,245479,0.0,1.0
2023-01-10,13.13,13.48,13.01,13.46,12.2837332044446,238746,0.0,1.0
2023-01-09,13.12,13.42,13.0,13.28,12.1194633696154,320169,0.0,1.0
2023-01-06,12.85,13.11,12.67,13.05,11.9095630251116,237360,0.0,1.0
2023-01-05,12.58,12.77,12.33,12.75,11.635779967063,211165,0.0,1.0
2023-01-04,12.06,12.71,11.93,12.7,11.5901494573883,335088,0.0,1.0
2023-01-03,12.16,12.36,11.8,11.85,10.8144307929174,342955,0.0,1.0
2022-12-30,11.59,12.06,11.59,11.95,10.9056918122669,317283,0.0,1.0
2022-12-29,11.44,11.83,11.44,11.8,10.7688002832426,170563,0.0,1.0
2022-12-28,11.36,11.6499,11.21,11.32,10.330747390365,248993,0.0,1.0
2022-12-27,11.38,11.41,11.19,11.35,10.3581256961698,130001,0.0,1.0
2022-12-23,11.24,11.45,11.24,11.37,10.3763779000397,138777,0.0,1.0
2022-12-22,11.19,11.245,10.86,11.23,10.2486124729504,369225,0.0,1.0
2022-12-21,11.53,11.62,11.24,11.36,10.3672517981048,354368,0.0,1.0
2022-12-20,11.38,11.7,11.29,11.36,10.3672517981048,395051,0.0,1.0
2022-12-19,11.77,12.0,11.46,11.54,10.5315216329339,403246,0.0,1.0
2022-12-16,11.87,12.09,11.805,11.9,10.8600613025922,1165635,0.0,1.0
2022-12-15,11.9,12.26,11.83,12.12,11.0608355451611,355844,0.0,1.0
2022-12-14,12.09,12.49,12.06,12.3,11.2251053799902,439857,0.1125,1.0
2022-12-13,12.55,12.81,11.97,12.41,11.2228445329852,665745,0.0,1.0
2022-12-12,11.82,12.29,11.61,12.21,11.0419767725825,310297,0.0,1.0
2022-12-09,11.66,11.94,11.49,11.73,10.6078941476161,192114,0.0,1.0
2022-12-08,12.04,12.085,11.78,11.85,10.7164148038577,270078,0.0,1.0
2022-12-07,12.17,12.225,11.94,12.01,10.8611090121799,201134,0.0,1.0
2022-12-06,12.39,12.6,12.055,12.27,11.0962371007033,229606,0.0,1.0
2022-12-05,12.5,12.88,12.3,12.4,11.213801144965,289681,0.0,1.0
2022-12-02,12.0,12.6,11.77,12.57,11.3675387413073,419331,0.0,1.0
2022-12-01,12.16,12.4,12.02,12.22,11.0510201606026,401755,0.0,1.0
2022-11-30,11.84,12.33,11.4701,12.19,11.0238899965422,418280,0.0,1.0
2022-11-29,11.55,12.14,11.4,11.85,10.7164148038577,284376,0.0,1.0
2022-11-28,11.51,11.91,11.34,11.6,10.4903301033544,295263,0.0,1.0
2022-11-25,11.72,11.94,11.58,11.58,10.4722433273141,123564,0.0,1.0
2022-11-23,11.55,11.98,11.42,11.85,10.7164148038577,507155,0.0,1.0
2022-11-22,11.22,11.84,11.11,11.69,10.5717205955356,573001,0.0,1.0
2022-11-21,10.96,11.2,10.85,11.04,9.98390037422694,507677,0.0,1.0
2022-11-18,10.67,11.06,10.5,11.05,9.99294376224707,422011,0.0,1.0
2022-11-17,10.06,10.54,9.9,10.51,9.50460080915989,269189,0.0,1.0
2022-11-16,10.57,10.57,10.13,10.16,9.18808222845523,315557,0.0,1.0
2022-11-15,11.11,11.38,10.7,10.76,9.73068550966321,366491,0.0,1.0
2022-11-14,11.28,11.355,10.67,10.74,9.71259873362295,403526,0.0,1.0
2022-11-11,10.97,11.595,10.97,11.44,10.3456358950323,385907,0.0,1.0
2022-11-10,10.59,11.16,10.55,11.05,9.99294376224707,368188,0.0,1.0
2022-11-09,10.08,10.1,9.8,10.02,9.06147479617336,359549,0.0,1.0
2022-11-08,9.98,10.13,9.73,10.12,9.1519086763747,432251,0.0,1.0
2022-11-07,9.81,9.94,9.605,9.84,8.89869381181097,347833,0.0,1.0
2022-11-04,10.0,10.16,9.5,9.71,8.78112976754924,334928,0.0,1.0
2022-11-03,9.74,10.07,9.57,9.88,8.9348673638915,350733,0.0,1.0
2022-11-02,10.19,10.39,9.76,9.77,8.83539009567004,422840,0.0,1.0
2022-11-01,10.63,10.82,10.15,10.26,9.27851610865656,1009846,0.0,1.0
2022-10-31,10.22,10.57,10.18,10.42,9.42321031697869,472375,0.0,1.0
2022-10-28,10.46,10.77,10.3,10.33,9.34181982479749,625793,0.0,1.0
2022-10-27,10.08,11.24,10.03,10.5,9.49555742113975,1234131,0.0,1.0
2022-10-26,10.24,10.83,9.89,9.89,8.94391075191164,1517637,0.0,1.0
2022-10-25,9.28,10.5,9.27,10.29,9.30564627271696,2371970,0.0,1.0
2022-10-24,8.0,8.13,7.645,8.1,7.32514429630781,968876,0.0,1.0
2022-10-21,8.62,8.75,8.35,8.71,7.87679096553593,260352,0.0,1.0
2022-10-20,8.45,8.72,8.4,8.54,7.72305336919367,233924,0.0,1.0
2022-10-19,8.83,8.88,8.35,8.53,7.71400998117353,414200,0.0,1.0
2022-10-18,9.26,9.47,8.84,8.88,8.03052856187819,300948,0.0,1.0
2022-10-17,9.11,9.23,8.98,9.08,8.21139632228085,302075,0.0,1.0
2022-10-14,9.24,9.35,8.84,8.86,8.01244178583793,271129,0.0,1.0
2022-10-13,8.84,9.36,8.76,9.21,8.32896036654259,316697,0.0,1.0
2022-10-12,8.96,9.14,8.8,9.11,8.23852648634125,421723,0.0,1.0
2022-10-11,8.93,9.22,8.79,8.91,8.05765872593859,719690,0.0,1.0
2022-10-10,9.47,9.47,9.01,9.03,8.16617938218019,413497,0.0,1.0
2022-10-07,9.75,9.86,9.44,9.5,8.59121861912644,491844,0.0,1.0
2022-10-06,10.18,10.385,9.9,9.9,8.95295413993177,348015,0.0,1.0
2022-10-05,10.14,10.235,9.95,10.21,9.2332991685559,335162,0.0,1.0
2022-10-04,10.14,10.58,10.14,10.34,9.35086321281762,567754,0.0,1.0
2022-10-03,10.05,10.24,9.75,9.89,8.94391075191164,515599,0.0,1.0
2022-09-30,10.13,10.34,9.71,9.72,8.79017315556937,853802,0.0,1.0
2022-09-29,10.54,10.55,10.1,10.51,9.50460080915989,327999,0.0,1.0
2022-09-28,10.62,10.88,10.54,10.77,9.73972889768335,226158,0.0,1.0
2022-09-27,10.7,10.84,10.35,10.51,9.50460080915989,447328,0.0,1.0
2022-09-26,10.74,11.04,10.57,10.59,9.57694791332095,272690,0.0,1.0
2022-09-23,10.81,10.91,10.59,10.8,9.76685906174375,208905,0.0,1.0
2022-09-22,11.44,11.44,10.96,10.98,9.92964004610614,400450,0.0,1.0
2022-09-21,11.61,11.99,11.49,11.5,10.3998962231531,268924,0.0,1.0
2022-09-20,11.96,11.96,11.45,11.51,10.4089396111732,441557,0.0,1.0
2022-09-19,12.07,12.36,11.86,12.16,10.9967598324818,507167,0.0,1.0
2022-09-16,12.15,12.23,11.835,12.21,11.0419767725825,940263,0.0,1.0
2022-09-15,11.81,12.45,11.8,12.18,11.0148466085221,670220,0.0,1.0
2022-09-14,12.07,12.07,11.61,11.9,10.7616317439584,427374,0.1125,1.0
2022-09-13,12.25,12.3799,11.98,12.2,10.9296072654562,361511,0.0,1.0
2022-09-12,12.43,12.84,12.26,12.56,11.2521202667319,207508,0.0,1.0
2022-09-09,11.83,12.28,11.83,12.26,10.9833594323355,256561,0.0,1.0
2022-09-08,11.67,11.87,11.47,11.83,10.5981355697005,190150,0.0,1.0
2022-09-07,11.61,11.93,11.32,11.82,10.5891768752207,366819,0.0,1.0
2022-09-06,11.8,11.9,11.27,11.54,10.338333429784,447835,0.0,1.0
2022-09-02,12.26,12.26,11.75,11.87,10.6339703476201,388508,0.0,1.0
2022-09-01,11.9,12.0,11.39,11.97,10.7235572924189,337385,0.0,1.0
2022-08-31,12.68,12.72,11.815,11.9,10.6608464310597,369851,0.0,1.0
2022-08-30,13.13,13.13,12.51,12.7,11.3775419894503,213451,0.0,1.0
2022-08-29,12.66,13.07,12.6,12.98,11.628385434887,305042,0.0,1.0
2022-08-26,13.83,13.96,12.68,12.8,11.4671289342491,232479,0.0,1.0
2022-08-25,13.56,14.15,13.48,13.82,12.3809157711971,150101,0.0,1.0
2022-08-24,13.79,13.96,13.51,13.58,12.1659071036799,148353,0.0,1.0
2022-08-23,13.97,14.15,13.87,13.95,12.4973787994355,183766,0.0,1.0
2022-08-22,13.75,13.9,13.58,13.76,12.3271636043178,294134,0.0,1.0
2022-08-19,14.36,14.45,14.01,14.03,12.5690483552746,195829,0.0,1.0
2022-08-18,14.52,14.58,14.27,14.45,12.9453135234297,198886,0.0,1.0
2022-08-17,14.73,14.87,14.5,14.6,13.0796939406279,197880,0.0,1.0
2022-08-16,14.56,15.23,14.43,15.0,13.4380417198232,387059,0.0,1.0
2022-08-15,14.69,14.71,14.3912,14.5,12.9901069958291,297837,0.0,1.0
2022-08-12,14.74,14.7673,14.3,14.6,13.0796939406279,179295,0.0,1.0
2022-08-11,14.67,15.09,14.43,14.55,13.0349004682285,209696,0.0,1.0
2022-08-10,14.34,14.66,14.23,14.31,12.8198918007113,262745,0.0,1.0
2022-08-09,14.31,14.38,13.75,13.93,12.4794614104758,321046,0.0,1.0
2022-08-08,13.64,15.1,13.38,14.6,13.0796939406279,401244,0.0,1.0
2022-08-05,13.23,13.49,13.15,13.32,11.932981047203,217938,0.0,1.0
2022-08-04,13.23,13.79,13.23,13.34,11.9508984361627,263781,0.0,1.0
2022-08-03,13.06,13.3,12.9,13.16,11.7896419355249,385438,0.0,1.0
2022-08-02,12.97,13.04,12.575,12.98,11.628385434887,472121,0.0,1.0
2022-08-01,13.0,13.18,12.74,13.02,11.6642202128065,356521,0.0,1.0
2022-07-29,13.06,13.27,12.77,13.02,11.6642202128065,572840,0.0,1.0
2022-07-28,12.64,13.02,11.98,12.84,11.5029637121686,1011491,0.0,1.0
2022-07-27,13.14,13.47,12.6301,12.83,11.4940050176888,847025,0.0,1.0
2022-07-26,13.07,14.03,12.29,13.13,11.7627658520852,1318011,0.0,1.0
2022-07-25,15.91,15.95,15.41,15.5,13.8859764438173,533447,0.0,1.0
2022-07-22,16.38,16.45,15.72,16.01,14.3428698622913,264390,0.0,1.0
2022-07-21,16.36,16.53,16.05,16.27,14.5757959187682,171185,0.0,1.0
2022-07-20,15.98,16.61,15.9,16.57,14.8445567531647,220401,0.0,1.0
2022-07-19,15.69,16.0,15.351,15.88,14.2264068340528,318204,0.0,1.0
2022-07-18,15.01,15.64,15.01,15.38,13.7784721100587,366550,0.0,1.0
2022-07-15,14.37,14.69,14.34,14.67,13.1424048019871,1178462,0.0,1.0
2022-07-14,14.35,14.5,13.86,14.1,12.6317592166338,549900,0.0,1.0
2022-07-13,14.88,14.96,14.6,14.83,13.2857439136652,213971,0.0,1.0
2022-07-12,14.69,15.5,14.5093,14.88,13.3305373860646,185390,0.0,1.0
2022-07-11,15.2,15.43,15.131,15.18,13.599298220461,167673,0.0,1.0
2022-07-08,15.09,15.3499,15.0,15.33,13.7336786376593,179043,0.0,1.0
2022-07-07,14.6,15.11,14.6,15.1,13.527628664622,212718,0.0,1.0
2022-07-06,15.2,15.44,14.43,14.6,13.0796939406279,375219,0.0,1.0
2022-07-05,14.58,15.37,14.26,15.37,13.7695134155788,413102,0.0,1.0
2022-07-01,14.46,14.84,14.34,14.75,13.2140743578261,218469,0.0,1.0
2022-06-30,14.5,14.74,14.17,14.55,13.0349004682285,236835,0.0,1.0
2022-06-29,15.08,15.08,14.455,14.79,13.2499091357456,448208,0.0,1.0
2022-06-28,16.2,16.41,15.31,15.34,13.7426373321392,166740,0.0,1.0
2022-06-27,16.37,16.549,15.907,16.08,14.4055807236504,264006,0.0,1.0
2022-06-24,15.78,16.38,15.76,16.18,14.4951676684493,706120,0.0,1.0
2022-06-23,15.28,15.75,15.28,15.75,14.1099438058143,325143,0.0,1.0
2022-06-22,14.97,15.44,14.53,15.32,13.7247199431794,453839,0.0,1.0
2022-06-21,15.88,15.88,15.15,15.17,13.5903395259812,348166,0.0,1.0
2022-06-17,15.75,16.02,15.45,15.68,14.0472329444552,664654,0.0,1.0
2022-06-16,15.65,15.78,14.83,15.61,13.984522083096,543182,0.0,1.0
2022-06-15,16.6,17.045,16.34,16.49,14.7728871973256,334070,0.1125,1.0
2022-06-14,17.16,17.31,16.44,16.64,14.8062546582441,347420,0.0,1.0
2022-06-13,17.5,17.7793,16.98,17.14,15.2511541371577,248496,0.0,1.0
2022-06-10,18.31,18.6,17.96,17.96,15.980789282576,231606,0.0,1.0
2022-06-09,19.03,19.095,18.71,18.73,16.6659344801029,173009,0.0,1.0
2022-06-08,19.17,19.445,18.78,19.08,16.9773641153424,173010,0.0,1.0
2022-06-07,18.41,19.36,18.13,19.28,17.1553239069079,381438,0.0,1.0
2022-06-06,18.7,18.93,18.19,18.91,16.8260982925118,195602,0.0,1.0
2022-06-03,18.44,18.49,17.985,18.47,16.4345867510678,177486,0.0,1.0
2022-06-02,17.92,18.56,17.64,18.52,16.4790766989592,256584,0.0,1.0
2022-06-01,19.56,20.04,17.9,17.95,15.9718912929977,272049,0.0,1.0
2022-05-31,18.96,19.62,18.51,19.56,17.4044676150995,374744,0.0,1.0
2022-05-27,18.65,18.88,18.37,18.83,16.7549143758856,212503,0.0,1.0
2022-05-26,18.89,19.365,18.59,18.64,16.5858525738985,370758,0.0,1.0
2022-05-25,17.51,18.925,17.38,18.52,16.4790766989592,341823,0.0,1.0
2022-05-24,17.95,17.9999,17.27,17.66,15.7138495952278,348185,0.0,1.0
2022-05-23,18.31,18.35,17.68,17.99,16.0074832513108,442463,0.0,1.0
2022-05-20,19.12,19.44,17.26,18.17,16.1676470637197,316418,0.0,1.0
2022-05-19,19.18,19.72,19.04,19.05,16.9506701466076,223654,0.0,1.0
2022-05-18,20.39,20.66,19.26,19.62,17.4578555525691,338258,0.0,1.0
2022-05-17,20.31,20.92,19.99,20.86,18.5612062602748,232812,0.0,1.0
2022-05-16,19.7,20.17,19.17,19.89,17.6981012711824,204585,0.0,1.0
2022-05-13,20.15,20.39,19.73,19.99,17.7870811669651,179940,0.0,1.0
2022-05-12,18.99,20.12,18.98,19.99,17.7870811669651,267361,0.0,1.0
2022-05-11,19.51,19.86,18.86,19.09,16.9862621049207,292769,0.0,1.0
2022-05-10,20.19,20.29,19.09,19.35,17.2176098339558,278853,0.0,1.0
2022-05-09,19.9,20.38,19.85,20.09,17.8760610627479,226470,0.0,1.0
2022-05-06,20.84,21.02,20.2,20.26,18.0273268855785,152950,0.0,1.0
2022-05-05,21.39,21.5,20.505,21.08,18.7569620309968,178246,0.0,1.0
2022-05-04,21.4,21.8,20.86,21.66,19.2730454265365,319974,0.0,1.0
2022-05-03,21.48,21.59,20.95,21.32,18.9705137808753,155703,0.0,1.0
2022-05-02,20.63,21.36,20.43,21.34,18.9883097600318,217873,0.0,1.0
2022-04-29,20.37,21.14,20.37,20.53,18.2675726041918,255401,0.0,1.0
2022-04-28,19.57,20.84,19.3,20.66,18.3832464687094,289380,0.0,1.0
2022-04-27,19.96,20.45,19.3,19.51,17.3599776672081,367553,0.0,1.0
2022-04-26,20.64,21.63,19.11,19.73,17.5557334379301,322683,0.0,1.0
2022-04-25,20.26,20.55,19.7,20.53,18.2675726041918,205498,0.0,1.0
2022-04-22,20.86,20.99,20.42,20.48,18.2230826563005,205984,0.0,1.0
2022-04-21,21.75,21.75,20.95,21.05,18.7302680622619,219134,0.0,1.0
2022-04-20,22.15,22.43,21.5,21.57,19.1929635203321,166500,0.0,1.0
2022-04-19,21.3,22.18,20.93,22.04,19.6111690305108,139671,0.0,1.0
2022-04-18,21.26,21.5895,21.075,21.2,18.863737905936,140555,0.0,1.0
2022-04-14,21.56,21.825,21.32,21.38,19.0239017183449,148130,0.0,1.0
2022-04-13,21.1,21.72,20.92,21.53,19.157371562019,177309,0.0,1.0
2022-04-12,21.62,22.23,21.15,21.22,18.8815338850926,215024,0.0,1.0
2022-04-11,21.03,21.9,21.03,21.26,18.9171258434057,296991,0.0,1.0
2022-04-08,20.67,21.505,20.45,21.04,18.7213700726837,291554,0.0,1.0
2022-04-07,20.28,21.08,20.1,20.83,18.53451229154,319626,0.0,1.0
2022-04-06,20.62,20.74,19.62,20.15,17.9294490002175,277047,0.0,1.0
2022-04-05,20.93,21.48,20.81,20.86,18.5612062602748,348716,0.0,1.0
2022-04-04,20.15,21.04,19.97,20.95,18.6412881664792,248334,0.0,1.0
2022-04-01,20.51,20.56,19.98,20.15,17.9294490002175,331967,0.0,1.0
2022-03-31,20.83,20.95,19.84,20.08,17.8671630731696,345741,0.0,1.0
2022-03-30,21.92,22.11,20.74,20.75,18.4633283749138,320008,0.0,1.0
2022-03-29,22.1,22.49,21.669,22.05,19.6200670200891,228296,0.0,1.0
2022-03-28,21.79,22.01,21.46,21.92,19.5043931555716,204166,0.0,1.0
2022-03-25,21.53,22.15,21.33,21.89,19.4776991868368,238403,0.0,1.0
2022-03-24,21.24,21.485,21.03,21.4,19.0416976975015,318314,0.0,1.0
2022-03-23,22.2,22.26,21.07,21.16,18.8281459476229,232035,0.0,1.0
2022-03-22,22.51,23.02,22.3,22.58,20.0916604677375,342991,0.0,1.0
2022-03-21,23.15,23.21,21.9,22.02,19.5933730513543,243327,0.0,1.0
2022-03-18,22.93,23.63,22.44,23.18,20.6255398424338,1719840,0.0,1.0
2022-03-17,22.19,23.2,22.19,23.13,20.5810498945425,211114,0.0,1.0
2022-03-16,21.99,22.85,21.91,22.47,19.9937825823765,221387,0.1125,1.0
2022-03-15,21.87,22.52,21.47,22.0,19.47805676131,235882,0.0,1.0
2022-03-14,21.75,22.71,21.57,21.78,19.2832761936969,242363,0.0,1.0
2022-03-11,21.82,22.3,21.08,21.84,19.3363981666823,318237,0.0,1.0
2022-03-10,21.68,22.08,20.72,21.65,19.1681785855619,360637,0.0,1.0
2022-03-09,22.49,22.65,22.04,22.3,19.743666626237,202468,0.0,1.0
2022-03-08,21.52,22.78,21.46,21.84,19.3363981666823,206704,0.0,1.0
2022-03-07,22.54,22.57,21.51,21.66,19.1770322477261,314073,0.0,1.0
2022-03-04,22.39,22.5,21.5512,22.37,19.8056422613866,237988,0.0,1.0
2022-03-03,22.0,22.65,21.56,22.54,19.9561545181785,254637,0.0,1.0
2022-03-02,20.82,21.38,20.74,21.05,18.636958855708,169453,0.0,1.0
2022-03-01,20.95,21.08,20.31,20.72,18.3447880042884,267311,0.0,1.0
2022-02-28,21.17,21.5272,20.67,20.99,18.5838368827226,319760,0.0,1.0
2022-02-25,20.23,21.59,20.23,21.45,18.9911053422773,284529,0.0,1.0
2022-02-24,19.42,20.62,18.2579,20.23,17.910958558241,784315,0.0,1.0
2022-02-23,20.54,20.54,19.58,20.03,17.7338853149564,429707,0.0,1.0
2022-02-22,20.94,21.69,20.58,20.62,18.256251382646,217261,0.0,1.0
2022-02-18,21.0,21.63,20.8901,21.02,18.6103978692153,138838,0.0,1.0
2022-02-17,21.11,21.4393,20.97,21.16,18.7343491395146,260046,0.0,1.0
2022-02-16,21.58,21.84,21.2,21.44,18.982251680113,169600,0.0,1.0
