,GD_Open,GD_High,GD_Low,GD_Close,GD_Adj Close,GD_Volume,GD_Dividend Amount,GD_Split Coefficient
2013-04-17,67.74,67.97,65.77,66.43,51.7832497357104,3789700,0.0,1.0
2013-04-16,68.55,68.84,67.97,68.39,53.3111011504627,1810300,0.0,1.0
2013-04-15,69.67,70.0,68.1,68.19,53.1551979448757,2224500,0.0,1.0
2013-04-12,70.78,70.91,69.99,70.6,55.0338315721986,3324400,0.0,1.0
2013-04-11,69.7,71.38,69.6,71.33,55.602878272591,2784600,0.0,1.0
2013-04-10,68.85,69.71,68.74,69.46,54.1451833003529,1748100,0.56,1.0
2013-04-09,69.37,69.68,68.79,69.33,53.6116189404951,1502700,0.0,1.0
2013-04-08,69.55,69.56,68.63,69.08,53.4182985202568,1861500,0.0,1.0
2013-04-05,67.37,69.64,67.17,69.56,53.7894737271144,3411400,0.0,1.0
2013-04-04,68.49,68.72,67.19,67.69,52.3434369837316,2333600,0.0,1.0
2013-04-03,67.16,68.63,66.87,68.39,52.884734160399,3044400,0.0,1.0
2013-04-02,68.54,68.66,66.65,67.0,51.8098726238738,3552900,0.0,1.0
2013-04-01,70.14,70.24,68.12,68.16,52.7068793737797,2788800,0.0,1.0
2013-03-28,70.29,70.7999,70.18,70.51,54.5240913240201,2504300,0.0,1.0
2013-03-27,69.81,70.61,69.676,70.26,54.3307709037817,2560600,0.0,1.0
2013-03-26,69.78,70.365,69.73,70.3,54.3617021710199,2362200,0.0,1.0
2013-03-25,69.53,69.92,69.16,69.53,53.7662752766858,1949200,0.0,1.0
2013-03-22,69.14,69.44,69.0,69.29,53.580687673257,1138700,0.0,1.0
2013-03-21,69.37,69.69,68.855,68.89,53.2713750008757,1544300,0.0,1.0
2013-03-20,70.21,70.48,69.68,69.74,53.928664429686,1572300,0.0,1.0
2013-03-19,70.0,70.49,69.68,69.92,54.0678551322576,1847600,0.0,1.0
2013-03-18,69.2,70.1,69.13,69.69,53.8900003456383,1314400,0.0,1.0
2013-03-15,69.32,69.91,69.12,69.91,54.0601223154481,3352500,0.0,1.0
2013-03-14,70.13,70.38,69.6,69.65,53.8590690784002,1580800,0.0,1.0
2013-03-13,68.9,70.18,68.88,70.11,54.2147786516387,2444300,0.0,1.0
2013-03-12,69.11,69.34,68.38,68.77,53.1785811991612,1341700,0.0,1.0
2013-03-11,68.85,69.3,68.58,69.16,53.480161054733,1492800,0.0,1.0
2013-03-08,68.05,68.965,68.05,68.89,53.2713750008757,2456600,0.0,1.0
2013-03-07,67.9,68.32,67.57,67.74,52.3821010677793,1930400,0.0,1.0
2013-03-06,67.88,68.0,67.4,67.68,52.3357041669221,1945400,0.0,1.0
2013-03-05,67.3,67.87,67.2785,67.67,52.3279713501126,1432300,0.0,1.0
2013-03-04,67.42,67.64,66.47,67.04,51.840803891112,1598000,0.0,1.0
2013-03-01,67.54,68.14,66.91,67.73,52.3743682509698,1726500,0.0,1.0
2013-02-28,68.45,69.04,67.96,67.97,52.5599558543986,2338200,0.0,1.0
2013-02-27,66.75,68.74,66.6,68.55,53.0084592293515,3236400,0.0,1.0
2013-02-26,67.01,67.19,66.505,66.91,51.740277272588,2701900,0.0,1.0
2013-02-25,67.71,67.89,66.67,66.69,51.5701553027783,3383200,0.0,1.0
2013-02-22,66.71,67.77,66.71,67.32,52.0573227617789,2115100,0.0,1.0
2013-02-21,66.6,66.75,66.04,66.49,51.4154989665876,1910300,0.0,1.0
2013-02-20,67.04,67.11,66.58,66.61,51.508292768302,2304000,0.0,1.0
2013-02-19,66.52,67.03,66.21,67.03,51.8330710743024,2391600,0.0,1.0
2013-02-15,66.18,66.49,65.9,66.4,51.3459036153018,2015400,0.0,1.0
2013-02-14,65.81,66.75,65.63,66.22,51.2067129127302,2642200,0.0,1.0
2013-02-13,66.71,66.9,65.72,66.11,51.1216519278254,2673800,0.0,1.0
2013-02-12,66.93,66.99,66.495,66.68,51.5624224859688,1950800,0.0,1.0
2013-02-11,66.82,67.09,66.3,66.66,51.5469568523497,1650700,0.0,1.0
2013-02-08,66.74,66.88,66.47,66.82,51.6706819213022,2099200,0.0,1.0
2013-02-07,66.29,67.12,65.98,66.77,51.6320178372546,3747200,0.0,1.0
2013-02-06,65.0,66.32,65.0,66.27,51.2453769967779,4061800,0.0,1.0
2013-02-05,65.02,66.02,64.9,65.14,50.3715686973006,4732800,0.0,1.0
2013-02-04,65.16,65.64,64.47,64.57,49.9307981391572,4565300,0.0,1.0
2013-02-01,66.46,66.84,64.95,65.88,50.9437971412061,7156000,0.0,1.0
2013-01-31,68.22,68.37,66.125,66.3,51.2685754472065,5447300,0.0,1.0
2013-01-30,69.33,69.35,68.24,68.43,52.9156654276371,3040900,0.0,1.0
2013-01-29,69.85,69.91,69.03,69.25,53.5497564060189,2953600,0.0,1.0
2013-01-28,70.67,70.85,69.93,70.01,54.1374504835434,2846100,0.0,1.0
2013-01-25,70.75,71.09,70.2,70.96,54.8720680804491,2513400,0.0,1.0
2013-01-24,71.36,71.45,70.03,70.64,54.624617942544,4237700,0.0,1.0
2013-01-23,68.37,71.69,67.2,71.45,55.2509761041162,8097300,0.0,1.0
2013-01-22,70.47,70.77,70.41,70.71,54.6787476602107,1853400,0.0,1.0
2013-01-18,70.89,71.15,70.41,70.66,54.6400835761631,2283400,0.0,1.0
2013-01-17,70.09,71.2,69.61,71.02,54.9184649813063,2186800,0.0,1.0
2013-01-16,70.61,70.79,69.51,69.8,53.9750613305432,1966900,0.0,1.0
2013-01-15,70.18,70.76,69.91,70.58,54.5782210416868,1488000,0.0,1.0
2013-01-14,70.6,70.82,70.14,70.35,54.4003662550675,2036300,0.0,1.0
2013-01-11,71.93,71.93,70.74,70.74,54.7019461106393,1588100,0.0,1.0
2013-01-10,71.03,71.65,70.92,71.65,55.4056324403069,1176700,0.0,1.0
2013-01-09,70.53,70.96,70.21,70.68,54.6555492097821,1404400,0.0,1.0
2013-01-08,71.5,71.68,70.28,70.41,54.4467631559247,1734900,0.0,1.0
2013-01-07,70.78,72.01,70.76,71.86,55.5680215933071,1941700,0.0,1.0
2013-01-04,71.65,71.66,71.0,71.07,54.9571290653539,2406300,0.0,1.0
2013-01-03,71.12,71.75,70.59,71.49,55.2819073713543,1740800,0.0,1.0
2013-01-02,70.67,71.21,70.24,71.21,55.0653885006874,2021500,0.0,1.0
2012-12-31,67.54,69.3099,67.14,69.27,53.5652220396379,1581900,0.0,1.0
2012-12-28,68.42,68.79,67.835,67.88,52.4903605031128,1010100,0.0,1.0
2012-12-27,69.14,69.47,68.21,69.02,53.3719016193996,1057300,0.0,1.0
2012-12-26,69.61,70.1852,69.005,69.04,53.3873672530187,1129900,0.0,1.0
2012-12-24,70.59,70.59,68.94,69.47,53.7198783758286,1096900,0.0,1.0
2012-12-21,69.34,70.43,69.31,70.4,54.4390303391152,3458400,0.0,1.0
2012-12-20,69.61,70.28,69.17,70.28,54.3462365374008,1811000,0.0,1.0
2012-12-19,68.94,69.77,68.77,69.52,53.7585424598763,1713400,0.0,1.0
2012-12-18,68.08,69.05,67.8221,69.01,53.3641688025901,1714500,0.0,1.0
2012-12-17,67.63,68.38,67.5,68.0,52.5831543048272,1626800,0.0,1.0
2012-12-14,67.66,67.97,67.365,67.49,52.188780647541,1445200,0.51,1.0
2012-12-13,68.9,68.9875,67.9,68.0,52.188780647541,1861400,0.0,1.0
2012-12-12,69.13,69.57,68.79,68.9,52.8795145090525,1646700,0.0,1.0
2012-12-11,68.5,69.2,68.3,68.97,52.9332382538368,1864600,0.0,1.0
2012-12-10,67.19,68.3,66.91,68.25,52.3806511646275,1713700,0.0,1.0
2012-12-07,67.08,67.22,66.4,67.19,51.5671201721806,1174400,0.0,1.0
2012-12-06,66.8,66.85,65.87,66.7,51.1910539586909,1530600,0.0,1.0
2012-12-05,66.45,67.15,65.735,66.88,51.3292007309932,1760400,0.0,1.0
2012-12-04,65.68,66.52,65.58,66.44,50.9915086209209,1535900,0.0,1.0
2012-12-03,66.78,66.98,65.29,65.69,50.4158970696613,1151700,0.0,1.0
2012-11-30,66.5,66.61,66.1,66.5,51.0375575450217,1935000,0.0,1.0
2012-11-29,66.0,66.61,65.5,66.53,51.0605820070721,1946900,0.0,1.0
2012-11-28,64.48,65.72,64.41,65.71,50.4312467110282,1435200,0.0,1.0
2012-11-27,64.97,65.5,64.73,64.96,49.8556351597685,1668800,0.0,1.0
2012-11-26,65.0,65.19,64.64,65.06,49.9323833666032,1392600,0.0,1.0
2012-11-23,64.59,65.41,64.34,65.41,50.2010020905243,553500,0.0,1.0
2012-11-21,63.8,64.57,63.59,64.36,49.3951459187608,1005500,0.0,1.0
2012-11-20,63.83,63.85,63.12,63.75,48.9269818570697,1833100,0.0,1.0
2012-11-19,62.81,63.91,62.64,63.91,49.049778988005,2273800,0.0,1.0
2012-11-16,62.18,62.59,61.7,62.13,47.6836609063488,2340400,0.0,1.0
2012-11-15,62.1,62.55,61.84,62.14,47.6913357270323,1705500,0.0,1.0
2012-11-14,63.92,63.94,62.02,62.2,47.7373846511331,1964600,0.0,1.0
2012-11-13,63.65,64.64,63.6,63.75,48.9269818570697,1376100,0.0,1.0
2012-11-12,64.48,64.56,63.87,64.18,49.2569991464585,1416800,0.0,1.0
2012-11-09,64.31,65.16,64.14,64.45,49.464219304912,2200900,0.0,1.0
2012-11-08,66.45,66.58,64.14,64.33,49.3721214567104,3382900,0.0,1.0
2012-11-07,68.07,68.1,65.77,66.59,51.1066309311728,3075200,0.0,1.0
2012-11-06,68.6,69.95,68.3,69.26,53.1558080536572,1635500,0.0,1.0
2012-11-05,68.81,68.81,67.97,68.37,52.4727490128291,1679900,0.0,1.0
2012-11-02,69.74,69.88,68.655,68.81,52.8104411229014,1866900,0.0,1.0
2012-11-01,68.29,69.74,68.016,69.42,53.2786051845926,2200600,0.0,1.0
2012-10-31,67.79,68.5,67.52,68.08,52.2501792130087,1631000,0.0,1.0
2012-10-26,67.56,67.68,66.75,67.32,51.6668928410656,1599900,0.0,1.0
2012-10-25,68.23,68.56,66.96,67.61,51.889462640886,1544500,0.0,1.0
2012-10-24,65.58,68.75,65.48,67.79,52.0276094131883,2983600,0.0,1.0
2012-10-23,66.39,66.48,65.03,66.21,50.8149877452013,2029800,0.0,1.0
2012-10-22,67.1,67.685,66.535,67.15,51.5364208894467,1062600,0.0,1.0
2012-10-19,68.26,68.35,67.06,67.17,51.5517705308136,1747400,0.0,1.0
2012-10-18,67.51,68.73,67.27,68.58,52.6339202471818,1486800,0.0,1.0
2012-10-17,67.41,67.91,66.9088,67.66,51.9278367443033,1023000,0.0,1.0
2012-10-16,66.54,67.38,66.34,67.22,51.5901446342309,1010700,0.0,1.0
2012-10-15,66.25,66.36,65.9,66.16,50.776613641784,966800,0.0,1.0
2012-10-12,65.83,66.64,65.78,66.1,50.7305647176832,920800,0.0,1.0
2012-10-11,65.57,66.04,65.53,65.59,50.3391488628267,902000,0.0,1.0
2012-10-10,65.92,66.0571,65.06,65.16,50.0091315734378,1331600,0.0,1.0
2012-10-09,66.52,66.89,65.94,65.94,50.6077675867478,978600,0.0,1.0
2012-10-08,67.0,67.06,66.41,66.45,50.9991834416044,1037000,0.0,1.0
2012-10-05,67.18,67.88,67.11,67.29,51.6438683790152,1145100,0.0,1.0
2012-10-04,66.74,67.27,66.655,66.82,51.2831518068925,940800,0.0,1.0
2012-10-03,67.17,67.17,66.31,66.46,51.0068582622878,910600,0.51,1.0
2012-10-02,67.45,67.74,66.93,67.3,51.2581986120945,1405400,0.0,1.0
2012-10-01,66.03,67.7,66.0,67.42,51.3495951029333,2114300,0.0,1.0
2012-09-28,66.11,66.47,65.67,66.12,50.3594664521797,1719800,0.0,1.0
2012-09-27,66.77,66.89,66.11,66.46,50.6184231762229,1234100,0.0,1.0
2012-09-26,66.59,67.19,66.53,66.61,50.7326687897714,1671100,0.0,1.0
2012-09-25,66.5,66.93,66.17,66.47,50.6260395504595,2257700,0.0,1.0
2012-09-24,65.72,66.46,65.24,66.37,50.5498758080938,1105300,0.0,1.0
2012-09-21,66.48,66.83,66.05,66.15,50.3823155748894,4062100,0.0,1.0
2012-09-20,66.14,66.38,65.85,66.28,50.4813284399647,1182100,0.0,1.0
2012-09-19,66.55,66.75,66.0,66.51,50.6565050474058,1019200,0.0,1.0
2012-09-18,66.58,66.845,66.41,66.65,50.7631342867177,997200,0.0,1.0
2012-09-17,66.57,67.1001,66.42,66.62,50.740285164008,1087300,0.0,1.0
2012-09-14,66.24,67.2,66.2,66.78,50.8621471517931,1870900,0.0,1.0
2012-09-13,65.68,66.31,65.02,66.12,50.3594664521797,2509400,0.0,1.0
2012-09-12,66.21,66.28,65.6,65.87,50.1690570962655,1845400,0.0,1.0
2012-09-11,66.3,66.35,65.9,65.98,50.2528372128677,2204300,0.0,1.0
2012-09-10,66.95,67.08,66.3,66.32,50.511793936911,2214000,0.0,1.0
2012-09-07,66.89,67.29,66.75,67.2,51.1820348697289,1163600,0.0,1.0
2012-09-06,65.3,66.73,65.1,66.72,50.8164489063737,1593900,0.0,1.0
2012-09-05,64.87,65.15,64.29,64.78,49.3388723044797,1483400,0.0,1.0
2012-09-04,65.55,65.86,64.47,64.65,49.2398594394043,1511600,0.0,1.0
2012-08-31,65.84,66.12,65.345,65.51,49.8948676237491,1397000,0.0,1.0
2012-08-30,65.45,65.69,64.78,65.32,49.7501565132543,1165300,0.0,1.0
2012-08-29,65.87,66.19,65.34,65.85,50.1538243477923,1292200,0.0,1.0
2012-08-28,65.35,65.94,65.25,65.76,50.0852769796633,1730400,0.0,1.0
2012-08-27,66.25,66.39,65.59,65.62,49.9786477403513,1146300,0.0,1.0
2012-08-24,65.43,66.16,65.12,66.09,50.33661732947,1433700,0.0,1.0
2012-08-23,66.01,66.24,65.409,65.61,49.9710313661147,1569100,0.0,1.0
2012-08-22,66.25,66.48,65.85,66.3,50.4965611884379,1767900,0.0,1.0
2012-08-21,66.15,66.58,65.72,66.53,50.6717377958789,1975000,0.0,1.0
2012-08-20,65.45,66.26,65.22,66.13,50.3670828264162,1353800,0.0,1.0
2012-08-17,65.5,65.77,64.7,65.7,50.0395787342439,1768400,0.0,1.0
2012-08-16,64.19,65.71,64.19,65.36,49.7806220102006,1713300,0.0,1.0
2012-08-15,63.68,64.45,63.5416,64.2,48.8971225987588,1559400,0.0,1.0
2012-08-14,63.63,63.98,63.28,63.79,48.5848512550596,1149700,0.0,1.0
2012-08-13,63.45,63.77,62.88,63.34,48.2421144144141,919900,0.0,1.0
2012-08-10,63.38,63.68,63.13,63.58,48.4249073960917,1110200,0.0,1.0
2012-08-09,63.67,63.822,62.98,63.43,48.3106617825432,1599400,0.0,1.0
2012-08-08,63.73,64.08,63.23,63.93,48.6914804943715,1397600,0.0,1.0
2012-08-07,63.07,64.24,63.0,63.9,48.6686313716618,1405600,0.0,1.0
2012-08-06,63.43,63.71,62.77,62.98,47.9679249418977,1211900,0.0,1.0
2012-08-03,62.78,63.47,62.78,63.1,48.0593214327365,1490000,0.0,1.0
2012-08-02,62.89,62.94,61.09,61.99,47.2139038924776,2104400,0.0,1.0
2012-08-01,63.7,63.95,62.9525,63.05,48.0212395615536,1636400,0.0,1.0
2012-07-31,63.29,63.95,63.09,63.44,48.3182781567797,1923200,0.0,1.0
2012-07-30,63.67,64.14,63.25,63.47,48.3411272794894,1450600,0.0,1.0
2012-07-27,63.05,64.21,62.74,63.83,48.6153167520059,1690400,0.0,1.0
2012-07-26,62.85,63.72,62.44,62.9,47.9069939480051,2331700,0.0,1.0
2012-07-25,63.75,63.99,61.3,62.0,47.2215202667141,4042900,0.0,1.0
2012-07-24,63.85,64.13,62.9,63.4,48.2878126598335,1785800,0.0,1.0
2012-07-23,64.1,64.24,63.37,63.92,48.683864120135,1799800,0.0,1.0
2012-07-20,65.27,65.38,64.65,64.97,49.4835834149745,4674600,0.0,1.0
2012-07-19,65.92,66.34,65.55,65.99,50.2604535871043,1577800,0.0,1.0
2012-07-18,64.19,65.94,64.14,65.8,50.1157424766095,1424000,0.0,1.0
2012-07-17,64.13,64.715,63.57,64.69,49.2703249363506,1484300,0.0,1.0
2012-07-16,64.55,64.91,63.53,64.04,48.7752606109738,1952000,0.0,1.0
2012-07-13,63.75,65.04,63.6,64.86,49.3998032983722,1305300,0.0,1.0
2012-07-12,63.5,63.95,62.99,63.52,48.3792091506723,973300,0.0,1.0
2012-07-11,64.55,64.81,63.61,63.91,48.6762477458984,1159000,0.0,1.0
2012-07-10,63.89,65.69,63.89,64.43,49.0722992061999,1277300,0.0,1.0
2012-07-09,65.26,65.53,64.67,65.05,49.544514408867,1273000,0.0,1.0
2012-07-06,65.79,65.8,64.89,65.24,49.6892255193618,976300,0.0,1.0
2012-07-05,66.22,66.59,65.9,66.24,50.4508629430184,1046500,0.0,1.0
2012-07-03,65.54,66.34,65.54,66.17,50.3975483233625,791200,0.51,1.0
2012-07-02,66.09,66.54,65.49,66.06,49.928944844651,2000700,0.0,1.0
2012-06-29,64.65,65.96,64.41,65.96,49.8533636384072,1770000,0.0,1.0
2012-06-28,62.84,63.25,62.22,63.16,47.7370898635809,1060000,0.0,1.0
2012-06-27,62.13,63.34,62.08,63.22,47.7824385873272,1056500,0.0,1.0
2012-06-26,62.32,62.58,61.7804,61.97,46.8376735092797,1214000,0.0,1.0
2012-06-25,62.77,62.77,62.1,62.22,47.0266265248892,1044700,0.0,1.0
2012-06-22,63.54,63.57,62.6211,63.26,47.8126710698247,2167900,0.0,1.0
2012-06-21,65.03,65.11,63.2,63.25,47.8051129492003,1799800,0.0,1.0
2012-06-20,65.1,65.16,64.06,64.65,48.8632498366134,1706400,0.0,1.0
2012-06-19,65.0,65.5117,64.94,65.19,49.2713883503299,1341900,0.0,1.0
2012-06-18,64.48,65.22,64.14,64.76,48.9463891634816,1324700,0.0,1.0
2012-06-15,64.37,65.115,64.37,64.86,49.0219703697254,2417900,0.0,1.0
2012-06-14,63.55,64.28,63.37,64.01,48.3795301166532,1333300,0.0,1.0
2012-06-13,63.99,64.11,63.23,63.49,47.9865078441854,1051200,0.0,1.0
2012-06-12,63.84,64.15,63.24,64.13,48.4702275641457,1645800,0.0,1.0
2012-06-11,64.38,64.66,63.66,63.74,48.1754608597949,1832500,0.0,1.0
2012-06-08,63.61,64.07,63.6,64.06,48.4173207197751,1753600,0.0,1.0
2012-06-07,64.12,64.85,63.54,63.69,48.137670256673,2732200,0.0,1.0
2012-06-06,62.03,63.63,62.03,63.62,48.0847634123024,1306200,0.0,1.0
2012-06-05,61.76,62.1752,61.55,61.98,46.8452316299041,1895600,0.0,1.0
2012-06-04,62.88,63.01,61.54,61.96,46.8301153886554,2155000,0.0,1.0
2012-06-01,63.14,63.325,62.68,62.72,47.4045325561082,1755800,0.0,1.0
2012-05-31,63.82,64.54,63.28,64.01,48.3795301166532,1695600,0.0,1.0
2012-05-30,63.92,64.145,63.4999,63.83,48.2434839454143,1312100,0.0,1.0
2012-05-29,64.06,64.4,63.72,64.35,48.6365062178821,1389000,0.0,1.0
2012-05-25,62.88,64.13,62.88,63.58,48.0545309298048,1694300,0.0,1.0
2012-05-24,64.12,64.62,62.77,63.34,47.8731360348197,2051000,0.0,1.0
2012-05-23,64.15,64.74,63.29,64.61,48.8330173541159,1856600,0.0,1.0
2012-05-22,64.63,64.98,64.14,64.47,48.7272036653746,1199800,0.0,1.0
2012-05-21,63.62,64.65,63.44,64.55,48.7876686303696,1547500,0.0,1.0
2012-05-18,64.17,64.42,63.17,63.34,47.8731360348197,2154400,0.0,1.0
2012-05-17,65.26,65.41,63.7,63.72,48.1603446185461,1621500,0.0,1.0
2012-05-16,65.94,66.34,65.18,65.2,49.2789464709543,1334600,0.0,1.0
2012-05-15,66.28,66.69,65.64,65.73,49.6795268640464,1815800,0.0,1.0
2012-05-14,66.09,66.82,65.8,66.3,50.1103397396361,1281800,0.0,1.0
2012-05-11,66.33,67.43,66.16,66.53,50.2841765139968,2060900,0.0,1.0
2012-05-10,66.75,67.06,66.39,66.54,50.2917346346212,1326300,0.0,1.0
2012-05-09,66.9,67.0,66.34,66.4,50.1859209458799,1541300,0.0,1.0
2012-05-08,67.2,67.57,66.7,67.53,51.0399885764347,1949600,0.0,1.0
2012-05-07,66.96,67.89,66.96,67.42,50.9568492495666,2306000,0.0,1.0
2012-05-04,67.84,68.01,66.81,67.05,50.6771987864645,2206700,0.0,1.0
2012-05-03,68.5,68.59,67.98,68.15,51.5085920551463,2649800,0.0,1.0
2012-05-02,67.75,68.24,67.55,68.24,51.5766151407657,2035900,0.0,1.0
2012-05-01,67.57,68.68,67.34,67.98,51.3801040045318,2327600,0.0,1.0
2012-04-30,67.53,67.74,67.01,67.5,51.0173142145616,2200600,0.0,1.0
2012-04-27,67.38,67.86,67.07,67.58,51.0777791795566,2254400,0.0,1.0
2012-04-26,66.79,67.51,66.44,67.05,50.6771987864645,2672000,0.0,1.0
2012-04-25,69.88,70.47,67.21,67.56,51.0626629383079,3670700,0.0,1.0
2012-04-24,69.46,70.2,69.34,70.06,52.9521930944028,1380700,0.0,1.0
2012-04-23,68.96,69.44,68.55,69.27,52.3551015650768,1260100,0.0,1.0
2012-04-20,69.27,69.91,68.97,69.76,52.7254494756714,1821300,0.0,1.0
2012-04-19,69.83,69.86,68.73,68.93,52.0981254638479,1397100,0.0,1.0
2012-04-18,69.68,69.89,69.479,69.55,52.5667289425594,1269400,0.0,1.0
2012-04-17,69.58,70.19,69.08,69.88,52.8161469231639,1602300,0.0,1.0
2012-04-16,69.24,69.74,68.95,69.2,52.3021947207061,1622300,0.0,1.0
2012-04-13,69.22,69.5,68.86,68.88,52.060334860726,1541800,0.0,1.0
2012-04-12,69.57,70.03,69.18,69.66,52.6498682694276,1759800,0.0,1.0
2012-04-11,68.32,69.88,68.07,69.35,52.4155665300718,1775000,0.51,1.0
2012-04-10,70.6,70.67,69.26,69.48,52.130454659453,1567400,0.0,1.0
2012-04-09,70.78,71.1,70.44,70.82,53.1358491505824,1365500,0.0,1.0
2012-04-05,72.32,72.47,71.745,71.8,53.8711376590203,1586800,0.0,1.0
2012-04-04,72.56,72.71,71.82,72.63,54.4938820080034,1528900,0.0,1.0
2012-04-03,74.0,74.05,72.65,73.1,54.846520374295,1188800,0.0,1.0
2012-04-02,73.39,74.5418,73.11,74.09,55.5893118266965,1222300,0.0,1.0
2012-03-30,73.07,73.58,72.76,73.38,55.0566028052773,1259400,0.0,1.0
2012-03-29,73.0,73.0,71.88,72.65,54.5088878959307,1430700,0.0,1.0
2012-03-28,73.55,73.55,72.62,73.12,54.8615262622223,1351100,0.0,1.0
2012-03-27,73.98,74.05,73.43,73.55,55.1841528526593,1135400,0.0,1.0
2012-03-26,73.09,74.15,72.97,73.91,55.4542588353508,1867300,0.0,1.0
2012-03-23,72.44,72.89,72.33,72.78,54.6064261674581,1238200,0.0,1.0
2012-03-22,71.8,72.36,71.71,72.25,54.2087701373846,969300,0.0,1.0
2012-03-21,72.38,72.57,72.08,72.28,54.2312789692756,910800,0.0,1.0
2012-03-20,72.61,72.68,72.0,72.34,54.2762966330575,853300,0.0,1.0
2012-03-19,72.72,73.23,72.5,72.98,54.7564850467312,906400,0.0,1.0
2012-03-16,73.24,73.63,72.8,72.9,54.696461495022,1762500,0.0,1.0
2012-03-15,73.09,73.62,73.0,73.34,55.0265910294226,1515000,0.0,1.0
2012-03-14,73.08,73.29,72.77,73.1,54.846520374295,1113500,0.0,1.0
2012-03-13,72.21,73.12,71.75,73.08,54.8315144863677,1532000,0.0,1.0
2012-03-12,71.92,71.92,71.29,71.74,53.8261199952383,1181700,0.0,1.0
2012-03-09,72.07,72.29,71.54,71.78,53.856131771093,1129900,0.0,1.0
2012-03-08,71.86,72.29,71.48,72.01,54.028699482257,1197900,0.0,1.0
2012-03-07,70.95,71.32,70.7,71.25,53.4584757410194,1085400,0.0,1.0
2012-03-06,71.64,71.97,70.69,70.85,53.1583579824733,2307300,0.0,1.0
2012-03-05,72.41,72.61,71.8,72.5,54.3963437364759,1887800,0.0,1.0
2012-03-02,72.82,73.0,72.433,72.65,54.5088878959307,1057800,0.0,1.0
2012-03-01,72.76,73.36,72.58,72.93,54.7189703269129,1606000,0.0,1.0
2012-02-29,73.0,73.67,72.74,73.23,54.9440586458225,1841000,0.0,1.0
2012-02-28,72.58,73.15,72.41,72.74,54.5764143916035,1286100,0.0,1.0
2012-02-27,72.26,73.01,71.74,72.49,54.3888407925122,1357400,0.0,1.0
2012-02-24,70.8,73.05,70.8,72.4,54.3213142968394,1816100,0.0,1.0
2012-02-23,70.53,70.784,70.09,70.6,52.970784383382,1052600,0.0,1.0
2012-02-22,70.96,71.18,70.24,70.4,52.820725504109,1423200,0.0,1.0
2012-02-21,71.22,71.81,70.905,71.13,53.3684404134556,1327300,0.0,1.0
2012-02-17,70.8,71.04,70.38,70.88,53.1808668143643,1115900,0.0,1.0
2012-02-16,70.16,70.42,69.75,70.42,52.8357313920363,1253900,0.0,1.0
2012-02-15,70.22,70.3,69.56,70.05,52.5581224653812,1941600,0.0,1.0
2012-02-14,70.0,70.23,69.1,70.16,52.6406548489814,1978600,0.0,1.0
2012-02-13,70.69,70.77,70.07,70.12,52.6106430731268,1802900,0.0,1.0
2012-02-10,70.36,70.565,70.16,70.3,52.7456960644725,1427800,0.0,1.0
2012-02-09,71.77,71.82,70.75,70.85,53.1583579824733,1561700,0.0,1.0
2012-02-08,71.39,71.73,71.02,71.59,53.7135758357836,1660500,0.0,1.0
2012-02-07,70.82,71.46,70.67,71.3,53.4959904608377,1283000,0.0,1.0
2012-02-06,70.12,71.2,70.03,71.15,53.3834463013829,1456700,0.0,1.0
2012-02-03,70.16,70.93,69.97,70.51,52.9032578877092,1730800,0.0,1.0
2012-02-02,69.91,70.0,69.25,69.74,52.325531202508,1374700,0.0,1.0
2012-02-01,69.82,69.91,69.39,69.71,52.303022370617,2805700,0.0,1.0
2012-01-31,69.63,69.84,68.87,69.16,51.8903604526162,1844900,0.0,1.0
2012-01-30,69.62,69.82,69.03,69.17,51.8978633965798,2328000,0.0,1.0
2012-01-27,71.26,71.26,70.25,70.35,52.7832107842907,1413300,0.0,1.0
2012-01-26,70.58,71.87,70.39,71.51,53.6535522840744,1764100,0.0,1.0
2012-01-25,70.49,71.76,69.4687,71.57,53.6985699478563,3543700,0.0,1.0
2012-01-24,71.34,71.84,70.94,71.34,53.5260022366923,1899200,0.0,1.0
2012-01-23,72.35,72.89,71.67,71.74,53.8261199952383,1744800,0.0,1.0
2012-01-20,72.33,72.66,71.77,72.47,54.3738349045849,1984600,0.0,1.0
2012-01-19,71.84,72.44,71.55,72.21,54.17875836153,1267700,0.0,1.0
2012-01-18,70.98,71.69,70.79,71.62,53.7360846676745,1779600,0.47,1.0
2012-01-17,71.3,71.83,71.3,71.45,53.2590269039443,2438400,0.0,1.0
2012-01-13,70.24,70.97,70.01,70.6,52.6254345614901,3780300,0.0,1.0
2012-01-12,70.27,71.09,70.05,70.94,52.8788714984718,4528500,0.0,1.0
2012-01-11,69.54,70.19,69.45,70.09,52.2452791560176,1282700,0.0,1.0
2012-01-10,69.7,70.44,68.99,69.93,52.126014715085,2779500,0.0,1.0
2012-01-09,67.83,68.48,67.29,68.37,50.9631864159926,2064900,0.0,1.0
2012-01-06,67.6,67.76,67.175,67.62,50.4041343491213,1788100,0.0,1.0
2012-01-05,67.75,67.81,66.76,67.4,50.240145742839,1677800,0.0,1.0
2012-01-04,68.57,68.99,67.89,68.12,50.7768357270355,1880800,0.0,1.0
2012-01-03,67.97,68.57,67.84,68.0,50.6873873963361,1683500,0.0,1.0
2011-12-30,67.01,67.29,66.4,66.41,49.5021970145688,1008300,0.0,1.0
