,FTV_Open,FTV_High,FTV_Low,FTV_Close,FTV_Adj Close,FTV_Volume,FTV_Dividend Amount,FTV_Split Coefficient
2024-08-29,73.51,74.48,73.13,73.71,73.6299674267101,1011755,0.0,1.0
2024-08-28,73.93,74.41,72.98,73.04,72.9606948968513,2022960,0.0,1.0
2024-08-27,73.24,73.905,73.1,73.83,73.7498371335505,1772769,0.0,1.0
2024-08-26,73.67,73.8,73.13,73.36,73.2803474484256,1677139,0.0,1.0
2024-08-23,72.89,73.565,72.52,73.39,73.3103148751357,1331564,0.0,1.0
2024-08-22,72.47,72.91,72.1,72.43,72.3513572204126,2111855,0.0,1.0
2024-08-21,70.8,72.42,70.79,72.39,72.3114006514658,2282597,0.0,1.0
2024-08-20,70.5,70.73,70.23,70.41,70.3335504885993,2327627,0.0,1.0
2024-08-19,69.84,71.05,69.37,70.56,70.4833876221498,2569117,0.0,1.0
2024-08-16,69.82,70.22,69.33,69.58,69.5044516829533,2971822,0.0,1.0
2024-08-15,69.75,70.1,69.17,69.79,69.714223669924,1808722,0.0,1.0
2024-08-14,69.55,69.55,68.54,68.73,68.6553745928339,2513098,0.0,1.0
2024-08-13,68.67,69.54,67.94,69.34,69.2647122692725,1423663,0.0,1.0
2024-08-12,68.94,69.15,68.1,68.33,68.2558089033659,1352585,0.0,1.0
2024-08-09,68.75,69.03,67.72,68.88,68.8052117263844,1772571,0.0,1.0
2024-08-08,67.41,68.97,67.1901,68.89,68.8152008686211,1999553,0.0,1.0
2024-08-07,68.45,69.31,66.92,67.01,66.9372421281216,1760875,0.0,1.0
2024-08-06,67.87,69.02,67.47,67.73,67.656460369164,3161982,0.0,1.0
2024-08-05,66.8,68.675,66.15,67.64,67.5665580890337,3502960,0.0,1.0
2024-08-02,69.79,69.93,68.4,68.44,68.3656894679696,2909871,0.0,1.0
2024-08-01,71.58,72.32,70.0,70.46,70.3834961997828,2511790,0.0,1.0
2024-07-31,71.7,72.37,71.25,71.85,71.771986970684,2646229,0.0,1.0
2024-07-30,71.59,72.05,70.7527,71.2,71.1226927252986,1554763,0.0,1.0
2024-07-29,71.02,72.33,70.9991,71.3,71.2225841476656,1927790,0.0,1.0
2024-07-26,70.69,71.6,69.84,70.99,70.9129207383279,2623728,0.0,1.0
2024-07-25,70.18,71.56,69.49,69.99,69.914006514658,3791215,0.0,1.0
2024-07-24,71.0,73.76,67.91,70.4,70.3235613463627,5773596,0.0,1.0
2024-07-23,76.44,77.15,76.32,76.68,76.5967426710098,2154523,0.0,1.0
2024-07-22,76.18,76.66,75.44,76.62,76.5368078175896,1265514,0.0,1.0
2024-07-19,77.23,77.23,75.515,75.59,75.5079261672096,1308075,0.0,1.0
2024-07-18,77.39,78.72,77.0,77.09,77.0062975027144,1295141,0.0,1.0
2024-07-17,78.69,78.99,77.86,77.88,77.7954397394137,1226964,0.0,1.0
2024-07-16,76.56,79.37,76.15,78.92,78.8343105320304,2251043,0.0,1.0
2024-07-15,75.46,76.54,75.42,76.23,76.1472312703583,1297414,0.0,1.0
2024-07-12,75.86,76.47,75.5,75.59,75.5079261672096,1318290,0.0,1.0
2024-07-11,73.96,75.54,73.78,74.95,74.8686210640608,1414215,0.0,1.0
2024-07-10,72.47,73.72,72.47,73.66,73.5800217155266,1314838,0.0,1.0
2024-07-09,73.16,73.39,72.59,72.64,72.5611292073833,1148805,0.0,1.0
2024-07-08,74.68,74.81,73.0,73.54,73.4601520086862,1609265,0.0,1.0
2024-07-05,72.14,72.53,71.65,72.41,72.3313789359392,1079887,0.0,1.0
2024-07-03,72.52,72.54,72.06,72.28,72.2015200868621,815986,0.0,1.0
2024-07-02,71.73,72.475,71.73,72.3,72.2214983713355,1940466,0.0,1.0
2024-07-01,74.6,74.6,72.1,72.12,72.0416938110749,2020776,0.0,1.0
2024-06-28,73.64,74.86,73.2,74.1,74.0195439739414,3271187,0.0,1.0
2024-06-27,73.02,73.58,72.72,73.57,73.4901194353963,1852846,0.0,1.0
2024-06-26,72.49,73.455,71.77,73.07,72.9906623235613,3030208,0.0,1.0
2024-06-25,73.83,73.97,72.52,72.96,72.8807817589577,1654628,0.0,1.0
2024-06-24,73.78,74.975,73.15,74.24,74.1593919652552,1865375,0.0,1.0
2024-06-21,73.2,73.73,72.7,73.6,73.5200868621064,3350769,0.0,1.0
2024-06-20,73.08,73.57,72.6,72.97,72.8907709011944,1421028,0.0,1.0
2024-06-18,73.19,73.59,72.74,73.31,73.2304017372421,1054809,0.0,1.0
2024-06-17,72.5,73.4,72.18,73.21,73.1305103148751,1037197,0.0,1.0
2024-06-14,72.17,72.87,71.44,72.73,72.6510314875136,1754235,0.0,1.0
2024-06-13,73.43,73.64,72.52,72.97,72.8907709011944,1441510,0.0,1.0
2024-06-12,73.56,74.59,73.28,73.85,73.7698154180239,1204447,0.0,1.0
2024-06-11,72.93,73.23,72.345,72.84,72.7609120521173,979378,0.0,1.0
