,CYTK_Open,CYTK_High,CYTK_Low,CYTK_Close,CYTK_Adj Close,CYTK_Volume,CYTK_Dividend Amount,CYTK_Split Coefficient
2013-06-24,2.1,2.15,1.9116,2.05,12.3,1381800,0.0,1.0
2013-06-21,1.8,2.2,1.78,2.16,12.96,7878600,0.0,1.0
2013-06-20,1.75,1.82,1.69,1.77,10.62,3815400,0.0,1.0
2013-06-19,2.01,2.03,1.81,1.82,10.92,11241000,0.0,1.0
2013-06-18,1.6,1.89,1.59,1.89,11.34,13822200,0.0,1.0
2013-06-17,1.44,1.53,1.4,1.46,8.75999999999998,1750800,0.0,1.0
2013-06-14,1.46,1.4799,1.36,1.41,8.45999999999998,1822800,0.0,1.0
2013-06-13,1.44,1.55,1.33,1.5,8.99999999999998,4081200,0.0,1.0
2013-06-12,1.46,1.49,1.29,1.4,8.39999999999998,6341400,0.0,1.0
2013-06-11,1.21,1.3,1.1801,1.27,7.61999999999999,727800,0.0,1.0
2013-06-10,1.19,1.22,1.18,1.21,7.25999999999999,745200,0.0,1.0
2013-06-07,1.18,1.22,1.15,1.18,7.07999999999999,313200,0.0,1.0
2013-06-06,1.14,1.19,1.13,1.19,7.13999999999999,591600,0.0,1.0
2013-06-05,1.2,1.22,1.13,1.13,6.77999999999999,791400,0.0,1.0
2013-06-04,1.28,1.295,1.16,1.2,7.19999999999999,990000,0.0,1.0
2013-06-03,1.19,1.3,1.14,1.27,7.61999999999999,1816800,0.0,1.0
2013-05-31,1.2,1.22,1.17,1.2,7.19999999999999,1104000,0.0,1.0
2013-05-30,1.17,1.2,1.14,1.2,7.19999999999999,824400,0.0,1.0
2013-05-29,1.12,1.17,1.11,1.16,6.95999999999999,366000,0.0,1.0
2013-05-28,1.16,1.17,1.11,1.13,6.77999999999999,813600,0.0,1.0
2013-05-24,1.18,1.18,1.13,1.16,6.95999999999999,396600,0.0,1.0
2013-05-23,1.13,1.18,1.1,1.18,7.07999999999999,830400,0.0,1.0
2013-05-22,1.15,1.16,1.13,1.13,6.77999999999999,498600,0.0,1.0
2013-05-21,1.16,1.17,1.13,1.15,6.89999999999999,522000,0.0,1.0
2013-05-20,1.19,1.2,1.15,1.16,6.95999999999999,690000,0.0,1.0
2013-05-17,1.2,1.2149,1.16,1.2,7.19999999999999,775800,0.0,1.0
2013-05-16,1.19,1.2,1.16,1.19,7.13999999999999,732000,0.0,1.0
2013-05-15,1.13,1.2,1.12,1.19,7.13999999999999,980400,0.0,1.0
2013-05-14,1.21,1.245,1.11,1.14,6.83999999999999,1872600,0.0,1.0
2013-05-13,1.16,1.22,1.13,1.19,7.13999999999999,961800,0.0,1.0
2013-05-10,1.07,1.15,1.06,1.14,6.83999999999999,766800,0.0,1.0
2013-05-09,1.1,1.1,1.06,1.07,6.41999999999999,325200,0.0,1.0
2013-05-08,1.07,1.11,1.03,1.1,6.59999999999999,1483200,0.0,1.0
2013-05-07,1.16,1.19,1.03,1.07,6.41999999999999,2643000,0.0,1.0
2013-05-06,1.24,1.26,1.13,1.16,6.95999999999999,2091600,0.0,1.0
2013-05-03,1.23,1.28,1.22,1.22,7.31999999999999,735000,0.0,1.0
2013-05-02,1.25,1.26,1.17,1.22,7.31999999999999,1180800,0.0,1.0
2013-05-01,1.3,1.31,1.23,1.23,7.37999999999999,783600,0.0,1.0
2013-04-30,1.25,1.32,1.24,1.28,7.67999999999999,215440,0.0,1.0
2013-04-29,1.32,1.32,1.205,1.25,7.49999999999999,373837,0.0,1.0
2013-04-26,1.36,1.38,1.29,1.3,7.79999999999998,1300200,0.0,1.0
2013-04-25,1.3,1.37,1.27,1.33,7.97999999999999,1780800,0.0,1.0
2013-04-24,1.35,1.37,1.255,1.29,7.73999999999999,1930800,0.0,1.0
2013-04-23,1.43,1.46,1.35,1.37,8.21999999999998,2779200,0.0,1.0
2013-04-22,1.32,1.42,1.3,1.4,8.39999999999998,3009600,0.0,1.0
2013-04-19,1.19,1.3,1.19,1.29,7.73999999999999,2622600,0.0,1.0
2013-04-18,1.22,1.22,1.16,1.19,7.13999999999999,1132800,0.0,1.0
2013-04-17,1.19,1.22,1.15,1.21,7.25999999999999,1189800,0.0,1.0
2013-04-16,1.22,1.28,1.17,1.18,7.07999999999999,2154600,0.0,1.0
2013-04-15,1.23,1.36,1.16,1.21,7.25999999999999,4186200,0.0,1.0
2013-04-12,1.17,1.29,1.17,1.23,7.37999999999999,3821400,0.0,1.0
2013-04-11,1.13,1.255,1.12,1.18,7.07999999999999,4315800,0.0,1.0
2013-04-10,1.13,1.15,1.1,1.15,6.89999999999999,1186200,0.0,1.0
2013-04-09,1.12,1.14,1.11,1.14,6.83999999999999,859200,0.0,1.0
2013-04-08,1.11,1.13,1.1,1.13,6.77999999999999,383400,0.0,1.0
2013-04-05,1.1,1.14,1.09,1.12,6.71999999999999,522600,0.0,1.0
2013-04-04,1.1,1.13,1.06,1.1,6.59999999999999,571200,0.0,1.0
2013-04-03,1.14,1.15,1.05,1.13,6.77999999999999,1702800,0.0,1.0
2013-04-02,1.16,1.16,1.12,1.13,6.77999999999999,1121400,0.0,1.0
2013-04-01,1.17,1.19,1.1,1.14,6.83999999999999,981600,0.0,1.0
2013-03-28,1.1,1.15,1.09,1.14,6.83999999999999,1990200,0.0,1.0
2013-03-27,1.11,1.13,1.08,1.1,6.59999999999999,721800,0.0,1.0
2013-03-26,1.12,1.13,1.08,1.1,6.59999999999999,1113000,0.0,1.0
2013-03-25,1.05,1.13,1.04,1.1,6.59999999999999,1682400,0.0,1.0
2013-03-22,1.05,1.07,1.02,1.05,6.29999999999999,942600,0.0,1.0
2013-03-21,1.06,1.1,1.025,1.05,6.29999999999999,376200,0.0,1.0
2013-03-20,1.04,1.05,1.01,1.05,6.29999999999999,375000,0.0,1.0
2013-03-19,1.04,1.05,1.01,1.04,6.23999999999999,817200,0.0,1.0
2013-03-18,1.05,1.05,1.03,1.04,6.23999999999999,103715,0.0,1.0
2013-03-15,1.05,1.07,1.02,1.05,6.29999999999999,938400,0.0,1.0
2013-03-14,1.07,1.07,1.01,1.045,6.26999999999999,739200,0.0,1.0
2013-03-13,1.1,1.1,1.04,1.05,6.29999999999999,329400,0.0,1.0
2013-03-12,1.15,1.15,1.03,1.07,6.41999999999999,785400,0.0,1.0
2013-03-11,1.1,1.14,1.08,1.14,6.83999999999999,699600,0.0,1.0
2013-03-08,1.06,1.09,1.04,1.07,6.41999999999999,655800,0.0,1.0
2013-03-07,0.99,1.05,0.99,1.05,6.29999999999999,946800,0.0,1.0
2013-03-06,1.0,1.0,0.9937,0.995,5.96999999999999,715800,0.0,1.0
2013-03-05,1.0,1.01,0.99,1.0,5.99999999999999,397800,0.0,1.0
2013-03-04,0.99,1.03,0.9789,1.0,5.99999999999999,550800,0.0,1.0
2013-03-01,1.0,1.0,0.961,0.97,5.81999999999999,276600,0.0,1.0
2013-02-28,1.0,1.0,0.9715,0.998,5.98799999999999,439800,0.0,1.0
2013-02-27,1.0,1.0099,0.9801,0.9801,5.88059999999999,196200,0.0,1.0
2013-02-26,0.9959,1.0,0.97,1.0,5.99999999999999,442200,0.0,1.0
2013-02-25,1.0,1.01,0.9703,0.986,5.91599999999999,424800,0.0,1.0
2013-02-22,1.02,1.02,0.99,1.0,5.99999999999999,71041,0.0,1.0
2013-02-21,1.03,1.03,0.96,1.0,5.99999999999999,100699,0.0,1.0
2013-02-20,1.04,1.04,1.02,1.03,6.17999999999999,24214,0.0,1.0
2013-02-19,1.04,1.05,1.015,1.04,6.23999999999999,120101,0.0,1.0
2013-02-15,1.05,1.06,1.02,1.04,6.23999999999999,1728000,0.0,1.0
2013-02-14,1.05,1.06,1.01,1.02,6.11999999999999,742200,0.0,1.0
2013-02-13,1.03,1.05,1.02,1.04,6.23999999999999,277200,0.0,1.0
2013-02-12,1.03,1.09,1.03,1.06,6.35999999999999,464400,0.0,1.0
2013-02-11,1.03,1.06,1.0,1.04,6.23999999999999,478200,0.0,1.0
2013-02-08,1.1,1.11,1.02,1.03,6.17999999999999,670200,0.0,1.0
2013-02-07,1.12,1.12,1.09,1.1,6.59999999999999,456000,0.0,1.0
2013-02-06,1.16,1.17,1.09,1.12,6.71999999999999,876000,0.0,1.0
2013-02-05,1.15,1.17,1.1,1.17,7.01999999999999,565200,0.0,1.0
2013-02-04,1.2,1.2,1.07,1.12,6.71999999999999,1042800,0.0,1.0
2013-02-01,1.22,1.28,1.17,1.19,7.13999999999999,1449000,0.0,1.0
2013-01-31,1.12,1.18,1.11,1.18,7.07999999999999,1176600,0.0,1.0
2013-01-30,1.1,1.13,1.08,1.1,6.59999999999999,68268,0.0,1.0
2013-01-29,1.09,1.15,1.07,1.09,6.53999999999999,149991,0.0,1.0
2013-01-28,1.08,1.09,1.04,1.08,6.47999999999999,426600,0.0,1.0
2013-01-25,1.05,1.1,1.05,1.05,6.29999999999999,484800,0.0,1.0
2013-01-24,1.0,1.13,1.0,1.07,6.41999999999999,1257600,0.0,1.0
2013-01-23,0.991,1.03,0.99,1.03,6.17999999999999,346800,0.0,1.0
2013-01-22,1.0,1.03,0.9815,1.01,6.05999999999999,391800,0.0,1.0
2013-01-18,1.05,1.05,0.9905,1.01,6.05999999999999,394800,0.0,1.0
2013-01-17,1.05,1.06,1.0,1.04,6.23999999999999,339600,0.0,1.0
2013-01-16,1.05,1.05,0.9654,1.05,6.29999999999999,694800,0.0,1.0
2013-01-15,1.09,1.108,1.01,1.04,6.23999999999999,457800,0.0,1.0
2013-01-14,1.13,1.1399,1.09,1.09,6.53999999999999,738600,0.0,1.0
2013-01-11,1.05,1.17,1.03,1.12,6.71999999999999,1550400,0.0,1.0
2013-01-10,1.15,1.15,1.02,1.03,6.17999999999999,1684800,0.0,1.0
2013-01-09,0.9,1.15,0.8802,1.13,6.77999999999999,2598000,0.0,1.0
2013-01-08,0.828,0.9,0.82,0.9,5.39999999999999,781200,0.0,1.0
2013-01-07,0.82,0.84,0.8,0.81,4.85999999999999,366000,0.0,1.0
2013-01-04,0.724,0.82,0.724,0.8,4.79999999999999,999600,0.0,1.0
2013-01-03,0.685,0.72,0.661,0.7002,4.20119999999999,181800,0.0,1.0
2013-01-02,0.67,0.685,0.656,0.6702,4.02119999999999,106200,0.0,1.0
2012-12-31,0.67,0.67,0.6555,0.66,3.95999999999999,394800,0.0,1.0
2012-12-28,0.6555,0.678,0.6555,0.6605,3.96299999999999,130200,0.0,1.0
2012-12-27,0.6605,0.6794,0.6555,0.6556,3.93359999999999,221400,0.0,1.0
2012-12-26,0.6611,0.6875,0.6535,0.68,4.07999999999999,104400,0.0,1.0
2012-12-24,0.67,0.7,0.67,0.6715,4.02899999999999,67800,0.0,1.0
2012-12-21,0.68,0.7,0.67,0.67,4.01999999999999,67800,0.0,1.0
2012-12-20,0.68,0.7,0.661,0.7,4.19999999999999,75600,0.0,1.0
2012-12-19,0.69,0.7,0.6855,0.69,4.13999999999999,83400,0.0,1.0
2012-12-18,0.68,0.7068,0.68,0.7,4.19999999999999,146400,0.0,1.0
2012-12-17,0.67,0.6999,0.67,0.696,4.17599999999999,101400,0.0,1.0
2012-12-14,0.66,0.685,0.66,0.67,4.01999999999999,86400,0.0,1.0
2012-12-13,0.67,0.7,0.665,0.665,3.98999999999999,385800,0.0,1.0
2012-12-12,0.715,0.715,0.6636,0.665,3.98999999999999,715200,0.0,1.0
2012-12-11,0.6656,0.716,0.6656,0.7,4.19999999999999,619800,0.0,1.0
2012-12-10,0.669,0.675,0.66,0.6701,4.02059999999999,256200,0.0,1.0
2012-12-07,0.6516,0.67,0.65,0.66,3.95999999999999,511800,0.0,1.0
2012-12-06,0.6899,0.6899,0.6525,0.655,3.92999999999999,244800,0.0,1.0
2012-12-05,0.68,0.68,0.6477,0.6749,4.04939999999999,102000,0.0,1.0
2012-12-04,0.65,0.684,0.65,0.68,4.07999999999999,64800,0.0,1.0
2012-12-03,0.668,0.678,0.651,0.67,4.01999999999999,152400,0.0,1.0
2012-11-30,0.716,0.716,0.6421,0.6421,3.85259999999999,679200,0.0,1.0
2012-11-29,0.7,0.716,0.6701,0.6863,4.11779999999999,447600,0.0,1.0
2012-11-28,0.67,0.6925,0.66,0.66,3.95999999999999,222000,0.0,1.0
2012-11-27,0.7,0.7,0.6502,0.66,3.95999999999999,291600,0.0,1.0
2012-11-26,0.72,0.72,0.655,0.665,3.98999999999999,831000,0.0,1.0
2012-11-23,0.655,0.68,0.6234,0.655,3.92999999999999,190800,0.0,1.0
2012-11-21,0.63,0.6699,0.61,0.625,3.74999999999999,239400,0.0,1.0
2012-11-20,0.64,0.6589,0.6305,0.655,3.92999999999999,84600,0.0,1.0
2012-11-19,0.64,0.67,0.6296,0.64,3.83999999999999,453600,0.0,1.0
2012-11-16,0.6215,0.64,0.6102,0.64,3.83999999999999,138600,0.0,1.0
2012-11-15,0.66,0.6669,0.6096,0.63,3.77999999999999,498600,0.0,1.0
2012-11-14,0.61,0.689,0.5825,0.648,3.88799999999999,3960000,0.0,1.0
2012-11-13,0.5911,0.618,0.5802,0.6102,3.66119999999999,447000,0.0,1.0
2012-11-12,0.62,0.6311,0.576,0.6,3.59999999999999,458400,0.0,1.0
2012-11-09,0.6451,0.6451,0.6155,0.6201,3.72059999999999,421800,0.0,1.0
2012-11-08,0.62,0.645,0.62,0.625,3.74999999999999,324600,0.0,1.0
2012-11-07,0.6394,0.669,0.62,0.6425,3.85499999999999,374400,0.0,1.0
2012-11-06,0.6692,0.6692,0.63,0.6393,3.83579999999999,433200,0.0,1.0
2012-11-05,0.67,0.67,0.638,0.65,3.89999999999999,206400,0.0,1.0
2012-11-02,0.7,0.7,0.655,0.658,3.94799999999999,292800,0.0,1.0
2012-11-01,0.69,0.7,0.6789,0.7,4.19999999999999,256200,0.0,1.0
2012-10-31,0.66,0.68,0.6397,0.6799,4.07939999999999,516600,0.0,1.0
2012-10-26,0.6969,0.6969,0.65,0.655,3.92999999999999,213000,0.0,1.0
2012-10-25,0.67,0.6999,0.67,0.6899,4.13939999999999,163800,0.0,1.0
2012-10-24,0.7,0.7002,0.6599,0.68,4.07999999999999,169200,0.0,1.0
2012-10-23,0.65,0.69,0.64,0.6869,4.12139999999999,309600,0.0,1.0
2012-10-22,0.72,0.72,0.6625,0.68,4.07999999999999,475200,0.0,1.0
2012-10-19,0.73,0.73,0.68,0.7245,4.34699999999999,728400,0.0,1.0
2012-10-18,0.711,0.7368,0.7,0.72,4.31999999999999,562200,0.0,1.0
2012-10-17,0.7404,0.7501,0.6904,0.711,4.26599999999999,619200,0.0,1.0
2012-10-16,0.73,0.76,0.73,0.7315,4.38899999999999,299400,0.0,1.0
2012-10-15,0.73,0.77,0.7015,0.756,4.53599999999999,246600,0.0,1.0
2012-10-12,0.75,0.75,0.71,0.724,4.34399999999999,379800,0.0,1.0
2012-10-11,0.7699,0.7793,0.7322,0.74,4.43999999999999,268200,0.0,1.0
2012-10-10,0.8,0.8,0.7126,0.7599,4.55939999999999,327600,0.0,1.0
2012-10-09,0.82,0.83,0.79,0.8,4.79999999999999,237000,0.0,1.0
2012-10-08,0.8349,0.84,0.81,0.81,4.85999999999999,119400,0.0,1.0
2012-10-05,0.7955,0.8495,0.7815,0.8216,4.92959999999999,926400,0.0,1.0
2012-10-04,0.89,0.89,0.81,0.81,4.85999999999999,613200,0.0,1.0
2012-10-03,0.8501,0.88,0.85,0.8665,5.19899999999999,215400,0.0,1.0
2012-10-02,0.855,0.87,0.85,0.85,5.09999999999999,187200,0.0,1.0
2012-10-01,0.8329,0.87,0.8329,0.855,5.12999999999999,123600,0.0,1.0
2012-09-28,0.87,0.87,0.833,0.833,4.99799999999999,95400,0.0,1.0
2012-09-27,0.87,0.8798,0.8235,0.86,5.15999999999999,362400,0.0,1.0
2012-09-26,0.8699,0.87,0.813,0.8333,4.99979999999999,331200,0.0,1.0
2012-09-25,0.8801,0.895,0.8502,0.89,5.33999999999999,340800,0.0,1.0
2012-09-24,0.9192,0.9192,0.88,0.8924,5.35439999999999,311400,0.0,1.0
2012-09-21,0.94,0.95,0.8605,0.8605,5.16299999999999,1270200,0.0,1.0
2012-09-20,0.87,0.92,0.85,0.92,5.51999999999999,1263000,0.0,1.0
2012-09-19,0.81,0.869,0.79,0.84,5.03999999999999,871200,0.0,1.0
2012-09-18,0.82,0.82,0.7899,0.79,4.73999999999999,654000,0.0,1.0
2012-09-17,0.798,0.82,0.798,0.81,4.85999999999999,511800,0.0,1.0
2012-09-14,0.79,0.8175,0.79,0.8008,4.80479999999999,207600,0.0,1.0
2012-09-13,0.84,0.84,0.789,0.8023,4.81379999999999,414000,0.0,1.0
2012-09-12,0.84,0.8597,0.8201,0.8301,4.98059999999999,793800,0.0,1.0
2012-09-11,0.8,0.83,0.795,0.83,4.97999999999999,1038000,0.0,1.0
2012-09-10,0.745,0.795,0.745,0.795,4.76999999999999,382200,0.0,1.0
2012-09-07,0.745,0.778,0.745,0.7741,4.64459999999999,202200,0.0,1.0
2012-09-06,0.7401,0.7732,0.7401,0.77,4.61999999999999,289800,0.0,1.0
2012-09-05,0.7108,0.76,0.705,0.755,4.52999999999999,357600,0.0,1.0
2012-09-04,0.76,0.7815,0.7226,0.7598,4.55879999999999,426000,0.0,1.0
2012-08-31,0.7602,0.79,0.759,0.759,4.55399999999999,240600,0.0,1.0
2012-08-30,0.79,0.79,0.759,0.759,4.55399999999999,339600,0.0,1.0
2012-08-29,0.775,0.795,0.7705,0.775,4.64999999999999,474000,0.0,1.0
2012-08-28,0.82,0.82,0.7635,0.78,4.67999999999999,1081800,0.0,1.0
2012-08-27,0.8,0.8197,0.77,0.7971,4.78259999999999,871800,0.0,1.0
2012-08-24,0.74,0.8,0.725,0.7899,4.73939999999999,556200,0.0,1.0
2012-08-23,0.762,0.7701,0.75,0.761,4.56599999999999,511800,0.0,1.0
2012-08-22,0.7702,0.78,0.75,0.7599,4.55939999999999,541800,0.0,1.0
2012-08-21,0.795,0.7989,0.765,0.7714,4.62839999999999,565800,0.0,1.0
2012-08-20,0.78,0.8198,0.7599,0.7841,4.70459999999999,1159800,0.0,1.0
2012-08-17,0.7899,0.79,0.76,0.789,4.73399999999999,726600,0.0,1.0
2012-08-16,0.78,0.7998,0.7531,0.768,4.60799999999999,1402800,0.0,1.0
2012-08-15,0.7248,0.775,0.7032,0.77,4.61999999999999,1180200,0.0,1.0
2012-08-14,0.7,0.7497,0.6901,0.73,4.37999999999999,1054800,0.0,1.0
2012-08-13,0.68,0.6995,0.674,0.695,4.16999999999999,206400,0.0,1.0
2012-08-10,0.68,0.69,0.6568,0.69,4.13999999999999,189600,0.0,1.0
2012-08-09,0.66,0.68,0.6545,0.68,4.07999999999999,249000,0.0,1.0
2012-08-08,0.69,0.69,0.6523,0.66,3.95999999999999,160200,0.0,1.0
2012-08-07,0.6721,0.6977,0.665,0.68,4.07999999999999,168600,0.0,1.0
2012-08-06,0.7,0.7005,0.6471,0.67,4.01999999999999,551400,0.0,1.0
2012-08-03,0.65,0.7,0.64,0.643,3.85799999999999,265200,0.0,1.0
2012-08-02,0.68,0.69,0.6225,0.65,3.89999999999999,745200,0.0,1.0
2012-08-01,0.7275,0.7275,0.66,0.66,3.95999999999999,870600,0.0,1.0
2012-07-31,0.74,0.74,0.6601,0.694,4.16399999999999,633600,0.0,1.0
2012-07-30,0.74,0.75,0.7055,0.73,4.37999999999999,726600,0.0,1.0
2012-07-27,0.74,0.76,0.7265,0.74,4.43999999999999,746400,0.0,1.0
2012-07-26,0.74,0.78,0.7,0.72,4.31999999999999,1689600,0.0,1.0
2012-07-25,0.7101,0.7101,0.6811,0.7,4.19999999999999,537000,0.0,1.0
2012-07-24,0.72,0.72,0.6911,0.7099,4.25939999999999,577200,0.0,1.0
2012-07-23,0.73,0.73,0.7,0.7,4.19999999999999,589200,0.0,1.0
2012-07-20,0.74,0.7497,0.6826,0.73,4.37999999999999,1520400,0.0,1.0
2012-07-19,0.68,0.72,0.645,0.7193,4.31579999999999,1087200,0.0,1.0
2012-07-18,0.65,0.6869,0.65,0.6642,3.98519999999999,401400,0.0,1.0
2012-07-17,0.6739,0.6739,0.6406,0.641,3.84599999999999,485400,0.0,1.0
2012-07-16,0.674,0.674,0.6522,0.6729,4.03739999999999,321000,0.0,1.0
2012-07-13,0.67,0.6701,0.6501,0.6501,3.90059999999999,168000,0.0,1.0
2012-07-12,0.7,0.719,0.653,0.661,3.96599999999999,277200,0.0,1.0
2012-07-11,0.71,0.735,0.68,0.684,4.10399999999999,206400,0.0,1.0
2012-07-10,0.71,0.71,0.6805,0.7,4.19999999999999,237600,0.0,1.0
2012-07-09,0.72,0.72,0.67,0.7015,4.20899999999999,501000,0.0,1.0
2012-07-06,0.65,0.7287,0.637,0.71,4.25999999999999,1020000,0.0,1.0
2012-07-05,0.64,0.66,0.63,0.63,3.77999999999999,567000,0.0,1.0
2012-07-03,0.65,0.66,0.63,0.6352,3.81119999999999,318000,0.0,1.0
2012-07-02,0.6626,0.68,0.6203,0.6203,3.72179999999999,654600,0.0,1.0
2012-06-29,0.6483,0.65,0.6336,0.64,3.83999999999999,88200,0.0,1.0
2012-06-28,0.64,0.6549,0.631,0.642,3.85199999999999,170400,0.0,1.0
2012-06-27,0.61,0.6601,0.61,0.631,3.78599999999999,101400,0.0,1.0
2012-06-26,0.62,0.66,0.62,0.6401,3.84059999999999,393600,0.0,1.0
2012-06-25,0.57,0.66,0.57,0.63,3.77999999999999,426600,0.0,1.0
2012-06-22,0.63,0.684,0.6,0.6,3.59999999999999,810000,0.0,1.0
2012-06-21,0.75,0.75,0.5999,0.64,3.83999999999999,1758600,0.0,1.0
2012-06-20,0.75,0.75,0.66,0.72,4.31999999999999,4017600,0.0,1.0
2012-06-19,0.85,0.8699,0.79,0.8,4.79999999999999,153600,0.0,1.0
2012-06-18,0.86,0.87,0.82,0.8501,5.10059999999999,41400,0.0,1.0
2012-06-15,0.85,0.87,0.83,0.85,5.09999999999999,84600,0.0,1.0
2012-06-14,0.82,0.87,0.82,0.86,5.15999999999999,64800,0.0,1.0
2012-06-13,0.85,0.868,0.85,0.855,5.12999999999999,48600,0.0,1.0
2012-06-12,0.83,0.869,0.8299,0.85,5.09999999999999,74400,0.0,1.0
2012-06-11,0.87,0.908,0.79,0.8105,4.86299999999999,118200,0.0,1.0
2012-06-08,0.92,0.92,0.86,0.8701,5.22059999999999,61200,0.0,1.0
2012-06-07,0.94,0.94,0.87,0.93,5.57999999999999,140400,0.0,1.0
2012-06-06,0.92,0.9895,0.92,0.93,5.57999999999999,115800,0.0,1.0
2012-06-05,0.8706,0.94,0.8706,0.929,5.57399999999999,56400,0.0,1.0
2012-06-04,0.91,0.91,0.87,0.8805,5.28299999999999,132000,0.0,1.0
2012-06-01,0.91,0.93,0.871,0.9,5.39999999999999,46200,0.0,1.0
2012-05-31,0.93,0.93,0.9,0.92,5.51999999999999,90600,0.0,1.0
2012-05-30,0.9001,0.93,0.9,0.93,5.57999999999999,51000,0.0,1.0
2012-05-29,0.9099,0.93,0.9,0.93,5.57999999999999,81600,0.0,1.0
2012-05-25,0.94,0.94,0.8999,0.93,5.57999999999999,44400,0.0,1.0
2012-05-24,0.93,0.95,0.91,0.91,5.45999999999999,63000,0.0,1.0
2012-05-23,0.91,0.93,0.89,0.92,5.51999999999999,280800,0.0,1.0
2012-05-22,0.89,0.92,0.89,0.91,5.45999999999999,108600,0.0,1.0
2012-05-21,0.9,0.9304,0.86,0.9,5.39999999999999,47400,0.0,1.0
2012-05-18,0.9,0.92,0.8802,0.9,5.39999999999999,117600,0.0,1.0
2012-05-17,0.86,0.92,0.86,0.905,5.42999999999999,215400,0.0,1.0
2012-05-16,0.87,0.96,0.86,0.875,5.24999999999999,101400,0.0,1.0
2012-05-15,0.8954,0.9203,0.85,0.9,5.39999999999999,255600,0.0,1.0
2012-05-14,0.93,0.95,0.87,0.9,5.39999999999999,337200,0.0,1.0
2012-05-11,0.95,0.95,0.9201,0.93,5.57999999999999,52200,0.0,1.0
2012-05-10,0.93,0.989,0.928,0.95,5.69999999999999,123600,0.0,1.0
2012-05-09,0.93,0.97,0.911,0.95,5.69999999999999,85800,0.0,1.0
2012-05-08,0.95,0.97,0.92,0.92,5.51999999999999,115200,0.0,1.0
2012-05-07,0.95,0.97,0.9064,0.97,5.81999999999999,126000,0.0,1.0
2012-05-04,1.01,1.0127,0.9,0.9401,5.64059999999999,321000,0.0,1.0
2012-05-03,1.0444,1.05,1.01,1.01,6.05999999999999,105600,0.0,1.0
2012-05-02,1.05,1.06,1.01,1.01,6.05999999999999,109200,0.0,1.0
2012-05-01,1.01,1.05,1.0,1.03,6.17999999999999,168600,0.0,1.0
2012-04-30,1.05,1.08,1.01,1.01,6.05999999999999,213600,0.0,1.0
2012-04-27,1.04,1.07,1.01,1.04,6.23999999999999,354000,0.0,1.0
2012-04-26,1.15,1.1507,1.01,1.04,6.23999999999999,850800,0.0,1.0
2012-04-25,1.2,1.2301,1.17,1.2,7.19999999999999,354600,0.0,1.0
2012-04-24,1.19,1.21,1.14,1.2,7.19999999999999,389400,0.0,1.0
2012-04-23,1.18,1.21,1.14,1.18,7.07999999999999,207600,0.0,1.0
2012-04-20,1.16,1.22,1.12,1.17,7.01999999999999,527400,0.0,1.0
2012-04-19,1.17,1.24,1.13,1.15,6.89999999999999,636600,0.0,1.0
2012-04-18,1.12,1.12,1.06,1.09,6.53999999999999,61800,0.0,1.0
2012-04-17,1.15,1.1599,1.1,1.1,6.59999999999999,46800,0.0,1.0
2012-04-16,1.03,1.19,1.03,1.14,6.83999999999999,165600,0.0,1.0
2012-04-13,1.1,1.12,1.01,1.02,6.11999999999999,229800,0.0,1.0
2012-04-12,1.06,1.13,1.0508,1.09,6.53999999999999,145800,0.0,1.0
2012-04-11,1.05,1.1389,1.05,1.09,6.53999999999999,177000,0.0,1.0
2012-04-10,1.1,1.1,1.04,1.05,6.29999999999999,76800,0.0,1.0
2012-04-09,1.12,1.16,1.05,1.07,6.41999999999999,204000,0.0,1.0
2012-04-05,1.08,1.16,1.08,1.14,6.83999999999999,122400,0.0,1.0
2012-04-04,1.15,1.19,1.07,1.09,6.53999999999999,184800,0.0,1.0
2012-04-03,1.14,1.16,1.13,1.14,6.83999999999999,131400,0.0,1.0
2012-04-02,1.15,1.17,1.13,1.14,6.83999999999999,223200,0.0,1.0
2012-03-30,1.14,1.17,1.13,1.15,6.89999999999999,76200,0.0,1.0
2012-03-29,1.13,1.16,1.13,1.16,6.95999999999999,38400,0.0,1.0
2012-03-28,1.14,1.18,1.13,1.15,6.89999999999999,136800,0.0,1.0
2012-03-27,1.17,1.17,1.12,1.16,6.95999999999999,67800,0.0,1.0
2012-03-26,1.16,1.18,1.14,1.17,7.01999999999999,87600,0.0,1.0
2012-03-23,1.15,1.181,1.13,1.16,6.95999999999999,285600,0.0,1.0
2012-03-22,1.19,1.2,1.16,1.17,7.01999999999999,139800,0.0,1.0
2012-03-21,1.18,1.19,1.15,1.16,6.95999999999999,86400,0.0,1.0
2012-03-20,1.14,1.23,1.14,1.18,7.07999999999999,153600,0.0,1.0
2012-03-19,1.18,1.2,1.14,1.16,6.95999999999999,294600,0.0,1.0
2012-03-16,1.21,1.23,1.17,1.2,7.19999999999999,365400,0.0,1.0
2012-03-15,1.23,1.29,1.19,1.21,7.25999999999999,318000,0.0,1.0
2012-03-14,1.18,1.2099,1.15,1.2,7.19999999999999,294600,0.0,1.0
2012-03-13,1.19,1.23,1.16,1.17,7.01999999999999,197400,0.0,1.0
2012-03-12,1.18,1.24,1.16,1.19,7.13999999999999,271200,0.0,1.0
2012-03-09,1.19,1.21,1.12,1.18,7.07999999999999,190200,0.0,1.0
2012-03-08,1.16,1.205,1.14,1.19,7.13999999999999,503400,0.0,1.0
