,VRTS_Open,VRTS_High,VRTS_Low,VRTS_Close,VRTS_Adj Close,VRTS_Volume,VRTS_Dividend Amount,VRTS_Split Coefficient
2021-03-17,255.9,262.27,253.33,261.09,235.736838645336,30312,0.0,1.0
2021-03-16,262.32,262.32,255.89,257.42,232.423214232956,31402,0.0,1.0
2021-03-15,262.61,262.61,256.78,261.65,236.242459809078,30469,0.0,1.0
2021-03-12,259.07,260.965,255.265,259.31,234.129685660585,38358,0.0,1.0
2021-03-11,263.14,266.79,258.5,260.67,235.35762277253,43085,0.0,1.0
2021-03-10,257.67,266.68,257.67,259.4,234.210946204758,44718,0.0,1.0
2021-03-09,249.27,257.44,244.5931,254.0,229.335313554389,59187,0.0,1.0
2021-03-08,247.07,253.085,243.6694,245.63,221.778082946317,48926,0.0,1.0
2021-03-05,243.1,245.91,231.62,245.91,222.030893528188,45932,0.0,1.0
2021-03-04,248.1,248.1,229.68,237.81,214.717444552635,84093,0.0,1.0
2021-03-03,256.13,270.0,243.0,245.98,222.094096173656,147071,0.0,1.0
2021-03-02,256.15,260.45,251.68,253.73,229.091531921871,47794,0.0,1.0
2021-03-01,256.0,267.0,256.0,263.77,238.156597071816,58794,0.0,1.0
2021-02-26,251.46,254.8366,245.26,250.9,226.536339255103,39662,0.0,1.0
2021-02-25,257.79,259.515,250.535,250.9,226.536339255103,31252,0.0,1.0
2021-02-24,257.69,262.83,256.0449,258.24,233.163588079864,35106,0.0,1.0
2021-02-23,241.67,257.43,234.62,255.31,230.518105919571,56825,0.0,1.0
2021-02-22,243.96,247.0,240.85,243.24,219.620164051061,36000,0.0,1.0
2021-02-19,255.0,255.0,242.79,247.0,223.015049007615,73205,0.0,1.0
2021-02-18,253.14,254.21,245.62,249.0,224.820838878122,43928,0.0,1.0
2021-02-17,259.51,260.23,252.88,253.48,228.865808188057,34055,0.0,1.0
2021-02-16,258.76,263.01,256.86,262.21,236.74808097282,40777,0.0,1.0
2021-02-12,252.1,258.16,252.1,257.94,232.892719599288,21480,0.0,1.0
2021-02-11,256.1,256.1,242.28,255.01,230.247237438995,32873,0.0,1.0
2021-02-10,253.34,260.0,252.525,253.46,228.847750289352,50962,0.0,1.0
2021-02-09,243.91,252.2375,243.56,250.06,225.77790750949,41461,0.0,1.0
2021-02-08,243.5,245.91,242.45,245.78,221.913517186605,27813,0.0,1.0
2021-02-05,240.28,241.65,235.78,241.65,218.184561104008,38247,0.0,1.0
2021-02-04,232.06,238.32,232.06,236.15,213.218638960114,43221,0.0,1.0
2021-02-03,237.83,238.4675,227.51,232.28,209.724435560683,67991,0.0,1.0
2021-02-02,240.0,247.01,225.05,234.04,211.313530646729,102750,0.0,1.0
2021-02-01,212.5,222.7,211.0853,221.64,200.117633449586,46402,0.0,1.0
2021-01-29,215.55,215.55,207.11,210.0,189.607936403235,80768,0.0,1.0
2021-01-28,206.89,218.7,206.89,217.21,196.117808886413,66844,0.82,1.0
2021-01-27,210.65,213.62,200.94,203.92,183.425875283756,71940,0.0,1.0
2021-01-26,216.79,218.94,212.9801,216.77,194.984439904177,25610,0.0,1.0
2021-01-25,224.65,224.66,215.62,216.04,194.327805493834,64596,0.0,1.0
2021-01-22,217.02,223.97,213.805,223.03,200.615304847666,70923,0.0,1.0
2021-01-21,227.27,227.27,219.74,219.87,197.772887400154,55377,0.0,1.0
2021-01-20,223.68,225.55,223.22,224.74,202.153448466415,52383,0.0,1.0
2021-01-19,230.59,232.1,220.14,223.36,200.912139581109,86115,0.0,1.0
2021-01-15,231.99,233.27,225.03,226.97,204.159331665134,75315,0.0,1.0
2021-01-14,235.89,238.3411,233.76,235.36,211.706129888117,54562,0.0,1.0
2021-01-13,233.81,236.0,232.47,233.81,210.311906140128,51583,0.0,1.0
2021-01-12,235.15,237.24,232.95,234.48,210.914570598936,36242,0.0,1.0
2021-01-11,232.49,239.99,228.35,233.02,209.60130177825,41305,0.0,1.0
2021-01-08,233.0,236.0,228.8,233.86,210.356881099741,40568,0.0,1.0
2021-01-07,230.13,232.8392,228.66,232.2,208.863712440605,31168,0.0,1.0
2021-01-06,216.67,236.41,216.67,229.77,206.677929403436,81019,0.0,1.0
2021-01-05,215.76,220.0,214.25,215.67,193.994990792701,45678,0.0,1.0
2021-01-04,219.58,220.295,210.535,212.63,191.260513248259,51584,0.0,1.0
2020-12-31,214.09,217.29,213.56,217.0,195.191324718395,28488,0.0,1.0
2020-12-30,212.59,216.4,212.59,215.15,193.527251212731,27946,0.0,1.0
2020-12-29,213.42,214.53,208.33,211.67,190.396994023699,23254,0.0,1.0
2020-12-28,217.37,218.5,213.0,213.47,192.01609256975,33049,0.0,1.0
2020-12-24,212.66,215.17,210.645,214.86,193.266396446978,28649,0.0,1.0
2020-12-23,210.24,213.97,208.2961,212.04,190.729808724831,25516,0.0,1.0
2020-12-22,206.5,209.97,203.1401,207.49,186.637087400091,29037,0.0,1.0
2020-12-21,206.18,209.01,203.3,204.76,184.181454605246,62341,0.0,1.0
2020-12-18,214.82,214.82,207.37,208.47,187.518596608496,161330,0.0,1.0
2020-12-17,215.61,216.52,209.33,214.82,193.230416479288,66814,0.0,1.0
2020-12-16,215.88,217.3,210.295,213.0,191.593327949392,74972,0.0,1.0
2020-12-15,206.0,217.09,205.115,213.76,192.276947335502,85181,0.0,1.0
2020-12-14,213.82,216.29,202.25,204.2,183.677735057586,63179,0.0,1.0
2020-12-11,211.67,214.46,209.51,210.82,189.632419710285,40027,0.0,1.0
2020-12-10,210.21,216.97,210.21,214.2,192.672726980093,35165,0.0,1.0
2020-12-09,216.59,216.59,209.0,213.12,191.701267852462,69558,0.0,1.0
2020-12-08,205.07,214.5999,205.07,214.33,192.789661875085,79231,0.0,1.0
2020-12-07,206.59,206.59,203.9,205.64,184.973013894427,50164,0.0,1.0
2020-12-04,200.0,206.66,197.5,206.0,185.296833603637,41154,0.0,1.0
2020-12-03,185.35,200.79,185.35,199.53,179.477073829775,60533,0.0,1.0
2020-12-02,179.87,185.69,179.5,184.4,165.867651051023,43985,0.0,1.0
2020-12-01,179.73,181.62,178.53,179.89,161.810909693972,25811,0.0,1.0
2020-11-30,185.0,185.0,177.16,178.88,160.902415509799,46937,0.0,1.0
2020-11-27,182.61,186.04,181.26,185.12,166.515290469443,23984,0.0,1.0
2020-11-25,182.83,184.21,179.475,182.6,164.248552504972,42881,0.0,1.0
2020-11-24,184.18,187.905,179.82,183.75,165.28297657606,84582,0.0,1.0
2020-11-23,178.88,184.03,178.88,182.66,164.302522456507,53458,0.0,1.0
2020-11-20,179.02,180.125,174.17,178.75,160.785480614807,55150,0.0,1.0
2020-11-19,181.69,183.28,174.99,179.4,161.37015508977,61690,0.0,1.0
2020-11-18,191.47,194.89,182.68,182.92,164.536392246492,139078,0.0,1.0
2020-11-17,185.11,192.41,182.645,190.69,171.52550097028,106896,0.0,1.0
2020-11-16,184.47,189.78,183.53,186.77,167.999464136657,72150,0.0,1.0
2020-11-13,177.6,182.81,176.93,181.78,163.510963167326,41195,0.0,1.0
2020-11-12,177.52,179.9,173.39,175.53,157.889093215759,55354,0.0,1.0
2020-11-11,179.0,180.4,177.22,179.33,161.307190146312,58270,0.0,1.0
2020-11-10,175.87,179.98,174.32,177.38,159.553166721423,64353,0.0,1.0
2020-11-09,175.12,182.9462,172.85,173.25,155.838235057428,67114,0.0,1.0
2020-11-06,175.79,175.79,168.54,169.02,152.033353474208,45298,0.0,1.0
2020-11-05,170.53,175.66,170.53,174.29,156.773714217369,53658,0.0,1.0
2020-11-04,164.06,171.86,162.12,168.42,151.493653958857,61976,0.0,1.0
2020-11-03,166.2,168.8,163.46,165.56,148.92108626902,75198,0.0,1.0
2020-11-02,161.64,165.0,159.42,163.27,146.861233118766,65424,0.0,1.0
2020-10-30,157.49,160.03,157.42,159.55,143.515096123594,48562,0.0,1.0
2020-10-29,157.28,159.83,155.73,158.74,142.786501777871,44111,0.82,1.0
2020-10-28,161.51,164.825,158.9927,159.15,142.419602393759,45493,0.0,1.0
2020-10-27,174.2,174.2,164.485,165.64,148.227351181289,52242,0.0,1.0
2020-10-26,178.07,180.89,172.02,173.17,154.965771577299,53349,0.0,1.0
2020-10-23,170.43,179.57,170.43,177.56,158.894279616939,62630,0.0,1.0
2020-10-22,167.13,170.085,165.751,169.0,151.234136377915,59571,0.0,1.0
2020-10-21,167.84,169.26,164.97,166.75,149.220664148032,37378,0.0,1.0
2020-10-20,164.24,167.15,164.24,166.74,149.211715382566,33110,0.0,1.0
2020-10-19,166.48,167.375,162.34,163.11,145.963313518354,40902,0.0,1.0
2020-10-16,162.08,166.21,160.785,164.91,147.57409130226,31381,0.0,1.0
2020-10-15,158.84,163.64,154.7775,162.73,145.62326043064,49997,0.0,1.0
2020-10-14,156.77,159.48,155.0,158.85,142.151139429774,44335,0.0,1.0
2020-10-13,156.07,157.695,155.23,156.15,139.734972753914,50777,0.0,1.0
2020-10-12,156.85,158.04,155.02,156.53,140.075025841628,51961,0.0,1.0
2020-10-09,156.66,157.6,154.28,155.61,139.251739418742,49664,0.0,1.0
2020-10-08,145.8,154.64,145.8,154.27,138.052604846278,66031,0.0,1.0
2020-10-07,147.1,148.95,143.69,144.2,129.041198021866,85020,0.0,1.0
2020-10-06,150.68,150.68,145.18,145.68,130.365615310856,69704,0.0,1.0
2020-10-05,144.35,148.96,143.64,148.46,132.853372110446,56009,0.0,1.0
2020-10-02,135.89,143.14,135.22,142.41,127.439369003426,48743,0.0,1.0
2020-10-01,139.2,139.78,137.19,138.3,123.761426396838,30348,0.0,1.0
2020-09-30,137.95,140.94,137.69,138.65,124.074633188154,37796,0.0,1.0
2020-09-29,138.41,139.18,135.48,137.14,122.723369602765,31937,0.0,1.0
2020-09-28,136.87,140.08,135.0,138.49,123.931452940695,38169,0.0,1.0
2020-09-25,132.52,135.0,131.95,134.75,120.584614656356,45700,0.0,1.0
2020-09-24,134.86,136.0,131.92,133.38,119.358633787493,76014,0.0,1.0
2020-09-23,135.85,139.92,134.42,134.87,120.691999841949,90075,0.0,1.0
2020-09-22,131.26,137.04,130.98,136.05,121.747954166955,72547,0.0,1.0
2020-09-21,136.14,137.2,129.35,130.92,117.157237482821,69524,0.0,1.0
2020-09-18,140.69,142.04,138.46,139.13,124.504173930529,145366,0.0,1.0
2020-09-17,137.4,140.89,137.4,139.18,124.548917757859,60700,0.0,1.0
2020-09-16,135.8,141.11,135.8,139.75,125.05899738943,47635,0.0,1.0
2020-09-15,138.02,138.49,135.76,136.08,121.774800463353,26484,0.0,1.0
2020-09-14,135.66,137.87,134.13,136.51,122.159597378398,24010,0.0,1.0
2020-09-11,132.72,136.095,132.003,135.0,120.808333793009,36884,0.0,1.0
2020-09-10,136.39,137.2,131.84,132.47,118.544296130074,49771,0.0,1.0
2020-09-09,134.32,135.43,131.9,135.02,120.826231323942,31211,0.0,1.0
2020-09-08,136.52,136.52,131.61,133.0,119.018580699779,45997,0.0,1.0
2020-09-04,142.65,142.65,137.73,138.67,124.092530719086,50669,0.0,1.0
2020-09-03,143.88,144.35,139.84,141.16,126.320773320157,49442,0.0,1.0
2020-09-02,141.78,144.29,140.86,143.32,128.253706660845,34122,0.0,1.0
2020-09-01,140.94,144.14,140.73,142.22,127.269342459569,39451,0.0,1.0
2020-08-31,138.51,143.5,137.51,141.9,126.982981964652,54448,0.0,1.0
2020-08-28,140.62,141.02,137.49,139.18,124.548917757859,42123,0.0,1.0
2020-08-27,139.38,141.77,138.58,139.99,125.273767760618,39355,0.0,1.0
2020-08-26,141.24,141.25,137.73,139.07,124.450481337732,19462,0.0,1.0
2020-08-25,141.52,142.03,139.92,140.66,125.873335046849,24650,0.0,1.0
2020-08-24,141.51,141.83,138.989,140.02,125.300614057016,54979,0.0,1.0
2020-08-21,139.35,140.8377,138.6,139.6,124.924765907438,24889,0.0,1.0
2020-08-20,140.1,143.29,139.87,140.34,125.586974551933,37577,0.0,1.0
2020-08-19,139.77,143.45,139.77,141.25,126.401312209352,26792,0.0,1.0
2020-08-18,142.81,144.51,140.16,140.16,125.425896773542,30896,0.0,1.0
2020-08-17,141.97,144.55,141.77,143.18,128.128423944319,29943,0.0,1.0
2020-08-14,140.41,144.69,140.41,142.62,127.627293078215,23448,0.0,1.0
2020-08-13,145.37,146.5,141.0,141.98,127.054572088381,27442,0.0,1.0
2020-08-12,145.84,148.24,142.23,144.95,129.712355431827,40501,0.0,1.0
2020-08-11,144.92,146.7,142.33,143.16,128.110526413387,39550,0.0,1.0
2020-08-10,143.02,146.1,140.47,142.56,127.573600485418,26699,0.0,1.0
2020-08-07,137.52,143.23,137.52,143.05,128.012089993259,27097,0.0,1.0
2020-08-06,139.48,140.34,137.78,138.7,124.119377015484,26609,0.0,1.0
2020-08-05,137.18,140.14,135.6,140.12,125.390101711677,32385,0.0,1.0
2020-08-04,136.65,136.65,132.96,135.23,121.014155398731,39271,0.0,1.0
2020-08-03,136.25,137.22,132.85,136.39,122.052212192804,25212,0.0,1.0
2020-07-31,135.47,136.41,132.48,135.92,121.631620215895,30404,0.0,1.0
2020-07-30,136.02,138.4,135.0909,136.1,121.792697994286,25048,0.67,1.0
2020-07-29,136.16,141.61,135.48,138.81,123.609303272551,31043,0.0,1.0
2020-07-28,137.99,138.67,135.24,136.5,121.552264942751,26311,0.0,1.0
2020-07-27,136.29,141.79,134.77,138.63,123.449014571528,40560,0.0,1.0
2020-07-24,136.98,143.485,132.125,133.77,119.121219643896,124695,0.0,1.0
2020-07-23,130.01,133.43,130.0,132.15,117.678621334685,58376,0.0,1.0
2020-07-22,129.49,132.73,129.49,131.38,116.992941891418,30064,0.0,1.0
2020-07-21,129.02,132.22,128.46,131.29,116.912797540906,21252,0.0,1.0
2020-07-20,126.65,131.91,125.72,127.91,113.9029319328,41580,0.0,1.0
2020-07-17,129.32,129.32,126.78,127.33,113.386446118391,44509,0.0,1.0
2020-07-16,129.81,131.14,125.98,129.82,115.603773149215,35422,0.0,1.0
2020-07-15,131.51,131.52,128.89,129.74,115.532533726538,53278,0.0,1.0
2020-07-14,122.81,128.25,121.22,127.34,113.395351046226,28415,0.0,1.0
2020-07-13,131.14,131.14,122.89,124.13,110.536869211309,60819,0.0,1.0
2020-07-10,123.39,128.2,123.39,127.27,113.333016551384,40585,0.0,1.0
2020-07-09,127.72,130.31,120.25,122.03,108.666834366036,41259,0.0,1.0
2020-07-08,127.01,129.94,124.6,127.08,113.163822922526,52027,0.0,1.0
2020-07-07,116.8,133.51,114.27,127.8,113.804977726619,99060,0.0,1.0
2020-07-06,117.9,120.7,116.79,118.04,105.113768160017,74605,0.0,1.0
2020-07-02,116.42,117.27,113.26,114.07,101.578511809667,39454,0.0,1.0
2020-07-01,115.71,118.0,112.62,113.07,100.688019026204,29728,0.0,1.0
2020-06-30,111.53,116.63,111.53,116.29,103.555405788956,39646,0.0,1.0
2020-06-29,109.32,112.89,109.32,112.89,100.52773032518,46385,0.0,1.0
2020-06-26,112.44,112.44,106.23,107.04,95.3183475419195,136462,0.0,1.0
2020-06-25,110.06,114.77,110.06,114.27,101.75661036636,32927,0.0,1.0
2020-06-24,113.43,116.4,109.56,109.91,97.8740618304594,44524,0.0,1.0
2020-06-23,115.84,116.39,114.53,115.17,102.558053871477,35789,0.0,1.0
2020-06-22,114.35,115.07,111.9,114.61,102.059377912737,36922,0.0,1.0
2020-06-19,119.19,119.53,114.23,115.06,102.460099665296,125806,0.0,1.0
2020-06-18,115.39,117.69,113.62,117.01,104.196560593049,46820,0.0,1.0
2020-06-17,116.12,117.84,112.99,116.48,103.724599417814,55933,0.0,1.0
2020-06-16,119.43,119.94,114.16,115.88,103.190303747736,56074,0.0,1.0
2020-06-15,107.96,114.9,106.64,113.4,100.981881644747,55410,0.0,1.0
2020-06-12,106.77,109.36,103.66,109.08,97.1349528201848,40364,0.0,1.0
2020-06-11,107.42,111.08,101.38,101.76,90.6165456452329,72315,0.0,1.0
2020-06-10,113.44,117.32,111.54,112.67,100.331821912818,56151,0.0,1.0
2020-06-09,111.91,115.98,110.97,114.09,101.596321665336,45679,0.0,1.0
2020-06-08,114.44,116.7,111.94,115.13,102.522434160138,48920,0.0,1.0
2020-06-05,113.91,119.0,108.57,111.25,99.0673221603003,109311,0.0,1.0
2020-06-04,111.79,114.04,108.63,111.11,98.9426531706155,52396,0.0,1.0
2020-06-03,108.4,114.06,107.79,113.35,100.937357005573,73730,0.0,1.0
2020-06-02,102.53,108.08,100.15,105.18,93.6620309646777,80089,0.0,1.0
2020-06-01,93.93,108.09,93.93,101.86,90.7055949235793,83414,0.0,1.0
2020-05-29,93.5,94.52,91.85,92.98,82.7980190064245,53794,0.0,1.0
2020-05-28,101.73,101.73,93.04,93.71,83.4480787383528,57091,0.0,1.0
2020-05-27,99.74,102.18,97.01,99.58,88.6752713772828,54456,0.0,1.0
2020-05-26,94.69,99.63,93.25,96.93,86.3154655011048,38987,0.0,1.0
2020-05-22,89.44,91.45,86.85,90.82,80.8745545941436,43842,0.0,1.0
2020-05-21,88.07,91.31,88.07,89.07,79.3161922230827,32631,0.0,1.0
2020-05-20,86.32,89.38,86.32,88.47,78.7818965530047,31578,0.0,1.0
2020-05-19,88.58,90.23,84.77,84.77,75.4870732541902,25711,0.0,1.0
2020-05-18,84.6,89.48,83.13,89.16,79.3963365735944,39308,0.0,1.0
2020-05-15,82.08,82.97,80.26,81.2,72.308014017226,40888,0.0,1.0
2020-05-14,79.01,84.42,75.2,82.87,73.7951369656098,45635,0.0,1.0
2020-05-13,84.81,85.57,80.81,82.22,73.2163166563586,37277,0.0,1.0
2020-05-12,91.5,91.5,86.13,86.4,76.9385764912355,36753,0.0,1.0
2020-05-11,93.55,94.39,91.26,91.49,81.4711847590641,53012,0.0,1.0
2020-05-08,90.99,95.94,90.95,95.47,85.0153460372483,47134,0.0,1.0
2020-05-07,88.64,91.27,88.25,89.7,79.8772026766646,33461,0.0,1.0
2020-05-06,89.7,90.0,87.03,87.89,78.2654107385959,33639,0.0,1.0
2020-05-05,95.99,99.16,88.23,88.25,78.5859881406427,100404,0.0,1.0
2020-05-04,93.4,97.9,90.62,93.51,83.2699801816601,73763,0.0,1.0
2020-05-01,84.19,94.82,80.41,93.0,82.8158288620938,84026,0.0,1.0
2020-04-30,83.65,85.21,80.0,81.27,72.3703485120684,111157,0.0,1.0
2020-04-29,85.08,86.96,83.24,85.87,76.4666153159999,67777,0.67,1.0
2020-04-28,82.73,83.28,79.57,82.0,72.4550780669285,71709,0.0,1.0
2020-04-27,76.87,81.06,76.5,80.38,71.0236484758502,43583,0.0,1.0
2020-04-24,75.45,77.24,73.49,75.66,66.8530634944367,38932,0.0,1.0
2020-04-23,77.0,77.99,74.4,75.0,66.2698884758492,60192,0.0,1.0
2020-04-22,78.02,79.64,75.29,76.0,67.1534869888606,73213,0.0,1.0
2020-04-21,75.59,77.38,75.25,76.65,67.7278260223179,32766,0.0,1.0
2020-04-20,80.02,81.07,76.0,77.42,68.4081968773366,44751,0.0,1.0
2020-04-17,79.6,84.39,79.18,80.68,71.2887280297536,46752,0.0,1.0
2020-04-16,81.09,81.09,75.7,77.31,68.3110010409054,59451,0.0,1.0
2020-04-15,80.0,80.05,76.67,79.0,69.8042825278945,67863,0.0,1.0
2020-04-14,85.74,89.5,80.86,82.09,72.5346019330995,49686,0.0,1.0
2020-04-13,83.12,87.1,80.71,84.5,74.6640743494568,59568,0.0,1.0
2020-04-09,80.08,85.3,80.08,84.63,74.7789421561483,57038,0.0,1.0
2020-04-08,80.48,81.36,76.04,79.97,70.6613730855155,47144,0.0,1.0
2020-04-07,75.12,80.85,71.5,77.99,68.9118480297531,90492,0.0,1.0
2020-04-06,67.24,73.08,67.24,71.62,63.283325501871,69741,0.0,1.0
2020-04-03,70.52,73.12,62.82,65.05,57.4780832713866,60925,0.0,1.0
2020-04-02,71.37,74.61,68.1,71.01,62.7443304089341,78890,0.0,1.0
2020-04-01,72.66,75.3,70.58,72.39,63.9636963568897,63473,0.0,1.0
2020-03-31,75.0,76.3,73.04,76.11,67.2506828252918,73229,0.0,1.0
2020-03-30,75.94,79.68,72.04,75.57,66.7735396282657,69334,0.0,1.0
2020-03-27,73.01,77.84,72.81,75.0,66.2698884758492,88046,0.0,1.0
2020-03-26,71.24,79.28,71.24,78.42,69.291795390348,73041,0.0,1.0
2020-03-25,69.44,76.89,67.41,70.07,61.9137478067034,55087,0.0,1.0
2020-03-24,60.5,72.64,58.87,68.85,60.8357576208296,62360,0.0,1.0
2020-03-23,68.15,72.94,55.37,57.32,50.647866765809,90677,0.0,1.0
2020-03-20,73.78,77.44,66.99,67.72,59.8372913011268,135114,0.0,1.0
2020-03-19,72.26,81.29,70.43,74.4,65.7397293680424,98949,0.0,1.0
2020-03-18,73.37,74.73,67.94,73.18,64.6617391821686,127473,0.0,1.0
2020-03-17,73.08,79.26,69.61,78.93,69.7424306319838,100585,0.0,1.0
2020-03-16,74.61,79.42,70.69,72.45,64.0167122676704,99717,0.0,1.0
2020-03-13,85.06,88.54,77.12,84.87,74.991005799271,64054,0.0,1.0
2020-03-12,86.06,86.57,77.86,80.57,71.1915321933223,93745,0.0,1.0
2020-03-11,96.76,96.97,91.73,92.66,81.8742382156292,134504,0.0,1.0
2020-03-10,93.25,99.51,92.58,99.37,87.8031842379352,87622,0.0,1.0
2020-03-09,92.93,95.74,88.12,89.65,79.2146066914651,86847,0.0,1.0
2020-03-06,97.35,102.72,97.35,101.71,89.8708047583817,107952,0.0,1.0
2020-03-05,108.73,109.09,101.35,102.5,90.5688475836606,124087,0.0,1.0
2020-03-04,111.23,112.43,107.93,112.24,99.1750971003909,77795,0.0,1.0
2020-03-03,112.44,114.09,107.93,108.87,96.1973701115428,112241,0.0,1.0
2020-03-02,111.35,112.54,105.0,112.54,99.4401766542943,217708,0.0,1.0
2020-02-28,112.21,114.25,107.96,110.4,97.5492758364501,114477,0.0,1.0
2020-02-27,118.01,121.66,112.12,117.06,103.434041933106,53074,0.0,1.0
2020-02-26,123.49,125.41,119.19,120.53,106.500128773255,47473,0.0,1.0
2020-02-25,126.62,127.01,121.48,122.79,108.49706141266,67929,0.0,1.0
2020-02-24,129.48,130.08,125.48,126.62,111.881243717494,79551,0.0,1.0
2020-02-21,137.03,137.04,133.97,134.58,118.914687881064,57877,0.0,1.0
2020-02-20,136.74,138.68,136.61,137.48,121.477123568797,37316,0.0,1.0
2020-02-19,135.22,137.39,134.65,137.22,121.247387955414,54735,0.0,1.0
2020-02-18,136.79,136.99,132.43,134.72,119.038391672885,47002,0.0,1.0
2020-02-14,136.12,137.04,133.47,136.07,120.231249665451,218739,0.0,1.0
2020-02-13,137.77,139.14,135.99,136.08,120.240085650581,56971,0.0,1.0
2020-02-12,140.08,140.87,138.35,138.46,122.343050111548,82174,0.0,1.0
2020-02-11,138.48,141.79,138.05,138.79,122.634637620842,107283,0.0,1.0
2020-02-10,134.15,138.53,132.11,138.13,122.051462602254,135767,0.0,1.0
2020-02-07,134.84,135.71,132.41,134.24,118.61426438664,45040,0.0,1.0
2020-02-06,135.61,136.6,134.9,135.44,119.674582602254,39880,0.0,1.0
2020-02-05,131.0,135.0,130.05,134.89,119.188603420097,103828,0.0,1.0
2020-02-04,128.28,129.89,127.12,129.87,114.752938884781,161139,0.0,1.0
2020-02-03,127.8,128.7,124.82,126.87,112.102143345747,232466,0.0,1.0
2020-01-31,128.55,128.55,120.18,123.03,108.709125055783,149650,0.0,1.0
2020-01-30,124.86,126.79,122.175,126.53,111.801719851323,92949,0.67,1.0
2020-01-29,126.85,127.9,125.34,126.48,111.168879927636,119219,0.0,1.0
2020-01-28,126.57,127.42,124.63,126.69,111.353458238711,66337,0.0,1.0
2020-01-27,124.26,126.91,123.87,125.73,110.509671673796,103494,0.0,1.0
2020-01-24,129.66,129.66,125.84,126.94,111.573194323325,68339,0.0,1.0
2020-01-23,129.89,130.0,127.57,129.74,114.034238470995,50000,0.0,1.0
2020-01-22,128.91,131.18,128.2,130.22,114.456131753453,92884,0.0,1.0
2020-01-21,128.24,129.15,127.2,128.33,112.794926953776,91882,0.0,1.0
2020-01-17,128.01,129.21,127.18,128.33,112.794926953776,58073,0.0,1.0
2020-01-16,126.9,127.78,126.64,127.05,111.669878200555,77312,0.0,1.0
2020-01-15,126.21,127.33,125.77,126.13,110.861249409177,61421,0.0,1.0
2020-01-14,127.7,128.75,126.53,126.99,111.617141540247,63468,0.0,1.0
2020-01-13,126.55,130.34,126.55,128.25,112.724611406699,115985,0.0,1.0
2020-01-10,125.11,127.25,124.35,126.71,111.37103712548,73532,0.0,1.0
2020-01-09,125.17,125.54,122.88,124.7,109.604359005188,64392,0.0,1.0
2020-01-08,123.52,124.98,123.1,124.1,109.076992402116,70141,0.0,1.0
2020-01-07,123.27,124.75,122.08,123.43,108.488099695352,40688,0.0,1.0
2020-01-06,122.76,123.72,121.35,123.36,108.42657359166,55866,0.0,1.0
2020-01-03,121.31,124.09,120.32,123.81,108.822098543964,73013,0.0,1.0
2020-01-02,122.92,126.11,121.0,123.16,108.250784723969,55737,0.0,1.0
2019-12-31,122.8,123.99,121.48,121.72,106.985104876596,46830,0.0,1.0
2019-12-30,123.06,123.3,122.03,122.82,107.951943648895,30071,0.0,1.0
2019-12-27,121.9,122.89,119.6,122.45,107.626734243667,40266,0.0,1.0
2019-12-26,124.0,124.0,121.03,121.19,106.519264377215,30335,0.0,1.0
2019-12-24,123.0,123.71,122.22,123.64,108.672678006427,12017,0.0,1.0
2019-12-23,123.73,123.73,121.62,123.05,108.154100846739,34892,0.0,1.0
2019-12-20,123.59,123.91,119.2,122.89,108.013469752587,206025,0.0,1.0
2019-12-19,121.67,123.88,119.18,123.46,108.514468025506,89921,0.0,1.0
2019-12-18,122.65,122.65,120.0,120.9,106.264370519064,76659,0.0,1.0
2019-12-17,120.0,122.02,119.0,122.02,107.248788178132,49264,0.0,1.0
2019-12-16,120.4,122.25,118.78,119.37,104.91958568123,79273,0.0,1.0
2019-12-13,119.81,119.97,117.94,119.69,105.200847869535,36541,0.0,1.0
2019-12-12,118.37,121.28,116.5,120.46,105.877635010144,58180,0.0,1.0
2019-12-11,117.74,118.85,116.23,117.81,103.548432513242,57406,0.0,1.0
2019-12-10,119.55,119.55,115.26,117.22,103.029855353554,63719,0.0,1.0
2019-12-09,119.03,120.37,118.37,119.63,105.148111209228,72758,0.0,1.0
2019-12-06,117.83,120.0,117.51,119.41,104.954743454768,65105,0.0,1.0
2019-12-05,117.88,118.45,116.42,116.66,102.53764652402,39543,0.0,1.0
2019-12-04,117.06,118.29,116.05,116.88,102.73101427848,43743,0.0,1.0
2019-12-03,114.94,116.75,114.1,115.97,101.931174930487,45850,0.0,1.0
2019-12-02,118.46,122.28,116.28,116.77,102.63433040125,30359,0.0,1.0
2019-11-29,117.8,119.47,115.94,117.8,103.539643069857,18203,0.0,1.0
2019-11-27,117.56,123.26,114.54,118.41,104.075799116314,25834,0.0,1.0
2019-11-26,118.36,118.4,116.69,117.12,102.941960919708,46983,0.0,1.0
2019-11-25,116.82,120.57,115.97,117.9,103.627537503702,68772,0.0,1.0
2019-11-22,116.35,117.39,115.21,116.44,102.34427876956,25577,0.0,1.0
2019-11-21,116.08,116.9,114.58,115.61,101.614754968643,35760,0.0,1.0
2019-11-20,116.17,117.69,114.2,115.6,101.605965525259,42162,0.0,1.0
2019-11-19,116.98,118.36,116.57,117.04,102.871645372632,28769,0.0,1.0
2019-11-18,116.45,116.94,115.75,116.28,102.203647675407,51807,0.0,1.0
2019-11-15,117.46,117.8,115.52,117.16,102.977118693247,43130,0.0,1.0
2019-11-14,116.31,117.76,115.3,116.42,102.326699882791,44845,0.0,1.0
2019-11-13,115.9,116.81,114.07,116.5,102.397015429867,59117,0.0,1.0
