,LGIH_Open,LGIH_High,LGIH_Low,LGIH_Close,LGIH_Adj Close,LGIH_Volume,LGIH_Dividend Amount,LGIH_Split Coefficient
2021-11-11,138.9,140.93,138.52,140.47,140.47,147059,0.0,1.0
2021-11-10,138.79,141.48,137.73,138.13,138.13,264513,0.0,1.0
2021-11-09,137.87,140.575,137.87,139.18,139.18,236809,0.0,1.0
2021-11-08,139.0,139.39,135.59,136.81,136.81,202012,0.0,1.0
2021-11-05,137.23,140.335,136.0,138.47,138.47,237069,0.0,1.0
2021-11-04,140.0,142.66,134.4,135.09,135.09,331899,0.0,1.0
2021-11-03,135.58,142.5,135.2513,138.85,138.85,326622,0.0,1.0
2021-11-02,152.5,154.63,133.325,135.89,135.89,788403,0.0,1.0
2021-11-01,148.79,155.03,146.045,154.65,154.65,257793,0.0,1.0
2021-10-29,147.4,150.81,147.4,149.3,149.3,182907,0.0,1.0
2021-10-28,145.87,150.84,144.03,147.81,147.81,155097,0.0,1.0
2021-10-27,147.12,150.19,144.57,144.57,144.57,146805,0.0,1.0
2021-10-26,146.31,147.33,144.58,146.19,146.19,95497,0.0,1.0
2021-10-25,145.62,148.39,144.8,145.71,145.71,124495,0.0,1.0
2021-10-22,145.58,147.81,145.26,145.62,145.62,123059,0.0,1.0
2021-10-21,145.8,147.01,144.16,145.26,145.26,111390,0.0,1.0
2021-10-20,143.44,147.75,143.0,146.38,146.38,135050,0.0,1.0
2021-10-19,142.12,144.0999,140.64,142.9,142.9,140861,0.0,1.0
2021-10-18,138.38,142.05,138.38,140.62,140.62,234934,0.0,1.0
2021-10-15,145.26,145.26,138.59,138.61,138.61,205537,0.0,1.0
2021-10-14,141.5,143.93,141.215,142.96,142.96,203629,0.0,1.0
2021-10-13,140.29,142.435,139.03,141.93,141.93,97035,0.0,1.0
2021-10-12,139.73,140.14,138.38,139.36,139.36,104961,0.0,1.0
2021-10-11,139.91,140.98,137.99,138.52,138.52,93041,0.0,1.0
2021-10-08,141.69,142.675,138.56,139.82,139.82,117590,0.0,1.0
2021-10-07,138.9,145.09,138.9,141.56,141.56,305576,0.0,1.0
2021-10-06,136.78,139.31,135.147,137.31,137.31,155427,0.0,1.0
2021-10-05,140.33,141.9,136.99,137.8,137.8,209214,0.0,1.0
2021-10-04,140.39,140.87,138.27,140.28,140.28,172273,0.0,1.0
2021-10-01,142.63,143.55,139.11,140.76,140.76,262406,0.0,1.0
2021-09-30,150.74,150.74,141.8,141.91,141.91,169622,0.0,1.0
2021-09-29,149.35,152.115,149.35,149.51,149.51,129352,0.0,1.0
2021-09-28,150.36,150.98,147.69,148.44,148.44,111439,0.0,1.0
2021-09-27,147.46,152.635,146.38,151.64,151.64,175553,0.0,1.0
2021-09-24,148.0,151.0,145.52,148.78,148.78,145939,0.0,1.0
2021-09-23,152.17,153.04,148.33,148.9,148.9,159249,0.0,1.0
2021-09-22,151.9,154.5,151.35,151.64,151.64,155028,0.0,1.0
2021-09-21,151.02,152.58,148.615,151.18,151.18,162758,0.0,1.0
2021-09-20,153.11,155.4677,148.14,150.16,150.16,202000,0.0,1.0
2021-09-17,155.98,158.0,155.0,156.85,156.85,581922,0.0,1.0
2021-09-16,153.31,157.41,153.31,155.56,155.56,180535,0.0,1.0
2021-09-15,150.76,153.72,149.59,153.32,153.32,158483,0.0,1.0
2021-09-14,153.98,154.715,149.54,151.09,151.09,181203,0.0,1.0
2021-09-13,153.67,153.67,147.97,152.39,152.39,261824,0.0,1.0
2021-09-10,155.36,156.765,152.89,153.05,153.05,195125,0.0,1.0
2021-09-09,152.09,155.65,150.6329,153.61,153.61,198270,0.0,1.0
2021-09-08,157.4,157.68,151.5,151.98,151.98,212734,0.0,1.0
2021-09-07,161.45,161.79,157.955,159.39,159.39,146148,0.0,1.0
2021-09-03,162.23,165.91,158.76,162.61,162.61,143764,0.0,1.0
2021-09-02,164.9,165.25,162.4346,163.4,163.4,116194,0.0,1.0
2021-09-01,161.15,164.88,159.72,164.4,164.4,167688,0.0,1.0
2021-08-31,159.74,161.755,156.56,160.33,160.33,165875,0.0,1.0
2021-08-30,158.13,159.45,155.86,159.03,159.03,135287,0.0,1.0
2021-08-27,154.18,160.99,154.18,158.2,158.2,229968,0.0,1.0
2021-08-26,157.93,158.04,152.92,154.12,154.12,137341,0.0,1.0
2021-08-25,156.75,158.62,155.92,156.24,156.24,121059,0.0,1.0
2021-08-24,152.7,158.425,152.7,156.04,156.04,142416,0.0,1.0
2021-08-23,154.75,154.75,150.36,152.7,152.7,146450,0.0,1.0
2021-08-20,150.76,154.8,150.57,153.86,153.86,154217,0.0,1.0
2021-08-19,150.88,152.84,145.89,151.14,151.14,173958,0.0,1.0
2021-08-18,151.78,155.32,150.5,153.26,153.26,182206,0.0,1.0
2021-08-17,157.23,157.23,150.78,152.1,152.1,145851,0.0,1.0
2021-08-16,157.42,161.1194,156.0,159.38,159.38,119919,0.0,1.0
2021-08-13,159.49,160.2429,156.185,157.77,157.77,118645,0.0,1.0
2021-08-12,162.5,164.46,158.375,159.72,159.72,156035,0.0,1.0
2021-08-11,157.9,162.37,156.56,161.95,161.95,152184,0.0,1.0
2021-08-10,157.26,160.9059,156.15,157.77,157.77,171306,0.0,1.0
2021-08-09,157.01,159.95,155.8,157.69,157.69,144151,0.0,1.0
2021-08-06,159.66,161.46,156.5,158.49,158.49,145616,0.0,1.0
2021-08-05,158.98,161.75,157.26,158.28,158.28,173201,0.0,1.0
2021-08-04,162.1,164.75,158.66,159.01,159.01,281761,0.0,1.0
2021-08-03,174.87,174.87,161.12,163.04,163.04,478245,0.0,1.0
2021-08-02,172.6,175.9021,172.495,173.25,173.25,294720,0.0,1.0
2021-07-30,167.63,172.145,167.08,170.9,170.9,202019,0.0,1.0
2021-07-29,161.1,172.2,161.1,168.94,168.94,244536,0.0,1.0
2021-07-28,161.86,163.3,158.32,160.06,160.06,149773,0.0,1.0
2021-07-27,159.49,161.59,155.9923,161.35,161.35,128205,0.0,1.0
2021-07-26,166.0,167.16,159.16,159.5,159.5,142410,0.0,1.0
2021-07-23,162.26,165.83,161.5,165.69,165.69,159838,0.0,1.0
2021-07-22,162.28,163.25,159.411,161.32,161.32,172860,0.0,1.0
2021-07-21,161.11,164.69,160.72,163.99,163.99,136445,0.0,1.0
2021-07-20,157.9,162.135,155.965,160.7,160.7,179313,0.0,1.0
2021-07-19,152.3,159.52,151.225,156.98,156.98,210644,0.0,1.0
2021-07-16,156.99,159.7,154.9701,155.41,155.41,176921,0.0,1.0
2021-07-15,158.1,160.0554,155.08,156.69,156.69,177500,0.0,1.0
2021-07-14,157.38,160.72,156.5,158.58,158.58,172553,0.0,1.0
2021-07-13,163.06,163.06,156.75,157.03,157.03,176542,0.0,1.0
2021-07-12,163.19,164.95,160.815,163.77,163.77,190042,0.0,1.0
2021-07-09,164.1,167.5,163.82,164.17,164.17,155942,0.0,1.0
2021-07-08,164.65,167.69,160.0,163.28,163.28,197911,0.0,1.0
2021-07-07,162.97,170.75,162.535,168.74,168.74,274422,0.0,1.0
2021-07-06,165.18,165.18,159.02,162.07,162.07,238297,0.0,1.0
2021-07-02,166.37,167.03,164.8007,165.41,165.41,149976,0.0,1.0
2021-07-01,162.48,167.07,160.61,166.04,166.04,219439,0.0,1.0
2021-06-30,159.75,163.1,158.79,161.94,161.94,187952,0.0,1.0
2021-06-29,156.0,161.15,156.0,160.01,160.01,209224,0.0,1.0
2021-06-28,154.02,156.54,153.415,155.58,155.58,181488,0.0,1.0
2021-06-25,155.57,156.79,153.58,153.62,153.62,398350,0.0,1.0
2021-06-24,153.0898,155.21,151.215,154.58,154.58,124821,0.0,1.0
2021-06-23,155.52,155.52,150.36,153.94,153.94,174192,0.0,1.0
2021-06-22,154.27,156.42,153.03,155.83,155.83,258014,0.0,1.0
2021-06-21,153.73,157.16,153.39,155.54,155.54,314161,0.0,1.0
2021-06-18,150.43,157.36,150.36,153.01,153.01,634621,0.0,1.0
2021-06-17,151.65,155.06,149.5,152.26,152.26,408824,0.0,1.0
2021-06-16,156.58,160.0,152.69,152.79,152.79,415340,0.0,1.0
2021-06-15,154.43,157.3267,153.16,155.7,155.7,433217,0.0,1.0
2021-06-14,156.17,156.925,152.2,153.57,153.57,342279,0.0,1.0
2021-06-11,155.49,157.53,154.74,156.45,156.45,236219,0.0,1.0
2021-06-10,165.5,165.8159,152.85,154.82,154.82,531067,0.0,1.0
2021-06-09,175.15,175.15,166.26,167.14,167.14,287239,0.0,1.0
2021-06-08,172.57,175.98,172.47,175.56,175.56,221314,0.0,1.0
2021-06-07,172.2,173.65,168.69,171.68,171.68,264509,0.0,1.0
2021-06-04,173.2,174.2319,168.425,172.99,172.99,293956,0.0,1.0
2021-06-03,179.22,179.935,171.38,171.55,171.55,266349,0.0,1.0
2021-06-02,182.93,185.0,179.4035,181.26,181.26,461307,0.0,1.0
2021-06-01,184.2,184.99,179.0,183.17,183.17,273103,0.0,1.0
2021-05-28,179.55,181.95,176.9148,180.81,180.81,207048,0.0,1.0
2021-05-27,181.0,181.0,174.97,178.38,178.38,226017,0.0,1.0
2021-05-26,173.23,178.73,172.585,178.01,178.01,243589,0.0,1.0
2021-05-25,168.0,175.73,168.0,172.28,172.28,257751,0.0,1.0
2021-05-24,166.15,169.5,165.64,167.39,167.39,191550,0.0,1.0
2021-05-21,169.74,171.22,163.36,164.5,164.5,283694,0.0,1.0
2021-05-20,165.37,169.59,163.82,167.74,167.74,160912,0.0,1.0
2021-05-19,162.43,166.12,160.44,165.7,165.7,246111,0.0,1.0
2021-05-18,171.79,173.4074,166.22,166.53,166.53,443041,0.0,1.0
2021-05-17,173.64,174.87,168.43,171.04,171.04,256266,0.0,1.0
2021-05-14,173.73,176.51,171.99,175.83,175.83,280865,0.0,1.0
2021-05-13,164.03,174.62,164.03,172.8,172.8,253483,0.0,1.0
2021-05-12,170.44,170.595,163.53,164.32,164.32,319264,0.0,1.0
2021-05-11,177.26,177.72,165.25,171.86,171.86,442993,0.0,1.0
2021-05-10,184.68,188.0,180.3325,181.07,181.07,302235,0.0,1.0
2021-05-07,174.94,183.69,173.7,183.36,183.36,354109,0.0,1.0
2021-05-06,175.89,177.58,171.9285,175.29,175.29,312125,0.0,1.0
2021-05-05,176.2,176.66,167.6914,172.11,172.11,467183,0.0,1.0
2021-05-04,174.0,179.0,167.2541,174.62,174.62,581755,0.0,1.0
2021-05-03,167.03,173.38,166.35,172.07,172.07,379954,0.0,1.0
2021-04-30,170.41,171.4,165.15,165.78,165.78,239801,0.0,1.0
2021-04-29,165.97,172.045,165.35,170.36,170.36,240380,0.0,1.0
2021-04-28,168.9,168.9,164.33,165.26,165.26,202790,0.0,1.0
2021-04-27,167.14,171.94,166.97,167.86,167.86,170209,0.0,1.0
2021-04-26,169.09,169.09,166.22,167.09,167.09,229897,0.0,1.0
2021-04-23,166.0,168.145,162.87,167.15,167.15,272797,0.0,1.0
2021-04-22,164.47,166.3789,161.24,164.95,164.95,308252,0.0,1.0
2021-04-21,162.96,170.44,162.96,166.83,166.83,243666,0.0,1.0
2021-04-20,171.0,171.0,160.37,163.66,163.66,330619,0.0,1.0
2021-04-19,169.56,170.47,166.0501,170.2,170.2,237256,0.0,1.0
2021-04-16,165.32,169.85,164.22,168.78,168.78,244024,0.0,1.0
2021-04-15,164.6,166.67,163.45,165.22,165.22,310174,0.0,1.0
2021-04-14,160.42,163.64,159.475,163.04,163.04,275227,0.0,1.0
2021-04-13,160.0,160.96,156.59,160.42,160.42,200729,0.0,1.0
2021-04-12,159.14,161.75,156.49,160.93,160.93,209357,0.0,1.0
2021-04-09,152.51,158.6353,151.9,158.09,158.09,128746,0.0,1.0
2021-04-08,156.1,156.1,151.76,152.88,152.88,227143,0.0,1.0
2021-04-07,155.19,157.65,154.17,154.84,154.84,186673,0.0,1.0
2021-04-06,154.41,155.9963,152.3982,155.19,155.19,175579,0.0,1.0
2021-04-05,154.98,155.6487,152.41,153.54,153.54,207999,0.0,1.0
2021-04-01,149.48,154.32,149.48,153.0,153.0,202031,0.0,1.0
2021-03-31,149.16,151.65,148.0,149.31,149.31,255978,0.0,1.0
2021-03-30,146.9,150.19,145.95,149.76,149.76,312981,0.0,1.0
2021-03-29,151.3,154.0198,146.65,146.8,146.8,210475,0.0,1.0
2021-03-26,146.31,151.81,144.27,151.7,151.7,292288,0.0,1.0
2021-03-25,138.12,145.19,134.5367,144.76,144.76,382037,0.0,1.0
2021-03-24,139.51,142.73,138.3008,140.0,140.0,207993,0.0,1.0
2021-03-23,142.0,143.47,137.3,138.9,138.9,338418,0.0,1.0
2021-03-22,142.76,143.465,138.65,142.4,142.4,231611,0.0,1.0
2021-03-19,140.72,143.59,139.38,141.56,141.56,523184,0.0,1.0
2021-03-18,143.85,143.85,139.6,141.01,141.01,528551,0.0,1.0
2021-03-17,136.0,145.92,134.25,144.82,144.82,327631,0.0,1.0
2021-03-16,142.58,142.96,136.835,137.6,137.6,349942,0.0,1.0
2021-03-15,137.33,141.305,136.0,141.0,141.0,282183,0.0,1.0
2021-03-12,135.2,139.5,134.22,138.59,138.59,280605,0.0,1.0
2021-03-11,138.03,141.0,135.77,138.41,138.41,307527,0.0,1.0
2021-03-10,134.62,140.26,134.45,137.94,137.94,277485,0.0,1.0
2021-03-09,132.97,137.55,131.08,134.0,134.0,434277,0.0,1.0
2021-03-08,127.12,133.22,125.68,131.15,131.15,394131,0.0,1.0
2021-03-05,122.3,125.51,116.75,125.14,125.14,588035,0.0,1.0
2021-03-04,120.98,129.72,117.28,121.72,121.72,607730,0.0,1.0
2021-03-03,117.51,124.0,115.62,121.71,121.71,743957,0.0,1.0
2021-03-02,112.55,118.6,111.57,118.4,118.4,377195,0.0,1.0
2021-03-01,110.62,113.84,110.33,112.63,112.63,240459,0.0,1.0
2021-02-26,107.08,111.2,105.66,109.25,109.25,251524,0.0,1.0
2021-02-25,114.22,115.4257,105.07,105.49,105.49,402005,0.0,1.0
2021-02-24,116.99,118.0,112.4,115.92,115.92,243024,0.0,1.0
2021-02-23,116.77,117.0,109.5,115.81,115.81,377784,0.0,1.0
2021-02-22,117.11,118.62,114.75,115.09,115.09,246637,0.0,1.0
2021-02-19,116.56,119.15,116.08,119.0,119.0,287426,0.0,1.0
2021-02-18,115.57,117.89,115.19,116.07,116.07,165703,0.0,1.0
2021-02-17,114.31,116.55,113.3,116.46,116.46,144932,0.0,1.0
2021-02-16,120.86,120.86,114.5,114.98,114.98,234339,0.0,1.0
2021-02-12,123.96,124.25,120.54,120.82,120.82,148756,0.0,1.0
2021-02-11,122.68,125.0,120.67,123.37,123.37,268357,0.0,1.0
2021-02-10,119.01,121.6,115.15,120.85,120.85,203645,0.0,1.0
2021-02-09,119.35,120.83,117.59,118.03,118.03,266174,0.0,1.0
2021-02-08,118.29,120.3733,116.27,119.0,119.0,283633,0.0,1.0
2021-02-05,112.49,116.57,110.6,116.3,116.3,214783,0.0,1.0
2021-02-04,109.84,111.85,107.5,111.14,111.14,202483,0.0,1.0
2021-02-03,108.73,111.34,108.73,109.44,109.44,167501,0.0,1.0
2021-02-02,110.59,110.595,107.64,108.66,108.66,292066,0.0,1.0
2021-02-01,108.53,110.5,106.16,109.3,109.3,297952,0.0,1.0
2021-01-29,106.2,107.2,104.0,106.71,106.71,295349,0.0,1.0
2021-01-28,109.51,109.94,105.58,107.5,107.5,353985,0.0,1.0
2021-01-27,110.3,113.96,107.785,108.76,108.76,315652,0.0,1.0
2021-01-26,113.72,117.0,109.05,111.97,111.97,270794,0.0,1.0
2021-01-25,111.36,115.6173,111.21,112.81,112.81,214223,0.0,1.0
2021-01-22,109.73,111.0,106.0409,110.6,110.6,223125,0.0,1.0
2021-01-21,107.98,111.11,107.08,109.32,109.32,343652,0.0,1.0
2021-01-20,102.78,109.4,102.5,106.56,106.56,440421,0.0,1.0
2021-01-19,102.03,103.5,99.35,102.23,102.23,329915,0.0,1.0
2021-01-15,97.67,101.2662,97.2,100.88,100.88,247810,0.0,1.0
2021-01-14,99.77,101.15,97.76,98.01,98.01,267753,0.0,1.0
2021-01-13,99.25,101.96,98.37,98.59,98.59,265048,0.0,1.0
2021-01-12,99.35,100.18,97.53,98.31,98.31,245055,0.0,1.0
2021-01-11,96.83,101.38,95.54,99.6,99.6,325333,0.0,1.0
2021-01-08,105.66,105.66,96.55,97.33,97.33,596137,0.0,1.0
2021-01-07,108.3,109.65,103.2,104.35,104.35,675094,0.0,1.0
2021-01-06,106.5,110.12,102.885,108.48,108.48,453794,0.0,1.0
2021-01-05,102.97,107.39,101.49,106.48,106.48,399005,0.0,1.0
2021-01-04,106.04,107.2,101.12,103.61,103.61,319000,0.0,1.0
2020-12-31,107.48,108.6,105.3,105.85,105.85,201041,0.0,1.0
2020-12-30,108.18,110.59,107.38,107.55,107.55,175588,0.0,1.0
2020-12-29,109.25,109.56,106.63,108.29,108.29,141759,0.0,1.0
2020-12-28,113.92,114.0,108.75,109.35,109.35,177867,0.0,1.0
2020-12-24,110.01,112.84,109.61,112.74,112.74,75353,0.0,1.0
2020-12-23,115.0,115.24,109.39,110.68,110.68,264449,0.0,1.0
2020-12-22,113.08,114.69,112.13,114.46,114.46,169622,0.0,1.0
2020-12-21,111.11,113.99,109.0,112.42,112.42,236223,0.0,1.0
2020-12-18,113.65,116.09,112.14,112.55,112.55,484640,0.0,1.0
2020-12-17,107.66,113.75,107.55,112.52,112.52,343044,0.0,1.0
2020-12-16,107.6,108.43,104.89,106.48,106.48,235604,0.0,1.0
2020-12-15,108.69,109.75,106.9,107.6,107.6,246519,0.0,1.0
2020-12-14,109.77,111.46,106.49,107.58,107.58,326132,0.0,1.0
2020-12-11,107.02,109.59,106.99,107.82,107.82,242132,0.0,1.0
2020-12-10,106.14,107.29,104.03,106.24,106.24,200996,0.0,1.0
2020-12-09,106.8922,110.89,106.275,106.95,106.95,441426,0.0,1.0
2020-12-08,105.92,106.7131,102.26,103.16,103.16,398391,0.0,1.0
2020-12-07,104.5,108.0,102.5,107.61,107.61,281041,0.0,1.0
2020-12-04,109.62,109.9885,102.27,104.84,104.84,492920,0.0,1.0
2020-12-03,103.74,107.79,102.52,107.15,107.15,584121,0.0,1.0
2020-12-02,107.39,107.67,102.51,102.52,102.52,377902,0.0,1.0
2020-12-01,109.41,109.43,106.75,107.63,107.63,266736,0.0,1.0
2020-11-30,111.15,111.405,106.18,108.05,108.05,283011,0.0,1.0
2020-11-27,109.81,112.67,109.42,111.59,111.59,177465,0.0,1.0
2020-11-25,111.58,111.775,107.75,109.59,109.59,185493,0.0,1.0
2020-11-24,115.03,115.03,109.6,110.17,110.17,203179,0.0,1.0
2020-11-23,111.43,115.2,108.0,113.8,113.8,284990,0.0,1.0
2020-11-20,109.59,111.23,108.42,110.06,110.06,192291,0.0,1.0
2020-11-19,110.27,112.04,107.85,110.21,110.21,266179,0.0,1.0
2020-11-18,109.23,112.75,108.5,110.45,110.45,176288,0.0,1.0
2020-11-17,106.61,110.56,105.52,108.95,108.95,374734,0.0,1.0
2020-11-16,112.95,113.37,108.61,109.33,109.33,511044,0.0,1.0
2020-11-13,109.74,115.0,109.74,111.92,111.92,241857,0.0,1.0
2020-11-12,114.35,115.37,109.1232,110.31,110.31,241846,0.0,1.0
2020-11-11,113.97,115.0,111.11,114.14,114.14,225182,0.0,1.0
2020-11-10,104.63,114.6,104.63,112.95,112.95,450032,0.0,1.0
2020-11-09,121.29,121.29,104.3,104.3,104.3,622869,0.0,1.0
2020-11-06,124.63,124.63,116.12,117.34,117.34,266572,0.0,1.0
2020-11-05,123.54,125.09,121.04,123.19,123.19,253836,0.0,1.0
2020-11-04,112.51,122.81,112.51,120.98,120.98,366552,0.0,1.0
2020-11-03,117.0,119.1022,110.01,114.79,114.79,489754,0.0,1.0
2020-11-02,108.79,112.86,108.78,111.95,111.95,307907,0.0,1.0
2020-10-30,108.87,110.09,104.55,106.88,106.88,236816,0.0,1.0
2020-10-29,111.91,113.46,106.86,108.79,108.79,191128,0.0,1.0
2020-10-28,109.68,114.1517,109.25,112.19,112.19,115763,0.0,1.0
2020-10-27,113.87,115.88,112.41,113.17,113.17,136860,0.0,1.0
2020-10-26,114.49,115.3,111.5,113.95,113.95,174986,0.0,1.0
2020-10-23,112.09,117.23,111.4,116.88,116.88,171995,0.0,1.0
2020-10-22,119.05,119.4079,108.39,112.27,112.27,430412,0.0,1.0
2020-10-21,127.67,128.0,117.25,118.5,118.5,349324,0.0,1.0
2020-10-20,126.27,129.08,124.9585,126.69,126.69,112544,0.0,1.0
2020-10-19,127.01,129.1199,124.92,125.19,125.19,178192,0.0,1.0
2020-10-16,129.12,132.98,126.79,126.9,126.9,175967,0.0,1.0
2020-10-15,125.0,129.6,124.26,129.12,129.12,147540,0.0,1.0
2020-10-14,128.11,128.68,125.02,126.54,126.54,158569,0.0,1.0
2020-10-13,126.62,128.88,124.34,128.1,128.1,149221,0.0,1.0
2020-10-12,127.41,128.67,125.01,127.83,127.83,148672,0.0,1.0
2020-10-09,126.47,130.085,124.5,126.26,126.26,192575,0.0,1.0
2020-10-08,124.55,126.8,122.64,124.28,124.28,165435,0.0,1.0
2020-10-07,123.85,126.6507,120.465,122.02,122.02,305119,0.0,1.0
2020-10-06,128.66,130.44,121.35,122.58,122.58,276008,0.0,1.0
2020-10-05,129.67,131.95,121.1514,126.76,126.76,384542,0.0,1.0
2020-10-02,119.4,127.59,117.821,126.2,126.2,298562,0.0,1.0
2020-10-01,117.48,123.58,115.77,123.17,123.17,223512,0.0,1.0
2020-09-30,114.78,118.75,114.75,116.17,116.17,220742,0.0,1.0
2020-09-29,115.4,115.81,112.62,113.79,113.79,149343,0.0,1.0
2020-09-28,110.28,116.25,109.7183,115.7,115.7,288833,0.0,1.0
2020-09-25,109.12,109.63,106.1301,107.89,107.89,164356,0.0,1.0
2020-09-24,104.61,110.51,103.19,110.2,110.2,260729,0.0,1.0
2020-09-23,112.88,113.01,105.01,105.3,105.3,193443,0.0,1.0
2020-09-22,107.41,112.66,105.1177,112.5,112.5,317505,0.0,1.0
2020-09-21,103.48,107.55,101.3,107.22,107.22,332713,0.0,1.0
2020-09-18,110.74,111.98,104.57,105.76,105.76,557224,0.0,1.0
2020-09-17,113.13,113.695,108.62,109.71,109.71,318809,0.0,1.0
2020-09-16,111.62,117.435,111.62,115.89,115.89,327643,0.0,1.0
2020-09-15,113.56,115.73,110.655,110.74,110.74,178539,0.0,1.0
2020-09-14,113.71,115.41,110.7833,112.49,112.49,205566,0.0,1.0
2020-09-11,113.15,114.42,110.56,112.53,112.53,201274,0.0,1.0
2020-09-10,114.84,116.62,110.91,111.6,111.6,271508,0.0,1.0
2020-09-09,109.67,115.45,108.8101,114.44,114.44,246236,0.0,1.0
2020-09-08,105.97,112.3899,105.7962,108.27,108.27,232983,0.0,1.0
2020-09-04,113.78,115.8,103.32,108.1,108.1,473373,0.0,1.0
2020-09-03,122.9,123.2999,110.4,114.85,114.85,574439,0.0,1.0
2020-09-02,118.27,123.64,114.35,122.91,122.91,555054,0.0,1.0
2020-09-01,111.16,115.96,111.16,115.96,115.96,258739,0.0,1.0
2020-08-31,113.08,113.08,108.22,111.86,111.86,329707,0.0,1.0
2020-08-28,113.48,117.1,112.69,113.58,113.58,314118,0.0,1.0
2020-08-27,115.0,116.93,113.02,113.09,113.09,215671,0.0,1.0
2020-08-26,117.25,118.67,114.83,114.86,114.86,171487,0.0,1.0
2020-08-25,119.83,120.0,115.715,117.53,117.53,204238,0.0,1.0
2020-08-24,118.1,119.16,116.5166,119.0,119.0,260373,0.0,1.0
2020-08-21,114.31,117.79,113.31,117.05,117.05,208623,0.0,1.0
2020-08-20,113.78,117.36,112.53,114.71,114.71,272137,0.0,1.0
2020-08-19,114.76,115.57,112.35,115.23,115.23,233934,0.0,1.0
2020-08-18,115.85,118.8,113.92,115.24,115.24,345360,0.0,1.0
2020-08-17,110.11,115.1,110.11,114.52,114.52,240133,0.0,1.0
2020-08-14,109.59,109.9,108.21,108.94,108.94,153779,0.0,1.0
2020-08-13,106.09,110.24,104.69,109.76,109.76,217037,0.0,1.0
2020-08-12,106.29,107.7,104.66,106.09,106.09,311887,0.0,1.0
2020-08-11,110.67,110.67,104.24,104.97,104.97,473402,0.0,1.0
2020-08-10,111.89,115.2,109.91,110.15,110.15,294321,0.0,1.0
2020-08-07,112.0,113.77,109.84,112.04,112.04,284670,0.0,1.0
2020-08-06,117.27,117.77,112.54,112.85,112.85,283253,0.0,1.0
2020-08-05,113.77,118.01,113.6,116.66,116.66,404941,0.0,1.0
2020-08-04,123.52,123.94,115.01,116.16,116.16,484747,0.0,1.0
2020-08-03,116.0,118.96,114.4,118.21,118.21,548132,0.0,1.0
2020-07-31,117.31,117.31,111.15,114.11,114.11,306908,0.0,1.0
2020-07-30,114.75,118.085,114.75,116.9,116.9,168392,0.0,1.0
2020-07-29,114.47,118.71,114.47,118.11,118.11,260756,0.0,1.0
2020-07-28,118.24,119.39,113.85,113.98,113.98,246671,0.0,1.0
2020-07-27,114.79,118.21,114.46,116.89,116.89,273981,0.0,1.0
2020-07-24,111.44,115.39,109.05,113.93,113.93,199778,0.0,1.0
2020-07-23,115.72,120.54,110.43,112.76,112.76,354517,0.0,1.0
2020-07-22,111.71,116.8175,111.165,114.99,114.99,356957,0.0,1.0
2020-07-21,111.77,112.98,110.74,110.95,110.95,237322,0.0,1.0
2020-07-20,111.61,112.76,109.56,110.92,110.92,246295,0.0,1.0
2020-07-17,111.41,114.49,111.17,111.48,111.48,351100,0.0,1.0
2020-07-16,107.92,111.43,106.57,110.16,110.16,208200,0.0,1.0
2020-07-15,105.21,111.0,105.15,109.4,109.4,422400,0.0,1.0
2020-07-14,97.43,104.91,97.14,104.61,104.61,444800,0.0,1.0
2020-07-13,103.14,104.49,97.05,97.15,97.15,378000,0.0,1.0
2020-07-10,97.89,102.47,97.89,101.61,101.61,285900,0.0,1.0
2020-07-09,103.0,103.72,97.84,98.69,98.69,408400,0.0,1.0
2020-07-08,100.0,103.21,99.38,102.73,102.73,672100,0.0,1.0
2020-07-07,91.66,99.73,91.0,97.67,97.67,620800,0.0,1.0
2020-07-06,90.15,92.75,88.93,92.25,92.25,296900,0.0,1.0
2020-07-02,88.67,90.48,86.89,87.87,87.87,249400,0.0,1.0
2020-07-01,87.89,88.8,85.75,86.76,86.76,195900,0.0,1.0
2020-06-30,86.09,88.5,85.48,88.03,88.03,182600,0.0,1.0
2020-06-29,82.87,87.06,80.4,86.04,86.04,348800,0.0,1.0
2020-06-26,85.45,86.15,81.0,81.47,81.47,705757,0.0,1.0
2020-06-25,84.99,87.11,83.66,86.14,86.14,312940,0.0,1.0
2020-06-24,89.06,90.76,84.91,86.1,86.1,395679,0.0,1.0
2020-06-23,90.68,91.85,88.8,90.76,90.76,220903,0.0,1.0
2020-06-22,86.06,90.2,86.06,89.58,89.58,202009,0.0,1.0
2020-06-19,90.29,90.29,86.14,87.59,87.59,411292,0.0,1.0
2020-06-18,90.48,91.15,87.25,88.77,88.77,228057,0.0,1.0
2020-06-17,92.76,94.24,91.34,91.74,91.74,256327,0.0,1.0
2020-06-16,93.0,95.24,90.68,92.47,92.47,399456,0.0,1.0
2020-06-15,82.83,90.9,82.405,89.91,89.91,332642,0.0,1.0
2020-06-12,85.34,87.09,82.97,85.05,85.05,338335,0.0,1.0
2020-06-11,85.31,87.72,81.19,81.28,81.28,419451,0.0,1.0
2020-06-10,87.3,90.95,85.69,89.12,89.12,259571,0.0,1.0
2020-06-09,86.76,88.97,85.94,87.18,87.18,262571,0.0,1.0
2020-06-08,92.29,93.15,86.8,88.04,88.04,300440,0.0,1.0
2020-06-05,88.77,91.67,87.635,90.33,90.33,423274,0.0,1.0
