,CMP_Open,CMP_High,CMP_Low,CMP_Close,CMP_Adj Close,CMP_Volume,CMP_Dividend Amount,CMP_Split Coefficient
2009-10-29,63.56,65.67,62.93,64.89,40.5231657123685,918000,0.0,1.0
2009-10-28,62.86,64.74,61.24,63.0,39.3428793323966,850600,0.0,1.0
2009-10-27,63.37,63.37,61.5,62.76,39.1930016968446,471300,0.0,1.0
2009-10-26,64.27,65.04,62.04,63.25,39.4990018694299,384400,0.0,1.0
2009-10-23,65.25,65.6,63.84,64.55,40.3108390620032,181500,0.0,1.0
2009-10-22,64.04,65.223,62.77,64.82,40.4794514019991,209400,0.0,1.0
2009-10-21,64.97,66.42,64.27,64.39,40.2109206383018,478900,0.0,1.0
2009-10-20,65.97,66.26,64.12,64.84,40.4919412049618,445800,0.0,1.0
2009-10-19,65.51,67.05,65.3,66.2,41.3412478064231,306000,0.0,1.0
2009-10-16,64.02,66.15,63.75,65.47,40.8853699982858,326300,0.0,1.0
2009-10-15,65.11,65.29,62.85,64.59,40.3358186679285,564600,0.0,1.0
2009-10-14,65.26,65.94,64.82,65.19,40.7105127568085,421800,0.0,1.0
2009-10-13,63.68,64.99,63.68,64.79,40.4607166975552,265300,0.0,1.0
2009-10-12,63.21,65.41,63.13,64.62,40.3545533723725,333200,0.0,1.0
2009-10-09,63.44,63.7,62.74,63.31,39.5364712783179,204400,0.0,1.0
2009-10-08,62.3,64.0,61.89,63.47,39.6363897020192,547300,0.0,1.0
2009-10-07,62.0,62.75,61.08,61.85,38.6247156620433,512000,0.0,1.0
2009-10-06,60.55,64.99,60.51,62.34,38.9307158346286,405400,0.0,1.0
2009-10-05,59.94,60.375,59.1,60.18,37.5818171146607,283800,0.0,1.0
2009-10-02,59.15,60.35,58.57,59.25,37.0010412768968,278300,0.0,1.0
2009-10-01,61.68,61.68,59.86,59.92,37.4194496761461,425600,0.0,1.0
2009-09-30,61.97,62.49,61.09,61.62,38.4810829279727,547200,0.0,1.0
2009-09-29,60.82,61.76,60.5,61.52,38.4186339131593,472900,0.0,1.0
2009-09-28,59.74,61.09,58.96,60.82,37.981490809466,356100,0.0,1.0
2009-09-25,58.84,60.45,58.84,59.2,36.9698167694901,400300,0.0,1.0
2009-09-24,59.98,60.31,58.21,59.35,37.0634902917101,397300,0.0,1.0
2009-09-23,60.3,60.58,58.75,59.64,37.2445924346688,389500,0.0,1.0
2009-09-22,59.36,60.45,58.98,59.9,37.4069598731834,332400,0.0,1.0
2009-09-21,58.57,59.5,58.06,58.61,36.6013675820915,465600,0.0,1.0
2009-09-18,58.42,59.56,57.9,59.5,37.1571638139301,655800,0.0,1.0
2009-09-17,59.06,59.95,57.855,58.17,36.3265919169128,704000,0.0,1.0
2009-09-16,58.65,59.1,58.27,59.1,36.9073677546768,474800,0.0,1.0
2009-09-15,58.0,58.71,57.45,58.64,36.6201022865355,301600,0.0,1.0
2009-09-14,58.54,58.82,57.46,58.0,36.2204285917302,392100,0.0,1.0
2009-09-11,58.77,58.8,58.0,58.57,36.5763879761662,429600,0.0,1.0
2009-09-10,57.26,58.8,57.11,58.67,36.6388369909795,594700,0.0,1.0
2009-09-09,57.31,58.14,57.13,57.6,35.9706325324769,754400,0.0,1.0
2009-09-08,57.5,59.0,57.25,57.59,35.9643876309955,842700,0.0,1.0
2009-09-04,55.93,57.58,55.92,57.1,35.6583874584102,661200,0.0,1.0
2009-09-03,55.17,55.67,54.19,55.58,34.7091624332476,628600,0.0,1.0
2009-09-02,53.41,55.23,53.0,54.57,34.078427383633,672900,0.0,1.0
2009-09-01,53.2,54.02,53.0,53.2,33.2228758806905,528000,0.0,1.0
2009-08-31,54.06,54.52,52.6,53.18,33.2103860777278,723600,0.0,1.0
2009-08-28,54.15,54.68,53.54,54.33,33.9285497480811,590500,0.355,1.0
2009-08-27,52.82,54.45,51.85,53.94,33.4663248315167,482800,0.0,1.0
2009-08-26,52.01,52.85,51.39,52.63,32.653553501719,220600,0.0,1.0
2009-08-25,53.0,54.0,52.07,52.14,32.3495397982069,400300,0.0,1.0
2009-08-24,52.5,53.82,52.26,52.56,32.6101229726459,293700,0.0,1.0
2009-08-21,52.01,52.59,51.66,52.18,32.3743572433916,254500,0.0,1.0
2009-08-20,52.22,52.22,51.28,51.91,32.2068394883951,225100,0.0,1.0
2009-08-19,50.51,51.9,50.46,51.63,32.0331173721025,269700,0.0,1.0
2009-08-18,50.46,51.23,50.43,51.05,31.6732644169249,222300,0.0,1.0
2009-08-17,50.53,50.9,49.15,50.5,31.3320245456358,348200,0.0,1.0
2009-08-14,52.54,52.59,50.63,51.55,31.9834824817332,322700,0.0,1.0
2009-08-13,51.91,52.66,51.3,52.58,32.6225316952382,411900,0.0,1.0
2009-08-12,51.35,52.74,51.15,51.73,32.0951609850641,352100,0.0,1.0
2009-08-11,52.59,52.71,51.0,51.6,32.014504288214,454600,0.0,1.0
2009-08-10,53.8,53.8,52.68,53.02,32.8955235922695,421100,0.0,1.0
2009-08-07,53.66,54.0,52.79,53.78,33.3670550507781,536300,0.0,1.0
2009-08-06,54.07,54.07,52.32,52.9,32.8210712567155,429000,0.0,1.0
2009-08-05,53.0,53.77,52.04,53.77,33.3608506894819,814500,0.0,1.0
2009-08-04,53.69,54.19,52.74,53.25,33.0382239020813,484100,0.0,1.0
2009-08-03,53.68,55.34,53.55,53.99,33.4973466379976,672500,0.0,1.0
2009-07-31,52.44,53.31,51.93,53.19,33.0009977343043,893400,0.0,1.0
2009-07-30,52.0,52.94,50.37,50.55,31.3630463521166,661000,0.0,1.0
2009-07-29,50.32,52.36,49.57,51.51,31.9586650365485,1331100,0.0,1.0
2009-07-28,49.03,49.27,48.41,49.09,30.4572096028765,770300,0.0,1.0
2009-07-27,48.8,49.19,48.36,48.84,30.3021005704723,500700,0.0,1.0
2009-07-24,46.53,48.97,46.53,48.79,30.2710787639915,935100,0.0,1.0
2009-07-23,48.82,49.16,46.56,46.89,29.09225011772,2687100,0.0,1.0
2009-07-22,49.57,50.46,48.93,49.16,30.5006401319496,901000,0.0,1.0
2009-07-21,50.6,50.98,49.69,50.3,31.2079373197125,456700,0.0,1.0
2009-07-20,50.52,51.2,49.87,50.5,31.3320245456358,783800,0.0,1.0
2009-07-17,49.65,50.26,49.03,50.02,31.0342152034198,420100,0.0,1.0
2009-07-16,51.04,51.33,49.55,49.93,30.9783759517544,878400,0.0,1.0
2009-07-15,50.0,51.47,49.51,49.68,30.8232669193502,689600,0.0,1.0
2009-07-14,48.4,49.43,47.83,49.01,30.4075747125071,748900,0.0,1.0
2009-07-13,49.5,49.5,45.64,48.53,30.1097653702912,2366700,0.0,1.0
2009-07-10,52.52,52.79,50.1,51.01,31.6484469717402,905400,0.0,1.0
2009-07-09,52.52,53.68,52.06,52.79,32.7528232824577,436200,0.0,1.0
2009-07-08,52.56,53.15,50.66,52.06,32.2999049078376,745500,0.0,1.0
2009-07-07,53.11,53.89,52.51,52.56,32.6101229726459,598100,0.0,1.0
2009-07-06,52.76,53.92,52.25,53.82,33.3918724959627,789000,0.0,1.0
2009-07-02,54.94,55.45,54.25,55.45,34.4031833872377,369000,0.0,1.0
2009-07-01,55.35,56.44,54.8,55.2,34.2480743548336,738000,0.0,1.0
2009-06-30,53.73,55.43,53.21,54.91,34.0681478772448,681500,0.0,1.0
2009-06-29,54.14,54.75,53.7,53.87,33.4228943024436,557300,0.0,1.0
2009-06-26,55.81,56.18,52.92,52.92,32.8334799793078,3469900,0.0,1.0
2009-06-25,54.62,56.25,54.09,56.24,34.8933279296348,685500,0.0,1.0
2009-06-24,55.15,55.35,54.05,54.62,33.888221399656,510200,0.0,1.0
2009-06-23,54.02,54.95,53.37,54.52,33.8261777866943,427600,0.0,1.0
2009-06-22,53.62,54.35,52.85,53.98,33.4911422767014,688500,0.0,1.0
2009-06-19,56.39,56.61,54.53,55.05,34.1550089353911,747000,0.0,1.0
2009-06-18,54.81,56.28,54.17,55.74,34.5831098648265,568400,0.0,1.0
2009-06-17,55.12,55.75,53.41,54.89,34.0557391546524,1385800,0.0,1.0
2009-06-16,57.19,57.75,56.57,56.81,35.2469765235162,720600,0.0,1.0
2009-06-15,57.3,57.72,56.28,56.79,35.2345678009239,688000,0.0,1.0
2009-06-12,58.08,58.73,56.96,58.28,36.1590176340526,572300,0.0,1.0
2009-06-11,57.49,58.95,56.76,58.65,36.3885790020107,571300,0.0,1.0
2009-06-10,58.08,58.08,56.34,57.2,35.4889466140667,750200,0.0,1.0
2009-06-09,55.55,57.79,55.37,57.19,35.4827422527705,717400,0.0,1.0
2009-06-08,55.11,55.974,54.4325,55.55,34.4652270001994,411500,0.0,1.0
2009-06-05,56.88,56.92,55.25,55.83,34.638949116492,416900,0.0,1.0
2009-06-04,53.86,56.7,53.79,56.09,34.8002625101923,747400,0.0,1.0
2009-06-03,54.04,54.16,52.25,53.58,33.2429678248548,367000,0.0,1.0
2009-06-02,54.47,55.05,53.94,54.58,33.8634039544713,456100,0.0,1.0
2009-06-01,54.29,55.0,54.11,54.47,33.7951559802135,582500,0.0,1.0
2009-05-29,52.45,53.63,52.01,53.63,33.2739896313356,490700,0.0,1.0
2009-05-28,52.13,52.83,50.98,52.43,32.5294662757957,474800,0.355,1.0
2009-05-27,52.6,53.98,52.15,52.19,32.1627895222843,329000,0.0,1.0
2009-05-26,51.65,53.32,51.1601,53.06,32.6989387248976,594500,0.0,1.0
2009-05-22,52.72,53.25,51.54,52.58,32.4031322682834,375600,0.0,1.0
2009-05-21,52.53,52.53,51.25,52.3,32.2305785019251,569300,0.0,1.0
2009-05-20,53.65,54.98,52.8907,53.18,32.7728903390512,1095700,0.0,1.0
2009-05-19,54.0,54.42,53.06,53.46,32.9454441054095,747800,0.0,1.0
2009-05-18,50.84,54.27,50.48,53.75,33.1241605062806,1226100,0.0,1.0
2009-05-15,49.76,51.5,49.4788,50.16,30.9117747161867,874500,0.0,1.0
2009-05-14,48.8,50.3,48.51,49.76,30.6652693356748,953900,0.0,1.0
2009-05-13,48.88,50.43,48.72,48.86,30.1106322295232,847800,0.0,1.0
2009-05-12,49.95,50.89,49.26,50.43,31.0781658480322,574600,0.0,1.0
2009-05-11,49.83,50.55,49.21,49.79,30.6837572392132,569100,0.0,1.0
2009-05-08,50.62,51.13,49.57,50.68,31.2322317108521,591400,0.0,1.0
2009-05-07,50.92,51.32,49.24,49.91,30.7577088533668,531400,0.0,1.0
2009-05-06,50.85,51.32,49.68,50.44,31.084328482545,657400,0.0,1.0
2009-05-05,50.3,51.14,49.52,50.95,31.3986228426976,607700,0.0,1.0
2009-05-04,49.47,50.855,49.46,50.74,31.2692075179289,734200,0.0,1.0
2009-05-01,48.05,49.48,47.02,49.21,30.326324437471,866400,0.0,1.0
2009-04-30,49.57,50.12,48.01,48.22,29.7162236207042,984000,0.0,1.0
2009-04-29,49.87,49.9425,48.52,49.0,30.1969091127023,778500,0.0,1.0
2009-04-28,49.05,50.77,48.5,49.6,30.5666671834701,1592800,0.0,1.0
2009-04-27,50.87,52.55,50.79,51.54,31.7622182789526,634500,0.0,1.0
2009-04-24,50.98,52.59,50.06,52.02,32.0580247355668,836200,0.0,1.0
2009-04-23,50.18,50.56,49.35,50.34,31.022702137417,531700,0.0,1.0
2009-04-22,47.95,51.48,47.57,49.98,30.8008472949563,1186900,0.0,1.0
2009-04-21,47.28,48.97,47.0,48.54,29.9134279251137,1205900,0.0,1.0
2009-04-20,48.21,48.42,46.46,47.62,29.3464655499364,1009300,0.0,1.0
2009-04-17,49.31,50.21,48.58,49.11,30.2646980923431,790200,0.0,1.0
2009-04-16,50.38,51.0,48.56,49.13,30.2770233613687,853100,0.0,1.0
2009-04-15,49.83,50.39,48.5,49.77,30.6714319701876,1028500,0.0,1.0
2009-04-14,52.61,53.45,49.75,50.02,30.8254978330075,1207900,0.0,1.0
2009-04-13,52.37,54.21,52.13,53.85,33.1857868514086,583000,0.0,1.0
2009-04-09,52.0,53.73,51.9101,53.26,32.8221914151536,604400,0.0,1.0
2009-04-08,51.08,51.37,49.7,51.26,31.5896645125943,659000,0.0,1.0
2009-04-07,52.32,52.55,50.63,50.86,31.3431591320824,844700,0.0,1.0
2009-04-06,54.37,56.56,52.31,53.13,32.7420771664872,731600,0.0,1.0
2009-04-03,54.52,55.95,53.95,54.52,33.5986833637659,978900,0.0,1.0
2009-04-02,53.97,55.89,53.94,54.74,33.7342613230474,1687800,0.0,1.0
2009-04-01,55.67,59.09,55.54,58.74,36.199315128166,994700,0.0,1.0
2009-03-31,56.85,57.51,56.0,56.37,34.7387707486332,617900,0.0,1.0
2009-03-30,55.49,56.5,54.6,56.36,34.7326081141204,786800,0.0,1.0
2009-03-27,58.0,58.12,56.34,56.93,35.0838782813498,529600,0.0,1.0
2009-03-26,58.42,58.9,57.59,58.9,36.2979172803707,742300,0.0,1.0
2009-03-25,57.35,59.0,55.67,57.43,35.3920100069897,857300,0.0,1.0
2009-03-24,57.69,58.54,57.04,57.07,35.170155164529,799300,0.0,1.0
2009-03-23,56.39,58.46,55.25,58.46,36.0267613618077,1104000,0.0,1.0
2009-03-20,57.99,57.99,54.8,55.33,34.0978567593024,1119900,0.0,1.0
2009-03-19,56.22,57.9,55.29,57.4,35.3735221034513,1327500,0.0,1.0
2009-03-18,56.13,58.0,54.5,55.6,34.2642478911479,2588000,0.0,1.0
2009-03-17,53.73,55.97,52.82,55.97,34.4922653681214,1403300,0.0,1.0
2009-03-16,54.03,54.61,52.12,52.82,32.5510354965905,1215600,0.0,1.0
2009-03-13,56.0,56.0,52.5,53.43,32.9269562018711,2281900,0.0,1.0
2009-03-12,61.3,61.78,59.41,61.67,38.0049670404153,678300,0.0,1.0
2009-03-11,58.81,60.42,58.78,59.87,36.895692828112,1030300,0.0,1.0
2009-03-10,58.61,59.59,57.15,58.99,36.3533809909859,814400,0.0,1.0
2009-03-09,57.01,58.48,56.37,57.07,35.170155164529,773400,0.0,1.0
2009-03-06,57.51,58.2,56.25,57.77,35.6015395804247,1414500,0.0,1.0
2009-03-05,58.32,59.54,55.8,57.47,35.4166605450408,2515500,0.0,1.0
2009-03-04,57.95,61.3492,57.95,60.03,36.9942949803167,1715500,0.0,1.0
2009-03-03,57.85,58.95,55.0,56.76,34.9791134946323,3050300,0.0,1.0
2009-03-02,51.27,58.37,48.48,56.02,34.5230785406854,5074600,0.0,1.0
2009-02-27,50.55,54.09,48.89,52.22,32.1812774258227,1319300,0.0,1.0
2009-02-26,54.18,54.81,51.76,51.78,31.9101215072597,1265100,0.0,1.0
2009-02-25,56.14,56.4,52.73,53.76,33.1303231407934,1309900,0.355,1.0
2009-02-24,52.1,55.35,51.0,55.06,33.7088717016,1457800,0.0,1.0
2009-02-23,56.31,56.99,52.03,52.23,31.9762871226765,1008800,0.0,1.0
2009-02-20,56.66,57.22,54.75,56.17,34.3884366777855,734600,0.0,1.0
2009-02-19,60.23,60.5,57.5,57.81,35.3924786245822,537700,0.0,1.0
2009-02-18,59.18,60.43,58.3,59.27,36.2863208455109,866700,0.0,1.0
2009-02-17,57.45,60.0,53.55,58.98,36.1087768427237,1381400,0.0,1.0
2009-02-13,62.7,62.71,59.0,59.14,36.2067321546063,761700,0.0,1.0
2009-02-12,59.63,61.44,58.6,61.36,37.5658621069774,991500,0.0,1.0
2009-02-11,58.37,61.73,57.65,60.41,36.9842524426745,1448800,0.0,1.0
2009-02-10,61.04,62.1,56.79,57.94,35.4720673154868,1887700,0.0,1.0
2009-02-09,65.0,65.25,62.3,63.01,38.5760262607667,1034000,0.0,1.0
2009-02-06,63.58,65.23,63.58,63.9,39.1209026831137,928400,0.0,1.0
2009-02-05,61.27,64.66,61.27,63.45,38.8454033684439,982100,0.0,1.0
2009-02-04,62.86,64.3,61.06,61.88,37.8842168705959,979200,0.0,1.0
2009-02-03,62.82,64.33,61.35,62.65,38.3556268090309,1202000,0.0,1.0
2009-02-02,59.66,64.34,59.15,63.2,38.6923481936273,1430700,0.0,1.0
2009-01-30,58.41,60.92,58.25,60.17,36.8373194748506,1315700,0.0,1.0
2009-01-29,56.0,58.01,55.51,57.25,35.0496350329931,720400,0.0,1.0
2009-01-28,55.93,57.0,55.03,56.37,34.5108808176388,452300,0.0,1.0
2009-01-27,54.7,55.38,53.94,54.59,33.4211279729449,414900,0.0,1.0
2009-01-26,54.05,56.27,53.69,54.34,33.2680727981283,426600,0.0,1.0
2009-01-23,51.5,54.99,51.5,53.8,32.9374736205245,732200,0.0,1.0
2009-01-22,51.7,55.39,50.14,53.8,32.9374736205245,1044400,0.0,1.0
2009-01-21,46.99,52.97,46.99,52.83,32.3436195422362,1187900,0.0,1.0
2009-01-20,50.75,50.75,46.17,46.51,28.4743847228735,1253200,0.0,1.0
2009-01-16,51.8,52.68,48.93,51.36,31.4436551143149,884100,0.0,1.0
2009-01-15,55.23,55.23,47.0,51.01,31.2293778695717,1799800,0.0,1.0
2009-01-14,58.46,58.46,55.35,57.01,34.9027020651692,619000,0.0,1.0
2009-01-13,59.0,60.459,58.0,59.75,36.5801867811587,512700,0.0,1.0
2009-01-12,60.99,60.99,58.151,59.02,36.1332656706944,575100,0.0,1.0
2009-01-09,63.04,63.41,61.05,61.27,37.5107622440434,386200,0.0,1.0
2009-01-08,60.98,63.74,60.04,63.37,38.7964257125026,508100,0.0,1.0
2009-01-07,64.01,64.8,60.36,61.37,37.5719843139701,679400,0.0,1.0
2009-01-06,64.96,65.75,63.18,64.3,39.3657909628202,915500,0.0,1.0
2009-01-05,61.03,64.72,61.0,63.12,38.643370537686,1069700,0.0,1.0
2009-01-02,58.75,61.69,57.62,60.89,37.2781183783223,522900,0.0,1.0
2008-12-31,58.35,59.38,56.31,58.66,35.9128662189585,511300,0.0,1.0
2008-12-30,56.31,58.08,55.4,57.99,35.5026783504501,699800,0.0,1.0
2008-12-29,57.75,58.5,55.9,56.58,34.6394471644847,550700,0.0,1.0
2008-12-26,56.2,58.09,55.52,57.74,35.3496231756336,445000,0.0,1.0
2008-12-24,56.0,56.47,54.2,56.05,34.3149701938736,226300,0.0,1.0
2008-12-23,55.65,58.09,55.06,55.8,34.161915019057,490300,0.0,1.0
2008-12-22,56.71,58.0,53.15,55.01,33.6782606666367,692800,0.0,1.0
2008-12-19,57.11,58.49,54.86,56.71,34.7190358553893,941900,0.0,1.0
2008-12-18,59.18,59.5,53.96,55.07,33.7149939085927,712200,0.0,1.0
2008-12-17,59.09,60.53,58.61,58.97,36.102654635731,514000,0.0,1.0
2008-12-16,57.24,60.19,56.16,59.96,36.7087531280046,782400,0.0,1.0
2008-12-15,53.83,57.93,53.57,56.48,34.5782250945581,856400,0.0,1.0
2008-12-12,50.31,54.39,49.03,53.34,32.655852098862,587300,0.0,1.0
2008-12-11,50.66,53.32,50.57,51.61,31.5967102891314,719900,0.0,1.0
2008-12-10,49.5,51.5,48.93,51.3,31.4069218723589,605200,0.0,1.0
2008-12-09,49.06,51.75,48.02,48.83,29.8947367451712,581100,0.0,1.0
2008-12-08,50.89,52.84,48.89,49.68,30.4151243395475,736800,0.0,1.0
2008-12-05,43.32,49.0,42.6001,48.89,29.9314699871272,748200,0.0,1.0
2008-12-04,46.27,48.99,42.96,44.04,26.9621995956859,913800,0.0,1.0
2008-12-03,48.88,49.49,45.66,46.77,28.6335621046827,1117900,0.0,1.0
2008-12-02,49.98,51.96,48.87,50.25,30.7640901381293,497200,0.0,1.0
2008-12-01,54.64,54.74,49.48,49.61,30.3722688905989,674300,0.0,1.0
2008-11-28,55.53,56.04,53.47,55.99,34.2782369519176,130600,0.0,1.0
2008-11-26,49.65,55.72,48.95,55.69,34.0945707421377,632400,0.335,1.0
2008-11-25,52.17,53.58,49.15,50.95,31.0061290372498,942300,0.0,1.0
2008-11-24,47.79,53.39,47.69,51.95,31.6146889790996,749800,0.0,1.0
2008-11-21,44.14,47.14,43.95,47.02,28.6144884657799,1228200,0.0,1.0
2008-11-20,45.97,47.42,42.93,43.48,26.4601862716314,980200,0.0,1.0
2008-11-19,52.66,52.85,47.59,47.78,29.0769940215857,568400,0.0,1.0
2008-11-18,55.17,56.2,50.71,52.61,32.0163385407205,412400,0.0,1.0
2008-11-17,51.41,55.35,50.23,54.21,32.9900344476803,777400,0.0,1.0
2008-11-14,53.67,55.68,51.11,52.06,31.6816305727031,456200,0.0,1.0
2008-11-13,50.99,55.11,48.27,55.08,33.5194815970896,902700,0.0,1.0
2008-11-12,52.01,52.72,50.24,50.81,30.9209306453908,666400,0.0,1.0
2008-11-11,56.75,56.98,52.44,52.96,32.229334520368,738300,0.0,1.0
2008-11-10,60.24,61.5,55.87,57.68,35.1017374458992,453100,0.0,1.0
2008-11-07,54.01,58.88,54.01,58.19,35.4121030162427,572700,0.0,1.0
2008-11-06,54.66,56.07,51.74,54.87,33.3916840093012,724400,0.0,1.0
2008-11-05,54.87,57.48,53.56,54.94,33.4342832052306,704500,0.0,1.0
2008-11-04,58.28,58.28,53.8,55.5,33.7750767726666,686300,0.0,1.0
2008-11-03,56.76,57.76,54.28,55.56,33.8115903691776,774500,0.0,1.0
2008-10-31,53.0,56.0,51.24,54.93,33.4281976058122,711600,0.0,1.0
2008-10-30,54.35,56.77,52.06,53.37,32.4788440965264,948600,0.0,1.0
2008-10-29,48.44,55.7,45.25,52.68,32.05893773665,1602600,0.0,1.0
2008-10-28,41.77,42.69,38.0,42.52,25.8759687274555,1033200,0.0,1.0
2008-10-27,40.52,43.41,39.56,39.89,24.2754560803904,515500,0.0,1.0
2008-10-24,36.97,42.1,36.4,40.91,24.8961872210773,629200,0.0,1.0
2008-10-23,43.29,44.24,37.52,40.09,24.3971680687604,1117200,0.0,1.0
2008-10-22,46.89,47.2,41.54,43.3,26.3506454820984,873700,0.0,1.0
2008-10-21,50.05,51.06,47.5,47.99,29.2047916093742,706300,0.0,1.0
2008-10-20,46.7,51.12,45.84,50.86,30.9513586424833,693100,0.0,1.0
2008-10-17,45.01,49.81,43.43,46.03,28.0120141233485,902700,0.0,1.0
2008-10-16,43.26,46.38,42.0,46.33,28.1945821059035,1450600,0.0,1.0
2008-10-15,46.12,46.2099,42.74,42.85,26.076793508266,1323800,0.0,1.0
2008-10-14,55.03,55.82,46.46,47.63,28.9857100303083,1011400,0.0,1.0
2008-10-13,47.68,52.84,47.31,52.84,32.156307327346,274100,0.0,1.0
2008-10-10,44.42,48.87,40.33,45.77,27.8537885384675,1569100,0.0,1.0
2008-10-09,48.88,50.7099,45.4,45.4,27.6286213599831,991900,0.0,1.0
2008-10-08,44.03,51.69,43.54,48.29,29.3873595919292,1423100,0.0,1.0
2008-10-07,48.3,49.73,44.35,46.39,28.2310957024145,1642300,0.0,1.0
2008-10-06,44.86,47.96,41.61,47.55,28.9370252349603,1214900,0.0,1.0
2008-10-03,44.22,49.95,44.2,45.93,27.9511581291635,1421800,0.0,1.0
2008-10-02,44.7,45.01,39.67,42.28,25.7299143414116,2458700,0.0,1.0
2008-10-01,52.41,52.72,48.07,48.18,29.3204179983257,1109000,0.0,1.0
2008-09-30,49.03,53.08,47.8,52.39,31.8824553535135,731500,0.0,1.0
2008-09-29,54.49,54.49,45.19,47.06,28.6388308634539,1146700,0.0,1.0
2008-09-26,55.78,57.0,52.83,54.69,33.2821432197682,786500,0.0,1.0
2008-09-25,58.36,59.46,57.25,57.87,35.2173638348507,449900,0.0,1.0
2008-09-24,59.3,60.68,57.22,58.27,35.4607878115906,525900,0.0,1.0
2008-09-23,60.98,61.33,58.0,58.3,35.4790446098461,489500,0.0,1.0
2008-09-22,63.02,63.11,60.6,61.16,37.2195260435367,486700,0.0,1.0
2008-09-19,61.23,61.73,57.17,61.45,37.3960084266732,1065700,0.0,1.0
2008-09-18,55.63,57.12,50.23,56.67,34.4870919046309,1101800,0.0,1.0
2008-09-17,57.77,58.382,54.5926,55.01,33.4768824011601,863400,0.0,1.0
2008-09-16,56.24,58.97,52.72,58.41,35.5459862034496,805300,0.0,1.0
2008-09-15,60.96,61.48,55.2,56.29,34.2558391267279,673800,0.0,1.0
2008-09-12,55.97,62.17,55.96,61.78,37.5968332074836,1107300,0.0,1.0
2008-09-11,52.9,57.12,51.25,56.19,34.194983132543,983700,0.0,1.0
2008-09-10,51.0,54.75,50.13,53.91,32.8074664651253,1030600,0.0,1.0
2008-09-09,54.77,54.98,50.89,50.89,30.9696154407388,1105400,0.0,1.0
2008-09-08,61.0,61.5,55.18,55.66,33.8724463633625,585400,0.0,1.0
2008-09-05,56.49,59.12,54.85,58.33,35.4973014081016,754000,0.0,1.0
2008-09-04,59.64,60.37,55.19,56.92,34.6392318900934,920900,0.0,1.0
2008-09-03,63.21,63.91,58.01,60.01,36.5196821104094,1143800,0.0,1.0
2008-09-02,70.0,70.33,63.36,63.39,38.5766147138619,891200,0.0,1.0
2008-08-29,70.25,70.74,68.91,69.27,42.154947171939,367300,0.0,1.0
2008-08-28,70.21,70.91,68.55,70.25,42.7513359149518,447500,0.0,1.0
2008-08-27,67.22,70.16,67.22,70.09,42.6539663242559,421700,0.335,1.0
2008-08-26,66.43,67.73,65.824,67.36,40.7976027206514,363300,0.0,1.0
2008-08-25,67.67,69.3,65.31,66.4,40.2161642020673,282600,0.0,1.0
2008-08-22,68.89,69.63,66.62,67.33,40.7794327669456,456100,0.0,1.0
2008-08-21,68.64,69.94,68.0,68.84,41.6939871034686,475500,0.0,1.0
2008-08-20,65.94,68.75,65.94,68.65,41.5789107299988,541300,0.0,1.0
2008-08-19,65.22,66.61,64.52,65.78,39.8406518254817,509800,0.0,1.0
2008-08-18,63.8,67.22,63.8,66.42,40.2282775045378,746900,0.0,1.0
2008-08-15,65.88,66.68,63.33,63.81,38.6474915321373,514100,0.0,1.0
2008-08-14,66.03,66.63,64.34,65.67,39.774028661894,421600,0.0,1.0
2008-08-13,64.01,67.2356,63.17,66.44,40.2403908070083,774100,0.0,1.0
2008-08-12,61.05,64.52,61.05,63.92,38.714114695725,660300,0.0,1.0
2008-08-11,63.02,63.02,60.06,61.85,37.460387890028,721500,0.0,1.0
2008-08-08,63.33,64.95,60.29,63.05,38.1871860382582,891700,0.0,1.0
2008-08-07,66.2,66.25,63.6,63.67,38.5626984148437,630900,0.0,1.0
2008-08-06,65.0,67.5,64.88,66.35,40.185880945891,703100,0.0,1.0
2008-08-05,64.55,67.79,64.07,65.22,39.5014793563077,1036700,0.0,1.0
2008-08-04,75.25,75.25,64.54,64.66,39.1623068871336,1222600,0.0,1.0
2008-08-01,76.43,78.49,74.35,74.7,45.2431847273257,753400,0.0,1.0
2008-07-31,76.9,76.98,74.45,75.6,45.7882833384983,769800,0.0,1.0
2008-07-30,70.55,77.38,69.64,76.89,46.5695913478457,1414800,0.0,1.0
2008-07-29,62.5,69.92,62.29,69.49,42.0876694337599,2522000,0.0,1.0
2008-07-28,69.55,71.76,69.23,69.86,42.3117655294642,360500,0.0,1.0
2008-07-25,66.91,70.74,66.91,69.71,42.2209157609354,504700,0.0,1.0
2008-07-24,71.48,71.49,64.37,66.92,40.5311100663004,1510800,0.0,1.0
2008-07-23,77.48,78.49,70.52,71.27,43.1657533536346,772300,0.0,1.0
2008-07-22,77.98,79.16,76.1,77.42,46.890593863314,417100,0.0,1.0
2008-07-21,74.59,78.79,73.62,78.53,47.5628821504269,620600,0.0,1.0
2008-07-18,72.41,76.8,72.41,73.59,44.5708964402128,721900,0.0,1.0
2008-07-17,72.73,75.38,71.53,73.0,44.213554017333,693500,0.0,1.0
2008-07-16,72.23,72.8,68.51,72.28,43.7774751283949,498800,0.0,1.0
2008-07-15,73.27,74.369,70.11,72.16,43.7047953135719,574400,0.0,1.0
2008-07-14,71.84,74.17,71.41,73.17,44.3165170883323,512200,0.0,1.0
2008-07-11,71.84,73.5,69.96,72.63,43.9894579216287,468300,0.0,1.0
