,PDCE_Open,PDCE_High,PDCE_Low,PDCE_Close,PDCE_Adj Close,PDCE_Volume,PDCE_Dividend Amount,PDCE_Split Coefficient
2011-03-17,43.92,44.99,43.42,44.66,42.0863015273645,421300,0.0,1.0
2011-03-16,44.21,45.36,42.79,43.19,40.7010157404136,221700,0.0,1.0
2011-03-15,42.88,44.49,42.88,44.23,41.6810818753993,243000,0.0,1.0
2011-03-14,43.43,44.32,42.17,44.0,41.4643364801621,274200,0.0,1.0
2011-03-11,43.12,44.33,42.77,43.95,41.4172179159801,239800,0.0,1.0
2011-03-10,45.89,46.18,43.53,43.82,41.2947096491069,263900,0.0,1.0
2011-03-09,45.6,47.2,44.8701,46.69,43.9993152331538,213700,0.0,1.0
2011-03-08,47.24,47.24,45.35,45.67,43.038096523841,321000,0.0,1.0
2011-03-07,47.56,47.92,46.46,47.34,44.6118565675199,285500,0.0,1.0
2011-03-04,47.25,47.52,46.81,47.43,44.6966699830474,156200,0.0,1.0
2011-03-03,47.36,47.36,46.92,47.26,44.5364668648286,148600,0.0,1.0
2011-03-02,46.6,47.15,46.0,46.97,44.263179192573,191000,0.0,1.0
2011-03-01,47.0,47.42,46.06,46.53,43.8485358277714,359800,0.0,1.0
2011-02-28,47.46,48.17,46.2,46.93,44.2254843412274,336400,0.0,1.0
2011-02-25,46.25,47.3,45.6212,47.3,44.5741617161742,342200,0.0,1.0
2011-02-24,45.73,47.17,45.481,46.38,43.7071801352254,352500,0.0,1.0
2011-02-23,46.7,48.37,46.0,46.45,43.7731461250802,310300,0.0,1.0
2011-02-22,46.44,48.2134,46.27,46.83,44.1312472128634,140100,0.0,1.0
2011-02-18,47.85,47.85,46.66,47.0,44.2914503310822,166000,0.0,1.0
2011-02-17,47.5,48.16,47.26,47.6,44.8568731012663,126500,0.0,1.0
2011-02-16,48.14,48.44,47.35,47.51,44.7720596857387,113900,0.0,1.0
2011-02-15,48.26,48.96,47.9,47.9,45.1395844863583,218400,0.0,1.0
2011-02-14,46.48,47.49,46.48,47.38,44.6495514188654,149600,0.0,1.0
2011-02-11,46.22,46.72,46.22,46.56,43.8768069662806,214700,0.0,1.0
2011-02-10,45.83,46.98,45.83,46.31,43.6412141453706,223200,0.0,1.0
2011-02-09,46.26,47.7,45.81,46.03,43.3773501859514,205000,0.0,1.0
2011-02-08,46.34,46.63,45.45,46.29,43.6223667196978,162700,0.0,1.0
2011-02-07,45.95,47.85,45.95,46.82,44.121823500027,202500,0.0,1.0
2011-02-04,46.85,46.85,45.57,45.95,43.3019604832602,242300,0.0,1.0
2011-02-03,45.78,47.15,45.18,46.72,44.027586371663,220600,0.0,1.0
2011-02-02,45.59,46.29,45.17,45.77,43.132333652205,136300,0.0,1.0
2011-02-01,46.08,46.6,45.45,45.83,43.1888759292234,350800,0.0,1.0
2011-01-31,44.11,45.84,44.11,45.51,42.8873171184586,356800,0.0,1.0
2011-01-28,43.46,44.11,43.28,43.52,41.0119982640149,221700,0.0,1.0
2011-01-27,43.31,44.38,43.31,43.62,41.1062353923789,223500,0.0,1.0
2011-01-26,41.8,43.54,41.22,43.36,40.8612188586325,233300,0.0,1.0
2011-01-25,41.08,42.18,40.59,41.73,39.3251536662992,335200,0.0,1.0
2011-01-24,40.36,41.64,40.36,41.42,39.0330185683708,269900,0.0,1.0
2011-01-21,40.97,41.16,40.0,40.29,37.9681390178575,259700,0.0,1.0
2011-01-20,41.95,41.95,40.17,40.75,38.4016298083319,228900,0.0,1.0
2011-01-19,42.33,42.99,41.83,42.22,39.7869155952828,397300,0.0,1.0
2011-01-18,41.08,42.3,40.75,41.89,39.4759330716816,351600,0.0,1.0
2011-01-14,40.79,41.51,40.7,41.4,39.014171142698,136400,0.0,1.0
2011-01-13,41.5,41.6,40.24,40.7,38.3545112441499,257800,0.0,1.0
2011-01-12,41.81,42.948,41.1,41.37,38.9859000041888,161400,0.0,1.0
2011-01-11,40.44,41.35,39.93,41.32,38.9387814400068,254200,0.0,1.0
2011-01-10,40.52,41.01,39.98,40.67,38.3262401056407,187300,0.0,1.0
2011-01-07,41.1,41.75,40.62,40.8,38.4487483725139,235500,0.0,1.0
2011-01-06,40.7,41.15,40.1,40.91,38.5524092137143,201100,0.0,1.0
2011-01-05,40.85,41.05,40.5,40.85,38.4958669366959,184900,0.0,1.0
2011-01-04,43.53,43.73,40.6001,40.87,38.5147143623687,353200,0.0,1.0
2011-01-03,42.61,43.84,42.6,43.37,40.8706425714689,201800,0.0,1.0
2010-12-31,42.1,43.01,42.0,42.25,39.815186733792,164500,0.0,1.0
2010-12-30,42.18,42.79,41.83,42.08,39.6549836155732,335500,0.0,1.0
2010-12-29,42.43,42.43,41.8675,42.35,39.909423862156,178500,0.0,1.0
2010-12-28,42.15,42.48,41.91,42.26,39.8246104466284,85600,0.0,1.0
2010-12-27,42.0,42.24,41.55,42.03,39.6078650513912,78000,0.0,1.0
2010-12-23,41.95,42.41,41.63,42.23,39.7963393081192,137800,0.0,1.0
2010-12-22,41.71,41.94,40.22,41.77,39.3628485176448,209300,0.0,1.0
2010-12-21,40.39,41.61,40.21,41.48,39.0895608453892,226100,0.0,1.0
2010-12-20,39.55,40.75,39.12,40.31,37.9869864435303,313100,0.0,1.0
2010-12-17,39.48,39.71,38.38,39.7,37.4121399605099,1078600,0.0,1.0
2010-12-16,39.28,40.17,38.46,39.34,37.0728862983995,514100,0.0,1.0
2010-12-15,38.11,39.555,37.52,39.34,37.0728862983995,519300,0.0,1.0
2010-12-14,39.28,39.81,38.23,38.29,36.0833964505774,205100,0.0,1.0
2010-12-13,39.15,39.5,38.87,39.02,36.7713274876347,243600,0.0,1.0
2010-12-10,38.9,39.32,38.214,38.95,36.7053614977798,230200,0.0,1.0
2010-12-09,39.04,39.17,37.71,38.82,36.5828532309066,364400,0.0,1.0
2010-12-08,38.95,39.13,38.51,38.78,36.545158379561,389400,0.0,1.0
2010-12-07,39.35,39.55,38.47,38.815,36.5781413744884,407600,0.0,1.0
2010-12-06,38.12,39.32,38.01,38.73,36.498039815379,419900,0.0,1.0
2010-12-03,37.31,38.1,36.99,38.1,35.9043459066858,174500,0.0,1.0
2010-12-02,37.28,37.54,36.75,37.45,35.2918045723198,158200,0.0,1.0
2010-12-01,36.52,37.4,36.45,37.14,34.9996694743914,336200,0.0,1.0
2010-11-30,35.34,36.36,34.88,35.62,33.5672651232585,255400,0.0,1.0
2010-11-29,35.27,36.69,34.5825,36.41,34.3117384373341,376200,0.0,1.0
2010-11-26,35.23,35.93,34.99,35.43,33.3882145793669,68900,0.0,1.0
2010-11-24,35.21,35.66,34.861,35.66,33.6049599746041,153800,0.0,1.0
2010-11-23,34.9,35.44,34.48,34.87,32.8604866605285,303600,0.0,1.0
2010-11-22,34.87,35.9,34.34,35.65,33.5955362617677,478700,0.0,1.0
2010-11-19,33.19,35.12,32.8,35.04,33.0206897787473,673600,0.0,1.0
2010-11-18,32.45,33.4,32.0,33.19,31.2773029040132,4133300,0.0,1.0
2010-11-17,34.92,34.92,32.23,32.23,30.3726264717187,1140500,0.0,1.0
2010-11-16,36.51,36.7,35.87,36.5,34.3965518528617,190600,0.0,1.0
2010-11-15,37.18,37.32,36.3,36.81,34.6886869507901,172400,0.0,1.0
2010-11-12,36.91,37.2792,36.42,36.96,34.8300426433362,405100,0.0,1.0
2010-11-11,35.54,37.62,35.54,37.07,34.9337034845366,407600,0.0,1.0
2010-11-10,35.6,35.86,34.78,35.86,33.7934342313321,164600,0.0,1.0
2010-11-09,38.21,38.64,34.85,35.41,33.3693671536941,434600,0.0,1.0
2010-11-08,36.05,38.75,35.77,37.74,35.5650922445754,516100,0.0,1.0
2010-11-05,35.87,36.07,35.35,35.95,33.8782476468597,164600,0.0,1.0
2010-11-04,34.88,35.89,34.44,35.72,33.6615022516225,237000,0.0,1.0
2010-11-03,34.16,34.26,33.41,34.0,32.0406236437616,169100,0.0,1.0
2010-11-02,32.73,34.28,32.56,33.98,32.0217762180888,398200,0.0,1.0
2010-11-01,31.67,32.66,31.6,32.39,30.5234058771011,457900,0.0,1.0
2010-10-29,30.83,31.65,30.59,31.26,29.4585263265879,280400,0.0,1.0
2010-10-28,31.61,31.78,30.73,31.02,29.2323572185143,170200,0.0,1.0
2010-10-27,30.77,31.45,30.62,31.35,29.5433397421155,195500,0.0,1.0
2010-10-26,30.64,31.17,30.54,31.02,29.2323572185143,193500,0.0,1.0
2010-10-25,30.86,31.19,30.52,30.79,29.0156118232771,156200,0.0,1.0
2010-10-22,30.17,30.9,30.05,30.65,28.8836798435675,146800,0.0,1.0
2010-10-21,30.26,30.53,29.5,30.1,28.3653756375654,324500,0.0,1.0
2010-10-20,30.37,30.78,29.95,30.17,28.4313416274202,280200,0.0,1.0
2010-10-19,30.51,31.01,29.67,30.1,28.3653756375654,187200,0.0,1.0
2010-10-18,31.11,31.32,30.87,31.18,29.3831366238967,95500,0.0,1.0
2010-10-15,31.96,32.54,31.022,31.07,29.2794757826963,230400,0.0,1.0
2010-10-14,31.33,31.77,30.68,31.64,29.8166274143711,404000,0.0,1.0
2010-10-13,31.49,32.01,31.22,31.28,29.4773737522607,195000,0.0,1.0
2010-10-12,30.68,31.85,30.245,31.35,29.5433397421155,332800,0.0,1.0
2010-10-11,30.51,31.2399,30.471,30.74,28.9684932590951,91900,0.0,1.0
2010-10-08,29.79,30.82,29.79,30.55,28.7894427152034,194900,0.0,1.0
2010-10-07,29.8,30.11,29.23,29.82,28.1015116781462,217500,0.0,1.0
2010-10-06,28.78,29.99,28.58,29.75,28.0355456882914,209700,0.0,1.0
2010-10-05,28.04,28.79,27.68,28.68,27.0272084147966,303900,0.0,1.0
2010-10-04,27.77,28.08,27.44,27.96,26.3487010905757,248600,0.0,1.0
2010-10-01,27.97,28.15,27.63,27.97,26.3581248034121,221000,0.0,1.0
2010-09-30,28.31,28.31,26.77,27.6,26.0094474284653,161600,0.0,1.0
2010-09-29,27.07,28.02,27.07,28.0,26.3863959419213,92800,0.0,1.0
2010-09-28,27.88,27.94,26.49,27.28,25.7078886177005,150100,0.0,1.0
2010-09-27,27.97,28.0,27.37,27.7,26.1036845568293,60600,0.0,1.0
2010-09-24,27.48,28.1,27.22,28.0,26.3863959419213,256100,0.0,1.0
2010-09-23,26.56,27.4,26.295,27.03,25.4722957967905,99200,0.0,1.0
2010-09-22,27.2,27.76,26.57,26.88,25.3309401042445,98600,0.0,1.0
2010-09-21,27.79,28.23,27.26,27.35,25.7738546075553,124200,0.0,1.0
2010-09-20,27.13,27.75,26.73,27.71,26.1131082696657,136500,0.0,1.0
2010-09-17,27.38,27.4,26.79,27.02,25.4628720839541,135800,0.0,1.0
2010-09-16,27.29,27.8299,26.78,27.05,25.4911432224633,67100,0.0,1.0
2010-09-15,27.51,27.69,26.99,27.44,25.8586680230829,68700,0.0,1.0
2010-09-14,27.99,28.1,27.55,27.64,26.0471422798109,133200,0.0,1.0
2010-09-13,28.49,28.49,28.07,28.14,26.5183279216309,188700,0.0,1.0
2010-09-10,27.97,28.5,27.7,28.2,26.5748701986493,208600,0.0,1.0
2010-09-09,27.69,27.81,27.25,27.67,26.0754134183201,91800,0.0,1.0
2010-09-08,27.8,28.0,27.04,27.24,25.6701937663549,131700,0.0,1.0
2010-09-07,28.1,28.21,27.01,27.8,26.1979216851933,169400,0.0,1.0
2010-09-03,28.85,28.85,28.15,28.36,26.7256496040317,119600,0.0,1.0
2010-09-02,29.01,29.1,28.15,28.47,26.8293104452321,265000,0.0,1.0
2010-09-01,27.56,29.23,27.35,29.12,27.4418517795982,232200,0.0,1.0
2010-08-31,26.98,27.53,26.43,26.9,25.3497875299173,284400,0.0,1.0
2010-08-30,26.64,27.61,26.36,26.94,25.3874823812629,255100,0.0,1.0
2010-08-27,25.08,26.85,24.81,26.75,25.2084318373713,155100,0.0,1.0
2010-08-26,25.19,25.93,24.35,24.67,23.2482995674,283400,0.0,1.0
2010-08-25,24.58,25.2,24.19,25.01,23.5687058038376,295600,0.0,1.0
2010-08-24,25.07,25.87,24.8,24.83,23.3990789727824,238000,0.0,1.0
2010-08-23,24.57,26.21,24.57,25.52,24.049315158494,235400,0.0,1.0
2010-08-20,25.17,25.35,24.17,24.4,22.9938593208172,244900,0.0,1.0
2010-08-19,26.39,26.66,25.1901,25.4,23.9362306044572,279800,0.0,1.0
2010-08-18,26.77,26.97,26.1,26.58,25.0482287191525,148500,0.0,1.0
2010-08-17,25.76,27.61,25.53,26.85,25.3026689657353,230300,0.0,1.0
2010-08-16,24.97,25.29,24.556,25.27,23.813722337584,110800,0.0,1.0
2010-08-13,25.26,25.62,25.0,25.23,23.7760274862384,178200,0.0,1.0
2010-08-12,25.3,25.7,24.88,25.46,23.9927728814756,215000,0.0,1.0
2010-08-11,27.8,27.8,25.65,25.75,24.2660605537312,288200,0.0,1.0
2010-08-10,30.0,30.0,28.3401,28.66,27.0083609891238,392000,0.0,1.0
2010-08-09,29.27,30.39,28.96,30.36,28.6103921713118,176900,0.0,1.0
2010-08-06,29.55,30.19,28.92,29.37,27.6774446005082,164800,0.0,1.0
2010-08-05,29.99,30.189,29.71,30.02,28.2899859348742,137100,0.0,1.0
2010-08-04,29.65,30.27,29.3501,30.24,28.497307617275,188600,0.0,1.0
2010-08-03,29.76,29.99,29.14,29.37,27.6774446005082,169500,0.0,1.0
2010-08-02,29.51,30.0,29.51,29.89,28.167477668001,103400,0.0,1.0
2010-07-30,29.15,29.67,28.76,29.14,27.460699205271,166500,0.0,1.0
2010-07-29,28.68,29.65,28.08,29.5,27.7999528673814,230000,0.0,1.0
2010-07-28,29.34,29.39,28.47,28.59,26.942394999269,134600,0.0,1.0
2010-07-27,30.0,30.25,29.04,29.52,27.8188002930542,146900,0.0,1.0
2010-07-26,29.53,30.18,29.07,29.83,28.1109353909826,122900,0.0,1.0
2010-07-23,27.97,29.74,27.69,29.65,27.9413085599274,142200,0.0,1.0
2010-07-22,27.13,28.235,26.78,28.07,26.4523619317761,348000,0.0,1.0
2010-07-21,27.68,27.9926,26.39,26.56,25.0293812934797,118400,0.0,1.0
2010-07-20,26.0,27.45,25.24,27.33,25.7550071818825,189200,0.0,1.0
2010-07-19,26.35,26.67,26.06,26.27,24.756093621224,160000,0.0,1.0
2010-07-16,28.0,28.0,26.14,26.3,24.7843647597332,196800,0.0,1.0
2010-07-15,28.68,28.75,27.59,28.31,26.6785310398497,161700,0.0,1.0
2010-07-14,28.1,28.64,27.72,28.55,26.9047001479234,155700,0.0,1.0
2010-07-13,27.26,28.25,26.89,28.17,26.5465990601401,232800,0.0,1.0
2010-07-12,27.07,27.36,26.3501,26.81,25.2649741143897,127800,0.0,1.0
2010-07-09,27.4,27.4,26.7,27.21,25.6419226278457,134300,0.0,1.0
2010-07-08,25.88,27.84,25.88,27.335,25.7597190383007,447300,0.0,1.0
2010-07-07,24.06,25.56,24.06,25.48,24.0116203071484,127800,0.0,1.0
2010-07-06,25.07,25.8,23.82,24.0,22.6169108073611,211900,0.0,1.0
2010-07-02,25.51,25.91,24.65,24.76,23.3331129829276,144400,0.0,1.0
2010-07-01,25.75,25.805,24.45,25.26,23.8042986247476,171300,0.0,1.0
2010-06-30,26.29,27.335,25.54,25.62,24.143552286858,189400,0.0,1.0
2010-06-29,25.79,26.92,24.88,26.21,24.6995513442056,268700,0.0,1.0
2010-06-28,26.83,27.1,26.2,26.29,24.7749410468968,193100,0.0,1.0
2010-06-25,26.1,27.01,25.25,26.99,25.4346009454449,307900,0.0,1.0
2010-06-24,25.87,26.32,25.85,26.0,24.5016533746412,202000,0.0,1.0
2010-06-23,25.77,26.54,25.39,26.08,24.5770430773324,133700,0.0,1.0
2010-06-22,26.86,27.35,25.7,25.77,24.284907979404,94100,0.0,1.0
2010-06-21,27.24,27.73,26.48,26.77,25.2272792630441,232900,0.0,1.0
2010-06-18,26.25,27.08,25.48,26.87,25.3215163914081,177200,0.0,1.0
2010-06-17,26.45,26.95,25.68,26.05,24.5487719388232,95800,0.0,1.0
2010-06-16,26.33,26.9999,26.06,26.39,24.8691781752609,111900,0.0,1.0
2010-06-15,26.27,26.71,25.92,26.6,25.0670761448253,122400,0.0,1.0
2010-06-14,25.2,26.3,25.2,25.98,24.4828059489684,286100,0.0,1.0
2010-06-11,23.31,25.1,23.24,24.97,23.531010952492,301200,0.0,1.0
2010-06-10,22.43,23.87,22.43,23.78,22.4095891249603,283400,0.0,1.0
2010-06-09,21.8,22.61,21.53,21.95,20.685049675899,204600,0.0,1.0
2010-06-08,21.86,22.24,21.52,21.66,20.4117620036434,274300,0.0,1.0
2010-06-07,21.79,22.29,21.5,21.7,20.449456854989,269200,0.0,1.0
2010-06-04,21.8,22.77,21.21,21.7,20.449456854989,338600,0.0,1.0
2010-06-03,21.3,22.575,20.97,22.36,21.0714219021915,293200,0.0,1.0
2010-06-02,20.01,21.19,20.01,21.12,19.9028815104778,248900,0.0,1.0
2010-06-01,20.42,21.24,19.61,19.91,18.7626122572733,186800,0.0,1.0
2010-05-28,20.95,21.17,20.32,20.6,19.412848442985,138600,0.0,1.0
2010-05-27,20.4,21.19,20.3001,21.15,19.931152648987,197500,0.0,1.0
2010-05-26,20.01,20.2,19.68,19.86,18.7154936930913,312600,0.0,1.0
2010-05-25,19.73,19.96,19.19,19.88,18.7343411187641,244900,0.0,1.0
2010-05-24,20.79,21.05,20.09,20.38,19.2055267605842,135100,0.0,1.0
2010-05-21,18.72,21.5001,18.71,20.99,19.7803732436046,310400,0.0,1.0
2010-05-20,20.82,21.41,20.45,20.53,19.3468824531302,265800,0.0,1.0
2010-05-19,22.32,22.32,20.77,21.54,20.2986774496066,304100,0.0,1.0
2010-05-18,23.73,24.1,22.32,22.48,21.1845064562283,330400,0.0,1.0
2010-05-17,24.15,24.7696,22.48,23.28,21.9384034831403,581000,0.0,1.0
2010-05-14,23.69,23.96,22.731,23.94,22.5603685303427,209400,0.0,1.0
2010-05-13,24.05,24.79,23.42,23.88,22.5038262533243,246600,0.0,1.0
2010-05-12,22.14,24.18,22.14,24.08,22.6923005100523,358000,0.0,1.0
2010-05-11,19.64,21.84,19.13,21.26,20.0348134901874,224700,0.0,1.0
2010-05-10,19.87,20.6,19.52,19.9975,18.8450697445918,513500,0.0,1.0
2010-05-07,19.99,20.234,17.92,18.85,17.7636986966149,411800,0.0,1.0
2010-05-06,21.93,21.93,18.72,19.99,18.8380019599645,325000,0.0,1.0
2010-05-05,22.95,22.97,21.93,22.05,20.779286804263,139000,0.0,1.0
2010-05-04,23.45,23.57,22.54,23.28,21.9384034831403,187600,0.0,1.0
2010-05-03,23.49,23.8,23.2001,23.79,22.4190128377967,163100,0.0,1.0
2010-04-30,24.1,24.1,23.36,23.36,22.0137931858315,219400,0.0,1.0
2010-04-29,24.53,24.55,23.6,24.04,22.6546056587067,216400,0.0,1.0
2010-04-28,24.22,24.6,23.84,24.26,22.8619273411076,140200,0.0,1.0
2010-04-27,26.13,26.13,24.05,24.08,22.6923005100523,224200,0.0,1.0
2010-04-26,25.51,26.625,25.3,26.21,24.6995513442056,185700,0.0,1.0
2010-04-23,24.59,25.58,24.5101,25.58,24.1058574355124,251000,0.0,1.0
2010-04-22,24.68,25.66,24.58,25.34,23.8796883274388,129300,0.0,1.0
2010-04-21,24.73,24.99,24.5,24.98,23.5404346653284,88500,0.0,1.0
2010-04-20,24.56,25.0,24.55,24.73,23.3048418444184,121200,0.0,1.0
2010-04-19,23.97,24.48,23.7399,24.44,23.0315541721628,170300,0.0,1.0
2010-04-16,24.32,24.56,23.81,24.17,22.7771139255799,237900,0.0,1.0
2010-04-15,23.86,24.4,23.81,24.38,22.9750118951444,84800,0.0,1.0
2010-04-14,23.1,23.83,22.87,23.82,22.4472839763059,150400,0.0,1.0
2010-04-13,23.29,23.3,22.9,23.0,21.6745395237211,99000,0.0,1.0
2010-04-12,22.86,23.35,22.7,23.31,21.9666746216495,184400,0.0,1.0
2010-04-09,22.67,23.3,22.53,22.92,21.5991498210299,120200,0.0,1.0
2010-04-08,23.05,23.245,22.2,22.7,21.3918281386291,298800,0.0,1.0
2010-04-07,23.81,23.82,22.93,23.19,21.8535900676127,309000,0.0,1.0
2010-04-06,24.01,24.29,23.72,23.91,22.5320973918335,219500,0.0,1.0
2010-04-05,23.79,24.24,23.7,24.15,22.7582664999071,203900,0.0,1.0
2010-04-01,23.36,23.78,23.08,23.74,22.3718942736147,126300,0.0,1.0
2010-03-31,23.4,23.93,23.15,23.17,21.8347426419399,154400,0.0,1.0
2010-03-30,23.76,23.91,23.12,23.43,22.0797591756863,127700,0.0,1.0
2010-03-29,23.47,24.27,23.35,23.62,22.2588097195779,98700,0.0,1.0
2010-03-26,23.73,23.97,23.04,23.46,22.1080303141955,210100,0.0,1.0
2010-03-25,23.71,23.94,23.3,23.56,22.2022674425595,212600,0.0,1.0
2010-03-24,24.0,24.54,23.57,23.67,22.3059282837599,171100,0.0,1.0
2010-03-23,23.56,24.12,23.3506,24.1,22.7111479357251,115800,0.0,1.0
2010-03-22,23.3,23.88,22.92,23.6,22.2399622939051,142400,0.0,1.0
2010-03-19,23.74,23.74,23.04,23.43,22.0797591756863,240800,0.0,1.0
2010-03-18,23.7,23.87,22.97,23.59,22.2305385810687,192200,0.0,1.0
2010-03-17,23.43,24.05,23.43,23.65,22.2870808580871,129500,0.0,1.0
2010-03-16,23.01,23.26,22.95,23.26,21.9195560574675,117900,0.0,1.0
2010-03-15,22.87,23.0,22.21,22.96,21.6368446723755,217200,0.0,1.0
2010-03-12,23.03,23.34,22.67,23.03,21.7028106622303,312500,0.0,1.0
2010-03-11,22.53,23.14,22.5,22.96,21.6368446723755,191700,0.0,1.0
2010-03-10,22.43,22.835,22.221,22.73,21.4200992771383,246600,0.0,1.0
2010-03-09,22.57,22.95,22.16,22.375,21.0855574714461,572500,0.0,1.0
2010-03-08,22.73,23.3,22.53,22.62,21.3164384359379,340700,0.0,1.0
2010-03-05,22.67,22.92,22.12,22.85,21.5331838311751,457100,0.0,1.0
2010-03-04,23.11,23.58,22.01,22.61,21.3070147231015,641700,0.0,1.0
2010-03-03,24.83,24.88,24.01,24.27,22.871351053944,248200,0.0,1.0
2010-03-02,24.48,25.37,24.25,24.65,23.2294521417272,200900,0.0,1.0
2010-03-01,23.75,24.43,23.75,24.36,22.9561644694716,206600,0.0,1.0
2010-02-26,23.4,23.6,23.0,23.51,22.1551488783775,221600,0.0,1.0
2010-02-25,22.79,23.26,22.39,23.26,21.9195560574675,256200,0.0,1.0
2010-02-24,22.79,23.46,22.42,23.03,21.7028106622303,167600,0.0,1.0
2010-02-23,22.88,22.97,22.05,22.77,21.4577941284839,351200,0.0,1.0
2010-02-22,23.0,23.43,22.74,22.93,21.6085735338663,233700,0.0,1.0
2010-02-19,21.75,22.92,21.74,22.88,21.5614549696843,382900,0.0,1.0
2010-02-18,22.04,22.34,21.45,21.76,20.5059991320074,375200,0.0,1.0
2010-02-17,21.99,22.19,21.65,22.18,20.9017950711363,240500,0.0,1.0
2010-02-16,21.75,21.8,20.96,21.73,20.4777279934982,256400,0.0,1.0
2010-02-12,20.45,21.61,20.42,21.38,20.1478980442242,274800,0.0,1.0
2010-02-11,20.4,20.69,20.07,20.63,19.4411195814942,176800,0.0,1.0
2010-02-10,20.0,20.58,19.67,20.53,19.3468824531302,244000,0.0,1.0
2010-02-09,20.05,20.47,19.7,20.17,19.0076287910198,434800,0.0,1.0
2010-02-08,20.2,20.3281,19.67,19.74,18.6024091390545,107800,0.0,1.0
2010-02-05,20.5,20.5,19.15,20.16,18.9982050781834,306800,0.0,1.0
2010-02-04,21.62,21.62,20.3,20.33,19.1584081964022,302700,0.0,1.0
2010-02-03,21.77,22.21,21.32,21.87,20.6096599732078,246400,0.0,1.0
2010-02-02,21.47,22.6,21.06,21.8,20.543693983353,414600,0.0,1.0
2010-02-01,21.17,21.39,20.55,21.33,20.1007794800422,470600,0.0,1.0
2010-01-29,20.64,21.39,20.51,20.995,19.7850851000228,688600,0.0,1.0
2010-01-28,19.91,20.58,19.48,20.45,19.271492750439,475100,0.0,1.0
2010-01-27,19.5,19.8699,18.89,19.85,18.7060699802549,271300,0.0,1.0
2010-01-26,19.51,19.83,19.09,19.57,18.4422060208357,203600,0.0,1.0
2010-01-25,19.56,19.775,19.21,19.54,18.4139348823265,168300,0.0,1.0
2010-01-22,19.49,20.0,19.24,19.39,18.2725791897805,242900,0.0,1.0
2010-01-21,19.48,19.7491,19.25,19.55,18.4233585951629,369400,0.0,1.0
2010-01-20,19.25,19.46,18.93,19.38,18.2631554769441,195800,0.0,1.0
2010-01-19,19.2,19.54,18.74,19.54,18.4139348823265,173700,0.0,1.0
2010-01-15,18.38,18.84,18.115,18.83,17.7448512709421,250000,0.0,1.0
2010-01-14,18.23,18.6599,18.17,18.39,17.3302079061405,233700,0.0,1.0
2010-01-13,18.58,18.72,18.1101,18.34,17.2830893419585,347400,0.0,1.0
2010-01-12,18.91,18.91,18.351,18.5,17.4338687473409,149500,0.0,1.0
2010-01-11,19.75,19.75,18.76,19.19,18.0841049330525,176200,0.0,1.0
2010-01-08,19.36,19.64,19.15,19.6,18.4704771593449,137300,0.0,1.0
2010-01-07,19.29,19.55,19.19,19.39,18.2725791897805,199900,0.0,1.0
2010-01-06,19.48,19.68,19.26,19.41,18.2914266154533,167400,0.0,1.0
2010-01-05,18.2,19.7,18.2,19.42,18.3008503282897,306600,0.0,1.0
2010-01-04,18.42,19.31,18.3,19.17,18.0652575073797,140000,0.0,1.0
2009-12-31,18.4,18.78,18.21,18.21,17.1605810750853,85000,0.0,1.0
2009-12-30,18.68,18.7,18.29,18.47,17.4055976088317,119800,0.0,1.0
2009-12-29,18.99,19.2,18.73,18.81,17.7260038452693,84600,0.0,1.0
2009-12-28,19.41,19.41,18.81,18.99,17.8956306763245,120200,0.0,1.0
2009-12-24,19.4,19.41,19.19,19.28,18.1689183485801,29300,0.0,1.0
2009-12-23,19.22,19.39,18.75,19.36,18.2443080512713,137900,0.0,1.0
2009-12-22,18.89,19.29,18.78,19.17,18.0652575073797,184900,0.0,1.0
2009-12-21,18.5,18.98,18.5,18.94,17.8485121121425,247100,0.0,1.0
2009-12-18,17.66,18.38,17.35,18.38,17.3207841933041,624900,0.0,1.0
2009-12-17,17.24,17.42,17.13,17.21,16.2182097914452,197400,0.0,1.0
2009-12-16,17.24,17.668,17.04,17.53,16.51976860221,184400,0.0,1.0
2009-12-15,17.23,17.32,17.05,17.09,16.1051252374084,190000,0.0,1.0
2009-12-14,17.02,17.38,16.79,17.22,16.2276335042816,277300,0.0,1.0
2009-12-11,16.73,16.95,16.62,16.71,15.7470241496252,73200,0.0,1.0
2009-12-10,16.92,17.16,16.46,16.68,15.718753011116,302500,0.0,1.0
2009-12-09,17.0,17.15,16.65,17.0,16.0203118218808,155700,0.0,1.0
2009-12-08,17.33,17.39,16.83,16.97,15.9920406833716,175900,0.0,1.0
2009-12-07,17.58,17.77,17.35,17.45,16.4443788995188,153800,0.0,1.0
2009-12-04,17.82,18.37,17.22,17.65,16.6328531562468,153600,0.0,1.0
2009-12-03,17.99,18.07,17.4,17.44,16.4349551866824,108700,0.0,1.0
2009-12-02,18.1,18.35,17.67,17.95,16.9155645413388,129600,0.0,1.0
2009-12-01,18.29,18.61,17.94,18.09,17.0474965210485,210200,0.0,1.0
2009-11-30,18.13,18.19,17.54,17.97,16.9344119670117,193300,0.0,1.0
2009-11-27,17.9,18.48,17.451,18.22,17.1700047879217,121000,0.0,1.0
2009-11-25,18.8,19.15,18.53,18.79,17.7071564195965,104000,0.0,1.0
2009-11-24,18.88,18.94,18.46,18.75,17.6694615682509,115600,0.0,1.0
2009-11-23,18.96,19.35,18.81,18.87,17.7825461222877,172300,0.0,1.0
