,TRIP_Open,TRIP_High,TRIP_Low,TRIP_Close,TRIP_Adj Close,TRIP_Volume,TRIP_Dividend Amount,TRIP_Split Coefficient
2014-11-17,69.65,70.1799,68.28,68.53,61.0063174404015,1981805,0.0,1.0
2014-11-14,69.14,69.98,67.14,69.91,62.2348117942284,3302482,0.0,1.0
2014-11-13,70.6,71.69,68.44,69.02,61.44252195734,2692951,0.0,1.0
2014-11-12,69.98,70.74,69.35,70.38,62.6532120451694,2515393,0.0,1.0
2014-11-11,72.81,73.265,68.88,69.99,62.3060288582183,4839667,0.0,1.0
2014-11-10,73.72,74.14,72.42,72.89,64.8876474278545,2006179,0.0,1.0
2014-11-07,74.17,74.37,72.8,73.65,65.5642095357591,1815430,0.0,1.0
2014-11-06,72.3,74.49,72.2,74.005,65.8802352572146,3842558,0.0,1.0
2014-11-05,73.69,74.4895,71.05,71.95,64.0508469259724,14041082,0.0,1.0
2014-11-04,83.66,84.97,82.62,83.79,74.5909723964868,4905733,0.0,1.0
2014-11-03,89.33,89.35,85.0,85.21,75.8550752823087,2787692,0.0,1.0
2014-10-31,88.63,89.67,87.31,88.66,78.9263111668758,1950783,0.0,1.0
2014-10-30,86.74,88.06,85.27,86.31,76.8343099121707,1535831,0.0,1.0
2014-10-29,88.6,88.63,86.77,87.38,77.7868381430364,1276923,0.0,1.0
2014-10-28,87.09,88.83,87.0,88.82,79.0687452948557,1015951,0.0,1.0
2014-10-27,87.54,88.2199,86.33,86.93,77.3862421580929,990678,0.0,1.0
2014-10-24,87.26,88.41,86.63,88.25,78.5613237139272,880882,0.0,1.0
2014-10-23,86.67,88.76,85.6,87.63,78.009391468005,1365525,0.0,1.0
2014-10-22,88.1,88.49,85.89,85.92,76.4871267252196,1427304,0.0,1.0
2014-10-21,85.0,88.35,84.51,88.085,78.4144385194479,2858443,0.0,1.0
2014-10-20,80.76,84.04,80.76,83.54,74.3684190715182,1832542,0.0,1.0
2014-10-17,80.82,81.46,80.5,81.05,72.1517879548306,1818492,0.0,1.0
2014-10-16,76.7,79.98,76.24,79.52,70.7897616060226,1952951,0.0,1.0
2014-10-15,77.19,79.04,75.34,78.89,70.2289272271016,3103937,0.0,1.0
2014-10-14,80.06,81.15,77.47,78.97,70.3001442910916,3001371,0.0,1.0
2014-10-13,82.31,83.4,79.2,79.64,70.8965872020075,4664913,0.0,1.0
2014-10-10,85.35,85.95,82.47,82.59,73.5227164366374,2249397,0.0,1.0
2014-10-09,88.75,88.86,84.9707,85.91,76.4782245922208,2456594,0.0,1.0
2014-10-08,87.03,89.2,85.82,88.54,78.8194855708908,2137674,0.0,1.0
2014-10-07,88.36,89.18,86.95,86.96,77.4129485570891,3042931,0.0,1.0
2014-10-06,89.18,90.94,88.66,88.92,79.1577666248432,2890122,0.0,1.0
2014-10-03,89.31,90.05,88.62,88.63,78.8996047678796,3119272,0.0,1.0
2014-10-02,89.0,89.94,86.64,88.39,78.6859535759097,2714919,0.0,1.0
2014-10-01,91.01,91.08,88.91,89.49,79.6651882057716,2138525,0.0,1.0
2014-09-30,90.92,92.3,89.1,91.42,81.3832998745295,1876176,0.0,1.0
2014-09-29,91.22,91.88,90.65,90.8,80.8313676286073,1223610,0.0,1.0
2014-09-26,91.51,92.51,90.85,92.15,82.0331555834379,1420777,0.0,1.0
2014-09-25,94.23,94.6,91.065,91.19,81.1785508155584,1780679,0.0,1.0
2014-09-24,92.89,94.75,91.52,94.33,83.9738205771644,1706573,0.0,1.0
2014-09-23,93.96,94.59,92.25,92.95,82.7453262233375,1793800,0.0,1.0
2014-09-22,97.84,98.0,92.82,94.29,83.9382120451694,2893400,0.0,1.0
2014-09-19,98.29,99.57,97.41,98.37,87.5702823086575,1514300,0.0,1.0
2014-09-18,96.29,99.15,96.29,97.95,87.1963927227102,1507700,0.0,1.0
2014-09-17,96.02,96.63,94.825,96.01,85.4693789209536,1356500,0.0,1.0
2014-09-16,94.55,96.62,93.9,95.8,85.2824341279799,1397100,0.0,1.0
2014-09-15,99.23,99.75,94.33,95.22,84.7661104140527,1890400,0.0,1.0
2014-09-12,98.09,99.35,97.46,99.32,88.4159849435383,1671500,0.0,1.0
2014-09-11,97.32,98.63,97.15,98.5,87.6860100376412,1312400,0.0,1.0
2014-09-10,96.53,98.47,95.43,98.03,87.2676097867001,2491300,0.0,1.0
2014-09-09,99.0,100.0,96.345,96.37,85.7898557089084,2855900,0.0,1.0
2014-09-08,98.11,99.42,97.95,99.23,88.3358657465496,1737900,0.0,1.0
2014-09-05,99.4,99.5,97.82,98.26,87.4723588456713,1701300,0.0,1.0
2014-09-04,98.14,99.04,97.5,98.29,87.4990652446675,1468000,0.0,1.0
2014-09-03,100.14,100.23,98.05,98.28,87.4901631116688,982700,0.0,1.0
2014-09-02,99.59,99.96,98.45,99.44,88.5228105395232,1425200,0.0,1.0
2014-08-29,99.71,100.78,98.71,99.09,88.2112358845671,1154400,0.0,1.0
2014-08-28,101.15,101.25,98.25,99.37,88.460495608532,2175100,0.0,1.0
2014-08-27,104.07,104.439,101.55,101.78,90.6059096612296,1153000,0.0,1.0
2014-08-26,104.33,105.2243,103.56,104.51,93.0361919698871,1110700,0.0,1.0
2014-08-25,102.53,104.19,102.08,103.79,92.3952383939774,1981200,0.0,1.0
2014-08-22,98.27,103.1,97.05,101.99,90.7928544542033,2013700,0.0,1.0
2014-08-21,98.02,98.15,96.95,97.9,87.1518820577164,861600,0.0,1.0
2014-08-20,97.46,98.39,96.54,98.15,87.3744353826851,1109500,0.0,1.0
2014-08-19,98.0,98.39,96.13,97.37,86.680069008783,1066300,0.0,1.0
2014-08-18,97.56,98.5,97.26,97.96,87.2052948557089,743600,0.0,1.0
2014-08-15,98.25,98.5,95.78,97.1,86.4397114178168,1352100,0.0,1.0
2014-08-14,96.84,97.35,96.04,96.97,86.3239836888331,850500,0.0,1.0
2014-08-13,95.59,97.63,94.9152,96.84,86.2082559598494,1146900,0.0,1.0
2014-08-12,95.79,96.74,93.87,94.75,84.3477101631117,1053700,0.0,1.0
2014-08-11,95.62,96.31,94.34,95.63,85.1310978670013,1061900,0.0,1.0
2014-08-08,94.92,95.49,93.74,95.29,84.8284253450439,875600,0.0,1.0
2014-08-07,94.45,96.64,94.05,94.45,84.0806461731493,1144200,0.0,1.0
2014-08-06,93.44,95.609,93.27,94.03,83.706756587202,909300,0.0,1.0
2014-08-05,94.32,95.4,93.35,94.07,83.742365119197,1225700,0.0,1.0
2014-08-04,94.16,95.75,93.88,94.79,84.3833186951067,1527700,0.0,1.0
2014-08-01,94.49,95.25,91.78,93.87,83.5643224592221,2416800,0.0,1.0
2014-07-31,98.94,98.94,94.17,94.84,84.4278293601004,2465600,0.0,1.0
2014-07-30,99.98,100.44,98.89,100.02,89.0391342534504,1220800,0.0,1.0
2014-07-29,99.46,100.11,98.87,99.21,88.3180614805521,1305600,0.0,1.0
2014-07-28,100.14,100.8,98.8,99.3,88.3981806775408,1644400,0.0,1.0
2014-07-25,101.81,102.86,98.11,99.88,88.914504391468,2506700,0.0,1.0
2014-07-24,97.0,102.99,95.2605,101.79,90.6148117942284,10669900,0.0,1.0
2014-07-23,103.65,107.67,103.65,107.36,95.5732998745295,3927100,0.0,1.0
2014-07-22,104.38,105.33,103.17,104.17,92.7335194479298,1483800,0.0,1.0
2014-07-21,103.57,104.11,101.46,103.14,91.816599749059,1223000,0.0,1.0
2014-07-18,102.05,104.31,101.58,104.17,92.7335194479298,1117900,0.0,1.0
2014-07-17,101.25,103.74,100.76,101.15,90.0450752823087,1519800,0.0,1.0
2014-07-16,103.32,104.76,101.5,101.96,90.766148055207,1201400,0.0,1.0
2014-07-15,104.34,104.49,101.78,102.68,91.4071016311167,1234100,0.0,1.0
2014-07-14,103.99,104.205,101.55,104.05,92.6266938519448,2520000,0.0,1.0
2014-07-11,103.64,105.34,103.34,104.78,93.2765495608532,916500,0.0,1.0
2014-07-10,100.88,104.36,100.44,103.35,92.0035445420326,1357500,0.0,1.0
2014-07-09,102.01,103.59,101.47,103.52,92.1548808030113,1921000,0.0,1.0
2014-07-08,107.64,107.64,100.61,101.45,90.312139272271,2826100,0.0,1.0
2014-07-07,109.08,109.14,107.24,107.41,95.6178105395232,1056300,0.0,1.0
2014-07-03,108.92,109.48,107.76,109.18,97.1934880803011,952200,0.0,1.0
2014-07-02,109.0,110.22,107.69,108.12,96.2498619824341,880900,0.0,1.0
2014-07-01,109.13,109.79,107.9,109.01,97.0421518193225,1702700,0.0,1.0
2014-06-30,110.01,111.24,108.02,108.66,96.7305771643664,1770100,0.0,1.0
2014-06-27,107.66,110.4,107.02,110.21,98.1104077791719,1586300,0.0,1.0
2014-06-26,108.2,108.88,106.6,107.87,96.0273086574655,1680100,0.0,1.0
2014-06-25,104.3,108.63,104.031,108.5,96.5881430363865,1605400,0.0,1.0
2014-06-24,103.59,107.43,103.21,104.68,93.1875282308658,2149100,0.0,1.0
2014-06-23,103.69,104.31,102.17,103.87,92.4664554579674,1225300,0.0,1.0
2014-06-20,103.31,104.61,102.5,103.53,92.1637829360101,2072800,0.0,1.0
2014-06-19,105.88,106.0,101.75,102.98,91.6741656210791,1237000,0.0,1.0
2014-06-18,104.68,105.39,103.03,105.24,93.6860476787955,1216000,0.0,1.0
2014-06-17,104.28,106.5,104.05,104.57,93.0896047678795,1620600,0.0,1.0
2014-06-16,102.0,104.11,101.27,103.97,92.5554767879548,1595900,0.0,1.0
2014-06-13,103.19,103.93,100.76,101.98,90.7839523212045,2106200,0.0,1.0
2014-06-12,104.08,104.25,101.14,101.72,90.5524968632371,1760300,0.0,1.0
2014-06-11,102.43,104.12,101.38,103.52,92.1548808030113,1376400,0.0,1.0
2014-06-10,103.82,104.56,102.22,102.68,91.4071016311167,1416200,0.0,1.0
2014-06-09,104.05,104.2,103.07,103.7,92.3151191969887,1890600,0.0,1.0
2014-06-06,103.14,104.47,102.1,104.05,92.6266938519448,2085900,0.0,1.0
2014-06-05,99.5,103.32,98.77,103.03,91.7186762860728,3390100,0.0,1.0
2014-06-04,97.65,99.59,96.27,99.35,88.4426913425345,1464000,0.0,1.0
2014-06-03,97.22,98.31,95.82,98.0,87.2409033877039,1620000,0.0,1.0
2014-06-02,99.97,100.0,97.26,97.77,87.0361543287327,1674900,0.0,1.0
2014-05-30,98.39,98.62,96.38,97.17,86.502026348808,1884100,0.0,1.0
2014-05-29,95.92,98.36,95.55,98.2,87.4189460476788,1770100,0.0,1.0
2014-05-28,95.04,95.999,94.2,95.19,84.7394040150565,1563900,0.0,1.0
2014-05-27,94.78,96.749,94.17,95.42,84.9441530740276,1978500,0.0,1.0
2014-05-23,91.13,94.93,90.1,94.42,84.0539397741531,2531000,0.0,1.0
2014-05-22,88.39,91.34,87.17,91.01,81.0183124215809,2366300,0.0,1.0
2014-05-21,86.52,88.345,85.4,88.16,78.4812045169385,1659200,0.0,1.0
2014-05-20,86.05,88.59,85.14,85.87,76.4426160602259,2959500,0.0,1.0
2014-05-19,82.15,86.6,81.9,86.41,76.9233312421581,2177800,0.0,1.0
2014-05-16,83.45,83.74,80.27,82.16,73.1399247176913,3007200,0.0,1.0
2014-05-15,84.08,84.17,81.43,83.61,74.4307340025094,2521600,0.0,1.0
2014-05-14,86.12,86.96,84.07,84.19,74.9470577164366,2054700,0.0,1.0
2014-05-13,89.34,89.51,85.93,86.09,76.6384629861982,2402400,0.0,1.0
2014-05-12,85.4,90.71,85.07,89.51,79.6829924717691,4326700,0.0,1.0
2014-05-09,82.71,84.88,82.67,84.58,75.2942409033877,1872600,0.0,1.0
2014-05-08,82.26,85.94,81.62,83.22,74.0835508155584,3343100,0.0,1.0
2014-05-07,83.95,86.16,80.16,83.99,74.7690150564617,7148100,0.0,1.0
2014-05-06,85.22,85.93,80.4225,81.37,72.4366562107905,5609100,0.0,1.0
2014-05-05,82.02,84.87,81.4,84.71,75.4099686323714,2783200,0.0,1.0
2014-05-02,83.63,85.571,82.21,82.6,73.5316185696361,2030200,0.0,1.0
2014-05-01,81.51,84.88,81.5,83.5,74.3328105395232,2373200,0.0,1.0
2014-04-30,80.11,81.34,78.91,80.74,71.8758218318695,2291600,0.0,1.0
2014-04-29,78.47,81.58,77.19,80.83,71.9559410288582,2930900,0.0,1.0
2014-04-28,78.34,80.56,75.13,77.28,68.7956838143036,4101300,0.0,1.0
2014-04-25,82.6,83.0,77.12,77.39,68.8936072772898,3627600,0.0,1.0
2014-04-24,84.37,84.46,81.38,83.48,74.3150062735257,2129400,0.0,1.0
2014-04-23,85.93,86.05,82.96,83.28,74.1369636135508,1322800,0.0,1.0
2014-04-22,85.11,87.3,85.01,85.77,76.3535947302384,1390900,0.0,1.0
2014-04-21,85.83,85.91,84.04,84.8,75.4900878293601,1241000,0.0,1.0
2014-04-17,84.31,86.64,83.68,85.68,76.2734755332497,2320200,0.0,1.0
2014-04-16,84.12,86.94,83.39,84.8,75.4900878293601,2340600,0.0,1.0
2014-04-15,80.44,84.08,80.04,83.3,74.1547678795483,3750300,0.0,1.0
2014-04-14,80.15,80.76,78.03,79.77,71.0123149309912,2133500,0.0,1.0
2014-04-11,80.27,82.91,77.68,78.99,70.3179485570891,3103000,0.0,1.0
2014-04-10,87.69,87.96,81.78,81.9,72.908469259724,2852500,0.0,1.0
2014-04-09,86.18,88.61,85.13,88.11,78.4366938519448,2471800,0.0,1.0
2014-04-08,83.47,87.74,82.79,86.07,76.6206587202008,3630100,0.0,1.0
2014-04-07,85.22,85.49,80.59,83.36,74.2081806775408,4267100,0.0,1.0
2014-04-04,92.19,92.48,83.76,85.69,76.2823776662484,5284100,0.0,1.0
2014-04-03,95.26,96.18,90.82,91.3,81.2764742785445,1874100,0.0,1.0
2014-04-02,95.4,96.33,94.02,95.16,84.7126976160602,1681100,0.0,1.0
2014-04-01,91.23,95.78,90.75,95.55,85.0598808030113,2617500,0.0,1.0
2014-03-31,90.56,92.19,90.07,90.59,80.6444228356336,1645800,0.0,1.0
2014-03-28,89.64,92.14,89.08,90.05,80.1637076537014,2143700,0.0,1.0
2014-03-27,92.26,92.34,88.82,89.95,80.0746863237139,3591700,0.0,1.0
2014-03-26,97.0,97.04,92.41,92.71,82.5316750313676,2182500,0.0,1.0
2014-03-25,98.38,99.75,95.31,96.48,85.8877791718946,1677500,0.0,1.0
2014-03-24,101.85,102.67,96.05,97.58,86.8670138017566,2403900,0.0,1.0
2014-03-21,103.61,104.74,101.4,101.51,90.3655520702635,1865300,0.0,1.0
2014-03-20,103.68,105.25,102.59,103.36,92.0124466750314,1331500,0.0,1.0
2014-03-19,105.03,105.54,102.89,103.76,92.3685319949812,1338500,0.0,1.0
2014-03-18,104.53,106.61,104.3585,105.2,93.6504391468005,963400,0.0,1.0
2014-03-17,104.81,106.9,104.46,104.53,93.0539962358846,1599000,0.0,1.0
2014-03-14,102.82,105.29,102.23,102.95,91.6474592220828,1618000,0.0,1.0
2014-03-13,107.28,107.77,102.1085,103.21,91.8789146800502,1621700,0.0,1.0
2014-03-12,104.34,107.179,102.54,106.69,94.9768569636136,2186600,0.0,1.0
2014-03-11,107.96,107.96,104.0,104.73,93.2320388958595,1774900,0.0,1.0
2014-03-10,109.16,109.79,106.9,107.54,95.7335382685069,1478100,0.0,1.0
2014-03-07,109.38,109.46,106.53,108.06,96.1964491844417,2361500,0.0,1.0
2014-03-06,107.81,108.73,107.05,108.38,96.4813174404015,2442800,0.0,1.0
2014-03-05,106.74,107.78,105.85,107.3,95.519887076537,2297300,0.0,1.0
2014-03-04,102.99,107.24,102.551,106.89,95.1548996235885,2646300,0.0,1.0
2014-03-03,98.81,100.704,98.1905,100.55,89.5109473023839,1550400,0.0,1.0
2014-02-28,100.66,102.85,98.58,100.24,89.2349811794228,2071300,0.0,1.0
2014-02-27,100.19,100.798,99.55,99.72,88.7720702634881,1396200,0.0,1.0
2014-02-26,101.73,102.65,99.21,100.18,89.1815683814304,1879500,0.0,1.0
2014-02-25,98.58,102.695,97.82,101.04,89.9471518193225,2384300,0.0,1.0
2014-02-24,97.0,98.47,96.5,98.26,87.4723588456713,1307600,0.0,1.0
2014-02-21,96.85,97.97,96.215,96.92,86.2794730238394,1970500,0.0,1.0
2014-02-20,94.11,96.91,94.11,96.8,86.1726474278545,2303700,0.0,1.0
2014-02-19,92.87,95.0,92.844,93.761,83.4672892095358,1890200,0.0,1.0
2014-02-18,91.19,93.86,90.56,93.35,83.1014115432873,1989200,0.0,1.0
2014-02-14,91.94,92.29,90.94,91.25,81.2319636135508,2235900,0.0,1.0
2014-02-13,89.28,92.47,88.72,92.3,82.1666875784191,2880100,0.0,1.0
2014-02-12,87.95,93.13,87.6,90.27,80.3595545796738,9546600,0.0,1.0
2014-02-11,85.19,85.19,83.0575,84.2,74.9559598494354,4589200,0.0,1.0
2014-02-10,84.05,84.76,82.37,84.05,74.8224278544542,2585300,0.0,1.0
2014-02-07,79.91,85.42,79.85,84.45,75.178513174404,5212500,0.0,1.0
2014-02-06,76.22,77.34,75.08,77.14,68.6710539523212,2151500,0.0,1.0
2014-02-05,76.27,76.53,74.69,76.16,67.7986449184442,2018600,0.0,1.0
2014-02-04,74.11,76.6,73.7,76.37,67.9855897114178,2364900,0.0,1.0
2014-02-03,76.94,77.47,72.57,73.91,65.7956649937265,2128800,0.0,1.0
2014-01-31,76.17,78.13,75.56,77.19,68.7155646173149,1841100,0.0,1.0
2014-01-30,77.68,78.67,76.9,77.79,69.2496925972397,1198400,0.0,1.0
2014-01-29,77.07,78.1,76.22,76.67,68.2526537013802,1633600,0.0,1.0
2014-01-28,77.43,78.73,76.78,77.77,69.2318883312422,1719700,0.0,1.0
2014-01-27,80.34,80.79,77.05,77.91,69.3565181932246,2300700,0.0,1.0
2014-01-24,80.44,81.4215,80.25,80.36,71.5375407779172,2297400,0.0,1.0
2014-01-23,82.07,82.15,80.74,81.34,72.4099498117942,1629500,0.0,1.0
2014-01-22,81.72,82.87,81.71,82.47,73.4158908406525,1898400,0.0,1.0
2014-01-21,84.66,85.16,81.26,81.5,72.5523839397742,1834600,0.0,1.0
2014-01-17,84.63,85.9,83.78,83.9,74.688895859473,1364700,0.0,1.0
2014-01-16,84.26,84.87,83.27,84.76,75.4544792973651,1057300,0.0,1.0
2014-01-15,85.38,85.38,83.21,84.34,75.0805897114178,1197900,0.0,1.0
2014-01-14,82.87,84.68,82.3617,84.31,75.0538833124216,1265500,0.0,1.0
2014-01-13,86.43,86.83,83.68,84.45,75.178513174404,1885100,0.0,1.0
2014-01-10,85.4,86.8,85.15,86.8,77.2705144291092,2071500,0.0,1.0
2014-01-09,85.72,86.25,84.19,85.17,75.8194667503137,1389100,0.0,1.0
2014-01-08,84.76,85.63,84.28,85.15,75.8016624843162,1455400,0.0,1.0
2014-01-07,80.03,85.58,80.03,84.91,75.5880112923463,2535600,0.0,1.0
2014-01-06,80.82,81.09,79.35,80.38,71.5553450439147,1631100,0.0,1.0
2014-01-03,80.5,81.34,79.71,80.92,72.0360602258469,1284500,0.0,1.0
2014-01-02,82.48,82.5,79.4,80.48,71.6443663739021,1995600,0.0,1.0
2013-12-31,81.84,82.89,81.38,82.83,73.7363676286073,814100,0.0,1.0
2013-12-30,81.46,81.98,80.76,81.67,72.7037202007528,801200,0.0,1.0
2013-12-27,83.82,83.8896,81.45,81.64,72.6770138017566,892500,0.0,1.0
2013-12-26,82.95,84.12,82.85,83.47,74.306104140527,1369300,0.0,1.0
2013-12-24,83.58,83.65,82.1,82.82,73.7274654956085,583800,0.0,1.0
2013-12-23,83.78,83.8,82.55,83.4,74.2437892095358,936900,0.0,1.0
2013-12-20,82.44,83.7,81.63,83.13,74.0034316185696,6376000,0.0,1.0
2013-12-19,81.4,82.88,81.27,82.02,73.0152948557089,1413100,0.0,1.0
2013-12-18,80.9,81.6,78.67,81.41,72.4722647427854,3046000,0.0,1.0
2013-12-17,80.63,81.634,79.73,80.9,72.0182559598494,2356200,0.0,1.0
2013-12-16,82.05,83.2,81.54,81.89,72.8995671267252,1858900,0.0,1.0
2013-12-13,82.71,83.32,81.27,81.38,72.4455583437892,1596800,0.0,1.0
2013-12-12,82.84,83.91,82.13,82.6,73.5316185696361,2181200,0.0,1.0
2013-12-11,84.86,85.258,82.315,82.79,73.7007590966123,1754600,0.0,1.0
2013-12-10,84.82,85.9,84.52,84.98,75.6503262233375,1746800,0.0,1.0
2013-12-09,85.75,87.0,84.13,84.77,75.4633814303639,2298400,0.0,1.0
2013-12-06,86.76,87.97,84.67,85.61,76.2111606022585,1631800,0.0,1.0
2013-12-05,85.11,87.63,84.72,85.54,76.1488456712673,1473000,0.0,1.0
2013-12-04,85.32,86.84,84.521,85.13,75.7838582183187,1933100,0.0,1.0
2013-12-03,87.17,87.62,85.29,85.92,76.4871267252196,1430400,0.0,1.0
2013-12-02,88.25,89.57,86.9,87.54,77.9292722710163,1186100,0.0,1.0
2013-11-29,88.69,89.455,88.23,88.32,78.6236386449184,431000,0.0,1.0
2013-11-27,87.38,88.94,87.29,88.31,78.6147365119197,740000,0.0,1.0
2013-11-26,86.48,88.2,85.23,87.38,77.7868381430364,1703100,0.0,1.0
2013-11-25,87.88,88.47,86.07,86.61,77.101373902133,1170900,0.0,1.0
2013-11-22,87.5,88.392,87.01,87.4,77.8046424090339,1082600,0.0,1.0
2013-11-21,87.27,88.3699,87.02,87.27,77.6889146800502,1261700,0.0,1.0
2013-11-20,87.92,88.55,86.7401,87.13,77.5642848180678,915000,0.0,1.0
2013-11-19,87.21,88.98,86.6,87.51,77.9025658720201,1376000,0.0,1.0
2013-11-18,87.64,89.21,86.52,87.42,77.8224466750314,1852400,0.0,1.0
2013-11-15,89.76,90.43,87.26,87.77,78.1340213299875,2300300,0.0,1.0
2013-11-14,87.62,89.18,87.16,89.18,79.3892220828105,2412000,0.0,1.0
2013-11-13,84.85,87.6,83.5785,87.488,77.8829811794228,2465100,0.0,1.0
2013-11-12,84.94,85.22,83.645,84.9,75.5791091593476,1881000,0.0,1.0
2013-11-11,84.4,85.959,83.77,85.02,75.6859347553325,1754400,0.0,1.0
2013-11-08,84.09,85.9,83.17,84.48,75.2052195734003,1939800,0.0,1.0
2013-11-07,86.53,87.0,80.6939,83.88,74.6710915934755,3475700,0.0,1.0
2013-11-06,88.01,88.679,86.1,86.61,77.101373902133,1919700,0.0,1.0
2013-11-05,88.06,89.47,86.35,88.07,78.4010853199498,2781100,0.0,1.0
2013-11-04,84.0,88.409,83.42,88.22,78.534617314931,3270900,0.0,1.0
2013-11-01,83.08,84.1,82.21,83.38,74.2259849435383,1793100,0.0,1.0
2013-10-31,81.5,84.64,81.2,82.715,73.6339930991217,3513300,0.0,1.0
2013-10-30,82.48,83.0,79.63,80.22,71.4129109159348,3152600,0.0,1.0
2013-10-29,77.85,82.35,77.5101,82.26,73.2289460476788,3277500,0.0,1.0
2013-10-28,76.89,78.22,75.88,77.79,69.2496925972397,2266300,0.0,1.0
2013-10-25,75.3,77.57,74.955,76.98,68.5286198243413,3246200,0.0,1.0
2013-10-24,72.0,75.15,69.329,74.85,66.6324654956085,10534800,0.0,1.0
2013-10-23,75.05,75.98,73.15,75.21,66.9529422835634,4724600,0.0,1.0
2013-10-22,75.6,77.3,73.14,75.5,67.211104140527,3555900,0.0,1.0
2013-10-21,72.1,74.15,72.05,74.11,65.9737076537014,2517600,0.0,1.0
2013-10-18,73.13,73.5,71.6,71.866,63.9760690087829,2557300,0.0,1.0
2013-10-17,74.84,74.84,72.08,72.74,64.7541154328733,2517700,0.0,1.0
2013-10-16,74.41,75.35,73.75,75.0,66.7659974905897,2524700,0.0,1.0
2013-10-15,75.23,75.43,73.5,73.87,65.7600564617315,3511200,0.0,1.0
2013-10-14,73.4,75.07,72.54,75.01,66.7748996235885,3288400,0.0,1.0
2013-10-11,72.35,74.38,72.12,74.01,65.8846863237139,2875400,0.0,1.0
2013-10-10,71.88,72.82,70.15,72.27,64.3357151819322,2368100,0.0,1.0
2013-10-09,71.22,72.07,68.115,70.67,62.911373902133,2673600,0.0,1.0
2013-10-08,75.74,75.83,70.87,71.7,63.8282936010038,2973200,0.0,1.0
2013-10-07,77.89,78.0,75.66,75.85,67.5226787954831,1752000,0.0,1.0
2013-10-04,78.35,79.459,78.0,78.41,69.8016248431619,1706600,0.0,1.0
2013-10-03,79.51,79.89,77.305,78.66,70.0241781681305,1705700,0.0,1.0
2013-10-02,78.15,79.79,77.61,79.66,70.914391468005,1779300,0.0,1.0
2013-10-01,75.74,78.6,75.3,78.5,69.8817440401506,1755500,0.0,1.0
2013-09-30,74.72,76.61,74.16,75.84,67.5137766624843,1339300,0.0,1.0
2013-09-27,75.0,76.09,74.1,75.85,67.5226787954831,1048800,0.0,1.0
2013-09-26,74.99,75.89,74.58,75.3,67.0330614805521,883800,0.0,1.0
2013-09-25,75.29,75.92,74.06,74.78,66.5701505646173,1245500,0.0,1.0
2013-09-24,74.15,75.74,73.121,75.3,67.0330614805521,1212700,0.0,1.0
2013-09-23,77.0,78.1653,73.54,74.3,66.1428481806775,2376600,0.0,1.0
2013-09-20,74.27,79.08,74.2547,75.12,66.8728230865747,4442400,0.0,1.0
2013-09-19,74.32,75.0,73.14,74.27,66.1161417816813,1196300,0.0,1.0
2013-09-18,73.14,74.61,72.5,73.922,65.806347553325,1645500,0.0,1.0
2013-09-17,73.4,73.46,72.1101,72.93,64.9232559598494,853600,0.0,1.0
2013-09-16,73.83,74.16,72.56,72.6,64.6294855708908,745800,0.0,1.0
2013-09-13,74.37,74.37,72.42,72.82,64.8253324968632,1291000,0.0,1.0
2013-09-12,73.93,75.9,73.85,74.49,66.3119887076537,1258000,0.0,1.0
2013-09-11,72.53,74.4,72.42,73.79,65.6888393977415,1645600,0.0,1.0
2013-09-10,74.25,74.64,72.25,72.62,64.6472898368883,2319300,0.0,1.0
2013-09-09,74.53,75.2,74.29,74.5,66.3208908406525,1198700,0.0,1.0
2013-09-06,74.96,75.47,73.05,74.11,65.9737076537014,1012000,0.0,1.0
2013-09-05,74.61,75.73,74.17,74.67,66.4722271016311,1000800,0.0,1.0
2013-09-04,74.02,74.963,73.3228,74.74,66.5345420326223,602600,0.0,1.0
2013-09-03,74.9,75.31,72.76,73.82,65.7155457967378,1132500,0.0,1.0
2013-08-30,74.64,74.67,72.6,73.97,65.849077791719,1054000,0.0,1.0
2013-08-29,72.32,74.61,71.28,74.18,66.0360225846926,1009100,0.0,1.0
2013-08-28,71.51,73.16,71.16,72.52,64.5582685069009,1119500,0.0,1.0
2013-08-27,71.21,71.7825,70.601,71.08,63.2763613550816,1403400,0.0,1.0
2013-08-26,71.72,72.64,71.5004,72.25,64.3179109159348,1137200,0.0,1.0
2013-08-23,71.65,72.62,70.91,71.87,63.9796298619824,1225200,0.0,1.0
2013-08-22,70.39,71.43,70.0,71.21,63.3920890840652,869700,0.0,1.0
2013-08-21,69.49,71.249,69.425,70.2,62.492973651192,1022100,0.0,1.0
2013-08-20,69.36,70.2,68.84,69.81,62.1457904642409,1230000,0.0,1.0
2013-08-19,71.15,72.29,69.22,69.26,61.6561731493099,1408300,0.0,1.0
2013-08-16,70.29,72.48,69.19,70.99,63.1962421580929,2405000,0.0,1.0
2013-08-15,71.53,72.16,69.56,70.52,62.7778419071518,4459600,0.0,1.0
2013-08-14,80.61,81.99,72.88,73.55,65.4751882057716,6889900,0.0,1.0
2013-08-13,81.5,81.7,79.68,80.96,72.0716687578419,933200,0.0,1.0
2013-08-12,80.76,82.195,80.03,81.26,72.3387327478043,1113800,0.0,1.0
2013-08-09,80.9,81.49,80.0091,80.94,72.0538644918444,1429000,0.0,1.0
2013-08-08,78.55,80.54,78.481,79.71,70.9589021329987,1081300,0.0,1.0
2013-08-07,78.89,78.99,76.325,77.99,69.4277352572146,1352900,0.0,1.0
