,ELV_Open,ELV_High,ELV_Low,ELV_Close,ELV_Adj Close,ELV_Volume,ELV_Dividend Amount,ELV_Split Coefficient
2007-04-10,81.9,82.17,81.61,81.94,67.07627542817,1660500,0.0,1.0
2007-04-09,81.97,82.43,81.6,82.25,67.3300421523918,1946300,0.0,1.0
2007-04-05,82.31,82.59,81.57,81.92,67.0599033814461,2213500,0.0,1.0
2007-04-04,81.98,82.73,81.94,82.56,67.5838088766136,1941600,0.0,1.0
2007-04-03,81.5,82.21,81.21,82.18,67.2727399888579,1883100,0.0,1.0
2007-04-02,81.0,81.45,80.72,81.03,66.3313473022287,2011400,0.0,1.0
2007-03-30,80.4,81.34,80.4,81.1,66.3886494657626,3168300,0.0,1.0
2007-03-29,81.62,81.62,79.17,80.41,65.8238138537851,4858000,0.0,1.0
2007-03-28,81.35,81.97,81.23,81.62,66.8143226805863,2526100,0.0,1.0
2007-03-27,81.1,81.59,80.56,81.44,66.6669742600704,2650100,0.0,1.0
2007-03-26,81.92,82.25,81.21,81.89,67.0353453113601,1570800,0.0,1.0
2007-03-23,80.91,82.09,80.75,81.67,66.8552527973962,3163000,0.0,1.0
2007-03-22,80.99,81.31,79.81,80.91,66.2331150218848,2790300,0.0,1.0
2007-03-21,78.67,80.0,78.4,79.85,65.3653965455135,3392000,0.0,1.0
2007-03-20,78.95,79.02,78.01,79.02,64.6859566064681,2174400,0.0,1.0
2007-03-19,79.1,79.4,78.32,78.99,64.6613985363821,2751500,0.0,1.0
2007-03-16,78.7,79.25,78.34,78.8,64.5058640925043,4757400,0.0,1.0
2007-03-15,77.85,78.5,77.85,78.31,64.1047489477666,2473800,0.0,1.0
2007-03-14,78.15,78.4,77.45,78.09,63.9246564338028,3255200,0.0,1.0
2007-03-13,78.5,79.14,77.74,77.9,63.7691219899249,2793600,0.0,1.0
2007-03-12,78.52,79.28,78.37,79.0,64.6695845597441,2484200,0.0,1.0
2007-03-09,80.12,80.12,78.16,78.32,64.1129349711286,3188900,0.0,1.0
2007-03-08,80.1,80.5,79.11,79.51,65.0870717512058,3530800,0.0,1.0
2007-03-07,79.75,80.19,79.08,79.76,65.2917223352556,3335900,0.0,1.0
2007-03-06,80.42,80.64,79.74,80.08,65.5536750828394,3922400,0.0,1.0
2007-03-05,82.77,82.77,79.28,80.29,65.7255815734412,3039900,0.0,1.0
2007-03-02,82.71,82.71,80.0,80.06,65.5373030361154,2839500,0.0,1.0
2007-03-01,79.4,80.99,78.74,80.81,66.1512547882649,3869100,0.0,1.0
2007-02-28,77.91,79.87,77.91,79.39,64.9888394708619,4287900,0.0,1.0
2007-02-27,80.8,81.0,77.01,77.9,63.7691219899249,5461000,0.0,1.0
2007-02-26,81.05,81.33,80.61,81.13,66.4132075358486,2645100,0.0,1.0
2007-02-23,81.76,81.78,81.03,81.5,66.7160904002424,1514600,0.0,1.0
2007-02-22,82.0,82.05,81.36,81.76,66.9289270076542,1912700,0.0,1.0
2007-02-21,81.4,81.86,81.33,81.69,66.8716248441202,2322200,0.0,1.0
2007-02-20,83.41,84.15,81.86,81.9,67.0435313347221,1731500,0.0,1.0
2007-02-16,81.95,82.94,81.75,82.25,67.3300421523918,2358600,0.0,1.0
2007-02-15,80.98,82.96,80.98,82.41,67.4610185261837,3901400,0.0,1.0
2007-02-14,80.69,81.29,80.27,80.98,66.2904171854187,2696600,0.0,1.0
2007-02-13,80.98,81.06,80.56,80.87,66.2003709284368,1928800,0.0,1.0
2007-02-12,80.98,81.18,80.44,80.69,66.0530225079209,2250200,0.0,1.0
2007-02-09,81.59,81.85,80.57,80.68,66.044836484559,2551500,0.0,1.0
2007-02-08,81.5,82.26,80.99,81.5,66.7160904002424,2914700,0.0,1.0
2007-02-07,80.42,82.0,80.29,81.8,66.9616711011022,4746800,0.0,1.0
2007-02-06,80.05,80.75,80.0,80.15,65.6109772463733,3369900,0.0,1.0
2007-02-05,79.48,80.35,78.78,79.9,65.4063266623235,5749600,0.0,1.0
2007-02-02,79.31,79.64,78.57,78.71,64.4321898822463,2659200,0.0,1.0
2007-02-01,78.15,79.48,77.93,79.31,64.9233512839659,3682700,0.0,1.0
2007-01-31,77.9,78.39,77.52,78.38,64.1620511113006,2600300,0.0,1.0
2007-01-30,76.77,77.93,76.55,77.85,63.7281918731149,2692200,0.0,1.0
2007-01-29,76.0,76.71,75.96,76.45,62.5821486024359,2287800,0.0,1.0
2007-01-26,76.2,76.45,75.87,75.98,62.1974055044223,3077100,0.0,1.0
2007-01-25,75.75,76.99,75.45,76.0,62.2137775511463,3621000,0.0,1.0
2007-01-24,74.69,77.74,73.88,76.0,62.2137775511463,6937900,0.0,1.0
2007-01-23,76.65,77.42,76.03,77.03,63.0569379574315,2116000,0.0,1.0
2007-01-22,77.11,77.4,76.55,76.81,62.8768454434677,4430900,0.0,1.0
2007-01-19,76.81,77.51,76.7,77.32,63.2943326349293,2857600,0.0,1.0
2007-01-18,78.46,78.46,76.75,76.83,62.8932174901917,3116000,0.0,1.0
2007-01-17,78.65,79.0,78.43,78.78,64.4894920457803,2412600,0.0,1.0
2007-01-16,77.85,78.81,77.8,78.45,64.2193532748345,2183500,0.0,1.0
2007-01-12,76.95,78.03,76.49,77.8,63.687261756305,3051700,0.0,1.0
2007-01-11,76.67,77.45,76.58,77.34,63.3107046816533,2025300,0.0,1.0
2007-01-10,75.65,76.59,75.04,76.31,62.467544275368,2950800,0.0,1.0
2007-01-09,78.87,78.87,75.5,76.21,62.3856840417481,8980400,0.0,1.0
2007-01-08,78.35,79.05,78.25,78.96,64.6368404662961,2136200,0.0,1.0
2007-01-05,78.55,78.95,78.29,78.49,64.2520973682825,3251600,0.0,1.0
2007-01-04,78.19,78.42,77.73,77.87,63.7445639198389,2157600,0.0,1.0
2007-01-03,78.42,78.85,77.65,78.19,64.0065166674227,3356500,0.0,1.0
2006-12-29,78.59,78.98,78.4,78.69,64.4158178355223,1537500,0.0,1.0
2006-12-28,78.0,78.75,77.89,78.5,64.2602833916445,1536700,0.0,1.0
2006-12-27,78.6,78.86,78.0,78.0,63.8509822235448,1583200,0.0,1.0
2006-12-26,78.47,78.75,78.01,78.47,64.2357253215585,810800,0.0,1.0
2006-12-22,78.25,78.45,77.83,78.22,64.0310747375087,1500600,0.0,1.0
2006-12-21,78.23,78.7,78.2,78.55,64.3012135084545,1486000,0.0,1.0
2006-12-20,78.4,78.44,77.73,78.23,64.0392607608707,2325300,0.0,1.0
2006-12-19,76.95,78.96,76.75,78.54,64.2930274850925,2995100,0.0,1.0
2006-12-18,76.95,77.48,76.8,77.33,63.3025186582913,1832000,0.0,1.0
2006-12-15,77.11,77.22,76.56,77.13,63.1387981910514,2358800,0.0,1.0
2006-12-14,76.7,77.35,76.59,77.11,63.1224261443275,2070800,0.0,1.0
2006-12-13,77.19,77.9,76.95,77.1,63.1142401209655,2705100,0.0,1.0
2006-12-12,76.8,77.2,76.05,76.83,62.8932174901917,2197200,0.0,1.0
2006-12-11,76.4,77.34,76.2,76.8,62.8686594201057,2167900,0.0,1.0
2006-12-08,75.8,77.04,75.4,76.46,62.5903346257979,1937800,0.0,1.0
2006-12-07,75.98,76.42,75.5,76.01,62.2219635745083,2023900,0.0,1.0
2006-12-06,75.82,76.22,75.08,75.97,62.1892194810603,2852500,0.0,1.0
2006-12-05,75.58,76.0,75.13,75.45,61.7635462662366,2037900,0.0,1.0
2006-12-04,76.25,76.72,75.28,75.55,61.8454064998566,2477600,0.0,1.0
2006-12-01,76.09,76.77,75.0,75.95,62.1728474343363,2766600,0.0,1.0
2006-11-30,73.31,76.91,73.19,75.67,61.9436387802005,5665300,0.0,1.0
2006-11-29,74.0,74.2,72.85,73.06,59.8070866827203,3754800,0.0,1.0
2006-11-28,71.5,74.25,71.46,73.66,60.2982480844399,4574100,0.0,1.0
2006-11-27,72.15,72.36,71.49,71.56,58.5791831784214,2540400,0.0,1.0
2006-11-24,71.55,72.46,71.5,72.4,59.2668091408288,792900,0.0,1.0
2006-11-22,71.31,71.9,71.19,71.7,58.6937875054893,2358500,0.0,1.0
2006-11-21,71.57,72.15,70.15,71.31,58.3745325943716,8387400,0.0,1.0
2006-11-20,72.55,72.72,71.95,72.04,58.9721122997971,2241400,0.0,1.0
2006-11-17,72.7,73.04,72.46,72.92,59.6924823556524,2984200,0.0,1.0
2006-11-16,73.58,73.8,73.29,73.31,60.0117372667702,1808300,0.0,1.0
2006-11-15,73.4,73.84,73.19,73.33,60.0281093134941,3058900,0.0,1.0
2006-11-14,73.0,73.49,72.84,73.45,60.1263415938381,2544500,0.0,1.0
2006-11-13,72.85,73.66,72.79,73.22,59.9380630565122,2345500,0.0,1.0
2006-11-10,71.9,73.4,71.6,72.89,59.6679242855665,3457300,0.0,1.0
2006-11-09,72.9,73.05,71.43,71.7,58.6937875054893,4785600,0.0,1.0
2006-11-08,73.5,73.63,71.74,73.32,60.0199232901321,4513400,0.0,1.0
2006-11-07,74.02,75.06,73.91,74.64,61.1004783739152,1806700,0.0,1.0
2006-11-06,73.75,74.55,73.37,74.13,60.6829911824536,3026600,0.0,1.0
2006-11-03,75.36,75.45,73.51,73.8,60.4128524115078,3290700,0.0,1.0
2006-11-02,75.13,76.05,74.9,75.26,61.6080118223588,2382100,0.0,1.0
2006-11-01,77.1,77.3,74.54,75.13,61.5015935186529,3104900,0.0,1.0
2006-10-31,76.67,77.0,76.12,76.32,62.47573029873,1981900,0.0,1.0
2006-10-30,76.71,77.3,76.11,76.66,62.7540550930378,2889400,0.0,1.0
2006-10-27,76.38,77.52,76.04,76.65,62.7458690696758,2794500,0.0,1.0
2006-10-26,77.3,77.44,76.45,76.71,62.7949852098477,2278600,0.0,1.0
2006-10-25,77.5,77.75,75.3,76.53,62.6476367893319,4911100,0.0,1.0
2006-10-24,78.16,78.82,78.1,78.62,64.3585156719884,2072900,0.0,1.0
2006-10-23,77.95,78.68,77.38,78.48,64.2439113449205,1715000,0.0,1.0
2006-10-20,76.86,78.5,76.42,78.06,63.9000983637168,2718200,0.0,1.0
2006-10-19,77.05,77.63,76.33,76.67,62.7622411163998,3105400,0.0,1.0
2006-10-18,76.5,76.96,76.28,76.71,62.7949852098477,1933800,0.0,1.0
2006-10-17,75.75,76.75,75.7,76.29,62.4511722286441,2693200,0.0,1.0
2006-10-16,76.45,77.04,76.0,76.01,62.2219635745083,2137000,0.0,1.0
2006-10-13,77.31,77.37,75.8,76.44,62.5739625790739,1921700,0.0,1.0
2006-10-12,76.55,77.43,75.8,77.3,63.2779605882053,2522600,0.0,1.0
2006-10-11,76.57,76.8,75.82,76.2,62.3774980183861,2447100,0.0,1.0
2006-10-10,77.99,78.1,76.5,76.55,62.6640088360559,2423100,0.0,1.0
2006-10-09,78.42,78.42,77.78,78.0,63.8509822235448,1087300,0.0,1.0
2006-10-06,78.6,78.93,77.85,78.41,64.1866091813865,2353400,0.0,1.0
2006-10-05,77.8,79.07,77.4,79.03,64.6941426298301,2089400,0.0,1.0
2006-10-04,77.33,77.78,77.02,77.76,63.654517662857,1903100,0.0,1.0
2006-10-03,76.85,77.89,76.82,77.34,63.3107046816533,1985900,0.0,1.0
2006-10-02,75.31,77.26,75.31,77.04,63.0651239807935,1819300,0.0,1.0
2006-09-29,76.52,77.05,75.96,77.05,63.0733100041555,2374800,0.0,1.0
2006-09-28,77.35,77.4,76.31,76.62,62.7213109995898,1656000,0.0,1.0
2006-09-27,77.9,77.99,77.03,77.14,63.1469842144135,1964300,0.0,1.0
2006-09-26,77.73,78.03,76.85,77.86,63.7363778964769,1993300,0.0,1.0
2006-09-25,77.2,77.81,76.74,77.58,63.5071692423411,2218100,0.0,1.0
2006-09-22,77.3,77.73,76.65,76.73,62.8113572565717,1746600,0.0,1.0
2006-09-21,77.62,77.95,76.71,76.97,63.0078218172596,2497700,0.0,1.0
2006-09-20,77.8,77.86,77.34,77.74,63.638145616133,2592200,0.0,1.0
2006-09-19,76.9,78.02,76.7,77.59,63.5153552657031,4787800,0.0,1.0
2006-09-18,78.4,78.4,77.38,77.52,63.4580531021692,2483700,0.0,1.0
2006-09-15,78.84,79.93,78.56,78.63,64.3667016953504,3678400,0.0,1.0
2006-09-14,79.28,79.58,78.19,78.57,64.3175855551784,2534200,0.0,1.0
2006-09-13,78.7,79.55,78.64,79.53,65.1034437979298,2114900,0.0,1.0
2006-09-12,78.0,79.26,77.98,79.08,64.7350727466401,3509200,0.0,1.0
2006-09-11,75.85,77.75,75.39,77.54,63.4744251488932,2249900,0.0,1.0
2006-09-08,76.0,76.95,75.79,75.85,62.0909872007164,1531100,0.0,1.0
2006-09-07,75.98,76.5,75.26,75.89,62.1237312941643,1834200,0.0,1.0
2006-09-06,76.65,76.7,75.81,75.9,62.1319173175263,2628800,0.0,1.0
2006-09-05,77.2,77.36,76.62,76.7,62.7867991864858,2372400,0.0,1.0
2006-09-01,77.57,77.7,76.93,77.13,63.1387981910514,1297200,0.0,1.0
2006-08-31,78.05,78.2,77.1,77.41,63.3680068451873,1925200,0.0,1.0
2006-08-30,77.98,78.46,77.8,78.18,63.9983306440607,1606000,0.0,1.0
2006-08-29,77.0,77.99,76.9,77.89,63.7609359665629,1685100,0.0,1.0
2006-08-28,77.3,77.77,76.79,77.39,63.3516347984633,1679200,0.0,1.0
2006-08-25,77.35,77.59,76.53,77.29,63.2697745648433,1301800,0.0,1.0
2006-08-24,77.43,77.81,77.29,77.8,63.687261756305,1736900,0.0,1.0
2006-08-23,76.89,77.25,76.52,77.14,63.1469842144135,1919500,0.0,1.0
2006-08-22,76.5,76.94,76.1,76.64,62.7376830463138,1779300,0.0,1.0
2006-08-21,76.1,76.97,76.08,76.46,62.5903346257979,1252100,0.0,1.0
2006-08-18,76.29,76.95,75.66,76.0,62.2137775511463,1400300,0.0,1.0
2006-08-17,75.75,76.9,75.69,76.38,62.524846438902,1830500,0.0,1.0
2006-08-16,75.49,76.11,75.33,75.75,62.0091269670964,1799800,0.0,1.0
2006-08-15,75.0,75.3,74.55,75.27,61.6161978457208,1933200,0.0,1.0
2006-08-14,74.99,75.64,74.66,74.66,61.1168504206392,2002100,0.0,1.0
2006-08-11,75.15,75.37,74.22,74.83,61.2560128177931,1359000,0.0,1.0
2006-08-10,74.8,75.38,73.74,75.08,61.4606634018429,2389100,0.0,1.0
2006-08-09,75.42,75.93,74.7,74.86,61.2805708878791,1271700,0.0,1.0
2006-08-08,75.1,75.6,74.6,74.84,61.2641988411551,2351600,0.0,1.0
2006-08-07,74.68,75.3,74.25,74.52,61.0022460935713,1711000,0.0,1.0
2006-08-04,74.7,75.0,74.43,74.68,61.1332224673632,1788100,0.0,1.0
2006-08-03,74.98,75.2,74.47,74.5,60.9858740468473,2589100,0.0,1.0
2006-08-02,77.75,77.76,75.76,76.13,62.3201958548522,3427300,0.0,1.0
2006-08-01,73.85,75.05,73.6,75.05,61.4361053317569,2388000,0.0,1.0
2006-07-31,74.87,75.24,73.86,74.5,60.9858740468473,3443600,0.0,1.0
2006-07-28,76.68,76.84,73.13,75.07,61.4524773784809,6075400,0.0,1.0
2006-07-27,75.0,77.31,74.25,76.93,62.9750777238116,8259300,0.0,1.0
2006-07-26,77.5,77.9,75.9,77.62,63.5399133357891,4453600,0.0,1.0
2006-07-25,76.95,78.46,76.81,77.98,63.8346101768209,3010000,0.0,1.0
2006-07-24,77.1,77.73,76.76,77.2,63.1961003545854,2811800,0.0,1.0
2006-07-21,77.5,77.53,76.65,77.18,63.1797283078614,2932900,0.0,1.0
2006-07-20,76.99,77.6,76.62,77.3,63.2779605882053,2299300,0.0,1.0
2006-07-19,76.0,77.99,75.9,77.15,63.1551702377754,3824800,0.0,1.0
2006-07-18,74.49,75.97,74.05,75.45,61.7635462662366,2803900,0.0,1.0
2006-07-17,74.4,75.44,74.2,74.91,61.321501004689,1704900,0.0,1.0
2006-07-14,74.7,74.99,74.0,74.56,61.0349901870193,1784200,0.0,1.0
2006-07-13,75.0,75.6,74.5,74.95,61.354245098137,3067700,0.0,1.0
2006-07-12,75.5,75.83,74.92,75.0,61.395175214947,2640700,0.0,1.0
2006-07-11,73.61,76.85,73.55,75.57,61.8617785465806,6451000,0.0,1.0
2006-07-10,72.73,73.68,72.35,73.51,60.17545773401,2649500,0.0,1.0
2006-07-07,72.59,72.74,72.12,72.14,59.053972533417,2058200,0.0,1.0
2006-07-06,72.75,73.28,72.42,72.59,59.4223435847067,2059800,0.0,1.0
2006-07-05,73.5,73.52,72.15,72.56,59.3977855146207,2466500,0.0,1.0
2006-07-03,72.6,73.61,72.42,73.58,60.232759897544,1246500,0.0,1.0
2006-06-30,72.85,73.6,72.31,72.77,59.5696920052225,2262500,0.0,1.0
2006-06-29,71.76,72.97,71.59,72.85,59.6351801921185,2562400,0.0,1.0
2006-06-28,72.27,72.82,69.79,71.74,58.7265315989373,4242700,0.0,1.0
2006-06-27,67.5,72.93,65.5,72.26,59.1522048137609,2405600,0.0,1.0
2006-06-26,72.0,72.39,71.53,72.27,59.1603908371229,1542500,0.0,1.0
2006-06-23,71.55,72.8,71.55,72.21,59.1112746969509,1811200,0.0,1.0
2006-06-22,71.25,71.9,71.04,71.45,58.4891369214395,1938900,0.0,1.0
2006-06-21,69.74,71.82,69.74,71.32,58.3827186177336,2330700,0.0,1.0
2006-06-20,71.75,71.93,69.59,69.69,57.0483968097287,2675000,0.0,1.0
2006-06-19,71.52,71.72,70.17,70.76,57.924301309462,2039500,0.0,1.0
2006-06-16,71.1,72.24,70.72,71.05,58.1616959869597,4427900,0.0,1.0
2006-06-15,69.83,72.09,67.95,71.67,58.6692294354033,5059200,0.0,1.0
2006-06-14,70.73,70.98,69.3,69.82,57.1548151134346,3437600,0.0,1.0
2006-06-13,70.97,71.76,70.37,71.06,58.1698820103217,3221100,0.0,1.0
2006-06-12,73.45,73.45,71.0,71.06,58.1698820103217,2662400,0.0,1.0
2006-06-09,72.05,72.67,71.64,71.84,58.8083918325572,1913600,0.0,1.0
2006-06-08,72.25,72.98,71.73,72.36,59.2340650473808,2956100,0.0,1.0
2006-06-07,71.83,72.58,71.55,71.75,58.7347176222993,2789500,0.0,1.0
2006-06-06,72.2,72.8,70.75,71.11,58.2108121271317,3212300,0.0,1.0
2006-06-05,72.28,72.35,71.5,71.6,58.6119272718694,2649300,0.0,1.0
2006-06-02,73.0,73.84,72.58,72.84,59.6269941687565,2386100,0.0,1.0
2006-06-01,71.9,73.15,71.54,73.05,59.7989006593583,3356000,0.0,1.0
2006-05-31,71.35,72.39,71.11,71.58,58.5955552251454,2989500,0.0,1.0
2006-05-30,71.5,72.02,70.74,70.84,57.9897894963579,2724400,0.0,1.0
2006-05-26,72.59,73.0,71.89,72.08,59.004856393245,2056900,0.0,1.0
2006-05-25,70.65,72.68,70.6,72.59,59.4223435847067,3039700,0.0,1.0
2006-05-24,70.92,71.93,68.97,70.4,57.6296044684302,3296000,0.0,1.0
2006-05-23,71.59,72.3,70.62,70.71,57.883371192652,2160400,0.0,1.0
2006-05-22,71.89,72.39,71.48,71.55,58.5709971550594,2668100,0.0,1.0
2006-05-19,73.17,73.17,71.76,71.9,58.8575079727292,4372700,0.0,1.0
2006-05-18,72.0,74.0,72.0,73.16,59.8889469163403,4401800,0.0,1.0
2006-05-17,72.87,73.95,72.76,73.31,60.0117372667702,3111900,0.0,1.0
2006-05-16,72.2,73.95,72.1,72.87,59.6515522388425,4318600,0.0,1.0
2006-05-15,71.4,72.65,71.21,71.97,58.9148101362631,2471000,0.0,1.0
2006-05-12,71.5,72.3,71.08,71.75,58.7347176222993,3350400,0.0,1.0
2006-05-11,70.75,71.25,70.22,71.01,58.1289518935118,2797900,0.0,1.0
2006-05-10,70.35,71.44,70.27,71.0,58.1207658701498,4712100,0.0,1.0
2006-05-09,71.55,71.68,69.85,70.25,57.5068141180003,4032700,0.0,1.0
2006-05-08,70.07,71.98,70.07,71.6,58.6119272718694,4095000,0.0,1.0
2006-05-05,69.09,70.31,69.09,70.01,57.3103495573125,4674700,0.0,1.0
2006-05-04,67.57,69.43,67.44,68.76,56.2870966370634,7977600,0.0,1.0
2006-05-03,71.0,71.0,66.4,67.55,55.2965878102622,15545500,0.0,1.0
2006-05-02,71.64,72.2,70.5,72.05,58.980298323159,4668000,0.0,1.0
2006-05-01,71.25,71.98,71.12,71.68,58.6774154587653,4694200,0.0,1.0
2006-04-28,67.5,71.0,67.25,71.0,58.1207658701498,8161800,0.0,1.0
2006-04-27,70.3,70.31,66.35,67.5,55.2556576934523,12416000,0.0,1.0
2006-04-26,71.5,71.7,68.8,70.44,57.6623485618782,6571400,0.0,1.0
2006-04-25,71.68,71.7,70.35,70.74,57.907929262738,2047300,0.0,1.0
2006-04-24,71.55,72.15,70.8,71.5,58.5300670382494,2206200,0.0,1.0
2006-04-21,72.6,72.6,71.31,71.72,58.7101595522133,1828600,0.0,1.0
2006-04-20,72.0,72.68,71.39,72.0,58.9393682063491,3582400,0.0,1.0
2006-04-19,73.0,73.25,71.25,71.75,58.7347176222993,3803500,0.0,1.0
2006-04-18,73.1,74.34,71.36,72.67,59.4878317716026,5095600,0.0,1.0
2006-04-17,72.74,72.96,71.58,72.23,59.1276467436749,1991600,0.0,1.0
2006-04-13,73.1,73.49,72.58,72.99,59.7497845191864,2236000,0.0,1.0
2006-04-12,72.95,74.48,72.81,73.19,59.9135049864262,3188200,0.0,1.0
2006-04-11,73.7,73.95,71.25,72.68,59.4960177949646,4520300,0.0,1.0
2006-04-10,75.4,76.08,73.44,74.2,60.7402933459875,4301100,0.0,1.0
2006-04-07,75.45,76.53,75.26,75.59,61.8781505933045,2321600,0.0,1.0
2006-04-06,76.95,76.96,74.51,75.45,61.7635462662366,3568600,0.0,1.0
2006-04-05,77.08,77.45,76.87,76.98,63.0160078406216,2283000,0.0,1.0
2006-04-04,76.17,77.7,75.55,77.33,63.3025186582913,2461800,0.0,1.0
2006-04-03,77.43,77.5,76.32,76.32,62.47573029873,2544700,0.0,1.0
2006-03-31,77.22,77.7,76.97,77.43,63.3843788919112,2037600,0.0,1.0
2006-03-30,77.0,77.96,76.7,77.21,63.2042863779474,2225300,0.0,1.0
2006-03-29,76.56,77.71,76.25,77.17,63.1715422844994,3596600,0.0,1.0
2006-03-28,77.6,78.13,76.54,76.55,62.6640088360559,2690400,0.0,1.0
2006-03-27,78.35,78.61,77.61,77.64,63.5562853825131,2203400,0.0,1.0
2006-03-24,78.74,78.94,78.24,78.5,64.2602833916445,2661800,0.0,1.0
2006-03-23,78.72,78.85,77.92,78.74,64.4567479523323,2098800,0.0,1.0
2006-03-22,78.53,79.3,78.27,78.73,64.4485619289703,2229500,0.0,1.0
2006-03-21,79.25,79.7,78.11,78.33,64.1211209944906,2541600,0.0,1.0
2006-03-20,79.6,80.0,79.6,79.77,65.2999083586176,2031200,0.0,1.0
2006-03-17,79.9,80.0,79.26,79.62,65.1771180081877,3078800,0.0,1.0
2006-03-16,78.95,79.6,78.51,79.43,65.0215835643098,2727700,0.0,1.0
2006-03-15,77.83,78.94,77.6,78.58,64.3257715785404,2209500,0.0,1.0
2006-03-14,76.38,77.99,76.36,77.9,63.7691219899249,2280300,0.0,1.0
2006-03-13,77.28,77.36,75.97,76.8,62.8686594201057,2521100,0.0,1.0
2006-03-10,77.01,77.91,76.87,77.43,63.3843788919112,1803400,0.0,1.0
2006-03-09,77.38,77.47,76.88,77.03,63.0569379574315,2248700,0.0,1.0
2006-03-08,76.03,77.13,75.85,77.12,63.1306121676895,2174700,0.0,1.0
2006-03-07,74.97,76.9,74.5,76.5,62.6230787192459,2929300,0.0,1.0
2006-03-06,75.75,75.95,74.6,75.03,61.4197332850329,2426500,0.0,1.0
2006-03-03,75.75,76.96,75.47,75.68,61.9518248035625,2542800,0.0,1.0
2006-03-02,76.26,76.51,75.0,76.0,62.2137775511463,2663600,0.0,1.0
2006-03-01,77.0,77.54,76.23,76.59,62.6967529295038,2586800,0.0,1.0
2006-02-28,77.05,77.68,76.77,76.79,62.8604733967437,2769000,0.0,1.0
2006-02-27,77.0,77.92,76.54,77.69,63.5972154993231,1936400,0.0,1.0
2006-02-24,77.7,77.75,77.1,77.29,63.2697745648433,1960900,0.0,1.0
2006-02-23,77.9,78.22,77.35,77.48,63.4253090087212,2644300,0.0,1.0
2006-02-22,77.15,78.7,77.05,78.55,64.3012135084545,2371700,0.0,1.0
2006-02-21,77.95,78.45,76.95,77.01,63.0405659107075,2411400,0.0,1.0
2006-02-17,77.1,77.57,76.82,77.36,63.3270767283773,2907400,0.0,1.0
2006-02-16,78.57,78.73,77.4,77.74,63.638145616133,2953400,0.0,1.0
2006-02-15,78.68,78.97,78.04,78.82,64.5222361392283,1987900,0.0,1.0
2006-02-14,77.5,79.05,77.49,78.91,64.5959103494862,2104800,0.0,1.0
2006-02-13,77.25,77.8,76.82,77.67,63.5808434525991,2184400,0.0,1.0
2006-02-10,77.44,77.99,77.26,77.65,63.5644714058751,2526300,0.0,1.0
2006-02-09,77.05,78.2,76.93,77.43,63.3843788919112,3334000,0.0,1.0
2006-02-08,75.5,76.4,75.35,76.28,62.4429862052821,2103700,0.0,1.0
2006-02-07,76.49,76.99,75.91,76.54,62.6558228126939,2987000,0.0,1.0
2006-02-06,77.0,77.17,75.79,76.25,62.4184281351961,3679700,0.0,1.0
2006-02-03,76.31,77.77,76.26,77.3,63.2779605882053,2271800,0.0,1.0
2006-02-02,77.67,77.67,76.82,77.11,63.1224261443275,2702600,0.0,1.0
2006-02-01,76.4,77.85,76.39,77.67,63.5808434525991,2697300,0.0,1.0
2006-01-31,75.15,77.14,75.1,76.8,62.8686594201057,3177700,0.0,1.0
2006-01-30,75.5,75.89,75.24,75.46,61.7717322895986,2558000,0.0,1.0
2006-01-27,74.5,75.66,74.43,75.5,61.8044763830466,3720400,0.0,1.0
2006-01-26,74.2,75.22,74.07,74.5,60.9858740468473,3761300,0.0,1.0
2006-01-25,74.74,74.88,72.39,72.86,59.6433662154805,4034100,0.0,1.0
2006-01-24,72.3,74.28,72.3,73.19,59.9135049864262,3320200,0.0,1.0
2006-01-23,72.5,73.39,71.62,71.66,58.6610434120413,4762300,0.0,1.0
2006-01-20,75.99,75.99,72.62,73.23,59.9462490798742,3370400,0.0,1.0
2006-01-19,76.55,76.8,74.84,76.01,62.2219635745083,2298300,0.0,1.0
2006-01-18,75.7,77.1,75.64,76.78,62.8522873733817,3203800,0.0,1.0
2006-01-17,74.25,76.47,74.03,76.23,62.4020560884721,3409000,0.0,1.0
2006-01-13,75.4,75.59,73.5,74.89,61.305128957965,6813000,0.0,1.0
2006-01-12,76.65,78.25,76.5,76.94,62.9832637471736,2635800,0.0,1.0
2006-01-11,77.6,78.45,76.7,76.94,62.9832637471736,1917400,0.0,1.0
2006-01-10,77.7,78.3,77.4,77.6,63.5235412890651,1536100,0.0,1.0
2006-01-09,78.8,79.02,77.46,77.7,63.6054015226851,2514500,0.0,1.0
2006-01-06,79.7,79.85,78.72,78.93,64.6122823962102,2075200,0.0,1.0
2006-01-05,79.11,79.9,78.61,78.99,64.6613985363821,2433400,0.0,1.0
2006-01-04,79.56,80.37,79.22,79.52,65.0952577745678,3540000,0.0,1.0
2006-01-03,80.0,80.05,78.06,79.36,64.9642814007759,2986200,0.0,1.0
2005-12-30,80.05,80.05,79.13,79.79,65.3162804053416,2366100,0.0,1.0
2005-12-29,79.48,80.4,79.15,80.0,65.4881868959434,8155900,0.0,1.0
2005-12-28,78.0,79.0,77.6,78.81,64.5140501158663,1633100,0.0,1.0
2005-12-27,78.4,78.9,77.27,77.76,63.654517662857,894900,0.0,1.0
2005-12-23,78.5,78.73,78.18,78.3,64.0965629244046,917800,0.0,1.0
2005-12-22,77.05,77.97,77.05,77.94,63.8018660833729,2112700,0.0,1.0
