,SHAK_Open,SHAK_High,SHAK_Low,SHAK_Close,SHAK_Adj Close,SHAK_Volume,SHAK_Dividend Amount,SHAK_Split Coefficient
2021-11-17,84.87,86.19,84.265,84.54,84.54,339979,0.0,1.0
2021-11-16,84.59,85.79,83.65,85.27,85.27,349110,0.0,1.0
2021-11-15,85.26,86.72,84.53,84.74,84.74,493622,0.0,1.0
2021-11-12,83.69,85.0,83.31,84.49,84.49,452780,0.0,1.0
2021-11-11,83.64,85.66,83.0,83.86,83.86,425749,0.0,1.0
2021-11-10,82.69,85.82,82.19,83.83,83.83,717175,0.0,1.0
2021-11-09,83.77,86.14,83.155,83.81,83.81,872938,0.0,1.0
2021-11-08,89.0,91.36,83.65,83.77,83.77,2212730,0.0,1.0
2021-11-05,85.55,100.85,84.29,90.97,90.97,9761713,0.0,1.0
2021-11-04,76.92,78.7,75.2,78.08,78.08,2198611,0.0,1.0
2021-11-03,72.99,77.62,72.07,75.88,75.88,2446931,0.0,1.0
2021-11-02,74.57,74.57,70.7405,70.99,70.99,1320491,0.0,1.0
2021-11-01,71.61,74.48,71.36,74.41,74.41,1449527,0.0,1.0
2021-10-29,69.15,70.49,68.23,69.17,69.17,791484,0.0,1.0
2021-10-28,70.13,70.98,69.48,69.77,69.77,1133171,0.0,1.0
2021-10-27,71.42,71.54,69.74,69.85,69.85,724276,0.0,1.0
2021-10-26,72.64,72.9,70.02,70.75,70.75,976727,0.0,1.0
2021-10-25,70.95,72.75,70.7501,72.05,72.05,632957,0.0,1.0
2021-10-22,72.54,72.63,69.98,70.68,70.68,1288085,0.0,1.0
2021-10-21,74.43,74.67,72.71,72.82,72.82,935389,0.0,1.0
2021-10-20,75.1,75.5,71.67,73.96,73.96,1458114,0.0,1.0
2021-10-19,76.48,77.595,75.47,76.79,76.79,420928,0.0,1.0
2021-10-18,74.86,76.32,73.7,75.92,75.92,478933,0.0,1.0
2021-10-15,77.84,77.97,75.11,75.43,75.43,491065,0.0,1.0
2021-10-14,75.53,77.61,74.97,76.77,76.77,1013557,0.0,1.0
2021-10-13,75.14,75.55,73.12,74.88,74.88,843636,0.0,1.0
2021-10-12,76.09,76.905,75.01,75.27,75.27,479570,0.0,1.0
2021-10-11,77.26,78.9,75.75,75.77,75.77,561422,0.0,1.0
2021-10-08,78.02,78.65,77.25,78.15,78.15,546798,0.0,1.0
2021-10-07,78.78,80.0,77.79,78.03,78.03,493689,0.0,1.0
2021-10-06,77.06,79.12,76.27,78.28,78.28,515808,0.0,1.0
2021-10-05,77.05,79.52,76.62,78.34,78.34,760911,0.0,1.0
2021-10-04,80.87,80.88,76.81,77.24,77.24,789876,0.0,1.0
2021-10-01,79.31,82.16,78.55,81.44,81.44,657450,0.0,1.0
2021-09-30,79.89,79.89,77.59,78.46,78.46,719125,0.0,1.0
2021-09-29,82.73,83.24,79.39,79.66,79.66,682186,0.0,1.0
2021-09-28,83.8,83.8,81.38,81.66,81.66,529296,0.0,1.0
2021-09-27,86.03,86.43,83.82,83.82,83.82,460116,0.0,1.0
2021-09-24,83.71,86.92,83.7,86.0,86.0,689535,0.0,1.0
2021-09-23,82.27,84.29,82.25,83.56,83.56,950403,0.0,1.0
2021-09-22,82.01,84.05,81.4,81.55,81.55,666681,0.0,1.0
2021-09-21,81.8,82.74,80.55,81.86,81.86,417768,0.0,1.0
2021-09-20,82.25,83.16,80.3,82.09,82.09,759999,0.0,1.0
2021-09-17,85.98,86.8,83.72,83.97,83.97,997727,0.0,1.0
2021-09-16,82.15,86.08,82.15,85.48,85.48,784067,0.0,1.0
2021-09-15,82.05,82.5,80.65,82.0,82.0,607740,0.0,1.0
2021-09-14,84.9,84.9,81.81,82.35,82.35,679182,0.0,1.0
2021-09-13,82.43,84.72,81.13,84.55,84.55,615516,0.0,1.0
2021-09-10,85.0,85.6999,82.06,82.16,82.16,771881,0.0,1.0
2021-09-09,85.0,86.48,84.31,84.49,84.49,495837,0.0,1.0
2021-09-08,86.51,87.04,84.31,84.76,84.76,489226,0.0,1.0
2021-09-07,85.35,86.74,84.03,86.14,86.14,571941,0.0,1.0
2021-09-03,86.49,86.49,84.79,85.36,85.36,384850,0.0,1.0
2021-09-02,88.31,89.45,86.07,86.54,86.54,385996,0.0,1.0
2021-09-01,86.75,88.395,86.2,87.81,87.81,445483,0.0,1.0
2021-08-31,86.1,86.96,85.8101,86.75,86.75,432834,0.0,1.0
2021-08-30,87.81,88.04,85.83,86.15,86.15,388005,0.0,1.0
2021-08-27,86.03,89.24,85.88,88.03,88.03,569277,0.0,1.0
2021-08-26,86.69,88.07,85.135,85.61,85.61,351219,0.0,1.0
2021-08-25,87.1,88.41,85.67,86.86,86.86,616231,0.0,1.0
2021-08-24,85.97,87.69,85.23,87.24,87.24,444196,0.0,1.0
2021-08-23,84.35,85.8999,83.63,85.18,85.18,490105,0.0,1.0
2021-08-20,83.71,84.71,83.48,84.15,84.15,393535,0.0,1.0
2021-08-19,84.84,85.6,82.87,83.59,83.59,550638,0.0,1.0
2021-08-18,86.5,87.38,85.15,85.49,85.49,570944,0.0,1.0
2021-08-17,86.15,87.2237,85.16,86.89,86.89,534359,0.0,1.0
2021-08-16,88.8,89.0,86.03,87.09,87.09,476378,0.0,1.0
2021-08-13,90.96,91.47,89.01,89.44,89.44,412352,0.0,1.0
2021-08-12,91.01,92.44,90.51,91.41,91.41,386291,0.0,1.0
2021-08-11,92.57,92.57,90.26,91.74,91.74,479664,0.0,1.0
2021-08-10,90.62,93.36,89.98,91.74,91.74,823930,0.0,1.0
2021-08-09,89.94,90.7167,87.72,89.95,89.95,799589,0.0,1.0
2021-08-06,90.89,91.4999,88.88,90.36,90.36,975171,0.0,1.0
2021-08-05,92.0,94.18,91.315,92.72,92.72,1434196,0.0,1.0
2021-08-04,92.31,94.3499,91.8,92.22,92.22,588573,0.0,1.0
2021-08-03,99.5,99.5,92.5415,93.09,93.09,1333392,0.0,1.0
2021-08-02,101.29,101.89,98.675,99.28,99.28,632875,0.0,1.0
2021-07-30,100.71,103.535,99.86,100.54,100.54,501372,0.0,1.0
2021-07-29,102.56,104.88,101.7,102.42,102.42,394959,0.0,1.0
2021-07-28,103.0,104.68,100.18,101.49,101.49,508808,0.0,1.0
2021-07-27,104.0,104.98,100.28,103.09,103.09,654447,0.0,1.0
2021-07-26,101.38,104.64,100.21,104.26,104.26,535025,0.0,1.0
2021-07-23,100.8,101.89,98.5,101.02,101.02,615434,0.0,1.0
2021-07-22,96.72,101.5828,96.01,100.39,100.39,980598,0.0,1.0
2021-07-21,95.78,98.93,95.26,97.16,97.16,576011,0.0,1.0
2021-07-20,91.73,95.92,90.11,94.82,94.82,793483,0.0,1.0
2021-07-19,90.0,91.66,87.175,90.86,90.86,934344,0.0,1.0
2021-07-16,94.04,94.92,92.235,92.69,92.69,608344,0.0,1.0
2021-07-15,97.96,97.99,91.2,93.04,93.04,1885524,0.0,1.0
2021-07-14,103.44,103.94,97.13,98.32,98.32,718072,0.0,1.0
2021-07-13,103.67,104.16,101.88,102.05,102.05,437635,0.0,1.0
2021-07-12,104.85,106.38,103.7,103.99,103.99,432095,0.0,1.0
2021-07-09,105.36,106.63,104.22,106.06,106.06,312400,0.0,1.0
2021-07-08,100.36,105.23,99.11,104.37,104.37,465297,0.0,1.0
2021-07-07,106.5,107.27,102.35,104.06,104.06,482051,0.0,1.0
2021-07-06,104.19,107.54,102.13,106.56,106.56,486515,0.0,1.0
2021-07-02,104.01,105.5644,103.8001,104.19,104.19,320816,0.0,1.0
2021-07-01,108.0,109.88,103.27,103.89,103.89,517211,0.0,1.0
2021-06-30,105.43,107.5699,105.04,107.02,107.02,392870,0.0,1.0
2021-06-29,105.62,107.07,104.49,105.74,105.74,362115,0.0,1.0
2021-06-28,105.25,107.13,103.51,105.37,105.37,557265,0.0,1.0
2021-06-25,106.52,109.01,104.89,105.23,105.23,898873,0.0,1.0
2021-06-24,101.0,111.49,100.35,108.06,108.06,2147755,0.0,1.0
2021-06-23,98.3,99.5,96.76,99.04,99.04,550792,0.0,1.0
2021-06-22,94.69,96.41,93.74,96.35,96.35,495440,0.0,1.0
2021-06-21,95.0,95.08,92.54,94.7,94.7,557870,0.0,1.0
2021-06-18,95.5,96.36,93.79,94.39,94.39,729450,0.0,1.0
2021-06-17,99.57,100.36,94.41,96.99,96.99,940809,0.0,1.0
2021-06-16,98.67,100.52,97.9,99.68,99.68,633806,0.0,1.0
2021-06-15,100.71,101.99,98.38,99.16,99.16,578769,0.0,1.0
2021-06-14,100.61,102.1876,99.5,100.72,100.72,783675,0.0,1.0
2021-06-11,98.5,100.4099,98.22,100.3,100.3,628406,0.0,1.0
2021-06-10,99.02,99.7699,95.87,97.88,97.88,602764,0.0,1.0
2021-06-09,100.89,102.01,98.88,99.11,99.11,981880,0.0,1.0
2021-06-08,94.09,100.9699,94.0,100.65,100.65,2219991,0.0,1.0
2021-06-07,89.13,95.92,88.9,95.11,95.11,1306234,0.0,1.0
2021-06-04,91.88,91.88,88.4,89.28,89.28,853383,0.0,1.0
2021-06-03,93.46,93.98,89.38,90.59,90.59,1822370,0.0,1.0
2021-06-02,91.44,94.94,89.91,94.81,94.81,894877,0.0,1.0
2021-06-01,94.11,94.81,89.805,90.92,90.92,1565368,0.0,1.0
2021-05-28,95.0,96.1,92.895,93.98,93.98,983642,0.0,1.0
2021-05-27,91.85,96.04,90.02,95.67,95.67,1325372,0.0,1.0
2021-05-26,88.0,91.63,86.33,90.66,90.66,1151351,0.0,1.0
2021-05-25,91.88,93.71,88.07,88.38,88.38,3928799,0.0,1.0
2021-05-24,83.93,85.69,82.715,84.59,84.59,838654,0.0,1.0
2021-05-21,83.89,85.5,83.6,83.68,83.68,631834,0.0,1.0
2021-05-20,84.32,84.95,82.2,83.28,83.28,1013064,0.0,1.0
2021-05-19,83.76,84.6,81.67,83.81,83.81,1052520,0.0,1.0
2021-05-18,84.5,87.16,82.25,86.44,86.44,1217493,0.0,1.0
2021-05-17,82.9,83.81,80.22,83.67,83.67,891176,0.0,1.0
2021-05-14,80.36,84.48,79.66,83.25,83.25,1349021,0.0,1.0
2021-05-13,82.07,84.38,78.0,79.48,79.48,1372796,0.0,1.0
2021-05-12,88.92,89.18,81.33,82.0,82.0,1804103,0.0,1.0
2021-05-11,87.0,91.135,86.23,90.03,90.03,1078428,0.0,1.0
2021-05-10,89.6001,91.09,85.57,89.76,89.76,2035185,0.0,1.0
2021-05-07,93.975,95.98,88.88,89.48,89.48,3646424,0.0,1.0
2021-05-06,106.81,106.82,100.83,105.62,105.62,1647039,0.0,1.0
2021-05-05,106.45,107.47,105.37,106.32,106.32,508668,0.0,1.0
2021-05-04,106.88,107.255,102.56,105.54,105.54,712837,0.0,1.0
2021-05-03,109.21,110.4,107.1185,107.79,107.79,595121,0.0,1.0
2021-04-30,110.85,112.44,108.455,108.75,108.75,411489,0.0,1.0
2021-04-29,112.27,113.8148,109.97,112.17,112.17,406966,0.0,1.0
2021-04-28,111.27,113.3,109.67,111.65,111.65,351211,0.0,1.0
2021-04-27,113.5,114.7222,111.35,111.86,111.86,470559,0.0,1.0
2021-04-26,111.01,113.48,111.0,112.0,112.0,455833,0.0,1.0
2021-04-23,110.84,110.86,109.18,110.31,110.31,366050,0.0,1.0
2021-04-22,109.63,112.4,108.74,109.31,109.31,381664,0.0,1.0
2021-04-21,107.5,109.19,105.55,109.02,109.02,488210,0.0,1.0
2021-04-20,110.0,111.04,104.47,108.36,108.36,816898,0.0,1.0
2021-04-19,116.0,116.32,109.45,110.17,110.17,838673,0.0,1.0
2021-04-16,120.23,120.23,115.5962,116.78,116.78,395904,0.0,1.0
2021-04-15,116.53,119.59,116.4201,119.0,119.0,392846,0.0,1.0
2021-04-14,117.51,120.0,116.95,117.18,117.18,536780,0.0,1.0
2021-04-13,112.61,118.05,111.5,116.82,116.82,577550,0.0,1.0
2021-04-12,114.1,115.76,111.56,113.0,113.0,409256,0.0,1.0
2021-04-09,113.45,114.89,111.5,114.63,114.63,382310,0.0,1.0
2021-04-08,116.14,117.37,112.13,113.81,113.81,628553,0.0,1.0
2021-04-07,114.31,118.37,114.31,115.74,115.74,487060,0.0,1.0
2021-04-06,114.12,115.92,113.6,114.34,114.34,434511,0.0,1.0
2021-04-05,114.76,115.49,112.02,113.94,113.94,375359,0.0,1.0
2021-04-01,114.89,119.0,112.6716,113.45,113.45,617488,0.0,1.0
2021-03-31,112.53,114.04,111.15,112.77,112.77,396908,0.0,1.0
2021-03-30,109.7,113.37,109.7,111.43,111.43,360710,0.0,1.0
2021-03-29,113.91,114.78,110.07,110.78,110.78,418675,0.0,1.0
2021-03-26,117.32,118.0661,111.33,115.0,115.0,356521,0.0,1.0
2021-03-25,109.38,115.65,108.62,115.09,115.09,457043,0.0,1.0
2021-03-24,116.55,116.87,109.6801,110.88,110.88,702137,0.0,1.0
2021-03-23,117.72,119.59,114.24,115.1,115.1,602153,0.0,1.0
2021-03-22,122.96,124.69,118.71,119.39,119.39,564228,0.0,1.0
2021-03-19,118.71,123.42,118.2867,122.43,122.43,890443,0.0,1.0
2021-03-18,125.0,125.48,117.5976,118.78,118.78,955612,0.0,1.0
2021-03-17,122.0,125.61,119.85,124.45,124.45,463863,0.0,1.0
2021-03-16,129.62,129.91,120.5606,122.74,122.74,739598,0.0,1.0
2021-03-15,123.38,130.0,122.17,129.68,129.68,1139717,0.0,1.0
2021-03-12,122.0,124.31,119.0913,121.81,121.81,580890,0.0,1.0
2021-03-11,121.79,124.99,121.16,123.04,123.04,773171,0.0,1.0
2021-03-10,115.26,120.36,115.07,120.02,120.02,638996,0.0,1.0
2021-03-09,117.4,118.0,114.25,114.39,114.39,850454,0.0,1.0
2021-03-08,113.94,116.86,111.45,115.87,115.87,991690,0.0,1.0
2021-03-05,109.33,112.88,103.45,112.76,112.76,1098755,0.0,1.0
2021-03-04,114.67,115.7425,104.63,109.37,109.37,847336,0.0,1.0
2021-03-03,122.17,124.775,112.86,113.82,113.82,812141,0.0,1.0
2021-03-02,119.78,123.56,119.0,121.46,121.46,1043862,0.0,1.0
2021-03-01,118.66,119.25,113.24,117.53,117.53,1692309,0.0,1.0
2021-02-26,117.94,121.81,113.53,118.48,118.48,1115034,0.0,1.0
2021-02-25,125.45,126.84,117.59,118.92,118.92,787124,0.0,1.0
2021-02-24,122.3,125.75,119.645,125.33,125.33,506543,0.0,1.0
2021-02-23,120.0,121.48,112.79,120.86,120.86,788225,0.0,1.0
2021-02-22,124.51,126.01,121.71,121.99,121.99,645061,0.0,1.0
2021-02-19,122.92,126.48,122.825,124.54,124.54,359052,0.0,1.0
2021-02-18,123.24,125.42,121.18,123.06,123.06,399028,0.0,1.0
2021-02-17,122.48,124.24,118.0,123.71,123.71,770156,0.0,1.0
2021-02-16,128.69,129.26,120.53,123.04,123.04,839053,0.0,1.0
2021-02-12,130.84,131.4,126.905,128.79,128.79,640625,0.0,1.0
2021-02-11,129.51,131.17,125.83,130.76,130.76,696058,0.0,1.0
2021-02-10,127.0,132.495,126.7,129.23,129.23,835165,0.0,1.0
2021-02-09,123.67,128.78,123.01,126.53,126.53,1124903,0.0,1.0
2021-02-08,118.35,122.75,116.01,122.27,122.27,643322,0.0,1.0
2021-02-05,117.94,118.5333,115.2501,117.55,117.55,450789,0.0,1.0
2021-02-04,112.15,117.76,110.95,116.87,116.87,476386,0.0,1.0
2021-02-03,108.54,112.8,107.28,111.62,111.62,608875,0.0,1.0
2021-02-02,113.38,114.1,107.39,108.27,108.27,1002225,0.0,1.0
2021-02-01,112.78,114.47,109.205,112.35,112.35,1033208,0.0,1.0
2021-01-29,116.0,119.02,112.12,113.42,113.42,1076334,0.0,1.0
2021-01-28,124.63,126.4113,115.8,116.14,116.14,1486800,0.0,1.0
2021-01-27,106.96,138.38,106.96,125.0,125.0,4524698,0.0,1.0
2021-01-26,111.83,111.83,107.61,109.71,109.71,788693,0.0,1.0
2021-01-25,112.13,117.37,110.0501,110.56,110.56,1050637,0.0,1.0
2021-01-22,107.26,111.48,107.19,111.21,111.21,656296,0.0,1.0
2021-01-21,108.21,112.1199,107.57,109.07,109.07,733489,0.0,1.0
2021-01-20,113.05,114.2,107.56,107.97,107.97,818979,0.0,1.0
2021-01-19,112.82,115.41,111.33,111.69,111.69,853457,0.0,1.0
2021-01-15,113.23,116.65,108.72,111.26,111.26,1255502,0.0,1.0
2021-01-14,108.39,115.38,108.25,114.65,114.65,1793509,0.0,1.0
2021-01-13,101.55,113.0,100.69,109.33,109.33,2576689,0.0,1.0
2021-01-12,93.16,101.81,92.4831,101.55,101.55,1524235,0.0,1.0
2021-01-11,91.24,92.33,90.32,90.87,90.87,448031,0.0,1.0
2021-01-08,89.46,91.32,89.0,91.29,91.29,558934,0.0,1.0
2021-01-07,87.29,89.94,87.29,88.92,88.92,545648,0.0,1.0
2021-01-06,86.39,88.68,85.52,86.88,86.88,651450,0.0,1.0
2021-01-05,82.46,86.52,82.46,85.92,85.92,652031,0.0,1.0
2021-01-04,85.0,85.3,82.16,82.43,82.43,867670,0.0,1.0
2020-12-31,84.86,85.36,82.39,84.78,84.78,672261,0.0,1.0
2020-12-30,86.08,87.11,84.6,84.86,84.86,537313,0.0,1.0
2020-12-29,86.28,87.28,84.59,85.93,85.93,629258,0.0,1.0
2020-12-28,89.5,89.54,86.0,86.13,86.13,541271,0.0,1.0
2020-12-24,87.63,88.07,86.21,87.8,87.8,256037,0.0,1.0
2020-12-23,88.23,89.22,86.21,87.85,87.85,447333,0.0,1.0
2020-12-22,90.91,90.91,87.65,88.09,88.09,713689,0.0,1.0
2020-12-21,87.64,90.63,86.95,90.5,90.5,585938,0.0,1.0
2020-12-18,91.25,91.99,86.76,90.31,90.31,913055,0.0,1.0
2020-12-17,86.86,91.39,85.93,91.08,91.08,1322792,0.0,1.0
2020-12-16,85.94,86.43,84.69,85.93,85.93,335385,0.0,1.0
2020-12-15,87.28,87.495,85.04,85.79,85.79,566082,0.0,1.0
2020-12-14,87.04,88.48,85.14,86.73,86.73,556018,0.0,1.0
2020-12-11,86.59,88.19,85.0,86.36,86.36,373355,0.0,1.0
2020-12-10,84.86,87.14,84.42,87.1,87.1,391198,0.0,1.0
2020-12-09,86.6,88.5,85.1,86.02,86.02,542470,0.0,1.0
2020-12-08,83.96,85.99,83.0,85.98,85.98,419859,0.0,1.0
2020-12-07,87.92,88.2,84.11,84.75,84.75,727451,0.0,1.0
2020-12-04,85.96,88.39,85.74,87.77,87.77,705839,0.0,1.0
2020-12-03,82.93,86.8395,82.0101,85.49,85.49,915753,0.0,1.0
2020-12-02,80.0,82.8,79.46,82.36,82.36,775690,0.0,1.0
2020-12-01,82.48,82.67,80.04,80.29,80.29,717037,0.0,1.0
2020-11-30,82.33,82.5,77.84,81.66,81.66,738050,0.0,1.0
2020-11-27,82.01,83.2,81.6,82.65,82.65,333987,0.0,1.0
2020-11-25,82.27,82.42,80.08,81.67,81.67,433582,0.0,1.0
2020-11-24,80.0,82.5,79.701,82.14,82.14,875123,0.0,1.0
2020-11-23,76.98,79.39,75.9,79.2,79.2,695575,0.0,1.0
2020-11-20,77.25,77.6424,75.0409,75.85,75.85,742813,0.0,1.0
2020-11-19,78.09,79.58,77.26,78.4,78.4,634075,0.0,1.0
2020-11-18,79.46,82.05,78.6264,79.01,79.01,1043383,0.0,1.0
2020-11-17,78.09,79.3,76.57,78.96,78.96,553186,0.0,1.0
2020-11-16,81.0,81.23,78.02,79.0,79.0,1041816,0.0,1.0
2020-11-13,76.83,79.72,75.32,79.06,79.06,642028,0.0,1.0
2020-11-12,75.18,77.59,74.31,75.99,75.99,696939,0.0,1.0
2020-11-11,79.92,79.92,75.4,76.33,76.33,831297,0.0,1.0
2020-11-10,82.0,82.25,77.76,79.45,79.45,1251556,0.0,1.0
2020-11-09,79.94,86.985,79.2,82.25,82.25,2444593,0.0,1.0
2020-11-06,70.75,71.55,69.82,71.19,71.19,522823,0.0,1.0
2020-11-05,71.06,72.35,71.01,71.18,71.18,737191,0.0,1.0
2020-11-04,68.18,70.52,66.875,70.28,70.28,715140,0.0,1.0
2020-11-03,65.77,68.13,65.23,67.35,67.35,950224,0.0,1.0
2020-11-02,67.7,67.7,64.02,64.99,64.99,1142225,0.0,1.0
2020-10-30,65.11,70.0,65.08,67.52,67.52,1240060,0.0,1.0
2020-10-29,66.27,69.44,64.68,68.97,68.97,1343578,0.0,1.0
2020-10-28,68.96,69.37,66.05,66.18,66.18,851697,0.0,1.0
2020-10-27,71.23,72.32,70.14,71.04,71.04,720229,0.0,1.0
2020-10-26,73.82,73.82,69.52,70.82,70.82,910165,0.0,1.0
2020-10-23,74.32,75.42,73.39,74.74,74.74,1099034,0.0,1.0
2020-10-22,69.3,72.8,69.3,72.56,72.56,823017,0.0,1.0
2020-10-21,68.53,69.68,67.41,69.28,69.28,732989,0.0,1.0
2020-10-20,71.0,71.0,68.51,68.66,68.66,629075,0.0,1.0
2020-10-19,70.53,71.24,69.27,70.38,70.38,489047,0.0,1.0
2020-10-16,70.81,71.3808,70.055,70.27,70.27,360976,0.0,1.0
2020-10-15,70.01,71.19,69.56,70.92,70.92,656964,0.0,1.0
2020-10-14,73.22,74.23,70.99,71.0,71.0,1046828,0.0,1.0
2020-10-13,70.23,73.75,69.76,72.46,72.46,797039,0.0,1.0
2020-10-12,71.19,72.29,69.73,71.27,71.27,644389,0.0,1.0
2020-10-09,71.15,72.36,70.35,72.18,72.18,654318,0.0,1.0
2020-10-08,67.5,71.09,66.7,70.89,70.89,1269860,0.0,1.0
2020-10-07,66.49,67.39,65.86,66.87,66.87,641094,0.0,1.0
2020-10-06,66.03,68.0,65.28,65.54,65.54,816939,0.0,1.0
2020-10-05,67.46,68.0,64.86,65.59,65.59,885234,0.0,1.0
2020-10-02,64.21,68.08,63.77,66.77,66.77,1045473,0.0,1.0
2020-10-01,65.02,65.34,64.08,64.87,64.87,1087903,0.0,1.0
2020-09-30,65.27,67.09,63.49,64.48,64.48,1375846,0.0,1.0
2020-09-29,68.78,68.78,63.83,64.9,64.9,1435766,0.0,1.0
2020-09-28,67.3,68.79,66.27,68.5,68.5,802199,0.0,1.0
2020-09-25,66.12,66.43,65.03,66.25,66.25,725909,0.0,1.0
2020-09-24,65.41,67.655,64.61,65.75,65.75,1026782,0.0,1.0
2020-09-23,68.02,68.66,65.87,65.94,65.94,557490,0.0,1.0
2020-09-22,66.72,67.81,64.52,67.07,67.07,819078,0.0,1.0
2020-09-21,66.15,66.67,64.58,66.3,66.3,1081978,0.0,1.0
2020-09-18,68.74,70.09,66.61,67.58,67.58,925282,0.0,1.0
2020-09-17,70.23,70.9899,67.4,68.14,68.14,812286,0.0,1.0
2020-09-16,72.23,72.47,70.495,71.32,71.32,808040,0.0,1.0
2020-09-15,70.19,72.49,69.34,72.16,72.16,1036057,0.0,1.0
2020-09-14,66.85,70.45,66.42,70.08,70.08,1260215,0.0,1.0
2020-09-11,68.86,69.41,64.43,65.36,65.36,1199160,0.0,1.0
2020-09-10,68.16,72.37,68.11,68.37,68.37,2535216,0.0,1.0
2020-09-09,66.1,68.19,65.49,67.71,67.71,1492748,0.0,1.0
2020-09-08,65.77,67.05,65.31,65.67,65.67,1006377,0.0,1.0
2020-09-04,67.5,68.74,65.47,66.96,66.96,814534,0.0,1.0
2020-09-03,68.86,69.13,66.275,67.07,67.07,1288266,0.0,1.0
2020-09-02,68.17,69.24,66.82,68.11,68.11,861650,0.0,1.0
2020-09-01,67.74,68.92,67.02,68.28,68.28,1098323,0.0,1.0
2020-08-31,67.94,68.76,66.03,68.25,68.25,1503069,0.0,1.0
2020-08-28,64.2,67.81,63.54,67.45,67.45,1707292,0.0,1.0
2020-08-27,60.42,65.45,60.34,63.6,63.6,2250540,0.0,1.0
2020-08-26,60.5,60.51,59.5,60.2,60.2,904190,0.0,1.0
2020-08-25,58.31,60.28,57.7,60.22,60.22,1257686,0.0,1.0
2020-08-24,59.01,59.13,56.71,58.11,58.11,1369860,0.0,1.0
2020-08-21,55.44,58.5,55.44,58.34,58.34,2052157,0.0,1.0
2020-08-20,54.35,56.48,53.86,55.29,55.29,3235107,0.0,1.0
2020-08-19,55.15,56.09,53.76,53.92,53.92,936172,0.0,1.0
2020-08-18,54.75,55.18,53.62,55.08,55.08,863579,0.0,1.0
2020-08-17,54.49,55.14,53.17,54.78,54.78,753443,0.0,1.0
2020-08-14,53.31,55.6099,53.31,54.52,54.52,1160615,0.0,1.0
2020-08-13,52.93,54.5631,52.7,53.87,53.87,621253,0.0,1.0
2020-08-12,53.53,54.18,52.11,53.14,53.14,918560,0.0,1.0
2020-08-11,52.85,55.15,52.41,52.62,52.62,1744560,0.0,1.0
2020-08-10,51.61,52.98,50.38,52.25,52.25,1247209,0.0,1.0
2020-08-07,50.01,51.91,49.78,51.07,51.07,806180,0.0,1.0
2020-08-06,48.94,50.66,48.515,50.22,50.22,1171998,0.0,1.0
2020-08-05,51.27,51.67,48.88,48.91,48.91,1507735,0.0,1.0
2020-08-04,49.78,52.33,49.51,50.55,50.55,2303117,0.0,1.0
2020-08-03,47.94,50.34,47.52,49.39,49.39,2273326,0.0,1.0
2020-07-31,52.6,53.28,47.13,48.55,48.55,5904516,0.0,1.0
2020-07-30,53.89,56.3,53.89,55.22,55.22,2277893,0.0,1.0
2020-07-29,51.98,55.28,51.97,54.84,54.84,1435578,0.0,1.0
2020-07-28,50.29,51.53,50.03,51.14,51.14,766723,0.0,1.0
2020-07-27,51.8,51.915,49.95,50.72,50.72,856939,0.0,1.0
2020-07-24,52.11,52.44,51.1,51.83,51.83,633455,0.0,1.0
2020-07-23,52.47,53.79,51.5491,52.67,52.67,1174572,0.0,1.0
2020-07-22,51.63,53.8,51.22,53.03,53.03,1043837,0.0,1.0
2020-07-21,50.0,52.33,49.7,51.67,51.67,1238865,0.0,1.0
2020-07-20,49.58,50.29,48.79,49.51,49.51,777573,0.0,1.0
2020-07-17,50.12,50.29,49.1,49.53,49.53,756600,0.0,1.0
2020-07-16,50.4,50.44,49.4,49.88,49.88,648800,0.0,1.0
2020-07-15,49.91,51.69,48.83,51.05,51.05,1446600,0.0,1.0
2020-07-14,48.54,48.79,47.12,47.98,47.98,1053500,0.0,1.0
2020-07-13,48.65,51.21,48.34,48.69,48.69,1498600,0.0,1.0
2020-07-10,48.13,48.5,47.17,48.29,48.29,1001300,0.0,1.0
2020-07-09,49.28,49.5,47.14,48.26,48.26,1198600,0.0,1.0
2020-07-08,49.91,50.9,48.54,49.05,49.05,1734100,0.0,1.0
2020-07-07,52.07,53.22,49.82,49.93,49.93,3207200,0.0,1.0
2020-07-06,54.51,54.8,52.17,53.43,53.43,1423200,0.0,1.0
2020-07-02,54.28,54.75,52.25,53.64,53.64,1138700,0.0,1.0
2020-07-01,53.26,54.27,52.09,53.09,53.09,928500,0.0,1.0
2020-06-30,51.43,53.34,51.43,52.98,52.98,1075600,0.0,1.0
2020-06-29,50.04,51.8,48.78,51.16,51.16,931000,0.0,1.0
2020-06-26,52.41,52.77,49.39,49.62,49.62,2155398,0.0,1.0
2020-06-25,51.29,53.2,51.23,52.77,52.77,1176172,0.0,1.0
2020-06-24,55.23,55.65,51.54,52.07,52.07,1760092,0.0,1.0
2020-06-23,54.61,56.56,54.45,56.17,56.17,1100643,0.0,1.0
2020-06-22,53.89,54.82,52.435,53.67,53.67,1912872,0.0,1.0
2020-06-19,56.24,56.76,54.14,54.51,54.51,2130942,0.0,1.0
2020-06-18,53.78,55.49,53.7,55.45,55.45,891837,0.0,1.0
2020-06-17,53.59,55.13,53.205,54.06,54.06,974146,0.0,1.0
2020-06-16,57.75,58.075,53.16,53.87,53.87,1843474,0.0,1.0
2020-06-15,52.25,56.0,51.52,55.8,55.8,1106287,0.0,1.0
