,UPS_Open,UPS_High,UPS_Low,UPS_Close,UPS_Adj Close,UPS_Volume,UPS_Dividend Amount,UPS_Split Coefficient
2018-05-29,114.87,114.95,113.01,113.83,92.2814392449982,2724133,0.0,1.0
2018-05-25,115.49,115.9,115.2,115.49,93.6271933445036,1583600,0.0,1.0
2018-05-24,115.38,115.81,114.41,115.63,93.7406906781968,2303415,0.0,1.0
2018-05-23,114.85,115.42,113.78,115.28,93.4569473439637,2013573,0.0,1.0
2018-05-22,117.01,117.14,115.29,115.36,93.521802963217,2027096,0.0,1.0
2018-05-21,116.0,117.28,115.5,117.08,94.9161987771623,3333298,0.0,1.0
2018-05-18,115.67,115.93,115.1,115.38,93.5380168680303,2450899,0.91,1.0
2018-05-17,116.59,117.44,116.4,116.59,93.7793222688422,3697242,0.0,1.0
2018-05-16,115.54,116.67,115.53,116.32,93.5621474081115,1970011,0.0,1.0
2018-05-15,115.78,116.47,114.85,115.61,92.9910579595235,3480370,0.0,1.0
2018-05-14,117.95,118.77,116.12,116.34,93.5782344348323,4618570,0.0,1.0
2018-05-11,113.94,115.99,113.72,115.45,92.8623617457572,3388147,0.0,1.0
2018-05-10,111.93,114.12,111.54,113.99,91.6880087951396,2477915,0.0,1.0
2018-05-09,111.34,111.69,110.32,111.4,89.6047388347973,3205398,0.0,1.0
2018-05-08,112.0,113.21,110.63,111.27,89.5001731611122,2848713,0.0,1.0
2018-05-07,111.79,112.75,111.47,112.12,90.1838717967457,2583818,0.0,1.0
2018-05-04,109.19,111.81,108.81,111.31,89.5323472145538,2412758,0.0,1.0
2018-05-03,110.78,110.97,108.16,109.81,88.3258202104946,4079409,0.0,1.0
2018-05-02,112.08,112.25,110.58,111.15,89.4036510007875,3563766,0.0,1.0
2018-05-01,113.55,113.9,111.48,112.45,90.4493077376388,4376222,0.0,1.0
2018-04-30,114.18,114.46,112.86,113.5,91.2938766404802,4479360,0.0,1.0
2018-04-27,113.07,114.0,112.73,113.99,91.6880087951396,4557366,0.0,1.0
2018-04-26,108.05,114.28,107.71,113.28,91.1169193465515,7309004,0.0,1.0
2018-04-25,107.98,108.88,107.41,108.66,87.4008161740492,3194635,0.0,1.0
2018-04-24,109.15,109.57,107.3,108.22,87.0469015861918,3626061,0.0,1.0
2018-04-23,108.7,109.22,108.42,109.11,87.7627742752669,2246550,0.0,1.0
2018-04-20,109.91,109.91,107.99,108.55,87.3123375270848,3632432,0.0,1.0
2018-04-19,110.7,110.7,108.99,109.68,88.2212545368094,2737222,0.0,1.0
2018-04-18,109.87,111.03,108.61,110.9,89.2025631667776,3559546,0.0,1.0
2018-04-17,109.54,109.85,108.66,109.52,88.0925583230431,2832886,0.0,1.0
2018-04-16,108.3,109.39,108.16,109.25,87.8753834623125,4595628,0.0,1.0
2018-04-13,107.48,108.34,106.6,107.25,86.2666807902335,3970849,0.0,1.0
2018-04-12,106.59,107.64,106.53,106.99,86.0575494428632,1999994,0.0,1.0
2018-04-11,105.24,106.75,105.05,106.09,85.3336332404277,1623855,0.0,1.0
2018-04-10,105.56,106.85,105.56,106.02,85.2773286469049,2766757,0.0,1.0
2018-04-09,105.56,106.26,104.36,104.6,84.1351497497289,3938503,0.0,1.0
2018-04-06,106.48,106.63,104.39,105.33,84.7223262250377,4397221,0.0,1.0
2018-04-05,106.61,107.37,105.35,107.18,86.2103761967108,3154706,0.0,1.0
2018-04-04,103.81,106.47,103.33,106.41,85.5910256679604,3832814,0.0,1.0
2018-04-03,104.41,105.62,103.76,105.54,84.891240005606,4453168,0.0,1.0
2018-04-02,104.33,105.43,102.4,103.84,83.5238427343389,4594427,0.0,1.0
2018-03-29,103.24,105.83,103.15,104.66,84.1834108298913,3813414,0.0,1.0
2018-03-28,102.32,103.68,101.7,102.68,82.5907951845331,3811800,0.0,1.0
2018-03-27,103.77,104.66,101.69,102.17,82.180576003153,3696311,0.0,1.0
2018-03-26,103.06,103.92,101.9,103.7,83.4112335472934,3821952,0.0,1.0
2018-03-23,104.89,105.0,101.45,101.66,81.7703568217729,4235657,0.0,1.0
2018-03-22,106.73,107.12,104.26,104.45,84.014497049323,4146061,0.0,1.0
2018-03-21,108.19,109.58,107.64,107.65,86.5884213246493,2707356,0.0,1.0
2018-03-20,108.64,109.33,107.52,108.03,86.8940748323443,2456253,0.0,1.0
2018-03-19,110.3,110.89,107.44,108.46,87.2399459068413,2968280,0.0,1.0
2018-03-16,109.57,111.2,109.57,110.91,89.210606680138,5215614,0.0,1.0
2018-03-15,109.04,110.01,108.91,109.72,88.253428590251,2708846,0.0,1.0
2018-03-14,110.03,110.17,108.52,108.76,87.4812513076531,2286045,0.0,1.0
2018-03-13,109.7,110.56,109.12,109.33,87.9397315691956,3491242,0.0,1.0
2018-03-12,110.22,110.75,108.89,108.91,87.601904008059,3047655,0.0,1.0
2018-03-09,109.53,110.42,108.91,110.38,88.7843004720371,3166239,0.0,1.0
2018-03-08,109.41,110.54,106.97,108.8,87.5134253610947,5802911,0.0,1.0
2018-03-07,109.02,109.55,107.83,109.21,87.8432094088709,7097591,0.0,1.0
2018-03-06,107.49,110.04,106.31,109.8,88.3177766971342,8590537,0.0,1.0
2018-03-05,105.34,106.17,104.63,105.81,85.1084148663367,4997436,0.0,1.0
2018-03-02,105.76,106.3,104.37,105.37,84.7545002784793,4670569,0.0,1.0
2018-03-01,104.96,109.29,103.95,106.43,85.6071126946811,8701867,0.0,1.0
2018-02-28,106.4,106.6,104.38,104.41,83.9823229958814,3702325,0.0,1.0
2018-02-27,108.24,108.56,105.68,105.69,85.0118927060119,3598192,0.0,1.0
2018-02-26,106.7,108.44,106.01,108.07,86.9262488857859,4080187,0.0,1.0
2018-02-23,104.4,105.62,104.34,105.61,84.9475445991288,4383925,0.0,1.0
2018-02-22,105.35,106.48,104.65,105.08,84.5212383910279,3345531,0.0,1.0
2018-02-21,104.74,107.05,104.51,104.7,84.2155848833329,5509335,0.0,1.0
2018-02-20,106.25,106.65,104.33,104.71,84.2236283966932,5189471,0.0,1.0
2018-02-16,107.11,107.66,105.9,106.4,85.5829821546,6090554,0.91,1.0
2018-02-15,107.15,108.33,105.52,108.31,86.3805125073593,5527483,0.0,1.0
2018-02-14,106.69,107.1,105.09,106.6,85.0167356041408,6469995,0.0,1.0
2018-02-13,105.99,108.77,105.5,107.56,85.7823647427898,7554019,0.0,1.0
2018-02-12,107.0,107.08,105.41,106.31,84.7854518018407,6661217,0.0,1.0
2018-02-09,108.1,108.11,103.81,106.39,84.8492542300614,11172074,0.0,1.0
2018-02-08,111.76,112.5,109.23,109.28,87.1541169495358,6970007,0.0,1.0
2018-02-07,112.39,113.26,111.62,111.91,89.2516217772927,7090628,0.0,1.0
2018-02-06,112.62,115.89,109.68,112.71,89.8896460595002,11732687,0.0,1.0
2018-02-05,115.89,116.31,113.21,113.3,90.3601889676281,8000793,0.0,1.0
2018-02-02,118.99,119.14,115.52,116.47,92.8883601858751,9162581,0.0,1.0
2018-02-01,119.22,121.0,118.07,119.51,95.3128524582634,14337147,0.0,1.0
2018-01-31,128.5,128.97,126.25,127.32,101.541564513313,5713767,0.0,1.0
2018-01-30,130.37,130.74,128.1,128.11,102.171613491993,4055212,0.0,1.0
2018-01-29,132.76,133.56,130.61,130.64,104.189365284474,2667717,0.0,1.0
2018-01-26,131.21,132.72,131.04,132.72,105.848228418214,1951647,0.0,1.0
2018-01-25,131.96,131.97,129.71,131.29,104.707760013768,3151248,0.0,1.0
2018-01-24,132.51,132.96,130.15,131.69,105.026772154872,2807967,0.0,1.0
2018-01-23,132.87,132.87,130.91,132.07,105.32983368892,2886940,0.0,1.0
2018-01-22,132.52,132.99,131.14,132.86,105.9598826676,3079369,0.0,1.0
2018-01-19,133.86,134.02,131.92,133.08,106.135339345207,3863060,0.0,1.0
2018-01-18,134.65,135.53,133.53,133.59,106.542079825114,3045267,0.0,1.0
2018-01-17,133.53,134.3,132.39,134.01,106.877042573273,3449835,0.0,1.0
2018-01-16,134.41,134.71,131.76,132.88,105.975833274655,4042141,0.0,1.0
2018-01-12,133.45,134.33,133.0,134.09,106.940845001494,4201350,0.0,1.0
2018-01-11,130.36,133.77,130.02,133.46,106.438400879256,4249965,0.0,1.0
2018-01-10,128.52,130.46,128.49,129.79,103.511464484629,2896138,0.0,1.0
2018-01-09,129.23,130.0,128.86,129.11,102.969143844753,2914021,0.0,1.0
2018-01-08,128.11,129.52,127.74,129.17,103.016995665918,3212882,0.0,1.0
2018-01-05,127.82,128.66,125.77,127.62,101.780823619141,3467128,0.0,1.0
2018-01-04,127.01,128.95,126.71,127.23,101.469786781565,5456848,0.0,1.0
2018-01-03,124.15,126.69,123.9,126.41,100.815811892302,5606526,0.0,1.0
2018-01-02,120.04,123.71,119.61,123.67,98.630578725742,5351669,0.0,1.0
2017-12-29,119.05,120.32,119.0,119.15,95.02574153127,2604224,0.0,1.0
2017-12-28,119.49,119.56,118.51,119.05,94.9459884959941,1360922,0.0,1.0
2017-12-27,118.2,119.13,118.05,119.08,94.9699144065769,1461320,0.0,1.0
2017-12-26,118.94,119.08,118.09,118.26,94.3159395173142,1290307,0.0,1.0
2017-12-22,119.0,119.0,118.21,118.64,94.6190010513628,1925934,0.0,1.0
2017-12-21,118.85,118.85,117.5,118.58,94.5711492301972,3343149,0.0,1.0
2017-12-20,120.68,120.73,118.22,118.33,94.3717666420074,3403411,0.0,1.0
2017-12-19,119.16,119.49,118.55,119.0,94.9061119783561,2080604,0.0,1.0
2017-12-18,118.78,119.92,118.61,118.81,94.7545812113319,2551177,0.0,1.0
2017-12-15,117.45,118.6,117.31,118.0,94.1085816255968,4123899,0.0,1.0
2017-12-14,118.34,118.34,116.33,116.84,93.183446416396,2787374,0.0,1.0
2017-12-13,118.48,119.33,118.04,118.4,94.4275937667005,2534769,0.0,1.0
2017-12-12,117.91,118.88,117.61,118.16,94.2361864820383,2504508,0.0,1.0
2017-12-11,118.08,119.41,117.56,118.05,94.1484581432348,2706839,0.0,1.0
2017-12-08,120.06,120.13,117.89,119.56,95.3527289759013,3004624,0.0,1.0
2017-12-07,118.36,120.02,117.85,119.73,95.4883091358704,3261012,0.0,1.0
2017-12-06,119.69,119.95,117.97,118.29,94.339865427897,3314899,0.0,1.0
2017-12-05,123.83,124.0,120.28,120.37,95.9987285616364,3650335,0.0,1.0
2017-12-04,122.1,125.16,122.1,123.72,98.67045524338,4535047,0.0,1.0
2017-12-01,121.89,121.89,119.1,120.31,95.9508767404708,3141930,0.0,1.0
2017-11-30,119.04,122.0,119.03,121.45,96.8600613426164,5654168,0.0,1.0
2017-11-29,118.34,119.26,115.33,119.04,94.9380131924665,4122054,0.0,1.0
2017-11-28,115.11,115.43,114.39,115.19,91.8675213343432,1800051,0.0,1.0
2017-11-27,113.42,114.66,113.37,114.54,91.3491266050497,3052613,0.0,1.0
2017-11-24,114.0,114.19,112.96,113.14,90.2325841111867,891718,0.0,1.0
2017-11-22,113.93,114.1875,113.59,113.77,90.735028233425,1842946,0.0,1.0
2017-11-21,113.05,114.14,112.8,113.92,90.8546577863389,2205374,0.0,1.0
2017-11-20,113.18,113.51,112.82,113.2,90.2804359323522,2811124,0.0,1.0
2017-11-17,113.33,113.5,112.56,112.94,90.0730780406348,2121868,0.0,1.0
2017-11-16,113.69,114.21,112.9708,113.7,90.6792011087319,2515086,0.0,1.0
2017-11-15,113.75,114.29,112.66,112.89,90.0332015229968,2138422,0.0,1.0
2017-11-14,114.3,114.5,113.67,114.07,90.9742873392528,3159577,0.0,1.0
2017-11-13,114.07,114.86,113.53,114.81,91.5644598002947,3254863,0.0,1.0
2017-11-10,111.57,113.27,111.3035,113.23,90.304361842935,2839985,0.83,1.0
2017-11-09,112.83,113.0,111.72,112.55,89.1088543347565,2695045,0.0,1.0
2017-11-08,113.66,113.7,112.65,113.13,89.5680558941893,2321930,0.0,1.0
2017-11-07,113.83,114.86,113.63,113.95,90.2172718920081,2688499,0.0,1.0
2017-11-06,115.58,116.0,113.6,113.92,90.1935200872098,3338174,0.0,1.0
2017-11-03,116.87,116.87,115.17,115.46,91.4127794001865,2933973,0.0,1.0
2017-11-02,117.62,117.75,115.04,116.87,92.5291142257041,3512759,0.0,1.0
2017-11-01,117.94,118.17,117.18,117.46,92.996233053403,2085166,0.0,1.0
2017-10-31,118.5,118.79,117.45,117.53,93.0516539312655,2305843,0.0,1.0
2017-10-30,120.52,120.52,117.84,118.09,93.4950209541662,3427621,0.0,1.0
2017-10-27,119.31,121.75,119.31,120.75,95.601014312944,3602007,0.0,1.0
2017-10-26,118.29,120.79,117.0,119.33,94.4767622191603,3974020,0.0,1.0
2017-10-25,119.58,119.74,118.435,118.57,93.8750498309381,2835524,0.0,1.0
2017-10-24,120.18,120.4199,119.62,119.7,94.7697011450054,1753115,0.0,1.0
2017-10-23,120.24,120.41,119.63,119.68,94.7538666084732,2006387,0.0,1.0
2017-10-20,119.59,120.43,119.51,119.76,94.8172047546019,2416056,0.0,1.0
2017-10-19,117.68,119.53,117.68,119.42,94.5480176335551,2032541,0.0,1.0
2017-10-18,117.41,118.77,117.41,118.15,93.5425245637626,2080806,0.0,1.0
2017-10-17,118.0,118.23,117.4,117.68,93.1704129552568,1473375,0.0,1.0
2017-10-16,118.61,118.69,117.46,118.34,93.6929526608182,1244449,0.0,1.0
2017-10-13,120.04,120.11,118.24,118.36,93.7087871973504,1642364,0.0,1.0
2017-10-12,118.8,120.02,118.6506,119.57,94.6667766575463,2284861,0.0,1.0
2017-10-11,118.12,118.92,117.95,118.92,94.152154220251,1419059,0.0,1.0
2017-10-10,117.63,118.6,117.27,118.12,93.5187727589644,2049089,0.0,1.0
2017-10-09,118.14,118.62,116.9188,117.15,92.7507977371544,1828973,0.0,1.0
2017-10-06,117.99,118.73,117.4,117.7,93.1862474917889,2639949,0.0,1.0
2017-10-05,116.78,118.2,116.52,118.2,93.5821109050931,4423726,0.0,1.0
2017-10-04,119.51,119.62,118.68,119.0,94.2154923663796,2299871,0.0,1.0
2017-10-03,120.33,120.565,119.51,119.71,94.7776184132715,1850407,0.0,1.0
2017-10-02,120.0,120.8,119.86,120.79,95.6326833860084,1971920,0.0,1.0
2017-09-29,119.56,120.42,119.43,120.09,95.0784746073826,2433997,0.0,1.0
2017-09-28,118.56,119.715,118.32,119.61,94.6984457306107,1625748,0.0,1.0
2017-09-27,118.69,119.17,118.38,118.62,93.9146361722685,2271852,0.0,1.0
2017-09-26,118.02,119.0,116.99,118.92,94.152154220251,2561053,0.0,1.0
2017-09-25,118.07,118.29,117.16,118.22,93.5979454416252,2329397,0.0,1.0
2017-09-22,117.39,118.05,117.14,117.67,93.1624956869907,1803181,0.0,1.0
2017-09-21,117.83,118.0,117.08,117.26,92.8378876880813,1742963,0.0,1.0
2017-09-20,116.96,118.39,116.65,117.83,93.289171979248,3449501,0.0,1.0
2017-09-19,117.59,117.98,116.89,116.97,92.6082869083649,1964141,0.0,1.0
2017-09-18,117.93,118.36,117.4,117.59,93.099157540862,2269177,0.0,1.0
2017-09-15,117.36,118.0,117.1,117.9,93.3445928571106,3284029,0.0,1.0
2017-09-14,116.7,117.48,116.5,117.38,92.9328949072743,2075265,0.0,1.0
2017-09-13,116.84,117.65,116.66,117.06,92.6795423227597,2295205,0.0,1.0
2017-09-12,116.23,117.53,115.98,117.15,92.7507977371544,2143317,0.0,1.0
2017-09-11,115.5,116.37,115.31,116.2,91.9986572518766,1977751,0.0,1.0
2017-09-08,114.61,115.41,114.06,115.05,91.0881714012771,1635467,0.0,1.0
2017-09-07,113.88,114.78,113.88,114.67,90.787315207166,1596505,0.0,1.0
2017-09-06,114.25,114.56,113.73,113.81,90.1064301362829,2121087,0.0,1.0
2017-09-05,114.11,114.37,113.54,113.92,90.1935200872098,1671462,0.0,1.0
2017-09-01,114.72,115.04,114.39,114.39,90.5656316957157,1548404,0.0,1.0
2017-08-31,115.47,115.47,113.89,114.36,90.5418798909174,3244029,0.0,1.0
2017-08-30,114.88,115.642,114.87,114.97,91.0248332551485,1966962,0.0,1.0
2017-08-29,113.55,115.01,112.96,114.89,90.9614951090198,2159264,0.0,1.0
2017-08-28,113.79,114.06,113.58,113.79,90.0905955997508,1916447,0.0,1.0
2017-08-25,113.74,114.11,113.33,113.4,89.7818221373735,2010985,0.0,1.0
2017-08-24,113.84,113.96,113.24,113.35,89.7422357960431,1127203,0.0,1.0
2017-08-23,114.12,114.12,113.26,113.55,89.9005811613648,1503502,0.0,1.0
2017-08-22,114.0,114.84,113.84,114.6,90.7318943293034,1572756,0.0,1.0
2017-08-21,113.34,114.2,113.177,113.83,90.1222646728151,1421233,0.0,1.0
2017-08-18,112.93,114.2,112.68,113.34,89.734318527777,2168291,0.0,1.0
2017-08-17,114.6,114.81,112.905,112.92,89.4017932606016,2378229,0.0,1.0
2017-08-16,114.27,115.34,114.22,114.76,90.8585706215607,2153922,0.0,1.0
2017-08-15,113.68,114.43,113.5,114.18,90.399369062128,1908482,0.0,1.0
2017-08-14,112.18,113.79,112.09,113.69,90.0114229170899,2418683,0.0,1.0
2017-08-11,111.49,112.48,111.29,111.44,88.2300375572214,2068869,0.0,1.0
2017-08-10,111.54,111.82,110.89,110.92,87.8183396073851,2041124,0.83,1.0
2017-08-09,111.97,112.5,111.72,112.41,88.3369982574153,1885725,0.0,1.0
2017-08-08,113.0,113.2,111.8,111.89,87.9283581089067,2744088,0.0,1.0
2017-08-07,112.0,112.028,111.42,111.86,87.9047827157235,1696000,0.0,1.0
2017-08-04,111.62,112.09,111.12,112.05,88.054093539217,2181191,0.0,1.0
2017-08-03,110.97,111.78,110.8317,111.52,87.637594926314,2511374,0.0,1.0
2017-08-02,109.87,111.45,109.85,111.26,87.4332748520597,2139370,0.0,1.0
2017-08-01,110.8,110.8,109.65,110.17,86.5767022330704,2662019,0.0,1.0
2017-07-31,110.04,110.995,109.9601,110.29,86.6710038058032,3552262,0.0,1.0
2017-07-28,108.38,109.91,107.93,109.66,86.1759205489562,4273216,0.0,1.0
2017-07-27,111.0,111.0,106.98,107.79,84.706387707204,7444327,0.0,1.0
2017-07-26,113.54,113.64,112.18,112.29,88.2426966846826,2971998,0.0,1.0
2017-07-25,112.83,113.76,112.42,113.22,88.9735338733615,2177620,0.0,1.0
2017-07-24,112.48,112.58,111.98,112.15,88.132678183161,2295976,0.0,1.0
2017-07-21,112.35,113.1,112.15,112.68,88.549176796064,1756663,0.0,1.0
2017-07-20,113.21,113.21,112.43,112.58,88.47059215212,2156258,0.0,1.0
2017-07-19,111.72,112.99,111.26,112.99,88.7927891922903,2512239,0.0,1.0
2017-07-18,111.96,112.15,111.529,111.83,87.8812073225403,2142413,0.0,1.0
2017-07-17,111.88,112.26,111.375,112.03,88.0383766104282,2615110,0.0,1.0
2017-07-14,111.03,112.61,110.85,112.41,88.3369982574153,3273966,0.0,1.0
2017-07-13,110.42,111.58,110.175,111.16,87.3546902081157,2284925,0.0,1.0
2017-07-12,110.63,111.11,110.14,110.57,86.8910408088463,2193306,0.0,1.0
2017-07-11,110.25,110.37,109.56,110.07,86.4981175891264,1784675,0.0,1.0
2017-07-10,110.09,110.59,109.79,110.21,86.608136090648,1679415,0.0,1.0
2017-07-07,109.44,110.62,109.16,110.36,86.7260130565639,1647712,0.0,1.0
2017-07-06,110.11,110.35,109.09,109.24,85.8458650443915,1631071,0.0,1.0
2017-07-05,110.57,111.15,110.24,110.52,86.8517484868743,1620505,0.0,1.0
2017-07-03,110.9,111.6339,110.58,110.61,86.9224746664239,1288219,0.0,1.0
2017-06-30,110.21,111.01,109.7505,110.59,86.9067577376351,2155444,0.0,1.0
2017-06-29,109.72,110.24,109.42,109.78,86.2702221216889,2206746,0.0,1.0
2017-06-28,110.39,110.88,109.6,110.08,86.5059760535208,2978130,0.0,1.0
2017-06-27,110.72,111.44,109.67,109.67,86.1837790133506,2148325,0.0,1.0
2017-06-26,110.66,111.5499,110.51,111.01,87.2368132421997,2194778,0.0,1.0
2017-06-23,109.22,111.3,108.96,110.27,86.6552868770144,4270548,0.0,1.0
2017-06-22,108.76,109.55,108.68,109.07,85.7122711496867,1546187,0.0,1.0
2017-06-21,109.82,109.86,108.87,109.19,85.8065727224195,2792014,0.0,1.0
2017-06-20,110.85,110.87,109.585,109.61,86.1366282269842,2051635,0.0,1.0
2017-06-19,110.79,111.18,110.2224,110.87,87.1267947406782,2141041,0.0,1.0
2017-06-16,110.56,111.08,110.03,110.59,86.9067577376351,4105634,0.0,1.0
2017-06-15,108.82,110.33,108.82,110.26,86.64742841262,2299258,0.0,1.0
2017-06-14,109.93,110.23,109.06,109.39,85.9637420103075,2416043,0.0,1.0
2017-06-13,109.06,109.99,108.95,109.85,86.3252313724497,2491831,0.0,1.0
2017-06-12,107.29,108.95,107.2,108.94,85.6101111125596,3337475,0.0,1.0
2017-06-09,106.51,107.06,105.9301,107.03,84.1091444132298,2829263,0.0,1.0
2017-06-08,106.64,107.18,106.22,106.75,83.8891074101867,2311129,0.0,1.0
2017-06-07,107.41,107.485,106.28,106.68,83.8340981594259,2432481,0.0,1.0
2017-06-06,107.83,107.94,107.35,107.43,84.4234829890057,2590026,0.0,1.0
2017-06-05,107.49,108.48,107.25,107.95,84.8321231375143,2605494,0.0,1.0
2017-06-02,107.74,108.88,106.97,107.67,84.6120861344712,4179530,0.0,1.0
2017-06-01,106.49,108.1,105.7,107.66,84.6042276700768,4825567,0.0,1.0
2017-05-31,107.1,107.1916,105.33,105.97,83.2761471874237,4770605,0.0,1.0
2017-05-30,105.51,107.41,105.27,106.81,83.9362581965531,2351303,0.0,1.0
2017-05-26,105.81,106.09,105.5275,105.87,83.1975625434797,1824955,0.0,1.0
2017-05-25,105.18,105.99,105.03,105.94,83.2525717942405,2285614,0.0,1.0
2017-05-24,103.82,104.81,103.73,104.72,82.2938391381241,1865266,0.0,1.0
2017-05-23,103.67,104.321,103.39,104.2,81.8851989896155,2099582,0.0,1.0
2017-05-22,103.35,104.04,103.105,103.78,81.5551434850508,1906852,0.0,1.0
2017-05-19,103.24,103.89,103.01,103.42,81.2722387668525,2359431,0.0,1.0
2017-05-18,102.94,103.64,102.12,103.19,81.0914940857814,2878930,0.0,1.0
2017-05-17,103.74,104.14,102.78,102.87,80.8400232251607,3030422,0.0,1.0
2017-05-16,105.29,105.36,103.925,104.5,82.1209529214474,2454350,0.0,1.0
2017-05-15,104.55,105.48,104.224,105.29,82.7417716086047,2417957,0.0,1.0
2017-05-12,103.8,104.31,103.65,104.13,81.8301897388547,2028251,0.0,1.0
2017-05-11,104.13,104.25,102.98,104.15,81.8459066676435,3067999,0.83,1.0
2017-05-10,106.07,106.13,104.77,105.1,81.9394626668825,3702238,0.0,1.0
2017-05-09,107.56,107.66,106.09,106.51,83.0387456579416,2331279,0.0,1.0
2017-05-08,107.36,107.59,106.73,107.52,83.8261753182037,2508209,0.0,1.0
2017-05-05,107.32,107.56,107.02,107.43,83.7560083187744,2211500,0.0,1.0
2017-05-04,107.41,107.83,106.6,107.05,83.4597476545174,1718738,0.0,1.0
2017-05-03,106.89,107.47,106.59,107.35,83.693637652615,1908968,0.0,1.0
2017-05-02,106.61,107.12,106.56,106.92,83.3583953220084,1899615,0.0,1.0
2017-05-01,107.42,107.42,106.51,106.54,83.0621346577514,1972501,0.0,1.0
2017-04-28,109.0,109.3,107.08,107.46,83.7793973185842,3101571,0.0,1.0
2017-04-27,107.8,109.28,105.58,108.83,84.8474949765635,4630601,0.0,1.0
2017-04-26,107.23,108.59,106.955,107.62,83.904138650903,4470618,0.0,1.0
2017-04-25,107.09,107.82,107.08,107.36,83.701433985885,2456099,0.0,1.0
2017-04-24,106.75,107.23,106.2773,106.97,83.397376988358,2441542,0.0,1.0
2017-04-21,105.71,106.13,105.45,105.77,82.4618169959673,3040578,0.0,1.0
2017-04-20,104.75,105.74,104.57,105.53,82.2747049974892,2424747,0.0,1.0
2017-04-19,104.58,105.0903,104.33,104.46,81.4404973376075,2047085,0.0,1.0
2017-04-18,104.52,104.74,103.56,104.1,81.1598293398903,3042310,0.0,1.0
2017-04-17,104.06,104.87,103.92,104.87,81.7601470016743,1723842,0.0,1.0
2017-04-13,104.18,104.559,103.7,103.74,80.8791613421731,2840947,0.0,1.0
2017-04-12,105.06,105.34,104.18,104.23,81.2611816723993,3035960,0.0,1.0
2017-04-11,106.15,106.16,105.23,105.75,82.4462243294275,3029394,0.0,1.0
2017-04-10,105.45,106.88,105.37,106.42,82.9685786585123,3687682,0.0,1.0
2017-04-07,106.31,106.6,104.91,104.99,81.8537030009134,3211791,0.0,1.0
2017-04-06,106.77,106.94,106.51,106.67,83.1634869902603,2824589,0.0,1.0
2017-04-05,106.94,107.78,106.54,106.74,83.2180613231498,2622852,0.0,1.0
2017-04-04,106.3,106.7,105.7,106.63,83.1323016571806,2138736,0.0,1.0
2017-04-03,107.66,107.7336,106.08,106.4,82.9529859919724,2645891,0.0,1.0
2017-03-31,106.48,107.7,106.48,107.3,83.6546559862654,2478107,0.0,1.0
2017-03-30,105.81,106.84,105.35,106.66,83.1556906569904,1721627,0.0,1.0
2017-03-29,105.65,106.35,105.46,106.03,82.6645216609853,1889305,0.0,1.0
2017-03-28,104.72,106.52,104.5,106.19,82.7892629933041,3191458,0.0,1.0
2017-03-27,104.48,104.98,103.75,104.78,81.689980002245,2148455,0.0,1.0
2017-03-24,105.69,105.84,104.8001,105.05,81.9004810005329,2526853,0.0,1.0
2017-03-23,106.53,106.89,105.37,105.65,82.3682609967283,2414231,0.0,1.0
2017-03-22,106.96,107.17,105.88,106.52,83.0465419912115,2282185,0.0,1.0
2017-03-21,107.505,108.14,106.37,106.51,83.0387456579416,3088511,0.0,1.0
2017-03-20,108.05,108.2,106.93,107.12,83.5143219874068,2370885,0.0,1.0
2017-03-17,107.91,108.97,107.65,108.15,84.3173443142088,4412150,0.0,1.0
2017-03-16,107.8,107.92,107.29,107.8,84.0444726497615,2409354,0.0,1.0
2017-03-15,107.29,108.29,106.85,107.74,83.997694650142,3253779,0.0,1.0
2017-03-14,107.19,107.42,106.44,106.83,83.2882283225791,2748905,0.0,1.0
2017-03-13,106.53,107.5,106.31,107.49,83.802786318394,2644493,0.0,1.0
2017-03-10,106.27,106.85,105.75,106.73,83.2102649898799,2957149,0.0,1.0
2017-03-09,106.13,106.24,105.62,105.9,82.5631693284763,2301041,0.0,1.0
2017-03-08,105.64,106.11,105.24,105.73,82.4306316628876,2269931,0.0,1.0
2017-03-07,106.0,106.39,105.51,105.64,82.3604646634583,2186453,0.0,1.0
2017-03-06,105.52,106.37,105.23,106.1,82.7190959938748,2481871,0.0,1.0
2017-03-03,106.13,106.5999,105.755,105.93,82.5865583282861,2732468,0.0,1.0
2017-03-02,106.99,106.99,105.86,105.95,82.6021509948259,2490769,0.0,1.0
2017-03-01,106.97,107.38,106.69,106.87,83.3194136556588,3386203,0.0,1.0
2017-02-28,106.68,106.99,105.48,105.76,82.4540206626974,3794023,0.0,1.0
2017-02-27,106.14,106.77,105.75,106.73,83.2102649898799,2776125,0.0,1.0
2017-02-24,104.86,106.19,104.77,106.18,82.7814666600342,2717384,0.0,1.0
2017-02-23,106.0,106.09,104.89,105.09,81.9316663336126,3976338,0.0,1.0
2017-02-22,105.44,106.83,105.24,105.62,82.3448719969185,5234438,0.0,1.0
2017-02-21,106.9,107.87,106.6,107.72,83.9821019836022,3822454,0.0,1.0
2017-02-17,106.96,107.045,106.41,106.9,83.3428026554686,2918912,0.0,1.0
2017-02-16,108.1,108.13,106.66,107.22,83.5922853201061,5150040,0.83,1.0
2017-02-15,108.87,109.17,108.28,109.02,84.3427204590279,2843007,0.0,1.0
2017-02-14,108.68,109.34,107.62,108.99,84.3195111248344,5878785,0.0,1.0
