,UPS_Open,UPS_High,UPS_Low,UPS_Close,UPS_Adj Close,UPS_Volume,UPS_Dividend Amount,UPS_Split Coefficient
2024-07-03,135.74,136.49,135.19,135.55,133.857960637157,1539867,0.0,1.0
2024-07-02,135.61,135.96,134.06,134.91,133.225949609435,3280478,0.0,1.0
2024-07-01,136.64,138.1,135.5647,135.95,134.252967529484,2668235,0.0,1.0
2024-06-28,136.18,137.2,135.7,136.85,135.141733037219,6609563,0.0,1.0
2024-06-27,137.99,137.99,135.19,135.83,134.134465461786,3732537,0.0,1.0
2024-06-26,136.48,138.95,135.1,138.15,136.42550543728,6104304,0.0,1.0
2024-06-25,138.04,138.04,134.05,134.36,132.682815132486,4893665,0.0,1.0
2024-06-24,137.8,139.64,137.14,138.6,136.869888191147,3695903,0.0,1.0
2024-06-21,136.62,138.59,136.29,136.6,134.894853729514,9237861,0.0,1.0
2024-06-20,134.02,137.49,133.625,136.87,135.161483381835,4165689,0.0,1.0
2024-06-18,136.3,137.24,133.92,134.2,132.524812375555,4104086,0.0,1.0
2024-06-17,135.51,136.29,134.68,135.85,134.154215806402,4117678,0.0,1.0
2024-06-14,134.105,135.695,132.9,135.65,133.956712360239,3800244,0.0,1.0
2024-06-13,136.32,136.32,133.81,134.89,133.206199264818,4944207,0.0,1.0
2024-06-12,138.48,138.575,136.21,136.43,134.726975800276,3484617,0.0,1.0
2024-06-11,136.76,137.9832,136.445,137.35,135.635491652627,2659815,0.0,1.0
2024-06-10,136.77,138.06,136.41,137.68,135.961372338796,3633585,0.0,1.0
2024-06-07,136.9,139.59,136.38,137.64,135.921871649563,3209458,0.0,1.0
2024-06-06,137.01,137.72,135.855,137.56,135.842870271098,2852484,0.0,1.0
2024-06-05,136.15,137.69,135.2,137.57,135.852745443406,3109042,0.0,1.0
2024-06-04,137.91,138.31,135.5,135.63,133.936962015623,3874832,0.0,1.0
2024-06-03,139.635,139.79,137.35,138.42,136.6921350896,2728264,0.0,1.0
2024-05-31,137.55,139.07,136.12,138.93,137.195768877317,5887429,0.0,1.0
2024-05-30,134.29,136.99,133.58,136.86,135.151608209527,4077753,0.0,1.0
2024-05-29,136.32,136.92,134.3,134.41,132.732190994027,3996893,0.0,1.0
2024-05-28,138.0,139.2155,136.2439,137.58,135.862620615715,3314722,0.0,1.0
2024-05-24,140.29,140.49,137.93,138.66,136.929139224996,2995428,0.0,1.0
2024-05-23,143.01,143.175,139.03,139.1,137.363646806555,4437193,0.0,1.0
2024-05-22,144.42,144.8996,142.78,143.77,141.975352274468,3590547,0.0,1.0
2024-05-21,147.44,147.72,145.12,145.42,143.604755705315,2750419,0.0,1.0
2024-05-20,148.32,149.5699,147.29,147.59,145.747668096186,1812759,0.0,1.0
2024-05-17,149.58,149.71,148.175,149.24,147.377071527033,1956712,0.0,1.0
2024-05-16,148.5,150.03,147.38,149.66,147.791828763976,2298712,0.0,1.0
2024-05-15,148.46,149.0,147.79,147.94,146.093299126972,2696084,0.0,1.0
2024-05-14,151.41,153.4203,147.88,147.94,146.093299126972,3597286,0.0,1.0
2024-05-13,147.85,150.78,147.85,150.6,148.720094960943,4185615,0.0,1.0
2024-05-10,147.005,147.99,146.51,147.37,145.530414305407,2504551,1.63,1.0
2024-05-09,148.08,148.39,147.215,148.06,144.612302966836,2510562,0.0,1.0
2024-05-08,146.12,147.93,145.92,147.77,144.329055851745,2799696,0.0,1.0
2024-05-07,147.37,147.75,146.365,147.09,143.664890202566,3403522,0.0,1.0
2024-05-06,147.57,147.81,146.165,146.67,143.254670242778,2073763,0.0,1.0
2024-05-03,147.95,148.2,146.42,146.43,143.020258837186,2039256,0.0,1.0
2024-05-02,147.48,147.81,146.58,147.22,143.791863047262,2039028,0.0,1.0
2024-05-01,147.29,148.14,145.37,145.92,142.522134600302,2842906,0.0,1.0
2024-04-30,147.54,148.215,146.655,147.48,144.045808736653,2402852,0.0,1.0
2024-04-29,148.26,150.88,147.82,148.55,145.090892919921,2654696,0.0,1.0
2024-04-26,146.84,148.72,146.84,147.59,144.15324729755,2607558,0.0,1.0
2024-04-25,147.95,148.43,145.28,147.39,143.957904459556,3553363,0.0,1.0
2024-04-24,147.93,147.96,143.78,146.62,143.20583453328,5284711,0.0,1.0
2024-04-23,145.996,149.74,145.25,148.87,145.403441460711,6371056,0.0,1.0
2024-04-22,143.21,146.07,142.56,145.36,141.975174653919,4578511,0.0,1.0
2024-04-19,143.15,144.12,142.55,142.77,139.445484901899,5118505,0.0,1.0
2024-04-18,143.08,143.31,141.88,142.74,139.4161834762,3430749,0.0,1.0
2024-04-17,142.5,143.42,141.35,142.25,138.937593523115,4165654,0.0,1.0
2024-04-16,144.54,144.71,142.71,142.89,139.562690604695,4197107,0.0,1.0
2024-04-15,145.87,146.54,143.43,144.85,141.477050417035,3271248,0.0,1.0
2024-04-12,148.05,148.3,144.3542,144.91,141.535653268433,4123853,0.0,1.0
2024-04-11,147.44,149.22,147.1,149.01,145.540181447306,2232464,0.0,1.0
2024-04-10,148.23,148.5,146.1,147.26,143.83093161486,4024388,0.0,1.0
2024-04-09,149.53,151.17,149.25,150.57,147.063855583658,2661258,0.0,1.0
2024-04-08,151.88,152.23,150.01,150.11,146.614567056272,3194802,0.0,1.0
2024-04-05,149.69,151.71,148.18,151.36,147.835459793734,3373689,0.0,1.0
2024-04-04,153.3,154.29,149.525,150.0,146.507128495376,3683997,0.0,1.0
2024-04-03,150.79,152.36,149.2,152.27,148.724269706606,4306768,0.0,1.0
2024-04-02,147.66,151.0,147.43,149.15,145.676921433902,4871529,0.0,1.0
2024-04-01,149.14,149.97,146.315,147.62,144.182548723249,5312242,0.0,1.0
2024-03-28,147.27,149.05,146.64,148.63,145.169030055118,5197043,0.0,1.0
2024-03-27,144.39,147.59,144.025,147.33,143.899301608158,7078751,0.0,1.0
2024-03-26,157.35,157.99,143.03,143.79,140.441733375667,18208807,0.0,1.0
2024-03-25,155.45,157.3,155.02,156.57,152.924140723473,3807669,0.0,1.0
2024-03-22,158.64,158.95,156.03,156.27,152.631126466483,3939557,0.0,1.0
2024-03-21,155.16,156.08,154.3,155.32,151.703247986012,4036405,0.0,1.0
2024-03-20,152.5,154.82,152.01,154.76,151.156288039629,2862290,0.0,1.0
2024-03-19,150.91,153.645,150.21,153.2,149.632613903277,4210103,0.0,1.0
2024-03-18,154.08,154.34,151.49,151.69,148.157775476424,5181842,0.0,1.0
2024-03-15,153.43,154.71,152.93,153.37,149.798655315572,8821704,0.0,1.0
2024-03-14,154.5,154.7182,152.65,153.89,150.306546694356,4100795,0.0,1.0
2024-03-13,157.75,158.91,154.55,154.76,151.156288039629,4228905,0.0,1.0
2024-03-12,154.79,157.66,154.36,157.38,153.715279217348,3871868,0.0,1.0
2024-03-11,153.89,155.23,153.54,154.75,151.146520897729,3263246,0.0,1.0
2024-03-08,153.93,155.2,152.87,153.96,150.374916687654,3449102,0.0,1.0
2024-03-07,153.23,154.87,152.4719,153.41,149.837723883171,3514810,0.0,1.0
2024-03-06,151.0,153.05,150.37,152.55,148.997749679797,3471243,0.0,1.0
2024-03-05,150.08,151.56,149.0,149.66,146.175045670786,3614445,0.0,1.0
2024-03-04,149.08,152.24,148.65,150.61,147.102924151257,4562398,0.0,1.0
2024-03-01,148.01,148.6,146.84,148.06,144.612302966836,2936220,0.0,1.0
2024-02-29,148.84,149.55,147.75,148.26,144.807645804829,3338814,0.0,1.0
2024-02-28,147.43,148.37,147.06,147.77,144.329055851745,2258727,0.0,1.0
2024-02-27,147.5,148.815,147.37,148.27,144.817412946729,2382258,0.0,1.0
2024-02-26,148.08,148.26,146.56,147.5,144.065343020453,3052889,0.0,1.0
2024-02-23,149.95,150.405,148.55,148.63,145.169030055118,2414397,0.0,1.0
2024-02-22,147.8,149.88,147.19,149.73,146.243415664084,3027531,0.0,1.0
2024-02-21,148.8,149.43,147.0301,148.27,144.817412946729,3017124,0.0,1.0
2024-02-20,147.88,149.77,147.03,148.64,145.178797197018,4255142,0.0,1.0
2024-02-16,145.66,148.99,144.935,148.41,144.954152933325,5442411,1.63,1.0
2024-02-15,145.27,147.49,144.17,146.98,141.997876553853,3855407,0.0,1.0
2024-02-14,145.2,145.89,143.47,144.22,139.331431191976,3831417,0.0,1.0
2024-02-13,146.01,146.7,143.3,144.9,139.988381498526,3705965,0.0,1.0
2024-02-12,146.5,147.95,146.35,147.45,142.451945148086,3253654,0.0,1.0
2024-02-09,147.7,147.83,145.911,146.26,141.302282111624,2825926,0.0,1.0
2024-02-08,146.8,148.08,145.855,147.92,142.906013742318,3316375,0.0,1.0
2024-02-07,146.08,147.79,145.0901,147.24,142.249063435769,3985185,0.0,1.0
2024-02-06,141.71,146.428,141.35,145.92,140.97380695835,7567385,0.0,1.0
2024-02-05,141.26,141.26,138.9,139.08,134.365659757177,4536680,0.0,1.0
2024-02-02,141.88,142.39,139.55,141.85,137.041766152973,4343019,0.0,1.0
2024-02-01,142.0,142.7,139.6,142.41,137.582784052485,6774935,0.0,1.0
2024-01-31,144.81,145.59,141.9,141.9,137.090071322573,10906803,0.0,1.0
2024-01-30,146.8,149.5,144.57,145.06,140.142958041243,16983625,0.0,1.0
2024-01-29,158.41,158.75,156.5,158.02,152.66365800136,5459688,0.0,1.0
2024-01-26,160.07,161.35,158.25,159.3,153.9002703431,2818351,0.0,1.0
2024-01-25,158.55,160.33,158.159,159.71,154.296372733813,4069996,0.0,1.0
2024-01-24,160.79,160.815,156.53,156.58,151.272469116902,3185100,0.0,1.0
2024-01-23,159.03,160.46,158.63,160.06,154.634508921008,3442999,0.0,1.0
2024-01-22,157.78,159.28,157.31,158.6,153.22399796871,2631588,0.0,1.0
2024-01-19,156.96,157.81,155.02,156.89,151.571961168417,3097636,0.0,1.0
2024-01-18,155.26,156.92,153.815,156.53,151.224163947303,3095886,0.0,1.0
2024-01-17,153.57,154.82,152.02,154.56,149.320940265094,3930212,0.0,1.0
2024-01-16,158.17,158.17,155.14,155.33,150.064839876922,5331422,0.0,1.0
2024-01-12,160.23,161.0,158.29,158.31,152.943827985035,3474558,0.0,1.0
2024-01-11,161.44,161.47,158.88,159.25,153.8519651735,3341989,0.0,1.0
2024-01-10,160.14,161.48,159.36,161.22,155.755188855709,2399421,0.0,1.0
2024-01-09,159.02,160.26,158.3,159.94,154.518576513969,2639683,0.0,1.0
2024-01-08,158.57,159.99,157.48,159.92,154.49925444613,2469699,0.0,1.0
2024-01-05,156.42,159.4629,156.25,158.72,153.339930375749,2515655,0.0,1.0
2024-01-04,157.05,158.3199,156.41,156.99,151.668571507616,3173410,0.0,1.0
2024-01-03,157.27,159.29,156.18,157.54,152.199928373207,3257197,0.0,1.0
2024-01-02,156.94,160.52,156.3,158.34,152.972811086795,4363762,0.0,1.0
2023-12-29,157.08,158.19,156.13,157.23,151.900436321692,2186585,0.0,1.0
2023-12-28,155.9,157.76,155.9,157.31,151.977724593051,2254926,0.0,1.0
2023-12-27,158.02,158.44,156.27,156.84,151.523655998818,2884877,0.0,1.0
2023-12-26,157.05,158.54,157.05,158.03,152.673319035279,2384111,0.0,1.0
2023-12-22,158.0,159.5891,157.82,158.25,152.885861781516,2332482,0.0,1.0
2023-12-21,157.6,157.9201,155.24,157.16,151.832809084253,3778550,0.0,1.0
2023-12-20,156.87,160.545,156.5,156.96,151.639588405856,5624485,0.0,1.0
2023-12-19,162.01,162.2,160.16,161.62,156.141630212503,3847354,0.0,1.0
2023-12-18,163.38,163.815,161.39,161.57,156.093325042904,3883790,0.0,1.0
2023-12-15,161.37,163.81,160.06,162.94,157.416886689922,8738189,0.0,1.0
2023-12-14,158.96,163.47,158.78,162.36,156.856546722571,6401948,0.0,1.0
2023-12-13,154.84,157.39,154.02,157.25,151.919758389532,4058137,0.0,1.0
2023-12-12,155.95,157.11,154.92,155.37,150.103484012601,3039948,0.0,1.0
2023-12-11,155.65,156.37,154.84,155.78,150.499586403315,3742139,0.0,1.0
2023-12-08,156.075,157.68,155.96,156.3,151.001960167147,2845911,0.0,1.0
2023-12-07,155.87,157.61,155.5,156.5,151.195180845543,3241213,0.0,1.0
2023-12-06,155.02,156.06,154.455,155.29,150.026195741242,2992882,0.0,1.0
2023-12-05,155.0,155.53,153.56,154.16,148.9344989083,2485296,0.0,1.0
2023-12-04,153.715,156.23,153.29,155.92,150.634840878193,2717892,0.0,1.0
2023-12-01,151.99,154.97,151.02,154.91,149.659076452288,3945323,0.0,1.0
2023-11-30,152.85,153.0738,150.765,151.61,146.47093525874,4664443,0.0,1.0
2023-11-29,151.52,153.46,151.4513,152.29,147.12788556529,2981656,0.0,1.0
2023-11-28,149.7,151.08,148.98,150.74,145.630425307714,3074002,0.0,1.0
2023-11-27,151.04,151.44,149.57,149.59,144.519406406932,3320030,0.0,1.0
2023-11-24,151.17,152.04,150.7501,152.03,146.876698683374,1644358,0.0,1.0
2023-11-22,150.96,151.24,149.935,150.75,145.640086341634,2640250,0.0,1.0
2023-11-21,149.5,150.11,148.5,149.77,144.693305017489,3080839,0.0,1.0
2023-11-20,147.85,150.28,146.87,149.57,144.500084339092,4733465,0.0,1.0
2023-11-17,147.68,148.05,146.2,147.98,142.963979945837,3320750,0.0,1.0
2023-11-16,147.27,148.2,145.635,146.91,141.930249316414,3729290,0.0,1.0
2023-11-15,144.0,147.9,143.95,147.17,142.18143619833,4766672,0.0,1.0
2023-11-14,140.04,143.77,139.9078,143.17,138.317022630393,4258832,0.0,1.0
2023-11-13,137.67,138.55,137.01,138.17,133.486505670471,3211537,0.0,1.0
2023-11-10,138.71,138.82,136.52,138.11,133.428539466952,5684583,1.62,1.0
2023-11-09,142.94,142.94,139.87,139.95,133.638618037644,3411097,0.0,1.0
2023-11-08,142.125,143.42,141.46,141.95,135.548423225749,2896590,0.0,1.0
2023-11-07,141.475,142.1,140.6,141.85,135.452932966343,2952623,0.0,1.0
2023-11-06,143.22,143.49,141.29,142.27,135.853992055845,2931436,0.0,1.0
2023-11-03,143.23,144.81,142.81,142.86,136.417384586336,3272215,0.0,1.0
2023-11-02,141.895,143.38,141.715,141.99,135.586619329511,3904584,0.0,1.0
2023-11-01,141.38,142.14,138.05,139.8,133.495382648536,3566835,0.0,1.0
2023-10-31,138.62,141.32,138.215,141.25,134.879991409912,3996879,0.0,1.0
2023-10-30,135.91,139.23,134.31,138.78,132.521382002602,5662402,0.0,1.0
2023-10-27,138.43,139.79,133.68,134.83,128.749516756095,6594553,0.0,1.0
2023-10-26,142.5,146.29,137.93,138.21,131.977087523992,10581412,0.0,1.0
2023-10-25,148.74,148.9,146.01,146.93,140.30383814413,3565833,0.0,1.0
2023-10-24,148.74,150.21,148.335,149.32,142.586055343915,2802329,0.0,1.0
2023-10-23,151.25,151.58,147.89,148.16,141.478368334814,4552659,0.0,1.0
2023-10-20,152.34,153.34,151.94,151.96,145.106998192214,5022493,0.0,1.0
2023-10-19,154.47,155.14,151.78,152.06,145.202488451619,3035195,0.0,1.0
2023-10-18,155.5,155.79,153.64,153.82,146.883117017151,2974728,0.0,1.0
2023-10-17,155.19,157.66,155.02,157.18,150.091589733168,2936990,0.0,1.0
2023-10-16,156.74,158.49,156.12,156.65,149.58549135832,3349697,0.0,1.0
2023-10-13,156.12,157.37,154.584,155.08,148.086294285658,2759887,0.0,1.0
2023-10-12,155.5,155.55,153.56,155.38,148.372765063873,2340494,0.0,1.0
2023-10-11,155.78,156.24,153.47,155.3,148.296372856349,2209802,0.0,1.0
2023-10-10,154.51,156.45,154.28,155.55,148.535098504862,2083532,0.0,1.0
2023-10-09,153.45,154.8,152.535,154.34,147.379666366059,1766017,0.0,1.0
2023-10-06,152.88,155.15,152.3,154.27,147.312823184475,2383609,0.0,1.0
2023-10-05,153.04,153.98,152.6,153.38,146.462959875768,2922292,0.0,1.0
2023-10-04,154.4,155.38,152.45,153.72,146.787626757746,2600620,0.0,1.0
2023-10-03,154.265,156.3599,153.0201,153.75,146.816273835568,3687671,0.0,1.0
2023-10-02,155.145,155.42,153.64,155.08,148.086294285658,3243692,0.0,1.0
2023-09-29,156.5,157.33,155.06,155.87,148.840667334959,5034589,0.0,1.0
2023-09-28,152.63,155.56,152.43,155.5,148.48735337516,5571684,0.0,1.0
2023-09-27,152.48,152.8,150.54,152.41,145.536704359537,3419503,0.0,1.0
2023-09-26,153.0,154.01,151.8,151.9,145.049704036571,3461990,0.0,1.0
2023-09-25,152.93,155.39,152.82,154.31,147.351019288237,2900479,0.0,1.0
2023-09-22,155.42,155.84,153.51,153.78,146.844920913389,3206785,0.0,1.0
2023-09-21,157.0,157.78,155.23,155.43,148.420510193576,3801458,0.0,1.0
2023-09-20,158.6,159.42,157.35,157.64,150.530844926432,2301142,0.0,1.0
2023-09-19,158.3,158.68,156.51,158.01,150.884158886231,2349033,0.0,1.0
2023-09-18,159.91,160.15,158.08,158.44,151.294767001674,2729369,0.0,1.0
2023-09-15,160.73,161.47,159.65,160.49,153.252317319481,4382293,0.0,1.0
2023-09-14,159.76,160.88,159.03,160.73,153.481493942054,2796439,0.0,1.0
2023-09-13,156.56,158.05,155.86,157.84,150.721825445242,4071931,0.0,1.0
2023-09-12,157.37,158.0,155.1,156.57,149.509099150796,6232521,0.0,1.0
2023-09-11,161.6,162.28,160.34,160.89,153.634278357102,3637996,0.0,1.0
2023-09-08,162.42,162.42,160.6,161.04,153.77751374621,3561848,0.0,1.0
2023-09-07,161.99,162.65,160.52,162.24,154.923396859073,3013167,0.0,1.0
2023-09-06,163.88,164.25,161.45,162.31,154.990240040657,3883549,0.0,1.0
2023-09-05,167.5,168.015,163.61,163.97,156.575378346784,4897473,0.0,1.0
2023-09-01,170.52,170.68,167.34,168.0,160.423635800816,3286591,0.0,1.0
2023-08-31,172.03,172.69,169.3,169.4,161.760499432489,3549814,0.0,1.0
2023-08-30,172.05,172.7545,170.99,172.01,164.252795202966,2713341,0.0,1.0
2023-08-29,169.34,171.925,169.0,171.75,164.004520528512,3261293,0.0,1.0
2023-08-28,169.7,170.655,167.96,168.84,161.22575397982,1967777,0.0,1.0
2023-08-25,167.43,169.35,166.85,168.87,161.254401057641,2506999,0.0,1.0
2023-08-24,168.03,168.815,166.97,167.0,159.468733206763,2207639,0.0,1.0
2023-08-23,167.71,169.319,167.34,168.88,161.263950083582,2375193,0.0,1.0
2023-08-22,169.0,170.36,166.4,166.86,159.335046843596,2702240,0.0,1.0
2023-08-21,170.91,171.7274,167.07,168.49,160.891538071901,3512019,0.0,1.0
2023-08-18,169.81,172.16,169.81,171.24,163.517520205546,2868452,0.0,1.0
2023-08-17,171.36,171.55,170.05,170.74,163.040068908519,2986577,0.0,1.0
2023-08-16,172.1,173.58,170.58,170.74,163.040068908519,2500538,0.0,1.0
2023-08-15,174.45,174.56,172.76,173.26,165.446423445532,2269269,0.0,1.0
2023-08-14,176.12,176.44,174.56,175.51,167.59495428215,2980792,0.0,1.0
2023-08-11,178.27,179.03,175.9,176.62,168.654896161548,3558532,1.62,1.0
2023-08-10,180.08,182.25,179.93,180.38,170.679814685929,3964791,0.0,1.0
2023-08-09,179.12,181.37,178.56,179.37,169.72412884031,3249463,0.0,1.0
2023-08-08,183.06,184.33,176.02,180.55,170.840672699548,6433351,0.0,1.0
2023-08-07,182.0,183.24,180.74,182.15,172.354630474786,4411684,0.0,1.0
2023-08-04,182.13,182.6042,180.47,180.94,171.209699907263,4437391,0.0,1.0
2023-08-03,182.34,184.56,181.26,181.5,171.739585128596,3694497,0.0,1.0
2023-08-02,183.95,185.36,182.84,183.35,173.490098806215,2012694,0.0,1.0
2023-08-01,186.86,187.0,183.77,185.5,175.524479566692,2827369,0.0,1.0
2023-07-31,187.805,188.32,186.2,187.13,177.066824050216,2325150,0.0,1.0
2023-07-28,188.39,189.65,187.69,187.89,177.785953993454,2304647,0.0,1.0
2023-07-27,185.12,187.23,184.05,186.52,176.489627648406,3251374,0.0,1.0
2023-07-26,183.25,185.13,181.715,184.39,174.47417136012,4189081,0.0,1.0
2023-07-25,187.81,192.98,182.14,184.69,174.758038442977,10006571,0.0,1.0
2023-07-24,185.86,189.345,185.72,188.34,178.21175461774,2460229,0.0,1.0
2023-07-21,186.91,189.48,186.74,187.3,177.227682063835,5071459,0.0,1.0
2023-07-20,186.63,188.205,185.6,186.94,176.887041564406,2703631,0.0,1.0
2023-07-19,184.595,186.47,184.595,186.02,176.016515843644,3019087,0.0,1.0
2023-07-18,182.82,184.9,182.82,184.57,174.644491609834,2387566,0.0,1.0
2023-07-17,184.48,184.5,182.42,182.74,172.912902404406,2556717,0.0,1.0
2023-07-14,184.78,185.665,183.9,185.26,175.297385900406,2213650,0.0,1.0
2023-07-13,186.64,187.82,185.33,185.36,175.392008261358,2857410,0.0,1.0
2023-07-12,187.07,187.67,185.47,186.49,176.46124094012,2586007,0.0,1.0
2023-07-11,181.93,185.5,181.36,185.24,175.278461428215,2896662,0.0,1.0
2023-07-10,179.68,182.43,179.68,181.33,171.578727114977,2372713,0.0,1.0
2023-07-07,178.11,181.722,178.04,179.76,170.093156048024,3145285,0.0,1.0
2023-07-06,178.66,179.4,177.585,179.28,169.638968715453,3012410,0.0,1.0
2023-07-05,179.37,181.7,178.79,179.97,170.291863006024,4820629,0.0,1.0
2023-07-03,178.26,184.16,178.18,183.77,173.887512722215,3330016,0.0,1.0
2023-06-30,176.59,179.65,175.56,179.25,169.610582007167,4892851,0.0,1.0
2023-06-29,175.42,176.19,174.785,176.05,166.58266645669,2301550,0.0,1.0
2023-06-28,174.12,176.079,173.66,175.66,166.213639248976,2746443,0.0,1.0
2023-06-27,173.39,175.49,172.47,174.67,165.276877875547,2711553,0.0,1.0
2023-06-26,169.22,173.04,169.22,172.75,163.460128545261,3763109,0.0,1.0
2023-06-23,169.6,171.16,168.71,169.29,160.186194856309,11278591,0.0,1.0
2023-06-22,172.16,173.5,170.96,171.38,162.163802200214,4192807,0.0,1.0
2023-06-21,174.13,176.59,172.87,173.63,164.292805321642,4935490,0.0,1.0
2023-06-20,176.46,178.675,176.46,177.27,167.73705926031,3088520,0.0,1.0
2023-06-16,179.99,180.27,176.1,178.58,168.976612188786,8469269,0.0,1.0
2023-06-15,175.46,179.3,175.415,179.0,169.374026104786,4162854,0.0,1.0
2023-06-14,173.66,176.7,173.09,174.88,165.475584833547,4476124,0.0,1.0
2023-06-13,171.31,173.38,171.11,172.89,163.592599850595,3527973,0.0,1.0
2023-06-12,170.84,171.82,170.03,171.5,162.277349033356,2795236,0.0,1.0
2023-06-09,171.0,171.38,169.555,170.49,161.321663187737,2838567,0.0,1.0
2023-06-08,171.48,171.62,169.63,171.48,162.258424561166,3676419,0.0,1.0
