,LLL_Open,LLL_High,LLL_Low,LLL_Close,LLL_Adj Close,LLL_Volume,LLL_Dividend Amount,LLL_Split Coefficient
2019-02-28,208.31,212.21,207.42,211.75,210.997418046496,882500,0.85,1.0
2019-02-27,208.9,209.07,207.42,208.84,207.265760982268,628211,0.0,1.0
2019-02-26,211.43,212.24,208.96,209.0,207.424554899895,823741,0.0,1.0
2019-02-25,214.74,215.36,210.7,211.25,209.657594366521,420307,0.0,1.0
2019-02-22,213.04,214.05,211.64,213.85,212.237995527955,322141,0.0,1.0
2019-02-21,212.96,212.97,210.71,211.97,210.372166995841,352677,0.0,1.0
2019-02-20,212.3,213.36,210.52,212.96,211.354704361156,456182,0.0,1.0
2019-02-19,208.9,212.55,208.74,211.87,210.272920797324,384793,0.0,1.0
2019-02-15,211.04,212.51,210.5,212.24,210.640131731836,359719,0.0,1.0
2019-02-14,207.67,209.54,206.76,209.04,207.464253379302,306808,0.0,1.0
2019-02-13,209.16,211.61,207.8301,208.84,207.265760982268,513755,0.0,1.0
2019-02-12,207.83,209.14,206.12,208.65,207.077193205087,526680,0.0,1.0
2019-02-11,205.87,207.97,205.27,206.59,205.032721515643,579425,0.0,1.0
2019-02-08,201.85,206.07,201.85,205.85,204.298299646619,370029,0.0,1.0
2019-02-07,201.24,203.25,200.54,202.6,201.072798194826,433820,0.0,1.0
2019-02-06,202.28,203.85,201.84,202.73,201.201818252898,358421,0.0,1.0
2019-02-05,202.34,203.08,199.41,203.0,201.469782988893,471133,0.0,1.0
2019-02-04,197.65,202.23,197.21,202.14,200.61626568165,428346,0.0,1.0
2019-02-01,197.75,199.12,196.36,198.25,196.75558855935,619271,0.0,1.0
2019-01-31,197.83,199.14,195.1,196.88,195.395915639671,665373,0.0,1.0
2019-01-30,200.38,200.63,190.65,198.95,197.450311948967,1236646,0.0,1.0
2019-01-29,193.76,200.54,190.77,199.59,198.085487619474,2543020,0.0,1.0
2019-01-28,183.01,184.94,181.28,184.06,182.672552989831,581382,0.0,1.0
2019-01-25,184.28,185.72,183.83,184.49,183.099311643453,518484,0.0,1.0
2019-01-24,182.0,182.71,179.22,182.48,181.104463053267,674909,0.0,1.0
2019-01-23,180.16,183.03,179.45,182.49,181.114387673119,929537,0.0,1.0
2019-01-22,182.32,182.32,177.29,178.65,177.303333650078,864037,0.0,1.0
2019-01-18,179.12,184.0,178.6,183.29,181.908357261252,1077073,0.0,1.0
2019-01-17,174.53,178.81,174.53,178.0,176.658233359719,433674,0.0,1.0
2019-01-16,178.13,178.13,174.35,175.25,173.92896290051,532294,0.0,1.0
2019-01-15,176.43,178.57,176.01,178.16,176.817027277346,530240,0.0,1.0
2019-01-14,174.56,178.98,174.08,177.07,175.735243713514,475602,0.0,1.0
2019-01-11,172.95,175.92,171.2,175.58,174.256475355615,634767,0.0,1.0
2019-01-10,170.4,173.31,170.0,173.2,171.894415830918,627089,0.0,1.0
2019-01-09,170.8,172.4475,170.08,170.93,169.641527124589,429081,0.0,1.0
2019-01-08,172.22,173.74,169.51,170.82,169.53235630622,899538,0.0,1.0
2019-01-07,170.36,171.28,168.12,170.68,169.393411628297,1117738,0.0,1.0
2019-01-04,170.0,171.66,167.82,171.0,169.71099946355,610346,0.0,1.0
2019-01-03,170.96,171.39,167.27,167.99,166.723688888198,609493,0.0,1.0
2019-01-02,171.49,173.89,167.81,171.85,170.554592150942,597510,0.0,1.0
2018-12-31,169.48,173.7,169.27,173.66,172.350948344095,384566,0.0,1.0
2018-12-28,170.83,171.6,168.13,169.25,167.974190989508,522929,0.0,1.0
2018-12-27,162.81,169.41,161.69,169.37,168.093286427728,589533,0.0,1.0
2018-12-26,164.16,165.53,158.76,164.9,163.656981354032,844046,0.0,1.0
2018-12-24,165.08,166.65,162.57,164.06,162.823313286492,857317,0.0,1.0
2018-12-21,171.99,171.99,164.99,166.24,164.986880414156,1488914,0.0,1.0
2018-12-20,176.21,177.86,169.71,172.63,171.328712499373,963962,0.0,1.0
2018-12-19,183.58,185.59,175.41,177.86,176.519288681796,628221,0.0,1.0
2018-12-18,189.26,189.35,181.895,183.89,182.503834452353,860381,0.0,1.0
2018-12-17,190.55,191.14,187.64,188.19,186.771420988571,1448789,0.0,1.0
2018-12-14,189.63,191.59,189.63,191.29,189.848053142588,521696,0.0,1.0
2018-12-13,189.65,192.53,189.24,191.9,190.45345495354,843910,0.0,1.0
2018-12-12,188.32,191.45,188.32,189.63,188.200566247211,604082,0.0,1.0
2018-12-11,186.14,188.62,183.95,187.07,185.659863565184,1128859,0.0,1.0
2018-12-10,180.88,184.99,179.38,183.65,182.265643575913,1104026,0.0,1.0
2018-12-07,178.81,180.4,178.43,178.82,177.472052187556,622873,0.0,1.0
2018-12-06,175.53,179.57,172.54,179.48,178.127077097766,1017302,0.0,1.0
2018-12-04,181.78,183.65,177.27,178.27,176.926198095714,841544,0.0,1.0
2018-12-03,186.0,187.22,181.53,182.84,181.461749367927,812837,0.0,1.0
2018-11-30,183.28,183.69,180.46,183.29,181.908357261252,726476,0.0,1.0
2018-11-29,183.55,185.15,181.82,182.94,181.560995566444,1164822,0.0,1.0
2018-11-28,180.23,183.355,179.5,183.27,181.888508021549,497916,0.0,1.0
2018-11-27,185.45,186.36,178.3,180.14,178.782102007976,656708,0.0,1.0
2018-11-26,186.27,188.12,184.86,186.19,184.786497018237,1045884,0.0,1.0
2018-11-23,183.18,186.99,182.92,184.81,183.416899478706,280742,0.0,1.0
2018-11-21,186.46,187.5,183.91,184.33,182.940517725826,643987,0.0,1.0
2018-11-20,185.35,186.08,182.64,185.53,184.131472108026,759789,0.0,1.0
2018-11-19,191.36,191.69,186.76,187.5,186.086622218805,1320327,0.0,1.0
2018-11-16,190.64,193.66,190.22,191.43,189.986997820512,855208,0.0,1.0
2018-11-15,187.83,193.04,187.37,191.72,190.27481179621,770470,0.8,1.0
2018-11-14,193.13,193.87,189.23,190.5,188.278369245678,772606,0.0,1.0
2018-11-13,189.5,193.32,189.5,191.67,189.434724584353,620746,0.0,1.0
2018-11-12,195.41,195.41,189.11,189.47,187.260381212486,541145,0.0,1.0
2018-11-09,191.36,196.19,191.36,195.38,193.101458179636,664614,0.0,1.0
2018-11-08,194.42,194.9,190.85,192.86,190.610846680953,482704,0.0,1.0
2018-11-07,192.14,194.635,188.79,194.49,192.221837451926,693532,0.0,1.0
2018-11-06,190.32,195.33,190.32,191.32,189.088806320647,852841,0.0,1.0
2018-11-05,186.7,191.58,184.91,190.97,188.742888056941,1447701,0.0,1.0
2018-11-02,190.77,192.27,185.48,185.9,183.732014922686,1565832,0.0,1.0
2018-11-01,190.92,192.93,189.74,190.64,188.416736551161,938867,0.0,1.0
2018-10-31,193.21,196.93,189.21,189.47,187.260381212486,1188127,0.0,1.0
2018-10-30,185.08,192.36,181.56,191.8,189.563208510872,1088298,0.0,1.0
2018-10-29,206.35,207.63,184.3,186.22,184.048283049502,1394571,0.0,1.0
2018-10-26,202.15,205.74,198.0,204.25,201.868015319841,1092806,0.0,1.0
2018-10-25,206.35,209.14,202.26,204.38,201.996499246361,1119262,0.0,1.0
2018-10-24,215.56,216.12,203.01,205.99,203.587723259408,971047,0.0,1.0
2018-10-23,216.67,220.035,213.65,215.19,212.680431905394,1001721,0.0,1.0
2018-10-22,215.58,219.49,213.79,219.23,216.673317006457,931505,0.0,1.0
2018-10-19,218.07,218.64,214.905,215.23,212.719965421246,1129025,0.0,1.0
2018-10-18,220.19,221.58,217.25,218.23,215.684979110154,923952,0.0,1.0
2018-10-17,219.1,221.38,215.8,220.16,217.592471250019,1066025,0.0,1.0
2018-10-16,221.56,223.725,217.76,220.8,218.225007503652,1584123,0.0,1.0
2018-10-15,209.45,222.64,208.48,220.91,218.333724672246,3989048,0.0,1.0
2018-10-12,198.38,198.38,193.41,195.78,193.496793338157,850274,0.0,1.0
2018-10-11,201.02,201.14,193.53,195.18,192.903790600375,935230,0.0,1.0
2018-10-10,208.59,208.885,201.38,201.63,199.278570031528,702514,0.0,1.0
2018-10-09,212.11,212.11,208.88,209.16,206.720754390688,450541,0.0,1.0
2018-10-08,210.08,212.7,208.71,212.58,210.100869996044,467031,0.0,1.0
2018-10-05,212.49,214.47,209.805,210.28,207.827692834547,469821,0.0,1.0
2018-10-04,213.34,213.94,210.07,211.59,209.122415478704,586142,0.0,1.0
2018-10-03,212.59,213.8492,211.52,213.47,210.980490723753,585482,0.0,1.0
2018-10-02,212.64,213.49,210.11,211.75,209.280549542112,464251,0.0,1.0
2018-10-01,213.78,215.72,211.74,212.48,210.002036206413,266091,0.0,1.0
2018-09-28,211.91,213.3,211.29,212.62,210.140403511896,348710,0.0,1.0
2018-09-27,212.01,213.55,210.01,212.09,209.616584426855,317708,0.0,1.0
2018-09-26,212.45,212.92,210.85,211.45,208.984048173221,337491,0.0,1.0
2018-09-25,210.07,213.68,209.08,212.37,209.89331903782,467884,0.0,1.0
2018-09-24,210.93,211.28,207.9,209.38,206.938188727875,365982,0.0,1.0
2018-09-21,211.4,213.86,210.89,211.46,208.993931552184,896054,0.0,1.0
2018-09-20,215.46,215.55,204.65,210.36,207.906759866251,1379800,0.0,1.0
2018-09-19,218.3,218.59,214.5,214.98,212.47288094717,288539,0.0,1.0
2018-09-18,217.61,218.53,215.37,217.61,215.072209614447,363794,0.0,1.0
2018-09-17,216.61,217.93,215.96,216.79,214.261772539478,321139,0.0,1.0
2018-09-14,213.71,216.5,213.1,216.17,213.649003043771,411781,0.0,1.0
2018-09-13,210.3,214.28,210.3,213.84,211.346175745385,365433,0.0,1.0
2018-09-12,207.4,210.05,206.511,209.68,207.234690096766,376146,0.0,1.0
2018-09-11,209.34,209.95,207.38,207.5,205.080113482825,446114,0.0,1.0
2018-09-10,210.33,210.86,209.35,209.7,207.254456854692,330156,0.0,1.0
2018-09-07,211.46,211.46,209.01,209.99,207.541074844619,308911,0.0,1.0
2018-09-06,211.29,212.21,210.64,211.6,209.132298857667,505132,0.0,1.0
2018-09-05,210.37,212.51,209.08,211.0,208.539296119885,406600,0.0,1.0
2018-09-04,213.72,213.72,210.85,211.43,208.964281415295,377135,0.0,1.0
2018-08-31,212.33,214.44,212.22,213.72,211.227575197829,533394,0.0,1.0
2018-08-30,211.1,213.72,210.3,213.37,210.881656934123,812592,0.0,1.0
2018-08-29,212.6,213.15,210.76,211.1,208.638129909515,635386,0.0,1.0
2018-08-28,213.26,214.35,211.91,212.28,209.804368627153,601000,0.0,1.0
2018-08-27,212.0,213.54,211.25,211.9,209.428800226558,489780,0.0,1.0
2018-08-24,209.98,211.4,209.77,211.34,208.875331004628,241651,0.0,1.0
2018-08-23,211.41,212.03,208.81,209.86,207.4125909181,324674,0.0,1.0
2018-08-22,211.48,212.8,210.82,212.25,209.774718490264,472537,0.0,1.0
2018-08-21,211.08,212.59,210.76,211.98,209.507867258262,440040,0.0,1.0
2018-08-20,211.0,211.85,210.35,211.1,208.638129909515,293692,0.0,1.0
2018-08-17,209.68,210.715,209.14,210.38,207.926526624177,281326,0.0,1.0
2018-08-16,207.91,210.53,207.91,209.76,207.31375712847,320642,0.8,1.0
2018-08-15,208.71,209.6,206.87,208.11,204.90152923635,408533,0.0,1.0
2018-08-14,208.72,211.25,208.72,209.86,206.624549159293,459140,0.0,1.0
2018-08-13,209.92,210.86,207.63,208.54,205.324899845987,593886,0.0,1.0
2018-08-10,210.69,211.46,209.55,210.06,206.821465721915,418709,0.0,1.0
2018-08-09,212.37,214.82,210.88,210.93,207.67805276932,579600,0.0,1.0
2018-08-08,211.7,213.45,211.08,212.29,209.01708539515,719670,0.0,1.0
2018-08-07,209.48,211.86,208.84,211.56,208.29833994158,293492,0.0,1.0
2018-08-06,210.98,211.47,207.95,209.29,206.06333695582,430784,0.0,1.0
2018-08-03,211.21,212.1999,208.47,211.41,208.150652519613,418433,0.0,1.0
2018-08-02,210.75,212.1056,209.14,211.46,208.199881660269,442652,0.0,1.0
2018-08-01,213.96,214.69,211.4,211.7,208.436181535415,687760,0.0,1.0
2018-07-31,211.6,214.95,210.82,214.44,211.133938443337,1022097,0.0,1.0
2018-07-30,211.94,213.61,210.58,211.27,208.012810925778,845177,0.0,1.0
2018-07-27,207.33,212.25,207.05,211.93,208.662635582431,1291142,0.0,1.0
2018-07-26,194.93,209.9,193.29,206.41,203.227738454063,1755906,0.0,1.0
2018-07-25,200.0,201.06,196.04,200.26,197.172554153435,916961,0.0,1.0
2018-07-24,201.85,203.93,198.36,200.42,197.330087403533,696850,0.0,1.0
2018-07-23,203.8,203.8,200.1612,200.41,197.320241575402,460531,0.0,1.0
2018-07-20,203.0,204.89,202.4,203.56,200.421677436699,324574,0.0,1.0
2018-07-19,203.16,205.16,202.64,204.45,201.297956140367,554928,0.0,1.0
2018-07-18,203.74,204.4,202.68,203.21,200.07707345211,536035,0.0,1.0
2018-07-17,204.65,205.2445,202.88,203.03,199.89984854575,568691,0.0,1.0
2018-07-16,203.79,205.26,202.4,204.2,201.051810437089,470353,0.0,1.0
2018-07-13,201.67,204.29,201.67,203.34,200.205069217815,493230,0.0,1.0
2018-07-12,199.59,202.22,198.21,202.05,198.934957388902,695450,0.0,1.0
2018-07-11,196.02,197.9,195.29,197.29,194.248343198498,699755,0.0,1.0
2018-07-10,197.06,197.5,195.62,197.3,194.258189026629,507022,0.0,1.0
2018-07-09,194.3,196.93,193.72,196.33,193.303143697913,426295,0.0,1.0
2018-07-06,193.26,195.19,192.26,193.57,190.585695133729,379126,0.0,1.0
2018-07-05,194.58,194.8,192.25,193.63,190.644770102515,442381,0.0,1.0
2018-07-03,193.97,195.8,193.29,193.63,190.644770102515,392821,0.0,1.0
2018-07-02,191.08,193.39,190.92,192.65,189.679878945667,503417,0.0,1.0
2018-06-29,191.5,194.42,191.5,192.32,189.354966617341,906070,0.0,1.0
2018-06-28,190.36,192.4486,189.29,191.48,188.527917054328,440176,0.0,1.0
2018-06-27,192.39,195.48,190.375,190.75,187.809171600758,582973,0.0,1.0
2018-06-26,192.7,194.08,192.035,192.12,189.158050054719,510894,0.0,1.0
2018-06-25,192.23,194.265,190.69,192.7,189.729108086323,639685,0.0,1.0
2018-06-22,194.3,195.085,192.8212,194.14,191.146907337201,736475,0.0,1.0
2018-06-21,194.23,194.83,191.77,192.9,189.926024648945,436587,0.0,1.0
2018-06-20,194.31,196.09,193.32,195.11,192.101952665918,358451,0.0,1.0
2018-06-19,197.0,197.08,193.25,193.63,190.644770102515,457684,0.0,1.0
2018-06-18,197.51,198.53,195.64,198.35,195.292000980395,741151,0.0,1.0
2018-06-15,196.87,197.69,194.66,197.48,194.435413932989,776190,0.0,1.0
2018-06-14,201.31,202.4,196.9,197.76,194.71109712066,531272,0.0,1.0
2018-06-13,201.38,202.63,199.31,200.41,197.320241575402,708403,0.0,1.0
2018-06-12,205.24,205.31,197.86,201.65,198.541124263658,830707,0.0,1.0
2018-06-11,203.31,203.83,201.5591,202.3,199.18110309218,438339,0.0,1.0
2018-06-08,202.41,204.33,201.54,204.22,201.071502093351,422040,0.0,1.0
2018-06-07,201.64,202.505,201.01,202.31,199.190948920311,441927,0.0,1.0
2018-06-06,200.42,202.49,200.36,200.98,197.881453778875,335152,0.0,1.0
2018-06-05,200.17,200.85,198.54,200.45,197.359624887926,607925,0.0,1.0
2018-06-04,200.44,201.14,198.25,200.18,197.093787528387,596173,0.0,1.0
2018-06-01,199.34,201.37,198.83,200.31,197.221783294091,493282,0.0,1.0
2018-05-31,199.16,199.86,197.11,198.33,195.272309324133,765767,0.0,1.0
2018-05-30,196.1,199.49,195.37,199.03,195.96151729331,560090,0.0,1.0
2018-05-29,196.58,197.55,194.48,195.88,192.860081432013,1032048,0.0,1.0
2018-05-25,198.18,198.53,197.03,198.08,195.026163620855,517488,0.0,1.0
2018-05-24,196.16,199.1,195.905,198.65,195.587375824328,718751,0.0,1.0
2018-05-23,193.97,196.35,193.14,196.19,193.165302104077,738053,0.0,1.0
2018-05-22,196.4,196.4,193.835,194.29,191.294594759168,818649,0.0,1.0
2018-05-21,195.05,197.1,194.78,196.61,193.578826885583,482469,0.0,1.0
2018-05-18,193.55,195.01,193.35,194.06,191.068140712153,1486617,0.0,1.0
2018-05-17,192.12,194.68,191.19,193.95,190.95983660271,557391,0.8,1.0
2018-05-16,192.14,194.13,191.81,193.37,189.606693729736,532421,0.0,1.0
2018-05-15,191.3,193.05,190.63,192.03,188.292772389312,519445,0.0,1.0
2018-05-14,196.69,196.75,190.47,191.87,188.135886259112,1222927,0.0,1.0
2018-05-11,195.08,196.49,194.78,196.1,192.283563326272,1146889,0.0,1.0
2018-05-10,194.71,195.74,193.92,195.57,191.763878019985,762609,0.0,1.0
2018-05-09,193.6,194.929,191.82,193.75,189.979298288961,1060177,0.0,1.0
2018-05-08,188.44,193.28,188.13,192.36,188.616350032849,1450038,0.0,1.0
2018-05-07,184.08,188.8,183.35,188.4,184.733418310401,1656671,0.0,1.0
2018-05-04,182.11,184.23,180.96,184.0,180.419049729904,1087260,0.0,1.0
2018-05-03,183.84,184.68,180.24,183.23,179.664035228316,1107584,0.0,1.0
2018-05-02,189.21,189.65,184.03,184.26,180.673989691478,1110244,0.0,1.0
2018-05-01,197.0,199.2,184.79,186.98,183.341053904877,1979956,0.0,1.0
2018-04-30,197.68,198.96,195.26,195.88,192.067844897247,1875593,0.0,1.0
2018-04-27,200.68,201.145,195.52,197.3,193.460209302772,1027897,0.0,1.0
2018-04-26,202.31,202.72,199.19,200.93,197.019563381682,1118887,0.0,1.0
2018-04-25,207.02,207.175,200.48,202.0,198.068739377394,1048434,0.0,1.0
2018-04-24,216.21,216.93,204.77,206.85,202.824350199079,747585,0.0,1.0
2018-04-23,215.49,216.077,213.46,214.97,210.786321306725,515643,0.0,1.0
2018-04-20,216.78,216.78,214.8,215.09,210.903985904375,467280,0.0,1.0
2018-04-19,214.6,216.92,214.19,216.06,211.855108068712,390206,0.0,1.0
2018-04-18,215.0,215.4,213.45,214.51,210.3352736824,488334,0.0,1.0
2018-04-17,214.03,214.33,212.5,213.92,209.756756077288,652893,0.0,1.0
2018-04-16,211.91,212.95,210.41,212.65,208.511472418826,503982,0.0,1.0
2018-04-13,212.21,212.81,209.39,210.32,206.22681814779,655532,0.0,1.0
2018-04-12,211.2,212.77,211.07,211.48,207.364242591739,377982,0.0,1.0
2018-04-11,209.23,212.22,209.23,210.41,206.315066596027,469696,0.0,1.0
2018-04-10,211.07,213.21,209.4,210.71,206.609228090152,586481,0.0,1.0
2018-04-09,209.45,210.73,207.99,208.67,204.608929930103,458528,0.0,1.0
2018-04-06,211.47,212.34,205.29,207.78,203.736250830866,916335,0.0,1.0
2018-04-05,212.14,213.74,210.18,213.07,208.923298510601,664558,0.0,1.0
2018-04-04,205.31,210.92,204.58,210.75,206.648449622702,691862,0.0,1.0
2018-04-03,207.92,208.695,205.77,208.43,204.373600734803,735899,0.0,1.0
2018-04-02,207.03,208.13,203.73,207.5,203.461700103016,1156639,0.0,1.0
2018-03-29,204.39,209.64,203.89,208.0,203.951969259891,650398,0.0,1.0
2018-03-28,204.33,204.79,200.66,202.64,198.696283898194,683727,0.0,1.0
2018-03-27,209.0,209.73,203.48,204.52,200.539695928043,439462,0.0,1.0
2018-03-26,204.58,208.81,203.72,208.53,204.471654566178,661156,0.0,1.0
2018-03-23,200.52,207.09,200.47,201.7,197.774577883269,524509,0.0,1.0
2018-03-22,204.95,205.615,199.7,200.35,196.450851159707,766063,0.0,1.0
2018-03-21,206.72,208.29,205.31,206.35,202.334081042204,313034,0.0,1.0
2018-03-20,206.87,208.1,205.92,206.79,202.765517900254,417080,0.0,1.0
2018-03-19,205.17,206.98,203.05,206.6,202.579215620642,560914,0.0,1.0
2018-03-16,203.88,206.33,203.49,205.36,201.363348111592,763416,0.0,1.0
2018-03-15,204.66,204.83,203.14,203.75,199.784681426456,306343,0.0,1.0
2018-03-14,207.11,207.12,202.87,203.87,199.902346024106,394462,0.0,1.0
2018-03-13,204.81,207.94,204.81,206.52,202.500772555542,378984,0.0,1.0
2018-03-12,210.07,210.39,203.725,204.77,200.78483050648,614007,0.0,1.0
2018-03-09,208.2,210.54,206.96,210.4,206.30526121289,385938,0.0,1.0
2018-03-08,206.56,207.55,205.08,207.28,203.245981673991,322969,0.0,1.0
2018-03-07,203.86,206.23,202.0,205.37,201.37315349473,538019,0.0,1.0
2018-03-06,206.97,206.97,203.61,205.22,201.226072747667,379067,0.0,1.0
2018-03-05,203.73,206.6525,202.1159,206.23,202.216416444554,421201,0.0,1.0
2018-03-02,202.31,206.17,201.96,205.25,201.25548889708,929485,0.0,1.0
2018-03-01,208.06,208.3,201.89,203.78,199.814097575868,779148,0.0,1.0
2018-02-28,212.93,213.035,207.52,207.55,203.510727018704,521257,0.8,1.0
2018-02-27,215.15,216.27,212.84,212.84,207.896439350424,408427,0.0,1.0
2018-02-26,214.72,215.385,212.215,214.95,209.957431114329,410855,0.0,1.0
