,SPPI_Open,SPPI_High,SPPI_Low,SPPI_Close,SPPI_Adj Close,SPPI_Volume,SPPI_Dividend Amount,SPPI_Split Coefficient
2004-06-24,6.21,6.43,6.13,6.14,6.05970357454228,201000,0.0,1.0
2004-06-23,6.29,6.29,6.0,6.04,5.96101133391456,127000,0.0,1.0
2004-06-22,5.34,6.39,5.34,6.23,6.14852659110724,271400,0.0,1.0
2004-06-21,5.65,5.69,5.15,5.49,5.41820401046208,276800,0.0,1.0
2004-06-18,5.95,6.01,5.61,5.7,5.6254577157803,162000,0.0,1.0
2004-06-17,6.15,6.18,5.83,5.84,5.76362685265911,204800,0.0,1.0
2004-06-16,6.19,6.34,6.13,6.17,6.0893112467306,92700,0.0,1.0
2004-06-15,6.62,6.7,6.11,6.26,6.17813426329555,181700,0.0,1.0
2004-06-14,6.87,6.87,6.35,6.46,6.375518744551,114900,0.0,1.0
2004-06-10,7.1,7.1,6.65,6.65,6.56303400174368,171700,0.0,1.0
2004-06-09,7.27,7.28,6.78,7.049,6.9568160418483,50600,0.0,1.0
2004-06-08,7.2,7.33,7.1,7.18,7.08610287707062,44100,0.0,1.0
2004-06-07,7.5,7.5,7.2,7.339,7.2430235396687,57400,0.0,1.0
2004-06-04,7.33,7.5,7.26,7.36,7.26374891020052,46500,0.0,1.0
2004-06-03,7.55,7.59,7.25,7.34,7.24401046207498,103600,0.0,1.0
2004-06-02,7.72,7.72,7.35,7.41,7.31309503051438,47200,0.0,1.0
2004-06-01,7.62,7.9,7.3,7.55,7.4512641673932,87500,0.0,1.0
2004-05-28,7.62,8.0,7.27,8.0,7.89537925021796,71900,0.0,1.0
2004-05-27,7.45,7.57,7.14,7.529,7.43053879686138,53400,0.0,1.0
2004-05-26,7.02,7.52,6.96,7.52,7.42165649520488,96600,0.0,1.0
2004-05-25,7.2,7.25,6.97,7.15,7.0564952048823,112900,0.0,1.0
2004-05-24,6.77,7.24,6.51,7.24,7.14531822144725,68500,0.0,1.0
2004-05-21,6.65,6.66,6.31,6.62,6.53342632955536,135700,0.0,1.0
2004-05-20,6.9,6.9,6.6,6.62,6.53342632955536,87600,0.0,1.0
2004-05-19,6.95,7.05,6.82,6.85,6.76041848299913,98900,0.0,1.0
2004-05-18,7.14,7.14,6.82,6.95,6.85911072362685,119600,0.0,1.0
2004-05-17,7.1,7.15,6.81,7.0,6.90845684394071,128200,0.0,1.0
2004-05-14,7.02,7.29,7.02,7.19,7.09597210113339,212400,0.0,1.0
2004-05-13,7.02,7.05,6.8,6.9,6.80976460331299,80700,0.0,1.0
2004-05-12,7.3,7.3,6.76,6.99,6.89858761987794,134300,0.0,1.0
2004-05-11,6.86,7.25,6.86,7.17,7.07623365300785,60700,0.0,1.0
2004-05-10,7.45,7.5,6.75,7.01,6.91832606800349,153900,0.0,1.0
2004-05-07,7.45,7.6,7.3,7.5,7.40191804707934,69600,0.0,1.0
2004-05-06,7.3,7.45,7.02,7.26,7.1650566695728,113200,0.0,1.0
2004-05-05,7.0,7.24,6.87,7.11,7.01701830863121,91700,0.0,1.0
2004-05-04,7.7,7.7,6.8,6.85,6.76041848299913,315200,0.0,1.0
2004-05-03,7.61,7.74,7.56,7.61,7.51047951176983,70000,0.0,1.0
2004-04-30,7.8,8.0,7.56,7.61,7.51047951176983,94400,0.0,1.0
2004-04-29,8.352,8.352,7.81,7.91,7.80655623365301,108800,0.0,1.0
2004-04-28,8.3,8.44,8.2,8.23,8.12237140366173,88500,0.0,1.0
2004-04-27,8.1,8.5,7.98,8.48,8.36910200523104,163100,0.0,1.0
2004-04-26,8.0,8.1,7.7,8.1,7.99407149084568,112900,0.0,1.0
2004-04-23,8.09,8.18,7.8,7.89,7.78681778552746,73700,0.0,1.0
2004-04-22,7.75,8.2,7.54,7.99,7.88551002615519,168800,0.0,1.0
2004-04-21,7.56,7.74,7.5,7.6,7.50061028770706,122800,0.0,1.0
2004-04-20,7.6,7.65,7.53,7.56,7.46113339145597,73000,0.0,1.0
2004-04-19,7.65,7.75,7.56,7.6,7.50061028770706,72500,0.0,1.0
2004-04-16,7.71,7.85,7.62,7.66,7.5598256320837,61200,0.0,1.0
2004-04-15,7.83,7.909,7.7,7.769,7.66740017436792,56800,0.0,1.0
2004-04-14,7.7,8.05,7.65,7.73,7.6289102005231,178000,0.0,1.0
2004-04-13,7.84,7.96,7.55,7.72,7.61904097646033,99200,0.0,1.0
2004-04-12,7.95,8.08,7.65,7.76,7.65851787271142,132100,0.0,1.0
2004-04-08,8.3,8.32,7.85,8.04,7.93485614646905,116800,0.0,1.0
2004-04-07,7.955,8.25,7.62,8.25,8.14210985178727,161900,0.0,1.0
2004-04-06,7.95,8.01,7.85,7.91,7.80655623365301,95400,0.0,1.0
2004-04-05,8.14,8.14,7.9,8.01,7.90524847428073,79700,0.0,1.0
2004-04-02,7.9,8.2,7.9,8.11,8.00394071490846,77900,0.0,1.0
2004-04-01,8.22,8.47,7.92,8.2,8.09276373147341,125100,0.0,1.0
2004-03-31,8.36,8.47,8.15,8.35,8.240802092415,109200,0.0,1.0
2004-03-30,8.1,8.8,8.0,8.31,8.20132519616391,121300,0.0,1.0
2004-03-29,7.75,8.52,7.75,8.4,8.29014821272886,196300,0.0,1.0
2004-03-26,8.06,8.06,7.82,7.83,7.72760244115083,53100,0.0,1.0
2004-03-25,8.11,8.11,7.9,7.92,7.81642545771578,54100,0.0,1.0
2004-03-24,7.97,8.15,7.75,7.95,7.8460331299041,74000,0.0,1.0
2004-03-23,7.9,8.02,7.75,7.75,7.64864864864865,104900,0.0,1.0
2004-03-22,8.11,8.16,7.53,7.63,7.53021795989538,268500,0.0,1.0
2004-03-19,8.31,8.52,8.11,8.18,8.07302528334786,102300,0.0,1.0
2004-03-18,8.39,8.53,8.3,8.44,8.32962510897995,67000,0.0,1.0
2004-03-17,8.37,8.47,8.25,8.33,8.22106364428945,69600,0.0,1.0
2004-03-16,8.49,8.49,8.22,8.25,8.14210985178727,68100,0.0,1.0
2004-03-15,8.56,8.59,8.22,8.25,8.14210985178727,84900,0.0,1.0
2004-03-12,8.31,8.9,8.31,8.49,8.37897122929381,135600,0.0,1.0
2004-03-11,8.7,8.75,8.1,8.43,8.31975588491717,245000,0.0,1.0
2004-03-10,9.05,9.16,8.78,8.8,8.68491717523976,110800,0.0,1.0
2004-03-09,9.32,9.32,8.75,8.96,8.84282476024412,183800,0.0,1.0
2004-03-08,9.49,9.58,9.11,9.17,9.05007846556234,135700,0.0,1.0
2004-03-05,9.195,9.5,9.1,9.3,9.17837837837838,83000,0.0,1.0
2004-03-04,9.25,9.4,9.06,9.3,9.17837837837838,166300,0.0,1.0
2004-03-03,9.25,9.54,9.23,9.27,9.14877070619006,116400,0.0,1.0
2004-03-02,9.6,9.83,9.301,9.35,9.22772449869224,470100,0.0,1.0
2004-03-01,9.0,9.94,8.88,9.86,9.73105492589363,499700,0.0,1.0
2004-02-27,8.62,9.39,8.62,8.85,8.73426329555362,240200,0.0,1.0
2004-02-26,8.785,8.85,8.6,8.65,8.53687881429817,67900,0.0,1.0
2004-02-25,8.83,8.83,8.65,8.66,8.54674803836094,97000,0.0,1.0
2004-02-24,8.66,8.9,8.6,8.72,8.60596338273758,132600,0.0,1.0
2004-02-23,9.1,9.1,8.55,8.84,8.72439407149085,170900,0.0,1.0
2004-02-20,8.51,9.1,8.5,8.72,8.60596338273758,148200,0.0,1.0
2004-02-19,9.38,9.38,8.29,8.78,8.66517872711421,283400,0.0,1.0
2004-02-18,9.15,9.3,9.1,9.21,9.08955536181343,182600,0.0,1.0
2004-02-17,9.5,9.71,9.17,9.2,9.07968613775065,422200,0.0,1.0
2004-02-13,9.01,9.3,9.0,9.081,8.96224237140366,122700,0.0,1.0
2004-02-12,9.34,9.34,9.05,9.12,9.00073234524847,92100,0.0,1.0
2004-02-11,9.45,9.45,9.08,9.37,9.24746294681778,68100,0.0,1.0
2004-02-10,9.28,9.47,9.2,9.4,9.2770706190061,172000,0.0,1.0
2004-02-09,8.84,9.21,8.45,9.2,9.07968613775065,172300,0.0,1.0
2004-02-06,8.11,8.92,8.11,8.52,8.40857890148213,93700,0.0,1.0
2004-02-05,8.64,8.64,8.1,8.25,8.14210985178727,59400,0.0,1.0
2004-02-04,8.89,8.89,8.36,8.43,8.31975588491717,118500,0.0,1.0
2004-02-03,8.45,9.0,8.21,8.69,8.57635571054926,602700,0.0,1.0
2004-02-02,7.98,8.53,7.98,8.299,8.19046904969485,71700,0.0,1.0
2004-01-30,8.2,8.45,8.02,8.28,8.17171752397559,189900,0.0,1.0
2004-01-29,9.0,9.24,7.87,8.13,8.023679163034,925400,0.0,1.0
2004-01-28,9.69,9.85,8.83,8.831,8.71551176983435,352500,0.0,1.0
2004-01-27,9.9,10.13,9.64,9.69,9.5632781168265,366400,0.0,1.0
2004-01-26,10.11,10.11,9.773,9.926,9.79619180470793,284500,0.0,1.0
2004-01-23,10.09,10.09,9.64,9.97,9.83961639058413,129300,0.0,1.0
2004-01-22,9.97,10.1,9.71,9.92,9.79027027027027,678900,0.0,1.0
2004-01-21,9.13,9.88,9.13,9.88,9.75079337401918,724900,0.0,1.0
2004-01-20,9.5,9.7,8.96,9.21,9.08955536181343,368200,0.0,1.0
2004-01-16,8.71,8.8,8.62,8.77,8.65530950305144,196900,0.0,1.0
2004-01-15,8.71,8.9,8.6,8.68,8.56648648648649,115900,0.0,1.0
2004-01-14,9.05,9.05,8.61,8.8,8.68491717523976,183400,0.0,1.0
2004-01-13,9.2,9.63,8.78,8.87,8.75400174367916,313700,0.0,1.0
2004-01-12,9.02,9.52,8.89,9.42,9.29680906713165,366900,0.0,1.0
2004-01-09,8.1,9.14,8.0,8.73,8.61583260680035,256400,0.0,1.0
2004-01-08,8.49,8.54,8.01,8.22,8.11250217959895,191900,0.0,1.0
2004-01-07,8.1,8.49,7.81,8.39,8.28027898866609,104500,0.0,1.0
2004-01-06,7.8,8.25,7.76,8.15,8.04341761115955,161900,0.0,1.0
2004-01-05,8.19,8.42,7.67,7.85,7.74734088927637,202600,0.0,1.0
2004-01-02,8.55,8.55,8.17,8.18,8.07302528334786,105600,0.0,1.0
2003-12-31,8.44,8.6,8.25,8.37,8.26054054054054,151500,0.0,1.0
2003-12-30,8.47,8.47,8.12,8.4,8.29014821272886,125500,0.0,1.0
2003-12-29,8.35,8.58,8.01,8.34,8.23093286835222,355800,0.0,1.0
2003-12-26,7.27,8.23,7.27,8.11,8.00394071490846,167100,0.0,1.0
2003-12-24,7.44,7.48,7.24,7.35,7.25387968613775,92100,0.0,1.0
2003-12-23,7.35,7.39,7.17,7.31,7.21440278988666,85600,0.0,1.0
2003-12-22,7.4,7.49,7.2,7.3,7.20453356582389,131700,0.0,1.0
2003-12-19,7.4,7.49,7.25,7.27,7.17492589363557,215000,0.0,1.0
2003-12-18,7.101,7.65,7.02,7.34,7.24401046207498,222000,0.0,1.0
2003-12-17,7.02,7.17,7.0,7.129,7.03576983435048,92800,0.0,1.0
2003-12-16,7.17,7.2,6.99,7.1,7.00714908456844,246200,0.0,1.0
2003-12-15,6.67,7.19,6.67,7.09,6.99727986050567,317000,0.0,1.0
2003-12-12,5.95,6.65,5.95,6.65,6.56303400174368,162000,0.0,1.0
2003-12-11,5.95,6.15,5.76,6.12,6.03996512641674,89300,0.0,1.0
2003-12-10,6.2,6.24,5.75,6.14,6.05970357454228,150800,0.0,1.0
2003-12-09,6.3,6.47,6.2,6.2,6.11891891891892,71900,0.0,1.0
2003-12-08,6.47,6.5,6.34,6.35,6.26695727986051,76900,0.0,1.0
2003-12-05,6.32,6.55,6.32,6.47,6.38538796861377,80000,0.0,1.0
2003-12-04,6.52,6.64,6.35,6.49,6.40512641673932,90800,0.0,1.0
2003-12-03,6.43,6.79,6.2,6.431,6.34689799476896,189000,0.0,1.0
2003-12-02,6.4,6.79,6.3,6.43,6.34591107236268,143500,0.0,1.0
2003-12-01,6.5,6.92,6.45,6.61,6.52355710549259,250800,0.0,1.0
2003-11-28,5.95,6.61,5.92,6.491,6.4061133391456,130800,0.0,1.0
2003-11-26,5.5,5.95,5.5,5.85,5.77349607672188,88000,0.0,1.0
2003-11-25,5.47,5.62,5.42,5.5,5.42807323452485,108700,0.0,1.0
2003-11-24,5.9,5.99,5.43,5.6,5.52676547515257,268000,0.0,1.0
2003-11-21,6.14,6.14,5.75,5.88,5.8031037489102,167000,0.0,1.0
2003-11-20,6.1,6.33,5.87,6.14,6.05970357454228,246000,0.0,1.0
2003-11-19,5.89,6.33,5.763,6.11,6.03009590235397,191900,0.0,1.0
2003-11-18,6.05,6.06,5.52,5.84,5.76362685265911,265700,0.0,1.0
2003-11-17,6.32,6.33,5.81,6.05,5.97088055797733,455200,0.0,1.0
2003-11-14,7.26,7.26,6.05,6.29,6.20774193548387,558600,0.0,1.0
2003-11-13,7.15,7.25,7.1,7.18,7.08610287707062,255500,0.0,1.0
2003-11-12,7.27,7.35,7.0,7.15,7.0564952048823,171100,0.0,1.0
2003-11-11,7.46,7.5,7.25,7.25,7.15518744551003,56500,0.0,1.0
2003-11-10,7.6,7.85,7.48,7.49,7.39204882301656,135600,0.0,1.0
2003-11-07,7.65,7.68,7.43,7.599,7.49962336530078,79400,0.0,1.0
2003-11-06,7.8,7.8,7.37,7.6,7.50061028770706,274700,0.0,1.0
2003-11-05,7.21,7.85,7.112,7.721,7.62002789886661,323000,0.0,1.0
2003-11-04,7.05,7.29,6.97,7.22,7.12557977332171,232100,0.0,1.0
2003-11-03,7.2,7.25,6.9,7.079,6.98642371403662,175100,0.0,1.0
2003-10-31,7.45,7.45,7.0,7.23,7.13544899738448,131900,0.0,1.0
2003-10-30,7.53,7.53,7.321,7.4,7.30322580645161,156800,0.0,1.0
2003-10-29,7.42,7.46,7.3,7.4,7.30322580645161,125900,0.0,1.0
2003-10-28,7.65,7.7,7.301,7.499,7.40093112467306,149500,0.0,1.0
2003-10-27,7.79,7.83,7.43,7.48,7.38217959895379,186000,0.0,1.0
2003-10-24,7.87,7.96,7.51,7.7,7.59930252833479,578500,0.0,1.0
2003-10-23,7.77,7.87,7.1,7.39,7.29335658238884,278500,0.0,1.0
2003-10-22,7.88,8.1,7.8,7.877,7.77398779424586,166900,0.0,1.0
2003-10-21,8.25,8.34,7.82,7.9,7.79668700959023,130700,0.0,1.0
2003-10-20,7.94,8.18,7.74,7.99,7.88551002615519,215100,0.0,1.0
2003-10-17,7.75,7.84,7.56,7.759,7.65753095030514,167400,0.0,1.0
2003-10-16,7.79,7.97,7.5,7.8,7.69799476896251,233300,0.0,1.0
2003-10-15,8.0,8.25,7.76,7.861,7.75819703574542,429700,0.0,1.0
2003-10-14,6.91,8.08,6.75,7.85,7.74734088927637,1234600,0.0,1.0
2003-10-13,7.1,7.14,6.75,6.9,6.80976460331299,124800,0.0,1.0
2003-10-10,7.1,7.14,6.71,6.94,6.84924149956408,71800,0.0,1.0
2003-10-09,7.02,7.1,6.91,6.98,6.88871839581517,193300,0.0,1.0
2003-10-08,7.15,7.16,6.91,7.05,6.95780296425458,175800,0.0,1.0
2003-10-07,6.57,7.19,6.52,6.971,6.87983609415867,285800,0.0,1.0
2003-10-06,6.79,6.8,6.55,6.596,6.50974019180471,125000,0.0,1.0
2003-10-03,6.75,6.94,6.52,6.78,6.69133391455972,276900,0.0,1.0
2003-10-02,7.28,7.28,6.5,6.52,6.43473408892764,533100,0.0,1.0
2003-10-01,6.35,7.36,6.34,7.07,6.97754141238012,693100,0.0,1.0
2003-09-30,7.16,7.16,6.52,6.6,6.51368788142982,667400,0.0,1.0
2003-09-29,8.26,8.3,6.76,7.02,6.92819529206626,1212200,0.0,1.0
2003-09-26,9.24,9.24,7.81,8.02,7.9151176983435,832900,0.0,1.0
2003-09-25,9.08,9.9,8.7,8.9,8.78360941586748,663800,0.0,1.0
2003-09-24,9.01,10.37,8.52,8.77,8.65530950305144,1610800,0.0,1.0
2003-09-23,8.08,9.88,7.5,9.11,8.9908631211857,2818700,0.0,1.0
2003-09-22,7.29,7.5,6.73,7.17,7.07623365300785,3388000,0.0,1.0
2003-09-19,5.1,5.1,4.9,4.91,4.84578901482127,126900,0.0,1.0
2003-09-18,4.99,5.0,4.72,5.0,4.93461203138622,75000,0.0,1.0
2003-09-17,4.77,4.97,4.77,4.881,4.81716826503923,17700,0.0,1.0
2003-09-16,4.811,4.85,4.77,4.79,4.727358326068,64800,0.0,1.0
2003-09-15,4.99,5.0,4.799,4.799,4.7362406277245,43900,0.0,1.0
2003-09-12,4.91,5.0,4.82,4.99,4.92474280732345,30500,0.0,1.0
2003-09-11,5.03,5.05,4.9,4.9,4.8359197907585,39900,0.0,1.0
2003-09-10,4.97,5.043,4.9,4.949,4.88427898866609,57500,0.0,1.0
2003-09-09,5.08,5.2,5.01,5.05,4.98395815170009,27800,0.0,1.0
2003-09-08,5.08,5.24,5.07,5.1,5.03330427201395,24700,0.0,1.0
2003-09-05,5.27,5.39,5.08,5.18,5.11225806451613,39200,0.0,1.0
2003-09-04,5.55,5.56,5.31,5.39,5.31951176983435,35900,0.0,1.0
2003-09-03,5.65,5.65,5.33,5.53,5.45768090671316,95300,0.0,1.0
2003-09-02,5.5,5.75,5.45,5.55,5.47741935483871,124800,0.0,1.0
2003-08-29,5.2,5.5,5.15,5.4,5.32938099389712,71100,0.0,1.0
2003-08-28,5.12,5.25,4.86,5.22,5.15173496076722,53100,0.0,1.0
2003-08-27,5.01,5.11,4.98,5.11,5.04317349607672,58100,0.0,1.0
2003-08-26,5.01,5.03,4.92,4.92,4.85565823888405,53300,0.0,1.0
2003-08-25,4.93,5.01,4.93,5.01,4.944481255449,19600,0.0,1.0
2003-08-22,5.0,5.02,4.92,4.93,4.86552746294682,26700,0.0,1.0
2003-08-21,4.9,5.04,4.9,5.04,4.97408892763731,56500,0.0,1.0
2003-08-20,4.75,4.99,4.75,4.901,4.83690671316478,20800,0.0,1.0
2003-08-19,5.02,5.05,4.75,4.9,4.8359197907585,23400,0.0,1.0
2003-08-18,4.06,5.1,4.06,4.889,4.82506364428945,81100,0.0,1.0
2003-08-15,4.2,4.73,4.2,4.65,4.58918918918919,21100,0.0,1.0
2003-08-14,4.05,4.25,4.03,4.21,4.1549433304272,7300,0.0,1.0
2003-08-13,4.15,4.18,4.0,4.15,4.09572798605057,4800,0.0,1.0
2003-08-12,4.21,4.25,4.11,4.11,4.05625108979948,6800,0.0,1.0
2003-08-11,4.129,4.21,3.95,4.17,4.11546643417611,14900,0.0,1.0
2003-08-08,3.921,3.99,3.9,3.96,3.90821272885789,8000,0.0,1.0
2003-08-07,4.1,4.1,3.9,4.0,3.94768962510898,28900,0.0,1.0
2003-08-06,3.85,4.1,3.85,4.06,4.00690496948561,7800,0.0,1.0
2003-08-05,3.85,4.09,3.85,4.03,3.9772972972973,25900,0.0,1.0
2003-08-04,4.1,4.1,3.9,3.9,3.84899738448126,5800,0.0,1.0
2003-08-01,4.05,4.05,3.94,3.961,3.90919965126417,5100,0.0,1.0
2003-07-31,4.16,4.181,3.9,3.999,3.9467027027027,28500,0.0,1.0
2003-07-30,4.02,4.39,3.9,4.17,4.11546643417611,32700,0.0,1.0
2003-07-29,4.01,4.237,4.01,4.09,4.03651264167393,11500,0.0,1.0
2003-07-28,4.06,4.28,4.06,4.27,4.21415867480384,27500,0.0,1.0
2003-07-25,4.51,4.51,3.8,4.4,4.34245858761988,18300,0.0,1.0
2003-07-24,4.25,4.43,4.2,4.36,4.30298169136879,7900,0.0,1.0
2003-07-23,4.34,4.34,3.71,4.11,4.05625108979948,17300,0.0,1.0
2003-07-22,4.15,4.29,4.11,4.28,4.22402789886661,16700,0.0,1.0
2003-07-21,4.2,4.26,4.1,4.14,4.08585876198779,11500,0.0,1.0
2003-07-18,4.07,4.18,3.71,4.05,3.99703574542284,26600,0.0,1.0
2003-07-17,4.29,4.3,3.57,3.99,3.93782040104621,70700,0.0,1.0
2003-07-16,4.351,4.47,4.01,4.3,4.24376634699215,33800,0.0,1.0
2003-07-15,4.56,4.62,4.11,4.3,4.24376634699215,40100,0.0,1.0
2003-07-14,4.89,4.99,4.52,4.6,4.53984306887533,71700,0.0,1.0
2003-07-11,4.71,4.89,4.71,4.8,4.73722755013078,12700,0.0,1.0
2003-07-10,4.92,5.0,4.663,4.76,4.69775065387969,37800,0.0,1.0
2003-07-09,5.05,5.16,4.74,5.067,5.0007358326068,45400,0.0,1.0
2003-07-08,5.3,5.319,5.063,5.17,5.10238884045336,28400,0.0,1.0
2003-07-07,5.17,5.31,5.07,5.3,5.2306887532694,50600,0.0,1.0
2003-07-03,4.97,5.15,4.81,5.15,5.08265039232781,25400,0.0,1.0
2003-07-02,4.86,5.0,4.72,4.98,4.91487358326068,35400,0.0,1.0
2003-07-01,4.84,5.09,4.5,5.09,5.02343504795118,34100,0.0,1.0
2003-06-30,4.37,4.77,4.37,4.71,4.64840453356582,27900,0.0,1.0
2003-06-27,4.7,4.92,4.47,4.72,4.6582737576286,35000,0.0,1.0
2003-06-26,4.9,4.9,4.4,4.68,4.61879686137751,84100,0.0,1.0
2003-06-25,4.87,5.09,4.76,4.9,4.8359197907585,15800,0.0,1.0
2003-06-24,4.89,5.02,4.6,5.0,4.93461203138622,125900,0.0,1.0
2003-06-23,5.65,5.65,4.6,4.61,4.5497122929381,175300,0.0,1.0
2003-06-20,5.42,5.9,5.42,5.59,5.5168962510898,87700,0.0,1.0
2003-06-19,5.88,5.94,5.51,5.73,5.65506538796861,108000,0.0,1.0
2003-06-18,5.3,5.89,5.2,5.74,5.66493461203139,84300,0.0,1.0
2003-06-17,5.0,5.46,4.95,5.29,5.22081952920663,70700,0.0,1.0
2003-06-16,5.2,5.2,4.8,4.98,4.91487358326068,45100,0.0,1.0
2003-06-13,5.6,5.6,4.62,5.02,4.95435047951177,194700,0.0,1.0
2003-06-12,5.95,5.99,5.11,5.6,5.52676547515257,172000,0.0,1.0
2003-06-11,5.86,6.4,5.06,5.839,5.76263993025283,531200,0.0,1.0
2003-06-10,4.3,5.8,4.3,5.74,5.66493461203139,238500,0.0,1.0
2003-06-09,3.89,4.27,3.6,4.27,4.21415867480384,120200,0.0,1.0
2003-06-06,4.1,4.1,3.8,3.93,3.87860505666957,59400,0.0,1.0
2003-06-05,4.25,4.4,3.79,4.09,4.03651264167393,60600,0.0,1.0
2003-06-04,4.56,4.6,4.11,4.3,4.24376634699215,120200,0.0,1.0
2003-06-03,4.24,4.65,3.81,4.43,4.37206625980819,256500,0.0,1.0
2003-06-02,3.63,4.0,3.5,3.81,3.7601743679163,120200,0.0,1.0
2003-05-30,3.53,3.59,3.3,3.59,3.54305143853531,74100,0.0,1.0
2003-05-29,3.57,3.6,3.42,3.47,3.42462074978204,51500,0.0,1.0
2003-05-28,3.65,3.75,3.37,3.44,3.39501307759372,79700,0.0,1.0
2003-05-27,3.31,3.75,3.3,3.69,3.64174367916303,143000,0.0,1.0
2003-05-23,3.3,3.3,3.2,3.28,3.23710549258936,42200,0.0,1.0
2003-05-22,3.09,3.34,3.05,3.289,3.24598779424586,90900,0.0,1.0
2003-05-21,2.98,3.13,2.93,3.03,2.99037489102005,57100,0.0,1.0
2003-05-20,3.0,3.0,2.77,2.98,2.94102877070619,64700,0.0,1.0
2003-05-19,2.75,3.03,2.75,2.98,2.94102877070619,78800,0.0,1.0
2003-05-16,2.89,2.89,2.52,2.75,2.71403661726242,64000,0.0,1.0
2003-05-15,2.79,3.0,2.68,2.8,2.76338273757629,67200,0.0,1.0
2003-05-14,2.91,3.0,2.75,2.82,2.78312118570183,37000,0.0,1.0
2003-05-13,2.92,3.05,2.82,2.99,2.95089799476896,59100,0.0,1.0
2003-05-12,3.22,3.26,2.79,2.86,2.82259808195292,131600,0.0,1.0
2003-05-09,3.26,3.45,3.1,3.2,3.15815170008718,186900,0.0,1.0
2003-05-08,2.95,3.23,2.85,2.95,2.91142109851787,157900,0.0,1.0
2003-05-07,2.7,2.84,2.37,2.739,2.70318047079337,28600,0.0,1.0
2003-05-06,2.7,2.8,2.57,2.8,2.76338273757629,38200,0.0,1.0
2003-05-05,2.61,2.95,2.49,2.74,2.70416739319965,50200,0.0,1.0
2003-05-02,2.85,2.85,2.62,2.71,2.67455972101133,22200,0.0,1.0
2003-05-01,2.66,2.85,2.3,2.85,2.81272885789015,41500,0.0,1.0
2003-04-30,2.65,2.65,2.55,2.6,2.56599825632084,34700,0.0,1.0
2003-04-29,2.69,2.75,2.5,2.58,2.54625980819529,18000,0.0,1.0
2003-04-28,2.75,2.99,2.57,2.6,2.56599825632084,53900,0.0,1.0
2003-04-25,2.7,2.75,2.41,2.75,2.71403661726242,42000,0.0,1.0
2003-04-24,2.66,2.74,2.5,2.56,2.52652136006975,32900,0.0,1.0
2003-04-23,2.7,2.74,2.55,2.72,2.68442894507411,27500,0.0,1.0
2003-04-22,2.77,2.77,2.59,2.64,2.60547515257193,41700,0.0,1.0
2003-04-21,2.2,2.78,2.15,2.7,2.66469049694856,190800,0.0,1.0
2003-04-17,2.07,2.2,2.05,2.13,2.10214472537053,31100,0.0,1.0
2003-04-16,2.14,2.2,2.1,2.1,2.07253705318221,47800,0.0,1.0
2003-04-15,2.15,2.3,2.01,2.16,2.13175239755885,60700,0.0,1.0
2003-04-14,2.42,2.69,2.07,2.23,2.20083696599826,190800,0.0,1.0
2003-04-11,2.64,2.74,2.44,2.47,2.43769834350479,73100,0.0,1.0
2003-04-10,2.23,2.59,1.95,2.51,2.47717523975588,181000,0.0,1.0
2003-04-09,2.6,2.7,2.2,2.28,2.25018308631212,301300,0.0,1.0
2003-04-08,2.62,2.92,2.6,2.76,2.7239058413252,160100,0.0,1.0
2003-04-07,3.53,3.75,2.81,2.92,2.88181342632955,440500,0.0,1.0
2003-04-04,3.09,3.5,2.82,3.3,3.25684394071491,452400,0.0,1.0
2003-04-03,2.29,3.13,2.25,2.8,2.76338273757629,468900,0.0,1.0
2003-04-02,2.35,2.35,2.1,2.2,2.17122929380994,369400,0.0,1.0
2003-04-01,1.9,2.44,1.9,2.01,1.98371403661726,395800,0.0,1.0
2003-03-31,2.011,2.02,1.96,1.99,1.96397558849172,15200,0.0,1.0
2003-03-28,1.98,2.1,1.98,1.99,1.96397558849172,5900,0.0,1.0
2003-03-27,2.0,2.01,1.99,1.99,1.96397558849172,12200,0.0,1.0
2003-03-26,2.0,2.05,1.98,1.991,1.96496251089799,11800,0.0,1.0
2003-03-25,2.02,2.1,1.97,2.0,1.97384481255449,11800,0.0,1.0
2003-03-24,2.0,2.04,1.96,2.04,2.01332170880558,5200,0.0,1.0
2003-03-21,1.99,2.07,1.99,2.04,2.01332170880558,13600,0.0,1.0
2003-03-20,1.85,2.11,1.85,2.05,2.02319093286835,47300,0.0,1.0
2003-03-19,1.9,1.91,1.85,1.87,1.84554489973845,7800,0.0,1.0
2003-03-18,1.9,1.9,1.85,1.9,1.87515257192677,4100,0.0,1.0
2003-03-17,1.85,1.95,1.85,1.9,1.87515257192677,6300,0.0,1.0
2003-03-14,1.8,1.96,1.8,1.9,1.87515257192677,5600,0.0,1.0
2003-03-13,1.82,1.85,1.82,1.83,1.80606800348736,2600,0.0,1.0
2003-03-12,1.89,1.9,1.85,1.85,1.8258064516129,3900,0.0,1.0
2003-03-11,1.9,1.9,1.86,1.9,1.87515257192677,5400,0.0,1.0
2003-03-10,1.9,1.9,1.89,1.89,1.86528334786399,1800,0.0,1.0
2003-03-07,2.0,2.0,1.89,1.93,1.90476024411508,11300,0.0,1.0
2003-03-06,1.91,1.98,1.9,1.97,1.94423714036617,7200,0.0,1.0
2003-03-05,1.87,1.96,1.87,1.92,1.89489102005231,5300,0.0,1.0
2003-03-04,1.96,1.96,1.9,1.96,1.9343679163034,4900,0.0,1.0
