,HUBB_Open,HUBB_High,HUBB_Low,HUBB_Close,HUBB_Adj Close,HUBB_Volume,HUBB_Dividend Amount,HUBB_Split Coefficient
2024-05-20,392.82,401.105,391.805,397.77,395.320077276161,333212,0.0,1.0
2024-05-17,393.94,393.94,388.34,392.74,390.32105777067,380105,0.0,1.0
2024-05-16,402.82,402.82,389.22,391.33,388.919742163763,490337,0.0,1.0
2024-05-15,403.78,407.33,402.96,404.73,402.23720963366,340011,0.0,1.0
2024-05-14,399.82,401.6,395.56,401.04,398.569936875158,266355,0.0,1.0
2024-05-13,407.4,408.07,397.93,402.02,399.543900914001,311927,0.0,1.0
2024-05-10,411.42,412.52,405.14,407.27,404.761565407804,296011,0.0,1.0
2024-05-09,396.4,409.24,396.4,409.21,406.689616668371,526426,0.0,1.0
2024-05-08,397.79,399.51,394.85,396.37,393.928700077814,358497,0.0,1.0
2024-05-07,389.6,393.47,387.18,393.06,390.639086844578,460689,0.0,1.0
2024-05-06,383.48,388.07,382.83,388.0,385.610252113409,463387,0.0,1.0
2024-05-03,377.43,381.305,376.29,379.89,377.550202771554,433697,0.0,1.0
2024-05-02,374.03,377.04,367.2739,372.94,370.643008822615,645589,0.0,1.0
2024-05-01,367.72,385.02,365.89,373.3,371.000791530762,907625,0.0,1.0
2024-04-30,394.97,400.0,368.55,370.52,368.237913951186,1651005,0.0,1.0
2024-04-29,408.38,411.86,403.445,407.19,404.682058139327,540747,0.0,1.0
2024-04-26,403.56,410.37,403.56,407.53,405.019964030354,359603,0.0,1.0
2024-04-25,394.56,403.575,391.01,402.27,399.792361127992,349992,0.0,1.0
2024-04-24,399.94,408.0,395.26,398.55,396.095273143812,342032,0.0,1.0
2024-04-23,393.5,400.48,391.23,398.0,395.548660673033,255029,0.0,1.0
2024-04-22,391.18,393.68,387.075,390.56,388.154484704672,391009,0.0,1.0
2024-04-19,393.49,396.45,385.535,388.03,385.640067339088,354622,0.0,1.0
2024-04-18,395.76,397.94,390.915,392.28,389.863890976928,302604,0.0,1.0
2024-04-17,397.99,397.99,388.2,390.97,388.561959455617,396855,0.0,1.0
2024-04-16,399.45,399.84,391.14,396.28,393.839254400777,492112,0.0,1.0
2024-04-15,410.51,413.945,398.42,402.59,400.1103902019,370165,0.0,1.0
2024-04-12,401.88,406.0899,398.99,401.74,399.265625474332,405898,0.0,1.0
2024-04-11,406.23,409.35,403.46,406.23,403.727970917603,313163,0.0,1.0
2024-04-10,401.75,411.51,398.36,406.91,404.403782699658,392669,0.0,1.0
2024-04-09,417.14,420.92,402.18,409.17,406.649863034133,460783,0.0,1.0
2024-04-08,419.16,420.025,413.88,415.74,413.179397457806,363288,0.0,1.0
2024-04-05,416.44,423.57,416.295,417.08,414.511144204795,449636,0.0,1.0
2024-04-04,427.41,429.61,411.24,412.56,410.018983535845,369891,0.0,1.0
2024-04-03,415.21,426.72,411.33,424.4,421.78605927044,428601,0.0,1.0
2024-04-02,415.09,416.24,409.78,415.54,412.980629286613,348674,0.0,1.0
2024-04-01,415.62,418.4,413.925,416.8,414.232868765126,263613,0.0,1.0
2024-03-28,415.89,417.21,412.56,415.05,412.493647267191,291185,0.0,1.0
2024-03-27,414.75,415.79,409.401,413.86,411.310976648596,275160,0.0,1.0
2024-03-26,412.46,416.56,411.06,413.33,410.784240994936,472565,0.0,1.0
2024-03-25,415.62,419.645,412.76,413.12,410.575534415184,286150,0.0,1.0
2024-03-22,415.0,418.83,413.605,417.92,415.345970523804,418688,0.0,1.0
2024-03-21,409.4,416.06,407.09,415.0,412.443955224393,285984,0.0,1.0
2024-03-20,400.0,408.08,398.355,406.65,404.145384077107,388431,0.0,1.0
2024-03-19,397.0,398.11,390.47,396.71,394.266605968841,377464,0.0,1.0
2024-03-18,397.45,403.94,397.45,399.61,397.148744451132,299921,0.0,1.0
2024-03-15,397.32,402.77,394.47,395.15,392.71621423354,975258,0.0,1.0
2024-03-14,401.68,404.15,398.34,401.83,399.355071151369,630142,0.0,1.0
2024-03-13,397.81,400.0,393.2,399.53,397.069237182655,503916,0.0,1.0
2024-03-12,387.85,397.32,387.38,396.93,394.485250957153,538106,0.0,1.0
2024-03-11,390.11,390.42,379.23,387.43,385.04376282551,496071,0.0,1.0
2024-03-08,392.9,396.92,388.57,393.14,390.718594113055,428687,0.0,1.0
2024-03-07,390.01,393.37,389.42,392.96,390.539702758982,293829,0.0,1.0
2024-03-06,386.29,388.86,382.3475,387.92,385.530744844932,333014,0.0,1.0
2024-03-05,384.25,385.365,377.32,380.65,378.305521822085,450351,0.0,1.0
2024-03-04,386.83,392.98,386.83,387.74,385.351853490859,437271,0.0,1.0
2024-03-01,380.6,385.345,379.62,384.77,382.40014614865,396217,0.0,1.0
2024-02-29,375.36,382.58,374.435,380.67,378.325398639204,955066,0.0,1.0
2024-02-28,366.38,372.585,365.26,370.82,368.536066207975,383019,1.22,1.0
2024-02-27,369.97,371.06,364.735,367.49,364.028918854878,297275,0.0,1.0
2024-02-26,366.43,371.5,366.43,369.58,366.099234891795,391812,0.0,1.0
2024-02-23,366.3,368.5096,361.8501,365.79,362.34492973394,290084,0.0,1.0
2024-02-22,359.54,365.47,357.81,364.72,361.285007169585,675280,0.0,1.0
2024-02-21,354.36,355.26,351.76,354.15,350.814557164698,385839,0.0,1.0
2024-02-20,358.0,358.43,353.84,355.35,352.003255367713,341304,0.0,1.0
2024-02-16,358.42,363.455,358.3,358.88,355.500009248247,202289,0.0,1.0
2024-02-15,360.04,361.2068,355.3,358.69,355.311798699437,267445,0.0,1.0
2024-02-14,354.6,359.98,353.46,359.69,356.302380535282,327741,0.0,1.0
2024-02-13,353.25,354.995,347.726,352.62,349.298966955854,355761,0.0,1.0
2024-02-12,361.77,364.76,359.37,359.82,356.431156173942,295342,0.0,1.0
2024-02-09,357.86,363.36,357.5,363.01,359.59111223029,308943,0.0,1.0
2024-02-08,356.83,359.04,354.95,358.21,354.836319418231,308302,0.0,1.0
2024-02-07,352.01,358.115,349.68,355.13,351.785327363827,394010,0.0,1.0
2024-02-06,350.67,355.06,342.85,350.25,346.9512880049,478899,0.0,1.0
2024-02-05,352.63,356.38,348.72,350.99,347.684318563426,527652,0.0,1.0
2024-02-02,343.58,356.06,343.02,354.03,350.695687344397,793361,0.0,1.0
2024-02-01,336.3,344.4,334.22,343.71,340.472882798471,543689,0.0,1.0
2024-01-31,342.41,343.63,334.17,335.57,332.409546654688,676269,0.0,1.0
2024-01-30,333.3,347.28,329.245,344.31,341.067231899978,901540,0.0,1.0
2024-01-29,327.28,333.02,326.13,332.56,329.427895328793,857743,0.0,1.0
2024-01-26,333.85,335.435,328.77,328.98,325.881612356466,375676,0.0,1.0
2024-01-25,331.36,336.2,330.63,333.82,330.676028441958,464728,0.0,1.0
2024-01-24,332.82,333.46,327.51,328.16,325.069335251072,300919,0.0,1.0
2024-01-23,334.81,336.54,329.67,330.96,327.84296439144,277982,0.0,1.0
2024-01-22,330.81,336.83,330.81,334.76,331.607175367653,382256,0.0,1.0
2024-01-19,326.83,332.0,323.46,329.62,326.515584731407,492591,0.0,1.0
2024-01-18,322.87,326.397,322.275,325.69,322.622598116534,152434,0.0,1.0
2024-01-17,324.24,328.57,319.06,321.62,318.590930044643,210885,0.0,1.0
2024-01-16,326.26,327.83,324.17,326.42,323.345722856701,211468,0.0,1.0
2024-01-12,329.05,329.05,322.21,327.63,324.544326878074,201285,0.0,1.0
2024-01-11,325.25,327.96,319.39,327.69,324.603761788225,348873,0.0,1.0
2024-01-10,329.46,329.46,324.94,325.69,322.622598116534,384072,0.0,1.0
2024-01-09,320.92,329.3,319.03,327.75,324.663196698376,464796,0.0,1.0
2024-01-08,319.9,323.43,317.32,322.88,319.839063157808,295282,0.0,1.0
2024-01-05,320.09,320.09,315.375,318.16,315.163516892617,355841,0.0,1.0
2024-01-04,317.28,320.49,316.06,319.94,316.926752560422,373407,0.0,1.0
2024-01-03,324.08,324.125,316.76,316.84,313.855948869301,297020,0.0,1.0
2024-01-02,327.18,328.2,324.3901,325.92,322.850431938778,263162,0.0,1.0
2023-12-29,327.67,329.33,327.17,328.93,325.832083264674,189351,0.0,1.0
2023-12-28,324.68,329.74,322.63,328.1,325.009900340922,462994,0.0,1.0
2023-12-27,328.89,330.0,327.25,328.02,324.930653794054,222721,0.0,1.0
2023-12-26,326.38,329.63,326.35,328.89,325.79245999124,162968,0.0,1.0
2023-12-22,326.12,329.11,325.53,325.99,322.919772667288,155170,0.0,1.0
2023-12-21,323.32,326.19,322.105,324.55,321.49333482367,246129,0.0,1.0
2023-12-20,323.36,325.57,320.52,321.12,318.09563912672,526557,0.0,1.0
2023-12-19,326.13,328.12,321.543,323.69,320.641434444843,330411,0.0,1.0
2023-12-18,325.09,327.12,323.265,325.11,322.048060651744,355296,0.0,1.0
2023-12-15,326.35,328.42,324.025,325.43,322.365046839214,704934,0.0,1.0
2023-12-14,320.61,326.88,318.86,326.79,323.712238135964,666426,0.0,1.0
2023-12-13,319.07,320.09,311.38,314.92,311.954031744478,559812,0.0,1.0
2023-12-12,316.01,321.63,313.88,319.03,316.025323089803,429582,0.0,1.0
2023-12-11,309.03,315.31,306.915,314.87,311.904502652685,411934,0.0,1.0
2023-12-08,307.73,310.89,306.895,308.17,305.26760435252,335382,0.0,1.0
2023-12-07,303.73,306.62,303.06,306.25,303.365687227697,248241,0.0,1.0
2023-12-06,302.43,305.0,300.54,303.41,300.552434813895,303844,0.0,1.0
2023-12-05,302.14,303.1,295.9,299.82,296.99624602321,288229,0.0,1.0
2023-12-04,299.77,304.55,299.77,303.34,300.483094085386,337098,0.0,1.0
2023-12-01,299.22,305.0,299.22,303.48,300.621775542405,222601,0.0,1.0
2023-11-30,296.06,300.71,295.6027,300.0,297.174550753662,504168,0.0,1.0
2023-11-29,296.52,298.175,293.91,294.66,291.884843750247,241329,1.22,1.0
2023-11-28,299.95,300.765,294.38,294.92,290.937806268835,346486,0.0,1.0
2023-11-27,299.75,303.07,298.97,300.6,296.54111136719,272842,0.0,1.0
2023-11-24,300.87,302.74,299.805,300.53,296.472056550837,125624,0.0,1.0
2023-11-22,298.46,300.905,296.96,299.73,295.68285864966,560271,0.0,1.0
2023-11-21,298.59,301.0,297.18,297.43,293.413914683777,447772,0.0,1.0
2023-11-20,300.86,302.6,297.27,300.75,296.689085973661,582895,0.0,1.0
2023-11-17,296.97,301.76,293.15,300.86,296.797600685073,682353,0.0,1.0
2023-11-16,290.69,293.83,287.06,289.59,285.679775252244,516122,0.0,1.0
2023-11-15,296.56,296.865,288.27,289.41,285.502205724479,655723,0.0,1.0
2023-11-14,294.99,300.13,294.13,295.54,291.549434642247,492512,0.0,1.0
2023-11-13,289.22,291.1331,286.49,290.79,286.863572104009,700242,0.0,1.0
2023-11-10,287.11,289.71,283.41,289.52,285.610720435891,499034,0.0,1.0
2023-11-09,284.2,290.124,281.45,285.01,281.161617268007,560289,0.0,1.0
2023-11-08,280.88,285.85,278.62,281.44,277.639821634005,419247,0.0,1.0
2023-11-07,277.68,279.11,274.42,278.63,274.867764006122,407383,0.0,1.0
2023-11-06,282.35,283.29,275.39,278.25,274.492895003063,591005,0.0,1.0
2023-11-03,283.01,287.46,281.65,281.84,278.034420584594,492222,0.0,1.0
2023-11-02,280.29,281.94,274.97,280.71,276.919678549181,798994,0.0,1.0
2023-11-01,274.74,282.9,272.36,279.1,275.331417773063,1294996,0.0,1.0
2023-10-31,265.2,271.71,248.37,270.1,266.452941384824,2083450,0.0,1.0
2023-10-30,283.27,284.75,280.38,283.33,279.504301675535,553615,0.0,1.0
2023-10-27,281.47,283.63,278.13,281.02,277.225492735887,486544,0.0,1.0
2023-10-26,282.19,286.23,281.58,281.85,278.044285558358,550269,0.0,1.0
2023-10-25,284.38,284.47,278.75,279.89,276.110750700475,684310,0.0,1.0
2023-10-24,283.52,284.815,280.92,282.26,278.448749482711,418394,0.0,1.0
2023-10-23,280.38,283.795,279.665,280.38,276.594134414946,523507,0.0,1.0
2023-10-20,284.01,284.19,277.76,279.87,276.091020752946,825502,0.0,1.0
2023-10-19,290.68,295.12,283.98,285.0,281.151752294242,817007,0.0,1.0
2023-10-18,298.63,298.63,287.565,289.93,286.015184360244,653318,0.0,1.0
2023-10-17,301.7,304.73,298.75,299.65,295.603938859543,11191392,0.0,1.0
2023-10-16,298.75,308.06,298.42,304.03,299.924797368486,859208,0.0,1.0
2023-10-13,309.52,311.14,294.045,294.79,290.809561609893,624858,0.0,1.0
2023-10-12,310.98,317.75,306.77,309.5,305.320938017782,447361,0.0,1.0
2023-10-11,309.61,311.25,305.65,310.63,306.435680053194,289327,0.0,1.0
2023-10-10,309.37,310.35,305.2,307.78,303.624162530252,358978,0.0,1.0
2023-10-09,308.9,311.155,304.51,308.44,304.275250798723,189065,0.0,1.0
2023-10-06,298.56,309.57,294.39,309.19,305.015123831076,786098,0.0,1.0
2023-10-05,307.14,308.0,298.41,299.19,295.150150066366,666921,0.0,1.0
2023-10-04,305.35,310.92,304.065,307.07,302.923749392958,371972,0.0,1.0
2023-10-03,309.09,310.65,301.66,305.44,301.31575866931,470199,0.0,1.0
2023-10-02,313.33,315.57,305.9533,309.26,305.084178647429,545893,0.0,1.0
2023-09-29,319.5,320.46,313.35,313.41,309.178142759784,345348,0.0,1.0
2023-09-28,316.2,322.3,314.85,317.91,313.617380953904,281241,0.0,1.0
2023-09-27,311.46,318.7,308.92,316.11,311.841685676256,393855,0.0,1.0
2023-09-26,311.01,313.3231,308.37,308.9,304.7290395919,360294,0.0,1.0
2023-09-25,305.46,314.18,305.27,313.07,308.842733651784,264124,0.0,1.0
2023-09-22,304.01,308.52,303.69,305.84,301.710357619898,224050,0.0,1.0
2023-09-21,308.72,308.72,302.77,304.46,300.348991240368,250105,0.0,1.0
2023-09-20,315.82,318.36,309.52,310.49,306.297570420489,386684,0.0,1.0
2023-09-19,318.78,319.535,311.05,314.38,310.135045214961,307641,0.0,1.0
2023-09-18,316.11,324.53,316.11,320.19,315.866594972257,315904,0.0,1.0
2023-09-15,316.98,319.15,314.29,315.85,311.585196358373,952197,0.0,1.0
2023-09-14,317.06,320.43,312.36,319.57,315.254966598845,422090,0.0,1.0
2023-09-13,317.82,322.21,312.03,315.54,311.279382171667,455060,0.0,1.0
2023-09-12,325.13,331.67,317.725,318.93,314.623608277904,365336,0.0,1.0
2023-09-11,327.38,328.85,324.68,326.45,322.042068548966,358640,0.0,1.0
2023-09-08,324.54,331.53,322.1,327.57,323.146945610614,417109,0.0,1.0
2023-09-07,316.21,327.165,311.24,325.02,320.631377300612,468893,0.0,1.0
2023-09-06,313.78,318.32,312.64,316.92,312.640748551197,489446,0.0,1.0
2023-09-05,327.27,327.675,311.305,313.74,309.503686894019,813122,0.0,1.0
2023-09-01,327.03,329.6,326.78,328.53,324.093983092026,413263,0.0,1.0
2023-08-31,326.73,328.76,325.19,326.05,321.647469598378,266137,0.0,1.0
2023-08-30,329.15,331.81,325.75,326.76,322.347882735672,341496,1.12,1.0
2023-08-29,324.13,328.955,323.94,327.37,321.84648765151,394244,0.0,1.0
2023-08-28,323.15,330.33,323.15,325.99,320.489771541423,520993,0.0,1.0
2023-08-25,317.2,325.29,315.04,323.46,318.002458672931,826860,0.0,1.0
2023-08-24,317.09,321.67,315.49,316.44,311.100902808577,389077,0.0,1.0
2023-08-23,308.06,319.07,305.8,317.59,312.231499566982,384060,0.0,1.0
2023-08-22,308.01,310.3256,305.2,307.18,301.997141084372,212162,0.0,1.0
2023-08-21,305.08,308.07,303.285,307.32,302.134778950612,251862,0.0,1.0
2023-08-18,300.61,303.57,300.08,303.53,298.408725285954,392053,0.0,1.0
2023-08-17,306.44,308.63,300.28,300.61,295.53799264722,312513,0.0,1.0
2023-08-16,306.92,310.155,305.895,306.52,301.348276857808,226260,0.0,1.0
2023-08-15,309.33,311.3499,306.13,306.7,301.525239828689,353472,0.0,1.0
2023-08-14,307.23,311.665,306.63,310.43,305.192305836387,409898,0.0,1.0
2023-08-11,306.5,309.79,306.0,306.96,301.78085300885,504131,0.0,1.0
2023-08-10,305.53,307.635,299.8,302.37,297.268297251388,387710,0.0,1.0
2023-08-09,314.46,314.46,305.435,305.8,300.640424974285,301911,0.0,1.0
2023-08-08,308.65,314.44,305.595,314.15,308.849540567925,516665,0.0,1.0
2023-08-07,304.29,309.8,303.14,309.73,304.504116505184,368103,0.0,1.0
2023-08-04,308.67,309.33,303.25,304.23,299.096914617157,329115,0.0,1.0
2023-08-03,311.35,311.35,303.67,306.58,301.407264514769,565596,0.0,1.0
2023-08-02,314.44,315.275,311.895,313.19,307.905738056561,450024,0.0,1.0
2023-08-01,311.2,320.39,310.5,315.7,310.373388372733,627444,0.0,1.0
2023-07-31,311.96,312.22,308.165,312.0,306.735816193515,408282,0.0,1.0
2023-07-28,309.72,311.74,306.98,309.98,304.749898409185,429461,0.0,1.0
2023-07-27,311.41,311.41,307.515,308.47,303.265375709018,613855,0.0,1.0
2023-07-26,321.36,321.85,305.32,310.0,304.769560961505,1141395,0.0,1.0
2023-07-25,330.0,337.96,313.06,318.52,313.145808249867,1231317,0.0,1.0
2023-07-24,333.71,336.62,332.02,333.78,328.148335670101,542626,0.0,1.0
2023-07-21,337.28,340.06,333.72,333.74,328.109010565461,383350,0.0,1.0
2023-07-20,338.7,339.56,334.975,337.81,332.1103399626,334488,0.0,1.0
2023-07-19,335.0,337.95,332.2,337.32,331.628607430758,279906,0.0,1.0
2023-07-18,331.61,337.59,331.61,337.31,331.618776154598,299458,0.0,1.0
2023-07-17,329.56,333.74,327.68,331.96,326.359043408972,290767,0.0,1.0
2023-07-14,333.59,335.52,327.24,330.0,324.432113281602,532170,0.0,1.0
2023-07-13,332.28,333.605,328.48,333.07,327.450315062737,233780,0.0,1.0
2023-07-12,335.17,335.92,330.41,331.59,325.99528619105,336824,0.0,1.0
2023-07-11,335.0,337.23,332.8,332.87,327.253689539536,357677,0.0,1.0
2023-07-10,328.34,335.55,327.11,335.43,329.770496236509,219689,0.0,1.0
2023-07-07,324.83,331.41,323.84,327.8,322.269232526392,384861,0.0,1.0
2023-07-06,325.83,330.16,325.48,326.37,320.863360035505,367795,0.0,1.0
2023-07-05,327.07,330.97,326.48,327.65,322.121763383991,379361,0.0,1.0
2023-07-03,329.97,331.49,327.702,328.99,323.439154389438,119508,0.0,1.0
2023-06-30,329.26,332.76,326.96,331.56,325.96579236257,294008,0.0,1.0
2023-06-29,322.35,327.59,320.64,327.21,321.689187232949,339207,0.0,1.0
2023-06-28,323.7,325.76,319.83,321.82,316.390129382683,697247,0.0,1.0
2023-06-27,317.22,325.32,317.22,323.32,317.86482080669,363166,0.0,1.0
2023-06-26,320.03,324.42,318.97,319.45,314.060116932751,306372,0.0,1.0
2023-06-23,318.76,321.57,315.805,317.07,311.72027320666,1059850,0.0,1.0
2023-06-22,322.02,323.885,319.76,321.43,316.006709612441,277468,0.0,1.0
2023-06-21,321.15,326.62,320.11,322.77,317.324100617887,295673,0.0,1.0
2023-06-20,319.33,322.14,315.72,321.06,315.642952394519,352096,0.0,1.0
2023-06-16,322.07,322.89,316.95,320.38,314.974425615636,828264,0.0,1.0
2023-06-15,314.46,321.82,313.35,321.02,315.603627289879,472132,0.0,1.0
2023-06-14,316.0,316.5653,312.49,315.45,310.127606468732,281582,0.0,1.0
2023-06-13,309.59,316.36,309.59,315.54,310.216087954172,254929,0.0,1.0
2023-06-12,306.87,311.69,305.8733,310.7,305.457750292709,378874,0.0,1.0
2023-06-09,306.12,307.04,302.37,306.86,301.68254024725,294245,0.0,1.0
2023-06-08,303.23,306.625,302.39,305.66,300.502787108044,325057,0.0,1.0
2023-06-07,296.43,305.48,296.43,304.5,299.362359073479,413543,0.0,1.0
2023-06-06,293.32,297.46,292.13,296.17,291.172906032158,206829,0.0,1.0
2023-06-05,293.54,294.87,291.06,294.24,289.275469733269,382680,0.0,1.0
