,ALGT_Open,ALGT_High,ALGT_Low,ALGT_Close,ALGT_Adj Close,ALGT_Volume,ALGT_Dividend Amount,ALGT_Split Coefficient
2011-02-08,40.16,41.29,40.16,41.07,33.855275985916,369900,0.0,1.0
2011-02-07,41.3,41.559,40.0,40.01,32.981485079048,555200,0.0,1.0
2011-02-04,41.43,41.55,40.98,41.3,34.0448721260855,488500,0.0,1.0
2011-02-03,42.25,42.55,41.38,41.44,34.1602784722756,494300,0.0,1.0
2011-02-02,42.87,42.87,42.11,42.23,34.8114999972056,368800,0.0,1.0
2011-02-01,46.18,46.18,42.04,42.87,35.3390718655033,879300,0.0,1.0
2011-01-31,47.75,47.75,46.24,46.54,38.3643667977729,190900,0.0,1.0
2011-01-28,49.75,49.83,47.07,47.24,38.9413985287235,263900,0.0,1.0
2011-01-27,48.18,49.95,48.1,49.86,41.1011458645671,134600,0.0,1.0
2011-01-26,46.49,48.24,46.11,48.14,39.6832964685171,184300,0.0,1.0
2011-01-25,47.36,47.36,46.14,46.18,38.0676076218554,169600,0.0,1.0
2011-01-24,47.83,48.59,47.3,47.43,39.0980214271243,158800,0.0,1.0
2011-01-21,47.48,47.97,47.04,47.91,39.4937003283476,127300,0.0,1.0
2011-01-20,47.39,47.45,46.18,47.13,38.8507221138598,92500,0.0,1.0
2011-01-19,47.33,47.86,47.08,47.54,39.188697841988,117000,0.0,1.0
2011-01-18,48.28,48.28,47.02,47.27,38.9661284600499,106100,0.0,1.0
2011-01-14,48.15,48.63,47.82,48.45,39.9388390922238,112300,0.0,1.0
2011-01-13,47.99,48.2,47.76,48.03,39.5926200536534,99000,0.0,1.0
2011-01-12,47.0,47.95,47.0,47.92,39.5019436387898,111300,0.0,1.0
2011-01-11,49.45,49.45,46.55,46.97,38.7188291467854,336700,0.0,1.0
2011-01-10,50.32,50.39,49.18,49.47,40.7796567573232,162000,0.0,1.0
2011-01-07,50.71,51.352,50.04,50.57,41.6864209059599,83700,0.0,1.0
2011-01-06,51.75,52.24,50.45,50.57,41.6864209059599,90400,0.0,1.0
2011-01-05,51.37,52.35,50.92,51.75,42.6591315381338,324300,0.0,1.0
2011-01-04,51.14,51.49,50.01,51.25,42.2469660160262,169800,0.0,1.0
2011-01-03,49.63,51.12,49.63,50.84,41.908990287898,176300,0.0,1.0
2010-12-31,49.83,50.24,49.2,49.24,40.5900606171538,159900,0.0,1.0
2010-12-30,49.33,50.03,49.32,49.96,41.1835789689887,75800,0.0,1.0
2010-12-29,49.48,49.48,49.1,49.27,40.6147905484802,130100,0.0,1.0
2010-12-28,49.58,49.64,49.245,49.32,40.656007100691,188200,0.0,1.0
2010-12-27,49.34,49.5,48.789,49.45,40.7631701364389,131600,0.0,1.0
2010-12-23,49.59,49.59,49.2,49.34,40.6724937215753,103600,0.0,1.0
2010-12-22,49.3,50.0,49.25,49.69,40.9610095870506,156500,0.0,1.0
2010-12-21,48.9,49.46,48.831,49.18,40.5406007545008,167600,0.0,1.0
2010-12-20,48.76,49.09,48.22,48.69,40.1366785428354,146000,0.0,1.0
2010-12-17,48.4,48.62,47.9,48.55,40.0212721966453,270200,0.0,1.0
2010-12-16,48.4,48.63,47.51,48.43,39.9223524713395,171000,0.0,1.0
2010-12-15,50.13,50.47,47.94,48.36,39.8646492982444,204800,0.0,1.0
2010-12-14,50.76,51.2,50.22,50.4,41.5462846284433,151700,0.0,1.0
2010-12-13,52.88,52.95,50.58,50.67,41.7688540103814,161300,0.0,1.0
2010-12-10,52.38,52.58,51.95,52.58,43.3433263048323,276700,0.0,1.0
2010-12-09,52.76,52.76,51.57,52.07,42.9229174722826,200700,0.0,1.0
2010-12-08,52.14,52.64,52.03,52.36,43.161973475105,241100,0.0,1.0
2010-12-07,51.4,52.94,51.4,52.135,42.9764989901566,421600,0.0,1.0
2010-12-06,50.41,51.18,50.38,51.05,42.0820998071832,172400,0.0,1.0
2010-12-03,49.83,50.81,49.715,50.31,41.472094834464,174200,0.0,1.0
2010-12-02,50.25,50.58,49.57,50.08,41.2824986942945,113100,0.0,1.0
2010-12-01,50.79,52.05,50.2,50.27,41.4391215926954,506000,0.0,1.0
2010-11-30,49.73,50.33,49.61,49.93,41.1588490376622,145700,0.0,1.0
2010-11-29,50.03,50.46,49.07,50.06,41.2660120734102,146400,0.0,1.0
2010-11-26,50.0,50.5,49.73,50.02,41.2330388316416,42600,0.0,1.0
2010-11-24,49.25,50.74,49.18,50.25,41.422634971811,306500,0.0,1.0
2010-11-23,49.22,49.48,48.92,49.24,40.5900606171538,227700,0.0,1.0
2010-11-22,48.49,49.58,48.15,49.55,40.8456032408604,306800,0.0,1.0
2010-11-19,48.3,48.615,47.98,48.51,39.9882989548767,592300,0.0,1.0
2010-11-18,48.0,48.69,47.78,48.36,39.8646492982444,285000,0.0,1.0
2010-11-17,46.25,47.39,45.59,47.36,39.0403182540293,196300,0.0,1.0
2010-11-16,45.55,46.946,44.78,45.96,37.8862547921281,603200,0.0,1.0
2010-11-15,47.7,48.0,46.54,46.57,38.3890967290993,101600,0.0,1.0
2010-11-12,47.48,48.09,47.4,47.44,39.1062647375665,184100,0.0,1.0
2010-11-11,47.73,48.12,47.09,47.62,39.2546443255252,147400,0.0,1.0
2010-11-10,49.06,49.3599,47.7,47.99,39.5596468118848,219500,0.0,1.0
2010-11-09,48.77,49.22,48.48,48.77,40.2026250263726,122400,0.0,1.0
2010-11-08,49.04,49.06,47.68,48.75,40.1861384054883,229900,0.0,1.0
2010-11-05,48.99,49.45,48.89,49.19,40.548844064943,132600,0.0,1.0
2010-11-04,49.0,49.49,48.83,49.03,40.4169510978686,302900,0.0,1.0
2010-11-03,47.5,48.79,47.5,48.76,40.1943817159305,250500,0.0,1.0
2010-11-02,47.87,47.87,47.03,47.66,39.2876175672938,200300,0.0,1.0
2010-11-01,47.35,47.4599,46.5,47.39,39.0650481853557,237700,0.0,1.0
2010-10-29,46.69,47.88,46.49,47.11,38.8342354929755,498200,0.0,1.0
2010-10-28,43.89,47.92,43.81,46.71,38.5045030752894,651500,0.0,1.0
2010-10-27,43.13,43.52,42.466,43.35,35.7347507667265,128800,0.0,1.0
2010-10-26,42.25,43.68,42.14,43.43,35.8006972502638,244300,0.0,1.0
2010-10-25,41.81,43.16,41.77,42.52,35.050556000028,99600,0.0,1.0
2010-10-22,41.37,41.78,41.29,41.68,34.3581179228873,52800,0.0,1.0
2010-10-21,41.5,41.7,41.1,41.34,34.0778453678541,159500,0.0,1.0
2010-10-20,41.29,41.7,41.03,41.49,34.2014950244864,187600,0.0,1.0
2010-10-19,40.69,41.35,40.15,41.07,33.855275985916,200200,0.0,1.0
2010-10-18,41.4,41.4,40.95,41.21,33.9706823321061,132000,0.0,1.0
2010-10-15,41.2,41.54,40.84,41.23,33.9871689529904,549700,0.0,1.0
2010-10-14,40.5,40.85,40.16,40.81,33.6409499144201,534900,0.0,1.0
2010-10-13,39.61,40.63,39.17,40.5,33.3854072907134,590500,0.0,1.0
2010-10-12,38.81,39.56,38.12,39.4,32.4786431420767,261600,0.0,1.0
2010-10-11,39.64,39.7,39.0,39.04,32.1818839661593,175600,0.0,1.0
2010-10-08,41.82,41.98,39.64,39.78,32.7918889388785,339800,0.0,1.0
2010-10-07,42.26,42.27,41.5,41.7,34.3746045437716,162700,0.0,1.0
2010-10-06,42.08,42.3495,41.35,41.95,34.5806873048253,187200,0.0,1.0
2010-10-05,41.78,42.13,41.3,42.1,34.7043369614576,175000,0.0,1.0
2010-10-04,43.25,43.33,41.31,41.59,34.2839281289079,189700,0.0,1.0
2010-10-01,42.78,43.26,41.87,43.23,35.6358310414207,159100,0.0,1.0
2010-09-30,42.88,43.0,41.85,42.32,34.8856897911849,188600,0.0,1.0
2010-09-29,42.72,43.11,42.45,42.75,35.2401521401975,138100,0.0,1.0
2010-09-28,42.96,43.2,42.44,43.0,35.4462349012512,223400,0.0,1.0
2010-09-27,42.18,43.93,42.18,43.0,35.4462349012512,410400,0.0,1.0
2010-09-24,41.86,42.06,41.54,41.92,34.5559573734989,259200,0.0,1.0
2010-09-23,41.66,42.49,41.12,41.29,34.0366288156433,113100,0.0,1.0
2010-09-22,42.66,42.96,41.58,41.98,34.6054172361518,112900,0.0,1.0
2010-09-21,42.1,43.33,42.1,42.85,35.322585244619,108000,0.0,1.0
2010-09-20,41.56,42.19,41.56,42.19,34.778526755437,164500,0.0,1.0
2010-09-17,41.76,42.03,41.215,41.57,34.2674415080236,179600,0.0,1.0
2010-09-16,40.99,41.37,40.35,41.32,34.0613587469698,118100,0.0,1.0
2010-09-15,41.93,42.22,40.75,41.04,33.8305460545896,184500,0.0,1.0
2010-09-14,41.04,42.22,40.72,41.94,34.5724439943832,399400,0.0,1.0
2010-09-13,39.48,41.19,39.12,41.0,33.797572812821,443600,0.0,1.0
2010-09-10,38.96,39.18,38.86,39.02,32.165397345275,250300,0.0,1.0
2010-09-09,38.74,39.31,38.49,39.04,32.1818839661593,202300,0.0,1.0
2010-09-08,37.47,38.73,37.0501,38.42,31.6707987187459,142900,0.0,1.0
2010-09-07,38.6,38.74,37.49,37.51,30.9206574685101,166800,0.0,1.0
2010-09-03,38.5,39.85,38.41,38.8,31.9840445155476,193400,0.0,1.0
2010-09-02,38.39,39.04,38.01,38.08,31.3905261637127,308600,0.0,1.0
2010-09-01,38.09,38.66,37.6,38.57,31.7944483753782,304700,0.0,1.0
2010-08-31,38.32,38.61,37.58,37.63,31.0195771938159,216700,0.0,1.0
2010-08-30,38.95,39.56,38.31,38.32,31.5883656143244,111700,0.0,1.0
2010-08-27,38.93,39.22,38.0,39.16,32.2808036914651,119200,0.0,1.0
2010-08-26,38.13,38.75,37.72,38.52,31.7532318231674,170500,0.0,1.0
2010-08-25,37.64,38.08,37.08,37.92,31.2586331966383,168600,0.0,1.0
2010-08-24,38.66,39.33,37.8,38.03,31.349309611502,278700,0.0,1.0
2010-08-23,41.13,41.54,38.79,38.83,32.0087744468741,386900,0.0,1.0
2010-08-20,40.38,40.99,39.76,40.91,33.7233830188416,150400,0.0,1.0
2010-08-19,42.36,42.57,40.46,40.47,33.3606773593869,229700,0.0,1.0
2010-08-18,42.49,42.76,41.91,42.37,34.9269063433957,104200,0.0,1.0
2010-08-17,41.83,42.55,41.38,42.4,34.9516362747222,206500,0.0,1.0
2010-08-16,42.33,42.35,41.31,41.75,34.4158210959823,201800,0.0,1.0
2010-08-13,41.66,42.97,41.33,42.45,34.9928528269329,240000,0.0,1.0
2010-08-12,41.41,43.02,41.08,42.04,34.6548770988047,299900,0.0,1.0
2010-08-11,42.72,43.29,41.87,41.95,34.5806873048253,267600,0.0,1.0
2010-08-10,42.15,44.255,42.15,43.5,35.8584004233588,421900,0.0,1.0
2010-08-09,40.88,42.8,40.1,42.69,35.1906922775445,408100,0.0,1.0
2010-08-06,40.77,40.95,39.76,40.67,33.52554356823,481900,0.0,1.0
2010-08-05,42.42,43.36,40.8,40.83,33.6574365353044,460200,0.0,1.0
2010-08-04,44.0,44.01,42.44,42.72,35.215422208871,188900,0.0,1.0
2010-08-03,44.92,45.25,43.69,43.94,36.2211060828135,342100,0.0,1.0
2010-08-02,44.87,45.88,44.81,45.25,37.3009797507353,378500,0.0,1.0
2010-07-30,43.11,44.48,43.1,44.39,36.5920550527103,118600,0.0,1.0
2010-07-29,44.17,44.46,43.12,43.62,35.9573201486646,91700,0.0,1.0
2010-07-28,44.08,44.36,43.5,43.88,36.1716462201606,206000,0.0,1.0
2010-07-27,45.03,45.43,43.83,44.22,36.4519187751937,242500,0.0,1.0
2010-07-26,44.09,44.94,43.91,44.8,36.9300307808385,387100,0.0,1.0
2010-07-23,43.12,44.13,42.74,43.83,36.1304296679498,399800,0.0,1.0
2010-07-22,42.9,44.79,42.73,43.28,35.6770475936315,622700,0.0,1.0
2010-07-21,45.75,46.07,42.87,43.58,35.924346906896,569800,0.0,1.0
2010-07-20,44.87,46.37,44.04,46.155,38.04699934575,166100,0.0,1.0
2010-07-19,45.5,45.75,43.63,45.28,37.3257096820618,133000,0.0,1.0
2010-07-16,45.63,45.93,45.36,45.58,37.5730089953263,270900,0.0,1.0
2010-07-15,46.11,46.23,45.09,45.98,37.9027414130124,100700,0.0,1.0
2010-07-14,44.9,46.31,44.84,46.11,38.0099044487603,224300,0.0,1.0
2010-07-13,44.36,45.04,44.01,44.9,37.01246388526,178200,0.0,1.0
2010-07-12,44.66,45.21,43.905,44.04,36.303539187235,117600,0.0,1.0
2010-07-09,43.8,45.07,43.6,44.98,37.0784103687972,129000,0.0,1.0
2010-07-08,45.12,45.4,43.33,43.83,36.1304296679498,199400,0.0,1.0
2010-07-07,42.87,45.15,42.87,44.98,37.0784103687972,340000,0.0,1.0
2010-07-06,43.59,44.369,42.11,42.56,35.0835292417966,288100,0.0,1.0
2010-07-02,43.38,43.55,42.21,43.21,35.6193444205364,462400,0.0,1.0
2010-07-01,43.13,44.97,42.07,43.29,35.6852909040736,407400,0.0,1.0
2010-06-30,42.31,44.03,42.31,42.69,35.1906922775445,261300,0.0,1.0
2010-06-29,42.43,43.29,42.04,42.22,34.8032566867634,271200,0.0,1.0
2010-06-28,42.91,43.47,42.42,43.0,35.4462349012512,213700,0.0,1.0
2010-06-25,43.22,43.89,42.76,43.07,35.5039380743463,247200,0.0,1.0
2010-06-24,43.6,44.46,43.18,43.19,35.6028577996521,134000,0.0,1.0
2010-06-23,44.05,44.96,43.71,43.77,36.0809698052969,148600,0.0,1.0
2010-06-22,44.77,45.61,44.07,44.1,36.3529990498879,187500,0.0,1.0
2010-06-21,46.29,46.3,44.7,44.76,36.8970575390699,214900,0.0,1.0
2010-06-18,46.01,46.42,45.74,45.79,37.7461185146115,264800,0.0,1.0
2010-06-17,47.55,47.61,46.16,46.23,38.1088241740662,309800,0.0,1.0
2010-06-16,48.2,48.83,47.53,47.65,39.2793742568517,283600,0.0,1.0
2010-06-15,50.19,50.73,48.06,48.64,40.0954619906247,449600,0.0,1.0
2010-06-14,50.57,51.58,49.73,49.91,41.1423624167779,167000,0.0,1.0
2010-06-11,49.13,50.49,48.84,50.32,41.4803381449061,149500,0.0,1.0
2010-06-10,48.47,49.94,48.33,49.36,40.6889803424596,591200,0.0,1.0
2010-06-09,48.1,48.6525,47.53,47.73,39.3453207403889,322100,0.0,1.0
2010-06-08,48.35,49.02,47.26,47.66,39.2876175672938,383800,0.0,1.0
2010-06-07,50.01,50.41,48.15,48.37,39.8728926086866,390900,0.0,1.0
2010-06-04,53.36,53.36,49.91,50.0,41.2165522107573,500300,0.0,1.0
2010-06-03,54.99,55.32,53.99,54.1,44.5963094920394,386700,0.0,1.0
2010-06-02,53.2,54.54,52.83,54.4325,44.8703995642409,182300,0.0,1.0
2010-06-01,55.15,55.15,52.81,52.83,43.5494090658861,241000,0.0,1.0
2010-05-28,55.68,56.12,54.66,55.29,45.5772634346554,173400,0.0,1.0
2010-05-27,55.94,56.17,55.13,55.63,45.8575359896885,133000,0.0,1.0
2010-05-26,53.49,56.28,52.87,55.01,45.3464507422751,468700,0.0,1.0
2010-05-25,49.7,53.45,48.75,53.165,43.8255599656982,431000,0.0,1.0
2010-05-24,51.77,52.03,50.21,50.46,41.5957444910962,227800,0.0,1.0
2010-05-21,50.0,53.855,49.63,51.89,42.7745378843239,433500,0.0,1.0
2010-05-20,49.86,51.54,49.51,50.5,41.6287177328648,295600,0.0,1.0
2010-05-19,50.7,51.04,49.59,50.69,41.7853406312657,248400,0.0,1.0
2010-05-18,52.74,52.74,50.77,51.15,42.1645329116047,153400,0.0,1.0
2010-05-17,51.28,52.57,50.63,52.48,43.2608932004108,191000,0.0,1.0
2010-05-14,51.36,51.9,50.4601,51.1,42.1233163593939,121300,0.0,1.0
2010-05-13,52.58,53.29,51.37,51.63,42.560211812828,114600,0.0,1.0
2010-05-12,50.33,52.81,50.33,52.52,43.2938664421794,177100,0.75,1.0
2010-05-11,51.17,51.73,50.2,51.18,41.5952709688519,183300,0.0,1.0
2010-05-10,50.68,51.96,50.68,51.67,41.993506271211,165600,0.0,1.0
2010-05-07,49.69,51.5,48.28,49.38,40.1323657765125,249700,0.0,1.0
2010-05-06,50.95,51.96,47.84,50.14,40.7500368577225,246800,0.0,1.0
2010-05-05,49.91,52.55,49.8601,51.02,41.4652349517551,332200,0.0,1.0
2010-05-04,51.5,51.97,49.96,50.34,40.9125818790935,446200,0.0,1.0
2010-05-03,51.48,52.6099,51.48,52.04,42.2942145607475,384000,0.0,1.0
2010-04-30,51.9,53.22,51.43,51.43,41.7984522455658,242700,0.0,1.0
2010-04-29,51.83,52.25,51.45,52.16,42.3917415735701,213000,0.0,1.0
2010-04-28,51.77,52.21,50.9,51.62,41.9528700158683,244300,0.0,1.0
2010-04-27,52.64,53.71,51.47,51.51,41.8634702541142,316900,0.0,1.0
2010-04-26,53.54,53.9,52.47,52.62,42.7655951227235,194100,0.0,1.0
2010-04-23,52.95,54.64,52.65,53.77,43.7002289956071,423800,0.0,1.0
2010-04-22,50.57,51.72,49.5,51.44,41.8065794966343,441800,0.0,1.0
2010-04-21,51.67,52.52,50.61,51.05,41.4896167049608,671200,0.0,1.0
2010-04-20,56.38,56.9,50.39,50.85,41.3270716835897,1706200,0.0,1.0
2010-04-19,56.24,56.95,54.95,56.17,45.6507692520597,190300,0.0,1.0
2010-04-16,57.3,57.83,55.67,56.56,45.9677320437332,290500,0.0,1.0
2010-04-15,56.7,57.63,56.648,57.21,46.4960033631891,359400,0.0,1.0
2010-04-14,55.7,56.64,55.66,56.42,45.8539505287735,573700,0.0,1.0
2010-04-13,55.75,56.05,54.37,55.27,44.9193166558899,616900,0.0,1.0
2010-04-12,54.16,56.32,54.16,55.66,45.2362794475635,387400,0.0,1.0
2010-04-09,55.05,55.32,53.03,53.73,43.6677199913328,313900,0.0,1.0
2010-04-08,54.98,56.42,54.885,55.2,44.8624258984101,138000,0.0,1.0
2010-04-07,53.88,55.4,53.11,54.95,44.6592446216963,192500,0.0,1.0
2010-04-06,55.0,55.23,53.8,54.2,44.0497007915548,538000,0.0,1.0
2010-04-05,56.69,57.03,54.89,55.21,44.8705531494786,356700,0.0,1.0
2010-04-01,57.96,58.12,56.12,56.4,45.8376960266364,201000,0.0,1.0
2010-03-31,58.32,58.92,57.75,57.86,47.024274682645,151300,0.0,1.0
2010-03-30,57.9,58.64,57.08,58.25,47.3412374743186,221200,0.0,1.0
2010-03-29,56.63,58.75,56.63,57.89,47.0486564358507,370300,0.0,1.0
2010-03-26,57.19,59.0,56.48,56.57,45.9758592948018,159500,0.0,1.0
2010-03-25,58.24,59.04,56.96,56.98,46.3090765886124,289200,0.0,1.0
2010-03-24,57.31,58.21,57.31,58.06,47.1868197040161,773900,0.0,1.0
2010-03-23,55.58,58.03,55.58,57.74,46.9267476698224,370500,0.0,1.0
2010-03-22,54.46,56.55,54.43,55.56,45.155006936878,298100,0.0,1.0
2010-03-19,54.75,54.95,54.23,54.58,44.3585363321598,268200,0.0,1.0
2010-03-18,54.27,54.71,54.17,54.5,44.2935183236114,167100,0.0,1.0
2010-03-17,53.94,54.65,53.4701,54.38,44.1959913107888,170000,0.0,1.0
2010-03-16,54.61,55.07,53.4,54.03,43.9115375233894,314900,0.0,1.0
2010-03-15,54.33,54.95,53.96,54.77,44.5129541024623,102100,0.0,1.0
2010-03-12,54.59,54.98,53.88,54.54,44.3260273278856,175700,0.0,1.0
2010-03-11,54.0,54.42,53.37,54.32,44.1472278043775,198100,0.0,1.0
2010-03-10,52.21,55.0,52.2,54.47,44.2691365704057,307100,0.0,1.0
2010-03-09,54.04,55.74,51.64,52.0,42.2617055564733,465700,0.0,1.0
2010-03-08,52.53,54.5399,52.4919,54.31,44.1391005533089,458400,0.0,1.0
2010-03-05,53.03,53.932,52.185,52.91,43.0012854037115,225400,0.0,1.0
2010-03-04,52.67,53.17,52.23,53.03,43.0988124165342,204000,0.0,1.0
2010-03-03,52.85,53.73,51.44,52.62,42.7655951227235,365000,0.0,1.0
2010-03-02,52.89,53.07,52.755,53.02,43.0906851654656,187100,0.0,1.0
2010-03-01,52.15,53.36,52.15,53.0,43.0744306633285,213300,0.0,1.0
2010-02-26,52.38,52.475,51.41,52.14,42.375487071433,221500,0.0,1.0
2010-02-25,51.4,52.33,50.665,52.2,42.4242505778443,108600,0.0,1.0
2010-02-24,51.86,52.2,51.52,51.95,42.2210693011305,89600,0.0,1.0
2010-02-23,52.21,52.89,50.32,51.92,42.1966875479248,429800,0.0,1.0
2010-02-22,53.61,53.64,52.35,52.38,42.5705410970783,161400,0.0,1.0
2010-02-19,52.98,53.96,52.98,53.36,43.3670117017964,113600,0.0,1.0
2010-02-18,52.75,53.06,51.5,52.91,43.0012854037115,139200,0.0,1.0
2010-02-17,53.52,53.57,51.6915,52.62,42.7655951227235,187300,0.0,1.0
2010-02-16,53.75,53.99,53.24,53.57,43.537683974236,149500,0.0,1.0
2010-02-12,52.38,53.7,52.07,53.45,43.4401569614134,196200,0.0,1.0
2010-02-11,51.93,53.06,51.8,52.63,42.7737223737921,117600,0.0,1.0
2010-02-10,52.7,53.8,51.74,52.18,42.4079960757072,119100,0.0,1.0
2010-02-09,51.8,53.98,51.8,52.96,43.0419216590543,400400,0.0,1.0
2010-02-08,50.5,51.83,50.12,51.19,41.6033982199205,154300,0.0,1.0
2010-02-05,49.99,51.2,49.74,50.27,40.8556911216137,289800,0.0,1.0
2010-02-04,51.81,51.995,49.86,50.07,40.6931461002426,466600,0.0,1.0
2010-02-03,52.0,53.25,51.49,52.3,42.5055230885298,362200,0.0,1.0
2010-02-02,51.07,52.63,51.07,51.99,42.2535783054047,296900,0.0,1.0
2010-02-01,51.3,52.125,51.11,51.2,41.6115254709891,287900,0.0,1.0
2010-01-29,52.57,52.75,50.98,51.2,41.6115254709891,392600,0.0,1.0
2010-01-28,52.83,53.52,51.7,52.2,42.4242505778443,340300,0.0,1.0
2010-01-27,51.46,53.82,51.45,53.35,43.3588844507278,711900,0.0,1.0
2010-01-26,51.7,53.45,50.23,51.46,41.8228339987714,1127600,0.0,1.0
2010-01-25,50.79,51.42,50.14,50.99,41.4408531985495,372400,0.0,1.0
2010-01-22,51.24,51.45,50.23,50.4,40.9613453855048,386800,0.0,1.0
2010-01-21,49.94,51.54,49.91,51.18,41.5952709688519,561800,0.0,1.0
2010-01-20,49.28,50.27,49.03,49.89,40.5468555810087,664900,0.0,1.0
2010-01-19,50.49,51.36,50.22,51.19,41.6033982199205,336700,0.0,1.0
2010-01-15,50.39,50.45,49.74,50.16,40.7662913598596,219200,0.0,1.0
2010-01-14,49.8,50.27,49.76,50.21,40.8069276152024,317400,0.0,1.0
2010-01-13,49.56,49.9,49.07,49.75,40.4330740660489,545100,0.0,1.0
2010-01-12,49.18,49.77,48.71,49.49,40.2217655382666,261500,0.0,1.0
2010-01-11,49.5,49.53,48.89,49.24,40.0185842615528,283200,0.0,1.0
2010-01-08,49.36,49.625,48.7611,49.04,39.8560392401817,379200,0.0,1.0
2010-01-07,49.71,50.33,49.24,49.61,40.3192925510892,224300,0.0,1.0
2010-01-06,49.5,50.0,49.5,49.75,40.4330740660489,362700,0.0,1.0
2010-01-05,47.8,49.8,47.8,49.68,40.3761833085691,434500,0.0,1.0
2010-01-04,47.18,48.09,47.17,48.01,39.0189323801208,253000,0.0,1.0
2009-12-31,47.17,47.8,47.08,47.17,38.3362432903624,241500,0.0,1.0
2009-12-30,46.11,47.07,45.68,47.04,38.2305890264712,190300,0.0,1.0
2009-12-29,46.65,46.77,46.0,46.33,37.653554200604,102200,0.0,1.0
2009-12-28,47.46,47.7,46.26,46.73,37.9786442433461,186200,0.0,1.0
2009-12-24,47.6,47.94,46.99,47.5,38.6044425756246,96900,0.0,1.0
2009-12-23,46.55,48.35,46.55,47.48,38.5881880734875,386900,0.0,1.0
2009-12-22,47.23,48.99,46.75,48.84,39.6934942188107,274200,0.0,1.0
2009-12-21,46.78,48.0,46.015,47.11,38.2874797839511,188200,0.0,1.0
2009-12-18,47.12,47.62,45.59,46.85,38.0761712561687,426300,0.0,1.0
2009-12-17,46.94,47.21,46.31,47.04,38.2305890264712,100100,0.0,1.0
2009-12-16,47.06,47.75,46.44,47.27,38.4175158010479,164600,0.0,1.0
2009-12-15,48.19,48.19,46.81,46.91,38.12493476258,239500,0.0,1.0
2009-12-14,48.09,48.41,47.41,48.15,39.1327138950805,274400,0.0,1.0
2009-12-11,46.81,48.09,46.765,47.93,38.9539143715724,689200,0.0,1.0
2009-12-10,47.2,47.44,46.49,46.8,38.0355350008259,313000,0.0,1.0
2009-12-09,46.26,47.01,45.74,46.94,38.1493165157857,473400,0.0,1.0
2009-12-08,45.82,47.11,45.43,46.22,37.5641544388499,2507500,0.0,1.0
2009-12-07,45.92,46.13,45.48,45.88,37.2878279025191,296300,0.0,1.0
2009-12-04,45.51,46.24,44.96,45.8,37.2228098939707,513400,0.0,1.0
2009-12-03,44.4,45.285,44.13,44.99,36.5645025574179,279400,0.0,1.0
2009-12-02,43.58,44.5,42.87,44.32,36.0199767358249,614800,0.0,1.0
2009-12-01,41.36,42.61,41.36,42.5,34.5408170413483,223900,0.0,1.0
2009-11-30,40.99,41.72,40.51,41.23,33.5086561556422,145700,0.0,1.0
2009-11-27,40.73,41.65,40.72,40.91,33.2485841214485,89200,0.0,1.0
2009-11-25,41.8,41.99,41.295,41.79,33.9637822154811,134700,0.0,1.0
2009-11-24,41.64,41.86,41.05,41.8,33.9719094665497,73800,0.0,1.0
2009-11-23,41.1,41.82,41.1,41.65,33.8500007005214,73200,0.0,1.0
2009-11-20,40.57,40.86,40.02,40.64,33.0291483425976,123700,0.0,1.0
2009-11-19,41.54,41.54,40.17,40.66,33.0454028447347,135500,0.0,1.0
2009-11-18,42.0,42.6,41.51,41.88,34.0369274750981,114800,0.0,1.0
2009-11-17,41.8,42.26,41.52,42.03,34.1588362411264,289700,0.0,1.0
2009-11-16,40.99,42.61,40.97,41.99,34.1263272368522,375600,0.0,1.0
2009-11-13,39.91,40.93,39.67,40.45,32.8747305722951,154200,0.0,1.0
2009-11-12,40.57,41.16,39.93,39.94,32.4602407677989,123000,0.0,1.0
2009-11-11,40.73,40.88,40.11,40.74,33.1104208532831,125400,0.0,1.0
2009-11-10,40.88,40.94,40.38,40.38,32.8178398148152,172000,0.0,1.0
2009-11-09,41.0,41.39,40.25,40.9,33.2404568703799,144400,0.0,1.0
2009-11-06,39.83,41.39,39.83,40.9,33.2404568703799,270000,0.0,1.0
2009-11-05,39.54,40.1,39.26,40.1,32.5902767848957,237500,0.0,1.0
2009-11-04,39.56,39.99,39.05,39.2,31.858824188726,452600,0.0,1.0
2009-11-03,38.52,39.9,38.52,39.47,32.0782599675769,593600,0.0,1.0
2009-11-02,37.75,39.35,37.72,38.9,31.6150066566694,848700,0.0,1.0
2009-10-30,36.77,37.88,36.64,37.71,30.6478637795117,559900,0.0,1.0
2009-10-29,36.01,37.049,35.9,37.0,30.0708289536444,669500,0.0,1.0
2009-10-28,35.68,36.19,35.36,35.89,29.1687040850351,535200,0.0,1.0
2009-10-27,36.99,36.99,35.44,36.03,29.2824855999948,348200,0.0,1.0
2009-10-26,36.45,37.52,36.42,36.92,30.005810945096,374400,0.0,1.0
2009-10-23,37.09,37.47,36.64,36.67,29.8026296683822,311300,0.0,1.0
2009-10-22,37.8,39.2199,36.25,37.13,30.1764832175356,472200,0.0,1.0
2009-10-21,41.86,42.05,37.48,37.72,30.6559910305802,580800,0.0,1.0
2009-10-20,41.5,42.5,40.1,41.45,33.6874556791503,1758200,0.0,1.0
2009-10-19,38.85,39.64,38.26,39.63,32.2082959846738,358500,0.0,1.0
2009-10-16,38.59,39.48,38.23,38.65,31.4118253799556,256000,0.0,1.0
