,LIVN_Open,LIVN_High,LIVN_Low,LIVN_Close,LIVN_Adj Close,LIVN_Volume,LIVN_Dividend Amount,LIVN_Split Coefficient
2021-11-11,91.87,92.89,88.89,88.89,88.89,296344,0.0,1.0
2021-11-10,93.0,93.055,89.6,91.38,91.38,357346,0.0,1.0
2021-11-09,90.35,92.805,89.9,92.68,92.68,497665,0.0,1.0
2021-11-08,92.12,92.31,90.39,90.62,90.62,319536,0.0,1.0
2021-11-05,90.64,93.89,90.38,92.34,92.34,451399,0.0,1.0
2021-11-04,90.19,90.2,88.99,90.14,90.14,541784,0.0,1.0
2021-11-03,85.25,91.99,85.1,89.71,89.71,1548005,0.0,1.0
2021-11-02,78.45,78.45,76.88,78.18,78.18,529937,0.0,1.0
2021-11-01,76.77,78.79,76.25,78.0,78.0,245046,0.0,1.0
2021-10-29,77.27,77.84,75.89,76.72,76.72,480470,0.0,1.0
2021-10-28,78.67,78.9,76.73,77.41,77.41,322895,0.0,1.0
2021-10-27,80.03,81.57,77.63,78.35,78.35,704732,0.0,1.0
2021-10-26,80.83,81.2,79.44,80.47,80.47,212630,0.0,1.0
2021-10-25,80.88,82.07,79.825,80.62,80.62,189971,0.0,1.0
2021-10-22,81.46,82.58,80.0,80.99,80.99,217200,0.0,1.0
2021-10-21,81.46,82.56,80.74,81.59,81.59,298964,0.0,1.0
2021-10-20,82.84,83.17,81.12,81.53,81.53,142538,0.0,1.0
2021-10-19,83.03,84.1,82.41,82.58,82.58,128305,0.0,1.0
2021-10-18,83.23,83.23,79.55,82.37,82.37,428839,0.0,1.0
2021-10-15,84.83,85.22,83.32,83.89,83.89,320169,0.0,1.0
2021-10-14,83.22,84.555,78.2152,83.87,83.87,245485,0.0,1.0
2021-10-13,81.63,82.91,81.04,82.31,82.31,138917,0.0,1.0
2021-10-12,80.17,82.17,80.17,81.4,81.4,213971,0.0,1.0
2021-10-11,79.26,80.76,79.01,79.84,79.84,360976,0.0,1.0
2021-10-08,81.43,81.53,78.65,79.25,79.25,184355,0.0,1.0
2021-10-07,81.84,83.1725,79.91,81.54,81.54,609296,0.0,1.0
2021-10-06,82.18,82.85,78.69,81.37,81.37,551023,0.0,1.0
2021-10-05,80.05,83.57,79.7,83.11,83.11,347289,0.0,1.0
2021-10-04,80.85,80.85,78.93,80.05,80.05,355553,0.0,1.0
2021-10-01,79.55,81.51,78.09,81.16,81.16,302680,0.0,1.0
2021-09-30,80.75,81.53,79.06,79.19,79.19,163768,0.0,1.0
2021-09-29,81.09,81.97,79.9,80.2,80.2,226429,0.0,1.0
2021-09-28,83.26,83.52,80.6,81.08,81.08,323491,0.0,1.0
2021-09-27,81.41,84.03,80.63,83.5,83.5,290485,0.0,1.0
2021-09-24,81.98,81.98,80.35,81.59,81.59,138248,0.0,1.0
2021-09-23,82.36,82.815,81.6,82.06,82.06,551041,0.0,1.0
2021-09-22,81.42,83.0504,80.69,82.04,82.04,283615,0.0,1.0
2021-09-21,81.62,82.39,81.0,81.33,81.33,211395,0.0,1.0
2021-09-20,81.1,82.3,79.23,80.89,80.89,227576,0.0,1.0
2021-09-17,83.59,83.965,81.73,82.93,82.93,556990,0.0,1.0
2021-09-16,85.18,86.3169,83.685,83.78,83.78,172187,0.0,1.0
2021-09-15,83.54,84.985,82.115,84.97,84.97,364256,0.0,1.0
2021-09-14,84.02,84.11,82.54,83.6,83.6,121333,0.0,1.0
2021-09-13,83.01,84.46,81.1,83.5,83.5,229290,0.0,1.0
2021-09-10,84.87,84.87,82.15,82.87,82.87,359458,0.0,1.0
2021-09-09,84.36,86.36,84.025,84.28,84.28,215213,0.0,1.0
2021-09-08,84.18,85.27,83.6201,84.39,84.39,267754,0.0,1.0
2021-09-07,84.8,85.29,84.09,84.53,84.53,162877,0.0,1.0
2021-09-03,86.52,86.57,84.6,84.9,84.9,241693,0.0,1.0
2021-09-02,84.06,86.89,83.67,86.84,86.84,466422,0.0,1.0
2021-09-01,82.84,83.79,81.11,83.67,83.67,293710,0.0,1.0
2021-08-31,82.54,83.28,82.16,82.69,82.69,301693,0.0,1.0
2021-08-30,83.21,84.05,81.865,82.41,82.41,199372,0.0,1.0
2021-08-27,81.82,83.6,81.205,82.93,82.93,294389,0.0,1.0
2021-08-26,82.66,83.175,81.03,81.69,81.69,630171,0.0,1.0
2021-08-25,83.14,84.16,82.62,83.0,83.0,159847,0.0,1.0
2021-08-24,82.31,84.145,81.675,83.38,83.38,200574,0.0,1.0
2021-08-23,82.09,83.48,81.95,82.41,82.41,180911,0.0,1.0
2021-08-20,80.94,83.59,80.5,82.03,82.03,348211,0.0,1.0
2021-08-19,78.62,80.47,78.51,79.75,79.75,304450,0.0,1.0
2021-08-18,80.8,80.8,78.995,79.32,79.32,340133,0.0,1.0
2021-08-17,79.15,80.745,77.02,80.43,80.43,368450,0.0,1.0
2021-08-16,77.03,79.53,75.5,79.25,79.25,333564,0.0,1.0
2021-08-13,77.38,78.69,76.5,76.94,76.94,190757,0.0,1.0
2021-08-12,79.515,79.515,77.5,77.54,77.54,182716,0.0,1.0
2021-08-11,78.68,78.68,74.73,77.87,77.87,932822,0.0,1.0
2021-08-10,81.6,81.96,78.66,78.68,78.68,334649,0.0,1.0
2021-08-09,84.22,84.22,81.055,81.88,81.88,844544,0.0,1.0
2021-08-06,84.3,84.91,82.04,84.32,84.32,729301,0.0,1.0
2021-08-05,86.62,87.065,82.96,84.18,84.18,1452416,0.0,1.0
2021-08-04,85.84,88.41,85.0,86.07,86.07,2156650,0.0,1.0
2021-08-03,86.0,86.54,81.05,83.49,83.49,789153,0.0,1.0
2021-08-02,85.7,88.25,84.61,87.88,87.88,466283,0.0,1.0
2021-07-30,88.0,88.0831,84.94,86.3,86.3,384462,0.0,1.0
2021-07-29,83.815,89.17,83.815,88.62,88.62,648481,0.0,1.0
2021-07-28,84.29,88.94,83.115,85.93,85.93,674603,0.0,1.0
2021-07-27,83.66,84.14,81.755,82.02,82.02,334090,0.0,1.0
2021-07-26,82.55,85.27,82.3275,84.07,84.07,352551,0.0,1.0
2021-07-23,82.71,83.6,82.1437,82.95,82.95,326662,0.0,1.0
2021-07-22,82.35,83.23,81.72,82.17,82.17,251274,0.0,1.0
2021-07-21,80.06,82.97,79.44,82.61,82.61,384211,0.0,1.0
2021-07-20,78.65,80.8,78.34,79.5,79.5,657933,0.0,1.0
2021-07-19,76.75,77.85,75.48,76.02,76.02,281871,0.0,1.0
2021-07-16,78.72,79.195,77.34,77.7,77.7,179028,0.0,1.0
2021-07-15,78.46,80.08,77.92,78.4,78.4,215349,0.0,1.0
2021-07-14,79.12,79.13,78.07,78.89,78.89,127231,0.0,1.0
2021-07-13,80.0,80.68,79.1,79.15,79.15,176461,0.0,1.0
2021-07-12,81.01,81.23,80.13,80.4,80.4,101567,0.0,1.0
2021-07-09,82.26,82.26,80.2,80.97,80.97,160264,0.0,1.0
2021-07-08,80.78,82.47,80.215,81.8,81.8,172198,0.0,1.0
2021-07-07,81.55,83.05,81.37,82.45,82.45,165240,0.0,1.0
2021-07-06,82.29,82.57,79.87,81.3,81.3,203355,0.0,1.0
2021-07-02,85.5,85.5,82.79,83.06,83.06,251311,0.0,1.0
2021-07-01,84.43,86.26,83.81,85.27,85.27,226102,0.0,1.0
2021-06-30,85.4,85.42,83.64,84.11,84.11,188697,0.0,1.0
2021-06-29,85.91,86.73,85.005,85.43,85.43,130237,0.0,1.0
2021-06-28,86.58,86.965,85.73,86.08,86.08,162501,0.0,1.0
2021-06-25,87.31,87.3688,86.29,86.59,86.59,579534,0.0,1.0
2021-06-24,86.26,87.01,85.7,87.01,87.01,144961,0.0,1.0
2021-06-23,83.98,86.34,83.83,86.06,86.06,239882,0.0,1.0
2021-06-22,84.3,84.69,83.8,84.11,84.11,166501,0.0,1.0
2021-06-21,82.65,84.48,81.785,84.07,84.07,235933,0.0,1.0
2021-06-18,83.29,84.24,82.25,82.25,82.25,375943,0.0,1.0
2021-06-17,81.88,84.71,81.575,84.0,84.0,320170,0.0,1.0
2021-06-16,82.72,83.168,81.95,82.29,82.29,173406,0.0,1.0
2021-06-15,81.92,82.98,80.81,82.14,82.14,166626,0.0,1.0
2021-06-14,81.6,81.96,80.52,81.71,81.71,311836,0.0,1.0
2021-06-11,81.76,82.37,81.2,81.79,81.79,492552,0.0,1.0
2021-06-10,80.03,81.75,79.975,81.22,81.22,175928,0.0,1.0
2021-06-09,80.15,80.96,79.72,79.82,79.82,124855,0.0,1.0
2021-06-08,79.87,80.895,79.09,79.71,79.71,246927,0.0,1.0
2021-06-07,79.87,81.21,79.7,80.09,80.09,175700,0.0,1.0
2021-06-04,79.83,80.87,79.23,80.08,80.08,141548,0.0,1.0
2021-06-03,79.33,80.49,77.57,79.26,79.26,260639,0.0,1.0
2021-06-02,81.2,82.7,78.77,79.24,79.24,318629,0.0,1.0
2021-06-01,83.28,83.47,81.07,81.69,81.69,283153,0.0,1.0
2021-05-28,83.54,84.2875,82.97,83.54,83.54,323224,0.0,1.0
2021-05-27,82.62,84.21,81.69,83.48,83.48,290203,0.0,1.0
2021-05-26,82.61,83.0,81.63,82.3,82.3,458291,0.0,1.0
2021-05-25,82.59,83.01,82.49,82.91,82.91,272926,0.0,1.0
2021-05-24,81.98,83.12,81.2,82.58,82.58,185974,0.0,1.0
2021-05-21,82.97,82.97,81.24,81.37,81.37,175916,0.0,1.0
2021-05-20,83.0,83.48,81.75,82.42,82.42,262199,0.0,1.0
2021-05-19,81.0,82.77,80.93,82.75,82.75,139690,0.0,1.0
2021-05-18,81.17,84.06,81.17,81.54,81.54,199442,0.0,1.0
2021-05-17,83.57,84.03,80.56,81.45,81.45,164783,0.0,1.0
2021-05-14,84.49,84.49,83.44,84.09,84.09,170665,0.0,1.0
2021-05-13,83.32,85.0,82.455,84.19,84.19,214611,0.0,1.0
2021-05-12,83.52,84.65,82.65,83.47,83.47,332779,0.0,1.0
2021-05-11,82.16,84.24,81.615,83.84,83.84,320067,0.0,1.0
2021-05-10,82.91,83.44,82.26,82.9,82.9,337168,0.0,1.0
2021-05-07,83.31,84.78,82.23,82.99,82.99,172822,0.0,1.0
2021-05-06,83.17,84.4,81.1913,83.71,83.71,176277,0.0,1.0
2021-05-05,83.41,84.07,82.16,83.24,83.24,269800,0.0,1.0
2021-05-04,83.82,83.92,81.56,83.5,83.5,304474,0.0,1.0
2021-05-03,84.87,85.29,83.32,84.06,84.06,293511,0.0,1.0
2021-04-30,85.29,87.56,84.53,84.87,84.87,463606,0.0,1.0
2021-04-29,87.63,89.0,85.14,86.0,86.0,267908,0.0,1.0
2021-04-28,85.36,90.25,84.455,86.34,86.34,693198,0.0,1.0
2021-04-27,82.65,83.29,81.94,82.88,82.88,512756,0.0,1.0
2021-04-26,83.54,84.2,82.42,82.49,82.49,403985,0.0,1.0
2021-04-23,83.16,85.04,81.49,82.92,82.92,568859,0.0,1.0
2021-04-22,83.1,85.17,81.985,83.15,83.15,336871,0.0,1.0
2021-04-21,81.39,83.324,80.36,83.05,83.05,290853,0.0,1.0
2021-04-20,80.32,81.515,79.36,81.43,81.43,604261,0.0,1.0
2021-04-19,80.99,81.665,80.1,80.75,80.75,367239,0.0,1.0
2021-04-16,83.43,83.57,80.14,81.34,81.34,260325,0.0,1.0
2021-04-15,81.5,83.16,79.85,82.78,82.78,321208,0.0,1.0
2021-04-14,82.34,83.6064,81.19,81.37,81.37,281475,0.0,1.0
2021-04-13,81.0,82.2,80.1,82.05,82.05,252075,0.0,1.0
2021-04-12,79.5,81.09,79.1,81.0,81.0,532385,0.0,1.0
2021-04-09,80.2,80.6797,79.27,80.0,80.0,305407,0.0,1.0
2021-04-08,78.3,81.26,77.54,80.0,80.0,566325,0.0,1.0
2021-04-07,77.37,78.87,76.66,78.31,78.31,337053,0.0,1.0
2021-04-06,76.7,78.36,75.88,77.78,77.78,488338,0.0,1.0
2021-04-05,74.33,76.6,73.86,76.48,76.48,365788,0.0,1.0
2021-04-01,73.35,73.69,71.78,73.44,73.44,318255,0.0,1.0
2021-03-31,73.56,74.75,73.25,73.73,73.73,667355,0.0,1.0
2021-03-30,73.12,75.2,72.73,73.54,73.54,363680,0.0,1.0
2021-03-29,75.21,76.39,73.25,73.25,73.25,296215,0.0,1.0
2021-03-26,75.35,76.17,74.17,75.99,75.99,223187,0.0,1.0
2021-03-25,72.71,74.75,71.19,74.6,74.6,344079,0.0,1.0
2021-03-24,72.68,74.55,72.42,72.69,72.69,298098,0.0,1.0
2021-03-23,76.0,76.56,71.95,72.4,72.4,420177,0.0,1.0
2021-03-22,75.8,78.02,75.8,76.24,76.24,239504,0.0,1.0
2021-03-19,75.54,77.64,74.82,76.52,76.52,707079,0.0,1.0
2021-03-18,78.08,78.1,75.28,75.71,75.71,459461,0.0,1.0
2021-03-17,78.94,79.11,77.38,77.98,77.98,229576,0.0,1.0
2021-03-16,76.72,78.41,76.29,78.33,78.33,309088,0.0,1.0
2021-03-15,78.15,79.155,76.42,76.76,76.76,344601,0.0,1.0
2021-03-12,78.43,78.77,77.11,78.01,78.01,212108,0.0,1.0
2021-03-11,76.85,78.21,76.55,78.0,78.0,432783,0.0,1.0
2021-03-10,79.01,79.24,76.47,76.55,76.55,507137,0.0,1.0
2021-03-09,80.59,82.15,76.92,77.54,77.54,737379,0.0,1.0
2021-03-08,82.49,82.5,79.51,80.24,80.24,685053,0.0,1.0
2021-03-05,80.6,82.905,76.88,82.41,82.41,697892,0.0,1.0
2021-03-04,80.0,82.95,78.17,79.6,79.6,2715361,0.0,1.0
2021-03-03,74.56,83.2,70.37,78.5,78.5,1958075,0.0,1.0
2021-03-02,76.22,77.26,74.8901,76.23,76.23,379295,0.0,1.0
2021-03-01,79.05,79.98,75.255,76.74,76.74,613262,0.0,1.0
2021-02-26,77.29,79.24,75.005,77.54,77.54,626785,0.0,1.0
2021-02-25,73.38,78.09,73.115,76.7,76.7,840715,0.0,1.0
2021-02-24,74.0,78.77,67.34,74.45,74.45,1760292,0.0,1.0
2021-02-23,70.63,74.65,70.035,74.08,74.08,935079,0.0,1.0
2021-02-22,70.0,72.91,69.47,71.65,71.65,777598,0.0,1.0
2021-02-19,71.32,72.47,69.71,70.19,70.19,454942,0.0,1.0
2021-02-18,70.09,71.67,70.09,71.5,71.5,538259,0.0,1.0
2021-02-17,70.56,71.07,68.29,71.0,71.0,463866,0.0,1.0
2021-02-16,71.34,72.0925,70.16,71.0,71.0,472506,0.0,1.0
2021-02-12,70.0,70.61,68.7375,70.41,70.41,174625,0.0,1.0
2021-02-11,69.99,70.75,68.61,70.0,70.0,453290,0.0,1.0
2021-02-10,70.19,70.805,67.99,70.0,70.0,544970,0.0,1.0
2021-02-09,70.24,70.8321,68.75,69.73,69.73,348802,0.0,1.0
2021-02-08,68.01,70.285,67.34,70.21,70.21,260890,0.0,1.0
2021-02-05,68.6,69.12,67.39,67.63,67.63,208562,0.0,1.0
2021-02-04,66.07,68.33,64.94,67.5,67.5,240497,0.0,1.0
2021-02-03,66.8,67.69,61.76,65.41,65.41,225745,0.0,1.0
2021-02-02,65.66,67.99,65.15,67.16,67.16,241415,0.0,1.0
2021-02-01,63.72,64.93,62.75,64.44,64.44,233055,0.0,1.0
2021-01-29,64.59,65.46,62.84,62.9,62.9,242611,0.0,1.0
2021-01-28,63.91,65.82,62.99,64.59,64.59,533760,0.0,1.0
2021-01-27,64.69,65.74,63.27,63.29,63.29,514765,0.0,1.0
2021-01-26,67.61,68.07,65.4,66.13,66.13,269797,0.0,1.0
2021-01-25,66.05,67.14,65.2725,66.87,66.87,220548,0.0,1.0
2021-01-22,65.24,66.54,65.15,66.44,66.44,272254,0.0,1.0
2021-01-21,64.52,66.11,63.6994,65.77,65.77,243363,0.0,1.0
2021-01-20,66.38,67.53,63.61,64.46,64.46,394653,0.0,1.0
2021-01-19,68.54,68.54,65.73,66.3,66.3,438485,0.0,1.0
2021-01-15,68.01,69.48,67.04,68.11,68.11,439373,0.0,1.0
2021-01-14,67.52,69.49,67.05,68.59,68.59,309939,0.0,1.0
2021-01-13,67.7,68.75,66.1,67.3,67.3,206964,0.0,1.0
2021-01-12,66.71,68.19,64.86,67.57,67.57,388874,0.0,1.0
2021-01-11,64.96,66.26,64.57,65.97,65.97,483121,0.0,1.0
2021-01-08,65.23,67.08,65.0,65.84,65.84,1032201,0.0,1.0
2021-01-07,66.7,66.935,64.56,64.95,64.95,406732,0.0,1.0
2021-01-06,64.85,67.88,64.08,66.69,66.69,606592,0.0,1.0
2021-01-05,62.45,65.06,61.73,64.04,64.04,363594,0.0,1.0
2021-01-04,66.57,66.57,63.39,64.57,64.57,336755,0.0,1.0
2020-12-31,67.36,67.36,65.99,66.21,66.21,374947,0.0,1.0
2020-12-30,67.205,68.0,64.04,66.96,66.96,248626,0.0,1.0
2020-12-29,67.61,68.24,66.94,67.03,67.03,304876,0.0,1.0
2020-12-28,68.62,68.62,66.96,67.53,67.53,406408,0.0,1.0
2020-12-24,68.07,68.59,66.83,67.42,67.42,192747,0.0,1.0
2020-12-23,69.59,69.76,67.34,67.43,67.43,328648,0.0,1.0
2020-12-22,67.83,69.55,66.97,68.74,68.74,317297,0.0,1.0
2020-12-21,66.71,67.45,64.77,67.29,67.29,332016,0.0,1.0
2020-12-18,67.9,70.22,67.7801,68.46,68.46,960511,0.0,1.0
2020-12-17,64.725,67.98,64.725,67.33,67.33,461000,0.0,1.0
2020-12-16,64.0,67.01,63.19,66.59,66.59,431351,0.0,1.0
2020-12-15,61.6,64.84,60.0,63.84,63.84,414381,0.0,1.0
2020-12-14,61.1,62.55,60.79,61.17,61.17,773808,0.0,1.0
2020-12-11,61.73,62.32,60.09,60.72,60.72,607342,0.0,1.0
2020-12-10,58.19,62.36,57.62,62.16,62.16,846207,0.0,1.0
2020-12-09,58.5,58.9,57.33,58.4,58.4,504740,0.0,1.0
2020-12-08,57.25,58.575,56.68,58.27,58.27,576455,0.0,1.0
2020-12-07,54.86,57.77,54.0425,57.5,57.5,625411,0.0,1.0
2020-12-04,54.88,55.51,54.12,55.24,55.24,427786,0.0,1.0
2020-12-03,53.24,55.87,53.24,54.84,54.84,850826,0.0,1.0
2020-12-02,52.19,53.4,51.59,53.28,53.28,268506,0.0,1.0
2020-12-01,53.4,53.72,51.89,52.25,52.25,357055,0.0,1.0
2020-11-30,54.49,54.86,52.72,52.85,52.85,429990,0.0,1.0
2020-11-27,53.78,54.7759,52.99,54.25,54.25,249154,0.0,1.0
2020-11-25,53.24,53.91,52.11,53.57,53.57,325003,0.0,1.0
2020-11-24,51.0,53.9,50.88,53.34,53.34,671138,0.0,1.0
2020-11-23,51.33,51.33,49.78,51.03,51.03,335450,0.0,1.0
2020-11-20,50.1,51.2,49.44,49.68,49.68,583762,0.0,1.0
2020-11-19,50.5,51.38,49.95,50.59,50.59,512862,0.0,1.0
2020-11-18,52.5,52.94,50.98,50.99,50.99,283135,0.0,1.0
2020-11-17,52.03,53.12,51.52,52.42,52.42,506185,0.0,1.0
2020-11-16,54.57,54.68,52.65,52.97,52.97,308758,0.0,1.0
2020-11-13,52.51,54.66,52.26,53.18,53.18,249638,0.0,1.0
2020-11-12,53.0,53.745,51.22,52.13,52.13,390718,0.0,1.0
2020-11-11,56.03,56.33,52.74,53.57,53.57,628481,0.0,1.0
2020-11-10,54.915,57.08,53.51,55.95,55.95,1309260,0.0,1.0
2020-11-09,52.0,54.99,52.0,53.76,53.76,1010762,0.0,1.0
2020-11-06,49.41,49.96,48.52,48.66,48.66,266575,0.0,1.0
2020-11-05,47.86,49.795,47.55,49.37,49.37,431908,0.0,1.0
2020-11-04,47.51,49.38,46.53,47.4,47.4,720478,0.0,1.0
2020-11-03,49.73,50.62,47.24,47.61,47.61,820686,0.0,1.0
2020-11-02,50.61,52.0,48.49,49.32,49.32,495471,0.0,1.0
2020-10-30,52.63,53.06,49.27,50.34,50.34,571081,0.0,1.0
2020-10-29,49.83,53.99,49.83,52.64,52.64,919470,0.0,1.0
2020-10-28,51.35,51.96,49.72,49.83,49.83,299701,0.0,1.0
2020-10-27,52.38,52.97,51.49,52.39,52.39,242684,0.0,1.0
2020-10-26,52.84,52.92,51.88,52.54,52.54,365576,0.0,1.0
2020-10-23,54.68,55.24,52.75,53.45,53.45,261925,0.0,1.0
2020-10-22,53.52,54.23,52.955,54.11,54.11,556590,0.0,1.0
2020-10-21,54.15,54.7,53.17,53.26,53.26,348883,0.0,1.0
2020-10-20,54.56,55.27,53.63,53.7,53.7,540386,0.0,1.0
2020-10-19,56.99,57.77,53.75,54.54,54.54,359765,0.0,1.0
2020-10-16,56.5,57.54,56.31,56.54,56.54,406992,0.0,1.0
2020-10-15,55.1,56.74,54.05,56.56,56.56,307307,0.0,1.0
2020-10-14,55.0,56.4,54.04,55.92,55.92,436990,0.0,1.0
2020-10-13,55.79,56.165,54.89,55.23,55.23,511982,0.0,1.0
2020-10-12,50.1,57.3095,50.005,56.85,56.85,1048580,0.0,1.0
2020-10-09,50.77,51.16,49.945,50.06,50.06,333831,0.0,1.0
2020-10-08,50.36,50.57,49.38,50.29,50.29,563441,0.0,1.0
2020-10-07,49.07,50.14,48.705,49.8,49.8,638956,0.0,1.0
2020-10-06,48.62,49.6,48.105,48.65,48.65,741250,0.0,1.0
2020-10-05,47.17,48.38,45.78,48.1,48.1,446315,0.0,1.0
2020-10-02,45.24,47.0,45.24,46.62,46.62,537388,0.0,1.0
2020-10-01,45.19,46.36,45.16,46.01,46.01,549642,0.0,1.0
2020-09-30,43.59,45.73,43.08,45.21,45.21,552507,0.0,1.0
2020-09-29,44.0,44.69,42.99,43.37,43.37,498499,0.0,1.0
2020-09-28,43.39,44.4,42.86,43.82,43.82,408192,0.0,1.0
2020-09-25,41.59,42.42,41.42,42.25,42.25,391053,0.0,1.0
2020-09-24,41.65,42.43,41.07,41.99,41.99,457105,0.0,1.0
2020-09-23,42.38,42.38,41.25,41.91,41.91,768274,0.0,1.0
2020-09-22,44.17,44.17,42.42,42.5,42.5,506326,0.0,1.0
2020-09-21,43.55,44.52,42.52,43.92,43.92,578090,0.0,1.0
2020-09-18,45.72,45.84,44.36,44.71,44.71,846027,0.0,1.0
2020-09-17,44.88,46.06,44.88,45.36,45.36,243731,0.0,1.0
2020-09-16,45.18,46.36,45.18,45.3,45.3,278347,0.0,1.0
2020-09-15,45.88,46.17,44.905,45.02,45.02,270329,0.0,1.0
2020-09-14,45.31,46.04,45.03,45.66,45.66,313290,0.0,1.0
2020-09-11,44.4,45.24,44.0,44.99,44.99,813847,0.0,1.0
2020-09-10,44.88,45.59,44.11,44.11,44.11,551512,0.0,1.0
2020-09-09,46.35,46.77,45.13,45.19,45.19,645738,0.0,1.0
2020-09-08,44.83,46.26,44.05,46.135,46.135,1004189,0.0,1.0
2020-09-04,46.09,46.09,43.335,45.09,45.09,793640,0.0,1.0
2020-09-03,46.93,46.975,44.95,45.51,45.51,685333,0.0,1.0
2020-09-02,46.62,47.16,45.9,46.8,46.8,846578,0.0,1.0
2020-09-01,46.59,47.045,45.91,46.05,46.05,661617,0.0,1.0
2020-08-31,47.14,47.2,46.43,46.9,46.9,531663,0.0,1.0
2020-08-28,47.47,47.47,46.545,47.32,47.32,180942,0.0,1.0
2020-08-27,45.98,47.72,45.48,47.21,47.21,301563,0.0,1.0
2020-08-26,45.75,46.11,44.96,45.78,45.78,368198,0.0,1.0
2020-08-25,46.18,46.59,45.45,46.01,46.01,425479,0.0,1.0
2020-08-24,46.57,46.73,45.74,46.05,46.05,481517,0.0,1.0
2020-08-21,45.64,46.38,45.185,46.24,46.24,392727,0.0,1.0
2020-08-20,46.22,46.74,45.79,45.92,45.92,352284,0.0,1.0
2020-08-19,47.54,47.54,46.685,46.76,46.76,345642,0.0,1.0
2020-08-18,48.64,48.64,47.065,47.35,47.35,368953,0.0,1.0
2020-08-17,48.43,48.6,47.9,48.47,48.47,277111,0.0,1.0
2020-08-14,48.24,48.61,47.54,48.53,48.53,233979,0.0,1.0
2020-08-13,48.48,48.77,48.05,48.58,48.58,352013,0.0,1.0
2020-08-12,48.48,48.99,48.27,48.82,48.82,355441,0.0,1.0
2020-08-11,48.92,49.675,47.83,47.98,47.98,265338,0.0,1.0
2020-08-10,47.74,48.77,47.41,48.05,48.05,396766,0.0,1.0
2020-08-07,46.96,48.33,46.695,47.49,47.49,289358,0.0,1.0
2020-08-06,47.14,47.99,46.43,47.06,47.06,286201,0.0,1.0
2020-08-05,46.25,47.47,45.62,47.38,47.38,402683,0.0,1.0
2020-08-04,46.09,47.205,45.6,45.75,45.75,576813,0.0,1.0
2020-08-03,46.67,46.67,44.65,46.06,46.06,841353,0.0,1.0
2020-07-31,49.48,50.33,46.27,46.54,46.54,732359,0.0,1.0
2020-07-30,49.24,50.3488,48.75,49.47,49.47,905156,0.0,1.0
2020-07-29,55.2,55.2,49.89,50.52,50.52,2032639,0.0,1.0
2020-07-28,56.43,57.11,55.46,55.61,55.61,988119,0.0,1.0
2020-07-27,57.3,57.3,56.31,56.55,56.55,694798,0.0,1.0
2020-07-24,57.71,57.87,56.58,57.3,57.3,594982,0.0,1.0
2020-07-23,57.04,58.1,56.51,57.81,57.81,970655,0.0,1.0
2020-07-22,56.55,57.625,56.53,57.34,57.34,505380,0.0,1.0
2020-07-21,54.97,57.48,54.97,57.04,57.04,624011,0.0,1.0
2020-07-20,54.47,56.13,53.86,54.09,54.09,870327,0.0,1.0
2020-07-17,54.25,54.98,53.82,54.64,54.64,804800,0.0,1.0
2020-07-16,55.5,55.68,53.55,54.19,54.19,354000,0.0,1.0
2020-07-15,54.01,56.0,54.01,55.74,55.74,549800,0.0,1.0
2020-07-14,52.61,52.75,51.58,52.68,52.68,293300,0.0,1.0
2020-07-13,52.29,53.64,52.12,52.42,52.42,528600,0.0,1.0
2020-07-10,51.35,52.51,50.65,51.5,51.505,896400,0.0,1.0
2020-07-09,51.78,51.8,50.31,51.52,51.52,867300,0.0,1.0
2020-07-08,52.11,52.6,51.54,52.0,52.005,526000,0.0,1.0
2020-07-07,51.16,52.83,50.57,52.21,52.21,675100,0.0,1.0
2020-07-06,52.2,52.54,51.32,51.91,51.91,503900,0.0,1.0
2020-07-02,51.28,51.86,50.42,51.0,51.0,351900,0.0,1.0
2020-07-01,48.31,50.52,48.14,50.19,50.19,578500,0.0,1.0
2020-06-30,46.8,48.32,46.64,48.13,48.13,569400,0.0,1.0
2020-06-29,47.02,48.27,45.78,47.06,47.06,691300,0.0,1.0
2020-06-26,47.54,48.065,46.25,46.5,46.5,1025740,0.0,1.0
2020-06-25,47.27,48.25,46.7,48.21,48.21,576545,0.0,1.0
2020-06-24,50.09,50.09,46.81,47.51,47.51,407342,0.0,1.0
2020-06-23,50.74,51.77,50.5,50.7,50.7,448232,0.0,1.0
2020-06-22,48.84,50.79,47.91,50.11,50.11,714655,0.0,1.0
2020-06-19,49.02,50.55,49.02,49.24,49.24,1204608,0.0,1.0
2020-06-18,48.65,49.62,48.04,48.29,48.29,496319,0.0,1.0
2020-06-17,48.33,49.96,47.815,49.33,49.33,617981,0.0,1.0
2020-06-16,48.25,49.48,47.31,47.66,47.66,815825,0.0,1.0
2020-06-15,46.34,47.72,45.865,47.18,47.18,1148222,0.0,1.0
2020-06-12,48.5,48.51,45.97,47.56,47.56,4667029,0.0,1.0
2020-06-11,50.55,51.02,46.51,46.91,46.91,2549482,0.0,1.0
2020-06-10,54.18,54.28,52.885,53.19,53.19,629682,0.0,1.0
2020-06-09,54.79,55.46,54.35,54.43,54.43,359606,0.0,1.0
2020-06-08,57.63,57.76,55.68,55.96,55.96,327135,0.0,1.0
2020-06-05,56.29,57.82,55.77,56.49,56.49,560207,0.0,1.0
2020-06-04,56.02,56.35,53.99,54.26,54.26,277955,0.0,1.0
